,CODI US Equity,CODI US Equity,CODI US Equity,CODI US Equity,CODI US Equity
2019-04-01,11.2271,11.3365,11.2057,11.2985,166982.0
2019-04-02,11.2985,11.5053,11.2415,11.4197,122776.0
2019-04-03,11.5124,11.5124,11.3341,11.3484,114903.0
2019-04-04,11.3341,11.4055,11.2628,11.3056,137690.0
2019-04-05,11.3555,11.6266,11.3555,11.5909,188990.0
2019-04-06,11.3555,11.6266,11.3555,11.5909,188990.0
2019-04-07,11.3555,11.6266,11.3555,11.5909,188990.0
2019-04-08,11.5909,11.7264,11.5552,11.6622,126544.0
2019-04-09,11.6622,11.6622,11.5196,11.5338,85716.0
2019-04-10,11.5624,11.7193,11.5124,11.6194,111765.0
2019-04-11,11.6266,11.6622,11.5838,11.6408,84808.0
2019-04-12,11.6908,11.7336,11.6266,11.7122,100963.0
2019-04-13,11.6908,11.7336,11.6266,11.7122,100963.0
2019-04-14,11.6908,11.7336,11.6266,11.7122,100963.0
2019-04-15,11.7692,11.9262,11.7336,11.8406,211822.0
2019-04-16,11.9119,12.0046,11.812,11.919,277221.0
2019-04-17,11.9555,11.9555,11.7513,11.817,218749.0
2019-04-18,11.8461,11.8461,11.5764,11.7295,128381.0
2019-04-19,11.8461,11.8461,11.5764,11.7295,128381.0
2019-04-20,11.8461,11.8461,11.5764,11.7295,128381.0
2019-04-21,11.8461,11.8461,11.5764,11.7295,128381.0
2019-04-22,11.7732,11.7732,11.5545,11.7368,116215.0
2019-04-23,11.7368,11.9117,11.6785,11.9117,130936.0
2019-04-24,11.9409,12.0867,11.8534,12.0138,118918.0
2019-04-25,12.0575,12.0984,11.8461,11.9628,157217.0
2019-04-26,12.0648,12.1596,12.021,12.1158,150436.0
2019-04-27,12.0648,12.1596,12.021,12.1158,150436.0
2019-04-28,12.0648,12.1596,12.021,12.1158,150436.0
2019-04-29,12.0284,12.1523,11.97,12.094,71162.0
2019-04-30,12.1377,12.1377,11.8826,12.0575,99610.0
2019-05-01,12.0867,12.0869,11.8899,11.9263,74751.0
2019-05-02,11.8461,11.9992,11.7441,11.97,105857.0
2019-05-03,12.0429,12.1669,12.0152,12.145,105364.0
2019-05-04,12.0429,12.1669,12.0152,12.145,105364.0
2019-05-05,12.0429,12.1669,12.0152,12.145,105364.0
2019-05-06,12.0648,12.4585,12.0575,12.422,233535.0
2019-05-07,12.3418,12.3929,12.207,12.2616,142872.0
2019-05-08,12.2179,12.3127,12.0575,12.0721,136768.0
2019-05-09,12.0284,12.32,11.985,12.2908,121784.0
2019-05-10,12.2835,12.371,12.2322,12.3418,113254.0
2019-05-11,12.2835,12.371,12.2322,12.3418,113254.0
2019-05-12,12.2835,12.371,12.2322,12.3418,113254.0
2019-05-13,12.1815,12.2106,11.9409,12.0065,126392.0
2019-05-14,12.0575,12.1523,12.0187,12.0867,142666.0
2019-05-15,12.1304,12.2835,12.1158,12.2616,142731.0
2019-05-16,12.32,12.422,12.2689,12.3054,152838.0
2019-05-17,12.2544,12.3901,12.1231,12.1596,100828.0
2019-05-18,12.2544,12.3901,12.1231,12.1596,100828.0
2019-05-19,12.2544,12.3901,12.1231,12.1596,100828.0
2019-05-20,12.0867,12.2737,12.0794,12.2616,110005.0
2019-05-21,12.2471,12.2827,12.196,12.2033,115133.0
2019-05-22,12.1304,12.199,11.919,11.9846,173298.0
2019-05-23,11.9336,11.9773,11.8826,11.9628,61573.0
2019-05-24,11.9846,12.0758,11.7878,11.7951,117542.0
2019-05-25,11.9846,12.0758,11.7878,11.7951,117542.0
2019-05-26,11.9846,12.0758,11.7878,11.7951,117542.0
2019-05-27,11.9846,12.0758,11.7878,11.7951,117542.0
2019-05-28,11.868,12.0133,11.7513,11.7805,155751.0
2019-05-29,11.7732,11.7921,11.6639,11.6857,124998.0
2019-05-30,11.6639,11.8097,11.467,11.5472,116548.0
2019-05-31,11.467,11.467,11.3067,11.3358,121993.0
2019-06-01,11.467,11.467,11.3067,11.3358,121993.0
2019-06-02,11.467,11.467,11.3067,11.3358,121993.0
2019-06-03,12.2544,12.3929,11.9846,12.2398,1007580.0
2019-06-04,12.2106,12.8303,12.1086,12.7938,953830.0
2019-06-05,12.8448,13.1219,12.7574,13.1073,735970.0
2019-06-06,13.1948,13.3478,13.1219,13.2458,623083.0
2019-06-07,13.3697,13.4499,13.2822,13.3551,428849.0
2019-06-08,13.3697,13.4499,13.2822,13.3551,428849.0
2019-06-09,13.3697,13.4499,13.2822,13.3551,428849.0
2019-06-10,13.4864,13.4864,13.3478,13.4135,373879.0
2019-06-11,13.4791,13.5957,13.2749,13.5009,434612.0
2019-06-12,13.5374,13.7561,13.4718,13.6832,280048.0
2019-06-13,13.6832,13.9529,13.6321,13.8217,422894.0
2019-06-14,13.9165,13.9165,13.7269,13.9092,249022.0
2019-06-15,13.9165,13.9165,13.7269,13.9092,249022.0
2019-06-16,13.9165,13.9165,13.7269,13.9092,249022.0
2019-06-17,13.9165,14.0331,13.8888,13.9237,217098.0
2019-06-18,13.9966,14.0185,13.3766,13.4135,494394.0
2019-06-19,13.5155,13.7488,13.2677,13.6759,261247.0
2019-06-20,13.9237,13.9966,13.6688,13.9019,236804.0
2019-06-21,13.8873,13.9529,13.7488,13.8217,197786.0
2019-06-22,13.8873,13.9529,13.7488,13.8217,197786.0
2019-06-23,13.8873,13.9529,13.7488,13.8217,197786.0
2019-06-24,13.8144,13.8144,13.4286,13.5957,295661.0
2019-06-25,13.705,13.9602,13.6467,13.6613,438641.0
2019-06-26,13.8071,13.9237,13.705,13.8363,275540.0
2019-06-27,13.9092,13.9383,13.7634,13.7852,205198.0
2019-06-28,13.8144,13.931,13.705,13.931,204051.0
2019-06-29,13.8144,13.931,13.705,13.931,204051.0
2019-06-30,13.8144,13.931,13.705,13.931,204051.0
2019-07-01,13.9894,13.9894,13.7779,13.931,191133.0
2019-07-02,13.9602,13.9602,13.8581,13.9456,122534.0
2019-07-03,13.9748,13.9748,13.8217,13.9529,115003.0
2019-07-04,13.9748,13.9748,13.8217,13.9529,115003.0
2019-07-05,13.9966,14.4996,13.9602,14.4049,684286.0
2019-07-06,13.9966,14.4996,13.9602,14.4049,684286.0
2019-07-07,13.9966,14.4996,13.9602,14.4049,684286.0
2019-07-08,14.3976,14.543,14.1789,14.281,349819.0
2019-07-09,14.1206,14.2627,14.0695,14.2299,186794.0
2019-07-10,14.3101,14.4268,14.1206,14.3028,222889.0
2019-07-11,14.3684,14.5653,14.2591,14.4778,219493.0
2019-07-12,14.5288,14.6454,14.3903,14.3976,240465.0
2019-07-13,14.5288,14.6454,14.3903,14.3976,240465.0
2019-07-14,14.5288,14.6454,14.3903,14.3976,240465.0
2019-07-15,14.434,14.4851,14.3611,14.383,283709.0
2019-07-16,14.3976,14.5798,14.3976,14.4632,306276.0
2019-07-17,14.4929,14.5151,14.3073,14.4929,462753.0
2019-07-18,14.478,14.478,14.2145,14.285,189143.0
2019-07-19,14.2702,14.285,13.9806,14.0326,238847.0
2019-07-20,14.2702,14.285,13.9806,14.0326,238847.0
2019-07-21,14.2702,14.285,13.9806,14.0326,238847.0
2019-07-22,14.0326,14.0756,13.9732,14.0326,127259.0
2019-07-23,14.0771,14.1514,14.008,14.1514,122409.0
2019-07-24,14.1811,14.3593,14.0697,14.3444,123108.0
2019-07-25,14.4186,14.4855,14.2293,14.3741,218642.0
2019-07-26,14.4335,14.5968,14.3221,14.4855,126585.0
2019-07-27,14.4335,14.5968,14.3221,14.4855,126585.0
2019-07-28,14.4335,14.5968,14.3221,14.4855,126585.0
2019-07-29,14.5894,14.6513,14.5077,14.5077,150115.0
2019-07-30,14.5077,14.8493,14.4476,14.8493,167864.0
2019-07-31,14.7899,14.7899,14.1291,14.2553,261171.0
2019-08-01,14.0326,14.5152,13.3198,14.2182,381231.0
2019-08-02,13.7356,14.0623,13.4312,14.04,272564.0
2019-08-03,13.7356,14.0623,13.4312,14.04,272564.0
2019-08-04,13.7356,14.0623,13.4312,14.04,272564.0
2019-08-05,13.8173,13.9063,13.6019,13.6688,299400.0
2019-08-06,13.7801,13.8915,13.6094,13.847,303499.0
2019-08-07,13.8767,14.4186,13.8544,14.3667,503548.0
2019-08-08,14.53,14.5671,14.2702,14.3444,165568.0
2019-08-09,14.2479,14.3444,13.9806,14.0326,200169.0
2019-08-10,14.2479,14.3444,13.9806,14.0326,200169.0
2019-08-11,14.2479,14.3444,13.9806,14.0326,200169.0
2019-08-12,13.936,14.0994,13.7356,13.7356,107277.0
2019-08-13,13.6985,13.9699,13.6985,13.8692,100252.0
2019-08-14,13.7207,13.7408,13.5574,13.6762,154962.0
2019-08-15,13.6391,13.8173,13.6019,13.6168,161964.0
2019-08-16,13.6168,13.9755,13.6168,13.9063,56601.0
2019-08-17,13.6168,13.9755,13.6168,13.9063,56601.0
2019-08-18,13.6168,13.9755,13.6168,13.9063,56601.0
2019-08-19,14.0771,14.2182,13.9435,14.0029,92267.0
2019-08-20,13.9657,14.0771,13.9286,14.0623,107272.0
2019-08-21,14.1068,14.1365,13.9509,13.9732,109142.0
2019-08-22,13.9212,14.0073,13.8618,13.8989,93011.0
2019-08-23,13.8321,13.936,13.7357,13.8247,116616.0
2019-08-24,13.8321,13.936,13.7357,13.8247,116616.0
2019-08-25,13.8321,13.936,13.7357,13.8247,116616.0
2019-08-26,13.847,14.0103,13.847,13.8989,92486.0
2019-08-27,13.9509,13.9509,13.6316,13.691,95329.0
2019-08-28,13.7801,13.8618,13.679,13.8098,81033.0
2019-08-29,13.8098,13.9309,13.7059,13.7282,102967.0
2019-08-30,13.795,13.9138,13.6985,13.9138,97680.0
2019-08-31,13.795,13.9138,13.6985,13.9138,97680.0
2019-09-01,13.795,13.9138,13.6985,13.9138,97680.0
2019-09-02,13.795,13.9138,13.6985,13.9138,97680.0
2019-09-03,13.8098,13.8247,13.5203,13.7801,135800.0
2019-09-04,13.8915,13.9732,13.8098,13.9435,92973.0
2019-09-05,14.092,14.1514,13.9611,13.9732,148302.0
2019-09-06,13.936,14.0325,13.8878,14.0029,98033.0
2019-09-07,13.936,14.0325,13.8878,14.0029,98033.0
2019-09-08,13.936,14.0325,13.8878,14.0029,98033.0
2019-09-09,14.0029,14.0714,13.8176,14.04,78620.0
2019-09-10,14.0771,14.0994,13.8915,13.936,81587.0
2019-09-11,13.988,14.1364,13.8833,14.0994,88738.0
2019-09-12,14.0474,14.2182,13.936,14.1811,100497.0
2019-09-13,14.2924,14.2924,14.0548,14.2182,88385.0
2019-09-14,14.2924,14.2924,14.0548,14.2182,88385.0
2019-09-15,14.2924,14.2924,14.0548,14.2182,88385.0
2019-09-16,14.1736,14.2924,14.1698,14.233,102067.0
2019-09-17,14.2405,14.3813,14.1885,14.3073,77105.0
2019-09-18,14.3444,14.3529,14.1804,14.3073,49828.0
2019-09-19,14.2924,14.4407,14.233,14.2553,61367.0
2019-09-20,14.1811,14.3296,14.1514,14.1514,127572.0
2019-09-21,14.1811,14.3296,14.1514,14.1514,127572.0
2019-09-22,14.1811,14.3296,14.1514,14.1514,127572.0
2019-09-23,14.1439,14.233,14.1142,14.1439,77557.0
2019-09-24,14.1439,14.233,14.1142,14.1662,83738.0
2019-09-25,14.233,14.5746,14.1811,14.5374,121811.0
2019-09-26,14.5449,14.6414,14.4734,14.5523,115333.0
2019-09-27,14.634,14.7305,14.478,14.6934,188705.0
2019-09-28,14.634,14.7305,14.478,14.6934,188705.0
2019-09-29,14.634,14.7305,14.478,14.6934,188705.0
2019-09-30,14.6934,14.8047,14.478,14.634,276879.0
2019-10-01,14.6934,14.7156,14.389,14.6637,217255.0
2019-10-02,14.6488,14.6934,14.1365,14.1885,138325.0
2019-10-03,14.1514,14.3073,14.1292,14.2553,112647.0
2019-10-04,14.3667,14.4632,14.3073,14.4632,63930.0
2019-10-05,14.3667,14.4632,14.3073,14.4632,63930.0
2019-10-06,14.3667,14.4632,14.3073,14.4632,63930.0
2019-10-07,14.3667,14.4334,14.2256,14.337,108799.0
2019-10-08,14.337,14.4186,14.233,14.3147,69833.0
2019-10-09,14.2924,14.4632,14.2924,14.4186,55781.0
2019-10-10,14.478,14.6414,14.4038,14.478,89828.0
2019-10-11,14.5449,14.6414,14.478,14.5077,152552.0
2019-10-12,14.5449,14.6414,14.478,14.5077,152552.0
2019-10-13,14.5449,14.6414,14.478,14.5077,152552.0
2019-10-14,14.5449,14.7379,14.5085,14.6785,162090.0
2019-10-15,14.7082,14.9235,14.6711,14.8567,209974.0
2019-10-16,14.8265,15.0079,14.7874,14.8718,155157.0
2019-10-17,14.834,14.9626,14.7131,14.7357,120932.0
2019-10-18,14.7357,14.766,14.5845,14.7282,81786.0
2019-10-19,14.7357,14.766,14.5845,14.7282,81786.0
2019-10-20,14.7357,14.766,14.5845,14.7282,81786.0
2019-10-21,14.7584,14.8416,14.594,14.6677,93724.0
2019-10-22,14.7509,14.8794,14.645,14.7206,101364.0
2019-10-23,14.7282,14.8416,14.6828,14.7887,90946.0
2019-10-24,14.8945,14.8945,14.6828,14.766,173559.0
2019-10-25,14.766,15.0079,14.766,14.9096,281096.0
2019-10-26,14.766,15.0079,14.766,14.9096,281096.0
2019-10-27,14.766,15.0079,14.766,14.9096,281096.0
2019-10-28,15.0004,15.0382,14.834,14.955,317789.0
2019-10-29,14.8643,15.3179,14.8643,15.3103,350584.0
2019-10-30,15.3406,15.4767,15.2272,15.4086,361080.0
2019-10-31,15.4086,15.9715,15.1667,15.6128,383834.0
2019-11-01,15.6959,15.8018,15.6203,15.7791,226041.0
2019-11-02,15.6959,15.8018,15.6203,15.7791,226041.0
2019-11-03,15.6959,15.8018,15.6203,15.7791,226041.0
2019-11-04,15.9379,16.9359,15.9152,16.8452,812018.0
2019-11-05,16.9359,17.1249,16.7091,16.7696,423866.0
2019-11-06,16.7166,16.7166,16.2176,16.4066,381380.0
2019-11-07,16.4898,16.883,16.4747,16.7015,225582.0
2019-11-08,16.6713,16.883,16.5957,16.8149,253156.0
2019-11-09,16.6713,16.883,16.5957,16.8149,253156.0
2019-11-10,16.6713,16.883,16.5957,16.8149,253156.0
2019-11-11,16.7847,16.9661,16.6134,16.951,251751.0
2019-11-12,16.951,17.3215,16.8836,17.1929,288529.0
2019-11-13,17.1249,17.1249,15.9152,16.2327,563825.0
2019-11-14,16.331,17.0115,16.331,16.6939,352251.0
2019-11-15,16.7166,17.1854,16.6183,16.9964,197109.0
2019-11-16,16.7166,17.1854,16.6183,16.9964,197109.0
2019-11-17,16.7166,17.1854,16.6183,16.9964,197109.0
2019-11-18,16.9586,17.3593,16.7317,16.7847,236191.0
2019-11-19,16.7998,16.951,16.7582,16.8225,166200.0
2019-11-20,16.83,16.9586,16.7158,16.7469,115914.0
2019-11-21,16.7544,16.8225,16.5125,16.6259,114286.0
2019-11-22,16.6561,17.0417,16.6259,17.0039,120282.0
2019-11-23,16.6561,17.0417,16.6259,17.0039,120282.0
2019-11-24,16.6561,17.0417,16.6259,17.0039,120282.0
2019-11-25,17.0191,17.3139,16.9918,17.2534,201407.0
2019-11-26,17.2837,17.5256,17.2081,17.5029,175155.0
2019-11-27,17.4954,18.0927,17.3895,17.8356,318082.0
2019-11-28,17.4954,18.0927,17.3895,17.8356,318082.0
2019-11-29,17.8432,18.0171,17.8356,17.9188,97827.0
2019-11-30,17.8432,18.0171,17.8356,17.9188,97827.0
2019-12-01,17.8432,18.0171,17.8356,17.9188,97827.0
2019-12-02,17.9415,18.0171,17.1865,17.3139,365424.0
2019-12-03,17.0417,17.4651,16.9359,17.4122,231944.0
2019-12-04,17.4954,17.6163,17.2988,17.3971,176626.0
2019-12-05,17.45,17.76,17.3971,17.7146,159836.0
2019-12-06,17.8129,18.07,17.7789,17.9944,180062.0
2019-12-07,17.8129,18.07,17.7789,17.9944,180062.0
2019-12-08,17.8129,18.07,17.7789,17.9944,180062.0
2019-12-09,18.3497,18.8261,18.3119,18.6446,507002.0
2019-12-10,18.7504,18.8639,18.4631,18.5236,317762.0
2019-12-11,18.4783,18.5917,18.3875,18.4707,335057.0
2019-12-12,18.5387,18.9395,18.5312,18.7882,254836.0
2019-12-13,18.9092,18.9621,18.6597,18.8865,193022.0
2019-12-14,18.9092,18.9621,18.6597,18.8865,193022.0
2019-12-15,18.9092,18.9621,18.6597,18.8865,193022.0
2019-12-16,19.0226,19.2116,18.7958,18.8563,235115.0
2019-12-17,18.8185,18.8412,18.3346,18.4253,269570.0
2019-12-18,18.5236,19.0226,18.5236,18.8563,275068.0
2019-12-19,18.8639,19.1436,18.7807,18.8714,242571.0
2019-12-20,18.8865,18.9929,18.6824,18.7504,181918.0
2019-12-21,18.8865,18.9929,18.6824,18.7504,181918.0
2019-12-22,18.8865,18.9929,18.6824,18.7504,181918.0
2019-12-23,18.7202,18.8261,18.4329,18.5009,192449.0
2019-12-24,18.3951,18.4186,18.1456,18.327,171074.0
2019-12-25,18.3951,18.4186,18.1456,18.327,171074.0
2019-12-26,18.3195,19.8165,18.2968,19.8089,580472.0
2019-12-27,19.9375,19.9375,18.7504,18.8487,449673.0
2019-12-28,19.9375,19.9375,18.7504,18.8487,449673.0
2019-12-29,19.9375,19.9375,18.7504,18.8487,449673.0
2019-12-30,18.8487,18.947,18.6118,18.7656,189970.0
2019-12-31,18.7353,18.8487,18.5312,18.7958,214864.0
2020-01-01,18.7353,18.8487,18.5312,18.7958,214864.0
2020-01-02,18.9017,19.0378,18.7504,18.9924,269456.0
2020-01-03,18.8109,19.499,18.7882,19.2192,313488.0
2020-01-04,18.8109,19.499,18.7882,19.2192,313488.0
2020-01-05,18.8109,19.499,18.7882,19.2192,313488.0
2020-01-06,19.0831,19.1081,18.7278,18.8412,205667.0
2020-01-07,18.9017,19.2797,18.7126,19.1209,223817.0
2020-01-08,18.9773,19.2419,18.9243,19.0453,152878.0
2020-01-09,19.1738,19.3305,18.9017,18.9168,192778.0
2020-01-10,18.9168,19.0021,18.7126,18.7882,292026.0
2020-01-11,18.9168,19.0021,18.7126,18.7882,292026.0
2020-01-12,18.9168,19.0021,18.7126,18.7882,292026.0
2020-01-13,18.8412,19.0378,18.758,18.9017,193673.0
2020-01-14,18.9773,19.2041,18.9017,19.0604,335395.0
2020-01-15,18.9454,19.1371,18.9454,19.0988,214155.0
2020-01-16,19.1832,19.2368,18.5235,18.5389,365952.0
2020-01-17,18.3855,18.3855,17.3116,17.9329,788811.0
2020-01-18,18.3855,18.3855,17.3116,17.9329,788811.0
2020-01-19,18.3855,18.3855,17.3116,17.9329,788811.0
2020-01-20,18.3855,18.3855,17.3116,17.9329,788811.0
2020-01-21,18.0096,18.2857,17.8946,18.117,281466.0
2020-01-22,18.0633,18.4468,18.0403,18.4391,227507.0
2020-01-23,18.5695,18.6462,18.2742,18.5849,180915.0
2020-01-24,18.5849,18.6923,18.1477,18.209,155510.0
2020-01-25,18.5849,18.6923,18.1477,18.209,155510.0
2020-01-26,18.5849,18.6923,18.1477,18.209,155510.0
2020-01-27,17.9022,18.3164,17.7181,18.2934,181204.0
2020-01-28,18.2857,18.5465,18.2014,18.4238,137949.0
2020-01-29,18.5235,18.5235,18.1937,18.2244,77221.0
2020-01-30,18.1477,18.3318,18.048,18.2321,102479.0
2020-01-31,18.1784,18.3849,17.8056,17.8639,148388.0
2020-02-01,18.1784,18.3849,17.8056,17.8639,148388.0
2020-02-02,18.1784,18.3849,17.8056,17.8639,148388.0
2020-02-03,17.8409,18.2014,17.2579,17.4037,436511.0
2020-02-04,17.4574,17.7642,17.3193,17.5647,220761.0
2020-02-05,17.6414,17.8102,17.5647,17.7181,142485.0
2020-02-06,17.8716,18.1334,17.6913,17.8792,166196.0
2020-02-07,17.8562,17.8562,17.419,17.5111,156574.0
2020-02-08,17.8562,17.8562,17.419,17.5111,156574.0
2020-02-09,17.8562,17.8562,17.419,17.5111,156574.0
2020-02-10,17.4804,17.8025,17.4113,17.7948,116635.0
2020-02-11,17.8179,18.1937,17.5034,17.8792,259154.0
2020-02-12,17.8409,18.0173,17.6958,17.9176,168438.0
2020-02-13,17.8332,17.9022,17.5878,17.9022,191431.0
2020-02-14,17.8716,17.9099,17.419,17.6108,197807.0
2020-02-15,17.8716,17.9099,17.419,17.6108,197807.0
2020-02-16,17.8716,17.9099,17.419,17.6108,197807.0
2020-02-17,17.8716,17.9099,17.419,17.6108,197807.0
2020-02-18,17.4957,17.569,17.0739,17.35,201690.0
2020-02-19,17.3883,17.488,17.2886,17.2886,185616.0
2020-02-20,17.2886,17.6798,17.2886,17.5724,150985.0
2020-02-21,17.4267,17.4538,16.1841,16.4602,571130.0
2020-02-22,17.4267,17.4538,16.1841,16.4602,571130.0
2020-02-23,17.4267,17.4538,16.1841,16.4602,571130.0
2020-02-24,15.8083,16.3375,15.4554,15.7853,574721.0
2020-02-25,15.8773,15.9003,15.0719,15.1103,529123.0
2020-02-26,15.0643,15.2184,14.6117,14.7958,619885.0
2020-02-27,14.3356,14.5734,13.3139,14.1899,982503.0
2020-02-28,13.5072,14.0978,13.3308,14.0595,969277.0
2020-02-29,13.5072,14.0978,13.3308,14.0595,969277.0
2020-03-01,13.5072,14.0978,13.3308,14.0595,969277.0
2020-03-02,13.9444,14.6424,13.676,14.3586,496793.0
2020-03-03,14.3816,14.9108,14.2195,14.3816,468070.0
2020-03-04,14.4506,14.6347,14.0288,14.4123,313692.0
2020-03-05,14.1899,14.3356,13.8984,14.1055,259971.0
2020-03-06,13.8063,14.0813,13.5814,13.676,224271.0
2020-03-07,13.8063,14.0813,13.5814,13.676,224271.0
2020-03-08,13.8063,14.0813,13.5814,13.676,224271.0
2020-03-09,13.0393,13.3998,12.5331,12.5331,513213.0
2020-03-10,13.0393,13.4228,12.5024,13.3922,413291.0
2020-03-11,13.139,13.3155,12.8092,12.8706,446826.0
2020-03-12,12.2109,12.3107,11.5897,12.0039,964515.0
2020-03-13,12.4411,12.8092,12.0883,12.7172,594709.0
2020-03-14,12.4411,12.8092,12.0883,12.7172,594709.0
