,BR US Equity,BR US Equity,BR US Equity,BR US Equity,BR US Equity
2019-02-26,90.7838,92.272,90.4505,92.0802,798792.0
2019-02-27,91.6968,93.2214,91.1043,93.1758,1262364.0
2019-02-28,93.0662,93.5318,92.3267,92.4363,886556.0
2019-03-01,93.1119,93.1119,91.9616,92.6554,739245.0
2019-03-02,93.1119,93.1119,91.9616,92.6554,739245.0
2019-03-03,93.1119,93.1119,91.9616,92.6554,739245.0
2019-03-04,92.9384,93.509,90.6286,90.9756,1082400.0
2019-03-05,91.0577,91.4777,90.583,90.8386,651995.0
2019-03-06,90.8843,91.432,90.1818,90.2452,860271.0
2019-03-07,90.017,90.2543,88.894,90.0352,1036031.0
2019-03-08,89.2957,90.4552,88.9762,90.3274,1004619.0
2019-03-09,89.2957,90.4552,88.9762,90.3274,1004619.0
2019-03-10,89.2957,90.4552,88.9762,90.3274,1004619.0
2019-03-11,90.5191,90.9847,89.4601,90.8295,1038016.0
2019-03-12,91.1582,91.9889,91.0303,91.6968,729575.0
2019-03-13,93.1119,95.3121,92.418,94.4722,1697925.0
2019-03-14,94.9262,95.1739,93.9998,95.0363,1115981.0
2019-03-15,95.0822,95.8435,94.6969,94.9813,1503818.0
2019-03-16,95.0822,95.8435,94.6969,94.9813,1503818.0
2019-03-17,95.0822,95.8435,94.6969,94.9813,1503818.0
2019-03-18,95.3206,96.1003,94.1924,94.7795,976314.0
2019-03-19,94.7611,95.4766,94.3025,94.4493,787669.0
2019-03-20,94.1649,94.3942,92.8808,93.3394,1017564.0
2019-03-21,92.9725,94.7565,92.0736,94.275,824955.0
2019-03-22,93.9998,94.2199,91.8718,92.0644,865260.0
2019-03-23,93.9998,94.2199,91.8718,92.0644,865260.0
2019-03-24,93.9998,94.2199,91.8718,92.0644,865260.0
2019-03-25,91.725,92.335,91.0921,92.0461,872238.0
2019-03-26,92.5047,93.3302,91.7434,92.4221,655125.0
2019-03-27,92.6239,92.8899,91.7801,92.7065,629427.0
2019-03-28,93.1009,94.2566,92.8532,94.2016,751750.0
2019-03-29,94.7886,95.2564,93.6604,95.1097,711656.0
2019-03-30,94.7886,95.2564,93.6604,95.1097,711656.0
2019-03-31,94.7886,95.2564,93.6604,95.1097,711656.0
2019-04-01,95.8618,96.4489,95.4674,96.3021,539183.0
2019-04-02,96.5222,96.7791,95.8251,96.4764,548839.0
2019-04-03,97.0176,98.8429,96.5543,98.6961,1229379.0
2019-04-04,98.5494,99.274,97.7422,98.4576,898206.0
2019-04-05,98.6319,100.2463,98.1825,100.1362,1594783.0
2019-04-06,98.6319,100.2463,98.1825,100.1362,1594783.0
2019-04-07,98.6319,100.2463,98.1825,100.1362,1594783.0
2019-04-08,100.0261,100.3839,99.3015,100.1821,1081114.0
2019-04-09,99.5033,100.338,99.462,100.1912,1063519.0
2019-04-10,100.127,100.7783,99.9436,100.4389,559479.0
2019-04-11,100.6774,101.2094,100.1454,101.1727,957688.0
2019-04-12,101.7047,102.3009,101.0901,102.2642,652781.0
2019-04-13,101.7047,102.3009,101.0901,102.2642,652781.0
2019-04-14,101.7047,102.3009,101.0901,102.2642,652781.0
2019-04-15,102.2275,103.1677,101.9799,103.1448,982480.0
2019-04-16,103.2457,103.9015,103.0989,103.8786,1770428.0
2019-04-17,104.2547,105.5434,103.6034,104.5665,2429267.0
2019-04-18,104.273,104.4198,102.8523,103.4566,836371.0
2019-04-19,104.273,104.4198,102.8523,103.4566,836371.0
2019-04-20,104.273,104.4198,102.8523,103.4566,836371.0
2019-04-21,104.273,104.4198,102.8523,103.4566,836371.0
2019-04-22,103.1173,104.062,102.8329,104.007,498454.0
2019-04-23,104.4106,105.7039,104.3785,105.548,1096948.0
2019-04-24,106.0616,107.8503,105.392,107.2724,1265463.0
2019-04-25,107.0247,107.5109,106.0066,107.3733,767892.0
2019-04-26,107.5384,108.2172,107.0431,108.1713,438772.0
2019-04-27,107.5384,108.2172,107.0431,108.1713,438772.0
2019-04-28,107.5384,108.2172,107.0431,108.1713,438772.0
2019-04-29,108.2355,108.3181,107.7769,108.0246,648062.0
2019-04-30,108.3089,108.8317,107.1555,108.3548,815559.0
2019-05-01,108.5474,108.6575,107.3458,107.3733,489225.0
2019-05-02,107.0981,108.4924,106.6945,107.3183,690663.0
2019-05-03,108.0154,108.1713,107.3917,108.0246,685167.0
2019-05-04,108.0154,108.1713,107.3917,108.0246,685167.0
2019-05-05,108.0154,108.1713,107.3917,108.0246,685167.0
2019-05-06,106.2543,108.4465,105.7314,108.263,954423.0
2019-05-07,108.0246,108.0246,105.0527,105.6947,1197845.0
2019-05-08,105.548,107.3274,105.2178,106.1992,735552.0
2019-05-09,105.2269,107.7219,105.1719,107.3825,1158135.0
2019-05-10,106.9147,109.8591,106.3827,109.3362,1100147.0
2019-05-11,106.9147,109.8591,106.3827,109.3362,1100147.0
2019-05-12,106.9147,109.8591,106.3827,109.3362,1100147.0
2019-05-13,107.5292,108.529,107.1715,107.5934,1389887.0
2019-05-14,108.1805,109.7398,107.7494,108.8868,1076341.0
2019-05-15,108.3181,110.9964,108.1713,110.6662,946718.0
2019-05-16,111.0698,113.2437,111.0698,112.2989,908060.0
2019-05-17,111.1982,112.6842,111.1982,111.5743,640893.0
2019-05-18,111.1982,112.6842,111.1982,111.5743,640893.0
2019-05-19,111.1982,112.6842,111.1982,111.5743,640893.0
2019-05-20,110.8313,112.143,110.5929,112.0513,654392.0
2019-05-21,112.8952,114.0417,112.7025,113.6381,782866.0
2019-05-22,113.3813,114.3994,112.8676,112.9777,778014.0
2019-05-23,112.1522,112.8876,111.65,112.7667,693437.0
2019-05-24,113.473,114.1243,112.6291,113.6473,916111.0
2019-05-25,113.473,114.1243,112.6291,113.6473,916111.0
2019-05-26,113.473,114.1243,112.6291,113.6473,916111.0
2019-05-27,113.473,114.1243,112.6291,113.6473,916111.0
2019-05-28,113.9959,115.3626,113.4914,113.5739,1410065.0
2019-05-29,112.8952,114.2802,112.3998,113.5464,1301721.0
2019-05-30,113.6014,114.4912,113.4914,114.3077,710763.0
2019-05-31,113.2987,115.1699,113.2987,114.537,995124.0
2019-06-01,113.2987,115.1699,113.2987,114.537,995124.0
2019-06-02,113.2987,115.1699,113.2987,114.537,995124.0
2019-06-03,114.6012,115.2066,112.3173,112.9318,1852446.0
2019-06-04,113.9959,115.8487,113.3492,115.8487,748252.0
2019-06-05,116.2706,117.5915,115.4222,117.2337,685862.0
2019-06-06,117.1787,118.2152,116.6559,117.7015,674410.0
2019-06-07,118.6371,120.5358,118.5729,120.1781,823635.0
2019-06-08,118.6371,120.5358,118.5729,120.1781,823635.0
2019-06-09,118.6371,120.5358,118.5729,120.1781,823635.0
2019-06-10,120.9853,122.407,120.6826,121.2054,535861.0
2019-06-11,122.1043,122.2419,119.7011,120.2056,636482.0
2019-06-12,120.3249,121.3614,120.1965,120.5817,507776.0
2019-06-13,121.0282,121.3412,119.6748,120.7428,574918.0
2019-06-14,120.8072,121.1295,119.8037,119.8221,477988.0
2019-06-15,120.8072,121.1295,119.8037,119.8221,477988.0
2019-06-16,120.8072,121.1295,119.8037,119.8221,477988.0
2019-06-17,120.2825,120.7382,119.1685,119.4078,601003.0
2019-06-18,119.859,120.5218,119.2974,119.7209,697441.0
2019-06-19,119.7393,120.3745,118.8002,120.1996,510869.0
2019-06-20,121.3596,121.8107,119.6748,120.1904,547111.0
2019-06-21,120.1904,120.1904,118.3859,118.5056,1509040.0
2019-06-22,120.1904,120.1904,118.3859,118.5056,1509040.0
2019-06-23,120.1904,120.1904,118.3859,118.5056,1509040.0
2019-06-24,119.0948,119.371,117.7967,118.2478,576587.0
2019-06-25,118.6253,119.0395,117.6126,117.898,605965.0
2019-06-26,118.211,119.2882,117.1707,117.2259,537326.0
2019-06-27,117.6402,119.2697,116.83,118.4872,1325730.0
2019-06-28,118.7358,119.0304,117.0326,117.5481,1255539.0
2019-06-29,118.7358,119.0304,117.0326,117.5481,1255539.0
2019-06-30,118.7358,119.0304,117.0326,117.5481,1255539.0
2019-07-01,119.058,119.2237,117.9072,119.104,693981.0
2019-07-02,119.371,120.729,119.1777,120.6875,692418.0
2019-07-03,120.485,121.5714,120.3101,121.3872,375008.0
2019-07-04,120.485,121.5714,120.3101,121.3872,375008.0
2019-07-05,121.2215,122.0041,120.4795,121.9396,560215.0
2019-07-06,121.2215,122.0041,120.4795,121.9396,560215.0
2019-07-07,121.2215,122.0041,120.4795,121.9396,560215.0
2019-07-08,121.5714,121.9304,120.7796,120.8072,483863.0
2019-07-09,120.2548,120.8348,119.8958,120.6599,614803.0
2019-07-10,121.0374,122.156,120.4942,120.752,435324.0
2019-07-11,121.2307,121.7187,120.5402,121.7003,469697.0
2019-07-12,122.2895,122.6025,121.4517,121.866,510177.0
2019-07-13,122.2895,122.6025,121.4517,121.866,510177.0
2019-07-14,122.2895,122.6025,121.4517,121.866,510177.0
2019-07-15,122.0225,122.6485,121.2399,122.0685,346265.0
2019-07-16,122.2895,122.5472,121.5069,121.7555,327943.0
2019-07-17,122.0501,122.9984,121.5069,122.6301,402056.0
2019-07-18,122.5565,124.2136,122.5565,124.1676,329747.0
2019-07-19,124.6831,126.1194,122.492,122.5565,546120.0
2019-07-20,124.6831,126.1194,122.492,122.5565,546120.0
2019-07-21,124.6831,126.1194,122.492,122.5565,546120.0
2019-07-22,123.2469,123.4771,121.9304,122.1145,577909.0
2019-07-23,122.1974,124.0847,121.9396,123.5231,438095.0
2019-07-24,123.3022,123.9374,122.1974,123.5139,338496.0
2019-07-25,124.1952,125.5486,123.4127,123.9374,642830.0
2019-07-26,124.1952,124.4896,123.2654,123.7349,742248.0
2019-07-27,124.1952,124.4896,123.2654,123.7349,742248.0
2019-07-28,124.1952,124.4896,123.2654,123.7349,742248.0
2019-07-29,123.9835,124.14,122.5104,123.118,576221.0
2019-07-30,122.2066,122.5795,120.5587,120.8256,749784.0
2019-07-31,118.5977,119.279,116.4111,117.0326,1161075.0
2019-08-01,116.3329,120.9269,115.1729,118.2754,1109601.0
2019-08-02,118.2478,118.8509,117.1983,117.5942,752883.0
2019-08-03,118.2478,118.8509,117.1983,117.5942,752883.0
2019-08-04,118.2478,118.8509,117.1983,117.5942,752883.0
2019-08-05,114.2706,115.2649,110.7354,111.4719,982748.0
2019-08-06,112.6319,113.7422,111.3338,113.2671,824419.0
2019-08-07,112.3649,114.3167,111.1496,113.7919,585878.0
2019-08-08,114.6389,116.4701,114.4179,116.2132,597221.0
2019-08-09,115.7437,116.7932,114.6205,115.7713,429513.0
2019-08-10,115.7437,116.7932,114.6205,115.7713,429513.0
2019-08-11,115.7437,116.7932,114.6205,115.7713,429513.0
2019-08-12,115.4583,115.7391,114.1786,114.6021,333212.0
2019-08-13,114.8046,116.7288,113.9392,116.6919,1088872.0
2019-08-14,115.2926,116.2684,114.4824,115.6148,1209712.0
2019-08-15,116.2684,116.9129,115.5227,116.6183,1045919.0
2019-08-16,117.1062,118.2616,116.3421,118.0453,564818.0
2019-08-17,117.1062,118.2616,116.3421,118.0453,564818.0
2019-08-18,117.1062,118.2616,116.3421,118.0453,564818.0
2019-08-19,118.7634,119.3158,118.0039,118.0729,1051401.0
2019-08-20,118.1834,119.2053,117.3732,118.0085,482390.0
2019-08-21,118.8647,120.9914,118.7726,120.8533,637835.0
2019-08-22,120.4574,121.2123,119.0799,119.859,580425.0
2019-08-23,119.4723,120.5494,116.8945,117.3456,1743648.0
2019-08-24,119.4723,120.5494,116.8945,117.3456,1743648.0
2019-08-25,119.4723,120.5494,116.8945,117.3456,1743648.0
2019-08-26,117.9716,118.5526,116.6919,118.1466,606645.0
2019-08-27,119.2237,120.4758,118.4872,119.1777,650319.0
2019-08-28,118.5332,118.8831,116.8853,118.3767,561234.0
2019-08-29,119.7393,120.638,119.1869,119.9878,428808.0
2019-08-30,120.8533,121.0006,118.837,119.1685,465237.0
2019-08-31,120.8533,121.0006,118.837,119.1685,465237.0
2019-09-01,120.8533,121.0006,118.837,119.1685,465237.0
2019-09-02,120.8533,121.0006,118.837,119.1685,465237.0
2019-09-03,118.3491,119.2697,117.7046,118.165,426710.0
2019-09-04,119.592,119.6564,118.3537,119.4815,398415.0
2019-09-05,119.684,121.4885,119.3986,121.0742,326016.0
2019-09-06,121.6266,121.6266,119.8313,119.951,414794.0
2019-09-07,121.6266,121.6266,119.8313,119.951,414794.0
2019-09-08,121.6266,121.6266,119.8313,119.951,414794.0
2019-09-09,120.6507,120.6507,118.2754,118.9199,381815.0
2019-09-10,118.1926,118.1926,114.0865,115.0808,582582.0
2019-09-11,115.0624,115.403,114.0313,114.7586,518418.0
2019-09-12,115.674,116.7188,114.7955,114.9342,372313.0
2019-09-13,115.3226,115.3966,114.1483,114.6753,358703.0
2019-09-14,115.3226,115.3966,114.1483,114.6753,358703.0
2019-09-15,115.3226,115.3966,114.1483,114.6753,358703.0
2019-09-16,114.1021,115.9699,113.8894,115.4521,309108.0
2019-09-17,115.7294,117.7082,115.7294,117.5972,460189.0
2019-09-18,117.9116,118.6051,115.0591,116.8205,488985.0
2019-09-19,118.6698,118.6698,116.6911,117.3106,375273.0
2019-09-20,117.4678,118.6606,116.6911,117.1627,1041397.0
2019-09-21,117.4678,118.6606,116.6911,117.1627,1041397.0
2019-09-22,117.4678,118.6606,116.6911,117.1627,1041397.0
2019-09-23,116.6818,117.0055,114.925,115.9791,520006.0
2019-09-24,116.987,118.6144,115.5569,116.0068,666913.0
2019-09-25,115.7017,117.3291,114.9065,117.0794,259573.0
2019-09-26,117.2644,117.9671,116.1178,117.1072,364814.0
2019-09-27,117.6897,117.6897,113.501,114.5459,435304.0
2019-09-28,117.6897,117.6897,113.501,114.5459,435304.0
2019-09-29,117.6897,117.6897,113.501,114.5459,435304.0
2019-09-30,114.6014,115.9051,114.6014,115.0545,556330.0
2019-10-01,115.6277,117.1627,115.1192,115.489,446190.0
2019-10-02,114.5644,114.7077,112.336,112.4654,741739.0
2019-10-03,112.188,113.0849,110.274,112.5024,812176.0
2019-10-04,113.2791,114.1575,112.7336,113.7322,735614.0
2019-10-05,113.2791,114.1575,112.7336,113.7322,735614.0
2019-10-06,113.2791,114.1575,112.7336,113.7322,735614.0
2019-10-07,113.2514,113.4178,112.1326,112.6134,976676.0
2019-10-08,111.8552,112.2805,110.0243,110.5606,1481707.0
2019-10-09,111.5223,112.1603,110.8195,111.735,1439146.0
2019-10-10,111.4576,113.5935,110.5976,113.3069,452661.0
2019-10-11,114.4997,116.1049,114.4997,114.9712,409434.0
2019-10-12,114.4997,116.1049,114.4997,114.9712,409434.0
2019-10-13,114.4997,116.1049,114.4997,114.9712,409434.0
2019-10-14,115.036,115.4428,114.1483,114.287,258278.0
2019-10-15,114.6661,116.0993,114.4349,115.8034,330001.0
2019-10-16,115.4798,115.8219,114.287,115.7942,545643.0
2019-10-17,116.0253,116.9592,115.6185,115.9329,327467.0
2019-10-18,115.6555,115.711,112.9278,113.7137,456724.0
2019-10-19,115.6555,115.711,112.9278,113.7137,456724.0
2019-10-20,115.6555,115.711,112.9278,113.7137,456724.0
2019-10-21,114.0836,114.4812,112.7983,114.3332,381735.0
2019-10-22,115.0175,115.2671,112.4007,112.5024,448389.0
2019-10-23,112.4839,114.1298,112.3545,113.8247,491351.0
2019-10-24,114.287,116.0346,113.3309,115.3781,641817.0
2019-10-25,115.1654,115.7479,114.0836,114.2408,455924.0
2019-10-26,115.1654,115.7479,114.0836,114.2408,455924.0
2019-10-27,115.1654,115.7479,114.0836,114.2408,455924.0
2019-10-28,114.8973,115.7942,114.7354,115.3503,316370.0
2019-10-29,115.2394,116.5894,114.7123,115.2116,432808.0
2019-10-30,115.2209,115.5538,114.5182,115.4521,461767.0
2019-10-31,115.4705,116.4322,113.2732,115.7849,344503.0
2019-11-01,116.164,117.2181,115.9144,116.3305,364918.0
2019-11-02,116.164,117.2181,115.9144,116.3305,364918.0
2019-11-03,116.164,117.2181,115.9144,116.3305,364918.0
2019-11-04,116.7003,116.7466,114.042,114.1668,428713.0
2019-11-05,114.4349,114.8973,113.1497,114.1021,705424.0
2019-11-06,109.5435,110.6439,106.4725,108.0363,1537283.0
2019-11-07,108.3785,111.8552,108.0271,111.4021,832168.0
2019-11-08,110.949,111.4206,108.7761,110.5699,475332.0
2019-11-09,110.949,111.4206,108.7761,110.5699,475332.0
2019-11-10,110.949,111.4206,108.7761,110.5699,475332.0
2019-11-11,110.0891,110.7826,109.1182,109.6822,398315.0
2019-11-12,109.4788,110.1445,108.9333,109.3216,472148.0
2019-11-13,109.1367,110.3387,109.0627,109.9134,357249.0
2019-11-14,110.0706,110.4127,109.4418,110.3757,549884.0
2019-11-15,110.8103,110.8103,109.7701,110.7733,570800.0
2019-11-16,110.8103,110.8103,109.7701,110.7733,570800.0
2019-11-17,110.8103,110.8103,109.7701,110.7733,570800.0
2019-11-18,111.1432,112.262,110.7733,111.5038,570947.0
2019-11-19,111.3096,113.1959,110.7733,112.8538,731511.0
2019-11-20,112.6319,114.176,112.2065,113.2144,496730.0
2019-11-21,113.1682,113.3901,111.476,112.2065,662897.0
2019-11-22,112.4284,112.6134,110.7271,112.0678,415531.0
2019-11-23,112.4284,112.6134,110.7271,112.0678,415531.0
2019-11-24,112.4284,112.6134,110.7271,112.0678,415531.0
2019-11-25,112.3175,112.8908,112.0863,112.3175,388793.0
2019-11-26,112.1788,114.2777,112.1603,114.0928,805380.0
2019-11-27,114.4812,114.4812,113.2236,113.8247,406399.0
2019-11-28,114.4812,114.4812,113.2236,113.8247,406399.0
2019-11-29,113.6305,114.9158,113.1682,114.3887,284766.0
2019-11-30,113.6305,114.9158,113.1682,114.3887,284766.0
2019-12-01,113.6305,114.9158,113.1682,114.3887,284766.0
2019-12-02,114.3332,114.3332,111.987,113.0017,408843.0
2019-12-03,111.9476,112.5764,111.7164,112.3082,446343.0
2019-12-04,112.1326,113.2699,112.1048,112.5856,469906.0
2019-12-05,112.6134,113.1867,112.2343,112.6781,652544.0
2019-12-06,113.4918,115.5353,113.2051,113.7414,439142.0
2019-12-07,113.4918,115.5353,113.2051,113.7414,439142.0
2019-12-08,113.4918,115.5353,113.2051,113.7414,439142.0
2019-12-09,113.7877,113.8617,111.8921,112.0586,546136.0
2019-12-10,111.7627,112.7428,111.6702,112.2528,432252.0
2019-12-11,111.8644,111.9476,109.9041,110.4219,848771.0
2019-12-12,110.2455,111.8988,110.1805,111.0443,609693.0
2019-12-13,110.6263,111.4323,110.5938,111.2022,609602.0
2019-12-14,110.6263,111.4323,110.5938,111.2022,609602.0
2019-12-15,110.6263,111.4323,110.5938,111.2022,609602.0
2019-12-16,111.9917,113.0692,111.8338,112.2797,1336747.0
2019-12-17,112.4097,114.0909,112.2611,113.7565,854664.0
2019-12-18,113.998,115.8186,113.9144,114.9083,655071.0
2019-12-19,114.5182,115.0755,113.5847,113.8216,640928.0
2019-12-20,114.4903,115.0569,113.9934,114.8154,1307876.0
2019-12-21,114.4903,115.0569,113.9934,114.8154,1307876.0
2019-12-22,114.4903,115.0569,113.9934,114.8154,1307876.0
2019-12-23,115.0012,115.4471,114.0445,114.1188,345730.0
2019-12-24,114.2767,114.4532,113.933,114.3046,110031.0
2019-12-25,114.2767,114.4532,113.933,114.3046,110031.0
2019-12-26,114.1931,114.7969,113.3757,113.8959,261909.0
2019-12-27,114.1188,114.7411,113.4314,114.4439,286745.0
2019-12-28,114.1188,114.7411,113.4314,114.4439,286745.0
2019-12-29,114.1188,114.7411,113.4314,114.4439,286745.0
2019-12-30,114.3417,114.4532,113.3478,114.0538,273814.0
2019-12-31,113.7937,114.8247,113.5058,114.7504,375364.0
2020-01-01,113.7937,114.8247,113.5058,114.7504,375364.0
2020-01-02,115.8186,116.0044,114.221,114.9733,391226.0
2020-01-03,113.3293,115.1684,113.2271,115.0662,359154.0
2020-01-04,113.3293,115.1684,113.2271,115.0662,359154.0
2020-01-05,113.3293,115.1684,113.2271,115.0662,359154.0
2020-01-06,114.3882,116.1158,114.0523,116.1065,401451.0
2020-01-07,116.1065,116.5431,115.3726,115.6978,585420.0
2020-01-08,115.9765,117.2375,115.2009,116.4409,486151.0
2020-01-09,117.0168,119.3575,116.8589,118.986,752343.0
2020-01-10,118.9581,119.0046,117.7599,118.5123,643966.0
2020-01-11,118.9581,119.0046,117.7599,118.5123,643966.0
2020-01-12,118.9581,119.0046,117.7599,118.5123,643966.0
2020-01-13,118.7631,119.6732,118.4008,119.3482,430407.0
2020-01-14,119.1067,119.6676,118.294,118.986,469957.0
2020-01-15,119.3482,120.0913,118.8095,119.1532,398777.0
2020-01-16,119.9055,120.7136,119.887,120.147,374345.0
2020-01-17,120.5836,121.819,119.952,121.6797,523773.0
2020-01-18,120.5836,121.819,119.952,121.6797,523773.0
2020-01-19,120.5836,121.819,119.952,121.6797,523773.0
2020-01-20,120.5836,121.819,119.952,121.6797,523773.0
2020-01-21,121.0016,123.3795,121.0016,123.1379,683219.0
2020-01-22,123.8067,124.7449,123.0729,123.1008,729397.0
2020-01-23,123.1658,123.3795,121.3453,121.9212,447754.0
2020-01-24,122.5806,122.9708,120.9644,121.7075,369858.0
2020-01-25,122.5806,122.9708,120.9644,121.7075,369858.0
2020-01-26,122.5806,122.9708,120.9644,121.7075,369858.0
2020-01-27,119.5712,121.1131,119.0055,120.2028,399545.0
2020-01-28,120.5093,121.3546,120.0542,120.5372,424131.0
2020-01-29,121.2802,121.4604,120.3049,120.3235,415103.0
2020-01-30,119.534,120.5743,118.7445,120.2492,946354.0
2020-01-31,111.9174,112.7905,107.1803,110.6728,2180914.0
2020-02-01,111.9174,112.7905,107.1803,110.6728,2180914.0
2020-02-02,111.9174,112.7905,107.1803,110.6728,2180914.0
2020-02-03,112.0846,112.4004,107.9326,108.1463,1291611.0
2020-02-04,109.586,109.9854,107.5611,108.9915,1030853.0
2020-02-05,109.521,112.9206,109.521,112.1125,1475112.0
2020-02-06,112.5212,112.9763,111.0814,111.2115,859144.0
2020-02-07,110.6356,111.648,109.168,109.4652,677244.0
2020-02-08,110.6356,111.648,109.168,109.4652,677244.0
2020-02-09,110.6356,111.648,109.168,109.4652,677244.0
2020-02-10,109.5396,110.422,109.168,109.8275,949337.0
2020-02-11,110.7656,111.3508,110.1897,111.2858,575049.0
2020-02-12,111.806,114.9176,111.3694,114.6482,1140147.0
2020-02-13,113.998,115.0012,113.4965,113.6637,701446.0
2020-02-14,114.0631,114.9826,112.9577,113.5801,633650.0
2020-02-15,114.0631,114.9826,112.9577,113.5801,633650.0
2020-02-16,114.0631,114.9826,112.9577,113.5801,633650.0
2020-02-17,114.0631,114.9826,112.9577,113.5801,633650.0
2020-02-18,113.4036,113.9423,113.0348,113.7937,637727.0
2020-02-19,114.5461,114.8154,113.3757,114.1374,554910.0
2020-02-20,114.0352,114.0352,109.6603,112.7441,1505491.0
2020-02-21,112.5026,112.5026,110.6316,111.1,577637.0
2020-02-22,112.5026,112.5026,110.6316,111.1,577637.0
2020-02-23,112.5026,112.5026,110.6316,111.1,577637.0
2020-02-24,108.0813,109.4838,107.3289,108.1556,565340.0
2020-02-25,108.4621,109.2702,104.3287,104.4494,826060.0
2020-02-26,105.8241,107.1617,104.5052,104.533,1676578.0
2020-02-27,102.4431,103.8085,100.0281,100.0281,1324435.0
2020-02-28,98.5141,100.3996,95.5882,96.935,3048485.0
2020-02-29,98.5141,100.3996,95.5882,96.935,3048485.0
2020-03-01,98.5141,100.3996,95.5882,96.935,3048485.0
2020-03-02,98.0032,99.5869,96.2152,98.6906,2429063.0
2020-03-03,98.9321,99.1271,94.873,95.2259,2486867.0
2020-03-04,97.0744,98.6534,95.7182,98.5977,1175725.0
2020-03-05,96.1919,96.8607,92.5982,94.1763,1098538.0
2020-03-06,91.1018,93.8048,88.7518,93.2196,1282077.0
2020-03-07,91.1018,93.8048,88.7518,93.2196,1282077.0
2020-03-08,91.1018,93.8048,88.7518,93.2196,1282077.0
2020-03-09,87.0427,88.919,84.7485,85.0086,1241763.0
2020-03-10,87.8787,93.1082,87.1263,92.4115,1904981.0
