,BR US Equity,BR US Equity,BR US Equity,BR US Equity,BR US Equity
2021-05-25,151.4817,151.9471,150.6745,151.1588,413645.0
2021-05-26,150.7695,151.3298,149.4399,150.7695,503358.0
2021-05-27,150.779,152.8018,150.4893,151.6052,967867.0
2021-05-28,152.3839,152.6261,151.3963,151.4532,630171.0
2021-05-29,152.3839,152.6261,151.3963,151.4532,630171.0
2021-05-30,152.3839,152.6261,151.3963,151.4532,630171.0
2021-05-31,152.3839,152.6261,151.3963,151.4532,630171.0
2021-06-01,152.1465,152.2225,149.4589,150.1997,544995.0
2021-06-02,150.4086,151.4247,150.4086,150.5321,415883.0
2021-06-03,149.7438,150.9547,148.7847,150.6175,463026.0
2021-06-04,151.2348,152.8492,151.2348,152.7733,297956.0
2021-06-05,151.2348,152.8492,151.2348,152.7733,297956.0
2021-06-06,151.2348,152.8492,151.2348,152.7733,297956.0
2021-06-07,153.2576,153.2576,149.6204,150.3136,286665.0
2021-06-08,151.0449,151.1778,149.6963,150.2661,632148.0
2021-06-09,150.9214,151.9471,150.3041,151.0639,395526.0
2021-06-10,151.5957,153.3621,151.5957,153.2481,665038.0
2021-06-11,153.3431,154.5776,153.3431,154.5681,366656.0
2021-06-12,153.3431,154.5776,153.3431,154.5681,366656.0
2021-06-13,153.3431,154.5776,153.3431,154.5681,366656.0
2021-06-14,154.916,155.0971,152.3524,153.4007,644058.0
2021-06-15,153.4293,154.2966,152.5811,154.0392,320209.0
2021-06-16,154.6492,154.8398,151.6614,152.6955,398214.0
2021-06-17,152.2952,153.4007,151.8091,152.2189,456602.0
2021-06-18,150.837,151.7805,150.0438,150.8942,874990.0
2021-06-19,150.837,151.7805,150.0438,150.8942,874990.0
2021-06-20,150.837,151.7805,150.0438,150.8942,874990.0
2021-06-21,151.5709,153.7915,150.9038,153.334,399894.0
2021-06-22,153.2863,154.187,152.9814,153.5055,321900.0
2021-06-23,154.0774,154.0774,152.1904,152.1999,345515.0
2021-06-24,152.9051,153.1625,151.6281,152.7908,334125.0
2021-06-25,153.1625,153.334,152.4763,153.1434,715214.0
2021-06-26,153.1625,153.334,152.4763,153.1434,715214.0
2021-06-27,153.1625,153.334,152.4763,153.1434,715214.0
2021-06-28,153.6771,153.7343,151.9044,153.2578,399862.0
2021-06-29,153.4674,154.7826,152.4,154.4395,447951.0
2021-06-30,154.43,154.43,153.3721,153.9439,598279.0
2021-07-01,154.2203,155.526,153.801,155.2782,304012.0
2021-07-02,155.8881,156.9555,155.2639,156.6887,483590.0
2021-07-03,155.8881,156.9555,155.2639,156.6887,483590.0
2021-07-04,155.8881,156.9555,155.2639,156.6887,483590.0
2021-07-05,155.8881,156.9555,155.2639,156.6887,483590.0
2021-07-06,157.1557,157.1648,155.2401,156.9269,367372.0
2021-07-07,157.251,160.4627,156.8793,160.2816,545764.0
2021-07-08,159.1952,160.6724,158.1564,158.6329,470719.0
2021-07-09,159.4811,161.025,158.7187,160.7772,764972.0
2021-07-10,159.4811,161.025,158.7187,160.7772,764972.0
2021-07-11,159.4811,161.025,158.7187,160.7772,764972.0
2021-07-12,160.1863,161.0774,160.1673,160.5485,559248.0
2021-07-13,160.5485,161.9971,160.1006,160.3579,678448.0
2021-07-14,160.9964,162.2354,160.2244,162.0638,443366.0
2021-07-15,161.492,163.1121,161.492,162.6452,320536.0
2021-07-16,163.217,163.2217,161.349,161.8923,511455.0
2021-07-17,163.217,163.2217,161.349,161.8923,511455.0
2021-07-18,163.217,163.2217,161.349,161.8923,511455.0
2021-07-19,160.5199,161.2108,157.4988,158.7949,707387.0
2021-07-20,159.5001,162.3878,159.0427,161.2061,411172.0
2021-07-21,161.4634,161.9923,160.6533,161.7302,257046.0
2021-07-22,161.816,162.7119,161.5682,162.5308,302316.0
2021-07-23,163.8746,164.475,162.9978,164.3892,216605.0
2021-07-24,163.8746,164.475,162.9978,164.3892,216605.0
2021-07-25,163.8746,164.475,162.9978,164.3892,216605.0
2021-07-26,163.7793,164.4369,162.8605,164.2749,209863.0
2021-07-27,164.2749,164.5131,162.3307,163.8174,333235.0
2021-07-28,163.9413,163.9413,162.0638,162.8167,376949.0
2021-07-29,163.684,164.6942,163.5117,164.3702,501305.0
2021-07-30,164.1795,165.4661,164.0271,165.3423,403920.0
2021-07-31,164.1795,165.4661,164.0271,165.3423,403920.0
2021-08-01,164.1795,165.4661,164.0271,165.3423,403920.0
2021-08-02,166.3048,166.9815,165.0802,165.2469,286921.0
2021-08-03,165.5138,166.991,164.0938,166.7718,385644.0
2021-08-04,166.3906,166.6765,164.8514,165.8664,301165.0
2021-08-05,166.1905,166.5812,165.104,165.7616,255822.0
2021-08-06,165.5615,166.3525,164.8753,165.2279,318079.0
2021-08-07,165.5615,166.3525,164.8753,165.2279,318079.0
2021-08-08,165.5615,166.3525,164.8753,165.2279,318079.0
2021-08-09,165.0468,165.571,164.3892,164.8086,316058.0
2021-08-10,164.6275,165.0563,162.8072,163.4743,359303.0
2021-08-11,163.865,165.1088,163.4267,164.0366,370187.0
2021-08-12,163.1407,165.5615,161.2347,164.78,619073.0
2021-08-13,165.5519,167.5628,165.3041,166.1714,523441.0
2021-08-14,165.5519,167.5628,165.3041,166.1714,523441.0
2021-08-15,165.5519,167.5628,165.3041,166.1714,523441.0
2021-08-16,165.7997,168.8399,164.7228,168.6779,441273.0
2021-08-17,168.0679,168.6874,166.9481,168.4968,300127.0
2021-08-18,168.4301,168.7541,165.4185,165.5138,374999.0
2021-08-19,164.5703,166.4097,164.5703,165.571,451178.0
2021-08-20,165.8235,167.0101,164.7323,166.3429,579806.0
2021-08-21,165.8235,167.0101,164.7323,166.3429,579806.0
2021-08-22,165.8235,167.0101,164.7323,166.3429,579806.0
2021-08-23,166.7432,166.7432,164.3416,164.3987,421746.0
2021-08-24,164.4559,164.7037,163.1121,163.2265,455680.0
2021-08-25,163.0931,163.6268,162.2068,162.9501,551440.0
2021-08-26,162.893,162.9025,160.9869,161.8351,326237.0
2021-08-27,162.3497,163.9318,162.0162,163.522,335107.0
2021-08-28,162.3497,163.9318,162.0162,163.522,335107.0
2021-08-29,162.3497,163.9318,162.0162,163.522,335107.0
2021-08-30,163.2837,164.4941,163.2837,164.2367,250486.0
2021-08-31,164.7323,165.1759,163.4457,164.1319,495954.0
2021-09-01,164.6656,164.6656,162.6213,163.379,324975.0
2021-09-02,163.5887,164.008,162.2925,162.9883,319099.0
2021-09-03,162.7595,163.7412,162.5165,162.7309,329793.0
2021-09-04,162.7595,163.7412,162.5165,162.7309,329793.0
2021-09-05,162.7595,163.7412,162.5165,162.7309,329793.0
2021-09-06,162.7595,163.7412,162.5165,162.7309,329793.0
2021-09-07,162.8644,162.9787,160.5866,160.8535,322382.0
2021-09-08,160.7772,163.7888,160.7772,163.7412,423559.0
2021-09-09,163.5887,164.7323,162.7023,162.7119,778277.0
2021-09-10,163.6077,163.9604,161.4443,161.978,374489.0
2021-09-11,163.6077,163.9604,161.4443,161.978,374489.0
2021-09-12,163.6077,163.9604,161.4443,161.978,374489.0
2021-09-13,162.5975,163.4457,161.4729,162.3116,463697.0
2021-09-14,163.2204,163.2204,161.4411,162.3116,456201.0
2021-09-15,162.3403,163.0769,161.4794,162.2925,250700.0
2021-09-16,162.6369,162.9334,161.288,161.3454,318605.0
2021-09-17,160.848,162.0533,159.1165,159.3365,720685.0
2021-09-18,160.848,162.0533,159.1165,159.3365,720685.0
2021-09-19,160.848,162.0533,159.1165,159.3365,720685.0
2021-09-20,157.6911,159.0591,155.6152,157.3084,494084.0
2021-09-21,158.112,158.1327,155.2135,155.4621,461140.0
2021-09-22,155.9596,157.2702,154.4959,156.9832,630419.0
2021-09-23,157.8059,161.2976,157.8059,160.781,544581.0
2021-09-24,160.4079,161.9672,159.5852,161.6802,421720.0
2021-09-25,160.4079,161.9672,159.5852,161.6802,421720.0
2021-09-26,160.4079,161.9672,159.5852,161.6802,421720.0
2021-09-27,161.2402,161.6324,160.08,160.9436,330698.0
2021-09-28,159.8626,160.494,158.5903,159.6044,716262.0
2021-09-29,160.3027,162.4264,159.3461,161.0967,540668.0
2021-09-30,161.8524,162.876,159.3652,159.413,751279.0
2021-10-01,160.2166,160.2262,157.0502,158.8199,635974.0
2021-10-02,160.2166,160.2262,157.0502,158.8199,635974.0
2021-10-03,160.2166,160.2262,157.0502,158.8199,635974.0
2021-10-04,157.6815,158.7625,154.3907,155.5004,687355.0
2021-10-05,155.95,157.6863,154.1037,157.3084,577246.0
2021-10-06,155.9405,159.8052,155.9405,159.7383,643081.0
2021-10-07,160.5323,161.5941,160.0061,161.575,594361.0
2021-10-08,161.6611,162.1586,161.1133,161.6133,353913.0
2021-10-09,161.6611,162.1586,161.1133,161.6133,353913.0
2021-10-10,161.6611,162.1586,161.1133,161.6133,353913.0
2021-10-11,161.3454,162.1283,160.341,161.0297,552942.0
2021-10-12,161.8811,163.9953,161.0393,163.3065,446234.0
2021-10-13,163.6509,165.2867,162.3977,165.1815,362183.0
2021-10-14,166.4443,170.4621,165.9851,170.3282,670068.0
2021-10-15,171.017,172.251,170.7395,172.1362,485725.0
2021-10-16,171.017,172.251,170.7395,172.1362,485725.0
2021-10-17,171.017,172.251,170.7395,172.1362,485725.0
2021-10-18,171.7153,171.7153,169.8738,170.2995,739505.0
2021-10-19,170.6726,173.0833,169.7446,173.0833,499047.0
2021-10-20,173.4659,175.2931,172.7676,173.4372,577719.0
2021-10-21,173.2364,175.0253,172.6528,174.413,388892.0
2021-10-22,174.4417,176.8333,174.0208,176.0871,382391.0
2021-10-23,174.4417,176.8333,174.0208,176.0871,382391.0
2021-10-24,174.4417,176.8333,174.0208,176.0871,382391.0
2021-10-25,175.6758,176.6515,175.14,175.4749,369599.0
2021-10-26,176.0871,176.9672,173.8964,176.2402,465220.0
2021-10-27,176.4602,176.9768,172.7102,173.4372,547091.0
2021-10-28,174.0112,174.4895,171.0265,171.8301,509867.0
2021-10-29,171.5048,172.5897,168.9985,170.6726,789783.0
2021-10-30,171.5048,172.5897,168.9985,170.6726,789783.0
2021-10-31,171.5048,172.5897,168.9985,170.6726,789783.0
2021-11-01,171.1509,171.744,167.4296,169.5533,600805.0
2021-11-02,170.2804,171.9162,169.5629,171.1126,743555.0
2021-11-03,167.8027,168.7593,159.2839,162.5029,892892.0
2021-11-04,162.9143,165.1528,162.7612,163.9379,618187.0
2021-11-05,164.6171,166.5304,164.0718,166.2721,539213.0
2021-11-06,164.6171,166.5304,164.0718,166.2721,539213.0
2021-11-07,164.6171,166.5304,164.0718,166.2721,539213.0
2021-11-08,167.1426,167.8792,165.7172,167.4774,658392.0
2021-11-09,167.5731,170.8256,166.5591,170.6247,491173.0
2021-11-10,170.3473,172.1649,169.7399,171.0744,504563.0
2021-11-11,171.0265,171.0265,168.0801,168.1662,347105.0
2021-11-12,168.1662,169.8307,167.6305,168.9506,626455.0
2021-11-13,168.1662,169.8307,167.6305,168.9506,626455.0
2021-11-14,168.1662,169.8307,167.6305,168.9506,626455.0
2021-11-15,169.6586,170.5004,168.8263,169.4003,304552.0
2021-11-16,169.2281,170.9357,168.2523,169.4385,274305.0
2021-11-17,169.0846,169.1707,166.0712,167.0756,343567.0
2021-11-18,167.0756,167.0756,165.0763,165.4972,319083.0
2021-11-19,165.9277,167.2383,165.3155,166.5782,538054.0
2021-11-20,165.9277,167.2383,165.3155,166.5782,538054.0
2021-11-21,165.9277,167.2383,165.3155,166.5782,538054.0
2021-11-22,166.4921,168.4149,166.4921,166.5208,588086.0
2021-11-23,166.5495,166.5495,164.0814,165.5546,423475.0
2021-11-24,164.3588,166.339,164.2058,165.6216,722522.0
2021-11-25,164.3588,166.339,164.2058,165.6216,722522.0
2021-11-26,164.3205,166.5686,163.6892,164.1292,380756.0
2021-11-27,164.3205,166.5686,163.6892,164.1292,380756.0
2021-11-28,164.3205,166.5686,163.6892,164.1292,380756.0
2021-11-29,165.5737,168.4054,164.1005,167.8983,603191.0
2021-11-30,167.3626,167.5028,160.8193,161.2593,1290688.0
2021-12-01,162.7995,164.2153,160.1305,160.9532,820648.0
2021-12-02,161.3837,167.4774,160.9532,165.9755,618388.0
2021-12-03,166.8269,167.3052,162.3212,163.2683,590564.0
2021-12-04,166.8269,167.3052,162.3212,163.2683,590564.0
2021-12-05,166.8269,167.3052,162.3212,163.2683,590564.0
2021-12-06,164.531,165.3154,162.0151,164.2632,456538.0
2021-12-07,165.7555,168.3193,164.9711,166.6643,451540.0
2021-12-08,166.3677,167.7262,165.7077,166.4251,601193.0
2021-12-09,166.4251,168.0323,166.4251,167.841,380996.0
2021-12-10,169.1802,170.9978,168.788,170.6247,493269.0
2021-12-11,169.1802,170.9978,168.788,170.6247,493269.0
2021-12-12,169.1802,170.9978,168.788,170.6247,493269.0
2021-12-13,170.2421,172.3563,169.5916,171.6005,550906.0
2021-12-14,170.8613,172.3302,169.066,170.3909,545161.0
2021-12-15,170.5733,171.5717,168.1635,170.9093,601913.0
2021-12-16,171.6197,173.4726,171.6101,172.8678,992245.0
2021-12-17,171.6773,172.2342,168.2883,168.7684,969647.0
2021-12-18,171.6773,172.2342,168.2883,168.7684,969647.0
2021-12-19,171.6773,172.2342,168.2883,168.7684,969647.0
2021-12-20,166.9635,167.8448,163.5337,164.9953,479759.0
2021-12-21,166.3106,168.0771,165.365,168.0771,658821.0
2021-12-22,168.5668,172.1382,168.514,172.1094,408389.0
2021-12-23,172.3974,174.0199,172.2726,173.0886,280545.0
2021-12-24,172.3974,174.0199,172.2726,173.0886,280545.0
2021-12-25,172.3974,174.0199,172.2726,173.0886,280545.0
2021-12-26,172.3974,174.0199,172.2726,173.0886,280545.0
2021-12-27,174.8551,177.2073,173.4054,177.1113,272023.0
2021-12-28,177.7833,177.9945,175.892,176.612,347675.0
2021-12-29,176.4872,177.2553,175.2152,175.892,463437.0
2021-12-30,176.564,176.8328,174.8551,175.5656,280139.0
2021-12-31,175.412,176.48,175.2968,175.5176,261337.0
2022-01-01,175.412,176.48,175.2968,175.5176,261337.0
2022-01-02,175.412,176.48,175.2968,175.5176,261337.0
2022-01-03,175.7192,176.0168,171.8646,173.7223,478109.0
2022-01-04,173.367,174.4259,172.0806,173.3574,641332.0
2022-01-05,173.2422,173.9335,170.3189,170.3717,402870.0
2022-01-06,169.3732,170.6117,165.4946,167.3091,548768.0
2022-01-07,166.6946,166.7235,164.6209,164.6497,428898.0
2022-01-08,166.6946,166.7235,164.6209,164.6497,428898.0
2022-01-09,166.6946,166.7235,164.6209,164.6497,428898.0
2022-01-10,162.6048,162.9264,159.6382,161.5295,491435.0
2022-01-11,161.0975,162.0384,158.5918,161.2319,752426.0
2022-01-12,162.0192,163.9297,160.8383,163.6321,754639.0
2022-01-13,164.0353,164.5057,156.4604,156.9501,779785.0
2022-01-14,155.6348,156.0956,151.9194,153.6667,650187.0
2022-01-15,155.6348,156.0956,151.9194,153.6667,650187.0
2022-01-16,155.6348,156.0956,151.9194,153.6667,650187.0
2022-01-17,155.6348,156.0956,151.9194,153.6667,650187.0
2022-01-18,151.6602,153.6283,150.1721,153.5323,697623.0
2022-01-19,154.3387,157.1805,153.2107,154.0699,586736.0
2022-01-20,153.6091,155.6444,152.361,153.4075,1030133.0
2022-01-21,153.9451,155.3756,150.2489,150.3449,755546.0
2022-01-22,153.9451,155.3756,150.2489,150.3449,755546.0
2022-01-23,153.9451,155.3756,150.2489,150.3449,755546.0
2022-01-24,148.1464,151.8714,145.7174,151.6122,775955.0
2022-01-25,148.8664,151.0313,145.8902,145.9382,863912.0
2022-01-26,147.3399,148.5304,142.3188,143.0196,808678.0
2022-01-27,144.5845,146.5592,143.1949,144.1525,837556.0
2022-01-28,144.4309,148.0887,142.9908,147.9927,828534.0
2022-01-29,144.4309,148.0887,142.9908,147.9927,828534.0
2022-01-30,144.4309,148.0887,142.9908,147.9927,828534.0
2022-01-31,147.7143,153.0138,147.7143,152.8602,942795.0
2022-02-01,151.4874,151.7562,143.6533,147.2055,1124502.0
2022-02-02,147.7239,148.6936,145.6982,148.1368,1044724.0
2022-02-03,146.4855,148.3288,142.2324,142.4628,626823.0
2022-02-04,141.9828,145.2374,141.2339,143.8933,620943.0
2022-02-05,141.9828,145.2374,141.2339,143.8933,620943.0
2022-02-06,141.9828,145.2374,141.2339,143.8933,620943.0
2022-02-07,143.6245,143.6485,141.7524,141.9636,534066.0
2022-02-08,141.6084,143.7109,140.8403,142.8564,615944.0
2022-02-09,144.8054,145.6982,144.0853,144.8342,403747.0
2022-02-10,142.0308,144.0277,139.9091,140.6003,558283.0
2022-02-11,141.2243,142.3092,138.0706,138.8434,924135.0
2022-02-12,141.2243,142.3092,138.0706,138.8434,924135.0
2022-02-13,141.2243,142.3092,138.0706,138.8434,924135.0
2022-02-14,138.0274,140.9171,137.2977,139.0546,756212.0
2022-02-15,141.1379,142.3764,139.8035,141.7332,1008694.0
2022-02-16,140.9459,142.2228,138.181,140.1395,655300.0
2022-02-17,139.1506,139.2274,136.232,136.6929,498037.0
2022-02-18,136.7697,137.5377,135.2249,136.6929,1409895.0
2022-02-19,136.7697,137.5377,135.2249,136.6929,1409895.0
2022-02-20,136.7697,137.5377,135.2249,136.6929,1409895.0
2022-02-21,136.7697,137.5377,135.2249,136.6929,1409895.0
2022-02-22,136.1168,137.8545,134.5808,137.1729,705505.0
2022-02-23,137.9698,138.9106,135.1376,135.2624,683648.0
2022-02-24,132.795,139.7459,132.0824,139.4866,820106.0
2022-02-25,139.6979,142.3956,138.8914,142.3284,693518.0
2022-02-26,139.6979,142.3956,138.8914,142.3284,693518.0
2022-02-27,139.6979,142.3956,138.8914,142.3284,693518.0
2022-02-28,140.6291,141.6276,138.8242,140.3699,760429.0
2022-03-01,140.0147,141.1763,139.1938,140.4563,579867.0
2022-03-02,141.3107,142.722,140.7107,142.2612,471626.0
2022-03-03,143.6533,143.8645,139.8803,140.4563,657063.0
2022-03-04,139.621,141.7284,138.2578,141.5508,473739.0
2022-03-05,139.621,141.7284,138.2578,141.5508,473739.0
2022-03-06,139.621,141.7284,138.2578,141.5508,473739.0
2022-03-07,141.7236,142.3668,140.3507,141.3972,770999.0
2022-03-08,141.4452,143.5189,138.325,139.285,768547.0
2022-03-09,141.7908,142.2996,139.3426,141.1955,589276.0
2022-03-10,139.2946,140.1011,137.9025,139.8419,401379.0
2022-03-11,141.2819,141.8292,138.709,138.8242,394138.0
2022-03-12,141.2819,141.8292,138.709,138.8242,394138.0
2022-03-13,141.2819,141.8292,138.709,138.8242,394138.0
2022-03-14,139.2196,140.425,136.558,138.1974,448020.0
2022-03-15,139.2678,141.0807,138.6796,141.0614,392367.0
2022-03-16,142.2668,145.5648,142.2668,145.4973,563103.0
2022-03-17,145.3045,146.8667,144.7452,146.857,474835.0
2022-03-18,146.7413,148.4096,145.9602,148.1106,864370.0
2022-03-19,146.7413,148.4096,145.9602,148.1106,864370.0
2022-03-20,146.7413,148.4096,145.9602,148.1106,864370.0
2022-03-21,147.0692,147.3778,144.7355,146.5388,644842.0
2022-03-22,146.3845,147.7249,145.6902,147.2717,445893.0
2022-03-23,146.5484,146.5484,144.8512,145.1887,362294.0
2022-03-24,145.4973,146.7702,145.0634,146.5002,304776.0
2022-03-25,147.1753,147.4742,146.2206,147.3199,245761.0
2022-03-26,147.1753,147.4742,146.2206,147.3199,245761.0
2022-03-27,147.1753,147.4742,146.2206,147.3199,245761.0
2022-03-28,146.8185,148.9207,146.8185,148.911,270651.0
2022-03-29,150.859,152.2283,150.1647,151.8619,349346.0
2022-03-30,150.9265,151.616,149.6054,150.2804,440949.0
2022-03-31,150.1454,153.3276,149.668,150.155,672869.0
2022-04-01,150.1647,150.8397,149.2486,150.7336,330497.0
2022-04-02,150.1647,150.8397,149.2486,150.7336,330497.0
2022-04-03,150.1647,150.8397,149.2486,150.7336,330497.0
2022-04-04,150.56,151.2833,149.3064,151.0229,351177.0
2022-04-05,150.3768,154.2823,150.1309,153.8195,595739.0
2022-04-06,152.2283,154.1763,151.1579,153.9062,572094.0
2022-04-07,153.8387,154.1184,151.6497,153.1926,434834.0
2022-04-08,152.7973,155.7385,151.9776,155.102,481724.0
2022-04-09,152.7973,155.7385,151.9776,155.102,481724.0
2022-04-10,152.7973,155.7385,151.9776,155.102,481724.0
2022-04-11,154.8031,154.8899,149.1039,149.3064,454224.0
2022-04-12,150.155,151.2688,148.0769,148.5735,494450.0
2022-04-13,148.1492,150.1839,147.1753,149.9332,283723.0
2022-04-14,150.4154,150.7915,147.9756,148.0431,327412.0
2022-04-15,150.4154,150.7915,147.9756,148.0431,327412.0
2022-04-16,150.4154,150.7915,147.9756,148.0431,327412.0
2022-04-17,150.4154,150.7915,147.9756,148.0431,327412.0
2022-04-18,147.7153,148.1589,144.967,146.2109,428847.0
2022-04-19,146.5388,149.4993,145.6613,149.1232,372910.0
2022-04-20,150.0586,151.0567,149.4511,149.9139,386709.0
2022-04-21,151.129,151.4424,148.4096,148.9593,286220.0
2022-04-22,148.2553,149.4414,142.9419,143.0094,462731.0
2022-04-23,148.2553,149.4414,142.9419,143.0094,462731.0
2022-04-24,148.2553,149.4414,142.9419,143.0094,462731.0
2022-04-25,142.7201,145.7288,141.1868,145.6516,413136.0
2022-04-26,144.4944,145.0441,141.1289,141.2157,372415.0
2022-04-27,141.6111,144.6969,141.3989,141.5822,451485.0
2022-04-28,143.5108,145.2755,142.3343,144.8609,324053.0
2022-04-29,143.0383,143.8628,138.6313,138.9881,478947.0
2022-04-30,143.0383,143.8628,138.6313,138.9881,478947.0
2022-05-01,143.0383,143.8628,138.6313,138.9881,478947.0
2022-05-02,139.316,140.3864,135.2176,138.1492,537114.0
2022-05-03,138.5445,142.0547,138.1685,141.2157,611748.0
2022-05-04,139.856,144.6005,137.3922,144.0219,580232.0
2022-05-05,142.8261,143.8966,136.6159,137.966,538566.0
2022-05-06,137.3102,138.1877,134.2919,136.7798,487454.0
2022-05-07,137.3102,138.1877,134.2919,136.7798,487454.0
2022-05-08,137.3102,138.1877,134.2919,136.7798,487454.0
2022-05-09,132.3343,134.9958,131.6207,132.7972,517106.0
2022-05-10,133.9158,134.3015,130.0103,131.8907,620550.0
2022-05-11,131.2639,133.8579,129.8271,130.1163,635380.0
2022-05-12,129.3642,131.6111,127.9466,131.5435,493639.0
2022-05-13,132.5175,135.343,132.4789,134.369,530451.0
2022-05-14,132.5175,135.343,132.4789,134.369,530451.0
2022-05-15,132.5175,135.343,132.4789,134.369,530451.0
2022-05-16,133.4433,134.8608,131.2253,134.0026,552250.0
2022-05-17,136.0662,136.0662,133.6458,135.4684,465069.0
2022-05-18,133.8869,134.0122,130.6998,131.7268,398348.0
2022-05-19,130.6949,134.668,130.5599,133.0961,439636.0
2022-05-20,134.0894,134.5581,131.2639,134.0219,383050.0
2022-05-21,134.0894,134.5581,131.2639,134.0219,383050.0
2022-05-22,134.0894,134.5581,131.2639,134.0219,383050.0
2022-05-23,135.2466,136.0277,133.5011,135.3816,323466.0
2022-05-24,134.4847,135.2466,132.4693,134.7065,307747.0
2022-05-25,134.3401,136.288,133.3661,135.5069,311060.0
2022-05-26,136.6063,139.9717,135.9698,139.2871,437478.0
2022-05-27,140.3285,141.9968,140.3285,141.5629,346860.0
2022-05-28,140.3285,141.9968,140.3285,141.5629,346860.0
2022-05-29,140.3285,141.9968,140.3285,141.5629,346860.0
2022-05-30,140.3285,141.9968,140.3285,141.5629,346860.0
2022-05-31,140.6178,142.5224,139.7307,141.0036,576596.0
2022-06-01,141.2929,141.8088,138.6121,139.5667,452819.0
2022-06-02,139.9814,142.3826,138.7663,142.3633,302687.0
2022-06-03,141.0036,141.8618,139.991,141.0711,255695.0
2022-06-04,141.0036,141.8618,139.991,141.0711,255695.0
2022-06-05,141.0036,141.8618,139.991,141.0711,255695.0
2022-06-06,141.8715,142.4886,139.8367,140.1743,228360.0
2022-06-07,138.8628,142.667,138.8628,142.4597,301810.0
2022-06-08,141.7461,141.9775,140.0151,140.2996,224067.0
2022-06-09,139.7307,140.4057,137.3391,137.4066,287428.0
2022-06-10,135.4973,136.992,134.2584,135.0923,480654.0
2022-06-11,135.4973,136.992,134.2584,135.0923,480654.0
2022-06-12,135.4973,136.992,134.2584,135.0923,480654.0
2022-06-13,132.1414,132.9225,129.451,130.3285,458203.0
2022-06-14,130.7063,132.1112,129.034,130.2412,367304.0
2022-06-15,131.1133,135.1439,130.7935,133.6615,675130.0
2022-06-16,130.8129,131.5686,129.563,129.9893,655300.0
2022-06-17,129.8827,131.5832,128.6522,129.2626,1106406.0
2022-06-18,129.8827,131.5832,128.6522,129.2626,1106406.0
2022-06-19,129.8827,131.5832,128.6522,129.2626,1106406.0
2022-06-20,129.8827,131.5832,128.6522,129.2626,1106406.0
2022-06-21,130.0378,131.5105,129.7568,130.5319,589084.0
2022-06-22,128.284,132.1329,128.284,131.4233,444484.0
2022-06-23,132.1306,134.7854,131.3749,134.3979,335982.0
2022-06-24,135.6478,141.2045,135.1342,141.064,557565.0
2022-06-25,135.6478,141.2045,135.1342,141.064,557565.0
2022-06-26,135.6478,141.2045,135.1342,141.064,557565.0
2022-06-27,140.9768,142.9727,140.3518,142.3236,402896.0
2022-06-28,142.3623,143.4669,136.6845,136.7717,507141.0
2022-06-29,137.0914,140.2792,135.8173,139.4168,686015.0
2022-06-30,137.0914,139.63,136.762,138.1185,543927.0
2022-07-01,138.4964,142.5077,138.1766,141.8682,358535.0
2022-07-02,138.4964,142.5077,138.1766,141.8682,358535.0
2022-07-03,138.4964,142.5077,138.1766,141.8682,358535.0
2022-07-04,138.4964,142.5077,138.1766,141.8682,358535.0
2022-07-05,140.7055,141.7228,138.3123,141.6066,357233.0
2022-07-06,142.3623,145.3175,141.8197,144.1354,486399.0
2022-07-07,143.7866,144.8815,143.2731,144.7362,376486.0
2022-07-08,144.0773,145.1916,143.0309,144.6587,421369.0
2022-07-09,144.0773,145.1916,143.0309,144.6587,421369.0
2022-07-10,144.0773,145.1916,143.0309,144.6587,421369.0
2022-07-11,143.4863,144.1258,142.8274,143.0987,297510.0
2022-07-12,143.1084,144.8912,140.8896,141.5484,311611.0
2022-07-13,139.3878,141.892,139.2715,141.3837,385908.0
2022-07-14,139.4459,142.5658,138.8452,142.2267,433912.0
2022-07-15,144.6005,145.2206,143.0793,144.678,465800.0
2022-07-16,144.6005,145.2206,143.0793,144.678,465800.0
2022-07-17,144.6005,145.2206,143.0793,144.678,465800.0
2022-07-18,145.3369,145.3369,141.8391,142.498,463306.0
2022-07-19,144.0676,147.6429,144.0676,147.6041,563692.0
2022-07-20,147.7882,149.8423,147.3144,147.7689,436168.0
2022-07-21,147.7689,151.1213,147.5654,151.0535,312373.0
2022-07-22,152.0321,152.9138,150.4721,151.3345,245933.0
2022-07-23,152.0321,152.9138,150.4721,151.3345,245933.0
2022-07-24,152.0321,152.9138,150.4721,151.3345,245933.0
2022-07-25,151.7705,151.7705,149.2997,150.133,375485.0
2022-07-26,149.6873,150.3946,147.4104,150.1233,476890.0
2022-07-27,150.6756,154.154,150.6756,153.282,471649.0
2022-07-28,153.6405,156.2275,152.5262,155.8399,419666.0
2022-07-29,155.9465,157.1237,154.8613,155.5589,803666.0
2022-07-30,155.9465,157.1237,154.8613,155.5589,803666.0
2022-07-31,155.9465,157.1237,154.8613,155.5589,803666.0
2022-08-01,154.0377,156.8863,153.6211,156.3244,329732.0
2022-08-02,155.6364,158.3881,154.7789,158.2041,518219.0
2022-08-03,158.7854,160.8589,158.3106,160.0644,380509.0
2022-08-04,159.9093,162.4382,159.2892,161.9247,303350.0
2022-08-05,160.0644,162.6465,159.3086,162.632,263569.0
2022-08-06,160.0644,162.6465,159.3086,162.632,263569.0
2022-08-07,160.0644,162.6465,159.3086,162.632,263569.0
