,SFBS US Equity,SFBS US Equity,SFBS US Equity,SFBS US Equity,SFBS US Equity
2020-02-05,36.1991,36.8789,35.9849,36.7858,214369.0
2020-02-06,36.9907,37.0279,36.5483,36.7671,239488.0
2020-02-07,36.6461,36.9813,36.3015,36.4319,129296.0
2020-02-08,36.6461,36.9813,36.3015,36.4319,129296.0
2020-02-09,36.6461,36.9813,36.3015,36.4319,129296.0
2020-02-10,36.3201,36.6368,36.2549,36.6368,143924.0
2020-02-11,36.9534,37.5587,36.8794,37.3632,232439.0
2020-02-12,37.3725,37.7729,37.3632,37.5308,235837.0
2020-02-13,37.4377,38.0896,37.4377,37.9964,222349.0
2020-02-14,37.9964,37.9964,37.2607,37.3445,220576.0
2020-02-15,37.9964,37.9964,37.2607,37.3445,220576.0
2020-02-16,37.9964,37.9964,37.2607,37.3445,220576.0
2020-02-17,37.9964,37.9964,37.2607,37.3445,220576.0
2020-02-18,37.298,37.447,36.5157,36.8882,135461.0
2020-02-19,37.0093,37.3539,37.0093,37.1769,152974.0
2020-02-20,37.0279,37.745,37.0279,37.6891,189657.0
2020-02-21,37.596,37.596,36.9441,37.4097,821006.0
2020-02-22,37.596,37.596,36.9441,37.4097,821006.0
2020-02-23,37.596,37.596,36.9441,37.4097,821006.0
2020-02-24,36.4319,36.7113,35.78,36.0221,234018.0
2020-02-25,36.0407,36.3889,34.7183,34.7928,198032.0
2020-02-26,35.0815,35.2119,34.2853,34.5321,226442.0
2020-02-27,33.8522,35.2026,33.5263,33.5356,293630.0
2020-02-28,32.4367,33.3959,31.5706,32.1759,467147.0
2020-02-29,32.4367,33.3959,31.5706,32.1759,467147.0
2020-03-01,32.4367,33.3959,31.5706,32.1759,467147.0
2020-03-02,32.1759,33.3773,31.822,33.3773,162264.0
2020-03-03,33.2935,34.4296,32.0083,32.4739,217862.0
2020-03-04,32.9209,33.2096,31.85,33.1538,214843.0
2020-03-05,32.12,32.3622,31.0863,31.3657,326445.0
2020-03-06,29.9874,30.9746,29.3914,30.8255,234829.0
2020-03-07,29.9874,30.9746,29.3914,30.8255,234829.0
2020-03-08,29.9874,30.9746,29.3914,30.8255,234829.0
2020-03-09,28.4415,29.3491,27.1283,27.9758,215359.0
2020-03-10,28.9443,29.233,27.3519,29.0002,298390.0
2020-03-11,27.9758,28.6556,26.1784,26.4951,285235.0
2020-03-12,24.856,25.6383,23.111,23.9713,418640.0
2020-03-13,24.8746,26.9235,24.2134,26.8769,349792.0
2020-03-14,24.8746,26.9235,24.2134,26.8769,349792.0
2020-03-15,24.8746,26.9235,24.2134,26.8769,349792.0
2020-03-16,24.2134,25.8618,23.2914,23.3566,420453.0
2020-03-17,23.338,27.1563,20.2648,27.1283,628264.0
2020-03-18,25.6383,27.2401,24.3811,26.8955,504820.0
2020-03-19,26.3274,29.4472,25.1594,28.9257,452991.0
2020-03-20,28.7953,29.7546,24.7815,25.0516,496761.0
2020-03-21,28.7953,29.7546,24.7815,25.0516,496761.0
2020-03-22,28.7953,29.7546,24.7815,25.0516,496761.0
2020-03-23,25.2378,25.2378,23.1052,23.636,309182.0
2020-03-24,25.0516,25.7035,24.1762,25.4613,333030.0
2020-03-25,25.6197,25.7361,24.1575,24.3438,274010.0
2020-03-26,24.6604,26.8583,24.2367,26.5975,245031.0
2020-03-27,26.0201,26.6254,24.9119,25.75,277276.0
2020-03-28,26.0201,26.6254,24.9119,25.75,277276.0
2020-03-29,26.0201,26.6254,24.9119,25.75,277276.0
2020-03-30,26.0946,26.4299,24.9305,26.3274,242395.0
2020-03-31,26.1072,27.5972,25.8167,27.4754,499806.0
2020-04-01,26.3321,26.7725,25.3294,25.6574,277677.0
2020-04-02,25.395,27.1661,25.395,26.7632,441783.0
2020-04-03,26.2009,26.6226,24.6641,25.3763,190312.0
2020-04-04,26.2009,26.6226,24.6641,25.3763,190312.0
2020-04-05,26.2009,26.6226,24.6641,25.3763,190312.0
2020-04-06,26.6788,27.5503,26.1728,27.3348,399343.0
2020-04-07,28.1126,28.9794,26.7069,27.2973,329749.0
2020-04-08,28.047,29.0309,27.3161,28.5811,335257.0
2020-04-09,29.0497,30.9426,28.5671,30.8395,263968.0
2020-04-10,29.0497,30.9426,28.5671,30.8395,263968.0
2020-04-11,29.0497,30.9426,28.5671,30.8395,263968.0
2020-04-12,29.0497,30.9426,28.5671,30.8395,263968.0
2020-04-13,31.1394,31.383,28.1313,28.2063,229997.0
2020-04-14,29.134,29.7244,27.2461,27.6628,221545.0
2020-04-15,26.6039,26.8756,25.6387,26.1728,246628.0
2020-04-16,26.1541,26.6882,24.3642,25.067,297218.0
2020-04-17,26.3134,27.8924,25.7148,27.644,306704.0
2020-04-18,26.3134,27.8924,25.7148,27.644,306704.0
2020-04-19,26.3134,27.8924,25.7148,27.644,306704.0
2020-04-20,26.885,28.1501,26.2665,27.138,184110.0
2020-04-21,25.798,28.7123,25.3857,28.3937,340246.0
2020-04-22,29.0497,29.3448,28.375,28.6373,233062.0
2020-04-23,28.6936,29.4245,28.5249,28.6561,155591.0
2020-04-24,28.8154,30.0805,28.4968,29.7618,199723.0
2020-04-25,28.8154,30.0805,28.4968,29.7618,199723.0
2020-04-26,28.8154,30.0805,28.4968,29.7618,199723.0
2020-04-27,30.2491,31.8141,30.2023,31.4486,228885.0
2020-04-28,32.4044,33.0182,31.9734,32.3763,261919.0
2020-04-29,33.4446,34.8034,32.9948,34.1193,324183.0
2020-04-30,33.2853,33.8663,32.0671,33.2853,264791.0
2020-05-01,32.1795,32.4372,30.6333,31.1956,198787.0
2020-05-02,32.1795,32.4372,30.6333,31.1956,198787.0
2020-05-03,32.1795,32.4372,30.6333,31.1956,198787.0
2020-05-04,30.8489,31.6548,30.0149,31.5142,206025.0
2020-05-05,32.039,32.3295,30.3522,30.6521,174172.0
2020-05-06,30.7645,30.9426,29.8556,30.3335,223993.0
2020-05-07,30.9707,31.308,29.8556,30.1461,193331.0
2020-05-08,30.9332,31.6641,30.8489,31.6079,148220.0
2020-05-09,30.9332,31.6641,30.8489,31.6079,148220.0
2020-05-10,30.9332,31.6641,30.8489,31.6079,148220.0
2020-05-11,30.9707,30.9707,29.8274,30.2585,160596.0
2020-05-12,30.371,30.5209,28.9185,29.0309,243250.0
2020-05-13,28.7498,29.0122,27.5363,27.8689,213846.0
2020-05-14,27.1567,28.3468,26.2197,28.2625,187054.0
2020-05-15,28.0095,28.7685,27.8033,28.6092,162827.0
2020-05-16,28.0095,28.7685,27.8033,28.6092,162827.0
2020-05-17,28.0095,28.7685,27.8033,28.6092,162827.0
2020-05-18,30.0149,31.13,29.7337,30.6896,263760.0
2020-05-19,30.4928,30.6521,29.2183,29.2371,153466.0
2020-05-20,29.79,30.8582,29.6775,30.5959,244880.0
2020-05-21,30.4084,30.9801,30.4084,30.624,132410.0
2020-05-22,30.8489,30.8489,30.1554,30.4365,151909.0
2020-05-23,30.8489,30.8489,30.1554,30.4365,151909.0
2020-05-24,30.8489,30.8489,30.1554,30.4365,151909.0
2020-05-25,30.8489,30.8489,30.1554,30.4365,151909.0
2020-05-26,31.9265,33.1728,31.9265,32.8542,187049.0
2020-05-27,34.2411,35.6093,33.7445,35.4031,312707.0
2020-05-28,35.8342,35.956,32.9292,33.3696,250565.0
2020-05-29,32.9198,33.1447,32.3388,32.6856,225442.0
2020-05-30,32.9198,33.1447,32.3388,32.6856,225442.0
2020-05-31,32.9198,33.1447,32.3388,32.6856,225442.0
2020-06-01,32.9761,33.5664,32.292,32.5637,191235.0
2020-06-02,32.9479,33.1541,32.2264,32.4607,141424.0
2020-06-03,33.379,34.7284,32.3669,34.0912,187469.0
2020-06-04,33.6882,34.8502,33.5008,34.616,141863.0
2020-06-05,36.0778,36.9493,35.5624,36.2184,296120.0
2020-06-06,36.0778,36.9493,35.5624,36.2184,296120.0
2020-06-07,36.0778,36.9493,35.5624,36.2184,296120.0
2020-06-08,36.9774,37.0149,35.6749,36.2933,245766.0
2020-06-09,35.2813,36.1153,35.2813,35.5905,211873.0
2020-06-10,35.4593,35.4593,33.885,33.9787,191448.0
2020-06-11,32.217,33.1354,31.0644,31.1675,203836.0
2020-06-12,32.6949,32.8355,31.4486,32.1889,257388.0
2020-06-13,32.6949,32.8355,31.4486,32.1889,257388.0
2020-06-14,32.6949,32.8355,31.4486,32.1889,257388.0
2020-06-15,30.9051,33.379,30.8873,32.8917,162770.0
2020-06-16,34.4848,34.4848,32.9292,33.8663,185132.0
2020-06-17,33.96,33.96,32.5075,32.6387,132482.0
2020-06-18,32.2451,33.5289,32.2451,33.2291,131619.0
2020-06-19,34.5222,34.5222,32.5731,32.9761,444539.0
2020-06-20,34.5222,34.5222,32.5731,32.9761,444539.0
2020-06-21,34.5222,34.5222,32.5731,32.9761,444539.0
2020-06-22,32.5731,33.3977,32.2545,33.2947,140667.0
2020-06-23,33.8569,34.1755,32.9573,32.9948,106516.0
2020-06-24,32.4513,32.7418,31.458,31.7485,226632.0
2020-06-25,31.5798,32.798,31.5704,32.7043,189471.0
2020-06-26,32.0483,32.0577,30.8957,30.9332,544686.0
2020-06-27,32.0483,32.0577,30.8957,30.9332,544686.0
2020-06-28,32.0483,32.0577,30.8957,30.9332,544686.0
2020-06-29,31.5423,32.4981,31.308,32.3669,222860.0
2020-06-30,32.1456,33.954,32.1456,33.6809,289814.0
2020-07-01,33.7279,33.8127,31.4675,31.5617,226282.0
2020-07-02,32.5883,32.9839,31.5993,31.7312,126053.0
2020-07-03,32.5883,32.9839,31.5993,31.7312,126053.0
2020-07-04,32.5883,32.9839,31.5993,31.7312,126053.0
2020-07-05,32.5883,32.9839,31.5993,31.7312,126053.0
2020-07-06,32.4564,32.7861,31.6182,32.0138,99757.0
2020-07-07,31.6088,31.6088,30.8835,31.006,147767.0
2020-07-08,30.9683,31.4016,30.488,30.9495,145292.0
2020-07-09,30.8364,30.9683,29.8287,29.9793,177903.0
2020-07-10,30.4691,31.6653,30.2195,31.1849,188652.0
2020-07-11,30.4691,31.6653,30.2195,31.1849,188652.0
2020-07-12,30.4691,31.6653,30.2195,31.1849,188652.0
2020-07-13,31.7312,32.2304,31.006,31.4863,137527.0
2020-07-14,31.3168,32.9462,30.8657,31.1755,175920.0
2020-07-15,32.0985,33.1346,32.0232,32.8614,166318.0
2020-07-16,32.4282,33.3795,32.3905,32.9462,181749.0
2020-07-17,32.8049,33.3512,32.5883,32.7955,249115.0
2020-07-18,32.8049,33.3512,32.5883,32.7955,249115.0
2020-07-19,32.8049,33.3512,32.5883,32.7955,249115.0
2020-07-20,32.5789,33.0969,32.4376,32.9933,200261.0
2020-07-21,33.7279,36.092,33.7279,35.1407,260722.0
2020-07-22,35.0654,35.3291,34.4343,34.8676,181818.0
2020-07-23,34.8017,35.5646,34.8017,35.3103,255862.0
2020-07-24,35.3668,35.5552,34.8205,35.056,217728.0
2020-07-25,35.3668,35.5552,34.8205,35.056,217728.0
2020-07-26,35.3668,35.5552,34.8205,35.056,217728.0
2020-07-27,34.877,35.023,34.2695,34.5379,171487.0
2020-07-28,34.2554,34.8205,33.4642,34.5003,145816.0
2020-07-29,34.6604,35.7906,34.5379,35.7247,248897.0
2020-07-30,34.9995,35.6305,34.4438,35.1502,138922.0
2020-07-31,35.0183,35.1031,33.6903,34.4626,164313.0
2020-08-01,35.0183,35.1031,33.6903,34.4626,164313.0
2020-08-02,35.0183,35.1031,33.6903,34.4626,164313.0
2020-08-03,34.7452,34.9429,34.1047,34.2083,119074.0
2020-08-04,34.1047,34.246,33.5396,34.0011,145016.0
2020-08-05,34.4438,34.8017,34.0529,34.6886,142432.0
2020-08-06,34.585,34.797,34.3119,34.6368,94045.0
2020-08-07,34.4532,35.8942,34.2177,35.866,171299.0
2020-08-08,34.4532,35.8942,34.2177,35.866,171299.0
2020-08-09,34.4532,35.8942,34.2177,35.866,171299.0
2020-08-10,35.9601,36.9303,35.7247,36.5629,206017.0
2020-08-11,36.5629,37.4765,36.4499,36.9491,196312.0
2020-08-12,37.1657,37.5331,35.9413,36.4311,132944.0
2020-08-13,36.205,36.271,35.5928,35.7058,123865.0
2020-08-14,35.4233,36.4405,35.4139,36.2615,130445.0
2020-08-15,35.4233,36.4405,35.4139,36.2615,130445.0
2020-08-16,35.4233,36.4405,35.4139,36.2615,130445.0
2020-08-17,36.1014,36.2804,35.4135,35.9978,95353.0
2020-08-18,36.1297,36.1297,34.9524,35.056,92174.0
2020-08-19,35.2538,35.9319,35.1643,35.6211,137699.0
2020-08-20,35.0936,35.2349,34.8017,34.8864,100178.0
2020-08-21,34.9618,35.0277,34.2978,34.5897,127303.0
2020-08-22,34.9618,35.0277,34.2978,34.5897,127303.0
2020-08-23,34.9618,35.0277,34.2978,34.5897,127303.0
2020-08-24,35.0654,35.6022,34.472,35.5175,141233.0
2020-08-25,35.9507,36.0826,35.4374,35.8848,69002.0
2020-08-26,36.0261,36.0261,35.1407,35.2443,70704.0
2020-08-27,35.3103,36.1264,35.2914,35.4327,150821.0
2020-08-28,35.687,35.687,34.585,34.9335,103224.0
2020-08-29,35.687,35.687,34.585,34.9335,103224.0
2020-08-30,35.687,35.687,34.585,34.9335,103224.0
2020-08-31,34.7169,34.8958,34.5191,34.5191,201931.0
2020-09-01,34.3213,34.8205,34.0011,34.8111,173473.0
2020-09-02,34.8205,35.1972,34.1141,34.99,87586.0
2020-09-03,34.9712,35.9131,34.5003,35.2255,183170.0
2020-09-04,36.1579,36.6383,35.6305,36.3746,199096.0
2020-09-05,36.1579,36.6383,35.6305,36.3746,199096.0
2020-09-06,36.1579,36.6383,35.6305,36.3746,199096.0
2020-09-07,36.1579,36.6383,35.6305,36.3746,199096.0
2020-09-08,35.9507,36.092,34.0388,34.5662,158437.0
2020-09-09,34.7828,35.0371,33.9069,34.1329,139958.0
2020-09-10,34.4438,34.4531,33.4831,33.5772,178321.0
2020-09-11,33.6149,33.6149,33.031,33.3512,128352.0
2020-09-12,33.6149,33.6149,33.031,33.3512,128352.0
2020-09-13,33.6149,33.6149,33.031,33.3512,128352.0
2020-09-14,33.6809,34.4343,33.662,34.2836,133008.0
2020-09-15,34.4532,34.4532,33.5584,33.6432,65505.0
2020-09-16,33.5961,34.0011,33.4171,33.5302,143804.0
2020-09-17,33.144,33.4077,32.739,33.0027,139570.0
2020-09-18,33.37,33.37,32.5224,32.8049,604713.0
2020-09-19,33.37,33.37,32.5224,32.8049,604713.0
2020-09-20,33.37,33.37,32.5224,32.8049,604713.0
2020-09-21,32.1362,32.7578,30.8459,31.0907,228215.0
2020-09-22,31.119,31.5899,30.4503,30.714,175264.0
2020-09-23,30.7611,31.3761,30.2525,30.309,219579.0
2020-09-24,30.3749,31.1002,30.0735,30.4691,148662.0
2020-09-25,30.6104,31.4486,30.6104,31.1849,164622.0
2020-09-26,30.6104,31.4486,30.6104,31.1849,164622.0
2020-09-27,30.6104,31.4486,30.6104,31.1849,164622.0
2020-09-28,31.5428,32.221,31.5428,32.0138,130002.0
2020-09-29,31.8536,32.0043,31.3168,31.7783,97430.0
2020-09-30,32.0671,32.673,31.8683,32.2186,188086.0
2020-10-01,32.3038,32.957,32.0008,32.957,207463.0
2020-10-02,32.389,33.989,32.389,33.7334,119799.0
2020-10-03,32.389,33.989,32.389,33.7334,119799.0
2020-10-04,32.389,33.989,32.389,33.7334,119799.0
2020-10-05,33.9417,35.2454,33.9417,35.1725,165292.0
2020-10-06,35.6175,36.6021,35.3524,35.4092,186110.0
2020-10-07,35.8826,36.5926,35.7121,35.9867,192805.0
2020-10-08,36.3086,36.6873,35.9488,36.4601,98488.0
2020-10-09,36.8577,36.9145,35.9867,36.0435,79567.0
2020-10-10,36.8577,36.9145,35.9867,36.0435,79567.0
2020-10-11,36.8577,36.9145,35.9867,36.0435,79567.0
2020-10-12,36.0246,36.9145,35.8579,36.8104,84735.0
2020-10-13,36.4127,36.763,35.608,35.7973,87950.0
2020-10-14,35.6175,36.0151,34.9737,35.0115,96027.0
2020-10-15,34.2446,35.7879,34.0837,35.5038,201375.0
2020-10-16,35.4186,35.6837,34.9547,35.608,106457.0
2020-10-17,35.4186,35.6837,34.9547,35.608,106457.0
2020-10-18,35.4186,35.6837,34.9547,35.608,106457.0
2020-10-19,35.8352,36.1287,34.9263,35.0115,101823.0
2020-10-20,36.1003,37.7572,35.0967,36.9429,392649.0
2020-10-21,37.1512,37.3974,36.0908,36.2802,132254.0
2020-10-22,36.4506,37.066,36.3843,36.5548,137534.0
2020-10-23,36.6305,37.3974,36.3654,36.9619,121037.0
2020-10-24,36.6305,37.3974,36.3654,36.9619,121037.0
2020-10-25,36.6305,37.3974,36.3654,36.9619,121037.0
2020-10-26,36.3181,36.4317,35.6743,36.2518,72734.0
2020-10-27,36.034,36.0373,35.1441,35.2009,88534.0
2020-10-28,34.4435,35.0399,33.6576,34.1784,133750.0
2020-10-29,34.0079,34.7843,33.3736,34.6328,110134.0
2020-10-30,34.4813,35.0589,34.4813,34.9358,125599.0
2020-10-31,34.4813,35.0589,34.4813,34.9358,125599.0
2020-11-01,34.4813,35.0589,34.4813,34.9358,125599.0
2020-11-02,35.3808,35.8636,34.7606,35.6837,146657.0
2020-11-03,36.0246,37.0423,36.0151,36.782,199230.0
2020-11-04,35.8352,35.9299,33.847,34.0364,138077.0
2020-11-05,33.9606,35.1819,33.7997,34.7275,138563.0
2020-11-06,35.163,35.5891,34.0648,34.2352,93538.0
2020-11-07,35.163,35.5891,34.0648,34.2352,93538.0
2020-11-08,35.163,35.5891,34.0648,34.2352,93538.0
2020-11-09,36.7536,37.8708,35.4092,36.5926,454052.0
2020-11-10,37.066,38.1737,36.2376,37.9938,270243.0
2020-11-11,38.0128,38.0128,36.195,36.6021,91124.0
2020-11-12,36.0435,36.3275,34.9168,35.2861,130525.0
2020-11-13,35.305,36.3086,35.305,36.0814,102852.0
2020-11-14,35.305,36.3086,35.305,36.0814,102852.0
2020-11-15,35.305,36.3086,35.305,36.0814,102852.0
2020-11-16,37.2648,37.7382,36.1572,37.7382,204327.0
2020-11-17,37.0187,37.8708,36.6589,37.795,138326.0
2020-11-18,37.8613,38.0696,36.7725,36.8009,195254.0
2020-11-19,36.5074,36.8767,36.124,36.8672,143449.0
2020-11-20,36.3275,36.5926,36.0624,36.5548,102989.0
2020-11-21,36.3275,36.5926,36.0624,36.5548,102989.0
2020-11-22,36.3275,36.5926,36.0624,36.5548,102989.0
2020-11-23,37.0849,37.1724,36.2613,36.8956,133589.0
2020-11-24,37.6057,39.13,36.9524,38.6755,232163.0
2020-11-25,38.1359,38.1359,37.2364,37.5299,106143.0
2020-11-26,38.1359,38.1359,37.2364,37.5299,106143.0
2020-11-27,37.7288,37.7288,36.4317,36.8672,50839.0
2020-11-28,37.7288,37.7288,36.4317,36.8672,50839.0
2020-11-29,37.7288,37.7288,36.4317,36.8672,50839.0
2020-11-30,36.5737,36.9997,35.6175,35.7689,139585.0
2020-12-01,36.3559,36.8293,35.5512,36.5926,115373.0
2020-12-02,36.5926,36.924,36.0908,36.7725,165495.0
2020-12-03,36.6968,37.0376,36.2234,36.8199,86294.0
2020-12-04,37.2554,37.5773,36.7536,37.5299,74545.0
2020-12-05,37.2554,37.5773,36.7536,37.5299,74545.0
2020-12-06,37.2554,37.5773,36.7536,37.5299,74545.0
2020-12-07,37.0755,37.5678,37.0281,37.4353,76248.0
2020-12-08,37.0565,38.0743,36.9713,37.8708,141584.0
2020-12-09,38.2968,38.6661,37.8234,38.3442,215928.0
2020-12-10,37.9086,38.7039,37.8518,38.6471,102389.0
2020-12-11,38.1075,38.827,38.1075,38.3442,119505.0
2020-12-12,38.1075,38.827,38.1075,38.3442,119505.0
2020-12-13,38.1075,38.827,38.1075,38.3442,119505.0
2020-12-14,38.8649,39.111,38.7702,38.8743,124751.0
2020-12-15,39.2436,39.6412,38.8175,39.3193,179039.0
2020-12-16,39.5655,39.6696,39.0448,39.3477,145321.0
2020-12-17,39.2909,39.4329,38.5619,39.2815,129130.0
2020-12-18,39.5087,39.6128,37.8424,38.0128,576481.0
2020-12-19,39.5087,39.6128,37.8424,38.0128,576481.0
2020-12-20,39.5087,39.6128,37.8424,38.0128,576481.0
2020-12-21,37.814,38.3157,37.3974,37.795,131514.0
2020-12-22,37.8708,38.2589,37.3406,37.7003,120935.0
2020-12-23,38.0128,38.4956,37.8424,38.2968,190160.0
2020-12-24,38.3442,38.3442,37.7856,38.1359,69155.0
2020-12-25,38.3442,38.3442,37.7856,38.1359,69155.0
2020-12-26,38.3442,38.3442,37.7856,38.1359,69155.0
2020-12-27,38.3442,38.3442,37.7856,38.1359,69155.0
2020-12-28,38.3442,38.7986,38.1737,38.4388,155793.0
2020-12-29,38.7039,38.7039,37.6814,37.8566,109672.0
2020-12-30,38.0136,38.7116,37.8328,38.0992,74943.0
2020-12-31,38.3181,38.5369,37.8138,38.3371,91980.0
2021-01-01,38.3181,38.5369,37.8138,38.3371,91980.0
2021-01-02,38.3181,38.5369,37.8138,38.3371,91980.0
2021-01-03,38.3181,38.5369,37.8138,38.3371,91980.0
2021-01-04,38.28,38.9461,37.5473,38.1753,133200.0
2021-01-05,38.2134,39.4884,38.2134,38.9841,158992.0
2021-01-06,39.9642,43.2946,39.9642,42.4667,365539.0
2021-01-07,42.0956,43.6086,42.0956,42.5524,248376.0
2021-01-08,42.4477,42.4675,40.3543,41.0014,217805.0
2021-01-09,42.4477,42.4675,40.3543,41.0014,217805.0
2021-01-10,42.4477,42.4675,40.3543,41.0014,217805.0
2021-01-11,40.3829,41.3344,40.0784,41.106,130763.0
2021-01-12,41.42,41.8958,41.3439,41.4105,104410.0
2021-01-13,41.2488,41.2488,40.0974,40.8872,129966.0
2021-01-14,41.3059,41.9719,40.8872,41.5533,129848.0
2021-01-15,40.6969,41.1774,39.8405,39.9547,165086.0
2021-01-16,40.6969,41.1774,39.8405,39.9547,165086.0
2021-01-17,40.6969,41.1774,39.8405,39.9547,165086.0
2021-01-18,40.6969,41.1774,39.8405,39.9547,165086.0
2021-01-19,40.3543,40.9871,39.8595,40.4305,176501.0
2021-01-20,40.0403,40.6779,39.8405,40.5637,134580.0
2021-01-21,40.5351,40.6969,39.7454,40.1735,145770.0
2021-01-22,39.6978,41.1822,39.6978,41.1346,140693.0
2021-01-23,39.6978,41.1822,39.6978,41.1346,140693.0
2021-01-24,39.6978,41.1822,39.6978,41.1346,140693.0
2021-01-25,40.6969,40.8682,38.2134,40.792,114507.0
2021-01-26,41.3915,42.7998,40.8396,41.6008,213410.0
2021-01-27,40.6683,41.8482,39.5041,39.6883,199585.0
2021-01-28,39.9261,40.5351,39.084,39.498,186614.0
2021-01-29,39.0936,40.3638,39.0032,39.0888,224184.0
2021-01-30,39.0936,40.3638,39.0032,39.0888,224184.0
2021-01-31,39.0936,40.3638,39.0032,39.0888,224184.0
2021-02-01,39.0507,40.4685,38.7843,40.2211,122918.0
2021-02-02,40.2972,40.7064,39.7454,40.5446,201489.0
2021-02-03,40.4209,40.6683,39.6502,40.5732,87805.0
2021-02-04,40.9253,41.8197,40.44,41.696,128435.0
2021-02-05,41.8673,42.1051,41.2107,41.8197,110957.0
2021-02-06,41.8673,42.1051,41.2107,41.8197,110957.0
2021-02-07,41.8673,42.1051,41.2107,41.8197,110957.0
2021-02-08,42.2384,42.8473,41.7531,42.7141,182108.0
2021-02-09,42.3621,43.3326,42.2763,43.2089,162411.0
2021-02-10,43.5229,43.9416,43.1613,43.4849,137361.0
2021-02-11,43.7513,44.0938,42.7712,43.3707,114177.0
2021-02-12,43.1423,43.9035,42.8283,43.2565,81736.0
2021-02-13,43.1423,43.9035,42.8283,43.2565,81736.0
2021-02-14,43.1423,43.9035,42.8283,43.2565,81736.0
2021-02-15,43.1423,43.9035,42.8283,43.2565,81736.0
2021-02-16,43.7608,44.1224,43.3544,43.7989,94160.0
2021-02-17,43.4753,44.0938,43.228,43.6276,121871.0
2021-02-18,43.266,43.7132,42.9425,43.5039,120119.0
2021-02-19,43.6181,44.7314,43.5134,44.7123,203313.0
2021-02-20,43.6181,44.7314,43.5134,44.7123,203313.0
2021-02-21,43.6181,44.7314,43.5134,44.7123,203313.0
2021-02-22,44.3603,46.0635,44.3603,45.7305,113830.0
2021-02-23,45.8161,47.4908,45.6163,47.3195,312528.0
2021-02-24,47.4718,48.7754,47.31,48.4804,557510.0
2021-02-25,48.9466,48.9942,47.6573,48.0522,283477.0
2021-02-26,47.7667,48.528,46.8818,47.1578,257070.0
2021-02-27,47.7667,48.528,46.8818,47.1578,257070.0
2021-02-28,47.7667,48.528,46.8818,47.1578,257070.0
2021-03-01,48.252,49.0037,47.938,48.7468,197417.0
2021-03-02,48.842,48.842,47.8048,48.3377,111629.0
2021-03-03,48.9086,50.2312,48.528,49.5937,190001.0
2021-03-04,49.8601,50.745,49.194,49.508,282304.0
2021-03-05,50.4025,52.1818,50.117,51.8298,316447.0
2021-03-06,50.4025,52.1818,50.117,51.8298,316447.0
2021-03-07,50.4025,52.1818,50.117,51.8298,316447.0
2021-03-08,52.5529,53.6757,52.1247,53.1619,319441.0
2021-03-09,53.0192,53.3587,51.5158,53.0477,258648.0
2021-03-10,53.0858,54.4179,52.3721,54.1896,380464.0
2021-03-11,53.9993,54.8271,53.5901,54.594,289164.0
2021-03-12,55.2172,56.4257,55.0459,56.359,171656.0
2021-03-13,55.2172,56.4257,55.0459,56.359,171656.0
2021-03-14,55.2172,56.4257,55.0459,56.359,171656.0
