,CBU US Equity,CBU US Equity,CBU US Equity,CBU US Equity,CBU US Equity
2020-03-31,51.4573,52.7917,50.7011,52.3113,313303.0
2020-04-01,49.9538,52.3736,49.7709,52.3647,524893.0
2020-04-02,51.4217,54.9714,51.3772,54.6956,375260.0
2020-04-03,53.8593,55.2828,52.169,53.0142,445186.0
2020-04-04,53.8593,55.2828,52.169,53.0142,445186.0
2020-04-05,53.8593,55.2828,52.169,53.0142,445186.0
2020-04-06,54.9803,55.6386,53.0142,53.8148,360329.0
2020-04-07,55.2027,55.8699,53.3433,53.7793,333633.0
2020-04-08,54.66,55.5052,53.5747,54.66,237683.0
2020-04-09,56.2881,58.3343,54.8913,57.9161,324381.0
2020-04-10,56.2881,58.3343,54.8913,57.9161,324381.0
2020-04-11,56.2881,58.3343,54.8913,57.9161,324381.0
2020-04-12,56.2881,58.3343,54.8913,57.9161,324381.0
2020-04-13,57.5603,57.5603,53.5042,54.2063,249606.0
2020-04-14,55.7632,56.1012,53.3789,54.3042,311678.0
2020-04-15,52.7117,53.6992,52.0711,52.8095,272388.0
2020-04-16,52.5515,53.7259,51.5996,53.6458,550485.0
2020-04-17,54.2241,55.434,53.6903,54.918,343361.0
2020-04-18,54.2241,55.434,53.6903,54.918,343361.0
2020-04-19,54.2241,55.434,53.6903,54.918,343361.0
2020-04-20,54.7757,56.2703,53.9127,54.3575,311994.0
2020-04-21,52.3202,53.4056,51.911,53.0853,277261.0
2020-04-22,53.9483,54.6066,51.7197,52.169,230720.0
2020-04-23,52.2491,53.3878,52.2135,52.8629,234652.0
2020-04-24,53.0231,53.8593,52.8896,53.37,268299.0
2020-04-25,53.0231,53.8593,52.8896,53.37,268299.0
2020-04-26,53.0231,53.8593,52.8896,53.37,268299.0
2020-04-27,53.8237,55.9411,53.6191,55.2739,244287.0
2020-04-28,56.813,57.4357,55.9945,56.5016,224439.0
2020-04-29,57.9695,60.2826,56.9553,59.1438,324542.0
2020-04-30,57.587,57.6136,55.3984,55.5941,687771.0
2020-05-01,54.4465,54.7312,52.596,53.5835,370695.0
2020-05-02,54.4465,54.7312,52.596,53.5835,370695.0
2020-05-03,54.4465,54.7312,52.596,53.5835,370695.0
2020-05-04,52.9252,53.9394,52.3825,53.5657,232844.0
2020-05-05,54.4376,55.1315,53.5568,53.8504,253580.0
2020-05-06,54.3664,54.3664,51.6708,51.9733,276668.0
2020-05-07,52.6138,52.7028,51.0658,51.1548,307010.0
2020-05-08,52.4448,52.7651,51.6441,52.4359,185507.0
2020-05-09,52.4448,52.7651,51.6441,52.4359,185507.0
2020-05-10,52.4448,52.7651,51.6441,52.4359,185507.0
2020-05-11,51.5551,51.564,50.0427,50.6477,303814.0
2020-05-12,50.7278,50.8256,48.1656,48.3168,287934.0
2020-05-13,47.8631,48.1211,45.7279,46.6532,323171.0
2020-05-14,45.5233,47.1825,44.1266,46.9912,497473.0
2020-05-15,46.7066,47.1247,46.0304,46.1995,578835.0
2020-05-16,46.7066,47.1247,46.0304,46.1995,578835.0
2020-05-17,46.7066,47.1247,46.0304,46.1995,578835.0
2020-05-18,47.5517,50.3204,47.5517,49.847,375837.0
2020-05-19,49.2509,50.0694,47.7208,47.8008,238045.0
2020-05-20,48.7972,50.274,48.7972,50.1762,305358.0
2020-05-21,49.9805,50.8612,49.8381,49.9449,156619.0
2020-05-22,50.6032,50.621,49.2954,49.7492,134111.0
2020-05-23,50.6032,50.621,49.2954,49.7492,134111.0
2020-05-24,50.6032,50.621,49.2954,49.7492,134111.0
2020-05-25,50.6032,50.621,49.2954,49.7492,134111.0
2020-05-26,51.9644,52.8273,51.3327,52.4893,226134.0
2020-05-27,54.7401,56.3592,53.4946,56.1991,343790.0
2020-05-28,56.9375,56.982,53.5124,53.8059,257711.0
2020-05-29,52.7829,53.3344,51.9911,52.8629,295243.0
2020-05-30,52.7829,53.3344,51.9911,52.8629,295243.0
2020-05-31,52.7829,53.3344,51.9911,52.8629,295243.0
2020-06-01,53.0675,53.6725,52.3825,52.4448,180065.0
2020-06-02,53.032,53.2455,51.7331,52.3113,155206.0
2020-06-03,53.6013,54.8557,53.4412,54.0551,201386.0
2020-06-04,53.7348,54.7668,53.0497,54.2508,232685.0
2020-06-05,57.2044,58.272,56.0212,57.6581,302420.0
2020-06-06,57.2044,58.272,56.0212,57.6581,302420.0
2020-06-07,57.2044,58.272,56.0212,57.6581,302420.0
2020-06-08,58.53,58.9303,57.0354,57.2311,298743.0
2020-06-09,55.9233,57.5069,55.4518,56.1101,228990.0
2020-06-10,55.8699,56.1101,54.0017,54.0106,303621.0
2020-06-11,51.5107,51.6352,49.6869,50.2029,410981.0
2020-06-12,52.2999,52.2999,48.9303,50.5793,335075.0
2020-06-13,52.2999,52.2999,48.9303,50.5793,335075.0
2020-06-14,52.2999,52.2999,48.9303,50.5793,335075.0
2020-06-15,49.02,52.3358,48.9841,51.4306,308382.0
2020-06-16,53.2588,53.8323,51.7801,52.2461,359947.0
2020-06-17,52.3716,52.8645,50.7944,50.8392,218150.0
2020-06-18,50.1312,51.4575,50.1312,50.9825,193741.0
2020-06-19,51.4486,51.4486,49.7279,50.4807,558572.0
2020-06-20,51.4486,51.4486,49.7279,50.4807,558572.0
2020-06-21,51.4486,51.4486,49.7279,50.4807,558572.0
2020-06-22,50.0326,50.8795,49.5487,50.3104,230198.0
2020-06-23,51.1976,51.5292,49.5128,49.5218,187464.0
2020-06-24,48.7511,49.1096,47.604,47.7474,277079.0
2020-06-25,47.4517,49.468,47.2097,49.4053,289194.0
2020-06-26,48.4195,48.4195,46.8423,47.0663,674834.0
2020-06-27,48.4195,48.4195,46.8423,47.0663,674834.0
2020-06-28,48.4195,48.4195,46.8423,47.0663,674834.0
2020-06-29,47.9894,49.9788,47.6892,49.9609,322857.0
2020-06-30,49.4591,51.4217,49.4591,51.0991,278048.0
2020-07-01,51.2962,51.3052,49.253,49.2798,207912.0
2020-07-02,50.7047,51.1349,49.2709,49.468,188572.0
2020-07-03,50.7047,51.1349,49.2709,49.468,188572.0
2020-07-04,50.7047,51.1349,49.2709,49.468,188572.0
2020-07-05,50.7047,51.1349,49.2709,49.468,188572.0
2020-07-06,50.7764,51.0946,49.5308,49.8175,173899.0
2020-07-07,49.2261,49.5308,48.2672,48.6884,236334.0
2020-07-08,48.3747,49.0424,47.0484,47.7922,286958.0
2020-07-09,47.4965,47.6488,46.0716,46.8602,336480.0
2020-07-10,46.8602,49.3067,46.8602,49.253,521171.0
2020-07-11,46.8602,49.3067,46.8602,49.253,521171.0
2020-07-12,46.8602,49.3067,46.8602,49.253,521171.0
2020-07-13,49.7369,50.6151,48.778,49.9072,354112.0
2020-07-14,49.7279,50.0954,48.6077,49.253,280386.0
2020-07-15,50.6868,51.7891,50.2746,51.2245,232034.0
2020-07-16,50.9377,51.8966,50.4717,51.2872,180199.0
2020-07-17,51.2245,51.4127,50.5972,50.6868,228601.0
2020-07-18,51.2245,51.4127,50.5972,50.6868,228601.0
2020-07-19,51.2245,51.4127,50.5972,50.6868,228601.0
2020-07-20,50.3732,50.8392,50.1581,50.3642,230293.0
2020-07-21,51.1976,53.0706,51.1887,53.0437,190530.0
2020-07-22,52.4254,52.7659,51.4754,51.9862,164079.0
2020-07-23,51.6636,53.0975,51.6636,53.0258,254816.0
2020-07-24,53.3574,53.8951,52.7301,53.0616,233754.0
2020-07-25,53.3574,53.8951,52.7301,53.0616,233754.0
2020-07-26,53.3574,53.8951,52.7301,53.0616,233754.0
2020-07-27,54.6478,55.2393,51.4306,51.9325,380948.0
2020-07-28,51.5202,51.9325,51.3186,51.4575,252836.0
2020-07-29,51.2604,53.0437,51.2604,52.9631,176837.0
2020-07-30,51.8518,52.5598,51.2424,52.282,166649.0
2020-07-31,51.8877,52.1027,50.1939,50.3911,1308004.0
2020-08-01,51.8877,52.1027,50.1939,50.3911,1308004.0
2020-08-02,51.8877,52.1027,50.1939,50.3911,1308004.0
2020-08-03,50.5882,51.0991,49.8175,50.0774,212551.0
2020-08-04,49.7996,50.185,48.9124,49.701,169423.0
2020-08-05,50.0954,51.2604,49.8623,50.9109,346560.0
2020-08-06,50.5793,51.1439,50.3418,50.875,206912.0
2020-08-07,50.8123,53.3215,50.5345,53.2767,204731.0
2020-08-08,50.8123,53.3215,50.5345,53.2767,204731.0
2020-08-09,50.8123,53.3215,50.5345,53.2767,204731.0
2020-08-10,53.3843,55.0332,53.205,53.8234,215978.0
2020-08-11,54.9525,56.0503,54.5089,54.8181,273593.0
2020-08-12,55.9114,55.9114,53.8682,54.4507,183382.0
2020-08-13,53.8682,54.4068,53.4828,53.5456,133873.0
2020-08-14,52.8376,54.2177,52.8376,53.8951,223999.0
2020-08-15,52.8376,54.2177,52.8376,53.8951,223999.0
2020-08-16,52.8376,54.2177,52.8376,53.8951,223999.0
2020-08-17,53.5097,53.9623,52.972,53.2319,186977.0
2020-08-18,53.0885,53.3126,52.4211,52.6136,188662.0
2020-08-19,52.6494,53.5366,52.5374,53.0885,203931.0
2020-08-20,52.515,52.9541,52.3178,52.515,163122.0
2020-08-21,51.9056,52.6673,51.8339,52.3537,179984.0
2020-08-22,51.9056,52.6673,51.8339,52.3537,179984.0
2020-08-23,51.9056,52.6673,51.8339,52.3537,179984.0
2020-08-24,52.8734,53.9354,52.2461,53.8413,128944.0
2020-08-25,54.6658,54.9257,53.8323,54.4955,168464.0
2020-08-26,54.388,54.612,53.6173,53.7965,227864.0
2020-08-27,53.8771,54.9794,53.4918,54.6658,167357.0
2020-08-28,55.2303,55.2303,54.2715,54.6478,177963.0
2020-08-29,55.2303,55.2303,54.2715,54.6478,177963.0
2020-08-30,55.2303,55.2303,54.2715,54.6478,177963.0
2020-08-31,54.4417,54.9167,53.913,53.922,239588.0
2020-09-01,53.456,54.7195,53.2857,54.6478,202893.0
2020-09-02,54.3611,55.3289,54.0385,54.5045,165532.0
2020-09-03,54.9705,55.9025,54.4148,54.8002,142178.0
2020-09-04,56.01,56.5567,54.9077,55.9383,187511.0
2020-09-05,56.01,56.5567,54.9077,55.9383,187511.0
2020-09-06,56.01,56.5567,54.9077,55.9383,187511.0
2020-09-07,56.01,56.5567,54.9077,55.9383,187511.0
2020-09-08,55.2662,55.3065,53.2946,53.6352,215070.0
2020-09-09,53.904,54.1191,52.9003,52.981,220027.0
2020-09-10,53.1871,53.5187,52.5688,52.5777,229198.0
2020-09-11,52.5956,52.6046,51.7532,52.273,239040.0
2020-09-12,52.5956,52.6046,51.7532,52.273,239040.0
2020-09-13,52.5956,52.6046,51.7532,52.273,239040.0
2020-09-14,52.264,53.4916,52.1918,52.8146,175853.0
2020-09-15,52.8778,52.9229,51.7946,52.3903,133125.0
2020-09-16,52.282,53.0222,51.948,52.3723,286744.0
2020-09-17,51.8217,52.1918,51.2801,51.9751,265055.0
2020-09-18,52.0925,52.7785,51.3884,52.1737,689606.0
2020-09-19,52.0925,52.7785,51.3884,52.1737,689606.0
2020-09-20,52.0925,52.7785,51.3884,52.1737,689606.0
2020-09-21,51.2079,51.587,48.4457,49.0686,412539.0
2020-09-22,49.1769,49.6824,48.3464,48.5089,268729.0
2020-09-23,48.6082,49.2899,47.2993,47.3264,198143.0
2020-09-24,47.6424,48.7978,47.2723,48.0215,164522.0
2020-09-25,47.6333,48.527,47.507,48.1208,160018.0
2020-09-26,47.6333,48.527,47.507,48.1208,160018.0
2020-09-27,47.6333,48.527,47.507,48.1208,160018.0
2020-09-28,48.6714,49.4296,48.3374,49.1317,220330.0
2020-09-29,49.0325,49.0325,47.9041,48.6263,144626.0
2020-09-30,48.527,49.7365,48.527,49.1588,271413.0
2020-10-01,49.0505,49.4928,48.3825,49.0595,133872.0
2020-10-02,48.4186,49.908,48.4186,49.7365,153196.0
2020-10-03,48.4186,49.908,48.4186,49.7365,153196.0
2020-10-04,48.4186,49.908,48.4186,49.7365,153196.0
2020-10-05,50.2149,51.2801,50.1879,50.8829,132075.0
2020-10-06,51.6592,53.0854,51.0725,51.5057,268051.0
2020-10-07,52.0473,52.9861,51.3974,51.7765,221079.0
2020-10-08,52.3633,53.2569,51.7404,52.9229,163361.0
2020-10-09,53.3742,53.4735,52.4219,52.6972,154247.0
2020-10-10,53.3742,53.4735,52.4219,52.6972,154247.0
2020-10-11,53.3742,53.4735,52.4219,52.6972,154247.0
2020-10-12,52.4896,53.4374,52.4896,53.284,116595.0
2020-10-13,52.8056,52.9771,51.4922,51.6321,179628.0
2020-10-14,51.4877,51.957,50.6482,50.6663,129648.0
2020-10-15,50.2781,51.8894,50.2781,51.8307,147469.0
2020-10-16,51.8487,52.1827,51.1718,51.7224,101707.0
2020-10-17,51.8487,52.1827,51.1718,51.7224,101707.0
2020-10-18,51.8487,52.1827,51.1718,51.7224,101707.0
2020-10-19,52.1918,52.2911,50.6392,50.7385,126695.0
2020-10-20,51.3162,52.3181,51.3162,51.605,138996.0
2020-10-21,51.7585,52.3452,51.1898,52.1737,127143.0
2020-10-22,52.282,53.5909,51.9029,53.5819,243110.0
2020-10-23,53.7082,54.6199,52.5709,53.1847,220609.0
2020-10-24,53.7082,54.6199,52.5709,53.1847,220609.0
2020-10-25,53.7082,54.6199,52.5709,53.1847,220609.0
2020-10-26,52.6972,54.5296,52.1105,54.2859,266238.0
2020-10-27,53.9971,54.4619,52.3903,52.4626,214962.0
2020-10-28,51.5509,52.2685,50.4632,50.7475,218185.0
2020-10-29,50.3774,51.5599,49.6011,51.3974,195358.0
2020-10-30,51.244,52.7695,51.244,52.3452,757708.0
2020-10-31,51.244,52.7695,51.244,52.3452,757708.0
2020-11-01,51.244,52.7695,51.244,52.3452,757708.0
2020-11-02,53.3111,53.5367,52.3091,53.5187,204980.0
2020-11-03,54.5026,55.3375,53.9881,54.9449,225190.0
2020-11-04,53.3291,53.9745,50.8648,50.919,156166.0
2020-11-05,50.8287,53.1034,50.8287,52.616,150312.0
2020-11-06,53.2027,53.3652,51.5689,51.6231,152341.0
2020-11-07,53.2027,53.3652,51.5689,51.6231,152341.0
2020-11-08,53.2027,53.3652,51.5689,51.6231,152341.0
2020-11-09,55.9829,60.0187,55.5677,58.2215,393848.0
2020-11-10,58.8895,59.729,58.05,59.2867,346718.0
2020-11-11,59.2776,59.2776,56.6509,57.373,155464.0
2020-11-12,56.335,57.021,55.8836,56.7682,251525.0
2020-11-13,57.1564,57.8875,56.687,57.4452,187539.0
2020-11-14,57.1564,57.8875,56.687,57.4452,187539.0
2020-11-15,57.1564,57.8875,56.687,57.4452,187539.0
2020-11-16,59.0339,59.9817,58.4021,59.8914,277376.0
2020-11-17,58.9075,59.8734,58.4833,59.6387,206876.0
2020-11-18,59.9637,60.1532,58.1854,58.1854,159297.0
2020-11-19,57.7882,58.7631,57.2602,58.6277,120045.0
2020-11-20,57.9868,58.4201,57.689,58.2396,200936.0
2020-11-21,57.9868,58.4201,57.689,58.2396,200936.0
2020-11-22,57.9868,58.4201,57.689,58.2396,200936.0
2020-11-23,58.9075,58.9075,58.1403,58.1674,270862.0
2020-11-24,59.3408,60.7851,58.7902,60.5775,249102.0
2020-11-25,60.0991,60.4962,59.1422,59.3498,212084.0
2020-11-26,60.0991,60.4962,59.1422,59.3498,212084.0
2020-11-27,59.1152,59.1152,57.6167,58.5826,77582.0
2020-11-28,59.1152,59.1152,57.6167,58.5826,77582.0
2020-11-29,59.1152,59.1152,57.6167,58.5826,77582.0
2020-11-30,57.7431,58.5194,56.0551,56.1905,247669.0
2020-12-01,57.3369,57.8605,56.3575,57.0661,205333.0
2020-12-02,56.8856,58.0861,56.6238,57.9688,126113.0
2020-12-03,57.7702,58.0275,56.9127,57.0932,144895.0
2020-12-04,57.9146,58.4833,57.3911,58.4833,254587.0
2020-12-05,57.9146,58.4833,57.3911,58.4833,254587.0
2020-12-06,57.9146,58.4833,57.3911,58.4833,254587.0
2020-12-07,57.7882,58.6638,56.9849,58.1493,184059.0
2020-12-08,57.5355,58.8624,57.5355,58.709,248367.0
2020-12-09,59.2325,59.386,58.5059,58.6999,156771.0
2020-12-10,58.1583,58.6909,58.0139,58.5916,129539.0
2020-12-11,57.7648,58.7824,57.7648,58.4371,145115.0
2020-12-12,57.7648,58.7824,57.7648,58.4371,145115.0
2020-12-13,57.7648,58.7824,57.7648,58.4371,145115.0
2020-12-14,59.1912,60.1906,58.6098,58.6188,229399.0
2020-12-15,58.9823,59.9816,58.0737,59.6455,198765.0
2020-12-16,59.9816,60.1088,59.2094,59.3457,161699.0
2020-12-17,59.5001,59.5001,58.319,58.6915,174937.0
2020-12-18,58.6734,59.0277,57.0607,57.1743,668452.0
2020-12-19,58.6734,59.0277,57.0607,57.1743,668452.0
2020-12-20,58.6734,59.0277,57.0607,57.1743,668452.0
2020-12-21,57.0652,57.5922,56.0204,56.5201,266125.0
2020-12-22,56.6291,56.6291,55.5752,55.657,182184.0
2020-12-23,55.8932,57.0016,55.8932,56.9108,207673.0
2020-12-24,57.2106,57.2106,55.8751,56.9108,92350.0
2020-12-25,57.2106,57.2106,55.8751,56.9108,92350.0
2020-12-26,57.2106,57.2106,55.8751,56.9108,92350.0
2020-12-27,57.2106,57.2106,55.8751,56.9108,92350.0
2020-12-28,57.574,57.5876,56.8018,57.1743,283960.0
2020-12-29,57.4741,57.5649,56.2748,56.5837,182783.0
2020-12-30,56.5201,57.1924,56.1976,56.3748,183191.0
2020-12-31,56.2021,56.8199,55.8024,56.611,169299.0
2021-01-01,56.2021,56.8199,55.8024,56.611,169299.0
2021-01-02,56.2021,56.8199,55.8024,56.611,169299.0
2021-01-03,56.2021,56.8199,55.8024,56.611,169299.0
2021-01-04,56.9108,57.6467,55.6343,56.3566,286051.0
2021-01-05,56.3475,58.1964,56.3475,57.4468,253307.0
2021-01-06,59.0549,62.68,58.6279,61.6079,461656.0
2021-01-07,62.1712,62.6164,61.4893,61.9804,252296.0
2021-01-08,61.9713,61.9713,59.4729,60.5995,262281.0
2021-01-09,61.9713,61.9713,59.4729,60.5995,262281.0
2021-01-10,61.9713,61.9713,59.4729,60.5995,262281.0
2021-01-11,60.0089,61.2445,60.0089,61.1718,153324.0
2021-01-12,61.5807,62.044,60.9901,61.2718,165826.0
2021-01-13,60.9265,61.3081,60.0089,60.2724,169993.0
2021-01-14,60.7902,62.2802,60.445,62.0531,282507.0
2021-01-15,60.5268,62.3393,60.5177,62.144,395694.0
2021-01-16,60.5268,62.3393,60.5177,62.144,395694.0
2021-01-17,60.5268,62.3393,60.5177,62.144,395694.0
2021-01-18,60.5268,62.3393,60.5177,62.144,395694.0
2021-01-19,62.5801,62.6891,61.399,62.0077,277841.0
2021-01-20,61.8078,62.8526,61.2173,62.4165,325298.0
2021-01-21,62.5346,62.6982,61.2354,61.7806,259668.0
2021-01-22,61.2809,64.1427,60.8448,64.1246,366866.0
2021-01-23,61.2809,64.1427,60.8448,64.1246,366866.0
2021-01-24,61.2809,64.1427,60.8448,64.1246,366866.0
2021-01-25,62.7981,64.1609,60.5268,61.726,548949.0
2021-01-26,62.0077,62.3711,60.6994,61.2536,334501.0
2021-01-27,60.1361,61.0901,58.8187,59.5365,373012.0
2021-01-28,60.4268,60.9629,59.4456,59.7636,370655.0
2021-01-29,59.5819,60.0907,58.4462,58.9187,781297.0
2021-01-30,59.5819,60.0907,58.4462,58.9187,781297.0
2021-01-31,59.5819,60.0907,58.4462,58.9187,781297.0
2021-02-01,59.273,60.2224,58.3644,59.9453,210432.0
2021-02-02,60.5449,61.2536,59.8136,60.7993,303179.0
2021-02-03,60.4904,60.8538,59.7182,60.6085,194810.0
2021-02-04,60.7539,62.3257,60.7539,61.9441,228295.0
2021-02-05,62.3348,62.362,60.922,62.044,158762.0
2021-02-06,62.3348,62.362,60.922,62.044,158762.0
2021-02-07,62.3348,62.362,60.922,62.044,158762.0
2021-02-08,62.3166,63.2433,61.5398,63.2342,220529.0
2021-02-09,62.889,64.5062,62.8799,64.488,211605.0
2021-02-10,64.6879,64.8696,63.6158,63.8248,259351.0
2021-02-11,63.9338,64.7424,62.6618,63.7248,232162.0
2021-02-12,63.6885,64.4062,63.0888,63.6431,137112.0
2021-02-13,63.6885,64.4062,63.0888,63.6431,137112.0
2021-02-14,63.6885,64.4062,63.0888,63.6431,137112.0
2021-02-15,63.6885,64.4062,63.0888,63.6431,137112.0
2021-02-16,64.2972,64.379,63.5249,63.8974,152314.0
2021-02-17,63.6431,63.9338,63.1888,63.5613,206997.0
2021-02-18,63.3069,63.7566,62.8981,63.2978,223836.0
2021-02-19,63.7066,63.7884,63.216,63.5976,257018.0
2021-02-20,63.7066,63.7884,63.216,63.5976,257018.0
2021-02-21,63.7066,63.7884,63.216,63.5976,257018.0
2021-02-22,63.316,65.2966,63.1161,65.2239,270527.0
2021-02-23,65.4692,66.3232,64.597,65.6691,216414.0
2021-02-24,66.1597,67.2227,66.1324,66.9229,215299.0
2021-02-25,67.5952,67.7406,65.7145,65.8871,173957.0
2021-02-26,65.551,65.978,64.488,64.6788,235233.0
2021-02-27,65.551,65.978,64.488,64.6788,235233.0
2021-02-28,65.551,65.978,64.488,64.6788,235233.0
2021-03-01,65.9235,66.3687,65.3148,66.2687,176488.0
2021-03-02,66.0234,66.1597,64.915,65.3329,161109.0
2021-03-03,65.6691,68.0949,65.5328,66.4686,194968.0
2021-03-04,66.3687,68.3765,65.8145,66.5413,222859.0
2021-03-05,67.9041,68.4674,66.9047,68.3856,252504.0
2021-03-06,67.9041,68.4674,66.9047,68.3856,252504.0
2021-03-07,67.9041,68.4674,66.9047,68.3856,252504.0
2021-03-08,69.3759,70.9114,68.5128,70.6479,294056.0
2021-03-09,70.1028,72.1833,68.1767,70.9114,320127.0
2021-03-10,70.9114,72.6921,70.9114,72.1651,348364.0
2021-03-11,71.72,73.1191,71.72,73.0737,210115.0
2021-03-12,74.0235,75.3752,73.7769,75.3113,343897.0
2021-03-13,74.0235,75.3752,73.7769,75.3113,343897.0
2021-03-14,74.0235,75.3752,73.7769,75.3113,343897.0
