,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity
2020-02-27,77.595,79.385,75.5241,75.6119,383079.0
2020-02-28,74.1465,74.4536,70.6717,72.0757,532017.0
2020-02-29,74.1465,74.4536,70.6717,72.0757,532017.0
2020-03-01,74.1465,74.4536,70.6717,72.0757,532017.0
2020-03-02,72.2863,76.0243,72.0888,75.9804,381237.0
2020-03-03,75.8313,77.2966,74.401,74.9713,360533.0
2020-03-04,75.9629,78.7006,75.9366,78.2443,251855.0
2020-03-05,76.6298,76.9457,75.4715,76.4367,377254.0
2020-03-06,74.0763,77.4985,73.1988,77.3317,482213.0
2020-03-07,74.0763,77.4985,73.1988,77.3317,482213.0
2020-03-08,74.0763,77.4985,73.1988,77.3317,482213.0
2020-03-09,74.1641,74.7958,71.2614,73.076,595858.0
2020-03-10,74.4273,74.6993,70.7068,74.1992,463428.0
2020-03-11,72.4969,72.9268,68.7237,70.3032,542131.0
2020-03-12,65.9158,67.6181,57.7816,62.3269,572499.0
2020-03-13,65.4946,69.3116,60.572,69.3029,616165.0
2020-03-14,65.4946,69.3116,60.572,69.3029,616165.0
2020-03-15,65.4946,69.3116,60.572,69.3029,616165.0
2020-03-16,60.5457,64.8058,58.4485,60.8703,712277.0
2020-03-17,62.3006,75.3662,61.9672,74.3571,681810.0
2020-03-18,69.5661,70.3251,61.4977,63.3536,739522.0
2020-03-19,63.2746,70.0136,60.5983,66.8459,602213.0
2020-03-20,67.2671,67.8375,57.9133,59.6243,699632.0
2020-03-21,67.2671,67.8375,57.9133,59.6243,699632.0
2020-03-22,67.2671,67.8375,57.9133,59.6243,699632.0
2020-03-23,58.4134,62.8798,55.8687,59.3348,621689.0
2020-03-24,61.0897,63.5905,59.2119,63.2922,442153.0
2020-03-25,62.8447,65.7228,57.5184,63.0377,731389.0
2020-03-26,63.4677,69.0659,63.4677,68.2762,358647.0
2020-03-27,65.0822,71.9353,64.7312,69.6626,303471.0
2020-03-28,65.0822,71.9353,64.7312,69.6626,303471.0
2020-03-29,65.0822,71.9353,64.7312,69.6626,303471.0
2020-03-30,70.3646,74.5063,69.0396,73.2866,422765.0
2020-03-31,72.453,74.2869,70.7331,73.3743,486285.0
2020-04-01,69.6977,71.4483,66.5169,67.9077,359517.0
2020-04-02,67.3461,71.1543,66.8635,69.2765,259209.0
2020-04-03,69.0221,69.9346,67.0302,68.3815,313491.0
2020-04-04,69.0221,69.9346,67.0302,68.3815,313491.0
2020-04-05,69.0221,69.9346,67.0302,68.3815,313491.0
2020-04-06,71.4263,75.5943,70.2067,75.3048,335383.0
2020-04-07,77.3581,77.4985,71.9528,72.6636,286431.0
2020-04-08,73.5498,76.5947,72.1196,75.8313,298954.0
2020-04-09,77.6125,80.7276,76.9667,79.9027,280692.0
2020-04-10,77.6125,80.7276,76.9667,79.9027,280692.0
2020-04-11,77.6125,80.7276,76.9667,79.9027,280692.0
2020-04-12,77.6125,80.7276,76.9667,79.9027,280692.0
2020-04-13,78.7445,78.8673,75.8225,76.349,216382.0
2020-04-14,78.841,79.464,76.3139,79.1832,272148.0
2020-04-15,76.1823,77.5511,74.752,74.9889,209202.0
2020-04-16,75.0328,76.1208,73.2778,75.3662,228844.0
2020-04-17,77.0422,78.4461,76.2963,77.8758,251845.0
2020-04-18,77.0422,78.4461,76.2963,77.8758,251845.0
2020-04-19,77.0422,78.4461,76.2963,77.8758,251845.0
2020-04-20,76.3226,76.8647,73.2252,73.699,296231.0
2020-04-21,71.5755,75.2521,71.5755,74.8046,303984.0
2020-04-22,76.3402,77.2835,74.7695,76.3139,256769.0
2020-04-23,75.7698,76.9193,74.129,75.2346,188184.0
2020-04-24,75.6031,76.7877,74.8792,76.3841,388127.0
2020-04-25,75.6031,76.7877,74.8792,76.3841,388127.0
2020-04-26,75.6031,76.7877,74.8792,76.3841,388127.0
2020-04-27,76.3928,77.6389,75.8357,75.9102,280355.0
2020-04-28,78.7269,79.1788,74.2606,74.3396,490065.0
2020-04-29,76.6298,76.6298,71.7335,72.5056,444359.0
2020-04-30,71.3825,71.3825,69.3906,69.9434,501928.0
2020-05-01,68.8817,69.2239,67.7936,69.0133,307670.0
2020-05-02,68.8817,69.2239,67.7936,69.0133,307670.0
2020-05-03,68.8817,69.2239,67.7936,69.0133,307670.0
2020-05-04,68.1358,70.3207,68.0042,70.0663,248066.0
2020-05-05,71.049,71.5316,69.6977,70.2242,222514.0
2020-05-06,70.0399,70.0399,67.1004,67.1355,204005.0
2020-05-07,68.5921,69.6539,68.1885,68.6799,210544.0
2020-05-08,69.8732,71.1807,69.6363,70.9964,294675.0
2020-05-09,69.8732,71.1807,69.6363,70.9964,294675.0
2020-05-10,69.8732,71.1807,69.6363,70.9964,294675.0
2020-05-11,70.0575,71.2509,68.6886,70.0312,379097.0
2020-05-12,69.7485,70.1107,68.2996,68.3703,253400.0
2020-05-13,67.7165,67.9992,65.7729,67.372,335413.0
2020-05-14,66.2323,66.621,63.8293,66.5592,447585.0
2020-05-15,66.8066,67.1776,64.5449,66.4709,992341.0
2020-05-16,66.8066,67.1776,64.5449,66.4709,992341.0
2020-05-17,66.8066,67.1776,64.5449,66.4709,992341.0
2020-05-18,69.0859,71.8952,68.5558,71.2592,407385.0
2020-05-19,70.5259,71.5507,67.7607,67.902,247465.0
2020-05-20,68.7502,69.6954,68.2289,69.2537,247518.0
2020-05-21,68.7678,70.1902,68.7678,69.0064,265593.0
2020-05-22,69.3244,69.5541,68.8297,69.3862,136403.0
2020-05-23,69.3244,69.5541,68.8297,69.3862,136403.0
2020-05-24,69.3244,69.5541,68.8297,69.3862,136403.0
2020-05-25,69.3244,69.5541,68.8297,69.3862,136403.0
2020-05-26,71.5419,72.0896,70.0842,70.4287,211680.0
2020-05-27,71.8599,73.0261,71.0383,72.6727,309058.0
2020-05-28,74.2187,75.4997,73.5915,74.4219,439008.0
2020-05-29,73.3176,74.4926,72.8847,74.1834,336275.0
2020-05-30,73.3176,74.4926,72.8847,74.1834,336275.0
2020-05-31,73.3176,74.4926,72.8847,74.1834,336275.0
2020-06-01,74.2364,74.7223,73.2293,73.2646,289362.0
2020-06-02,73.7682,74.042,72.2486,73.0437,181259.0
2020-06-03,73.7328,75.323,73.7328,74.3071,193212.0
2020-06-04,73.3794,73.671,71.988,72.6815,179900.0
2020-06-05,73.9714,76.0386,73.1056,73.3176,290355.0
2020-06-06,73.9714,76.0386,73.1056,73.3176,290355.0
2020-06-07,73.9714,76.0386,73.1056,73.3176,290355.0
2020-06-08,73.9183,75.1552,73.1674,74.6516,343305.0
2020-06-09,73.6798,74.9255,72.0233,74.1657,392286.0
2020-06-10,73.7682,74.2541,72.6638,72.867,268487.0
2020-06-11,71.162,71.162,67.2925,67.7695,326697.0
2020-06-12,69.8633,69.8633,65.7464,67.9639,285228.0
2020-06-13,69.8633,69.8633,65.7464,67.9639,285228.0
2020-06-14,69.8633,69.8633,65.7464,67.9639,285228.0
2020-06-15,66.1086,68.9533,65.6492,68.5735,211767.0
2020-06-16,70.7909,71.3298,68.812,69.3067,207780.0
2020-06-17,69.2714,69.2714,67.0363,67.3366,193460.0
2020-06-18,66.5062,67.9285,66.5062,67.4515,169402.0
2020-06-19,67.4603,68.357,65.7376,65.8259,584705.0
2020-06-20,67.4603,68.357,65.7376,65.8259,584705.0
2020-06-21,67.4603,68.357,65.7376,65.8259,584705.0
2020-06-22,65.3842,67.6988,64.4919,66.9126,264028.0
2020-06-23,68.0257,68.0257,65.9938,66.6299,182980.0
2020-06-24,65.7994,66.6343,64.8541,66.2235,245486.0
2020-06-25,65.6492,65.8171,64.0325,65.4195,276714.0
2020-06-26,65.022,65.7376,64.165,64.9425,569423.0
2020-06-27,65.022,65.7376,64.165,64.9425,569423.0
2020-06-28,65.022,65.7376,64.165,64.9425,569423.0
2020-06-29,65.8701,66.4002,64.9248,66.1263,235028.0
2020-06-30,66.2058,68.2643,66.2058,68.0699,337019.0
2020-07-01,67.8844,68.5558,67.6017,68.0257,263925.0
2020-07-02,68.9533,69.024,67.9992,68.3349,201811.0
2020-07-03,68.9533,69.024,67.9992,68.3349,201811.0
2020-07-04,68.9533,69.024,67.9992,68.3349,201811.0
2020-07-05,68.9533,69.024,67.9992,68.3349,201811.0
2020-07-06,69.024,69.7661,67.3587,67.4868,167030.0
2020-07-07,66.6917,67.4073,65.7288,66.5857,353904.0
2020-07-08,66.2412,66.9568,65.1943,66.6299,245066.0
2020-07-09,66.0203,66.5062,64.2004,65.4372,220663.0
2020-07-10,65.6139,66.9126,65.3047,66.3825,188788.0
2020-07-11,65.6139,66.9126,65.3047,66.3825,188788.0
2020-07-12,65.6139,66.9126,65.3047,66.3825,188788.0
2020-07-13,66.7712,68.2996,66.1793,66.8684,223465.0
2020-07-14,66.8596,67.4515,65.8348,66.5239,239520.0
2020-07-15,67.5663,68.9533,66.6299,66.6475,202374.0
2020-07-16,66.8331,67.5045,65.5344,66.0645,175081.0
2020-07-17,66.1263,66.9214,66.0821,66.303,208276.0
2020-07-18,66.1263,66.9214,66.0821,66.303,208276.0
2020-07-19,66.1263,66.9214,66.0821,66.303,208276.0
2020-07-20,65.8701,66.1793,65.1678,65.2782,162172.0
2020-07-21,65.8613,67.1158,65.4284,67.0363,274336.0
2020-07-22,66.409,68.865,66.3118,68.6441,316772.0
2020-07-23,69.0682,70.3315,68.8473,69.828,264855.0
2020-07-24,69.7926,70.6584,68.0257,68.2466,180544.0
2020-07-25,69.7926,70.6584,68.0257,68.2466,180544.0
2020-07-26,69.7926,70.6584,68.0257,68.2466,180544.0
2020-07-27,67.8402,68.1229,67.0628,67.4868,190818.0
2020-07-28,66.2147,69.4658,66.2147,68.3614,275150.0
2020-07-29,68.3349,68.8473,67.8402,68.5911,278847.0
2020-07-30,67.7784,68.0655,67.2748,67.6193,196107.0
2020-07-31,67.0539,67.4957,65.3135,66.8772,279480.0
2020-08-01,67.0539,67.4957,65.3135,66.8772,279480.0
2020-08-02,67.0539,67.4957,65.3135,66.8772,279480.0
2020-08-03,66.8772,66.8772,65.0441,65.8613,259292.0
2020-08-04,65.4991,66.3737,65.2899,65.8701,202659.0
2020-08-05,66.409,66.5504,65.0308,65.5167,175099.0
2020-08-06,65.4107,66.2588,65.1722,66.1881,222169.0
2020-08-07,65.7818,68.4675,65.7818,67.9992,152288.0
2020-08-08,65.7818,68.4675,65.7818,67.9992,152288.0
2020-08-09,65.7818,68.4675,65.7818,67.9992,152288.0
2020-08-10,68.4763,68.7855,67.7607,67.9992,209896.0
2020-08-11,69.3774,69.6954,67.5133,67.8137,187894.0
2020-08-12,68.4321,68.9003,68.0257,68.4233,299299.0
2020-08-13,67.8183,68.0318,66.8931,67.3201,130512.0
2020-08-14,66.813,67.4624,66.039,67.1333,193616.0
2020-08-15,66.813,67.4624,66.039,67.1333,193616.0
2020-08-16,66.813,67.4624,66.039,67.1333,193616.0
2020-08-17,66.9286,67.5692,66.5817,66.8842,145745.0
2020-08-18,66.724,67.0532,66.3815,66.4838,257910.0
2020-08-19,66.6973,67.0621,65.8433,66.1369,166525.0
2020-08-20,66.7863,68.0496,66.5461,66.724,315500.0
2020-08-21,66.2525,67.329,66.0657,66.8486,386103.0
2020-08-22,66.2525,67.329,66.0657,66.8486,386103.0
2020-08-23,66.2525,67.329,66.0657,66.8486,386103.0
2020-08-24,67.0176,67.0176,65.9856,66.9731,209406.0
2020-08-25,67.0888,67.0888,65.8522,66.4482,161660.0
2020-08-26,65.9411,66.0479,65.0782,65.5141,303350.0
2020-08-27,65.9945,66.7329,65.5185,65.7721,205834.0
2020-08-28,66.208,66.208,65.0515,66.1813,127375.0
2020-08-29,66.208,66.208,65.0515,66.1813,127375.0
2020-08-30,66.208,66.208,65.0515,66.1813,127375.0
2020-08-31,66.0479,66.7685,65.9411,65.9411,237806.0
2020-09-01,65.5675,65.5675,64.1084,64.5088,191670.0
2020-09-02,64.3486,66.4304,64.3486,66.1902,275141.0
2020-09-03,66.3237,67.2133,65.4563,65.9233,236815.0
2020-09-04,66.5906,66.7151,64.7223,65.096,216896.0
2020-09-05,66.5906,66.7151,64.7223,65.096,216896.0
2020-09-06,66.5906,66.7151,64.7223,65.096,216896.0
2020-09-07,66.5906,66.7151,64.7223,65.096,216896.0
2020-09-08,65.1938,65.1938,62.685,62.9697,267278.0
2020-09-09,63.3878,64.1885,62.5071,63.3878,220881.0
2020-09-10,63.1565,63.1743,61.9377,61.9555,328528.0
2020-09-11,61.9199,62.1512,61.0747,61.7064,178892.0
2020-09-12,61.9199,62.1512,61.0747,61.7064,178892.0
2020-09-13,61.9199,62.1512,61.0747,61.7064,178892.0
2020-09-14,61.9822,62.6609,61.9021,62.2402,266548.0
2020-09-15,62.7206,62.9753,61.4151,61.6708,185806.0
2020-09-16,61.8309,62.9697,61.4751,62.1245,334151.0
2020-09-17,61.742,61.7687,60.6922,61.3416,254352.0
2020-09-18,61.6352,61.6352,59.758,60.0605,700937.0
2020-09-19,61.6352,61.6352,59.758,60.0605,700937.0
2020-09-20,61.6352,61.6352,59.758,60.0605,700937.0
2020-09-21,59.2687,59.6824,58.2812,59.4289,331376.0
2020-09-22,59.678,61.0213,59.3933,60.6922,373367.0
2020-09-23,60.4609,60.5943,59.1219,59.2065,378907.0
2020-09-24,59.2509,59.9627,58.6371,59.7313,198041.0
2020-09-25,60.4431,61.0036,59.6335,60.9769,245495.0
2020-09-26,60.4431,61.0036,59.6335,60.9769,245495.0
2020-09-27,60.4431,61.0036,59.6335,60.9769,245495.0
2020-09-28,61.048,61.6797,60.8345,60.9324,195474.0
2020-09-29,61.1993,61.2971,60.2296,60.8879,168383.0
2020-09-30,61.1103,61.653,60.7278,61.395,331646.0
2020-10-01,61.2527,61.5373,60.6833,61.2793,285460.0
2020-10-02,60.5409,62.4092,60.4253,62.0,245211.0
2020-10-03,60.5409,62.4092,60.4253,62.0,245211.0
2020-10-04,60.5409,62.4092,60.4253,62.0,245211.0
2020-10-05,62.2135,62.6316,61.9288,62.5338,215472.0
2020-10-06,63.0853,64.9892,62.7473,63.886,364027.0
2020-10-07,64.1351,64.2775,63.2544,64.1885,261223.0
2020-10-08,64.3753,65.8166,64.3753,65.7543,210207.0
2020-10-09,66.1635,66.3148,64.9536,65.5853,203471.0
2020-10-10,66.1635,66.3148,64.9536,65.5853,203471.0
2020-10-11,66.1635,66.3148,64.9536,65.5853,203471.0
2020-10-12,65.354,66.1608,65.292,65.6564,249710.0
2020-10-13,65.1671,65.9055,64.7757,65.5675,204356.0
2020-10-14,65.4073,66.1902,64.6244,65.2828,199557.0
2020-10-15,64.6422,65.8522,64.5177,65.2917,223774.0
2020-10-16,65.1049,66.0657,64.7223,65.0426,230255.0
2020-10-17,65.1049,66.0657,64.7223,65.0426,230255.0
2020-10-18,65.1049,66.0657,64.7223,65.0426,230255.0
2020-10-19,65.0604,65.2383,64.3664,64.4287,265550.0
2020-10-20,64.7668,64.8558,63.6102,64.322,198471.0
2020-10-21,64.0818,65.7276,64.0818,64.9002,209412.0
2020-10-22,64.9625,65.8966,64.6443,65.7899,191730.0
2020-10-23,66.3059,66.5906,65.4963,65.7721,129208.0
2020-10-24,66.3059,66.5906,65.4963,65.7721,129208.0
2020-10-25,66.3059,66.5906,65.4963,65.7721,129208.0
2020-10-26,65.2739,65.6831,64.6155,65.6475,124223.0
2020-10-27,65.5497,65.87,64.4287,64.4821,195459.0
2020-10-28,63.5302,63.9826,61.5729,61.7242,411258.0
2020-10-29,61.4039,61.5729,59.5534,61.226,312493.0
2020-10-30,60.9502,62.2135,60.9324,61.4217,269039.0
2020-10-31,60.9502,62.2135,60.9324,61.4217,269039.0
2020-11-01,60.9502,62.2135,60.9324,61.4217,269039.0
2020-11-02,62.3825,64.0773,61.9733,63.6013,307181.0
2020-11-03,64.8646,67.5692,64.5533,65.5408,390171.0
2020-11-04,64.9447,66.8486,64.2597,64.5177,323158.0
2020-11-05,64.7134,65.354,62.9252,63.8238,278273.0
2020-11-06,64.1173,64.5444,63.112,63.1743,174566.0
2020-11-07,64.1173,64.5444,63.112,63.1743,174566.0
2020-11-08,64.1173,64.5444,63.112,63.1743,174566.0
2020-11-09,66.1369,68.1653,65.2917,65.3895,351631.0
2020-11-10,66.1635,69.0727,66.1635,69.0104,313298.0
2020-11-11,69.1528,69.1528,67.587,68.966,296069.0
2020-11-12,68.3521,68.361,65.7276,66.5194,326062.0
2020-11-13,67.075,68.8493,66.86,68.4998,290081.0
2020-11-14,67.075,68.8493,66.86,68.4998,290081.0
2020-11-15,67.075,68.8493,66.86,68.4998,290081.0
2020-11-16,69.7992,70.3907,68.8045,69.611,269068.0
2020-11-17,68.9389,70.0367,68.4371,69.9784,288383.0
2020-11-18,70.4175,70.4175,67.8905,67.9084,331990.0
2020-11-19,67.8725,68.4102,66.6986,68.3654,284302.0
2020-11-20,67.6664,68.9569,67.6306,68.7687,362073.0
2020-11-21,67.6664,68.9569,67.6306,68.7687,362073.0
2020-11-22,67.6664,68.9569,67.6306,68.7687,362073.0
2020-11-23,68.912,70.2114,68.7866,70.0053,269405.0
2020-11-24,70.8925,73.8363,70.4175,73.3658,401168.0
2020-11-25,73.321,73.8407,72.5054,73.5988,489338.0
2020-11-26,73.321,73.8407,72.5054,73.5988,489338.0
2020-11-27,73.6346,73.6346,71.3674,71.5019,141625.0
2020-11-28,73.6346,73.6346,71.3674,71.5019,141625.0
2020-11-29,73.6346,73.6346,71.3674,71.5019,141625.0
2020-11-30,70.8029,71.242,70.1666,70.9552,499766.0
2020-12-01,71.7797,72.0216,70.422,70.776,307858.0
2020-12-02,70.6864,71.3226,69.7768,70.9014,245105.0
2020-12-03,70.8208,71.1479,69.7992,69.9874,268788.0
2020-12-04,70.4355,71.6721,70.4355,71.3854,215119.0
2020-12-05,70.4355,71.6721,70.4355,71.3854,215119.0
2020-12-06,70.4355,71.6721,70.4355,71.3854,215119.0
2020-12-07,71.0627,71.9678,70.8746,71.1344,166466.0
2020-12-08,70.6057,71.1165,70.1273,70.7043,216229.0
2020-12-09,70.8118,71.475,70.4552,71.1703,176474.0
2020-12-10,70.9642,71.5646,70.2383,71.4839,168424.0
2020-12-11,71.009,72.1023,71.009,71.7169,206068.0
2020-12-12,71.009,72.1023,71.009,71.7169,206068.0
2020-12-13,71.009,72.1023,71.009,71.7169,206068.0
2020-12-14,72.5862,73.3837,71.5915,71.699,202252.0
2020-12-15,72.1381,73.5002,71.6094,73.4644,147945.0
2020-12-16,73.6615,73.6615,71.41,71.7617,278443.0
2020-12-17,72.2815,73.3165,71.3405,72.9446,236170.0
2020-12-18,73.0432,73.6391,69.8978,70.1218,871001.0
2020-12-19,73.0432,73.6391,69.8978,70.1218,871001.0
2020-12-20,73.0432,73.6391,69.8978,70.1218,871001.0
2020-12-21,69.0554,69.5662,66.9764,67.8188,302761.0
2020-12-22,67.6396,68.3654,67.4066,68.0338,190547.0
2020-12-23,67.8905,69.1988,67.8457,68.1055,136456.0
2020-12-24,68.4998,68.7059,67.6306,68.5984,64143.0
2020-12-25,68.4998,68.7059,67.6306,68.5984,64143.0
2020-12-26,68.4998,68.7059,67.6306,68.5984,64143.0
2020-12-27,68.4998,68.7059,67.6306,68.5984,64143.0
2020-12-28,69.2347,69.5125,68.3206,68.688,182315.0
2020-12-29,69.0017,69.0644,67.6216,67.9263,167937.0
2020-12-30,67.9173,68.921,67.8905,68.0159,146066.0
2020-12-31,68.1235,69.0958,67.6396,68.7956,142544.0
2021-01-01,68.1235,69.0958,67.6396,68.7956,142544.0
2021-01-02,68.1235,69.0958,67.6396,68.7956,142544.0
2021-01-03,68.1235,69.0958,67.6396,68.7956,142544.0
2021-01-04,69.0017,69.0017,67.3483,67.6216,278448.0
2021-01-05,67.998,68.2848,66.1161,67.1019,231173.0
2021-01-06,67.7829,69.8351,67.765,69.4408,298157.0
2021-01-07,69.0375,69.2705,66.2506,66.6807,399660.0
2021-01-08,67.1556,67.3438,64.4852,65.0677,446884.0
2021-01-09,67.1556,67.3438,64.4852,65.0677,446884.0
2021-01-10,67.1556,67.3438,64.4852,65.0677,446884.0
2021-01-11,64.6555,65.3544,64.1984,64.4493,153306.0
2021-01-12,64.3777,64.6734,63.5353,64.1267,213196.0
2021-01-13,64.0909,64.521,63.5622,64.064,269074.0
2021-01-14,64.6017,64.6286,63.4009,64.0371,173420.0
2021-01-15,63.5891,64.6644,63.2037,64.5121,279294.0
2021-01-16,63.5891,64.6644,63.2037,64.5121,279294.0
2021-01-17,63.5891,64.6644,63.2037,64.5121,279294.0
2021-01-18,63.5891,64.6644,63.2037,64.5121,279294.0
2021-01-19,64.754,65.1931,63.8131,63.9386,292879.0
2021-01-20,64.1267,64.2074,63.1589,63.6249,357588.0
2021-01-21,63.2665,63.7235,62.9125,63.2844,177674.0
2021-01-22,62.8005,63.4546,62.2628,63.4367,190553.0
2021-01-23,62.8005,63.4546,62.2628,63.4367,190553.0
2021-01-24,62.8005,63.4546,62.2628,63.4367,190553.0
2021-01-25,62.9528,65.0946,62.9035,64.9512,277845.0
2021-01-26,65.3007,65.4978,64.6106,64.7988,266711.0
2021-01-27,64.0461,66.9316,63.84,66.851,531077.0
2021-01-28,67.075,69.9067,65.2648,65.462,434097.0
2021-01-29,65.2111,66.2774,64.9243,65.5337,331427.0
2021-01-30,65.2111,66.2774,64.9243,65.5337,331427.0
2021-01-31,65.2111,66.2774,64.9243,65.5337,331427.0
2021-02-01,65.7666,66.4029,64.3911,66.1609,232921.0
2021-02-02,66.4567,67.0123,65.6636,65.8294,248658.0
2021-02-03,65.2827,65.6322,64.2074,64.4404,352001.0
2021-02-04,64.5658,65.0318,63.831,64.8884,285752.0
2021-02-05,65.4799,65.4978,64.4717,65.3275,220586.0
2021-02-06,65.4799,65.4978,64.4717,65.3275,220586.0
2021-02-07,65.4799,65.4978,64.4717,65.3275,220586.0
2021-02-08,65.3903,65.3903,64.3777,65.0139,199813.0
2021-02-09,65.1842,65.2738,63.84,65.0049,164384.0
2021-02-10,65.6681,66.1161,64.7899,66.0713,235951.0
2021-02-11,65.91,66.4477,65.6098,65.7308,229195.0
2021-02-12,65.8921,65.8921,64.5927,65.1394,139289.0
2021-02-13,65.8921,65.8921,64.5927,65.1394,139289.0
2021-02-14,65.8921,65.8921,64.5927,65.1394,139289.0
2021-02-15,65.8921,65.8921,64.5927,65.1394,139289.0
2021-02-16,65.0677,65.2917,64.5658,64.7271,155183.0
2021-02-17,64.5658,65.91,64.5658,65.3903,203452.0
2021-02-18,65.6251,67.0433,65.4038,66.4652,221925.0
2021-02-19,66.3116,67.3414,66.2146,66.8988,202127.0
2021-02-20,66.3116,67.3414,66.2146,66.8988,202127.0
2021-02-21,66.3116,67.3414,66.2146,66.8988,202127.0
2021-02-22,66.3748,66.3748,62.9604,63.2494,474507.0
2021-02-23,63.6559,65.2909,63.2313,63.2404,370741.0
2021-02-24,63.8727,63.8727,61.4247,63.0958,446535.0
2021-02-25,63.1952,64.6811,62.1835,62.3371,407709.0
2021-02-26,62.6532,64.3605,60.3137,60.4943,530895.0
2021-02-27,62.6532,64.3605,60.3137,60.4943,530895.0
2021-02-28,62.6532,64.3605,60.3137,60.4943,530895.0
2021-03-01,61.6325,63.5069,60.7834,62.8249,467125.0
2021-03-02,62.8249,62.8249,61.1447,62.1293,305801.0
2021-03-03,62.0841,62.852,61.1086,62.1203,315892.0
2021-03-04,62.3461,64.2972,61.7409,62.1383,490714.0
2021-03-05,62.6442,66.5871,62.6442,66.4832,523512.0
2021-03-06,62.6442,66.5871,62.6442,66.4832,523512.0
2021-03-07,62.6442,66.5871,62.6442,66.4832,523512.0
2021-03-08,67.0794,68.055,65.9774,67.7659,280269.0
2021-03-09,66.9349,67.6846,66.2665,66.2935,366224.0
2021-03-10,66.2123,67.7479,65.878,67.242,221833.0
2021-03-11,66.7813,67.2872,66.2755,66.6187,267879.0
2021-03-12,66.8626,68.0821,66.7181,67.8653,244820.0
2021-03-13,66.8626,68.0821,66.7181,67.8653,244820.0
