,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity,OGS US Equity
2022-05-30,82.9944,83.2576,82.0829,82.6937,211976.0
2022-05-31,81.7916,82.1299,81.115,81.7728,371168.0
2022-06-01,82.1675,82.1675,80.6076,81.5285,395145.0
2022-06-02,82.5716,82.5716,79.9686,81.5097,262400.0
2022-06-03,81.1244,82.0172,80.9224,81.895,262802.0
2022-06-04,81.1244,82.0172,80.9224,81.895,262802.0
2022-06-05,81.1244,82.0172,80.9224,81.895,262802.0
2022-06-06,82.9944,83.2341,81.8104,82.1675,212927.0
2022-06-07,82.1769,82.9381,81.7916,82.8441,371615.0
2022-06-08,82.6374,82.8347,81.1714,81.3124,183475.0
2022-06-09,80.8707,81.4251,79.6773,79.8746,167250.0
2022-06-10,78.9819,80.5747,78.9819,79.978,188536.0
2022-06-11,78.9819,80.5747,78.9819,79.978,188536.0
2022-06-12,78.9819,80.5747,78.9819,79.978,188536.0
2022-06-13,79.3108,79.8464,74.8895,75.3265,362307.0
2022-06-14,75.007,75.5238,72.9208,74.0673,262106.0
2022-06-15,74.819,75.2513,73.7478,74.2364,216445.0
2022-06-16,73.4283,73.4471,72.4416,73.3719,293275.0
2022-06-17,73.3907,74.368,72.1033,72.7705,617218.0
2022-06-18,73.3907,74.368,72.1033,72.7705,617218.0
2022-06-19,73.3907,74.368,72.1033,72.7705,617218.0
2022-06-20,73.3907,74.368,72.1033,72.7705,617218.0
2022-06-21,73.2215,74.2364,72.2255,73.6914,236780.0
2022-06-22,73.1464,74.18,73.0712,73.6538,348283.0
2022-06-23,73.823,74.9694,73.2685,73.4753,409933.0
2022-06-24,73.8324,75.0446,73.5223,73.729,697646.0
2022-06-25,73.8324,75.0446,73.5223,73.729,697646.0
2022-06-26,73.8324,75.0446,73.5223,73.729,697646.0
2022-06-27,74.3868,76.4165,74.0485,76.2098,370503.0
2022-06-28,76.6796,77.6193,75.9467,76.05,271063.0
2022-06-29,76.0688,76.6703,75.4486,75.9373,210996.0
2022-06-30,75.1385,76.736,75.1385,76.2944,334969.0
2022-07-01,76.2944,79.137,76.2192,79.0759,230446.0
2022-07-02,76.2944,79.137,76.2192,79.0759,230446.0
2022-07-03,76.2944,79.137,76.2192,79.0759,230446.0
2022-07-04,76.2944,79.137,76.2192,79.0759,230446.0
2022-07-05,78.2959,78.2959,73.4847,74.5183,376288.0
2022-07-06,74.4526,76.2004,74.0062,75.9749,309798.0
2022-07-07,76.6984,76.6984,74.9036,75.4674,251964.0
2022-07-08,75.6366,75.8151,74.6969,74.866,154415.0
2022-07-09,75.6366,75.8151,74.6969,74.866,154415.0
2022-07-10,75.6366,75.8151,74.6969,74.866,154415.0
2022-07-11,74.866,75.6178,74.4432,75.007,142550.0
2022-07-12,74.1988,75.3453,74.1988,74.9788,184684.0
2022-07-13,74.462,75.6789,74.2552,75.1949,175903.0
2022-07-14,74.0391,75.7775,74.0391,75.552,184945.0
2022-07-15,76.5387,77.0461,75.1667,76.924,266755.0
2022-07-16,76.5387,77.0461,75.1667,76.924,266755.0
2022-07-17,76.5387,77.0461,75.1667,76.924,266755.0
2022-07-18,77.1307,77.1589,76.2192,76.3508,236641.0
2022-07-19,76.877,77.6851,76.628,77.2999,235706.0
2022-07-20,77.4878,77.4878,75.9185,76.2004,256621.0
2022-07-21,75.2231,75.4768,74.3586,74.8942,176717.0
2022-07-22,75.1949,75.6225,74.6217,75.458,156366.0
2022-07-23,75.1949,75.6225,74.6217,75.458,156366.0
2022-07-24,75.1949,75.6225,74.6217,75.458,156366.0
2022-07-25,75.6366,76.8206,75.3829,76.7454,149489.0
2022-07-26,76.7454,77.563,76.6374,77.422,205912.0
2022-07-27,76.9897,77.5677,76.5387,77.3656,166748.0
2022-07-28,78.1456,79.838,77.3703,79.7055,279911.0
2022-07-29,79.4988,80.6358,79.2074,79.8183,291879.0
2022-07-30,79.4988,80.6358,79.2074,79.8183,291879.0
2022-07-31,79.4988,80.6358,79.2074,79.8183,291879.0
2022-08-01,79.1323,79.7609,78.0892,79.0289,301727.0
2022-08-02,80.1378,80.2881,77.9388,77.967,352400.0
2022-08-03,77.7697,78.0892,74.5465,77.1871,283242.0
2022-08-04,77.2717,77.3562,75.9561,76.0407,173995.0
2022-08-05,75.3547,75.8809,74.7251,75.7118,158850.0
2022-08-06,75.3547,75.8809,74.7251,75.7118,158850.0
2022-08-07,75.3547,75.8809,74.7251,75.7118,158850.0
2022-08-08,76.2004,76.8206,75.5135,76.1346,207544.0
2022-08-09,76.2004,77.3186,76.2004,77.2905,181024.0
2022-08-10,77.8543,77.8919,76.971,77.1589,162634.0
2022-08-11,77.7321,77.8894,76.8685,76.971,145571.0
2022-08-12,77.1508,78.396,76.7573,78.2208,170501.0
2022-08-13,77.1508,78.396,76.7573,78.2208,170501.0
2022-08-14,77.1508,78.396,76.7573,78.2208,170501.0
2022-08-15,77.6527,79.073,77.6527,78.7226,168048.0
2022-08-16,78.3534,79.0162,78.2965,78.751,212535.0
2022-08-17,78.4765,78.9594,78.1261,78.4859,200759.0
2022-08-18,79.0635,79.1866,78.5143,78.9878,190672.0
2022-08-19,78.9215,79.6695,78.7321,79.2624,238980.0
2022-08-20,78.9215,79.6695,78.7321,79.2624,238980.0
2022-08-21,78.9215,79.6695,78.7321,79.2624,238980.0
2022-08-22,78.6658,78.912,77.3876,77.7,205569.0
2022-08-23,77.9273,78.0882,76.6869,77.2361,237454.0
2022-08-24,76.8478,77.0467,76.0525,76.6111,209818.0
2022-08-25,76.4312,77.3497,76.1188,77.1887,150403.0
2022-08-26,77.1887,77.4065,76.2608,76.4786,162709.0
2022-08-27,77.1887,77.4065,76.2608,76.4786,162709.0
2022-08-28,77.1887,77.4065,76.2608,76.4786,162709.0
2022-08-29,75.9673,76.9047,75.3044,76.5448,166916.0
2022-08-30,76.6017,76.6869,74.4901,74.8026,246017.0
2022-08-31,74.2724,74.7079,73.78,74.1114,360286.0
2022-09-01,74.1777,75.74,73.7137,75.134,323144.0
2022-09-02,75.3044,76.0809,74.6795,74.9162,263585.0
2022-09-03,75.3044,76.0809,74.6795,74.9162,263585.0
2022-09-04,75.3044,76.0809,74.6795,74.9162,263585.0
2022-09-05,75.3044,76.0809,74.6795,74.9162,263585.0
2022-09-06,75.2382,76.3271,74.8026,74.973,235013.0
2022-09-07,75.1624,76.8052,75.1624,76.5354,232648.0
2022-09-08,76.0998,76.4975,75.5175,75.8252,185508.0
2022-09-09,76.185,76.7532,75.4796,76.4407,165148.0
2022-09-10,76.185,76.7532,75.4796,76.4407,165148.0
2022-09-11,76.185,76.7532,75.4796,76.4407,165148.0
2022-09-12,76.8573,78.0013,76.4596,77.5675,255267.0
2022-09-13,76.4502,77.0277,75.2003,75.3613,287115.0
2022-09-14,75.2192,76.4549,75.1529,76.2797,264062.0
2022-09-15,75.3044,75.6548,74.5091,74.8026,214954.0
2022-09-16,74.6984,75.508,74.0555,75.2192,542972.0
2022-09-17,74.6984,75.508,74.0555,75.2192,542972.0
2022-09-18,74.6984,75.508,74.0555,75.2192,542972.0
2022-09-19,74.6795,76.2892,74.6511,76.1945,224618.0
2022-09-20,75.5033,75.9104,74.7837,75.6264,293328.0
2022-09-21,76.0809,76.8289,74.7363,74.7458,227274.0
2022-09-22,74.3292,76.0051,73.8084,75.598,337980.0
2022-09-23,74.992,74.992,73.174,74.4239,315364.0
2022-09-24,74.992,74.992,73.174,74.4239,315364.0
2022-09-25,74.992,74.992,73.174,74.4239,315364.0
2022-09-26,73.8747,74.4144,72.5869,72.8237,323324.0
2022-09-27,73.1077,73.2024,69.983,70.1156,390452.0
2022-09-28,70.9204,72.2934,69.983,71.7821,403708.0
2022-09-29,71.3371,71.3371,67.9378,68.4112,247507.0
2022-09-30,68.9888,68.9888,66.4891,66.6501,376042.0
2022-10-01,68.9888,68.9888,66.4891,66.6501,376042.0
2022-10-02,68.9888,68.9888,66.4891,66.6501,376042.0
2022-10-03,67.8337,69.5475,67.1974,68.8941,252460.0
2022-10-04,69.1119,70.9678,69.1119,70.6459,283325.0
2022-10-05,69.6706,69.7037,68.9036,69.0551,214410.0
2022-10-06,69.0078,69.4244,66.9767,67.3792,200021.0
2022-10-07,67.4928,67.8147,65.9494,66.5554,319540.0
2022-10-08,67.4928,67.8147,65.9494,66.5554,319540.0
2022-10-09,67.4928,67.8147,65.9494,66.5554,319540.0
2022-10-10,66.811,67.8905,66.7163,66.7826,254114.0
2022-10-11,66.3755,69.377,66.3755,68.1745,461556.0
2022-10-12,67.9283,67.9283,66.2713,66.3092,197045.0
2022-10-13,65.5422,68.5627,65.2014,68.1367,334804.0
2022-10-14,68.4681,68.7237,66.0441,66.7921,334251.0
2022-10-15,68.4681,68.7237,66.0441,66.7921,334251.0
2022-10-16,68.4681,68.7237,66.0441,66.7921,334251.0
2022-10-17,67.5401,69.5285,67.5401,68.5343,251485.0
2022-10-18,68.0893,70.1535,68.0893,69.8315,396983.0
2022-10-19,68.9036,69.9688,68.8799,69.8789,277926.0
2022-10-20,70.2198,70.2198,68.2787,68.5438,165675.0
2022-10-21,68.79,70.0588,68.2882,69.1971,260134.0
2022-10-22,68.79,70.0588,68.2882,69.1971,260134.0
2022-10-23,68.79,70.0588,68.2882,69.1971,260134.0
2022-10-24,69.5948,70.6269,68.8373,69.1025,341224.0
2022-10-25,69.254,70.144,68.7,69.7937,604818.0
2022-10-26,70.3618,71.2424,69.699,70.4944,310979.0
2022-10-27,71.4128,72.7668,71.4128,71.5738,218916.0
2022-10-28,71.9431,73.4012,71.9431,73.0982,405207.0
2022-10-29,71.9431,73.4012,71.9431,73.0982,405207.0
2022-10-30,71.9431,73.4012,71.9431,73.0982,405207.0
2022-10-31,73.1835,73.9031,72.5491,73.3634,414424.0
2022-11-01,73.2497,76.791,72.0141,75.7779,608278.0
2022-11-02,75.5885,77.0562,74.8215,75.1529,327085.0
2022-11-03,74.3292,75.7826,73.7468,75.6832,346683.0
2022-11-04,76.4502,77.9509,75.8915,76.6017,630013.0
2022-11-05,76.4502,77.9509,75.8915,76.6017,630013.0
2022-11-06,76.4502,77.9509,75.8915,76.6017,630013.0
2022-11-07,77.0088,77.0088,72.7006,73.638,481959.0
2022-11-08,73.8084,74.8784,73.1361,74.064,345623.0
2022-11-09,73.8936,75.9104,73.7042,74.1303,440739.0
2022-11-10,76.5922,78.0314,75.4465,77.9367,357953.0
2022-11-11,78.4859,78.5522,76.8147,77.0372,262137.0
2022-11-12,78.4859,78.5522,76.8147,77.0372,262137.0
2022-11-13,78.4859,78.5522,76.8147,77.0372,262137.0
2022-11-14,77.2185,78.3491,76.5506,77.7337,327083.0
2022-11-15,78.2394,78.8644,77.3139,78.1535,288295.0
2022-11-16,77.8291,78.7928,77.519,77.7909,276938.0
2022-11-17,76.9799,78.5066,76.7223,78.3062,271942.0
2022-11-18,79.3176,80.9969,79.2889,80.9778,302428.0
2022-11-19,79.3176,80.9969,79.2889,80.9778,302428.0
2022-11-20,79.3176,80.9969,79.2889,80.9778,302428.0
2022-11-21,80.6057,82.3708,80.6057,81.8937,375773.0
2022-11-22,81.6743,83.5969,81.6743,83.1532,462865.0
2022-11-23,82.7238,83.907,82.409,83.5253,317007.0
2022-11-24,82.7238,83.907,82.409,83.5253,317007.0
2022-11-25,83.802,84.9279,83.802,84.2791,146783.0
2022-11-26,83.802,84.9279,83.802,84.2791,146783.0
2022-11-27,83.802,84.9279,83.802,84.2791,146783.0
2022-11-28,83.6207,84.0692,81.9415,82.5807,303384.0
2022-11-29,81.9605,82.9624,81.1877,81.2449,282672.0
2022-11-30,81.0636,82.991,80.7392,82.9624,520380.0
2022-12-01,76.3311,76.3311,67.8202,68.3259,1561350.0
2022-12-02,67.8393,69.8954,67.3145,69.4995,830158.0
2022-12-03,67.8393,69.8954,67.3145,69.4995,830158.0
2022-12-04,67.8393,69.8954,67.3145,69.4995,830158.0
2022-12-05,68.4499,70.0433,68.0278,69.9479,670074.0
2022-12-06,70.0529,72.9344,69.8048,72.8103,810723.0
2022-12-07,72.7245,73.4401,72.1424,72.7054,568708.0
2022-12-08,72.7245,73.9457,72.6004,73.5355,451627.0
2022-12-09,73.0775,74.8904,73.0775,73.6404,573447.0
2022-12-10,73.0775,74.8904,73.0775,73.6404,573447.0
2022-12-11,73.0775,74.8904,73.0775,73.6404,573447.0
2022-12-12,74.337,75.6728,73.7359,75.1766,511782.0
2022-12-13,76.3025,77.3902,74.7282,74.7377,848817.0
2022-12-14,75.2434,76.4074,74.9381,75.2625,631293.0
2022-12-15,75.0812,75.6908,72.276,72.7436,480292.0
2022-12-16,71.7131,72.3619,69.4232,70.9116,1407645.0
2022-12-17,71.7131,72.3619,69.4232,70.9116,1407645.0
2022-12-18,71.7131,72.3619,69.4232,70.9116,1407645.0
2022-12-19,70.778,71.7322,70.3773,71.2646,421246.0
2022-12-20,71.2169,72.2188,70.9307,71.5986,439724.0
2022-12-21,71.5604,72.4096,71.5604,72.0184,314573.0
2022-12-22,71.6558,71.9802,70.0863,71.4841,216010.0
2022-12-23,71.2265,72.3714,71.1692,72.0757,288434.0
2022-12-24,71.2265,72.3714,71.1692,72.0757,288434.0
2022-12-25,71.2265,72.3714,71.1692,72.0757,288434.0
2022-12-26,71.2265,72.3714,71.1692,72.0757,288434.0
2022-12-27,72.3524,72.7197,71.8753,72.4382,208652.0
2022-12-28,72.8008,73.1443,72.0661,72.0661,273323.0
2022-12-29,72.4287,73.8122,72.3571,73.2206,413105.0
2022-12-30,73.2206,73.4115,71.7131,72.2474,297838.0
2022-12-31,73.2206,73.4115,71.7131,72.2474,297838.0
2023-01-01,73.2206,73.4115,71.7131,72.2474,297838.0
2023-01-02,73.2206,73.4115,71.7131,72.2474,297838.0
2023-01-03,72.9916,73.0298,71.589,72.8008,341516.0
2023-01-04,73.3828,74.3465,72.8962,73.6309,310692.0
2023-01-05,73.3065,73.3065,72.0279,72.9439,403600.0
2023-01-06,74.0793,75.5583,73.9494,75.3293,343935.0
2023-01-07,74.0793,75.5583,73.9494,75.3293,343935.0
2023-01-08,74.0793,75.5583,73.9494,75.3293,343935.0
2023-01-09,75.0812,75.5678,74.4324,75.2529,290854.0
2023-01-10,75.2911,75.959,74.8999,75.9495,412503.0
2023-01-11,75.9972,77.3425,75.9972,77.1231,317819.0
2023-01-12,76.7032,77.6001,76.3502,76.417,305740.0
2023-01-13,76.3216,76.9831,75.7205,76.8273,197851.0
2023-01-14,76.3216,76.9831,75.7205,76.8273,197851.0
2023-01-15,76.3216,76.9831,75.7205,76.8273,197851.0
2023-01-16,76.3216,76.9831,75.7205,76.8273,197851.0
2023-01-17,76.4361,77.1183,74.3465,75.3102,359366.0
2023-01-18,75.4247,75.5678,73.4258,73.7263,298439.0
2023-01-19,73.7168,73.879,72.6529,73.2588,350614.0
2023-01-20,73.7359,73.7359,71.694,73.192,384644.0
2023-01-21,73.7359,73.7359,71.694,73.192,384644.0
2023-01-22,73.7359,73.7359,71.694,73.192,384644.0
2023-01-23,73.8504,75.272,73.0393,74.7282,456532.0
2023-01-24,74.4801,75.5964,73.5546,75.4247,334232.0
2023-01-25,76.6841,79.4321,76.3884,78.0963,1783939.0
2023-01-26,77.7528,77.9818,76.0544,76.3311,843176.0
2023-01-27,76.2262,77.352,75.9876,76.8559,874609.0
2023-01-28,76.2262,77.352,75.9876,76.8559,874609.0
2023-01-29,76.2262,77.352,75.9876,76.8559,874609.0
2023-01-30,76.4361,77.9818,76.4361,76.6746,901344.0
2023-01-31,76.8941,78.7069,76.8464,78.5829,6205216.0
2023-02-01,78.2012,79.2699,77.3139,78.6783,803956.0
2023-02-02,79.3462,80.391,79.0313,80.0523,682532.0
2023-02-03,79.7183,79.995,77.3568,79.0409,623585.0
2023-02-04,79.7183,79.995,77.3568,79.0409,623585.0
2023-02-05,79.7183,79.995,77.3568,79.0409,623585.0
2023-02-06,78.9741,80.0475,78.2585,79.9282,420469.0
2023-02-07,79.4702,79.4702,77.4856,78.7069,1099132.0
2023-02-08,77.9913,77.9913,76.6937,76.8464,337438.0
2023-02-09,76.8941,77.352,75.5392,76.0449,296137.0
2023-02-10,76.3025,77.8577,76.3025,77.7528,544853.0
2023-02-11,76.3025,77.8577,76.3025,77.7528,544853.0
2023-02-12,76.3025,77.8577,76.3025,77.7528,544853.0
2023-02-13,77.7623,78.5638,77.4952,78.373,555022.0
2023-02-14,78.1821,78.1821,76.4742,77.0658,665763.0
2023-02-15,76.3502,77.3807,75.5487,77.2089,537883.0
2023-02-16,76.2357,78.2203,75.6155,77.581,355636.0
2023-02-17,77.8864,78.5686,77.0658,78.039,582230.0
2023-02-18,77.8864,78.5686,77.0658,78.039,582230.0
2023-02-19,77.8864,78.5686,77.0658,78.039,582230.0
2023-02-20,77.8864,78.5686,77.0658,78.039,582230.0
2023-02-21,77.5333,77.7719,76.1307,76.2357,567653.0
2023-02-22,76.0544,76.875,75.6155,76.3025,720084.0
2023-02-23,75.6387,78.7555,75.6387,77.2067,936265.0
2023-02-24,76.9374,77.3751,75.9466,77.0047,486056.0
2023-02-25,76.9374,77.3751,75.9466,77.0047,486056.0
2023-02-26,76.9374,77.3751,75.9466,77.0047,486056.0
2023-02-27,77.1779,78.9767,77.1779,77.7935,438864.0
2023-02-28,77.4665,78.3515,77.1105,77.1105,856457.0
2023-03-01,76.543,76.9278,75.6147,76.3794,340003.0
2023-03-02,76.2832,76.466,75.2059,75.9177,431769.0
2023-03-03,76.3891,77.9186,75.4175,77.909,888774.0
2023-03-04,76.3891,77.9186,75.4175,77.909,888774.0
2023-03-05,76.3891,77.9186,75.4175,77.909,888774.0
2023-03-06,77.8416,78.0484,76.2159,76.8219,620599.0
2023-03-07,77.0336,77.1779,74.3401,74.8692,744487.0
2023-03-08,75.0135,75.3357,74.5517,74.696,577983.0
2023-03-09,73.8303,74.4074,72.8779,73.0799,1025839.0
2023-03-10,73.2916,73.2916,70.9636,71.5119,675604.0
2023-03-11,73.2916,73.2916,70.9636,71.5119,675604.0
2023-03-12,73.2916,73.2916,70.9636,71.5119,675604.0
2023-03-13,71.0117,73.1954,70.6654,72.041,576710.0
2023-03-14,73.2242,74.1092,72.6182,73.3493,693349.0
2023-03-15,72.8394,74.4171,72.3392,74.2054,449778.0
2023-03-16,73.7918,76.1678,73.7052,75.5906,489654.0
2023-03-17,75.4656,75.7253,74.4988,75.4271,886406.0
2023-03-18,75.4656,75.7253,74.4988,75.4271,886406.0
2023-03-19,75.4656,75.7253,74.4988,75.4271,886406.0
2023-03-20,75.8696,77.1202,75.5906,76.5045,394568.0
2023-03-21,76.7546,76.7546,74.1669,74.6287,660240.0
2023-03-22,74.8211,74.8211,72.6759,72.7432,394108.0
2023-03-23,72.7432,73.5994,71.3388,71.9544,435361.0
2023-03-24,72.0122,74.1092,71.4254,74.09,253176.0
2023-03-25,72.0122,74.1092,71.4254,74.09,253176.0
2023-03-26,72.0122,74.1092,71.4254,74.09,253176.0
2023-03-27,74.5132,75.7133,74.2631,74.9269,326268.0
2023-03-28,74.6768,75.6291,74.2728,75.3405,266953.0
2023-03-29,75.7446,76.5718,75.581,75.9081,242026.0
2023-03-30,76.2832,76.6334,75.6195,75.985,291385.0
2023-03-31,76.1871,76.5526,75.3886,76.2159,379657.0
2023-04-01,76.1871,76.5526,75.3886,76.2159,379657.0
2023-04-02,76.1871,76.5526,75.3886,76.2159,379657.0
2023-04-03,75.8311,76.4179,75.1674,75.4848,296042.0
2023-04-04,75.6291,76.1197,75.2732,75.9466,230199.0
2023-04-05,76.2736,78.6881,76.139,78.4284,325795.0
2023-04-06,78.9575,79.3615,78.111,79.0633,307590.0
2023-04-07,78.9575,79.3615,78.111,79.0633,307590.0
2023-04-08,78.9575,79.3615,78.111,79.0633,307590.0
2023-04-09,78.9575,79.3615,78.111,79.0633,307590.0
2023-04-10,78.8132,79.5443,78.1975,79.5347,336718.0
2023-04-11,79.4192,80.0541,78.919,79.2749,291036.0
2023-04-12,79.4385,80.1792,78.6978,78.8324,289027.0
2023-04-13,78.4958,78.6208,76.7065,78.1975,310307.0
2023-04-14,77.755,77.9619,76.2496,76.5911,360442.0
2023-04-15,77.755,77.9619,76.2496,76.5911,360442.0
2023-04-16,77.755,77.9619,76.2496,76.5911,360442.0
2023-04-17,76.7738,77.6973,76.3891,77.5723,231915.0
2023-04-18,77.6204,77.6204,75.0856,76.3794,390507.0
2023-04-19,76.5334,77.7935,76.3121,77.6011,352088.0
2023-04-20,77.7166,78.3034,77.3222,77.5242,317233.0
2023-04-21,78.0148,78.3803,77.0817,77.6396,301808.0
2023-04-22,78.0148,78.3803,77.0817,77.6396,301808.0
2023-04-23,78.0148,78.3803,77.0817,77.6396,301808.0
2023-04-24,77.7262,77.9041,77.1442,77.5627,271633.0
2023-04-25,77.0336,77.6204,76.5622,77.0143,416299.0
2023-04-26,76.9566,77.1683,74.013,74.1669,364217.0
2023-04-27,74.2054,75.2443,73.8303,75.2251,358622.0
2023-04-28,75.1674,75.3598,73.7822,74.0226,777334.0
2023-04-29,75.1674,75.3598,73.7822,74.0226,777334.0
2023-04-30,75.1674,75.3598,73.7822,74.0226,777334.0
2023-05-01,74.0611,75.3405,73.9553,74.3497,337797.0
2023-05-02,75.6195,76.0716,74.3016,75.3309,645935.0
2023-05-03,75.6676,78.2745,75.6676,76.7161,457747.0
2023-05-04,76.466,77.0143,75.7061,76.6199,472008.0
2023-05-05,76.8797,78.4092,76.4756,77.6685,358557.0
2023-05-06,76.8797,78.4092,76.4756,77.6685,358557.0
2023-05-07,76.8797,78.4092,76.4756,77.6685,358557.0
2023-05-08,77.1971,77.755,76.5863,77.3991,215678.0
2023-05-09,77.3029,78.0629,76.8604,77.832,377151.0
2023-05-10,78.5535,78.6497,77.3029,78.4958,330573.0
2023-05-11,78.1398,78.3707,77.1683,78.0725,290707.0
2023-05-12,78.4092,78.7555,77.6685,78.6497,236915.0
2023-05-13,78.4092,78.7555,77.6685,78.6497,236915.0
2023-05-14,78.4092,78.7555,77.6685,78.6497,236915.0
2023-05-15,78.8036,79.0537,77.3606,77.5049,317980.0
2023-05-16,77.5243,78.0189,76.506,76.6127,330735.0
2023-05-17,76.797,77.7376,76.1957,77.4855,358469.0
2023-05-18,76.7194,77.5146,76.0793,77.3109,236674.0
2023-05-19,77.9122,78.4359,77.3012,77.8734,202739.0
2023-05-20,77.9122,78.4359,77.3012,77.8734,202739.0
2023-05-21,77.9122,78.4359,77.3012,77.8734,202739.0
2023-05-22,77.9413,78.9208,77.6455,78.2904,323009.0
2023-05-23,77.854,79.876,77.7279,79.1729,325644.0
2023-05-24,79.1923,79.1923,78.1353,78.1837,258163.0
2023-05-25,77.9898,78.0965,76.4575,77.2431,229732.0
2023-05-26,77.2721,78.688,77.0588,78.6589,395328.0
2023-05-27,77.2721,78.688,77.0588,78.6589,395328.0
2023-05-28,77.2721,78.688,77.0588,78.6589,395328.0
2023-05-29,77.2721,78.688,77.0588,78.6589,395328.0
2023-05-30,78.3195,79.396,78.1655,78.9596,406555.0
2023-05-31,78.9402,80.0651,77.951,78.4941,440427.0
2023-06-01,78.4456,78.4456,76.6418,77.2237,282162.0
2023-06-02,77.0006,79.4542,76.9909,78.9208,429188.0
2023-06-03,77.0006,79.4542,76.9909,78.9208,429188.0
2023-06-04,77.0006,79.4542,76.9909,78.9208,429188.0
2023-06-05,77.854,79.3475,77.0588,77.5534,413070.0
2023-06-06,77.9025,79.2796,77.3788,78.9305,303355.0
2023-06-07,79.0081,81.3549,78.688,81.0931,454394.0
2023-06-08,80.6664,80.7925,79.3426,80.0748,439624.0
2023-06-09,80.1233,80.1233,79.2408,79.7354,331384.0
2023-06-10,80.1233,80.1233,79.2408,79.7354,331384.0
2023-06-11,80.1233,80.1233,79.2408,79.7354,331384.0
2023-06-12,79.7354,80.3754,76.8939,78.0965,716350.0
2023-06-13,77.7085,78.1573,76.7582,77.7182,425251.0
2023-06-14,77.437,77.9704,76.1569,76.4963,419403.0
2023-06-15,76.5254,76.5254,75.032,75.4296,443169.0
2023-06-16,76.0696,76.4236,75.2453,75.8854,737244.0
2023-06-17,76.0696,76.4236,75.2453,75.8854,737244.0
2023-06-18,76.0696,76.4236,75.2453,75.8854,737244.0
2023-06-19,76.0696,76.4236,75.2453,75.8854,737244.0
2023-06-20,75.8854,76.7582,75.4296,76.0114,473976.0
2023-06-21,75.866,77.3109,75.2356,76.7776,363560.0
2023-06-22,76.9424,76.9424,75.1192,75.3811,286596.0
2023-06-23,75.5556,75.9339,73.9167,74.0816,645254.0
2023-06-24,75.5556,75.9339,73.9167,74.0816,645254.0
2023-06-25,75.5556,75.9339,73.9167,74.0816,645254.0
2023-06-26,74.0913,75.0174,73.7518,74.6343,281254.0
2023-06-27,74.838,75.512,74.3337,74.9447,295818.0
2023-06-28,74.4404,74.4404,73.587,74.1398,296486.0
2023-06-29,74.0137,75.2017,73.747,74.9738,349982.0
2023-06-30,75.0998,75.0998,73.7227,74.4889,421261.0
2023-07-01,75.0998,75.0998,73.7227,74.4889,421261.0
2023-07-02,75.0998,75.0998,73.7227,74.4889,421261.0
2023-07-03,74.1495,75.0998,73.9652,74.7216,158468.0
2023-07-04,74.1495,75.0998,73.9652,74.7216,158468.0
2023-07-05,74.4889,75.6332,74.4695,74.5471,349671.0
2023-07-06,74.0428,74.0476,73.1215,73.7131,327531.0
2023-07-07,73.2282,73.2282,70.6388,71.9577,1076016.0
2023-07-08,73.2282,73.2282,70.6388,71.9577,1076016.0
2023-07-09,73.2282,73.2282,70.6388,71.9577,1076016.0
2023-07-10,72.1517,73.0536,72.045,73.0245,479461.0
2023-07-11,73.3736,74.3386,72.5881,74.2076,439844.0
2023-07-12,75.0417,75.5847,73.9361,75.4684,369835.0
2023-07-13,75.1483,75.6235,74.5374,75.6138,395721.0
2023-07-14,75.2938,75.3665,73.296,73.907,442937.0
2023-07-15,75.2938,75.3665,73.296,73.907,442937.0
2023-07-16,75.2938,75.3665,73.296,73.907,442937.0
2023-07-17,73.9749,75.2647,73.3494,75.1192,496169.0
2023-07-18,75.352,76.2733,74.7653,75.6138,546850.0
2023-07-19,76.1084,76.7,75.3617,76.409,389088.0
2023-07-20,76.5254,77.7473,76.0405,77.6698,305522.0
2023-07-21,77.9898,78.9402,77.437,78.174,437241.0
2023-07-22,77.9898,78.9402,77.437,78.174,437241.0
2023-07-23,77.9898,78.9402,77.437,78.174,437241.0
2023-07-24,78.2128,78.7899,77.2431,78.1837,381006.0
2023-07-25,77.8346,78.7608,77.5922,78.368,335622.0
2023-07-26,78.4844,79.4396,78.4844,78.9305,453343.0
2023-07-27,78.9402,78.9984,76.9812,77.0685,490088.0
2023-07-28,77.5825,77.8201,76.2151,76.9133,447482.0
2023-07-29,77.5825,77.8201,76.2151,76.9133,447482.0
2023-07-30,77.5825,77.8201,76.2151,76.9133,447482.0
2023-07-31,77.4855,77.8104,76.4284,76.7388,3839043.0
2023-08-01,79.5802,79.5802,75.3326,75.672,550112.0
2023-08-02,75.3811,77.7279,74.8477,76.9424,597459.0
2023-08-03,76.4478,76.6418,75.5265,75.6817,315107.0
2023-08-04,75.6429,76.3606,74.6925,75.1192,335407.0
2023-08-05,75.6429,76.3606,74.6925,75.1192,335407.0
2023-08-06,75.6429,76.3606,74.6925,75.1192,335407.0
2023-08-07,74.8865,75.672,74.7507,75.4781,263583.0
2023-08-08,75.5459,75.5459,73.7906,74.1688,315626.0
2023-08-09,74.0525,74.6537,73.6258,73.7906,303610.0
2023-08-10,73.6743,74.518,73.587,73.8294,209308.0
2023-08-11,73.8488,74.7119,73.1215,73.3251,335378.0
2023-08-12,73.8488,74.7119,73.1215,73.3251,335378.0
2023-08-13,73.8488,74.7119,73.1215,73.3251,335378.0
