,NBTB US Equity,NBTB US Equity,NBTB US Equity,NBTB US Equity,NBTB US Equity
2020-02-06,34.6514,34.6514,34.11,34.1187,51763.0
2020-02-07,33.9266,34.014,33.6996,33.848,55701.0
2020-02-08,33.9266,34.014,33.6996,33.848,55701.0
2020-02-09,33.9266,34.014,33.6996,33.848,55701.0
2020-02-10,33.6821,33.9354,33.5861,33.9354,86246.0
2020-02-11,34.014,34.3895,34.014,34.0926,47595.0
2020-02-12,34.2672,34.4331,34.1318,34.3371,77587.0
2020-02-13,34.1537,34.5816,34.0664,34.5641,73905.0
2020-02-14,34.5641,34.7126,34.2847,34.3109,71650.0
2020-02-15,34.5641,34.7126,34.2847,34.3109,71650.0
2020-02-16,34.5641,34.7126,34.2847,34.3109,71650.0
2020-02-17,34.5641,34.7126,34.2847,34.3109,71650.0
2020-02-18,34.1537,34.3414,33.9703,34.2279,101297.0
2020-02-19,34.2672,34.5161,34.1711,34.2847,63878.0
2020-02-20,34.1711,34.599,34.1711,34.5117,63746.0
2020-02-21,34.503,34.5117,34.11,34.3021,97006.0
2020-02-22,34.503,34.5117,34.11,34.3021,97006.0
2020-02-23,34.503,34.5117,34.11,34.3021,97006.0
2020-02-24,33.3852,33.6123,33.2367,33.4201,66149.0
2020-02-25,33.3939,33.3939,32.6167,32.6167,128046.0
2020-02-26,32.7477,33.1407,32.3023,32.3547,102084.0
2020-02-27,31.8709,32.7682,31.2727,31.3079,183707.0
2020-02-28,30.3666,30.9736,29.1175,29.6365,258614.0
2020-02-29,30.3666,30.9736,29.1175,29.6365,258614.0
2020-03-01,30.3666,30.9736,29.1175,29.6365,258614.0
2020-03-02,29.4958,31.3695,29.4166,31.2903,160251.0
2020-03-03,31.0704,31.8885,30.0763,30.4722,144920.0
2020-03-04,30.6833,30.912,29.83,30.8329,138634.0
2020-03-05,30.0851,30.2523,28.9855,29.5397,184743.0
2020-03-06,28.5369,29.311,28.1762,29.1527,184719.0
2020-03-07,28.5369,29.311,28.1762,29.1527,184719.0
2020-03-08,28.5369,29.311,28.1762,29.1527,184719.0
2020-03-09,27.3933,27.9387,26.2145,26.4521,189196.0
2020-03-10,27.2174,27.578,26.3465,27.2174,195151.0
2020-03-11,26.54,27.0502,25.8891,26.153,237203.0
2020-03-12,24.6311,26.6104,24.2265,24.6487,354559.0
2020-03-13,26.0474,27.4901,25.3788,27.4725,308529.0
2020-03-14,26.0474,27.4901,25.3788,27.4725,308529.0
2020-03-15,26.0474,27.4901,25.3788,27.4725,308529.0
2020-03-16,24.4112,26.4784,24.3672,25.4668,307458.0
2020-03-17,25.9154,29.9092,25.4404,29.443,418658.0
2020-03-18,27.9475,30.1027,27.9475,29.0559,264819.0
2020-03-19,28.8976,31.0,28.2642,30.0939,308746.0
2020-03-20,29.4606,29.7421,27.2878,27.4549,502465.0
2020-03-21,29.4606,29.7421,27.2878,27.4549,502465.0
2020-03-22,29.4606,29.7421,27.2878,27.4549,502465.0
2020-03-23,27.4725,28.3346,24.9478,25.9946,319170.0
2020-03-24,26.8303,28.0883,26.4081,27.8771,259611.0
2020-03-25,27.8156,28.1322,26.4345,27.0414,320812.0
2020-03-26,27.5605,29.4518,27.4945,29.3726,173402.0
2020-03-27,28.3258,29.1527,27.4285,27.6132,223573.0
2020-03-28,28.3258,29.1527,27.4285,27.6132,223573.0
2020-03-29,28.3258,29.1527,27.4285,27.6132,223573.0
2020-03-30,27.8771,28.7525,26.3994,28.4137,214699.0
2020-03-31,28.1498,28.704,27.6924,28.4929,192880.0
2020-04-01,27.8683,27.8683,26.8814,27.7364,276512.0
2020-04-02,27.5868,28.792,27.3845,28.6601,196972.0
2020-04-03,28.5369,28.9504,27.4857,28.3874,228856.0
2020-04-04,28.5369,28.9504,27.4857,28.3874,228856.0
2020-04-05,28.5369,28.9504,27.4857,28.3874,228856.0
2020-04-06,29.3902,29.4782,27.9915,28.6777,219272.0
2020-04-07,29.3286,29.3286,27.6748,28.0443,192196.0
2020-04-08,28.3082,29.1263,27.8683,28.6161,135590.0
2020-04-09,29.2582,30.9648,29.0735,30.7625,141070.0
2020-04-10,29.2582,30.9648,29.0735,30.7625,141070.0
2020-04-11,29.2582,30.9648,29.0735,30.7625,141070.0
2020-04-12,29.2582,30.9648,29.0735,30.7625,141070.0
2020-04-13,30.3754,30.9296,28.7876,29.0295,101958.0
2020-04-14,29.9884,30.1379,28.5545,28.8096,117903.0
2020-04-15,28.0003,29.4395,27.4461,27.5868,216087.0
2020-04-16,27.3229,27.7364,26.2585,26.9975,211917.0
2020-04-17,28.2554,28.4489,27.4373,27.8947,229995.0
2020-04-18,28.2554,28.4489,27.4373,27.8947,229995.0
2020-04-19,28.2554,28.4489,27.4373,27.8947,229995.0
2020-04-20,27.103,28.185,27.103,27.5429,172972.0
2020-04-21,26.5752,27.2526,26.3817,27.0942,123806.0
2020-04-22,27.3405,27.5868,26.5752,27.103,131221.0
2020-04-23,27.0151,27.8595,26.9183,27.4461,138283.0
2020-04-24,27.5429,27.9123,27.2614,27.4549,120299.0
2020-04-25,27.5429,27.9123,27.2614,27.4549,120299.0
2020-04-26,27.5429,27.9123,27.2614,27.4549,120299.0
2020-04-27,27.8332,29.4166,27.7452,28.9767,127191.0
2020-04-28,29.1615,29.3462,28.0707,28.836,173504.0
2020-04-29,29.83,31.5982,29.3286,30.8769,223535.0
2020-04-30,30.006,30.2787,29.0383,29.1439,175110.0
2020-05-01,28.317,28.858,27.5956,27.9827,136984.0
2020-05-02,28.317,28.858,27.5956,27.9827,136984.0
2020-05-03,28.317,28.858,27.5956,27.9827,136984.0
2020-05-04,27.622,28.1235,27.0947,27.9651,165513.0
2020-05-05,28.4929,28.7304,27.6572,27.798,157284.0
2020-05-06,27.8156,28.2642,26.9711,27.1734,128325.0
2020-05-07,27.7276,27.842,26.8391,26.9799,120393.0
2020-05-08,27.6044,28.0003,27.3581,27.7628,129728.0
2020-05-09,27.6044,28.0003,27.3581,27.7628,129728.0
2020-05-10,27.6044,28.0003,27.3581,27.7628,129728.0
2020-05-11,27.1822,27.191,26.043,26.5576,217853.0
2020-05-12,26.3905,26.8039,25.1061,25.1677,208166.0
2020-05-13,25.071,25.1237,23.6195,24.3056,271496.0
2020-05-14,23.6811,24.6311,23.1488,24.2792,235787.0
2020-05-15,23.9713,24.4464,23.725,24.2265,216616.0
2020-05-16,23.9713,24.4464,23.725,24.2265,216616.0
2020-05-17,23.9713,24.4464,23.725,24.2265,216616.0
2020-05-18,25.3964,26.4397,25.2997,26.2057,209306.0
2020-05-19,25.9594,26.109,24.8598,24.8686,138629.0
2020-05-20,25.3612,26.4784,25.3612,26.4609,193326.0
2020-05-21,26.5048,26.9579,26.1618,26.2409,164788.0
2020-05-22,26.5136,26.5136,25.7747,26.2673,100372.0
2020-05-23,26.5136,26.5136,25.7747,26.2673,100372.0
2020-05-24,26.5136,26.5136,25.7747,26.2673,100372.0
2020-05-25,26.5136,26.5136,25.7747,26.2673,100372.0
2020-05-26,27.4549,27.8068,27.0942,27.4901,175675.0
2020-05-27,28.4137,29.6453,28.0619,29.399,196841.0
2020-05-28,30.0148,30.0148,28.0267,28.3258,165436.0
2020-05-29,27.9354,27.9354,27.1903,27.7846,173239.0
2020-05-30,27.9354,27.9354,27.1903,27.7846,173239.0
2020-05-31,27.9354,27.9354,27.1903,27.7846,173239.0
2020-06-01,27.6782,27.9354,27.208,27.208,139600.0
2020-06-02,27.5008,27.7758,26.9951,27.1814,106148.0
2020-06-03,27.7403,28.8492,27.7403,28.1572,143659.0
2020-06-04,27.8556,28.5032,27.6249,28.3302,155954.0
2020-06-05,30.0823,30.7387,29.1597,29.9847,203886.0
2020-06-06,30.0823,30.7387,29.1597,29.9847,203886.0
2020-06-07,30.0823,30.7387,29.1597,29.9847,203886.0
2020-06-08,30.3041,30.6234,29.6032,30.0734,185580.0
2020-06-09,29.5056,30.3041,29.0443,29.6476,171463.0
2020-06-10,29.6919,29.6919,28.379,28.4234,141727.0
2020-06-11,27.1548,27.2612,26.0459,26.2588,218261.0
2020-06-12,27.4653,27.4653,26.1878,26.8798,185757.0
2020-06-13,27.4653,27.4653,26.1878,26.8798,185757.0
2020-06-14,27.4653,27.4653,26.1878,26.8798,185757.0
2020-06-15,26.108,27.4298,25.8241,26.8798,206071.0
2020-06-16,27.9621,28.175,27.1282,27.5806,221720.0
2020-06-17,27.5362,27.9,26.7467,26.7955,181029.0
2020-06-18,26.516,27.4387,26.516,26.9419,144744.0
2020-06-19,27.1104,27.1104,26.2056,26.9064,562281.0
2020-06-20,27.1104,27.1104,26.2056,26.9064,562281.0
2020-06-21,27.1104,27.1104,26.2056,26.9064,562281.0
2020-06-22,26.5604,27.1104,26.3031,26.8753,129886.0
2020-06-23,27.2435,27.4032,26.4983,26.5072,139025.0
2020-06-24,26.1523,26.1523,25.3539,25.5757,170593.0
2020-06-25,25.4249,26.3919,25.4249,26.3652,173685.0
2020-06-26,26.3652,26.3652,25.3007,25.4959,295147.0
2020-06-27,26.3652,26.3652,25.3007,25.4959,295147.0
2020-06-28,26.3652,26.3652,25.3007,25.4959,295147.0
2020-06-29,25.9572,26.8886,25.8596,26.8177,126432.0
2020-06-30,26.6669,27.7403,26.6669,27.2878,155403.0
2020-07-01,27.1104,27.7137,25.8684,25.9394,174738.0
2020-07-02,26.6225,26.9419,25.8241,25.9394,127202.0
2020-07-03,26.6225,26.9419,25.8241,25.9394,127202.0
2020-07-04,26.6225,26.9419,25.8241,25.9394,127202.0
2020-07-05,26.6225,26.9419,25.8241,25.9394,127202.0
2020-07-06,26.5072,26.7911,25.6555,25.762,111905.0
2020-07-07,25.4781,25.5313,24.9458,25.1233,180664.0
2020-07-08,25.0967,25.416,24.4579,24.8571,187320.0
2020-07-09,24.7507,24.7507,23.9079,24.0676,143316.0
2020-07-10,24.1918,25.1942,24.1918,25.1321,165955.0
2020-07-11,24.1918,25.1942,24.1918,25.1321,165955.0
2020-07-12,24.1918,25.1942,24.1918,25.1321,165955.0
2020-07-13,25.5313,26.1346,25.0967,25.6999,157949.0
2020-07-14,25.6201,26.0725,25.1233,25.5136,195566.0
2020-07-15,26.1878,27.0927,26.0281,26.7023,228099.0
2020-07-16,26.4539,26.8265,26.2765,26.4894,133798.0
2020-07-17,26.3475,26.6136,25.9926,26.0636,126021.0
2020-07-18,26.3475,26.6136,25.9926,26.0636,126021.0
2020-07-19,26.3475,26.6136,25.9926,26.0636,126021.0
2020-07-20,25.9217,25.9838,25.5047,25.6201,93785.0
2020-07-21,25.9572,27.2169,25.9572,27.1548,208039.0
2020-07-22,26.8975,27.1636,26.2277,26.3919,97552.0
2020-07-23,26.3475,26.9241,26.3475,26.8532,100228.0
2020-07-24,26.8886,27.137,26.4806,26.516,72918.0
2020-07-25,26.8886,27.137,26.4806,26.516,72918.0
2020-07-26,26.8886,27.137,26.4806,26.516,72918.0
2020-07-27,26.3741,26.3741,25.7886,26.0104,79396.0
2020-07-28,27.2169,27.3233,26.3209,26.3564,129836.0
2020-07-29,26.4451,27.483,26.241,27.3056,118737.0
2020-07-30,26.7822,26.8798,26.2854,26.7467,91419.0
2020-07-31,26.5515,26.7201,25.7975,26.4273,172761.0
2020-08-01,26.5515,26.7201,25.7975,26.4273,172761.0
2020-08-02,26.5515,26.7201,25.7975,26.4273,172761.0
2020-08-03,26.5427,26.5427,26.1878,26.2854,114206.0
2020-08-04,26.1168,26.241,25.8418,26.1878,110134.0
2020-08-05,26.4717,27.0483,26.1878,26.9596,165108.0
2020-08-06,26.8443,27.0661,26.6314,26.862,72082.0
2020-08-07,26.7556,28.033,26.6136,28.0242,92452.0
2020-08-08,26.7556,28.033,26.6136,28.0242,92452.0
2020-08-09,26.7556,28.033,26.6136,28.0242,92452.0
2020-08-10,28.1484,29.0443,28.0385,28.2992,108012.0
2020-08-11,28.8758,29.275,28.3879,28.6629,129463.0
2020-08-12,29.1952,29.2927,26.8799,28.6008,120987.0
2020-08-13,28.379,28.6097,28.0685,28.175,97357.0
2020-08-14,27.9354,28.5742,27.9177,28.3701,163624.0
2020-08-15,27.9354,28.5742,27.9177,28.3701,163624.0
2020-08-16,27.9354,28.5742,27.9177,28.3701,163624.0
2020-08-17,28.1306,28.2903,27.829,27.9798,95319.0
2020-08-18,27.9088,27.9088,27.3854,27.483,85494.0
2020-08-19,27.5362,27.9,27.2612,27.4919,90766.0
2020-08-20,27.1104,27.2346,26.9507,27.0572,76011.0
2020-08-21,27.1548,27.2524,26.7023,26.933,115191.0
2020-08-22,27.1548,27.2524,26.7023,26.933,115191.0
2020-08-23,27.1548,27.2524,26.7023,26.933,115191.0
2020-08-24,27.2346,27.687,26.862,27.6516,72578.0
2020-08-25,27.9975,28.0508,27.3012,27.7314,70160.0
2020-08-26,27.7758,28.0153,27.208,27.2701,91224.0
2020-08-27,27.1636,27.9443,27.1282,27.7935,109330.0
2020-08-28,28.0419,28.0596,27.4564,27.6427,88863.0
2020-08-29,28.0419,28.0596,27.4564,27.6427,88863.0
2020-08-30,28.0419,28.0596,27.4564,27.6427,88863.0
2020-08-31,27.5532,27.7053,27.2668,27.2668,125211.0
2020-09-01,27.1416,27.3653,27.0342,27.2489,88522.0
2020-09-02,27.1684,27.4906,27.0834,27.3832,89067.0
2020-09-03,27.4369,28.3138,27.3384,27.4816,121694.0
2020-09-04,28.0812,28.2423,27.4458,27.8575,71418.0
2020-09-05,28.0812,28.2423,27.4458,27.8575,71418.0
2020-09-06,28.0812,28.2423,27.4458,27.8575,71418.0
2020-09-07,28.0812,28.2423,27.4458,27.8575,71418.0
2020-09-08,27.6695,27.6695,26.6404,26.9089,115103.0
2020-09-09,27.07,27.2311,26.4346,26.5062,137463.0
2020-09-10,26.5152,26.9626,25.9514,26.0409,126787.0
2020-09-11,26.1393,26.1393,25.6829,25.7903,126719.0
2020-09-12,26.1393,26.1393,25.6829,25.7903,126719.0
2020-09-13,26.1393,26.1393,25.6829,25.7903,126719.0
2020-09-14,25.8798,26.4436,25.8798,26.1125,118693.0
2020-09-15,26.3809,26.5985,25.7277,25.9514,126169.0
2020-09-16,26.2914,26.5957,25.8529,26.2556,172149.0
2020-09-17,25.835,26.1617,25.6561,25.8529,123838.0
2020-09-18,26.1125,26.1125,25.4771,25.7366,690536.0
2020-09-19,26.1125,26.1125,25.4771,25.7366,690536.0
2020-09-20,26.1125,26.1125,25.4771,25.7366,690536.0
2020-09-21,25.2444,26.0319,24.1661,24.4659,210286.0
2020-09-22,24.5912,24.8686,23.9648,24.2153,139030.0
2020-09-23,24.1437,24.8194,23.6337,23.6515,166616.0
2020-09-24,23.741,24.4435,23.6739,23.8842,108383.0
2020-09-25,23.5979,24.278,23.5442,23.8663,99791.0
2020-09-26,23.5979,24.278,23.5442,23.8663,99791.0
2020-09-27,23.5979,24.278,23.5442,23.8663,99791.0
2020-09-28,24.099,26.5062,24.099,24.3138,123254.0
2020-09-29,24.2153,24.2243,23.6515,23.9558,91040.0
2020-09-30,24.0721,24.5464,23.8305,24.0006,163867.0
2020-10-01,23.929,24.2153,23.5263,23.92,184568.0
2020-10-02,23.6337,24.5285,23.6247,24.4032,161301.0
2020-10-03,23.6337,24.5285,23.6247,24.4032,161301.0
2020-10-04,23.6337,24.5285,23.6247,24.4032,161301.0
2020-10-05,24.4748,25.1281,24.4748,24.8775,123458.0
2020-10-06,25.1549,25.8171,25.0028,25.2265,251227.0
2020-10-07,25.4681,25.8887,24.9804,25.1012,311485.0
2020-10-08,25.3787,25.835,25.2713,25.7724,113070.0
2020-10-09,25.9156,26.0051,25.4413,25.5129,88391.0
2020-10-10,25.9156,26.0051,25.4413,25.5129,88391.0
2020-10-11,25.9156,26.0051,25.4413,25.5129,88391.0
2020-10-12,25.4592,26.0498,25.325,26.023,81709.0
2020-10-13,25.7724,25.7724,25.0028,25.0386,80477.0
2020-10-14,25.1102,25.486,24.5285,24.5464,71818.0
2020-10-15,24.1079,25.2265,24.1079,25.1997,67136.0
2020-10-16,25.0476,25.3801,24.7612,25.1281,72239.0
2020-10-17,25.0476,25.3801,24.7612,25.1281,72239.0
2020-10-18,25.0476,25.3801,24.7612,25.1281,72239.0
2020-10-19,25.316,25.3876,24.7075,24.7254,71842.0
2020-10-20,24.976,25.4368,24.976,25.1012,84576.0
2020-10-21,25.0565,25.3697,24.9223,25.1907,50297.0
2020-10-22,25.2802,26.0722,25.0744,25.9961,98166.0
2020-10-23,26.1125,26.542,25.8798,26.1035,60727.0
2020-10-24,26.1125,26.542,25.8798,26.1035,60727.0
2020-10-25,26.1125,26.542,25.8798,26.1035,60727.0
2020-10-26,25.9245,25.9514,25.3876,25.8798,88267.0
2020-10-27,26.0051,26.193,25.3339,25.3697,100558.0
2020-10-28,24.5285,25.146,24.0453,24.0542,144339.0
2020-10-29,23.9111,24.9444,23.4457,24.5375,120321.0
2020-10-30,24.4569,25.0162,24.2869,24.5017,103964.0
2020-10-31,24.4569,25.0162,24.2869,24.5017,103964.0
2020-11-01,24.4569,25.0162,24.2869,24.5017,103964.0
2020-11-02,24.6896,25.1191,24.4927,24.8954,98198.0
2020-11-03,25.3429,25.7008,24.9849,25.486,121487.0
2020-11-04,24.8686,24.8686,23.401,23.4368,125208.0
2020-11-05,23.3562,24.5078,23.3562,24.278,102647.0
2020-11-06,24.4659,24.5196,23.7992,23.8126,99189.0
2020-11-07,24.4659,24.5196,23.7992,23.8126,99189.0
2020-11-08,24.4659,24.5196,23.7992,23.8126,99189.0
2020-11-09,25.5934,28.0991,25.2068,27.0431,258115.0
2020-11-10,27.3116,28.0275,27.1237,27.7948,164758.0
2020-11-11,27.8485,27.8485,26.4346,26.7747,132446.0
2020-11-12,26.4883,26.4883,25.8798,26.3004,167173.0
2020-11-13,26.4436,27.2847,26.3541,27.0252,114677.0
2020-11-14,26.4436,27.2847,26.3541,27.0252,114677.0
2020-11-15,26.4436,27.2847,26.3541,27.0252,114677.0
2020-11-16,27.9022,28.287,27.5443,28.1349,135785.0
2020-11-17,27.759,28.4212,27.1684,28.0633,182172.0
2020-11-18,28.3854,28.3854,27.3653,27.3742,103082.0
2020-11-19,27.2221,27.636,26.9715,27.5622,87117.0
2020-11-20,27.1147,27.4548,27.0252,27.3116,174802.0
2020-11-21,27.1147,27.4548,27.0252,27.3116,174802.0
2020-11-22,27.1147,27.4548,27.0252,27.3116,174802.0
2020-11-23,27.5085,28.2333,27.1505,27.8754,182724.0
2020-11-24,27.7053,29.2624,27.7053,29.0655,186994.0
2020-11-25,28.7613,29.4056,28.1886,28.4302,122297.0
2020-11-26,28.7613,29.4056,28.1886,28.4302,122297.0
2020-11-27,28.4123,28.9716,27.8933,28.2423,109832.0
2020-11-28,28.4123,28.9716,27.8933,28.2423,109832.0
2020-11-29,28.4123,28.9716,27.8933,28.2423,109832.0
2020-11-30,27.9534,27.957,26.9786,27.0328,145231.0
2020-12-01,27.5563,27.9173,27.1772,27.6195,164250.0
2020-12-02,27.5743,28.0347,27.4028,27.9534,167199.0
2020-12-03,27.6465,28.17,27.6465,27.9805,128386.0
2020-12-04,28.3686,28.9192,28.174,28.856,101675.0
2020-12-05,28.3686,28.9192,28.174,28.856,101675.0
2020-12-06,28.3686,28.9192,28.174,28.856,101675.0
2020-12-07,28.5221,28.865,28.3415,28.7838,102755.0
2020-12-08,28.486,29.1178,28.486,29.0636,107497.0
2020-12-09,29.4878,29.6503,28.9553,29.1268,110023.0
2020-12-10,28.847,29.1449,28.5672,29.1358,71842.0
2020-12-11,28.838,29.208,28.7658,28.9373,83378.0
2020-12-12,28.838,29.208,28.7658,28.9373,83378.0
2020-12-13,28.838,29.208,28.7658,28.9373,83378.0
2020-12-14,29.3344,29.4247,28.838,28.9192,150057.0
2020-12-15,29.3524,29.8128,27.6104,29.6413,238990.0
2020-12-16,29.7406,29.7992,29.2983,29.3254,185797.0
2020-12-17,29.4337,29.4337,28.9734,29.199,147557.0
2020-12-18,29.3705,29.6323,28.8199,29.1087,944317.0
2020-12-19,29.3705,29.6323,28.8199,29.1087,944317.0
2020-12-20,29.3705,29.6323,28.8199,29.1087,944317.0
2020-12-21,29.0185,29.3344,28.0256,28.2152,278809.0
2020-12-22,28.495,28.8765,27.6556,27.7007,105748.0
2020-12-23,27.7639,28.5221,27.7187,28.4499,106903.0
2020-12-24,28.4318,28.8831,28.17,28.7658,97758.0
2020-12-25,28.4318,28.8831,28.17,28.7658,97758.0
2020-12-26,28.4318,28.8831,28.17,28.7658,97758.0
2020-12-27,28.4318,28.8831,28.17,28.7658,97758.0
2020-12-28,28.8199,29.4156,28.6845,29.1674,167729.0
2020-12-29,29.1268,29.2532,28.3235,28.5221,111561.0
2020-12-30,28.504,28.9282,28.4769,28.7387,115451.0
2020-12-31,28.6936,29.1223,28.495,28.9734,113997.0
2021-01-01,28.6936,29.1223,28.495,28.9734,113997.0
2021-01-02,28.6936,29.1223,28.495,28.9734,113997.0
2021-01-03,28.6936,29.1223,28.495,28.9734,113997.0
2021-01-04,29.1358,29.1358,27.9986,28.6936,276849.0
2021-01-05,28.7387,29.3254,28.4318,28.8921,292230.0
2021-01-06,29.6864,32.0602,29.6864,31.4916,500883.0
2021-01-07,31.4013,31.8707,31.0584,31.4374,236686.0
2021-01-08,31.3652,31.5277,30.2821,30.8553,211781.0
2021-01-09,31.3652,31.5277,30.2821,30.8553,211781.0
2021-01-10,31.3652,31.5277,30.2821,30.8553,211781.0
2021-01-11,30.4175,31.3382,30.4175,31.3021,205075.0
2021-01-12,31.7263,32.1505,31.5187,31.8978,131352.0
2021-01-13,31.7263,31.7263,30.923,31.1486,101633.0
2021-01-14,31.5006,31.9655,31.2479,31.6992,103963.0
2021-01-15,31.3021,31.6631,31.0132,31.4194,114738.0
2021-01-16,31.3021,31.6631,31.0132,31.4194,114738.0
2021-01-17,31.3021,31.6631,31.0132,31.4194,114738.0
2021-01-18,31.3021,31.6631,31.0132,31.4194,114738.0
2021-01-19,31.6992,31.7082,31.266,31.5097,192522.0
2021-01-20,31.4465,31.7714,31.1667,31.3562,116104.0
2021-01-21,31.1847,31.2276,30.5619,30.8508,139911.0
2021-01-22,30.5168,31.7443,30.255,31.636,173427.0
2021-01-23,30.5168,31.7443,30.255,31.636,173427.0
2021-01-24,30.5168,31.7443,30.255,31.636,173427.0
2021-01-25,31.275,31.7534,30.4717,31.6811,148069.0
2021-01-26,31.8165,31.8617,31.4013,31.4736,80274.0
2021-01-27,30.589,31.1667,29.8128,30.0113,206076.0
2021-01-28,31.0493,31.0493,29.4969,29.9301,233478.0
2021-01-29,30.255,30.6161,29.3118,29.7947,244003.0
2021-01-30,30.255,30.6161,29.3118,29.7947,244003.0
2021-01-31,30.255,30.6161,29.3118,29.7947,244003.0
2021-02-01,29.7947,30.1738,29.2441,29.9752,110226.0
2021-02-02,30.5349,30.8237,29.9121,30.589,92251.0
2021-02-03,30.3273,30.4987,29.894,30.3814,116776.0
2021-02-04,30.6522,31.3743,30.3543,31.2118,156818.0
2021-02-05,31.2118,31.3743,30.6883,31.0674,104606.0
2021-02-06,31.2118,31.3743,30.6883,31.0674,104606.0
2021-02-07,31.2118,31.3743,30.6883,31.0674,104606.0
2021-02-08,31.293,31.8256,31.1396,31.8256,126714.0
2021-02-09,31.6992,32.322,31.3652,32.1595,126832.0
2021-02-10,32.3761,32.6379,31.988,32.0602,139786.0
2021-02-11,31.9971,32.3852,31.5097,32.0241,176894.0
2021-02-12,31.8887,32.3039,31.7173,32.0332,88789.0
2021-02-13,31.8887,32.3039,31.7173,32.0332,88789.0
2021-02-14,31.8887,32.3039,31.7173,32.0332,88789.0
2021-02-15,31.8887,32.3039,31.7173,32.0332,88789.0
2021-02-16,31.9023,32.4213,31.9023,32.1234,101100.0
2021-02-17,31.9429,32.4845,31.8075,32.1144,95791.0
2021-02-18,31.9971,32.3581,31.7263,31.8075,114018.0
2021-02-19,31.9519,32.294,31.9158,32.2227,163965.0
2021-02-20,31.9519,32.294,31.9158,32.2227,163965.0
2021-02-21,31.9519,32.294,31.9158,32.2227,163965.0
2021-02-22,32.3039,33.0711,31.8436,32.9719,103764.0
2021-02-23,33.3916,34.2265,32.8997,33.2968,155135.0
2021-02-24,33.6217,34.2806,33.4141,34.0279,142665.0
2021-02-25,34.1001,34.425,33.7391,33.8654,155333.0
2021-02-26,33.8291,33.8563,32.2381,32.9381,193233.0
2021-02-27,33.8291,33.8563,32.2381,32.9381,193233.0
2021-02-28,33.8291,33.8563,32.2381,32.9381,193233.0
2021-03-01,33.6563,33.8654,33.2381,33.7381,85522.0
2021-03-02,33.6927,33.7927,33.1836,33.4563,89392.0
2021-03-03,33.62,34.9928,33.5563,34.1654,155639.0
2021-03-04,34.1745,35.2928,33.8927,34.3836,166937.0
2021-03-05,35.0382,35.8564,34.7928,35.7019,199154.0
2021-03-06,35.0382,35.8564,34.7928,35.7019,199154.0
2021-03-07,35.0382,35.8564,34.7928,35.7019,199154.0
2021-03-08,36.3201,37.4111,35.8837,37.1474,175420.0
2021-03-09,37.011,37.4474,36.0928,36.8292,144344.0
2021-03-10,36.7747,38.0384,36.4201,37.8384,191906.0
2021-03-11,37.6293,37.8929,37.3565,37.7929,131471.0
2021-03-12,38.1838,38.9021,37.8747,38.5202,147473.0
2021-03-13,38.1838,38.9021,37.8747,38.5202,147473.0
2021-03-14,38.1838,38.9021,37.8747,38.5202,147473.0
