,FLIC US Equity,FLIC US Equity,FLIC US Equity,FLIC US Equity,FLIC US Equity
2020-02-13,18.6791,19.0031,18.5576,18.9302,56553.0
2020-02-14,18.8897,18.9634,18.7443,18.8492,46922.0
2020-02-15,18.8897,18.9634,18.7443,18.8492,46922.0
2020-02-16,18.8897,18.9634,18.7443,18.8492,46922.0
2020-02-17,18.8897,18.9634,18.7443,18.8492,46922.0
2020-02-18,18.8654,18.9707,18.7034,18.7682,40756.0
2020-02-19,18.8492,18.8573,18.7277,18.7358,50051.0
2020-02-20,18.752,18.8087,18.5981,18.6305,71733.0
2020-02-21,18.6305,18.6629,18.4847,18.5495,56899.0
2020-02-22,18.6305,18.6629,18.4847,18.5495,56899.0
2020-02-23,18.6305,18.6629,18.4847,18.5495,56899.0
2020-02-24,18.185,18.5292,18.0149,18.4361,56432.0
2020-02-25,18.4118,18.4442,17.9663,17.9987,53642.0
2020-02-26,18.0716,18.3551,17.9501,17.9906,54849.0
2020-02-27,17.7881,18.1931,17.1805,17.1805,78590.0
2020-02-28,16.5406,16.978,16.4029,16.7755,138988.0
2020-02-29,16.5406,16.978,16.4029,16.7755,138988.0
2020-03-01,16.5406,16.978,16.4029,16.7755,138988.0
2020-03-02,16.7107,17.4235,16.7107,17.4235,89235.0
2020-03-03,17.3587,17.6909,16.9537,17.0509,117959.0
2020-03-04,17.1481,17.1651,16.6297,17.1157,54114.0
2020-03-05,16.7755,16.8646,16.006,16.2814,59712.0
2020-03-06,15.7144,16.0222,15.3013,15.6982,88696.0
2020-03-07,15.7144,16.0222,15.3013,15.6982,88696.0
2020-03-08,15.7144,16.0222,15.3013,15.6982,88696.0
2020-03-09,14.629,14.8477,13.7623,13.9891,74735.0
2020-03-10,14.4913,14.5237,13.5921,14.4184,109900.0
2020-03-11,14.0296,14.2685,13.3815,13.5678,81772.0
2020-03-12,12.7092,13.1628,12.126,12.369,94286.0
2020-03-13,12.9603,13.26,12.365,12.8712,169951.0
2020-03-14,12.9603,13.26,12.365,12.8712,169951.0
2020-03-15,12.9603,13.26,12.365,12.8712,169951.0
2020-03-16,12.1257,12.6091,10.9131,11.7488,113492.0
2020-03-17,11.8307,13.3546,11.3883,13.3055,113189.0
2020-03-18,12.5189,12.5189,9.9586,10.4051,161967.0
2020-03-19,10.5526,12.0274,10.2495,11.7406,158444.0
2020-03-20,11.7488,13.2973,10.6509,11.077,205384.0
2020-03-21,11.7488,13.2973,10.6509,11.077,205384.0
2020-03-22,11.7488,13.2973,10.6509,11.077,205384.0
2020-03-23,11.1999,12.3797,10.7738,11.2572,123927.0
2020-03-24,12.1421,12.4042,11.4989,12.1912,84033.0
2020-03-25,12.2813,12.2813,11.4702,11.7652,53302.0
2020-03-26,11.8963,13.2809,11.7734,13.2153,91714.0
2020-03-27,12.8876,13.8958,11.9946,13.1498,107380.0
2020-03-28,12.8876,13.8958,11.9946,13.1498,107380.0
2020-03-29,12.8876,13.8958,11.9946,13.1498,107380.0
2020-03-30,13.2809,13.7889,12.6828,13.7315,104453.0
2020-03-31,13.5922,14.8539,13.5881,14.2149,110780.0
2020-04-01,13.9937,13.9937,12.6992,12.9204,98765.0
2020-04-02,12.65,13.0515,12.1748,12.6418,75499.0
2020-04-03,12.3715,12.4944,11.6341,11.757,69659.0
2020-04-04,12.3715,12.4944,11.6341,11.757,69659.0
2020-04-05,12.3715,12.4944,11.6341,11.757,69659.0
2020-04-06,12.3387,12.7975,12.0642,12.691,89800.0
2020-04-07,12.9777,13.2973,12.1871,12.5025,77722.0
2020-04-08,12.6992,12.7729,12.2568,12.5271,105768.0
2020-04-09,12.9695,13.5984,12.7729,13.4857,115236.0
2020-04-10,12.9695,13.5984,12.7729,13.4857,115236.0
2020-04-11,12.9695,13.5984,12.7729,13.4857,115236.0
2020-04-12,12.9695,13.5984,12.7729,13.4857,115236.0
2020-04-13,13.3218,13.7233,12.65,12.863,41711.0
2020-04-14,13.2399,13.2399,12.4206,12.7238,71190.0
2020-04-15,12.0929,12.1748,11.7242,11.8471,59568.0
2020-04-16,11.8143,11.8635,10.8885,11.3555,79657.0
2020-04-17,11.757,12.1462,11.757,11.9372,80744.0
2020-04-18,11.757,12.1462,11.757,11.9372,80744.0
2020-04-19,11.757,12.1462,11.757,11.9372,80744.0
2020-04-20,11.5358,12.1175,11.5358,11.7652,41204.0
2020-04-21,11.2408,11.8061,11.1343,11.716,47464.0
2020-04-22,12.0355,12.0806,11.6505,11.7406,38554.0
2020-04-23,11.7488,12.242,11.7488,11.9782,75883.0
2020-04-24,11.97,12.1748,11.8471,12.0683,26153.0
2020-04-25,11.97,12.1748,11.8471,12.0683,26153.0
2020-04-26,11.97,12.1748,11.8471,12.0683,26153.0
2020-04-27,12.3059,13.1826,12.1994,13.0269,67495.0
2020-04-28,13.5758,13.7643,12.9818,13.6578,62867.0
2020-04-29,14.3132,14.6205,12.9368,14.2067,97648.0
2020-04-30,13.5021,14.0592,12.6746,12.9368,53064.0
2020-05-01,12.6992,12.9859,12.1912,12.3551,79382.0
2020-05-02,12.6992,12.9859,12.1912,12.3551,79382.0
2020-05-03,12.6992,12.9859,12.1912,12.3551,79382.0
2020-05-04,12.3878,12.3919,11.7078,12.224,70861.0
2020-05-05,12.9368,13.2153,12.1175,12.1421,71698.0
2020-05-06,12.1502,12.2895,11.8061,11.8963,57933.0
2020-05-07,12.1584,12.1584,11.6669,11.757,80837.0
2020-05-08,11.7979,12.2322,11.6587,12.0847,169713.0
2020-05-09,11.7979,12.2322,11.6587,12.0847,169713.0
2020-05-10,11.7979,12.2322,11.6587,12.0847,169713.0
2020-05-11,11.8225,12.0192,11.4435,11.8963,85120.0
2020-05-12,11.8881,11.9454,11.3555,11.3965,75952.0
2020-05-13,11.1671,11.1671,10.4461,10.8476,76170.0
2020-05-14,10.5035,10.8639,10.1184,10.7902,93680.0
2020-05-15,10.7574,11.2777,10.6427,11.1425,251955.0
2020-05-16,10.7574,11.2777,10.6427,11.1425,251955.0
2020-05-17,10.7574,11.2777,10.6427,11.1425,251955.0
2020-05-18,11.5276,12.1994,11.5276,12.0847,103105.0
2020-05-19,11.9454,11.9454,11.4538,11.4784,82045.0
2020-05-20,11.7652,12.2649,11.7652,12.1011,65729.0
2020-05-21,12.0765,12.3878,12.0028,12.3141,100020.0
2020-05-22,12.4124,12.4534,12.224,12.4288,104760.0
2020-05-23,12.4124,12.4534,12.224,12.4288,104760.0
2020-05-24,12.4124,12.4534,12.224,12.4288,104760.0
2020-05-25,12.4124,12.4534,12.224,12.4288,104760.0
2020-05-26,12.8221,13.0269,12.5517,12.863,93308.0
2020-05-27,13.33,13.9937,13.1088,13.7889,135299.0
2020-05-28,13.9281,13.9281,13.1498,13.2153,64497.0
2020-05-29,12.9368,13.1908,12.437,12.5107,99309.0
2020-05-30,12.9368,13.1908,12.437,12.5107,99309.0
2020-05-31,12.9368,13.1908,12.437,12.5107,99309.0
2020-06-01,12.5025,12.9491,12.3878,12.7729,125308.0
2020-06-02,12.9777,13.2506,12.6418,12.7401,46462.0
2020-06-03,13.1416,13.6741,13.0924,13.4447,56052.0
2020-06-04,13.3464,13.625,13.199,13.5021,56665.0
2020-06-05,14.3378,14.6114,13.9445,14.264,97859.0
2020-06-06,14.3378,14.6114,13.9445,14.264,97859.0
2020-06-07,14.3378,14.6114,13.9445,14.264,97859.0
2020-06-08,14.6327,14.7229,14.2231,14.6245,45494.0
2020-06-09,14.2395,14.6573,13.7561,14.3787,40083.0
2020-06-10,14.3132,14.3132,13.3792,13.4366,64696.0
2020-06-11,12.8139,12.8221,12.011,12.0355,112493.0
2020-06-12,12.396,12.6418,12.0765,12.5763,97555.0
2020-06-13,12.396,12.6418,12.0765,12.5763,97555.0
2020-06-14,12.396,12.6418,12.0765,12.5763,97555.0
2020-06-15,12.0028,12.5025,11.9372,12.4862,64607.0
2020-06-16,13.0843,13.5648,12.818,13.0351,62832.0
2020-06-17,13.0105,13.0105,12.0601,12.1912,76203.0
2020-06-18,12.011,12.7156,12.011,12.4452,77991.0
2020-06-19,12.6009,13.1088,12.0847,12.5271,119157.0
2020-06-20,12.6009,13.1088,12.0847,12.5271,119157.0
2020-06-21,12.6009,13.1088,12.0847,12.5271,119157.0
2020-06-22,12.396,12.945,12.3715,12.8794,85661.0
2020-06-23,13.1088,13.2399,12.6746,12.6787,101046.0
2020-06-24,12.437,12.6254,12.1994,12.4083,122272.0
2020-06-25,12.2486,13.2399,12.2486,13.199,129009.0
2020-06-26,12.9286,13.5185,12.5066,13.412,784537.0
2020-06-27,12.9286,13.5185,12.5066,13.412,784537.0
2020-06-28,12.9286,13.5185,12.5066,13.412,784537.0
2020-06-29,13.6414,13.9199,13.0105,13.2563,139871.0
2020-06-30,13.158,13.4406,13.1498,13.3874,84119.0
2020-07-01,13.3628,13.3628,12.4944,12.6254,55110.0
2020-07-02,12.9859,13.2727,12.6091,12.6746,78370.0
2020-07-03,12.9859,13.2727,12.6091,12.6746,78370.0
2020-07-04,12.9859,13.2727,12.6091,12.6746,78370.0
2020-07-05,12.9859,13.2727,12.6091,12.6746,78370.0
2020-07-06,13.0105,13.1826,12.6172,12.7975,48978.0
2020-07-07,12.478,12.7729,12.2568,12.2977,94222.0
2020-07-08,12.2977,12.3309,11.6841,11.8168,103984.0
2020-07-09,11.7421,12.0158,11.1534,11.2777,94694.0
2020-07-10,11.2777,11.767,11.2777,11.738,198094.0
2020-07-11,11.2777,11.767,11.2777,11.738,198094.0
2020-07-12,11.2777,11.767,11.2777,11.738,198094.0
2020-07-13,11.8333,12.3143,11.6509,12.0904,92062.0
2020-07-14,12.1485,12.2231,11.8085,11.9577,56964.0
2020-07-15,12.3143,12.8616,12.2811,12.5465,96284.0
2020-07-16,12.4387,12.7787,12.4221,12.5797,52548.0
2020-07-17,12.5382,12.6087,12.1236,12.2397,53025.0
2020-07-18,12.5382,12.6087,12.1236,12.2397,53025.0
2020-07-19,12.5382,12.6087,12.1236,12.2397,53025.0
2020-07-20,12.306,12.3143,11.8333,12.0489,89478.0
2020-07-21,12.0655,12.7206,11.8831,12.588,70914.0
2020-07-22,12.4387,12.4553,12.1899,12.306,48986.0
2020-07-23,12.2646,12.4884,12.2646,12.4055,65923.0
2020-07-24,12.4304,12.4967,12.0324,12.0738,43898.0
2020-07-25,12.4304,12.4967,12.0324,12.0738,43898.0
2020-07-26,12.4304,12.4967,12.0324,12.0738,43898.0
2020-07-27,11.9826,12.0241,11.6675,11.8416,71559.0
2020-07-28,11.7338,11.9246,11.6426,11.8333,55451.0
2020-07-29,11.8002,12.3558,11.7007,12.248,73933.0
2020-07-30,12.3889,12.4304,11.9909,12.2231,42080.0
2020-07-31,12.3309,12.3972,11.9246,12.3641,88882.0
2020-08-01,12.3309,12.3972,11.9246,12.3641,88882.0
2020-08-02,12.3309,12.3972,11.9246,12.3641,88882.0
2020-08-03,12.5299,12.5299,12.1982,12.4055,60263.0
2020-08-04,12.2894,12.4221,12.2314,12.4055,37359.0
2020-08-05,12.5797,12.6045,12.3682,12.5465,52957.0
2020-08-06,12.4802,12.6045,12.4719,12.5133,38261.0
2020-08-07,12.4138,13.1353,12.3848,13.127,72112.0
2020-08-08,12.4138,13.1353,12.3848,13.127,72112.0
2020-08-09,12.4138,13.1353,12.3848,13.127,72112.0
2020-08-10,13.2099,13.6411,13.0731,13.5333,62814.0
2020-08-11,13.7904,13.9645,13.5955,13.6909,79092.0
2020-08-12,13.9562,13.9952,13.4338,13.7323,48945.0
2020-08-13,13.6826,13.6826,13.3757,13.4172,32206.0
2020-08-14,13.2762,13.5913,13.2679,13.5416,19018.0
2020-08-15,13.2762,13.5913,13.2679,13.5416,19018.0
2020-08-16,13.2762,13.5913,13.2679,13.5416,19018.0
2020-08-17,13.4089,13.6245,13.2348,13.5665,42535.0
2020-08-18,13.5416,13.5416,13.044,13.1104,33016.0
2020-08-19,13.1933,13.4338,13.1104,13.1767,35867.0
2020-08-20,13.0523,13.127,12.9031,13.0358,37556.0
2020-08-21,13.0358,13.1104,12.8198,13.0772,123103.0
2020-08-22,13.0358,13.1104,12.8198,13.0772,123103.0
2020-08-23,13.0358,13.1104,12.8198,13.0772,123103.0
2020-08-24,13.1436,13.5582,12.9785,13.5582,59060.0
2020-08-25,13.724,13.8069,13.3343,13.4421,35234.0
2020-08-26,13.4006,13.4006,12.9197,12.9197,55510.0
2020-08-27,13.044,13.3011,12.9114,13.1104,35227.0
2020-08-28,13.2514,13.3094,12.8367,12.845,49043.0
2020-08-29,13.2514,13.3094,12.8367,12.845,49043.0
2020-08-30,13.2514,13.3094,12.8367,12.845,49043.0
2020-08-31,12.7455,13.0275,12.7123,12.7414,71949.0
2020-09-01,12.6377,12.8782,12.5216,12.787,61127.0
2020-09-02,12.7206,13.044,12.7206,12.8865,26660.0
2020-09-03,13.1021,13.4089,12.9031,13.0026,58502.0
2020-09-04,13.2928,13.4338,12.9031,13.0275,43522.0
2020-09-05,13.2928,13.4338,12.9031,13.0275,43522.0
2020-09-06,13.2928,13.4338,12.9031,13.0275,43522.0
2020-09-07,13.2928,13.4338,12.9031,13.0275,43522.0
2020-09-08,12.986,12.986,12.4138,12.5299,76535.0
2020-09-09,12.5963,12.649,12.1816,12.2065,85000.0
2020-09-10,12.2728,12.4221,12.1236,12.2065,125061.0
2020-09-11,12.2038,12.3806,12.1485,12.2811,49269.0
2020-09-12,12.2038,12.3806,12.1485,12.2811,49269.0
2020-09-13,12.2038,12.3806,12.1485,12.2811,49269.0
2020-09-14,12.3724,12.5382,12.2811,12.3309,41795.0
2020-09-15,12.4636,12.4636,12.2024,12.2397,53436.0
2020-09-16,12.2431,12.5797,12.1899,12.4553,39933.0
2020-09-17,12.3226,12.5465,12.2728,12.4553,22392.0
2020-09-18,12.5963,12.7041,12.4387,12.6875,232995.0
2020-09-19,12.5963,12.7041,12.4387,12.6875,232995.0
2020-09-20,12.5963,12.7041,12.4387,12.6875,232995.0
2020-09-21,12.4387,12.6045,12.3143,12.505,132600.0
2020-09-22,12.5299,12.6128,11.9992,12.0241,88237.0
2020-09-23,12.0241,12.1236,11.7421,11.767,66839.0
2020-09-24,11.8499,12.1153,11.7172,11.7919,54598.0
2020-09-25,11.709,12.1153,11.709,12.0075,60454.0
2020-09-26,11.709,12.1153,11.709,12.0075,60454.0
2020-09-27,11.709,12.1153,11.709,12.0075,60454.0
2020-09-28,12.2977,12.4802,12.1982,12.2314,51104.0
2020-09-29,12.3641,12.8201,11.9494,12.3309,47986.0
2020-09-30,12.447,12.5714,12.1733,12.2811,43360.0
2020-10-01,12.2521,12.3815,12.0738,12.2977,38953.0
2020-10-02,12.1485,12.7704,12.1485,12.5548,74743.0
2020-10-03,12.1485,12.7704,12.1485,12.5548,74743.0
2020-10-04,12.1485,12.7704,12.1485,12.5548,74743.0
2020-10-05,12.6294,13.1353,12.6294,13.1187,70921.0
2020-10-06,13.2265,13.8318,13.127,13.3757,67560.0
2020-10-07,13.4421,14.0143,13.3757,13.9562,92880.0
2020-10-08,13.4462,13.9857,13.4462,13.8816,66770.0
2020-10-09,14.0158,14.0158,13.5125,13.6425,42482.0
2020-10-10,14.0158,14.0158,13.5125,13.6425,42482.0
2020-10-11,14.0158,14.0158,13.5125,13.6425,42482.0
2020-10-12,13.6971,13.9403,13.5041,13.8816,36867.0
2020-10-13,13.7558,13.7966,13.3448,13.3699,38776.0
2020-10-14,13.3699,13.5041,13.068,13.0848,23492.0
2020-10-15,12.8834,13.5041,12.8834,13.4622,30665.0
2020-10-16,13.3615,13.5461,13.1519,13.4957,27838.0
2020-10-17,13.3615,13.5461,13.1519,13.4957,27838.0
2020-10-18,13.3615,13.5461,13.1519,13.4957,27838.0
2020-10-19,13.6132,13.6719,13.4706,13.5628,25410.0
2020-10-20,13.6887,13.9235,13.5545,13.6048,54167.0
2020-10-21,13.5796,13.6887,13.5209,13.5964,29736.0
2020-10-22,13.6887,13.7558,13.5587,13.6719,80299.0
2020-10-23,13.7893,13.9235,13.63,13.8229,83362.0
2020-10-24,13.7893,13.9235,13.63,13.8229,83362.0
2020-10-25,13.7893,13.9235,13.63,13.8229,83362.0
2020-10-26,13.7558,13.7558,13.3699,13.6048,40931.0
2020-10-27,13.5461,13.5712,13.1183,13.1351,35312.0
2020-10-28,12.7492,13.2064,12.6989,12.8163,41091.0
2020-10-29,12.7492,13.1183,12.615,12.9338,54973.0
2020-10-30,12.7744,13.1435,12.7744,12.9422,93636.0
2020-10-31,12.7744,13.1435,12.7744,12.9422,93636.0
2020-11-01,12.7744,13.1435,12.7744,12.9422,93636.0
2020-11-02,13.1015,13.1854,12.7492,12.8834,86566.0
2020-11-03,13.0848,13.1686,13.0344,13.068,85961.0
2020-11-04,12.7576,12.8038,12.4389,12.5228,51411.0
2020-11-05,12.506,13.0009,12.506,12.9254,44811.0
2020-11-06,12.8499,12.9506,12.4976,12.506,43642.0
2020-11-07,12.8499,12.9506,12.4976,12.506,43642.0
2020-11-08,12.8499,12.9506,12.4976,12.506,43642.0
2020-11-09,13.4035,14.1332,13.4035,13.6635,162014.0
2020-11-10,13.8732,14.4939,13.8732,14.2926,99604.0
2020-11-11,14.3429,14.3429,13.9403,14.2842,65303.0
2020-11-12,14.1751,14.1835,13.8732,14.0242,70617.0
2020-11-13,14.1835,14.3429,14.0913,14.1164,68210.0
2020-11-14,14.1835,14.3429,14.0913,14.1164,68210.0
2020-11-15,14.1835,14.3429,14.0913,14.1164,68210.0
2020-11-16,14.4939,14.4939,14.2339,14.4603,140792.0
2020-11-17,14.3094,15.081,14.259,14.9971,97677.0
2020-11-18,15.0894,15.2236,14.9217,14.9217,66016.0
2020-11-19,14.9217,14.93,14.6029,14.8713,74121.0
2020-11-20,14.6868,14.6868,14.3177,14.4603,61647.0
2020-11-21,14.6868,14.6868,14.3177,14.4603,61647.0
2020-11-22,14.6868,14.6868,14.3177,14.4603,61647.0
2020-11-23,14.67,14.67,14.3932,14.4771,56202.0
2020-11-24,14.712,15.4501,14.6365,15.3243,65222.0
2020-11-25,15.1817,15.1817,14.93,15.0475,36333.0
2020-11-26,15.1817,15.1817,14.93,15.0475,36333.0
2020-11-27,14.8,14.9636,14.5065,14.8378,19261.0
2020-11-28,14.8,14.9636,14.5065,14.8378,19261.0
2020-11-29,14.8,14.9636,14.5065,14.8378,19261.0
2020-11-30,15.2572,15.2572,14.0326,14.0997,77407.0
2020-12-01,14.3513,14.7455,14.2003,14.4436,48680.0
2020-12-02,14.3177,14.8965,14.3177,14.7287,38771.0
2020-12-03,14.8545,14.8545,14.4605,14.712,51759.0
2020-12-04,14.8965,15.3326,14.8042,15.2655,54370.0
2020-12-05,14.8965,15.3326,14.8042,15.2655,54370.0
2020-12-06,14.8965,15.3326,14.8042,15.2655,54370.0
2020-12-07,15.2236,15.2404,14.9636,15.0559,34935.0
2020-12-08,14.9133,15.2236,14.9133,15.1733,32232.0
2020-12-09,15.2404,15.3159,14.9384,15.0642,44036.0
2020-12-10,14.8294,15.1565,14.8294,15.123,28801.0
2020-12-11,14.9217,15.1397,14.7707,14.8126,69832.0
2020-12-12,14.9217,15.1397,14.7707,14.8126,69832.0
2020-12-13,14.9217,15.1397,14.7707,14.8126,69832.0
2020-12-14,15.0726,15.1397,14.93,14.9804,55156.0
2020-12-15,15.123,15.5507,14.8797,15.3075,47105.0
2020-12-16,15.6262,15.7341,15.3987,15.5172,65412.0
2020-12-17,15.492,15.5484,15.1062,15.4752,67478.0
2020-12-18,15.5591,15.6849,14.9552,15.0391,235992.0
2020-12-19,15.5591,15.6849,14.9552,15.0391,235992.0
2020-12-20,15.5591,15.6849,14.9552,15.0391,235992.0
2020-12-21,14.972,14.972,14.41,14.7371,63791.0
2020-12-22,14.8126,14.8126,14.4268,14.5107,34595.0
2020-12-23,14.4855,15.0307,14.4855,14.9636,58829.0
2020-12-24,14.9636,15.1649,14.7958,15.0642,26433.0
2020-12-25,14.9636,15.1649,14.7958,15.0642,26433.0
2020-12-26,14.9636,15.1649,14.7958,15.0642,26433.0
2020-12-27,14.9636,15.1649,14.7958,15.0642,26433.0
2020-12-28,15.1481,15.5046,15.1481,15.2404,38997.0
2020-12-29,15.1062,15.232,14.7874,14.9468,47288.0
2020-12-30,14.9468,15.1313,14.912,14.9468,38605.0
2020-12-31,14.9133,15.081,14.9133,14.972,36071.0
2021-01-01,14.9133,15.081,14.9133,14.972,36071.0
2021-01-02,14.9133,15.081,14.9133,14.972,36071.0
2021-01-03,14.9133,15.081,14.9133,14.972,36071.0
2021-01-04,15.1062,15.1397,14.5945,14.7958,60206.0
2021-01-05,14.8629,15.1817,14.8042,14.8965,44709.0
2021-01-06,15.2488,16.1211,15.2236,15.7269,150972.0
2021-01-07,15.794,16.1777,15.5423,15.7101,107840.0
2021-01-08,15.6508,15.6762,15.1508,15.4305,54580.0
2021-01-09,15.6508,15.6762,15.1508,15.4305,54580.0
2021-01-10,15.6508,15.6762,15.1508,15.4305,54580.0
2021-01-11,15.3881,15.4644,15.083,15.3796,24795.0
2021-01-12,15.6592,15.6762,15.4135,15.6423,39625.0
2021-01-13,15.583,15.583,15.3542,15.5152,50499.0
2021-01-14,15.7016,15.8457,15.6169,15.7525,62961.0
2021-01-15,15.4474,15.6762,15.3796,15.5745,42414.0
2021-01-16,15.4474,15.6762,15.3796,15.5745,42414.0
2021-01-17,15.4474,15.6762,15.3796,15.5745,42414.0
2021-01-18,15.4474,15.6762,15.3796,15.5745,42414.0
2021-01-19,15.6423,15.8796,15.3915,15.4474,69166.0
2021-01-20,15.4305,15.4982,15.2101,15.4813,40016.0
2021-01-21,15.4728,15.4728,14.8288,14.8543,175623.0
2021-01-22,14.8288,15.244,14.6255,15.2101,104652.0
2021-01-23,14.8288,15.244,14.6255,15.2101,104652.0
2021-01-24,14.8288,15.244,14.6255,15.2101,104652.0
2021-01-25,15.0407,15.1507,14.6339,15.1,63780.0
2021-01-26,15.2356,15.2356,14.6933,14.7187,49218.0
2021-01-27,14.5492,14.7017,14.1255,14.2611,97127.0
2021-01-28,14.4306,14.7356,14.2272,14.5238,51098.0
2021-01-29,14.4645,14.7102,14.1255,14.1764,64489.0
2021-01-30,14.4645,14.7102,14.1255,14.1764,64489.0
2021-01-31,14.4645,14.7102,14.1255,14.1764,64489.0
2021-02-01,14.2442,14.5492,14.0916,14.4475,65581.0
2021-02-02,14.6678,14.9559,14.3882,14.8119,53329.0
2021-02-03,14.8712,14.8712,14.5153,14.7271,48319.0
2021-02-04,14.939,15.2017,14.7017,15.1763,64879.0
2021-02-05,15.2864,15.3372,14.8712,15.0576,57548.0
2021-02-06,15.2864,15.3372,14.8712,15.0576,57548.0
2021-02-07,15.2864,15.3372,14.8712,15.0576,57548.0
2021-02-08,15.1,15.6592,15.1,15.6169,67129.0
2021-02-09,15.5915,15.8965,15.5915,15.8372,109314.0
2021-02-10,15.8541,15.9728,15.5999,15.7101,86278.0
2021-02-11,15.8033,15.8372,15.3711,15.4474,70406.0
2021-02-12,15.3288,16.0151,15.2779,15.5576,54950.0
2021-02-13,15.3288,16.0151,15.2779,15.5576,54950.0
2021-02-14,15.3288,16.0151,15.2779,15.5576,54950.0
2021-02-15,15.3288,16.0151,15.2779,15.5576,54950.0
2021-02-16,15.7355,15.9474,15.5999,15.8287,59311.0
2021-02-17,15.8202,16.0067,15.7016,15.888,47171.0
2021-02-18,15.8457,15.8912,15.5491,15.5999,44247.0
2021-02-19,15.5745,15.7488,15.5152,15.6847,66376.0
2021-02-20,15.5745,15.7488,15.5152,15.6847,66376.0
2021-02-21,15.5745,15.7488,15.5152,15.6847,66376.0
2021-02-22,15.6592,16.2524,15.6423,16.227,67357.0
2021-02-23,16.3117,16.854,15.9982,16.1083,73680.0
2021-02-24,16.1168,16.5829,16.0914,16.3117,84690.0
2021-02-25,16.4981,16.5447,15.8626,15.9643,62403.0
2021-02-26,15.8711,16.21,15.6847,15.744,82496.0
2021-02-27,15.8711,16.21,15.6847,15.744,82496.0
2021-02-28,15.8711,16.21,15.6847,15.744,82496.0
2021-03-01,16.0745,16.3965,15.9219,16.2778,63100.0
2021-03-02,16.2016,16.2185,15.9897,16.1168,42414.0
2021-03-03,16.3117,16.9133,16.3117,16.4812,74666.0
2021-03-04,17.1337,17.1337,16.388,16.4897,76159.0
2021-03-05,16.5236,16.9049,15.905,16.854,124922.0
2021-03-06,16.5236,16.9049,15.905,16.854,124922.0
2021-03-07,16.5236,16.9049,15.905,16.854,124922.0
2021-03-08,16.8371,17.7946,16.8371,17.7268,66568.0
2021-03-09,17.6413,17.6413,17.0342,17.3163,61683.0
2021-03-10,17.419,17.761,17.3078,17.6926,77908.0
2021-03-11,17.6926,17.7439,17.3848,17.6498,67520.0
2021-03-12,17.838,18.1715,17.6071,17.9919,58119.0
2021-03-13,17.838,18.1715,17.6071,17.9919,58119.0
2021-03-14,17.838,18.1715,17.6071,17.9919,58119.0
