,APO US Equity,APO US Equity,APO US Equity,APO US Equity,APO US Equity
2019-02-11,24.4109,24.4844,24.1661,24.2314,787341.0
2019-02-12,24.2477,24.7619,24.2151,24.6476,1540599.0
2019-02-13,24.7292,24.868,24.5986,24.5986,502399.0
2019-02-14,24.2722,24.8027,24.2722,24.362,853484.0
2019-02-15,24.3701,24.9904,24.3701,24.6803,903408.0
2019-02-16,24.3701,24.9904,24.3701,24.6803,903408.0
2019-02-17,24.3701,24.9904,24.3701,24.6803,903408.0
2019-02-18,24.3701,24.9904,24.3701,24.6803,903408.0
2019-02-19,24.7129,24.7455,24.2967,24.5497,640458.0
2019-02-20,24.4249,24.6578,24.3584,24.4831,697533.0
2019-02-21,24.4499,24.5497,24.0341,24.2004,298530.0
2019-02-22,24.1505,24.5081,24.0507,24.2503,599743.0
2019-02-23,24.1505,24.5081,24.0507,24.2503,599743.0
2019-02-24,24.1505,24.5081,24.0507,24.2503,599743.0
2019-02-25,24.242,24.3667,24.084,24.1671,1236523.0
2019-02-26,24.1588,24.3002,23.9509,24.1089,867269.0
2019-02-27,24.2004,24.4145,23.9343,24.4083,564706.0
2019-02-28,24.4,24.4831,24.1671,24.3667,759724.0
2019-03-01,24.5247,24.9322,24.3168,24.3168,1017921.0
2019-03-02,24.5247,24.9322,24.3168,24.3168,1017921.0
2019-03-03,24.5247,24.9322,24.3168,24.3168,1017921.0
2019-03-04,24.4083,24.6578,24.1422,24.4,706441.0
2019-03-05,24.2337,24.3501,23.9634,24.1671,478988.0
2019-03-06,24.2004,24.2669,23.9758,24.059,359037.0
2019-03-07,23.9093,24.0424,23.4686,23.7264,711825.0
2019-03-08,23.4769,23.56,23.1692,23.2773,299033.0
2019-03-09,23.4769,23.56,23.1692,23.2773,299033.0
2019-03-10,23.4769,23.56,23.1692,23.2773,299033.0
2019-03-11,23.3854,23.8594,23.3022,23.7679,395351.0
2019-03-12,23.8262,23.8927,23.4935,23.5684,468874.0
2019-03-13,23.6848,24.1006,23.6602,23.9592,464972.0
2019-03-14,24.0008,24.211,23.9675,24.0673,402487.0
2019-03-15,24.1172,24.3168,24.084,24.2087,542819.0
2019-03-16,24.1172,24.3168,24.084,24.2087,542819.0
2019-03-17,24.1172,24.3168,24.084,24.2087,542819.0
2019-03-18,24.1671,24.874,24.1671,24.7659,728254.0
2019-03-19,24.9156,25.0071,24.2836,24.3334,491215.0
2019-03-20,24.6079,24.6079,23.901,23.9592,971257.0
2019-03-21,23.8345,24.7992,23.8345,24.6079,1153412.0
2019-03-22,24.3584,24.4665,23.269,23.2856,805015.0
2019-03-23,24.3584,24.4665,23.269,23.2856,805015.0
2019-03-24,24.3584,24.4665,23.269,23.2856,805015.0
2019-03-25,23.244,23.4228,23.0278,23.2274,667523.0
2019-03-26,23.4852,23.5434,23.244,23.5434,586702.0
2019-03-27,23.6598,24.1172,23.1775,23.2024,682906.0
2019-03-28,23.1609,23.6016,23.1609,23.2856,519611.0
2019-03-29,23.4436,23.5933,23.2523,23.4935,610022.0
2019-03-30,23.4436,23.5933,23.2523,23.4935,610022.0
2019-03-31,23.4436,23.5933,23.2523,23.4935,610022.0
2019-04-01,23.7014,23.9925,23.5101,23.8262,528765.0
2019-04-02,23.8012,23.8345,23.5018,23.5517,529187.0
2019-04-03,23.7014,24.0174,23.6182,23.8511,602526.0
2019-04-04,23.7014,24.1505,23.5351,23.6266,576107.0
2019-04-05,23.6432,23.8345,23.6016,23.7846,426307.0
2019-04-06,23.6432,23.8345,23.6016,23.7846,426307.0
2019-04-07,23.6432,23.8345,23.6016,23.7846,426307.0
2019-04-08,23.5767,23.8927,23.5351,23.718,893414.0
2019-04-09,23.6182,23.6515,23.3688,23.3854,570321.0
2019-04-10,23.3854,23.8677,23.3854,23.8262,524255.0
2019-04-11,23.8594,23.9675,23.7097,23.8511,411261.0
2019-04-12,23.9842,24.3251,23.901,24.242,559900.0
2019-04-13,23.9842,24.3251,23.901,24.242,559900.0
2019-04-14,23.9842,24.3251,23.901,24.242,559900.0
2019-04-15,24.1921,24.3168,24.0174,24.1006,459993.0
2019-04-16,24.1505,24.8075,24.084,24.6661,1345378.0
2019-04-17,24.6661,24.9988,24.6661,24.9073,852251.0
2019-04-18,25.8304,26.4458,25.7555,26.321,2867030.0
2019-04-19,25.8304,26.4458,25.7555,26.321,2867030.0
2019-04-20,25.8304,26.4458,25.7555,26.321,2867030.0
2019-04-21,25.8304,26.4458,25.7555,26.321,2867030.0
2019-04-22,26.2795,27.1776,26.2462,26.9531,2321269.0
2019-04-23,27.1444,27.4354,26.6121,26.8865,2242111.0
2019-04-24,26.8865,27.1568,26.6549,26.9614,599260.0
2019-04-25,26.9863,27.1194,26.7285,26.9364,359368.0
2019-04-26,26.7868,27.4188,26.7784,27.3523,507170.0
2019-04-27,26.7868,27.4188,26.7784,27.3523,507170.0
2019-04-28,26.7868,27.4188,26.7784,27.3523,507170.0
2019-04-29,27.319,27.8013,27.1111,27.5851,968240.0
2019-04-30,27.5519,27.66,27.1111,27.1859,658032.0
2019-05-01,27.3523,27.6849,27.0196,27.2608,2805763.0
2019-05-02,28.0758,28.4666,27.3938,27.477,3016711.0
2019-05-03,27.6516,27.9843,27.5352,27.7598,1557508.0
2019-05-04,27.6516,27.9843,27.5352,27.7598,1557508.0
2019-05-05,27.6516,27.9843,27.5352,27.7598,1557508.0
2019-05-06,27.1527,27.3938,26.7535,27.2525,971430.0
2019-05-07,26.9531,27.1111,26.4125,26.5289,1387351.0
2019-05-08,26.5788,27.1859,26.5251,27.0196,1081059.0
2019-05-09,26.662,27.0945,26.3044,26.9947,894049.0
2019-05-10,26.8782,27.4853,26.7369,27.2691,711864.0
2019-05-11,26.8782,27.4853,26.7369,27.2691,711864.0
2019-05-12,26.8782,27.4853,26.7369,27.2691,711864.0
2019-05-13,26.6537,26.9406,26.1963,26.2379,1186102.0
2019-05-14,26.5206,27.2774,26.3709,27.1943,2385302.0
2019-05-15,26.9947,27.5261,26.7784,27.2525,793978.0
2019-05-16,27.1444,27.7348,26.9947,27.5768,1285798.0
2019-05-17,27.3273,27.5851,27.2441,27.2691,1368474.0
2019-05-18,27.3273,27.5851,27.2441,27.2691,1368474.0
2019-05-19,27.3273,27.5851,27.2441,27.2691,1368474.0
2019-05-20,27.1257,27.4462,26.9486,27.1004,898210.0
2019-05-21,27.7752,28.0029,27.4715,27.733,1291182.0
2019-05-22,27.6318,28.0704,27.5812,27.733,1045553.0
2019-05-23,27.4378,27.6402,26.9064,26.9402,972637.0
2019-05-24,27.1088,27.2101,26.6112,26.8305,960094.0
2019-05-25,27.1088,27.2101,26.6112,26.8305,960094.0
2019-05-26,27.1088,27.2101,26.6112,26.8305,960094.0
2019-05-27,27.1088,27.2101,26.6112,26.8305,960094.0
2019-05-28,26.8305,26.957,26.2063,26.2063,513644.0
2019-05-29,26.1473,26.1473,25.7003,25.8521,609583.0
2019-05-30,25.9196,26.1726,25.8015,25.8605,595923.0
2019-05-31,25.5737,25.734,24.7809,24.8062,1468938.0
2019-06-01,25.5737,25.734,24.7809,24.8062,1468938.0
2019-06-02,25.5737,25.734,24.7809,24.8062,1468938.0
2019-06-03,24.8146,25.3291,24.57,25.2364,1029372.0
2019-06-04,25.6328,26.0798,25.4219,26.0461,770821.0
2019-06-05,26.1473,26.5986,25.7762,26.5943,958020.0
2019-06-06,26.6534,27.1004,26.4552,26.8558,996783.0
2019-06-07,27.1088,27.9397,27.1088,27.539,1876442.0
2019-06-08,27.1088,27.9397,27.1088,27.539,1876442.0
2019-06-09,27.1088,27.9397,27.1088,27.539,1876442.0
2019-06-10,27.8258,28.2475,27.5896,27.7161,1252660.0
2019-06-11,27.9692,27.9692,27.6318,27.7921,483572.0
2019-06-12,27.7414,27.8005,27.3872,27.6402,625409.0
2019-06-13,27.7246,28.256,27.7246,28.1294,826897.0
2019-06-14,28.2138,28.2138,27.8595,28.1379,653973.0
2019-06-15,28.2138,28.2138,27.8595,28.1379,653973.0
2019-06-16,28.2138,28.2138,27.8595,28.1379,653973.0
2019-06-17,28.1885,28.7958,27.9186,28.0535,1647407.0
2019-06-18,28.256,28.762,28.1463,28.2222,1343065.0
2019-06-19,28.4584,28.8126,28.45,28.7789,1036464.0
2019-06-20,29.0657,29.4284,28.6777,28.8295,1442311.0
2019-06-21,28.8042,28.9982,28.6272,28.6946,698565.0
2019-06-22,28.8042,28.9982,28.6272,28.6946,698565.0
2019-06-23,28.8042,28.9982,28.6272,28.6946,698565.0
2019-06-24,28.7283,28.8886,27.7836,28.1041,1272529.0
2019-06-25,28.0873,28.4415,27.7583,28.1463,1259180.0
2019-06-26,28.3403,28.4078,27.9101,28.2728,1713581.0
2019-06-27,28.2644,29.0825,28.2644,28.8886,1250493.0
2019-06-28,28.9729,29.0277,28.4668,28.9307,1944662.0
2019-06-29,28.9729,29.0277,28.4668,28.9307,1944662.0
2019-06-30,28.9729,29.0277,28.4668,28.9307,1944662.0
2019-07-01,29.2344,29.7658,29.0109,29.7573,2144754.0
2019-07-02,29.732,30.5038,29.5296,30.1031,2594724.0
2019-07-03,30.12,30.2803,29.7236,30.0778,1487483.0
2019-07-04,30.12,30.2803,29.7236,30.0778,1487483.0
2019-07-05,29.5718,30.3646,29.4705,30.179,933190.0
2019-07-06,29.5718,30.3646,29.4705,30.179,933190.0
2019-07-07,29.5718,30.3646,29.4705,30.179,933190.0
2019-07-08,29.8585,29.8754,29.2006,29.6477,1228860.0
2019-07-09,29.4115,30.255,29.285,30.1537,1708060.0
2019-07-10,30.3646,30.3646,29.6139,30.2465,1580426.0
2019-07-11,30.3646,30.7104,29.926,30.2465,3227461.0
2019-07-12,30.255,30.508,29.9302,30.2044,915567.0
2019-07-13,30.255,30.508,29.9302,30.2044,915567.0
2019-07-14,30.255,30.508,29.9302,30.2044,915567.0
2019-07-15,30.2128,30.3119,29.8164,29.8417,870256.0
2019-07-16,29.8754,30.255,29.732,30.0104,1256501.0
2019-07-17,29.7911,29.8712,29.2175,29.4705,1033344.0
2019-07-18,29.4284,29.538,28.2813,28.8886,2876047.0
2019-07-19,28.9054,29.6224,28.7452,28.8717,1203398.0
2019-07-20,28.9054,29.6224,28.7452,28.8717,1203398.0
2019-07-21,28.9054,29.6224,28.7452,28.8717,1203398.0
2019-07-22,28.8886,29.6477,28.5006,29.6477,1420276.0
2019-07-23,29.732,29.7657,29.1247,29.6645,1016693.0
2019-07-24,29.4705,30.4574,29.4705,30.449,1328005.0
2019-07-25,30.567,30.5755,30.0019,30.4068,740136.0
2019-07-26,30.3815,30.7273,30.1875,30.4827,1285362.0
2019-07-27,30.3815,30.7273,30.1875,30.4827,1285362.0
2019-07-28,30.3815,30.7273,30.1875,30.4827,1285362.0
2019-07-29,30.449,30.449,29.4115,29.7911,1220067.0
2019-07-30,29.5886,29.6814,28.8801,29.5633,1429781.0
2019-07-31,29.479,29.9344,27.5812,27.8342,4031991.0
2019-08-01,27.9692,28.4837,26.569,26.6956,4376681.0
2019-08-02,26.7293,26.7293,25.734,26.5943,2071436.0
2019-08-03,26.7293,26.7293,25.734,26.5943,2071436.0
2019-08-04,26.7293,26.7293,25.734,26.5943,2071436.0
2019-08-05,26.4847,26.6618,25.3544,26.51,2142925.0
2019-08-06,26.8052,28.1969,26.8052,28.0535,1982254.0
2019-08-07,27.3703,28.7367,26.7968,28.5765,1981410.0
2019-08-08,28.6861,29.4705,28.3319,28.6777,2286953.0
2019-08-09,28.6777,28.6777,27.3956,27.6993,1451832.0
2019-08-10,28.6777,28.6777,27.3956,27.6993,1451832.0
2019-08-11,28.6777,28.6777,27.3956,27.6993,1451832.0
2019-08-12,27.4378,27.927,27.0582,27.8933,818796.0
2019-08-13,27.7414,29.0488,27.6402,28.3319,1564231.0
2019-08-14,27.7414,27.8511,26.8136,27.092,1920545.0
2019-08-15,27.1434,27.3833,26.6036,26.655,1492953.0
2019-08-16,26.835,27.9231,26.805,27.4176,1630151.0
2019-08-17,26.835,27.9231,26.805,27.4176,1630151.0
2019-08-18,26.835,27.9231,26.805,27.4176,1630151.0
2019-08-19,28.2744,29.551,28.2658,28.8399,3994062.0
2019-08-20,28.8913,29.9965,28.7028,29.8166,3080513.0
2019-08-21,30.0737,30.6905,29.8852,30.4592,2244237.0
2019-08-22,30.6734,31.9072,30.6391,31.3246,3399769.0
2019-08-23,31.2389,31.4531,30.4849,30.6306,2085106.0
2019-08-24,31.2389,31.4531,30.4849,30.6306,2085106.0
2019-08-25,31.2389,31.4531,30.4849,30.6306,2085106.0
2019-08-26,31.1447,31.2646,30.545,31.0932,1874984.0
2019-08-27,31.2389,31.8387,31.1533,31.3589,2162886.0
2019-08-28,31.256,31.9586,31.0847,31.7958,1428558.0
2019-08-29,32.0014,32.6355,31.9115,32.0786,1367216.0
2019-08-30,32.3956,32.6612,31.8986,32.327,887109.0
2019-08-31,32.3956,32.6612,31.8986,32.327,887109.0
2019-09-01,32.3956,32.6612,31.8986,32.327,887109.0
2019-09-02,32.3956,32.6612,31.8986,32.327,887109.0
2019-09-03,32.0529,32.2585,30.7677,31.6159,2023667.0
2019-09-04,32.1471,33.4923,32.0871,33.2952,3717243.0
2019-09-05,34.6918,35.3944,33.8521,35.0859,13894576.0
2019-09-06,35.0859,35.1116,34.2463,34.8546,6492308.0
2019-09-07,35.0859,35.1116,34.2463,34.8546,6492308.0
2019-09-08,35.0859,35.1116,34.2463,34.8546,6492308.0
2019-09-09,34.9488,35.1716,34.3576,35.0945,4468265.0
2019-09-10,34.9574,35.8056,33.775,34.0406,3379315.0
2019-09-11,34.1006,34.7175,33.9721,34.529,3960842.0
2019-09-12,35.0088,35.5657,34.4519,34.7689,3321899.0
2019-09-13,35.0002,35.0088,34.272,34.4262,2265848.0
2019-09-14,35.0002,35.0088,34.272,34.4262,2265848.0
2019-09-15,35.0002,35.0088,34.272,34.4262,2265848.0
2019-09-16,34.2206,34.9488,33.9121,34.7518,2761517.0
2019-09-17,34.6832,35.1373,34.5563,34.8118,1865884.0
2019-09-18,34.7004,35.1973,34.2977,34.8717,4887229.0
2019-09-19,34.8803,35.1887,34.8032,35.026,5499828.0
2019-09-20,35.0002,35.343,34.0663,34.3234,6852319.0
2019-09-21,35.0002,35.343,34.0663,34.3234,6852319.0
2019-09-22,35.0002,35.343,34.0663,34.3234,6852319.0
2019-09-23,34.0835,34.469,33.7493,34.3834,4282355.0
2019-09-24,34.4005,35.163,34.1863,34.4433,5315534.0
2019-09-25,34.1949,34.7946,33.8778,34.5804,1854363.0
2019-09-26,34.529,34.8203,34.3319,34.7432,1491579.0
2019-09-27,34.8546,35.0345,32.9696,33.3124,3231255.0
2019-09-28,34.8546,35.0345,32.9696,33.3124,3231255.0
2019-09-29,34.8546,35.0345,32.9696,33.3124,3231255.0
2019-09-30,33.3209,33.3638,32.387,32.4041,2127619.0
2019-10-01,32.7212,32.9011,31.6909,31.7701,1697230.0
2019-10-02,31.5045,31.693,29.988,30.5963,3283981.0
2019-10-03,30.5363,32.2842,30.4763,31.5988,3484860.0
2019-10-04,31.6844,32.662,31.6844,32.2071,2808121.0
2019-10-05,31.6844,32.662,31.6844,32.2071,2808121.0
2019-10-06,31.6844,32.662,31.6844,32.2071,2808121.0
2019-10-07,32.13,32.8668,31.8815,32.5498,2388933.0
2019-10-08,32.3185,32.9104,32.0272,32.4298,2355589.0
2019-10-09,32.6526,33.3295,31.8729,33.1496,1250136.0
2019-10-10,33.081,33.4494,33.021,33.3552,990731.0
2019-10-11,33.8436,34.1349,33.1667,33.1753,1655317.0
2019-10-12,33.8436,34.1349,33.1667,33.1753,1655317.0
2019-10-13,33.8436,34.1349,33.1667,33.1753,1655317.0
2019-10-14,33.0724,33.3295,32.7811,33.1324,5448498.0
2019-10-15,33.3038,33.8907,33.2695,33.7579,1419232.0
2019-10-16,33.7579,33.8607,33.1838,33.8007,1139192.0
2019-10-17,33.9464,34.4348,33.8179,34.2977,1078063.0
2019-10-18,34.212,34.3919,33.9635,34.2463,983875.0
2019-10-19,34.212,34.3919,33.9635,34.2463,983875.0
2019-10-20,34.212,34.3919,33.9635,34.2463,983875.0
2019-10-21,34.3491,34.5804,34.0406,34.2463,2028333.0
2019-10-22,34.3748,34.649,34.092,34.1177,898372.0
2019-10-23,34.1692,35.4886,34.1692,35.3687,2472767.0
2019-10-24,35.3772,36.0343,35.0002,35.2659,2595228.0
2019-10-25,35.2487,35.5829,34.9488,35.3087,1038569.0
2019-10-26,35.2487,35.5829,34.9488,35.3087,1038569.0
2019-10-27,35.2487,35.5829,34.9488,35.3087,1038569.0
2019-10-28,35.4629,35.6943,34.272,35.343,2662086.0
2019-10-29,35.1288,35.8099,35.1288,35.3173,1024758.0
2019-10-30,35.3858,35.7028,34.8717,35.1288,2135683.0
2019-10-31,34.4433,35.5829,34.2206,35.2659,2138711.0
2019-11-01,35.4972,37.3222,35.1288,37.0566,2596558.0
2019-11-02,35.4972,37.3222,35.1288,37.0566,2596558.0
2019-11-03,35.4972,37.3222,35.1288,37.0566,2596558.0
2019-11-04,37.3222,37.8534,36.8509,37.4593,2486907.0
2019-11-05,37.682,37.8534,37.0908,37.4507,1556428.0
2019-11-06,37.5535,37.6478,36.4739,36.731,1639336.0
2019-11-07,37.6992,37.7506,36.3197,36.4739,2089050.0
2019-11-08,36.1569,36.6453,35.8313,36.2169,2238351.0
2019-11-09,36.1569,36.6453,35.8313,36.2169,2238351.0
2019-11-10,36.1569,36.6453,35.8313,36.2169,2238351.0
2019-11-11,36.0712,36.4225,35.8228,36.354,1649649.0
2019-11-12,36.4225,36.9537,36.037,36.7567,1774309.0
2019-11-13,36.6453,37.0394,36.1826,36.988,3129165.0
2019-11-14,37.0137,37.5792,36.8424,37.4421,1771505.0
2019-11-15,37.6563,37.8105,37.4644,37.6392,759683.0
2019-11-16,37.6563,37.8105,37.4644,37.6392,759683.0
2019-11-17,37.6563,37.8105,37.4644,37.6392,759683.0
2019-11-18,37.6992,37.6992,37.048,37.4421,1600286.0
2019-11-19,37.6502,37.7022,36.9308,37.1128,1353998.0
2019-11-20,36.9914,37.6068,36.8181,37.1215,1837068.0
2019-11-21,37.1301,37.2861,36.6621,36.7228,674857.0
2019-11-22,36.8441,37.0868,36.4281,36.7834,567212.0
2019-11-23,36.8441,37.0868,36.4281,36.7834,567212.0
2019-11-24,36.8441,37.0868,36.4281,36.7834,567212.0
2019-11-25,36.9828,37.4681,36.6448,37.4681,1013415.0
2019-11-26,37.1388,37.7455,37.0955,37.4941,3102347.0
2019-11-27,37.5895,38.3175,37.3641,38.3089,1448552.0
2019-11-28,37.5895,38.3175,37.3641,38.3089,1448552.0
2019-11-29,38.1875,38.4562,37.8755,37.9622,413100.0
2019-11-30,38.1875,38.4562,37.8755,37.9622,413100.0
2019-12-01,38.1875,38.4562,37.8755,37.9622,413100.0
2019-12-02,38.1095,38.1182,36.6881,37.3381,1984749.0
2019-12-03,37.0001,37.1648,36.4021,37.1128,2131440.0
2019-12-04,37.6155,38.2829,37.4378,37.9102,1276323.0
2019-12-05,38.1008,38.6555,37.9275,38.6035,2311294.0
2019-12-06,38.9416,39.2449,38.6209,38.6989,2631182.0
2019-12-07,38.9416,39.2449,38.6209,38.6989,2631182.0
2019-12-08,38.9416,39.2449,38.6209,38.6989,2631182.0
2019-12-09,38.5862,38.8159,37.8408,37.9882,1697111.0
2019-12-10,37.9622,38.6555,37.8712,38.3869,2097650.0
2019-12-11,38.4822,39.1409,38.4389,38.9676,1808329.0
2019-12-12,38.4215,39.0109,38.0835,38.5429,1144085.0
2019-12-13,38.5342,38.5775,37.8582,38.4909,874652.0
2019-12-14,38.5342,38.5775,37.8582,38.4909,874652.0
2019-12-15,38.5342,38.5775,37.8582,38.4909,874652.0
2019-12-16,38.7422,40.649,38.6989,40.285,5475506.0
2019-12-17,40.3023,40.5623,39.9296,40.207,2741055.0
2019-12-18,40.2763,40.7877,39.9643,40.571,1900409.0
2019-12-19,40.675,41.8451,40.5623,41.3597,2391090.0
2019-12-20,41.4724,42.2957,41.221,41.8191,12432384.0
2019-12-21,41.4724,42.2957,41.221,41.8191,12432384.0
2019-12-22,41.4724,42.2957,41.221,41.8191,12432384.0
2019-12-23,41.8711,42.0011,41.0043,41.0043,2267115.0
2019-12-24,40.9957,41.4637,40.8527,41.3424,326097.0
2019-12-25,40.9957,41.4637,40.8527,41.3424,326097.0
2019-12-26,41.4377,41.6024,41.1343,41.4984,598095.0
2019-12-27,41.5244,41.8971,41.4984,41.663,607359.0
2019-12-28,41.5244,41.8971,41.4984,41.663,607359.0
2019-12-29,41.5244,41.8971,41.4984,41.663,607359.0
2019-12-30,41.689,41.7671,41.0953,41.3424,901126.0
2019-12-31,41.2037,41.4724,41.0043,41.351,1220163.0
2020-01-01,41.2037,41.4724,41.0043,41.351,1220163.0
2020-01-02,41.455,41.6717,41.143,41.3077,1376396.0
2020-01-03,40.8657,41.0737,40.623,41.0043,1026526.0
2020-01-04,40.8657,41.0737,40.623,41.0043,1026526.0
2020-01-05,40.8657,41.0737,40.623,41.0043,1026526.0
2020-01-06,40.5016,41.273,40.155,41.2384,1374420.0
2020-01-07,41.1517,41.403,40.753,41.2817,678593.0
2020-01-08,41.3164,42.2351,40.9523,42.1657,1499006.0
2020-01-09,42.4258,43.3445,42.2264,43.1711,2987219.0
2020-01-10,43.3358,43.6392,43.0721,43.2231,1527303.0
2020-01-11,43.3358,43.6392,43.0721,43.2231,1527303.0
2020-01-12,43.3358,43.6392,43.0721,43.2231,1527303.0
2020-01-13,42.6944,43.5005,42.4786,43.4311,1727218.0
2020-01-14,43.2838,43.5612,42.4344,42.4431,1956737.0
2020-01-15,42.5124,43.0325,42.2437,42.3044,1243900.0
2020-01-16,42.5644,43.0758,42.3738,42.5384,2973575.0
2020-01-17,42.8244,43.9425,42.6078,43.6478,2642482.0
2020-01-18,42.8244,43.9425,42.6078,43.6478,2642482.0
2020-01-19,42.8244,43.9425,42.6078,43.6478,2642482.0
2020-01-20,42.8244,43.9425,42.6078,43.6478,2642482.0
2020-01-21,43.4138,44.4539,43.2058,43.9945,1545603.0
2020-01-22,44.2805,45.0779,44.2545,45.0779,1543493.0
2020-01-23,44.9739,45.3214,44.7096,45.1906,1950862.0
2020-01-24,45.1906,45.4316,43.9685,44.2112,1479190.0
2020-01-25,45.1906,45.4316,43.9685,44.2112,1479190.0
2020-01-26,45.1906,45.4316,43.9685,44.2112,1479190.0
2020-01-27,42.8678,43.5265,41.9751,43.2058,1759660.0
2020-01-28,43.5092,44.4421,43.2231,43.9858,1404055.0
2020-01-29,44.2199,44.8786,43.9772,44.3412,2627191.0
2020-01-30,44.5492,45.6499,40.2763,40.415,8452170.0
2020-01-31,39.8689,41.611,39.2449,41.013,4165514.0
2020-02-01,39.8689,41.611,39.2449,41.013,4165514.0
2020-02-02,39.8689,41.611,39.2449,41.013,4165514.0
2020-02-03,41.4117,41.533,39.4269,39.8169,3254124.0
2020-02-04,40.4063,41.6457,40.4063,40.7877,1985596.0
2020-02-05,41.4724,41.6804,40.7443,41.5677,1655762.0
2020-02-06,41.9144,41.9317,40.5276,40.779,2291681.0
2020-02-07,40.8223,41.1604,40.519,41.0477,2052318.0
2020-02-08,40.8223,41.1604,40.519,41.0477,2052318.0
2020-02-09,40.8223,41.1604,40.519,41.0477,2052318.0
2020-02-10,41.0653,41.2508,40.3763,41.1802,2037678.0
2020-02-11,41.4628,41.8427,41.1007,41.3745,1409538.0
2020-02-12,41.4805,41.56,40.6767,40.9328,1237394.0
2020-02-13,40.9593,40.977,39.6167,40.447,2661998.0
2020-02-14,40.6325,40.7208,40.2262,40.3763,1524402.0
2020-02-15,40.6325,40.7208,40.2262,40.3763,1524402.0
2020-02-16,40.6325,40.7208,40.2262,40.3763,1524402.0
2020-02-17,40.6325,40.7208,40.2262,40.3763,1524402.0
2020-02-18,40.2174,40.6236,40.129,40.341,1500723.0
2020-02-19,40.8533,41.3745,40.4956,41.136,1636485.0
2020-02-20,41.136,41.4452,40.394,41.03,1256900.0
2020-02-21,40.9858,41.1183,40.341,40.3587,2031540.0
2020-02-22,40.9858,41.1183,40.341,40.3587,2031540.0
2020-02-23,40.9858,41.1183,40.341,40.3587,2031540.0
2020-02-24,38.9189,39.9612,38.5126,39.6785,2475013.0
2020-02-25,39.9612,40.076,38.0356,38.1327,1978522.0
2020-02-26,38.0444,38.5656,37.6734,38.1592,1862318.0
2020-02-27,37.2936,38.8085,36.1778,37.3731,2833725.0
2020-02-28,36.1276,36.9932,35.1383,36.7989,4729244.0
2020-02-29,36.1276,36.9932,35.1383,36.7989,4729244.0
2020-03-01,36.1276,36.9932,35.1383,36.7989,4729244.0
2020-03-02,36.9668,38.4507,36.5339,38.3271,3216721.0
2020-03-03,38.4507,38.9807,36.9756,37.8147,2118666.0
2020-03-04,38.6274,38.8482,37.5056,37.9296,2476046.0
2020-03-05,37.0816,38.1681,36.6929,37.7529,4115216.0
2020-03-06,36.2778,36.6576,34.255,35.7743,3942241.0
