,GLW US Equity,GLW US Equity,GLW US Equity,GLW US Equity,GLW US Equity
2020-04-20,18.0008,18.5326,17.7881,18.116,4747780.0
2020-04-21,17.7349,17.8856,17.212,17.2297,4829040.0
2020-04-22,17.6374,17.8058,17.3272,17.7083,5129905.0
2020-04-23,17.9033,18.2889,17.7438,17.7526,3838285.0
2020-04-24,17.8856,18.4573,17.8147,18.4174,4591504.0
2020-04-25,17.8856,18.4573,17.8147,18.4174,4591504.0
2020-04-26,17.8856,18.4573,17.8147,18.4174,4591504.0
2020-04-27,18.6301,19.3081,18.5503,19.1707,6020922.0
2020-04-28,20.0748,20.4736,19.4233,19.6227,7520359.0
2020-04-29,19.8266,20.1457,19.1131,19.9241,8078951.0
2020-04-30,19.6139,19.8,19.286,19.5075,6338906.0
2020-05-01,19.0555,19.0732,18.2135,18.311,4327160.0
2020-05-02,19.0555,19.0732,18.2135,18.311,4327160.0
2020-05-03,19.0555,19.0732,18.2135,18.311,4327160.0
2020-05-04,18.0806,18.1825,17.7349,18.0717,4133407.0
2020-05-05,18.3376,18.6921,18.2756,18.3199,6284230.0
2020-05-06,18.5149,18.5769,18.1781,18.3553,4134580.0
2020-05-07,18.7276,18.8605,18.5237,18.568,4054928.0
2020-05-08,18.9226,19.2594,18.8605,19.1619,2672013.0
2020-05-09,18.9226,19.2594,18.8605,19.1619,2672013.0
2020-05-10,18.9226,19.2594,18.8605,19.1619,2672013.0
2020-05-11,18.8339,18.9979,18.5858,18.8783,3265801.0
2020-05-12,18.9669,19.0287,18.0806,18.0894,4198702.0
2020-05-13,17.9919,18.0894,17.1854,17.3981,4478089.0
2020-05-14,17.15,17.6906,16.6802,17.6729,4264336.0
2020-05-15,17.4247,17.602,17.2395,17.4159,3248274.0
2020-05-16,17.4247,17.602,17.2395,17.4159,3248274.0
2020-05-17,17.4247,17.602,17.2395,17.4159,3248274.0
2020-05-18,18.0451,18.7187,18.0363,18.5858,3878533.0
2020-05-19,18.568,18.8339,18.0939,18.4706,3985742.0
2020-05-20,18.7896,19.2416,18.5769,19.1264,5141070.0
2020-05-21,19.0998,19.2372,18.8694,18.896,4115071.0
2020-05-22,18.9048,18.9935,18.6035,18.9492,3872420.0
2020-05-23,18.9048,18.9935,18.6035,18.9492,3872420.0
2020-05-24,18.9048,18.9935,18.6035,18.9492,3872420.0
2020-05-25,18.9048,18.9935,18.6035,18.9492,3872420.0
2020-05-26,19.4987,20.2166,19.4721,19.9241,5076428.0
2020-05-27,20.3052,20.6952,20.1191,20.6774,6375192.0
2020-05-28,20.7669,20.9861,20.4046,20.6238,5314258.0
2020-05-29,20.4985,20.5522,19.8453,20.3911,7793735.0
2020-05-30,20.4985,20.5522,19.8453,20.3911,7793735.0
2020-05-31,20.4985,20.5522,19.8453,20.3911,7793735.0
2020-06-01,20.3553,20.4985,20.1525,20.3464,3648047.0
2020-06-02,20.5253,21.3664,20.4806,21.3664,5723060.0
2020-06-03,21.769,22.5922,21.7601,22.5027,5607629.0
2020-06-04,22.1806,22.6638,22.0464,22.1448,5926640.0
2020-06-05,23.138,23.894,23.138,23.8717,8206537.0
2020-06-06,23.138,23.894,23.138,23.8717,8206537.0
2020-06-07,23.138,23.894,23.138,23.8717,8206537.0
2020-06-08,24.0327,24.4175,23.7911,24.3996,7535199.0
2020-06-09,23.7822,24.914,23.7106,24.7217,9692183.0
2020-06-10,24.7843,25.1512,24.5338,24.9185,11461283.0
2020-06-11,23.8001,24.2206,23.2364,23.3975,13916386.0
2020-06-12,24.2027,24.4747,23.7375,24.0954,9551447.0
2020-06-13,24.2027,24.4747,23.7375,24.0954,9551447.0
2020-06-14,24.2027,24.4747,23.7375,24.0954,9551447.0
2020-06-15,23.5138,24.5875,23.3169,24.2654,7467584.0
2020-06-16,25.0259,25.4464,24.3459,24.7485,7401243.0
2020-06-17,24.8738,24.9185,24.3683,24.3817,6954266.0
2020-06-18,24.158,24.6322,24.0506,24.4711,6690532.0
2020-06-19,25.0527,25.0527,23.8269,23.8896,12000149.0
2020-06-20,25.0527,25.0527,23.8269,23.8896,12000149.0
2020-06-21,25.0527,25.0527,23.8269,23.8896,12000149.0
2020-06-22,23.8001,23.9166,23.5138,23.7464,7557449.0
2020-06-23,24.0954,24.3459,23.9522,24.0506,7693245.0
2020-06-24,23.8359,23.9254,22.8785,23.0932,6082443.0
2020-06-25,22.9501,23.1559,22.5832,23.0932,6433247.0
2020-06-26,23.0932,23.138,22.4625,22.7354,10410552.0
2020-06-27,23.0932,23.138,22.4625,22.7354,10410552.0
2020-06-28,23.0932,23.138,22.4625,22.7354,10410552.0
2020-06-29,22.9501,23.1738,22.7331,22.9769,4466493.0
2020-06-30,22.8159,23.308,22.7622,23.1738,4539911.0
2020-07-01,23.3169,23.4646,22.9411,22.959,6318830.0
2020-07-02,23.4064,23.6829,23.1827,23.2632,5030151.0
2020-07-03,23.4064,23.6829,23.1827,23.2632,5030151.0
2020-07-04,23.4064,23.6829,23.1827,23.2632,5030151.0
2020-07-05,23.4064,23.6829,23.1827,23.2632,5030151.0
2020-07-06,23.8717,24.1222,23.7554,23.9969,5816854.0
2020-07-07,23.7822,23.9701,23.5048,23.7017,4777712.0
2020-07-08,23.6301,23.8448,23.4288,23.6927,4140012.0
2020-07-09,23.7017,23.8806,23.3706,23.7196,4559495.0
2020-07-10,23.7017,23.8854,23.5048,23.8627,3061503.0
2020-07-11,23.7017,23.8854,23.5048,23.8627,3061503.0
2020-07-12,23.7017,23.8854,23.5048,23.8627,3061503.0
2020-07-13,24.158,24.3459,23.8717,23.9075,5248011.0
2020-07-14,23.9433,24.5338,23.6874,24.4801,3726943.0
2020-07-15,24.8201,25.1735,24.6904,25.1064,5542886.0
2020-07-16,25.4733,25.9743,25.2854,25.7327,6142630.0
2020-07-17,25.858,26.0459,25.6612,25.9833,4688881.0
2020-07-18,25.858,26.0459,25.6612,25.9833,4688881.0
2020-07-19,25.858,26.0459,25.6612,25.9833,4688881.0
2020-07-20,25.8848,26.0459,25.7506,25.9833,5414747.0
2020-07-21,26.1085,26.4575,26.0906,26.2248,4584989.0
2020-07-22,26.2427,26.6901,26.0996,26.4843,4908540.0
2020-07-23,26.4843,26.9854,26.4396,26.6633,5370768.0
2020-07-24,26.5648,26.7169,26.1398,26.2069,5542006.0
2020-07-25,26.5648,26.7169,26.1398,26.2069,5542006.0
2020-07-26,26.5648,26.7169,26.1398,26.2069,5542006.0
2020-07-27,26.1085,27.5848,26.0101,27.4059,9852014.0
2020-07-28,27.2806,28.0593,26.7975,27.0569,8905692.0
2020-07-29,27.5401,28.4706,27.1554,28.2827,7252555.0
2020-07-30,27.9696,28.1217,27.6834,27.8443,6095850.0
2020-07-31,27.7906,27.8891,27.2493,27.7369,5697341.0
2020-08-01,27.7906,27.8891,27.2493,27.7369,5697341.0
2020-08-02,27.7906,27.8891,27.2493,27.7369,5697341.0
2020-08-03,27.8085,27.8219,27.4059,27.6475,3596723.0
2020-08-04,27.6654,27.9204,27.6162,27.907,3380185.0
2020-08-05,28.0143,28.5601,27.9696,28.5243,3666435.0
2020-08-06,28.3364,28.6227,28.2962,28.4885,3238317.0
2020-08-07,28.4259,28.5333,28.1414,28.4975,3079611.0
2020-08-08,28.4259,28.5333,28.1414,28.4975,3079611.0
2020-08-09,28.4259,28.5333,28.1414,28.4975,3079611.0
2020-08-10,28.5422,28.8554,28.417,28.7659,5447854.0
2020-08-11,28.9806,29.3833,28.8375,28.9001,4083216.0
2020-08-12,29.0791,29.4101,28.9905,29.2849,2575953.0
2020-08-13,29.1506,29.3922,28.9547,29.097,3826319.0
2020-08-14,29.0343,29.0612,28.7704,28.918,2736890.0
2020-08-15,29.0343,29.0612,28.7704,28.918,2736890.0
2020-08-16,29.0343,29.0612,28.7704,28.918,2736890.0
2020-08-17,29.0075,29.1551,28.8912,28.927,2290981.0
2020-08-18,29.0075,29.0164,28.6451,28.7301,3254174.0
2020-08-19,28.8375,28.9908,28.7256,28.8375,3043171.0
2020-08-20,28.6317,28.7301,28.4527,28.5154,2322463.0
2020-08-21,28.587,29.0701,28.4348,29.0522,4874949.0
2020-08-22,28.587,29.0701,28.4348,29.0522,4874949.0
2020-08-23,28.587,29.0701,28.4348,29.0522,4874949.0
2020-08-24,29.1059,29.8664,29.0701,29.8575,4676390.0
2020-08-25,29.947,30.0275,29.1685,29.428,3553794.0
2020-08-26,29.428,29.5935,29.2804,29.3296,2874706.0
2020-08-27,29.4467,29.4827,28.7215,28.9422,4217161.0
2020-08-28,29.0233,29.4917,28.7711,29.4197,6193442.0
2020-08-29,29.0233,29.4917,28.7711,29.4197,6193442.0
2020-08-30,29.0233,29.4917,28.7711,29.4197,6193442.0
2020-08-31,29.4106,29.4467,29.0143,29.2395,4728060.0
2020-09-01,29.0864,29.6088,28.8612,29.5908,3007495.0
2020-09-02,29.7259,30.5006,29.6358,30.3565,4605031.0
2020-09-03,30.0052,30.1043,28.3387,28.7351,6206518.0
2020-09-04,28.8972,29.1143,28.0505,28.8702,5453259.0
2020-09-05,28.8972,29.1143,28.0505,28.8702,5453259.0
2020-09-06,28.8972,29.1143,28.0505,28.8702,5453259.0
2020-09-07,28.8972,29.1143,28.0505,28.8702,5453259.0
2020-09-08,28.4648,28.9603,28.3719,28.6089,4465252.0
2020-09-09,29.2755,30.442,29.2755,29.789,7570648.0
2020-09-10,29.9061,30.1448,28.663,28.717,7343126.0
2020-09-11,29.0774,29.19,28.4468,28.7711,7948976.0
2020-09-12,29.0774,29.19,28.4468,28.7711,7948976.0
2020-09-13,29.0774,29.19,28.4468,28.7711,7948976.0
2020-09-14,29.253,29.6449,29.2125,29.4917,4779289.0
2020-09-15,29.7169,29.9286,29.5503,29.5638,3616080.0
2020-09-16,29.6809,29.9466,29.3296,29.4016,6486567.0
2020-09-17,29.0053,29.807,28.9062,29.5638,6085104.0
2020-09-18,29.4827,29.7259,29.0323,29.2215,7914517.0
2020-09-19,29.4827,29.7259,29.0323,29.2215,7914517.0
2020-09-20,29.4827,29.7259,29.0323,29.2215,7914517.0
2020-09-21,28.5189,28.699,27.8793,28.3027,5812794.0
2020-09-22,28.3027,28.4828,27.9514,28.4738,6098580.0
2020-09-23,28.4378,28.5009,27.483,27.555,4175578.0
2020-09-24,27.3388,28.0505,27.1677,27.6451,3085751.0
2020-09-25,27.519,28.1901,27.3929,28.1045,2536579.0
2020-09-26,27.519,28.1901,27.3929,28.1045,2536579.0
2020-09-27,27.519,28.1901,27.3929,28.1045,2536579.0
2020-09-28,28.6089,28.9936,28.4918,28.8522,3036298.0
2020-09-29,28.9603,29.1179,28.7621,28.7981,3117857.0
2020-09-30,28.9603,29.5368,28.8792,29.1945,5135641.0
2020-10-01,29.5007,29.5187,28.8747,29.3026,4624881.0
2020-10-02,28.8522,29.825,28.8251,29.5548,3870436.0
2020-10-03,28.8522,29.825,28.8251,29.5548,3870436.0
2020-10-04,28.8522,29.825,28.8251,29.5548,3870436.0
2020-10-05,29.9511,30.379,29.7259,30.2033,3743065.0
2020-10-06,30.3024,30.9285,30.2394,30.2844,5328801.0
2020-10-07,30.5637,31.6131,30.5195,31.5815,4599839.0
2020-10-08,31.7076,32.2751,31.6176,31.7347,4257196.0
2020-10-09,31.8878,32.0229,31.2663,31.3293,3750152.0
2020-10-10,31.8878,32.0229,31.2663,31.3293,3750152.0
2020-10-11,31.8878,32.0229,31.2663,31.3293,3750152.0
2020-10-12,31.5095,31.5635,31.1672,31.1942,4118249.0
2020-10-13,31.1942,31.8788,30.8744,31.4104,6552254.0
2020-10-14,31.4554,31.5725,30.8699,31.0771,4312895.0
2020-10-15,30.7258,31.5095,30.7168,31.4915,4007753.0
2020-10-16,31.5815,31.8698,31.4284,31.6896,3588330.0
2020-10-17,31.5815,31.8698,31.4284,31.6896,3588330.0
2020-10-18,31.5815,31.8698,31.4284,31.6896,3588330.0
2020-10-19,31.7887,31.9328,31.0501,31.1672,2328747.0
2020-10-20,31.4374,31.8338,31.2753,31.3834,2782358.0
2020-10-21,31.4104,31.9419,31.2933,31.5275,3727563.0
2020-10-22,31.5275,32.068,31.4825,31.9509,2377534.0
2020-10-23,32.077,32.113,31.7797,32.0319,2785855.0
2020-10-24,32.077,32.113,31.7797,32.0319,2785855.0
2020-10-25,32.077,32.113,31.7797,32.0319,2785855.0
2020-10-26,31.6176,31.6176,30.7934,30.8519,5815273.0
2020-10-27,30.9059,31.0321,29.3836,29.5908,8783730.0
2020-10-28,28.9242,29.3206,28.4828,28.5819,6551933.0
2020-10-29,28.5369,29.2125,28.3297,28.9152,4342482.0
2020-10-30,28.7441,28.9332,28.1775,28.7981,4503486.0
2020-10-31,28.7441,28.9332,28.1775,28.7981,4503486.0
2020-11-01,28.7441,28.9332,28.1775,28.7981,4503486.0
2020-11-02,29.1134,29.5368,28.8386,29.2485,3597711.0
2020-11-03,29.7169,30.5277,29.7169,30.3294,2955169.0
2020-11-04,30.1583,30.9195,29.6449,30.2304,3898071.0
2020-11-05,30.8249,31.3789,30.7528,31.0681,3656256.0
2020-11-06,31.0501,31.3834,30.978,31.2663,2745721.0
2020-11-07,31.0501,31.3834,30.978,31.2663,2745721.0
2020-11-08,31.0501,31.3834,30.978,31.2663,2745721.0
2020-11-09,32.7075,33.4011,32.095,32.14,6855663.0
2020-11-10,32.3472,32.6174,32.1085,32.4463,4779321.0
2020-11-11,32.6985,32.7165,32.2031,32.4103,2605732.0
2020-11-12,32.2924,32.3559,31.3317,31.6399,3449625.0
2020-11-13,31.9933,32.6368,31.939,32.4737,2520533.0
2020-11-14,31.9933,32.6368,31.939,32.4737,2520533.0
2020-11-15,31.9933,32.6368,31.939,32.4737,2520533.0
2020-11-16,33.0356,33.6519,32.6867,33.516,4042923.0
2020-11-17,33.1987,33.3755,32.8589,33.0628,2818579.0
2020-11-18,33.1716,33.2259,32.7093,32.7093,2736607.0
2020-11-19,32.4737,33.0311,32.3151,32.9269,2319015.0
2020-11-20,32.8543,33.1262,32.6459,32.8997,2795121.0
2020-11-21,32.8543,33.1262,32.6459,32.8997,2795121.0
2020-11-22,32.8543,33.1262,32.6459,32.8997,2795121.0
2020-11-23,33.1172,33.3845,32.8997,33.1987,1977753.0
2020-11-24,33.5341,34.0643,33.4706,33.9873,4320861.0
2020-11-25,33.9601,34.0063,33.6111,33.806,1872613.0
2020-11-26,33.9601,34.0063,33.6111,33.806,1872613.0
2020-11-27,33.806,34.0779,33.5794,33.6157,1416197.0
2020-11-28,33.806,34.0779,33.5794,33.6157,1416197.0
2020-11-29,33.806,34.0779,33.5794,33.6157,1416197.0
2020-11-30,33.6157,33.9147,33.2259,33.9147,5297642.0
2020-12-01,34.2501,34.3588,33.738,33.8785,3681893.0
2020-12-02,33.806,34.3906,33.7516,34.2592,3837375.0
2020-12-03,33.8332,34.1685,33.5749,33.6428,3848035.0
2020-12-04,33.7063,34.3951,33.6428,34.3951,3507094.0
2020-12-05,33.7063,34.3951,33.6428,34.3951,3507094.0
2020-12-06,33.7063,34.3951,33.6428,34.3951,3507094.0
2020-12-07,34.241,34.2863,33.8422,34.0598,2604936.0
2020-12-08,33.9147,34.4223,33.8685,34.377,2854528.0
2020-12-09,34.4404,34.8347,34.096,34.1323,4014612.0
2020-12-10,34.0598,34.0598,33.4163,33.6882,4140153.0
2020-12-11,32.8906,33.1262,32.1293,32.3015,6257196.0
2020-12-12,32.8906,33.1262,32.1293,32.3015,6257196.0
2020-12-13,32.8906,33.1262,32.1293,32.3015,6257196.0
2020-12-14,33.4978,33.9147,33.1262,33.3619,5757871.0
2020-12-15,33.525,33.6338,32.8997,33.5522,4424486.0
2020-12-16,33.5885,33.6247,32.6323,32.8453,4582916.0
2020-12-17,33.0809,33.1716,32.8453,33.1625,4201730.0
2020-12-18,33.1806,33.2123,32.4873,32.8453,7085359.0
2020-12-19,33.1806,33.2123,32.4873,32.8453,7085359.0
2020-12-20,33.1806,33.2123,32.4873,32.8453,7085359.0
2020-12-21,32.3196,32.664,31.7532,32.5824,5467230.0
2020-12-22,32.8181,33.0356,32.5462,32.6912,3340231.0
2020-12-23,32.945,33.2758,32.809,32.945,4195777.0
2020-12-24,33.0809,33.1625,32.5824,32.8725,1190703.0
2020-12-25,33.0809,33.1625,32.5824,32.8725,1190703.0
2020-12-26,33.0809,33.1625,32.5824,32.8725,1190703.0
2020-12-27,33.0809,33.1625,32.5824,32.8725,1190703.0
2020-12-28,33.0447,33.2169,32.7638,32.8,1734749.0
2020-12-29,32.9722,32.9722,32.1791,32.3015,1888072.0
2020-12-30,32.4465,32.7728,32.4012,32.6006,2260068.0
2020-12-31,32.6278,32.686,32.2924,32.6278,3562911.0
2021-01-01,32.6278,32.686,32.2924,32.6278,3562911.0
2021-01-02,32.6278,32.686,32.2924,32.6278,3562911.0
2021-01-03,32.6278,32.686,32.2924,32.6278,3562911.0
2021-01-04,32.6731,32.8362,31.5447,31.6489,4999759.0
2021-01-05,31.6852,32.4963,31.6399,32.3287,4775028.0
2021-01-06,32.809,34.0462,32.6278,33.4435,5470530.0
2021-01-07,33.7697,33.951,33.2713,33.516,4477915.0
2021-01-08,33.6519,33.7425,33.1353,33.4888,4144959.0
2021-01-09,33.6519,33.7425,33.1353,33.4888,4144959.0
2021-01-10,33.6519,33.7425,33.1353,33.4888,4144959.0
2021-01-11,33.1262,34.0841,32.9903,34.0235,5624383.0
2021-01-12,34.1685,34.4767,33.7928,33.951,3860485.0
2021-01-13,33.8966,33.951,33.5522,33.6882,2763704.0
2021-01-14,34.3226,35.1202,33.9691,34.4676,5223447.0
2021-01-15,34.2229,34.4691,33.7154,34.2592,4854332.0
2021-01-16,34.2229,34.4691,33.7154,34.2592,4854332.0
2021-01-17,34.2229,34.4691,33.7154,34.2592,4854332.0
2021-01-18,34.2229,34.4691,33.7154,34.2592,4854332.0
2021-01-19,34.6398,35.102,34.5401,34.9208,4017626.0
2021-01-20,34.957,35.2017,34.5492,34.8483,3220216.0
2021-01-21,34.8936,34.9842,34.386,34.386,2823868.0
2021-01-22,33.9873,34.2944,33.7833,34.0779,4314938.0
2021-01-23,33.9873,34.2944,33.7833,34.0779,4314938.0
2021-01-24,33.9873,34.2944,33.7833,34.0779,4314938.0
2021-01-25,34.2048,34.9162,34.0326,34.8573,4799961.0
2021-01-26,35.1111,35.1202,33.6428,33.6882,5583175.0
2021-01-27,32.7637,33.4978,31.7486,31.9299,9009521.0
2021-01-28,32.7003,33.4435,32.5643,33.0265,5475958.0
2021-01-29,32.809,33.0537,32.2214,32.5099,5565846.0
2021-01-30,32.809,33.0537,32.2214,32.5099,5565846.0
2021-01-31,32.809,33.0537,32.2214,32.5099,5565846.0
2021-02-01,32.7728,32.9812,32.2652,32.5371,3455266.0
2021-02-02,33.0084,33.2531,32.655,32.9269,4356989.0
2021-02-03,32.7365,33.1625,32.2743,32.9359,3891915.0
2021-02-04,33.2622,33.874,33.1353,33.7879,3636915.0
2021-02-05,33.951,34.1504,33.8513,33.9147,2226541.0
2021-02-06,33.951,34.1504,33.8513,33.9147,2226541.0
2021-02-07,33.951,34.1504,33.8513,33.9147,2226541.0
2021-02-08,34.0144,34.3362,33.9691,34.1504,2294979.0
2021-02-09,34.1232,34.241,32.8815,32.9269,7023594.0
2021-02-10,33.0265,33.6383,32.9994,33.4797,3898101.0
2021-02-11,33.5703,33.5703,32.8543,33.3166,3536923.0
2021-02-12,33.0084,33.4978,32.8997,33.4253,2865517.0
2021-02-13,33.0084,33.4978,32.8997,33.4253,2865517.0
2021-02-14,33.0084,33.4978,32.8997,33.4253,2865517.0
2021-02-15,33.0084,33.4978,32.8997,33.4253,2865517.0
2021-02-16,34.8483,35.4918,34.7576,34.9842,8140557.0
2021-02-17,34.7304,35.1383,34.3226,34.3407,5868508.0
2021-02-18,34.1141,34.5129,33.8966,34.0416,4262535.0
2021-02-19,34.1866,34.6806,34.0869,34.4948,3857346.0
2021-02-20,34.1866,34.6806,34.0869,34.4948,3857346.0
2021-02-21,34.1866,34.6806,34.0869,34.4948,3857346.0
2021-02-22,34.2682,34.7214,34.0869,34.3951,3205472.0
2021-02-23,34.2682,34.3407,33.5839,34.1232,4285207.0
2021-02-24,34.1232,35.2108,33.9963,35.0114,4117239.0
2021-02-25,34.8837,34.9932,34.0994,34.373,6186316.0
2021-02-26,34.6284,35.3716,34.4232,34.8746,8023576.0
2021-02-27,34.6284,35.3716,34.4232,34.8746,8023576.0
2021-02-28,34.6284,35.3716,34.4232,34.8746,8023576.0
