,LOW US Equity,LOW US Equity,LOW US Equity,LOW US Equity,LOW US Equity
2020-03-18,63.7887,65.2877,56.7962,60.5392,11133924.0
2020-03-19,59.9712,68.1648,55.8651,65.0549,12141236.0
2020-03-20,67.2709,67.9506,61.014,61.7868,11541390.0
2020-03-21,67.2709,67.9506,61.014,61.7868,11541390.0
2020-03-22,67.2709,67.9506,61.014,61.7868,11541390.0
2020-03-23,60.7254,64.3473,58.7049,63.1276,9594423.0
2020-03-24,67.7458,72.2429,67.0847,71.9729,9004114.0
2020-03-25,74.5893,80.9951,72.918,77.9505,9907535.0
2020-03-26,80.1478,84.6729,80.0268,82.0379,10105795.0
2020-03-27,78.2857,83.537,77.6525,80.9858,6885783.0
2020-03-28,78.2857,83.537,77.6525,80.9858,6885783.0
2020-03-29,78.2857,83.537,77.6525,80.9858,6885783.0
2020-03-30,81.3769,83.3647,79.5426,82.5966,5717052.0
2020-03-31,82.0007,82.8107,79.6357,80.1199,5526239.0
2020-04-01,75.1758,78.1367,73.6302,74.8779,8115372.0
2020-04-02,74.3472,77.5315,73.7885,77.1497,8246667.0
2020-04-03,76.4701,78.4346,75.5576,76.5352,6448510.0
2020-04-04,76.4701,78.4346,75.5576,76.5352,6448510.0
2020-04-05,76.4701,78.4346,75.5576,76.5352,6448510.0
2020-04-06,81.0882,83.2111,78.2112,82.6525,9422337.0
2020-04-07,88.4159,89.5518,84.496,84.6915,7854933.0
2020-04-08,85.1478,88.239,84.347,87.8479,4715922.0
2020-04-09,89.7939,91.6142,88.239,88.7418,6543908.0
2020-04-10,89.7939,91.6142,88.239,88.7418,6543908.0
2020-04-11,89.7939,91.6142,88.239,88.7418,6543908.0
2020-04-12,89.7939,91.6142,88.239,88.7418,6543908.0
2020-04-13,88.8162,89.2352,86.6282,88.6393,5489697.0
2020-04-14,91.0974,92.941,90.1477,92.2426,5654981.0
2020-04-15,88.3507,89.2911,86.1813,87.8386,7379578.0
2020-04-16,87.522,89.4587,85.4643,86.0695,9034704.0
2020-04-17,89.8497,91.8702,88.7697,90.4084,7136331.0
2020-04-18,89.8497,91.8702,88.7697,90.4084,7136331.0
2020-04-19,89.8497,91.8702,88.7697,90.4084,7136331.0
2020-04-20,88.6859,91.0695,88.0155,88.5742,5271887.0
2020-04-21,86.2423,87.7501,85.6804,86.7387,5541463.0
2020-04-22,87.8437,89.9321,87.2453,88.9207,4772293.0
2020-04-23,89.211,90.5236,88.799,88.8739,4096215.0
2020-04-24,89.9696,93.3316,89.6418,92.4794,5432695.0
2020-04-25,89.9696,93.3316,89.6418,92.4794,5432695.0
2020-04-26,89.9696,93.3316,89.6418,92.4794,5432695.0
2020-04-27,93.0132,96.4314,93.0038,95.4949,5336463.0
2020-04-28,98.754,99.8028,95.9257,96.9465,5588369.0
2020-04-29,99.9527,100.9547,98.5011,99.4189,5205478.0
2020-04-30,98.0609,99.9452,96.8997,98.0984,4814059.0
2020-05-01,95.9913,98.0422,95.8133,97.8268,3811309.0
2020-05-02,95.9913,98.0422,95.8133,97.8268,3811309.0
2020-05-03,95.9913,98.0422,95.8133,97.8268,3811309.0
2020-05-04,96.8435,100.5614,96.3003,100.5333,4088055.0
2020-05-05,102.013,104.5977,101.9661,103.1555,5237018.0
2020-05-06,103.2866,104.4479,102.0281,102.6592,4435194.0
2020-05-07,104.092,105.9463,104.0171,104.8131,3207222.0
2020-05-08,106.5456,107.351,104.9817,106.9764,3951912.0
2020-05-09,106.5456,107.351,104.9817,106.9764,3951912.0
2020-05-10,106.5456,107.351,104.9817,106.9764,3951912.0
2020-05-11,105.9182,107.4634,105.4249,106.1898,3863707.0
2020-05-12,107.529,107.7444,104.1201,104.1763,3685234.0
2020-05-13,104.785,106.1898,101.9006,103.4177,6643319.0
2020-05-14,100.4397,103.4084,99.4537,103.3803,6097865.0
2020-05-15,101.807,106.9109,101.5354,106.555,8950421.0
2020-05-16,101.807,106.9109,101.5354,106.555,8950421.0
2020-05-17,101.807,106.9109,101.5354,106.555,8950421.0
2020-05-18,110.507,110.8816,109.0555,109.3177,7741506.0
2020-05-19,108.634,111.0689,108.119,109.4488,7040980.0
2020-05-20,114.8243,114.8992,108.1845,109.5612,19289694.0
2020-05-21,111.3499,113.5507,109.5716,112.9794,9727918.0
2020-05-22,113.3165,114.7541,111.5091,114.4872,6064702.0
2020-05-23,113.3165,114.7541,111.5091,114.4872,6064702.0
2020-05-24,113.3165,114.7541,111.5091,114.4872,6064702.0
2020-05-25,113.3165,114.7541,111.5091,114.4872,6064702.0
2020-05-26,117.0064,117.8492,115.504,115.7421,7683963.0
2020-05-27,117.3529,120.3028,115.433,119.8814,7615454.0
2020-05-28,120.7149,123.0561,118.664,119.9844,8011337.0
2020-05-29,119.9657,122.2414,119.5817,122.0728,7402414.0
2020-05-30,119.9657,122.2414,119.5817,122.0728,7402414.0
2020-05-31,119.9657,122.2414,119.5817,122.0728,7402414.0
2020-06-01,121.642,121.8762,120.153,121.1082,5141545.0
2020-06-02,122.8314,124.0488,121.9511,123.5993,6023238.0
2020-06-03,124.0863,124.9198,123.0,124.4047,4585179.0
2020-06-04,123.0093,123.4963,119.8065,120.5089,7448654.0
2020-06-05,121.9604,123.0468,120.3028,122.6534,5550395.0
2020-06-06,121.9604,123.0468,120.3028,122.6534,5550395.0
2020-06-07,121.9604,123.0468,120.3028,122.6534,5550395.0
2020-06-08,121.8574,122.9063,121.2112,122.5036,4951579.0
2020-06-09,121.333,123.0842,121.0052,121.3423,4472629.0
2020-06-10,122.0354,122.9063,120.7804,121.8387,3708386.0
2020-06-11,119.1509,120.6259,115.4237,116.0699,5998558.0
2020-06-12,118.7108,120.2373,115.6297,118.0459,4463104.0
2020-06-13,118.7108,120.2373,115.6297,118.0459,4463104.0
2020-06-14,118.7108,120.2373,115.6297,118.0459,4463104.0
2020-06-15,115.5641,119.8439,115.2738,119.6192,5063425.0
2020-06-16,123.4682,123.7585,120.4339,123.3746,5024975.0
2020-06-17,124.8261,128.0945,124.6763,127.0363,7238823.0
2020-06-18,126.6336,127.4015,124.8402,126.0061,3898088.0
2020-06-19,128.5721,128.5721,123.9458,125.3318,6684331.0
2020-06-20,128.5721,128.5721,123.9458,125.3318,6684331.0
2020-06-21,128.5721,128.5721,123.9458,125.3318,6684331.0
2020-06-22,124.4796,126.4463,124.349,126.1653,3449218.0
2020-06-23,127.7293,128.0254,125.6502,125.7533,3384224.0
2020-06-24,124.8074,125.9131,120.7804,123.5993,4150138.0
2020-06-25,123.0093,123.6274,121.4173,123.4026,4022797.0
2020-06-26,123.7304,124.4047,120.743,121.1925,5710869.0
2020-06-27,123.7304,124.4047,120.743,121.1925,5710869.0
2020-06-28,123.7304,124.4047,120.743,121.1925,5710869.0
2020-06-29,122.0915,125.0603,121.1007,125.0415,3327977.0
2020-06-30,125.772,127.3079,124.6763,126.5399,4462362.0
2020-07-01,126.8021,127.6356,126.1934,127.0175,4802519.0
2020-07-02,128.5253,129.4047,126.5306,127.0925,3523089.0
2020-07-03,128.5253,129.4047,126.5306,127.0925,3523089.0
2020-07-04,128.5253,129.4047,126.5306,127.0925,3523089.0
2020-07-05,128.5253,129.4047,126.5306,127.0925,3523089.0
2020-07-06,128.6939,129.4712,126.671,127.1393,3698717.0
2020-07-07,125.9687,128.0758,125.8104,126.4463,2991690.0
2020-07-08,127.055,127.7012,125.8844,127.1299,2754018.0
2020-07-09,127.6731,128.2444,125.5379,126.9988,3397972.0
2020-07-10,127.6075,128.8999,126.259,128.7032,3252341.0
2020-07-11,127.6075,128.8999,126.259,128.7032,3252341.0
2020-07-12,127.6075,128.8999,126.259,128.7032,3252341.0
2020-07-13,129.6585,131.8499,127.2704,127.8791,4227187.0
2020-07-14,127.4483,131.2693,127.1767,131.1662,4360894.0
2020-07-15,133.2453,133.3015,130.2859,132.2526,3496199.0
2020-07-16,132.2526,135.7364,131.8967,133.6854,4125056.0
2020-07-17,135.1276,135.446,132.8753,135.2213,3901389.0
2020-07-18,135.1276,135.446,132.8753,135.2213,3901389.0
2020-07-19,135.1276,135.446,132.8753,135.2213,3901389.0
2020-07-20,134.2286,135.521,133.8259,134.9497,2769027.0
2020-07-21,135.3258,137.1776,134.9121,136.3129,2628433.0
2020-07-22,136.4633,140.2142,136.4633,139.6408,4612952.0
2020-07-23,140.3552,140.6843,136.6889,137.723,3664786.0
2020-07-24,137.9956,138.7759,136.6889,138.2212,3740089.0
2020-07-25,137.9956,138.7759,136.6889,138.2212,3740089.0
2020-07-26,137.9956,138.7759,136.6889,138.2212,3740089.0
2020-07-27,138.4093,140.4774,138.4093,140.186,2791065.0
2020-07-28,140.3552,140.8055,138.5973,138.8605,3571838.0
2020-07-29,139.1707,140.8347,139.1331,139.8006,2732768.0
2020-07-30,139.0109,140.9193,138.099,140.2612,2575043.0
2020-07-31,140.5151,140.9381,137.8264,139.9886,3928596.0
2020-08-01,140.5151,140.9381,137.8264,139.9886,3928596.0
2020-08-02,140.5151,140.9381,137.8264,139.9886,3928596.0
2020-08-03,140.9193,142.2824,140.5433,141.2671,3137355.0
2020-08-04,140.7783,141.709,139.8664,140.7031,2381645.0
2020-08-05,140.9569,141.4457,139.8006,141.2577,3050364.0
2020-08-06,141.2483,143.1191,140.6749,142.132,2450175.0
2020-08-07,142.8465,144.8865,142.6114,143.6267,2904970.0
2020-08-08,142.8465,144.8865,142.6114,143.6267,2904970.0
2020-08-09,142.8465,144.8865,142.6114,143.6267,2904970.0
2020-08-10,144.0498,145.4411,143.8524,144.5104,3065394.0
2020-08-11,145.7701,146.1086,143.7114,144.6514,3722973.0
2020-08-12,146.776,148.5152,145.2954,147.2461,3792902.0
2020-08-13,146.9923,147.7331,145.8454,146.3718,2272323.0
2020-08-14,146.2496,146.729,144.689,145.0933,3404870.0
2020-08-15,146.2496,146.729,144.689,145.0933,3404870.0
2020-08-16,146.2496,146.729,144.689,145.0933,3404870.0
2020-08-17,147.8383,149.2109,146.5081,148.9194,5159599.0
2020-08-18,150.2262,150.9826,147.5939,148.4494,5741440.0
2020-08-19,151.3543,153.131,146.8983,148.7972,9727137.0
2020-08-20,147.1991,149.627,147.1239,149.0793,4288539.0
2020-08-21,149.5587,152.3696,148.9711,152.0311,4568809.0
2020-08-22,149.5587,152.3696,148.9711,152.0311,4568809.0
2020-08-23,149.5587,152.3696,148.9711,152.0311,4568809.0
2020-08-24,153.8831,155.7257,153.2439,155.7069,4872703.0
2020-08-25,156.4214,157.399,154.5211,155.9795,3490852.0
2020-08-26,157.6153,160.2851,157.0236,160.1817,5319007.0
2020-08-27,160.4731,161.056,155.4343,156.3461,4425020.0
2020-08-28,156.1299,156.8914,154.2591,155.5941,3291367.0
2020-08-29,156.1299,156.8914,154.2591,155.5941,3291367.0
2020-08-30,156.1299,156.8914,154.2591,155.5941,3291367.0
2020-08-31,155.8385,156.4025,153.8745,154.8232,3421317.0
2020-09-01,154.56,157.5965,154.2779,157.5495,4285439.0
2020-09-02,157.8033,160.5953,156.6188,160.2757,4262700.0
2020-09-03,159.533,160.2663,150.7526,151.8431,5734405.0
2020-09-04,153.1686,153.3943,144.2472,147.0205,6303827.0
2020-09-05,153.1686,153.3943,144.2472,147.0205,6303827.0
2020-09-06,153.1686,153.3943,144.2472,147.0205,6303827.0
2020-09-07,153.1686,153.3943,144.2472,147.0205,6303827.0
2020-09-08,144.7172,147.4623,142.7901,144.5292,4892810.0
2020-09-09,146.5504,151.5329,145.8077,149.9723,4382558.0
2020-09-10,150.4988,153.1686,147.6503,148.8442,4129178.0
2020-09-11,150.7432,152.849,149.8877,152.191,4870777.0
2020-09-12,150.7432,152.849,149.8877,152.191,4870777.0
2020-09-13,150.7432,152.849,149.8877,152.191,4870777.0
2020-09-14,153.3943,155.8667,153.2345,155.2932,3583326.0
2020-09-15,157.4084,159.7023,156.6329,158.9032,3998096.0
2020-09-16,160.1629,161.432,156.1581,156.7222,3815603.0
2020-09-17,153.3379,155.9795,152.2192,153.9677,3717813.0
2020-09-18,151.6927,154.0335,149.0135,150.5082,5485112.0
2020-09-19,151.6927,154.0335,149.0135,150.5082,5485112.0
2020-09-20,151.6927,154.0335,149.0135,150.5082,5485112.0
2020-09-21,148.487,150.057,145.9018,150.0381,3929497.0
2020-09-22,150.4424,152.0969,150.0758,151.8713,3526263.0
2020-09-23,152.708,153.1498,148.3037,149.1075,3245543.0
2020-09-24,149.2579,151.213,147.4153,149.0229,3889008.0
2020-09-25,148.44,150.6022,147.2179,149.9911,2828842.0
2020-09-26,148.44,150.6022,147.2179,149.9911,2828842.0
2020-09-27,148.44,150.6022,147.2179,149.9911,2828842.0
2020-09-28,151.9089,153.3285,150.8936,152.849,2815732.0
2020-09-29,153.6857,154.1463,152.4918,152.5388,2212820.0
2020-09-30,153.2156,157.5777,152.7456,155.9231,4198617.0
2020-10-01,157.3144,158.1981,155.4623,157.1546,2677248.0
2020-10-02,154.6164,157.4272,154.2215,156.5154,2026575.0
2020-10-03,154.6164,157.4272,154.2215,156.5154,2026575.0
2020-10-04,154.6164,157.4272,154.2215,156.5154,2026575.0
2020-10-05,158.0383,158.8468,157.0042,158.4425,2437416.0
2020-10-06,158.3861,158.8562,154.5694,155.1052,2765645.0
2020-10-07,157.6717,159.6365,156.6517,158.3767,2587682.0
2020-10-08,159.3356,161.3286,158.1644,160.6329,3105667.0
2020-10-09,161.103,164.5155,161.103,162.8516,4594018.0
2020-10-10,161.103,164.5155,161.103,162.8516,4594018.0
2020-10-11,161.103,164.5155,161.103,162.8516,4594018.0
2020-10-12,164.3651,164.3651,162.0431,162.3815,3377890.0
2020-10-13,162.5037,165.3992,162.2892,164.8257,2987766.0
2020-10-14,164.6283,165.3616,160.9526,163.2088,3476180.0
2020-10-15,161.2816,165.8316,160.7646,165.5966,3632100.0
2020-10-16,166.1983,169.8458,166.1419,167.0538,3879396.0
2020-10-17,166.1983,169.8458,166.1419,167.0538,3879396.0
2020-10-18,166.1983,169.8458,166.1419,167.0538,3879396.0
2020-10-19,167.552,169.1313,164.3463,164.6377,4073635.0
2020-10-20,165.5527,169.1091,164.6189,167.0526,3604505.0
2020-10-21,167.0055,169.4298,164.4396,164.6094,3431813.0
2020-10-22,165.0245,165.3169,161.0342,161.5436,3267591.0
2020-10-23,161.7417,162.4115,159.6287,162.3832,2963323.0
2020-10-24,161.7417,162.4115,159.6287,162.3832,2963323.0
2020-10-25,161.7417,162.4115,159.6287,162.3832,2963323.0
2020-10-26,160.3362,161.5248,156.4544,158.6005,4380849.0
2020-10-27,159.4683,159.8457,155.6601,155.7799,4425735.0
2020-10-28,152.1482,155.1479,150.3841,152.2708,4947684.0
2020-10-29,153.0632,154.7517,151.535,151.6388,3697758.0
2020-10-30,150.8086,151.5916,146.941,149.139,3949225.0
2020-10-31,150.8086,151.5916,146.941,149.139,3949225.0
2020-11-01,150.8086,151.5916,146.941,149.139,3949225.0
2020-11-02,150.8275,153.4877,149.1767,151.1482,2978889.0
2020-11-03,153.1669,156.0912,152.1576,155.3177,2908208.0
2020-11-04,156.0346,161.7229,155.8837,158.6854,5006468.0
2020-11-05,161.704,163.7227,158.8552,159.657,4088125.0
2020-11-06,159.7985,159.9023,157.9477,158.9684,2673017.0
2020-11-07,159.7985,159.9023,157.9477,158.9684,2673017.0
2020-11-08,159.7985,159.9023,157.9477,158.9684,2673017.0
2020-11-09,159.8928,160.6003,144.262,144.7525,10765248.0
2020-11-10,146.7807,148.422,144.3375,146.8844,5925070.0
2020-11-11,148.705,150.5728,148.1013,149.0446,4551682.0
2020-11-12,150.2521,150.9313,147.757,149.0258,3894652.0
2020-11-13,149.4503,150.9124,148.8182,150.2049,4079036.0
2020-11-14,149.4503,150.9124,148.8182,150.2049,4079036.0
2020-11-15,149.4503,150.9124,148.8182,150.2049,4079036.0
2020-11-16,150.054,152.8179,149.6672,152.7236,5005435.0
2020-11-17,150.7426,152.3463,147.6863,150.7992,5642100.0
2020-11-18,141.8471,145.5638,138.403,138.4228,18087832.0
2020-11-19,140.168,142.6772,139.6114,141.1207,9393703.0
2020-11-20,140.866,142.4037,140.451,141.432,6015151.0
2020-11-21,140.866,142.4037,140.451,141.432,6015151.0
2020-11-22,140.866,142.4037,140.451,141.432,6015151.0
2020-11-23,141.7622,145.4034,141.6018,144.9601,6987844.0
2020-11-24,145.6958,147.158,144.9978,146.1769,7192821.0
2020-11-25,146.526,147.5919,145.2808,146.1015,5228333.0
2020-11-26,146.526,147.5919,145.2808,146.1015,5228333.0
2020-11-27,146.8656,148.4516,145.328,145.9034,2081323.0
2020-11-28,146.8656,148.4516,145.328,145.9034,2081323.0
2020-11-29,146.8656,148.4516,145.328,145.9034,2081323.0
2020-11-30,145.7053,147.0259,142.8093,146.9882,7292382.0
2020-12-01,146.9882,147.8938,144.0639,144.7054,6105759.0
2020-12-02,143.762,144.328,141.9131,143.2055,5133113.0
2020-12-03,143.3753,144.4695,142.781,143.3564,4870135.0
2020-12-04,143.1489,143.762,141.3377,141.4981,4709070.0
2020-12-05,143.1489,143.762,141.3377,141.4981,4709070.0
2020-12-06,143.1489,143.762,141.3377,141.4981,4709070.0
2020-12-07,141.6018,143.9318,140.8472,143.3753,7306753.0
2020-12-08,144.0073,144.3563,141.932,142.6678,6737305.0
2020-12-09,150.4596,151.8557,148.3088,151.0539,11093278.0
2020-12-10,150.4502,152.2991,149.0446,151.1388,6647403.0
2020-12-11,150.7143,151.035,148.5541,148.8748,5292644.0
2020-12-12,150.7143,151.035,148.5541,148.8748,5292644.0
2020-12-13,150.7143,151.035,148.5541,148.8748,5292644.0
2020-12-14,149.771,153.233,149.3937,151.0162,4654327.0
2020-12-15,151.9972,154.981,151.818,154.0725,4766801.0
2020-12-16,154.8178,156.7704,153.3556,153.9499,4443487.0
2020-12-17,155.3083,156.0299,153.8367,154.2706,4471539.0
2020-12-18,153.8933,155.9497,152.7142,153.9499,11916925.0
2020-12-19,153.8933,155.9497,152.7142,153.9499,11916925.0
2020-12-20,153.8933,155.9497,152.7142,153.9499,11916925.0
2020-12-21,152.8368,156.4625,152.1293,155.0159,5153058.0
2020-12-22,154.7234,156.4591,154.3462,155.28,3275626.0
2020-12-23,155.6479,156.2422,153.1009,153.2235,3613660.0
2020-12-24,153.2235,153.9499,152.9122,153.5443,1044638.0
2020-12-25,153.2235,153.9499,152.9122,153.5443,1044638.0
2020-12-26,153.2235,153.9499,152.9122,153.5443,1044638.0
2020-12-27,153.2235,153.9499,152.9122,153.5443,1044638.0
2020-12-28,153.9971,154.5442,152.45,152.8556,2634983.0
2020-12-29,153.7141,154.0442,150.4407,151.4407,3326108.0
2020-12-30,151.4973,152.5254,151.0964,151.4595,3227031.0
2020-12-31,151.5067,151.7425,150.2285,151.4124,2335557.0
2021-01-01,151.5067,151.7425,150.2285,151.4124,2335557.0
2021-01-02,151.5067,151.7425,150.2285,151.4124,2335557.0
2021-01-03,151.5067,151.7425,150.2285,151.4124,2335557.0
2021-01-04,151.6576,152.2331,148.2239,151.2897,7243433.0
2021-01-05,150.403,152.8934,150.1058,151.7991,3911928.0
2021-01-06,149.3937,155.7894,149.0446,153.8273,4937017.0
2021-01-07,154.1857,155.4969,153.5595,154.431,4144388.0
2021-01-08,154.4593,156.827,153.799,155.695,4971508.0
2021-01-09,154.4593,156.827,153.799,155.695,4971508.0
2021-01-10,154.4593,156.827,153.799,155.695,4971508.0
2021-01-11,155.563,157.9118,154.9876,156.8931,3005368.0
2021-01-12,156.8648,160.5909,155.7988,159.4117,4036911.0
2021-01-13,160.4871,161.9587,159.6287,160.2041,3291825.0
2021-01-14,160.6946,162.7982,160.3362,160.7324,4090919.0
2021-01-15,158.9401,162.2606,158.4778,161.6285,3727244.0
2021-01-16,158.9401,162.2606,158.4778,161.6285,3727244.0
2021-01-17,158.9401,162.2606,158.4778,161.6285,3727244.0
2021-01-18,158.9401,162.2606,158.4778,161.6285,3727244.0
2021-01-19,163.6733,164.5347,161.5339,161.6475,4683073.0
2021-01-20,162.1019,164.7619,160.5967,163.1905,3899972.0
2021-01-21,164.3265,165.7275,163.0674,163.1432,5323189.0
2021-01-22,162.7172,164.8282,161.9032,163.2,3612323.0
2021-01-23,162.7172,164.8282,161.9032,163.2,3612323.0
2021-01-24,162.7172,164.8282,161.9032,163.2,3612323.0
2021-01-25,163.6828,165.7985,162.2912,164.8093,4764237.0
2021-01-26,164.9891,165.5666,163.768,164.4306,2496297.0
2021-01-27,161.9126,162.6888,158.126,158.7603,4762674.0
2021-01-28,159.8773,164.459,158.8076,163.1432,3816635.0
2021-01-29,162.3953,162.632,157.6148,157.9461,4400488.0
2021-01-30,162.3953,162.632,157.6148,157.9461,4400488.0
2021-01-31,162.3953,162.632,157.6148,157.9461,4400488.0
2021-02-01,158.2017,159.2146,153.4875,154.6519,3898535.0
2021-02-02,155.1346,158.836,154.7181,157.7663,3182202.0
2021-02-03,157.3876,161.1363,157.2456,160.8145,2996757.0
2021-02-04,161.4298,163.9005,160.7482,163.7964,2679813.0
2021-02-05,165.3583,165.8506,163.9478,165.6896,2562845.0
2021-02-06,165.3583,165.8506,163.9478,165.6896,2562845.0
2021-02-07,165.3583,165.8506,163.9478,165.6896,2562845.0
2021-02-08,166.5889,169.6466,166.144,169.6087,3422083.0
2021-02-09,169.2868,169.8832,167.9142,168.2929,2724077.0
2021-02-10,169.4478,169.4478,165.7938,167.7817,2837880.0
2021-02-11,167.545,168.159,165.5476,166.3523,2783923.0
2021-02-12,166.3901,168.1887,166.0493,167.706,2035571.0
2021-02-13,166.3901,168.1887,166.0493,167.706,2035571.0
2021-02-14,166.3901,168.1887,166.0493,167.706,2035571.0
2021-02-15,166.3901,168.1887,166.0493,167.706,2035571.0
2021-02-16,166.8635,167.8385,164.6483,164.7714,2947651.0
2021-02-17,164.5726,167.9994,164.2377,167.6776,2278889.0
2021-02-18,166.57,168.5485,165.9878,167.706,2758921.0
2021-02-19,168.0373,169.5377,167.3462,168.0657,2841998.0
2021-02-20,168.0373,169.5377,167.3462,168.0657,2841998.0
2021-02-21,168.0373,169.5377,167.3462,168.0657,2841998.0
2021-02-22,166.8161,167.067,163.0106,163.2094,3767706.0
2021-02-23,161.638,161.7895,156.1949,159.5933,5149516.0
2021-02-24,159.6596,160.5589,151.5658,153.6484,9972310.0
2021-02-25,154.7655,154.7749,149.5211,150.0607,6639320.0
2021-02-26,151.7835,153.7526,150.6381,151.225,6030418.0
2021-02-27,151.7835,153.7526,150.6381,151.225,6030418.0
2021-02-28,151.7835,153.7526,150.6381,151.225,6030418.0
2021-03-01,152.1811,154.7749,152.1811,153.2982,3361327.0
