,CIR US Equity,CIR US Equity,CIR US Equity,CIR US Equity,CIR US Equity
2021-05-09,36.51,37.66,36.02,37.35,64168.0
2021-05-10,37.8,39.48,37.27,37.79,164630.0
2021-05-11,37.49,37.73,36.24,36.35,91225.0
2021-05-12,35.93,36.0643,32.91,33.9,203405.0
2021-05-13,34.64,36.38,34.16,35.92,156439.0
2021-05-14,36.26,37.26,35.73,37.07,114362.0
2021-05-15,36.26,37.26,35.73,37.07,114362.0
2021-05-16,36.26,37.26,35.73,37.07,114362.0
2021-05-17,36.7,37.84,36.01,37.75,139075.0
2021-05-18,37.67,38.73,36.84,37.55,107807.0
2021-05-19,36.75,36.75,34.7,35.68,115972.0
2021-05-20,35.9,36.08,34.23,35.58,83674.0
2021-05-21,36.29,37.17,36.29,37.03,89208.0
2021-05-22,36.29,37.17,36.29,37.03,89208.0
2021-05-23,36.29,37.17,36.29,37.03,89208.0
2021-05-24,37.27,38.685,36.59,37.33,109211.0
2021-05-25,37.53,37.71,36.82,36.86,136517.0
2021-05-26,36.8,37.16,36.43,36.95,52132.0
2021-05-27,37.71,38.24,37.71,37.87,57138.0
2021-05-28,38.03,38.03,37.24,37.63,42733.0
2021-05-29,38.03,38.03,37.24,37.63,42733.0
2021-05-30,38.03,38.03,37.24,37.63,42733.0
2021-05-31,38.03,38.03,37.24,37.63,42733.0
2021-06-01,38.19,39.435,37.58,39.0,101166.0
2021-06-02,39.27,39.27,38.24,38.68,62880.0
2021-06-03,38.34,38.66,38.0,38.36,45654.0
2021-06-04,38.7,38.7,37.72,38.56,38192.0
2021-06-05,38.7,38.7,37.72,38.56,38192.0
2021-06-06,38.7,38.7,37.72,38.56,38192.0
2021-06-07,38.56,38.57,37.695,38.07,72581.0
2021-06-08,38.17,38.71,37.425,38.64,61445.0
2021-06-09,38.79,38.82,37.47,37.92,96171.0
2021-06-10,38.36,38.36,37.02,37.09,70567.0
2021-06-11,37.26,37.47,36.86,37.18,36492.0
2021-06-12,37.26,37.47,36.86,37.18,36492.0
2021-06-13,37.26,37.47,36.86,37.18,36492.0
2021-06-14,37.16,37.19,36.39,36.51,60450.0
2021-06-15,36.57,37.19,36.37,37.05,57648.0
2021-06-16,37.42,37.42,36.09,36.2,74610.0
2021-06-17,36.03,36.75,33.59,34.24,131285.0
2021-06-18,34.04,34.1125,32.46,32.58,234616.0
2021-06-19,34.04,34.1125,32.46,32.58,234616.0
2021-06-20,34.04,34.1125,32.46,32.58,234616.0
2021-06-21,33.07,33.07,31.81,31.97,230880.0
2021-06-22,31.91,31.91,30.23,31.34,334536.0
2021-06-23,31.35,32.72,31.3201,32.2,185638.0
2021-06-24,32.56,33.45,31.545,33.24,221416.0
2021-06-25,32.8,33.94,32.35,32.89,1465767.0
2021-06-26,32.8,33.94,32.35,32.89,1465767.0
2021-06-27,32.8,33.94,32.35,32.89,1465767.0
2021-06-28,32.59,33.41,32.19,32.83,178372.0
2021-06-29,33.17,33.17,32.2,32.57,148644.0
2021-06-30,32.41,32.8519,32.39,32.6,86609.0
2021-07-01,33.08,33.285,32.09,32.18,101840.0
2021-07-02,32.25,32.28,31.48,32.07,82144.0
2021-07-03,32.25,32.28,31.48,32.07,82144.0
2021-07-04,32.25,32.28,31.48,32.07,82144.0
2021-07-05,32.25,32.28,31.48,32.07,82144.0
2021-07-06,32.0,32.0,30.74,30.96,107114.0
2021-07-07,30.74,31.29,30.13,30.55,161132.0
2021-07-08,29.84,31.57,29.35,31.16,139531.0
2021-07-09,31.84,32.8,31.84,32.23,62449.0
2021-07-10,31.84,32.8,31.84,32.23,62449.0
2021-07-11,31.84,32.8,31.84,32.23,62449.0
2021-07-12,31.73,33.21,31.63,33.01,137423.0
2021-07-13,32.52,33.23,31.65,31.7,61798.0
2021-07-14,31.85,31.91,30.57,30.61,71808.0
2021-07-15,30.31,30.78,29.8,30.25,57693.0
2021-07-16,30.34,30.34,29.07,29.2,77365.0
2021-07-17,30.34,30.34,29.07,29.2,77365.0
2021-07-18,30.34,30.34,29.07,29.2,77365.0
2021-07-19,28.24,28.35,27.05,28.14,171220.0
2021-07-20,28.2,30.03,28.2,29.49,94310.0
2021-07-21,29.93,30.895,29.91,30.56,70473.0
2021-07-22,30.45,30.64,29.54,29.57,43962.0
2021-07-23,29.84,30.02,29.34,29.9,35555.0
2021-07-24,29.84,30.02,29.34,29.9,35555.0
2021-07-25,29.84,30.02,29.34,29.9,35555.0
2021-07-26,30.0,30.8,29.89,30.04,42854.0
2021-07-27,29.9,30.21,29.48,30.06,40625.0
2021-07-28,30.78,31.3,29.61,30.25,53902.0
2021-07-29,30.78,31.74,30.5,30.92,50365.0
2021-07-30,30.69,31.12,30.59,30.84,78673.0
2021-07-31,30.69,31.12,30.59,30.84,78673.0
2021-08-01,30.69,31.12,30.59,30.84,78673.0
2021-08-02,31.09,31.8,30.27,30.33,56336.0
2021-08-03,30.44,30.93,29.415,30.89,157938.0
2021-08-04,30.33,30.89,29.47,29.56,60747.0
2021-08-05,29.56,30.44,29.56,29.89,48813.0
2021-08-06,30.5,30.7,29.65,30.64,50610.0
2021-08-07,30.5,30.7,29.65,30.64,50610.0
2021-08-08,30.5,30.7,29.65,30.64,50610.0
2021-08-09,30.7,30.7,29.79,29.96,55988.0
2021-08-10,31.51,33.1,30.69,31.94,132576.0
2021-08-11,32.67,32.715,31.41,32.54,63594.0
2021-08-12,32.6,32.75,31.86,32.12,131258.0
2021-08-13,32.24,32.24,31.02,31.99,78371.0
2021-08-14,32.24,32.24,31.02,31.99,78371.0
2021-08-15,32.24,32.24,31.02,31.99,78371.0
2021-08-16,31.58,32.46,31.165,31.56,110861.0
2021-08-17,31.6,32.4624,31.305,32.25,206666.0
2021-08-18,32.13,33.24,32.13,32.43,84324.0
2021-08-19,31.77,32.71,30.89,31.41,151782.0
2021-08-20,31.44,32.86,31.3,32.79,126429.0
2021-08-21,31.44,32.86,31.3,32.79,126429.0
2021-08-22,31.44,32.86,31.3,32.79,126429.0
2021-08-23,33.15,34.31,33.1,34.28,85412.0
2021-08-24,34.31,35.63,34.145,35.59,109137.0
2021-08-25,35.36,35.84,35.21,35.38,86878.0
2021-08-26,35.09,35.09,33.87,34.93,91638.0
2021-08-27,34.45,36.315,34.45,36.04,105540.0
2021-08-28,34.45,36.315,34.45,36.04,105540.0
2021-08-29,34.45,36.315,34.45,36.04,105540.0
2021-08-30,36.16,36.16,34.77,35.7,127268.0
2021-08-31,35.76,35.99,35.33,35.75,85831.0
2021-09-01,35.87,36.34,35.11,35.46,82190.0
2021-09-02,35.63,35.775,34.34,34.49,65365.0
2021-09-03,34.29,34.29,32.83,33.01,65764.0
2021-09-04,34.29,34.29,32.83,33.01,65764.0
2021-09-05,34.29,34.29,32.83,33.01,65764.0
2021-09-06,34.29,34.29,32.83,33.01,65764.0
2021-09-07,32.61,33.67,32.46,33.43,60350.0
2021-09-08,33.15,33.59,32.31,33.55,70581.0
2021-09-09,33.3,34.24,32.88,33.63,94494.0
2021-09-10,33.92,34.15,32.49,32.6,47906.0
2021-09-11,33.92,34.15,32.49,32.6,47906.0
2021-09-12,33.92,34.15,32.49,32.6,47906.0
2021-09-13,32.92,32.94,32.3,32.84,37042.0
2021-09-14,32.93,32.93,31.565,31.79,58001.0
2021-09-15,31.67,32.245,31.32,31.92,54187.0
2021-09-16,32.14,32.2,31.17,31.85,66092.0
2021-09-17,32.02,32.05,31.1,32.01,237769.0
2021-09-18,32.02,32.05,31.1,32.01,237769.0
2021-09-19,32.02,32.05,31.1,32.01,237769.0
2021-09-20,30.91,31.91,29.81,31.32,54824.0
2021-09-21,31.72,32.015,30.7,31.01,28612.0
2021-09-22,31.26,32.27,31.26,31.83,42191.0
2021-09-23,32.3,33.19,32.06,32.92,54376.0
2021-09-24,32.48,33.76,32.13,33.41,65072.0
2021-09-25,32.48,33.76,32.13,33.41,65072.0
2021-09-26,32.48,33.76,32.13,33.41,65072.0
2021-09-27,33.63,35.26,33.63,34.48,49922.0
2021-09-28,34.28,34.54,33.82,34.17,62354.0
2021-09-29,34.51,34.51,33.54,34.09,38534.0
2021-09-30,34.41,34.55,32.965,33.01,39265.0
2021-10-01,33.49,34.68,33.09,34.11,73208.0
2021-10-02,33.49,34.68,33.09,34.11,73208.0
2021-10-03,33.49,34.68,33.09,34.11,73208.0
2021-10-04,33.89,34.25,33.24,33.95,40649.0
2021-10-05,34.13,34.56,33.53,34.51,46372.0
2021-10-06,33.77,34.49,32.79,33.13,52237.0
2021-10-07,33.6,33.98,32.96,33.87,38385.0
2021-10-08,33.8,34.05,33.42,33.56,19534.0
2021-10-09,33.8,34.05,33.42,33.56,19534.0
2021-10-10,33.8,34.05,33.42,33.56,19534.0
2021-10-11,33.67,33.67,31.14,31.14,58696.0
2021-10-12,31.11,31.17,30.43,30.71,43873.0
2021-10-13,30.59,30.67,30.19,30.49,30122.0
2021-10-14,30.92,31.8875,30.6,31.62,60507.0
2021-10-15,32.44,32.48,31.6,32.3,59882.0
2021-10-16,32.44,32.48,31.6,32.3,59882.0
2021-10-17,32.44,32.48,31.6,32.3,59882.0
2021-10-18,31.84,32.645,31.79,32.52,36205.0
2021-10-19,32.71,33.43,32.7,33.06,63249.0
2021-10-20,32.97,33.31,32.34,33.03,21756.0
2021-10-21,33.07,33.21,32.65,32.9,30838.0
2021-10-22,32.81,32.92,32.17,32.34,16423.0
2021-10-23,32.81,32.92,32.17,32.34,16423.0
2021-10-24,32.81,32.92,32.17,32.34,16423.0
2021-10-25,32.4,32.4,31.57,31.63,62985.0
2021-10-26,31.77,32.03,30.36,30.85,161220.0
2021-10-27,30.74,30.865,29.68,29.68,78830.0
2021-10-28,29.91,30.13,29.47,29.62,60924.0
2021-10-29,29.72,29.7933,28.46,28.54,212437.0
2021-10-30,29.72,29.7933,28.46,28.54,212437.0
2021-10-31,29.72,29.7933,28.46,28.54,212437.0
2021-11-01,28.83,32.47,28.63,31.97,111952.0
2021-11-02,31.88,32.18,31.206,32.16,82406.0
2021-11-03,32.1,33.09,31.18,32.69,69525.0
2021-11-04,32.95,33.0,31.5,31.94,54474.0
2021-11-05,32.48,34.88,32.48,34.66,69679.0
2021-11-06,32.48,34.88,32.48,34.66,69679.0
2021-11-07,32.48,34.88,32.48,34.66,69679.0
2021-11-08,34.97,35.46,34.09,35.04,78413.0
2021-11-09,34.83,35.08,34.34,34.86,46706.0
2021-11-10,34.74,35.79,34.74,35.24,55603.0
2021-11-11,35.73,36.48,34.3201,35.51,51378.0
2021-11-12,32.0,33.24,30.979,32.5,95335.0
2021-11-13,32.0,33.24,30.979,32.5,95335.0
2021-11-14,32.0,33.24,30.979,32.5,95335.0
2021-11-15,32.18,32.5,31.11,31.52,88343.0
2021-11-16,31.43,33.39,30.61,32.55,79186.0
2021-11-17,32.33,33.08,32.125,33.05,85374.0
2021-11-18,33.13,33.87,32.41,33.05,82897.0
2021-11-19,32.55,33.53,31.9,33.09,63856.0
2021-11-20,32.55,33.53,31.9,33.09,63856.0
2021-11-21,32.55,33.53,31.9,33.09,63856.0
2021-11-22,33.18,34.11,32.31,32.41,49366.0
2021-11-23,32.37,32.83,32.01,32.18,51176.0
2021-11-24,31.95,33.01,31.92,32.09,47712.0
2021-11-25,31.95,33.01,31.92,32.09,47712.0
2021-11-26,30.71,30.71,28.66,29.86,43171.0
2021-11-27,30.71,30.71,28.66,29.86,43171.0
2021-11-28,30.71,30.71,28.66,29.86,43171.0
2021-11-29,30.36,30.62,28.45,29.41,82074.0
2021-11-30,28.85,28.98,26.87,26.95,122264.0
2021-12-01,27.97,28.11,25.83,25.87,122949.0
2021-12-02,26.0,27.09,25.86,26.88,91188.0
2021-12-03,27.0,27.07,26.06,26.9,61096.0
2021-12-04,27.0,27.07,26.06,26.9,61096.0
2021-12-05,27.0,27.07,26.06,26.9,61096.0
2021-12-06,27.49,28.6,27.49,28.15,52271.0
2021-12-07,28.89,29.22,28.14,28.26,47078.0
2021-12-08,29.19,29.335,28.11,28.43,51040.0
2021-12-09,28.06,28.88,28.06,28.3,58957.0
2021-12-10,28.51,28.56,27.325,27.45,37538.0
2021-12-11,28.51,28.56,27.325,27.45,37538.0
2021-12-12,28.51,28.56,27.325,27.45,37538.0
2021-12-13,27.24,27.24,26.0214,26.06,44962.0
2021-12-14,25.85,26.2,25.56,26.01,109172.0
2021-12-15,25.91,26.66,25.24,26.48,87226.0
2021-12-16,26.82,27.85,26.01,26.2,88836.0
2021-12-17,26.18,26.29,24.845,25.49,402478.0
2021-12-18,26.18,26.29,24.845,25.49,402478.0
2021-12-19,26.18,26.29,24.845,25.49,402478.0
2021-12-20,24.82,25.16,24.18,25.11,118411.0
2021-12-21,25.3,26.33,25.3,25.8,110741.0
2021-12-22,25.58,26.22,25.46,26.04,93228.0
2021-12-23,26.21,27.82,26.21,27.35,63751.0
2021-12-24,26.21,27.82,26.21,27.35,63751.0
2021-12-25,26.21,27.82,26.21,27.35,63751.0
2021-12-26,26.21,27.82,26.21,27.35,63751.0
2021-12-27,27.21,28.35,27.17,28.14,65236.0
2021-12-28,28.03,28.54,27.74,27.78,34425.0
2021-12-29,27.7,27.81,27.21,27.46,33629.0
2021-12-30,27.58,28.4,27.05,27.18,41527.0
2021-12-31,27.23,27.65,27.01,27.18,84140.0
2022-01-01,27.23,27.65,27.01,27.18,84140.0
2022-01-02,27.23,27.65,27.01,27.18,84140.0
2022-01-03,27.28,28.2089,27.25,27.43,68607.0
2022-01-04,27.86,28.45,27.061,27.53,168891.0
2022-01-05,27.6,28.04,26.33,26.45,63750.0
2022-01-06,27.35,27.35,25.76,26.07,57217.0
2022-01-07,26.05,26.19,25.61,25.69,47942.0
2022-01-08,26.05,26.19,25.61,25.69,47942.0
2022-01-09,26.05,26.19,25.61,25.69,47942.0
2022-01-10,25.58,25.58,24.29,24.85,57495.0
2022-01-11,24.85,25.46,24.23,24.91,48934.0
2022-01-12,25.1,25.1,24.38,24.39,56842.0
2022-01-13,24.79,25.22,24.58,24.76,88398.0
2022-01-14,24.67,25.09,24.01,24.58,95808.0
2022-01-15,24.67,25.09,24.01,24.58,95808.0
2022-01-16,24.67,25.09,24.01,24.58,95808.0
2022-01-17,24.67,25.09,24.01,24.58,95808.0
2022-01-18,24.22,24.22,23.41,23.84,236005.0
2022-01-19,24.1,24.49,23.44,23.67,103491.0
2022-01-20,24.05,26.75,24.05,26.44,282291.0
2022-01-21,26.34,27.84,26.185,26.8,241613.0
2022-01-22,26.34,27.84,26.185,26.8,241613.0
2022-01-23,26.34,27.84,26.185,26.8,241613.0
2022-01-24,26.34,27.33,25.7,27.11,211760.0
2022-01-25,26.9,27.51,26.51,26.6,130286.0
2022-01-26,27.13,27.13,26.005,26.49,94399.0
2022-01-27,26.43,27.22,25.05,25.87,230315.0
2022-01-28,25.67,26.39,24.56,26.36,140084.0
2022-01-29,25.67,26.39,24.56,26.36,140084.0
2022-01-30,25.67,26.39,24.56,26.36,140084.0
2022-01-31,26.22,27.92,26.13,27.77,110190.0
2022-02-01,27.69,28.07,26.35,26.96,156811.0
2022-02-02,27.12,27.3,26.13,27.0,238310.0
2022-02-03,26.58,27.19,26.43,26.69,98260.0
2022-02-04,26.87,26.87,26.0,26.13,108020.0
2022-02-05,26.87,26.87,26.0,26.13,108020.0
2022-02-06,26.87,26.87,26.0,26.13,108020.0
2022-02-07,26.25,27.125,26.14,26.89,64742.0
2022-02-08,26.99,28.34,26.99,28.28,89153.0
2022-02-09,28.4,29.12,28.35,28.65,76589.0
2022-02-10,27.88,28.25,27.15,27.4,191149.0
2022-02-11,27.67,27.835,26.91,27.29,95288.0
2022-02-12,27.67,27.835,26.91,27.29,95288.0
2022-02-13,27.67,27.835,26.91,27.29,95288.0
2022-02-14,27.59,27.67,27.07,27.16,109960.0
2022-02-15,27.7,27.95,27.33,27.57,160745.0
2022-02-16,27.63,27.97,27.4,27.66,54784.0
2022-02-17,27.5,27.75,27.14,27.6,56192.0
2022-02-18,27.48,28.23,27.4,28.1,131299.0
2022-02-19,27.48,28.23,27.4,28.1,131299.0
2022-02-20,27.48,28.23,27.4,28.1,131299.0
2022-02-21,27.48,28.23,27.4,28.1,131299.0
2022-02-22,27.96,28.17,26.94,27.06,82130.0
2022-02-23,27.44,27.44,25.83,25.97,66094.0
2022-02-24,25.27,26.455,25.045,26.23,207210.0
2022-02-25,26.42,26.99,26.27,26.81,96730.0
2022-02-26,26.42,26.99,26.27,26.81,96730.0
2022-02-27,26.42,26.99,26.27,26.81,96730.0
2022-02-28,26.43,27.03,26.21,26.94,132632.0
2022-03-01,26.85,27.07,25.23,25.53,120908.0
2022-03-02,25.93,26.05,25.53,25.9,143931.0
2022-03-03,26.29,26.29,25.37,25.78,57609.0
2022-03-04,25.37,25.49,24.01,24.29,71047.0
2022-03-05,25.37,25.49,24.01,24.29,71047.0
2022-03-06,25.37,25.49,24.01,24.29,71047.0
2022-03-07,24.24,25.0553,23.44,23.83,147867.0
2022-03-08,24.2,25.19,23.9875,24.18,106854.0
2022-03-09,24.83,25.51,24.62,25.51,50845.0
2022-03-10,24.87,25.18,24.6,25.06,38752.0
2022-03-11,25.19,25.19,24.05,24.16,81683.0
2022-03-12,25.19,25.19,24.05,24.16,81683.0
2022-03-13,25.19,25.19,24.05,24.16,81683.0
2022-03-14,24.19,24.19,23.22,23.56,80369.0
2022-03-15,24.26,27.9,23.72,27.63,417223.0
2022-03-16,27.63,28.18,27.36,27.95,282854.0
2022-03-17,27.55,29.08,27.55,28.79,114500.0
2022-03-18,28.76,29.8,28.07,28.93,253030.0
2022-03-19,28.76,29.8,28.07,28.93,253030.0
2022-03-20,28.76,29.8,28.07,28.93,253030.0
2022-03-21,28.63,29.23,28.0,28.31,73789.0
2022-03-22,28.58,28.986,28.04,28.08,87388.0
2022-03-23,27.84,28.07,27.49,27.78,52123.0
2022-03-24,27.58,27.96,27.34,27.42,116302.0
2022-03-25,27.7,27.91,27.34,27.75,142477.0
2022-03-26,27.7,27.91,27.34,27.75,142477.0
2022-03-27,27.7,27.91,27.34,27.75,142477.0
2022-03-28,27.76,27.77,27.1244,27.52,101614.0
2022-03-29,28.05,28.25,27.72,28.11,118032.0
2022-03-30,28.02,28.18,26.89,26.99,114048.0
2022-03-31,26.88,27.09,26.38,26.62,131555.0
2022-04-01,27.01,27.265,26.38,26.81,104659.0
2022-04-02,27.01,27.265,26.38,26.81,104659.0
2022-04-03,27.01,27.265,26.38,26.81,104659.0
2022-04-04,26.96,26.96,26.2,26.29,61955.0
2022-04-05,26.11,26.11,25.27,25.27,116543.0
2022-04-06,24.83,24.865,23.78,24.74,179320.0
2022-04-07,24.88,24.97,24.43,24.51,104995.0
2022-04-08,24.31,24.7,23.925,24.06,88389.0
2022-04-09,24.31,24.7,23.925,24.06,88389.0
2022-04-10,24.31,24.7,23.925,24.06,88389.0
2022-04-11,24.04,24.6,23.44,23.47,88146.0
2022-04-12,23.81,24.1,23.49,23.66,92749.0
2022-04-13,23.73,24.37,23.53,24.02,89916.0
2022-04-14,24.22,24.42,23.69,23.88,100711.0
2022-04-15,24.22,24.42,23.69,23.88,100711.0
2022-04-16,24.22,24.42,23.69,23.88,100711.0
2022-04-17,24.22,24.42,23.69,23.88,100711.0
2022-04-18,23.64,23.93,23.07,23.62,114705.0
2022-04-19,23.7,24.67,23.39,24.44,61386.0
2022-04-20,24.86,25.04,24.42,24.61,81431.0
2022-04-21,25.05,25.09,24.12,24.26,68942.0
2022-04-22,24.31,24.31,23.43,23.47,54479.0
2022-04-23,24.31,24.31,23.43,23.47,54479.0
2022-04-24,24.31,24.31,23.43,23.47,54479.0
2022-04-25,23.38,23.845,22.68,23.53,102609.0
2022-04-26,23.29,23.34,22.32,22.37,92725.0
2022-04-27,22.22,22.37,20.64,20.96,168636.0
2022-04-28,21.38,21.43,20.465,20.95,109582.0
2022-04-29,20.64,21.15,19.595,19.65,91074.0
2022-04-30,20.64,21.15,19.595,19.65,91074.0
2022-05-01,20.64,21.15,19.595,19.65,91074.0
2022-05-02,19.79,19.885,18.76,19.41,101466.0
2022-05-03,19.46,19.46,18.53,19.14,83245.0
2022-05-04,19.07,20.22,18.57,20.06,71774.0
2022-05-05,19.66,19.97,18.23,18.6,87468.0
2022-05-06,18.6,18.6,17.6,18.0,61263.0
2022-05-07,18.6,18.6,17.6,18.0,61263.0
2022-05-08,18.6,18.6,17.6,18.0,61263.0
2022-05-09,18.49,18.78,17.46,18.65,133925.0
2022-05-10,18.96,20.86,18.38,18.82,175352.0
2022-05-11,18.65,19.82,18.55,18.95,77796.0
2022-05-12,18.86,19.65,18.64,19.43,75338.0
2022-05-13,19.7,19.93,19.0,19.24,60567.0
2022-05-14,19.7,19.93,19.0,19.24,60567.0
2022-05-15,19.7,19.93,19.0,19.24,60567.0
2022-05-16,19.38,19.6799,18.9,19.2,84354.0
2022-05-17,19.89,19.935,19.285,19.84,147851.0
2022-05-18,19.7,20.18,19.3,19.45,133424.0
2022-05-19,19.07,19.56,19.04,19.17,94313.0
2022-05-20,19.64,19.86,18.32,18.78,67064.0
2022-05-21,19.64,19.86,18.32,18.78,67064.0
2022-05-22,19.64,19.86,18.32,18.78,67064.0
2022-05-23,19.06,19.8,18.23,19.54,159111.0
2022-05-24,19.44,19.65,18.1,18.73,74670.0
2022-05-25,18.57,18.85,18.0,18.31,47137.0
2022-05-26,18.48,19.19,18.48,18.92,47103.0
2022-05-27,19.17,19.58,19.05,19.42,60152.0
2022-05-28,19.17,19.58,19.05,19.42,60152.0
2022-05-29,19.17,19.58,19.05,19.42,60152.0
2022-05-30,19.17,19.58,19.05,19.42,60152.0
2022-05-31,19.5,19.78,19.11,19.44,81795.0
2022-06-01,19.53,20.31,19.29,20.0,100805.0
2022-06-02,20.2,20.49,19.84,19.97,102421.0
2022-06-03,19.88,20.01,18.9,19.44,85446.0
2022-06-04,19.88,20.01,18.9,19.44,85446.0
2022-06-05,19.88,20.01,18.9,19.44,85446.0
2022-06-06,19.64,19.8,19.26,19.72,69675.0
2022-06-07,19.45,20.36,19.45,20.31,90550.0
2022-06-08,20.0,20.27,19.48,19.64,41720.0
2022-06-09,19.46,20.16,19.05,20.04,73699.0
2022-06-10,19.64,19.81,18.42,18.49,65787.0
2022-06-11,19.64,19.81,18.42,18.49,65787.0
2022-06-12,19.64,19.81,18.42,18.49,65787.0
2022-06-13,17.97,17.97,17.04,17.38,92837.0
2022-06-14,17.18,17.18,16.09,16.67,92689.0
2022-06-15,16.56,16.86,15.78,16.63,236436.0
2022-06-16,16.34,16.36,14.955,15.53,234266.0
2022-06-17,15.81,15.935,15.2,15.66,243969.0
2022-06-18,15.81,15.935,15.2,15.66,243969.0
2022-06-19,15.81,15.935,15.2,15.66,243969.0
2022-06-20,15.81,15.935,15.2,15.66,243969.0
2022-06-21,15.9,16.12,14.97,15.84,292515.0
2022-06-22,15.62,16.755,15.62,16.12,222823.0
2022-06-23,16.29,16.4308,15.37,15.7,85302.0
2022-06-24,15.79,16.295,15.37,15.55,425774.0
2022-06-25,15.79,16.295,15.37,15.55,425774.0
2022-06-26,15.79,16.295,15.37,15.55,425774.0
2022-06-27,15.55,15.84,14.935,15.36,179033.0
2022-06-28,15.5,15.775,15.04,15.15,128002.0
2022-06-29,15.27,15.33,14.32,15.19,117503.0
2022-06-30,15.12,16.41,14.88,16.39,126413.0
2022-07-01,16.36,16.87,15.83,16.14,92078.0
2022-07-02,16.36,16.87,15.83,16.14,92078.0
2022-07-03,16.36,16.87,15.83,16.14,92078.0
2022-07-04,16.36,16.87,15.83,16.14,92078.0
2022-07-05,15.88,16.52,15.62,16.32,112142.0
2022-07-06,16.24,16.24,14.95,15.13,98509.0
2022-07-07,15.11,15.62,14.95,15.52,98016.0
2022-07-08,15.53,15.78,15.24,15.49,61887.0
2022-07-09,15.53,15.78,15.24,15.49,61887.0
2022-07-10,15.53,15.78,15.24,15.49,61887.0
2022-07-11,15.27,15.27,14.45,14.46,58395.0
2022-07-12,14.38,14.69,13.61,13.67,148306.0
2022-07-13,13.6,14.54,13.26,14.26,322221.0
2022-07-14,14.01,14.48,13.68,14.34,205724.0
2022-07-15,14.65,14.9749,14.43,14.75,337789.0
2022-07-16,14.65,14.9749,14.43,14.75,337789.0
2022-07-17,14.65,14.9749,14.43,14.75,337789.0
2022-07-18,15.13,15.42,14.955,15.18,98593.0
2022-07-19,15.35,16.12,15.35,15.75,136712.0
2022-07-20,15.85,15.95,15.55,15.72,164884.0
2022-07-21,15.5,15.92,15.27,15.88,63920.0
2022-07-22,15.9,16.1,15.12,15.34,87480.0
2022-07-23,15.9,16.1,15.12,15.34,87480.0
2022-07-24,15.9,16.1,15.12,15.34,87480.0
2022-07-25,15.46,15.74,15.1,15.6,69905.0
2022-07-26,15.5,15.61,14.73,15.34,63537.0
2022-07-27,16.5,17.625,16.44,17.0,416797.0
2022-07-28,16.79,17.46,16.61,17.19,195375.0
2022-07-29,17.18,17.85,17.095,17.41,72367.0
2022-07-30,17.18,17.85,17.095,17.41,72367.0
2022-07-31,17.18,17.85,17.095,17.41,72367.0
2022-08-01,17.4,18.25,17.38,18.14,166514.0
2022-08-02,17.94,18.64,17.68,17.71,116319.0
2022-08-03,17.88,18.31,17.81,18.06,139022.0
2022-08-04,17.92,18.23,17.61,17.65,70365.0
2022-08-05,17.31,18.09,17.31,17.59,82075.0
2022-08-06,17.31,18.09,17.31,17.59,82075.0
2022-08-07,17.31,18.09,17.31,17.59,82075.0
2022-08-08,17.56,17.865,17.36,17.39,97078.0
2022-08-09,17.35,17.35,17.0,17.19,71010.0
2022-08-10,17.67,18.03,17.37,17.81,71133.0
2022-08-11,18.06,19.11,17.92,19.05,153294.0
2022-08-12,19.0,20.19,19.0,19.74,158659.0
2022-08-13,19.0,20.19,19.0,19.74,158659.0
2022-08-14,19.0,20.19,19.0,19.74,158659.0
2022-08-15,19.55,19.92,19.355,19.76,93766.0
2022-08-16,19.52,20.05,19.46,19.84,101952.0
2022-08-17,19.64,20.31,19.61,20.12,190443.0
2022-08-18,20.04,20.47,19.69,20.4,167001.0
2022-08-19,20.08,20.165,18.84,19.1,225723.0
2022-08-20,20.08,20.165,18.84,19.1,225723.0
2022-08-21,20.08,20.165,18.84,19.1,225723.0
2022-08-22,18.97,18.99,17.34,17.49,190381.0
2022-08-23,17.35,17.835,17.245,17.51,125507.0
2022-08-24,17.64,18.33,17.44,17.93,113006.0
2022-08-25,18.08,18.36,17.765,18.21,81625.0
2022-08-26,18.08,18.08,17.21,17.24,128198.0
2022-08-27,18.08,18.08,17.21,17.24,128198.0
2022-08-28,18.08,18.08,17.21,17.24,128198.0
2022-08-29,17.0,17.28,16.69,16.72,113612.0
2022-08-30,16.85,17.045,16.38,16.68,114323.0
2022-08-31,16.69,16.69,16.28,16.3,96565.0
2022-09-01,16.12,16.4,15.73,15.91,116369.0
2022-09-02,16.05,16.13,15.425,15.66,101478.0
2022-09-03,16.05,16.13,15.425,15.66,101478.0
2022-09-04,16.05,16.13,15.425,15.66,101478.0
2022-09-05,16.05,16.13,15.425,15.66,101478.0
2022-09-06,15.88,15.99,15.36,15.94,166018.0
2022-09-07,16.0,16.995,16.0,16.92,150212.0
2022-09-08,16.66,17.23,16.34,16.78,110013.0
2022-09-09,16.98,17.5,16.73,17.47,106915.0
2022-09-10,16.98,17.5,16.73,17.47,106915.0
2022-09-11,16.98,17.5,16.73,17.47,106915.0
2022-09-12,17.75,18.09,17.39,17.79,121882.0
2022-09-13,17.25,17.51,16.53,16.66,125954.0
2022-09-14,16.76,16.92,16.235,16.87,245453.0
2022-09-15,16.92,17.76,16.77,17.26,292269.0
2022-09-16,16.96,17.26,16.585,16.82,344890.0
2022-09-17,16.96,17.26,16.585,16.82,344890.0
