,HONE US Equity,HONE US Equity,HONE US Equity,HONE US Equity,HONE US Equity
2022-05-31,13.3247,13.5907,13.2867,13.5717,211056.0
2022-06-01,13.5147,13.5812,13.2677,13.5052,364797.0
2022-06-02,13.5527,13.7094,13.4102,13.7046,110377.0
2022-06-03,13.6381,13.7046,13.3912,13.4197,86818.0
2022-06-04,13.6381,13.7046,13.3912,13.4197,86818.0
2022-06-05,13.6381,13.7046,13.3912,13.4197,86818.0
2022-06-06,13.5147,13.5318,13.4007,13.4577,77303.0
2022-06-07,13.3722,13.5432,13.3722,13.5052,85342.0
2022-06-08,13.4197,13.4292,13.3152,13.3532,105488.0
2022-06-09,13.3057,13.3912,13.1395,13.1538,179071.0
2022-06-10,12.9923,13.0873,12.8689,12.9638,177163.0
2022-06-11,12.9923,13.0873,12.8689,12.9638,177163.0
2022-06-12,12.9923,13.0873,12.8689,12.9638,177163.0
2022-06-13,12.8309,13.1982,12.7739,13.0018,205885.0
2022-06-14,13.1158,13.2203,12.9448,12.9733,235546.0
2022-06-15,13.1063,13.2203,12.9258,13.0398,249675.0
2022-06-16,12.8689,13.111,12.7549,12.8309,230231.0
2022-06-17,12.8309,13.0398,12.8309,12.9448,275242.0
2022-06-18,12.8309,13.0398,12.8309,12.9448,275242.0
2022-06-19,12.8309,13.0398,12.8309,12.9448,275242.0
2022-06-20,12.8309,13.0398,12.8309,12.9448,275242.0
2022-06-21,13.0968,13.3817,13.0113,13.3627,171070.0
2022-06-22,13.1918,13.4007,13.1918,13.2298,196208.0
2022-06-23,13.2108,13.4387,12.9543,13.0113,218157.0
2022-06-24,13.0018,13.2962,13.0018,13.2203,479193.0
2022-06-25,13.0018,13.2962,13.0018,13.2203,479193.0
2022-06-26,13.0018,13.2962,13.0018,13.2203,479193.0
2022-06-27,13.2962,13.5052,13.2962,13.3627,265194.0
2022-06-28,13.4292,13.5147,13.2962,13.3057,207840.0
2022-06-29,13.3342,13.3722,13.0778,13.0968,182197.0
2022-06-30,12.9448,13.1158,12.8784,13.0968,159465.0
2022-07-01,13.0873,13.4102,13.0018,13.3817,260193.0
2022-07-02,13.0873,13.4102,13.0018,13.3817,260193.0
2022-07-03,13.0873,13.4102,13.0018,13.3817,260193.0
2022-07-04,13.0873,13.4102,13.0018,13.3817,260193.0
2022-07-05,13.1728,13.4529,13.0968,13.4007,176173.0
2022-07-06,13.3627,13.4197,13.2677,13.3627,188988.0
2022-07-07,13.4387,13.5812,13.3152,13.3437,119284.0
2022-07-08,13.3627,13.4672,13.2677,13.3057,103294.0
2022-07-09,13.3627,13.4672,13.2677,13.3057,103294.0
2022-07-10,13.3627,13.4672,13.2677,13.3057,103294.0
2022-07-11,13.2867,13.3627,13.2298,13.3057,138372.0
2022-07-12,13.3248,13.4489,13.3248,13.3439,115110.0
2022-07-13,13.3153,13.3439,13.1721,13.2771,126466.0
2022-07-14,13.1816,13.2771,13.153,13.258,133378.0
2022-07-15,13.4489,13.5539,13.3344,13.4775,142999.0
2022-07-16,13.4489,13.5539,13.3344,13.4775,142999.0
2022-07-17,13.4489,13.5539,13.3344,13.4775,142999.0
2022-07-18,13.5825,13.6684,13.4489,13.4871,109084.0
2022-07-19,13.6112,13.8593,13.6112,13.7734,138429.0
2022-07-20,13.678,13.9071,13.6398,13.8689,113954.0
2022-07-21,13.7925,13.9071,13.6112,13.678,154828.0
2022-07-22,13.6494,13.7257,13.5348,13.7257,131742.0
2022-07-23,13.6494,13.7257,13.5348,13.7257,131742.0
2022-07-24,13.6494,13.7257,13.5348,13.7257,131742.0
2022-07-25,13.8307,13.9452,13.7257,13.7353,138691.0
2022-07-26,13.7066,13.8784,13.6875,13.7734,199346.0
2022-07-27,13.9643,13.9643,13.7639,13.8689,186310.0
2022-07-28,13.8403,13.8689,13.7257,13.7925,129717.0
2022-07-29,13.8784,13.8784,13.7734,13.8403,175435.0
2022-07-30,13.8784,13.8784,13.7734,13.8403,175435.0
2022-07-31,13.8784,13.8784,13.7734,13.8403,175435.0
2022-08-01,13.7353,13.9357,13.6971,13.8403,198420.0
2022-08-02,13.8021,13.8298,13.5634,13.5825,72852.0
2022-08-03,13.6589,13.6589,13.4966,13.6016,118130.0
2022-08-04,13.6016,13.6016,13.3725,13.4107,132425.0
2022-08-05,13.4107,13.4871,13.3916,13.4012,134126.0
2022-08-06,13.4107,13.4871,13.3916,13.4012,134126.0
2022-08-07,13.4107,13.4871,13.3916,13.4012,134126.0
2022-08-08,13.4107,13.5634,13.3535,13.5157,199559.0
2022-08-09,13.5539,13.6016,13.3916,13.5825,118568.0
2022-08-10,13.7257,13.7925,13.6684,13.7066,100025.0
2022-08-11,13.8307,13.8978,13.7543,13.8593,85975.0
2022-08-12,13.9071,14.0693,13.888,14.0407,103364.0
2022-08-13,13.9071,14.0693,13.888,14.0407,103364.0
2022-08-14,13.9071,14.0693,13.888,14.0407,103364.0
2022-08-15,13.9643,14.0693,13.8784,14.0502,82765.0
2022-08-16,14.0025,14.1171,14.0025,14.0312,129295.0
2022-08-17,13.9262,14.0502,13.8975,14.0312,73401.0
2022-08-18,14.0693,14.0693,13.9071,13.9262,70641.0
2022-08-19,13.888,13.9071,13.678,13.888,187140.0
2022-08-20,13.888,13.9071,13.678,13.888,187140.0
2022-08-21,13.888,13.9071,13.678,13.888,187140.0
2022-08-22,13.8116,13.8116,13.4775,13.5539,153226.0
2022-08-23,13.5921,13.5921,13.4775,13.4871,96976.0
2022-08-24,13.4871,13.4871,13.3248,13.4012,155285.0
2022-08-25,13.4298,13.4394,13.2962,13.3535,118258.0
2022-08-26,13.3344,13.3344,13.2389,13.2866,122688.0
2022-08-27,13.3344,13.3344,13.2389,13.2866,122688.0
2022-08-28,13.3344,13.3344,13.2389,13.2866,122688.0
2022-08-29,13.1816,13.2389,13.1244,13.1721,147664.0
2022-08-30,13.1244,13.2771,13.0862,13.1626,161966.0
2022-08-31,13.1339,13.1912,13.0003,13.0194,173434.0
2022-09-01,12.9812,13.1244,12.9526,13.1148,118478.0
2022-09-02,13.2676,13.2771,12.9907,13.0576,117472.0
2022-09-03,13.2676,13.2771,12.9907,13.0576,117472.0
2022-09-04,13.2676,13.2771,12.9907,13.0576,117472.0
2022-09-05,13.2676,13.2771,12.9907,13.0576,117472.0
2022-09-06,13.153,13.153,12.8285,12.8858,130778.0
2022-09-07,12.838,13.1148,12.8094,13.1053,131332.0
2022-09-08,13.1053,13.1931,12.9717,13.1053,137296.0
2022-09-09,13.2103,13.2485,13.1339,13.2103,81830.0
2022-09-10,13.2103,13.2485,13.1339,13.2103,81830.0
2022-09-11,13.2103,13.2485,13.1339,13.2103,81830.0
2022-09-12,13.2198,13.2962,13.153,13.2198,112456.0
2022-09-13,13.0767,13.153,12.8571,12.943,184588.0
2022-09-14,12.8762,13.0957,12.8762,13.0957,159141.0
2022-09-15,13.1053,13.2676,13.048,13.2103,125417.0
2022-09-16,13.1721,13.2294,13.0862,13.2103,698862.0
2022-09-17,13.1721,13.2294,13.0862,13.2103,698862.0
2022-09-18,13.1721,13.2294,13.0862,13.2103,698862.0
2022-09-19,13.2103,13.5539,13.153,13.5444,137605.0
2022-09-20,13.5348,13.5348,13.3057,13.468,128208.0
2022-09-21,13.5444,13.6112,13.3916,13.4203,143369.0
2022-09-22,13.5825,13.8021,13.4823,13.5157,208826.0
2022-09-23,13.4394,13.4394,13.2151,13.3821,147008.0
2022-09-24,13.4394,13.4394,13.2151,13.3821,147008.0
2022-09-25,13.4394,13.4394,13.2151,13.3821,147008.0
2022-09-26,13.3248,13.468,13.2007,13.2007,154950.0
2022-09-27,13.2198,13.2866,13.091,13.1435,187578.0
2022-09-28,13.1435,13.2628,13.0872,13.1435,116303.0
2022-09-29,13.0576,13.0576,12.9335,13.0098,163870.0
2022-09-30,12.9907,13.0862,12.7998,12.8094,182153.0
2022-10-01,12.9907,13.0862,12.7998,12.8094,182153.0
2022-10-02,12.9907,13.0862,12.7998,12.8094,182153.0
2022-10-03,12.7712,13.2103,12.7712,13.1626,196381.0
2022-10-04,13.2485,13.3916,13.2485,13.3248,137071.0
2022-10-05,13.1339,13.2866,13.0862,13.2198,91244.0
2022-10-06,13.2103,13.2771,13.1244,13.2294,112029.0
2022-10-07,13.2103,13.2962,13.0194,13.1339,158764.0
2022-10-08,13.2103,13.2962,13.0194,13.1339,158764.0
2022-10-09,13.2103,13.2962,13.0194,13.1339,158764.0
2022-10-10,13.2294,13.2532,13.1148,13.1435,135591.0
2022-10-11,13.0763,13.2778,13.0667,13.2202,138222.0
2022-10-12,13.2202,13.3929,13.0091,13.2106,183641.0
2022-10-13,13.1051,13.815,13.0859,13.7862,138355.0
2022-10-14,13.8342,13.9685,13.6615,13.6807,100828.0
2022-10-15,13.8342,13.9685,13.6615,13.6807,100828.0
2022-10-16,13.8342,13.9685,13.6615,13.6807,100828.0
2022-10-17,13.863,13.9973,13.8054,13.9014,118961.0
2022-10-18,13.9685,14.0453,13.7862,13.8438,89158.0
2022-10-19,13.7479,13.9014,13.6279,13.7287,168492.0
2022-10-20,13.508,13.5704,12.3472,12.4143,420980.0
2022-10-21,12.4719,12.8365,12.2992,12.7501,240848.0
2022-10-22,12.4719,12.8365,12.2992,12.7501,240848.0
2022-10-23,12.4719,12.8365,12.2992,12.7501,240848.0
2022-10-24,12.7885,13.1339,12.7885,13.0859,208667.0
2022-10-25,13.1051,13.1626,13.0283,13.0859,159920.0
2022-10-26,13.1818,13.6999,13.1243,13.6519,300817.0
2022-10-27,13.7862,14.3667,13.7862,14.0165,222255.0
2022-10-28,13.8918,14.5537,13.8534,14.4866,257968.0
2022-10-29,13.8918,14.5537,13.8534,14.4866,257968.0
2022-10-30,13.8918,14.5537,13.8534,14.4866,257968.0
2022-10-31,14.4002,14.9327,14.3423,14.6113,489801.0
2022-11-01,14.7072,14.8751,14.5825,14.6593,160476.0
2022-11-02,14.525,14.5537,14.0741,14.1412,182507.0
2022-11-03,14.0837,14.1088,13.8822,13.9685,106209.0
2022-11-04,14.0069,14.1508,13.8822,14.0741,227701.0
2022-11-05,14.0069,14.1508,13.8822,14.0741,227701.0
2022-11-06,14.0069,14.1508,13.8822,14.0741,227701.0
2022-11-07,14.0453,14.3139,13.9877,14.0069,133714.0
2022-11-08,14.0453,14.0453,12.6839,13.7191,124520.0
2022-11-09,13.7383,13.9014,13.556,13.5752,149679.0
2022-11-10,13.8918,14.1604,13.8726,13.9589,150172.0
2022-11-11,13.9493,13.9877,13.6327,13.6615,115347.0
2022-11-12,13.9493,13.9877,13.6327,13.6615,115347.0
2022-11-13,13.9493,13.9877,13.6327,13.6615,115347.0
2022-11-14,13.6327,13.9781,13.5848,13.7862,110278.0
2022-11-15,13.911,14.1124,13.8726,14.0357,132084.0
2022-11-16,14.0069,14.0932,13.7671,13.8246,146811.0
2022-11-17,13.6903,13.8246,13.4505,13.6711,129357.0
2022-11-18,13.9397,13.9397,13.6759,13.7095,122325.0
2022-11-19,13.9397,13.9397,13.6759,13.7095,122325.0
2022-11-20,13.9397,13.9397,13.6759,13.7095,122325.0
2022-11-21,13.7191,13.911,13.6327,13.8726,117544.0
2022-11-22,13.8918,14.0645,13.8006,14.0069,78690.0
2022-11-23,13.9397,14.0837,13.8966,14.0069,75414.0
2022-11-24,13.9397,14.0837,13.8966,14.0069,75414.0
2022-11-25,14.0932,14.1508,14.0261,14.0932,22993.0
2022-11-26,14.0932,14.1508,14.0261,14.0932,22993.0
2022-11-27,14.0932,14.1508,14.0261,14.0932,22993.0
2022-11-28,14.0453,14.0932,13.7767,13.815,78055.0
2022-11-29,13.7958,13.8534,13.7383,13.7767,51447.0
2022-11-30,13.7575,14.0741,13.5176,14.0357,167015.0
2022-12-01,14.1604,14.3235,13.8966,14.2755,99439.0
2022-12-02,14.218,14.2851,13.8198,14.1892,77930.0
2022-12-03,14.218,14.2851,13.8198,14.1892,77930.0
2022-12-04,14.218,14.2851,13.8198,14.1892,77930.0
2022-12-05,14.218,14.218,13.8726,13.9589,231331.0
2022-12-06,13.9973,14.0645,13.6807,13.7287,172412.0
2022-12-07,13.6519,13.7958,13.5944,13.6711,76704.0
2022-12-08,13.6711,13.7047,13.4888,13.6423,106880.0
2022-12-09,13.5752,13.7862,13.5464,13.7575,74265.0
2022-12-10,13.5752,13.7862,13.5464,13.7575,74265.0
2022-12-11,13.5752,13.7862,13.5464,13.7575,74265.0
2022-12-12,13.7287,13.863,13.6327,13.7958,111031.0
2022-12-13,13.9493,14.1508,13.6615,13.7958,143575.0
2022-12-14,13.8054,13.863,13.4217,13.5656,157942.0
2022-12-15,13.4792,13.4888,13.1435,13.201,178087.0
2022-12-16,13.2106,13.3209,13.0667,13.2106,337733.0
2022-12-17,13.2106,13.3209,13.0667,13.2106,337733.0
2022-12-18,13.2106,13.3209,13.0667,13.2106,337733.0
2022-12-19,13.201,13.3161,13.1626,13.2682,89097.0
2022-12-20,13.2394,13.3737,13.2394,13.3257,76745.0
2022-12-21,13.3737,13.6711,13.3737,13.5752,80213.0
2022-12-22,13.4888,13.508,13.2586,13.3929,73469.0
2022-12-23,13.2682,13.5176,13.2682,13.4792,48081.0
2022-12-24,13.2682,13.5176,13.2682,13.4792,48081.0
2022-12-25,13.2682,13.5176,13.2682,13.4792,48081.0
2022-12-26,13.2682,13.5176,13.2682,13.4792,48081.0
2022-12-27,13.5368,13.5608,13.4217,13.5272,60921.0
2022-12-28,13.5752,13.5752,13.3545,13.3545,49365.0
2022-12-29,13.4409,13.5176,13.3737,13.4888,67451.0
2022-12-30,13.4503,13.5081,13.3828,13.4021,55530.0
2022-12-31,13.4503,13.5081,13.3828,13.4021,55530.0
2023-01-01,13.4503,13.5081,13.3828,13.4021,55530.0
2023-01-02,13.4503,13.5081,13.3828,13.4021,55530.0
2023-01-03,13.4696,13.5756,13.2478,13.4503,130691.0
2023-01-04,13.3249,13.6045,13.3249,13.4599,77342.0
2023-01-05,13.3635,13.4117,13.2767,13.3153,68279.0
2023-01-06,13.4406,13.6383,13.3683,13.6045,68416.0
2023-01-07,13.4406,13.6383,13.3683,13.6045,68416.0
2023-01-08,13.4406,13.6383,13.3683,13.6045,68416.0
2023-01-09,13.6045,13.6624,13.4117,13.4406,48488.0
2023-01-10,13.431,13.5178,13.3828,13.4021,86608.0
2023-01-11,13.4406,13.5901,13.3153,13.4213,61072.0
2023-01-12,13.4599,13.7202,13.431,13.6142,49283.0
2023-01-13,13.5467,13.701,13.4503,13.672,56301.0
2023-01-14,13.5467,13.701,13.4503,13.672,56301.0
2023-01-15,13.5467,13.701,13.4503,13.672,56301.0
2023-01-16,13.5467,13.701,13.4503,13.672,56301.0
2023-01-17,13.7588,13.8359,13.5756,13.6913,99141.0
2023-01-18,13.6817,13.6817,13.2864,13.3056,93347.0
2023-01-19,13.2574,13.4503,13.2092,13.4213,105796.0
2023-01-20,13.5563,13.6431,13.3731,13.6431,126112.0
2023-01-21,13.5563,13.6431,13.3731,13.6431,126112.0
2023-01-22,13.5563,13.6431,13.3731,13.6431,126112.0
2023-01-23,13.6431,13.9613,13.5467,13.6624,101397.0
2023-01-24,13.6528,13.6528,13.4503,13.4888,52825.0
2023-01-25,13.4503,13.4599,13.2767,13.4117,45436.0
2023-01-26,13.4888,13.5756,13.0646,13.1417,206879.0
2023-01-27,13.0646,13.1128,12.6114,12.9393,271545.0
2023-01-28,13.0646,13.1128,12.6114,12.9393,271545.0
2023-01-29,13.0646,13.1128,12.6114,12.9393,271545.0
2023-01-30,12.9585,12.9585,12.6789,12.8139,296627.0
2023-01-31,12.8428,13.2189,12.8236,13.1514,177731.0
2023-02-01,13.0646,13.4021,13.0453,13.2189,149095.0
2023-02-02,13.2478,13.4888,13.1514,13.3635,263536.0
2023-02-03,13.3442,13.5853,13.3153,13.3924,128622.0
2023-02-04,13.3442,13.5853,13.3153,13.3924,128622.0
2023-02-05,13.3442,13.5853,13.3153,13.3924,128622.0
2023-02-06,13.2864,13.5949,13.2864,13.3539,215474.0
2023-02-07,13.1803,13.6624,13.1707,13.6142,225453.0
2023-02-08,13.4792,13.5756,13.1899,13.2671,141274.0
2023-02-09,13.055,13.3731,13.0453,13.2864,185633.0
2023-02-10,13.2382,13.3346,13.161,13.1899,157606.0
2023-02-11,13.2382,13.3346,13.161,13.1899,157606.0
2023-02-12,13.2382,13.3346,13.161,13.1899,157606.0
2023-02-13,13.1707,13.2478,13.1417,13.1514,145808.0
2023-02-14,13.026,13.3876,13.026,13.1514,220192.0
2023-02-15,13.0742,13.3587,13.0656,13.3442,192144.0
2023-02-16,13.1899,13.2382,13.1128,13.1225,142890.0
2023-02-17,13.1996,13.4503,13.1851,13.4021,151893.0
2023-02-18,13.1996,13.4503,13.1851,13.4021,151893.0
2023-02-19,13.1996,13.4503,13.1851,13.4021,151893.0
2023-02-20,13.1996,13.4503,13.1851,13.4021,151893.0
2023-02-21,13.4792,13.4792,13.1514,13.1996,166277.0
2023-02-22,13.2478,13.3346,13.1128,13.1803,170337.0
2023-02-23,13.1707,13.3828,13.1707,13.3153,152005.0
2023-02-24,13.1899,13.2574,13.0164,13.0839,162313.0
2023-02-25,13.1899,13.2574,13.0164,13.0839,162313.0
2023-02-26,13.1899,13.2574,13.0164,13.0839,162313.0
2023-02-27,13.1514,13.2767,13.0492,13.1321,137617.0
2023-02-28,13.1032,13.2237,13.1032,13.1803,289052.0
2023-03-01,13.1417,13.2767,13.0357,13.0839,142099.0
2023-03-02,13.026,13.0646,12.8332,12.8911,133441.0
2023-03-03,12.9007,13.0791,12.8718,13.055,138905.0
2023-03-04,12.9007,13.0791,12.8718,13.055,138905.0
2023-03-05,12.9007,13.0791,12.8718,13.055,138905.0
2023-03-06,13.1128,13.1128,12.8332,12.8621,224293.0
2023-03-07,12.8718,12.9103,12.5825,12.6114,172663.0
2023-03-08,12.6596,12.703,12.5536,12.6307,155514.0
2023-03-09,12.5343,12.5536,12.0811,12.1583,265516.0
2023-03-10,12.0522,12.409,11.6858,12.1968,499865.0
2023-03-11,12.0522,12.409,11.6858,12.1968,499865.0
2023-03-12,12.0522,12.409,11.6858,12.1968,499865.0
2023-03-13,11.7726,12.38,11.3435,11.8883,456330.0
2023-03-14,12.4957,12.5536,11.9172,12.0426,296951.0
2023-03-15,11.5701,12.1776,11.2134,12.0522,326576.0
2023-03-16,11.8883,12.8814,11.734,12.5922,315918.0
2023-03-17,12.4861,12.4861,11.7244,11.763,588130.0
2023-03-18,12.4861,12.4861,11.7244,11.763,588130.0
2023-03-19,12.4861,12.4861,11.7244,11.763,588130.0
2023-03-20,11.7148,12.0522,11.6762,11.8787,424347.0
2023-03-21,12.1679,12.4668,12.1101,12.2547,288581.0
2023-03-22,12.2161,12.2836,11.7244,11.7533,240071.0
2023-03-23,11.8112,11.8438,11.4448,11.4544,269425.0
2023-03-24,11.3966,11.9269,11.3194,11.869,264051.0
2023-03-25,11.3966,11.9269,11.3194,11.869,264051.0
2023-03-26,11.3966,11.9269,11.3194,11.869,264051.0
2023-03-27,11.9654,12.0522,11.7148,11.734,314367.0
2023-03-28,11.7148,11.8256,11.5894,11.6569,261230.0
2023-03-29,11.7437,11.7919,11.5894,11.7148,229377.0
2023-03-30,11.8883,11.9944,11.628,11.734,180867.0
2023-03-31,11.7822,11.9269,11.681,11.763,302535.0
2023-04-01,11.7822,11.9269,11.681,11.763,302535.0
2023-04-02,11.7822,11.9269,11.681,11.763,302535.0
2023-04-03,11.7822,11.9076,11.7148,11.7533,225817.0
2023-04-04,11.8208,11.8208,11.5026,11.7437,251775.0
2023-04-05,11.6376,11.7437,11.6087,11.6569,204813.0
2023-04-06,11.6376,11.8883,11.6376,11.8497,200559.0
2023-04-07,11.6376,11.8883,11.6376,11.8497,200559.0
2023-04-08,11.6376,11.8883,11.6376,11.8497,200559.0
2023-04-09,11.6376,11.8883,11.6376,11.8497,200559.0
2023-04-10,11.8015,11.9365,11.7437,11.7726,212706.0
2023-04-11,11.7872,11.8163,11.6222,11.661,148411.0
2023-04-12,11.7095,11.826,11.6659,11.6901,179789.0
2023-04-13,11.7386,11.7386,11.5834,11.6028,177664.0
2023-04-14,11.7386,11.7775,11.1954,11.2439,153039.0
2023-04-15,11.7386,11.7775,11.1954,11.2439,153039.0
2023-04-16,11.7386,11.7775,11.1954,11.2439,153039.0
2023-04-17,11.1178,11.3021,11.0401,11.2536,234630.0
2023-04-18,11.3118,11.3118,11.011,11.0498,169087.0
2023-04-19,11.0887,11.3797,11.0533,11.1566,254463.0
2023-04-20,11.1566,11.2225,11.0401,11.1372,126352.0
2023-04-21,11.0984,11.176,10.9868,11.0013,210562.0
2023-04-22,11.0984,11.176,10.9868,11.0013,210562.0
2023-04-23,11.0984,11.176,10.9868,11.0013,210562.0
2023-04-24,11.0013,11.1808,10.9431,10.9722,103506.0
2023-04-25,10.8655,10.9334,10.4872,10.5163,152725.0
2023-04-26,10.6618,10.739,10.3824,10.4775,123197.0
2023-04-27,10.5551,10.7491,10.4484,10.5551,207607.0
2023-04-28,10.5163,10.9043,10.429,10.429,153931.0
2023-04-29,10.5163,10.9043,10.429,10.429,153931.0
2023-04-30,10.5163,10.9043,10.429,10.429,153931.0
2023-05-01,10.4096,10.429,9.2357,9.3133,323818.0
2023-05-02,9.2648,9.3618,8.1831,8.2559,424607.0
2023-05-03,8.2947,8.5954,8.0633,8.1006,320859.0
2023-05-04,8.0036,8.1103,7.2877,7.8872,427714.0
2023-05-05,8.1006,8.3626,7.9648,8.0424,383003.0
2023-05-06,8.1006,8.3626,7.9648,8.0424,383003.0
2023-05-07,8.1006,8.3626,7.9648,8.0424,383003.0
2023-05-08,8.1588,8.1928,7.8872,7.8872,287306.0
2023-05-09,7.8581,7.9357,7.6738,7.7805,180764.0
2023-05-10,7.8387,7.8872,7.6738,7.7902,198451.0
2023-05-11,7.6738,7.7805,7.6156,7.6544,179279.0
2023-05-12,7.6738,7.7417,7.5574,7.6544,147146.0
2023-05-13,7.6738,7.7417,7.5574,7.6544,147146.0
2023-05-14,7.6738,7.7417,7.5574,7.6544,147146.0
2023-05-15,7.6447,7.7611,7.5739,7.5962,219943.0
2023-05-16,7.6641,7.749,7.5283,7.538,192938.0
2023-05-17,7.6544,8.1491,7.6544,8.12,190346.0
2023-05-18,8.12,8.1782,8.0424,8.1588,137520.0
2023-05-19,8.2462,8.2462,7.8047,7.8193,134132.0
2023-05-20,8.2462,8.2462,7.8047,7.8193,134132.0
2023-05-21,8.2462,8.2462,7.8047,7.8193,134132.0
2023-05-22,7.8678,8.2268,7.7708,8.1297,220292.0
2023-05-23,8.1297,8.5954,8.0473,8.2753,236806.0
2023-05-24,8.2365,8.4402,8.2316,8.2656,166812.0
2023-05-25,8.2656,8.2656,7.829,8.2268,95422.0
2023-05-26,8.1976,8.285,8.0812,8.2365,104924.0
2023-05-27,8.1976,8.285,8.0812,8.2365,104924.0
2023-05-28,8.1976,8.285,8.0812,8.2365,104924.0
2023-05-29,8.1976,8.285,8.0812,8.2365,104924.0
2023-05-30,8.2365,8.2462,8.0133,8.0521,163466.0
2023-05-31,8.023,8.052,7.8581,7.9551,181360.0
2023-06-01,8.023,8.2947,7.9163,8.1297,116514.0
2023-06-02,8.3141,8.6827,8.2462,8.6633,150356.0
2023-06-03,8.3141,8.6827,8.2462,8.6633,150356.0
2023-06-04,8.3141,8.6827,8.2462,8.6633,150356.0
2023-06-05,8.6342,8.6342,8.3044,8.3917,133547.0
2023-06-06,8.3723,9.032,8.3723,8.8476,162608.0
2023-06-07,8.9253,9.2648,8.867,9.1969,177553.0
2023-06-08,9.2357,9.2357,8.9325,9.0999,140260.0
2023-06-09,9.0999,9.1193,8.9155,9.0417,112266.0
2023-06-10,9.0999,9.1193,8.9155,9.0417,112266.0
2023-06-11,9.0999,9.1193,8.9155,9.0417,112266.0
2023-06-12,9.0514,9.1484,8.7312,8.867,136692.0
2023-06-13,8.9447,9.1969,8.867,9.1872,134521.0
2023-06-14,9.2357,9.2551,8.7322,8.9447,145491.0
2023-06-15,8.8961,9.1484,8.8961,9.1387,136112.0
2023-06-16,9.2551,9.2551,8.8282,8.9932,377029.0
2023-06-17,9.2551,9.2551,8.8282,8.9932,377029.0
2023-06-18,9.2551,9.2551,8.8282,8.9932,377029.0
2023-06-19,9.2551,9.2551,8.8282,8.9932,377029.0
2023-06-20,8.9932,8.9932,8.6439,8.7409,136414.0
2023-06-21,8.7118,8.7506,8.5663,8.6439,123701.0
2023-06-22,8.5954,8.5954,8.3529,8.4499,146287.0
2023-06-23,8.3626,9.0708,8.3626,8.8573,819117.0
2023-06-24,8.3626,9.0708,8.3626,8.8573,819117.0
2023-06-25,8.3626,9.0708,8.3626,8.8573,819117.0
2023-06-26,8.8573,8.8622,8.4208,8.479,220544.0
2023-06-27,8.479,8.6488,8.3917,8.4984,149146.0
2023-06-28,8.5857,8.5857,8.3335,8.4693,101622.0
2023-06-29,8.4887,8.8627,8.4887,8.6245,110052.0
2023-06-30,8.6827,8.6827,8.4014,8.4208,97210.0
2023-07-01,8.6827,8.6827,8.4014,8.4208,97210.0
2023-07-02,8.6827,8.6827,8.4014,8.4208,97210.0
2023-07-03,8.4984,8.6439,8.4693,8.6439,68176.0
2023-07-04,8.4984,8.6439,8.4693,8.6439,68176.0
2023-07-05,8.8961,9.032,8.6536,8.8185,177249.0
2023-07-06,8.7021,8.7021,8.3917,8.6245,219653.0
2023-07-07,8.5566,8.9253,8.5566,8.7797,309087.0
2023-07-08,8.5566,8.9253,8.5566,8.7797,309087.0
2023-07-09,8.5566,8.9253,8.5566,8.7797,309087.0
2023-07-10,8.7506,9.0514,8.7506,8.8379,130345.0
2023-07-11,8.8233,8.9211,8.6931,8.882,101417.0
2023-07-12,8.9993,9.1167,8.926,9.0189,113316.0
2023-07-13,9.0776,9.2536,9.0101,9.1363,141483.0
2023-07-14,9.1754,9.1852,8.9309,9.1167,105523.0
2023-07-15,9.1754,9.1852,8.9309,9.1167,105523.0
2023-07-16,9.1754,9.1852,8.9309,9.1167,105523.0
2023-07-17,9.1069,9.3613,9.1069,9.283,104538.0
2023-07-18,9.2732,9.6352,9.2732,9.596,99369.0
2023-07-19,9.6449,9.8063,9.6254,9.733,114920.0
2023-07-20,9.6841,9.7819,9.3906,9.6352,127254.0
2023-07-21,9.6547,9.6626,9.5129,9.6058,104548.0
2023-07-22,9.6547,9.6626,9.5129,9.6058,104548.0
2023-07-23,9.6547,9.6626,9.5129,9.6058,104548.0
2023-07-24,9.6058,9.9775,9.5178,9.958,103930.0
2023-07-25,9.7428,9.9384,9.6547,9.6841,118916.0
2023-07-26,9.821,10.3786,9.821,10.2123,153171.0
2023-07-27,10.2906,10.3395,10.0851,10.2025,197715.0
2023-07-28,10.2319,10.5351,10.2319,10.3003,92272.0
2023-07-29,10.2319,10.5351,10.2319,10.3003,92272.0
2023-07-30,10.2319,10.5351,10.2319,10.3003,92272.0
2023-07-31,10.2514,10.4265,10.2319,10.2612,117787.0
2023-08-01,10.2025,10.271,10.046,10.2123,93251.0
2023-08-02,10.046,10.3884,10.0069,10.1634,142135.0
2023-08-03,10.0656,10.3639,10.0656,10.3003,83543.0
2023-08-04,10.2416,10.3933,10.1243,10.2025,85673.0
2023-08-05,10.2416,10.3933,10.1243,10.2025,85673.0
2023-08-06,10.2416,10.3933,10.1243,10.2025,85673.0
2023-08-07,10.271,10.4177,10.2396,10.3101,84563.0
2023-08-08,10.1536,10.2808,9.8895,10.2416,92872.0
2023-08-09,10.2416,10.2808,10.1243,10.134,77716.0
2023-08-10,10.1536,10.3492,9.9384,9.9677,159953.0
2023-08-11,9.9677,10.0851,9.9482,10.0069,125883.0
2023-08-12,9.9677,10.0851,9.9482,10.0069,125883.0
2023-08-13,9.9677,10.0851,9.9482,10.0069,125883.0
