,SIVBQ US Equity,SIVBQ US Equity,SIVBQ US Equity,SIVBQ US Equity,SIVBQ US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-10-27,286.32,292.005,286.05,289.56,404537.0
2020-10-28,282.0,285.325,278.16,278.54,339327.0
2020-10-29,264.601,284.1,264.601,282.07,340277.0
2020-10-30,282.1,290.96,279.5,290.7,424006.0
2020-10-31,282.1,290.96,279.5,290.7,424006.0
2020-11-01,282.1,290.96,279.5,290.7,424006.0
2020-11-02,292.64,308.16,292.193,306.98,531641.0
2020-11-03,310.17,313.665,305.68,310.57,608661.0
2020-11-04,304.35,305.0,291.62,296.56,406125.0
2020-11-05,298.99,314.575,298.96,312.67,374575.0
2020-11-06,313.06,320.0,312.34,313.37,273749.0
2020-11-07,313.06,320.0,312.34,313.37,273749.0
2020-11-08,313.06,320.0,312.34,313.37,273749.0
2020-11-09,332.71,346.795,322.76,332.04,750190.0
2020-11-10,335.06,338.71,330.54,336.55,346472.0
2020-11-11,338.28,339.0,325.82,328.82,297993.0
2020-11-12,327.62,332.59,324.56,331.63,460461.0
2020-11-13,336.91,349.453,336.91,345.91,488822.0
2020-11-14,336.91,349.453,336.91,345.91,488822.0
2020-11-15,336.91,349.453,336.91,345.91,488822.0
2020-11-16,354.09,356.21,342.29,354.62,500984.0
2020-11-17,351.03,351.03,340.35,348.34,367867.0
2020-11-18,349.97,356.295,346.75,347.5,312567.0
2020-11-19,348.05,355.42,341.23,354.67,217714.0
2020-11-20,350.13,359.12,347.17,356.94,421323.0
2020-11-21,350.13,359.12,347.17,356.94,421323.0
2020-11-22,350.13,359.12,347.17,356.94,421323.0
2020-11-23,360.83,360.86,344.67,348.81,463676.0
2020-11-24,356.01,363.1,352.08,361.83,370468.0
2020-11-25,355.0,357.02,350.53,354.58,298189.0
2020-11-26,355.0,357.02,350.53,354.58,298189.0
2020-11-27,356.96,358.96,350.16,353.79,210355.0
2020-11-28,356.96,358.96,350.16,353.79,210355.0
2020-11-29,356.96,358.96,350.16,353.79,210355.0
2020-11-30,351.92,354.075,342.93,344.86,397557.0
2020-12-01,353.03,359.39,347.5,355.17,329896.0
2020-12-02,354.6,358.82,350.55,353.15,328284.0
2020-12-03,353.23,359.58,350.777,356.47,231656.0
2020-12-04,358.61,360.27,354.12,358.32,234856.0
2020-12-05,358.61,360.27,354.12,358.32,234856.0
2020-12-06,358.61,360.27,354.12,358.32,234856.0
2020-12-07,352.0,358.58,350.31,354.96,302974.0
2020-12-08,351.55,356.91,350.96,354.26,188360.0
2020-12-09,356.17,357.0,345.79,348.13,405318.0
2020-12-10,337.84,355.145,337.83,353.73,417592.0
2020-12-11,350.75,355.1,348.355,349.9,307916.0
2020-12-12,350.75,355.1,348.355,349.9,307916.0
2020-12-13,350.75,355.1,348.355,349.9,307916.0
2020-12-14,356.62,356.996,349.48,349.49,416094.0
2020-12-15,355.83,359.8,353.2,357.2,312970.0
2020-12-16,357.33,358.84,350.09,358.34,440158.0
2020-12-17,359.27,365.28,356.16,364.86,312507.0
2020-12-18,365.0,366.1,353.03,357.8,788851.0
2020-12-19,365.0,366.1,353.03,357.8,788851.0
2020-12-20,365.0,366.1,353.03,357.8,788851.0
2020-12-21,359.42,368.05,355.373,367.5,348143.0
2020-12-22,367.25,372.55,366.59,368.2,264812.0
2020-12-23,371.0,379.77,368.85,377.52,299081.0
2020-12-24,379.93,379.93,372.09,375.99,75028.0
2020-12-25,379.93,379.93,372.09,375.99,75028.0
2020-12-26,379.93,379.93,372.09,375.99,75028.0
2020-12-27,379.93,379.93,372.09,375.99,75028.0
2020-12-28,378.96,381.215,376.14,378.01,229955.0
2020-12-29,377.06,378.02,371.0,376.0,198654.0
2020-12-30,376.5,383.85,376.055,383.55,181367.0
2020-12-31,379.45,389.06,379.45,387.83,183781.0
2021-01-01,379.45,389.06,379.45,387.83,183781.0
2021-01-02,379.45,389.06,379.45,387.83,183781.0
2021-01-03,379.45,389.06,379.45,387.83,183781.0
2021-01-04,385.66,392.0,378.75,387.34,428557.0
2021-01-05,382.32,388.05,376.4,386.16,635695.0
2021-01-06,393.5,418.36,390.43,415.51,599006.0
2021-01-07,423.24,437.56,421.51,431.34,656551.0
2021-01-08,433.15,433.15,412.23,424.03,560187.0
2021-01-09,433.15,433.15,412.23,424.03,560187.0
2021-01-10,433.15,433.15,412.23,424.03,560187.0
2021-01-11,420.87,434.46,419.795,434.06,302336.0
2021-01-12,434.41,448.519,430.12,446.72,541894.0
2021-01-13,448.26,449.919,438.07,442.19,559694.0
2021-01-14,445.0,474.4,443.345,465.63,720145.0
2021-01-15,462.79,466.34,450.935,461.43,558513.0
2021-01-16,462.79,466.34,450.935,461.43,558513.0
2021-01-17,462.79,466.34,450.935,461.43,558513.0
2021-01-18,462.79,466.34,450.935,461.43,558513.0
2021-01-19,471.17,474.9,461.23,470.66,533350.0
2021-01-20,476.02,477.12,457.51,462.71,620481.0
2021-01-21,464.58,465.69,453.11,455.59,578554.0
2021-01-22,480.19,497.852,473.85,480.15,710669.0
2021-01-23,480.19,497.852,473.85,480.15,710669.0
2021-01-24,480.19,497.852,473.85,480.15,710669.0
2021-01-25,477.94,481.995,467.06,480.75,440257.0
2021-01-26,483.97,488.65,479.819,482.11,419523.0
2021-01-27,465.1,473.33,447.37,448.1,707520.0
2021-01-28,456.62,459.93,449.7,451.96,686918.0
2021-01-29,449.36,457.42,435.772,437.78,691205.0
2021-01-30,449.36,457.42,435.772,437.78,691205.0
2021-01-31,449.36,457.42,435.772,437.78,691205.0
2021-02-01,444.66,458.5,438.03,456.53,786165.0
2021-02-02,462.8,474.38,460.57,468.11,406877.0
2021-02-03,467.12,474.42,464.1,472.32,319005.0
2021-02-04,470.5,493.421,468.21,489.49,456498.0
2021-02-05,495.96,497.35,483.59,490.91,273758.0
2021-02-06,495.96,497.35,483.59,490.91,273758.0
2021-02-07,495.96,497.35,483.59,490.91,273758.0
2021-02-08,489.26,504.9,489.26,504.16,347528.0
2021-02-09,501.5,509.7,501.0,504.95,324646.0
2021-02-10,507.65,508.56,495.0,500.99,407887.0
2021-02-11,503.57,509.33,491.93,500.39,247570.0
2021-02-12,502.26,507.47,499.56,506.5,230930.0
2021-02-13,502.26,507.47,499.56,506.5,230930.0
2021-02-14,502.26,507.47,499.56,506.5,230930.0
2021-02-15,502.26,507.47,499.56,506.5,230930.0
2021-02-16,510.0,528.52,509.65,525.15,330840.0
2021-02-17,519.75,532.07,516.29,530.12,378901.0
2021-02-18,529.41,530.49,514.23,522.24,245670.0
2021-02-19,525.18,540.91,525.18,540.4,284912.0
2021-02-20,525.18,540.91,525.18,540.4,284912.0
2021-02-21,525.18,540.91,525.18,540.4,284912.0
2021-02-22,540.77,545.385,534.27,536.73,402674.0
2021-02-23,535.24,535.24,495.63,522.86,544763.0
2021-02-24,525.0,540.27,519.27,540.13,327235.0
2021-02-25,548.0,550.4,520.39,523.13,294418.0
2021-02-26,514.28,524.24,504.59,505.36,542813.0
2021-02-27,514.28,524.24,504.59,505.36,542813.0
2021-02-28,514.28,524.24,504.59,505.36,542813.0
2021-03-01,518.48,538.53,514.69,531.25,452165.0
2021-03-02,528.56,533.34,520.46,521.25,233530.0
2021-03-03,528.26,530.82,513.415,514.47,273707.0
2021-03-04,511.29,518.12,486.13,502.49,353964.0
2021-03-05,514.404,514.404,470.87,507.88,466792.0
2021-03-06,514.404,514.404,470.87,507.88,466792.0
2021-03-07,514.404,514.404,470.87,507.88,466792.0
2021-03-08,515.4,523.41,510.52,511.15,516093.0
2021-03-09,505.66,511.325,497.42,508.26,726606.0
2021-03-10,511.85,530.8,510.76,529.13,426663.0
2021-03-11,528.7,555.265,528.7,551.63,540664.0
2021-03-12,557.45,560.15,538.815,548.57,421673.0
2021-03-13,557.45,560.15,538.815,548.57,421673.0
2021-03-14,557.45,560.15,538.815,548.57,421673.0
2021-03-15,547.735,551.45,535.28,551.12,566759.0
2021-03-16,548.99,548.99,533.02,539.85,421621.0
2021-03-17,547.05,547.05,531.03,544.64,531797.0
2021-03-18,549.53,577.06,542.98,550.48,646759.0
2021-03-19,537.59,552.28,517.93,544.61,1270599.0
2021-03-20,537.59,552.28,517.93,544.61,1270599.0
2021-03-21,537.59,552.28,517.93,544.61,1270599.0
2021-03-22,545.06,545.33,508.22,511.76,689206.0
2021-03-23,501.0,509.18,494.5,496.85,1385311.0
2021-03-24,503.0,505.954,485.91,487.42,1354335.0
2021-03-25,480.47,498.65,471.735,495.65,683370.0
2021-03-26,500.77,501.0,478.81,491.98,690235.0
2021-03-27,500.77,501.0,478.81,491.98,690235.0
2021-03-28,500.77,501.0,478.81,491.98,690235.0
2021-03-29,479.78,488.73,467.22,469.39,769548.0
2021-03-30,469.54,493.91,469.54,490.66,600543.0
2021-03-31,487.09,501.44,486.88,493.66,787053.0
2021-04-01,485.63,490.263,477.39,483.33,926851.0
2021-04-02,485.63,490.263,477.39,483.33,926851.0
2021-04-03,485.63,490.263,477.39,483.33,926851.0
2021-04-04,485.63,490.263,477.39,483.33,926851.0
2021-04-05,492.52,498.46,485.28,490.02,386444.0
2021-04-06,494.92,497.0,488.271,489.81,332134.0
2021-04-07,492.4,494.12,484.17,484.59,225058.0
2021-04-08,483.18,490.36,474.2,490.08,374983.0
2021-04-09,488.22,497.86,488.22,497.69,287885.0
2021-04-10,488.22,497.86,488.22,497.69,287885.0
2021-04-11,488.22,497.86,488.22,497.69,287885.0
2021-04-12,500.0,502.356,495.52,500.65,397648.0
2021-04-13,501.64,503.505,492.94,498.14,476679.0
2021-04-14,494.48,510.57,491.36,507.0,442750.0
2021-04-15,512.69,512.7,497.705,511.71,594810.0
2021-04-16,521.85,521.85,512.29,518.94,457330.0
2021-04-17,521.85,521.85,512.29,518.94,457330.0
2021-04-18,521.85,521.85,512.29,518.94,457330.0
2021-04-19,518.5,530.85,517.36,519.26,723906.0
2021-04-20,517.35,519.29,501.425,507.71,697150.0
2021-04-21,500.95,530.18,500.95,528.0,832038.0
2021-04-22,531.73,531.73,516.99,518.99,540141.0
2021-04-23,530.0,585.25,529.37,564.22,996602.0
2021-04-24,530.0,585.25,529.37,564.22,996602.0
2021-04-25,530.0,585.25,529.37,564.22,996602.0
2021-04-26,564.38,579.39,556.06,572.93,498441.0
2021-04-27,572.42,576.59,565.2,575.9,426590.0
2021-04-28,573.73,579.0,569.52,571.81,362233.0
2021-04-29,580.36,586.78,572.29,580.2,421260.0
2021-04-30,571.5,585.3,567.02,571.83,403376.0
2021-05-01,571.5,585.3,567.02,571.83,403376.0
2021-05-02,571.5,585.3,567.02,571.83,403376.0
2021-05-03,577.53,580.11,564.06,564.63,344925.0
2021-05-04,560.5,573.51,551.695,572.93,492267.0
2021-05-05,573.91,585.34,565.21,581.59,302184.0
2021-05-06,581.0,583.253,568.441,578.96,296165.0
2021-05-07,575.0,589.41,570.19,587.98,335371.0
2021-05-08,575.0,589.41,570.19,587.98,335371.0
2021-05-09,575.0,589.41,570.19,587.98,335371.0
2021-05-10,586.87,592.34,575.88,575.9,418563.0
2021-05-11,570.32,586.39,557.154,583.9,585773.0
2021-05-12,589.76,595.9,545.31,547.27,520086.0
2021-05-13,553.38,566.98,547.69,557.56,320616.0
2021-05-14,561.08,580.06,555.92,578.42,315820.0
2021-05-15,561.08,580.06,555.92,578.42,315820.0
2021-05-16,561.08,580.06,555.92,578.42,315820.0
2021-05-17,578.42,580.67,568.97,577.54,145467.0
2021-05-18,585.75,587.861,573.355,575.46,466598.0
2021-05-19,563.38,563.38,542.7,562.94,377098.0
2021-05-20,562.98,566.46,551.54,559.81,293231.0
2021-05-21,560.99,579.74,560.08,569.87,254294.0
2021-05-22,560.99,579.74,560.08,569.87,254294.0
2021-05-23,560.99,579.74,560.08,569.87,254294.0
2021-05-24,574.27,579.8,569.22,575.26,267899.0
2021-05-25,578.92,587.86,568.498,568.54,297175.0
2021-05-26,569.65,581.675,569.65,579.71,310653.0
2021-05-27,582.14,586.27,576.76,584.69,476787.0
2021-05-28,587.29,588.446,574.92,582.89,212820.0
2021-05-29,587.29,588.446,574.92,582.89,212820.0
2021-05-30,587.29,588.446,574.92,582.89,212820.0
2021-05-31,587.29,588.446,574.92,582.89,212820.0
2021-06-01,591.5,596.82,586.795,590.07,266507.0
2021-06-02,589.96,591.86,584.97,587.94,265390.0
2021-06-03,587.29,598.64,583.98,589.21,251428.0
2021-06-04,588.72,597.45,586.605,596.06,201266.0
2021-06-05,588.72,597.45,586.605,596.06,201266.0
2021-06-06,588.72,597.45,586.605,596.06,201266.0
2021-06-07,599.3,603.39,594.41,602.38,234012.0
2021-06-08,603.22,608.84,594.26,606.83,280865.0
2021-06-09,605.92,606.94,590.66,594.23,346270.0
2021-06-10,602.11,604.95,565.4,566.47,540122.0
2021-06-11,572.15,577.84,560.67,561.79,501531.0
2021-06-12,572.15,577.84,560.67,561.79,501531.0
2021-06-13,572.15,577.84,560.67,561.79,501531.0
2021-06-14,553.73,559.24,540.24,545.74,634327.0
2021-06-15,546.46,552.17,542.0,550.23,368109.0
2021-06-16,549.2,569.17,540.73,567.06,556581.0
2021-06-17,570.02,573.981,539.87,545.38,421486.0
2021-06-18,538.75,544.61,529.3,530.96,749358.0
2021-06-19,538.75,544.61,529.3,530.96,749358.0
2021-06-20,538.75,544.61,529.3,530.96,749358.0
2021-06-21,537.91,555.15,537.33,553.47,341013.0
2021-06-22,553.94,560.39,544.23,556.23,267517.0
2021-06-23,557.65,563.96,553.14,560.16,231314.0
2021-06-24,564.54,566.28,558.01,561.04,432960.0
2021-06-25,567.4,568.17,561.04,564.71,427569.0
2021-06-26,567.4,568.17,561.04,564.71,427569.0
2021-06-27,567.4,568.17,561.04,564.71,427569.0
2021-06-28,565.01,565.305,552.55,556.88,275989.0
2021-06-29,564.55,568.74,553.89,556.89,169966.0
2021-06-30,551.85,561.52,551.63,556.43,353578.0
2021-07-01,561.91,569.43,560.47,564.88,544771.0
2021-07-02,565.0,568.0,555.64,565.21,338422.0
2021-07-03,565.0,568.0,555.64,565.21,338422.0
2021-07-04,565.0,568.0,555.64,565.21,338422.0
2021-07-05,565.0,568.0,555.64,565.21,338422.0
2021-07-06,563.04,563.88,542.46,550.01,1038708.0
2021-07-07,547.4,556.46,543.675,551.64,285561.0
2021-07-08,540.14,552.13,536.976,544.87,358496.0
2021-07-09,552.0,576.68,550.8,575.24,435982.0
2021-07-10,552.0,576.68,550.8,575.24,435982.0
2021-07-11,552.0,576.68,550.8,575.24,435982.0
2021-07-12,574.38,597.317,570.42,593.66,487817.0
2021-07-13,588.02,588.02,572.31,578.85,278468.0
2021-07-14,582.29,590.09,569.43,580.23,384265.0
2021-07-15,574.38,591.37,569.41,580.73,389728.0
2021-07-16,580.7,581.99,556.565,561.76,431928.0
2021-07-17,580.7,581.99,556.565,561.76,431928.0
2021-07-18,580.7,581.99,556.565,561.76,431928.0
2021-07-19,546.61,550.935,531.25,534.95,439372.0
2021-07-20,536.76,565.755,536.76,561.65,354407.0
2021-07-21,568.97,577.7,567.03,574.0,247297.0
2021-07-22,575.37,576.8,563.69,569.32,286367.0
2021-07-23,564.51,578.97,560.21,570.87,422100.0
2021-07-24,564.51,578.97,560.21,570.87,422100.0
2021-07-25,564.51,578.97,560.21,570.87,422100.0
2021-07-26,571.94,577.45,558.19,564.96,294259.0
2021-07-27,560.0,560.175,547.07,554.32,267860.0
2021-07-28,558.36,568.35,551.88,561.7,231396.0
2021-07-29,565.15,571.01,558.09,566.71,251994.0
2021-07-30,561.27,568.125,548.22,549.96,323702.0
2021-07-31,561.27,568.125,548.22,549.96,323702.0
2021-08-01,561.27,568.125,548.22,549.96,323702.0
2021-08-02,554.27,567.46,542.135,544.18,284278.0
2021-08-03,548.0,549.47,538.56,548.45,224611.0
2021-08-04,542.82,554.94,542.82,548.04,233243.0
2021-08-05,552.6,569.32,552.39,569.29,237087.0
2021-08-06,576.65,590.05,570.29,589.7,369890.0
2021-08-07,576.65,590.05,570.29,589.7,369890.0
2021-08-08,576.65,590.05,570.29,589.7,369890.0
2021-08-09,584.41,598.42,580.19,587.02,234782.0
2021-08-10,565.5,581.65,561.325,580.71,2021644.0
2021-08-11,583.12,594.75,577.52,594.32,1233176.0
2021-08-12,595.0,601.35,588.23,590.95,534448.0
2021-08-13,592.04,592.04,577.675,581.73,264802.0
2021-08-14,592.04,592.04,577.675,581.73,264802.0
2021-08-15,592.04,592.04,577.675,581.73,264802.0
2021-08-16,575.41,582.54,567.64,581.38,244900.0
2021-08-17,574.89,582.47,557.41,562.94,376431.0
2021-08-18,561.0,568.38,555.41,556.32,303820.0
2021-08-19,547.52,553.48,535.77,542.65,366225.0
2021-08-20,545.11,552.09,543.98,550.95,246911.0
2021-08-21,545.11,552.09,543.98,550.95,246911.0
2021-08-22,545.11,552.09,543.98,550.95,246911.0
2021-08-23,555.79,566.15,555.79,558.36,374739.0
2021-08-24,564.29,571.745,564.29,568.38,307299.0
2021-08-25,569.85,580.79,568.89,572.0,223884.0
2021-08-26,571.01,575.08,560.233,560.76,290452.0
2021-08-27,563.31,577.065,562.99,574.48,313404.0
2021-08-28,563.31,577.065,562.99,574.48,313404.0
2021-08-29,563.31,577.065,562.99,574.48,313404.0
2021-08-30,573.83,576.83,559.509,559.7,210116.0
2021-08-31,562.4,564.95,552.38,559.5,395583.0
2021-09-01,562.0,565.195,555.79,564.59,306612.0
2021-09-02,565.91,575.63,564.12,569.68,325631.0
2021-09-03,571.7,576.31,566.97,571.51,213119.0
2021-09-04,571.7,576.31,566.97,571.51,213119.0
2021-09-05,571.7,576.31,566.97,571.51,213119.0
2021-09-06,571.7,576.31,566.97,571.51,213119.0
2021-09-07,577.81,592.07,575.575,586.0,404477.0
2021-09-08,584.34,592.2,582.18,585.87,311019.0
2021-09-09,588.0,598.0,585.96,589.63,327663.0
2021-09-10,595.37,597.45,581.955,591.6,317983.0
2021-09-11,595.37,597.45,581.955,591.6,317983.0
2021-09-12,595.37,597.45,581.955,591.6,317983.0
2021-09-13,599.49,604.37,592.0,602.21,487944.0
2021-09-14,602.21,607.18,578.26,584.44,378144.0
2021-09-15,585.0,599.5,584.57,597.89,395521.0
2021-09-16,602.63,615.27,600.58,608.45,388765.0
2021-09-17,613.43,623.0,605.0,610.41,680965.0
2021-09-18,613.43,623.0,605.0,610.41,680965.0
2021-09-19,613.43,623.0,605.0,610.41,680965.0
2021-09-20,591.07,598.2,574.24,587.63,592494.0
2021-09-21,593.27,598.935,579.9,593.17,332883.0
2021-09-22,599.74,614.695,597.975,607.83,321211.0
2021-09-23,611.78,643.17,611.78,642.15,469610.0
2021-09-24,636.83,653.54,636.83,649.96,538456.0
2021-09-25,636.83,653.54,636.83,649.96,538456.0
2021-09-26,636.83,653.54,636.83,649.96,538456.0
2021-09-27,654.01,677.14,650.01,674.41,494608.0
2021-09-28,673.0,676.72,653.16,654.0,385443.0
2021-09-29,658.37,663.86,652.304,655.99,237267.0
2021-09-30,663.15,672.095,645.84,646.88,387709.0
2021-10-01,650.0,669.57,648.065,664.53,281112.0
2021-10-02,650.0,669.57,648.065,664.53,281112.0
2021-10-03,650.0,669.57,648.065,664.53,281112.0
2021-10-04,663.99,669.0,645.73,649.35,340741.0
2021-10-05,657.91,669.175,652.073,665.38,358684.0
2021-10-06,654.04,663.92,643.22,659.85,441251.0
2021-10-07,670.93,679.0,663.28,665.56,258661.0
2021-10-08,670.595,670.95,663.09,670.49,316457.0
2021-10-09,670.595,670.95,663.09,670.49,316457.0
2021-10-10,670.595,670.95,663.09,670.49,316457.0
2021-10-11,678.0,692.21,666.47,666.51,367281.0
2021-10-12,663.35,666.94,650.29,659.09,307513.0
2021-10-13,659.09,668.1,647.85,667.72,243253.0
2021-10-14,676.76,685.64,673.0,683.89,341391.0
2021-10-15,694.06,695.59,679.16,690.33,317824.0
2021-10-16,694.06,695.59,679.16,690.33,317824.0
2021-10-17,694.06,695.59,679.16,690.33,317824.0
2021-10-18,685.994,697.95,685.994,696.08,329657.0
2021-10-19,698.38,701.007,692.384,699.92,275539.0
2021-10-20,698.7,705.71,697.0,705.27,275657.0
2021-10-21,704.29,707.42,693.71,705.14,334150.0
2021-10-22,720.0,759.02,720.0,753.12,652714.0
2021-10-23,720.0,759.02,720.0,753.12,652714.0
2021-10-24,720.0,759.02,720.0,753.12,652714.0
2021-10-25,755.32,757.66,745.465,746.01,265132.0
2021-10-26,747.34,751.84,740.03,745.32,232612.0
2021-10-27,738.54,738.54,706.99,708.15,396701.0
2021-10-28,710.0,713.5,698.95,710.49,344331.0
2021-10-29,713.75,722.55,711.91,717.4,407361.0
2021-10-30,713.75,722.55,711.91,717.4,407361.0
2021-10-31,713.75,722.55,711.91,717.4,407361.0
2021-11-01,724.19,732.37,718.45,727.99,316101.0
2021-11-02,728.39,742.235,727.75,740.44,299218.0
2021-11-03,739.69,756.77,737.11,755.03,310720.0
2021-11-04,758.85,761.11,739.68,751.18,274983.0
2021-11-05,761.48,762.95,737.45,747.52,219176.0
2021-11-06,761.48,762.95,737.45,747.52,219176.0
2021-11-07,761.48,762.95,737.45,747.52,219176.0
2021-11-08,750.77,755.725,735.06,742.05,211383.0
2021-11-09,736.09,750.94,734.01,750.47,294519.0
2021-11-10,750.0,754.635,739.488,741.92,269891.0
2021-11-11,746.13,749.6,739.125,741.97,137010.0
2021-11-12,741.97,745.37,728.195,743.9,249178.0
2021-11-13,741.97,745.37,728.195,743.9,249178.0
2021-11-14,741.97,745.37,728.195,743.9,249178.0
2021-11-15,746.08,756.14,744.02,747.99,262502.0
2021-11-16,746.46,763.22,742.407,754.65,312078.0
2021-11-17,754.48,756.4,735.36,745.26,250710.0
2021-11-18,750.0,754.835,742.49,744.97,209436.0
2021-11-19,739.54,740.98,715.42,727.79,470794.0
2021-11-20,739.54,740.98,715.42,727.79,470794.0
2021-11-21,739.54,740.98,715.42,727.79,470794.0
2021-11-22,735.32,755.0,735.32,741.2,378699.0
2021-11-23,740.08,745.18,727.14,737.31,455876.0
2021-11-24,732.94,742.285,728.2,740.45,233515.0
2021-11-25,732.94,742.285,728.2,740.45,233515.0
2021-11-26,715.35,721.767,700.02,714.19,274431.0
2021-11-27,715.35,721.767,700.02,714.19,274431.0
2021-11-28,715.35,721.767,700.02,714.19,274431.0
2021-11-29,724.86,733.25,716.96,724.5,304757.0
2021-11-30,719.49,720.915,687.77,692.33,748725.0
2021-12-01,702.49,723.35,675.07,675.59,455116.0
2021-12-02,684.47,716.005,680.57,712.2,381371.0
2021-12-03,713.79,719.22,661.64,674.57,514840.0
2021-12-04,713.79,719.22,661.64,674.57,514840.0
2021-12-05,713.79,719.22,661.64,674.57,514840.0
2021-12-06,688.94,704.645,682.325,693.39,354119.0
2021-12-07,701.49,720.42,700.86,716.78,296907.0
2021-12-08,724.0,726.83,705.02,710.21,316099.0
2021-12-09,706.0,714.32,703.39,706.06,261123.0
2021-12-10,711.1,717.375,692.78,703.92,204364.0
2021-12-11,711.1,717.375,692.78,703.92,204364.0
2021-12-12,711.1,717.375,692.78,703.92,204364.0
2021-12-13,702.3,703.05,674.4,675.6,356253.0
2021-12-14,675.08,689.22,667.575,676.68,373689.0
2021-12-15,683.0,703.18,674.985,699.53,398189.0
2021-12-16,706.01,712.75,676.829,682.29,377790.0
2021-12-17,681.93,681.93,647.79,654.01,805251.0
2021-12-18,681.93,681.93,647.79,654.01,805251.0
2021-12-19,681.93,681.93,647.79,654.01,805251.0
2021-12-20,637.95,640.16,625.02,637.64,497925.0
2021-12-21,650.96,665.98,647.46,665.26,305225.0
2021-12-22,663.21,673.925,661.02,672.69,197149.0
2021-12-23,680.0,682.53,674.0,674.76,145381.0
2021-12-24,680.0,682.53,674.0,674.76,145381.0
2021-12-25,680.0,682.53,674.0,674.76,145381.0
2021-12-26,680.0,682.53,674.0,674.76,145381.0
2021-12-27,674.79,689.63,674.79,689.62,126973.0
2021-12-28,687.88,689.94,677.21,681.07,139646.0
2021-12-29,684.62,688.56,678.65,683.19,130647.0
2021-12-30,681.66,691.66,678.65,679.45,143354.0
2021-12-31,674.17,681.26,671.0,678.24,327898.0
2022-01-01,674.17,681.26,671.0,678.24,327898.0
2022-01-02,674.17,681.26,671.0,678.24,327898.0
2022-01-03,683.7,692.62,678.25,688.17,281558.0
2022-01-04,701.95,715.33,699.48,706.15,403036.0
2022-01-05,710.17,710.17,678.49,681.93,310882.0
2022-01-06,687.2,734.54,682.89,733.29,593157.0
2022-01-07,733.29,746.7,724.98,733.15,404668.0
2022-01-08,733.29,746.7,724.98,733.15,404668.0
2022-01-09,733.29,746.7,724.98,733.15,404668.0
2022-01-10,731.85,735.37,693.53,711.21,546486.0
2022-01-11,718.07,733.45,700.52,733.45,446637.0
2022-01-12,737.98,752.68,735.845,737.77,351619.0
2022-01-13,740.63,743.97,705.6,711.64,368672.0
2022-01-14,703.5,705.9,685.44,704.41,426532.0
2022-01-15,703.5,705.9,685.44,704.41,426532.0
2022-01-16,703.5,705.9,685.44,704.41,426532.0
2022-01-17,703.5,705.9,685.44,704.41,426532.0
2022-01-18,699.28,704.99,664.65,668.36,536033.0
2022-01-19,677.03,677.25,646.51,655.0,691665.0
2022-01-20,654.27,674.35,645.02,647.94,475957.0
2022-01-21,628.26,641.619,581.76,581.76,1312790.0
2022-01-22,628.26,641.619,581.76,581.76,1312790.0
2022-01-23,628.26,641.619,581.76,581.76,1312790.0
2022-01-24,557.6,572.7,530.646,570.01,1056155.0
2022-01-25,560.45,567.0,542.0,554.82,675265.0
2022-01-26,572.43,583.98,545.78,560.45,775409.0
2022-01-27,574.88,584.78,538.0,542.74,475863.0
2022-01-28,541.13,560.7,532.0,558.47,553495.0
2022-01-29,541.13,560.7,532.0,558.47,553495.0
2022-01-30,541.13,560.7,532.0,558.47,553495.0
2022-01-31,558.5,585.49,551.88,583.9,613096.0
2022-02-01,580.5,608.0,577.59,605.88,674046.0
2022-02-02,616.0,617.85,597.99,607.99,487731.0
2022-02-03,599.58,612.0,590.01,601.01,838779.0
2022-02-04,602.12,619.795,597.971,613.31,526679.0
2022-02-05,602.12,619.795,597.971,613.31,526679.0
2022-02-06,602.12,619.795,597.971,613.31,526679.0
2022-02-07,611.55,629.3,607.16,618.4,309814.0
2022-02-08,624.12,641.17,621.49,635.26,426087.0
2022-02-09,643.0,654.9,635.42,639.45,432551.0
2022-02-10,632.0,657.67,631.58,642.31,516377.0
2022-02-11,632.18,650.95,619.38,627.25,456812.0
2022-02-12,632.18,650.95,619.38,627.25,456812.0
2022-02-13,632.18,650.95,619.38,627.25,456812.0
2022-02-14,628.3,639.115,615.19,621.53,485403.0
2022-02-15,640.72,648.4,633.005,645.23,368062.0
2022-02-16,637.56,658.47,637.56,654.14,267119.0
2022-02-17,647.46,647.9,618.371,620.8,333104.0
2022-02-18,621.39,627.63,607.75,613.13,323272.0
2022-02-19,621.39,627.63,607.75,613.13,323272.0
2022-02-20,621.39,627.63,607.75,613.13,323272.0
2022-02-21,621.39,627.63,607.75,613.13,323272.0
2022-02-22,607.93,623.01,599.09,607.78,262237.0
2022-02-23,614.35,616.89,584.29,585.28,337364.0
2022-02-24,551.86,589.3,543.96,584.27,672552.0
2022-02-25,593.75,625.88,589.71,623.16,629755.0
2022-02-26,593.75,625.88,589.71,623.16,629755.0
2022-02-27,593.75,625.88,589.71,623.16,629755.0
2022-02-28,595.08,620.04,595.051,606.0,527381.0
2022-03-01,603.58,606.06,549.01,557.88,947181.0
2022-03-02,567.34,599.565,565.88,594.51,610520.0
2022-03-03,597.64,601.92,580.01,584.23,372400.0
2022-03-04,566.9,574.028,532.93,543.12,677704.0
2022-03-05,566.9,574.028,532.93,543.12,677704.0
2022-03-06,566.9,574.028,532.93,543.12,677704.0
