,EHC US Equity,EHC US Equity,EHC US Equity,EHC US Equity,EHC US Equity
2020-07-17,49.5678,49.7682,48.8112,49.1744,665884.0
2020-07-18,49.5678,49.7682,48.8112,49.1744,665884.0
2020-07-19,49.5678,49.7682,48.8112,49.1744,665884.0
2020-07-20,49.1138,49.3332,47.7975,48.0774,451660.0
2020-07-21,48.6826,50.1352,48.3649,49.5299,747453.0
2020-07-22,49.7039,50.173,48.9096,49.8401,594912.0
2020-07-23,49.8855,50.8009,49.8363,50.4226,574176.0
2020-07-24,50.3243,50.5361,49.8401,49.9612,392926.0
2020-07-25,50.3243,50.5361,49.8401,49.9612,392926.0
2020-07-26,50.3243,50.5361,49.8401,49.9612,392926.0
2020-07-27,49.7645,50.8312,49.5148,50.521,877796.0
2020-07-28,52.5636,54.2582,51.1943,52.208,1484592.0
2020-07-29,52.2005,53.4109,52.0946,52.7452,1018712.0
2020-07-30,51.9433,52.1899,51.0127,51.9584,385795.0
2020-07-31,51.7163,52.488,51.1867,51.5045,609181.0
2020-08-01,51.7163,52.488,51.1867,51.5045,609181.0
2020-08-02,51.7163,52.488,51.1867,51.5045,609181.0
2020-08-03,51.8979,52.0946,51.3153,51.5801,430656.0
2020-08-04,51.2926,51.8033,51.1943,51.4666,387077.0
2020-08-05,51.8449,51.8449,50.6799,51.5347,480706.0
2020-08-06,51.6558,51.9735,51.2056,51.4969,440362.0
2020-08-07,51.1943,51.6709,50.7101,51.1489,346721.0
2020-08-08,51.1943,51.6709,50.7101,51.1489,346721.0
2020-08-09,51.1943,51.6709,50.7101,51.1489,346721.0
2020-08-10,51.0808,51.5877,50.5815,50.8312,555385.0
2020-08-11,51.164,51.3153,49.6737,49.8098,546683.0
2020-08-12,50.1881,50.2486,48.7961,49.3181,589545.0
2020-08-13,48.8717,48.8717,47.4495,48.5086,912796.0
2020-08-14,48.153,48.7734,47.5365,47.7975,460385.0
2020-08-15,48.153,48.7734,47.5365,47.7975,460385.0
2020-08-16,48.153,48.7734,47.5365,47.7975,460385.0
2020-08-17,48.032,48.032,47.2301,47.3738,421329.0
2020-08-18,47.2452,47.7445,46.9653,47.5176,694177.0
2020-08-19,47.7672,48.1379,47.0183,47.0788,539352.0
2020-08-20,46.6476,47.2755,46.4887,46.6703,647190.0
2020-08-21,46.4736,46.7459,46.0499,46.64,458118.0
2020-08-22,46.4736,46.7459,46.0499,46.64,458118.0
2020-08-23,46.4736,46.7459,46.0499,46.64,458118.0
2020-08-24,46.7762,47.2679,46.2201,46.7081,381158.0
2020-08-25,46.7459,46.8594,45.77,46.6778,436127.0
2020-08-26,46.5114,46.8291,46.0423,46.7535,455134.0
2020-08-27,46.8594,49.4013,46.4887,49.2803,902049.0
2020-08-28,49.4845,50.2032,49.0458,50.0519,701977.0
2020-08-29,49.4845,50.2032,49.0458,50.0519,701977.0
2020-08-30,49.4845,50.2032,49.0458,50.0519,701977.0
2020-08-31,49.825,50.1314,49.3484,49.3559,545959.0
2020-09-01,49.1819,49.7266,48.9852,49.598,436054.0
2020-09-02,49.6964,50.8765,49.3711,50.7328,357088.0
2020-09-03,50.8917,51.1716,49.7569,50.0444,425560.0
2020-09-04,50.5361,50.6799,48.9323,50.0368,409259.0
2020-09-05,50.5361,50.6799,48.9323,50.0368,409259.0
2020-09-06,50.5361,50.6799,48.9323,50.0368,409259.0
2020-09-07,50.5361,50.6799,48.9323,50.0368,409259.0
2020-09-08,49.8477,50.0519,48.5691,49.0987,870840.0
2020-09-09,49.1592,49.4467,48.0093,48.1984,1432216.0
2020-09-10,48.0471,48.5464,47.9715,48.085,536417.0
2020-09-11,48.2438,48.4254,47.3738,48.3573,526435.0
2020-09-12,48.2438,48.4254,47.3738,48.3573,526435.0
2020-09-13,48.2438,48.4254,47.3738,48.3573,526435.0
2020-09-14,48.4557,49.3408,48.3422,49.1895,365661.0
2020-09-15,49.7645,50.5323,48.8339,48.9777,518318.0
2020-09-16,49.3484,49.7228,48.9058,49.1819,465515.0
2020-09-17,48.8491,49.4467,48.327,49.3559,469734.0
2020-09-18,49.5299,49.8325,48.7053,49.1365,1430984.0
2020-09-19,49.5299,49.8325,48.7053,49.1365,1430984.0
2020-09-20,49.5299,49.8325,48.7053,49.1365,1430984.0
2020-09-21,47.858,48.1304,46.1899,48.0925,707741.0
2020-09-22,47.9866,48.085,46.6476,46.8896,557786.0
2020-09-23,46.9123,47.215,46.2769,46.413,670757.0
2020-09-24,46.2239,46.9199,45.7246,46.3752,487433.0
2020-09-25,46.0348,47.4041,45.7776,47.3436,478360.0
2020-09-26,46.0348,47.4041,45.7776,47.3436,478360.0
2020-09-27,46.0348,47.4041,45.7776,47.3436,478360.0
2020-09-28,47.9412,48.4443,47.4986,47.7067,442450.0
2020-09-29,47.631,47.979,47.3057,47.6462,327088.0
2020-09-30,48.0641,49.7245,47.8893,49.3788,767607.0
2020-10-01,49.5839,50.4806,49.4852,50.0247,590198.0
2020-10-02,48.9684,50.3059,48.9684,49.7359,338966.0
2020-10-03,48.9684,50.3059,48.9684,49.7359,338966.0
2020-10-04,48.9684,50.3059,48.9684,49.7359,338966.0
2020-10-05,50.1767,50.4578,49.7587,50.2527,447225.0
2020-10-06,50.4274,50.8606,49.4928,49.6447,410077.0
2020-10-07,49.9107,50.3211,49.5877,50.0247,268057.0
2020-10-08,50.3894,50.8606,49.8879,50.7998,268677.0
2020-10-09,51.4913,52.0384,50.7314,50.9366,433580.0
2020-10-10,51.4913,52.0384,50.7314,50.9366,433580.0
2020-10-11,51.4913,52.0384,50.7314,50.9366,433580.0
2020-10-12,51.1114,51.3013,50.7086,51.1266,185530.0
2020-10-13,50.5946,51.1797,50.3666,50.663,281253.0
2020-10-14,50.5718,51.8582,50.5718,51.1418,314920.0
2020-10-15,50.4958,51.8409,50.3438,51.7573,397503.0
2020-10-16,51.9852,52.5324,51.7041,51.7193,302310.0
2020-10-17,51.9852,52.5324,51.7041,51.7193,302310.0
2020-10-18,51.9852,52.5324,51.7041,51.7193,302310.0
2020-10-19,51.4837,51.8257,49.9411,50.0855,581863.0
2020-10-20,50.2071,50.853,49.9715,50.5414,251668.0
2020-10-21,50.435,50.7732,50.1007,50.2223,247090.0
2020-10-22,50.5338,51.4419,50.0285,51.3089,485065.0
2020-10-23,51.6737,51.8561,50.1615,51.2101,246352.0
2020-10-24,51.6737,51.8561,50.1615,51.2101,246352.0
2020-10-25,51.6737,51.8561,50.1615,51.2101,246352.0
2020-10-26,50.663,50.663,49.356,49.7207,374715.0
2020-10-27,49.7663,50.0361,49.166,49.4016,388624.0
2020-10-28,48.6569,49.4358,48.2009,48.4821,673095.0
2020-10-29,49.014,50.4806,47.6538,48.1173,948522.0
2020-10-30,47.6234,47.9501,45.982,46.5899,897523.0
2020-10-31,47.6234,47.9501,45.982,46.5899,897523.0
2020-11-01,47.6234,47.9501,45.982,46.5899,897523.0
2020-11-02,47.0231,48.3947,46.7799,47.9121,778593.0
2020-11-03,48.4137,48.9836,47.9501,48.1325,1059378.0
2020-11-04,48.0717,49.6979,48.0717,48.8316,819057.0
2020-11-05,49.394,50.1843,48.862,49.9715,961371.0
2020-11-06,50.397,50.397,49.0064,49.2724,323095.0
2020-11-07,50.397,50.397,49.0064,49.2724,323095.0
2020-11-08,50.397,50.397,49.0064,49.2724,323095.0
2020-11-09,52.2132,55.6784,52.2132,53.8546,1219029.0
2020-11-10,53.8318,55.0781,53.5963,54.7437,665363.0
2020-11-11,55.0325,55.1237,53.1099,53.2695,530443.0
2020-11-12,52.7072,54.1434,52.3652,52.692,752579.0
2020-11-13,53.0795,54.8349,52.9503,54.7285,508938.0
2020-11-14,53.0795,54.8349,52.9503,54.7285,508938.0
2020-11-15,53.0795,54.8349,52.9503,54.7285,508938.0
2020-11-16,56.1115,56.5599,54.3714,56.0128,946728.0
2020-11-17,56.6663,58.7408,56.0128,58.6648,1193404.0
2020-11-18,58.7028,58.8852,57.5706,58.5508,762578.0
2020-11-19,58.0721,60.0783,57.7149,59.8959,788299.0
2020-11-20,59.4551,60.6102,59.136,59.9111,719940.0
2020-11-21,59.4551,60.6102,59.136,59.9111,719940.0
2020-11-22,59.4551,60.6102,59.136,59.9111,719940.0
2020-11-23,60.9066,61.4233,60.5342,61.3093,824236.0
2020-11-24,61.8868,63.0115,60.861,62.9507,927430.0
2020-11-25,62.51,62.8291,61.7349,62.6239,492609.0
2020-11-26,62.51,62.8291,61.7349,62.6239,492609.0
2020-11-27,62.5784,62.8975,61.9856,62.1984,191004.0
2020-11-28,62.5784,62.8975,61.9856,62.1984,191004.0
2020-11-29,62.5784,62.8975,61.9856,62.1984,191004.0
2020-11-30,62.054,62.054,61.0205,61.2333,561485.0
2020-12-01,62.016,62.016,60.6406,60.6786,623777.0
2020-12-02,60.3366,61.0319,60.2454,60.7318,367465.0
2020-12-03,60.9674,61.0965,60.291,60.481,310709.0
2020-12-04,60.6178,61.0433,60.1846,60.709,535095.0
2020-12-05,60.6178,61.0433,60.1846,60.709,535095.0
2020-12-06,60.6178,61.0433,60.1846,60.709,535095.0
2020-12-07,60.9446,61.5069,60.4582,60.8838,329206.0
2020-12-08,60.5266,61.8944,60.4734,61.7045,308775.0
2020-12-09,64.7973,66.1955,63.8474,65.314,1437731.0
2020-12-10,64.8049,65.0709,63.4902,64.6149,666623.0
2020-12-11,64.0754,64.8657,63.665,64.1666,378181.0
2020-12-12,64.0754,64.8657,63.665,64.1666,378181.0
2020-12-13,64.0754,64.8657,63.665,64.1666,378181.0
2020-12-14,64.7973,65.2076,63.2623,63.4522,549830.0
2020-12-15,63.9462,63.969,62.4948,63.6422,702284.0
2020-12-16,63.7714,63.7714,62.2896,62.8291,799630.0
2020-12-17,63.0799,63.3611,62.3428,63.1331,743023.0
2020-12-18,63.4902,63.7638,61.8944,62.4036,1121585.0
2020-12-19,63.4902,63.7638,61.8944,62.4036,1121585.0
2020-12-20,63.4902,63.7638,61.8944,62.4036,1121585.0
2020-12-21,61.2029,62.4112,60.899,62.4036,406228.0
2020-12-22,62.3276,62.7835,61.9058,62.586,378135.0
2020-12-23,62.9811,63.6726,62.8291,63.0419,327752.0
2020-12-24,63.1939,63.1939,62.3504,62.8291,117132.0
2020-12-25,63.1939,63.1939,62.3504,62.8291,117132.0
2020-12-26,63.1939,63.1939,62.3504,62.8291,117132.0
2020-12-27,63.1939,63.1939,62.3504,62.8291,117132.0
2020-12-28,63.0267,63.0267,61.7957,62.586,244864.0
2020-12-29,62.8823,63.0799,62.13,62.6164,268153.0
2020-12-30,62.8215,63.4978,62.3276,62.5784,342321.0
2020-12-31,62.4868,63.459,62.1208,63.0511,291022.0
2021-01-01,62.4868,63.459,62.1208,63.0511,291022.0
2021-01-02,62.4868,63.459,62.1208,63.0511,291022.0
2021-01-03,62.4868,63.459,62.1208,63.0511,291022.0
2021-01-04,63.6992,63.8822,61.9455,62.7842,683246.0
2021-01-05,62.4563,64.1262,62.4563,63.0968,696440.0
2021-01-06,63.3637,66.0782,63.3637,65.575,965558.0
2021-01-07,65.6131,66.6043,65.4453,65.575,487410.0
2021-01-08,65.9105,65.9105,63.9051,64.9573,522889.0
2021-01-09,65.9105,65.9105,63.9051,64.9573,522889.0
2021-01-10,65.9105,65.9105,63.9051,64.9573,522889.0
2021-01-11,64.4922,65.5216,63.9737,64.1415,315939.0
2021-01-12,64.1415,64.7515,64.05,64.4007,304552.0
2021-01-13,64.4007,64.6752,63.0702,63.5086,383867.0
2021-01-14,64.0576,64.0576,62.6851,62.891,415364.0
2021-01-15,63.1197,64.2177,63.013,63.6077,578001.0
2021-01-16,63.1197,64.2177,63.013,63.6077,578001.0
2021-01-17,63.1197,64.2177,63.013,63.6077,578001.0
2021-01-18,63.1197,64.2177,63.013,63.6077,578001.0
2021-01-19,63.6763,64.2711,62.9062,63.4095,875086.0
2021-01-20,63.501,66.1163,63.3973,66.0553,571626.0
2021-01-21,66.0325,66.7797,65.7885,66.7187,674535.0
2021-01-22,66.5738,67.1838,66.4061,66.6501,552190.0
2021-01-23,66.5738,67.1838,66.4061,66.6501,552190.0
2021-01-24,66.5738,67.1838,66.4061,66.6501,552190.0
2021-01-25,66.2993,67.4202,65.0946,65.3462,574069.0
2021-01-26,65.4835,66.1202,64.4846,65.4682,614943.0
2021-01-27,63.8517,63.8822,61.0762,62.8147,1652854.0
2021-01-28,62.952,63.8266,61.2516,61.4651,719536.0
2021-01-29,61.4727,62.2962,59.6427,61.305,1536961.0
2021-01-30,61.4727,62.2962,59.6427,61.305,1536961.0
2021-01-31,61.4727,62.2962,59.6427,61.305,1536961.0
2021-02-01,61.5871,62.3394,60.5653,61.8921,975680.0
2021-02-02,62.5631,62.8071,61.7701,61.9455,579116.0
2021-02-03,61.915,63.3713,61.4727,62.7232,516160.0
2021-02-04,62.464,63.5696,62.1533,63.5315,519965.0
2021-02-05,64.1033,64.4007,62.5402,62.7156,657227.0
2021-02-06,64.1033,64.4007,62.5402,62.7156,657227.0
2021-02-07,64.1033,64.4007,62.5402,62.7156,657227.0
2021-02-08,62.9596,63.2188,62.1513,62.5707,564211.0
2021-02-09,62.7842,63.1502,62.0751,62.5783,465133.0
2021-02-10,63.1273,63.257,61.9264,62.5936,460150.0
2021-02-11,62.8071,63.2875,62.1818,63.1731,476008.0
2021-02-12,63.3942,63.7983,62.3877,62.7995,342793.0
2021-02-13,63.3942,63.7983,62.3877,62.7995,342793.0
2021-02-14,63.3942,63.7983,62.3877,62.7995,342793.0
2021-02-15,63.3942,63.7983,62.3877,62.7995,342793.0
2021-02-16,62.4487,62.7232,61.0114,61.4498,654486.0
2021-02-17,61.305,61.9988,61.0457,61.2135,518084.0
2021-02-18,61.2973,61.8273,61.1525,61.2821,423661.0
2021-02-19,61.4498,61.915,61.1296,61.3888,399499.0
2021-02-20,61.4498,61.915,61.1296,61.3888,399499.0
2021-02-21,61.4498,61.915,61.1296,61.3888,399499.0
2021-02-22,60.8856,61.3888,60.3823,60.6111,556427.0
2021-02-23,60.7331,61.305,59.5436,61.1753,692532.0
2021-02-24,60.9847,63.3332,60.836,63.0282,745836.0
2021-02-25,63.0053,63.0053,61.0076,61.3812,770283.0
2021-02-26,61.8235,62.4868,61.2745,61.3355,854738.0
2021-02-27,61.8235,62.4868,61.2745,61.3355,854738.0
2021-02-28,61.8235,62.4868,61.2745,61.3355,854738.0
2021-03-01,62.037,62.4563,60.9085,60.9542,524718.0
2021-03-02,61.0076,61.5718,60.1993,61.305,443335.0
2021-03-03,60.8551,61.6938,60.5463,60.9313,373947.0
2021-03-04,60.8475,61.244,59.292,59.4902,458944.0
2021-03-05,59.5817,60.878,58.5676,60.878,596073.0
2021-03-06,59.5817,60.878,58.5676,60.878,596073.0
2021-03-07,59.5817,60.878,58.5676,60.878,596073.0
2021-03-08,61.1601,62.4182,61.1563,61.9226,881916.0
2021-03-09,62.525,64.0042,61.8768,61.9226,1070064.0
2021-03-10,61.915,62.4716,59.9248,60.1155,1235891.0
2021-03-11,60.2832,61.0,59.8257,60.2908,970680.0
2021-03-12,60.2527,61.6557,60.0773,61.0,732750.0
