,URI US Equity,URI US Equity,URI US Equity,URI US Equity,URI US Equity
2019-08-31,110.8363,112.2886,109.7863,110.4536,1221349.0
2019-09-01,110.8363,112.2886,109.7863,110.4536,1221349.0
2019-09-02,110.8363,112.2886,109.7863,110.4536,1221349.0
2019-09-03,108.4321,109.6391,106.028,107.6177,1338968.0
2019-09-04,109.7569,110.9737,108.9817,110.6891,1270447.0
2019-09-05,112.8479,116.3021,112.6517,114.31,1541845.0
2019-09-06,114.4278,115.9684,113.3582,114.7026,861403.0
2019-09-07,114.4278,115.9684,113.3582,114.7026,861403.0
2019-09-08,114.4278,115.9684,113.3582,114.7026,861403.0
2019-09-09,115.8507,118.5702,115.3159,118.4609,1625473.0
2019-09-10,118.088,121.8463,117.3422,121.7286,1325304.0
2019-09-11,124.1916,125.379,121.3164,125.2318,1725163.0
2019-09-12,123.593,127.263,123.593,125.6046,1503529.0
2019-09-13,127.371,129.7555,126.2032,126.4584,1879481.0
2019-09-14,127.371,129.7555,126.2032,126.4584,1879481.0
2019-09-15,127.371,129.7555,126.2032,126.4584,1879481.0
2019-09-16,125.6046,128.7537,124.5007,125.9481,1143608.0
2019-09-17,124.6626,125.6046,122.2977,124.5252,1126595.0
2019-09-18,122.4645,123.068,120.5216,122.3762,2014566.0
2019-09-19,123.2986,124.3535,122.3664,122.7589,1309598.0
2019-09-20,127.057,127.734,123.907,124.0738,2232890.0
2019-09-21,127.057,127.734,123.907,124.0738,2232890.0
2019-09-22,127.057,127.734,123.907,124.0738,2232890.0
2019-09-23,122.651,127.1256,121.7286,125.9972,1423033.0
2019-09-24,125.7224,126.7233,121.8561,122.3958,1482561.0
2019-09-25,122.3762,126.056,122.273,125.4967,1133039.0
2019-09-26,124.8785,126.007,123.8481,125.1827,840144.0
2019-09-27,125.85,126.792,121.4587,122.4547,1387886.0
2019-09-28,125.85,126.792,121.4587,122.4547,1387886.0
2019-09-29,125.85,126.792,121.4587,122.4547,1387886.0
2019-09-30,122.2094,123.3968,119.9132,122.3075,1457687.0
2019-10-01,123.4753,124.6921,116.9203,117.3324,1540344.0
2019-10-02,115.1049,116.145,111.9942,113.8096,1756890.0
2019-10-03,113.0246,114.3002,110.0316,114.2119,1631055.0
2019-10-04,115.4385,116.567,114.1334,115.0166,1238370.0
2019-10-05,115.4385,116.567,114.1334,115.0166,1238370.0
2019-10-06,115.4385,116.567,114.1334,115.0166,1238370.0
2019-10-07,114.5161,115.415,113.0835,113.4956,1161240.0
2019-10-08,109.0405,110.7382,106.9995,107.1565,2322889.0
2019-10-09,108.6284,110.5321,107.7509,109.3938,1402330.0
2019-10-10,109.541,112.318,109.541,111.1994,955763.0
2019-10-11,114.5848,118.2941,113.996,116.1843,1596494.0
2019-10-12,114.5848,118.2941,113.996,116.1843,1596494.0
2019-10-13,114.5848,118.2941,113.996,116.1843,1596494.0
2019-10-14,115.1245,116.9105,114.8105,116.4591,952545.0
2019-10-15,116.8221,119.2165,115.4581,118.4216,1255999.0
2019-10-16,117.7544,120.7767,117.5875,119.3931,2216817.0
2019-10-17,121.1594,130.3148,120.2076,125.5065,6030307.0
2019-10-18,125.428,128.3228,125.114,126.2523,2138369.0
2019-10-19,125.428,128.3228,125.114,126.2523,2138369.0
2019-10-20,125.428,128.3228,125.114,126.2523,2138369.0
2019-10-21,127.0766,130.4543,126.9588,127.2434,1639624.0
2019-10-22,126.9981,131.3746,126.0462,129.9223,1807615.0
2019-10-23,129.4317,131.9756,127.577,131.1685,1480044.0
2019-10-24,131.9634,132.2774,127.9401,129.5298,1039038.0
2019-10-25,128.7448,133.1606,128.5485,132.8465,1242860.0
2019-10-26,128.7448,133.1606,128.5485,132.8465,1242860.0
2019-10-27,128.7448,133.1606,128.5485,132.8465,1242860.0
2019-10-28,133.2587,134.7797,131.669,133.4549,1121765.0
2019-10-29,133.0722,136.1633,132.4442,134.4755,1104264.0
2019-10-30,133.5433,133.8769,130.3737,133.3961,1287749.0
2019-10-31,132.9643,132.9643,127.5868,131.0704,1361177.0
2019-11-01,133.4549,139.3427,132.8073,139.2053,2098710.0
2019-11-02,133.4549,139.3427,132.8073,139.2053,2098710.0
2019-11-03,133.4549,139.3427,132.8073,139.2053,2098710.0
2019-11-04,140.3043,144.7397,140.2945,143.9841,2590375.0
2019-11-05,144.9556,148.9936,143.6799,144.2295,2096141.0
2019-11-06,144.1117,144.671,141.1384,144.3865,1273438.0
2019-11-07,146.6238,149.5991,146.3883,147.3598,1826856.0
2019-11-08,147.6443,152.8255,147.4775,152.4134,1645301.0
2019-11-09,147.6443,152.8255,147.4775,152.4134,1645301.0
2019-11-10,147.6443,152.8255,147.4775,152.4134,1645301.0
2019-11-11,150.441,153.6007,150.0387,153.4339,1173206.0
2019-11-12,153.4339,154.7489,150.2153,151.5695,1543002.0
2019-11-13,149.4892,150.0976,147.4579,147.9093,1561423.0
2019-11-14,147.9682,150.4704,147.8161,149.4695,863922.0
2019-11-15,151.383,152.3349,150.0387,151.4517,969344.0
2019-11-16,151.383,152.3349,150.0387,151.4517,969344.0
2019-11-17,151.383,152.3349,150.0387,151.4517,969344.0
2019-11-18,151.3732,151.6971,148.8513,150.4018,1051225.0
2019-11-19,151.3045,152.0631,148.3803,149.4205,742717.0
2019-11-20,149.0868,149.1286,143.6113,145.7406,1780753.0
2019-11-21,145.878,149.7835,144.9851,149.6167,1374426.0
2019-11-22,149.4008,152.5802,149.028,151.6185,1053668.0
2019-11-23,149.4008,152.5802,149.028,151.6185,1053668.0
2019-11-24,149.4008,152.5802,149.028,151.6185,1053668.0
2019-11-25,152.4723,154.896,150.2938,154.0816,1146777.0
2019-11-26,153.1886,154.219,151.8344,153.3652,880379.0
2019-11-27,154.1503,154.2876,151.5793,153.5321,528313.0
2019-11-28,154.1503,154.2876,151.5793,153.5321,528313.0
2019-11-29,152.7863,153.2573,149.8239,150.1859,420445.0
2019-11-30,152.7863,153.2573,149.8239,150.1859,420445.0
2019-12-01,152.7863,153.2573,149.8239,150.1859,420445.0
2019-12-02,150.3429,153.061,148.7826,149.342,976477.0
2019-12-03,145.25,147.2715,143.2187,146.5747,1207343.0
2019-12-04,148.763,150.9709,147.556,147.713,912645.0
2019-12-05,148.9004,150.3233,148.2233,150.2644,768453.0
2019-12-06,153.2573,156.4072,153.0218,154.3171,1368636.0
2019-12-07,153.2573,156.4072,153.0218,154.3171,1368636.0
2019-12-08,153.2573,156.4072,153.0218,154.3171,1368636.0
2019-12-09,153.3751,155.2493,152.5606,152.9433,726094.0
2019-12-10,152.0994,152.3938,149.6462,150.9022,864704.0
2019-12-11,153.2769,154.2288,152.1484,154.0325,878022.0
2019-12-12,154.4937,160.4894,153.7578,160.1361,1439523.0
2019-12-13,159.2235,162.7463,157.1726,159.6945,933681.0
2019-12-14,159.2235,162.7463,157.1726,159.6945,933681.0
2019-12-15,159.2235,162.7463,157.1726,159.6945,933681.0
2019-12-16,161.559,163.1585,161.1272,162.0692,1130202.0
2019-12-17,161.6179,161.9122,159.6553,161.4314,923269.0
2019-12-18,161.4707,163.5265,160.7004,163.0898,806033.0
2019-12-19,163.4136,163.5412,160.5412,162.5893,941959.0
2019-12-20,164.6304,164.8561,162.3342,164.1986,1534685.0
2019-12-21,164.6304,164.8561,162.3342,164.1986,1534685.0
2019-12-22,164.6304,164.8561,162.3342,164.1986,1534685.0
2019-12-23,163.8748,166.5635,163.4529,165.7589,848277.0
2019-12-24,166.5439,166.7205,164.8267,165.2879,217047.0
2019-12-25,166.5439,166.7205,164.8267,165.2879,217047.0
2019-12-26,165.5823,166.7009,164.9935,166.642,476516.0
2019-12-27,166.5635,166.8579,164.8561,165.3762,570809.0
2019-12-28,166.5635,166.8579,164.8561,165.3762,570809.0
2019-12-29,166.5635,166.8579,164.8561,165.3762,570809.0
2019-12-30,165.543,166.4752,164.0809,165.2094,400050.0
2019-12-31,164.5617,166.2005,163.2468,163.6491,617502.0
2020-01-01,164.5617,166.2005,163.2468,163.6491,617502.0
2020-01-02,165.2584,165.5136,161.3333,165.4939,826335.0
2020-01-03,161.9024,163.4431,158.3502,162.609,1088997.0
2020-01-04,161.9024,163.4431,158.3502,162.609,1088997.0
2020-01-05,161.9024,163.4431,158.3502,162.609,1088997.0
2020-01-06,159.567,162.5893,159.3216,162.2851,707756.0
2020-01-07,161.9122,162.8641,160.5679,161.9907,525704.0
2020-01-08,162.2164,163.1585,160.5483,161.7258,688699.0
2020-01-09,162.8052,162.815,159.5768,160.1754,923183.0
2020-01-10,160.1754,160.3912,155.6811,156.4857,993371.0
2020-01-11,160.1754,160.3912,155.6811,156.4857,993371.0
2020-01-12,160.1754,160.3912,155.6811,156.4857,993371.0
2020-01-13,157.5946,157.8497,152.7961,154.4937,1537730.0
2020-01-14,153.3456,154.1306,149.7639,151.4517,1419828.0
2020-01-15,150.3723,153.1297,149.3959,151.9914,924757.0
2020-01-16,153.1101,154.8372,152.5998,154.6998,891773.0
2020-01-17,155.4946,158.2619,155.1806,155.7498,1119302.0
2020-01-18,155.4946,158.2619,155.1806,155.7498,1119302.0
2020-01-19,155.4946,158.2619,155.1806,155.7498,1119302.0
2020-01-20,155.4946,158.2619,155.1806,155.7498,1119302.0
2020-01-21,154.9451,154.9451,151.8933,152.0896,1146429.0
2020-01-22,153.5026,154.0129,151.7363,152.3643,742227.0
2020-01-23,150.7845,152.4428,148.0172,152.2466,1107195.0
2020-01-24,152.3349,152.904,146.7121,148.8121,1232300.0
2020-01-25,152.3349,152.904,146.7121,148.8121,1232300.0
2020-01-26,152.3349,152.904,146.7121,148.8121,1232300.0
2020-01-27,143.7977,146.9182,143.3071,143.5328,1521571.0
2020-01-28,145.4757,148.7139,144.5533,147.6836,872432.0
2020-01-29,148.6649,150.7845,147.7425,149.4107,1298475.0
2020-01-30,147.242,149.705,137.4488,138.9305,2642115.0
2020-01-31,137.2231,138.2044,132.7337,133.1507,2159304.0
2020-02-01,137.2231,138.2044,132.7337,133.1507,2159304.0
2020-02-02,137.2231,138.2044,132.7337,133.1507,2159304.0
2020-02-03,134.6227,138.6656,134.1615,136.9091,1731559.0
2020-02-04,139.6076,146.5355,138.96,144.7692,1547991.0
2020-02-05,148.1742,152.3741,147.4383,151.491,1329065.0
2020-02-06,152.3545,152.3545,147.5462,149.7541,770860.0
2020-02-07,148.449,148.7238,146.2607,146.9476,819999.0
2020-02-08,148.449,148.7238,146.2607,146.9476,819999.0
2020-02-09,148.449,148.7238,146.2607,146.9476,819999.0
2020-02-10,146.4766,148.2626,145.4855,147.9289,537720.0
2020-02-11,149.7345,153.0807,149.0574,151.1672,1061208.0
2020-02-12,154.0129,157.0843,153.1003,155.897,1093815.0
2020-02-13,154.5232,157.2904,154.062,157.0843,847404.0
2020-02-14,156.996,158.095,152.0013,153.9246,602119.0
2020-02-15,156.996,158.095,152.0013,153.9246,602119.0
2020-02-16,156.996,158.095,152.0013,153.9246,602119.0
2020-02-17,156.996,158.095,152.0013,153.9246,602119.0
2020-02-18,152.3447,153.6596,148.6845,151.0985,847926.0
2020-02-19,151.9522,153.5615,150.2938,150.6765,619481.0
2020-02-20,149.9013,156.1374,149.6952,152.8059,821825.0
2020-02-21,150.8433,151.5793,147.978,148.5766,973028.0
2020-02-22,150.8433,151.5793,147.978,148.5766,973028.0
2020-02-23,150.8433,151.5793,147.978,148.5766,973028.0
2020-02-24,141.0403,141.2758,136.8208,139.2936,1431257.0
2020-02-25,139.9903,140.8146,130.2363,132.1204,1736963.0
2020-02-26,134.0928,135.1133,129.098,129.255,1450519.0
2020-02-27,123.9561,134.2694,121.3164,127.214,1918358.0
2020-02-28,122.2094,132.8269,121.7776,130.0008,2541416.0
2020-02-29,122.2094,132.8269,121.7776,130.0008,2541416.0
2020-03-01,122.2094,132.8269,121.7776,130.0008,2541416.0
2020-03-02,132.0026,133.2587,124.6234,133.2587,1979351.0
2020-03-03,132.876,136.0161,124.2014,126.2327,1508550.0
2020-03-04,128.6074,129.8536,124.015,127.7242,1566652.0
2020-03-05,123.0141,123.3869,116.4492,117.5777,1923290.0
