,ATKR US Equity,ATKR US Equity,ATKR US Equity,ATKR US Equity,ATKR US Equity
2019-02-05,23.2608,23.9294,23.2209,23.4404,466163.0
2019-02-06,23.7498,25.3763,23.6201,23.9094,818322.0
2019-02-07,23.8695,23.9494,23.0812,23.6999,546863.0
2019-02-08,23.4404,23.5302,22.3621,22.5124,441001.0
2019-02-09,23.4404,23.5302,22.3621,22.5124,441001.0
2019-02-10,23.4404,23.5302,22.3621,22.5124,441001.0
2019-02-11,22.712,22.8497,22.5224,22.7818,321973.0
2019-02-12,22.9016,23.3506,22.8517,23.2708,335702.0
2019-02-13,23.4404,23.5502,23.151,23.2109,317059.0
2019-02-14,23.1012,23.3307,22.8317,23.0712,341107.0
2019-02-15,23.3107,24.139,23.0712,24.129,485667.0
2019-02-16,23.3107,24.139,23.0712,24.129,485667.0
2019-02-17,23.3107,24.139,23.0712,24.129,485667.0
2019-02-18,23.3107,24.139,23.0712,24.129,485667.0
2019-02-19,24.099,24.1589,23.7697,23.8695,460113.0
2019-02-20,23.9693,24.4084,23.8845,24.1489,424759.0
2019-02-21,23.9294,24.1988,23.8196,23.9094,398808.0
2019-02-22,24.0591,24.2587,23.8196,23.9893,267014.0
2019-02-23,24.0591,24.2587,23.8196,23.9893,267014.0
2019-02-24,24.0591,24.2587,23.8196,23.9893,267014.0
2019-02-25,24.1489,24.2487,23.9593,23.9693,297967.0
2019-02-26,23.9294,24.0591,23.4305,23.4404,273922.0
2019-02-27,23.3406,23.4305,23.2209,23.2409,196378.0
2019-02-28,23.2109,23.2109,22.9465,23.0513,182760.0
2019-03-01,23.2708,23.4205,22.7718,22.9515,215701.0
2019-03-02,23.2708,23.4205,22.7718,22.9515,215701.0
2019-03-03,23.2708,23.4205,22.7718,22.9515,215701.0
2019-03-04,23.0712,23.2608,22.8118,22.8317,344232.0
2019-03-05,22.8617,22.8617,22.1232,22.1731,392558.0
2019-03-06,22.213,22.4326,22.0633,22.1332,352522.0
2019-03-07,22.0534,22.0534,21.6043,21.764,379709.0
2019-03-08,21.5544,21.7041,21.4147,21.5744,181527.0
2019-03-09,21.5544,21.7041,21.4147,21.5744,181527.0
2019-03-10,21.5544,21.7041,21.4147,21.5744,181527.0
2019-03-11,21.4846,21.734,21.4846,21.5943,626611.0
2019-03-12,21.6442,21.7291,21.4546,21.6043,320547.0
2019-03-13,21.7141,22.1132,21.6043,21.9436,189591.0
2019-03-14,21.8737,21.9336,21.5395,21.6542,252738.0
2019-03-15,21.764,22.1033,21.5544,22.0733,407468.0
2019-03-16,21.764,22.1033,21.5544,22.0733,407468.0
2019-03-17,21.764,22.1033,21.5544,22.0733,407468.0
2019-03-18,22.0534,22.4825,22.0534,22.4725,189857.0
2019-03-19,22.6022,22.6471,22.223,22.2729,167562.0
2019-03-20,22.1232,22.1831,21.4896,21.6742,282121.0
2019-03-21,21.5345,22.0632,21.5345,21.8837,174269.0
2019-03-22,21.7041,21.7041,20.6863,20.6863,257909.0
2019-03-23,21.7041,21.7041,20.6863,20.6863,257909.0
2019-03-24,21.7041,21.7041,20.6863,20.6863,257909.0
2019-03-25,20.7162,21.1353,20.4767,21.0555,190797.0
2019-03-26,21.265,21.5345,20.9258,21.1453,154177.0
2019-03-27,21.1353,21.3548,20.7461,20.9956,151996.0
2019-03-28,21.0655,21.4147,20.9856,21.3449,204738.0
2019-03-29,21.5045,21.9137,21.4247,21.4846,366699.0
2019-03-30,21.5045,21.9137,21.4247,21.4846,366699.0
2019-03-31,21.5045,21.9137,21.4247,21.4846,366699.0
2019-04-01,21.7041,22.3128,21.7041,22.243,268147.0
2019-04-02,22.213,22.3527,21.9536,22.0135,208138.0
2019-04-03,22.2031,22.4326,22.0833,22.3727,422369.0
2019-04-04,22.3128,22.8617,22.3028,22.7718,167527.0
2019-04-05,22.8317,23.2109,22.8018,23.1211,240033.0
2019-04-06,22.8317,23.2109,22.8018,23.1211,240033.0
2019-04-07,22.8317,23.2109,22.8018,23.1211,240033.0
2019-04-08,22.9415,23.0014,22.712,22.9914,404421.0
2019-04-09,22.7619,22.7619,22.3428,22.4625,247037.0
2019-04-10,22.4825,22.7619,22.3328,22.7319,215193.0
2019-04-11,22.7319,22.9215,22.6072,22.8916,212869.0
2019-04-12,23.0513,23.3506,22.9714,23.0812,195425.0
2019-04-13,23.0513,23.3506,22.9714,23.0812,195425.0
2019-04-14,23.0513,23.3506,22.9714,23.0812,195425.0
2019-04-15,23.1311,23.2508,22.9914,23.171,266727.0
2019-04-16,23.1012,23.8296,22.9515,23.7298,583242.0
2019-04-17,23.7498,24.099,23.67,23.9494,293021.0
2019-04-18,23.9394,24.1988,23.7997,24.0591,278363.0
2019-04-19,23.9394,24.1988,23.7997,24.0591,278363.0
2019-04-20,23.9394,24.1988,23.7997,24.0591,278363.0
2019-04-21,23.9394,24.1988,23.7997,24.0591,278363.0
2019-04-22,23.9693,23.9693,23.5901,23.9194,227521.0
2019-04-23,23.9294,25.2965,23.8446,25.1967,485796.0
2019-04-24,25.067,25.4961,24.6479,24.7377,410668.0
2019-04-25,24.588,24.6179,24.0242,24.1789,370269.0
2019-04-26,24.1889,24.4283,24.1272,24.3984,189532.0
2019-04-27,24.1889,24.4283,24.1272,24.3984,189532.0
2019-04-28,24.1889,24.4283,24.1272,24.3984,189532.0
2019-04-29,24.4483,24.613,24.3186,24.4782,242268.0
2019-04-30,24.5281,24.7976,24.2437,24.7078,298083.0
2019-05-01,24.8375,24.9672,24.1789,24.4483,378082.0
2019-05-02,24.2886,24.5281,23.9094,24.3785,279429.0
2019-05-03,24.588,25.1967,24.588,25.1768,197609.0
2019-05-04,24.588,25.1967,24.588,25.1768,197609.0
2019-05-05,24.588,25.1967,24.588,25.1768,197609.0
2019-05-06,24.7976,25.1269,24.588,25.0371,253295.0
2019-05-07,26.0749,26.6337,25.2841,25.4961,573593.0
2019-05-08,25.6657,25.8903,25.4362,25.4761,266043.0
2019-05-09,25.1368,25.7456,24.8125,25.6558,276272.0
2019-05-10,25.526,25.5659,24.8475,25.556,334893.0
2019-05-11,25.526,25.5659,24.8475,25.556,334893.0
2019-05-12,25.526,25.5659,24.8475,25.556,334893.0
2019-05-13,24.8075,24.9822,24.3385,24.6878,221938.0
2019-05-14,24.6678,24.8674,24.2387,24.7177,254653.0
2019-05-15,24.4283,24.6678,24.1589,24.6179,371785.0
2019-05-16,24.7876,25.062,24.6878,24.7876,292530.0
2019-05-17,24.5381,24.8175,24.2886,24.6279,268281.0
2019-05-18,24.5381,24.8175,24.2886,24.6279,268281.0
2019-05-19,24.5381,24.8175,24.2886,24.6279,268281.0
2019-05-20,24.4283,24.9173,24.3485,24.6579,343849.0
2019-05-21,24.7377,24.9872,24.4683,24.8275,299115.0
2019-05-22,24.7976,24.8567,24.4483,24.7377,166073.0
2019-05-23,24.3385,24.3385,23.8396,24.0392,233301.0
2019-05-24,24.1988,24.2787,23.7198,23.7797,151122.0
2019-05-25,24.1988,24.2787,23.7198,23.7797,151122.0
2019-05-26,24.1988,24.2787,23.7198,23.7797,151122.0
2019-05-27,24.1988,24.2787,23.7198,23.7797,151122.0
2019-05-28,23.7997,23.8595,23.4404,23.4804,279071.0
2019-05-29,23.3706,23.5602,23.0014,23.2309,199962.0
2019-05-30,23.2708,23.6001,23.191,23.4305,208938.0
2019-05-31,23.0612,23.4804,22.8118,23.3406,309285.0
2019-06-01,23.0612,23.4804,22.8118,23.3406,309285.0
2019-06-02,23.0612,23.4804,22.8118,23.3406,309285.0
2019-06-03,23.4005,23.8496,23.4005,23.8097,313182.0
2019-06-04,24.2387,24.6579,24.0491,24.6579,254812.0
2019-06-05,24.6479,24.7177,24.3635,24.6778,159895.0
2019-06-06,24.608,24.6878,24.0641,24.3086,174912.0
2019-06-07,24.4383,25.0071,24.2886,24.5581,370587.0
2019-06-08,24.4383,25.0071,24.2886,24.5581,370587.0
2019-06-09,24.4383,25.0071,24.2886,24.5581,370587.0
2019-06-10,24.7676,25.4462,24.7676,25.3364,217487.0
2019-06-11,25.536,25.6757,24.4683,24.5182,433174.0
2019-06-12,24.3884,24.7577,24.3086,24.5281,208902.0
2019-06-13,24.6379,25.1468,24.6229,25.1269,182760.0
2019-06-14,25.0271,25.2666,24.6778,25.2067,249675.0
2019-06-15,25.0271,25.2666,24.6778,25.2067,249675.0
2019-06-16,25.0271,25.2666,24.6778,25.2067,249675.0
2019-06-17,25.2965,25.3165,24.9173,24.9473,275451.0
2019-06-18,25.2067,25.6657,25.2067,25.536,172551.0
2019-06-19,25.516,25.7555,25.1069,25.6957,262402.0
2019-06-20,26.035,26.035,25.7056,25.9052,243824.0
2019-06-21,25.7755,26.0649,25.5659,25.5659,398035.0
2019-06-22,25.7755,26.0649,25.5659,25.5659,398035.0
2019-06-23,25.7755,26.0649,25.5659,25.5659,398035.0
2019-06-24,25.5759,25.6458,25.3065,25.4063,233509.0
2019-06-25,25.3963,25.6558,25.2366,25.4163,252344.0
2019-06-26,25.4761,25.5759,25.2666,25.3364,167015.0
2019-06-27,25.3364,25.7955,25.3364,25.6558,208705.0
2019-06-28,25.6558,26.1996,25.6258,25.8154,1289057.0
2019-06-29,25.6558,26.1996,25.6258,25.8154,1289057.0
2019-06-30,25.6558,26.1996,25.6258,25.8154,1289057.0
2019-07-01,26.1647,26.4291,25.6857,25.9052,372025.0
2019-07-02,25.8254,25.8254,25.2466,25.6458,232603.0
2019-07-03,25.7855,25.9252,25.6258,25.8753,113012.0
2019-07-04,25.7855,25.9252,25.6258,25.8753,113012.0
2019-07-05,25.7356,25.9551,25.3664,25.7755,131902.0
2019-07-06,25.7356,25.9551,25.3664,25.7755,131902.0
2019-07-07,25.7356,25.9551,25.3664,25.7755,131902.0
2019-07-08,25.6757,25.8952,25.516,25.6059,149901.0
2019-07-09,25.4262,25.6158,24.598,25.0969,275762.0
2019-07-10,25.2267,25.2566,24.3984,24.5481,316480.0
2019-07-11,24.578,24.8574,24.5281,24.7377,187484.0
2019-07-12,24.9073,25.546,24.8225,25.4562,270207.0
2019-07-13,24.9073,25.546,24.8225,25.4562,270207.0
2019-07-14,24.9073,25.546,24.8225,25.4562,270207.0
2019-07-15,25.536,25.556,25.0271,25.4163,154511.0
2019-07-16,25.4063,25.9451,25.3863,25.8254,226176.0
2019-07-17,25.7056,25.7056,25.3564,25.5659,376495.0
2019-07-18,25.6458,25.7655,25.3202,25.4662,221832.0
2019-07-19,25.546,26.015,25.546,25.7156,279003.0
2019-07-20,25.546,26.015,25.546,25.7156,279003.0
2019-07-21,25.546,26.015,25.546,25.7156,279003.0
2019-07-22,25.7356,25.9252,25.4063,25.6458,264917.0
2019-07-23,25.7955,26.1946,25.5759,26.1447,245633.0
2019-07-24,25.9751,26.5738,25.9751,26.5439,456901.0
2019-07-25,26.4341,27.2224,26.4141,26.7933,304461.0
2019-07-26,26.9231,27.3621,26.8532,27.0428,312705.0
2019-07-27,26.9231,27.3621,26.8532,27.0428,312705.0
2019-07-28,26.9231,27.3621,26.8532,27.0428,312705.0
2019-07-29,27.0827,27.2524,26.8333,27.0428,836452.0
2019-07-30,26.8732,27.3122,26.5439,27.2923,373462.0
2019-07-31,27.2823,27.5867,26.953,27.2324,353495.0
2019-08-01,27.2025,27.452,26.4241,26.5339,602578.0
2019-08-02,26.4141,26.6037,26.035,26.4441,266128.0
2019-08-03,26.4141,26.6037,26.035,26.4441,266128.0
2019-08-04,26.4141,26.6037,26.035,26.4441,266128.0
2019-08-05,26.1846,26.2645,25.8753,26.1747,429805.0
2019-08-06,26.2944,26.499,25.7855,26.1248,361340.0
2019-08-07,27.2424,29.3579,26.1846,28.1605,618213.0
2019-08-08,28.39,30.2061,28.39,29.9567,515647.0
2019-08-09,29.8569,29.9267,29.2482,29.2681,483222.0
2019-08-10,29.8569,29.9267,29.2482,29.2681,483222.0
2019-08-11,29.8569,29.9267,29.2482,29.2681,483222.0
2019-08-12,29.1883,29.4028,28.839,29.1184,244282.0
2019-08-13,29.1284,30.0165,29.0586,29.7072,532707.0
2019-08-14,29.5375,29.5375,28.2902,28.36,375526.0
2019-08-15,28.2702,28.39,27.6116,28.1106,215162.0
2019-08-16,28.39,28.6893,28.2203,28.4798,193069.0
2019-08-17,28.39,28.6893,28.2203,28.4798,193069.0
2019-08-18,28.39,28.6893,28.2203,28.4798,193069.0
2019-08-19,28.9089,29.0186,28.6694,28.7891,404143.0
2019-08-20,28.7991,28.9089,28.4898,28.5496,184134.0
2019-08-21,28.8789,29.1783,28.6744,28.8789,135466.0
2019-08-22,29.0486,29.0486,28.4997,28.7991,187585.0
2019-08-23,28.6295,28.6893,27.6815,27.901,241089.0
2019-08-24,28.6295,28.6893,27.6815,27.901,241089.0
2019-08-25,28.6295,28.6893,27.6815,27.901,241089.0
2019-08-26,28.1904,28.2403,27.7413,27.9309,304376.0
2019-08-27,28.0706,28.1006,27.3621,27.5118,385192.0
2019-08-28,27.4719,27.9409,27.442,27.5917,364356.0
2019-08-29,27.9409,29.1134,27.9409,28.9687,264416.0
2019-08-30,29.1384,29.3479,28.7991,28.9488,176731.0
2019-08-31,29.1384,29.3479,28.7991,28.9488,176731.0
2019-09-01,29.1384,29.3479,28.7991,28.9488,176731.0
2019-09-02,29.1384,29.3479,28.7991,28.9488,176731.0
2019-09-03,28.7293,28.7702,28.0008,28.2503,232950.0
2019-09-04,28.4798,28.9887,28.4798,28.8989,206329.0
2019-09-05,29.3579,29.6972,29.0985,29.0985,238517.0
2019-09-06,29.1384,29.2781,29.0186,29.1085,178352.0
2019-09-07,29.1384,29.2781,29.0186,29.1085,178352.0
2019-09-08,29.1384,29.2781,29.0186,29.1085,178352.0
2019-09-09,29.3579,29.7671,29.1085,29.4477,189530.0
2019-09-10,29.5176,29.8668,28.9588,29.6573,202471.0
2019-09-11,29.8269,31.5134,29.5176,31.4934,789072.0
2019-09-12,31.5932,31.8227,31.0244,31.4435,326483.0
2019-09-13,31.683,31.9325,31.1741,31.703,362006.0
2019-09-14,31.683,31.9325,31.1741,31.703,362006.0
2019-09-15,31.683,31.9325,31.1741,31.703,362006.0
2019-09-16,31.5333,32.0123,31.4136,31.8127,274178.0
2019-09-17,31.5233,31.7529,31.204,31.5333,256906.0
2019-09-18,31.4635,31.5433,30.5155,30.8348,232620.0
2019-09-19,30.755,31.0643,30.3957,30.4356,176032.0
2019-09-20,30.4855,30.9446,30.3957,30.5354,338452.0
2019-09-21,30.4855,30.9446,30.3957,30.5354,338452.0
2019-09-22,30.4855,30.9446,30.3957,30.5354,338452.0
2019-09-23,30.2361,30.9146,30.0672,30.5654,149426.0
2019-09-24,30.6053,30.8797,29.817,30.0165,269757.0
2019-09-25,30.1263,30.7051,29.8569,30.6751,233650.0
2019-09-26,30.5953,30.6352,29.807,29.9866,175556.0
2019-09-27,30.0465,30.4356,29.6174,29.9866,117710.0
2019-09-28,30.0465,30.4356,29.6174,29.9866,117710.0
2019-09-29,30.0465,30.4356,29.6174,29.9866,117710.0
2019-09-30,29.9367,30.5304,29.777,30.286,413387.0
2019-10-01,30.5753,31.0943,29.7371,29.777,267385.0
2019-10-02,29.328,29.5076,28.5197,29.4777,303149.0
2019-10-03,29.5076,29.8768,29.4078,29.817,230290.0
2019-10-04,29.7371,30.2959,29.7371,30.286,181496.0
2019-10-05,29.7371,30.2959,29.7371,30.286,181496.0
2019-10-06,29.7371,30.2959,29.7371,30.286,181496.0
2019-10-07,30.0465,30.3957,29.9118,30.0165,196300.0
2019-10-08,29.5375,29.777,29.1783,29.4078,277241.0
2019-10-09,29.4677,29.8269,29.3679,29.6872,182866.0
2019-10-10,29.8269,30.735,29.8269,30.4556,246971.0
2019-10-11,31.0144,31.8227,31.0144,31.1841,451954.0
2019-10-12,31.0144,31.8227,31.0144,31.1841,451954.0
2019-10-13,31.0144,31.8227,31.0144,31.1841,451954.0
2019-10-14,31.0444,31.4036,31.0444,31.1342,253596.0
2019-10-15,31.2639,31.683,30.9545,31.4934,198545.0
2019-10-16,31.4335,32.3815,31.4335,32.2418,460364.0
2019-10-17,32.3815,33.0302,32.3516,32.8705,296825.0
2019-10-18,32.6709,33.3096,32.641,32.8605,337807.0
2019-10-19,32.6709,33.3096,32.641,32.8605,337807.0
2019-10-20,32.6709,33.3096,32.641,32.8605,337807.0
2019-10-21,33.1499,33.7985,33.09,33.4892,298898.0
2019-10-22,33.4792,33.4992,33.0002,33.2597,429240.0
2019-10-23,33.4094,34.1777,33.281,33.8684,278532.0
2019-10-24,34.1079,34.2974,33.4992,33.7187,242223.0
2019-10-25,33.6987,34.1478,33.599,34.028,196659.0
2019-10-26,33.6987,34.1478,33.599,34.028,196659.0
2019-10-27,33.6987,34.1478,33.599,34.028,196659.0
2019-10-28,34.2576,34.8763,34.2226,34.6068,403713.0
2019-10-29,34.3673,35.1557,34.3673,34.9461,229956.0
2019-10-30,34.8164,35.016,34.3773,34.9561,237562.0
2019-10-31,34.7964,34.976,34.3623,34.6268,266018.0
2019-11-01,34.8363,36.1037,34.5271,36.0637,514449.0
2019-11-02,34.8363,36.1037,34.5271,36.0637,514449.0
2019-11-03,34.8363,36.1037,34.5271,36.0637,514449.0
2019-11-04,36.423,37.4009,36.2334,37.1814,521268.0
2019-11-05,37.3909,37.9597,37.0217,37.361,551563.0
2019-11-06,37.3311,37.5855,37.0417,37.4309,338363.0
2019-11-07,37.8899,38.0895,37.1514,37.3909,396776.0
2019-11-08,37.3111,37.8599,37.2657,37.4508,200268.0
2019-11-09,37.3111,37.8599,37.2657,37.4508,200268.0
2019-11-10,37.3111,37.8599,37.2657,37.4508,200268.0
2019-11-11,37.2413,37.85,37.2357,37.6604,354380.0
2019-11-12,37.7202,37.7202,36.9618,37.0816,487175.0
2019-11-13,36.6924,36.7687,36.0338,36.2733,478639.0
2019-11-14,36.2434,37.3111,35.944,36.5128,732758.0
2019-11-15,36.872,37.8799,36.8421,37.2013,518890.0
2019-11-16,36.872,37.8799,36.8421,37.2013,518890.0
2019-11-17,36.872,37.8799,36.8421,37.2013,518890.0
2019-11-18,37.1614,37.4209,36.7722,37.1814,370831.0
2019-11-19,37.1714,37.7003,36.8621,37.3311,506920.0
2019-11-20,37.341,38.0895,37.2712,37.5306,379995.0
2019-11-21,37.6005,37.6105,36.7573,37.1614,494204.0
2019-11-22,38.7181,41.3027,38.4387,40.6341,1153132.0
2019-11-23,38.7181,41.3027,38.4387,40.6341,1153132.0
2019-11-24,38.7181,41.3027,38.4387,40.6341,1153132.0
2019-11-25,41.4124,42.1409,41.133,41.5621,975801.0
2019-11-26,41.7318,41.8814,40.8137,41.3825,1008134.0
2019-11-27,41.632,42.1209,41.3825,41.7916,331732.0
2019-11-28,41.632,42.1209,41.3825,41.7916,331732.0
2019-11-29,41.5521,41.9313,41.1829,41.632,144360.0
2019-11-30,41.5521,41.9313,41.1829,41.632,144360.0
2019-12-01,41.5521,41.9313,41.1829,41.632,144360.0
2019-12-02,41.8016,41.9114,41.2428,41.4823,490752.0
2019-12-03,40.9534,41.0303,40.5143,40.8337,372144.0
2019-12-04,41.2528,41.6419,40.8736,41.3027,400451.0
2019-12-05,41.4524,41.9812,41.2029,41.3027,540907.0
2019-12-06,41.8315,42.58,41.8315,42.2307,487332.0
2019-12-07,41.8315,42.58,41.8315,42.2307,487332.0
2019-12-08,41.8315,42.58,41.8315,42.2307,487332.0
2019-12-09,41.9513,42.4303,41.6519,41.9014,429268.0
2019-12-10,41.7617,42.2806,41.5521,42.071,470972.0
2019-12-11,41.9413,42.1609,41.2528,41.6719,619060.0
2019-12-12,41.5921,42.111,41.3526,41.5921,362095.0
2019-12-13,41.3526,41.7118,40.5343,40.654,311626.0
2019-12-14,41.3526,41.7118,40.5343,40.654,311626.0
2019-12-15,41.3526,41.7118,40.5343,40.654,311626.0
2019-12-16,40.9434,41.0831,40.2499,40.3048,369245.0
2019-12-17,40.1551,40.4944,39.736,40.4545,735882.0
2019-12-18,40.684,40.8137,40.3547,40.5942,310718.0
2019-12-19,40.5642,40.7438,40.205,40.6041,302351.0
2019-12-20,40.9933,41.1131,40.4944,40.5443,451315.0
2019-12-21,40.9933,41.1131,40.4944,40.5443,451315.0
2019-12-22,40.9933,41.1131,40.4944,40.5443,451315.0
2019-12-23,40.684,40.7438,40.0553,40.5343,213952.0
2019-12-24,40.4744,40.674,40.3247,40.6141,101247.0
2019-12-25,40.4744,40.674,40.3247,40.6141,101247.0
2019-12-26,40.6141,40.8137,40.2748,40.3846,178522.0
2019-12-27,40.5044,40.7339,40.2848,40.6241,198200.0
2019-12-28,40.5044,40.7339,40.2848,40.6241,198200.0
2019-12-29,40.5044,40.7339,40.2848,40.6241,198200.0
2019-12-30,40.6141,40.9135,40.3447,40.6341,308431.0
2019-12-31,40.6141,41.2228,40.3148,40.3746,274707.0
2020-01-01,40.6141,41.2228,40.3148,40.3746,274707.0
2020-01-02,40.7139,40.8436,39.3967,40.2249,312178.0
2020-01-03,39.6462,40.1042,39.4965,39.9755,292279.0
2020-01-04,39.6462,40.1042,39.4965,39.9755,292279.0
2020-01-05,39.6462,40.1042,39.4965,39.9755,292279.0
2020-01-06,39.4665,39.8807,39.1472,39.7759,277370.0
2020-01-07,39.6063,40.4345,39.5514,40.3447,249906.0
2020-01-08,40.215,40.8836,40.215,40.5942,284576.0
2020-01-09,40.7538,40.9634,40.4844,40.8237,403507.0
2020-01-10,40.9135,41.0532,40.6141,40.8736,324037.0
2020-01-11,40.9135,41.0532,40.6141,40.8736,324037.0
2020-01-12,40.9135,41.0532,40.6141,40.8736,324037.0
2020-01-13,40.9534,41.6918,40.9135,41.6918,373828.0
2020-01-14,41.632,41.8814,41.163,41.2827,421971.0
2020-01-15,41.2029,41.5222,40.9833,41.2428,242192.0
2020-01-16,41.4823,41.8116,41.2428,41.7916,259121.0
2020-01-17,42.0112,42.0112,41.2628,41.4923,250087.0
2020-01-18,42.0112,42.0112,41.2628,41.4923,250087.0
2020-01-19,42.0112,42.0112,41.2628,41.4923,250087.0
2020-01-20,42.0112,42.0112,41.2628,41.4923,250087.0
2020-01-21,41.3725,42.1808,41.2528,42.0211,396843.0
2020-01-22,42.4802,43.4082,42.1708,42.3405,395544.0
2020-01-23,42.2407,42.2706,40.6141,40.7139,336888.0
2020-01-24,40.7139,41.0183,40.5243,40.8436,341701.0
2020-01-25,40.7139,41.0183,40.5243,40.8436,341701.0
2020-01-26,40.7139,41.0183,40.5243,40.8436,341701.0
2020-01-27,40.3946,40.4545,39.746,40.1751,532072.0
2020-01-28,40.4944,40.6441,40.0054,40.5243,410392.0
2020-01-29,40.7239,41.123,40.6241,40.8037,512722.0
2020-01-30,40.4944,41.0033,40.185,40.9334,281236.0
2020-01-31,40.6341,40.9933,39.3368,39.6162,506247.0
2020-02-01,40.6341,40.9933,39.3368,39.6162,506247.0
2020-02-02,40.6341,40.9933,39.3368,39.6162,506247.0
2020-02-03,39.8258,40.5143,39.6262,39.7559,270402.0
2020-02-04,41.7916,42.4802,41.0632,41.2827,557012.0
2020-02-05,42.0511,42.071,41.5921,41.8515,339114.0
2020-02-06,42.081,42.081,40.8736,41.3226,303740.0
2020-02-07,41.0632,41.143,40.664,40.9734,259128.0
2020-02-08,41.0632,41.143,40.664,40.9734,259128.0
2020-02-09,41.0632,41.143,40.664,40.9734,259128.0
2020-02-10,40.9135,41.8715,40.5542,41.8216,273839.0
2020-02-11,42.1509,42.6947,41.9313,42.0311,476971.0
2020-02-12,42.2307,42.7396,42.1409,42.5999,288668.0
2020-02-13,42.3105,43.3285,42.0411,43.1288,230766.0
2020-02-14,42.9891,43.1987,41.7817,42.071,438853.0
2020-02-15,42.9891,43.1987,41.7817,42.071,438853.0
2020-02-16,42.9891,43.1987,41.7817,42.071,438853.0
2020-02-17,42.9891,43.1987,41.7817,42.071,438853.0
2020-02-18,41.8914,42.2008,41.8116,41.8814,265458.0
2020-02-19,41.9114,42.8195,41.8602,42.5001,274343.0
2020-02-20,42.4103,42.8344,41.7916,41.9812,259475.0
2020-02-21,41.6918,41.7142,40.9341,41.4524,281514.0
2020-02-22,41.6918,41.7142,40.9341,41.4524,281514.0
2020-02-23,41.6918,41.7142,40.9341,41.4524,281514.0
2020-02-24,39.9256,40.8137,39.5564,40.5542,342370.0
2020-02-25,40.6141,40.7937,38.5285,38.7481,424225.0
2020-02-26,38.9377,39.6262,38.4786,38.758,371990.0
2020-02-27,37.7901,38.8678,36.5328,36.6126,572285.0
2020-02-28,34.8663,36.892,34.8663,36.8321,608782.0
2020-02-29,34.8663,36.892,34.8663,36.8321,608782.0
2020-03-01,34.8663,36.892,34.8663,36.8321,608782.0
2020-03-02,37.2313,38.7481,36.7623,38.7181,365528.0
2020-03-03,38.758,39.5164,36.7024,37.1115,421830.0
2020-03-04,37.82,37.9997,36.5328,37.9997,285739.0
2020-03-05,36.7423,37.4708,36.6325,37.0317,412245.0
2020-03-06,35.7943,37.6404,35.5541,37.4907,597274.0
2020-03-07,35.7943,37.6404,35.5541,37.4907,597274.0
2020-03-08,35.7943,37.6404,35.5541,37.4907,597274.0
2020-03-09,34.6767,35.1756,33.6389,34.038,729044.0
2020-03-10,35.1058,36.1136,34.2426,36.0538,567948.0
2020-03-11,34.986,35.6047,34.3873,34.8962,585687.0
2020-03-12,32.3915,32.5512,28.7692,28.7891,490361.0
2020-03-13,30.4955,30.4955,27.4619,29.0985,609482.0
