,EBSB US Equity,EBSB US Equity,EBSB US Equity,EBSB US Equity,EBSB US Equity
2020-02-06,17.3828,17.546,17.306,17.3444,155215.0
2020-02-07,17.3444,17.4212,17.1594,17.1812,169256.0
2020-02-08,17.3444,17.4212,17.1594,17.1812,169256.0
2020-02-09,17.3444,17.4212,17.1594,17.1812,169256.0
2020-02-10,17.1428,17.21,17.114,17.1284,134892.0
2020-02-11,17.1524,17.4356,17.1524,17.2628,240471.0
2020-02-12,17.306,17.45,17.2196,17.3492,229203.0
2020-02-13,17.2964,17.6228,17.2964,17.5652,120440.0
2020-02-14,17.5268,17.5844,17.3348,17.3444,121963.0
2020-02-15,17.5268,17.5844,17.3348,17.3444,121963.0
2020-02-16,17.5268,17.5844,17.3348,17.3444,121963.0
2020-02-17,17.5268,17.5844,17.3348,17.3444,121963.0
2020-02-18,17.2196,17.5268,17.2004,17.3012,156718.0
2020-02-19,17.2772,17.5652,17.2772,17.3732,142123.0
2020-02-20,17.354,17.45,17.258,17.3732,96414.0
2020-02-21,17.3924,17.3924,17.1428,17.1428,103238.0
2020-02-22,17.3924,17.3924,17.1428,17.1428,103238.0
2020-02-23,17.3924,17.3924,17.1428,17.1428,103238.0
2020-02-24,16.8165,17.0756,16.8165,16.9605,153055.0
2020-02-25,16.9413,17.0756,16.5477,16.5477,216552.0
2020-02-26,16.5285,16.8117,16.5093,16.5573,170080.0
2020-02-27,16.4325,16.6917,16.0774,16.1062,254197.0
2020-02-28,15.7799,16.2598,15.5591,15.847,280716.0
2020-02-29,15.7799,16.2598,15.5591,15.847,280716.0
2020-03-01,15.7799,16.2598,15.5591,15.847,280716.0
2020-03-02,15.8086,16.4901,15.7511,16.4901,170597.0
2020-03-03,16.3558,16.4517,15.6599,15.8662,284919.0
2020-03-04,15.9046,16.1926,15.7799,16.0486,232378.0
2020-03-05,15.7894,15.9526,15.5207,15.7415,197314.0
2020-03-06,15.3767,15.7031,15.1751,15.5495,220450.0
2020-03-07,15.3767,15.7031,15.1751,15.5495,220450.0
2020-03-08,15.3767,15.7031,15.1751,15.5495,220450.0
2020-03-09,14.7336,14.7623,13.8794,14.0425,215292.0
2020-03-10,14.3497,14.5417,13.6682,14.3305,210867.0
2020-03-11,13.9465,14.1097,13.3802,13.5434,277787.0
2020-03-12,12.9003,13.0251,12.0557,12.2668,376517.0
2020-03-13,12.8043,13.4186,12.3052,12.9675,292368.0
2020-03-14,12.8043,13.4186,12.3052,12.9675,292368.0
2020-03-15,12.8043,13.4186,12.3052,12.9675,292368.0
2020-03-16,11.7389,12.0844,11.1726,11.2302,207521.0
2020-03-17,11.3166,12.3436,10.6639,12.334,302196.0
2020-03-18,11.6096,11.7352,9.8807,9.9,216771.0
2020-03-19,9.9097,10.9432,9.6586,10.5375,269033.0
2020-03-20,10.3733,10.7597,9.3785,9.3785,403665.0
2020-03-21,10.3733,10.7597,9.3785,9.3785,403665.0
2020-03-22,10.3733,10.7597,9.3785,9.3785,403665.0
2020-03-23,9.3109,9.4268,8.5768,9.3592,302588.0
2020-03-24,9.7938,9.9966,9.3785,9.9387,445139.0
2020-03-25,10.0932,10.7983,9.8711,10.4699,243122.0
2020-03-26,10.5761,11.5034,10.5761,11.4068,238534.0
2020-03-27,11.1074,11.3875,10.7597,10.808,215811.0
2020-03-28,11.1074,11.3875,10.7597,10.808,215811.0
2020-03-29,11.1074,11.3875,10.7597,10.808,215811.0
2020-03-30,10.9142,11.0301,10.4216,10.8852,215692.0
2020-03-31,10.808,10.8659,10.4216,10.8369,376163.0
2020-04-01,10.4699,10.5375,9.9483,10.0353,195901.0
2020-04-02,9.9,10.098,9.8035,9.987,240420.0
2020-04-03,9.8035,9.958,9.5137,9.6393,241400.0
2020-04-04,9.8035,9.958,9.5137,9.6393,241400.0
2020-04-05,9.8035,9.958,9.5137,9.6393,241400.0
2020-04-06,9.9483,10.1029,9.6006,9.9677,327541.0
2020-04-07,10.1608,10.5085,9.8421,9.9677,330370.0
2020-04-08,10.0836,10.75,10.0836,10.5955,218604.0
2020-04-09,10.6727,11.6,10.5375,11.513,229754.0
2020-04-10,10.6727,11.6,10.5375,11.513,229754.0
2020-04-11,10.6727,11.6,10.5375,11.513,229754.0
2020-04-12,10.6727,11.6,10.5375,11.513,229754.0
2020-04-13,11.4744,11.6,10.6921,10.8369,145459.0
2020-04-14,10.9915,11.0977,10.4264,10.5568,191479.0
2020-04-15,10.0932,10.185,9.7262,9.7745,173167.0
2020-04-16,9.7262,10.0884,9.3881,9.6296,234328.0
2020-04-17,9.9387,10.4602,9.9,10.4023,166093.0
2020-04-18,9.9387,10.4602,9.9,10.4023,166093.0
2020-04-19,9.9387,10.4602,9.9,10.4023,166093.0
2020-04-20,10.1125,10.4506,10.0353,10.2091,129325.0
2020-04-21,9.7648,10.2284,9.7648,10.0449,96631.0
2020-04-22,10.0449,10.1898,9.7552,10.0256,150921.0
2020-04-23,9.987,10.5761,9.9677,10.3637,270779.0
2020-04-24,10.3926,10.4825,10.0353,10.1222,132640.0
2020-04-25,10.3926,10.4825,10.0353,10.1222,132640.0
2020-04-26,10.3926,10.4825,10.0353,10.1222,132640.0
2020-04-27,10.2864,11.0687,10.1801,11.0494,199746.0
2020-04-28,11.4647,11.7448,11.3392,11.6772,207012.0
2020-04-29,12.1215,12.4596,11.9187,12.2374,204110.0
2020-04-30,11.8897,11.8897,11.315,11.3778,157753.0
2020-05-01,11.1074,11.2909,10.6534,11.0881,139722.0
2020-05-02,11.1074,11.2909,10.6534,11.0881,139722.0
2020-05-03,11.1074,11.2909,10.6534,11.0881,139722.0
2020-05-04,10.8562,10.9625,10.6438,10.8369,150818.0
2020-05-05,11.0011,11.2329,10.5955,10.6727,139277.0
2020-05-06,10.6921,10.8176,10.2284,10.3154,138656.0
2020-05-07,10.4699,11.1267,10.3926,10.7307,210863.0
2020-05-08,10.9528,11.2136,10.7983,11.0591,162670.0
2020-05-09,10.9528,11.2136,10.7983,11.0591,162670.0
2020-05-10,10.9528,11.2136,10.7983,11.0591,162670.0
2020-05-11,10.7983,10.8562,10.3733,10.4892,208075.0
2020-05-12,10.5955,10.5955,10.0449,10.0739,124091.0
2020-05-13,9.9677,10.3801,9.3785,9.6489,169189.0
2020-05-14,9.5523,9.8035,9.2046,9.6779,174225.0
2020-05-15,9.6586,9.8035,9.5519,9.6296,154756.0
2020-05-16,9.6586,9.8035,9.5519,9.6296,154756.0
2020-05-17,9.6586,9.8035,9.5519,9.6296,154756.0
2020-05-18,10.1319,10.9818,10.1174,10.9239,278360.0
2020-05-19,10.8176,10.8176,9.8904,9.9,184728.0
2020-05-20,10.1512,10.6727,10.1029,10.4602,163783.0
2020-05-21,10.412,10.5955,10.348,10.3926,69728.0
2020-05-22,10.4506,10.4796,10.1029,10.2478,86548.0
2020-05-23,10.4506,10.4796,10.1029,10.2478,86548.0
2020-05-24,10.4506,10.4796,10.1029,10.2478,86548.0
2020-05-25,10.4506,10.4796,10.1029,10.2478,86548.0
2020-05-26,10.779,10.9432,10.721,10.808,124276.0
2020-05-27,11.3102,11.7642,11.0108,11.6676,182149.0
2020-05-28,11.909,11.909,11.2136,11.2716,195180.0
2020-05-29,11.0977,11.4261,10.7983,11.1267,239120.0
2020-05-30,11.0977,11.4261,10.7983,11.1267,239120.0
2020-05-31,11.0977,11.4261,10.7983,11.1267,239120.0
2020-06-01,11.204,11.3199,10.9625,11.0301,183513.0
2020-06-02,11.146,11.3005,10.6921,10.8176,104087.0
2020-06-03,11.1653,11.6772,11.1653,11.3585,126104.0
2020-06-04,11.2426,11.3971,10.9722,11.146,170446.0
2020-06-05,11.8318,12.7493,11.6869,12.701,391926.0
2020-06-06,11.8318,12.7493,11.6869,12.701,391926.0
2020-06-07,11.8318,12.7493,11.6869,12.701,391926.0
2020-06-08,12.9618,13.097,12.5562,12.6045,119055.0
2020-06-09,12.5562,12.6527,12.0732,12.4016,138321.0
2020-06-10,12.3147,12.3147,11.2426,11.2716,165714.0
2020-06-11,10.9432,10.9432,10.296,10.4602,205195.0
2020-06-12,10.9239,10.9432,10.2478,10.6438,191299.0
2020-06-13,10.9239,10.9432,10.2478,10.6438,191299.0
2020-06-14,10.9239,10.9432,10.2478,10.6438,191299.0
2020-06-15,10.3154,10.9722,10.0546,10.7693,185311.0
2020-06-16,11.2329,11.3778,10.8659,11.2233,177722.0
2020-06-17,12.1375,12.1375,10.9218,10.985,249214.0
2020-06-18,10.8537,11.3497,10.8148,11.0774,155311.0
2020-06-19,11.2233,11.2622,10.5133,10.8634,399809.0
2020-06-20,11.2233,11.2622,10.5133,10.8634,399809.0
2020-06-21,11.2233,11.2622,10.5133,10.8634,399809.0
2020-06-22,10.7175,10.9315,10.6203,10.8829,79026.0
2020-06-23,11.0774,11.1066,10.7467,10.8051,66420.0
2020-06-24,10.6689,10.951,10.3674,10.4841,169817.0
2020-06-25,10.3966,10.8051,10.2994,10.7565,134072.0
2020-06-26,10.63,10.6689,10.2604,10.5911,427890.0
2020-06-27,10.63,10.6689,10.2604,10.5911,427890.0
2020-06-28,10.63,10.6689,10.2604,10.5911,427890.0
2020-06-29,10.7759,11.199,10.7175,11.0482,229553.0
2020-06-30,10.9801,11.3205,10.9801,11.2816,158988.0
2020-07-01,11.3594,11.3594,10.7565,10.7662,138405.0
2020-07-02,11.0774,11.1941,10.6203,10.6689,104288.0
2020-07-03,11.0774,11.1941,10.6203,10.6689,104288.0
2020-07-04,11.0774,11.1941,10.6203,10.6689,104288.0
2020-07-05,11.0774,11.1941,10.6203,10.6689,104288.0
2020-07-06,10.9704,10.9996,10.6495,10.737,136613.0
2020-07-07,10.6008,10.6786,10.4161,10.4452,143056.0
2020-07-08,10.3966,10.6397,10.2118,10.3723,259846.0
2020-07-09,10.3188,10.3674,10.0854,10.1826,270211.0
2020-07-10,10.2021,10.6495,10.2021,10.6495,164533.0
2020-07-11,10.2021,10.6495,10.2021,10.6495,164533.0
2020-07-12,10.2021,10.6495,10.2021,10.6495,164533.0
2020-07-13,10.7856,10.8732,10.382,10.6689,255752.0
2020-07-14,10.6689,10.8245,10.5133,10.6884,104100.0
2020-07-15,10.9607,11.6318,10.9508,11.5248,295636.0
2020-07-16,11.4275,11.5442,11.3011,11.3594,139448.0
2020-07-17,11.2914,11.4008,11.019,11.0385,131122.0
2020-07-18,11.2914,11.4008,11.019,11.0385,131122.0
2020-07-19,11.2914,11.4008,11.019,11.0385,131122.0
2020-07-20,10.9315,10.9715,10.6397,10.7078,117218.0
2020-07-21,10.8148,11.4859,10.7467,11.3983,233543.0
2020-07-22,11.6707,12.3593,11.3789,11.7485,247317.0
2020-07-23,11.7387,11.9916,11.5248,11.6998,102185.0
2020-07-24,11.7485,11.7776,11.4372,11.4567,124396.0
2020-07-25,11.7485,11.7776,11.4372,11.4567,124396.0
2020-07-26,11.7485,11.7776,11.4372,11.4567,124396.0
2020-07-27,11.3303,11.4081,11.1357,11.3837,127946.0
2020-07-28,11.3594,11.6609,11.3594,11.5637,133852.0
2020-07-29,11.5442,11.5928,11.3205,11.5637,121918.0
2020-07-30,11.2816,11.3692,11.1163,11.1844,94799.0
2020-07-31,11.0871,11.1649,10.8926,11.092,165511.0
2020-08-01,11.0871,11.1649,10.8926,11.092,165511.0
2020-08-02,11.0871,11.1649,10.8926,11.092,165511.0
2020-08-03,11.0677,11.2427,10.9801,11.1649,109980.0
2020-08-04,11.1357,11.1552,10.8926,11.1163,82178.0
2020-08-05,11.2525,11.3108,11.0871,11.2525,363352.0
2020-08-06,11.2136,11.4372,11.2038,11.2914,81737.0
2020-08-07,11.2038,11.8749,11.2038,11.8749,104191.0
2020-08-08,11.2038,11.8749,11.2038,11.8749,104191.0
2020-08-09,11.2038,11.8749,11.2038,11.8749,104191.0
2020-08-10,11.9041,12.4098,11.9041,12.1472,121077.0
2020-08-11,12.3903,12.6432,12.2834,12.3223,125460.0
2020-08-12,12.5946,12.5946,12.011,12.2153,88640.0
2020-08-13,12.118,12.118,11.5928,11.7582,338815.0
2020-08-14,11.6415,12.1472,11.5734,11.9235,89912.0
2020-08-15,11.6415,12.1472,11.5734,11.9235,89912.0
2020-08-16,11.6415,12.1472,11.5734,11.9235,89912.0
2020-08-17,11.8068,11.8068,11.5345,11.622,81899.0
2020-08-18,11.6318,11.6318,11.2184,11.2816,85544.0
2020-08-19,11.2525,11.5345,11.2525,11.3692,116167.0
2020-08-20,11.1941,11.3108,11.1357,11.1649,83241.0
2020-08-21,11.1552,11.1844,10.9704,11.0482,105876.0
2020-08-22,11.1552,11.1844,10.9704,11.0482,105876.0
2020-08-23,11.1552,11.1844,10.9704,11.0482,105876.0
2020-08-24,11.0968,11.4372,11.0288,11.4275,96494.0
2020-08-25,11.4956,11.8749,11.2525,11.3011,81672.0
2020-08-26,11.2136,11.2816,11.0871,11.1066,93867.0
2020-08-27,11.0871,11.4081,11.0871,11.3011,89538.0
2020-08-28,11.4372,11.4372,11.2281,11.34,78341.0
2020-08-29,11.4372,11.4372,11.2281,11.34,78341.0
2020-08-30,11.4372,11.4372,11.2281,11.34,78341.0
2020-08-31,11.4081,11.4372,11.2233,11.3205,167781.0
2020-09-01,11.2816,11.447,11.2136,11.3108,117981.0
2020-09-02,11.2719,11.3886,11.2136,11.2768,79360.0
2020-09-03,11.3594,11.6123,11.2622,11.2914,123356.0
2020-09-04,11.5539,11.6026,11.2233,11.2379,152470.0
2020-09-05,11.5539,11.6026,11.2233,11.2379,152470.0
2020-09-06,11.5539,11.6026,11.2233,11.2379,152470.0
2020-09-07,11.5539,11.6026,11.2233,11.2379,152470.0
2020-09-08,11.1552,11.1552,10.8926,10.8926,215425.0
2020-09-09,10.9801,10.9801,10.7495,10.8343,132877.0
2020-09-10,10.8926,10.9996,10.8245,10.8829,124265.0
2020-09-11,10.8926,10.9412,10.7954,10.8051,120151.0
2020-09-12,10.8926,10.9412,10.7954,10.8051,120151.0
2020-09-13,10.8926,10.9412,10.7954,10.8051,120151.0
2020-09-14,10.844,11.0385,10.8391,10.8732,131620.0
2020-09-15,10.8732,10.9364,10.7175,10.7467,159331.0
2020-09-16,10.7369,10.8937,10.6879,10.8741,153425.0
2020-09-17,10.7467,10.8153,10.7075,10.7271,77910.0
2020-09-18,10.8055,10.8055,10.5018,10.5606,459838.0
2020-09-19,10.8055,10.8055,10.5018,10.5606,459838.0
2020-09-20,10.8055,10.8055,10.5018,10.5606,459838.0
2020-09-21,10.443,10.4528,9.963,10.0316,220610.0
2020-09-22,10.0708,10.2079,9.8259,9.9042,184359.0
2020-09-23,9.9042,10.2324,9.6299,9.6299,125363.0
2020-09-24,9.6593,9.9924,9.5516,9.8063,109418.0
2020-09-25,9.6789,9.8944,9.6789,9.7671,102180.0
2020-09-26,9.6789,9.8944,9.6789,9.7671,102180.0
2020-09-27,9.6789,9.8944,9.6789,9.7671,102180.0
2020-09-28,9.8846,10.3059,9.8846,10.1687,98596.0
2020-09-29,10.11,10.1687,9.8455,10.0316,90033.0
2020-09-30,10.0904,10.2569,10.0316,10.1393,138885.0
2020-10-01,10.1393,10.3157,10.0414,10.2863,101677.0
2020-10-02,10.1002,10.6096,10.0551,10.5606,78281.0
2020-10-03,10.1002,10.6096,10.0551,10.5606,78281.0
2020-10-04,10.1002,10.6096,10.0551,10.5606,78281.0
2020-10-05,10.6096,11.021,10.5606,10.972,135571.0
2020-10-06,11.0994,11.4129,10.9329,10.9427,112353.0
2020-10-07,11.0504,11.3345,11.0504,11.2953,127522.0
2020-10-08,11.4031,11.5109,11.168,11.4619,143712.0
2020-10-09,11.5206,11.599,11.3345,11.4423,86120.0
2020-10-10,11.5206,11.599,11.3345,11.4423,86120.0
2020-10-11,11.5206,11.599,11.3345,11.4423,86120.0
2020-10-12,11.4227,11.7068,11.4129,11.6578,71333.0
2020-10-13,11.5402,11.5402,11.2561,11.3149,113269.0
2020-10-14,11.2463,11.4423,11.1092,11.1288,104457.0
2020-10-15,11.0014,11.4325,10.9329,11.3835,136819.0
2020-10-16,11.3541,11.6382,11.2855,11.5206,67348.0
2020-10-17,11.3541,11.6382,11.2855,11.5206,67348.0
2020-10-18,11.3541,11.6382,11.2855,11.5206,67348.0
2020-10-19,11.5794,11.6088,11.3737,11.4227,121289.0
2020-10-20,11.5109,11.7411,11.5109,11.5696,125203.0
2020-10-21,11.5304,11.697,11.5304,11.6284,92727.0
2020-10-22,11.6284,12.128,11.6284,12.0888,141912.0
2020-10-23,12.0986,12.3827,12.0986,12.2946,111967.0
2020-10-24,12.0986,12.3827,12.0986,12.2946,111967.0
2020-10-25,12.0986,12.3827,12.0986,12.2946,111967.0
2020-10-26,12.1966,12.2358,11.5011,11.599,315183.0
2020-10-27,11.5402,11.7117,11.3149,11.3541,99598.0
2020-10-28,11.3541,11.7362,11.1778,11.5598,152734.0
2020-10-29,11.5304,12.2652,11.4717,12.1329,208339.0
2020-10-30,12.0399,12.3338,12.0399,12.1966,222493.0
2020-10-31,12.0399,12.3338,12.0399,12.1966,222493.0
2020-11-01,12.0399,12.3338,12.0399,12.1966,222493.0
2020-11-02,12.3827,12.6032,12.2162,12.4513,154009.0
2020-11-03,12.7844,12.7844,12.4905,12.5787,319904.0
2020-11-04,12.2358,12.2358,11.6284,11.6872,195019.0
2020-11-05,11.6774,12.0203,11.5696,11.8145,135285.0
2020-11-06,11.9419,11.9517,11.4619,11.5402,115343.0
2020-11-07,11.9419,11.9517,11.4619,11.5402,115343.0
2020-11-08,11.9419,11.9517,11.4619,11.5402,115343.0
2020-11-09,12.5395,13.6759,12.5395,13.2644,274668.0
2020-11-10,13.3918,13.8228,13.2987,13.6857,163444.0
2020-11-11,13.6857,13.6857,13.0979,13.382,102336.0
2020-11-12,13.1371,13.2252,12.8236,13.0881,158655.0
2020-11-13,13.1567,13.4995,13.1567,13.3624,94090.0
2020-11-14,13.1567,13.4995,13.1567,13.3624,94090.0
2020-11-15,13.1567,13.4995,13.1567,13.3624,94090.0
2020-11-16,13.7934,14.2441,13.6465,14.2441,143542.0
2020-11-17,14.009,14.2539,13.8326,14.1755,120340.0
2020-11-18,14.2637,14.3812,13.8816,13.8914,94813.0
2020-11-19,13.813,14.0481,13.6661,14.0383,139318.0
2020-11-20,13.8424,13.9992,13.5093,13.96,124321.0
2020-11-21,13.8424,13.9992,13.5093,13.96,124321.0
2020-11-22,13.8424,13.9992,13.5093,13.96,124321.0
2020-11-23,14.1853,14.2049,13.9992,14.0383,98799.0
2020-11-24,14.3322,14.969,14.3224,14.7241,164335.0
2020-11-25,14.538,14.5478,14.1853,14.3224,92417.0
2020-11-26,14.538,14.5478,14.1853,14.3224,92417.0
2020-11-27,14.3028,14.3028,13.8522,14.0873,91620.0
2020-11-28,14.3028,14.3028,13.8522,14.0873,91620.0
2020-11-29,14.3028,14.3028,13.8522,14.0873,91620.0
2020-11-30,13.9306,14.0285,13.3526,13.3673,372668.0
2020-12-01,13.6563,13.813,13.5093,13.7249,143749.0
2020-12-02,13.6955,13.9404,13.6465,13.911,109574.0
2020-12-03,13.9992,14.0481,13.764,13.8914,51733.0
2020-12-04,14.0481,14.3224,13.7983,14.2735,97746.0
2020-12-05,14.0481,14.3224,13.7983,14.2735,97746.0
2020-12-06,14.0481,14.3224,13.7983,14.2735,97746.0
2020-12-07,14.2441,14.342,13.9796,14.2735,134779.0
2020-12-08,14.1069,14.342,14.0971,14.1951,89533.0
2020-12-09,14.3714,14.5086,14.0579,14.3028,108924.0
2020-12-10,14.2735,14.342,14.0873,14.2343,80999.0
2020-12-11,14.1265,14.3616,14.0873,14.1755,72597.0
2020-12-12,14.1265,14.3616,14.0873,14.1755,72597.0
2020-12-13,14.1265,14.3616,14.0873,14.1755,72597.0
2020-12-14,14.3518,14.5037,14.0873,14.1167,83761.0
2020-12-15,14.1853,14.5674,14.1265,14.4302,103546.0
2020-12-16,14.5478,14.8025,14.4008,14.4694,129737.0
2020-12-17,14.44,14.6457,14.2539,14.5869,161193.0
2020-12-18,14.6163,14.6751,14.1363,14.2735,400000.0
2020-12-19,14.6163,14.6751,14.1363,14.2735,400000.0
2020-12-20,14.6163,14.6751,14.1363,14.2735,400000.0
2020-12-21,14.2439,14.3004,14.0272,14.2045,107610.0
2020-12-22,14.2045,14.3424,14.0173,14.1257,89709.0
2020-12-23,14.0962,14.6281,14.0962,14.5887,112322.0
2020-12-24,14.6084,14.7364,14.372,14.5099,34047.0
2020-12-25,14.6084,14.7364,14.372,14.5099,34047.0
2020-12-26,14.6084,14.7364,14.372,14.5099,34047.0
2020-12-27,14.6084,14.7364,14.372,14.5099,34047.0
2020-12-28,14.6576,14.9334,14.2636,14.8349,149170.0
2020-12-29,14.8645,14.894,14.5788,14.6182,180499.0
2020-12-30,14.6084,14.8054,14.5493,14.6675,57111.0
2020-12-31,14.7857,14.7857,14.5857,14.6872,92136.0
2021-01-01,14.7857,14.7857,14.5857,14.6872,92136.0
2021-01-02,14.7857,14.7857,14.5857,14.6872,92136.0
2021-01-03,14.7857,14.7857,14.5857,14.6872,92136.0
2021-01-04,14.7758,14.8349,14.2439,14.4114,154074.0
2021-01-05,14.4311,14.7167,14.4311,14.5394,158804.0
2021-01-06,14.9236,15.8988,14.8251,15.6624,197763.0
2021-01-07,15.7707,16.0269,15.5343,15.8003,152255.0
2021-01-08,15.8397,15.8397,15.2684,15.4654,187957.0
2021-01-09,15.8397,15.8397,15.2684,15.4654,187957.0
2021-01-10,15.8397,15.8397,15.2684,15.4654,187957.0
2021-01-11,15.229,15.8348,15.229,15.6181,101763.0
2021-01-12,15.6427,15.9284,15.6328,15.8693,114468.0
2021-01-13,15.82,15.8397,15.6525,15.7116,116795.0
2021-01-14,15.8101,16.0367,15.7018,15.9776,95181.0
2021-01-15,15.7609,15.9284,15.6624,15.7609,85685.0
2021-01-16,15.7609,15.9284,15.6624,15.7609,85685.0
2021-01-17,15.7609,15.9284,15.6624,15.7609,85685.0
2021-01-18,15.7609,15.9284,15.6624,15.7609,85685.0
2021-01-19,15.9185,15.9185,15.6821,15.8298,104343.0
2021-01-20,15.8003,15.8791,15.6722,15.7707,92427.0
2021-01-21,15.82,15.82,15.3078,15.3373,111036.0
2021-01-22,15.1206,15.5639,15.0615,15.5442,133737.0
2021-01-23,15.1206,15.5639,15.0615,15.5442,133737.0
2021-01-24,15.1206,15.5639,15.0615,15.5442,133737.0
2021-01-25,15.3669,15.5146,15.0812,15.4654,106478.0
2021-01-26,15.7116,15.7116,15.1502,15.1699,127016.0
2021-01-27,14.7561,14.8152,14.2932,14.2932,182228.0
2021-01-28,14.5788,15.5737,14.4508,15.4358,238291.0
2021-01-29,15.4063,15.554,14.9137,14.9236,186918.0
2021-01-30,15.4063,15.554,14.9137,14.9236,186918.0
2021-01-31,15.4063,15.554,14.9137,14.9236,186918.0
2021-02-01,14.9531,15.0024,14.6576,14.9137,104122.0
2021-02-02,15.2093,15.3866,15.0221,15.2881,90432.0
2021-02-03,15.3176,15.3176,15.032,15.16,83033.0
2021-02-04,15.3176,15.7116,15.2684,15.7018,100389.0
2021-02-05,15.7609,15.7904,15.4821,15.6722,81151.0
2021-02-06,15.7609,15.7904,15.4821,15.6722,81151.0
2021-02-07,15.7609,15.7904,15.4821,15.6722,81151.0
2021-02-08,15.7609,16.1254,15.751,16.1155,66056.0
2021-02-09,16.0958,16.2436,15.9284,16.1943,69919.0
2021-02-10,16.2436,16.411,15.8348,16.2731,119999.0
2021-02-11,16.4504,16.4504,16.0466,16.1648,84525.0
2021-02-12,16.0663,16.2928,16.0466,16.283,50874.0
2021-02-13,16.0663,16.2928,16.0466,16.283,50874.0
2021-02-14,16.0663,16.2928,16.0466,16.283,50874.0
2021-02-15,16.0663,16.2928,16.0466,16.283,50874.0
2021-02-16,16.3815,16.7755,16.1746,16.2928,168359.0
2021-02-17,16.2633,16.4603,16.2337,16.2534,61172.0
2021-02-18,16.0367,16.3125,16.0134,16.0663,112737.0
2021-02-19,16.0958,16.5883,16.0958,16.5391,94480.0
2021-02-20,16.0958,16.5883,16.0958,16.5391,94480.0
2021-02-21,16.0958,16.5883,16.0958,16.5391,94480.0
2021-02-22,16.7164,16.8051,16.3322,16.6376,241195.0
2021-02-23,16.5982,17.337,16.4012,16.7755,141848.0
2021-02-24,16.943,16.9824,16.7657,16.8543,234318.0
2021-02-25,17.0415,17.2434,16.7263,16.8051,210889.0
2021-02-26,16.6671,17.0809,16.4997,16.4997,193571.0
2021-02-27,16.6671,17.0809,16.4997,16.4997,193571.0
2021-02-28,16.6671,17.0809,16.4997,16.4997,193571.0
2021-03-01,16.9331,17.1301,16.746,17.0021,108225.0
2021-03-02,17.0021,17.1597,16.8445,17.0513,167585.0
2021-03-03,17.1892,17.9674,16.6805,17.4749,168684.0
2021-03-04,17.4946,17.9428,17.3665,17.5143,158307.0
2021-03-05,17.9871,18.2629,17.7409,17.9773,190850.0
2021-03-06,17.9871,18.2629,17.7409,17.9773,190850.0
2021-03-07,17.9871,18.2629,17.7409,17.9773,190850.0
2021-03-08,18.1152,18.5683,18.1053,18.4402,234979.0
2021-03-09,18.391,18.4599,17.0513,18.2038,157834.0
2021-03-10,18.1841,18.6028,18.0364,18.5486,97659.0
2021-03-11,18.3023,18.7259,18.3023,18.6964,142320.0
2021-03-12,18.9623,19.2578,18.7358,19.0116,104849.0
2021-03-13,18.9623,19.2578,18.7358,19.0116,104849.0
