,EBSB US Equity,EBSB US Equity,EBSB US Equity,EBSB US Equity,EBSB US Equity
2023-10-16,24.6,24.95,23.89,24.15,1382810.0
2023-10-17,24.6,24.95,23.89,24.15,1382810.0
2023-10-18,24.6,24.95,23.89,24.15,1382810.0
2023-10-19,24.6,24.95,23.89,24.15,1382810.0
2023-10-20,24.6,24.95,23.89,24.15,1382810.0
2023-10-21,24.6,24.95,23.89,24.15,1382810.0
2023-10-22,24.6,24.95,23.89,24.15,1382810.0
2023-10-23,24.6,24.95,23.89,24.15,1382810.0
2023-10-24,24.6,24.95,23.89,24.15,1382810.0
2023-10-25,24.6,24.95,23.89,24.15,1382810.0
2023-10-26,24.6,24.95,23.89,24.15,1382810.0
2023-10-27,24.6,24.95,23.89,24.15,1382810.0
2023-10-28,24.6,24.95,23.89,24.15,1382810.0
2023-10-29,24.6,24.95,23.89,24.15,1382810.0
2023-10-30,24.6,24.95,23.89,24.15,1382810.0
2023-10-31,24.6,24.95,23.89,24.15,1382810.0
2023-11-01,24.6,24.95,23.89,24.15,1382810.0
2023-11-02,24.6,24.95,23.89,24.15,1382810.0
2023-11-03,24.6,24.95,23.89,24.15,1382810.0
2023-11-04,24.6,24.95,23.89,24.15,1382810.0
2023-11-05,24.6,24.95,23.89,24.15,1382810.0
2023-11-06,24.6,24.95,23.89,24.15,1382810.0
2023-11-07,24.6,24.95,23.89,24.15,1382810.0
2023-11-08,24.6,24.95,23.89,24.15,1382810.0
2023-11-09,24.6,24.95,23.89,24.15,1382810.0
2023-11-10,24.6,24.95,23.89,24.15,1382810.0
2023-11-11,24.6,24.95,23.89,24.15,1382810.0
2023-11-12,24.6,24.95,23.89,24.15,1382810.0
2023-11-13,24.6,24.95,23.89,24.15,1382810.0
2023-11-14,24.6,24.95,23.89,24.15,1382810.0
2023-11-15,24.6,24.95,23.89,24.15,1382810.0
2023-11-16,24.6,24.95,23.89,24.15,1382810.0
2023-11-17,24.6,24.95,23.89,24.15,1382810.0
2023-11-18,24.6,24.95,23.89,24.15,1382810.0
2023-11-19,24.6,24.95,23.89,24.15,1382810.0
2023-11-20,24.6,24.95,23.89,24.15,1382810.0
2023-11-21,24.6,24.95,23.89,24.15,1382810.0
2023-11-22,24.6,24.95,23.89,24.15,1382810.0
2023-11-23,24.6,24.95,23.89,24.15,1382810.0
2023-11-24,24.6,24.95,23.89,24.15,1382810.0
2023-11-25,24.6,24.95,23.89,24.15,1382810.0
2023-11-26,24.6,24.95,23.89,24.15,1382810.0
2023-11-27,24.6,24.95,23.89,24.15,1382810.0
2023-11-28,24.6,24.95,23.89,24.15,1382810.0
2023-11-29,24.6,24.95,23.89,24.15,1382810.0
2023-11-30,24.6,24.95,23.89,24.15,1382810.0
2023-12-01,24.6,24.95,23.89,24.15,1382810.0
2023-12-02,24.6,24.95,23.89,24.15,1382810.0
2023-12-03,24.6,24.95,23.89,24.15,1382810.0
2023-12-04,24.6,24.95,23.89,24.15,1382810.0
2023-12-05,24.6,24.95,23.89,24.15,1382810.0
2023-12-06,24.6,24.95,23.89,24.15,1382810.0
2023-12-07,24.6,24.95,23.89,24.15,1382810.0
2023-12-08,24.6,24.95,23.89,24.15,1382810.0
2023-12-09,24.6,24.95,23.89,24.15,1382810.0
2023-12-10,24.6,24.95,23.89,24.15,1382810.0
2023-12-11,24.6,24.95,23.89,24.15,1382810.0
2023-12-12,24.6,24.95,23.89,24.15,1382810.0
2023-12-13,24.6,24.95,23.89,24.15,1382810.0
2023-12-14,24.6,24.95,23.89,24.15,1382810.0
2023-12-15,24.6,24.95,23.89,24.15,1382810.0
2023-12-16,24.6,24.95,23.89,24.15,1382810.0
2023-12-17,24.6,24.95,23.89,24.15,1382810.0
2023-12-18,24.6,24.95,23.89,24.15,1382810.0
2023-12-19,24.6,24.95,23.89,24.15,1382810.0
2023-12-20,24.6,24.95,23.89,24.15,1382810.0
2023-12-21,24.6,24.95,23.89,24.15,1382810.0
2023-12-22,24.6,24.95,23.89,24.15,1382810.0
2023-12-23,24.6,24.95,23.89,24.15,1382810.0
2023-12-24,24.6,24.95,23.89,24.15,1382810.0
2023-12-25,24.6,24.95,23.89,24.15,1382810.0
2023-12-26,24.6,24.95,23.89,24.15,1382810.0
2023-12-27,24.6,24.95,23.89,24.15,1382810.0
2023-12-28,24.6,24.95,23.89,24.15,1382810.0
2023-12-29,24.6,24.95,23.89,24.15,1382810.0
2023-12-30,24.6,24.95,23.89,24.15,1382810.0
2023-12-31,24.6,24.95,23.89,24.15,1382810.0
2024-01-01,24.6,24.95,23.89,24.15,1382810.0
2024-01-02,24.6,24.95,23.89,24.15,1382810.0
2024-01-03,24.6,24.95,23.89,24.15,1382810.0
2024-01-04,24.6,24.95,23.89,24.15,1382810.0
2024-01-05,24.6,24.95,23.89,24.15,1382810.0
2024-01-06,24.6,24.95,23.89,24.15,1382810.0
2024-01-07,24.6,24.95,23.89,24.15,1382810.0
2024-01-08,24.6,24.95,23.89,24.15,1382810.0
2024-01-09,24.6,24.95,23.89,24.15,1382810.0
2024-01-10,24.6,24.95,23.89,24.15,1382810.0
2024-01-11,24.6,24.95,23.89,24.15,1382810.0
2024-01-12,24.6,24.95,23.89,24.15,1382810.0
2024-01-13,24.6,24.95,23.89,24.15,1382810.0
2024-01-14,24.6,24.95,23.89,24.15,1382810.0
2024-01-15,24.6,24.95,23.89,24.15,1382810.0
2024-01-16,24.6,24.95,23.89,24.15,1382810.0
2024-01-17,24.6,24.95,23.89,24.15,1382810.0
2024-01-18,24.6,24.95,23.89,24.15,1382810.0
2024-01-19,24.6,24.95,23.89,24.15,1382810.0
2024-01-20,24.6,24.95,23.89,24.15,1382810.0
2024-01-21,24.6,24.95,23.89,24.15,1382810.0
2024-01-22,24.6,24.95,23.89,24.15,1382810.0
2024-01-23,24.6,24.95,23.89,24.15,1382810.0
2024-01-24,24.6,24.95,23.89,24.15,1382810.0
2024-01-25,24.6,24.95,23.89,24.15,1382810.0
2024-01-26,24.6,24.95,23.89,24.15,1382810.0
2024-01-27,24.6,24.95,23.89,24.15,1382810.0
2024-01-28,24.6,24.95,23.89,24.15,1382810.0
2024-01-29,24.6,24.95,23.89,24.15,1382810.0
2024-01-30,24.6,24.95,23.89,24.15,1382810.0
2024-01-31,24.6,24.95,23.89,24.15,1382810.0
2024-02-01,24.6,24.95,23.89,24.15,1382810.0
2024-02-02,24.6,24.95,23.89,24.15,1382810.0
2024-02-03,24.6,24.95,23.89,24.15,1382810.0
2024-02-04,24.6,24.95,23.89,24.15,1382810.0
2024-02-05,24.6,24.95,23.89,24.15,1382810.0
2024-02-06,24.6,24.95,23.89,24.15,1382810.0
2024-02-07,24.6,24.95,23.89,24.15,1382810.0
2024-02-08,24.6,24.95,23.89,24.15,1382810.0
2024-02-09,24.6,24.95,23.89,24.15,1382810.0
2024-02-10,24.6,24.95,23.89,24.15,1382810.0
2024-02-11,24.6,24.95,23.89,24.15,1382810.0
2024-02-12,24.6,24.95,23.89,24.15,1382810.0
2024-02-13,24.6,24.95,23.89,24.15,1382810.0
2024-02-14,24.6,24.95,23.89,24.15,1382810.0
2024-02-15,24.6,24.95,23.89,24.15,1382810.0
2024-02-16,24.6,24.95,23.89,24.15,1382810.0
2024-02-17,24.6,24.95,23.89,24.15,1382810.0
2024-02-18,24.6,24.95,23.89,24.15,1382810.0
2024-02-19,24.6,24.95,23.89,24.15,1382810.0
2024-02-20,24.6,24.95,23.89,24.15,1382810.0
2024-02-21,24.6,24.95,23.89,24.15,1382810.0
2024-02-22,24.6,24.95,23.89,24.15,1382810.0
2024-02-23,24.6,24.95,23.89,24.15,1382810.0
2024-02-24,24.6,24.95,23.89,24.15,1382810.0
2024-02-25,24.6,24.95,23.89,24.15,1382810.0
2024-02-26,24.6,24.95,23.89,24.15,1382810.0
2024-02-27,24.6,24.95,23.89,24.15,1382810.0
2024-02-28,24.6,24.95,23.89,24.15,1382810.0
2024-02-29,24.6,24.95,23.89,24.15,1382810.0
2024-03-01,24.6,24.95,23.89,24.15,1382810.0
2024-03-02,24.6,24.95,23.89,24.15,1382810.0
2024-03-03,24.6,24.95,23.89,24.15,1382810.0
2024-03-04,24.6,24.95,23.89,24.15,1382810.0
2024-03-05,24.6,24.95,23.89,24.15,1382810.0
2024-03-06,24.6,24.95,23.89,24.15,1382810.0
2024-03-07,24.6,24.95,23.89,24.15,1382810.0
2024-03-08,24.6,24.95,23.89,24.15,1382810.0
2024-03-09,24.6,24.95,23.89,24.15,1382810.0
2024-03-10,24.6,24.95,23.89,24.15,1382810.0
2024-03-11,24.6,24.95,23.89,24.15,1382810.0
2024-03-12,24.6,24.95,23.89,24.15,1382810.0
2024-03-13,24.6,24.95,23.89,24.15,1382810.0
2024-03-14,24.6,24.95,23.89,24.15,1382810.0
2024-03-15,24.6,24.95,23.89,24.15,1382810.0
2024-03-16,24.6,24.95,23.89,24.15,1382810.0
2024-03-17,24.6,24.95,23.89,24.15,1382810.0
2024-03-18,24.6,24.95,23.89,24.15,1382810.0
2024-03-19,24.6,24.95,23.89,24.15,1382810.0
2024-03-20,24.6,24.95,23.89,24.15,1382810.0
2024-03-21,24.6,24.95,23.89,24.15,1382810.0
2024-03-22,24.6,24.95,23.89,24.15,1382810.0
2024-03-23,24.6,24.95,23.89,24.15,1382810.0
2024-03-24,24.6,24.95,23.89,24.15,1382810.0
2024-03-25,24.6,24.95,23.89,24.15,1382810.0
2024-03-26,24.6,24.95,23.89,24.15,1382810.0
2024-03-27,24.6,24.95,23.89,24.15,1382810.0
2024-03-28,24.6,24.95,23.89,24.15,1382810.0
2024-03-29,24.6,24.95,23.89,24.15,1382810.0
2024-03-30,24.6,24.95,23.89,24.15,1382810.0
2024-03-31,24.6,24.95,23.89,24.15,1382810.0
2024-04-01,24.6,24.95,23.89,24.15,1382810.0
2024-04-02,24.6,24.95,23.89,24.15,1382810.0
2024-04-03,24.6,24.95,23.89,24.15,1382810.0
2024-04-04,24.6,24.95,23.89,24.15,1382810.0
2024-04-05,24.6,24.95,23.89,24.15,1382810.0
2024-04-06,24.6,24.95,23.89,24.15,1382810.0
2024-04-07,24.6,24.95,23.89,24.15,1382810.0
2024-04-08,24.6,24.95,23.89,24.15,1382810.0
