,EXC US Equity,EXC US Equity,EXC US Equity,EXC US Equity,EXC US Equity
2020-05-21,23.0354,23.2608,22.7849,22.8162,4355842.0
2020-05-22,22.7661,23.0917,22.7129,23.0729,3346695.0
2020-05-23,22.7661,23.0917,22.7129,23.0729,3346695.0
2020-05-24,22.7661,23.0917,22.7129,23.0729,3346695.0
2020-05-25,22.7661,23.0917,22.7129,23.0729,3346695.0
2020-05-26,23.6678,23.8775,23.3547,23.5425,5702123.0
2020-05-27,23.9182,24.1248,23.4048,23.7554,6022784.0
2020-05-28,24.0434,24.2375,23.6991,23.9558,7015997.0
2020-05-29,24.0247,24.1937,23.5112,23.9871,6967012.0
2020-05-30,24.0247,24.1937,23.5112,23.9871,6967012.0
2020-05-31,24.0247,24.1937,23.5112,23.9871,6967012.0
2020-06-01,23.9934,24.3941,23.9057,24.3189,3819504.0
2020-06-02,24.3753,24.4567,24.0215,24.3753,4064036.0
2020-06-03,24.5882,25.0766,24.513,24.9889,4571659.0
2020-06-04,24.9639,24.9764,24.1875,24.4066,5772803.0
2020-06-05,24.9889,25.7775,24.7385,25.2707,5583237.0
2020-06-06,24.9889,25.7775,24.7385,25.2707,5583237.0
2020-06-07,24.9889,25.7775,24.7385,25.2707,5583237.0
2020-06-08,25.4648,26.2693,25.2456,26.2099,5281885.0
2020-06-09,25.7716,25.8843,25.2206,25.3646,8203885.0
2020-06-10,25.6276,25.6714,24.8605,25.0453,8305031.0
2020-06-11,24.6821,24.7572,23.6177,23.8243,11119672.0
2020-06-12,24.2125,24.3189,23.4361,23.7366,7778060.0
2020-06-13,24.2125,24.3189,23.4361,23.7366,7778060.0
2020-06-14,24.2125,24.3189,23.4361,23.7366,7778060.0
2020-06-15,23.1481,24.0841,22.9039,23.9871,6095170.0
2020-06-16,24.5882,24.8887,23.9307,24.1624,5133493.0
2020-06-17,24.2188,24.2751,23.7429,24.0748,4872039.0
2020-06-18,23.8807,23.9652,23.674,23.9182,4475268.0
2020-06-19,24.1123,24.3002,23.4361,23.4987,13309390.0
2020-06-20,24.1123,24.3002,23.4361,23.4987,13309390.0
2020-06-21,24.1123,24.3002,23.4361,23.4987,13309390.0
2020-06-22,23.3735,23.6928,23.1982,23.5238,4654735.0
2020-06-23,23.7867,23.7993,23.2858,23.3234,5470030.0
2020-06-24,23.0479,23.2733,22.6941,22.835,6672610.0
2020-06-25,22.7724,22.7724,21.9333,22.1776,9148744.0
2020-06-26,22.1901,22.284,21.5953,21.733,9986463.0
2020-06-27,22.1901,22.284,21.5953,21.733,9986463.0
2020-06-28,22.1901,22.284,21.5953,21.733,9986463.0
2020-06-29,21.9835,22.5407,21.78,22.5345,4852033.0
2020-06-30,22.3515,22.8914,22.2846,22.7223,5137733.0
2020-07-01,22.6347,23.4737,22.5658,23.3923,5670469.0
2020-07-02,23.4968,23.818,23.3954,23.4674,4309703.0
2020-07-03,23.4968,23.818,23.3954,23.4674,4309703.0
2020-07-04,23.4968,23.818,23.3954,23.4674,4309703.0
2020-07-05,23.4968,23.818,23.3954,23.4674,4309703.0
2020-07-06,23.6552,23.8807,23.1856,23.4173,3811085.0
2020-07-07,23.1168,23.217,22.8632,23.1669,4866767.0
2020-07-08,23.1888,23.3328,22.8664,23.2608,4420077.0
2020-07-09,23.1105,23.1856,22.4719,22.9289,5430201.0
2020-07-10,22.9915,23.4925,22.8607,23.4111,3865740.0
2020-07-11,22.9915,23.4925,22.8607,23.4111,3865740.0
2020-07-12,22.9915,23.4925,22.8607,23.4111,3865740.0
2020-07-13,23.386,23.6239,23.2295,23.4611,5701839.0
2020-07-14,23.3046,23.8368,23.3046,23.7116,7244238.0
2020-07-15,23.8619,24.1624,23.7366,23.8243,5090299.0
2020-07-16,23.8493,24.0498,23.6803,23.8306,4157983.0
2020-07-17,24.2,24.7447,24.0434,24.6664,6946729.0
2020-07-18,24.2,24.7447,24.0434,24.6664,6946729.0
2020-07-19,24.2,24.7447,24.0434,24.6664,6946729.0
2020-07-20,24.4692,24.5757,23.865,23.9934,5437350.0
2020-07-21,24.081,24.369,23.8807,24.2501,6951049.0
2020-07-22,23.9475,24.4379,23.6884,24.4097,10427107.0
2020-07-23,24.4504,24.607,24.056,24.1937,6242199.0
2020-07-24,24.0935,24.3753,23.4831,23.6678,5426154.0
2020-07-25,24.0935,24.3753,23.4831,23.6678,5426154.0
2020-07-26,24.0935,24.3753,23.4831,23.6678,5426154.0
2020-07-27,23.6866,23.793,23.1905,23.53,5770085.0
2020-07-28,23.4674,24.1624,23.4236,23.7742,6857269.0
2020-07-29,23.8055,24.1499,23.6678,24.1436,5405067.0
2020-07-30,23.8243,24.1029,23.5175,24.0873,4250583.0
2020-07-31,23.9871,24.1875,23.7617,24.1749,9205194.0
2020-08-01,23.9871,24.1875,23.7617,24.1749,9205194.0
2020-08-02,23.9871,24.1875,23.7617,24.1749,9205194.0
2020-08-03,24.0309,24.0748,23.6052,23.7867,4724055.0
2020-08-04,23.5175,24.3753,23.3797,24.2626,7111962.0
2020-08-05,24.2236,24.369,23.4862,23.6177,5287948.0
2020-08-06,23.5738,23.7617,23.386,23.7304,4525757.0
2020-08-07,23.7304,24.4536,23.6302,24.3753,6261929.0
2020-08-08,23.7304,24.4536,23.6302,24.3753,6261929.0
2020-08-09,23.7304,24.4536,23.6302,24.3753,6261929.0
2020-08-10,24.3816,24.6007,23.7617,23.9871,7763990.0
2020-08-11,24.1311,24.2626,23.6177,23.7304,6477580.0
2020-08-12,23.793,24.3753,23.7366,24.2375,4890535.0
2020-08-13,24.1379,24.2012,23.8597,23.9925,4095387.0
2020-08-14,23.8723,24.0431,23.7459,23.9862,3313704.0
2020-08-15,23.8723,24.0431,23.7459,23.9862,3313704.0
2020-08-16,23.8723,24.0431,23.7459,23.9862,3313704.0
2020-08-17,23.7712,23.8534,23.4929,23.6131,7655685.0
2020-08-18,23.6616,23.7839,23.3285,23.4423,4123642.0
2020-08-19,23.5056,23.651,23.3285,23.4107,4590506.0
2020-08-20,23.5245,23.5498,22.9427,22.9617,3633104.0
2020-08-21,23.0503,23.1356,22.7467,23.0945,6336109.0
2020-08-22,23.0503,23.1356,22.7467,23.0945,6336109.0
2020-08-23,23.0503,23.1356,22.7467,23.0945,6336109.0
2020-08-24,23.2779,23.866,23.1072,23.8344,5732081.0
2020-08-25,23.8913,23.904,23.3032,23.4803,3815976.0
2020-08-26,23.4044,23.5878,23.1135,23.572,6602568.0
2020-08-27,23.4929,23.7564,23.1957,23.3285,5470192.0
2020-08-28,23.3342,23.436,23.1736,23.4234,3930978.0
2020-08-29,23.3342,23.436,23.1736,23.4234,3930978.0
2020-08-30,23.3342,23.436,23.1736,23.4234,3930978.0
2020-08-31,23.24,23.5941,23.24,23.3411,3984153.0
2020-09-01,23.2083,23.24,22.8416,22.9744,4373858.0
2020-09-02,23.2526,24.1759,22.9238,24.0494,9580882.0
2020-09-03,24.0557,24.2518,23.2969,23.5814,8410014.0
2020-09-04,23.7302,23.8407,23.1704,23.455,5989735.0
2020-09-05,23.7302,23.8407,23.1704,23.455,5989735.0
2020-09-06,23.7302,23.8407,23.1704,23.455,5989735.0
2020-09-07,23.7302,23.8407,23.1704,23.455,5989735.0
2020-09-08,23.2526,23.455,22.8099,23.0313,6070600.0
2020-09-09,23.2716,23.4645,23.1072,23.1894,4467937.0
2020-09-10,23.1894,23.1894,22.5886,22.6645,6101963.0
2020-09-11,22.7657,22.7973,22.5254,22.6582,4602052.0
2020-09-12,22.7657,22.7973,22.5254,22.6582,4602052.0
2020-09-13,22.7657,22.7973,22.5254,22.6582,4602052.0
2020-09-14,22.5788,23.0755,22.538,22.9301,3664322.0
2020-09-15,23.0313,23.3095,22.7594,22.87,3310756.0
2020-09-16,22.8194,23.2589,22.7088,22.9301,5631380.0
2020-09-17,22.7467,22.7657,22.4052,22.7214,7085210.0
2020-09-18,22.7404,22.772,22.0321,22.1776,8477076.0
2020-09-19,22.7404,22.772,22.0321,22.1776,8477076.0
2020-09-20,22.7404,22.772,22.0321,22.1776,8477076.0
2020-09-21,21.9056,21.9973,21.5072,21.9752,5216869.0
2020-09-22,22.0764,22.3768,22.0131,22.2661,4448856.0
2020-09-23,22.245,22.3799,21.7539,21.8045,5043841.0
2020-09-24,21.697,22.225,21.4788,22.0131,4594920.0
2020-09-25,21.9309,22.538,21.7792,22.4621,5196554.0
2020-09-26,21.9309,22.538,21.7792,22.4621,5196554.0
2020-09-27,21.9309,22.538,21.7792,22.4621,5196554.0
2020-09-28,22.6519,22.9111,22.538,22.6013,4661643.0
2020-09-29,22.6645,22.7277,22.2282,22.3357,3278925.0
2020-09-30,22.5443,22.8352,22.4558,22.6139,7059208.0
2020-10-01,22.7088,22.8605,22.4748,22.6582,4727194.0
2020-10-02,22.4822,22.889,22.2724,22.7277,5178773.0
2020-10-03,22.4822,22.889,22.2724,22.7277,5178773.0
2020-10-04,22.4822,22.889,22.2724,22.7277,5178773.0
2020-10-05,22.7973,23.3285,22.5949,23.2653,4998176.0
2020-10-06,23.2083,23.9229,23.202,23.5056,5710893.0
2020-10-07,23.6384,23.9988,23.5625,23.9356,6227860.0
2020-10-08,23.6738,24.8905,23.6738,24.8652,6929500.0
2020-10-09,25.6051,25.6873,24.6122,24.7893,6014484.0
2020-10-10,25.6051,25.6873,24.6122,24.7893,6014484.0
2020-10-11,25.6051,25.6873,24.6122,24.7893,6014484.0
2020-10-12,24.7956,25.4818,24.7197,25.2826,5940854.0
2020-10-13,25.8643,26.0033,25.2446,25.9149,12124401.0
2020-10-14,26.1342,26.4019,25.9149,25.9466,9089313.0
2020-10-15,25.5734,26.2311,25.4944,26.1805,5918793.0
2020-10-16,26.1805,26.6675,26.0351,26.6169,6516543.0
2020-10-17,26.1805,26.6675,26.0351,26.6169,6516543.0
2020-10-18,26.1805,26.6675,26.0351,26.6169,6516543.0
2020-10-19,26.4777,26.7402,26.4335,26.4714,8246954.0
2020-10-20,26.6928,26.9773,26.5853,26.8129,6113320.0
2020-10-21,26.7433,27.0469,26.6358,26.6485,4990413.0
2020-10-22,26.6105,26.7433,26.2912,26.7054,4844992.0
2020-10-23,26.9268,26.971,26.5283,26.6864,4142908.0
2020-10-24,26.9268,26.971,26.5283,26.6864,4142908.0
2020-10-25,26.9268,26.971,26.5283,26.6864,4142908.0
2020-10-26,26.1869,26.4113,25.9529,26.3702,6386740.0
2020-10-27,26.3197,26.5631,26.0161,26.0224,5194860.0
2020-10-28,25.5292,25.8201,24.9316,25.0233,6321729.0
2020-10-29,24.7766,25.6525,24.5363,25.3964,5470756.0
2020-10-30,25.1191,25.4533,24.9537,25.2256,7071659.0
2020-10-31,25.1191,25.4533,24.9537,25.2256,7071659.0
2020-11-01,25.1191,25.4533,24.9537,25.2256,7071659.0
2020-11-02,25.6177,25.9118,25.2573,25.9023,5063709.0
2020-11-03,27.0153,27.186,26.3197,26.8572,6441796.0
2020-11-04,26.9963,27.1544,26.3386,26.6991,8022245.0
2020-11-05,26.8509,27.42,26.756,27.2366,7379248.0
2020-11-06,27.1544,27.2998,26.9457,27.0912,8848182.0
2020-11-07,27.1544,27.2998,26.9457,27.0912,8848182.0
2020-11-08,27.1544,27.2998,26.9457,27.0912,8848182.0
2020-11-09,28.084,29.1021,27.2619,27.3947,8128001.0
2020-11-10,27.3631,27.616,27.1417,27.186,10019998.0
2020-11-11,27.3188,27.7299,27.1165,27.7204,5882684.0
2020-11-12,27.4769,27.5907,26.8034,27.0026,5418055.0
2020-11-13,27.2467,27.4062,27.1255,27.3679,3668734.0
2020-11-14,27.2467,27.4062,27.1255,27.3679,3668734.0
2020-11-15,27.2467,27.4062,27.1255,27.3679,3668734.0
2020-11-16,27.5721,27.7636,27.202,27.6551,4110897.0
2020-11-17,27.3616,27.7827,27.3169,27.4828,4676072.0
2020-11-18,27.5594,27.6806,27.2339,27.2467,5759432.0
2020-11-19,27.0999,27.1701,26.6597,27.0234,5376687.0
2020-11-20,26.9532,27.1574,26.6597,26.7171,4069937.0
2020-11-21,26.9532,27.1574,26.6597,26.7171,4069937.0
2020-11-22,26.9532,27.1574,26.6597,26.7171,4069937.0
2020-11-23,26.9851,26.9915,26.414,26.5257,4373778.0
2020-11-24,26.8383,27.3169,26.7171,27.2786,4812111.0
2020-11-25,27.0936,27.1574,26.6597,26.9404,3368949.0
2020-11-26,27.0936,27.1574,26.6597,26.9404,3368949.0
2020-11-27,26.9532,26.9978,26.5352,26.6341,1723438.0
2020-11-28,26.9532,26.9978,26.5352,26.6341,1723438.0
2020-11-29,26.9532,26.9978,26.5352,26.6341,1723438.0
2020-11-30,26.4699,26.4937,26.1109,26.2066,9445750.0
2020-12-01,26.3661,26.7235,26.2257,26.3215,5704755.0
2020-12-02,26.2385,26.5512,25.9833,26.5257,5152715.0
2020-12-03,26.3534,26.5767,26.0343,26.1938,4361370.0
2020-12-04,26.3534,26.3789,25.862,26.1173,3546301.0
2020-12-05,26.3534,26.3789,25.862,26.1173,3546301.0
2020-12-06,26.3534,26.3789,25.862,26.1173,3546301.0
2020-12-07,25.9705,26.4459,25.945,26.2864,3235857.0
2020-12-08,26.2704,26.4108,25.9131,26.3661,4130692.0
2020-12-09,26.3406,26.4618,26.1428,26.2194,4392419.0
2020-12-10,26.3278,26.4044,25.8754,26.2896,4396124.0
2020-12-11,26.0535,26.347,25.9737,26.2832,3532441.0
2020-12-12,26.0535,26.347,25.9737,26.2832,3532441.0
2020-12-13,26.0535,26.347,25.9737,26.2832,3532441.0
2020-12-14,26.4682,26.8575,26.1811,26.2002,4025620.0
2020-12-15,26.4427,27.3297,26.3374,27.2595,8301152.0
2020-12-16,27.3105,27.5083,26.9149,27.0808,7583779.0
2020-12-17,27.1893,27.5115,27.1861,27.2148,5229598.0
2020-12-18,27.2403,27.4573,27.017,27.1637,9169932.0
2020-12-19,27.2403,27.4573,27.017,27.1637,9169932.0
2020-12-20,27.2403,27.4573,27.017,27.1637,9169932.0
2020-12-21,26.934,26.934,26.2321,26.4874,4402792.0
2020-12-22,26.5384,26.7777,26.4682,26.6469,3121752.0
2020-12-23,26.7554,27.0744,26.5767,26.615,3322921.0
2020-12-24,26.7681,26.7681,26.4236,26.6916,1476671.0
2020-12-25,26.7681,26.7681,26.4236,26.6916,1476671.0
2020-12-26,26.7681,26.7681,26.4236,26.6916,1476671.0
2020-12-27,26.7681,26.7681,26.4236,26.6916,1476671.0
2020-12-28,26.9021,27.202,26.7905,26.934,2545093.0
2020-12-29,26.9404,27.0808,26.5895,26.6916,2647909.0
2020-12-30,26.6597,26.9596,26.6214,26.7554,2531495.0
2020-12-31,26.7665,26.9787,26.6118,26.9404,3248447.0
2021-01-01,26.7665,26.9787,26.6118,26.9404,3248447.0
2021-01-02,26.7665,26.9787,26.6118,26.9404,3248447.0
2021-01-03,26.7665,26.9787,26.6118,26.9404,3248447.0
2021-01-04,27.068,27.1446,26.063,26.2704,5033744.0
2021-01-05,26.2959,26.4618,26.0598,26.2321,3968325.0
2021-01-06,26.4172,27.3169,26.3661,27.0872,6310598.0
2021-01-07,27.0872,27.1574,26.6277,26.8192,5223143.0
2021-01-08,26.8064,27.0617,26.7369,26.934,4582762.0
2021-01-09,26.8064,27.0617,26.7369,26.934,4582762.0
2021-01-10,26.8064,27.0617,26.7369,26.934,4582762.0
2021-01-11,26.9596,27.1574,26.5512,26.7107,5042880.0
2021-01-12,26.6533,26.9149,26.4236,26.8511,5237791.0
2021-01-13,26.8064,27.4062,26.7656,27.3105,4467271.0
2021-01-14,27.3041,27.4445,27.0105,27.1701,4328454.0
2021-01-15,27.0127,27.7444,26.8862,27.6678,5060904.0
2021-01-16,27.0127,27.7444,26.8862,27.6678,5060904.0
2021-01-17,27.0127,27.7444,26.8862,27.6678,5060904.0
2021-01-18,27.0127,27.7444,26.8862,27.6678,5060904.0
2021-01-19,27.7636,27.8481,27.3233,27.3233,4141504.0
2021-01-20,27.2212,27.5115,27.0776,27.47,4211639.0
2021-01-21,27.3105,27.6168,27.1127,27.4509,3665305.0
2021-01-22,27.3233,27.4034,27.0425,27.1446,4189805.0
2021-01-23,27.3233,27.4034,27.0425,27.1446,4189805.0
2021-01-24,27.3233,27.4034,27.0425,27.1446,4189805.0
2021-01-25,27.0617,27.6934,26.8512,27.6615,6055877.0
2021-01-26,27.6168,27.6168,27.0872,27.3424,4455727.0
2021-01-27,27.151,27.3297,26.1205,26.1747,7150355.0
2021-01-28,26.2704,27.336,26.1619,26.8256,5317780.0
2021-01-29,26.5512,26.7937,26.1619,26.5193,6858925.0
2021-01-30,26.5512,26.7937,26.1619,26.5193,6858925.0
2021-01-31,26.5512,26.7937,26.1619,26.5193,6858925.0
2021-02-01,26.7171,27.0042,26.3044,26.8511,3650241.0
2021-02-02,27.0999,27.7157,26.8511,27.3424,3889331.0
2021-02-03,27.3424,27.3871,26.9149,27.1063,4831407.0
2021-02-04,27.1191,27.872,27.0425,27.8657,4526297.0
2021-02-05,28.0571,28.1017,27.6232,27.872,3978387.0
2021-02-06,28.0571,28.1017,27.6232,27.872,3978387.0
2021-02-07,28.0571,28.1017,27.6232,27.872,3978387.0
2021-02-08,27.9231,28.0571,27.7604,27.9103,4314720.0
2021-02-09,28.0316,28.0762,27.6359,27.8018,4408124.0
2021-02-10,27.9677,27.9997,27.47,27.6423,4259126.0
2021-02-11,27.7253,27.7253,27.218,27.2722,3455070.0
2021-02-12,27.1957,27.419,26.8064,26.934,3442142.0
2021-02-13,27.1957,27.419,26.8064,26.934,3442142.0
2021-02-14,27.1957,27.419,26.8064,26.934,3442142.0
2021-02-15,27.1957,27.419,26.8064,26.934,3442142.0
2021-02-16,26.8957,27.0489,26.7235,26.7873,3210517.0
2021-02-17,26.7554,26.9883,26.4937,26.9085,3163035.0
2021-02-18,26.8894,27.4286,26.8383,27.2467,3492084.0
2021-02-19,26.8064,26.9915,26.2832,26.4044,5333699.0
2021-02-20,26.8064,26.9915,26.2832,26.4044,5333699.0
2021-02-21,26.8064,26.9915,26.2832,26.4044,5333699.0
2021-02-22,26.28,26.2959,25.6323,25.9067,6255585.0
2021-02-23,26.0662,26.1875,25.7345,26.0343,5108227.0
2021-02-24,25.543,26.3278,25.5238,25.6451,7782691.0
2021-02-25,25.4664,25.5238,24.4742,24.8347,9256318.0
2021-02-26,24.9177,25.192,24.6114,24.6305,8767007.0
2021-02-27,24.9177,25.192,24.6114,24.6305,8767007.0
2021-02-28,24.9177,25.192,24.6114,24.6305,8767007.0
