,OPB US Equity,OPB US Equity,OPB US Equity,OPB US Equity,OPB US Equity
2020-10-05,19.51,19.56,18.39,19.49,120.0
2020-10-06,19.51,19.56,18.39,19.49,120.0
2020-10-07,19.51,19.56,18.39,19.49,120.0
2020-10-08,19.51,19.56,18.39,19.49,120.0
2020-10-09,19.51,19.56,18.39,19.49,120.0
2020-10-10,19.51,19.56,18.39,19.49,120.0
2020-10-11,19.51,19.56,18.39,19.49,120.0
2020-10-12,19.51,19.56,18.39,19.49,120.0
2020-10-13,19.51,19.56,18.39,19.49,120.0
2020-10-14,19.51,19.56,18.39,19.49,120.0
2020-10-15,19.51,19.56,18.39,19.49,120.0
2020-10-16,19.51,19.56,18.39,19.49,120.0
2020-10-17,19.51,19.56,18.39,19.49,120.0
2020-10-18,19.51,19.56,18.39,19.49,120.0
2020-10-19,19.51,19.56,18.39,19.49,120.0
2020-10-20,19.51,19.56,18.39,19.49,120.0
2020-10-21,19.51,19.56,18.39,19.49,120.0
2020-10-22,19.51,19.56,18.39,19.49,120.0
2020-10-23,19.51,19.56,18.39,19.49,120.0
2020-10-24,19.51,19.56,18.39,19.49,120.0
2020-10-25,19.51,19.56,18.39,19.49,120.0
2020-10-26,19.51,19.56,18.39,19.49,120.0
2020-10-27,19.51,19.56,18.39,19.49,120.0
2020-10-28,19.51,19.56,18.39,19.49,120.0
2020-10-29,19.51,19.56,18.39,19.49,120.0
2020-10-30,19.51,19.56,18.39,19.49,120.0
2020-10-31,19.51,19.56,18.39,19.49,120.0
2020-11-01,19.51,19.56,18.39,19.49,120.0
2020-11-02,19.51,19.56,18.39,19.49,120.0
2020-11-03,19.51,19.56,18.39,19.49,120.0
2020-11-04,19.51,19.56,18.39,19.49,120.0
2020-11-05,19.51,19.56,18.39,19.49,120.0
2020-11-06,19.51,19.56,18.39,19.49,120.0
2020-11-07,19.51,19.56,18.39,19.49,120.0
2020-11-08,19.51,19.56,18.39,19.49,120.0
2020-11-09,19.51,19.56,18.39,19.49,120.0
2020-11-10,19.51,19.56,18.39,19.49,120.0
2020-11-11,19.51,19.56,18.39,19.49,120.0
2020-11-12,19.51,19.56,18.39,19.49,120.0
2020-11-13,19.51,19.56,18.39,19.49,120.0
2020-11-14,19.51,19.56,18.39,19.49,120.0
2020-11-15,19.51,19.56,18.39,19.49,120.0
2020-11-16,19.51,19.56,18.39,19.49,120.0
2020-11-17,19.51,19.56,18.39,19.49,120.0
2020-11-18,19.51,19.56,18.39,19.49,120.0
2020-11-19,19.51,19.56,18.39,19.49,120.0
2020-11-20,19.51,19.56,18.39,19.49,120.0
2020-11-21,19.51,19.56,18.39,19.49,120.0
2020-11-22,19.51,19.56,18.39,19.49,120.0
2020-11-23,19.51,19.56,18.39,19.49,120.0
2020-11-24,19.51,19.56,18.39,19.49,120.0
2020-11-25,19.51,19.56,18.39,19.49,120.0
2020-11-26,19.51,19.56,18.39,19.49,120.0
2020-11-27,19.51,19.56,18.39,19.49,120.0
2020-11-28,19.51,19.56,18.39,19.49,120.0
2020-11-29,19.51,19.56,18.39,19.49,120.0
2020-11-30,19.51,19.56,18.39,19.49,120.0
2020-12-01,19.51,19.56,18.39,19.49,120.0
2020-12-02,19.51,19.56,18.39,19.49,120.0
2020-12-03,19.51,19.56,18.39,19.49,120.0
2020-12-04,19.51,19.56,18.39,19.49,120.0
2020-12-05,19.51,19.56,18.39,19.49,120.0
2020-12-06,19.51,19.56,18.39,19.49,120.0
2020-12-07,19.51,19.56,18.39,19.49,120.0
2020-12-08,19.51,19.56,18.39,19.49,120.0
2020-12-09,19.51,19.56,18.39,19.49,120.0
2020-12-10,19.51,19.56,18.39,19.49,120.0
2020-12-11,19.51,19.56,18.39,19.49,120.0
2020-12-12,19.51,19.56,18.39,19.49,120.0
2020-12-13,19.51,19.56,18.39,19.49,120.0
2020-12-14,19.51,19.56,18.39,19.49,120.0
2020-12-15,19.51,19.56,18.39,19.49,120.0
2020-12-16,19.51,19.56,18.39,19.49,120.0
2020-12-17,19.51,19.56,18.39,19.49,120.0
2020-12-18,19.51,19.56,18.39,19.49,120.0
2020-12-19,19.51,19.56,18.39,19.49,120.0
2020-12-20,19.51,19.56,18.39,19.49,120.0
2020-12-21,19.51,19.56,18.39,19.49,120.0
2020-12-22,19.51,19.56,18.39,19.49,120.0
2020-12-23,19.51,19.56,18.39,19.49,120.0
2020-12-24,19.51,19.56,18.39,19.49,120.0
2020-12-25,19.51,19.56,18.39,19.49,120.0
2020-12-26,19.51,19.56,18.39,19.49,120.0
2020-12-27,19.51,19.56,18.39,19.49,120.0
2020-12-28,19.51,19.56,18.39,19.49,120.0
2020-12-29,19.51,19.56,18.39,19.49,120.0
2020-12-30,19.51,19.56,18.39,19.49,120.0
2020-12-31,19.51,19.56,18.39,19.49,120.0
2021-01-01,19.51,19.56,18.39,19.49,120.0
2021-01-02,19.51,19.56,18.39,19.49,120.0
2021-01-03,19.51,19.56,18.39,19.49,120.0
2021-01-04,19.51,19.56,18.39,19.49,120.0
2021-01-05,19.51,19.56,18.39,19.49,120.0
2021-01-06,19.51,19.56,18.39,19.49,120.0
2021-01-07,19.51,19.56,18.39,19.49,120.0
2021-01-08,19.51,19.56,18.39,19.49,120.0
2021-01-09,19.51,19.56,18.39,19.49,120.0
2021-01-10,19.51,19.56,18.39,19.49,120.0
2021-01-11,19.51,19.56,18.39,19.49,120.0
2021-01-12,19.51,19.56,18.39,19.49,120.0
2021-01-13,19.51,19.56,18.39,19.49,120.0
2021-01-14,19.51,19.56,18.39,19.49,120.0
2021-01-15,19.51,19.56,18.39,19.49,120.0
2021-01-16,19.51,19.56,18.39,19.49,120.0
2021-01-17,19.51,19.56,18.39,19.49,120.0
2021-01-18,19.51,19.56,18.39,19.49,120.0
2021-01-19,19.51,19.56,18.39,19.49,120.0
2021-01-20,19.51,19.56,18.39,19.49,120.0
2021-01-21,19.51,19.56,18.39,19.49,120.0
2021-01-22,19.51,19.56,18.39,19.49,120.0
2021-01-23,19.51,19.56,18.39,19.49,120.0
2021-01-24,19.51,19.56,18.39,19.49,120.0
2021-01-25,19.51,19.56,18.39,19.49,120.0
2021-01-26,19.51,19.56,18.39,19.49,120.0
2021-01-27,19.51,19.56,18.39,19.49,120.0
2021-01-28,19.51,19.56,18.39,19.49,120.0
2021-01-29,19.51,19.56,18.39,19.49,120.0
2021-01-30,19.51,19.56,18.39,19.49,120.0
2021-01-31,19.51,19.56,18.39,19.49,120.0
2021-02-01,19.51,19.56,18.39,19.49,120.0
2021-02-02,19.51,19.56,18.39,19.49,120.0
2021-02-03,19.51,19.56,18.39,19.49,120.0
2021-02-04,19.51,19.56,18.39,19.49,120.0
2021-02-05,19.51,19.56,18.39,19.49,120.0
2021-02-06,19.51,19.56,18.39,19.49,120.0
2021-02-07,19.51,19.56,18.39,19.49,120.0
2021-02-08,19.51,19.56,18.39,19.49,120.0
2021-02-09,19.51,19.56,18.39,19.49,120.0
2021-02-10,19.51,19.56,18.39,19.49,120.0
2021-02-11,19.51,19.56,18.39,19.49,120.0
2021-02-12,19.51,19.56,18.39,19.49,120.0
2021-02-13,19.51,19.56,18.39,19.49,120.0
2021-02-14,19.51,19.56,18.39,19.49,120.0
2021-02-15,19.51,19.56,18.39,19.49,120.0
2021-02-16,19.51,19.56,18.39,19.49,120.0
2021-02-17,19.51,19.56,18.39,19.49,120.0
2021-02-18,19.51,19.56,18.39,19.49,120.0
2021-02-19,19.51,19.56,18.39,19.49,120.0
2021-02-20,19.51,19.56,18.39,19.49,120.0
2021-02-21,19.51,19.56,18.39,19.49,120.0
2021-02-22,19.51,19.56,18.39,19.49,120.0
2021-02-23,19.51,19.56,18.39,19.49,120.0
2021-02-24,19.51,19.56,18.39,19.49,120.0
2021-02-25,19.51,19.56,18.39,19.49,120.0
2021-02-26,19.51,19.56,18.39,19.49,120.0
2021-02-27,19.51,19.56,18.39,19.49,120.0
2021-02-28,19.51,19.56,18.39,19.49,120.0
2021-03-01,19.51,19.56,18.39,19.49,120.0
2021-03-02,19.51,19.56,18.39,19.49,120.0
2021-03-03,19.51,19.56,18.39,19.49,120.0
2021-03-04,19.51,19.56,18.39,19.49,120.0
2021-03-05,19.51,19.56,18.39,19.49,120.0
2021-03-06,19.51,19.56,18.39,19.49,120.0
2021-03-07,19.51,19.56,18.39,19.49,120.0
2021-03-08,19.51,19.56,18.39,19.49,120.0
2021-03-09,19.51,19.56,18.39,19.49,120.0
2021-03-10,19.51,19.56,18.39,19.49,120.0
2021-03-11,19.51,19.56,18.39,19.49,120.0
2021-03-12,19.51,19.56,18.39,19.49,120.0
2021-03-13,19.51,19.56,18.39,19.49,120.0
2021-03-14,19.51,19.56,18.39,19.49,120.0
2021-03-15,19.51,19.56,18.39,19.49,120.0
2021-03-16,19.51,19.56,18.39,19.49,120.0
2021-03-17,19.51,19.56,18.39,19.49,120.0
2021-03-18,19.51,19.56,18.39,19.49,120.0
2021-03-19,19.51,19.56,18.39,19.49,120.0
2021-03-20,19.51,19.56,18.39,19.49,120.0
2021-03-21,19.51,19.56,18.39,19.49,120.0
2021-03-22,19.51,19.56,18.39,19.49,120.0
2021-03-23,19.51,19.56,18.39,19.49,120.0
2021-03-24,19.51,19.56,18.39,19.49,120.0
2021-03-25,19.51,19.56,18.39,19.49,120.0
2021-03-26,19.51,19.56,18.39,19.49,120.0
2021-03-27,19.51,19.56,18.39,19.49,120.0
2021-03-28,19.51,19.56,18.39,19.49,120.0
2021-03-29,19.51,19.56,18.39,19.49,120.0
2021-03-30,19.51,19.56,18.39,19.49,120.0
2021-03-31,19.51,19.56,18.39,19.49,120.0
2021-04-01,19.51,19.56,18.39,19.49,120.0
2021-04-02,19.51,19.56,18.39,19.49,120.0
2021-04-03,19.51,19.56,18.39,19.49,120.0
2021-04-04,19.51,19.56,18.39,19.49,120.0
2021-04-05,19.51,19.56,18.39,19.49,120.0
2021-04-06,19.51,19.56,18.39,19.49,120.0
2021-04-07,19.51,19.56,18.39,19.49,120.0
2021-04-08,19.51,19.56,18.39,19.49,120.0
2021-04-09,19.51,19.56,18.39,19.49,120.0
2021-04-10,19.51,19.56,18.39,19.49,120.0
2021-04-11,19.51,19.56,18.39,19.49,120.0
2021-04-12,19.51,19.56,18.39,19.49,120.0
2021-04-13,19.51,19.56,18.39,19.49,120.0
2021-04-14,19.51,19.56,18.39,19.49,120.0
2021-04-15,19.51,19.56,18.39,19.49,120.0
2021-04-16,19.51,19.56,18.39,19.49,120.0
2021-04-17,19.51,19.56,18.39,19.49,120.0
2021-04-18,19.51,19.56,18.39,19.49,120.0
2021-04-19,19.51,19.56,18.39,19.49,120.0
2021-04-20,19.51,19.56,18.39,19.49,120.0
2021-04-21,19.51,19.56,18.39,19.49,120.0
2021-04-22,19.51,19.56,18.39,19.49,120.0
2021-04-23,19.51,19.56,18.39,19.49,120.0
2021-04-24,19.51,19.56,18.39,19.49,120.0
2021-04-25,19.51,19.56,18.39,19.49,120.0
2021-04-26,19.51,19.56,18.39,19.49,120.0
2021-04-27,19.51,19.56,18.39,19.49,120.0
2021-04-28,19.51,19.56,18.39,19.49,120.0
2021-04-29,19.51,19.56,18.39,19.49,120.0
2021-04-30,19.51,19.56,18.39,19.49,120.0
2021-05-01,19.51,19.56,18.39,19.49,120.0
2021-05-02,19.51,19.56,18.39,19.49,120.0
2021-05-03,19.51,19.56,18.39,19.49,120.0
2021-05-04,19.51,19.56,18.39,19.49,120.0
2021-05-05,19.51,19.56,18.39,19.49,120.0
