,EBIXQ US Equity,EBIXQ US Equity,EBIXQ US Equity,EBIXQ US Equity,EBIXQ US Equity
2019-02-26,58.2799,59.249,57.7522,58.3855,353158.0
2019-02-27,58.1982,58.6305,56.2576,56.5842,372473.0
2019-02-28,56.6803,57.0742,55.8157,55.979,409441.0
2019-03-01,61.378,61.378,51.4542,51.9153,1441172.0
2019-03-02,61.378,61.378,51.4542,51.9153,1441172.0
2019-03-03,61.378,61.378,51.4542,51.9153,1441172.0
2019-03-04,52.1747,52.6358,49.4463,51.1948,723297.0
2019-03-05,51.3101,52.069,50.2341,51.752,661076.0
2019-03-06,51.9153,52.0498,49.8306,49.8594,417662.0
2019-03-07,49.8018,49.9939,48.0534,48.428,308218.0
2019-03-08,47.794,48.5433,47.5058,48.2551,350988.0
2019-03-09,47.794,48.5433,47.5058,48.2551,350988.0
2019-03-10,47.794,48.5433,47.5058,48.2551,350988.0
2019-03-11,48.3223,49.5232,47.9477,49.283,240913.0
2019-03-12,49.0236,49.3695,48.428,48.9276,275999.0
2019-03-13,48.9948,49.2638,48.4472,48.8315,168556.0
2019-03-14,48.697,49.187,48.3134,48.5145,172962.0
2019-03-15,48.5817,50.2485,48.1975,49.7442,576060.0
2019-03-16,48.5817,50.2485,48.1975,49.7442,576060.0
2019-03-17,48.5817,50.2485,48.1975,49.7442,576060.0
2019-03-18,49.9651,50.676,49.4511,49.5616,195706.0
2019-03-19,49.8594,51.1612,49.5328,49.7634,294232.0
2019-03-20,49.6385,49.7634,47.7363,48.3512,344019.0
2019-03-21,48.3416,49.3983,48.1686,48.7643,264595.0
2019-03-22,48.3416,48.3512,46.0071,46.0359,406306.0
2019-03-23,48.3416,48.3512,46.0071,46.0359,406306.0
2019-03-24,48.3416,48.3512,46.0071,46.0359,406306.0
2019-03-25,45.7861,46.5355,44.7966,46.3049,345010.0
2019-03-26,46.5931,47.2272,46.1224,46.7564,243617.0
2019-03-27,46.6411,46.9459,45.2386,46.3626,170470.0
2019-03-28,46.4106,46.8621,45.911,46.7468,200008.0
2019-03-29,47.0638,47.7651,46.8525,47.4289,229243.0
2019-03-30,47.0638,47.7651,46.8525,47.4289,229243.0
2019-03-31,47.0638,47.7651,46.8525,47.4289,229243.0
2019-04-01,47.794,48.8219,47.1695,48.4953,274420.0
2019-04-02,48.4376,48.6682,47.2848,47.4769,245098.0
2019-04-03,47.9477,49.4271,46.9245,49.0044,293627.0
2019-04-04,49.1005,49.8498,47.6643,48.4088,229059.0
2019-04-05,48.5241,49.7249,48.3704,49.2734,265337.0
2019-04-06,48.5241,49.7249,48.3704,49.2734,265337.0
2019-04-07,48.5241,49.7249,48.3704,49.2734,265337.0
2019-04-08,49.0525,49.3599,47.842,49.1101,241377.0
2019-04-09,48.8027,49.3791,48.2359,48.9084,227470.0
2019-04-10,48.918,50.0708,48.7739,49.5904,265146.0
2019-04-11,49.7538,50.628,48.6682,48.8891,188899.0
2019-04-12,49.1005,49.3215,48.38,48.5145,201591.0
2019-04-13,49.1005,49.3215,48.38,48.5145,201591.0
2019-04-14,49.1005,49.3215,48.38,48.5145,201591.0
2019-04-15,48.5145,48.697,47.842,48.0822,200798.0
2019-04-16,48.2551,48.4857,47.304,47.7171,266006.0
2019-04-17,47.8996,47.8996,45.7861,45.9879,326812.0
2019-04-18,45.8726,45.9687,45.2962,45.6324,348690.0
2019-04-19,45.8726,45.9687,45.2962,45.6324,348690.0
2019-04-20,45.8726,45.9687,45.2962,45.6324,348690.0
2019-04-21,45.8726,45.9687,45.2962,45.6324,348690.0
2019-04-22,45.5364,46.1128,45.325,45.3827,178346.0
2019-04-23,45.3442,47.9957,45.3442,47.4193,217943.0
2019-04-24,47.4962,48.0534,47.035,47.794,162797.0
2019-04-25,47.7844,47.8708,46.6363,47.3521,228914.0
2019-04-26,47.2848,48.4088,47.0735,47.8228,189941.0
2019-04-27,47.2848,48.4088,47.0735,47.8228,189941.0
2019-04-28,47.2848,48.4088,47.0735,47.8228,189941.0
2019-04-29,47.8132,48.7835,47.573,48.4472,107558.0
2019-04-30,48.2743,48.6485,47.621,48.4953,145480.0
2019-05-01,48.5241,49.4079,48.2935,48.9084,397209.0
2019-05-02,48.697,48.7354,47.7868,48.2935,209020.0
2019-05-03,48.6298,49.2734,48.0918,48.966,211071.0
2019-05-04,48.6298,49.2734,48.0918,48.966,211071.0
2019-05-05,48.6298,49.2734,48.0918,48.966,211071.0
2019-05-06,48.0437,48.9164,47.4962,48.8411,255808.0
2019-05-07,48.2167,49.0236,46.1608,46.4298,238515.0
2019-05-08,46.3337,47.1407,45.4787,45.9687,371658.0
2019-05-09,47.8132,48.9755,46.3529,48.7835,528432.0
2019-05-10,48.9948,51.8144,48.111,51.5406,496148.0
2019-05-11,48.9948,51.8144,48.111,51.5406,496148.0
2019-05-12,48.9948,51.8144,48.111,51.5406,496148.0
2019-05-13,50.3398,50.3686,45.546,45.5844,499811.0
2019-05-14,46.1224,46.9005,45.9302,46.8429,291463.0
2019-05-15,46.2761,48.2743,46.1704,48.0437,210159.0
2019-05-16,48.0822,49.6289,47.7267,49.1677,161139.0
2019-05-17,48.5817,49.3022,48.2551,48.4472,181698.0
2019-05-18,48.5817,49.3022,48.2551,48.4472,181698.0
2019-05-19,48.5817,49.3022,48.2551,48.4472,181698.0
2019-05-20,48.0726,48.3896,47.011,47.1887,153519.0
2019-05-21,47.5538,48.9372,47.5538,48.8603,213342.0
2019-05-22,48.6105,49.187,48.3896,48.7835,100649.0
2019-05-23,48.2263,48.2263,46.67,47.1311,157251.0
2019-05-24,47.4481,48.3416,47.0494,48.1014,124750.0
2019-05-25,47.4481,48.3416,47.0494,48.1014,124750.0
2019-05-26,47.4481,48.3416,47.0494,48.1014,124750.0
2019-05-27,47.4481,48.3416,47.0494,48.1014,124750.0
2019-05-28,48.2551,49.4463,48.0437,48.5049,181835.0
2019-05-29,48.1398,48.3608,47.1887,48.0534,122780.0
2019-05-30,48.2891,48.9048,47.4905,48.1736,167297.0
2019-05-31,47.5097,47.6252,45.0467,45.1525,508643.0
2019-06-01,47.5097,47.6252,45.0467,45.1525,508643.0
2019-06-02,47.5097,47.6252,45.0467,45.1525,508643.0
2019-06-03,45.0082,45.5181,43.4977,44.0365,317689.0
2019-06-04,44.8639,46.7593,44.5368,46.6919,197457.0
2019-06-05,47.1441,47.7406,46.182,46.9902,242383.0
2019-06-06,46.817,47.6252,46.461,47.5194,120200.0
2019-06-07,47.7406,49.1165,47.7118,48.3179,206616.0
2019-06-08,47.7406,49.1165,47.7118,48.3179,206616.0
2019-06-09,47.7406,49.1165,47.7118,48.3179,206616.0
2019-06-10,48.722,50.9734,48.722,50.9157,189322.0
2019-06-11,51.339,51.416,50.0497,50.3769,178750.0
2019-06-12,50.3672,50.4923,49.2319,50.2133,91122.0
2019-06-13,50.5212,51.6372,50.1267,51.1177,150686.0
2019-06-14,51.0888,51.6709,50.6559,51.3294,140629.0
2019-06-15,51.0888,51.6709,50.6559,51.3294,140629.0
2019-06-16,51.0888,51.6709,50.6559,51.3294,140629.0
2019-06-17,51.2428,51.2428,40.7941,44.8831,3087343.0
2019-06-18,45.6336,47.5992,45.47,45.7394,819870.0
2019-06-19,45.8549,46.0488,44.2577,45.0467,555685.0
2019-06-20,45.6625,46.615,45.2199,45.3642,464369.0
2019-06-21,45.2776,45.9511,44.5753,45.8645,1787305.0
2019-06-22,45.2776,45.9511,44.5753,45.8645,1787305.0
2019-06-23,45.2776,45.9511,44.5753,45.8645,1787305.0
2019-06-24,46.1435,47.3847,46.0714,46.4995,548409.0
2019-06-25,46.3552,46.3552,44.7581,45.3642,282711.0
2019-06-26,45.7971,46.2686,45.2006,45.3834,197602.0
2019-06-27,45.7298,46.8844,45.5181,46.615,265351.0
2019-06-28,46.9228,49.1935,46.7978,48.3179,449119.0
2019-06-29,46.9228,49.1935,46.7978,48.3179,449119.0
2019-06-30,46.9228,49.1935,46.7978,48.3179,449119.0
2019-07-01,49.2512,49.9632,48.164,48.5873,266984.0
2019-07-02,48.4141,48.6931,47.3558,47.8946,159990.0
2019-07-03,48.3372,49.155,48.1447,49.078,162556.0
2019-07-04,48.3372,49.155,48.1447,49.078,162556.0
2019-07-05,48.5103,49.511,47.6348,49.4821,112744.0
2019-07-06,48.5103,49.511,47.6348,49.4821,112744.0
2019-07-07,48.5103,49.511,47.6348,49.4821,112744.0
2019-07-08,49.1453,49.4628,48.7028,48.7605,132880.0
2019-07-09,48.2698,48.7701,47.9812,48.4911,130545.0
2019-07-10,48.8375,49.4917,47.0479,47.1634,250356.0
2019-07-11,47.1634,47.9331,45.1814,45.8934,253092.0
2019-07-12,46.105,46.4706,45.3546,46.105,166403.0
2019-07-13,46.105,46.4706,45.3546,46.105,166403.0
2019-07-14,46.105,46.4706,45.3546,46.105,166403.0
2019-07-15,46.0184,46.7497,45.98,46.0377,227411.0
2019-07-16,45.9511,46.7497,45.5662,46.2878,221260.0
2019-07-17,46.3456,46.8651,42.8819,43.1898,1137647.0
2019-07-18,42.9493,43.5169,41.9679,42.8915,409041.0
2019-07-19,43.007,43.1128,41.8524,42.1218,404819.0
2019-07-20,43.007,43.1128,41.8524,42.1218,404819.0
2019-07-21,43.007,43.1128,41.8524,42.1218,404819.0
2019-07-22,42.1603,42.7761,41.2367,41.6215,363636.0
2019-07-23,42.0641,42.0641,40.8903,41.6408,214751.0
2019-07-24,41.3233,42.7087,40.0244,42.218,514166.0
2019-07-25,42.0641,42.8771,41.3618,42.1315,225466.0
2019-07-26,42.4201,43.9122,42.093,43.5362,307209.0
2019-07-27,42.4201,43.9122,42.093,43.5362,307209.0
2019-07-28,42.4201,43.9122,42.093,43.5362,307209.0
2019-07-29,43.5746,43.6709,42.4682,43.5746,296944.0
2019-07-30,43.286,43.921,42.9781,43.6805,317852.0
2019-07-31,43.8825,44.633,43.6516,44.2866,423567.0
2019-08-01,44.7388,44.7388,42.3624,42.7376,353935.0
2019-08-02,42.5163,43.4832,40.8711,41.5542,316992.0
2019-08-03,42.5163,43.4832,40.8711,41.5542,316992.0
2019-08-04,42.5163,43.4832,40.8711,41.5542,316992.0
2019-08-05,40.4092,40.6498,38.8121,39.4471,318190.0
2019-08-06,40.2072,40.5151,38.5042,38.918,276731.0
2019-08-07,38.5235,39.3509,38.3984,39.1392,287166.0
2019-08-08,38.485,40.1206,36.1855,38.1675,954440.0
2019-08-09,37.8981,38.3003,37.138,37.5133,375640.0
2019-08-10,37.8981,38.3003,37.138,37.5133,375640.0
2019-08-11,37.8981,38.3003,37.138,37.5133,375640.0
2019-08-12,37.3112,37.3593,35.7429,36.0027,353646.0
2019-08-13,36.0412,37.4459,35.6756,36.5704,320253.0
2019-08-14,35.5698,36.782,33.8668,34.0304,417089.0
2019-08-15,33.6551,34.0207,32.5872,32.616,426211.0
2019-08-16,33.0875,34.5595,32.8662,33.7513,351778.0
2019-08-17,33.0875,34.5595,32.8662,33.7513,351778.0
2019-08-18,33.0875,34.5595,32.8662,33.7513,351778.0
2019-08-19,34.0688,35.2715,33.8283,34.8385,290306.0
2019-08-20,34.6365,34.6365,33.9341,34.3382,148914.0
2019-08-21,34.8482,35.3756,34.1554,34.4633,149677.0
2019-08-22,34.5307,34.7904,33.8572,34.6654,211337.0
2019-08-23,34.4345,34.7616,32.9143,33.0201,265337.0
2019-08-24,34.4345,34.7616,32.9143,33.0201,265337.0
2019-08-25,34.4345,34.7616,32.9143,33.0201,265337.0
2019-08-26,33.6744,33.7417,33.0201,33.5301,173368.0
2019-08-27,33.8957,34.2901,33.0779,33.1741,239415.0
2019-08-28,33.0971,33.5204,32.4332,33.2126,155398.0
2019-08-29,33.6744,34.5788,33.5397,34.0304,171720.0
2019-08-30,34.2709,34.5403,33.7706,34.0785,209223.0
2019-08-31,34.2709,34.5403,33.7706,34.0785,209223.0
2019-09-01,34.2709,34.5403,33.7706,34.0785,209223.0
2019-09-02,34.2709,34.5403,33.7706,34.0785,209223.0
2019-09-03,33.6012,33.8519,33.0902,33.3698,277593.0
2019-09-04,33.8229,34.4593,33.6108,33.7555,175860.0
2019-09-05,34.4593,36.0309,34.1411,35.6549,525415.0
2019-09-06,35.8381,36.8408,35.2596,36.4551,322568.0
2019-09-07,35.8381,36.8408,35.2596,36.4551,322568.0
2019-09-08,35.8381,36.8408,35.2596,36.4551,322568.0
2019-09-09,36.619,37.8211,36.5515,37.1204,314774.0
2019-09-10,36.9468,39.9743,36.9468,39.7719,696263.0
2019-09-11,39.9165,42.2208,39.0102,41.8641,574157.0
2019-09-12,41.8834,42.6065,41.1795,42.028,413760.0
2019-09-13,42.4812,42.944,41.7291,42.2208,273392.0
2019-09-14,42.4812,42.944,41.7291,42.2208,273392.0
2019-09-15,42.4812,42.944,41.7291,42.2208,273392.0
2019-09-16,41.9412,44.0913,41.6423,44.0142,355166.0
2019-09-17,43.5417,44.4673,42.3847,43.1272,356483.0
2019-09-18,43.1561,43.4598,41.5363,42.1533,340266.0
2019-09-19,42.4233,42.8379,41.5363,41.5363,228053.0
2019-09-20,41.8352,43.3778,41.5266,41.9702,427416.0
2019-09-21,41.8352,43.3778,41.5266,41.9702,427416.0
2019-09-22,41.8352,43.3778,41.5266,41.9702,427416.0
2019-09-23,41.5459,42.2112,41.1217,41.8159,257374.0
2019-09-24,42.1437,42.6306,41.3531,41.8352,264102.0
2019-09-25,41.7966,42.5053,41.1988,42.2498,275821.0
2019-09-26,41.8352,42.4426,41.6616,41.8737,217524.0
2019-09-27,42.298,43.1175,39.9165,40.1093,271437.0
2019-09-28,42.298,43.1175,39.9165,40.1093,271437.0
2019-09-29,42.298,43.1175,39.9165,40.1093,271437.0
2019-09-30,40.3889,40.9674,39.8779,40.5914,350734.0
2019-10-01,40.8324,41.893,38.8366,39.0777,329012.0
2019-10-02,38.692,38.9716,37.7375,38.316,279652.0
2019-10-03,38.0653,38.6052,37.024,38.5859,206242.0
2019-10-04,38.8173,39.0487,38.0653,38.962,280843.0
2019-10-05,38.8173,39.0487,38.0653,38.962,280843.0
2019-10-06,38.8173,39.0487,38.0653,38.962,280843.0
2019-10-07,38.9427,39.6754,38.6341,39.1259,405719.0
2019-10-08,39.0294,39.0294,37.7664,37.9303,221643.0
2019-10-09,38.4799,38.7113,37.4964,37.9014,281787.0
2019-10-10,37.9978,38.4895,37.265,37.3325,242421.0
2019-10-11,37.9881,39.6369,37.911,37.9978,660365.0
2019-10-12,37.9881,39.6369,37.911,37.9978,660365.0
2019-10-13,37.9881,39.6369,37.911,37.9978,660365.0
2019-10-14,37.7953,37.9881,36.8408,37.4289,258846.0
2019-10-15,37.6314,38.3545,37.1011,37.2457,399096.0
2019-10-16,37.024,38.0846,37.024,37.3807,240431.0
2019-10-17,37.7278,38.046,37.3325,37.8146,162644.0
2019-10-18,37.6218,37.8483,37.0336,37.1686,130168.0
2019-10-19,37.6218,37.8483,37.0336,37.1686,130168.0
2019-10-20,37.6218,37.8483,37.0336,37.1686,130168.0
2019-10-21,37.67,39.0969,37.67,38.4606,234357.0
2019-10-22,38.3545,38.5763,37.7953,38.1521,130306.0
2019-10-23,38.181,39.5212,37.9399,39.4922,208140.0
2019-10-24,39.7719,39.7719,38.7595,38.9716,136632.0
2019-10-25,38.8077,40.2154,38.7113,40.1575,166249.0
2019-10-26,38.8077,40.2154,38.7113,40.1575,166249.0
2019-10-27,38.8077,40.2154,38.7113,40.1575,166249.0
2019-10-28,40.9867,42.4715,40.4468,42.4137,359987.0
2019-10-29,42.0666,42.7945,42.028,42.1437,349427.0
2019-10-30,42.0859,42.7993,41.4591,41.8448,271931.0
2019-10-31,41.8062,42.0374,40.4757,41.1024,187567.0
2019-11-01,41.3145,41.9605,41.1795,41.8352,143865.0
2019-11-02,41.3145,41.9605,41.1795,41.8352,143865.0
2019-11-03,41.3145,41.9605,41.1795,41.8352,143865.0
2019-11-04,42.2498,42.3935,40.9674,41.7002,145136.0
2019-11-05,41.893,42.5969,41.5074,41.8834,132564.0
2019-11-06,41.787,42.0376,40.8517,40.9674,438308.0
2019-11-07,41.5363,42.0859,41.0542,41.517,322999.0
2019-11-08,41.247,41.9798,40.8614,41.3627,362714.0
2019-11-09,41.247,41.9798,40.8614,41.3627,362714.0
2019-11-10,41.247,41.9798,40.8614,41.3627,362714.0
2019-11-11,41.0831,41.0831,39.3091,39.5887,627211.0
2019-11-12,34.0929,36.7251,34.0929,35.1631,1263860.0
2019-11-13,35.3849,36.0695,34.3823,35.086,715150.0
2019-11-14,34.7678,35.0474,31.4222,31.6536,875306.0
2019-11-15,31.7403,33.7844,30.9979,33.2637,951909.0
2019-11-16,31.7403,33.7844,30.9979,33.2637,951909.0
2019-11-17,31.7403,33.7844,30.9979,33.2637,951909.0
2019-11-18,33.1287,33.1287,31.8271,32.9456,853400.0
2019-11-19,32.9841,33.2348,31.7114,33.0227,865125.0
2019-11-20,32.9648,33.0709,31.2775,31.6536,703451.0
2019-11-21,31.6825,31.977,30.3712,30.5544,733266.0
2019-11-22,30.8147,31.4511,29.947,31.3643,473809.0
2019-11-23,30.8147,31.4511,29.947,31.3643,473809.0
2019-11-24,30.8147,31.4511,29.947,31.3643,473809.0
2019-11-25,31.7886,32.8106,31.6536,32.5792,442966.0
2019-11-26,32.531,32.8973,32.3285,32.8299,319894.0
2019-11-27,33.1673,33.8615,33.0709,33.8229,324231.0
2019-11-28,33.1673,33.8615,33.0709,33.8229,324231.0
2019-11-29,33.6442,33.9486,33.4703,33.6055,146532.0
2019-11-30,33.6442,33.9486,33.4703,33.6055,146532.0
2019-12-01,33.6442,33.9486,33.4703,33.6055,146532.0
2019-12-02,33.4316,33.5959,31.789,31.8228,305590.0
2019-12-03,31.6054,32.8615,31.0354,32.7553,387520.0
2019-12-04,32.9195,33.6152,32.707,32.9002,324086.0
2019-12-05,32.8905,33.4413,32.1175,32.3108,188214.0
2019-12-06,32.533,33.0065,31.7697,31.8953,227645.0
2019-12-07,32.533,33.0065,31.7697,31.8953,227645.0
2019-12-08,32.533,33.0065,31.7697,31.8953,227645.0
2019-12-09,31.8373,32.4654,31.5861,31.7117,282587.0
2019-12-10,31.6248,32.1079,31.3059,31.3929,154253.0
2019-12-11,31.4122,31.818,31.0933,31.4219,294498.0
2019-12-12,31.5668,32.3881,31.219,31.876,287992.0
2019-12-13,31.876,32.5813,31.4605,31.7117,281464.0
2019-12-14,31.876,32.5813,31.4605,31.7117,281464.0
2019-12-15,31.876,32.5813,31.4605,31.7117,281464.0
2019-12-16,31.9726,32.7939,31.5958,31.9726,457612.0
2019-12-17,31.963,31.963,31.0383,31.8663,259561.0
2019-12-18,31.8953,32.6876,31.8132,31.9436,244228.0
2019-12-19,31.9726,32.1399,31.4992,32.0403,285878.0
2019-12-20,32.2045,32.9002,31.9726,32.1369,465600.0
2019-12-21,32.2045,32.9002,31.9726,32.1369,465600.0
2019-12-22,32.2045,32.9002,31.9726,32.1369,465600.0
2019-12-23,32.3881,32.4267,31.76,32.2238,172322.0
2019-12-24,32.2335,32.4364,31.5475,31.7697,85682.0
2019-12-25,32.2335,32.4364,31.5475,31.7697,85682.0
2019-12-26,31.7794,31.8857,31.19,31.3736,151398.0
2019-12-27,31.4992,31.876,30.9677,31.5475,316603.0
2019-12-28,31.4992,31.876,30.9677,31.5475,316603.0
2019-12-29,31.4992,31.876,30.9677,31.5475,316603.0
2019-12-30,31.5765,31.876,31.1127,31.5185,201805.0
2019-12-31,31.4122,32.3688,31.4122,32.2818,314689.0
2020-01-01,31.4122,32.3688,31.4122,32.2818,314689.0
2020-01-02,32.5234,32.5427,31.5958,32.3108,351461.0
2020-01-03,31.6731,32.3978,31.5475,32.0596,236286.0
2020-01-04,31.6731,32.3978,31.5475,32.0596,236286.0
2020-01-05,31.6731,32.3978,31.5475,32.0596,236286.0
2020-01-06,31.6924,32.0577,30.8228,31.5668,272646.0
2020-01-07,31.5861,32.19,31.4025,31.6441,189064.0
2020-01-08,31.6827,32.0113,31.3639,31.4412,209907.0
2020-01-09,31.4702,31.7117,31.276,31.3252,185586.0
2020-01-10,31.3639,31.4219,30.4073,30.5329,299458.0
2020-01-11,31.3639,31.4219,30.4073,30.5329,299458.0
2020-01-12,31.3639,31.4219,30.4073,30.5329,299458.0
2020-01-13,30.9677,31.7697,30.5812,31.7311,303817.0
2020-01-14,31.4992,32.3205,31.4025,31.8663,224015.0
2020-01-15,31.7794,33.1997,31.7794,32.9002,295775.0
2020-01-16,33.277,34.1176,33.277,33.9824,302355.0
2020-01-17,34.2336,34.3979,33.7698,33.9727,265978.0
2020-01-18,34.2336,34.3979,33.7698,33.9727,265978.0
2020-01-19,34.2336,34.3979,33.7698,33.9727,265978.0
2020-01-20,34.2336,34.3979,33.7698,33.9727,265978.0
2020-01-21,33.1321,34.1176,33.1321,33.8568,307342.0
2020-01-22,33.7408,35.3931,33.7408,35.2385,325745.0
2020-01-23,34.7843,34.9921,33.8761,34.9196,431234.0
2020-01-24,34.9003,35.1032,34.137,34.4365,279402.0
2020-01-25,34.9003,35.1032,34.137,34.4365,279402.0
2020-01-26,34.9003,35.1032,34.137,34.4365,279402.0
2020-01-27,33.3737,33.4896,32.3784,33.1901,345294.0
2020-01-28,33.3833,34.4734,33.2287,34.4075,171080.0
2020-01-29,34.6201,35.5477,34.6008,35.1225,298089.0
2020-01-30,34.736,35.0646,33.8374,34.7167,232495.0
2020-01-31,34.5525,34.6201,33.1611,33.2674,156794.0
2020-02-01,34.5525,34.6201,33.1611,33.2674,156794.0
2020-02-02,34.5525,34.6201,33.1611,33.2674,156794.0
2020-02-03,33.5669,33.7118,32.5813,33.0161,199936.0
2020-02-04,33.7022,34.5718,33.1321,34.0307,240593.0
2020-02-05,34.6781,36.1709,34.6394,35.5863,389630.0
2020-02-06,35.8472,36.1757,35.6056,36.0405,203695.0
2020-02-07,35.8182,36.1371,35.4607,35.7699,182470.0
2020-02-08,35.8182,36.1371,35.4607,35.7699,182470.0
2020-02-09,35.8182,36.1371,35.4607,35.7699,182470.0
2020-02-10,35.6443,35.6636,35.1902,35.5187,154305.0
2020-02-11,35.8762,36.1214,35.3351,35.8375,182051.0
2020-02-12,36.1854,37.2579,35.7313,37.142,246123.0
2020-02-13,36.7651,37.2386,36.6105,37.2386,165708.0
2020-02-14,37.3835,37.712,36.6057,37.2966,218502.0
2020-02-15,37.3835,37.712,36.6057,37.2966,218502.0
2020-02-16,37.3835,37.712,36.6057,37.2966,218502.0
2020-02-17,37.3835,37.712,36.6057,37.2966,218502.0
2020-02-18,37.113,37.3255,35.4221,35.9825,208798.0
2020-02-19,36.3013,36.3207,35.1708,35.9535,182520.0
2020-02-20,35.7506,35.9535,33.0258,34.0983,455897.0
2020-02-21,33.9244,33.992,32.1562,32.5717,316164.0
2020-02-22,33.9244,33.992,32.1562,32.5717,316164.0
2020-02-23,33.9244,33.992,32.1562,32.5717,316164.0
2020-02-24,30.7938,32.1465,30.1947,32.0789,349820.0
2020-02-25,32.3011,32.3011,28.8834,29.3348,617366.0
2020-02-26,29.6633,29.6633,27.8275,28.2816,483164.0
2020-02-27,27.47,27.7067,25.5357,25.6728,798307.0
2020-02-28,24.3211,26.0846,24.3211,25.6195,658944.0
2020-02-29,24.3211,26.0846,24.3211,25.6195,658944.0
2020-03-01,24.3211,26.0846,24.3211,25.6195,658944.0
2020-03-02,26.5885,27.8541,24.3114,25.4838,701220.0
2020-03-03,25.6292,26.2493,22.3331,23.2746,797576.0
2020-03-04,24.0304,24.0304,20.8909,22.1506,1387412.0
2020-03-05,21.3173,22.1894,20.3871,21.4142,690757.0
2020-03-06,20.8619,23.3812,20.6971,22.9742,825273.0
2020-03-07,20.8619,23.3812,20.6971,22.9742,825273.0
2020-03-08,20.8619,23.3812,20.6971,22.9742,825273.0
2020-03-09,20.7747,23.0614,20.5907,21.1235,746942.0
2020-03-10,22.0925,22.5285,20.0965,21.6467,518025.0
2020-03-11,20.8909,21.3076,18.4298,18.6139,539220.0
2020-03-12,17.6352,17.7999,14.7864,15.7263,1599276.0
