,LAD US Equity,LAD US Equity,LAD US Equity,LAD US Equity,LAD US Equity
2019-03-13,85.2223,86.6883,85.1451,86.2254,199847.0
2019-03-14,85.9071,86.4954,85.3959,85.8782,211365.0
2019-03-15,86.1,86.6305,84.5954,84.8172,521716.0
2019-03-16,86.1,86.6305,84.5954,84.8172,521716.0
2019-03-17,86.1,86.6305,84.5954,84.8172,521716.0
2019-03-18,84.8365,86.1289,84.0746,85.4441,210191.0
2019-03-19,85.5309,86.2543,84.1035,84.171,150987.0
2019-03-20,83.9588,85.4345,83.6695,84.1903,191760.0
2019-03-21,83.872,86.4279,83.872,85.6949,173344.0
2019-03-22,85.4152,85.4152,82.8111,82.9268,153285.0
2019-03-23,85.4152,85.4152,82.8111,82.9268,153285.0
2019-03-24,85.4152,85.4152,82.8111,82.9268,153285.0
2019-03-25,82.705,84.2385,81.9913,83.3608,153295.0
2019-03-26,83.737,85.4634,83.737,85.0198,153076.0
2019-03-27,85.0198,87.73,84.9715,87.2381,215163.0
2019-03-28,87.7107,89.1092,87.4985,88.5016,275393.0
2019-03-29,89.061,90.4595,88.9935,89.4564,195520.0
2019-03-30,89.061,90.4595,88.9935,89.4564,195520.0
2019-03-31,89.061,90.4595,88.9935,89.4564,195520.0
2019-04-01,90.4595,90.9224,89.1864,90.691,183540.0
2019-04-02,90.7585,90.9707,89.4178,89.495,260619.0
2019-04-03,89.9579,92.3451,89.3503,91.4336,329512.0
2019-04-04,91.5493,92.89,91.3854,92.157,214024.0
2019-04-05,92.3788,92.6199,89.4853,90.228,282337.0
2019-04-06,92.3788,92.6199,89.4853,90.228,282337.0
2019-04-07,92.3788,92.6199,89.4853,90.228,282337.0
2019-04-08,90.1316,91.9062,89.7853,91.6747,237755.0
2019-04-09,91.2504,91.8483,90.228,90.6427,265058.0
2019-04-10,90.826,92.6006,90.4016,92.5138,189901.0
2019-04-11,92.5814,93.0443,90.8935,91.7133,192778.0
2019-04-12,92.3595,93.4253,91.9737,93.1118,235078.0
2019-04-13,92.3595,93.4253,91.9737,93.1118,235078.0
2019-04-14,92.3595,93.4253,91.9737,93.1118,235078.0
2019-04-15,92.9286,93.1697,91.4047,92.4753,180939.0
2019-04-16,93.4783,94.1921,92.3306,94.0377,223024.0
2019-04-17,94.4525,95.4459,93.5748,94.7418,197799.0
2019-04-18,94.3078,95.6484,93.7966,95.3591,156459.0
2019-04-19,94.3078,95.6484,93.7966,95.3591,156459.0
2019-04-20,94.3078,95.6484,93.7966,95.3591,156459.0
2019-04-21,94.3078,95.6484,93.7966,95.3591,156459.0
2019-04-22,94.8286,95.4555,92.2341,92.4945,167255.0
2019-04-23,92.8032,94.6743,92.8032,94.2499,254867.0
2019-04-24,96.3332,103.1907,95.5134,101.1942,625787.0
2019-04-25,103.509,106.7208,102.1394,106.1903,632811.0
2019-04-26,101.7729,108.9102,100.9387,108.6208,599242.0
2019-04-27,101.7729,108.9102,100.9387,108.6208,599242.0
2019-04-28,101.7729,108.9102,100.9387,108.6208,599242.0
2019-04-29,108.9391,110.6366,108.3893,109.8071,438428.0
2019-04-30,110.0772,110.733,109.1802,109.4889,255408.0
2019-05-01,109.6046,109.8891,106.7979,107.068,366707.0
2019-05-02,106.6725,109.3104,106.6677,108.9102,229328.0
2019-05-03,108.8909,110.5691,108.7173,110.3762,156450.0
2019-05-04,108.8909,110.5691,108.7173,110.3762,156450.0
2019-05-05,108.8909,110.5691,108.7173,110.3762,156450.0
2019-05-06,110.3955,112.093,110.0463,111.4853,239063.0
2019-05-07,110.5305,111.6142,109.4792,111.0031,213325.0
2019-05-08,110.9645,111.3696,109.1802,109.8168,168659.0
2019-05-09,109.0335,110.3874,107.786,110.31,146780.0
2019-05-10,110.0296,110.8612,108.6199,110.4937,213743.0
2019-05-11,110.0296,110.8612,108.6199,110.4937,213743.0
2019-05-12,110.0296,110.8612,108.6199,110.4937,213743.0
2019-05-13,109.1012,109.2946,106.7513,108.7434,256033.0
2019-05-14,109.0819,109.8652,108.4049,109.6331,160294.0
2019-05-15,108.5887,109.6137,107.7377,109.1689,134850.0
2019-05-16,109.6234,110.9289,109.1109,110.6388,167956.0
2019-05-17,110.0392,112.7276,110.0392,111.2577,304172.0
2019-05-18,110.0392,112.7276,110.0392,111.2577,304172.0
2019-05-19,110.0392,112.7276,110.0392,111.2577,304172.0
2019-05-20,110.8902,112.186,110.3245,110.5421,120618.0
2019-05-21,110.9676,112.5052,110.663,112.0797,169721.0
2019-05-22,110.9096,111.9104,110.0296,110.7452,157276.0
2019-05-23,110.1939,111.8766,109.2753,111.5671,230307.0
2019-05-24,111.9636,113.6076,111.7025,112.4665,187983.0
2019-05-25,111.9636,113.6076,111.7025,112.4665,187983.0
2019-05-26,111.9636,113.6076,111.7025,112.4665,187983.0
2019-05-27,111.9636,113.6076,111.7025,112.4665,187983.0
2019-05-28,112.3504,114.0718,110.5082,110.6291,299629.0
2019-05-29,110.1263,111.2577,107.9891,111.2093,141628.0
2019-05-30,111.5865,112.9887,111.2093,112.4375,152517.0
2019-05-31,112.0023,112.6792,110.0392,110.3874,328043.0
2019-06-01,112.0023,112.6792,110.0392,110.3874,328043.0
2019-06-02,112.0023,112.6792,110.0392,110.3874,328043.0
2019-06-03,110.5227,114.091,110.1069,113.037,232075.0
2019-06-04,114.1491,117.9399,113.1773,115.1935,375318.0
2019-06-05,115.9962,116.6517,113.7913,114.2072,187327.0
2019-06-06,113.9557,113.9557,110.8805,113.066,167324.0
2019-06-07,113.8203,114.71,112.6212,112.7373,176906.0
2019-06-08,113.8203,114.71,112.6212,112.7373,176906.0
2019-06-09,113.8203,114.71,112.6212,112.7373,176906.0
2019-06-10,112.9403,114.9711,112.9403,113.743,166818.0
2019-06-11,114.5553,115.7592,113.7817,114.681,217832.0
2019-06-12,114.4973,114.8357,112.0216,114.1105,159581.0
2019-06-13,114.4973,114.4973,112.2731,114.2265,258393.0
2019-06-14,114.5263,114.5263,112.2344,112.5148,260483.0
2019-06-15,114.5263,114.5263,112.2344,112.5148,260483.0
2019-06-16,114.5263,114.5263,112.2344,112.5148,260483.0
2019-06-17,112.6115,114.8164,112.4955,114.4392,201360.0
2019-06-18,114.8551,116.5861,113.5592,115.2225,193247.0
2019-06-19,115.1839,116.0445,113.6269,114.8067,127549.0
2019-06-20,115.8221,116.9149,114.6133,116.5957,243506.0
2019-06-21,116.6247,117.0889,115.1065,115.3483,358441.0
2019-06-22,116.6247,117.0889,115.1065,115.3483,358441.0
2019-06-23,116.6247,117.0889,115.1065,115.3483,358441.0
2019-06-24,115.2999,115.2999,113.7236,113.9654,168107.0
2019-06-25,114.2555,114.2555,112.186,112.979,187076.0
2019-06-26,113.3271,116.7166,111.5768,116.0639,258932.0
2019-06-27,116.3927,116.8375,114.3135,115.7931,284382.0
2019-06-28,115.9768,117.205,114.5263,114.8647,439898.0
2019-06-29,115.9768,117.205,114.5263,114.8647,439898.0
2019-06-30,115.9768,117.205,114.5263,114.8647,439898.0
2019-07-01,116.0445,117.3113,115.1634,115.8898,231459.0
2019-07-02,115.8898,117.5241,114.6036,117.4177,218583.0
2019-07-03,117.6595,120.0384,117.263,119.961,183204.0
2019-07-04,117.6595,120.0384,117.263,119.961,183204.0
2019-07-05,119.3615,120.1351,117.9689,118.3364,131407.0
2019-07-06,119.3615,120.1351,117.9689,118.3364,131407.0
2019-07-07,119.3615,120.1351,117.9689,118.3364,131407.0
2019-07-08,116.0929,117.9931,114.2265,114.8841,255039.0
2019-07-09,114.8164,115.3579,113.1241,115.2516,221229.0
2019-07-10,116.0735,116.4894,114.2362,114.4102,229528.0
2019-07-11,114.6327,116.0058,114.3619,115.2322,134000.0
2019-07-12,115.4353,117.4951,114.8406,115.3192,231338.0
2019-07-13,115.4353,117.4951,114.8406,115.3192,231338.0
2019-07-14,115.4353,117.4951,114.8406,115.3192,231338.0
2019-07-15,115.5417,117.3017,114.565,115.5127,181570.0
2019-07-16,115.1839,116.0542,113.9509,115.445,193249.0
2019-07-17,116.0929,116.0929,112.7856,113.6753,285868.0
2019-07-18,113.5496,113.5979,111.5962,112.6889,272215.0
2019-07-19,112.3504,114.7197,111.7992,113.1724,262569.0
2019-07-20,112.3504,114.7197,111.7992,113.1724,262569.0
2019-07-21,112.3504,114.7197,111.7992,113.1724,262569.0
2019-07-22,113.1337,114.3885,111.601,112.3795,206821.0
2019-07-23,113.2208,115.9962,112.6526,114.3522,406924.0
2019-07-24,117.9689,130.3954,115.7157,128.9448,940269.0
2019-07-25,129.5057,132.8275,128.3332,131.9426,516493.0
2019-07-26,132.5712,134.5923,130.4257,130.6661,457252.0
2019-07-27,132.5712,134.5923,130.4257,130.6661,457252.0
2019-07-28,132.5712,134.5923,130.4257,130.6661,457252.0
2019-07-29,130.5501,131.3141,128.0793,130.8305,436774.0
2019-07-30,130.5694,130.5694,125.2265,127.2525,422128.0
2019-07-31,127.6973,129.7281,126.2855,127.5329,271311.0
2019-08-01,127.7167,128.4903,123.0265,124.6705,331720.0
2019-08-02,124.9316,126.827,122.9298,125.3474,259377.0
2019-08-03,124.9316,126.827,122.9298,125.3474,259377.0
2019-08-04,124.9316,126.827,122.9298,125.3474,259377.0
2019-08-05,123.1716,124.2216,121.4503,123.6068,255829.0
2019-08-06,123.9065,125.2314,122.8815,124.5254,206900.0
2019-08-07,123.2876,123.9839,121.0538,122.2626,228831.0
2019-08-08,123.0478,125.0688,122.6009,124.812,153812.0
2019-08-09,124.0753,125.3354,123.4646,124.5308,164682.0
2019-08-10,124.0753,125.3354,123.4646,124.5308,164682.0
2019-08-11,124.0753,125.3354,123.4646,124.5308,164682.0
2019-08-12,124.4145,126.4889,123.7651,124.7635,134547.0
2019-08-13,124.7441,128.7862,123.5033,127.5067,217511.0
2019-08-14,125.1997,125.6068,123.8814,124.3176,176329.0
2019-08-15,124.2788,124.9574,119.563,121.7682,242847.0
2019-08-16,122.6697,126.5277,122.6697,125.6553,164063.0
2019-08-17,122.6697,126.5277,122.6697,125.6553,164063.0
2019-08-18,122.6697,126.5277,122.6697,125.6553,164063.0
2019-08-19,127.9041,128.0302,126.3726,127.2159,122179.0
2019-08-20,127.749,127.749,125.2482,125.5099,149557.0
2019-08-21,126.4114,126.8863,125.1076,126.2369,110514.0
2019-08-22,127.0124,127.2353,125.1803,126.3629,90677.0
2019-08-23,125.7813,127.0899,122.7473,123.0671,177867.0
2019-08-24,125.7813,127.0899,122.7473,123.0671,177867.0
2019-08-25,125.7813,127.0899,122.7473,123.0671,177867.0
2019-08-26,124.0753,125.9073,123.0284,125.0931,177916.0
2019-08-27,126.266,126.3047,121.9524,122.1947,187111.0
2019-08-28,121.6325,127.4389,121.1769,126.9057,228919.0
2019-08-29,127.6812,131.0564,127.4098,127.6327,168837.0
2019-08-30,127.7103,129.174,126.0139,127.0511,185184.0
2019-08-31,127.7103,129.174,126.0139,127.0511,185184.0
2019-09-01,127.7103,129.174,126.0139,127.0511,185184.0
2019-09-02,127.7103,129.174,126.0139,127.0511,185184.0
2019-09-03,126.2853,128.2337,124.8023,125.0349,256442.0
2019-09-04,125.9558,125.9558,124.0171,124.5502,188482.0
2019-09-05,126.2466,129.6635,125.791,128.3597,205395.0
2019-09-06,129.0286,129.8913,127.7684,128.098,153974.0
2019-09-07,129.0286,129.8913,127.7684,128.098,153974.0
2019-09-08,129.0286,129.8913,127.7684,128.098,153974.0
2019-09-09,128.7087,132.586,127.9817,131.1708,290685.0
2019-09-10,131.0448,133.6736,130.1239,131.956,263587.0
2019-09-11,132.082,132.7993,126.6925,128.9219,217072.0
2019-09-12,129.3097,131.2484,128.2046,128.7087,258453.0
2019-09-13,126.5955,126.7312,121.1769,124.2207,363659.0
2019-09-14,126.5955,126.7312,121.1769,124.2207,363659.0
2019-09-15,126.5955,126.7312,121.1769,124.2207,363659.0
2019-09-16,123.8232,125.7764,123.6778,125.5002,178709.0
2019-09-17,125.3548,131.0739,124.7901,128.3403,320364.0
2019-09-18,128.6118,128.6118,124.7732,126.8766,143154.0
2019-09-19,127.4582,127.4854,124.6666,125.9364,148470.0
2019-09-20,126.169,128.2046,124.24,126.169,398464.0
2019-09-21,126.169,128.2046,124.24,126.169,398464.0
2019-09-22,126.169,128.2046,124.24,126.169,398464.0
2019-09-23,125.8298,128.4276,125.19,127.0027,119444.0
2019-09-24,127.9526,129.649,125.2288,126.8185,211277.0
2019-09-25,126.7991,128.6893,126.4211,126.5374,187709.0
2019-09-26,126.4211,127.0414,123.5916,126.7022,109676.0
2019-09-27,127.5746,128.1029,125.8782,126.2369,137212.0
2019-09-28,127.5746,128.1029,125.8782,126.2369,137212.0
2019-09-29,127.5746,128.1029,125.8782,126.2369,137212.0
2019-09-30,126.4017,129.1788,126.4017,128.321,196481.0
2019-10-01,128.4664,131.3938,124.1237,125.3645,204237.0
2019-10-02,124.8992,124.8992,121.0674,122.4468,166091.0
2019-10-03,122.0687,123.7796,120.8231,122.3498,138801.0
2019-10-04,122.8151,123.3386,121.2429,122.3111,127978.0
2019-10-05,122.8151,123.3386,121.2429,122.3111,127978.0
2019-10-06,122.8151,123.3386,121.2429,122.3111,127978.0
2019-10-07,122.1947,123.4452,120.4015,122.0106,152005.0
2019-10-08,120.9443,121.1479,116.7471,117.3384,240555.0
2019-10-09,118.6954,122.1027,118.0363,120.7795,137815.0
2019-10-10,120.8958,123.0768,120.2076,121.6713,148795.0
2019-10-11,123.9299,127.4195,122.0978,122.4177,219265.0
2019-10-12,123.9299,127.4195,122.0978,122.4177,219265.0
2019-10-13,123.9299,127.4195,122.0978,122.4177,219265.0
2019-10-14,122.2238,123.8814,121.2642,122.6503,126689.0
2019-10-15,123.261,125.3063,122.8636,124.1237,149924.0
2019-10-16,124.5018,126.9833,123.1059,123.3289,197770.0
2019-10-17,124.1722,124.5943,122.8151,124.2594,170957.0
2019-10-18,123.3289,126.5713,123.3289,126.392,274135.0
2019-10-19,123.3289,126.5713,123.3289,126.392,274135.0
2019-10-20,123.3289,126.5713,123.3289,126.392,274135.0
2019-10-21,126.8863,131.8397,125.9364,131.4907,517243.0
2019-10-22,131.6264,131.8397,123.6197,126.3241,440558.0
2019-10-23,133.4681,148.5801,132.7993,148.1633,934627.0
2019-10-24,149.7627,154.2798,146.8547,149.5592,530660.0
2019-10-25,149.2102,152.5932,149.0163,151.2458,196252.0
2019-10-26,149.2102,152.5932,149.0163,151.2458,196252.0
2019-10-27,149.2102,152.5932,149.0163,151.2458,196252.0
2019-10-28,151.2167,155.0359,151.0132,152.3605,259858.0
2019-10-29,152.5253,155.8405,150.48,154.7742,323052.0
2019-10-30,154.9293,155.4043,152.2878,152.7677,166957.0
2019-10-31,152.2733,152.9228,149.976,152.6513,154432.0
2019-11-01,153.8921,155.443,152.7967,154.8711,121794.0
2019-11-02,153.8921,155.443,152.7967,154.8711,121794.0
2019-11-03,153.8921,155.443,152.7967,154.8711,121794.0
2019-11-04,156.6838,157.4883,154.0181,155.2686,182876.0
2019-11-05,156.2476,157.6605,153.6982,155.2395,151032.0
2019-11-06,154.8033,156.0634,151.4009,152.6029,153099.0
2019-11-07,154.0014,155.3902,151.5443,152.2047,285922.0
2019-11-08,152.6126,155.2737,152.2242,154.9823,298020.0
2019-11-09,152.6126,155.2737,152.2242,154.9823,298020.0
2019-11-10,152.6126,155.2737,152.2242,154.9823,298020.0
2019-11-11,153.2731,156.8665,152.9768,156.7402,172342.0
2019-11-12,157.2355,160.5036,157.0121,157.5074,216744.0
2019-11-13,156.5362,157.624,154.8949,156.915,148727.0
2019-11-14,157.5948,159.6343,155.196,156.5362,224547.0
2019-11-15,157.0121,157.5851,154.6424,156.2255,205536.0
2019-11-16,157.0121,157.5851,154.6424,156.2255,205536.0
2019-11-17,157.0121,157.5851,154.6424,156.2255,205536.0
2019-11-18,156.1769,159.4207,154.9921,157.8376,122383.0
2019-11-19,158.2358,159.712,155.9827,158.129,179748.0
2019-11-20,157.7988,159.0759,154.05,156.6819,152449.0
2019-11-21,157.8085,158.1484,153.5741,155.6622,142612.0
2019-11-22,156.2935,158.0562,154.7007,155.905,131513.0
2019-11-23,156.2935,158.0562,154.7007,155.905,131513.0
2019-11-24,156.2935,158.0562,154.7007,155.905,131513.0
2019-11-25,156.3226,159.7023,155.8758,158.77,160157.0
2019-11-26,158.6243,159.1009,156.5751,157.6337,219889.0
2019-11-27,158.1678,159.207,157.4686,158.9642,101453.0
2019-11-28,158.1678,159.207,157.4686,158.9642,101453.0
2019-11-29,158.2164,159.0711,155.9535,155.9535,69612.0
2019-11-30,158.2164,159.0711,155.9535,155.9535,69612.0
2019-12-01,158.2164,159.0711,155.9535,155.9535,69612.0
2019-12-02,155.9827,157.0024,153.7781,154.7104,104668.0
2019-12-03,153.0982,154.8282,151.9474,152.6126,183505.0
2019-12-04,153.4867,155.0698,152.2727,152.5447,156173.0
2019-12-05,152.904,153.8072,151.1559,152.0396,176151.0
2019-12-06,153.477,157.2549,153.3993,155.3417,158598.0
2019-12-07,153.477,157.2549,153.3993,155.3417,158598.0
2019-12-08,153.477,157.2549,153.3993,155.3417,158598.0
2019-12-09,154.8755,155.2252,152.8554,153.4964,161371.0
2019-12-10,153.3702,155.2543,152.4864,154.3317,131815.0
2019-12-11,154.6327,157.3132,153.7101,156.9539,107408.0
2019-12-12,156.7499,159.8189,154.2734,158.8671,282617.0
2019-12-13,158.8671,159.2556,152.263,152.7583,128480.0
2019-12-14,158.8671,159.2556,152.263,152.7583,128480.0
2019-12-15,158.8671,159.2556,152.263,152.7583,128480.0
2019-12-16,153.8558,154.9726,149.0581,149.7185,248383.0
2019-12-17,150.3109,151.2481,148.7382,151.0296,195430.0
2019-12-18,152.5738,154.9073,151.4375,154.3219,167999.0
2019-12-19,155.6428,157.3326,153.7684,156.5168,271385.0
2019-12-20,156.8859,157.5172,152.836,153.7295,886524.0
2019-12-21,156.8859,157.5172,152.836,153.7295,886524.0
2019-12-22,156.8859,157.5172,152.836,153.7295,886524.0
2019-12-23,153.6615,154.4385,143.4058,144.2119,244577.0
2019-12-24,143.8331,145.387,143.5417,144.5712,103854.0
2019-12-25,143.8331,145.387,143.5417,144.5712,103854.0
2019-12-26,144.5712,144.6198,142.3083,143.9594,113756.0
2019-12-27,143.8331,144.8286,142.1724,144.2119,175480.0
2019-12-28,143.8331,144.8286,142.1724,144.2119,175480.0
2019-12-29,143.8331,144.8286,142.1724,144.2119,175480.0
2019-12-30,144.2216,144.7849,141.949,143.0561,117900.0
2019-12-31,142.6094,144.3575,142.6094,142.7648,150645.0
2020-01-01,142.6094,144.3575,142.6094,142.7648,150645.0
2020-01-02,143.4835,144.1633,141.3177,143.1241,186308.0
2020-01-03,141.9975,142.3375,140.0843,141.9101,165060.0
2020-01-04,141.9975,142.3375,140.0843,141.9101,165060.0
2020-01-05,141.9975,142.3375,140.0843,141.9101,165060.0
2020-01-06,140.9098,141.0568,136.9765,137.5981,230313.0
2020-01-07,137.2387,140.366,136.2759,138.6178,232906.0
2020-01-08,137.9186,139.4142,134.568,135.3935,165428.0
2020-01-09,137.938,137.938,133.5385,134.8982,349832.0
2020-01-10,135.3838,136.2093,134.1601,135.2186,163643.0
2020-01-11,135.3838,136.2093,134.1601,135.2186,163643.0
2020-01-12,135.3838,136.2093,134.1601,135.2186,163643.0
2020-01-13,135.1798,139.3656,134.5,139.2491,178809.0
2020-01-14,138.2779,138.9772,137.093,137.6272,251064.0
2020-01-15,136.9377,137.8797,135.6654,137.0056,116227.0
2020-01-16,137.7826,138.8509,136.7191,137.229,115407.0
2020-01-17,138.4624,139.6084,137.161,139.2588,187716.0
2020-01-18,138.4624,139.6084,137.161,139.2588,187716.0
2020-01-19,138.4624,139.6084,137.161,139.2588,187716.0
2020-01-20,138.4624,139.6084,137.161,139.2588,187716.0
2020-01-21,138.9674,140.7933,138.0642,140.4631,193466.0
2020-01-22,140.7641,142.1238,137.3747,137.6855,178484.0
2020-01-23,137.5398,139.9192,136.3247,139.4336,143666.0
2020-01-24,139.2782,139.2782,132.8984,133.9173,159405.0
2020-01-25,139.2782,139.2782,132.8984,133.9173,159405.0
2020-01-26,139.2782,139.2782,132.8984,133.9173,159405.0
2020-01-27,132.0817,137.3164,131.8389,135.3935,152084.0
2020-01-28,136.3355,137.8894,135.9378,137.2581,150615.0
2020-01-29,138.307,139.8998,137.229,138.6372,257887.0
2020-01-30,136.9862,139.2345,136.8405,138.8023,125488.0
2020-01-31,138.6178,138.6178,131.5767,131.7321,229532.0
2020-02-01,138.6178,138.6178,131.5767,131.7321,229532.0
2020-02-02,138.6178,138.6178,131.5767,131.7321,229532.0
2020-02-03,132.9169,137.8894,132.9169,135.7722,178613.0
2020-02-04,137.3358,138.1322,134.3349,134.5291,126618.0
2020-02-05,136.2287,137.938,135.2284,137.8214,150788.0
2020-02-06,138.0934,138.6469,135.3303,136.2967,149128.0
2020-02-07,136.0733,136.0733,127.2452,129.6052,238160.0
2020-02-08,136.0733,136.0733,127.2452,129.6052,238160.0
2020-02-09,136.0733,136.0733,127.2452,129.6052,238160.0
2020-02-10,128.7505,132.6838,128.3815,132.441,295117.0
2020-02-11,134.5097,139.1617,134.0338,136.0733,330274.0
2020-02-12,131.1105,133.9464,123.2876,125.0406,898406.0
2020-02-13,123.0885,128.7463,123.0885,127.0995,260753.0
2020-02-14,126.9635,127.4783,124.9143,127.2258,199090.0
2020-02-15,126.9635,127.4783,124.9143,127.2258,199090.0
2020-02-16,126.9635,127.4783,124.9143,127.2258,199090.0
2020-02-17,126.9635,127.4783,124.9143,127.2258,199090.0
2020-02-18,127.2258,128.7214,125.7787,126.0603,138988.0
2020-02-19,126.5654,128.2746,125.2834,127.4394,139012.0
2020-02-20,127.0607,127.8425,125.3319,127.2646,135900.0
2020-02-21,127.42,127.9639,124.9362,125.6621,142872.0
2020-02-22,127.42,127.9639,124.9362,125.6621,142872.0
2020-02-23,127.42,127.9639,124.9362,125.6621,142872.0
2020-02-24,124.1859,126.1575,123.341,124.4482,186122.0
2020-02-25,125.0115,126.6722,123.0205,123.2439,161868.0
2020-02-26,123.7392,124.7298,120.5974,120.9227,216844.0
2020-02-27,117.7178,121.8939,116.7369,117.0477,268693.0
2020-02-28,113.7748,115.8434,110.3271,115.7269,300388.0
2020-02-29,113.7748,115.8434,110.3271,115.7269,300388.0
2020-03-01,113.7748,115.8434,110.3271,115.7269,300388.0
2020-03-02,115.9891,117.1448,112.4248,116.8826,252274.0
2020-03-03,116.5427,120.981,112.3763,113.0853,213120.0
2020-03-04,114.4449,114.5712,111.7062,113.2698,275639.0
2020-03-05,110.6379,112.2403,109.6715,111.6673,202911.0
2020-03-06,108.5789,110.7058,106.5978,108.5498,185443.0
2020-03-07,108.5789,110.7058,106.5978,108.5498,185443.0
2020-03-08,108.5789,110.7058,106.5978,108.5498,185443.0
2020-03-09,99.4595,103.0529,98.7717,100.858,300684.0
2020-03-10,103.4996,104.937,99.5469,100.7512,355610.0
2020-03-11,98.2066,102.946,97.3617,98.8476,491607.0
2020-03-12,94.4253,98.682,84.7237,87.9576,435866.0
2020-03-13,93.1785,95.4578,88.6394,92.9253,363384.0
