,BFH US Equity,BFH US Equity,BFH US Equity,BFH US Equity,BFH US Equity
2023-01-13,37.396,37.793,36.5,36.933,605907.0
2023-01-14,37.396,37.793,36.5,36.933,605907.0
2023-01-15,37.396,37.793,36.5,36.933,605907.0
2023-01-16,37.396,37.793,36.5,36.933,605907.0
2023-01-17,36.895,37.473,36.394,37.088,949641.0
2023-01-18,37.097,37.338,35.835,35.941,766812.0
2023-01-19,34.838,35.46,33.307,34.862,1211300.0
2023-01-20,35.315,37.463,34.776,37.454,1521611.0
2023-01-21,35.315,37.463,34.776,37.454,1521611.0
2023-01-22,35.315,37.463,34.776,37.454,1521611.0
2023-01-23,37.685,39.515,37.271,38.841,1490157.0
2023-01-24,38.504,40.459,38.455,39.178,888467.0
2023-01-25,38.725,41.336,38.504,41.153,1933206.0
2023-01-26,41.317,41.894,37.059,38.754,2013657.0
2023-01-27,38.571,39.669,37.579,39.033,1430921.0
2023-01-28,38.571,39.669,37.579,39.033,1430921.0
2023-01-29,38.571,39.669,37.579,39.033,1430921.0
2023-01-30,38.032,39.024,37.81,37.955,1246970.0
2023-01-31,37.646,39.583,37.434,39.525,922261.0
2023-02-01,34.92,37.287,33.649,36.673,3398149.0
2023-02-02,36.799,42.415,36.799,42.328,2160180.0
2023-02-03,41.634,42.887,41.056,41.22,1126676.0
2023-02-04,41.634,42.887,41.056,41.22,1126676.0
2023-02-05,41.634,42.887,41.056,41.22,1126676.0
2023-02-06,40.45,40.45,38.764,39.149,830278.0
2023-02-07,39.178,40.401,38.956,40.161,728815.0
2023-02-08,40.151,40.555,39.65,40.189,573494.0
2023-02-09,40.761,40.78,39.584,39.647,546234.0
2023-02-10,39.492,39.783,38.834,39.386,426620.0
2023-02-11,39.492,39.783,38.834,39.386,426620.0
2023-02-12,39.492,39.783,38.834,39.386,426620.0
2023-02-13,38.989,40.277,38.621,40.257,467952.0
2023-02-14,40.16,40.47,38.989,39.88,706009.0
2023-02-15,39.212,40.48,39.212,40.461,640062.0
2023-02-16,39.86,40.538,39.221,39.773,554598.0
2023-02-17,39.531,39.841,38.602,39.231,634445.0
2023-02-18,39.531,39.841,38.602,39.231,634445.0
2023-02-19,39.531,39.841,38.602,39.231,634445.0
2023-02-20,39.531,39.841,38.602,39.231,634445.0
2023-02-21,38.447,39.599,37.711,37.721,631936.0
2023-02-22,38.437,39.241,37.692,38.95,723109.0
2023-02-23,39.744,40.17,37.653,39.037,566739.0
2023-02-24,38.882,38.882,37.556,38.379,589406.0
2023-02-25,38.882,38.882,37.556,38.379,589406.0
2023-02-26,38.882,38.882,37.556,38.379,589406.0
2023-02-27,38.892,39.88,38.379,39.676,716510.0
2023-02-28,39.686,40.267,39.667,39.763,513055.0
2023-03-01,39.57,40.248,39.405,39.628,461767.0
2023-03-02,38.931,39.589,38.383,39.018,697798.0
2023-03-03,39.754,39.899,38.989,39.328,768520.0
2023-03-04,39.754,39.899,38.989,39.328,768520.0
2023-03-05,39.754,39.899,38.989,39.328,768520.0
2023-03-06,39.212,39.686,36.714,37.169,831951.0
2023-03-07,37.023,37.42,36.133,36.346,616311.0
2023-03-08,36.355,36.946,35.804,36.375,421676.0
2023-03-09,36.288,36.694,34.225,34.293,685797.0
2023-03-10,34.041,34.516,32.73,33.799,1049987.0
2023-03-11,34.041,34.516,32.73,33.799,1049987.0
2023-03-12,34.041,34.516,32.73,33.799,1049987.0
2023-03-13,32.473,32.579,30.658,30.934,1551682.0
2023-03-14,33.064,33.988,31.66,31.921,1402090.0
2023-03-15,30.062,30.614,28.988,30.033,1156758.0
2023-03-16,29.549,31.04,28.29,30.459,866484.0
2023-03-17,29.191,29.723,28.203,28.445,1759019.0
2023-03-18,29.191,29.723,28.203,28.445,1759019.0
2023-03-19,29.191,29.723,28.203,28.445,1759019.0
2023-03-20,28.91,29.927,27.99,28.184,949589.0
2023-03-21,29.646,30.285,29.094,29.268,1122818.0
2023-03-22,29.365,29.665,28.46,28.494,840722.0
2023-03-23,28.581,28.862,26.848,27.051,884591.0
2023-03-24,26.325,26.983,25.809,26.877,1081320.0
2023-03-25,26.325,26.983,25.809,26.877,1081320.0
2023-03-26,26.325,26.983,25.809,26.877,1081320.0
2023-03-27,27.7,28.155,27.322,27.981,683250.0
2023-03-28,28.029,28.281,27.356,27.613,453829.0
2023-03-29,28.174,28.581,27.966,28.455,372798.0
2023-03-30,28.852,29.007,28.136,28.62,536179.0
2023-03-31,28.813,29.384,28.397,29.355,807029.0
2023-04-01,28.813,29.384,28.397,29.355,807029.0
2023-04-02,28.813,29.384,28.397,29.355,807029.0
2023-04-03,29.53,29.97,29.026,29.317,759022.0
2023-04-04,29.694,29.694,28.039,28.716,1095277.0
2023-04-05,27.981,28.3,27.555,28.0,625618.0
2023-04-06,27.923,27.923,25.376,26.141,1768263.0
2023-04-07,27.923,27.923,25.376,26.141,1768263.0
2023-04-08,27.923,27.923,25.376,26.141,1768263.0
2023-04-09,27.923,27.923,25.376,26.141,1768263.0
2023-04-10,26.102,27.477,25.986,26.654,970021.0
2023-04-11,26.586,27.4,26.277,27.245,1130692.0
2023-04-12,27.71,27.743,26.238,26.412,652127.0
2023-04-13,26.451,27.041,26.044,26.78,445030.0
2023-04-14,27.109,27.748,26.364,26.828,468142.0
2023-04-15,27.109,27.748,26.364,26.828,468142.0
2023-04-16,27.109,27.748,26.364,26.828,468142.0
2023-04-17,26.906,27.09,26.364,26.964,679017.0
2023-04-18,26.945,27.041,26.325,26.809,412427.0
2023-04-19,26.683,27.632,26.519,27.487,551526.0
2023-04-20,27.08,27.322,26.625,27.322,647755.0
2023-04-21,27.526,27.526,26.819,27.284,641139.0
2023-04-22,27.526,27.526,26.819,27.284,641139.0
2023-04-23,27.526,27.526,26.819,27.284,641139.0
2023-04-24,27.274,27.526,26.848,27.119,484220.0
2023-04-25,26.654,26.712,26.083,26.151,427207.0
2023-04-26,26.093,26.828,25.638,25.909,831555.0
2023-04-27,26.131,26.635,24.892,26.432,1100671.0
2023-04-28,26.48,28.31,26.315,26.722,1269249.0
2023-04-29,26.48,28.31,26.315,26.722,1269249.0
2023-04-30,26.48,28.31,26.315,26.722,1269249.0
2023-05-01,26.635,27.012,25.899,25.996,863337.0
2023-05-02,25.667,25.87,23.474,24.098,921871.0
2023-05-03,24.021,24.882,23.895,24.021,733577.0
2023-05-04,23.575,23.759,22.452,22.946,1063720.0
2023-05-05,23.653,24.369,23.614,24.147,672606.0
2023-05-06,23.653,24.369,23.614,24.147,672606.0
2023-05-07,23.653,24.369,23.614,24.147,672606.0
2023-05-08,24.34,24.64,24.079,24.34,759167.0
2023-05-09,24.698,25.676,24.389,25.396,750732.0
2023-05-10,25.909,26.015,24.776,25.202,560477.0
2023-05-11,24.909,25.749,24.797,25.729,526469.0
2023-05-12,26.227,26.32,25.583,26.061,576560.0
2023-05-13,26.227,26.32,25.583,26.061,576560.0
2023-05-14,26.227,26.32,25.583,26.061,576560.0
2023-05-15,26.295,27.72,26.295,27.047,1262339.0
2023-05-16,26.793,27.593,26.744,27.066,626948.0
2023-05-17,27.798,29.497,27.788,29.126,744655.0
2023-05-18,29.126,30.063,28.93,29.789,455315.0
2023-05-19,30.092,30.648,28.984,29.321,513882.0
2023-05-20,30.092,30.648,28.984,29.321,513882.0
2023-05-21,30.092,30.648,28.984,29.321,513882.0
2023-05-22,29.965,30.187,29.545,29.76,538738.0
2023-05-23,29.877,30.609,29.594,29.663,407264.0
2023-05-24,29.214,29.321,28.501,28.813,412818.0
2023-05-25,28.677,29.057,28.111,28.433,394235.0
2023-05-26,28.579,29.214,28.179,28.999,538995.0
2023-05-27,28.579,29.214,28.179,28.999,538995.0
2023-05-28,28.579,29.214,28.179,28.999,538995.0
2023-05-29,28.579,29.214,28.179,28.999,538995.0
2023-05-30,29.096,29.419,28.228,28.638,476607.0
2023-05-31,28.14,28.735,27.066,27.505,1714558.0
2023-06-01,27.72,28.467,27.505,28.042,895825.0
2023-06-02,28.843,30.307,28.686,30.151,704139.0
2023-06-03,28.843,30.307,28.686,30.151,704139.0
2023-06-04,28.843,30.307,28.686,30.151,704139.0
2023-06-05,30.033,30.121,28.686,29.438,466979.0
2023-06-06,29.165,31.068,28.813,30.746,523193.0
2023-06-07,31.234,32.127,31.185,31.927,390821.0
2023-06-08,30.014,30.346,28.54,30.004,4587967.0
2023-06-09,30.141,30.17,29.282,29.526,3976601.0
2023-06-10,30.141,30.17,29.282,29.526,3976601.0
2023-06-11,30.141,30.17,29.282,29.526,3976601.0
2023-06-12,29.262,30.063,29.004,29.907,1681648.0
2023-06-13,29.77,31.234,29.575,31.117,1230292.0
2023-06-14,31.117,31.332,29.467,29.975,1100034.0
2023-06-15,29.623,30.375,29.16,30.209,969892.0
2023-06-16,30.57,30.639,29.575,30.004,1412635.0
2023-06-17,30.57,30.639,29.575,30.004,1412635.0
2023-06-18,30.57,30.639,29.575,30.004,1412635.0
2023-06-19,30.57,30.639,29.575,30.004,1412635.0
2023-06-20,29.77,30.004,28.848,29.487,1612398.0
2023-06-21,29.516,29.711,28.97,29.419,835315.0
2023-06-22,29.214,29.497,28.472,28.989,982645.0
2023-06-23,28.423,29.038,28.081,28.745,820063.0
2023-06-24,28.423,29.038,28.081,28.745,820063.0
2023-06-25,28.423,29.038,28.081,28.745,820063.0
2023-06-26,28.745,29.458,28.745,28.95,693421.0
2023-06-27,28.96,29.838,28.579,29.565,670311.0
2023-06-28,29.253,29.35,28.716,29.223,695271.0
2023-06-29,29.301,30.19,29.301,30.131,579702.0
2023-06-30,30.697,31.088,29.955,30.639,1320602.0
2023-07-01,30.697,31.088,29.955,30.639,1320602.0
2023-07-02,30.697,31.088,29.955,30.639,1320602.0
2023-07-03,30.687,31.478,30.687,31.049,564510.0
2023-07-04,30.687,31.478,30.687,31.049,564510.0
2023-07-05,30.756,31.449,30.365,30.892,1695770.0
2023-07-06,30.414,30.775,29.702,30.424,1988570.0
2023-07-07,30.687,31.107,30.375,30.707,1546716.0
2023-07-08,30.687,31.107,30.375,30.707,1546716.0
2023-07-09,30.687,31.107,30.375,30.707,1546716.0
2023-07-10,30.922,32.581,30.8,32.444,2126641.0
2023-07-11,32.649,33.44,32.337,33.333,995028.0
2023-07-12,34.279,34.445,33.738,33.938,685214.0
2023-07-13,34.348,35.324,34.006,35.304,1057368.0
2023-07-14,35.402,35.412,33.577,34.016,619573.0
2023-07-15,35.402,35.412,33.577,34.016,619573.0
2023-07-16,35.402,35.412,33.577,34.016,619573.0
2023-07-17,33.674,34.594,33.42,34.25,452489.0
2023-07-18,34.572,35.968,34.553,35.958,1419844.0
2023-07-19,36.261,36.729,35.685,36.495,778250.0
2023-07-20,36.124,36.183,35.304,35.9,871117.0
2023-07-21,36.075,36.144,35.089,35.656,735342.0
2023-07-22,36.075,36.144,35.089,35.656,735342.0
2023-07-23,36.075,36.144,35.089,35.656,735342.0
2023-07-24,35.851,36.568,35.704,36.407,490895.0
2023-07-25,36.524,36.671,35.89,35.987,928519.0
2023-07-26,35.685,36.578,35.499,35.519,1066917.0
2023-07-27,37.92,38.935,36.514,38.457,1710477.0
2023-07-28,39.384,40.087,38.623,39.775,867262.0
2023-07-29,39.384,40.087,38.623,39.775,867262.0
2023-07-30,39.384,40.087,38.623,39.775,867262.0
2023-07-31,40.165,40.887,39.531,40.575,1102099.0
2023-08-01,40.458,40.458,39.397,39.579,951031.0
2023-08-02,39.452,39.54,38.476,38.769,868658.0
2023-08-03,38.808,39.379,38.301,39.062,586967.0
2023-08-04,38.808,39.892,38.174,39.57,630034.0
2023-08-05,38.808,39.892,38.174,39.57,630034.0
2023-08-06,38.808,39.892,38.174,39.57,630034.0
2023-08-07,39.901,40.633,39.75,40.194,624717.0
2023-08-08,39.345,40.048,38.869,40.019,530184.0
2023-08-09,39.892,39.892,39.052,39.706,730787.0
2023-08-10,40.108,40.619,39.549,39.951,624000.0
2023-08-11,39.736,39.844,39.265,39.539,316782.0
2023-08-12,39.736,39.844,39.265,39.539,316782.0
2023-08-13,39.736,39.844,39.265,39.539,316782.0
2023-08-14,39.127,39.127,38.293,38.598,523985.0
2023-08-15,38.185,38.396,37.175,37.499,505548.0
2023-08-16,37.342,37.665,36.586,36.606,690256.0
2023-08-17,36.792,37.145,36.449,36.724,684768.0
2023-08-18,36.145,37.121,36.145,36.822,435095.0
2023-08-19,36.145,37.121,36.145,36.822,435095.0
2023-08-20,36.145,37.121,36.145,36.822,435095.0
2023-08-21,36.831,36.935,36.351,36.733,377882.0
2023-08-22,37.185,37.185,35.811,35.821,766459.0
2023-08-23,35.899,36.449,35.321,36.213,357281.0
2023-08-24,36.194,36.9,36.194,36.557,496397.0
2023-08-25,36.508,36.969,36.169,36.311,509321.0
2023-08-26,36.508,36.969,36.169,36.311,509321.0
2023-08-27,36.508,36.969,36.169,36.311,509321.0
2023-08-28,36.675,37.185,36.449,36.488,327680.0
2023-08-29,36.586,37.234,36.341,36.969,402990.0
2023-08-30,36.871,37.253,36.728,36.831,388259.0
2023-08-31,37.038,37.204,36.527,36.871,499392.0
2023-09-01,37.381,38.117,37.283,37.999,400930.0
2023-09-02,37.381,38.117,37.283,37.999,400930.0
2023-09-03,37.381,38.117,37.283,37.999,400930.0
2023-09-04,37.381,38.117,37.283,37.999,400930.0
2023-09-05,36.792,37.047,36.174,36.37,810124.0
2023-09-06,36.37,36.733,35.782,36.724,599878.0
2023-09-07,36.38,36.704,35.149,35.546,608606.0
2023-09-08,35.664,35.664,34.928,35.271,449363.0
2023-09-09,35.664,35.664,34.928,35.271,449363.0
2023-09-10,35.664,35.664,34.928,35.271,449363.0
2023-09-11,35.585,35.791,35.213,35.262,438474.0
2023-09-12,35.232,35.87,34.997,35.095,668403.0
2023-09-13,35.379,35.379,34.143,34.281,599205.0
2023-09-14,34.801,35.208,34.271,34.565,544718.0
2023-09-15,34.281,34.899,34.035,34.33,1102539.0
2023-09-16,34.281,34.899,34.035,34.33,1102539.0
2023-09-17,34.281,34.899,34.035,34.33,1102539.0
2023-09-18,33.996,34.241,33.751,33.78,320893.0
2023-09-19,33.888,34.653,33.565,34.428,531181.0
2023-09-20,34.81,35.448,34.016,34.065,479675.0
2023-09-21,33.692,34.31,33.604,33.721,374535.0
2023-09-22,33.692,33.937,33.358,33.594,277422.0
2023-09-23,33.692,33.937,33.358,33.594,277422.0
2023-09-24,33.692,33.937,33.358,33.594,277422.0
2023-09-25,33.456,33.761,33.093,33.672,358786.0
2023-09-26,33.26,33.741,32.977,33.192,438866.0
2023-09-27,33.437,33.51,32.789,33.074,298042.0
2023-09-28,33.447,34.202,33.329,33.692,482909.0
2023-09-29,33.79,34.065,33.437,33.555,336190.0
2023-09-30,33.79,34.065,33.437,33.555,336190.0
2023-10-01,33.79,34.065,33.437,33.555,336190.0
2023-10-02,31.936,33.074,31.69,32.887,1102009.0
2023-10-03,31.906,32.338,30.758,30.768,1048335.0
2023-10-04,30.974,31.298,30.13,30.749,551512.0
2023-10-05,29.993,30.248,28.973,29.022,870453.0
2023-10-06,28.688,30.415,28.649,30.072,609081.0
2023-10-07,28.688,30.415,28.649,30.072,609081.0
2023-10-08,28.688,30.415,28.649,30.072,609081.0
2023-10-09,29.601,30.886,29.601,30.346,367534.0
2023-10-10,30.621,31.484,30.258,31.062,603942.0
2023-10-11,30.631,31.793,30.631,31.681,461471.0
2023-10-12,31.7,31.7,30.812,31.386,405424.0
2023-10-13,31.641,31.72,29.404,29.895,768385.0
2023-10-14,31.641,31.72,29.404,29.895,768385.0
2023-10-15,31.641,31.72,29.404,29.895,768385.0
2023-10-16,30.297,30.503,29.807,30.042,441935.0
2023-10-17,29.689,30.994,29.527,30.807,579735.0
2023-10-18,30.219,30.469,29.718,29.826,364438.0
2023-10-19,29.444,29.851,28.713,28.865,504086.0
2023-10-20,28.747,29.007,28.09,28.109,477545.0
2023-10-21,28.747,29.007,28.09,28.109,477545.0
2023-10-22,28.747,29.007,28.09,28.109,477545.0
2023-10-23,27.913,28.678,27.786,28.09,573689.0
2023-10-24,28.708,28.924,27.854,27.884,343406.0
2023-10-25,27.619,27.82,27.167,27.295,744179.0
2023-10-26,27.864,28.981,26.746,26.942,1241969.0
2023-10-27,26.589,26.966,25.951,26.265,705601.0
2023-10-28,26.589,26.966,25.951,26.265,705601.0
2023-10-29,26.589,26.966,25.951,26.265,705601.0
2023-10-30,26.736,27.03,26.137,26.628,398467.0
2023-10-31,26.853,26.986,26.412,26.52,526679.0
2023-11-01,26.333,26.746,25.588,26.206,997153.0
2023-11-02,26.716,28.317,26.706,28.305,816313.0
2023-11-03,29.169,29.954,28.6,28.678,751066.0
2023-11-04,29.169,29.954,28.6,28.678,751066.0
2023-11-05,29.169,29.954,28.6,28.678,751066.0
2023-11-06,28.57,28.972,28.207,28.855,627648.0
2023-11-07,28.512,28.904,27.992,28.139,520823.0
2023-11-08,28.139,28.413,27.511,27.638,538955.0
2023-11-09,27.952,27.952,26.647,26.844,563268.0
2023-11-10,27.031,27.348,26.636,27.289,638602.0
2023-11-11,27.031,27.348,26.636,27.289,638602.0
2023-11-12,27.031,27.348,26.636,27.289,638602.0
2023-11-13,26.952,27.259,26.478,26.507,329772.0
2023-11-14,27.753,28.623,27.061,27.13,792038.0
2023-11-15,26.646,27.931,26.646,27.882,1125806.0
2023-11-16,27.773,27.773,25.974,26.043,860551.0
2023-11-17,26.399,27.18,26.349,27.16,700298.0
2023-11-18,26.399,27.18,26.349,27.16,700298.0
2023-11-19,26.399,27.18,26.349,27.16,700298.0
2023-11-20,27.081,27.343,26.79,27.13,451873.0
2023-11-21,26.814,26.814,26.409,26.488,443825.0
2023-11-22,26.596,27.096,26.527,26.824,386400.0
2023-11-23,26.596,27.096,26.527,26.824,386400.0
2023-11-24,27.002,27.007,26.537,26.913,141465.0
2023-11-25,27.002,27.007,26.537,26.913,141465.0
2023-11-26,27.002,27.007,26.537,26.913,141465.0
2023-11-27,26.794,27.239,26.3,26.517,475260.0
2023-11-28,26.418,27.387,26.28,27.358,494031.0
2023-11-29,27.585,28.129,27.2,27.279,546419.0
2023-11-30,27.466,27.902,27.135,27.783,599129.0
2023-12-01,27.635,29.483,27.516,28.92,652408.0
2023-12-02,27.635,29.483,27.516,28.92,652408.0
2023-12-03,27.635,29.483,27.516,28.92,652408.0
2023-12-04,28.505,29.582,28.437,28.979,781583.0
2023-12-05,28.791,28.979,28.149,28.94,619250.0
2023-12-06,29.394,30.225,28.841,28.979,580632.0
2023-12-07,29.207,30.63,29.137,30.571,1145738.0
2023-12-08,30.176,30.838,30.037,30.344,579277.0
2023-12-09,30.176,30.838,30.037,30.344,579277.0
2023-12-10,30.176,30.838,30.037,30.344,579277.0
2023-12-11,30.284,31.115,29.928,30.927,647666.0
2023-12-12,30.818,31.698,30.607,31.342,711729.0
2023-12-13,30.274,33.092,29.8,32.707,1636870.0
2023-12-14,33.597,34.773,33.26,33.616,1137081.0
2023-12-15,33.695,33.784,32.638,33.013,1466101.0
2023-12-16,33.695,33.784,32.638,33.013,1466101.0
2023-12-17,33.695,33.784,32.638,33.013,1466101.0
2023-12-18,32.657,33.473,32.464,32.598,823974.0
2023-12-19,32.964,33.73,32.687,33.468,806066.0
2023-12-20,33.448,33.705,32.153,32.163,742688.0
2023-12-21,32.588,33.834,32.588,33.784,757392.0
2023-12-22,33.686,34.19,33.092,33.448,679398.0
2023-12-23,33.686,34.19,33.092,33.448,679398.0
2023-12-24,33.686,34.19,33.092,33.448,679398.0
2023-12-25,33.686,34.19,33.092,33.448,679398.0
2023-12-26,33.379,33.527,33.102,33.339,479958.0
2023-12-27,33.359,33.503,32.984,33.142,453258.0
2023-12-28,33.053,33.33,32.825,33.221,480645.0
2023-12-29,33.191,33.419,32.519,32.568,501567.0
2023-12-30,33.191,33.419,32.519,32.568,501567.0
2023-12-31,33.191,33.419,32.519,32.568,501567.0
2024-01-01,33.191,33.419,32.519,32.568,501567.0
2024-01-02,32.044,33.349,31.985,32.618,679285.0
2024-01-03,31.639,32.282,31.056,31.51,710876.0
2024-01-04,31.758,31.758,31.016,31.164,413173.0
2024-01-05,30.66,32.41,30.66,32.143,450342.0
2024-01-06,30.66,32.41,30.66,32.143,450342.0
2024-01-07,30.66,32.41,30.66,32.143,450342.0
2024-01-08,32.183,33.211,31.942,33.191,570007.0
2024-01-09,31.995,32.628,31.659,32.46,1496370.0
2024-01-10,31.856,32.44,31.856,32.133,460144.0
2024-01-11,32.104,32.4,31.649,32.361,889995.0
2024-01-12,32.776,32.885,31.036,31.065,480640.0
2024-01-13,32.776,32.885,31.036,31.065,480640.0
2024-01-14,32.776,32.885,31.036,31.065,480640.0
2024-01-15,32.776,32.885,31.036,31.065,480640.0
2024-01-16,30.749,30.986,30.334,30.739,674087.0
2024-01-17,29.958,30.324,29.582,29.77,799606.0
2024-01-18,29.533,29.582,28.683,29.108,1056788.0
2024-01-19,29.276,30.007,28.791,29.869,764051.0
2024-01-20,29.276,30.007,28.791,29.869,764051.0
2024-01-21,29.276,30.007,28.791,29.869,764051.0
2024-01-22,30.156,31.046,30.156,30.67,747163.0
2024-01-23,31.046,31.313,30.363,30.403,533648.0
2024-01-24,30.828,31.273,29.82,30.156,1090472.0
2024-01-25,28.554,32.647,27.684,32.262,1952512.0
2024-01-26,32.766,35.658,32.736,35.07,2313624.0
2024-01-27,32.766,35.658,32.736,35.07,2313624.0
2024-01-28,32.766,35.658,32.736,35.07,2313624.0
2024-01-29,35.07,35.831,34.615,35.821,1264634.0
2024-01-30,35.93,36.325,35.623,36.266,808871.0
2024-01-31,36.029,37.225,35.622,35.861,914906.0
2024-02-01,36.291,36.795,34.585,35.92,557913.0
2024-02-02,35.495,35.604,34.902,35.099,514711.0
2024-02-03,35.495,35.604,34.902,35.099,514711.0
2024-02-04,35.495,35.604,34.902,35.099,514711.0
2024-02-05,34.476,34.501,33.611,33.933,633217.0
2024-02-06,33.814,34.407,33.587,33.893,403887.0
2024-02-07,33.943,34.269,33.241,34.239,440146.0
2024-02-08,34.03,35.214,33.523,35.134,431207.0
2024-02-09,35.125,35.473,34.418,35.274,494094.0
2024-02-10,35.125,35.473,34.418,35.274,494094.0
2024-02-11,35.125,35.473,34.418,35.274,494094.0
2024-02-12,35.512,37.482,35.443,37.174,647087.0
2024-02-13,35.99,36.925,35.592,36.418,888031.0
2024-02-14,36.975,37.383,35.98,37.114,490803.0
2024-02-15,37.154,37.86,36.915,37.373,640226.0
2024-02-16,37.164,37.711,36.567,37.005,513304.0
2024-02-17,37.164,37.711,36.567,37.005,513304.0
2024-02-18,37.164,37.711,36.567,37.005,513304.0
2024-02-19,37.164,37.711,36.567,37.005,513304.0
2024-02-20,36.572,38.099,36.229,37.532,652838.0
2024-02-21,38.357,38.507,36.159,36.418,914860.0
2024-02-22,36.448,36.806,36.164,36.507,581055.0
2024-02-23,36.646,37.005,36.298,36.587,413458.0
2024-02-24,36.646,37.005,36.298,36.587,413458.0
2024-02-25,36.646,37.005,36.298,36.587,413458.0
2024-02-26,36.338,36.885,36.204,36.547,581647.0
2024-02-27,36.945,37.512,36.686,37.024,604494.0
2024-02-28,36.477,37.582,36.477,37.243,490018.0
2024-02-29,37.79,38.432,37.492,38.079,771214.0
2024-03-01,38.158,38.377,37.741,38.079,832006.0
2024-03-02,38.158,38.377,37.741,38.079,832006.0
2024-03-03,38.158,38.377,37.741,38.079,832006.0
2024-03-04,38.039,38.392,37.034,37.204,592729.0
2024-03-05,36.835,38.601,36.706,37.611,1224924.0
2024-03-06,37.87,38.208,37.015,37.363,536297.0
2024-03-07,37.522,37.91,36.985,37.243,578012.0
2024-03-08,37.661,38.984,37.452,38.716,2080818.0
2024-03-09,37.661,38.984,37.452,38.716,2080818.0
2024-03-10,37.661,38.984,37.452,38.716,2080818.0
2024-03-11,38.198,38.586,36.149,36.308,1061977.0
2024-03-12,36.368,36.706,35.682,36.487,983983.0
2024-03-13,36.298,38.288,36.298,38.218,1487998.0
2024-03-14,38.238,38.527,36.885,37.402,959353.0
2024-03-15,36.806,37.771,36.567,36.995,1187626.0
2024-03-16,36.806,37.771,36.567,36.995,1187626.0
2024-03-17,36.806,37.771,36.567,36.995,1187626.0
2024-03-18,36.816,38.248,36.617,38.168,793751.0
2024-03-19,38.248,39.283,38.168,38.924,692646.0
2024-03-20,38.805,40.238,38.387,39.949,971777.0
2024-03-21,40.387,40.645,37.503,38.288,1109376.0
2024-03-22,38.029,38.079,35.363,35.403,1047501.0
2024-03-23,38.029,38.079,35.363,35.403,1047501.0
2024-03-24,38.029,38.079,35.363,35.403,1047501.0
2024-03-25,35.413,36.025,34.826,35.512,458261.0
2024-03-26,35.632,37.084,35.632,36.776,1058352.0
2024-03-27,37.243,37.552,36.443,37.422,559399.0
2024-03-28,37.074,37.761,36.726,37.044,405607.0
2024-03-29,37.074,37.761,36.726,37.044,405607.0
2024-03-30,37.074,37.761,36.726,37.044,405607.0
2024-03-31,37.074,37.761,36.726,37.044,405607.0
2024-04-01,37.174,37.288,35.612,35.791,670944.0
2024-04-02,35.602,36.0,34.567,34.806,720662.0
2024-04-03,34.657,35.771,34.657,35.204,527455.0
2024-04-04,36.567,36.766,35.224,35.423,774939.0
2024-04-05,35.274,35.483,34.498,35.294,699222.0
2024-04-06,35.274,35.483,34.498,35.294,699222.0
2024-04-07,35.274,35.483,34.498,35.294,699222.0
2024-04-08,35.463,37.015,35.463,36.278,553408.0
2024-04-09,35.96,36.398,35.592,36.0,407666.0
2024-04-10,34.985,35.672,34.567,35.194,487563.0
2024-04-11,35.045,35.463,34.219,34.756,602361.0
2024-04-12,34.458,34.637,33.851,34.1,469709.0
2024-04-13,34.458,34.637,33.851,34.1,469709.0
2024-04-14,34.458,34.637,33.851,34.1,469709.0
2024-04-15,34.498,34.756,33.563,33.613,682675.0
2024-04-16,33.225,33.523,32.638,33.364,872810.0
2024-04-17,34.0,34.0,31.931,32.061,666612.0
2024-04-18,32.289,33.682,32.081,33.026,886047.0
2024-04-19,33.085,34.662,33.085,34.299,984659.0
2024-04-20,33.085,34.662,33.085,34.299,984659.0
2024-04-21,33.085,34.662,33.085,34.299,984659.0
2024-04-22,34.428,34.667,33.712,34.04,1391644.0
2024-04-23,33.901,35.781,33.901,35.662,787947.0
2024-04-24,35.353,35.647,34.577,35.343,942360.0
2024-04-25,33.404,36.726,33.404,36.457,1445519.0
2024-04-26,36.408,38.686,36.308,36.776,1000056.0
2024-04-27,36.408,38.686,36.308,36.776,1000056.0
2024-04-28,36.408,38.686,36.308,36.776,1000056.0
2024-04-29,37.054,37.89,36.627,37.81,553994.0
2024-04-30,37.442,37.686,36.537,36.716,768597.0
2024-05-01,36.368,38.875,36.114,38.178,1014466.0
