,WSM US Equity,WSM US Equity,WSM US Equity,WSM US Equity,WSM US Equity
2019-02-13,49.3673,49.7306,48.4457,49.3407,780244.0
2019-02-14,48.8445,49.5623,48.2331,49.1812,730877.0
2019-02-15,49.3407,49.9433,49.1281,49.3762,750423.0
2019-02-16,49.3407,49.9433,49.1281,49.3762,750423.0
2019-02-17,49.3407,49.9433,49.1281,49.3762,750423.0
2019-02-18,49.3407,49.9433,49.1281,49.3762,750423.0
2019-02-19,49.5091,50.2623,49.0306,49.3407,1209043.0
2019-02-20,49.2255,50.1914,48.9951,50.0054,1131043.0
2019-02-21,50.2092,50.3953,48.8622,49.1103,802921.0
2019-02-22,49.3673,49.8458,48.9774,49.2078,898358.0
2019-02-23,49.3673,49.8458,48.9774,49.2078,898358.0
2019-02-24,49.3673,49.8458,48.9774,49.2078,898358.0
2019-02-25,49.4382,50.9801,49.4294,50.6788,1475933.0
2019-02-26,50.6611,50.8206,50.156,50.413,879658.0
2019-02-27,50.4573,52.5575,50.4218,52.2119,1774791.0
2019-02-28,51.8397,52.0967,51.2637,51.5384,1015511.0
2019-03-01,52.203,52.7967,51.0244,52.1498,1228432.0
2019-03-02,52.203,52.7967,51.0244,52.1498,1228432.0
2019-03-03,52.203,52.7967,51.0244,52.1498,1228432.0
2019-03-04,52.2828,52.4733,50.7852,51.4409,928888.0
2019-03-05,51.6536,52.1232,51.4675,51.689,920723.0
2019-03-06,51.822,52.3714,51.7156,51.7599,671457.0
2019-03-07,51.5738,51.9815,51.1884,51.2371,879317.0
2019-03-08,50.5282,50.9358,49.899,50.537,1486916.0
2019-03-09,50.5282,50.9358,49.899,50.537,1486916.0
2019-03-10,50.5282,50.9358,49.899,50.537,1486916.0
2019-03-11,50.6788,51.0953,49.9345,51.051,1211833.0
2019-03-12,51.0865,51.308,50.5105,50.9801,1245333.0
2019-03-13,50.9978,51.5118,50.2801,50.5016,1599306.0
2019-03-14,50.1826,50.5459,49.1635,49.8104,1678314.0
2019-03-15,49.7484,50.1206,49.3762,49.7927,2327719.0
2019-03-16,49.7484,50.1206,49.3762,49.7927,2327719.0
2019-03-17,49.7484,50.1206,49.3762,49.7927,2327719.0
2019-03-18,49.5534,50.218,49.4737,50.0142,1565828.0
2019-03-19,49.9433,51.0333,49.9123,50.2801,2766313.0
2019-03-20,50.2978,51.2371,49.8724,50.3775,3787478.0
2019-03-21,51.6624,52.5929,50.732,52.4777,6861785.0
2019-03-22,52.4423,53.1423,50.3155,50.5105,2763199.0
2019-03-23,52.4423,53.1423,50.3155,50.5105,2763199.0
2019-03-24,52.4423,53.1423,50.3155,50.5105,2763199.0
2019-03-25,50.5725,51.8131,50.5282,51.3434,1995795.0
2019-03-26,51.5827,52.7081,50.4839,50.8029,1665890.0
2019-03-27,50.8029,51.8308,50.5902,50.67,1806128.0
2019-03-28,51.0244,51.7511,50.7231,50.7497,1565789.0
2019-03-29,50.7497,50.9535,49.7351,49.8636,1748561.0
2019-03-30,50.7497,50.9535,49.7351,49.8636,1748561.0
2019-03-31,50.7497,50.9535,49.7351,49.8636,1748561.0
2019-04-01,49.8902,50.5813,49.3806,50.5282,1465197.0
2019-04-02,50.7852,51.2017,50.2801,51.0776,1285710.0
2019-04-03,51.565,52.1321,51.3434,51.7776,1221307.0
2019-04-04,51.7245,52.6195,51.7023,52.6018,1149271.0
2019-04-05,52.8233,53.7449,52.7657,53.3816,1813121.0
2019-04-06,52.8233,53.7449,52.7657,53.3816,1813121.0
2019-04-07,52.8233,53.7449,52.7657,53.3816,1813121.0
2019-04-08,53.2575,53.3993,52.9208,53.3018,1085151.0
2019-04-09,53.1246,53.4613,52.2739,52.3359,1185787.0
2019-04-10,52.4688,53.0183,52.3359,53.0005,929111.0
2019-04-11,52.9651,53.3373,52.0169,52.0169,1679975.0
2019-04-12,52.4157,52.5663,51.051,51.1485,1336491.0
2019-04-13,52.4157,52.5663,51.051,51.1485,1336491.0
2019-04-14,52.4157,52.5663,51.051,51.1485,1336491.0
2019-04-15,51.0156,51.4232,49.8458,50.094,1868392.0
2019-04-16,50.3066,50.6522,49.7838,50.5813,1293933.0
2019-04-17,50.8738,51.8397,50.8085,51.0599,1302615.0
2019-04-18,50.989,51.3346,50.3997,50.7852,933108.0
2019-04-19,50.989,51.3346,50.3997,50.7852,933108.0
2019-04-20,50.989,51.3346,50.3997,50.7852,933108.0
2019-04-21,50.989,51.3346,50.3997,50.7852,933108.0
2019-04-22,50.5105,50.7763,49.6066,49.9167,1129594.0
2019-04-23,50.0762,50.8383,49.7395,50.2623,1266194.0
2019-04-24,50.2623,51.5029,50.2475,51.3966,1900634.0
2019-04-25,51.2894,51.2894,49.824,50.3065,1412203.0
2019-04-26,49.7972,50.5746,49.6721,50.1993,1059411.0
2019-04-27,49.7972,50.5746,49.6721,50.1993,1059411.0
2019-04-28,49.7972,50.5746,49.6721,50.1993,1059411.0
2019-04-29,50.1814,50.865,50.0116,50.7086,794380.0
2019-04-30,50.7533,51.2358,50.4405,51.0839,1176903.0
2019-05-01,51.0392,51.1956,49.2253,49.4576,1690310.0
2019-05-02,49.3504,50.7443,49.2878,50.7354,1529246.0
2019-05-03,50.789,50.9141,50.0116,50.6103,1486655.0
2019-05-04,50.789,50.9141,50.0116,50.6103,1486655.0
2019-05-05,50.789,50.9141,50.0116,50.6103,1486655.0
2019-05-06,49.1449,50.2618,48.5373,50.0474,1855303.0
2019-05-07,49.5648,49.9223,48.0011,48.3318,1370780.0
2019-05-08,48.2781,49.3549,47.9833,48.9215,1278938.0
2019-05-09,48.1352,49.3995,48.0817,49.1806,1332925.0
2019-05-10,48.9304,49.127,47.8492,49.0198,994777.0
2019-05-11,48.9304,49.127,47.8492,49.0198,994777.0
2019-05-12,48.9304,49.127,47.8492,49.0198,994777.0
2019-05-13,47.8046,48.2156,46.1873,46.6966,1270953.0
2019-05-14,47.054,47.8046,46.4196,47.5365,1203713.0
2019-05-15,47.1612,47.6125,46.6519,47.5365,1812333.0
2019-05-16,47.7867,48.6356,47.6616,48.0101,1115242.0
2019-05-17,47.6437,48.3854,47.3757,47.5991,1277844.0
2019-05-18,47.6437,48.3854,47.3757,47.5991,1277844.0
2019-05-19,47.6437,48.3854,47.3757,47.5991,1277844.0
2019-05-20,47.3757,48.0101,47.0361,47.8939,1576659.0
2019-05-21,48.3139,49.5917,48.0179,48.7696,2615033.0
2019-05-22,48.1799,49.2342,47.9565,48.4569,2430202.0
2019-05-23,48.1262,48.1262,46.08,46.1873,2416804.0
2019-05-24,46.643,47.1791,46.2498,46.5357,1645320.0
2019-05-25,46.643,47.1791,46.2498,46.5357,1645320.0
2019-05-26,46.643,47.1791,46.2498,46.5357,1645320.0
2019-05-27,46.643,47.1791,46.2498,46.5357,1645320.0
2019-05-28,46.6698,47.6169,46.5983,46.92,2379376.0
2019-05-29,46.4821,46.634,44.8023,45.6869,2609044.0
2019-05-30,46.0532,46.9468,45.7226,46.0979,4545637.0
2019-05-31,51.7808,53.2909,50.1367,52.2723,10844185.0
2019-06-01,51.7808,53.2909,50.1367,52.2723,10844185.0
2019-06-02,51.7808,53.2909,50.1367,52.2723,10844185.0
2019-06-03,51.9149,52.2902,50.8615,52.0936,3510515.0
2019-06-04,52.7637,54.0862,52.4421,53.1122,2769252.0
2019-06-05,53.5054,53.5143,51.7719,52.6476,2022545.0
2019-06-06,52.5046,52.5046,51.0928,51.4145,1979715.0
2019-06-07,51.6021,52.0221,50.6818,50.7354,1605872.0
2019-06-08,51.6021,52.0221,50.6818,50.7354,1605872.0
2019-06-09,51.6021,52.0221,50.6818,50.7354,1605872.0
2019-06-10,51.3162,51.8881,50.2326,50.2886,1605288.0
2019-06-11,50.6907,52.2008,50.4852,52.1651,1424800.0
2019-06-12,52.1204,52.7548,51.9238,52.2276,1113474.0
2019-06-13,56.0162,56.0162,53.6305,54.7563,2592507.0
2019-06-14,54.5508,55.1406,54.1755,54.7474,1262649.0
2019-06-15,54.5508,55.1406,54.1755,54.7474,1262649.0
2019-06-16,54.5508,55.1406,54.1755,54.7474,1262649.0
2019-06-17,54.658,54.9618,54.1398,54.4972,1303118.0
2019-06-18,54.7117,55.9179,54.6134,55.1852,1389705.0
2019-06-19,55.078,55.5248,54.667,55.4176,1526832.0
2019-06-20,55.6767,55.7035,54.2649,54.9529,1313300.0
2019-06-21,54.8814,55.3282,54.39,54.7921,1713279.0
2019-06-22,54.8814,55.3282,54.39,54.7921,1713279.0
2019-06-23,54.8814,55.3282,54.39,54.7921,1713279.0
2019-06-24,54.7206,55.7839,54.5061,55.078,1471986.0
2019-06-25,55.078,56.1413,54.7742,56.0252,1386062.0
2019-06-26,56.1592,56.6775,55.7035,56.2754,1175734.0
2019-06-27,56.7043,57.6872,56.4458,57.4191,1203693.0
2019-06-28,57.6782,58.5628,57.5084,58.0803,1744122.0
2019-06-29,57.6782,58.5628,57.5084,58.0803,1744122.0
2019-06-30,57.6782,58.5628,57.5084,58.0803,1744122.0
2019-07-01,59.233,59.2419,57.5219,57.6961,1291440.0
2019-07-02,57.5353,57.9999,57.2583,57.4995,1228670.0
2019-07-03,57.6067,57.8569,57.3297,57.571,556536.0
2019-07-04,57.6067,57.8569,57.3297,57.571,556536.0
2019-07-05,57.3655,58.2054,57.3476,57.9373,916906.0
2019-07-06,57.3655,58.2054,57.3476,57.9373,916906.0
2019-07-07,57.3655,58.2054,57.3476,57.9373,916906.0
2019-07-08,57.7318,57.9642,56.4273,56.9902,1711274.0
2019-07-09,56.6953,57.1689,55.0512,55.3729,2114500.0
2019-07-10,56.0252,56.606,55.4622,56.4273,1891344.0
2019-07-11,56.6685,57.1868,56.0073,56.9634,1153651.0
2019-07-12,56.9634,59.0275,56.9634,58.4735,1499948.0
2019-07-13,56.9634,59.0275,56.9634,58.4735,1499948.0
2019-07-14,56.9634,59.0275,56.9634,58.4735,1499948.0
2019-07-15,58.9917,61.8064,58.5896,61.7438,2695428.0
2019-07-16,61.3954,63.0663,61.163,62.7804,1735075.0
2019-07-17,62.6195,62.7446,61.6187,62.1549,1114397.0
2019-07-18,62.1459,62.5972,61.5741,62.1906,1215327.0
2019-07-19,62.3157,62.5034,61.7081,61.8868,1239519.0
2019-07-20,62.3157,62.5034,61.7081,61.8868,1239519.0
2019-07-21,62.3157,62.5034,61.7081,61.8868,1239519.0
2019-07-22,62.003,62.4408,61.3149,61.6545,1447196.0
2019-07-23,61.9226,61.9226,60.8771,61.7349,891979.0
2019-07-24,61.583,62.7357,61.2971,62.7357,1123647.0
2019-07-25,62.4928,62.8257,60.7564,60.9093,1699952.0
2019-07-26,61.3412,61.6021,60.8643,61.1972,866861.0
2019-07-27,61.3412,61.6021,60.8643,61.1972,866861.0
2019-07-28,61.3412,61.6021,60.8643,61.1972,866861.0
2019-07-29,61.0083,61.4941,59.7397,60.6664,1032071.0
2019-07-30,60.4595,61.2332,60.1176,60.5764,725076.0
2019-07-31,60.4685,60.7384,59.2899,59.9916,1060154.0
2019-08-01,59.8927,60.7294,57.1846,57.7154,1359312.0
2019-08-02,57.2925,58.1023,56.8517,57.6164,822268.0
2019-08-03,57.2925,58.1023,56.8517,57.6164,822268.0
2019-08-04,57.2925,58.1023,56.8517,57.6164,822268.0
2019-08-05,56.5548,57.5894,55.2232,57.4275,1643392.0
2019-08-06,57.7784,58.5701,57.0046,58.4352,1152620.0
2019-08-07,57.6344,58.6106,57.1171,58.3362,844820.0
2019-08-08,58.867,59.3618,58.6241,59.1189,1091337.0
2019-08-09,59.1009,59.8567,57.1306,57.7154,773843.0
2019-08-10,59.1009,59.8567,57.1306,57.7154,773843.0
2019-08-11,59.1009,59.8567,57.1306,57.7154,773843.0
2019-08-12,57.4545,58.7231,57.3915,58.6871,697906.0
2019-08-13,58.813,60.2525,57.8953,59.4698,1796267.0
2019-08-14,58.3272,58.3272,55.6371,55.952,1729740.0
2019-08-15,56.2399,56.7797,55.4887,56.5818,1435358.0
2019-08-16,56.7527,57.5984,56.5908,56.9507,1054381.0
2019-08-17,56.7527,57.5984,56.5908,56.9507,1054381.0
2019-08-18,56.7527,57.5984,56.5908,56.9507,1054381.0
2019-08-19,58.0573,58.777,57.8863,58.5701,1478978.0
2019-08-20,57.9763,58.6691,57.6164,58.2102,958023.0
2019-08-21,59.1819,59.7667,58.3092,58.894,1229271.0
2019-08-22,59.1459,61.5751,59.1459,61.4671,1485191.0
2019-08-23,60.8104,61.4401,60.1356,60.5584,3042492.0
2019-08-24,60.8104,61.4401,60.1356,60.5584,3042492.0
2019-08-25,60.8104,61.4401,60.1356,60.5584,3042492.0
2019-08-26,61.1612,61.2962,59.7127,60.6574,1542087.0
2019-08-27,61.1522,61.773,60.9093,61.5391,1414219.0
2019-08-28,61.4671,62.5194,60.8643,61.881,1978133.0
2019-08-29,59.8207,60.7114,56.069,57.7244,4791365.0
2019-08-30,58.0123,59.4968,57.3555,59.1999,1956614.0
2019-08-31,58.0123,59.4968,57.3555,59.1999,1956614.0
2019-09-01,58.0123,59.4968,57.3555,59.1999,1956614.0
2019-09-02,58.0123,59.4968,57.3555,59.1999,1956614.0
2019-09-03,58.5971,59.5958,55.6281,56.4198,1949110.0
2019-09-04,56.8427,57.1486,56.1229,56.6448,1041909.0
2019-09-05,57.3375,58.831,56.9597,58.3272,1199583.0
2019-09-06,58.3002,59.4428,57.9943,58.7141,947457.0
2019-09-07,58.3002,59.4428,57.9943,58.7141,947457.0
2019-09-08,58.3002,59.4428,57.9943,58.7141,947457.0
2019-09-09,58.795,60.23,58.7411,60.1356,960425.0
2019-09-10,60.1266,62.6502,59.9556,62.3038,1523829.0
2019-09-11,62.1689,62.5828,61.1522,61.6111,990907.0
2019-09-12,61.71,61.953,60.491,60.5135,1094793.0
2019-09-13,60.4685,61.2692,59.9826,61.1702,629422.0
2019-09-14,60.4685,61.2692,59.9826,61.1702,629422.0
2019-09-15,60.4685,61.2692,59.9826,61.1702,629422.0
2019-09-16,60.7834,61.3412,60.3695,60.6124,514805.0
2019-09-17,60.3785,60.5404,59.7307,60.4505,716287.0
2019-09-18,60.3425,60.3425,58.0663,58.7321,966738.0
2019-09-19,58.795,59.1594,58.2282,58.5431,947259.0
2019-09-20,58.858,59.6497,58.5161,58.5791,1683382.0
2019-09-21,58.858,59.6497,58.5161,58.5791,1683382.0
2019-09-22,58.858,59.6497,58.5161,58.5791,1683382.0
2019-09-23,58.7501,60.8373,58.4532,60.5494,932616.0
2019-09-24,60.7744,61.1432,59.6497,60.4415,636793.0
2019-09-25,60.5314,61.1432,59.6228,60.6664,788146.0
2019-09-26,60.6304,60.6754,59.7217,60.2525,555297.0
2019-09-27,60.6484,61.3884,60.5404,61.1162,740567.0
2019-09-28,60.6484,61.3884,60.5404,61.1162,740567.0
2019-09-29,60.6484,61.3884,60.5404,61.1162,740567.0
2019-09-30,61.1792,61.89,61.0128,61.1612,830986.0
2019-10-01,61.5661,62.3038,60.6754,61.0083,571489.0
2019-10-02,60.4415,60.5225,58.0663,58.5701,1464270.0
2019-10-03,58.5701,59.1909,57.3735,58.4352,958176.0
2019-10-04,58.6601,59.1009,57.7694,58.975,541948.0
2019-10-05,58.6601,59.1009,57.7694,58.975,541948.0
2019-10-06,58.6601,59.1009,57.7694,58.975,541948.0
2019-10-07,58.93,59.4338,58.0393,58.3092,1192434.0
2019-10-08,57.5804,58.5521,57.3555,57.5535,1006805.0
2019-10-09,58.0483,58.7051,57.6164,58.5071,682206.0
2019-10-10,58.84,59.6048,58.5701,59.1639,1027217.0
2019-10-11,59.9376,62.3668,59.9376,61.728,1279976.0
2019-10-12,59.9376,62.3668,59.9376,61.728,1279976.0
2019-10-13,59.9376,62.3668,59.9376,61.728,1279976.0
2019-10-14,61.773,61.827,60.4055,61.2152,1406075.0
2019-10-15,61.3952,62.9606,61.1162,62.9066,816972.0
2019-10-16,62.8976,63.9953,62.6907,62.8437,984004.0
2019-10-17,63.4914,64.0403,62.9876,63.2395,1078710.0
2019-10-18,62.7897,62.9966,61.6831,62.3128,1396883.0
2019-10-19,62.7897,62.9966,61.6831,62.3128,1396883.0
2019-10-20,62.7897,62.9966,61.6831,62.3128,1396883.0
2019-10-21,62.8976,64.4091,62.8976,63.4195,683940.0
2019-10-22,63.4375,64.4451,63.2215,64.0852,920150.0
2019-10-23,64.0942,64.4181,62.7717,62.7717,873412.0
2019-10-24,62.4818,62.8261,61.2407,61.3856,1023007.0
2019-10-25,61.0867,63.2065,60.6247,62.5452,1067639.0
2019-10-26,61.0867,63.2065,60.6247,62.5452,1067639.0
2019-10-27,61.0867,63.2065,60.6247,62.5452,1067639.0
2019-10-28,62.8079,62.8623,61.6904,61.8295,536522.0
2019-10-29,61.6574,62.8079,61.3132,62.1647,631191.0
2019-10-30,61.8839,61.9111,60.833,61.3585,485044.0
2019-10-31,60.7334,60.978,59.7912,60.5069,934769.0
2019-11-01,60.7696,61.4853,60.2442,60.5069,738075.0
2019-11-02,60.7696,61.4853,60.2442,60.5069,738075.0
2019-11-03,60.7696,61.4853,60.2442,60.5069,738075.0
2019-11-04,61.0233,61.4943,60.5386,61.132,1872534.0
2019-11-05,61.5396,62.4999,61.295,61.6846,935185.0
2019-11-06,61.7299,62.2689,61.0595,62.0832,724358.0
2019-11-07,62.518,63.7501,62.1466,62.7173,1229599.0
2019-11-08,62.3912,62.9257,61.1139,62.7264,861039.0
2019-11-09,62.3912,62.9257,61.1139,62.7264,861039.0
2019-11-10,62.3912,62.9257,61.1139,62.7264,861039.0
2019-11-11,62.509,64.6832,62.4093,64.656,1205699.0
2019-11-12,64.7738,64.8644,63.3515,63.8407,1187193.0
2019-11-13,63.6414,64.7557,63.4122,64.4748,965214.0
2019-11-14,64.0762,66.2142,63.9494,65.6435,1148925.0
2019-11-15,65.9424,66.6853,65.4714,66.0059,970080.0
2019-11-16,65.9424,66.6853,65.4714,66.0059,970080.0
2019-11-17,65.9424,66.6853,65.4714,66.0059,970080.0
2019-11-18,66.4407,67.1745,65.0818,66.0783,1556138.0
2019-11-19,65.4261,65.5393,63.2428,63.4511,1299175.0
2019-11-20,63.4059,63.6932,61.4672,62.1466,1871723.0
2019-11-21,62.0107,63.3334,61.9382,62.2825,1630492.0
2019-11-22,60.0992,61.2101,59.2023,61.0776,2505622.0
2019-11-23,60.0992,61.2101,59.2023,61.0776,2505622.0
2019-11-24,60.0992,61.2101,59.2023,61.0776,2505622.0
2019-11-25,61.4581,62.971,61.1999,62.7173,1967745.0
2019-11-26,63.27,64.6923,62.7173,64.6289,1190520.0
2019-11-27,65.1181,65.1815,63.6686,64.0581,1087183.0
2019-11-28,65.1181,65.1815,63.6686,64.0581,1087183.0
2019-11-29,63.8498,64.6923,62.8714,62.8714,680357.0
2019-11-30,63.8498,64.6923,62.8714,62.8714,680357.0
2019-12-01,63.8498,64.6923,62.8714,62.8714,680357.0
2019-12-02,63.1069,63.3062,61.44,61.5759,927514.0
2019-12-03,60.7243,61.3132,60.0358,61.1229,1137227.0
2019-12-04,61.4762,62.6086,61.3856,61.6393,737001.0
2019-12-05,61.7933,62.9529,61.6484,61.7389,1228460.0
2019-12-06,62.4456,63.8135,62.4238,63.7592,913885.0
2019-12-07,62.4456,63.8135,62.4238,63.7592,913885.0
2019-12-08,62.4456,63.8135,62.4238,63.7592,913885.0
2019-12-09,63.5146,64.5654,63.2518,63.27,871491.0
2019-12-10,63.5327,63.8769,62.8079,62.9348,749747.0
2019-12-11,62.8261,64.0672,62.8261,63.4693,631118.0
2019-12-12,63.2881,64.2031,62.6358,63.5146,1008416.0
2019-12-13,63.578,63.7682,61.6302,62.7173,988418.0
2019-12-14,63.578,63.7682,61.6302,62.7173,988418.0
2019-12-15,63.578,63.7682,61.6302,62.7173,988418.0
2019-12-16,62.7173,64.3027,62.4003,63.6142,1559476.0
2019-12-17,63.7592,64.81,63.5146,64.6107,756809.0
2019-12-18,64.7285,66.0149,64.4386,65.7794,1073743.0
2019-12-19,65.716,66.2505,65.3898,66.024,905998.0
2019-12-20,66.4316,66.7215,65.5891,65.9696,1259663.0
2019-12-21,66.4316,66.7215,65.5891,65.9696,1259663.0
2019-12-22,66.4316,66.7215,65.5891,65.9696,1259663.0
2019-12-23,66.2052,66.9208,66.1735,66.6853,699833.0
2019-12-24,66.8393,67.0386,65.7884,66.2958,317395.0
2019-12-25,66.8393,67.0386,65.7884,66.2958,317395.0
2019-12-26,66.6581,67.1473,66.3637,67.0477,392348.0
2019-12-27,67.0296,67.2017,66.024,66.1508,503281.0
2019-12-28,67.0296,67.2017,66.024,66.1508,503281.0
2019-12-29,67.0296,67.2017,66.024,66.1508,503281.0
2019-12-30,66.2505,66.8756,65.725,66.5313,518852.0
2019-12-31,66.2958,66.8574,65.9737,66.5313,509202.0
2020-01-01,66.2958,66.8574,65.9737,66.5313,509202.0
2020-01-02,66.7397,66.8937,65.4442,65.8066,871309.0
2020-01-03,64.8644,66.3229,64.7738,65.3264,728833.0
2020-01-04,64.8644,66.3229,64.7738,65.3264,728833.0
2020-01-05,64.8644,66.3229,64.7738,65.3264,728833.0
2020-01-06,65.2902,66.0421,65.2086,65.571,568101.0
2020-01-07,65.417,67.0749,65.0184,66.8212,829800.0
2020-01-08,66.8574,67.9536,66.5462,67.2651,961952.0
2020-01-09,67.4191,68.0533,66.9571,68.0351,902328.0
2020-01-10,67.9717,68.0623,67.1202,67.3738,726363.0
2020-01-11,67.9717,68.0623,67.1202,67.3738,726363.0
2020-01-12,67.9717,68.0623,67.1202,67.3738,726363.0
2020-01-13,67.6456,68.4519,67.1763,68.4156,810063.0
2020-01-14,68.3975,68.9456,67.9717,68.8595,867186.0
2020-01-15,68.5696,69.2581,68.3613,68.4609,1285871.0
2020-01-16,68.8505,69.3306,68.3794,69.3216,726252.0
2020-01-17,69.4574,69.7564,69.24,69.385,535126.0
2020-01-18,69.4574,69.7564,69.24,69.385,535126.0
2020-01-19,69.4574,69.7564,69.24,69.385,535126.0
2020-01-20,69.4574,69.7564,69.24,69.385,535126.0
2020-01-21,69.394,69.5209,68.547,68.9954,1090128.0
2020-01-22,69.4484,69.5933,68.5153,68.5968,811834.0
2020-01-23,68.1318,69.4538,67.8401,68.8065,815494.0
2020-01-24,69.0891,69.0891,67.7945,68.3689,552772.0
2020-01-25,69.0891,69.0891,67.7945,68.3689,552772.0
2020-01-26,69.0891,69.0891,67.7945,68.3689,552772.0
2020-01-27,67.0013,67.8766,66.7825,66.8737,473096.0
2020-01-28,68.4783,68.7427,67.1563,68.1227,842825.0
2020-01-29,68.5786,69.1621,67.1381,67.1472,516720.0
2020-01-30,66.8099,67.0013,65.6976,66.3267,704207.0
2020-01-31,66.1352,66.3905,63.8103,63.8924,740669.0
2020-02-01,66.1352,66.3905,63.8103,63.8924,740669.0
2020-02-02,66.1352,66.3905,63.8103,63.8924,740669.0
2020-02-03,64.2753,65.2417,63.9015,63.9927,769197.0
2020-02-04,65.0959,65.6246,64.5944,64.9682,1019491.0
2020-02-05,66.0349,67.9586,65.9893,67.676,905600.0
2020-02-06,68.0224,68.0224,65.3785,65.6611,815097.0
2020-02-07,65.1961,65.4651,64.1933,64.7859,546166.0
2020-02-08,65.1961,65.4651,64.1933,64.7859,546166.0
2020-02-09,65.1961,65.4651,64.1933,64.7859,546166.0
2020-02-10,64.7312,65.4423,64.4668,65.1961,640861.0
2020-02-11,65.6793,66.4269,65.2326,66.3631,396476.0
2020-02-12,66.901,67.9495,66.342,67.9039,782883.0
2020-02-13,67.5483,67.8127,67.1563,67.4572,452155.0
2020-02-14,67.5483,67.6213,66.4589,67.4845,375616.0
2020-02-15,67.5483,67.6213,66.4589,67.4845,375616.0
2020-02-16,67.5483,67.6213,66.4589,67.4845,375616.0
2020-02-17,67.5483,67.6213,66.4589,67.4845,375616.0
2020-02-18,67.3295,68.1227,67.136,67.5848,915559.0
2020-02-19,67.7307,67.913,66.1671,66.6275,471841.0
2020-02-20,66.6913,68.378,66.6913,67.5939,568345.0
2020-02-21,66.9375,67.8492,66.2993,67.1654,673008.0
2020-02-22,66.9375,67.8492,66.2993,67.1654,673008.0
2020-02-23,66.9375,67.8492,66.2993,67.1654,673008.0
2020-02-24,64.7585,65.0229,62.1146,62.6707,1129878.0
2020-02-25,62.8895,63.2724,60.5647,60.665,898653.0
2020-02-26,61.1573,61.5402,58.5589,59.2062,1020644.0
2020-02-27,57.5652,58.7595,56.2614,57.8022,2062585.0
2020-02-28,55.5776,57.6654,55.3771,56.8814,1283360.0
2020-02-29,55.5776,57.6654,55.3771,56.8814,1283360.0
2020-03-01,55.5776,57.6654,55.3771,56.8814,1283360.0
2020-03-02,56.8905,59.074,55.3953,58.8962,1300551.0
2020-03-03,58.5954,60.6103,56.4529,56.9452,802751.0
2020-03-04,57.9663,59.5344,57.2096,59.3977,932640.0
2020-03-05,57.4466,57.8478,55.0488,55.7235,1287493.0
