,IBM US Equity,IBM US Equity,IBM US Equity,IBM US Equity,IBM US Equity
2019-02-13,101.7207,102.4637,101.3418,102.1665,4253042.0
2019-02-14,101.9065,102.2273,101.1933,101.3938,2789839.0
2019-02-15,102.2111,102.6605,102.0662,102.5454,3844062.0
2019-02-16,102.2111,102.6605,102.0662,102.5454,3844062.0
2019-02-17,102.2111,102.6605,102.0662,102.5454,3844062.0
2019-02-18,102.2111,102.6605,102.0662,102.5454,3844062.0
2019-02-19,102.3819,103.0431,102.0476,103.0431,3385675.0
2019-02-20,103.0877,103.4443,101.9438,102.5231,3801979.0
2019-02-21,102.3894,102.7831,102.0402,102.4042,2937467.0
2019-02-22,103.0654,103.5483,102.8425,103.4517,3113698.0
2019-02-23,103.0654,103.5483,102.8425,103.4517,3113698.0
2019-02-24,103.0654,103.5483,102.8425,103.4517,3113698.0
2019-02-25,104.0089,104.3581,103.5037,103.6078,3194161.0
2019-02-26,103.7638,104.373,103.6152,103.8009,3060381.0
2019-02-27,103.4517,103.6895,102.8208,103.3923,2530968.0
2019-02-28,103.0951,103.3069,102.3151,102.6197,3457788.0
2019-03-01,103.4963,104.0386,102.9986,103.4146,3030044.0
2019-03-02,103.4963,104.0386,102.9986,103.4146,3030044.0
2019-03-03,103.4963,104.0386,102.9986,103.4146,3030044.0
2019-03-04,104.0015,104.0684,101.9065,102.8425,3407217.0
2019-03-05,102.798,103.0728,102.1925,102.4339,4250650.0
2019-03-06,102.6122,102.8122,101.5721,101.7653,2768256.0
2019-03-07,101.4904,101.6984,100.0226,100.5618,4358802.0
2019-03-08,99.7074,100.4726,99.2394,100.3612,3773722.0
2019-03-09,99.7074,100.4726,99.2394,100.3612,3773722.0
2019-03-10,99.7074,100.4726,99.2394,100.3612,3773722.0
2019-03-11,101.0595,102.3225,100.9184,102.3076,3939517.0
2019-03-12,102.9094,103.7823,102.4191,102.7311,3954653.0
2019-03-13,102.5602,103.5075,102.4116,102.9391,3173179.0
2019-03-14,102.902,103.2214,102.5677,103.11,2738790.0
2019-03-15,103.5409,104.2541,103.4369,103.5855,7153687.0
2019-03-16,103.5409,104.2541,103.4369,103.5855,7153687.0
2019-03-17,103.5409,104.2541,103.4369,103.5855,7153687.0
2019-03-18,103.8826,104.2801,103.058,104.1649,3268510.0
2019-03-19,104.7221,105.2737,104.0104,104.373,3482336.0
2019-03-20,104.4027,104.529,103.2511,103.7118,3649455.0
2019-03-21,103.3403,105.5839,103.1769,105.0787,3605420.0
2019-03-22,104.7296,105.0787,103.1917,103.6003,3877616.0
2019-03-23,104.7296,105.0787,103.1917,103.6003,3877616.0
2019-03-24,104.7296,105.0787,103.1917,103.6003,3877616.0
2019-03-25,103.3106,103.9421,102.7831,103.3997,2839766.0
2019-03-26,103.9569,104.7667,103.578,104.1724,2553708.0
2019-03-27,104.3135,104.373,102.8203,103.4443,3098233.0
2019-03-28,103.9421,104.3358,103.3403,103.9495,2663884.0
2019-03-29,104.3804,104.9153,104.1204,104.8261,3101454.0
2019-03-30,104.3804,104.9153,104.1204,104.8261,3101454.0
2019-03-31,104.3804,104.9153,104.1204,104.8261,3101454.0
2019-04-01,105.1307,106.5423,105.1307,106.4606,3984250.0
2019-04-02,106.4977,106.9435,105.9405,106.2377,2404920.0
2019-04-03,106.7206,107.1441,106.2451,106.7057,2681645.0
2019-04-04,106.6983,107.0846,105.8959,106.0742,2771462.0
2019-04-05,106.4531,106.6092,105.8365,106.4457,2731985.0
2019-04-06,106.4531,106.6092,105.8365,106.4457,2731985.0
2019-04-07,106.4531,106.6092,105.8365,106.4457,2731985.0
2019-04-08,106.2525,106.5497,106.1411,106.5274,2118228.0
2019-04-09,105.9851,106.2005,105.3759,105.5765,3038460.0
2019-04-10,105.6434,106.6054,105.4799,106.2525,2678310.0
2019-04-11,106.832,107.0623,106.26,106.8172,2941985.0
2019-04-12,107.1738,107.3075,106.7577,107.2406,2898899.0
2019-04-13,107.1738,107.3075,106.7577,107.2406,2898899.0
2019-04-14,107.1738,107.3075,106.7577,107.2406,2898899.0
2019-04-15,107.2778,107.3221,106.4383,106.9063,3603158.0
2019-04-16,107.2778,108.0133,106.9955,107.8275,6301671.0
2019-04-17,102.055,105.4799,101.2304,103.3477,12525693.0
2019-04-18,103.266,104.373,103.0431,104.2541,4960015.0
2019-04-19,103.266,104.373,103.0431,104.2541,4960015.0
2019-04-20,103.266,104.373,103.0431,104.2541,4960015.0
2019-04-21,103.266,104.373,103.0431,104.2541,4960015.0
2019-04-22,103.578,104.425,102.8797,103.1843,4494333.0
2019-04-23,103.3774,104.6924,103.2214,104.3358,4462240.0
2019-04-24,104.4547,104.9822,103.8455,103.9718,2774867.0
2019-04-25,103.7861,103.8219,102.3076,102.9911,2910113.0
2019-04-26,103.5186,103.9272,103.1249,103.5929,2319834.0
2019-04-27,103.5186,103.9272,103.1249,103.5929,2319834.0
2019-04-28,103.5186,103.9272,103.1249,103.5929,2319834.0
2019-04-29,103.3774,103.734,103.1249,103.3032,2958333.0
2019-04-30,103.3477,104.3358,103.0283,104.2095,4638828.0
2019-05-01,104.4175,105.3536,104.1352,104.425,3053683.0
2019-05-02,104.3804,104.9599,103.5706,103.7043,3541352.0
2019-05-03,103.7861,104.7518,103.734,104.1947,2580034.0
2019-05-04,103.7861,104.7518,103.734,104.1947,2580034.0
2019-05-05,103.7861,104.7518,103.734,104.1947,2580034.0
2019-05-06,102.746,104.5215,102.4488,104.2912,2793655.0
2019-05-07,103.3774,103.6449,101.1784,102.2556,4726771.0
2019-05-08,102.3522,103.0431,101.8767,102.5231,3818909.0
2019-05-09,101.403,101.9253,100.0047,101.7413,4192942.0
2019-05-10,101.3955,102.0495,99.5462,101.7262,3977686.0
2019-05-11,101.3955,102.0495,99.5462,101.7262,3977686.0
2019-05-12,101.3955,102.0495,99.5462,101.7262,3977686.0
2019-05-13,100.1927,100.4107,98.4486,98.7944,4958021.0
2019-05-14,99.0951,100.9745,98.9899,100.2152,3280374.0
2019-05-15,99.674,101.1774,99.5086,101.0346,2551009.0
2019-05-16,101.2902,102.3201,101.215,102.1472,3017472.0
2019-05-17,101.2451,101.7939,100.6888,100.9745,2619135.0
2019-05-18,101.2451,101.7939,100.6888,100.9745,2619135.0
2019-05-19,101.2451,101.7939,100.6888,100.9745,2619135.0
2019-05-20,100.3806,101.8089,99.9302,101.5759,3264649.0
2019-05-21,102.3276,103.0343,102.0795,102.5757,2503504.0
2019-05-22,102.2374,102.8012,102.0206,102.5005,1849821.0
2019-05-23,101.5834,101.5834,98.0577,99.5236,5343437.0
2019-05-24,100.3806,100.9181,98.9222,99.4409,2596121.0
2019-05-25,100.3806,100.9181,98.9222,99.4409,2596121.0
2019-05-26,100.3806,100.9181,98.9222,99.4409,2596121.0
2019-05-27,100.3806,100.9181,98.9222,99.4409,2596121.0
2019-05-28,99.3282,99.7115,97.9299,98.0727,4909121.0
2019-05-29,97.7269,97.9374,96.464,97.4939,3678978.0
2019-05-30,97.5315,97.7044,96.9226,97.4037,2741880.0
2019-05-31,96.5542,96.5542,95.3589,95.4642,3539343.0
2019-06-01,96.5542,96.5542,95.3589,95.4642,3539343.0
2019-06-02,96.5542,96.5542,95.3589,95.4642,3539343.0
2019-06-03,95.5469,96.6444,95.5168,96.4264,4267080.0
2019-06-04,97.3962,99.7867,97.0391,99.7491,3913535.0
2019-06-05,100.2678,100.4407,98.0803,98.847,3161584.0
2019-06-06,99.3733,99.7191,98.4035,99.3958,2298248.0
2019-06-07,99.5837,101.2752,99.3883,100.2152,2553398.0
2019-06-08,99.5837,101.2752,99.3883,100.2152,2553398.0
2019-06-09,99.5837,101.2752,99.3883,100.2152,2553398.0
2019-06-10,101.0196,101.7507,100.6663,101.2902,2911327.0
2019-06-11,101.7262,102.5832,101.5233,102.1998,3407345.0
2019-06-12,101.9066,102.1923,101.0421,101.3879,2254741.0
2019-06-13,101.5834,102.4404,101.5533,102.057,2955419.0
2019-06-14,101.8164,102.1472,101.0572,101.5984,2193367.0
2019-06-15,101.8164,102.1472,101.0572,101.5984,2193367.0
2019-06-16,101.8164,102.1472,101.0572,101.5984,2193367.0
2019-06-17,101.7788,102.26,101.2601,101.4481,2194129.0
2019-06-18,101.636,103.132,101.636,102.5231,2914698.0
2019-06-19,102.5607,104.0115,102.4178,103.0493,2382520.0
2019-06-20,104.44,104.8986,103.8912,104.3799,3071017.0
2019-06-21,104.0717,104.8986,104.0341,104.643,5288759.0
2019-06-22,104.0717,104.8986,104.0341,104.643,5288759.0
2019-06-23,104.0717,104.8986,104.0341,104.643,5288759.0
2019-06-24,104.643,105.3572,104.5302,104.7558,2186137.0
2019-06-25,104.8384,104.9061,103.8386,104.0115,2801251.0
2019-06-26,104.3949,105.0038,104.0471,104.1318,2284567.0
2019-06-27,104.2822,104.7182,103.7033,104.1318,2149824.0
2019-06-28,104.1694,104.5979,103.6206,103.6657,6154039.0
2019-06-29,104.1694,104.5979,103.6206,103.6657,6154039.0
2019-06-30,104.1694,104.5979,103.6206,103.6657,6154039.0
2019-07-01,104.9437,106.3645,104.7031,105.1542,3387184.0
2019-07-02,105.0565,105.5676,104.846,105.4098,2410092.0
2019-07-03,105.7856,106.6126,105.5676,106.4021,1930361.0
2019-07-04,105.7856,106.6126,105.5676,106.4021,1930361.0
2019-07-05,105.8984,106.3645,105.1767,106.2818,2135085.0
2019-07-06,105.8984,106.3645,105.1767,106.2818,2135085.0
2019-07-07,105.8984,106.3645,105.1767,106.2818,2135085.0
2019-07-08,106.0337,106.2104,105.4474,105.6729,2395487.0
2019-07-09,105.703,105.9886,104.5904,104.7407,3365227.0
2019-07-10,105.2444,106.6802,105.0865,105.5977,2513931.0
2019-07-11,105.8383,106.4322,105.4699,106.1766,2133327.0
2019-07-12,106.6877,107.4395,106.4923,107.3042,2786276.0
2019-07-13,106.6877,107.4395,106.4923,107.3042,2786276.0
2019-07-14,106.6877,107.4395,106.4923,107.3042,2786276.0
2019-07-15,107.4169,107.883,106.8381,107.7402,2368309.0
2019-07-16,107.6274,108.2814,107.5147,107.8981,3474688.0
2019-07-17,107.9582,108.101,106.7103,107.5523,6064265.0
2019-07-18,107.1238,112.9949,106.8982,112.4837,12695387.0
2019-07-19,112.7318,113.9496,112.4236,112.5213,7290678.0
2019-07-20,112.7318,113.9496,112.4236,112.5213,7290678.0
2019-07-21,112.7318,113.9496,112.4236,112.5213,7290678.0
2019-07-22,112.8821,114.2202,112.5363,112.5664,4093239.0
2019-07-23,113.1903,113.3031,111.544,113.0475,3742204.0
2019-07-24,112.8521,113.8519,112.1567,112.7844,2952435.0
2019-07-25,112.6265,113.2279,111.7169,113.055,3102113.0
2019-07-26,113.5136,113.8218,112.837,113.7842,2904494.0
2019-07-27,113.5136,113.8218,112.837,113.7842,2904494.0
2019-07-28,113.5136,113.8218,112.837,113.7842,2904494.0
2019-07-29,113.5963,113.8744,113.0024,113.4234,2075528.0
2019-07-30,112.7618,113.0625,112.1755,112.5889,2632726.0
2019-07-31,112.5363,112.8972,110.048,111.4388,3722907.0
2019-08-01,111.9349,114.8818,111.6342,113.0024,6344006.0
2019-08-02,112.0327,114.9795,109.4467,110.6945,8101720.0
2019-08-03,112.0327,114.9795,109.4467,110.6945,8101720.0
2019-08-04,112.0327,114.9795,109.4467,110.6945,8101720.0
2019-08-05,108.9881,109.0783,104.6054,105.8157,7114871.0
2019-08-06,106.7704,107.1012,104.7257,105.7932,5070650.0
2019-08-07,104.2972,104.9287,102.5468,104.5753,5931883.0
2019-08-08,105.3055,106.8039,104.7807,106.5605,5261444.0
2019-08-09,105.9292,105.9596,102.9476,103.5409,5244594.0
2019-08-10,105.9292,105.9596,102.9476,103.5409,5244594.0
2019-08-11,105.9292,105.9596,102.9476,103.5409,5244594.0
2019-08-12,103.1834,103.3431,101.2971,101.6698,4083850.0
2019-08-13,101.7687,103.8755,101.0125,103.2823,4551170.0
2019-08-14,101.8523,102.0425,99.6238,99.8291,5114159.0
2019-08-15,99.8063,100.681,99.0685,100.3387,3738945.0
2019-08-16,101.1906,102.3695,101.1251,101.7382,3011993.0
2019-08-17,101.1906,102.3695,101.1251,101.7382,3011993.0
2019-08-18,101.1906,102.3695,101.1251,101.7382,3011993.0
2019-08-19,102.5901,103.693,102.5901,102.7118,3165436.0
2019-08-20,102.8639,102.8944,101.0157,101.1602,3018934.0
2019-08-21,102.651,103.3964,101.7687,102.1109,2806774.0
2019-08-22,102.4456,103.1986,101.7763,102.1642,2695009.0
2019-08-23,101.6394,102.1185,97.9885,98.5513,4818759.0
2019-08-24,101.6394,102.1185,97.9885,98.5513,4818759.0
2019-08-25,101.6394,102.1185,97.9885,98.5513,4818759.0
2019-08-26,99.677,99.8672,98.2395,98.8708,2836837.0
2019-08-27,99.7911,100.1684,99.1142,99.7683,4728392.0
2019-08-28,99.213,101.0765,98.9088,100.9776,2720362.0
2019-08-29,102.0577,103.2062,101.9512,102.5901,2972842.0
2019-08-30,103.1225,103.4952,102.1967,103.0845,2960594.0
2019-08-31,103.1225,103.4952,102.1967,103.0845,2960594.0
2019-09-01,103.1225,103.4952,102.1967,103.0845,2960594.0
2019-09-02,103.1225,103.4952,102.1967,103.0845,2960594.0
2019-09-03,102.5673,102.6063,101.4113,101.9968,2828242.0
2019-09-04,103.2214,103.7691,102.7955,103.6854,2262081.0
2019-09-05,105.1914,107.7736,105.0012,107.2222,5012914.0
2019-09-06,107.6405,107.6443,106.8343,106.9179,2577200.0
2019-09-07,107.6405,107.6443,106.8343,106.9179,2577200.0
2019-09-08,107.6405,107.6443,106.8343,106.9179,2577200.0
2019-09-09,106.9332,108.7814,106.8343,108.462,4226944.0
2019-09-10,108.7662,110.6373,108.7358,110.3254,4979741.0
2019-09-11,110.1733,110.3787,108.5419,109.2226,3869731.0
2019-09-12,109.5496,109.5572,107.9143,109.2378,2505432.0
2019-09-13,109.7702,110.0212,108.964,109.2758,2206612.0
2019-09-14,109.7702,110.0212,108.964,109.2758,2206612.0
2019-09-15,109.7702,110.0212,108.964,109.2758,2206612.0
2019-09-16,108.4315,109.253,108.211,108.3707,1928500.0
2019-09-17,108.3707,108.3707,106.9864,108.1577,2940494.0
2019-09-18,108.0436,108.2338,106.8723,108.1729,1995159.0
2019-09-19,108.3555,110.3102,108.3479,108.7434,3182092.0
2019-09-20,108.9564,109.3975,107.8687,107.9143,5217881.0
2019-09-21,108.9564,109.3975,107.8687,107.9143,5217881.0
2019-09-22,108.9564,109.3975,107.8687,107.9143,5217881.0
2019-09-23,107.3895,108.1729,106.9088,108.0589,1850061.0
2019-09-24,108.3859,108.6825,107.2982,107.7622,3311171.0
2019-09-25,107.8079,109.2454,107.1376,108.8879,2546205.0
2019-09-26,108.8955,109.4355,107.5569,109.1845,2314542.0
2019-09-27,109.8387,110.3559,108.2946,108.9488,2357082.0
2019-09-28,109.8387,110.3559,108.2946,108.9488,2357082.0
2019-09-29,109.8387,110.3559,108.2946,108.9488,2357082.0
2019-09-30,109.3215,111.4816,109.3215,110.6069,4004429.0
2019-10-01,110.7362,112.0748,109.1769,109.2682,2973714.0
2019-10-02,108.1501,108.2079,106.9179,107.7698,3347276.0
2019-10-03,107.7166,108.0589,105.8607,108.0208,3161718.0
2019-10-04,108.0512,108.8118,107.2678,108.7586,2449483.0
2019-10-05,108.0512,108.8118,107.2678,108.7586,2449483.0
2019-10-06,108.0512,108.8118,107.2678,108.7586,2449483.0
2019-10-07,108.2034,108.538,107.4123,107.458,2488799.0
2019-10-08,106.6669,106.8456,105.1533,105.2522,3344083.0
2019-10-09,106.3095,106.7354,105.5641,106.2334,2633472.0
2019-10-10,106.3095,107.8383,106.1497,107.3439,2646693.0
2019-10-11,108.5913,109.9071,108.4696,108.5837,3018669.0
2019-10-12,108.5913,109.9071,108.4696,108.5837,3018669.0
2019-10-13,108.5913,109.9071,108.4696,108.5837,3018669.0
2019-10-14,108.2414,108.3327,107.4884,108.036,2325609.0
2019-10-15,108.4163,109.3138,107.8611,108.7662,3046999.0
2019-10-16,108.3783,108.7282,107.542,108.0893,5915705.0
2019-10-17,102.6814,103.442,101.0917,102.1185,15830810.0
2019-10-18,102.0881,102.2935,100.5897,101.9892,7178379.0
2019-10-19,102.0881,102.2935,100.5897,101.9892,7178379.0
2019-10-20,102.0881,102.2935,100.5897,101.9892,7178379.0
2019-10-21,100.8635,101.2362,99.5629,100.8407,6372983.0
2019-10-22,100.8179,101.9588,100.1029,101.8904,4195803.0
2019-10-23,101.5557,102.3505,100.932,102.2098,3627345.0
2019-10-24,102.5521,102.7346,101.3884,101.974,2619309.0
2019-10-25,102.0121,103.3887,101.9968,103.0161,2579055.0
2019-10-26,102.0121,103.3887,101.9968,103.0161,2579055.0
2019-10-27,102.0121,103.3887,101.9968,103.0161,2579055.0
2019-10-28,103.442,103.9212,103.0199,103.4192,3226132.0
2019-10-29,103.0008,103.1149,101.4948,101.7839,4160718.0
2019-10-30,101.7915,102.8944,101.3123,102.8715,2252989.0
2019-10-31,102.7651,102.8715,101.3351,101.7154,3412119.0
2019-11-01,102.3011,103.1073,101.9892,103.0845,3089789.0
2019-11-02,102.3011,103.1073,101.9892,103.0845,3089789.0
2019-11-03,102.3011,103.1073,101.9892,103.0845,3089789.0
2019-11-04,103.6245,104.7654,103.6169,104.7122,3335389.0
2019-11-05,104.8111,105.5413,104.6818,104.8795,3014961.0
2019-11-06,104.9632,105.5565,104.6209,105.5565,4477291.0
2019-11-07,106.1029,107.0764,105.8797,105.9643,4073908.0
2019-11-08,105.8797,105.9028,104.7869,105.9028,2278602.0
2019-11-09,105.8797,105.9028,104.7869,105.9028,2278602.0
2019-11-10,105.8797,105.9028,104.7869,105.9028,2278602.0
2019-11-11,105.5872,105.5872,103.8941,104.2559,2568755.0
2019-11-12,104.5637,105.1717,103.9095,104.3482,3046536.0
2019-11-13,104.1943,104.3405,103.0053,103.494,3060924.0
2019-11-14,103.2246,103.3785,102.6089,103.1246,4231471.0
2019-11-15,103.4247,103.9865,103.1476,103.4324,3262656.0
2019-11-16,103.4247,103.9865,103.1476,103.4324,3262656.0
2019-11-17,103.4247,103.9865,103.1476,103.4324,3262656.0
2019-11-18,103.3554,103.494,102.532,103.3631,3210872.0
2019-11-19,103.8018,104.1866,103.4786,103.5247,2995071.0
2019-11-20,103.1707,103.4796,102.1626,102.5089,4140148.0
2019-11-21,102.6628,103.2554,102.3396,103.0014,3345343.0
2019-11-22,103.2708,103.6248,102.809,103.3862,3297797.0
2019-11-23,103.2708,103.6248,102.809,103.3862,3297797.0
2019-11-24,103.2708,103.6248,102.809,103.3862,3297797.0
2019-11-25,103.4863,104.6637,103.3939,104.6406,2590170.0
2019-11-26,104.7792,104.7792,103.7171,103.9634,3793337.0
2019-11-27,104.1635,104.4406,102.8321,102.9476,3282827.0
2019-11-28,104.1635,104.4406,102.8321,102.9476,3282827.0
2019-11-29,102.8167,103.5247,102.3781,103.4709,1825255.0
2019-11-30,102.8167,103.5247,102.3781,103.4709,1825255.0
2019-12-01,102.8167,103.5247,102.3781,103.4709,1825255.0
2019-12-02,103.4709,103.5094,101.9548,102.2857,3067831.0
2019-12-03,101.5854,101.924,100.5765,101.6777,3711071.0
2019-12-04,102.2472,102.8783,101.5546,101.5777,3530773.0
2019-12-05,102.3473,102.5397,101.2979,101.5161,3598578.0
2019-12-06,102.1626,103.0399,102.1241,102.5243,3437994.0
2019-12-07,102.1626,103.0399,102.1241,102.5243,3437994.0
2019-12-08,102.1626,103.0399,102.1241,102.5243,3437994.0
2019-12-09,102.6243,103.5786,102.5551,103.063,2978801.0
2019-12-10,103.063,103.771,102.7859,103.0553,3480385.0
2019-12-11,103.2092,103.517,102.8706,102.9399,3953311.0
2019-12-12,102.8937,104.4024,102.8629,104.1404,4824186.0
2019-12-13,103.7017,104.2789,103.1323,103.2862,2534970.0
2019-12-14,103.7017,104.2789,103.1323,103.2862,2534970.0
2019-12-15,103.7017,104.2789,103.1323,103.2862,2534970.0
2019-12-16,103.848,104.2405,103.0091,103.2246,3049325.0
2019-12-17,103.34,103.6556,102.709,103.2939,2907547.0
2019-12-18,103.5478,103.8941,103.2403,103.4401,3102353.0
2019-12-19,103.4786,103.6825,103.2708,103.5555,3866717.0
2019-12-20,104.4636,104.987,103.8557,104.3482,7112072.0
2019-12-21,104.4636,104.987,103.8557,104.3482,7112072.0
2019-12-22,104.4636,104.987,103.8557,104.3482,7112072.0
2019-12-23,104.4944,104.7792,103.8941,104.3174,2803168.0
2019-12-24,104.3636,104.3713,103.594,103.8788,1202087.0
2019-12-25,104.3636,104.3713,103.594,103.8788,1202087.0
2019-12-26,103.8788,104.1293,103.6248,103.8249,2130706.0
2019-12-27,103.8941,104.4713,103.7941,104.1019,2752706.0
2019-12-28,103.8941,104.4713,103.7941,104.1019,2752706.0
2019-12-29,103.8941,104.4713,103.7941,104.1019,2752706.0
2019-12-30,104.0481,104.125,101.9702,102.2088,4118937.0
2019-12-31,101.9933,103.2169,101.8932,103.1553,3778012.0
2020-01-01,101.9933,103.2169,101.8932,103.1553,3778012.0
2020-01-02,103.8941,104.6022,103.7172,104.2174,3148833.0
2020-01-03,102.7936,103.7864,102.7859,103.3862,2373676.0
2020-01-04,102.7936,103.7864,102.7859,103.3862,2373676.0
2020-01-05,102.7936,103.7864,102.7859,103.3862,2373676.0
2020-01-06,102.6782,103.3093,102.5089,103.2015,2426305.0
2020-01-07,102.886,103.8634,102.6628,103.2708,3275968.0
2020-01-08,103.517,104.556,103.063,104.1327,4346140.0
2020-01-09,104.4636,105.2717,104.1327,105.2332,3732830.0
2020-01-10,105.4333,106.1029,104.9023,105.1947,3255641.0
2020-01-11,105.4333,106.1029,104.9023,105.1947,3255641.0
2020-01-12,105.4333,106.1029,104.9023,105.1947,3255641.0
2020-01-13,104.2635,105.1563,103.948,105.1255,3531572.0
2020-01-14,104.8792,105.5403,104.3174,104.5252,3683458.0
2020-01-15,104.6637,106.2452,104.4406,105.1409,4045952.0
2020-01-16,105.6796,106.3491,105.441,106.1875,4320911.0
2020-01-17,105.0793,106.4569,104.7869,106.4415,5623336.0
2020-01-18,105.0793,106.4569,104.7869,106.4415,5623336.0
2020-01-19,105.0793,106.4569,104.7869,106.4415,5623336.0
2020-01-20,105.0793,106.4569,104.7869,106.4415,5623336.0
2020-01-21,106.0567,107.2418,105.8951,107.1033,7244079.0
2020-01-22,110.2971,112.198,109.7045,110.7358,16470431.0
2020-01-23,110.9743,111.1357,109.3967,109.9508,5657790.0
2020-01-24,110.351,110.7589,108.0961,108.173,5580189.0
2020-01-25,110.351,110.7589,108.0961,108.173,5580189.0
2020-01-26,110.351,110.7589,108.0961,108.173,5580189.0
2020-01-27,106.5877,107.7952,106.2799,106.68,4166562.0
2020-01-28,107.3573,108.1038,106.7801,107.3958,3451557.0
2020-01-29,107.1033,107.4188,105.8912,105.9643,3054714.0
2020-01-30,105.2486,105.4102,103.8711,105.2563,5057906.0
2020-01-31,109.9739,110.8589,108.35,110.6126,18994560.0
2020-02-01,109.9739,110.8589,108.35,110.6126,18994560.0
2020-02-02,109.9739,110.8589,108.35,110.6126,18994560.0
2020-02-03,111.0128,113.3447,110.7435,112.5674,8887502.0
2020-02-04,113.7295,114.9608,113.0368,114.753,5620966.0
2020-02-05,115.5996,121.1637,115.5534,120.3094,14386823.0
2020-02-06,120.6865,122.1718,119.6091,120.6403,8400545.0
2020-02-07,120.1815,120.9514,118.914,119.295,6423429.0
2020-02-08,120.1815,120.9514,118.914,119.295,6423429.0
2020-02-09,120.1815,120.9514,118.914,119.295,6423429.0
2020-02-10,118.9529,120.096,117.872,120.0882,5239807.0
2020-02-11,120.6248,120.7025,118.7666,119.3495,3835112.0
2020-02-12,119.5594,120.998,119.3806,120.7725,4438007.0
2020-02-13,120.0415,120.3992,119.295,119.9949,3820697.0
2020-02-14,120.0804,120.1893,116.4645,117.1877,6099244.0
2020-02-15,120.0804,120.1893,116.4645,117.1877,6099244.0
2020-02-16,120.0804,120.1893,116.4645,117.1877,6099244.0
2020-02-17,120.0804,120.1893,116.4645,117.1877,6099244.0
2020-02-18,116.48,117.7164,116.3634,117.4987,3343514.0
2020-02-19,117.8409,118.113,116.8844,117.3121,2733277.0
2020-02-20,117.2732,117.9031,116.2623,117.592,2880709.0
2020-02-21,117.4521,117.4521,115.7413,116.5189,3537258.0
2020-02-22,117.4521,117.4521,115.7413,116.5189,3537258.0
2020-02-23,117.4521,117.4521,115.7413,116.5189,3537258.0
2020-02-24,113.1518,115.127,113.0507,113.8672,5452408.0
2020-02-25,113.9294,114.3649,109.8477,110.1968,6211547.0
2020-02-26,111.1222,112.0243,108.5561,108.6727,5409537.0
2020-02-27,106.7209,107.8484,103.4315,103.5093,8421125.0
2020-02-28,101.0753,101.9385,98.2603,101.2075,13012228.0
2020-02-29,101.0753,101.9385,98.2603,101.2075,13012228.0
