,IBM US Equity,IBM US Equity,IBM US Equity,IBM US Equity,IBM US Equity
2021-05-02,117.9446,118.0513,115.3591,116.4508,8872181.0
2021-05-03,118.0349,119.6271,117.8215,118.8064,5733463.0
2021-05-04,118.5273,120.3166,118.4617,119.6271,6350479.0
2021-05-05,119.7831,119.8323,118.4856,119.1921,4999890.0
2021-05-06,119.225,121.8966,119.1593,121.8186,7503487.0
2021-05-07,121.1049,121.2875,119.9845,120.7231,7003467.0
2021-05-08,121.1049,121.2875,119.9845,120.7231,7003467.0
2021-05-09,121.1049,121.2875,119.9845,120.7231,7003467.0
2021-05-10,121.0053,123.1465,121.0053,121.3124,6983377.0
2021-05-11,120.333,120.499,118.5985,119.694,7126404.0
2021-05-12,119.3786,119.6359,117.1378,117.2706,5959579.0
2021-05-13,117.3951,120.2583,117.254,119.6525,4598920.0
2021-05-14,120.4326,120.914,119.4782,120.0758,2747385.0
2021-05-15,120.4326,120.914,119.4782,120.0758,2747385.0
2021-05-16,120.4326,120.914,119.4782,120.0758,2747385.0
2021-05-17,119.8766,121.0053,119.7853,120.4326,4275172.0
2021-05-18,120.1588,120.5903,118.8723,119.4367,3824050.0
2021-05-19,118.1171,118.8474,116.9552,118.8391,4300732.0
2021-05-20,118.7811,120.2666,117.9843,119.4118,4112690.0
2021-05-21,119.7438,120.9215,119.7438,120.1256,4033482.0
2021-05-22,119.7438,120.9215,119.7438,120.1256,4033482.0
2021-05-23,119.7438,120.9215,119.7438,120.1256,4033482.0
2021-05-24,120.3911,120.665,119.6608,120.109,3297570.0
2021-05-25,120.2749,120.3413,118.8474,119.3371,3937323.0
2021-05-26,119.0964,119.5026,118.7147,118.9968,3083789.0
2021-05-27,119.362,120.1505,119.2043,119.362,5630345.0
2021-05-28,119.6857,119.7853,119.084,119.2956,2534811.0
2021-05-29,119.6857,119.7853,119.084,119.2956,2534811.0
2021-05-30,119.6857,119.7853,119.084,119.2956,2534811.0
2021-05-31,119.6857,119.7853,119.084,119.2956,2534811.0
2021-06-01,120.3413,121.0302,119.3039,119.6691,2417455.0
2021-06-02,120.026,120.9638,119.6027,120.9389,2786916.0
2021-06-03,120.2666,121.0717,119.5446,120.7978,4130741.0
2021-06-04,121.1713,122.4577,120.9721,122.3498,3117905.0
2021-06-05,121.1713,122.4577,120.9721,122.3498,3117905.0
2021-06-06,121.1713,122.4577,120.9721,122.3498,3117905.0
2021-06-07,122.4577,123.4453,122.1423,122.8478,3462712.0
2021-06-08,122.9308,124.657,122.9308,123.7192,5080099.0
2021-06-09,123.686,125.3791,123.5117,125.0471,5303252.0
2021-06-10,125.7111,126.8481,124.2919,124.9392,4758488.0
2021-06-11,124.8479,126.0223,124.7981,125.5534,3438255.0
2021-06-12,124.8479,126.0223,124.7981,125.5534,3438255.0
2021-06-13,124.8479,126.0223,124.7981,125.5534,3438255.0
2021-06-14,125.0803,125.3459,123.3748,124.5159,3344845.0
2021-06-15,124.3666,124.4163,123.3291,123.9599,2513281.0
2021-06-16,124.2919,124.2919,122.1838,122.6901,3879185.0
2021-06-17,122.4577,122.881,120.5737,120.8393,4367387.0
2021-06-18,119.9098,120.0758,118.7147,118.7811,9156505.0
2021-06-19,119.9098,120.0758,118.7147,118.7811,9156505.0
2021-06-20,119.9098,120.0758,118.7147,118.7811,9156505.0
2021-06-21,119.6027,122.0593,119.5612,121.7107,4285711.0
2021-06-22,121.6029,121.8435,120.6318,121.4701,2437121.0
2021-06-23,121.5282,121.5863,119.9845,120.0177,3202644.0
2021-06-24,121.0053,121.329,120.0841,120.7065,3609679.0
2021-06-25,120.6567,121.9431,120.2957,121.8684,3594218.0
2021-06-26,120.6567,121.9431,120.2957,121.8684,3594218.0
2021-06-27,120.6567,121.9431,120.2957,121.8684,3594218.0
2021-06-28,122.0095,122.2502,120.2684,120.582,3888869.0
2021-06-29,120.5571,121.7854,120.4243,120.7978,2428626.0
2021-06-30,120.4492,121.9431,120.1007,121.6609,3245091.0
2021-07-01,121.968,122.4162,121.6443,121.8684,2686289.0
2021-07-02,121.9265,121.9597,115.7435,116.2082,16828161.0
2021-07-03,121.9265,121.9597,115.7435,116.2082,16828161.0
2021-07-04,121.9265,121.9597,115.7435,116.2082,16828161.0
2021-07-05,121.9265,121.9597,115.7435,116.2082,16828161.0
2021-07-06,116.1833,116.5402,113.7848,115.1791,8093747.0
2021-07-07,115.1625,116.4655,115.1625,116.0423,4059667.0
2021-07-08,114.3492,117.2789,114.2496,116.8058,5487425.0
2021-07-09,117.3951,117.8349,116.8896,117.4531,3904059.0
2021-07-10,117.3951,117.8349,116.8896,117.4531,3904059.0
2021-07-11,117.3951,117.8349,116.8896,117.4531,3904059.0
2021-07-12,117.3785,117.8182,116.2871,116.9552,3342627.0
2021-07-13,116.9552,116.9552,115.8846,116.424,3164294.0
2021-07-14,116.7892,116.8141,115.3014,116.0423,4403752.0
2021-07-15,115.6273,116.5734,115.1961,116.5651,3639698.0
2021-07-16,117.0216,117.0216,115.0214,115.2787,4109308.0
2021-07-17,117.0216,117.0216,115.0214,115.2787,4109308.0
2021-07-18,117.0216,117.0216,115.0214,115.2787,4109308.0
2021-07-19,113.2454,114.9384,113.0453,114.4654,8582302.0
2021-07-20,118.6815,120.2749,115.1127,116.1667,13611675.0
2021-07-21,116.1667,117.3453,115.9012,117.2706,4803977.0
2021-07-22,117.5693,117.6938,116.5319,116.7809,3314153.0
2021-07-23,116.9884,117.6025,116.4655,117.3038,4474157.0
2021-07-24,116.9884,117.6025,116.4655,117.3038,4474157.0
2021-07-25,116.9884,117.6025,116.4655,117.3038,4474157.0
2021-07-26,117.3453,118.6815,117.1295,118.4906,4246266.0
2021-07-27,118.2914,119.2126,117.5195,118.474,3137027.0
2021-07-28,118.6898,118.7645,117.5527,117.6606,2544099.0
2021-07-29,118.1254,118.6483,117.5195,117.7934,2670873.0
2021-07-30,117.4531,117.727,116.8473,116.9884,3535555.0
2021-07-31,117.4531,117.727,116.8473,116.9884,3535555.0
2021-08-01,117.4531,117.727,116.8473,116.9884,3535555.0
2021-08-02,117.3951,118.7313,117.0465,117.3702,2929540.0
2021-08-03,117.7685,120.0924,117.561,119.5695,4084724.0
2021-08-04,119.3454,119.6608,118.2416,118.4823,2830079.0
2021-08-05,118.7064,119.0217,118.0341,118.4906,2757389.0
2021-08-06,118.6815,119.8351,118.5902,119.5861,3826835.0
2021-08-07,118.6815,119.8351,118.5902,119.5861,3826835.0
2021-08-08,118.6815,119.8351,118.5902,119.5861,3826835.0
2021-08-09,119.3762,119.6239,118.3437,118.5787,4904065.0
2021-08-10,118.5451,119.0497,117.8148,118.6879,5299869.0
2021-08-11,119.0237,119.8535,118.7886,119.3175,4259952.0
2021-08-12,119.4266,120.1738,119.2727,120.1066,2089418.0
2021-08-13,119.7456,120.5348,119.5777,120.199,1910443.0
2021-08-14,119.7456,120.5348,119.5777,120.199,1910443.0
2021-08-15,119.7456,120.5348,119.5777,120.199,1910443.0
2021-08-16,120.2409,120.6691,119.4014,120.5431,2786343.0
2021-08-17,120.0478,120.1822,118.4444,119.5609,3074078.0
2021-08-18,118.9313,119.137,117.0173,117.0844,3510694.0
2021-08-19,116.4296,117.0676,115.1872,115.8672,4160129.0
2021-08-20,115.6321,117.0089,115.2375,116.7822,2657763.0
2021-08-21,115.6321,117.0089,115.2375,116.7822,2657763.0
2021-08-22,115.6321,117.0089,115.2375,116.7822,2657763.0
2021-08-23,117.2104,117.6553,116.522,117.2104,3039587.0
2021-08-24,117.3447,117.7224,116.9585,117.395,2365638.0
2021-08-25,117.4622,118.201,117.076,117.4118,2012817.0
2021-08-26,117.5042,118.201,116.4464,116.5052,2498915.0
2021-08-27,116.4464,117.181,116.1862,117.0341,2459643.0
2021-08-28,116.4464,117.181,116.1862,117.0341,2459643.0
2021-08-29,116.4464,117.181,116.1862,117.0341,2459643.0
2021-08-30,117.1096,117.4286,116.5346,116.6647,1995526.0
2021-08-31,117.1432,118.3185,116.6479,117.8148,4235101.0
2021-09-01,117.5126,117.588,116.8494,116.9417,2474544.0
2021-09-02,117.2943,117.5713,116.715,117.5378,2715659.0
2021-09-03,117.2607,117.9239,116.9417,117.1768,1924215.0
2021-09-04,117.2607,117.9239,116.9417,117.1768,1924215.0
2021-09-05,117.2607,117.9239,116.9417,117.1768,1924215.0
2021-09-06,117.2607,117.9239,116.9417,117.1768,1924215.0
2021-09-07,117.2355,117.3531,115.6501,115.9007,3285363.0
2021-09-08,115.9679,116.7654,115.5146,116.4128,2985409.0
2021-09-09,115.7244,116.6563,115.4768,115.6321,3508363.0
2021-09-10,116.5388,117.0004,115.0109,115.0277,3975115.0
2021-09-11,116.5388,117.0004,115.0109,115.0277,3975115.0
2021-09-12,116.5388,117.0004,115.0109,115.0277,3975115.0
2021-09-13,116.1862,116.6815,115.439,115.9763,4144345.0
2021-09-14,116.1862,116.3289,113.6173,114.3561,4454291.0
2021-09-15,114.3561,115.6825,113.8943,115.1788,3254122.0
2021-09-16,115.2459,115.8084,113.9279,114.5324,2643975.0
2021-09-17,113.9615,114.1041,113.3739,113.525,5633480.0
2021-09-18,113.9615,114.1041,113.3739,113.525,5633480.0
2021-09-19,113.9615,114.1041,113.3739,113.525,5633480.0
2021-09-20,112.4084,113.483,111.4682,112.7526,4770651.0
2021-09-21,113.4242,113.8776,111.6025,111.6277,4074528.0
2021-09-22,112.2573,113.6425,112.0475,113.0213,3602416.0
2021-09-23,113.5418,115.3635,113.3571,114.7842,3013238.0
2021-09-24,115.0361,116.2533,114.801,115.4222,2964397.0
2021-09-25,115.0361,116.2533,114.801,115.4222,2964397.0
2021-09-26,115.0361,116.2533,114.801,115.4222,2964397.0
2021-09-27,115.8168,116.7444,115.4138,116.3205,3306865.0
2021-09-28,116.8326,117.2674,115.1872,115.4054,4314595.0
2021-09-29,115.6237,117.4706,114.5408,116.841,3774236.0
2021-09-30,117.5294,118.0079,116.2701,116.6311,5824431.0
2021-10-01,118.3689,120.8622,117.84,120.3165,6604064.0
2021-10-02,118.3689,120.8622,117.84,120.3165,6604064.0
2021-10-03,118.3689,120.8622,117.84,120.3165,6604064.0
2021-10-04,119.8296,122.5663,119.5023,120.9797,7351128.0
2021-10-05,121.517,121.7268,119.7456,120.1738,6976648.0
2021-10-06,119.6113,120.3585,118.2765,119.5106,5328433.0
2021-10-07,119.8212,120.3794,118.8138,119.0488,3823803.0
2021-10-08,119.0488,120.5935,118.4108,120.2325,3731279.0
2021-10-09,119.0488,120.5935,118.4108,120.2325,3731279.0
2021-10-10,119.0488,120.5935,118.4108,120.2325,3731279.0
2021-10-11,120.4676,120.9545,119.5441,119.5693,2793298.0
2021-10-12,119.3846,119.4602,117.7812,117.9239,3148559.0
2021-10-13,117.9659,118.713,117.2439,118.1674,2880747.0
2021-10-14,118.4024,120.8202,118.3772,120.3752,4217305.0
2021-10-15,120.3752,121.6009,119.8716,121.3994,3222778.0
2021-10-16,120.3752,121.6009,119.8716,121.3994,3222778.0
2021-10-17,120.3752,121.6009,119.8716,121.3994,3222778.0
2021-10-18,120.8873,121.6765,119.006,119.477,6154055.0
2021-10-19,118.436,119.9975,117.966,119.1916,4339548.0
2021-10-20,118.9397,119.3762,118.117,119.1244,6189255.0
2021-10-21,112.081,112.2573,107.5394,107.7324,31466529.0
2021-10-22,107.4974,109.3443,106.2894,107.3547,11582195.0
2021-10-23,107.4974,109.3443,106.2894,107.3547,11582195.0
2021-10-24,107.4974,109.3443,106.2894,107.3547,11582195.0
2021-10-25,107.0609,108.0011,106.5655,107.1532,6374038.0
2021-10-26,107.0525,107.7073,106.4102,106.7251,8520872.0
2021-10-27,106.9853,107.3547,104.9453,105.0796,6973432.0
2021-10-28,105.0796,106.0367,104.6179,105.6421,6503003.0
2021-10-29,105.2979,106.0451,104.8614,105.0209,5916789.0
2021-10-30,105.2979,106.0451,104.8614,105.0209,5916789.0
2021-10-31,105.2979,106.0451,104.8614,105.0209,5916789.0
2021-11-01,104.9789,106.0367,103.961,106.0115,5905521.0
2021-11-02,106.0283,106.7586,104.8614,105.9275,4514438.0
2021-11-03,105.9695,106.8594,105.5078,106.7251,5421406.0
2021-11-04,108.1489,108.4038,105.3803,106.2153,7208736.0
2021-11-05,106.7251,108.7817,106.7251,108.6411,6790478.0
2021-11-06,106.7251,108.7817,106.7251,108.6411,6790478.0
2021-11-07,106.7251,108.7817,106.7251,108.6411,6790478.0
2021-11-08,108.9706,109.6694,108.5707,109.4584,5625275.0
2021-11-09,109.1556,109.4584,107.1071,107.6326,7236608.0
2021-11-10,107.7662,109.0398,106.815,107.0715,6268961.0
2021-11-11,107.6771,108.4693,106.9468,107.116,4643257.0
2021-11-12,106.8756,107.4456,105.789,105.9493,5418279.0
2021-11-13,106.8756,107.4456,105.789,105.9493,5418279.0
2021-11-14,106.8756,107.4456,105.789,105.9493,5418279.0
2021-11-15,106.4659,107.0181,105.3704,105.8692,5046321.0
2021-11-16,105.9137,106.7865,105.4684,105.504,4750760.0
2021-11-17,105.4327,106.2788,104.8984,105.1477,4043289.0
2021-11-18,105.4149,105.4149,103.5891,103.9009,5047879.0
2021-11-19,103.7495,103.8118,102.6629,103.3576,5384548.0
2021-11-20,103.7495,103.8118,102.6629,103.3576,5384548.0
2021-11-21,103.7495,103.8118,102.6629,103.3576,5384548.0
2021-11-22,103.313,105.8157,102.5916,103.7316,6417218.0
2021-11-23,104.0166,105.0409,103.3487,104.0166,4914995.0
2021-11-24,103.4555,104.4441,103.3843,103.9632,3220802.0
2021-11-25,103.4555,104.4441,103.3843,103.9632,3220802.0
2021-11-26,102.4224,103.6114,102.0305,103.1438,3322012.0
2021-11-27,102.4224,103.6114,102.0305,103.1438,3322012.0
2021-11-28,102.4224,103.6114,102.0305,103.1438,3322012.0
2021-11-29,105.6465,106.5282,104.6757,105.5396,8949795.0
2021-11-30,104.649,106.1986,103.7138,104.2927,9252701.0
2021-12-01,105.317,105.9226,104.0701,104.1324,5959867.0
2021-12-02,104.5332,105.0765,103.8118,104.1146,5267149.0
2021-12-03,104.5243,106.3056,104.5243,105.8424,6630139.0
2021-12-04,104.5243,106.3056,104.5243,105.8424,6630139.0
2021-12-05,104.5243,106.3056,104.5243,105.8424,6630139.0
2021-12-06,106.3412,107.8998,106.3412,106.7954,4785560.0
2021-12-07,107.2986,108.7281,106.9379,108.2828,5193991.0
2021-12-08,108.6568,109.8859,108.2293,109.5653,5483948.0
2021-12-09,108.7904,110.3935,108.4698,110.0551,4601092.0
2021-12-10,110.7053,111.6226,109.8681,110.5182,4966921.0
2021-12-11,110.7053,111.6226,109.8681,110.5182,4966921.0
2021-12-12,110.7053,111.6226,109.8681,110.5182,4966921.0
2021-12-13,110.2243,110.7546,107.5792,109.1734,6847468.0
2021-12-14,108.9685,111.3554,108.924,110.2243,5716124.0
2021-12-15,110.26,111.1639,108.8171,109.6454,4990028.0
2021-12-16,110.0017,112.7893,109.9705,112.157,7280537.0
2021-12-17,112.1036,114.5706,111.5151,113.4662,10382693.0
2021-12-18,112.1036,114.5706,111.5151,113.4662,10382693.0
2021-12-19,112.1036,114.5706,111.5151,113.4662,10382693.0
2021-12-20,111.97,113.2881,111.0615,113.1634,4941411.0
2021-12-21,113.6978,115.1901,113.6978,114.8645,4855972.0
2021-12-22,114.9447,115.5948,113.6443,115.5592,3923198.0
2021-12-23,115.7819,116.6369,115.3544,116.343,3649044.0
2021-12-24,115.7819,116.6369,115.3544,116.343,3649044.0
2021-12-25,115.7819,116.6369,115.3544,116.343,3649044.0
2021-12-26,115.7819,116.6369,115.3544,116.343,3649044.0
2021-12-27,116.343,117.2514,115.7373,117.2247,4294499.0
2021-12-28,117.2069,118.6497,117.198,118.1242,3447079.0
2021-12-29,117.9194,119.5314,117.8303,118.7655,4239935.0
2021-12-30,119.1217,119.6739,118.7477,119.2642,3158111.0
2021-12-31,119.3444,120.2261,118.997,119.0416,3362060.0
2022-01-01,119.3444,120.2261,118.997,119.0416,3362060.0
2022-01-02,119.3444,120.2261,118.997,119.0416,3362060.0
2022-01-03,119.4067,121.3884,119.0148,121.1613,4610665.0
2022-01-04,121.2147,124.6436,121.0366,122.9247,7300011.0
2022-01-05,123.183,126.6475,122.8,123.1028,8956910.0
2022-01-06,123.085,123.272,118.0173,120.5378,9908081.0
2022-01-07,120.1459,120.8244,118.9089,120.0836,5238099.0
2022-01-08,120.1459,120.8244,118.9089,120.0836,5238099.0
2022-01-09,120.1459,120.8244,118.9089,120.0836,5238099.0
2022-01-10,119.763,121.3038,118.7922,120.2617,5432807.0
2022-01-11,116.245,118.6764,113.9739,118.338,11105324.0
2022-01-12,118.6764,119.763,117.002,118.9792,5352014.0
2022-01-13,119.2553,121.1702,118.9525,120.0213,4868349.0
2022-01-14,119.8342,120.3597,118.7209,119.5314,5310305.0
2022-01-15,119.8342,120.3597,118.7209,119.5314,5310305.0
2022-01-16,119.8342,120.3597,118.7209,119.5314,5310305.0
2022-01-17,119.8342,120.3597,118.7209,119.5314,5310305.0
2022-01-18,118.4092,119.2464,117.3672,118.4003,5247453.0
2022-01-19,118.3647,119.2553,117.1178,117.1891,4103694.0
2022-01-20,116.9041,118.3469,116.29,116.5122,5278244.0
2022-01-21,117.2514,117.4473,115.1317,115.2029,5906950.0
2022-01-22,117.2514,117.4473,115.1317,115.2029,5906950.0
2022-01-23,117.2514,117.4473,115.1317,115.2029,5906950.0
2022-01-24,113.9917,115.0248,110.61,114.7309,13777648.0
2022-01-25,115.0159,122.3156,114.2678,121.2147,19715698.0
2022-01-26,121.5442,122.0786,118.5695,119.5759,8335992.0
2022-01-27,119.0416,120.0123,117.6344,118.0262,5499566.0
2022-01-28,118.623,119.8164,117.3761,119.7897,5471497.0
2022-01-29,118.623,119.8164,117.3761,119.7897,5471497.0
2022-01-30,118.623,119.8164,117.3761,119.7897,5471497.0
2022-01-31,119.4245,119.4245,117.8303,118.9614,5859043.0
2022-02-01,119.1306,121.09,118.0084,120.707,6206448.0
2022-02-02,120.8584,122.5106,120.4666,122.2389,5357237.0
2022-02-03,122.0163,123.5838,120.9751,122.711,6100777.0
2022-02-04,122.7822,123.6372,121.3171,122.1499,4142045.0
2022-02-05,122.7822,123.6372,121.3171,122.1499,4142045.0
2022-02-06,122.7822,123.6372,121.3171,122.1499,4142045.0
2022-02-07,122.417,122.7486,121.3661,122.23,3759046.0
2022-02-08,122.2211,122.4794,120.9297,122.0341,4181825.0
2022-02-09,122.7644,123.2186,121.8649,122.7199,5393478.0
2022-02-10,122.1069,123.0894,120.0338,120.3493,5978640.0
2022-02-11,120.6918,121.4218,119.3217,119.6011,4176155.0
2022-02-12,120.6918,121.4218,119.3217,119.6011,4176155.0
2022-02-13,120.6918,121.4218,119.3217,119.6011,4176155.0
2022-02-14,119.511,119.5651,116.3382,117.3117,5345289.0
2022-02-15,117.7534,118.6908,116.825,117.1224,4395714.0
2022-02-16,116.6807,117.5731,115.6081,116.4374,4875612.0
2022-02-17,115.4188,115.8245,112.5345,112.6427,6796997.0
2022-02-18,112.6156,113.0663,111.4168,112.0838,4609212.0
2022-02-19,112.6156,113.0663,111.4168,112.0838,4609212.0
2022-02-20,112.6156,113.0663,111.4168,112.0838,4609212.0
2022-02-21,112.6156,113.0663,111.4168,112.0838,4609212.0
2022-02-22,111.9486,112.6697,110.5786,111.6962,5349687.0
2022-02-23,112.1109,112.3993,109.8485,110.0287,4086367.0
2022-02-24,108.1629,110.0558,107.0903,109.9386,6563202.0
2022-02-25,110.0107,112.005,109.4699,111.9306,4460904.0
2022-02-26,110.0107,112.005,109.4699,111.9306,4460904.0
2022-02-27,110.0107,112.005,109.4699,111.9306,4460904.0
2022-02-28,110.1549,111.2141,109.0992,110.4253,6757332.0
2022-03-01,110.5695,111.2185,108.7939,109.3797,4873331.0
2022-03-02,110.4974,112.3452,109.7854,111.6422,4891435.0
2022-03-03,112.6337,114.1705,111.9803,113.508,5206649.0
2022-03-04,112.1289,114.7879,111.9579,114.1299,4402911.0
2022-03-05,112.1289,114.7879,111.9579,114.1299,4402911.0
2022-03-06,112.1289,114.7879,111.9579,114.1299,4402911.0
2022-03-07,113.9947,115.2881,113.2285,113.6342,5047358.0
2022-03-08,114.1299,115.6847,112.5075,113.2826,4887565.0
2022-03-09,114.842,115.4639,113.4899,113.7694,4403499.0
2022-03-10,113.3457,113.5981,110.9797,112.0838,5326835.0
2022-03-11,112.6697,114.2651,111.6872,111.7323,4119630.0
2022-03-12,112.6697,114.2651,111.6872,111.7323,4119630.0
2022-03-13,112.6697,114.2651,111.6872,111.7323,4119630.0
2022-03-14,112.174,112.8139,110.5831,111.7143,3289440.0
2022-03-15,111.7683,113.5168,111.0653,113.2466,4021228.0
2022-03-16,114.0217,114.7286,112.4083,114.5085,4292845.0
2022-03-17,114.5626,115.6352,114.0488,115.3377,3671903.0
2022-03-18,114.8149,116.212,113.9046,116.0588,7466026.0
2022-03-19,114.8149,116.212,113.9046,116.0588,7466026.0
2022-03-20,114.8149,116.212,113.9046,116.0588,7466026.0
2022-03-21,116.2751,116.9421,114.833,115.4639,3384636.0
2022-03-22,115.8245,116.5455,115.2386,116.3292,2690193.0
2022-03-23,116.3472,116.5636,115.5991,115.6442,2924535.0
2022-03-24,115.6712,116.6086,115.1935,116.5005,2971075.0
2022-03-25,116.7258,118.4384,116.5546,118.3933,3531746.0
2022-03-26,116.7258,118.4384,116.5546,118.3933,3531746.0
2022-03-27,116.7258,118.4384,116.5546,118.3933,3531746.0
2022-03-28,117.9156,118.5285,116.816,118.5015,2483492.0
2022-03-29,119.0153,119.7363,117.5641,118.9251,5791032.0
2022-03-30,118.9882,119.9527,118.4294,119.0964,2622860.0
2022-03-31,117.8255,118.871,117.1765,117.1945,4274029.0
2022-04-01,116.87,117.4199,115.4279,117.3117,4012373.0
2022-04-02,116.87,117.4199,115.4279,117.3117,4012373.0
2022-04-03,116.87,117.4199,115.4279,117.3117,4012373.0
2022-04-04,117.4108,117.5821,116.212,117.4199,2811100.0
2022-04-05,117.0413,118.2852,115.9687,116.176,3107181.0
2022-04-06,115.1755,116.7393,114.6978,116.6267,3958057.0
2022-04-07,116.158,116.5004,114.2291,115.8695,3538317.0
2022-04-08,115.3828,116.0768,114.7158,115.1304,3143309.0
2022-04-09,115.3828,116.0768,114.7158,115.1304,3143309.0
2022-04-10,115.3828,116.0768,114.7158,115.1304,3143309.0
2022-04-11,115.3287,115.5315,113.7333,113.9046,3202545.0
2022-04-12,113.9496,114.7789,113.1956,113.553,2690998.0
2022-04-13,113.2466,114.175,112.5886,113.6973,3064918.0
2022-04-14,116.212,117.6993,113.9136,114.0758,6384180.0
2022-04-15,116.212,117.6993,113.9136,114.0758,6384180.0
2022-04-16,116.212,117.6993,113.9136,114.0758,6384180.0
2022-04-17,116.212,117.6993,113.9136,114.0758,6384180.0
2022-04-18,114.1119,114.8239,113.1474,113.7243,4884150.0
2022-04-19,113.6432,116.6357,113.5711,116.4103,7971361.0
2022-04-20,121.6833,125.7935,120.2231,124.6758,17859155.0
2022-04-21,124.5947,127.8846,123.8015,126.0549,9922349.0
2022-04-22,125.9197,126.5866,123.8015,124.6127,6508599.0
2022-04-23,125.9197,126.5866,123.8015,124.6127,6508599.0
2022-04-24,125.9197,126.5866,123.8015,124.6127,6508599.0
2022-04-25,124.0178,125.8746,121.8545,125.3788,5748289.0
2022-04-26,125.2887,126.0729,122.7379,122.7559,4956236.0
2022-04-27,122.3863,123.5942,121.3498,121.7374,4369052.0
2022-04-28,123.3508,123.477,121.512,122.3503,4477068.0
2022-04-29,121.8005,122.1831,118.9792,119.1685,5078660.0
2022-04-30,121.8005,122.1831,118.9792,119.1685,5078660.0
2022-05-01,121.8005,122.1831,118.9792,119.1685,5078660.0
2022-05-02,119.8806,120.5746,117.9787,119.9166,4213477.0
2022-05-03,119.8806,120.4214,118.9702,119.4479,3688574.0
2022-05-04,119.7634,124.2702,119.1054,123.8465,5932574.0
2022-05-05,122.9993,123.7203,121.467,122.5125,5957434.0
2022-05-06,122.1069,124.3783,122.1069,124.0899,7306396.0
2022-05-07,122.1069,124.3783,122.1069,124.0899,7306396.0
2022-05-08,122.1069,124.3783,122.1069,124.0899,7306396.0
2022-05-09,122.6211,124.3864,121.6221,122.6485,7647933.0
2022-05-10,123.1593,123.5334,117.1656,117.8042,8642398.0
2022-05-11,118.4702,121.2983,118.4702,119.2821,5301131.0
2022-05-12,119.7565,121.9004,118.9719,121.2435,5384809.0
2022-05-13,121.3348,122.0646,119.5558,121.8821,4195218.0
2022-05-14,121.3348,122.0646,119.5558,121.8821,4195218.0
2022-05-15,121.3348,122.0646,119.5558,121.8821,4195218.0
2022-05-16,121.426,124.5369,120.7965,123.1867,4250395.0
2022-05-17,125.1573,126.2338,123.7432,126.2338,4372909.0
2022-05-18,125.0752,125.545,120.5776,121.28,6003015.0
2022-05-19,120.4225,120.7144,117.421,118.2877,5819664.0
2022-05-20,118.7621,118.9354,114.7663,117.2112,6914458.0
2022-05-21,118.7621,118.9354,114.7663,117.2112,6914458.0
2022-05-22,118.7621,118.9354,114.7663,117.2112,6914458.0
2022-05-23,118.1417,120.3769,118.0688,119.6653,3591511.0
2022-05-24,119.1179,122.5846,118.9811,122.0646,4189723.0
2022-05-25,121.207,122.9951,121.207,122.6028,3299303.0
2022-05-26,123.1593,125.4857,122.7214,124.8836,3929338.0
2022-05-27,125.3397,127.4831,125.2029,127.0548,4608215.0
2022-05-28,125.3397,127.4831,125.2029,127.0548,4608215.0
2022-05-29,125.3397,127.4831,125.2029,127.0548,4608215.0
2022-05-30,125.3397,127.4831,125.2029,127.0548,4608215.0
2022-05-31,126.0787,127.5657,124.8106,126.6625,7978053.0
2022-06-01,127.4197,128.1495,126.3706,127.2008,3796488.0
2022-06-02,127.219,127.9854,124.8471,127.8576,3734812.0
2022-06-03,127.958,130.074,127.4836,128.7973,4352213.0
2022-06-04,127.958,130.074,127.4836,128.7973,4352213.0
2022-06-05,127.958,130.074,127.4836,128.7973,4352213.0
2022-06-06,130.4394,132.0359,129.5454,130.3482,4767100.0
2022-06-07,130.0928,130.4394,128.5966,130.257,2887051.0
2022-06-08,129.6092,130.2752,127.8576,128.478,3005666.0
2022-06-09,127.8576,128.6696,125.8324,125.8597,3592551.0
2022-06-10,125.7138,125.7138,123.3874,124.245,4661716.0
2022-06-11,125.7138,125.7138,123.3874,124.245,4661716.0
2022-06-12,125.7138,125.7138,123.3874,124.245,4661716.0
2022-06-13,122.2197,125.5039,122.0281,123.2597,6486044.0
2022-06-14,123.1593,124.9384,123.0316,123.8162,4607785.0
2022-06-15,124.0808,126.3068,123.6885,125.0387,4606887.0
2022-06-16,123.433,124.2906,122.6028,123.7706,5386396.0
2022-06-17,124.0625,124.9657,121.1979,123.1776,12968509.0
2022-06-18,124.0625,124.9657,121.1979,123.1776,12968509.0
2022-06-19,124.0625,124.9657,121.1979,123.1776,12968509.0
2022-06-20,124.0625,124.9657,121.1979,123.1776,12968509.0
2022-06-21,123.9804,126.3524,123.9804,125.7594,4089272.0
2022-06-22,124.1629,126.0604,124.099,125.0569,3791635.0
2022-06-23,125.1116,126.4618,124.5278,126.2976,4547925.0
2022-06-24,126.991,129.8829,126.9271,129.6001,11493012.0
2022-06-25,126.991,129.8829,126.9271,129.6001,11493012.0
2022-06-26,126.991,129.8829,126.9271,129.6001,11493012.0
2022-06-27,129.7826,131.2149,129.4998,130.2752,3935968.0
2022-06-28,130.3847,131.5114,128.925,129.4177,4065202.0
2022-06-29,130.2205,130.9333,127.2647,128.3685,4161491.0
2022-06-30,127.3376,129.965,127.064,128.8064,4878020.0
2022-07-01,128.6331,129.2443,127.0457,128.7426,4012106.0
2022-07-02,128.6331,129.2443,127.0457,128.7426,4012106.0
