,HEES US Equity,HEES US Equity,HEES US Equity,HEES US Equity,HEES US Equity
2019-01-30,22.1077,22.2245,21.3145,22.1828,173836.0
2019-01-31,22.1745,22.5335,21.9991,22.3498,186020.0
2019-02-01,22.4333,23.0344,22.0776,22.6587,186765.0
2019-02-02,22.4333,23.0344,22.0776,22.6587,186765.0
2019-02-03,22.4333,23.0344,22.0776,22.6587,186765.0
2019-02-04,22.6837,23.0427,22.3498,23.0093,162685.0
2019-02-05,23.1262,23.2483,22.4583,23.0344,154729.0
2019-02-06,23.026,23.2098,22.5835,22.6503,112699.0
2019-02-07,22.5168,22.5652,21.6735,22.2245,218729.0
2019-02-08,22.0409,22.2454,21.6067,21.8572,159654.0
2019-02-09,22.0409,22.2454,21.6067,21.8572,159654.0
2019-02-10,22.0409,22.2454,21.6067,21.8572,159654.0
2019-02-11,21.8822,22.6086,21.6234,22.4249,200256.0
2019-02-12,22.7422,23.2931,22.5418,23.1513,276315.0
2019-02-13,23.2514,23.5771,22.9676,23.2598,138476.0
2019-02-14,23.0093,23.3516,22.9091,23.1262,139204.0
2019-02-15,23.3182,24.0195,23.2765,23.8108,192752.0
2019-02-16,23.3182,24.0195,23.2765,23.8108,192752.0
2019-02-17,23.3182,24.0195,23.2765,23.8108,192752.0
2019-02-18,23.3182,24.0195,23.2765,23.8108,192752.0
2019-02-19,23.756,23.853,23.3008,23.5284,179848.0
2019-02-20,23.6296,24.4136,23.6157,24.2197,304125.0
2019-02-21,26.1333,26.8246,24.7592,24.9784,734644.0
2019-02-22,25.2903,25.3662,24.4894,25.2903,320586.0
2019-02-23,25.2903,25.3662,24.4894,25.2903,320586.0
2019-02-24,25.2903,25.3662,24.4894,25.2903,320586.0
2019-02-25,25.4758,25.7118,25.0795,25.265,466730.0
2019-02-26,25.0795,25.4167,24.7002,24.7845,256532.0
2019-02-27,24.6327,24.8688,24.3377,24.5569,219498.0
2019-02-28,24.4979,24.7845,24.0342,24.2703,232568.0
2019-03-01,24.4389,24.7423,24.0258,24.4641,161200.0
2019-03-02,24.4389,24.7423,24.0258,24.4641,161200.0
2019-03-03,24.4389,24.7423,24.0258,24.4641,161200.0
2019-03-04,24.5906,24.9278,23.8614,24.2197,161946.0
2019-03-05,24.1691,24.1691,23.5284,23.8319,151295.0
2019-03-06,23.9583,23.9583,23.2081,23.2671,153102.0
2019-03-07,23.2081,23.2928,22.5758,22.9889,147718.0
2019-03-08,22.6517,23.1153,22.5421,22.8624,166978.0
2019-03-09,22.6517,23.1153,22.5421,22.8624,166978.0
2019-03-10,22.6517,23.1153,22.5421,22.8624,166978.0
2019-03-11,22.8287,23.2502,22.6913,23.0816,172440.0
2019-03-12,23.1322,23.3851,22.5674,22.8624,180323.0
2019-03-13,23.0732,23.2586,22.7613,22.7781,141278.0
2019-03-14,22.6854,22.8371,21.8424,21.8424,210850.0
2019-03-15,21.8508,22.1206,21.2438,21.5979,330896.0
2019-03-16,21.8508,22.1206,21.2438,21.5979,330896.0
2019-03-17,21.8508,22.1206,21.2438,21.5979,330896.0
2019-03-18,21.6485,22.4241,21.522,22.3398,245378.0
2019-03-19,22.5505,22.8371,21.8845,22.0278,268868.0
2019-03-20,21.9688,21.9688,21.0584,21.6738,233002.0
2019-03-21,21.5726,22.2892,21.3619,21.9773,109124.0
2019-03-22,21.7497,21.9014,20.6158,20.6369,214979.0
2019-03-23,21.7497,21.9014,20.6158,20.6369,214979.0
2019-03-24,21.7497,21.9014,20.6158,20.6369,214979.0
2019-03-25,20.5694,21.2776,20.4598,20.9235,164019.0
2019-03-26,21.1511,21.345,20.5947,20.9825,100996.0
2019-03-27,20.9319,21.1511,20.5048,20.9825,175002.0
2019-03-28,21.0837,21.3113,20.6032,20.8729,109634.0
2019-03-29,21.4209,21.893,21.0331,21.168,223312.0
2019-03-30,21.4209,21.893,21.0331,21.168,223312.0
2019-03-31,21.4209,21.893,21.0331,21.168,223312.0
2019-04-01,21.4883,22.2639,21.2986,22.1627,212670.0
2019-04-02,22.0869,22.2639,21.4462,21.5558,113216.0
2019-04-03,21.8677,22.2302,21.6991,22.0953,151690.0
2019-04-04,22.1459,22.6095,22.1332,22.4578,119278.0
2019-04-05,22.4915,22.6854,22.3819,22.5168,243583.0
2019-04-06,22.4915,22.6854,22.3819,22.5168,243583.0
2019-04-07,22.4915,22.6854,22.3819,22.5168,243583.0
2019-04-08,22.4072,22.618,22.1543,22.5589,143681.0
2019-04-09,22.4409,22.4409,21.834,21.9098,185932.0
2019-04-10,21.9098,22.575,21.8677,22.5421,129970.0
2019-04-11,22.677,23.3682,22.3735,23.2924,181555.0
2019-04-12,23.6127,23.8403,23.2586,23.6717,143544.0
2019-04-13,23.6127,23.8403,23.2586,23.6717,143544.0
2019-04-14,23.6127,23.8403,23.2586,23.6717,143544.0
2019-04-15,23.638,23.8909,23.2586,23.5115,160987.0
2019-04-16,23.6801,24.1691,23.3008,24.1522,164200.0
2019-04-17,24.2112,24.6833,23.9246,24.186,153877.0
2019-04-18,25.1976,26.0237,24.599,24.8435,321621.0
2019-04-19,25.1976,26.0237,24.599,24.8435,321621.0
2019-04-20,25.1976,26.0237,24.599,24.8435,321621.0
2019-04-21,25.1976,26.0237,24.599,24.8435,321621.0
2019-04-22,24.9531,24.9531,24.4389,24.7845,138072.0
2019-04-23,24.7592,25.4167,24.5822,25.0795,248989.0
2019-04-24,25.0037,25.3485,24.9603,25.1386,221669.0
2019-04-25,25.2903,26.7824,24.663,25.5095,676844.0
2019-04-26,25.2903,26.2176,25.2903,26.0069,632344.0
2019-04-27,25.2903,26.2176,25.2903,26.0069,632344.0
2019-04-28,25.2903,26.2176,25.2903,26.0069,632344.0
2019-04-29,26.0406,26.3103,25.8973,25.9816,456535.0
2019-04-30,25.9226,26.1333,25.3324,25.6359,418589.0
2019-05-01,25.6275,26.2176,25.3409,25.5432,493537.0
2019-05-02,25.5601,25.7708,24.7086,25.265,237411.0
2019-05-03,25.2903,25.7792,25.1723,25.5348,338873.0
2019-05-04,25.2903,25.7792,25.1723,25.5348,338873.0
2019-05-05,25.2903,25.7792,25.1723,25.5348,338873.0
2019-05-06,24.9278,25.3577,24.7255,25.0964,261413.0
2019-05-07,24.6918,24.7729,24.1733,24.3714,187371.0
2019-05-08,24.3293,24.8013,23.8909,24.658,316864.0
2019-05-09,24.5063,25.0374,23.9415,24.8941,190277.0
2019-05-10,24.7086,24.97,23.9802,24.6159,121583.0
2019-05-11,24.7086,24.97,23.9802,24.6159,121583.0
2019-05-12,24.7086,24.97,23.9802,24.6159,121583.0
2019-05-13,23.8403,24.0258,23.0184,23.3177,213955.0
2019-05-14,23.4188,23.8319,23.1912,23.6464,242513.0
2019-05-15,23.3598,24.0848,23.1828,23.9499,150835.0
2019-05-16,24.0595,24.4726,23.9583,24.0258,151243.0
2019-05-17,23.7307,24.3124,23.6549,23.933,192037.0
2019-05-18,23.7307,24.3124,23.6549,23.933,192037.0
2019-05-19,23.7307,24.3124,23.6549,23.933,192037.0
2019-05-20,23.6211,23.9583,23.3514,23.5958,135745.0
2019-05-21,23.7392,24.0587,23.6634,23.9499,91886.0
2019-05-22,23.7729,23.8656,22.8034,22.8371,171939.0
2019-05-23,22.4915,22.6517,21.8002,22.0447,259119.0
2019-05-24,22.2534,22.3557,21.8615,22.1512,108971.0
2019-05-25,22.2534,22.3557,21.8615,22.1512,108971.0
2019-05-26,22.2534,22.3557,21.8615,22.1512,108971.0
2019-05-27,22.2534,22.3557,21.8615,22.1512,108971.0
2019-05-28,22.1768,22.3173,21.4696,21.5974,242043.0
2019-05-29,21.5122,21.853,21.197,21.6826,140957.0
2019-05-30,21.7678,22.1853,21.5037,21.6571,251596.0
2019-05-31,21.2822,21.3759,20.6177,20.7114,224131.0
2019-06-01,21.2822,21.3759,20.6177,20.7114,224131.0
2019-06-02,21.2822,21.3759,20.6177,20.7114,224131.0
2019-06-03,20.5325,21.0598,20.4643,20.6091,617448.0
2019-06-04,20.9584,22.1171,20.9414,21.9893,220626.0
2019-06-05,21.9893,22.2705,21.5633,22.1768,225806.0
2019-06-06,22.1256,22.3046,21.5378,22.2449,181074.0
2019-06-07,22.4153,22.8498,22.2364,22.5772,175976.0
2019-06-08,22.4153,22.8498,22.2364,22.5772,175976.0
2019-06-09,22.4153,22.8498,22.2364,22.5772,175976.0
2019-06-10,22.8839,23.2502,22.5772,22.9094,156989.0
2019-06-11,23.2417,23.4462,22.6794,22.8839,204371.0
2019-06-12,22.8413,23.1906,22.4153,22.8072,262065.0
2019-06-13,22.918,23.6166,22.7646,23.591,287599.0
2019-06-14,23.5229,23.5484,22.9861,23.2417,139505.0
2019-06-15,23.5229,23.5484,22.9861,23.2417,139505.0
2019-06-16,23.5229,23.5484,22.9861,23.2417,139505.0
2019-06-17,23.2928,23.4888,22.8157,23.2076,153660.0
2019-06-18,23.3951,24.1789,23.2417,23.804,210073.0
2019-06-19,23.9574,24.0681,23.5212,23.8466,167544.0
2019-06-20,24.2811,24.46,24.0,24.1959,286837.0
2019-06-21,24.1618,24.4089,23.8219,24.0766,179949.0
2019-06-22,24.1618,24.4089,23.8219,24.0766,179949.0
2019-06-23,24.1618,24.4089,23.8219,24.0766,179949.0
2019-06-24,24.0937,24.2726,23.4462,23.5399,335322.0
2019-06-25,23.6421,23.6847,23.1906,23.3951,171442.0
2019-06-26,23.5314,24.1448,23.1991,24.0085,193457.0
2019-06-27,24.1192,24.9542,24.1192,24.9371,152279.0
2019-06-28,24.9627,25.508,24.7071,24.7838,411781.0
2019-06-29,24.9627,25.508,24.7071,24.7838,411781.0
2019-06-30,24.9627,25.508,24.7071,24.7838,411781.0
2019-07-01,25.3546,25.3546,24.3322,24.6219,244602.0
2019-07-02,24.5197,24.5197,23.7273,23.9233,110330.0
2019-07-03,24.0596,24.0596,23.574,23.6251,48566.0
2019-07-04,24.0596,24.0596,23.574,23.6251,48566.0
2019-07-05,23.4377,23.7444,22.8669,23.6847,147969.0
2019-07-06,23.4377,23.7444,22.8669,23.6847,147969.0
2019-07-07,23.4377,23.7444,22.8669,23.6847,147969.0
2019-07-08,23.4973,23.5995,22.9691,22.9946,129699.0
2019-07-09,22.8583,23.0543,22.6453,23.0458,167012.0
2019-07-10,23.2332,23.3014,22.7817,22.8072,85808.0
2019-07-11,22.8839,22.9123,22.1853,22.6198,149913.0
2019-07-12,22.6453,23.6933,22.6453,23.5825,181858.0
2019-07-13,22.6453,23.6933,22.6453,23.5825,181858.0
2019-07-14,22.6453,23.6933,22.6453,23.5825,181858.0
2019-07-15,23.6933,23.7359,23.1991,23.6677,195108.0
2019-07-16,23.7529,24.2556,23.4036,24.1618,133370.0
2019-07-17,24.017,24.0596,23.4547,23.4547,223850.0
2019-07-18,23.165,23.3269,22.6539,22.8754,204008.0
2019-07-19,22.9094,23.0713,22.5431,22.705,146088.0
2019-07-20,22.9094,23.0713,22.5431,22.705,146088.0
2019-07-21,22.9094,23.0713,22.5431,22.705,146088.0
2019-07-22,22.6624,23.1565,22.6113,23.0884,150123.0
2019-07-23,23.2673,24.1107,23.1054,24.0681,191106.0
2019-07-24,23.8551,25.1331,23.8551,25.116,250443.0
2019-07-25,24.8605,25.3376,24.3919,25.2012,295896.0
2019-07-26,25.1586,26.2832,24.96,25.6102,709334.0
2019-07-27,25.1586,26.2832,24.96,25.6102,709334.0
2019-07-28,25.1586,26.2832,24.96,25.6102,709334.0
2019-07-29,25.6698,26.9052,25.2779,26.8967,306828.0
2019-07-30,26.7348,26.9819,26.5048,26.9052,180822.0
2019-07-31,27.1182,27.3312,26.0532,26.0788,239608.0
2019-08-01,26.1469,26.1469,24.6517,24.8605,241990.0
2019-08-02,24.7156,24.8945,23.4547,23.6847,201138.0
2019-08-03,24.7156,24.8945,23.4547,23.6847,201138.0
2019-08-04,24.7156,24.8945,23.4547,23.6847,201138.0
2019-08-05,22.6965,23.0798,22.1342,22.4749,251179.0
2019-08-06,22.6368,23.0372,22.0745,22.3727,217181.0
2019-08-07,21.8956,22.1958,21.623,21.8871,293336.0
2019-08-08,22.1001,22.8669,22.1001,22.7731,230336.0
2019-08-09,22.7391,22.952,22.279,22.7135,167620.0
2019-08-10,22.7391,22.952,22.279,22.7135,167620.0
2019-08-11,22.7391,22.952,22.279,22.7135,167620.0
2019-08-12,22.5261,22.8243,21.7848,21.8615,120090.0
2019-08-13,21.6826,22.6113,21.5633,21.64,175463.0
2019-08-14,21.1629,21.6826,20.4984,20.771,220637.0
2019-08-15,20.8903,21.1374,20.1522,20.5495,182313.0
2019-08-16,20.8051,21.5889,20.7625,21.4526,283469.0
2019-08-17,20.8051,21.5889,20.7625,21.4526,283469.0
2019-08-18,20.8051,21.5889,20.7625,21.4526,283469.0
2019-08-19,21.9552,22.1938,21.7934,21.8274,239743.0
2019-08-20,21.6911,21.968,21.6485,21.6997,247286.0
2019-08-21,22.0745,22.4238,21.7653,21.9382,181440.0
2019-08-22,22.066,22.3386,21.9212,21.9638,138455.0
2019-08-23,21.9382,22.1427,20.3834,20.4728,272698.0
2019-08-24,21.9382,22.1427,20.3834,20.4728,272698.0
2019-08-25,21.9382,22.1427,20.3834,20.4728,272698.0
2019-08-26,20.7443,20.9856,20.4429,20.8391,117353.0
2019-08-27,20.9598,20.9598,19.6067,19.6325,158695.0
2019-08-28,19.6498,20.141,19.4085,19.8652,228849.0
2019-08-29,20.2789,20.8219,20.141,20.7271,473886.0
2019-08-30,20.7271,21.1924,20.3306,20.9339,300818.0
2019-08-31,20.7271,21.1924,20.3306,20.9339,300818.0
2019-09-01,20.7271,21.1924,20.3306,20.9339,300818.0
2019-09-02,20.7271,21.1924,20.3306,20.9339,300818.0
2019-09-03,20.8477,20.8908,20.1238,20.3909,281686.0
2019-09-04,20.796,21.0474,20.4944,20.8391,104674.0
2019-09-05,21.2528,22.2353,21.2528,21.5286,188514.0
2019-09-06,21.4682,21.8388,21.4208,21.6147,132198.0
2019-09-07,21.4682,21.8388,21.4208,21.6147,132198.0
2019-09-08,21.4682,21.8388,21.4208,21.6147,132198.0
2019-09-09,21.7526,22.7955,21.6935,22.692,158699.0
2019-09-10,22.7524,23.6314,22.5369,23.3643,246994.0
2019-09-11,23.528,24.0279,23.3039,23.9417,240190.0
2019-09-12,24.0106,24.2433,23.5754,23.9503,197177.0
2019-09-13,24.2692,24.6177,23.8124,23.821,181532.0
2019-09-14,24.2692,24.6177,23.8124,23.821,181532.0
2019-09-15,24.2692,24.6177,23.8124,23.821,181532.0
2019-09-16,23.6831,24.3123,23.4677,24.2692,188546.0
2019-09-17,24.1485,24.3209,23.5366,24.295,163223.0
2019-09-18,24.0279,24.4502,23.6142,24.295,198731.0
2019-09-19,24.3812,24.769,24.1313,24.2347,212294.0
2019-09-20,24.2864,24.8208,24.2175,24.6656,359702.0
2019-09-21,24.2864,24.8208,24.2175,24.6656,359702.0
2019-09-22,24.2864,24.8208,24.2175,24.6656,359702.0
2019-09-23,24.4416,24.9845,24.3817,24.6915,133823.0
2019-09-24,24.838,24.9759,24.4416,24.6742,450292.0
2019-09-25,24.6398,25.3465,24.5277,25.1138,178225.0
2019-09-26,25.0276,25.2517,24.838,24.9931,255034.0
2019-09-27,25.1827,25.2215,24.7863,24.8897,196423.0
2019-09-28,25.1827,25.2215,24.7863,24.8897,196423.0
2019-09-29,25.1827,25.2215,24.7863,24.8897,196423.0
2019-09-30,24.9414,25.2344,24.4599,24.8725,268158.0
2019-10-01,25.0965,25.4844,23.2436,23.2695,465248.0
2019-10-02,23.1574,23.3987,22.5024,23.0928,183481.0
2019-10-03,22.8903,23.054,22.2784,22.942,349169.0
2019-10-04,23.0281,23.9848,22.9592,23.9245,223034.0
2019-10-05,23.0281,23.9848,22.9592,23.9245,223034.0
2019-10-06,23.0281,23.9848,22.9592,23.9245,223034.0
2019-10-07,23.8641,24.1141,23.5367,23.6573,285126.0
2019-10-08,23.2695,23.3212,22.5886,22.7825,341475.0
2019-10-09,23.1143,24.0365,22.8299,23.8038,340640.0
2019-10-10,24.002,24.4933,23.4763,23.5797,283184.0
2019-10-11,24.0365,24.9231,24.0365,24.295,200250.0
2019-10-12,24.0365,24.9231,24.0365,24.295,200250.0
2019-10-13,24.0365,24.9231,24.0365,24.295,200250.0
2019-10-14,24.0279,24.476,23.9805,24.2606,158994.0
2019-10-15,24.2347,24.9328,24.1658,24.9113,150213.0
2019-10-16,24.7777,25.2948,24.5191,24.5536,160457.0
2019-10-17,24.657,25.7128,24.364,25.4585,181856.0
2019-10-18,25.3034,25.661,25.2517,25.3982,83817.0
2019-10-19,25.3034,25.661,25.2517,25.3982,83817.0
2019-10-20,25.3034,25.661,25.2517,25.3982,83817.0
2019-10-21,25.7084,26.1652,25.5611,25.7429,177980.0
2019-10-22,25.855,26.2945,25.4856,26.1307,160974.0
2019-10-23,26.0963,26.622,26.0015,26.1566,254649.0
2019-10-24,28.225,28.9145,26.5961,27.3373,366898.0
2019-10-25,27.5269,30.5261,27.5011,29.9831,1076021.0
2019-10-26,27.5269,30.5261,27.5011,29.9831,1076021.0
2019-10-27,27.5269,30.5261,27.5011,29.9831,1076021.0
2019-10-28,30.0866,30.4054,29.7849,30.0779,440280.0
2019-10-29,30.0779,30.6423,30.0348,30.3192,326881.0
2019-10-30,30.2934,30.2934,29.4488,29.6384,394106.0
2019-10-31,29.5005,29.8194,28.71,29.2506,400826.0
2019-11-01,29.4402,30.6037,29.3885,30.5606,512050.0
2019-11-02,29.4402,30.6037,29.3885,30.5606,512050.0
2019-11-03,29.4402,30.6037,29.3885,30.5606,512050.0
2019-11-04,30.8881,31.7671,30.371,31.6809,317123.0
2019-11-05,31.724,32.6203,31.2069,31.2845,286122.0
2019-11-06,31.3965,31.5689,30.9915,31.2414,187255.0
2019-11-07,31.8102,32.3963,31.5376,32.1377,378976.0
2019-11-08,32.1377,32.3876,31.543,31.7671,191048.0
2019-11-09,32.1377,32.3876,31.543,31.7671,191048.0
2019-11-10,32.1377,32.3876,31.543,31.7671,191048.0
2019-11-11,31.9223,32.0389,31.4913,31.6723,139866.0
2019-11-12,31.8016,31.9697,30.8277,31.1552,275904.0
2019-11-13,30.8967,31.4138,30.3365,31.3448,233414.0
2019-11-14,30.1555,30.9225,30.0435,30.5261,342178.0
2019-11-15,30.8536,31.0259,30.2158,30.2244,179482.0
2019-11-16,30.8536,31.0259,30.2158,30.2244,179482.0
2019-11-17,30.8536,31.0259,30.2158,30.2244,179482.0
2019-11-18,30.1383,30.2675,29.7822,29.9831,193157.0
2019-11-19,30.1296,30.3192,29.535,29.5522,141650.0
2019-11-20,29.2506,29.5177,28.6818,28.8628,245626.0
2019-11-21,29.1041,29.2504,28.5783,28.7766,178335.0
2019-11-22,29.1024,29.3284,28.8891,29.0155,166566.0
2019-11-23,29.1024,29.3284,28.8891,29.0155,166566.0
2019-11-24,29.1024,29.3284,28.8891,29.0155,166566.0
2019-11-25,29.1633,29.7542,28.9544,29.3979,262016.0
2019-11-26,29.4761,29.6499,29.1575,29.4848,224843.0
2019-11-27,29.5456,29.6151,29.0937,29.3805,109273.0
2019-11-28,29.5456,29.6151,29.0937,29.3805,109273.0
2019-11-29,29.1893,29.3284,28.5645,28.6766,140339.0
2019-11-30,29.1893,29.3284,28.5645,28.6766,140339.0
2019-12-01,29.1893,29.3284,28.5645,28.6766,140339.0
2019-12-02,28.9373,28.9895,27.6425,27.7729,217347.0
2019-12-03,27.321,27.6252,26.8952,27.5383,158727.0
2019-12-04,27.8859,28.1639,27.5122,27.6338,119324.0
2019-12-05,27.7121,27.8772,27.5035,27.7468,122597.0
2019-12-06,28.1552,28.9286,28.1552,28.6158,269941.0
2019-12-07,28.1552,28.9286,28.1552,28.6158,269941.0
2019-12-08,28.1552,28.9286,28.1552,28.6158,269941.0
2019-12-09,28.4768,28.8939,27.8772,27.8945,173406.0
2019-12-10,27.8163,27.9554,27.3818,27.5209,145047.0
2019-12-11,27.6686,28.3551,27.384,28.3377,116383.0
2019-12-12,28.3725,29.1546,27.9554,29.1155,216685.0
2019-12-13,29.1459,29.6499,28.4072,28.4855,248556.0
2019-12-14,29.1459,29.6499,28.4072,28.4855,248556.0
2019-12-15,29.1459,29.6499,28.4072,28.4855,248556.0
2019-12-16,28.8157,29.3458,28.7027,28.807,137261.0
2019-12-17,28.807,28.9286,28.0162,28.19,187847.0
2019-12-18,28.3377,28.7983,28.1292,28.694,154801.0
2019-12-19,28.7027,28.9634,28.4594,28.7809,133956.0
2019-12-20,28.92,29.4327,28.6766,29.198,487474.0
2019-12-21,28.92,29.4327,28.6766,29.198,487474.0
2019-12-22,28.92,29.4327,28.6766,29.198,487474.0
2019-12-23,29.4848,29.5022,28.7722,28.8417,155295.0
2019-12-24,28.9982,29.0677,28.5463,29.059,85366.0
2019-12-25,28.9982,29.0677,28.5463,29.059,85366.0
2019-12-26,29.0242,29.2328,28.6332,28.7462,196812.0
2019-12-27,28.9982,29.2241,28.6731,29.1285,132827.0
2019-12-28,28.9982,29.2241,28.6731,29.1285,132827.0
2019-12-29,28.9982,29.2241,28.6731,29.1285,132827.0
2019-12-30,29.2154,29.2762,28.6593,28.7375,171876.0
2019-12-31,28.6506,29.172,28.6419,29.0503,161124.0
2020-01-01,28.6506,29.172,28.6419,29.0503,161124.0
2020-01-02,29.2762,29.3631,28.303,28.7027,124449.0
2020-01-03,28.303,28.5127,27.8424,28.1205,155856.0
2020-01-04,28.303,28.5127,27.8424,28.1205,155856.0
2020-01-05,28.303,28.5127,27.8424,28.1205,155856.0
2020-01-06,27.9119,28.3638,27.5469,28.2812,137676.0
2020-01-07,28.19,28.3073,27.7294,28.1118,177486.0
2020-01-08,28.1292,28.1987,27.2254,27.46,257134.0
2020-01-09,27.6599,27.7034,27.0172,27.2949,188320.0
2020-01-10,27.3123,27.38,26.8083,26.8778,179859.0
2020-01-11,27.3123,27.38,26.8083,26.8778,179859.0
2020-01-12,27.3123,27.38,26.8083,26.8778,179859.0
2020-01-13,26.9734,27.0429,26.2348,26.4868,297150.0
2020-01-14,26.5476,26.8083,26.3477,26.7388,180758.0
2020-01-15,26.5476,26.8257,26.3477,26.6866,127569.0
2020-01-16,26.956,27.3471,26.956,27.2949,132578.0
2020-01-17,27.4166,27.6342,26.9821,27.182,157624.0
2020-01-18,27.4166,27.6342,26.9821,27.182,157624.0
2020-01-19,27.4166,27.6342,26.9821,27.182,157624.0
2020-01-20,27.4166,27.6342,26.9821,27.182,157624.0
2020-01-21,26.9039,26.9039,25.8437,25.8437,161510.0
2020-01-22,26.0088,26.061,25.2102,25.2702,179871.0
2020-01-23,25.1138,25.4744,24.3838,25.2354,233124.0
2020-01-24,25.3136,25.5222,24.6445,25.0182,180536.0
2020-01-25,25.3136,25.5222,24.6445,25.0182,180536.0
2020-01-26,25.3136,25.5222,24.6445,25.0182,180536.0
2020-01-27,24.3404,24.7314,24.1405,24.4794,264076.0
2020-01-28,24.6793,25.2615,24.4881,25.0356,218622.0
2020-01-29,25.192,25.2094,24.6445,24.714,153027.0
2020-01-30,24.436,24.827,23.8624,24.4533,155300.0
2020-01-31,24.2274,24.2535,23.3237,23.5583,375256.0
2020-02-01,24.2274,24.2535,23.3237,23.5583,375256.0
2020-02-02,24.2274,24.2535,23.3237,23.5583,375256.0
2020-02-03,23.7408,24.2013,23.4193,23.8624,189426.0
2020-02-04,24.2622,25.0964,24.2622,24.8096,392910.0
2020-02-05,25.2702,25.8003,25.2057,25.5135,214703.0
2020-02-06,25.5657,25.7221,24.9269,25.2615,192255.0
2020-02-07,25.1398,25.1398,24.5663,24.7749,276404.0
2020-02-08,25.1398,25.1398,24.5663,24.7749,276404.0
2020-02-09,25.1398,25.1398,24.5663,24.7749,276404.0
2020-02-10,24.6098,24.8357,24.3969,24.8009,196571.0
2020-02-11,24.9921,25.6352,24.9921,25.4701,184469.0
2020-02-12,25.6786,26.1845,25.6569,25.8785,194965.0
2020-02-13,25.696,25.8785,25.4266,25.8524,183009.0
2020-02-14,25.8698,25.9741,25.3832,25.7221,169207.0
2020-02-15,25.8698,25.9741,25.3832,25.7221,169207.0
2020-02-16,25.8698,25.9741,25.3832,25.7221,169207.0
2020-02-17,25.8698,25.9741,25.3832,25.7221,169207.0
2020-02-18,25.6178,25.6439,25.1572,25.4005,114595.0
2020-02-19,25.557,26.0517,25.2702,25.8263,296406.0
2020-02-20,26.7388,27.7709,22.7936,22.9761,605618.0
2020-02-21,23.1325,23.6191,22.3852,23.341,488237.0
2020-02-22,23.1325,23.6191,22.3852,23.341,488237.0
2020-02-23,23.1325,23.6191,22.3852,23.341,488237.0
2020-02-24,22.4547,22.6719,21.829,22.3678,453466.0
2020-02-25,22.4807,22.4807,21.0426,21.0817,369980.0
2020-02-26,21.2381,21.464,20.4212,20.4299,431155.0
2020-02-27,19.9683,21.3312,19.5463,20.6366,321992.0
2020-02-28,19.7837,20.9267,19.7837,20.8915,475983.0
2020-02-29,19.7837,20.9267,19.7837,20.8915,475983.0
2020-03-01,19.7837,20.9267,19.7837,20.8915,475983.0
2020-03-02,20.9795,21.0076,19.8716,20.3552,423540.0
2020-03-03,20.3552,20.9971,19.2639,19.6518,381565.0
2020-03-04,19.9595,20.2936,19.0714,19.6957,216307.0
2020-03-05,19.1682,19.2737,18.7022,18.878,333179.0
2020-03-06,18.4032,18.7857,17.4712,17.9548,320798.0
2020-03-07,18.4032,18.7857,17.4712,17.9548,320798.0
2020-03-08,18.4032,18.7857,17.4712,17.9548,320798.0
2020-03-09,16.7414,16.9744,15.4928,15.6599,353338.0
2020-03-10,16.3985,16.9436,15.018,15.8445,462820.0
2020-03-11,15.273,15.8181,14.5872,15.0004,291035.0
2020-03-12,13.9805,14.1651,13.0573,13.1539,456709.0
2020-03-13,14.0332,14.5522,12.1604,12.8726,544599.0
