,ORLY US Equity,ORLY US Equity,ORLY US Equity,ORLY US Equity,ORLY US Equity
2023-01-27,797.26,800.56,767.27,771.17,905476.0
2023-01-28,797.26,800.56,767.27,771.17,905476.0
2023-01-29,797.26,800.56,767.27,771.17,905476.0
2023-01-30,777.0,797.4,776.945,789.63,473542.0
2023-01-31,796.65,802.375,785.24,792.35,413514.0
2023-02-01,788.56,814.76,784.72,807.93,515213.0
2023-02-02,810.27,813.235,800.26,805.66,458263.0
2023-02-03,804.72,811.66,792.14,794.84,388229.0
2023-02-04,804.72,811.66,792.14,794.84,388229.0
2023-02-05,804.72,811.66,792.14,794.84,388229.0
2023-02-06,795.28,810.11,794.2,809.45,532587.0
2023-02-07,805.01,805.325,788.185,801.02,687359.0
2023-02-08,792.59,796.79,776.43,787.36,909050.0
2023-02-09,806.2,822.5,782.5,817.0,990886.0
2023-02-10,820.41,843.37,820.41,825.32,674477.0
2023-02-11,820.41,843.37,820.41,825.32,674477.0
2023-02-12,820.41,843.37,820.41,825.32,674477.0
2023-02-13,825.32,849.88,820.09,849.49,708335.0
2023-02-14,850.06,865.02,845.0,861.0,958148.0
2023-02-15,857.98,864.25,857.66,861.23,557407.0
2023-02-16,852.22,865.8,852.12,862.0,622674.0
2023-02-17,865.34,873.94,861.3,873.01,585548.0
2023-02-18,865.34,873.94,861.3,873.01,585548.0
2023-02-19,865.34,873.94,861.3,873.01,585548.0
2023-02-20,865.34,873.94,861.3,873.01,585548.0
2023-02-21,865.3,868.75,859.36,860.13,500062.0
2023-02-22,859.08,860.2,839.765,842.51,501569.0
2023-02-23,847.75,847.75,831.69,841.16,363691.0
2023-02-24,832.42,838.335,830.48,831.82,324533.0
2023-02-25,832.42,838.335,830.48,831.82,324533.0
2023-02-26,832.42,838.335,830.48,831.82,324533.0
2023-02-27,837.68,846.43,833.84,845.96,422957.0
2023-02-28,845.13,847.385,828.4,830.1,567636.0
2023-03-01,822.69,828.405,812.3,824.22,444363.0
2023-03-02,825.03,843.77,821.965,840.89,505603.0
2023-03-03,839.64,840.88,829.27,838.03,411356.0
2023-03-04,839.64,840.88,829.27,838.03,411356.0
2023-03-05,839.64,840.88,829.27,838.03,411356.0
2023-03-06,840.0,847.54,837.63,839.44,444627.0
2023-03-07,840.62,844.6,825.23,828.72,345715.0
2023-03-08,828.75,833.0,823.85,830.56,286885.0
2023-03-09,833.17,838.11,819.77,822.31,379836.0
2023-03-10,822.31,833.015,819.21,819.92,433224.0
2023-03-11,822.31,833.015,819.21,819.92,433224.0
2023-03-12,822.31,833.015,819.21,819.92,433224.0
2023-03-13,814.87,835.0,814.87,818.23,422436.0
2023-03-14,818.22,827.4,813.365,821.23,420223.0
2023-03-15,815.8,820.97,809.62,818.26,367188.0
2023-03-16,813.02,822.775,811.97,819.52,429339.0
2023-03-17,816.53,817.27,795.79,797.87,665767.0
2023-03-18,816.53,817.27,795.79,797.87,665767.0
2023-03-19,816.53,817.27,795.79,797.87,665767.0
2023-03-20,798.07,819.0,798.07,816.06,443051.0
2023-03-21,821.74,823.42,814.535,819.63,363134.0
2023-03-22,819.12,825.32,808.46,808.97,343798.0
2023-03-23,807.7,810.17,795.745,801.38,356727.0
2023-03-24,803.69,813.805,800.4,810.76,314278.0
2023-03-25,803.69,813.805,800.4,810.76,314278.0
2023-03-26,803.69,813.805,800.4,810.76,314278.0
2023-03-27,811.32,821.72,811.183,819.04,378846.0
2023-03-28,819.7,832.183,819.7,828.85,307922.0
2023-03-29,829.7,832.09,821.615,832.08,332060.0
2023-03-30,833.89,842.76,833.32,841.5,292138.0
2023-03-31,843.1,850.0,842.88,848.98,404367.0
2023-04-01,843.1,850.0,842.88,848.98,404367.0
2023-04-02,843.1,850.0,842.88,848.98,404367.0
2023-04-03,851.67,869.645,851.22,867.95,352521.0
2023-04-04,866.46,867.46,855.405,864.44,364716.0
2023-04-05,864.18,868.205,855.24,858.35,360482.0
2023-04-06,856.02,864.31,855.88,861.13,251066.0
2023-04-07,856.02,864.31,855.88,861.13,251066.0
2023-04-08,856.02,864.31,855.88,861.13,251066.0
2023-04-09,856.02,864.31,855.88,861.13,251066.0
2023-04-10,860.03,870.682,859.79,869.75,332995.0
2023-04-11,875.25,878.235,869.87,871.04,320727.0
2023-04-12,874.32,882.13,872.01,877.35,291050.0
2023-04-13,880.36,889.99,874.64,887.95,306641.0
2023-04-14,885.27,896.168,885.27,892.27,237552.0
2023-04-15,885.27,896.168,885.27,892.27,237552.0
2023-04-16,885.27,896.168,885.27,892.27,237552.0
2023-04-17,898.21,904.55,892.54,897.28,337152.0
2023-04-18,899.76,910.565,894.52,909.92,301118.0
2023-04-19,903.33,908.54,897.65,899.14,343815.0
2023-04-20,898.55,909.125,897.59,905.36,430501.0
2023-04-21,907.4,912.0,902.82,903.81,273934.0
2023-04-22,907.4,912.0,902.82,903.81,273934.0
2023-04-23,907.4,912.0,902.82,903.81,273934.0
2023-04-24,903.81,907.33,898.28,907.0,318065.0
2023-04-25,904.47,906.94,896.78,897.76,312495.0
2023-04-26,888.09,901.19,885.32,894.2,524332.0
2023-04-27,883.96,918.64,883.24,915.67,567754.0
2023-04-28,916.37,922.8,909.32,917.31,355724.0
2023-04-29,916.37,922.8,909.32,917.31,355724.0
2023-04-30,916.37,922.8,909.32,917.31,355724.0
2023-05-01,917.75,929.77,914.845,929.6,387945.0
2023-05-02,928.98,937.24,919.3,936.52,570527.0
2023-05-03,936.52,941.87,928.4,931.67,527226.0
2023-05-04,935.88,939.575,927.11,933.62,297792.0
2023-05-05,931.4,942.76,931.4,940.78,269954.0
2023-05-06,931.4,942.76,931.4,940.78,269954.0
2023-05-07,931.4,942.76,931.4,940.78,269954.0
2023-05-08,939.79,947.15,934.71,946.64,355203.0
2023-05-09,947.34,954.44,946.48,953.46,343358.0
2023-05-10,953.33,961.12,944.175,954.77,350881.0
2023-05-11,955.1,958.64,950.08,958.26,266559.0
2023-05-12,958.9,964.58,952.47,962.1,343047.0
2023-05-13,958.9,964.58,952.47,962.1,343047.0
2023-05-14,958.9,964.58,952.47,962.1,343047.0
2023-05-15,958.86,962.1,939.26,945.28,527101.0
2023-05-16,939.2,946.86,936.077,937.55,371041.0
2023-05-17,935.71,943.94,932.49,939.43,446894.0
2023-05-18,933.65,942.585,930.07,941.8,347552.0
2023-05-19,942.49,954.84,939.1,954.3,492331.0
2023-05-20,942.49,954.84,939.1,954.3,492331.0
2023-05-21,942.49,954.84,939.1,954.3,492331.0
2023-05-22,958.7,960.0,925.87,928.14,460861.0
2023-05-23,918.88,928.1,905.46,911.99,775288.0
2023-05-24,918.64,933.42,916.06,928.94,498887.0
2023-05-25,920.99,939.54,916.77,935.02,466026.0
2023-05-26,933.46,935.295,921.77,923.0,427527.0
2023-05-27,933.46,935.295,921.77,923.0,427527.0
2023-05-28,933.46,935.295,921.77,923.0,427527.0
2023-05-29,933.46,935.295,921.77,923.0,427527.0
2023-05-30,919.87,928.58,915.24,928.08,396237.0
2023-05-31,886.17,908.175,873.78,903.31,1186720.0
2023-06-01,903.31,909.5,892.4,895.28,502589.0
2023-06-02,896.0,903.134,891.38,895.34,542430.0
2023-06-03,896.0,903.134,891.38,895.34,542430.0
2023-06-04,896.0,903.134,891.38,895.34,542430.0
2023-06-05,896.69,905.07,896.16,902.11,431616.0
2023-06-06,902.29,902.29,875.06,885.93,599622.0
2023-06-07,884.0,899.84,880.06,883.11,545503.0
2023-06-08,882.64,907.45,880.015,906.68,405804.0
2023-06-09,904.71,914.695,898.8,906.99,393393.0
2023-06-10,904.71,914.695,898.8,906.99,393393.0
2023-06-11,904.71,914.695,898.8,906.99,393393.0
2023-06-12,905.0,913.73,902.62,911.78,371361.0
2023-06-13,914.23,917.932,908.66,916.27,405127.0
2023-06-14,916.19,918.5,901.81,909.64,752172.0
2023-06-15,916.52,930.2,909.626,927.49,434015.0
2023-06-16,940.39,940.39,916.89,919.02,885560.0
2023-06-17,940.39,940.39,916.89,919.02,885560.0
2023-06-18,940.39,940.39,916.89,919.02,885560.0
2023-06-19,940.39,940.39,916.89,919.02,885560.0
2023-06-20,923.83,930.32,915.86,917.49,338165.0
2023-06-21,920.17,946.05,917.91,937.93,506629.0
2023-06-22,938.0,939.78,927.35,932.55,318539.0
2023-06-23,932.63,933.07,920.57,924.76,1715983.0
2023-06-24,932.63,933.07,920.57,924.76,1715983.0
2023-06-25,932.63,933.07,920.57,924.76,1715983.0
2023-06-26,928.1,940.47,926.41,931.65,343994.0
2023-06-27,937.0,940.715,932.44,935.39,264245.0
2023-06-28,932.63,945.19,925.185,937.03,301759.0
2023-06-29,937.68,941.39,931.38,937.42,220130.0
2023-06-30,947.0,959.8,942.47,955.3,386460.0
2023-07-01,947.0,959.8,942.47,955.3,386460.0
2023-07-02,947.0,959.8,942.47,955.3,386460.0
2023-07-03,954.46,954.46,939.91,947.08,184799.0
2023-07-04,954.46,954.46,939.91,947.08,184799.0
2023-07-05,947.83,949.96,938.37,947.84,305671.0
2023-07-06,940.9,954.23,940.9,944.33,373333.0
2023-07-07,940.17,941.37,930.21,934.47,474464.0
2023-07-08,940.17,941.37,930.21,934.47,474464.0
2023-07-09,940.17,941.37,930.21,934.47,474464.0
2023-07-10,936.93,966.64,936.93,961.09,402206.0
2023-07-11,967.33,972.59,960.96,967.56,283014.0
2023-07-12,970.75,975.72,966.81,969.23,289293.0
2023-07-13,968.99,969.86,954.02,956.06,330911.0
2023-07-14,952.92,962.965,951.05,961.41,288677.0
2023-07-15,952.92,962.965,951.05,961.41,288677.0
2023-07-16,952.92,962.965,951.05,961.41,288677.0
2023-07-17,960.94,974.49,959.36,968.96,248095.0
2023-07-18,970.0,971.355,953.59,962.41,306837.0
2023-07-19,958.72,971.235,958.72,963.45,329573.0
2023-07-20,967.74,967.74,951.115,952.23,354584.0
2023-07-21,955.99,965.635,953.19,956.23,1044022.0
2023-07-22,955.99,965.635,953.19,956.23,1044022.0
2023-07-23,955.99,965.635,953.19,956.23,1044022.0
2023-07-24,954.61,960.44,950.72,957.98,306253.0
2023-07-25,948.04,964.6,945.2,964.31,353137.0
2023-07-26,963.09,970.99,952.34,965.62,402048.0
2023-07-27,949.51,957.61,914.395,919.61,849842.0
2023-07-28,922.17,935.32,919.51,928.79,423735.0
2023-07-29,922.17,935.32,919.51,928.79,423735.0
2023-07-30,922.17,935.32,919.51,928.79,423735.0
2023-07-31,927.6,932.82,919.92,925.79,361756.0
2023-08-01,926.44,937.92,925.95,931.05,374133.0
2023-08-02,931.29,934.0,917.93,918.46,565139.0
2023-08-03,923.67,933.98,921.15,930.78,384003.0
2023-08-04,931.64,936.16,924.48,925.93,275592.0
2023-08-05,931.64,936.16,924.48,925.93,275592.0
2023-08-06,931.64,936.16,924.48,925.93,275592.0
2023-08-07,931.8,937.47,927.485,931.76,294906.0
2023-08-08,932.01,937.43,925.13,929.2,330645.0
2023-08-09,928.43,935.47,925.52,929.74,284057.0
2023-08-10,934.8,941.76,930.8,936.64,381044.0
2023-08-11,939.67,945.63,937.29,943.56,257953.0
2023-08-12,939.67,945.63,937.29,943.56,257953.0
2023-08-13,939.67,945.63,937.29,943.56,257953.0
2023-08-14,947.48,953.724,940.539,945.15,312625.0
2023-08-15,945.21,954.52,945.21,951.36,255911.0
2023-08-16,954.91,960.46,949.91,951.06,296530.0
2023-08-17,952.57,955.415,930.9,931.67,340464.0
2023-08-18,931.67,946.22,931.67,938.0,551583.0
2023-08-19,931.67,946.22,931.67,938.0,551583.0
2023-08-20,931.67,946.22,931.67,938.0,551583.0
2023-08-21,937.8,947.05,931.67,945.49,357536.0
2023-08-22,941.56,947.65,927.43,934.03,282182.0
2023-08-23,935.0,950.24,934.548,947.17,294784.0
2023-08-24,946.76,952.65,934.95,935.14,251830.0
2023-08-25,937.56,942.95,923.865,931.04,333693.0
2023-08-26,937.56,942.95,923.865,931.04,333693.0
2023-08-27,937.56,942.95,923.865,931.04,333693.0
2023-08-28,931.66,939.01,928.27,934.43,220345.0
2023-08-29,937.08,948.18,931.94,946.62,256745.0
2023-08-30,944.28,958.26,943.055,952.15,399509.0
2023-08-31,949.89,952.735,937.56,939.7,444001.0
2023-09-01,945.57,948.9,938.59,947.45,316537.0
2023-09-02,945.57,948.9,938.59,947.45,316537.0
2023-09-03,945.57,948.9,938.59,947.45,316537.0
2023-09-04,945.57,948.9,938.59,947.45,316537.0
2023-09-05,943.82,951.4,937.79,945.53,346261.0
2023-09-06,944.88,953.61,938.67,944.79,356666.0
2023-09-07,949.55,953.535,940.03,945.81,333647.0
2023-09-08,948.0,959.235,945.0,958.36,479544.0
2023-09-09,948.0,959.235,945.0,958.36,479544.0
2023-09-10,948.0,959.235,945.0,958.36,479544.0
2023-09-11,959.39,963.72,940.68,942.5,320814.0
2023-09-12,942.45,946.63,919.92,924.27,483742.0
2023-09-13,922.37,932.28,922.37,926.85,316977.0
2023-09-14,928.52,941.69,926.11,940.68,286131.0
2023-09-15,941.34,941.34,928.65,930.21,573076.0
2023-09-16,941.34,941.34,928.65,930.21,573076.0
2023-09-17,941.34,941.34,928.65,930.21,573076.0
2023-09-18,934.91,940.98,927.505,929.35,335703.0
2023-09-19,925.26,936.1,915.215,929.18,329818.0
2023-09-20,928.98,954.06,928.98,945.83,377524.0
2023-09-21,948.07,948.71,926.24,926.47,414136.0
2023-09-22,921.16,941.35,921.16,936.02,399800.0
2023-09-23,921.16,941.35,921.16,936.02,399800.0
2023-09-24,921.16,941.35,921.16,936.02,399800.0
2023-09-25,932.88,938.99,929.04,933.64,274122.0
2023-09-26,932.86,933.25,912.38,914.56,403903.0
2023-09-27,916.63,920.775,909.46,914.17,421607.0
2023-09-28,915.85,921.4,912.125,917.41,350680.0
2023-09-29,923.15,925.94,905.22,908.86,434922.0
2023-09-30,923.15,925.94,905.22,908.86,434922.0
2023-10-01,923.15,925.94,905.22,908.86,434922.0
2023-10-02,908.86,914.92,897.035,898.62,430636.0
2023-10-03,897.29,905.02,885.52,889.6,347624.0
2023-10-04,893.81,899.16,890.13,897.2,291958.0
2023-10-05,905.99,911.365,894.25,900.8,326643.0
2023-10-06,888.29,906.4,882.14,902.15,363224.0
2023-10-07,888.29,906.4,882.14,902.15,363224.0
2023-10-08,888.29,906.4,882.14,902.15,363224.0
2023-10-09,902.43,916.79,895.565,914.67,349828.0
2023-10-10,919.0,922.825,913.38,918.13,360644.0
2023-10-11,919.24,919.48,911.38,916.41,367527.0
2023-10-12,918.97,922.265,913.35,919.44,359284.0
2023-10-13,921.37,927.92,916.95,926.46,345262.0
2023-10-14,921.37,927.92,916.95,926.46,345262.0
2023-10-15,921.37,927.92,916.95,926.46,345262.0
2023-10-16,931.91,949.745,928.96,945.3,365204.0
2023-10-17,949.51,949.8,943.486,946.06,265658.0
2023-10-18,947.36,947.36,929.36,930.5,418847.0
2023-10-19,922.0,922.0,893.103,898.39,600122.0
2023-10-20,900.29,914.36,897.93,907.06,450471.0
2023-10-21,900.29,914.36,897.93,907.06,450471.0
2023-10-22,900.29,914.36,897.93,907.06,450471.0
2023-10-23,911.52,911.52,877.22,878.67,571511.0
2023-10-24,879.62,887.645,870.27,872.0,379811.0
2023-10-25,867.38,877.02,860.1,874.92,507808.0
2023-10-26,904.0,932.115,895.882,921.64,949932.0
2023-10-27,927.46,930.93,915.927,924.56,711286.0
2023-10-28,927.46,930.93,915.927,924.56,711286.0
2023-10-29,927.46,930.93,915.927,924.56,711286.0
2023-10-30,924.9,937.28,917.963,930.14,551219.0
2023-10-31,932.59,933.635,924.965,930.44,456684.0
2023-11-01,934.92,946.63,925.5,945.66,536105.0
2023-11-02,937.29,957.88,937.29,948.09,492150.0
2023-11-03,950.0,959.35,950.0,952.84,309536.0
2023-11-04,950.0,959.35,950.0,952.84,309536.0
2023-11-05,950.0,959.35,950.0,952.84,309536.0
2023-11-06,956.19,960.08,951.9,956.1,255720.0
2023-11-07,958.82,975.82,952.89,974.61,429434.0
2023-11-08,975.0,980.645,968.87,973.7,251240.0
2023-11-09,971.49,982.745,969.19,978.14,370668.0
2023-11-10,980.66,989.69,977.67,986.22,323604.0
2023-11-11,980.66,989.69,977.67,986.22,323604.0
2023-11-12,980.66,989.69,977.67,986.22,323604.0
2023-11-13,986.29,999.14,985.533,995.92,321186.0
2023-11-14,1001.0,1005.96,980.18,982.96,506687.0
2023-11-15,981.4,983.59,970.22,973.335,661876.0
2023-11-16,976.9,980.22,969.2,971.99,588408.0
2023-11-17,981.51,981.51,965.73,968.55,418111.0
2023-11-18,981.51,981.51,965.73,968.55,418111.0
2023-11-19,981.51,981.51,965.73,968.55,418111.0
2023-11-20,970.0,982.73,965.49,978.61,339178.0
2023-11-21,979.91,988.065,977.29,983.59,284229.0
2023-11-22,984.56,995.07,982.345,991.46,254349.0
2023-11-23,984.56,995.07,982.345,991.46,254349.0
2023-11-24,992.6,992.6,984.76,987.16,97609.0
2023-11-25,992.6,992.6,984.76,987.16,97609.0
2023-11-26,992.6,992.6,984.76,987.16,97609.0
2023-11-27,984.65,990.07,982.15,983.13,283197.0
2023-11-28,987.08,988.935,972.02,977.43,272106.0
2023-11-29,975.7,977.75,969.78,973.94,275763.0
2023-11-30,975.12,982.81,971.1,982.38,509798.0
2023-12-01,984.5,988.81,978.28,980.52,321681.0
2023-12-02,984.5,988.81,978.28,980.52,321681.0
2023-12-03,984.5,988.81,978.28,980.52,321681.0
2023-12-04,978.48,988.161,970.55,983.22,470040.0
2023-12-05,982.08,982.22,970.595,977.97,322881.0
2023-12-06,982.35,986.79,979.01,985.2,373406.0
2023-12-07,988.0,988.0,953.14,953.71,591182.0
2023-12-08,952.99,957.98,941.93,945.88,422768.0
2023-12-09,952.99,957.98,941.93,945.88,422768.0
2023-12-10,952.99,957.98,941.93,945.88,422768.0
2023-12-11,955.03,969.615,953.3,965.52,355772.0
2023-12-12,971.82,973.215,967.08,972.79,281752.0
2023-12-13,976.55,988.0,974.02,983.41,367493.0
2023-12-14,983.72,983.72,945.53,951.12,612699.0
2023-12-15,948.7,952.39,936.06,951.57,940969.0
2023-12-16,948.7,952.39,936.06,951.57,940969.0
2023-12-17,948.7,952.39,936.06,951.57,940969.0
2023-12-18,952.98,964.26,952.98,960.13,406689.0
2023-12-19,963.78,966.66,958.69,964.26,292748.0
2023-12-20,963.0,969.09,950.0,950.25,299567.0
2023-12-21,953.82,962.14,952.845,957.55,243310.0
2023-12-22,957.55,962.562,951.32,952.06,335172.0
2023-12-23,957.55,962.562,951.32,952.06,335172.0
2023-12-24,957.55,962.562,951.32,952.06,335172.0
2023-12-25,957.55,962.562,951.32,952.06,335172.0
2023-12-26,950.68,952.89,940.42,942.06,258434.0
2023-12-27,940.0,943.84,936.09,942.55,203657.0
2023-12-28,945.69,945.835,939.36,941.21,232882.0
2023-12-29,944.49,950.83,941.3,950.08,350012.0
2023-12-30,944.49,950.83,941.3,950.08,350012.0
2023-12-31,944.49,950.83,941.3,950.08,350012.0
2024-01-01,944.49,950.83,941.3,950.08,350012.0
2024-01-02,948.89,965.68,943.33,944.98,396009.0
2024-01-03,952.1,958.54,941.38,943.71,465712.0
2024-01-04,945.5,951.265,935.08,935.8,372992.0
2024-01-05,935.0,937.8,924.4,925.4,468028.0
2024-01-06,935.0,937.8,924.4,925.4,468028.0
2024-01-07,935.0,937.8,924.4,925.4,468028.0
2024-01-08,926.59,933.62,914.5,927.94,611745.0
2024-01-09,924.38,929.14,921.25,927.9,380015.0
2024-01-10,927.46,937.812,927.46,936.55,404174.0
2024-01-11,937.61,947.17,935.75,944.61,330930.0
2024-01-12,948.38,957.9,941.06,953.06,334313.0
2024-01-13,948.38,957.9,941.06,953.06,334313.0
2024-01-14,948.38,957.9,941.06,953.06,334313.0
2024-01-15,948.38,957.9,941.06,953.06,334313.0
2024-01-16,956.99,996.83,954.33,990.25,581518.0
2024-01-17,991.14,1004.45,983.98,992.16,511864.0
2024-01-18,987.08,1015.6,987.08,1015.53,516778.0
2024-01-19,1015.62,1037.245,1014.88,1028.1,679794.0
2024-01-20,1015.62,1037.245,1014.88,1028.1,679794.0
2024-01-21,1015.62,1037.245,1014.88,1028.1,679794.0
2024-01-22,1028.61,1039.159,1015.69,1035.94,362163.0
2024-01-23,1037.5,1039.83,1011.44,1025.32,473620.0
2024-01-24,1025.51,1025.51,1010.025,1018.45,370809.0
2024-01-25,1023.92,1024.38,1013.51,1024.04,340230.0
2024-01-26,1026.38,1028.92,1018.06,1022.51,268002.0
2024-01-27,1026.38,1028.92,1018.06,1022.51,268002.0
2024-01-28,1026.38,1028.92,1018.06,1022.51,268002.0
2024-01-29,1024.06,1032.64,1017.2,1030.01,255891.0
2024-01-30,1030.0,1047.57,1027.15,1041.12,256921.0
2024-01-31,1036.82,1045.854,1022.44,1023.05,330865.0
2024-02-01,1031.11,1042.06,1021.29,1041.75,278096.0
2024-02-02,1037.0,1054.57,1034.91,1047.31,314719.0
2024-02-03,1037.0,1054.57,1034.91,1047.31,314719.0
2024-02-04,1037.0,1054.57,1034.91,1047.31,314719.0
2024-02-05,1043.75,1057.225,1040.62,1055.62,342615.0
2024-02-06,1054.62,1056.32,1045.865,1051.86,292048.0
2024-02-07,1055.71,1074.038,1050.48,1067.02,605587.0
2024-02-08,1010.5,1069.415,1009.29,1020.83,810185.0
2024-02-09,1025.89,1041.33,1021.75,1025.82,553829.0
2024-02-10,1025.89,1041.33,1021.75,1025.82,553829.0
2024-02-11,1025.89,1041.33,1021.75,1025.82,553829.0
2024-02-12,1025.7,1027.28,1016.86,1026.39,408158.0
2024-02-13,1025.0,1041.72,1025.0,1039.26,487463.0
2024-02-14,1035.0,1050.6,1034.63,1049.3,515205.0
2024-02-15,1050.98,1057.2,1037.03,1047.9,406179.0
2024-02-16,1055.23,1060.51,1041.99,1051.05,443135.0
2024-02-17,1055.23,1060.51,1041.99,1051.05,443135.0
2024-02-18,1055.23,1060.51,1041.99,1051.05,443135.0
2024-02-19,1055.23,1060.51,1041.99,1051.05,443135.0
2024-02-20,1050.73,1056.14,1032.76,1035.63,413704.0
2024-02-21,1039.12,1047.5,1033.2,1039.77,259916.0
2024-02-22,1043.2,1058.913,1043.2,1054.81,305682.0
2024-02-23,1053.93,1066.115,1053.74,1058.02,223840.0
2024-02-24,1053.93,1066.115,1053.74,1058.02,223840.0
2024-02-25,1053.93,1066.115,1053.74,1058.02,223840.0
2024-02-26,1058.9,1068.8,1056.185,1062.07,338590.0
2024-02-27,1069.2,1083.57,1058.84,1081.75,354778.0
2024-02-28,1080.0,1093.99,1074.87,1092.96,336800.0
2024-02-29,1098.95,1098.95,1078.145,1087.42,422869.0
2024-03-01,1085.71,1091.23,1082.13,1085.45,233548.0
2024-03-02,1085.71,1091.23,1082.13,1085.45,233548.0
2024-03-03,1085.71,1091.23,1082.13,1085.45,233548.0
2024-03-04,1088.06,1090.79,1072.84,1077.98,321595.0
2024-03-05,1082.05,1084.86,1077.415,1079.67,296777.0
2024-03-06,1079.67,1089.71,1074.98,1081.65,333946.0
2024-03-07,1090.45,1096.684,1086.0,1089.43,264265.0
2024-03-08,1083.94,1095.0,1078.88,1084.2,316670.0
2024-03-09,1083.94,1095.0,1078.88,1084.2,316670.0
2024-03-10,1083.94,1095.0,1078.88,1084.2,316670.0
2024-03-11,1089.49,1089.49,1071.57,1086.13,229541.0
2024-03-12,1086.0,1098.46,1084.787,1094.6,309299.0
2024-03-13,1093.92,1105.465,1088.5,1101.4,268123.0
2024-03-14,1105.0,1118.1,1100.72,1116.9,374455.0
2024-03-15,1113.41,1121.99,1110.4,1113.18,533788.0
2024-03-16,1113.41,1121.99,1110.4,1113.18,533788.0
2024-03-17,1113.41,1121.99,1110.4,1113.18,533788.0
2024-03-18,1122.57,1125.34,1111.55,1113.83,325431.0
2024-03-19,1121.58,1136.27,1121.5,1134.63,263951.0
2024-03-20,1141.24,1145.73,1136.11,1145.29,297086.0
2024-03-21,1149.61,1169.11,1144.14,1162.94,427747.0
2024-03-22,1162.94,1168.595,1155.88,1167.53,273592.0
2024-03-23,1162.94,1168.595,1155.88,1167.53,273592.0
2024-03-24,1162.94,1168.595,1155.88,1167.53,273592.0
2024-03-25,1164.74,1165.15,1136.43,1137.07,350196.0
2024-03-26,1131.48,1140.64,1123.86,1134.78,353029.0
2024-03-27,1143.8,1144.06,1123.48,1135.52,369086.0
2024-03-28,1140.97,1142.72,1125.63,1128.88,292987.0
2024-03-29,1140.97,1142.72,1125.63,1128.88,292987.0
2024-03-30,1140.97,1142.72,1125.63,1128.88,292987.0
2024-03-31,1140.97,1142.72,1125.63,1128.88,292987.0
2024-04-01,1128.22,1133.77,1122.5,1130.28,236854.0
2024-04-02,1135.09,1142.04,1131.4,1140.21,325581.0
2024-04-03,1139.97,1149.235,1132.21,1132.95,281825.0
2024-04-04,1133.75,1134.02,1098.74,1099.63,307951.0
2024-04-05,1102.98,1121.21,1102.98,1117.56,280131.0
2024-04-06,1102.98,1121.21,1102.98,1117.56,280131.0
2024-04-07,1102.98,1121.21,1102.98,1117.56,280131.0
2024-04-08,1117.56,1120.41,1105.91,1107.24,246881.0
2024-04-09,1113.8,1118.21,1089.305,1095.74,290106.0
2024-04-10,1090.97,1096.54,1086.83,1093.1,221256.0
2024-04-11,1094.88,1094.88,1076.825,1083.0,299642.0
2024-04-12,1077.0,1082.5,1072.175,1076.49,263187.0
2024-04-13,1077.0,1082.5,1072.175,1076.49,263187.0
2024-04-14,1077.0,1082.5,1072.175,1076.49,263187.0
2024-04-15,1093.74,1094.32,1068.71,1069.27,324893.0
2024-04-16,1073.31,1095.0,1073.26,1089.51,539394.0
2024-04-17,1103.19,1103.299,1091.14,1094.8,328057.0
2024-04-18,1105.08,1112.37,1095.07,1101.06,284268.0
2024-04-19,1103.46,1105.0,1081.14,1090.94,316382.0
2024-04-20,1103.46,1105.0,1081.14,1090.94,316382.0
2024-04-21,1103.46,1105.0,1081.14,1090.94,316382.0
2024-04-22,1099.61,1102.78,1081.04,1091.46,343097.0
2024-04-23,1100.75,1100.75,1086.44,1092.35,331215.0
2024-04-24,1086.3,1099.02,1078.98,1092.7,461772.0
2024-04-25,1020.0,1067.145,1005.78,1054.13,917937.0
2024-04-26,1045.99,1055.59,1040.805,1043.93,335739.0
2024-04-27,1045.99,1055.59,1040.805,1043.93,335739.0
2024-04-28,1045.99,1055.59,1040.805,1043.93,335739.0
2024-04-29,1040.23,1041.13,1026.82,1037.04,299058.0
2024-04-30,1028.58,1035.285,1008.99,1013.26,528901.0
2024-05-01,1005.95,1018.0,1004.19,1005.11,611043.0
