,BWXT US Equity,BWXT US Equity,BWXT US Equity,BWXT US Equity,BWXT US Equity
2019-03-12,45.6454,46.4268,45.3943,46.1757,794818.0
2019-03-13,46.2687,46.3245,45.8222,46.0919,742747.0
2019-03-14,46.0454,46.1385,45.4622,45.664,590736.0
2019-03-15,45.8873,46.2687,45.6361,45.9524,1750825.0
2019-03-16,45.8873,46.2687,45.6361,45.9524,1750825.0
2019-03-17,45.8873,46.2687,45.6361,45.9524,1750825.0
2019-03-18,45.9152,46.9291,45.8501,46.8826,707667.0
2019-03-19,46.9942,47.3662,46.4547,46.5105,761991.0
2019-03-20,46.5291,46.5663,45.8036,46.1105,484210.0
2019-03-21,45.9431,46.7849,45.8966,46.3152,226996.0
2019-03-22,46.1571,46.3338,44.7245,44.7245,309676.0
2019-03-23,46.1571,46.3338,44.7245,44.7245,309676.0
2019-03-24,46.1571,46.3338,44.7245,44.7245,309676.0
2019-03-25,44.7245,45.2082,44.5106,45.1245,351062.0
2019-03-26,45.4687,45.5059,45.0036,45.3757,355965.0
2019-03-27,45.4036,45.5059,44.7152,44.8641,741348.0
2019-03-28,45.0687,46.1198,44.892,45.9617,743279.0
2019-03-29,46.1943,46.7431,45.9805,46.1198,493726.0
2019-03-30,46.1943,46.7431,45.9805,46.1198,493726.0
2019-03-31,46.1943,46.7431,45.9805,46.1198,493726.0
2019-04-01,46.4826,47.3105,46.371,47.2919,402721.0
2019-04-02,47.2733,47.4128,46.5012,46.6966,425633.0
2019-04-03,46.9198,47.1152,46.2361,46.4733,300318.0
2019-04-04,46.5105,47.2268,46.5105,46.9291,316998.0
2019-04-05,47.0128,47.6082,46.9105,47.3477,377118.0
2019-04-06,47.0128,47.6082,46.9105,47.3477,377118.0
2019-04-07,47.0128,47.6082,46.9105,47.3477,377118.0
2019-04-08,47.171,47.5803,46.9756,47.5803,383179.0
2019-04-09,47.2919,47.2919,46.8082,46.9291,411720.0
2019-04-10,47.0501,47.1803,46.7338,47.1803,264489.0
2019-04-11,47.2361,47.6361,47.1059,47.6361,598729.0
2019-04-12,48.0175,48.4963,47.9803,48.4175,351625.0
2019-04-13,48.0175,48.4963,47.9803,48.4175,351625.0
2019-04-14,48.0175,48.4963,47.9803,48.4175,351625.0
2019-04-15,48.4361,48.9012,47.9524,48.4919,443757.0
2019-04-16,48.6221,48.7896,48.1384,48.5384,354285.0
2019-04-17,48.8826,48.9198,47.7105,47.8407,348280.0
2019-04-18,47.971,48.3896,47.6686,48.2686,182213.0
2019-04-19,47.971,48.3896,47.6686,48.2686,182213.0
2019-04-20,47.971,48.3896,47.6686,48.2686,182213.0
2019-04-21,47.971,48.3896,47.6686,48.2686,182213.0
2019-04-22,48.0361,48.3803,47.7942,48.0919,288072.0
2019-04-23,48.3896,49.357,48.2454,49.0221,453123.0
2019-04-24,49.1802,49.1802,48.1756,48.343,273963.0
2019-04-25,48.0268,48.0965,46.9198,47.4966,460825.0
2019-04-26,47.45,47.8221,47.2826,47.3663,293097.0
2019-04-27,47.45,47.8221,47.2826,47.3663,293097.0
2019-04-28,47.45,47.8221,47.2826,47.3663,293097.0
2019-04-29,47.357,47.6826,47.0687,47.571,215052.0
2019-04-30,47.5431,47.7105,47.2268,47.5338,522061.0
2019-05-01,47.7756,48.064,47.1617,47.1617,432836.0
2019-05-02,47.1524,47.1524,42.8362,46.2408,1549856.0
2019-05-03,46.1291,46.7524,45.8966,46.2594,1137498.0
2019-05-04,46.1291,46.7524,45.8966,46.2594,1137498.0
2019-05-05,46.1291,46.7524,45.8966,46.2594,1137498.0
2019-05-06,45.7757,47.1245,45.7757,46.9942,409035.0
2019-05-07,46.5105,46.8361,46.0733,46.5105,475788.0
2019-05-08,46.585,47.0222,46.3989,46.7338,454483.0
2019-05-09,46.4733,46.585,45.8129,46.4082,305445.0
2019-05-10,46.0919,46.5012,45.4361,46.464,431153.0
2019-05-11,46.0919,46.5012,45.4361,46.464,431153.0
2019-05-12,46.0919,46.5012,45.4361,46.464,431153.0
2019-05-13,45.5431,45.8315,44.5013,44.8734,454784.0
2019-05-14,44.9478,45.571,44.7617,45.5152,351787.0
2019-05-15,44.9292,45.6826,44.7803,45.4222,350904.0
2019-05-16,45.6649,46.2903,45.4222,45.7022,263676.0
2019-05-17,45.3662,45.8236,44.8994,44.8994,279358.0
2019-05-18,45.3662,45.8236,44.8994,44.8994,279358.0
2019-05-19,45.3662,45.8236,44.8994,44.8994,279358.0
2019-05-20,44.5821,44.7594,44.1993,44.3767,251033.0
2019-05-21,44.6847,45.4782,44.4234,45.4128,208949.0
2019-05-22,45.1981,45.1981,44.7034,44.8808,367219.0
2019-05-23,44.0126,45.1515,43.6393,44.498,815708.0
2019-05-24,44.8341,44.8994,44.302,44.6194,468835.0
2019-05-25,44.8341,44.8994,44.302,44.6194,468835.0
2019-05-26,44.8341,44.8994,44.302,44.6194,468835.0
2019-05-27,44.8341,44.8994,44.302,44.6194,468835.0
2019-05-28,44.6194,45.0581,44.5447,44.7594,580260.0
2019-05-29,44.7781,44.9741,44.5167,44.6941,585251.0
2019-05-30,44.6661,44.9181,43.7139,43.7513,418719.0
2019-05-31,43.3125,43.4712,43.0045,43.4432,399118.0
2019-06-01,43.3125,43.4712,43.0045,43.4432,399118.0
2019-06-02,43.3125,43.4712,43.0045,43.4432,399118.0
2019-06-03,43.2845,43.9053,43.1585,43.7419,451597.0
2019-06-04,44.1713,44.9088,44.0033,44.8061,247779.0
2019-06-05,44.9741,45.0021,44.4047,44.7874,708197.0
2019-06-06,44.9274,45.3662,44.386,45.1141,285982.0
2019-06-07,45.3848,45.5155,44.9741,45.2168,345470.0
2019-06-08,45.3848,45.5155,44.9741,45.2168,345470.0
2019-06-09,45.3848,45.5155,44.9741,45.2168,345470.0
2019-06-10,45.6649,45.9822,45.3755,45.5529,370263.0
2019-06-11,45.9169,46.0102,45.3942,45.8236,730886.0
2019-06-12,45.7956,45.8329,45.5995,45.7862,284192.0
2019-06-13,46.0289,46.7477,45.8329,46.7197,433772.0
2019-06-14,46.7383,46.9064,46.4956,46.6357,393407.0
2019-06-15,46.7383,46.9064,46.4956,46.6357,393407.0
2019-06-16,46.7383,46.9064,46.4956,46.6357,393407.0
2019-06-17,46.6543,46.6543,46.0102,46.449,563388.0
2019-06-18,46.7477,47.6345,46.5236,47.3824,417504.0
2019-06-19,47.3638,47.5318,46.8317,47.0464,743771.0
2019-06-20,48.2972,48.3812,47.7652,48.2972,480499.0
2019-06-21,48.1385,48.1852,47.4454,47.5411,878012.0
2019-06-22,48.1385,48.1852,47.4454,47.5411,878012.0
2019-06-23,48.1385,48.1852,47.4454,47.5411,878012.0
2019-06-24,47.6531,48.1385,47.3824,47.6158,390135.0
2019-06-25,47.5878,47.9845,47.1957,47.8398,706496.0
2019-06-26,47.9145,47.9332,47.4478,47.6345,424573.0
2019-06-27,47.8212,48.1432,47.5318,48.0172,309351.0
2019-06-28,48.2039,48.7173,47.9738,48.6333,1123192.0
2019-06-29,48.2039,48.7173,47.9738,48.6333,1123192.0
2019-06-30,48.2039,48.7173,47.9738,48.6333,1123192.0
2019-07-01,49.128,49.38,47.9705,48.2412,362428.0
2019-07-02,48.2412,48.6986,47.9705,48.2972,475519.0
2019-07-03,48.4652,48.7359,48.0545,48.6333,120622.0
2019-07-04,48.4652,48.7359,48.0545,48.6333,120622.0
2019-07-05,48.3439,48.8106,48.0732,48.7359,366081.0
2019-07-06,48.3439,48.8106,48.0732,48.7359,366081.0
2019-07-07,48.3439,48.8106,48.0732,48.7359,366081.0
2019-07-08,48.4933,48.6893,48.2039,48.5306,306929.0
2019-07-09,48.3906,48.6986,48.0079,48.6146,553146.0
2019-07-10,48.8573,49.1373,48.4466,48.5399,550792.0
2019-07-11,48.5586,48.8106,48.3123,48.5679,353378.0
2019-07-12,48.6426,49.5201,48.6426,49.4174,256849.0
2019-07-13,48.6426,49.5201,48.6426,49.4174,256849.0
2019-07-14,48.6426,49.5201,48.6426,49.4174,256849.0
2019-07-15,49.4547,49.6227,48.82,49.156,308691.0
2019-07-16,49.1,49.5854,48.9506,49.4827,279354.0
2019-07-17,49.4827,49.7348,48.974,49.5201,399475.0
2019-07-18,49.38,49.5714,49.2867,49.408,310242.0
2019-07-19,49.5574,49.8141,49.2494,49.464,255051.0
2019-07-20,49.5574,49.8141,49.2494,49.464,255051.0
2019-07-21,49.5574,49.8141,49.2494,49.464,255051.0
2019-07-22,49.464,49.7534,48.5306,48.6146,737823.0
2019-07-23,48.9413,49.5854,48.7733,49.5574,186018.0
2019-07-24,49.268,49.9401,49.268,49.8468,223474.0
2019-07-25,49.9308,50.4068,49.4734,49.9494,326231.0
2019-07-26,50.0895,50.2948,49.8701,50.0335,197726.0
2019-07-27,50.0895,50.2948,49.8701,50.0335,197726.0
2019-07-28,50.0895,50.2948,49.8701,50.0335,197726.0
2019-07-29,49.9494,50.1548,49.8188,50.0148,284412.0
2019-07-30,49.7348,50.4722,49.5761,50.4068,359870.0
2019-07-31,50.6215,50.9669,50.0428,50.3228,583179.0
2019-08-01,50.3322,50.3322,47.8678,48.1012,441763.0
2019-08-02,47.9518,48.0919,46.9997,47.0464,554622.0
2019-08-03,47.9518,48.0919,46.9997,47.0464,554622.0
2019-08-04,47.9518,48.0919,46.9997,47.0464,554622.0
2019-08-05,46.3276,46.3276,44.9274,45.4595,610279.0
2019-08-06,51.3403,52.5071,49.8094,52.1337,1407728.0
2019-08-07,51.6483,52.8712,50.4162,52.7312,781234.0
2019-08-08,52.8618,53.8466,52.7872,53.2352,745378.0
2019-08-09,52.8992,53.5246,51.8537,53.0392,406688.0
2019-08-10,52.8992,53.5246,51.8537,53.0392,406688.0
2019-08-11,52.8992,53.5246,51.8537,53.0392,406688.0
2019-08-12,52.7685,53.1606,52.0311,52.1244,509845.0
2019-08-13,52.0591,52.9552,51.6214,52.5631,475423.0
2019-08-14,51.8257,52.4796,51.4523,51.9377,403892.0
2019-08-15,52.1343,52.462,51.1699,51.6006,389577.0
2019-08-16,51.919,52.6399,51.7551,52.4995,482427.0
2019-08-17,51.919,52.6399,51.7551,52.4995,482427.0
2019-08-18,51.919,52.6399,51.7551,52.4995,482427.0
2019-08-19,53.1736,53.5014,52.9115,53.0238,245851.0
2019-08-20,53.1549,53.286,52.668,53.0613,296335.0
2019-08-21,53.6512,53.7027,53.0987,53.3796,207299.0
2019-08-22,53.6699,54.1287,53.2485,53.904,224819.0
2019-08-23,53.6605,53.9274,52.4339,52.5931,216625.0
2019-08-24,53.6605,53.9274,52.4339,52.5931,216625.0
2019-08-25,53.6605,53.9274,52.4339,52.5931,216625.0
2019-08-26,53.1268,53.1268,52.1062,52.4527,367733.0
2019-08-27,52.5744,52.9302,52.1343,52.5463,329850.0
2019-08-28,52.5463,53.3703,51.9283,53.3703,355672.0
2019-08-29,53.9414,55.0182,53.9414,54.9152,365629.0
2019-08-30,55.2335,55.8047,55.1212,55.4302,374588.0
2019-08-31,55.2335,55.8047,55.1212,55.4302,374588.0
2019-09-01,55.2335,55.8047,55.1212,55.4302,374588.0
2019-09-02,55.2335,55.8047,55.1212,55.4302,374588.0
2019-09-03,54.8684,55.9077,54.5313,55.6549,782068.0
2019-09-04,56.1792,56.1792,55.2991,55.3646,278365.0
2019-09-05,55.9826,56.3946,55.7209,55.9077,412688.0
2019-09-06,56.0013,56.3384,55.5706,56.0856,266376.0
2019-09-07,56.0013,56.3384,55.5706,56.0856,266376.0
2019-09-08,56.0013,56.3384,55.5706,56.0856,266376.0
2019-09-09,56.329,56.3478,55.1306,55.4583,374281.0
2019-09-10,55.3459,56.2729,54.8871,56.1699,577081.0
2019-09-11,56.1792,56.4882,55.6268,56.2073,734442.0
2019-09-12,56.3571,56.3571,55.683,56.0856,315985.0
2019-09-13,56.1792,56.2167,55.5776,55.992,448731.0
2019-09-14,56.1792,56.2167,55.5776,55.992,448731.0
2019-09-15,56.1792,56.2167,55.5776,55.992,448731.0
2019-09-16,56.1043,56.741,55.7953,56.0481,781615.0
2019-09-17,55.9826,56.8815,55.6549,56.5631,752533.0
2019-09-18,56.535,56.5491,55.5051,56.4414,635484.0
2019-09-19,56.2916,57.1156,55.9358,56.226,457950.0
2019-09-20,56.2729,56.6755,55.2616,55.8328,889110.0
2019-09-21,56.2729,56.6755,55.2616,55.8328,889110.0
2019-09-22,56.2729,56.6755,55.2616,55.8328,889110.0
2019-09-23,55.5238,56.0575,55.3365,55.4489,297120.0
2019-09-24,55.5613,55.58,54.3066,54.4658,396073.0
2019-09-25,54.5594,55.0229,54.1849,54.7748,508172.0
2019-09-26,54.8871,55.1025,54.4049,54.7373,216939.0
2019-09-27,54.8403,54.8403,53.698,54.1568,446587.0
2019-09-28,54.8403,54.8403,53.698,54.1568,446587.0
2019-09-29,54.8403,54.8403,53.698,54.1568,446587.0
2019-09-30,54.2598,54.2972,53.4452,53.5669,336127.0
2019-10-01,53.9133,54.1661,52.3497,52.3497,316176.0
2019-10-02,52.0032,52.1249,51.1606,51.7036,483759.0
2019-10-03,51.7785,53.0426,51.4789,52.7898,560852.0
2019-10-04,52.9302,53.1081,51.8253,52.1343,379424.0
2019-10-05,52.9302,53.1081,51.8253,52.1343,379424.0
2019-10-06,52.9302,53.1081,51.8253,52.1343,379424.0
2019-10-07,51.9471,52.2186,51.5819,51.8534,316803.0
2019-10-08,51.5725,51.7317,50.9452,51.1418,312711.0
2019-10-09,51.5257,51.5257,51.0014,51.198,366868.0
2019-10-10,51.2448,51.9845,51.0576,51.6568,396770.0
2019-10-11,52.228,52.8272,51.9471,52.2654,377775.0
2019-10-12,52.228,52.8272,51.9471,52.2654,377775.0
2019-10-13,52.228,52.8272,51.9471,52.2654,377775.0
2019-10-14,52.0313,52.2841,51.8628,51.9939,177586.0
2019-10-15,52.1531,52.9583,51.9377,52.8834,446762.0
2019-10-16,52.6774,53.0051,52.1437,52.5931,679122.0
2019-10-17,52.7804,53.2485,52.7617,53.0613,359075.0
2019-10-18,52.8927,53.2485,52.0313,52.7429,477201.0
2019-10-19,52.8927,53.2485,52.0313,52.7429,477201.0
2019-10-20,52.8927,53.2485,52.0313,52.7429,477201.0
2019-10-21,52.9396,53.2853,52.228,52.3029,650960.0
2019-10-22,52.3871,52.8085,52.2092,52.771,348200.0
2019-10-23,52.6025,52.8693,52.3965,52.8085,388009.0
2019-10-24,53.0145,53.8384,52.4808,53.7448,309603.0
2019-10-25,53.5201,53.8525,53.3984,53.7729,225795.0
2019-10-26,53.5201,53.8525,53.3984,53.7729,225795.0
2019-10-27,53.5201,53.8525,53.3984,53.7729,225795.0
2019-10-28,53.9789,54.4002,53.7167,54.007,242873.0
2019-10-29,53.7073,54.7841,53.7073,54.2785,407680.0
2019-10-30,54.11,54.6905,53.8572,54.316,323637.0
2019-10-31,54.2598,54.5875,53.698,54.4002,518849.0
2019-11-01,54.6343,55.1118,54.5407,54.6624,444313.0
2019-11-02,54.6343,55.1118,54.5407,54.6624,444313.0
2019-11-03,54.6343,55.1118,54.5407,54.6624,444313.0
2019-11-04,55.0463,55.4864,54.7748,55.2523,879763.0
2019-11-05,56.1792,58.932,55.5609,56.4414,1528573.0
2019-11-06,56.3759,57.0055,56.2729,56.8347,888765.0
2019-11-07,57.2373,57.5275,56.1792,56.3759,564431.0
2019-11-08,56.2916,57.5182,56.2916,57.1249,427507.0
2019-11-09,56.2916,57.5182,56.2916,57.1249,427507.0
2019-11-10,56.2916,57.5182,56.2916,57.1249,427507.0
2019-11-11,56.5818,57.3309,56.5818,57.1436,348776.0
2019-11-12,57.0313,57.3871,56.6942,56.8815,458105.0
2019-11-13,56.7785,57.4433,56.5069,56.9938,355657.0
2019-11-14,56.9377,57.5931,56.8862,57.2654,351102.0
2019-11-15,57.4901,57.9021,57.3403,57.5837,259609.0
2019-11-16,57.4901,57.9021,57.3403,57.5837,259609.0
2019-11-17,57.4901,57.9021,57.3403,57.5837,259609.0
2019-11-18,57.4245,57.4667,56.6661,56.8627,405374.0
2019-11-19,56.9754,57.2477,56.9332,57.0787,308644.0
2019-11-20,57.0411,58.1491,57.0411,57.8862,618328.0
2019-11-21,57.9237,57.9237,57.1538,57.2383,294049.0
2019-11-22,57.3885,57.5576,56.4684,56.8064,287368.0
2019-11-23,57.3885,57.5576,56.4684,56.8064,287368.0
2019-11-24,57.3885,57.5576,56.4684,56.8064,287368.0
2019-11-25,56.9191,57.4378,56.7125,56.7688,270020.0
2019-11-26,56.5904,57.3322,56.5904,57.135,285583.0
2019-11-27,57.2008,57.2759,56.9566,57.0787,212545.0
2019-11-28,57.2008,57.2759,56.9566,57.0787,212545.0
2019-11-29,56.9472,57.0599,56.3933,56.459,121687.0
2019-11-30,56.9472,57.0599,56.3933,56.459,121687.0
2019-12-01,56.9472,57.0599,56.3933,56.459,121687.0
2019-12-02,56.3933,56.6749,55.3698,55.3792,222622.0
2019-12-03,55.0318,55.3229,54.6093,55.2008,411901.0
2019-12-04,55.3322,56.2618,55.3322,55.9613,577295.0
2019-12-05,56.0928,56.7782,56.0341,56.2806,336451.0
2019-12-06,56.7501,57.0411,56.6186,56.8158,276734.0
2019-12-07,56.7501,57.0411,56.6186,56.8158,276734.0
2019-12-08,56.7501,57.0411,56.6186,56.8158,276734.0
2019-12-09,56.6562,57.0224,56.5529,56.8346,642627.0
2019-12-10,56.9472,57.1538,56.4496,56.5998,692067.0
2019-12-11,56.6374,57.905,56.6186,57.8956,619996.0
2019-12-12,57.7547,58.5528,57.5857,58.2242,484487.0
2019-12-13,58.196,58.797,57.8862,58.5434,339695.0
2019-12-14,58.196,58.797,57.8862,58.5434,339695.0
2019-12-15,58.196,58.797,57.8862,58.5434,339695.0
2019-12-16,58.7125,59.2195,58.365,58.9096,685950.0
2019-12-17,58.9848,59.0786,58.3416,58.5153,383772.0
2019-12-18,58.5998,58.8345,57.9989,58.5153,717018.0
2019-12-19,58.5528,58.9378,58.2524,58.8064,408339.0
2019-12-20,58.9754,59.811,58.9096,59.811,599831.0
2019-12-21,58.9754,59.811,58.9096,59.811,599831.0
2019-12-22,58.9754,59.811,58.9096,59.811,599831.0
2019-12-23,60.0082,60.196,59.2007,59.5857,460618.0
2019-12-24,59.6796,59.7171,59.0411,59.3979,81336.0
2019-12-25,59.6796,59.7171,59.0411,59.3979,81336.0
2019-12-26,59.4354,59.4354,58.9002,59.2477,178766.0
2019-12-27,59.4073,59.4073,58.8439,58.919,168482.0
2019-12-28,59.4073,59.4073,58.8439,58.919,168482.0
2019-12-29,59.4073,59.4073,58.8439,58.919,168482.0
2019-12-30,58.9941,59.4261,58.8064,58.8345,286519.0
2019-12-31,58.8345,59.0599,58.0458,58.2899,389208.0
2020-01-01,58.8345,59.0599,58.0458,58.2899,389208.0
2020-01-02,58.581,59.7453,58.581,59.7453,342612.0
2020-01-03,59.3979,61.4636,59.3979,61.4354,537567.0
2020-01-04,59.3979,61.4636,59.3979,61.4354,537567.0
2020-01-05,59.3979,61.4636,59.3979,61.4354,537567.0
2020-01-06,61.3603,62.1208,61.2195,61.2852,910187.0
2020-01-07,61.1819,62.4025,61.0411,62.2617,480509.0
2020-01-08,62.3368,62.5434,61.3227,61.6701,480577.0
2020-01-09,61.811,62.1866,61.7828,61.9706,357339.0
2020-01-10,61.8298,62.0082,60.7218,60.8533,343425.0
2020-01-11,61.8298,62.0082,60.7218,60.8533,343425.0
2020-01-12,61.8298,62.0082,60.7218,60.8533,343425.0
2020-01-13,61.0317,61.5716,60.9659,61.3509,266885.0
2020-01-14,61.2288,61.4072,60.872,61.0223,463873.0
2020-01-15,61.0317,61.6326,60.9002,61.1725,563166.0
2020-01-16,61.9143,62.6326,61.7922,62.3274,391870.0
2020-01-17,62.5246,62.5809,62.0833,62.1302,336459.0
2020-01-18,62.5246,62.5809,62.0833,62.1302,336459.0
2020-01-19,62.5246,62.5809,62.0833,62.1302,336459.0
2020-01-20,62.5246,62.5809,62.0833,62.1302,336459.0
2020-01-21,61.8861,62.1115,60.7594,61.304,383579.0
2020-01-22,61.304,61.473,60.6936,60.7312,467060.0
2020-01-23,60.8063,62.4307,59.8861,62.2523,436480.0
2020-01-24,62.4025,62.534,61.3979,61.8767,253836.0
2020-01-25,62.4025,62.534,61.3979,61.8767,253836.0
2020-01-26,62.4025,62.534,61.3979,61.8767,253836.0
2020-01-27,60.8063,61.6326,60.6843,61.3415,327064.0
2020-01-28,61.642,62.2147,61.1631,61.8485,487587.0
2020-01-29,62.2805,62.2805,61.1256,61.5011,483669.0
2020-01-30,61.0411,61.4636,59.9894,61.3791,459985.0
2020-01-31,61.1631,61.3133,59.4167,59.7077,358517.0
2020-02-01,61.1631,61.3133,59.4167,59.7077,358517.0
2020-02-02,61.1631,61.3133,59.4167,59.7077,358517.0
2020-02-03,59.5857,60.4965,59.5293,59.7922,346189.0
2020-02-04,60.4871,60.9894,60.2101,60.75,553614.0
2020-02-05,61.2852,61.9565,61.0598,61.6701,386884.0
2020-02-06,61.811,62.1678,61.5387,61.5387,252819.0
2020-02-07,61.3885,61.9894,61.206,61.6795,530272.0
2020-02-08,61.3885,61.9894,61.206,61.6795,530272.0
2020-02-09,61.3885,61.9894,61.206,61.6795,530272.0
2020-02-10,61.6044,62.3931,61.6044,62.3274,454254.0
2020-02-11,62.3274,63.1959,62.3274,63.088,439076.0
2020-02-12,63.257,63.8016,63.0504,63.7171,592636.0
2020-02-13,63.4729,64.5527,63.4729,64.3649,359393.0
2020-02-14,64.3368,64.5997,63.933,64.44,224269.0
2020-02-15,64.3368,64.5997,63.933,64.44,224269.0
2020-02-16,64.3368,64.5997,63.933,64.44,224269.0
2020-02-17,64.3368,64.5997,63.933,64.44,224269.0
2020-02-18,64.3368,65.1818,64.1114,65.1161,267952.0
2020-02-19,65.2569,65.6607,65.1536,65.548,302424.0
2020-02-20,65.3696,66.2616,65.0926,66.1302,420356.0
2020-02-21,65.9705,66.0269,65.595,65.8672,434567.0
2020-02-22,65.9705,66.0269,65.595,65.8672,434567.0
2020-02-23,65.9705,66.0269,65.595,65.8672,434567.0
2020-02-24,64.0832,65.4917,63.4917,65.1443,479814.0
2020-02-25,61.9706,61.9706,55.52,57.0505,1936982.0
2020-02-26,57.2759,58.0082,56.722,57.473,1173647.0
2020-02-27,56.4402,56.4402,53.06,53.3041,1451383.0
2020-02-28,51.2948,52.5623,50.2384,51.4919,1168610.0
2020-02-29,51.2948,52.5623,50.2384,51.4919,1168610.0
2020-03-01,51.2948,52.5623,50.2384,51.4919,1168610.0
2020-03-02,52.1868,52.2994,50.7596,52.0835,1219057.0
2020-03-03,52.1868,53.4074,50.7314,51.0882,835895.0
2020-03-04,52.1398,52.3652,50.5248,51.4168,927560.0
2020-03-05,50.2901,50.4779,48.4591,49.614,745852.0
2020-03-06,48.1346,49.3125,47.6163,48.6811,654357.0
2020-03-07,48.1346,49.3125,47.6163,48.6811,654357.0
2020-03-08,48.1346,49.3125,47.6163,48.6811,654357.0
2020-03-09,45.2416,46.0049,43.5737,43.8375,759732.0
2020-03-10,44.9872,46.4761,44.2333,46.4101,1451446.0
2020-03-11,46.118,46.9912,45.3924,46.0897,1318799.0
