,SBSI US Equity,SBSI US Equity,SBSI US Equity,SBSI US Equity,SBSI US Equity
2020-03-24,23.6597,24.917,23.048,24.849,308301.0
2020-03-25,25.0189,25.0189,23.6597,23.7276,245373.0
2020-03-26,23.991,25.2143,23.2519,25.0784,204145.0
2020-03-27,24.1099,25.3927,24.0636,24.7471,137785.0
2020-03-28,24.1099,25.3927,24.0636,24.7471,137785.0
2020-03-29,24.1099,25.3927,24.0636,24.7471,137785.0
2020-03-30,24.917,25.6306,24.2628,25.5117,106660.0
2020-03-31,25.2313,26.5353,24.917,25.8175,341957.0
2020-04-01,24.9255,25.0529,23.1414,23.3538,218336.0
2020-04-02,23.116,24.7726,23.0225,24.5092,117372.0
2020-04-03,24.3563,24.3563,22.7761,23.1924,150339.0
2020-04-04,24.3563,24.3563,22.7761,23.1924,150339.0
2020-04-05,24.3563,24.3563,22.7761,23.1924,150339.0
2020-04-06,24.2034,24.7811,23.8296,24.3988,166128.0
2020-04-07,25.1294,25.5796,24.2883,24.5177,125776.0
2020-04-08,24.951,25.3842,24.3393,24.9764,120687.0
2020-04-09,25.4862,26.769,25.2568,26.701,171328.0
2020-04-10,25.4862,26.769,25.2568,26.701,171328.0
2020-04-11,25.4862,26.769,25.2568,26.701,171328.0
2020-04-12,25.4862,26.769,25.2568,26.701,171328.0
2020-04-13,26.633,26.633,25.3842,25.758,94742.0
2020-04-14,26.4546,26.4546,25.0954,25.5201,97328.0
2020-04-15,24.2968,25.0614,24.1354,24.3393,146631.0
2020-04-16,24.1694,24.5517,23.116,23.6342,177544.0
2020-04-17,24.4157,25.1294,24.2968,24.5687,135774.0
2020-04-18,24.4157,25.1294,24.2968,24.5687,135774.0
2020-04-19,24.4157,25.1294,24.2968,24.5687,135774.0
2020-04-20,23.7956,24.6451,23.7021,24.4497,141350.0
2020-04-21,23.6512,24.2289,23.4388,24.0674,153540.0
2020-04-22,24.4073,24.6196,22.9673,23.1754,170353.0
2020-04-23,23.2604,23.7531,23.082,23.1329,169424.0
2020-04-24,23.2264,23.8975,23.1329,23.6172,138512.0
2020-04-25,23.2264,23.8975,23.1329,23.6172,138512.0
2020-04-26,23.2264,23.8975,23.1329,23.6172,138512.0
2020-04-27,23.889,25.2908,23.889,24.9679,151327.0
2020-04-28,25.6476,26.0044,25.2143,25.4862,159747.0
2020-04-29,26.2592,27.3552,25.3163,27.3552,874589.0
2020-04-30,27.0153,27.0153,25.4947,25.8345,252302.0
2020-05-01,25.2823,25.6688,24.7556,25.4607,144395.0
2020-05-02,25.2823,25.6688,24.7556,25.4607,144395.0
2020-05-03,25.2823,25.6688,24.7556,25.4607,144395.0
2020-05-04,25.1464,25.4692,24.6026,25.3672,152754.0
2020-05-05,24.6621,26.8454,24.6451,25.0274,291652.0
2020-05-06,25.0359,25.1124,24.0504,24.3988,153129.0
2020-05-07,24.9595,25.0359,23.7871,23.8211,336065.0
2020-05-08,24.3223,24.883,24.3223,24.815,353040.0
2020-05-09,24.3223,24.883,24.3223,24.815,353040.0
2020-05-10,24.3223,24.883,24.3223,24.815,353040.0
2020-05-11,24.5687,24.8575,23.906,24.5517,189386.0
2020-05-12,24.6706,24.6706,23.8805,23.9485,250713.0
2020-05-13,23.7616,23.923,22.0965,22.3854,249089.0
2020-05-14,22.0031,22.3599,21.281,22.088,204859.0
2020-05-15,22.1305,22.4108,21.5613,22.1135,351534.0
2020-05-16,22.1305,22.4108,21.5613,22.1135,351534.0
2020-05-17,22.1305,22.4108,21.5613,22.1135,351534.0
2020-05-18,23.048,23.8635,22.8951,23.6512,207821.0
2020-05-19,23.4048,23.579,22.2919,22.3089,189349.0
2020-05-20,22.67,23.7188,22.67,23.3921,197048.0
2020-05-21,23.4007,23.6543,23.117,23.2116,114537.0
2020-05-22,23.3663,23.4265,22.9193,23.1686,71491.0
2020-05-23,23.3663,23.4265,22.9193,23.1686,71491.0
2020-05-24,23.3663,23.4265,22.9193,23.1686,71491.0
2020-05-25,23.3663,23.4265,22.9193,23.1686,71491.0
2020-05-26,24.1486,24.63,24.0025,24.3549,168065.0
2020-05-27,24.9653,25.8852,24.7504,25.8164,181691.0
2020-05-28,26.3494,26.3494,24.4237,24.6644,232688.0
2020-05-29,24.3292,24.3807,23.5468,24.2432,204607.0
2020-05-30,24.3292,24.3807,23.5468,24.2432,204607.0
2020-05-31,24.3292,24.3807,23.5468,24.2432,204607.0
2020-06-01,24.4065,24.5183,23.8563,23.8735,151123.0
2020-06-02,24.1314,24.3363,23.7704,23.8993,132123.0
2020-06-03,24.5269,25.3264,24.3206,24.8708,130190.0
2020-06-04,25.0255,25.3264,24.5699,25.1287,122416.0
2020-06-05,26.2205,27.2091,25.7906,26.5729,159755.0
2020-06-06,26.2205,27.2091,25.7906,26.5729,159755.0
2020-06-07,26.2205,27.2091,25.7906,26.5729,159755.0
2020-06-08,26.9512,27.1489,26.3752,26.5472,114097.0
2020-06-09,26.0485,26.8566,25.8766,26.3924,151094.0
2020-06-10,26.2635,26.2635,25.378,25.4382,137961.0
2020-06-11,24.2174,24.3034,23.3491,23.4265,186838.0
2020-06-12,24.4495,24.4495,23.0654,23.7016,146150.0
2020-06-13,24.4495,24.4495,23.0654,23.7016,146150.0
2020-06-14,24.4495,24.4495,23.0654,23.7016,146150.0
2020-06-15,22.7903,24.0713,22.7817,23.7876,135969.0
2020-06-16,24.7246,24.9739,24.0369,24.759,151747.0
2020-06-17,24.8622,25.0298,23.5984,23.65,117606.0
2020-06-18,23.4007,24.2045,23.4007,23.8821,129984.0
2020-06-19,24.1658,24.6386,23.4007,23.9079,448786.0
2020-06-20,24.1658,24.6386,23.4007,23.9079,448786.0
2020-06-21,24.1658,24.6386,23.4007,23.9079,448786.0
2020-06-22,23.5812,23.8563,23.3147,23.65,112152.0
2020-06-23,23.9767,24.0326,23.4265,23.4437,135248.0
2020-06-24,23.0998,23.1686,22.4378,22.5066,154504.0
2020-06-25,22.2917,23.0138,22.2659,22.958,146165.0
2020-06-26,22.5582,22.5754,21.9736,22.4292,382868.0
2020-06-27,22.5582,22.5754,21.9736,22.4292,382868.0
2020-06-28,22.5582,22.5754,21.9736,22.4292,382868.0
2020-06-29,22.8333,23.6586,22.8204,23.4781,115084.0
2020-06-30,23.4007,24.0025,23.4007,23.8305,112411.0
2020-07-01,23.7962,23.9165,22.9794,22.9966,138465.0
2020-07-02,23.5726,23.9165,22.6786,22.7645,128255.0
2020-07-03,23.5726,23.9165,22.6786,22.7645,128255.0
2020-07-04,23.5726,23.9165,22.6786,22.7645,128255.0
2020-07-05,23.5726,23.9165,22.6786,22.7645,128255.0
2020-07-06,23.2717,23.3663,22.6356,22.8075,135310.0
2020-07-07,22.5668,22.584,22.1284,22.1971,123245.0
2020-07-08,22.1198,22.4721,21.5868,21.9306,135999.0
2020-07-09,21.8619,21.9392,20.942,21.0194,184412.0
2020-07-10,21.0795,22.137,21.0795,22.0252,122134.0
2020-07-11,21.0795,22.137,21.0795,22.0252,122134.0
2020-07-12,21.0795,22.137,21.0795,22.0252,122134.0
2020-07-13,22.3089,23.0396,22.0768,22.5668,143521.0
2020-07-14,22.4378,22.9021,21.9564,22.2401,110071.0
2020-07-15,22.6786,23.3147,22.6012,23.1686,128173.0
2020-07-16,22.9107,23.4781,22.8247,23.0396,107935.0
2020-07-17,22.8505,23.2374,22.627,22.6614,112505.0
2020-07-18,22.8505,23.2374,22.627,22.6614,112505.0
2020-07-19,22.8505,23.2374,22.627,22.6614,112505.0
2020-07-20,22.3777,22.7215,22.3347,22.4636,124183.0
2020-07-21,22.7215,23.8133,22.7215,23.7618,207277.0
2020-07-22,24.9223,24.9223,23.3405,23.7274,175215.0
2020-07-23,23.6758,24.6816,23.6758,24.5871,178781.0
2020-07-24,24.673,24.9137,24.2346,24.269,123783.0
2020-07-25,24.673,24.9137,24.2346,24.269,123783.0
2020-07-26,24.673,24.9137,24.2346,24.269,123783.0
2020-07-27,24.1056,24.1056,23.3663,23.5984,72358.0
2020-07-28,23.4523,23.8735,23.4523,23.5984,81686.0
2020-07-29,23.5296,24.183,23.4265,24.14,109983.0
2020-07-30,23.6242,23.8821,23.4781,23.7876,64088.0
2020-07-31,23.6242,23.8219,23.3577,23.8133,174691.0
2020-08-01,23.6242,23.8219,23.3577,23.8133,174691.0
2020-08-02,23.6242,23.8219,23.3577,23.8133,174691.0
2020-08-03,23.8735,24.0025,23.4781,23.5554,104615.0
2020-08-04,23.4695,23.4695,23.0998,23.4093,121702.0
2020-08-05,23.6586,24.3635,23.3663,24.226,153737.0
2020-08-06,24.0884,24.2776,23.7704,24.0713,79630.0
2020-08-07,23.9939,25.206,23.8391,25.1974,128033.0
2020-08-08,23.9939,25.206,23.8391,25.1974,128033.0
2020-08-09,23.9939,25.206,23.8391,25.1974,128033.0
2020-08-10,25.2576,25.9626,25.2576,25.4553,87471.0
2020-08-11,25.9454,26.245,25.5327,25.6531,88785.0
2020-08-12,26.1603,26.3408,25.5327,25.6617,76348.0
2020-08-13,25.4639,25.5613,25.1766,25.2662,67700.0
2020-08-14,25.0513,25.6101,25.0513,25.5843,71449.0
2020-08-15,25.0513,25.6101,25.0513,25.5843,71449.0
2020-08-16,25.0513,25.6101,25.0513,25.5843,71449.0
2020-08-17,25.5585,25.5585,25.1631,25.3522,96733.0
2020-08-18,25.3092,25.3092,24.4495,24.5011,92055.0
2020-08-19,24.6662,24.8922,24.4316,24.5098,108896.0
2020-08-20,24.1534,24.3533,23.7971,24.0578,83017.0
2020-08-21,23.8753,24.2664,23.8405,24.2403,141959.0
2020-08-22,23.8753,24.2664,23.8405,24.2403,141959.0
2020-08-23,23.8753,24.2664,23.8405,24.2403,141959.0
2020-08-24,24.5272,24.8487,24.1187,24.8487,92268.0
2020-08-25,25.1269,25.2312,24.6488,24.927,66192.0
2020-08-26,24.7966,24.7966,24.0926,24.1317,59461.0
2020-08-27,24.1534,24.7097,24.1534,24.5185,64655.0
2020-08-28,24.7618,24.9357,24.136,24.3186,75607.0
2020-08-29,24.7618,24.9357,24.136,24.3186,75607.0
2020-08-30,24.7618,24.9357,24.136,24.3186,75607.0
2020-08-31,24.2751,24.362,23.9361,23.9492,84730.0
2020-09-01,23.8927,24.1187,23.771,23.9188,52250.0
2020-09-02,23.8145,24.0665,23.6928,23.8666,69439.0
2020-09-03,24.0318,24.8227,23.9144,24.0665,92177.0
2020-09-04,24.6141,24.6923,23.3712,24.3273,78850.0
2020-09-05,24.6141,24.6923,23.3712,24.3273,78850.0
2020-09-06,24.6141,24.6923,23.3712,24.3273,78850.0
2020-09-07,24.6141,24.6923,23.3712,24.3273,78850.0
2020-09-08,24.0231,24.1013,23.1974,23.3625,110754.0
2020-09-09,23.6406,23.6406,22.9627,23.1452,84183.0
2020-09-10,23.1713,23.4196,22.702,22.8671,75775.0
2020-09-11,22.8758,22.8845,22.5194,22.6846,64384.0
2020-09-12,22.8758,22.8845,22.5194,22.6846,64384.0
2020-09-13,22.8758,22.8845,22.5194,22.6846,64384.0
2020-09-14,22.6933,22.9714,22.5977,22.7541,111267.0
2020-09-15,22.9453,22.9888,22.2239,22.2848,103038.0
2020-09-16,22.4586,22.9453,22.2161,22.6846,123093.0
2020-09-17,22.3804,22.7107,22.3022,22.3543,98864.0
2020-09-18,22.5368,22.6324,22.0327,22.5194,404954.0
2020-09-19,22.5368,22.6324,22.0327,22.5194,404954.0
2020-09-20,22.5368,22.6324,22.0327,22.5194,404954.0
2020-09-21,22.0762,22.2066,20.9072,21.0854,184791.0
2020-09-22,21.1201,21.3809,20.7116,20.9289,115176.0
2020-09-23,20.8594,21.32,20.5639,20.5986,151748.0
2020-09-24,20.6421,21.0854,20.4335,20.6769,100952.0
2020-09-25,20.4509,20.9637,20.4509,20.8333,71882.0
2020-09-26,20.4509,20.9637,20.4509,20.8333,71882.0
2020-09-27,20.4509,20.9637,20.4509,20.8333,71882.0
2020-09-28,21.0854,21.7111,21.0854,21.5026,102177.0
2020-09-29,21.3374,21.3461,20.8768,21.32,68540.0
2020-09-30,21.3374,21.6938,21.0767,21.2331,118666.0
2020-10-01,21.1897,21.3373,20.8246,21.2766,75203.0
2020-10-02,20.9115,21.7981,20.7725,21.7198,66194.0
2020-10-03,20.9115,21.7981,20.7725,21.7198,66194.0
2020-10-04,20.9115,21.7981,20.7725,21.7198,66194.0
2020-10-05,21.7894,22.3543,21.7633,22.2761,87121.0
2020-10-06,22.5542,23.0235,22.3282,22.3282,118953.0
2020-10-07,22.4499,22.815,22.2675,22.5542,139274.0
2020-10-08,22.7976,23.0496,22.5977,22.7976,83223.0
2020-10-09,23.2756,23.2756,22.6498,22.841,70255.0
2020-10-10,23.2756,23.2756,22.6498,22.841,70255.0
2020-10-11,23.2756,23.2756,22.6498,22.841,70255.0
2020-10-12,22.7367,23.1365,22.7367,23.0931,70173.0
2020-10-13,22.9714,23.0409,22.2413,22.2674,66406.0
2020-10-14,22.137,22.4065,21.8415,21.8415,64232.0
2020-10-15,21.6503,22.5021,21.5982,22.4934,84228.0
2020-10-16,22.1674,22.5716,22.137,22.3282,51414.0
2020-10-17,22.1674,22.5716,22.137,22.3282,51414.0
2020-10-18,22.1674,22.5716,22.137,22.3282,51414.0
2020-10-19,22.5629,22.5629,22.111,22.1631,62825.0
2020-10-20,22.1023,22.8497,22.1023,22.5108,85760.0
2020-10-21,22.2283,22.702,22.2283,22.5629,44691.0
2020-10-22,22.5021,23.2582,22.5021,23.2235,88874.0
2020-10-23,24.3273,24.3273,23.4581,23.771,139279.0
2020-10-24,24.3273,24.3273,23.4581,23.771,139279.0
2020-10-25,24.3273,24.3273,23.4581,23.771,139279.0
2020-10-26,23.3538,23.9101,23.3538,23.9101,89197.0
2020-10-27,23.771,23.8145,22.9627,22.9888,110686.0
2020-10-28,22.4152,22.9062,22.2326,22.4673,68120.0
2020-10-29,22.476,22.9801,21.9632,22.8671,75324.0
2020-10-30,22.7976,23.4755,22.7976,23.432,111558.0
2020-10-31,22.7976,23.4755,22.7976,23.432,111558.0
2020-11-01,22.7976,23.4755,22.7976,23.432,111558.0
2020-11-02,23.7797,24.1881,23.3451,23.6841,92732.0
2020-11-03,23.9535,24.3794,23.8927,24.1534,76787.0
2020-11-04,23.5798,23.9622,22.2587,22.2761,73769.0
2020-11-05,22.1544,23.1278,22.1544,23.0583,68021.0
2020-11-06,23.293,23.4842,22.9453,22.9888,95278.0
2020-11-07,23.293,23.4842,22.9453,22.9888,95278.0
2020-11-08,23.293,23.4842,22.9453,22.9888,95278.0
2020-11-09,24.6923,26.0351,24.4403,25.4919,191474.0
2020-11-10,25.857,26.587,25.4137,26.2481,140554.0
2020-11-11,26.4393,26.4393,24.9617,25.3702,77195.0
2020-11-12,24.9096,25.2659,24.5706,25.2225,131024.0
2020-11-13,25.5267,25.857,25.2052,25.7266,83695.0
2020-11-14,25.5267,25.857,25.2052,25.7266,83695.0
2020-11-15,25.5267,25.857,25.2052,25.7266,83695.0
2020-11-16,26.2741,27.2997,26.1872,27.1433,101361.0
2020-11-17,26.5783,27.517,26.3176,27.4388,120607.0
2020-11-18,27.517,27.7604,26.7522,26.7695,81163.0
2020-11-19,26.5783,26.9521,26.0742,26.9086,97188.0
2020-11-20,26.5262,26.9781,26.2654,26.6653,122556.0
2020-11-21,26.5262,26.9781,26.2654,26.6653,122556.0
2020-11-22,26.5262,26.9781,26.2654,26.6653,122556.0
2020-11-23,27.0216,27.178,26.4219,27.039,102393.0
2020-11-24,27.3732,28.0065,27.3556,27.7427,150440.0
2020-11-25,27.47,27.47,26.8103,26.9862,74412.0
2020-11-26,27.47,27.47,26.8103,26.9862,74412.0
2020-11-27,26.9422,26.9598,26.3397,26.6168,43867.0
2020-11-28,26.9422,26.9598,26.3397,26.6168,43867.0
2020-11-29,26.9422,26.9598,26.3397,26.6168,43867.0
2020-11-30,26.3881,26.5552,25.7812,25.8603,102434.0
2020-12-01,26.2473,26.8279,26.1506,26.4233,69326.0
2020-12-02,26.2561,26.7575,26.2561,26.6344,55521.0
2020-12-03,26.6168,26.7663,26.3705,26.5024,44210.0
2020-12-04,26.8103,27.0302,26.5728,27.0214,51369.0
2020-12-05,26.8103,27.0302,26.5728,27.0214,51369.0
2020-12-06,26.8103,27.0302,26.5728,27.0214,51369.0
2020-12-07,26.7927,27.0566,26.5992,26.9334,64341.0
2020-12-08,26.5904,27.1137,26.5904,27.0566,64850.0
2020-12-09,27.0962,27.5052,27.0478,27.2149,68550.0
2020-12-10,27.1797,27.7075,26.8367,27.6283,124343.0
2020-12-11,27.5579,27.813,27.2853,27.382,76223.0
2020-12-12,27.5579,27.813,27.2853,27.382,76223.0
2020-12-13,27.5579,27.813,27.2853,27.382,76223.0
2020-12-14,27.7603,27.7603,27.1357,27.1797,89769.0
2020-12-15,27.4172,28.0153,27.2589,27.8922,103915.0
2020-12-16,27.9802,28.1385,27.7163,27.7339,151276.0
2020-12-17,27.6987,27.8306,27.3285,27.6723,94626.0
2020-12-18,27.813,27.9714,26.8455,26.995,357335.0
2020-12-19,27.813,27.9714,26.8455,26.995,357335.0
2020-12-20,27.813,27.9714,26.8455,26.995,357335.0
2020-12-21,26.9158,27.2501,26.5728,27.0302,141200.0
2020-12-22,27.2677,27.2677,26.7927,26.907,93035.0
2020-12-23,27.1006,27.6107,27.1006,27.5316,85674.0
2020-12-24,27.7163,27.7163,27.0478,27.5579,31681.0
2020-12-25,27.7163,27.7163,27.0478,27.5579,31681.0
2020-12-26,27.7163,27.7163,27.0478,27.5579,31681.0
2020-12-27,27.7163,27.7163,27.0478,27.5579,31681.0
2020-12-28,27.6899,27.8922,27.2897,27.338,164608.0
2020-12-29,27.3468,27.3468,26.8103,27.0654,109107.0
2020-12-30,27.2237,27.5052,26.5816,27.1621,54704.0
2020-12-31,27.1797,27.4084,26.8367,27.2941,93702.0
2021-01-01,27.1797,27.4084,26.8367,27.2941,93702.0
2021-01-02,27.1797,27.4084,26.8367,27.2941,93702.0
2021-01-03,27.1797,27.4084,26.8367,27.2941,93702.0
2021-01-04,27.5052,27.6283,27.083,27.3468,136033.0
2021-01-05,27.3293,28.1121,27.3293,27.7339,109230.0
2021-01-06,28.4463,30.2143,28.4376,29.5722,315526.0
2021-01-07,29.8097,30.1616,29.4139,29.4315,139772.0
2021-01-08,29.3875,29.5225,28.2352,28.675,135002.0
2021-01-09,29.3875,29.5225,28.2352,28.675,135002.0
2021-01-10,29.3875,29.5225,28.2352,28.675,135002.0
2021-01-11,28.3584,29.0533,28.3584,29.0005,63367.0
2021-01-12,29.1148,29.7921,29.1148,29.4491,80812.0
2021-01-13,29.3259,29.3347,28.6047,29.0357,78763.0
2021-01-14,29.1412,29.7042,29.1236,29.3523,84534.0
2021-01-15,29.0621,29.4535,28.8158,29.2468,89896.0
2021-01-16,29.0621,29.4535,28.8158,29.2468,89896.0
2021-01-17,29.0621,29.4535,28.8158,29.2468,89896.0
2021-01-18,29.0621,29.4535,28.8158,29.2468,89896.0
2021-01-19,29.4755,29.625,28.244,29.5722,131630.0
2021-01-20,29.4755,29.6426,29.1148,29.282,104164.0
2021-01-21,29.1852,29.3655,28.6926,28.9829,84711.0
2021-01-22,28.6223,29.5898,28.2001,29.3787,103360.0
2021-01-23,28.6223,29.5898,28.2001,29.3787,103360.0
2021-01-24,28.6223,29.5898,28.2001,29.3787,103360.0
2021-01-25,29.0621,29.4843,28.5695,29.1588,99235.0
2021-01-26,29.2908,29.3435,28.8624,28.9917,97064.0
2021-01-27,28.42,29.0797,27.2501,28.1561,149338.0
2021-01-28,28.2616,28.2968,27.7075,27.8658,146821.0
2021-01-29,27.8834,28.1033,27.3556,27.5931,175768.0
2021-01-30,27.8834,28.1033,27.3556,27.5931,175768.0
2021-01-31,27.8834,28.1033,27.3556,27.5931,175768.0
2021-02-01,27.5931,28.244,27.2677,27.9977,117606.0
2021-02-02,28.4288,28.7982,28.0681,28.5211,103420.0
2021-02-03,28.4991,28.5783,27.923,28.4727,107241.0
2021-02-04,28.5871,29.3963,28.5739,29.2864,141039.0
2021-02-05,29.2116,29.4139,28.7586,29.3172,88748.0
2021-02-06,29.2116,29.4139,28.7586,29.3172,88748.0
2021-02-07,29.2116,29.4139,28.7586,29.3172,88748.0
2021-02-08,29.2204,29.9065,29.1852,29.9065,138661.0
2021-02-09,29.8537,30.4079,29.6778,30.2495,110279.0
2021-02-10,30.1088,30.4255,29.9944,30.188,136625.0
2021-02-11,30.1,30.4958,29.9065,30.4079,138588.0
2021-02-12,30.5486,30.5926,30.0912,30.4035,91752.0
2021-02-13,30.5486,30.5926,30.0912,30.4035,91752.0
2021-02-14,30.5486,30.5926,30.0912,30.4035,91752.0
2021-02-15,30.5486,30.5926,30.0912,30.4035,91752.0
2021-02-16,30.3991,30.6629,30.2495,30.4606,79361.0
2021-02-17,30.1233,30.7447,30.1043,30.1588,77353.0
2021-02-18,30.1055,30.4163,29.7682,29.8925,63465.0
2021-02-19,29.9368,30.363,29.9368,30.3097,124535.0
2021-02-20,29.9368,30.363,29.9368,30.3097,124535.0
2021-02-21,29.9368,30.363,29.9368,30.3097,124535.0
2021-02-22,30.5761,31.0821,30.3008,30.9845,110632.0
2021-02-23,30.9845,32.2807,30.8424,31.4639,134828.0
2021-02-24,31.7213,32.0676,31.5083,31.6237,137819.0
2021-02-25,31.89,32.2274,30.9134,31.0466,136185.0
2021-02-26,30.798,31.3707,30.5761,30.7004,163633.0
2021-02-27,30.798,31.3707,30.5761,30.7004,163633.0
2021-02-28,30.798,31.3707,30.5761,30.7004,163633.0
2021-03-01,30.9312,31.9078,30.9312,31.748,105436.0
2021-03-02,31.89,31.9033,31.2508,31.5527,110213.0
2021-03-03,31.8101,33.1862,31.7568,32.6713,207397.0
2021-03-04,32.8755,33.8432,32.5248,33.0087,210446.0
2021-03-05,33.6212,34.2782,33.2217,34.1717,257705.0
2021-03-06,33.6212,34.2782,33.2217,34.1717,257705.0
2021-03-07,33.6212,34.2782,33.2217,34.1717,257705.0
2021-03-08,34.1806,35.1571,33.8787,34.9796,374392.0
2021-03-09,34.6333,35.5389,33.8432,35.1927,288360.0
2021-03-10,35.1216,36.5066,34.8464,35.9739,301137.0
2021-03-11,35.9739,36.3912,35.7076,36.2669,165751.0
2021-03-12,36.5066,37.2764,36.2136,36.5954,185563.0
2021-03-13,36.5066,37.2764,36.2136,36.5954,185563.0
