,M US Equity,M US Equity,M US Equity,M US Equity,M US Equity
2023-09-08,11.2307,11.4826,11.1058,11.4439,9069594.0
2023-09-09,11.2307,11.4826,11.1058,11.4439,9069594.0
2023-09-10,11.2307,11.4826,11.1058,11.4439,9069594.0
2023-09-11,11.4729,11.5892,11.0756,11.1144,10769839.0
2023-09-12,11.1725,11.3663,11.1047,11.2016,9690028.0
2023-09-13,11.3566,11.3566,10.969,11.0078,11272103.0
2023-09-14,11.1409,11.2389,11.0328,11.1704,10131790.0
2023-09-15,11.1115,11.1999,10.9443,10.9541,11549089.0
2023-09-16,11.1115,11.1999,10.9443,10.9541,11549089.0
2023-09-17,11.1115,11.1999,10.9443,10.9541,11549089.0
2023-09-18,10.9246,10.9246,10.551,10.551,17409333.0
2023-09-19,10.5215,10.8558,10.492,10.7476,12790680.0
2023-09-20,10.7968,10.8558,10.5706,10.5805,9136945.0
2023-09-21,10.5116,10.8853,10.4821,10.6591,15373350.0
2023-09-22,10.7378,10.8066,10.5608,10.6886,11585623.0
2023-09-23,10.7378,10.8066,10.5608,10.6886,11585623.0
2023-09-24,10.7378,10.8066,10.5608,10.6886,11585623.0
2023-09-25,10.5608,10.9935,10.5313,10.9246,12402230.0
2023-09-26,10.7476,11.0033,10.6493,10.6591,11120822.0
2023-09-27,10.61,10.8656,10.61,10.7673,11418818.0
2023-09-28,10.8165,11.3474,10.8066,11.2491,10705154.0
2023-09-29,11.4359,11.6228,11.3179,11.4163,11119834.0
2023-09-30,11.4359,11.6228,11.3179,11.4163,11119834.0
2023-10-01,11.4359,11.6228,11.3179,11.4163,11119834.0
2023-10-02,11.4064,11.5244,11.2688,11.3573,9523447.0
2023-10-03,11.2294,11.485,11.1508,11.2294,8185704.0
2023-10-04,11.3769,11.5146,11.1999,11.2884,9654894.0
2023-10-05,11.1901,11.3573,10.905,10.9246,8641438.0
2023-10-06,10.8165,11.0918,10.5706,10.9246,9909408.0
2023-10-07,10.8165,11.0918,10.5706,10.9246,9909408.0
2023-10-08,10.8165,11.0918,10.5706,10.9246,9909408.0
2023-10-09,10.7378,10.9935,10.5872,10.8853,8814375.0
2023-10-10,10.9836,11.1606,10.9099,10.964,9098371.0
2023-10-11,10.9541,11.1016,10.728,10.7968,7530183.0
2023-10-12,10.8263,10.8361,10.492,10.6493,9615880.0
2023-10-13,10.5903,10.6493,10.3641,10.3936,8889341.0
2023-10-14,10.5903,10.6493,10.3641,10.3936,8889341.0
2023-10-15,10.5903,10.6493,10.3641,10.3936,8889341.0
2023-10-16,10.4625,10.8361,10.4526,10.7575,9389390.0
2023-10-17,10.6985,11.3966,10.6985,11.2786,12786881.0
2023-10-18,11.2294,11.3278,11.1115,11.2294,8330224.0
2023-10-19,11.2196,11.3868,11.0131,11.1901,8413084.0
2023-10-20,11.1606,11.3769,11.1016,11.2786,8227171.0
2023-10-21,11.1606,11.3769,11.1016,11.2786,8227171.0
2023-10-22,11.1606,11.3769,11.1016,11.2786,8227171.0
2023-10-23,11.0918,11.3081,10.8361,11.1311,10536117.0
2023-10-24,11.1999,11.4143,11.1311,11.3868,8314018.0
2023-10-25,11.3474,11.4802,11.1754,11.3769,9264662.0
2023-10-26,11.4261,11.7309,11.254,11.6326,7363731.0
2023-10-27,11.7014,11.7899,11.4261,11.4851,8316699.0
2023-10-28,11.7014,11.7899,11.4261,11.4851,8316699.0
2023-10-29,11.7014,11.7899,11.4261,11.4851,8316699.0
2023-10-30,11.6424,11.9079,11.5343,11.8194,6745534.0
2023-10-31,11.7359,12.0358,11.6179,11.9768,8133406.0
2023-11-01,11.9768,11.9866,11.5736,11.8588,8556483.0
2023-11-02,11.9768,12.3209,11.9571,12.3209,10398985.0
2023-11-03,12.5274,12.8421,12.4488,12.7339,11214808.0
2023-11-04,12.5274,12.8421,12.4488,12.7339,11214808.0
2023-11-05,12.5274,12.8421,12.4488,12.7339,11214808.0
2023-11-06,12.7831,12.8028,12.1439,12.3209,10622677.0
2023-11-07,12.1439,12.4488,12.1439,12.2029,8628025.0
2023-11-08,12.1144,12.1636,11.2983,11.3474,15198500.0
2023-11-09,11.4261,11.4925,10.8509,10.905,13088643.0
2023-11-10,10.9246,10.9738,10.5411,10.787,12918858.0
2023-11-11,10.9246,10.9738,10.5411,10.787,12918858.0
2023-11-12,10.9246,10.9738,10.5411,10.787,12918858.0
2023-11-13,10.6493,10.7662,10.4133,10.5608,15983179.0
2023-11-14,10.8115,11.7309,10.8066,11.5343,20049573.0
2023-11-15,11.8883,12.6651,11.8686,12.3996,28734527.0
2023-11-16,13.9631,14.1892,12.8765,13.1076,53446046.0
2023-11-17,13.3042,14.1991,13.2846,14.1991,27433993.0
2023-11-18,13.3042,14.1991,13.2846,14.1991,27433993.0
2023-11-19,13.3042,14.1991,13.2846,14.1991,27433993.0
2023-11-20,14.1794,14.8677,14.0417,14.7104,21266289.0
2023-11-21,14.5236,14.7202,14.1204,14.7104,15572111.0
2023-11-22,14.7497,14.8087,14.4351,14.5924,13365250.0
2023-11-23,14.7497,14.8087,14.4351,14.5924,13365250.0
2023-11-24,14.612,14.7694,14.3564,14.6219,8888440.0
2023-11-25,14.612,14.7694,14.3564,14.6219,8888440.0
2023-11-26,14.612,14.7694,14.3564,14.6219,8888440.0
2023-11-27,14.612,14.7104,14.2482,14.6514,18579152.0
2023-11-28,14.5629,14.7497,14.2974,14.7104,14732715.0
2023-11-29,14.8677,15.6249,14.8579,15.379,14284803.0
2023-11-30,15.497,15.7084,15.2119,15.5954,12782287.0
2023-12-01,15.5659,16.854,15.5167,16.8442,20895096.0
2023-12-02,15.5659,16.854,15.5167,16.8442,20895096.0
2023-12-03,15.5659,16.854,15.5167,16.8442,20895096.0
2023-12-04,16.8442,17.3948,16.8048,17.1883,15201619.0
2023-12-05,16.9228,16.9917,16.1804,16.1854,14761046.0
2023-12-06,16.264,16.5492,16.0772,16.0969,11302832.0
2023-12-07,16.1264,16.8442,16.0821,16.7065,9494691.0
2023-12-08,16.6672,17.1588,16.5885,17.0998,11938270.0
2023-12-09,16.6672,17.1588,16.5885,17.0998,11938270.0
2023-12-10,16.6672,17.1588,16.5885,17.0998,11938270.0
2023-12-11,19.6073,20.8856,19.1943,20.4234,67584643.0
2023-12-12,19.8433,19.8679,18.6731,18.7321,27056778.0
2023-12-13,18.7616,19.2926,18.1126,19.214,19022745.0
2023-12-14,19.7846,20.0077,19.2021,19.4573,11778631.0
2023-12-15,19.5664,19.7251,19.2789,19.5466,13272088.0
2023-12-16,19.5664,19.7251,19.2789,19.5466,13272088.0
2023-12-17,19.5664,19.7251,19.2789,19.5466,13272088.0
2023-12-18,19.7548,20.0623,19.4871,19.8937,12033859.0
2023-12-19,20.0524,20.33,19.8342,20.092,9517531.0
2023-12-20,20.0424,20.2167,19.6557,19.6656,8437161.0
2023-12-21,19.854,19.973,19.6458,19.9135,5907727.0
2023-12-22,19.6755,19.9482,19.4872,19.8243,5113119.0
2023-12-23,19.6755,19.9482,19.4872,19.8243,5113119.0
2023-12-24,19.6755,19.9482,19.4872,19.8243,5113119.0
2023-12-25,19.6755,19.9482,19.4872,19.8243,5113119.0
2023-12-26,19.8342,20.2209,19.8112,20.1515,7122161.0
2023-12-27,20.1813,20.211,19.69,19.9334,5671800.0
2023-12-28,19.7053,20.2309,19.6953,20.1813,5257078.0
2023-12-29,20.0325,20.211,19.9334,19.9532,4921340.0
2023-12-30,20.0325,20.211,19.9334,19.9532,4921340.0
2023-12-31,20.0325,20.211,19.9334,19.9532,4921340.0
2024-01-01,20.0325,20.211,19.9334,19.9532,4921340.0
2024-01-02,19.7548,20.0324,19.3532,19.5962,9410012.0
2024-01-03,19.2689,19.2887,18.4061,18.783,10594532.0
2024-01-04,18.7235,18.902,18.5945,18.6243,5399588.0
2024-01-05,18.5846,19.2788,18.5389,18.664,7164449.0
2024-01-06,18.5846,19.2788,18.5389,18.664,7164449.0
2024-01-07,18.5846,19.2788,18.5389,18.664,7164449.0
2024-01-08,18.7334,19.14,18.6441,18.9516,4589364.0
2024-01-09,18.902,19.0606,18.7582,18.8921,4286422.0
2024-01-10,18.8722,18.9615,18.5648,18.8226,4853020.0
2024-01-11,18.7532,18.783,18.3069,18.4656,11764389.0
2024-01-12,18.664,18.6937,18.1483,18.3863,6952874.0
2024-01-13,18.664,18.6937,18.1483,18.3863,6952874.0
2024-01-14,18.664,18.6937,18.1483,18.3863,6952874.0
2024-01-15,18.664,18.6937,18.1483,18.3863,6952874.0
2024-01-16,18.0689,18.0689,17.7417,18.0194,10154136.0
2024-01-17,17.7516,17.8706,17.5979,17.7119,6026148.0
2024-01-18,17.8805,18.0491,17.3053,17.7813,7365631.0
2024-01-19,17.6723,17.6822,16.9929,17.4838,11893843.0
2024-01-20,17.6723,17.6822,16.9929,17.4838,11893843.0
2024-01-21,17.6723,17.6822,16.9929,17.4838,11893843.0
2024-01-22,17.6326,18.2673,17.5285,18.1086,15770976.0
2024-01-23,18.5846,18.664,17.6425,18.0392,12181267.0
2024-01-24,18.1979,18.3565,17.9301,17.9896,7394664.0
2024-01-25,18.6392,18.8821,18.4359,18.664,14332846.0
2024-01-26,18.6937,18.9416,18.6144,18.7433,8854587.0
2024-01-27,18.6937,18.9416,18.6144,18.7433,8854587.0
2024-01-28,18.6937,18.9416,18.6144,18.7433,8854587.0
2024-01-29,18.6838,18.7532,18.2574,18.5152,9519715.0
2024-01-30,18.297,18.5747,18.1483,18.4755,5587477.0
2024-01-31,18.3169,18.6243,18.1036,18.1384,5042348.0
2024-02-01,18.3565,18.3962,17.8904,18.2871,4748490.0
2024-02-02,18.4458,18.5945,18.1582,18.4755,7366472.0
2024-02-03,18.4458,18.5945,18.1582,18.4755,7366472.0
2024-02-04,18.4458,18.5945,18.1582,18.4755,7366472.0
2024-02-05,18.1582,18.3367,17.8904,18.2078,5510835.0
2024-02-06,18.1185,18.7036,18.0392,18.4855,6239703.0
2024-02-07,18.4855,18.6342,18.2673,18.3863,4145967.0
2024-02-08,18.4656,19.1449,18.426,19.0805,5794549.0
2024-02-09,19.0011,19.0706,18.7334,18.9218,4769120.0
2024-02-10,19.0011,19.0706,18.7334,18.9218,4769120.0
2024-02-11,19.0011,19.0706,18.7334,18.9218,4769120.0
2024-02-12,19.0011,19.5168,19.0011,19.4177,5064378.0
2024-02-13,18.664,18.9019,18.3466,18.8028,7932451.0
2024-02-14,19.0111,19.2044,18.7036,19.1102,6930793.0
2024-02-15,19.259,19.6458,19.2094,19.4375,6589852.0
2024-02-16,19.1102,19.5218,19.0904,19.2987,3693616.0
2024-02-17,19.1102,19.5218,19.0904,19.2987,3693616.0
2024-02-18,19.1102,19.5218,19.0904,19.2987,3693616.0
2024-02-19,19.1102,19.5218,19.0904,19.2987,3693616.0
2024-02-20,19.021,19.2193,18.9218,19.1003,6644758.0
2024-02-21,18.9119,19.0111,18.6045,18.8326,7862047.0
2024-02-22,18.902,19.0061,18.7731,18.9615,7760603.0
2024-02-23,18.9714,19.5168,18.8226,19.3383,10288517.0
2024-02-24,18.9714,19.5168,18.8226,19.3383,10288517.0
2024-02-25,18.9714,19.5168,18.8226,19.3383,10288517.0
2024-02-26,19.2392,19.4176,19.0507,19.14,11898225.0
2024-02-27,19.0408,20.5879,19.0011,19.7846,18806716.0
2024-02-28,19.4375,19.5763,18.2574,18.2574,11990736.0
2024-02-29,18.2078,18.3188,16.9681,17.2954,18146649.0
2024-03-01,17.3351,17.8855,17.107,17.8607,8287697.0
2024-03-02,17.3351,17.8855,17.107,17.8607,8287697.0
2024-03-03,17.3351,17.8855,17.107,17.8607,8287697.0
2024-03-04,20.4391,21.054,20.1515,20.2804,18827123.0
2024-03-05,20.0226,20.6176,19.6458,20.1119,9831870.0
2024-03-06,20.1218,20.3003,19.7796,19.854,8010532.0
2024-03-07,20.0424,20.2904,19.7945,20.1714,5637474.0
2024-03-08,20.33,21.3019,20.0226,20.9746,13591997.0
2024-03-09,20.33,21.3019,20.0226,20.9746,13591997.0
2024-03-10,20.33,21.3019,20.0226,20.9746,13591997.0
2024-03-11,21.0341,21.3217,20.3796,20.3796,8812424.0
2024-03-12,20.2507,20.9499,20.1317,20.687,8225015.0
2024-03-13,20.7267,21.1928,20.6573,20.7763,6724725.0
2024-03-14,21.24,21.65,21.14,21.5,9822711.0
2024-03-15,21.4,21.75,21.15,21.19,12448237.0
2024-03-16,21.4,21.75,21.15,21.19,12448237.0
2024-03-17,21.4,21.75,21.15,21.19,12448237.0
2024-03-18,21.25,21.315,20.96,21.24,7422173.0
2024-03-19,21.1,22.1,21.03,21.54,10666527.0
2024-03-20,21.54,21.6,21.055,21.2,7122868.0
2024-03-21,21.27,21.31,20.77,20.79,5316668.0
2024-03-22,20.79,20.79,20.25,20.25,6580128.0
2024-03-23,20.79,20.79,20.25,20.25,6580128.0
2024-03-24,20.79,20.79,20.25,20.25,6580128.0
2024-03-25,20.56,20.71,19.62,19.63,6205229.0
2024-03-26,19.65,19.71,19.08,19.08,7171359.0
2024-03-27,19.25,19.94,19.135,19.85,6062984.0
2024-03-28,19.77,20.05,19.65,19.99,8343263.0
2024-03-29,19.77,20.05,19.65,19.99,8343263.0
2024-03-30,19.77,20.05,19.65,19.99,8343263.0
2024-03-31,19.77,20.05,19.65,19.99,8343263.0
2024-04-01,19.78,19.9,19.46,19.54,5437580.0
2024-04-02,19.23,19.33,19.0,19.06,8356447.0
2024-04-03,19.15,19.19,18.8,18.86,9668211.0
2024-04-04,19.12,19.1499,18.29,18.41,7207218.0
2024-04-05,18.4,18.6,18.31,18.58,5600240.0
2024-04-06,18.4,18.6,18.31,18.58,5600240.0
2024-04-07,18.4,18.6,18.31,18.58,5600240.0
2024-04-08,18.51,19.57,18.435,19.55,6147825.0
2024-04-09,19.57,19.82,19.43,19.69,5342956.0
2024-04-10,19.43,20.21,19.2,20.19,6847405.0
2024-04-11,20.23,20.45,19.56,19.93,9459908.0
2024-04-12,19.76,19.815,19.195,19.3,5452447.0
2024-04-13,19.76,19.815,19.195,19.3,5452447.0
2024-04-14,19.76,19.815,19.195,19.3,5452447.0
2024-04-15,19.48,19.644,18.62,18.89,4554797.0
2024-04-16,18.96,19.12,18.63,18.99,5140749.0
2024-04-17,19.11,19.29,18.8401,19.01,4156453.0
2024-04-18,19.09,19.19,18.87,19.04,7579555.0
2024-04-19,18.97,19.19,18.5,18.53,4797292.0
2024-04-20,18.97,19.19,18.5,18.53,4797292.0
2024-04-21,18.97,19.19,18.5,18.53,4797292.0
2024-04-22,18.67,18.935,18.495,18.75,6110343.0
2024-04-23,18.76,19.34,18.655,19.02,4008931.0
2024-04-24,18.95,18.99,18.68,18.73,3290940.0
2024-04-25,18.45,18.545,18.2802,18.35,3743370.0
2024-04-26,18.34,18.605,18.18,18.43,3817838.0
2024-04-27,18.34,18.605,18.18,18.43,3817838.0
2024-04-28,18.34,18.605,18.18,18.43,3817838.0
2024-04-29,18.5,18.64,18.365,18.56,3897746.0
2024-04-30,18.36,18.575,18.288,18.43,3322032.0
2024-05-01,18.41,18.55,18.015,18.15,4465677.0
