,LLY US Equity,LLY US Equity,LLY US Equity,LLY US Equity,LLY US Equity
2023-07-05,459.4558,464.5788,457.3678,463.0352,2130392.0
2023-07-06,460.47,464.9243,458.9786,460.5595,2193610.0
2023-07-07,459.6845,460.9572,448.658,449.4932,2914742.0
2023-07-08,459.6845,460.9572,448.658,449.4932,2914742.0
2023-07-09,459.6845,460.9572,448.658,449.4932,2914742.0
2023-07-10,450.3681,452.0683,447.1367,450.567,2011375.0
2023-07-11,447.4251,447.9819,435.106,436.8758,3573117.0
2023-07-12,435.961,441.7577,432.5208,438.0788,3107830.0
2023-07-13,437.711,439.7095,431.8547,432.2126,2865139.0
2023-07-14,438.576,447.8725,438.3473,446.8881,2955014.0
2023-07-15,438.576,447.8725,438.3473,446.8881,2955014.0
2023-07-16,438.576,447.8725,438.3473,446.8881,2955014.0
2023-07-17,446.8782,448.0415,440.7236,444.5814,2349068.0
2023-07-18,444.3925,450.7284,442.4934,448.6182,2237938.0
2023-07-19,448.817,452.3964,445.9933,450.9647,2212841.0
2023-07-20,452.5456,462.558,452.3964,461.166,2624224.0
2023-07-21,462.7469,464.3676,459.3266,459.3962,2226909.0
2023-07-22,462.7469,464.3676,459.3266,459.3962,2226909.0
2023-07-23,462.7469,464.3676,459.3266,459.3962,2226909.0
2023-07-24,459.3564,462.9756,455.0512,456.6917,2190663.0
2023-07-25,455.1407,458.2826,453.9873,454.9219,1737804.0
2023-07-26,452.3964,452.3964,444.0047,450.9945,1959809.0
2023-07-27,450.7261,456.0554,449.6651,452.3865,1883510.0
2023-07-28,452.5257,456.9403,449.195,455.8565,1438327.0
2023-07-29,452.5257,456.9403,449.195,455.8565,1438327.0
2023-07-30,452.5257,456.9403,449.195,455.8565,1438327.0
2023-07-31,456.3934,456.3934,448.2205,451.949,2110442.0
2023-08-01,452.7444,454.7529,448.8669,450.4974,1739519.0
2023-08-02,452.6251,458.9985,448.7375,451.8794,2367147.0
2023-08-03,448.1956,451.4966,445.695,446.5899,2414179.0
2023-08-04,446.6694,449.8809,444.3329,446.918,1870352.0
2023-08-05,446.6694,449.8809,444.3329,446.918,1870352.0
2023-08-06,446.6694,449.8809,444.3329,446.918,1870352.0
2023-08-07,450.6565,452.3964,448.0017,451.4817,2446374.0
2023-08-08,503.1046,534.9215,499.8334,518.6154,15094503.0
2023-08-09,517.3924,529.4828,513.9323,523.2189,5376561.0
2023-08-10,520.4747,525.7145,517.0146,518.3568,4108545.0
2023-08-11,520.7232,528.7669,517.0245,525.2571,2524300.0
2023-08-12,520.7232,528.7669,517.0245,525.2571,2524300.0
2023-08-13,520.7232,528.7669,517.0245,525.2571,2524300.0
2023-08-14,529.3723,540.3527,527.3496,536.0682,3981105.0
2023-08-15,535.7991,545.3248,531.8633,544.6572,2826844.0
2023-08-16,545.4344,550.8848,540.5532,544.2786,2597094.0
2023-08-17,541.2595,546.8344,535.4604,535.7294,2549857.0
2023-08-18,533.1088,545.8031,531.983,544.4679,2958610.0
2023-08-19,533.1088,545.8031,531.983,544.4679,2958610.0
2023-08-20,533.1088,545.8031,531.983,544.4679,2958610.0
2023-08-21,545.0259,551.5125,543.7903,548.0749,2305424.0
2023-08-22,547.5568,554.0982,545.3148,551.6719,1937059.0
2023-08-23,554.7209,555.3985,546.2415,551.373,2121301.0
2023-08-24,550.7154,554.98,545.3348,546.0323,1776666.0
2023-08-25,547.6564,554.0982,545.1156,551.662,1847649.0
2023-08-26,547.6564,554.0982,545.1156,551.662,1847649.0
2023-08-27,547.6564,554.0982,545.1156,551.662,1847649.0
2023-08-28,548.1546,554.2327,548.1446,551.931,1373698.0
2023-08-29,551.4627,554.3473,547.8856,551.9111,1701224.0
2023-08-30,553.0171,555.7472,545.0757,546.0223,2191120.0
2023-08-31,545.0558,555.4085,541.0502,552.21,3043443.0
2023-09-01,554.3224,557.197,551.5225,555.1095,2030842.0
2023-09-02,554.3224,557.197,551.5225,555.1095,2030842.0
2023-09-03,554.3224,557.197,551.5225,555.1095,2030842.0
2023-09-04,554.3224,557.197,551.5225,555.1095,2030842.0
2023-09-05,557.2219,559.9122,554.711,556.1857,2257195.0
2023-09-06,559.0055,559.5735,550.7154,557.9393,2424252.0
2023-09-07,562.1641,574.2406,560.6005,571.1717,3707122.0
2023-09-08,570.2749,585.4402,569.1689,584.3542,4311028.0
2023-09-09,570.2749,585.4402,569.1689,584.3542,4311028.0
2023-09-10,570.2749,585.4402,569.1689,584.3542,4311028.0
2023-09-11,585.0417,596.0121,582.3813,593.4215,3876545.0
2023-09-12,588.848,598.9715,585.7392,597.148,3212110.0
2023-09-13,592.5247,598.5928,589.5753,596.7296,3126627.0
2023-09-14,597.0883,599.6789,587.8914,589.4857,3244807.0
2023-09-15,589.8743,591.9269,572.9951,573.5929,5941215.0
2023-09-16,589.8743,591.9269,572.9951,573.5929,5941215.0
2023-09-17,589.8743,591.9269,572.9951,573.5929,5941215.0
2023-09-18,575.9245,575.9245,562.3833,569.2287,2723628.0
2023-09-19,569.5674,576.3331,568.581,572.8954,2186004.0
2023-09-20,571.361,573.1844,567.1462,567.5946,1870727.0
2023-09-21,565.1533,565.9604,540.552,548.1546,4051388.0
2023-09-22,546.8393,553.4954,545.6609,548.5631,2354187.0
2023-09-23,546.8393,553.4954,545.6609,548.5631,2354187.0
2023-09-24,546.8393,553.4954,545.6609,548.5631,2354187.0
2023-09-25,548.1247,550.6775,543.7904,550.3069,1686515.0
2023-09-26,548.7226,552.1402,546.0323,548.035,1864471.0
2023-09-27,547.9155,549.709,541.7128,547.7859,2004174.0
2023-09-28,549.3403,549.699,539.451,542.495,2178763.0
2023-09-29,543.5313,544.1241,530.289,535.2013,2967708.0
2023-09-30,543.5313,544.1241,530.289,535.2013,2967708.0
2023-10-01,543.5313,544.1241,530.289,535.2013,2967708.0
2023-10-02,534.0853,538.6987,524.9183,536.3571,2810131.0
2023-10-03,534.0753,535.4105,514.7151,523.3042,3266118.0
2023-10-04,523.6728,534.2497,521.7499,529.5516,2220627.0
2023-10-05,531.6242,540.552,529.7011,539.5357,2950691.0
2023-10-06,542.0466,564.3255,540.7613,563.1904,4745172.0
2023-10-07,542.0466,564.3255,540.7613,563.1904,4745172.0
2023-10-08,542.0466,564.3255,540.7613,563.1904,4745172.0
2023-10-09,561.9947,577.7081,561.5563,569.7069,4208115.0
2023-10-10,567.9533,583.846,567.6842,577.2298,3526745.0
2023-10-11,594.0592,606.604,582.9094,603.1066,5850640.0
2023-10-12,603.2859,610.7989,600.0376,608.3078,4063499.0
2023-10-13,615.6713,627.7079,600.3963,607.0125,3972073.0
2023-10-14,615.6713,627.7079,600.3963,607.0125,3972073.0
2023-10-15,615.6713,627.7079,600.3963,607.0125,3972073.0
2023-10-16,608.7961,619.7489,606.2453,614.4258,2941520.0
2023-10-17,616.7773,618.1723,600.3665,606.1257,2911669.0
2023-10-18,605.0595,613.6635,601.074,605.0595,2049105.0
2023-10-19,602.8276,602.8276,576.2633,588.6786,3493655.0
2023-10-20,587.8814,594.7766,578.7942,582.5407,3666851.0
2023-10-21,587.8814,594.7766,578.7942,582.5407,3666851.0
2023-10-22,587.8814,594.7766,578.7942,582.5407,3666851.0
2023-10-23,583.9556,586.2274,574.0712,574.5794,2781927.0
2023-10-24,577.9174,592.3882,577.0256,590.3027,2632972.0
2023-10-25,594.7965,597.5466,583.7663,584.3542,2283296.0
2023-10-26,577.9174,578.9138,564.127,566.0601,2846495.0
2023-10-27,560.9884,568.7604,554.6413,558.2183,2717360.0
2023-10-28,560.9884,568.7604,554.6413,558.2183,2717360.0
2023-10-29,560.9884,568.7604,554.6413,558.2183,2717360.0
2023-10-30,569.1589,571.1516,560.53,563.6787,2290889.0
2023-10-31,566.927,567.5647,545.6437,551.941,3661447.0
2023-11-01,553.0071,556.4248,549.2806,552.4691,2935938.0
2023-11-02,576.2533,595.2946,569.9361,578.2063,5181296.0
2023-11-03,576.353,580.9016,565.1434,565.7711,3056541.0
2023-11-04,576.353,580.9016,565.1434,565.7711,3056541.0
2023-11-05,576.353,580.9016,565.1434,565.7711,3056541.0
2023-11-06,569.0493,595.5634,568.9596,593.0528,3978451.0
2023-11-07,594.8563,599.7786,588.006,597.7758,3168249.0
2023-11-08,605.478,623.6226,590.0536,616.9068,7776448.0
2023-11-09,612.5525,613.4393,581.335,589.1967,6279799.0
2023-11-10,592.8635,596.7096,583.8958,595.5638,3650068.0
2023-11-11,592.8635,596.7096,583.8958,595.5638,3650068.0
2023-11-12,592.8635,596.7096,583.8958,595.5638,3650068.0
2023-11-13,592.2158,616.5282,576.074,610.5099,5744828.0
2023-11-14,607.1556,614.9619,601.6153,609.7511,3827645.0
2023-11-15,609.811,611.8374,583.3938,587.5101,4287011.0
2023-11-16,590.4649,594.0485,580.732,587.7197,3030535.0
2023-11-17,591.4132,595.1352,586.1824,590.6745,2628620.0
2023-11-18,591.4132,595.1352,586.1824,590.6745,2628620.0
2023-11-19,591.4132,595.1352,586.1824,590.6745,2628620.0
2023-11-20,590.405,603.8015,589.6563,596.5542,2831258.0
2023-11-21,597.3927,600.5073,590.7344,591.563,1851562.0
2023-11-22,594.358,598.1314,585.7232,594.0486,2052682.0
2023-11-23,594.358,598.1314,585.7232,594.0486,2052682.0
2023-11-24,597.3129,602.4439,595.9366,600.0481,1341674.0
2023-11-25,597.3129,602.4439,595.9366,600.0481,1341674.0
2023-11-26,597.3129,602.4439,595.9366,600.0481,1341674.0
2023-11-27,600.118,602.6335,590.1055,590.4948,2630713.0
2023-11-28,590.964,594.3381,588.3286,590.5647,1793933.0
2023-11-29,591.1637,593.4995,583.4173,590.8242,1908649.0
2023-11-30,590.4249,595.1866,585.1841,590.0057,5658350.0
2023-12-01,590.6645,600.9166,581.9798,583.0179,3638565.0
2023-12-02,590.6645,600.9166,581.9798,583.0179,3638565.0
2023-12-03,590.6645,600.9166,581.9798,583.0179,3638565.0
2023-12-04,581.1113,586.0626,573.3249,584.6551,2577122.0
2023-12-05,582.2593,590.7643,578.3591,587.1207,2157343.0
2023-12-06,589.7062,592.8607,583.3773,588.2188,2093105.0
2023-12-07,587.2505,587.8394,576.5992,587.2405,2095042.0
2023-12-08,587.9693,597.253,583.7467,597.0034,2446790.0
2023-12-09,587.9693,597.253,583.7467,597.0034,2446790.0
2023-12-10,587.9693,597.253,583.7467,597.0034,2446790.0
2023-12-11,597.6123,600.1379,566.417,583.0179,5614106.0
2023-12-12,580.9815,584.8248,577.1545,583.7367,2846097.0
2023-12-13,582.2393,597.6222,581.291,596.4544,3112544.0
2023-12-14,593.4596,593.4596,567.6948,572.6661,5275911.0
2023-12-15,571.0988,572.706,560.6671,571.0389,5317020.0
2023-12-16,571.0988,572.706,560.6671,571.0389,5317020.0
2023-12-17,571.0988,572.706,560.6671,571.0389,5317020.0
2023-12-18,575.4612,582.0297,574.6925,578.7454,3033944.0
2023-12-19,579.2346,584.0861,576.2398,578.7953,2192689.0
2023-12-20,575.4712,578.8452,569.0324,569.2121,2647100.0
2023-12-21,570.41,573.9937,566.0277,570.999,1786473.0
2023-12-22,572.0172,574.8922,566.427,569.3918,2226069.0
2023-12-23,572.0172,574.8922,566.427,569.3918,2226069.0
2023-12-24,572.0172,574.8922,566.427,569.3918,2226069.0
2023-12-25,572.0172,574.8922,566.427,569.3918,2226069.0
2023-12-26,568.5034,571.7698,566.6466,569.6713,1678898.0
2023-12-27,569.5016,582.6586,569.5016,580.4924,2163409.0
2023-12-28,580.9615,585.6633,578.985,579.8335,1973512.0
2023-12-29,581.83,585.1446,578.4559,581.8999,2000055.0
2023-12-30,581.83,585.1446,578.4559,581.8999,2000055.0
2023-12-31,581.83,585.1446,578.4559,581.8999,2000055.0
2024-01-01,581.83,585.1446,578.4559,581.8999,2000055.0
2024-01-02,579.3943,591.6827,578.0367,591.1637,3226661.0
2024-01-03,598.95,618.7553,597.7521,616.619,5130330.0
2024-01-04,624.1658,635.2963,612.1968,613.4246,6272532.0
2024-01-05,612.9255,618.8551,609.1222,617.4675,2403955.0
2024-01-06,612.9255,618.8551,609.1222,617.4675,2403955.0
2024-01-07,612.9255,618.8551,609.1222,617.4675,2403955.0
2024-01-08,621.3407,624.9643,608.5232,624.9344,2453931.0
2024-01-09,629.0023,633.3148,622.6285,624.3854,2918891.0
2024-01-10,627.3901,635.9393,624.6649,629.0872,2679074.0
2024-01-11,633.2798,638.6404,627.0408,634.6075,2690341.0
2024-01-12,637.0832,642.873,631.9023,641.7949,2067773.0
2024-01-13,637.0832,642.873,631.9023,641.7949,2067773.0
2024-01-14,637.0832,642.873,631.9023,641.7949,2067773.0
2024-01-15,637.0832,642.873,631.9023,641.7949,2067773.0
2024-01-16,642.7832,646.5965,632.5611,633.4595,2413610.0
2024-01-17,638.331,639.3991,624.0959,627.8094,2124096.0
2024-01-18,620.1928,622.7881,611.6278,622.2591,3384999.0
2024-01-19,621.3008,628.4882,618.915,627.48,3125030.0
2024-01-20,621.3008,628.4882,618.915,627.48,3125030.0
2024-01-21,621.3008,628.4882,618.915,627.48,3125030.0
2024-01-22,628.8975,631.5329,623.9063,629.776,2030201.0
2024-01-23,626.5915,628.8975,613.7441,628.5781,2524983.0
2024-01-24,632.4113,642.0395,630.894,632.591,2276855.0
2024-01-25,626.2721,631.5059,623.5868,626.5217,2407930.0
2024-01-26,636.2346,638.4807,629.3966,638.1313,2410349.0
2024-01-27,636.2346,638.4807,629.3966,638.1313,2410349.0
2024-01-28,636.2346,638.4807,629.3966,638.1313,2410349.0
2024-01-29,640.3774,644.5201,638.6504,643.8713,2718484.0
2024-01-30,644.57,645.6681,639.8783,643.8513,2006101.0
2024-01-31,649.2418,662.3887,635.8852,644.4802,4719039.0
2024-02-01,646.1972,659.3641,642.0445,659.2742,2494287.0
2024-02-02,661.2208,671.4379,658.5805,666.4816,3019223.0
2024-02-03,661.2208,671.4379,658.5805,666.4816,3019223.0
2024-02-04,661.2208,671.4379,658.5805,666.4816,3019223.0
2024-02-05,689.8107,710.6305,681.3356,704.9642,7602392.0
2024-02-06,740.7015,740.7015,689.8906,703.7962,8199902.0
2024-02-07,709.1368,739.6932,705.7827,724.1106,5797966.0
2024-02-08,727.0454,739.7033,724.4799,734.3926,4636885.0
2024-02-09,734.2129,744.395,732.3262,738.8647,2833894.0
2024-02-10,734.2129,744.395,732.3262,738.8647,2833894.0
2024-02-11,734.2129,744.395,732.3262,738.8647,2833894.0
2024-02-12,739.5036,739.5036,725.1787,735.9698,2932304.0
2024-02-13,728.9022,741.6798,728.9022,741.6698,2860265.0
2024-02-14,745.82,764.05,745.0,757.31,3394326.0
2024-02-15,755.8,762.99,750.01,757.78,2507030.0
2024-02-16,771.03,794.47,763.5,782.06,5009368.0
2024-02-17,771.03,794.47,763.5,782.06,5009368.0
2024-02-18,771.03,794.47,763.5,782.06,5009368.0
2024-02-19,771.03,794.47,763.5,782.06,5009368.0
2024-02-20,790.0,793.38,753.2001,755.66,4701094.0
2024-02-21,738.08,749.5,733.24,745.91,3548650.0
2024-02-22,763.58,775.12,756.27,769.64,3167403.0
2024-02-23,774.0,777.6499,762.26,769.54,2394805.0
2024-02-24,774.0,777.6499,762.26,769.54,2394805.0
2024-02-25,774.0,777.6499,762.26,769.54,2394805.0
2024-02-26,771.3,780.22,769.12,771.92,2243779.0
2024-02-27,754.9,772.95,745.44,765.0,2716745.0
2024-02-28,762.25,763.0,751.66,757.64,2716307.0
2024-02-29,753.08,756.46,744.025,753.68,3905355.0
2024-03-01,769.02,784.08,764.13,782.12,4247527.0
2024-03-02,769.02,784.08,764.13,782.12,4247527.0
2024-03-03,769.02,784.08,764.13,782.12,4247527.0
2024-03-04,796.44,800.78,786.1623,792.28,3855649.0
2024-03-05,785.31,788.53,769.275,777.59,3168689.0
2024-03-06,784.29,787.85,774.0,779.77,2518587.0
2024-03-07,771.835,792.99,761.12,780.16,3977376.0
2024-03-08,780.0,780.0,755.0,762.14,4054925.0
2024-03-09,780.0,780.0,755.0,762.14,4054925.0
2024-03-10,780.0,780.0,755.0,762.14,4054925.0
2024-03-11,752.21,756.8,727.62,734.37,3968854.0
2024-03-12,740.96,755.97,738.01,754.95,2701718.0
2024-03-13,757.0,760.77,745.71,757.84,2357486.0
2024-03-14,764.95,768.0,749.4,760.73,2647549.0
2024-03-15,755.38,760.89,747.7065,754.17,3730053.0
2024-03-16,755.38,760.89,747.7065,754.17,3730053.0
2024-03-17,755.38,760.89,747.7065,754.17,3730053.0
2024-03-18,762.28,769.68,758.25,762.66,2521351.0
2024-03-19,758.44,773.85,755.0,772.78,2557079.0
2024-03-20,770.11,773.16,756.64,772.86,2038008.0
2024-03-21,774.0,780.5399,758.88,770.26,3013157.0
2024-03-22,770.0,777.0,767.28,770.61,1981019.0
2024-03-23,770.0,777.0,767.28,770.61,1981019.0
2024-03-24,770.0,777.0,767.28,770.61,1981019.0
2024-03-25,771.1,778.49,768.15,773.14,1806584.0
2024-03-26,774.2,778.3299,769.0,774.9,2099042.0
2024-03-27,778.71,785.2599,767.38,778.18,2297713.0
2024-03-28,780.32,793.67,776.44,777.96,3209424.0
2024-03-29,780.32,793.67,776.44,777.96,3209424.0
2024-03-30,780.32,793.67,776.44,777.96,3209424.0
2024-03-31,780.32,793.67,776.44,777.96,3209424.0
2024-04-01,776.0,777.5,753.82,760.55,2921338.0
2024-04-02,755.07,765.07,753.5,763.96,2596789.0
2024-04-03,765.69,787.2475,765.41,775.99,3044910.0
2024-04-04,781.54,787.8969,767.82,768.08,2353992.0
2024-04-05,765.47,786.705,763.09,784.21,2113429.0
2024-04-06,765.47,786.705,763.09,784.21,2113429.0
2024-04-07,765.47,786.705,763.09,784.21,2113429.0
2024-04-08,785.02,785.195,773.35,776.39,1124489.0
