,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity
2020-03-17,37.049,38.9878,34.7224,37.1019,4520439.0
2020-03-18,34.9339,37.9215,34.3435,37.2693,3151940.0
2020-03-19,36.7758,36.7758,33.4622,33.9821,3054465.0
2020-03-20,34.3347,35.1454,31.9288,31.9376,3433300.0
2020-03-21,34.3347,35.1454,31.9288,31.9376,3433300.0
2020-03-22,34.3347,35.1454,31.9288,31.9376,3433300.0
2020-03-23,32.5457,33.0921,30.5452,31.1532,3639825.0
2020-03-24,32.8012,34.2774,32.3914,33.7354,5842100.0
2020-03-25,33.6913,34.7312,32.5985,33.2154,2901994.0
2020-03-26,33.33,37.5161,32.9775,37.4103,2875435.0
2020-03-27,36.2647,37.1019,34.6784,35.4539,2146187.0
2020-03-28,36.2647,37.1019,34.6784,35.4539,2146187.0
2020-03-29,36.2647,37.1019,34.6784,35.4539,2146187.0
2020-03-30,36.7141,36.7141,34.978,35.8857,2157909.0
2020-03-31,35.3834,37.4808,35.3305,36.7406,3882488.0
2020-04-01,35.3658,36.106,34.2906,35.26,2105476.0
2020-04-02,34.6535,36.3036,34.4037,35.26,1638368.0
2020-04-03,35.0102,36.1074,33.0746,33.3066,2004915.0
2020-04-04,35.0102,36.1074,33.0746,33.3066,2004915.0
2020-04-05,35.0102,36.1074,33.0746,33.3066,2004915.0
2020-04-06,34.5732,35.59,34.0647,35.3224,2604388.0
2020-04-07,36.5088,37.3829,35.3581,35.4384,1726888.0
2020-04-08,35.8309,36.8299,35.3403,36.5534,1450727.0
2020-04-09,36.9548,39.0866,36.9191,38.1143,2471909.0
2020-04-10,36.9548,39.0866,36.9191,38.1143,2471909.0
2020-04-11,36.9548,39.0866,36.9191,38.1143,2471909.0
2020-04-12,36.9548,39.0866,36.9191,38.1143,2471909.0
2020-04-13,37.9805,38.1054,36.6247,37.1332,1214403.0
2020-04-14,38.3195,38.7744,37.927,38.4801,2131335.0
2020-04-15,37.7754,37.7754,35.929,36.0628,1628565.0
2020-04-16,36.3661,36.9458,35.4295,36.7585,1194266.0
2020-04-17,37.4543,38.2303,37.1867,37.597,1294138.0
2020-04-18,37.4543,38.2303,37.1867,37.597,1294138.0
2020-04-19,37.4543,38.2303,37.1867,37.597,1294138.0
2020-04-20,37.4989,37.5078,36.3571,36.5266,1617537.0
2020-04-21,36.375,36.4909,34.6891,34.7337,1301469.0
2020-04-22,35.4027,35.6614,35.0192,35.3938,2753691.0
2020-04-23,35.4027,37.0796,35.3893,36.6069,4252557.0
2020-04-24,36.8477,38.5336,36.7496,38.4087,2355650.0
2020-04-25,36.8477,38.5336,36.7496,38.4087,2355650.0
2020-04-26,36.8477,38.5336,36.7496,38.4087,2355650.0
2020-04-27,38.0073,39.3448,37.9984,38.0876,2361882.0
2020-04-28,38.9796,39.0152,37.6014,37.704,2395035.0
2020-04-29,38.9171,40.264,37.9284,40.0321,3852689.0
2020-04-30,39.5504,39.5504,38.7209,39.042,1633959.0
2020-05-01,37.9716,38.4979,36.6426,36.9994,1700804.0
2020-05-02,37.9716,38.4979,36.6426,36.9994,1700804.0
2020-05-03,37.9716,38.4979,36.6426,36.9994,1700804.0
2020-05-04,37.0172,37.1956,35.6837,36.259,2759227.0
2020-05-05,36.7139,37.4543,36.6069,36.7496,2124066.0
2020-05-06,37.1421,38.0787,36.7184,37.9984,1566344.0
2020-05-07,38.4087,38.8636,38.1589,38.3641,1571245.0
2020-05-08,38.6317,40.1213,38.6317,40.0499,1553086.0
2020-05-09,38.6317,40.1213,38.6317,40.0499,1553086.0
2020-05-10,38.6317,40.1213,38.6317,40.0499,1553086.0
2020-05-11,38.819,39.7288,38.15,39.2561,1770136.0
2020-05-12,39.2828,39.6931,38.373,38.3819,1880233.0
2020-05-13,38.2392,38.2392,36.2367,36.9815,2011150.0
2020-05-14,36.3482,37.3918,35.5098,37.3205,1874718.0
2020-05-15,36.6515,37.8289,36.5089,37.8021,1539095.0
2020-05-16,36.6515,37.8289,36.5089,37.8021,1539095.0
2020-05-17,36.6515,37.8289,36.5089,37.8021,1539095.0
2020-05-18,39.0688,40.2194,38.9171,39.8269,1954428.0
2020-05-19,39.818,40.7011,39.3453,39.8537,1318560.0
2020-05-20,40.4959,41.156,40.4513,41.0133,1279231.0
2020-05-21,40.8884,41.4057,40.0143,40.5584,1410831.0
2020-05-22,40.3711,40.3711,39.3141,39.8537,1626798.0
2020-05-23,40.3711,40.3711,39.3141,39.8537,1626798.0
2020-05-24,40.3711,40.3711,39.3141,39.8537,1626798.0
2020-05-25,40.3711,40.3711,39.3141,39.8537,1626798.0
2020-05-26,41.2274,41.3344,40.041,40.264,2733508.0
2020-05-27,40.5405,41.4325,40.0678,41.2987,3107383.0
2020-05-28,39.9429,40.9508,39.2472,39.381,3458995.0
2020-05-29,39.3542,39.9072,38.8279,39.7288,3149225.0
2020-05-30,39.3542,39.9072,38.8279,39.7288,3149225.0
2020-05-31,39.3542,39.9072,38.8279,39.7288,3149225.0
2020-06-01,39.1134,39.3631,38.0608,38.0608,2651987.0
2020-06-02,38.2348,39.7199,37.8913,39.372,3313411.0
2020-06-03,39.4969,41.1114,39.3988,40.7546,2787851.0
2020-06-04,40.4424,40.9687,40.0232,40.3711,2104574.0
2020-06-05,41.4236,43.0827,41.272,42.8686,3646974.0
2020-06-06,41.4236,43.0827,41.272,42.8686,3646974.0
2020-06-07,41.4236,43.0827,41.272,42.8686,3646974.0
2020-06-08,43.3592,44.2868,43.2432,43.716,2246747.0
2020-06-09,43.3324,43.352,41.6287,41.6733,2414438.0
2020-06-10,41.9409,41.9499,40.9865,41.2274,1848188.0
2020-06-11,40.0767,40.1213,36.6693,36.6961,3755142.0
2020-06-12,37.927,38.3909,36.7719,37.8735,2512095.0
2020-06-13,37.927,38.3909,36.7719,37.8735,2512095.0
2020-06-14,37.927,38.3909,36.7719,37.8735,2512095.0
2020-06-15,36.9904,38.7744,36.6782,38.3909,2194094.0
2020-06-16,39.9429,40.3354,38.7298,39.5593,2371241.0
2020-06-17,39.8715,39.8715,38.3106,38.5068,2392565.0
2020-06-18,38.373,38.5286,37.597,38.1679,1716740.0
2020-06-19,38.5068,39.3274,37.5256,39.3185,6218535.0
2020-06-20,38.5068,39.3274,37.5256,39.3185,6218535.0
2020-06-21,38.5068,39.3274,37.5256,39.3185,6218535.0
2020-06-22,38.703,38.8725,37.1421,37.7308,3281198.0
2020-06-23,38.2035,38.926,37.7486,37.8111,2208019.0
2020-06-24,37.6594,37.6594,36.5088,36.5445,3337224.0
2020-06-25,36.1877,37.3205,35.6436,37.3116,2510059.0
2020-06-26,38.7387,39.6307,38.0251,39.2382,7401067.0
2020-06-27,38.7387,39.6307,38.0251,39.2382,7401067.0
2020-06-28,38.7387,39.6307,38.0251,39.2382,7401067.0
2020-06-29,39.5147,39.6039,38.4444,39.265,1886608.0
2020-06-30,39.2293,40.1837,39.042,39.5772,2387238.0
2020-07-01,39.5683,39.8314,38.703,38.8101,1685631.0
2020-07-02,39.3364,39.6575,38.7744,38.8458,1647163.0
2020-07-03,39.3364,39.6575,38.7744,38.8458,1647163.0
2020-07-04,39.3364,39.6575,38.7744,38.8458,1647163.0
2020-07-05,39.3364,39.6575,38.7744,38.8458,1647163.0
2020-07-06,39.6396,40.264,39.1936,40.1837,2980646.0
2020-07-07,39.6931,39.9161,38.0876,38.2303,2875345.0
2020-07-08,38.4711,39.0598,38.1411,39.0331,2012959.0
2020-07-09,38.8437,39.3578,38.0861,38.1492,2509648.0
2020-07-10,38.1943,38.9068,37.8399,38.7264,1832259.0
2020-07-11,38.1943,38.9068,37.8399,38.7264,1832259.0
2020-07-12,38.1943,38.9068,37.8399,38.7264,1832259.0
2020-07-13,39.3397,40.0161,39.0331,39.1413,2705431.0
2020-07-14,38.6272,39.457,38.3026,39.4209,1903314.0
2020-07-15,39.98,40.6384,39.4029,40.0251,2338234.0
2020-07-16,39.8267,40.1469,39.5742,39.9891,1893623.0
2020-07-17,40.1243,40.6835,39.8042,40.4129,2469823.0
2020-07-18,40.1243,40.6835,39.8042,40.4129,2469823.0
2020-07-19,40.1243,40.6835,39.8042,40.4129,2469823.0
2020-07-20,40.2596,40.8819,39.5381,40.7196,1992914.0
2020-07-21,40.6114,41.8638,40.6114,41.0894,2358329.0
2020-07-22,41.1976,41.1976,40.5572,40.5753,1217048.0
2020-07-23,40.5302,41.2336,40.0928,40.3047,1568747.0
2020-07-24,40.2686,40.2867,38.8347,38.9609,1989767.0
2020-07-25,40.2686,40.2867,38.8347,38.9609,1989767.0
2020-07-26,40.2686,40.2867,38.8347,38.9609,1989767.0
2020-07-27,38.979,39.9891,38.5371,39.7636,1762167.0
2020-07-28,39.7185,39.7861,38.6182,38.7355,1393584.0
2020-07-29,38.51,38.6814,37.3285,38.2665,2993407.0
2020-07-30,37.7163,39.0376,37.3917,38.6453,2526321.0
2020-07-31,38.6994,40.0522,37.9238,39.953,6108956.0
2020-08-01,38.6994,40.0522,37.9238,39.953,6108956.0
2020-08-02,38.6994,40.0522,37.9238,39.953,6108956.0
2020-08-03,39.8357,39.944,38.3206,38.5731,3833039.0
2020-08-04,38.4378,39.7907,38.4288,38.988,2810702.0
2020-08-05,39.2405,39.3938,38.6092,38.8707,2354511.0
2020-08-06,38.2214,38.6633,37.7705,38.0681,3683436.0
2020-08-07,38.1402,38.6408,37.4323,38.6002,2426770.0
2020-08-08,38.1402,38.6408,37.4323,38.6002,2426770.0
2020-08-09,38.1402,38.6408,37.4323,38.6002,2426770.0
2020-08-10,38.5912,39.971,38.5461,39.9259,2351654.0
2020-08-11,40.0071,40.909,39.1007,39.2946,1654317.0
2020-08-12,39.6824,39.6914,38.7174,39.0331,2922077.0
2020-08-13,38.528,38.7625,37.3736,37.6442,3674602.0
2020-08-14,37.7163,37.9148,37.2834,37.4819,2375495.0
2020-08-15,37.7163,37.9148,37.2834,37.4819,2375495.0
2020-08-16,37.7163,37.9148,37.2834,37.4819,2375495.0
2020-08-17,37.2744,37.7479,36.9227,37.2564,3236536.0
2020-08-18,37.3105,37.3105,36.1471,36.9768,3545381.0
2020-08-19,37.1572,38.1042,36.8956,37.4187,2231485.0
2020-08-20,37.4187,37.4277,36.8043,37.3556,2017874.0
2020-08-21,37.3015,37.6532,36.8325,37.2023,11407030.0
2020-08-22,37.3015,37.6532,36.8325,37.2023,11407030.0
2020-08-23,37.3015,37.6532,36.8325,37.2023,11407030.0
2020-08-24,37.8156,38.4739,37.2384,38.1492,3407143.0
2020-08-25,38.1763,38.7264,37.2203,37.6713,2475632.0
2020-08-26,37.8336,38.3477,37.1842,38.0681,6808385.0
2020-08-27,41.7748,42.0408,39.3217,39.6013,10789013.0
2020-08-28,39.6013,41.3689,39.1052,41.2517,4882982.0
2020-08-29,39.6013,41.3689,39.1052,41.2517,4882982.0
2020-08-30,39.6013,41.3689,39.1052,41.2517,4882982.0
2020-08-31,41.6575,42.839,41.0803,42.7398,5290910.0
2020-09-01,42.6225,42.7398,41.6305,42.0995,3166536.0
2020-09-02,42.2438,43.7138,42.0724,43.4252,3340768.0
2020-09-03,42.9833,43.5875,41.4952,41.9732,3177615.0
2020-09-04,42.1265,42.839,41.396,41.8469,2705489.0
2020-09-05,42.1265,42.839,41.396,41.8469,2705489.0
2020-09-06,42.1265,42.839,41.396,41.8469,2705489.0
2020-09-07,42.1265,42.839,41.396,41.8469,2705489.0
2020-09-08,40.7737,41.4772,40.7286,40.7647,2120610.0
2020-09-09,41.4501,42.1716,40.7917,42.0002,2612647.0
2020-09-10,42.352,42.352,40.0161,40.0161,2395267.0
2020-09-11,40.5031,40.6474,39.2135,39.7636,2340094.0
2020-09-12,40.5031,40.6474,39.2135,39.7636,2340094.0
2020-09-13,40.5031,40.6474,39.2135,39.7636,2340094.0
2020-09-14,40.0342,41.1886,39.953,40.927,2788635.0
2020-09-15,41.4952,41.5673,40.7106,40.927,3001850.0
2020-09-16,41.1435,41.9642,40.6114,40.6835,2391409.0
2020-09-17,39.7636,39.8989,38.6453,38.9429,3413646.0
2020-09-18,39.1954,39.2495,37.9689,38.4288,3702279.0
2020-09-19,39.1954,39.2495,37.9689,38.4288,3702279.0
2020-09-20,39.1954,39.2495,37.9689,38.4288,3702279.0
2020-09-21,37.7073,37.7073,36.7243,37.3285,2504326.0
2020-09-22,37.536,37.8561,36.9994,37.7705,2487859.0
2020-09-23,37.9238,38.4288,37.0399,37.1482,2042921.0
2020-09-24,36.9407,37.6577,36.4898,37.4187,1711271.0
2020-09-25,37.076,37.9283,37.058,37.8426,1605126.0
2020-09-26,37.076,37.9283,37.058,37.8426,1605126.0
2020-09-27,37.076,37.9283,37.058,37.8426,1605126.0
2020-09-28,38.501,39.3334,38.3386,39.3217,2268425.0
2020-09-29,39.4209,39.9259,39.227,39.6734,1749817.0
2020-09-30,39.7456,40.3318,39.1684,39.5381,2564797.0
2020-10-01,40.0161,40.0161,38.4378,38.6814,2084832.0
2020-10-02,38.023,39.2405,37.9418,38.5641,1882571.0
2020-10-03,38.023,39.2405,37.9418,38.5641,1882571.0
2020-10-04,38.023,39.2405,37.9418,38.5641,1882571.0
2020-10-05,39.1233,39.3668,38.8455,39.0962,2437444.0
2020-10-06,39.1954,40.2145,38.9429,39.1052,1662752.0
2020-10-07,39.5832,40.3498,39.4209,40.2145,1674503.0
2020-10-08,40.5011,42.202,40.5011,42.1747,2943187.0
2020-10-09,42.3844,42.5667,41.5,41.8191,1848725.0
2020-10-10,42.3844,42.5667,41.5,41.8191,1848725.0
2020-10-11,42.3844,42.5667,41.5,41.8191,1848725.0
2020-10-12,42.2738,43.0225,41.5794,42.5302,2011830.0
2020-10-13,43.3143,43.5604,42.1838,42.7399,2415556.0
2020-10-14,42.7399,43.3599,42.3388,42.5485,1557930.0
2020-10-15,41.8374,42.9359,41.7859,42.8949,1398735.0
2020-10-16,43.1137,43.451,42.5667,42.9861,1332058.0
2020-10-17,43.1137,43.451,42.5667,42.9861,1332058.0
2020-10-18,43.1137,43.451,42.5667,42.9861,1332058.0
2020-10-19,43.3781,44.618,43.1319,43.761,2792850.0
2020-10-20,43.9616,44.153,43.0636,43.0772,2183798.0
2020-10-21,43.1228,43.2687,42.4573,42.667,1660559.0
2020-10-22,42.7673,42.904,42.2385,42.5758,1668277.0
2020-10-23,43.2687,43.2687,42.4482,42.749,1803549.0
2020-10-24,43.2687,43.2687,42.4482,42.749,1803549.0
2020-10-25,43.2687,43.2687,42.4482,42.749,1803549.0
2020-10-26,42.3114,42.5621,40.3239,40.9621,2416425.0
2020-10-27,40.8071,41.0806,40.0441,40.1598,1340785.0
2020-10-28,39.2026,39.5581,38.1997,38.5553,2496861.0
2020-10-29,38.6556,40.4334,38.4732,40.2145,2725620.0
2020-10-30,39.6128,40.1963,39.2664,40.014,1548160.0
2020-10-31,39.6128,40.1963,39.2664,40.014,1548160.0
2020-11-01,39.6128,40.1963,39.2664,40.014,1548160.0
2020-11-02,40.5336,41.0259,40.0413,40.9712,1576148.0
2020-11-03,41.4909,42.4664,41.4909,42.202,1970538.0
2020-11-04,41.5,42.1838,40.9348,41.1809,2129679.0
2020-11-05,42.0106,42.749,41.7735,42.5849,1406629.0
2020-11-06,42.9223,43.1635,42.2476,42.8584,1696570.0
2020-11-07,42.9223,43.1635,42.2476,42.8584,1696570.0
2020-11-08,42.9223,43.1635,42.2476,42.8584,1696570.0
2020-11-09,44.4357,45.6756,44.1075,45.2653,2895323.0
2020-11-10,44.7639,46.0311,44.7456,45.5935,2474549.0
2020-11-11,45.7758,46.0311,44.6499,44.9189,1506386.0
2020-11-12,44.7092,45.0419,42.6123,43.2869,1995823.0
2020-11-13,43.7154,45.5434,43.4966,45.4294,1444179.0
2020-11-14,43.7154,45.5434,43.4966,45.4294,1444179.0
2020-11-15,43.7154,45.5434,43.4966,45.4294,1444179.0
2020-11-16,45.7501,47.0522,45.7485,47.0249,1658214.0
2020-11-17,46.2317,47.0978,45.6482,46.8608,1183411.0
2020-11-18,46.8699,47.8271,46.6966,46.9884,2065510.0
2020-11-19,46.7513,47.4442,46.332,47.3895,1176369.0
2020-11-20,47.5445,47.9001,47.1707,47.3075,1320489.0
2020-11-21,47.5445,47.9001,47.1707,47.3075,1320489.0
2020-11-22,47.5445,47.9001,47.1707,47.3075,1320489.0
2020-11-23,47.426,48.9612,47.426,48.83,1604228.0
2020-11-24,49.4044,50.8084,49.2311,50.471,2638856.0
2020-11-25,49.8237,50.3799,48.6021,48.7935,2576477.0
2020-11-26,49.8237,50.3799,48.6021,48.7935,2576477.0
2020-11-27,48.8026,49.2573,48.3468,48.5565,739117.0
2020-11-28,48.8026,49.2573,48.3468,48.5565,739117.0
2020-11-29,48.8026,49.2573,48.3468,48.5565,739117.0
2020-11-30,48.5109,48.6568,47.7086,48.6021,4534035.0
2020-12-01,47.9913,49.6241,47.9913,49.377,4005163.0
2020-12-02,52.7457,55.0933,51.8659,53.9993,9338832.0
2020-12-03,54.1043,54.3366,52.8004,53.3246,3474974.0
2020-12-04,53.4705,54.7742,53.3337,54.6921,1894273.0
2020-12-05,53.4705,54.7742,53.3337,54.6921,1894273.0
2020-12-06,53.4705,54.7742,53.3337,54.6921,1894273.0
2020-12-07,54.5189,55.5127,54.0996,55.0386,1910611.0
2020-12-08,54.8563,55.7771,54.6233,55.2027,1967895.0
2020-12-09,55.5674,56.242,54.9657,55.4124,1409737.0
2020-12-10,54.2363,56.0779,54.2363,55.7224,1807636.0
2020-12-11,55.4306,56.6979,55.2394,56.3605,1877723.0
2020-12-12,55.4306,56.6979,55.2394,56.3605,1877723.0
2020-12-13,55.4306,56.6979,55.2394,56.3605,1877723.0
2020-12-14,56.7252,57.4272,55.9138,56.2238,2136804.0
2020-12-15,56.7324,57.2631,56.0232,57.1172,1867603.0
2020-12-16,58.3571,59.2962,58.2842,58.4118,3128297.0
2020-12-17,58.6124,58.658,57.5731,58.4574,2538221.0
2020-12-18,58.4848,59.1959,58.1748,59.0956,4568401.0
2020-12-19,58.4848,59.1959,58.1748,59.0956,4568401.0
2020-12-20,58.4848,59.1959,58.1748,59.0956,4568401.0
2020-12-21,57.9651,58.9133,57.6004,58.8403,1695425.0
2020-12-22,59.9799,60.7868,59.7247,60.3355,2721725.0
2020-12-23,60.6819,61.6574,60.2808,60.3264,1421222.0
2020-12-24,60.2717,60.4175,59.67,59.9891,509618.0
2020-12-25,60.2717,60.4175,59.67,59.9891,509618.0
2020-12-26,60.2717,60.4175,59.67,59.9891,509618.0
2020-12-27,60.2717,60.4175,59.67,59.9891,509618.0
2020-12-28,60.8005,61.425,59.9252,60.0802,1347172.0
2020-12-29,60.0438,60.4175,59.0135,59.3053,1146018.0
2020-12-30,59.2871,60.6455,59.2871,59.5606,1349432.0
2020-12-31,59.5059,60.5269,59.2688,60.3902,1032678.0
2021-01-01,59.5059,60.5269,59.2688,60.3902,1032678.0
2021-01-02,59.5059,60.5269,59.2688,60.3902,1032678.0
2021-01-03,59.5059,60.5269,59.2688,60.3902,1032678.0
2021-01-04,60.5999,60.8324,58.5212,59.1321,2319930.0
2021-01-05,58.6945,59.8523,58.658,59.4147,1860328.0
2021-01-06,59.0227,60.6364,58.9588,59.4694,2406416.0
2021-01-07,59.8735,60.5899,59.4143,59.9195,2014897.0
2021-01-08,59.9837,60.4522,59.2903,59.6715,2670827.0
2021-01-09,59.9837,60.4522,59.2903,59.6715,2670827.0
2021-01-10,59.9837,60.4522,59.2903,59.6715,2670827.0
2021-01-11,58.9505,60.3236,58.7898,59.9011,1440378.0
2021-01-12,60.4797,61.1318,60.0756,60.7644,1550377.0
2021-01-13,60.6358,60.7461,59.5613,59.8827,981947.0
2021-01-14,60.0572,60.7828,59.7082,60.4705,928181.0
2021-01-15,60.0572,60.544,59.1847,59.3868,1475821.0
2021-01-16,60.0572,60.544,59.1847,59.3868,1475821.0
2021-01-17,60.0572,60.544,59.1847,59.3868,1475821.0
2021-01-18,60.0572,60.544,59.1847,59.3868,1475821.0
2021-01-19,59.699,60.0205,58.5969,59.0377,1306652.0
2021-01-20,59.4878,59.6347,58.8075,59.249,1062214.0
2021-01-21,59.0699,59.9562,58.7071,59.6715,980584.0
2021-01-22,58.7163,59.6338,58.2295,59.4786,1466662.0
2021-01-23,58.7163,59.6338,58.2295,59.4786,1466662.0
2021-01-24,58.7163,59.6338,58.2295,59.4786,1466662.0
2021-01-25,59.5796,60.3052,59.0102,60.296,1693633.0
2021-01-26,60.4797,60.8563,59.6347,60.3419,1968459.0
2021-01-27,59.8276,64.8791,59.8001,63.2718,4425215.0
2021-01-28,63.1616,64.2913,61.8666,61.9033,2843604.0
2021-01-29,61.6094,62.5278,60.1858,61.0216,5979727.0
2021-01-30,61.6094,62.5278,60.1858,61.0216,5979727.0
2021-01-31,61.6094,62.5278,60.1858,61.0216,5979727.0
2021-02-01,61.3844,61.94,60.6542,60.691,1955411.0
2021-02-02,61.2604,61.4441,59.4051,59.7725,2336664.0
2021-02-03,60.0205,61.7196,59.7174,61.2237,1844806.0
2021-02-04,61.2788,61.5359,60.6083,61.4624,1102456.0
2021-02-05,61.7563,62.3442,61.2099,61.8849,1447772.0
2021-02-06,61.7563,62.3442,61.2099,61.8849,1447772.0
2021-02-07,61.7563,62.3442,61.2099,61.8849,1447772.0
2021-02-08,62.3993,64.0617,62.1697,64.0433,1105580.0
2021-02-09,64.0433,64.6586,63.4922,64.1719,1121168.0
2021-02-10,64.2913,64.576,62.6105,63.1432,1847879.0
2021-02-11,63.9096,64.1443,62.7023,63.5198,1294203.0
2021-02-12,63.3085,64.2109,63.235,64.1627,1048584.0
2021-02-13,63.3085,64.2109,63.235,64.1627,1048584.0
2021-02-14,63.3085,64.2109,63.235,64.1627,1048584.0
2021-02-15,63.3085,64.2109,63.235,64.1627,1048584.0
2021-02-16,64.1902,64.3556,63.1891,63.235,1418877.0
2021-02-17,63.2718,63.3177,61.9217,62.6748,1490796.0
2021-02-18,62.2982,63.134,62.0319,62.5187,1319525.0
2021-02-19,63.9055,65.8297,63.7907,65.5312,3231678.0
2021-02-20,63.9055,65.8297,63.7907,65.5312,3231678.0
2021-02-21,63.9055,65.8297,63.7907,65.5312,3231678.0
2021-02-22,64.8056,65.7332,64.227,65.274,2196961.0
2021-02-23,64.4445,64.9985,62.3075,63.6759,1691098.0
2021-02-24,63.2167,65.7332,63.1432,65.7332,2222333.0
2021-02-25,62.4084,62.4084,56.1722,56.2181,6272551.0
2021-02-26,57.2651,58.7347,56.3283,57.4948,4088977.0
2021-02-27,57.2651,58.7347,56.3283,57.4948,4088977.0
2021-02-28,57.2651,58.7347,56.3283,57.4948,4088977.0
