,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity,NTAP US Equity
2022-05-04,70.2436,72.6094,69.6664,72.581,2003317.0
2022-05-05,71.3319,72.1362,68.5403,69.1838,2008790.0
2022-05-06,69.0607,70.1963,68.1712,69.0702,1674947.0
2022-05-07,69.0607,70.1963,68.1712,69.0702,1674947.0
2022-05-08,69.0607,70.1963,68.1712,69.0702,1674947.0
2022-05-09,67.8968,68.5024,67.0546,67.4899,1624731.0
2022-05-10,68.8336,70.1302,67.5372,69.0986,2276673.0
2022-05-11,68.7011,69.7326,65.938,65.9947,2091082.0
2022-05-12,65.8244,66.9316,64.5668,65.938,1951444.0
2022-05-13,67.0451,67.6034,65.9664,67.3858,1993389.0
2022-05-14,67.0451,67.6034,65.9664,67.3858,1993389.0
2022-05-15,67.0451,67.6034,65.9664,67.3858,1993389.0
2022-05-16,67.4994,68.1712,66.7139,67.6602,1225216.0
2022-05-17,68.9093,70.007,68.7106,69.9313,1269818.0
2022-05-18,69.1932,69.3636,66.5341,66.9316,1318107.0
2022-05-19,65.6919,66.0421,62.5502,64.5942,3337977.0
2022-05-20,65.1336,65.3134,61.1118,63.0612,2464791.0
2022-05-21,65.1336,65.3134,61.1118,63.0612,2464791.0
2022-05-22,65.1336,65.3134,61.1118,63.0612,2464791.0
2022-05-23,63.3546,65.5216,63.3451,64.8308,2069603.0
2022-05-24,64.5374,64.7787,62.096,63.7804,1653294.0
2022-05-25,63.7804,66.4963,63.5438,65.7109,1395388.0
2022-05-26,65.2188,67.083,65.0484,66.7045,2088802.0
2022-05-27,67.8306,69.1364,67.5561,69.127,1904360.0
2022-05-28,67.8306,69.1364,67.5561,69.127,1904360.0
2022-05-29,67.8306,69.1364,67.5561,69.127,1904360.0
2022-05-30,67.8306,69.1364,67.5561,69.127,1904360.0
2022-05-31,68.4173,68.8809,67.7806,68.0861,2918725.0
2022-06-01,67.7549,69.7421,67.4426,68.616,2725502.0
2022-06-02,68.3226,69.7137,66.3449,68.985,3853476.0
2022-06-03,67.8116,69.1648,67.1871,67.2912,1625918.0
2022-06-04,67.8116,69.1648,67.1871,67.2912,1625918.0
2022-06-05,67.8116,69.1648,67.1871,67.2912,1625918.0
2022-06-06,68.0955,68.5214,66.9316,67.0641,1280001.0
2022-06-07,66.8369,67.717,66.2219,67.6224,1353593.0
2022-06-08,67.4615,67.5751,66.1935,66.3165,1273791.0
2022-06-09,66.184,66.3827,64.1021,64.1305,1151756.0
2022-06-10,63.3924,63.9981,62.607,63.2221,1718826.0
2022-06-11,63.3924,63.9981,62.607,63.2221,1718826.0
2022-06-12,63.3924,63.9981,62.607,63.2221,1718826.0
2022-06-13,61.7648,62.8246,60.8753,61.0078,1635546.0
2022-06-14,61.7932,61.831,60.2886,60.8658,1747617.0
2022-06-15,61.2822,62.8246,60.9699,61.9162,2371949.0
2022-06-16,60.7617,60.7617,59.5315,59.8911,2143164.0
2022-06-17,60.0425,61.2538,59.4085,60.3359,3596798.0
2022-06-18,60.0425,61.2538,59.4085,60.3359,3596798.0
2022-06-19,60.0425,61.2538,59.4085,60.3359,3596798.0
2022-06-20,60.0425,61.2538,59.4085,60.3359,3596798.0
2022-06-21,61.5471,62.2947,61.0267,61.0361,2022682.0
2022-06-22,60.5062,62.0014,60.3548,61.2254,2509591.0
2022-06-23,61.5282,61.8783,60.6387,61.3673,1952327.0
2022-06-24,62.1622,64.0927,61.7553,63.2221,4509316.0
2022-06-25,62.1622,64.0927,61.7553,63.2221,4509316.0
2022-06-26,62.1622,64.0927,61.7553,63.2221,4509316.0
2022-06-27,63.5911,64.3293,63.0991,63.6574,1452833.0
2022-06-28,63.8466,64.4333,61.8973,62.1149,1378910.0
2022-06-29,62.3326,62.3326,61.4904,61.85,1104296.0
2022-06-30,61.0361,62.2474,60.9699,61.7364,1475532.0
2022-07-01,61.6039,61.6134,58.2824,59.4085,2066237.0
2022-07-02,61.6039,61.6134,58.2824,59.4085,2066237.0
2022-07-03,61.6039,61.6134,58.2824,59.4085,2066237.0
2022-07-04,61.6039,61.6134,58.2824,59.4085,2066237.0
2022-07-05,58.5474,60.7996,57.9701,60.7712,2388966.0
2022-07-06,60.8847,61.0267,59.4274,59.929,1393955.0
2022-07-07,61.0163,62.1323,60.6443,61.7985,1457953.0
2022-07-08,61.7985,62.3135,61.3765,62.0369,1495785.0
2022-07-09,61.7985,62.3135,61.3765,62.0369,1495785.0
2022-07-10,61.7985,62.3135,61.3765,62.0369,1495785.0
2022-07-11,61.7031,61.8843,60.9591,61.4265,1380791.0
2022-07-12,61.9797,62.4185,60.9209,61.3502,1219180.0
2022-07-13,60.549,61.6363,60.2151,61.3216,1762543.0
2022-07-14,60.568,62.2086,60.2413,61.9892,1347449.0
2022-07-15,62.1991,63.0098,61.9511,62.9049,1330707.0
2022-07-16,62.1991,63.0098,61.9511,62.9049,1330707.0
2022-07-17,62.1991,63.0098,61.9511,62.9049,1330707.0
2022-07-18,63.4009,64.2593,62.2277,62.5425,1326233.0
2022-07-19,63.2483,65.3372,63.1486,65.1559,1355406.0
2022-07-20,65.1273,66.9302,64.9461,66.3864,1360588.0
2022-07-21,66.2433,67.3211,65.919,67.2639,968940.0
2022-07-22,66.7584,67.4642,65.6424,66.0621,1359757.0
2022-07-23,66.7584,67.4642,65.6424,66.0621,1359757.0
2022-07-24,66.7584,67.4642,65.6424,66.0621,1359757.0
2022-07-25,66.1765,66.1813,65.3658,65.9762,1234896.0
2022-07-26,66.0812,67.4165,65.795,66.2147,1425181.0
2022-07-27,66.0716,67.798,66.0716,67.3116,1076539.0
2022-07-28,67.3784,68.6183,66.9014,68.399,1136257.0
2022-07-29,68.294,68.4562,67.2448,68.0365,1043340.0
2022-07-30,68.294,68.4562,67.2448,68.0365,1043340.0
2022-07-31,68.294,68.4562,67.2448,68.0365,1043340.0
2022-08-01,67.9125,68.7328,67.5214,68.6374,1075332.0
2022-08-02,68.4466,68.6469,67.6426,68.0747,628121.0
2022-08-03,68.4466,69.2908,68.1605,69.2002,631205.0
2022-08-04,69.2002,69.2192,68.4371,68.7805,780847.0
2022-08-05,68.3513,69.4195,68.0365,69.0285,838832.0
2022-08-06,68.3513,69.4195,68.0365,69.0285,838832.0
2022-08-07,68.3513,69.4195,68.0365,69.0285,838832.0
2022-08-08,69.1716,69.6771,68.3608,69.2956,899940.0
2022-08-09,69.2002,69.2002,67.0779,67.8171,932123.0
2022-08-10,69.162,70.3448,68.8568,69.9155,841675.0
2022-08-11,70.4497,71.6467,70.0491,70.2971,771750.0
2022-08-12,70.4306,71.6801,70.4306,71.4703,853511.0
2022-08-13,70.4306,71.6801,70.4306,71.4703,853511.0
2022-08-14,70.4306,71.6801,70.4306,71.4703,853511.0
2022-08-15,71.3558,72.1666,70.8217,71.1841,803075.0
2022-08-16,71.0792,71.8995,70.9457,71.3177,686538.0
2022-08-17,70.898,70.898,69.3242,69.9823,1676007.0
2022-08-18,70.3257,72.157,69.8678,72.0044,930979.0
2022-08-19,70.9457,71.1651,70.1921,70.8598,1046213.0
2022-08-20,70.9457,71.1651,70.1921,70.8598,1046213.0
2022-08-21,70.9457,71.1651,70.1921,70.8598,1046213.0
2022-08-22,69.8774,70.1254,69.4005,69.658,1024899.0
2022-08-23,69.658,70.6595,69.6103,69.8965,1142327.0
2022-08-24,69.8774,70.5641,69.2765,69.4577,1607073.0
2022-08-25,75.4382,75.4382,73.4733,74.9327,2953596.0
2022-08-26,73.8548,74.2078,71.3558,71.4989,2291556.0
2022-08-27,73.8548,74.2078,71.3558,71.4989,2291556.0
2022-08-28,73.8548,74.2078,71.3558,71.4989,2291556.0
2022-08-29,70.9361,71.1364,69.3432,70.0586,1463040.0
2022-08-30,70.2017,70.2017,68.7519,68.9426,1034681.0
2022-08-31,68.8949,69.3623,68.4085,68.7996,1368555.0
2022-09-01,68.1891,68.9426,67.3116,68.8282,1259622.0
2022-09-02,69.3909,69.8678,67.7265,67.9888,1045824.0
2022-09-03,69.3909,69.8678,67.7265,67.9888,1045824.0
2022-09-04,69.3909,69.8678,67.7265,67.9888,1045824.0
2022-09-05,69.3909,69.8678,67.7265,67.9888,1045824.0
2022-09-06,68.0937,68.6231,67.0159,67.4356,1193320.0
2022-09-07,67.3497,68.0603,66.9825,67.4356,1117600.0
2022-09-08,67.0731,68.1223,66.5867,68.1128,1121809.0
2022-09-09,68.6756,69.3814,68.4419,69.1048,1370223.0
2022-09-10,68.6756,69.3814,68.4419,69.1048,1370223.0
2022-09-11,68.6756,69.3814,68.4419,69.1048,1370223.0
2022-09-12,69.6199,70.2494,69.0857,70.0109,1888119.0
2022-09-13,68.6565,69.4863,67.3402,67.779,1562990.0
2022-09-14,67.9602,68.2559,66.4388,67.0159,1563079.0
2022-09-15,66.9873,66.9873,65.5422,65.8904,1287990.0
2022-09-16,65.6996,65.6996,64.6886,65.5089,3334857.0
2022-09-17,65.6996,65.6996,64.6886,65.5089,3334857.0
2022-09-18,65.6996,65.6996,64.6886,65.5089,3334857.0
2022-09-19,63.6775,65.0701,63.668,64.4883,1577990.0
2022-09-20,63.8969,63.9637,62.7904,63.2387,1118448.0
2022-09-21,63.5535,64.0066,62.2849,62.3326,1408162.0
2022-09-22,62.056,62.18,61.1785,61.2643,984833.0
2022-09-23,60.673,60.7397,59.5331,60.5394,1203581.0
2022-09-24,60.673,60.7397,59.5331,60.5394,1203581.0
2022-09-25,60.673,60.7397,59.5331,60.5394,1203581.0
2022-09-26,60.2723,61.1594,59.5188,59.7191,1427122.0
2022-09-27,60.3105,60.692,59.2518,59.6428,1620604.0
2022-09-28,59.7382,60.8923,59.5006,60.7588,1311175.0
2022-09-29,59.7954,60.0911,59.1564,60.0339,1323719.0
2022-09-30,59.9957,60.63,58.8988,58.9942,1987176.0
2022-10-01,59.9957,60.63,58.8988,58.9942,1987176.0
2022-10-02,59.9957,60.63,58.8988,58.9942,1987176.0
2022-10-03,59.7382,61.3502,59.4234,61.1785,1664145.0
2022-10-04,62.3994,63.6298,62.2924,63.4867,2090531.0
2022-10-05,63.0194,64.4787,62.8763,64.0877,1454633.0
2022-10-06,63.857,64.5201,63.3766,64.3856,2566246.0
2022-10-07,63.4246,63.6937,62.675,63.5015,1313593.0
2022-10-08,63.4246,63.6937,62.675,63.5015,1313593.0
2022-10-09,63.4246,63.6937,62.675,63.5015,1313593.0
2022-10-10,63.7609,63.9724,61.1375,61.5411,2526200.0
2022-10-11,61.3969,61.5026,59.3693,59.6383,1713253.0
2022-10-12,59.9843,60.9261,59.6095,59.8978,1200577.0
2022-10-13,58.6582,61.8294,58.1969,61.6084,2147585.0
2022-10-14,62.012,62.1081,59.8498,59.9747,2417180.0
2022-10-15,62.012,62.1081,59.8498,59.9747,2417180.0
2022-10-16,62.012,62.1081,59.8498,59.9747,2417180.0
2022-10-17,61.2144,61.7621,60.3495,60.705,2190764.0
2022-10-18,62.1561,62.5405,59.7248,60.2918,1933379.0
2022-10-19,59.869,60.8444,59.523,59.8594,1280967.0
2022-10-20,60.1284,61.1999,59.696,60.042,1606567.0
2022-10-21,60.1669,63.2516,59.8161,63.0402,1703060.0
2022-10-22,60.1669,63.2516,59.8161,63.0402,1703060.0
2022-10-23,60.1669,63.2516,59.8161,63.0402,1703060.0
2022-10-24,63.3189,63.9435,62.7904,63.7513,1338884.0
2022-10-25,63.7706,65.2889,63.3669,65.2024,1393112.0
2022-10-26,64.1453,66.0769,63.8667,64.8276,1832563.0
2022-10-27,65.5964,66.2883,64.6066,64.8372,2391366.0
2022-10-28,65.0775,66.74,65.0487,66.6919,1548689.0
2022-10-29,65.0775,66.74,65.0487,66.6919,1548689.0
2022-10-30,65.0775,66.74,65.0487,66.6919,1548689.0
2022-10-31,66.1634,67.0283,65.5772,66.567,1794894.0
2022-11-01,67.2109,68.5562,66.8601,68.2487,1444455.0
2022-11-02,67.8547,68.537,66.0385,66.1826,1196348.0
2022-11-03,65.0871,65.5291,64.2414,65.0006,780724.0
2022-11-04,66.3364,68.2295,65.1832,66.1057,1298268.0
2022-11-05,66.3364,68.2295,65.1832,66.1057,1298268.0
2022-11-06,66.3364,68.2295,65.1832,66.1057,1298268.0
2022-11-07,65.9039,67.0187,65.5676,66.6823,1151789.0
2022-11-08,66.8745,67.7682,66.346,66.7304,1016148.0
2022-11-09,66.1922,66.4133,65.1351,65.3562,1412069.0
2022-11-10,67.8932,69.2866,67.3934,69.104,1528909.0
2022-11-11,69.6037,71.1509,68.8421,70.6319,1406194.0
2022-11-12,69.6037,71.1509,68.8421,70.6319,1406194.0
2022-11-13,69.6037,71.1509,68.8421,70.6319,1406194.0
2022-11-14,70.286,71.3116,69.7959,70.3244,1155292.0
2022-11-15,71.3623,72.0446,70.5647,71.074,876491.0
2022-11-16,70.7665,70.7665,69.4644,69.5076,815236.0
2022-11-17,68.6812,70.0746,68.0959,70.0169,929907.0
2022-11-18,70.5262,71.1413,70.1226,70.8434,1527822.0
2022-11-19,70.5262,71.1413,70.1226,70.8434,1527822.0
2022-11-20,70.5262,71.1413,70.1226,70.8434,1527822.0
2022-11-21,70.5262,70.6319,69.4884,69.6902,1116039.0
2022-11-22,69.9304,71.122,69.5557,70.9971,1033029.0
2022-11-23,70.9875,72.208,70.8722,71.7467,932024.0
2022-11-24,70.9875,72.208,70.8722,71.7467,932024.0
2022-11-25,71.7082,72.256,71.3527,71.7467,486206.0
2022-11-26,71.7082,72.256,71.3527,71.7467,486206.0
2022-11-27,71.7082,72.256,71.3527,71.7467,486206.0
2022-11-28,71.3815,71.42,69.4307,69.7382,1669098.0
2022-11-29,70.1707,70.4686,68.8926,68.9887,1889908.0
2022-11-30,62.3291,65.4763,61.9831,64.9718,7561525.0
2022-12-01,64.7229,65.8271,63.3477,65.4138,3102123.0
2022-12-02,63.8859,64.7123,63.4135,63.8378,1707310.0
2022-12-03,63.8859,64.7123,63.4135,63.8378,1707310.0
2022-12-04,63.8859,64.7123,63.4135,63.8378,1707310.0
2022-12-05,62.7423,63.6745,61.7045,62.1369,1774873.0
2022-12-06,61.9063,61.9351,60.2904,60.6185,2081430.0
2022-12-07,60.2342,60.8396,59.8786,60.5224,2254814.0
2022-12-08,61.2047,61.6468,60.6714,61.4258,1716275.0
2022-12-09,61.4162,63.0104,61.2816,61.7813,3408951.0
2022-12-10,61.4162,63.0104,61.2816,61.7813,3408951.0
2022-12-11,61.4162,63.0104,61.2816,61.7813,3408951.0
2022-12-12,61.6948,62.7711,61.6564,62.7423,1531679.0
2022-12-13,63.2901,64.376,61.8726,62.3771,2333537.0
2022-12-14,61.9735,62.9729,61.3008,61.8774,1440610.0
2022-12-15,61.099,61.1086,58.6293,58.9849,3177283.0
2022-12-16,58.4852,59.129,57.3704,57.9662,3720286.0
2022-12-17,58.4852,59.129,57.3704,57.9662,3720286.0
2022-12-18,58.4852,59.129,57.3704,57.9662,3720286.0
2022-12-19,58.1392,58.3602,56.4767,56.8803,1755120.0
2022-12-20,56.0635,57.4089,55.8905,57.1494,1944697.0
2022-12-21,57.6972,58.1104,57.1014,57.7068,1865753.0
2022-12-22,57.0918,57.1014,56.1404,56.6689,1762905.0
2022-12-23,56.7362,56.8131,56.0539,56.7362,808340.0
2022-12-24,56.7362,56.8131,56.0539,56.7362,808340.0
2022-12-25,56.7362,56.8131,56.0539,56.7362,808340.0
2022-12-26,56.7362,56.8131,56.0539,56.7362,808340.0
2022-12-27,56.9764,57.3704,56.3422,56.7458,689617.0
2022-12-28,56.3999,56.8515,55.8137,55.9098,1046439.0
2022-12-29,56.3806,58.0143,56.2461,57.7452,1075517.0
2022-12-30,57.4281,57.7356,56.7939,57.7164,1382207.0
2022-12-31,57.4281,57.7356,56.7939,57.7164,1382207.0
2023-01-01,57.4281,57.7356,56.7939,57.7164,1382207.0
2023-01-02,57.4281,57.7356,56.7939,57.7164,1382207.0
2023-01-03,58.0431,58.514,57.6107,58.4179,1482445.0
2023-01-04,59.3308,60.3303,59.1579,59.5134,2013894.0
2023-01-05,59.5425,59.7847,58.7772,59.4166,1221749.0
2023-01-06,60.0947,62.0711,59.5909,61.6642,1462600.0
2023-01-07,60.0947,62.0711,59.5909,61.6642,1462600.0
2023-01-08,60.0947,62.0711,59.5909,61.6642,1462600.0
2023-01-09,61.8773,63.0883,61.7708,61.8095,2574696.0
2023-01-10,60.8698,62.4877,60.8504,62.2067,1834006.0
2023-01-11,62.4877,62.7056,61.7078,62.4392,1425135.0
2023-01-12,62.2939,62.5749,61.6545,62.0517,1671316.0
2023-01-13,61.7126,62.9139,61.6157,62.6427,1497620.0
2023-01-14,61.7126,62.9139,61.6157,62.6427,1497620.0
2023-01-15,61.7126,62.9139,61.6157,62.6427,1497620.0
2023-01-16,61.7126,62.9139,61.6157,62.6427,1497620.0
2023-01-17,62.788,63.4371,62.4489,62.7492,2329138.0
2023-01-18,63.2724,63.7568,62.7396,62.9333,1663461.0
2023-01-19,62.7686,62.9527,61.7998,62.4974,1549736.0
2023-01-20,62.507,63.4952,61.9887,63.4274,1077314.0
2023-01-21,62.507,63.4952,61.9887,63.4274,1077314.0
2023-01-22,62.507,63.4952,61.9887,63.4274,1077314.0
2023-01-23,63.9021,65.4275,63.6744,64.9194,1318112.0
2023-01-24,64.8709,65.3844,64.4543,64.774,1047692.0
2023-01-25,64.2799,64.5706,63.5871,64.2993,1213347.0
2023-01-26,64.9097,65.1858,63.5969,63.7374,2337661.0
2023-01-27,63.7471,64.4059,63.3886,63.4952,1724171.0
2023-01-28,63.7471,64.4059,63.3886,63.4952,1724171.0
2023-01-29,63.7471,64.4059,63.3886,63.4952,1724171.0
2023-01-30,63.1464,64.1928,63.0302,63.4662,1699664.0
2023-01-31,63.5243,64.1928,62.2261,64.1637,4312978.0
2023-02-01,63.9699,65.3747,63.2821,65.0162,1952605.0
2023-02-02,65.5685,67.5739,65.3941,66.8957,2243027.0
2023-02-03,66.1788,66.7092,65.2197,65.5103,1349151.0
2023-02-04,66.1788,66.7092,65.2197,65.5103,1349151.0
2023-02-05,66.1788,66.7092,65.2197,65.5103,1349151.0
2023-02-06,64.7547,64.9969,63.8295,64.0184,1319348.0
2023-02-07,63.8634,65.4134,63.5921,65.3166,1865172.0
2023-02-08,64.9194,65.0647,63.999,64.3381,1170409.0
2023-02-09,64.6772,65.1616,63.5921,63.9312,1826129.0
2023-02-10,63.718,64.7062,63.563,64.2703,1640990.0
2023-02-11,63.718,64.7062,63.563,64.2703,1640990.0
2023-02-12,63.718,64.7062,63.563,64.2703,1640990.0
2023-02-13,63.9893,65.6169,63.8634,65.6072,1411856.0
2023-02-14,65.1228,66.111,64.4737,65.6072,1580029.0
2023-02-15,65.0937,66.5857,65.0453,66.5663,1461379.0
2023-02-16,66.2563,66.5373,65.6653,65.83,1318657.0
2023-02-17,65.4425,65.5781,64.5512,65.3069,1243123.0
2023-02-18,65.4425,65.5781,64.5512,65.3069,1243123.0
2023-02-19,65.4425,65.5781,64.5512,65.3069,1243123.0
2023-02-20,65.4425,65.5781,64.5512,65.3069,1243123.0
2023-02-21,64.5996,64.8612,63.4758,63.8924,1736976.0
2023-02-22,63.8052,64.5028,63.1174,63.7762,2536881.0
2023-02-23,62.5167,64.2993,61.3348,64.154,4423273.0
2023-02-24,63.3208,64.3768,62.4877,63.3402,2131177.0
2023-02-25,63.3208,64.3768,62.4877,63.3402,2131177.0
2023-02-26,63.3208,64.3768,62.4877,63.3402,2131177.0
2023-02-27,63.7859,63.9118,62.5845,62.7492,2107197.0
2023-02-28,62.7686,63.3015,62.3423,62.5361,2111031.0
2023-03-01,62.4102,63.0205,62.197,62.5845,1466329.0
2023-03-02,62.1835,63.2724,61.4995,63.1077,1247615.0
2023-03-03,63.2627,64.0087,63.0689,63.7277,1192256.0
2023-03-04,63.2627,64.0087,63.0689,63.7277,1192256.0
2023-03-05,63.2627,64.0087,63.0689,63.7277,1192256.0
2023-03-06,64.1831,64.3187,63.1658,63.3208,1314442.0
2023-03-07,63.1561,63.2579,61.7514,61.9258,1374222.0
2023-03-08,62.0226,62.9866,61.664,62.8364,1310160.0
2023-03-09,62.7686,63.2094,61.3445,61.422,1435293.0
2023-03-10,61.0345,61.1895,59.9494,60.2788,1775562.0
2023-03-11,61.0345,61.1895,59.9494,60.2788,1775562.0
2023-03-12,61.0345,61.1895,59.9494,60.2788,1775562.0
2023-03-13,60.0753,60.4532,59.2955,59.4359,2023181.0
2023-03-14,60.1529,60.7923,58.9225,59.2131,2842000.0
2023-03-15,58.1862,59.1744,57.8665,59.1453,2414861.0
2023-03-16,58.6609,60.1916,58.5253,60.0463,2036045.0
2023-03-17,60.2497,60.521,59.4941,59.5522,7681435.0
2023-03-18,60.2497,60.521,59.4941,59.5522,7681435.0
2023-03-19,60.2497,60.521,59.4941,59.5522,7681435.0
2023-03-20,59.6103,61.2475,59.5038,61.0054,2150266.0
2023-03-21,61.3639,62.197,61.3379,62.1873,1870133.0
2023-03-22,61.8579,62.1583,59.6103,59.6297,2247469.0
2023-03-23,59.93,61.0829,59.0387,59.6103,2101774.0
2023-03-24,59.4747,59.5522,57.944,59.155,1931146.0
2023-03-25,59.4747,59.5522,57.944,59.155,1931146.0
2023-03-26,59.4747,59.5522,57.944,59.155,1931146.0
2023-03-27,59.4456,60.1529,59.3681,59.7363,1433021.0
2023-03-28,59.3875,59.6975,58.3993,58.8837,1368736.0
2023-03-29,59.7653,60.3079,59.4844,60.1141,1256098.0
2023-03-30,60.5016,60.7729,59.93,60.6179,1158843.0
2023-03-31,60.676,61.9161,60.676,61.8579,1313734.0
2023-04-01,60.676,61.9161,60.676,61.8579,1313734.0
2023-04-02,60.676,61.9161,60.676,61.8579,1313734.0
2023-04-03,61.7998,62.4295,61.5092,62.1873,1959252.0
2023-04-04,62.2648,62.3617,60.8019,61.2185,2217193.0
2023-04-05,60.9549,61.531,60.6033,61.3357,1764800.0
2023-04-06,61.0135,61.9705,60.8768,61.5213,2875847.0
2023-04-07,61.0135,61.9705,60.8768,61.5213,2875847.0
2023-04-08,61.0135,61.9705,60.8768,61.5213,2875847.0
2023-04-09,61.0135,61.9705,60.8768,61.5213,2875847.0
2023-04-10,62.8103,64.2067,62.3904,63.5232,2418721.0
2023-04-11,63.8552,65.2321,63.7868,65.0368,2061620.0
2023-04-12,65.5836,65.6129,64.529,64.8415,2305898.0
2023-04-13,64.9391,65.3981,64.5026,65.2419,1394350.0
2023-04-14,65.3883,65.7789,64.3776,64.7926,1485979.0
2023-04-15,65.3883,65.7789,64.3776,64.7926,1485979.0
2023-04-16,65.3883,65.7789,64.3776,64.7926,1485979.0
2023-04-17,64.9391,66.1403,64.6852,66.0914,1954074.0
2023-04-18,66.2477,66.6481,65.7643,66.3649,1825261.0
2023-04-19,65.4957,65.4957,64.1774,64.5973,2558050.0
2023-04-20,62.3318,63.3034,61.4432,61.8728,4862245.0
2023-04-21,61.8728,62.0291,61.3357,61.7264,10264158.0
2023-04-22,61.8728,62.0291,61.3357,61.7264,10264158.0
2023-04-23,61.8728,62.0291,61.3357,61.7264,10264158.0
2023-04-24,61.2967,61.9607,61.2771,61.8142,1327439.0
2023-04-25,61.2967,61.4822,59.9588,59.9979,1818718.0
2023-04-26,59.6073,60.9988,59.4901,60.9061,1718388.0
2023-04-27,61.0525,61.99,60.5838,61.951,1624854.0
2023-04-28,62.0584,62.2244,60.8963,61.4139,1967924.0
2023-04-29,62.0584,62.2244,60.8963,61.4139,1967924.0
2023-04-30,62.0584,62.2244,60.8963,61.4139,1967924.0
2023-05-01,61.3748,62.3172,61.3748,62.1951,1655325.0
2023-05-02,62.2439,62.3172,60.4373,60.7694,1763384.0
2023-05-03,61.1404,61.9998,60.6131,60.9744,2166273.0
2023-05-04,60.7791,61.16,60.0955,61.0428,1508271.0
2023-05-05,61.8728,62.5564,61.7068,62.3513,1152207.0
2023-05-06,61.8728,62.5564,61.7068,62.3513,1152207.0
2023-05-07,61.8728,62.5564,61.7068,62.3513,1152207.0
2023-05-08,62.3709,62.6248,62.117,62.4978,898218.0
2023-05-09,61.9998,62.6833,61.7361,62.2537,1826169.0
2023-05-10,62.781,62.9177,60.8279,61.7849,1417213.0
2023-05-11,61.365,61.8533,60.9549,61.5701,1018613.0
2023-05-12,61.9021,62.1267,61.077,61.658,677192.0
2023-05-13,61.9021,62.1267,61.077,61.658,677192.0
2023-05-14,61.9021,62.1267,61.077,61.658,677192.0
2023-05-15,61.9998,63.2693,61.8435,63.2302,1275338.0
2023-05-16,62.9079,63.3181,62.449,62.5466,1674026.0
2023-05-17,62.9079,64.1188,62.449,63.8747,1274814.0
2023-05-18,63.5036,65.1735,63.5036,64.9782,1406836.0
2023-05-19,65.0173,65.3102,64.1091,64.2751,1743812.0
2023-05-20,65.0173,65.3102,64.1091,64.2751,1743812.0
2023-05-21,65.0173,65.3102,64.1091,64.2751,1743812.0
2023-05-22,64.4704,65.7887,64.3825,65.5543,1368321.0
2023-05-23,65.2614,65.9938,64.8708,64.9001,1222675.0
2023-05-24,64.568,64.8268,64.1686,64.695,1260212.0
2023-05-25,65.0954,67.2047,65.0368,67.1266,2109525.0
2023-05-26,67.2828,68.5913,67.1558,68.191,1807143.0
2023-05-27,67.2828,68.5913,67.1558,68.191,1807143.0
2023-05-28,67.2828,68.5913,67.1558,68.191,1807143.0
2023-05-29,67.2828,68.5913,67.1558,68.191,1807143.0
2023-05-30,68.689,68.9624,67.4488,67.4781,2825924.0
2023-05-31,66.0133,66.5992,64.4606,64.7926,7420113.0
2023-06-01,68.6499,71.0717,68.3667,70.271,6233188.0
2023-06-02,70.3882,70.4663,68.4351,69.314,3129706.0
2023-06-03,70.3882,70.4663,68.4351,69.314,3129706.0
2023-06-04,70.3882,70.4663,68.4351,69.314,3129706.0
2023-06-05,69.4312,69.4312,68.1324,68.6304,1980899.0
2023-06-06,68.2789,68.8257,67.8101,68.4156,2046203.0
2023-06-07,68.6792,69.8315,68.5718,69.3042,1832912.0
2023-06-08,69.1089,69.2944,67.9566,68.6792,1639695.0
2023-06-09,69.1968,69.5483,67.8785,68.0738,2132383.0
2023-06-10,69.1968,69.5483,67.8785,68.0738,2132383.0
2023-06-11,69.1968,69.5483,67.8785,68.0738,2132383.0
2023-06-12,68.0738,69.7729,68.0738,69.7436,1987458.0
2023-06-13,69.8511,71.8041,69.8511,71.5405,2835927.0
2023-06-14,71.394,72.2045,71.1694,71.5795,2117901.0
2023-06-15,71.1498,72.351,71.1498,72.0287,1971588.0
2023-06-16,72.5072,72.8392,72.1361,72.6244,3141467.0
2023-06-17,72.5072,72.8392,72.1361,72.6244,3141467.0
2023-06-18,72.5072,72.8392,72.1361,72.6244,3141467.0
2023-06-19,72.5072,72.8392,72.1361,72.6244,3141467.0
2023-06-20,72.0385,72.1557,71.0034,71.1206,2124494.0
2023-06-21,70.7592,71.6479,70.4809,70.9448,2246295.0
2023-06-22,70.8471,71.7162,70.3052,71.6479,1595699.0
2023-06-23,70.7885,71.9213,70.603,71.4916,5203282.0
2023-06-24,70.7885,71.9213,70.603,71.4916,5203282.0
2023-06-25,70.7885,71.9213,70.603,71.4916,5203282.0
2023-06-26,71.8529,72.5707,71.7944,72.019,2048192.0
2023-06-27,72.6342,73.5179,71.7748,73.2201,1969896.0
2023-06-28,73.1029,73.7649,72.8392,73.4642,1589121.0
2023-06-29,73.6498,74.4603,73.5423,74.3626,1831654.0
2023-06-30,74.8021,75.0755,74.4115,74.6068,2175414.0
2023-07-01,74.8021,75.0755,74.4115,74.6068,2175414.0
2023-07-02,74.8021,75.0755,74.4115,74.6068,2175414.0
2023-07-03,74.5579,75.0071,74.1869,74.6556,1155391.0
2023-07-04,74.5579,75.0071,74.1869,74.6556,1155391.0
2023-07-05,73.9915,74.8607,73.7279,74.4993,1990125.0
