,EQT US Equity,EQT US Equity,EQT US Equity,EQT US Equity,EQT US Equity
2023-07-05,40.3587,40.4575,39.6472,39.9239,6226836.0
2023-07-06,39.7164,39.835,38.1797,38.8171,4714281.0
2023-07-07,38.9258,40.0622,38.8319,39.242,6409716.0
2023-07-08,38.9258,40.0622,38.8319,39.242,6409716.0
2023-07-09,38.9258,40.0622,38.8319,39.242,6409716.0
2023-07-10,39.0642,40.1314,39.0049,39.8152,5699173.0
2023-07-11,40.0128,40.5168,39.6768,40.082,5176750.0
2023-07-12,40.0326,40.4477,39.2766,39.3112,6444346.0
2023-07-13,39.3507,39.8053,38.7825,38.9456,7509172.0
2023-07-14,38.8863,38.9258,37.651,37.7597,6568628.0
2023-07-15,38.8863,38.9258,37.651,37.7597,6568628.0
2023-07-16,38.8863,38.9258,37.651,37.7597,6568628.0
2023-07-17,37.6115,38.2242,37.4929,38.0068,4345141.0
2023-07-18,38.2637,39.5088,38.0265,39.1729,5411308.0
2023-07-19,39.2816,39.5088,38.738,39.4001,5704989.0
2023-07-20,39.835,40.418,39.4693,40.3389,6619042.0
2023-07-21,40.5465,40.6255,39.4125,39.4298,4802329.0
2023-07-22,40.5465,40.6255,39.4125,39.4298,4802329.0
2023-07-23,40.5465,40.6255,39.4125,39.4298,4802329.0
2023-07-24,39.2816,39.4446,38.5503,39.2321,8656203.0
2023-07-25,39.331,39.3952,38.6491,39.1729,6480512.0
2023-07-26,38.6195,41.8904,38.2242,41.0307,11333321.0
2023-07-27,41.5248,41.8608,40.4081,40.9319,5563882.0
2023-07-28,41.673,42.1424,41.2185,41.7817,7959930.0
2023-07-29,41.673,42.1424,41.2185,41.7817,7959930.0
2023-07-30,41.673,42.1424,41.2185,41.7817,7959930.0
2023-07-31,41.3667,41.9201,41.337,41.6829,6317477.0
2023-08-01,41.0999,41.6434,40.7145,41.1789,6217591.0
2023-08-02,40.6453,40.7145,39.4594,40.3785,4832071.0
2023-08-03,40.8232,41.8213,40.3785,41.2382,2855741.0
2023-08-04,41.505,42.0634,40.8923,41.3074,3330086.0
2023-08-05,41.505,42.0634,40.8923,41.3074,3330086.0
2023-08-06,41.505,42.0634,40.8923,41.3074,3330086.0
2023-08-07,41.6632,42.4043,41.4952,41.6533,3285795.0
2023-08-08,40.8301,42.5756,40.6615,42.5558,3436422.0
2023-08-09,43.6269,43.9938,42.9326,43.6864,17814351.0
2023-08-10,43.1607,43.6169,42.2087,42.4368,4668194.0
2023-08-11,42.3475,42.9128,42.2483,42.6946,2615758.0
2023-08-12,42.3475,42.9128,42.2483,42.6946,2615758.0
2023-08-13,42.3475,42.9128,42.2483,42.6946,2615758.0
2023-08-14,42.7145,42.7541,42.2136,42.5459,4426557.0
2023-08-15,41.9806,42.1789,41.4549,41.8516,3292225.0
2023-08-16,41.5938,42.2186,41.4797,41.6335,2991732.0
2023-08-17,42.5954,43.2252,41.9111,42.5558,6028266.0
2023-08-18,42.169,43.1211,42.0996,43.1112,5191535.0
2023-08-19,42.169,43.1211,42.0996,43.1112,5191535.0
2023-08-20,42.169,43.1211,42.0996,43.1112,5191535.0
2023-08-21,43.6368,44.5095,43.4186,44.2021,7609715.0
2023-08-22,44.0731,44.2021,43.0021,43.0417,3408095.0
2023-08-23,41.9211,42.1392,41.2665,41.4054,6881590.0
2023-08-24,41.1475,42.0698,41.0384,41.3558,4174487.0
2023-08-25,41.5343,42.1293,41.445,41.693,2931046.0
2023-08-26,41.5343,42.1293,41.445,41.693,2931046.0
2023-08-27,41.5343,42.1293,41.445,41.693,2931046.0
2023-08-28,42.1492,42.288,41.6434,42.0004,3021391.0
2023-08-29,41.7326,42.4169,41.4252,42.3872,3446105.0
2023-08-30,42.407,42.8831,42.3475,42.6351,4573975.0
2023-08-31,42.5954,42.9921,42.2087,42.8632,4111371.0
2023-09-01,43.3095,43.8748,42.8136,43.855,3947863.0
2023-09-02,43.3095,43.8748,42.8136,43.855,3947863.0
2023-09-03,43.3095,43.8748,42.8136,43.855,3947863.0
2023-09-04,43.3095,43.8748,42.8136,43.855,3947863.0
2023-09-05,43.5773,43.6467,42.8235,42.8533,3681285.0
2023-09-06,42.6153,43.1211,41.6533,41.9806,5157802.0
2023-09-07,42.1293,42.1938,41.2318,41.4153,4977959.0
2023-09-08,41.7425,42.1442,41.4351,42.1293,6495239.0
2023-09-09,41.7425,42.1442,41.4351,42.1293,6495239.0
2023-09-10,41.7425,42.1442,41.4351,42.1293,6495239.0
2023-09-11,42.3773,42.774,41.3855,41.8616,4219936.0
2023-09-12,42.4764,43.4087,42.3376,43.4087,4218034.0
2023-09-13,43.3789,43.6219,42.5657,42.5954,3865326.0
2023-09-14,43.1806,43.3789,41.9806,42.2384,4590164.0
2023-09-15,41.7809,42.1888,41.0136,41.1872,7924220.0
2023-09-16,41.7809,42.1888,41.0136,41.1872,7924220.0
2023-09-17,41.7809,42.1888,41.0136,41.1872,7924220.0
2023-09-18,41.0979,41.3706,40.6963,40.85,5821839.0
2023-09-19,41.3062,41.5541,40.3938,40.6516,8309253.0
2023-09-20,40.0367,40.6367,39.6599,39.6698,5928723.0
2023-09-21,39.8285,39.8285,38.2516,38.4202,6346431.0
2023-09-22,38.6979,39.1739,37.9987,38.1326,4931352.0
2023-09-23,38.6979,39.1739,37.9987,38.1326,4931352.0
2023-09-24,38.6979,39.1739,37.9987,38.1326,4931352.0
2023-09-25,38.1326,38.8566,37.8549,38.5987,3444478.0
2023-09-26,38.2318,39.1045,38.083,38.6384,4629962.0
2023-09-27,39.1442,39.888,38.9756,39.283,6979472.0
2023-09-28,39.3029,40.2946,39.2632,40.1062,4248035.0
2023-09-29,40.0268,40.421,39.8781,40.245,4413426.0
2023-09-30,40.0268,40.421,39.8781,40.245,4413426.0
2023-10-01,40.0268,40.421,39.8781,40.245,4413426.0
2023-10-02,39.9872,39.9872,38.326,38.7673,5434409.0
2023-10-03,38.7276,39.3177,38.3607,39.2929,5685819.0
2023-10-04,39.0946,39.7095,38.6582,39.3227,5614927.0
2023-10-05,39.3723,41.0582,39.2632,40.7508,6080023.0
2023-10-06,40.964,42.8186,40.8946,42.4368,7244604.0
2023-10-07,40.964,42.8186,40.8946,42.4368,7244604.0
2023-10-08,40.964,42.8186,40.8946,42.4368,7244604.0
2023-10-09,42.7343,44.0632,42.7343,43.9839,4894264.0
2023-10-10,43.9244,44.1822,43.245,43.726,4067611.0
2023-10-11,42.9525,43.369,42.2781,43.1905,4939146.0
2023-10-12,43.1905,43.5822,42.8037,43.0516,3933125.0
2023-10-13,43.488,43.8351,42.9624,43.012,4254844.0
2023-10-14,43.488,43.8351,42.9624,43.012,4254844.0
2023-10-15,43.488,43.8351,42.9624,43.012,4254844.0
2023-10-16,43.1409,43.2401,42.0649,43.1409,4329318.0
2023-10-17,43.2797,44.2864,43.0021,43.8946,6792518.0
2023-10-18,44.2913,44.2913,42.6946,43.3194,5559612.0
2023-10-19,43.3888,43.7855,42.6153,42.7343,4183925.0
2023-10-20,42.6153,42.6698,41.4649,42.0004,4358211.0
2023-10-21,42.6153,42.6698,41.4649,42.0004,4358211.0
2023-10-22,42.6153,42.6698,41.4649,42.0004,4358211.0
2023-10-23,41.4847,42.1293,40.9789,41.9211,5288664.0
2023-10-24,42.1987,42.3673,41.7227,42.1789,3859891.0
2023-10-25,42.4268,42.4268,41.4698,41.6731,4324440.0
2023-10-26,40.1657,42.7839,39.2533,42.4566,7130183.0
2023-10-27,42.8037,42.8533,41.0582,41.6037,4425326.0
2023-10-28,42.8037,42.8533,41.0582,41.6037,4425326.0
2023-10-29,42.8037,42.8533,41.0582,41.6037,4425326.0
2023-10-30,41.1376,41.9012,40.0566,40.8401,8406714.0
2023-10-31,41.0087,42.1492,40.721,42.0301,4464768.0
2023-11-01,41.8814,42.7045,41.2169,42.3673,4276260.0
2023-11-02,42.3475,44.1326,42.1789,43.9839,3782956.0
2023-11-03,43.7062,44.8566,43.6864,44.3508,5232847.0
2023-11-04,43.7062,44.8566,43.6864,44.3508,5232847.0
2023-11-05,43.7062,44.8566,43.6864,44.3508,5232847.0
2023-11-06,43.8252,44.1029,41.7624,42.1591,5785425.0
2023-11-07,41.5295,41.5693,40.096,40.5738,5791547.0
2023-11-08,40.3449,40.8128,39.4191,39.7078,4498756.0
2023-11-09,39.9069,40.111,39.1504,39.23,3042631.0
2023-11-10,39.6083,39.7178,38.4436,38.9513,4538545.0
2023-11-11,39.6083,39.7178,38.4436,38.9513,4538545.0
2023-11-12,39.6083,39.7178,38.4436,38.9513,4538545.0
2023-11-13,39.3495,39.877,39.0309,39.6182,3706125.0
2023-11-14,39.6481,40.315,39.3644,39.7178,3782636.0
2023-11-15,39.7974,41.5295,39.6581,41.1412,5968354.0
2023-11-16,40.544,40.9521,39.1006,39.8671,6232563.0
2023-11-17,39.668,40.6634,39.5983,40.1856,4711554.0
2023-11-18,39.668,40.6634,39.5983,40.1856,4711554.0
2023-11-19,39.668,40.6634,39.5983,40.1856,4711554.0
2023-11-20,40.0861,40.2951,39.5087,39.9069,3285274.0
2023-11-21,39.7875,40.1707,39.24,39.8372,3956452.0
2023-11-22,39.2002,40.3748,39.0011,40.1359,3271292.0
2023-11-23,39.2002,40.3748,39.0011,40.1359,3271292.0
2023-11-24,39.7675,40.9123,39.7675,40.6634,1873406.0
2023-11-25,39.7675,40.9123,39.7675,40.6634,1873406.0
2023-11-26,39.7675,40.9123,39.7675,40.6634,1873406.0
2023-11-27,40.325,40.325,39.5187,40.0463,3773165.0
2023-11-28,40.1757,40.2951,39.5535,39.668,4504033.0
2023-11-29,39.9169,39.9268,39.1305,39.5685,4361687.0
2023-11-30,40.0662,40.6037,39.0707,39.7775,11829014.0
2023-12-01,39.6282,40.32,39.4689,40.0562,3301567.0
2023-12-02,39.6282,40.32,39.4689,40.0562,3301567.0
2023-12-03,39.6282,40.32,39.4689,40.0562,3301567.0
2023-12-04,39.4689,39.7277,38.6328,38.792,6762535.0
2023-12-05,39.1006,39.3574,38.1549,38.1848,2946760.0
2023-12-06,38.0255,38.4934,36.6568,36.7016,6001766.0
2023-12-07,36.7912,37.0193,35.9252,36.8211,6629514.0
2023-12-08,37.0799,37.1695,36.3532,36.9604,4769202.0
2023-12-09,37.0799,37.1695,36.3532,36.9604,4769202.0
2023-12-10,37.0799,37.1695,36.3532,36.9604,4769202.0
2023-12-11,36.0944,37.06,35.955,36.7215,5518773.0
2023-12-12,36.1541,36.4826,35.6813,35.8455,6437763.0
2023-12-13,35.9849,37.1197,35.7958,37.0898,6643341.0
2023-12-14,37.4581,38.6527,37.2093,38.6427,9302462.0
2023-12-15,38.6626,38.6825,37.8165,38.2644,19031864.0
2023-12-16,38.6626,38.6825,37.8165,38.2644,19031864.0
2023-12-17,38.6626,38.6825,37.8165,38.2644,19031864.0
2023-12-18,39.0508,39.3793,38.5332,38.7323,6630774.0
2023-12-19,38.3939,38.6975,37.5079,38.6626,7433584.0
2023-12-20,38.6726,38.9214,37.707,37.8265,7190931.0
2023-12-21,38.3441,38.8717,38.0255,38.8418,5239594.0
2023-12-22,38.9015,39.1504,38.6228,38.8119,3310982.0
2023-12-23,38.9015,39.1504,38.6228,38.8119,3310982.0
2023-12-24,38.9015,39.1504,38.6228,38.8119,3310982.0
2023-12-25,38.9015,39.1504,38.6228,38.8119,3310982.0
2023-12-26,38.8219,39.3793,38.8219,39.0309,2657062.0
2023-12-27,39.3495,39.4789,38.7622,39.0011,3209018.0
2023-12-28,39.021,39.698,38.8119,38.8418,4005609.0
2023-12-29,38.7721,39.1205,38.4785,38.4834,2090992.0
2023-12-30,38.7721,39.1205,38.4785,38.4834,2090992.0
2023-12-31,38.7721,39.1205,38.4785,38.4834,2090992.0
2024-01-01,38.7721,39.1205,38.4785,38.4834,2090992.0
2024-01-02,38.9314,39.1404,38.4065,38.7423,4707210.0
2024-01-03,38.5929,38.8119,38.0056,38.5531,8412430.0
2024-01-04,39.2201,39.2201,37.9957,38.0255,5823471.0
2024-01-05,37.926,38.5332,37.3785,38.5332,8312331.0
2024-01-06,37.926,38.5332,37.3785,38.5332,8312331.0
2024-01-07,37.926,38.5332,37.3785,38.5332,8312331.0
2024-01-08,37.8414,38.1052,36.9505,38.0355,6001833.0
2024-01-09,38.354,38.4138,37.4781,37.8961,6252494.0
2024-01-10,37.5378,37.707,37.06,37.5378,4098201.0
2024-01-11,37.3686,37.936,36.8509,36.8808,6627528.0
2024-01-12,37.7866,38.2147,37.2242,37.6473,4357238.0
2024-01-13,37.7866,38.2147,37.2242,37.6473,4357238.0
2024-01-14,37.7866,38.2147,37.2242,37.6473,4357238.0
2024-01-15,37.7866,38.2147,37.2242,37.6473,4357238.0
2024-01-16,36.7414,37.1993,36.0869,36.1342,5563949.0
2024-01-17,35.5768,36.174,35.5469,35.7958,5684878.0
2024-01-18,35.736,35.8555,34.6809,35.0492,6872628.0
2024-01-19,34.8899,35.1886,34.4818,35.1686,6086337.0
2024-01-20,34.8899,35.1886,34.4818,35.1686,6086337.0
2024-01-21,34.8899,35.1886,34.4818,35.1686,6086337.0
2024-01-22,34.7307,35.5071,34.6112,35.2184,7055568.0
2024-01-23,35.2781,35.517,34.8451,35.099,3559800.0
2024-01-24,35.3976,36.0795,35.308,35.4971,4359369.0
2024-01-25,35.8256,35.9053,35.1089,35.8953,3800104.0
2024-01-26,35.8057,35.8854,35.0343,35.7161,4477758.0
2024-01-27,35.8057,35.8854,35.0343,35.7161,4477758.0
2024-01-28,35.8057,35.8854,35.0343,35.7161,4477758.0
2024-01-29,35.6066,35.6863,34.9944,35.6564,3882346.0
2024-01-30,35.2781,36.3333,35.2085,35.9849,3431102.0
2024-01-31,36.0546,36.0844,35.2085,35.2383,4259783.0
2024-02-01,35.4175,35.5967,34.7107,34.8999,3652986.0
2024-02-02,34.8501,35.2284,34.4221,34.88,3834266.0
2024-02-03,34.8501,35.2284,34.4221,34.88,3834266.0
2024-02-04,34.8501,35.2284,34.4221,34.88,3834266.0
2024-02-05,34.6212,34.7207,33.9841,34.0239,4790032.0
2024-02-06,33.9642,34.4619,33.7551,34.0737,3247537.0
2024-02-07,34.213,34.3524,33.6874,34.0737,4576687.0
2024-02-08,33.8447,34.6908,33.7153,34.5913,4380419.0
2024-02-09,34.3424,34.661,34.0538,34.1732,3616765.0
2024-02-10,34.3424,34.661,34.0538,34.1732,3616765.0
2024-02-11,34.3424,34.661,34.0538,34.1732,3616765.0
2024-02-12,34.5017,35.1985,34.228,34.7705,5205470.0
2024-02-13,34.2628,34.5017,33.566,33.9443,6480697.0
2024-02-14,32.5805,33.4465,31.9235,32.8095,13748764.0
2024-02-15,33.2873,34.5863,33.0384,34.3325,7970939.0
2024-02-16,34.5,35.06,34.04,34.7,4934614.0
2024-02-17,34.5,35.06,34.04,34.7,4934614.0
2024-02-18,34.5,35.06,34.04,34.7,4934614.0
2024-02-19,34.5,35.06,34.04,34.7,4934614.0
2024-02-20,34.6,34.6,33.545,33.73,6013601.0
2024-02-21,35.32,38.24,35.3,37.3,12919204.0
2024-02-22,36.48,37.555,36.13,37.32,6677741.0
2024-02-23,36.76,37.315,36.325,37.01,5777625.0
2024-02-24,36.76,37.315,36.325,37.01,5777625.0
2024-02-25,36.76,37.315,36.325,37.01,5777625.0
2024-02-26,37.43,37.7,36.47,36.74,4569679.0
2024-02-27,37.15,37.28,36.39,36.52,3174319.0
2024-02-28,36.67,36.995,36.39,36.58,3375615.0
2024-02-29,36.68,37.31,36.6,37.15,5415198.0
2024-03-01,37.17,37.41,36.82,37.01,9281710.0
2024-03-02,37.17,37.41,36.82,37.01,9281710.0
2024-03-03,37.17,37.41,36.82,37.01,9281710.0
2024-03-04,37.85,38.19,37.4,37.54,4843454.0
2024-03-05,37.48,38.31,37.32,37.99,2898954.0
2024-03-06,38.22,38.23,37.265,37.59,4344389.0
2024-03-07,37.71,37.84,37.17,37.26,3106450.0
2024-03-08,37.4,37.73,37.095,37.52,2788376.0
2024-03-09,37.4,37.73,37.095,37.52,2788376.0
2024-03-10,37.4,37.73,37.095,37.52,2788376.0
2024-03-11,34.9,35.47,33.63,34.61,28488733.0
2024-03-12,34.78,34.89,33.82,34.52,12828563.0
2024-03-13,34.38,34.525,33.995,34.01,11279980.0
2024-03-14,34.3,34.3,33.205,33.78,11838379.0
2024-03-15,33.89,34.06,32.99,33.43,23927094.0
2024-03-16,33.89,34.06,32.99,33.43,23927094.0
2024-03-17,33.89,34.06,32.99,33.43,23927094.0
2024-03-18,33.68,33.87,33.31,33.4,5769870.0
2024-03-19,33.28,33.805,33.2,33.56,7376470.0
2024-03-20,33.23,34.0,33.17,33.82,7017321.0
2024-03-21,33.95,34.41,33.78,34.36,5584975.0
2024-03-22,34.3,34.4,34.135,34.36,4897494.0
2024-03-23,34.3,34.4,34.135,34.36,4897494.0
2024-03-24,34.3,34.4,34.135,34.36,4897494.0
2024-03-25,34.48,34.975,34.43,34.82,6541877.0
2024-03-26,35.04,35.29,34.75,34.95,6988749.0
2024-03-27,34.69,36.07,34.62,36.07,7136418.0
2024-03-28,36.3,37.4,36.12,37.07,9857438.0
2024-03-29,36.3,37.4,36.12,37.07,9857438.0
2024-03-30,36.3,37.4,36.12,37.07,9857438.0
2024-03-31,36.3,37.4,36.12,37.07,9857438.0
2024-04-01,37.33,37.5,36.605,37.11,6531933.0
2024-04-02,37.0,37.08,36.53,36.87,4541346.0
2024-04-03,36.98,37.255,36.68,37.19,5626853.0
2024-04-04,37.76,37.84,36.66,36.76,5666994.0
2024-04-05,36.54,36.72,36.09,36.48,3684323.0
2024-04-06,36.54,36.72,36.09,36.48,3684323.0
2024-04-07,36.54,36.72,36.09,36.48,3684323.0
2024-04-08,36.64,37.025,36.45,36.84,4993821.0
