,BMTC US Equity,BMTC US Equity,BMTC US Equity,BMTC US Equity,BMTC US Equity
2023-11-08,45.48,46.07,44.78,45.01,924797.0
2023-11-09,45.48,46.07,44.78,45.01,924797.0
2023-11-10,45.48,46.07,44.78,45.01,924797.0
2023-11-11,45.48,46.07,44.78,45.01,924797.0
2023-11-12,45.48,46.07,44.78,45.01,924797.0
2023-11-13,45.48,46.07,44.78,45.01,924797.0
2023-11-14,45.48,46.07,44.78,45.01,924797.0
2023-11-15,45.48,46.07,44.78,45.01,924797.0
2023-11-16,45.48,46.07,44.78,45.01,924797.0
2023-11-17,45.48,46.07,44.78,45.01,924797.0
2023-11-18,45.48,46.07,44.78,45.01,924797.0
2023-11-19,45.48,46.07,44.78,45.01,924797.0
2023-11-20,45.48,46.07,44.78,45.01,924797.0
2023-11-21,45.48,46.07,44.78,45.01,924797.0
2023-11-22,45.48,46.07,44.78,45.01,924797.0
2023-11-23,45.48,46.07,44.78,45.01,924797.0
2023-11-24,45.48,46.07,44.78,45.01,924797.0
2023-11-25,45.48,46.07,44.78,45.01,924797.0
2023-11-26,45.48,46.07,44.78,45.01,924797.0
2023-11-27,45.48,46.07,44.78,45.01,924797.0
2023-11-28,45.48,46.07,44.78,45.01,924797.0
2023-11-29,45.48,46.07,44.78,45.01,924797.0
2023-11-30,45.48,46.07,44.78,45.01,924797.0
2023-12-01,45.48,46.07,44.78,45.01,924797.0
2023-12-02,45.48,46.07,44.78,45.01,924797.0
2023-12-03,45.48,46.07,44.78,45.01,924797.0
2023-12-04,45.48,46.07,44.78,45.01,924797.0
2023-12-05,45.48,46.07,44.78,45.01,924797.0
2023-12-06,45.48,46.07,44.78,45.01,924797.0
2023-12-07,45.48,46.07,44.78,45.01,924797.0
2023-12-08,45.48,46.07,44.78,45.01,924797.0
2023-12-09,45.48,46.07,44.78,45.01,924797.0
2023-12-10,45.48,46.07,44.78,45.01,924797.0
2023-12-11,45.48,46.07,44.78,45.01,924797.0
2023-12-12,45.48,46.07,44.78,45.01,924797.0
2023-12-13,45.48,46.07,44.78,45.01,924797.0
2023-12-14,45.48,46.07,44.78,45.01,924797.0
2023-12-15,45.48,46.07,44.78,45.01,924797.0
2023-12-16,45.48,46.07,44.78,45.01,924797.0
2023-12-17,45.48,46.07,44.78,45.01,924797.0
2023-12-18,45.48,46.07,44.78,45.01,924797.0
2023-12-19,45.48,46.07,44.78,45.01,924797.0
2023-12-20,45.48,46.07,44.78,45.01,924797.0
2023-12-21,45.48,46.07,44.78,45.01,924797.0
2023-12-22,45.48,46.07,44.78,45.01,924797.0
2023-12-23,45.48,46.07,44.78,45.01,924797.0
2023-12-24,45.48,46.07,44.78,45.01,924797.0
2023-12-25,45.48,46.07,44.78,45.01,924797.0
2023-12-26,45.48,46.07,44.78,45.01,924797.0
2023-12-27,45.48,46.07,44.78,45.01,924797.0
2023-12-28,45.48,46.07,44.78,45.01,924797.0
2023-12-29,45.48,46.07,44.78,45.01,924797.0
2023-12-30,45.48,46.07,44.78,45.01,924797.0
2023-12-31,45.48,46.07,44.78,45.01,924797.0
2024-01-01,45.48,46.07,44.78,45.01,924797.0
2024-01-02,45.48,46.07,44.78,45.01,924797.0
2024-01-03,45.48,46.07,44.78,45.01,924797.0
2024-01-04,45.48,46.07,44.78,45.01,924797.0
2024-01-05,45.48,46.07,44.78,45.01,924797.0
2024-01-06,45.48,46.07,44.78,45.01,924797.0
2024-01-07,45.48,46.07,44.78,45.01,924797.0
2024-01-08,45.48,46.07,44.78,45.01,924797.0
2024-01-09,45.48,46.07,44.78,45.01,924797.0
2024-01-10,45.48,46.07,44.78,45.01,924797.0
2024-01-11,45.48,46.07,44.78,45.01,924797.0
2024-01-12,45.48,46.07,44.78,45.01,924797.0
2024-01-13,45.48,46.07,44.78,45.01,924797.0
2024-01-14,45.48,46.07,44.78,45.01,924797.0
2024-01-15,45.48,46.07,44.78,45.01,924797.0
2024-01-16,45.48,46.07,44.78,45.01,924797.0
2024-01-17,45.48,46.07,44.78,45.01,924797.0
2024-01-18,45.48,46.07,44.78,45.01,924797.0
2024-01-19,45.48,46.07,44.78,45.01,924797.0
2024-01-20,45.48,46.07,44.78,45.01,924797.0
2024-01-21,45.48,46.07,44.78,45.01,924797.0
2024-01-22,45.48,46.07,44.78,45.01,924797.0
2024-01-23,45.48,46.07,44.78,45.01,924797.0
2024-01-24,45.48,46.07,44.78,45.01,924797.0
2024-01-25,45.48,46.07,44.78,45.01,924797.0
2024-01-26,45.48,46.07,44.78,45.01,924797.0
2024-01-27,45.48,46.07,44.78,45.01,924797.0
2024-01-28,45.48,46.07,44.78,45.01,924797.0
2024-01-29,45.48,46.07,44.78,45.01,924797.0
2024-01-30,45.48,46.07,44.78,45.01,924797.0
2024-01-31,45.48,46.07,44.78,45.01,924797.0
2024-02-01,45.48,46.07,44.78,45.01,924797.0
2024-02-02,45.48,46.07,44.78,45.01,924797.0
2024-02-03,45.48,46.07,44.78,45.01,924797.0
2024-02-04,45.48,46.07,44.78,45.01,924797.0
2024-02-05,45.48,46.07,44.78,45.01,924797.0
2024-02-06,45.48,46.07,44.78,45.01,924797.0
2024-02-07,45.48,46.07,44.78,45.01,924797.0
2024-02-08,45.48,46.07,44.78,45.01,924797.0
2024-02-09,45.48,46.07,44.78,45.01,924797.0
2024-02-10,45.48,46.07,44.78,45.01,924797.0
2024-02-11,45.48,46.07,44.78,45.01,924797.0
2024-02-12,45.48,46.07,44.78,45.01,924797.0
2024-02-13,45.48,46.07,44.78,45.01,924797.0
2024-02-14,45.48,46.07,44.78,45.01,924797.0
2024-02-15,45.48,46.07,44.78,45.01,924797.0
2024-02-16,45.48,46.07,44.78,45.01,924797.0
2024-02-17,45.48,46.07,44.78,45.01,924797.0
2024-02-18,45.48,46.07,44.78,45.01,924797.0
2024-02-19,45.48,46.07,44.78,45.01,924797.0
2024-02-20,45.48,46.07,44.78,45.01,924797.0
2024-02-21,45.48,46.07,44.78,45.01,924797.0
2024-02-22,45.48,46.07,44.78,45.01,924797.0
2024-02-23,45.48,46.07,44.78,45.01,924797.0
2024-02-24,45.48,46.07,44.78,45.01,924797.0
2024-02-25,45.48,46.07,44.78,45.01,924797.0
2024-02-26,45.48,46.07,44.78,45.01,924797.0
2024-02-27,45.48,46.07,44.78,45.01,924797.0
2024-02-28,45.48,46.07,44.78,45.01,924797.0
2024-02-29,45.48,46.07,44.78,45.01,924797.0
2024-03-01,45.48,46.07,44.78,45.01,924797.0
2024-03-02,45.48,46.07,44.78,45.01,924797.0
2024-03-03,45.48,46.07,44.78,45.01,924797.0
2024-03-04,45.48,46.07,44.78,45.01,924797.0
2024-03-05,45.48,46.07,44.78,45.01,924797.0
2024-03-06,45.48,46.07,44.78,45.01,924797.0
2024-03-07,45.48,46.07,44.78,45.01,924797.0
2024-03-08,45.48,46.07,44.78,45.01,924797.0
2024-03-09,45.48,46.07,44.78,45.01,924797.0
2024-03-10,45.48,46.07,44.78,45.01,924797.0
2024-03-11,45.48,46.07,44.78,45.01,924797.0
2024-03-12,45.48,46.07,44.78,45.01,924797.0
2024-03-13,45.48,46.07,44.78,45.01,924797.0
2024-03-14,45.48,46.07,44.78,45.01,924797.0
2024-03-15,45.48,46.07,44.78,45.01,924797.0
2024-03-16,45.48,46.07,44.78,45.01,924797.0
2024-03-17,45.48,46.07,44.78,45.01,924797.0
2024-03-18,45.48,46.07,44.78,45.01,924797.0
2024-03-19,45.48,46.07,44.78,45.01,924797.0
2024-03-20,45.48,46.07,44.78,45.01,924797.0
2024-03-21,45.48,46.07,44.78,45.01,924797.0
2024-03-22,45.48,46.07,44.78,45.01,924797.0
2024-03-23,45.48,46.07,44.78,45.01,924797.0
2024-03-24,45.48,46.07,44.78,45.01,924797.0
2024-03-25,45.48,46.07,44.78,45.01,924797.0
2024-03-26,45.48,46.07,44.78,45.01,924797.0
2024-03-27,45.48,46.07,44.78,45.01,924797.0
2024-03-28,45.48,46.07,44.78,45.01,924797.0
2024-03-29,45.48,46.07,44.78,45.01,924797.0
2024-03-30,45.48,46.07,44.78,45.01,924797.0
2024-03-31,45.48,46.07,44.78,45.01,924797.0
2024-04-01,45.48,46.07,44.78,45.01,924797.0
2024-04-02,45.48,46.07,44.78,45.01,924797.0
2024-04-03,45.48,46.07,44.78,45.01,924797.0
2024-04-04,45.48,46.07,44.78,45.01,924797.0
2024-04-05,45.48,46.07,44.78,45.01,924797.0
2024-04-06,45.48,46.07,44.78,45.01,924797.0
2024-04-07,45.48,46.07,44.78,45.01,924797.0
2024-04-08,45.48,46.07,44.78,45.01,924797.0
