,BMTC US Equity,BMTC US Equity,BMTC US Equity,BMTC US Equity,BMTC US Equity
2020-06-11,25.7588,25.8648,24.4527,24.5433,81130.0
2020-06-12,25.7874,25.7874,24.5195,25.3489,124425.0
2020-06-13,25.7874,25.7874,24.5195,25.3489,124425.0
2020-06-14,25.7874,25.7874,24.5195,25.3489,124425.0
2020-06-15,24.3097,25.8065,24.2144,25.6539,83782.0
2020-06-16,26.8551,27.2555,25.8827,26.7503,84804.0
2020-06-17,26.8551,26.8551,25.4347,25.5777,58193.0
2020-06-18,25.2249,26.1878,25.2249,25.7397,63334.0
2020-06-19,26.1115,26.1115,24.8531,25.4823,198038.0
2020-06-20,26.1115,26.1115,24.8531,25.4823,198038.0
2020-06-21,26.1115,26.1115,24.8531,25.4823,198038.0
2020-06-22,25.1201,25.7683,24.815,25.5777,91839.0
2020-06-23,25.9209,26.1401,25.4251,25.4251,100106.0
2020-06-24,24.9771,25.2202,24.5099,24.6196,120235.0
2020-06-25,24.4337,25.5777,24.3479,25.5777,98813.0
2020-06-26,25.2249,25.3393,24.1572,24.8913,514159.0
2020-06-27,25.2249,25.3393,24.1572,24.8913,514159.0
2020-06-28,25.2249,25.3393,24.1572,24.8913,514159.0
2020-06-29,25.1201,26.1306,24.8531,25.6635,144458.0
2020-06-30,25.4633,26.531,25.4633,26.3689,112849.0
2020-07-01,26.3975,26.8456,24.9961,25.1487,82128.0
2020-07-02,25.8351,26.102,24.8913,25.0057,67291.0
2020-07-03,25.8351,26.102,24.8913,25.0057,67291.0
2020-07-04,25.8351,26.102,24.8913,25.0057,67291.0
2020-07-05,25.8351,26.102,24.8913,25.0057,67291.0
2020-07-06,25.7111,26.0067,24.6434,24.8817,81755.0
2020-07-07,24.6053,24.7733,23.9666,24.1286,67413.0
2020-07-08,24.1,24.5195,23.4708,23.8522,110418.0
2020-07-09,23.7187,24.3002,22.7844,22.8798,93512.0
2020-07-10,22.8416,24.0714,22.8416,24.0428,168339.0
2020-07-11,22.8416,24.0714,22.8416,24.0428,168339.0
2020-07-12,22.8416,24.0714,22.8416,24.0428,168339.0
2020-07-13,24.3288,24.9294,23.7187,24.4813,113175.0
2020-07-14,24.386,24.9389,23.938,24.2621,132567.0
2020-07-15,25.0152,25.7207,24.8913,25.3775,153788.0
2020-07-16,25.244,25.9209,25.101,25.6539,81419.0
2020-07-17,25.5777,25.816,24.8817,25.0486,72100.0
2020-07-18,25.5777,25.816,24.8817,25.0486,72100.0
2020-07-19,25.5777,25.816,24.8817,25.0486,72100.0
2020-07-20,24.8531,24.9008,24.4051,24.6625,81168.0
2020-07-21,25.8923,27.4271,25.673,27.2079,153858.0
2020-07-22,26.4261,27.0267,25.75,26.1592,100117.0
2020-07-23,26.1687,26.817,26.0734,26.7884,86690.0
2020-07-24,26.817,27.2079,26.5024,26.531,54024.0
2020-07-25,26.817,27.2079,26.5024,26.531,54024.0
2020-07-26,26.817,27.2079,26.5024,26.531,54024.0
2020-07-27,26.4643,26.4643,25.4919,25.5967,101357.0
2020-07-28,25.5014,25.9304,25.5014,25.6349,60518.0
2020-07-29,25.5491,26.2927,25.4156,26.2069,69817.0
2020-07-30,25.6063,25.9018,25.1201,25.5395,44313.0
2020-07-31,25.4432,25.5395,24.6535,25.0773,64654.0
2020-08-01,25.4432,25.5395,24.6535,25.0773,64654.0
2020-08-02,25.4432,25.5395,24.6535,25.0773,64654.0
2020-08-03,25.1832,25.3565,24.8317,25.2699,53441.0
2020-08-04,25.2891,25.2891,24.9136,25.1543,52385.0
2020-08-05,25.4817,25.9536,25.1158,25.8573,251402.0
2020-08-06,25.7514,26.127,25.7418,25.9055,67290.0
2020-08-07,25.761,27.1478,25.5588,27.1478,79247.0
2020-08-08,25.761,27.1478,25.5588,27.1478,79247.0
2020-08-09,25.761,27.1478,25.5588,27.1478,79247.0
2020-08-10,27.2826,28.2601,27.0515,27.3789,118281.0
2020-08-11,27.9471,28.3516,27.6774,27.6774,174161.0
2020-08-12,28.2553,28.4575,27.2056,27.5523,50913.0
2020-08-13,27.3115,27.4651,26.9455,27.1189,51346.0
2020-08-14,26.907,27.2922,26.6759,27.1382,42788.0
2020-08-15,26.907,27.2922,26.6759,27.1382,42788.0
2020-08-16,26.907,27.2922,26.6759,27.1382,42788.0
2020-08-17,27.0707,27.0707,26.5507,26.6855,41405.0
2020-08-18,26.83,27.1718,25.8958,26.0547,73102.0
2020-08-19,26.0692,26.7433,25.6358,26.2714,51417.0
2020-08-20,25.8862,25.9584,25.5299,25.7803,63066.0
2020-08-21,25.7995,25.9247,25.3277,25.5106,47350.0
2020-08-22,25.7995,25.9247,25.3277,25.5106,47350.0
2020-08-23,25.7995,25.9247,25.3277,25.5106,47350.0
2020-08-24,25.7899,26.4159,25.3373,26.4159,73630.0
2020-08-25,26.5796,26.8685,26.1848,26.5218,66328.0
2020-08-26,26.3196,26.6085,26.0307,26.0885,85613.0
2020-08-27,26.0403,26.6952,26.0403,26.5603,71786.0
2020-08-28,26.8878,26.8878,26.3196,26.5603,105778.0
2020-08-29,26.8878,26.8878,26.3196,26.5603,105778.0
2020-08-30,26.8878,26.8878,26.3196,26.5603,105778.0
2020-08-31,26.4159,26.5645,26.1173,26.1366,117024.0
2020-09-01,26.1655,26.3966,25.9055,26.2329,133667.0
2020-09-02,26.1559,26.6759,26.0867,26.5459,78131.0
2020-09-03,26.6759,27.5041,26.5314,26.7048,75703.0
2020-09-04,27.3211,27.456,26.7433,27.09,49946.0
2020-09-05,27.3211,27.456,26.7433,27.09,49946.0
2020-09-06,27.3211,27.456,26.7433,27.09,49946.0
2020-09-07,27.3211,27.456,26.7433,27.09,49946.0
2020-09-08,26.6663,26.9263,25.944,26.3196,88596.0
2020-09-09,26.6374,26.6374,25.8989,26.0788,59655.0
2020-09-10,26.2522,26.2522,25.6647,25.7321,71604.0
2020-09-11,25.7899,25.8958,25.5203,25.6455,55201.0
2020-09-12,25.7899,25.8958,25.5203,25.6455,55201.0
2020-09-13,25.7899,25.8958,25.5203,25.6455,55201.0
2020-09-14,25.5588,26.2714,25.5588,26.1848,67881.0
2020-09-15,26.3003,26.3966,25.6551,25.6936,70258.0
2020-09-16,25.7129,26.2329,25.5877,25.9344,44442.0
2020-09-17,25.5492,25.867,25.2988,25.6069,40573.0
2020-09-18,25.6069,25.7129,25.0195,25.6551,222113.0
2020-09-19,25.6069,25.7129,25.0195,25.6551,222113.0
2020-09-20,25.6069,25.7129,25.0195,25.6551,222113.0
2020-09-21,25.2314,25.424,23.7483,24.1817,125292.0
2020-09-22,24.355,24.5572,23.392,23.7772,75881.0
2020-09-23,23.912,24.3261,23.1512,23.286,75752.0
2020-09-24,23.3631,23.8639,23.0742,23.4016,51721.0
2020-09-25,23.0934,23.6809,23.0934,23.6231,68302.0
2020-09-26,23.0934,23.6809,23.0934,23.6231,68302.0
2020-09-27,23.0934,23.6809,23.0934,23.6231,68302.0
2020-09-28,23.652,24.5571,23.652,24.3646,62930.0
2020-09-29,24.278,24.3165,23.6712,24.0565,34854.0
2020-09-30,24.1142,24.5765,23.8061,23.9505,57531.0
2020-10-01,23.9794,24.1142,23.5364,24.0276,64872.0
2020-10-02,23.6327,24.9232,23.6327,24.8365,45561.0
2020-10-03,23.6327,24.9232,23.6327,24.8365,45561.0
2020-10-04,23.6327,24.9232,23.6327,24.8365,45561.0
2020-10-05,25.0002,25.9151,25.0002,25.8477,65142.0
2020-10-06,26.2425,26.7722,24.8114,25.7995,126007.0
2020-10-07,26.2136,26.647,25.5973,26.464,63421.0
2020-10-08,26.83,27.0322,26.4833,26.8589,94833.0
2020-10-09,27.1863,27.1863,26.3677,26.5122,30323.0
2020-10-10,27.1863,27.1863,26.3677,26.5122,30323.0
2020-10-11,27.1863,27.1863,26.3677,26.5122,30323.0
2020-10-12,26.5122,27.1333,26.3966,27.0804,54853.0
2020-10-13,26.83,26.9552,26.1173,26.127,59132.0
2020-10-14,26.127,26.3581,25.578,25.578,28038.0
2020-10-15,25.1254,26.2618,25.0676,26.2618,59164.0
2020-10-16,26.127,26.3292,25.7707,26.204,58239.0
2020-10-17,26.127,26.3292,25.7707,26.204,58239.0
2020-10-18,26.127,26.3292,25.7707,26.204,58239.0
2020-10-19,26.3196,26.6277,25.6647,25.761,84812.0
2020-10-20,26.0788,26.4929,25.761,26.1655,36118.0
2020-10-21,26.2136,26.3292,25.9344,26.0018,42708.0
2020-10-22,25.9247,27.4271,25.4384,27.2922,132886.0
2020-10-23,26.9263,27.9375,26.9263,27.3789,81015.0
2020-10-24,26.9263,27.9375,26.9263,27.3789,81015.0
2020-10-25,26.9263,27.9375,26.9263,27.3789,81015.0
2020-10-26,26.9455,27.35,26.5892,27.013,47838.0
2020-10-27,26.2425,26.8969,26.0403,26.0499,46822.0
2020-10-28,25.5203,26.0981,25.3951,25.7321,79249.0
2020-10-29,25.3758,25.9055,25.2506,25.8284,66814.0
2020-10-30,25.7603,26.4316,25.7409,26.13,79326.0
2020-10-31,25.7603,26.4316,25.7409,26.13,79326.0
2020-11-01,25.7603,26.4316,25.7409,26.13,79326.0
2020-11-02,26.4608,26.8402,26.2662,26.6748,49514.0
2020-11-03,26.8596,27.3363,26.7527,27.0445,95386.0
2020-11-04,26.558,26.811,25.6922,25.916,132611.0
2020-11-05,25.916,26.7077,25.916,26.4899,53833.0
2020-11-06,26.7623,26.7623,25.5074,25.6825,35951.0
2020-11-07,26.7623,26.7623,25.5074,25.6825,35951.0
2020-11-08,26.7623,26.7623,25.5074,25.6825,35951.0
2020-11-09,26.9958,30.4202,26.7332,29.2333,151479.0
2020-11-10,29.6711,30.2159,28.5231,29.8754,89708.0
2020-11-11,30.0018,30.1606,28.6107,28.8539,45193.0
2020-11-12,28.4648,28.4648,27.7157,28.1437,51135.0
2020-11-13,28.2118,28.9706,28.1924,28.815,43228.0
2020-11-14,28.2118,28.9706,28.1924,28.815,43228.0
2020-11-15,28.2118,28.9706,28.1924,28.815,43228.0
2020-11-16,29.8073,30.144,29.1749,30.0699,55557.0
2020-11-17,29.6516,29.9921,28.9804,29.9337,52757.0
2020-11-18,29.9629,30.498,29.389,29.389,54530.0
2020-11-19,29.2528,29.4765,28.9317,29.4571,38259.0
2020-11-20,29.389,30.5723,29.1944,29.6419,74463.0
2020-11-21,29.389,30.5723,29.1944,29.6419,74463.0
2020-11-22,29.389,30.5723,29.1944,29.6419,74463.0
2020-11-23,29.8267,30.4542,29.7392,29.9337,56209.0
2020-11-24,30.4299,31.6654,30.4299,31.5292,77515.0
2020-11-25,31.0817,31.4416,30.3715,30.7509,58321.0
2020-11-26,31.0817,31.4416,30.3715,30.7509,58321.0
2020-11-27,30.6536,30.9698,29.7975,30.2742,26085.0
2020-11-28,30.6536,30.9698,29.7975,30.2742,26085.0
2020-11-29,30.6536,30.9698,29.7975,30.2742,26085.0
2020-11-30,29.3938,30.037,28.8831,29.0096,65019.0
2020-12-01,29.7586,30.4785,29.1847,29.4765,57383.0
2020-12-02,29.35,30.2256,29.35,30.0505,75690.0
2020-12-03,30.0894,30.1672,29.603,29.9727,87425.0
2020-12-04,30.284,30.8579,29.6808,30.8093,42743.0
2020-12-05,30.284,30.8579,29.6808,30.8093,42743.0
2020-12-06,30.284,30.8579,29.6808,30.8093,42743.0
2020-12-07,30.7704,30.8968,30.1585,30.8093,60537.0
2020-12-08,30.4299,31.0914,30.391,31.0817,49341.0
2020-12-09,31.4513,31.6617,31.0136,31.1011,46015.0
2020-12-10,30.819,31.2081,30.7315,31.1887,34213.0
2020-12-11,30.8287,30.9357,30.3618,30.4493,95911.0
2020-12-12,30.8287,30.9357,30.3618,30.4493,95911.0
2020-12-13,30.8287,30.9357,30.3618,30.4493,95911.0
2020-12-14,30.7412,30.7801,30.1575,30.2742,103833.0
2020-12-15,30.5855,31.1799,29.7292,30.8287,195269.0
2020-12-16,31.2179,31.2179,30.1916,31.033,108303.0
2020-12-17,31.1303,31.1303,30.5369,30.8385,64855.0
2020-12-18,30.8968,30.9552,29.2625,29.5738,367924.0
2020-12-19,30.8968,30.9552,29.2625,29.5738,367924.0
2020-12-20,30.8968,30.9552,29.2625,29.5738,367924.0
2020-12-21,29.6224,29.7197,28.4259,28.6885,131772.0
2020-12-22,28.8442,28.9804,28.3578,28.387,69806.0
2020-12-23,28.6204,29.5252,28.6204,29.5252,58347.0
2020-12-24,29.603,29.71,29.0971,29.71,26175.0
2020-12-25,29.603,29.71,29.0971,29.71,26175.0
2020-12-26,29.603,29.71,29.0971,29.71,26175.0
2020-12-27,29.603,29.71,29.0971,29.71,26175.0
2020-12-28,29.9921,30.2645,29.6759,29.7684,69663.0
2020-12-29,29.9046,29.9046,28.9706,29.0777,63237.0
2020-12-30,29.2917,29.5252,29.0874,29.1166,76237.0
2020-12-31,29.1847,29.8073,28.9045,29.7635,139398.0
2021-01-01,29.1847,29.8073,28.9045,29.7635,139398.0
2021-01-02,29.1847,29.8073,28.9045,29.7635,139398.0
2021-01-03,29.1847,29.8073,28.9045,29.7635,139398.0
2021-01-04,29.9046,29.9727,29.0193,29.5835,74512.0
2021-01-05,29.4668,30.3715,29.4668,29.8462,52530.0
2021-01-06,30.819,32.5312,30.819,32.0545,101801.0
2021-01-07,32.716,32.716,32.2101,32.4144,64306.0
2021-01-08,32.4144,32.4144,30.9552,31.6265,56433.0
2021-01-09,32.4144,32.4144,30.9552,31.6265,56433.0
2021-01-10,32.4144,32.4144,30.9552,31.6265,56433.0
2021-01-11,31.1206,32.3755,30.3326,32.0156,51378.0
2021-01-12,32.2296,32.9316,32.2296,32.6966,49278.0
2021-01-13,32.609,32.6674,32.2636,32.4825,78546.0
2021-01-14,32.8814,33.1635,32.5895,32.8717,105885.0
2021-01-15,32.6868,33.577,32.1907,32.8036,81746.0
2021-01-16,32.6868,33.577,32.1907,32.8036,81746.0
2021-01-17,32.6868,33.577,32.1907,32.8036,81746.0
2021-01-18,32.6868,33.577,32.1907,32.8036,81746.0
2021-01-19,33.611,33.9223,33.076,33.4067,149383.0
2021-01-20,33.7083,33.9953,32.6382,32.9884,59232.0
2021-01-21,32.9787,32.9981,31.8502,32.3366,57315.0
2021-01-22,32.3269,33.2024,31.8016,32.4631,115132.0
2021-01-23,32.3269,33.2024,31.8016,32.4631,115132.0
2021-01-24,32.3269,33.2024,31.8016,32.4631,115132.0
2021-01-25,32.3755,32.3755,31.2762,32.1518,71988.0
2021-01-26,32.395,32.395,31.3735,31.3832,47236.0
2021-01-27,30.5369,31.3832,30.0602,30.3326,149557.0
2021-01-28,30.7509,31.393,30.5028,30.8774,85734.0
2021-01-29,30.7793,31.4072,30.4947,30.4947,105550.0
2021-01-30,30.7793,31.4072,30.4947,30.4947,105550.0
2021-01-31,30.7793,31.4072,30.4947,30.4947,105550.0
2021-02-01,30.8381,31.4268,30.2494,31.2404,54931.0
2021-02-02,31.7801,32.1922,31.2502,31.8978,74598.0
2021-02-03,31.888,32.0597,31.2993,31.7408,51544.0
2021-02-04,31.8684,32.8594,31.8684,32.771,52480.0
2021-02-05,33.0654,33.0654,32.4276,32.9477,38464.0
2021-02-06,33.0654,33.0654,32.4276,32.9477,38464.0
2021-02-07,33.0654,33.0654,32.4276,32.9477,38464.0
2021-02-08,33.0163,33.8013,33.0163,33.7915,56294.0
2021-02-09,33.7424,34.547,33.4284,34.4881,71567.0
2021-02-10,34.5666,35.0474,34.0073,34.6353,96456.0
2021-02-11,34.6647,34.8691,33.8405,34.3311,108196.0
2021-02-12,34.233,34.5666,34.0858,34.4587,58133.0
2021-02-13,34.233,34.5666,34.0858,34.4587,58133.0
2021-02-14,34.233,34.5666,34.0858,34.4587,58133.0
2021-02-15,34.233,34.5666,34.0858,34.4587,58133.0
2021-02-16,34.91,35.3613,34.9002,35.1357,91869.0
2021-02-17,34.91,35.6066,34.8021,34.8511,44804.0
2021-02-18,34.6255,35.0572,34.4979,34.6647,69804.0
2021-02-19,34.8021,35.587,34.7138,35.5478,68493.0
2021-02-20,34.8021,35.587,34.7138,35.5478,68493.0
2021-02-21,34.8021,35.587,34.7138,35.5478,68493.0
2021-02-22,35.5478,37.2648,35.5478,37.0293,77353.0
2021-02-23,37.2452,38.5698,36.7055,37.2157,81284.0
2021-02-24,37.6278,39.2468,37.6278,39.0309,104351.0
2021-02-25,39.2468,39.2468,37.461,37.775,88714.0
2021-02-26,37.4708,38.1773,36.6565,37.1176,121095.0
2021-02-27,37.4708,38.1773,36.6565,37.1176,121095.0
2021-02-28,37.4708,38.1773,36.6565,37.1176,121095.0
2021-03-01,38.0988,39.2271,37.4512,38.8935,75936.0
2021-03-02,38.5894,38.9917,38.3048,38.6777,89845.0
2021-03-03,38.923,40.9687,38.6188,40.2279,106425.0
2021-03-04,40.4438,41.1993,39.6196,40.0513,135228.0
2021-03-05,40.2279,41.3857,40.1102,40.9638,158018.0
2021-03-06,40.2279,41.3857,40.1102,40.9638,158018.0
2021-03-07,40.2279,41.3857,40.1102,40.9638,158018.0
2021-03-08,41.1012,42.671,40.8657,42.4159,154258.0
2021-03-09,41.8272,42.5533,40.9687,41.6997,132550.0
2021-03-10,44.1526,48.0871,44.1526,47.6358,1107570.0
2021-03-11,47.6358,48.509,46.37,46.8999,620716.0
2021-03-12,46.9195,47.9792,45.5655,46.6252,303384.0
2021-03-13,46.9195,47.9792,45.5655,46.6252,303384.0
2021-03-14,46.9195,47.9792,45.5655,46.6252,303384.0
2021-03-15,46.5368,46.5368,44.9081,46.1836,245953.0
