,TPL US Equity,TPL US Equity,TPL US Equity,TPL US Equity,TPL US Equity
2023-08-15,621.3141,621.3141,608.2682,612.6455,100086.0
2023-08-16,611.8867,625.3104,610.3624,615.8068,71652.0
2023-08-17,626.6392,637.5478,626.6392,632.4083,91152.0
2023-08-18,633.24,633.24,615.0479,632.1597,114240.0
2023-08-19,633.24,633.24,615.0479,632.1597,114240.0
2023-08-20,633.24,633.24,615.0479,632.1597,114240.0
2023-08-21,637.3423,641.1034,617.7883,621.7913,94503.0
2023-08-22,625.9764,631.7455,616.9599,623.6801,57000.0
2023-08-23,624.144,628.2397,616.0122,621.7482,54465.0
2023-08-24,618.3981,631.2485,618.3981,625.3568,51645.0
2023-08-25,634.085,634.085,621.7482,630.314,64905.0
2023-08-26,634.085,634.085,621.7482,630.314,64905.0
2023-08-27,634.085,634.085,621.7482,630.314,64905.0
2023-08-28,635.9506,636.9248,627.0169,635.9771,45000.0
2023-08-29,641.1034,641.1034,630.1152,640.8383,42564.0
2023-08-30,645.6265,649.4803,641.1961,643.7145,82944.0
2023-08-31,650.5455,650.5455,622.3586,625.5915,199032.0
2023-09-01,626.2687,635.37,618.1133,633.4183,166431.0
2023-09-02,626.2687,635.37,618.1133,633.4183,166431.0
2023-09-03,626.2687,635.37,618.1133,633.4183,166431.0
2023-09-04,626.2687,635.37,618.1133,633.4183,166431.0
2023-09-05,631.2243,632.2034,594.414,600.1165,169356.0
2023-09-06,604.7634,615.9824,599.6551,607.7407,94581.0
2023-09-07,608.2453,618.7938,603.2979,609.5397,87075.0
2023-09-08,615.7268,616.4271,610.2534,613.8879,91155.0
2023-09-09,615.7268,616.4271,610.2534,613.8879,91155.0
2023-09-10,615.7268,616.4271,610.2534,613.8879,91155.0
2023-09-11,615.4314,615.4314,573.3867,578.578,100179.0
2023-09-12,588.1407,605.7591,587.9296,601.1321,70329.0
2023-09-13,603.137,603.6979,588.2436,588.4726,79254.0
2023-09-14,597.5175,600.772,591.4234,595.443,82635.0
2023-09-15,590.9122,595.2505,579.9933,587.8751,220395.0
2023-09-16,590.9122,595.2505,579.9933,587.8751,220395.0
2023-09-17,590.9122,595.2505,579.9933,587.8751,220395.0
2023-09-18,587.603,608.3813,587.603,603.9634,60234.0
2023-09-19,610.1505,614.3725,599.3032,609.2775,93294.0
2023-09-20,609.4103,633.7701,608.7066,620.4401,119970.0
2023-09-21,621.5022,625.7376,607.8562,620.8517,116187.0
2023-09-22,629.6576,629.6576,610.887,610.967,67494.0
2023-09-23,629.6576,629.6576,610.887,610.967,67494.0
2023-09-24,629.6576,629.6576,610.887,610.967,67494.0
2023-09-25,615.5675,621.1504,611.591,617.3532,51216.0
2023-09-26,616.3873,618.7041,609.3705,613.2739,114387.0
2023-09-27,619.6999,635.5359,616.9018,620.8284,99798.0
2023-09-28,623.0191,631.9014,623.0191,627.8187,160380.0
2023-09-29,631.9811,631.9811,605.2812,605.2812,150294.0
2023-09-30,631.9811,631.9811,605.2812,605.2812,150294.0
2023-10-01,631.9811,631.9811,605.2812,605.2812,150294.0
2023-10-02,607.4188,608.451,569.0186,580.5098,109551.0
2023-10-03,576.6462,593.2689,576.6462,591.8283,101193.0
2023-10-04,586.2952,590.3181,578.1332,583.0789,108705.0
2023-10-05,577.5988,594.1286,577.5988,586.9358,86268.0
2023-10-06,586.9391,600.9031,586.1425,586.6802,137172.0
2023-10-07,586.9391,600.9031,586.1425,586.6802,137172.0
2023-10-08,586.9391,600.9031,586.1425,586.6802,137172.0
2023-10-09,593.5046,613.805,593.5046,600.4816,198672.0
2023-10-10,596.3093,615.7616,596.3093,609.1746,159030.0
2023-10-11,604.843,617.3067,601.2782,613.244,138075.0
2023-10-12,614.0904,619.0726,611.0699,618.3623,176064.0
2023-10-13,625.6745,640.943,622.2823,622.2823,154575.0
2023-10-14,625.6745,640.943,622.2823,622.2823,154575.0
2023-10-15,625.6745,640.943,622.2823,622.2823,154575.0
2023-10-16,624.0481,637.0163,624.0481,633.9825,86022.0
2023-10-17,637.3366,663.8456,637.3051,643.3428,128262.0
2023-10-18,648.2751,657.5391,646.745,656.6496,97077.0
2023-10-19,653.8216,653.8216,645.9935,652.235,110469.0
2023-10-20,644.2622,650.5687,635.2173,635.2173,133866.0
2023-10-21,644.2622,650.5687,635.2173,635.2173,133866.0
2023-10-22,644.2622,650.5687,635.2173,635.2173,133866.0
2023-10-23,625.7409,632.3594,615.0331,616.1616,146421.0
2023-10-24,619.0361,621.8906,600.7006,601.4939,175305.0
2023-10-25,599.1207,619.0361,599.1207,617.0478,108234.0
2023-10-26,611.0699,621.0608,595.9907,616.1251,140535.0
2023-10-27,612.5569,612.5569,595.4928,603.9568,95934.0
2023-10-28,612.5569,612.5569,595.4928,603.9568,95934.0
2023-10-29,612.5569,612.5569,595.4928,603.9568,95934.0
2023-10-30,607.2926,612.3976,600.2492,609.5298,142830.0
2023-10-31,607.7905,619.7431,607.7175,612.7129,94593.0
2023-11-01,621.7578,627.4403,611.6475,611.6475,253146.0
2023-11-02,611.0035,623.3511,594.9766,596.7308,138609.0
2023-11-03,595.8977,612.2184,592.2565,600.4517,125253.0
2023-11-04,595.8977,612.2184,592.2565,600.4517,125253.0
2023-11-05,595.8977,612.2184,592.2565,600.4517,125253.0
2023-11-06,604.0,608.6469,580.9403,584.0116,131583.0
2023-11-07,579.8692,579.8692,549.07,563.21,105162.0
2023-11-08,565.0289,567.0204,546.2122,547.8552,120738.0
2023-11-09,548.758,556.5582,540.2177,550.4774,215280.0
2023-11-10,556.3026,556.3026,540.7853,544.6853,65265.0
2023-11-11,556.3026,556.3026,540.7853,544.6853,65265.0
2023-11-12,556.3026,556.3026,540.7853,544.6853,65265.0
2023-11-13,546.5972,558.5431,542.8266,551.4466,71352.0
2023-11-14,558.3971,574.8804,558.3971,565.5799,55662.0
2023-11-15,564.3352,572.2018,556.5964,558.5564,76086.0
2023-11-16,551.9877,556.9665,531.201,535.2521,95745.0
2023-11-17,538.4452,551.3172,538.4452,548.3365,58224.0
2023-11-18,538.4452,551.3172,538.4452,548.3365,58224.0
2023-11-19,538.4452,551.3172,538.4452,548.3365,58224.0
2023-11-20,548.5025,558.7921,541.5985,544.1543,81531.0
2023-11-21,542.6938,549.012,538.5053,544.8447,72414.0
2023-11-22,536.0554,545.4322,536.0554,545.0173,66924.0
2023-11-23,536.0554,545.4322,536.0554,545.0173,66924.0
2023-11-24,547.6063,552.9834,547.6063,547.6727,48408.0
2023-11-25,547.6063,552.9834,547.6063,547.6727,48408.0
2023-11-26,547.6063,552.9834,547.6063,547.6727,48408.0
2023-11-27,549.2659,549.2659,540.3704,543.3643,157638.0
2023-11-28,544.0215,549.6775,534.7277,537.091,117510.0
2023-11-29,540.0351,549.621,535.9027,548.3597,80184.0
2023-11-30,549.3706,559.9499,544.5815,556.0521,274782.0
2023-12-01,556.4412,586.9984,554.0733,580.7726,166905.0
2023-12-02,556.4412,586.9984,554.0733,580.7726,166905.0
2023-12-03,556.4412,586.9984,554.0733,580.7726,166905.0
2023-12-04,575.3615,575.7906,530.4537,531.1787,179694.0
2023-12-05,531.019,532.1265,492.8924,494.8081,172734.0
2023-12-06,493.5709,501.7822,488.5523,494.103,143550.0
2023-12-07,501.5261,507.5524,498.2003,504.3597,91599.0
2023-12-08,508.6233,514.7494,507.3366,514.204,83775.0
2023-12-09,508.6233,514.7494,507.3366,514.204,83775.0
2023-12-10,508.6233,514.7494,507.3366,514.204,83775.0
2023-12-11,514.4035,521.6237,512.3003,517.0408,72168.0
2023-12-12,510.958,514.9489,503.8542,514.0676,96864.0
2023-12-13,513.5521,525.3686,512.8999,523.6126,110634.0
2023-12-14,531.7574,540.1682,530.7929,533.4369,88071.0
2023-12-15,534.4878,535.1164,526.7537,531.202,286341.0
2023-12-16,534.4878,535.1164,526.7537,531.202,286341.0
2023-12-17,534.4878,535.1164,526.7537,531.202,286341.0
2023-12-18,538.0597,541.4121,530.6466,532.9114,70353.0
2023-12-19,533.1542,541.8644,530.7364,541.2258,85959.0
2023-12-20,546.6867,553.0789,535.6319,536.6762,79269.0
2023-12-21,536.6961,538.1162,527.9793,538.1162,83211.0
2023-12-22,538.1628,540.7702,530.9891,537.3779,47220.0
2023-12-23,538.1628,540.7702,530.9891,537.3779,47220.0
2023-12-24,538.1628,540.7702,530.9891,537.3779,47220.0
2023-12-25,538.1628,540.7702,530.9891,537.3779,47220.0
2023-12-26,537.3447,545.6458,535.2062,544.9307,37464.0
2023-12-27,542.932,544.7412,542.1338,544.4385,33417.0
2023-12-28,542.6293,543.7634,531.3433,531.498,48081.0
2023-12-29,530.324,531.458,521.3976,522.9607,69483.0
2023-12-30,530.324,531.458,521.3976,522.9607,69483.0
2023-12-31,530.324,531.458,521.3976,522.9607,69483.0
2024-01-01,530.324,531.458,521.3976,522.9607,69483.0
2024-01-02,529.7253,540.7536,527.9327,533.6564,70206.0
2024-01-03,529.2298,533.9856,526.6739,530.6532,56226.0
2024-01-04,530.6532,530.6532,515.6606,515.6606,71025.0
2024-01-05,517.1506,519.9675,512.8886,517.2404,55389.0
2024-01-06,517.1506,519.9675,512.8886,517.2404,55389.0
2024-01-07,517.1506,519.9675,512.8886,517.2404,55389.0
2024-01-08,509.3117,513.8814,505.3248,511.0944,91065.0
2024-01-09,506.5281,512.3116,503.638,509.4814,69792.0
2024-01-10,507.5857,507.5857,495.5397,502.9529,56733.0
2024-01-11,507.8983,509.7142,499.371,501.6658,53556.0
2024-01-12,508.334,510.5057,502.0283,509.2486,49371.0
2024-01-13,508.334,510.5057,502.0283,509.2486,49371.0
2024-01-14,508.334,510.5057,502.0283,509.2486,49371.0
2024-01-15,508.334,510.5057,502.0283,509.2486,49371.0
2024-01-16,510.1731,510.1731,490.5511,490.5976,49266.0
2024-01-17,485.9216,495.267,483.1596,489.3538,51630.0
2024-01-18,488.9713,496.7603,482.23,493.6673,91782.0
2024-01-19,493.1585,494.7615,488.8915,494.7615,43275.0
2024-01-20,493.1585,494.7615,488.8915,494.7615,43275.0
2024-01-21,493.1585,494.7615,488.8915,494.7615,43275.0
2024-01-22,490.3083,500.9391,490.2717,495.2038,49278.0
2024-01-23,491.7051,496.5774,487.9536,495.8257,42261.0
2024-01-24,498.8655,502.4341,498.4963,500.6913,36780.0
2024-01-25,498.8622,502.1913,490.5511,497.0097,70413.0
2024-01-26,498.3666,498.5296,490.9768,495.1041,33561.0
2024-01-27,498.3666,498.5296,490.9768,495.1041,33561.0
2024-01-28,498.3666,498.5296,490.9768,495.1041,33561.0
2024-01-29,498.064,505.7997,498.064,505.7997,40665.0
2024-01-30,498.7358,506.9205,498.7358,500.1659,49602.0
2024-01-31,503.6347,503.6347,483.8463,486.0047,68169.0
2024-02-01,490.8072,490.8072,473.1739,482.1103,67803.0
2024-02-02,478.4985,480.4075,466.5556,478.2923,59145.0
2024-02-03,478.4985,480.4075,466.5556,478.2923,59145.0
2024-02-04,478.4985,480.4075,466.5556,478.2923,59145.0
2024-02-05,477.248,482.8769,471.1718,475.2459,61683.0
2024-02-06,477.411,483.3109,477.2247,480.3842,79905.0
2024-02-07,484.5846,501.8487,482.2367,495.8224,69819.0
2024-02-08,498.8655,505.3907,488.1798,492.8193,74583.0
2024-02-09,492.0576,493.8768,485.4327,487.5945,50055.0
2024-02-10,492.0576,493.8768,485.4327,487.5945,50055.0
2024-02-11,492.0576,493.8768,485.4327,487.5945,50055.0
2024-02-12,490.877,492.5332,481.7345,487.6743,63693.0
2024-02-13,489.1177,489.1177,469.9912,473.7692,46470.0
2024-02-14,481.2822,482.2367,471.0787,477.8067,71388.0
2024-02-15,488.6487,503.189,488.3547,494.7282,108378.0
2024-02-16,496.1616,508.334,496.1616,502.7932,68028.0
2024-02-17,496.1616,508.334,496.1616,502.7932,68028.0
2024-02-18,496.1616,508.334,496.1616,502.7932,68028.0
2024-02-19,496.1616,508.334,496.1616,502.7932,68028.0
2024-02-20,501.852,505.9461,495.8657,495.8657,65334.0
2024-02-21,493.6108,516.7299,493.6108,506.3086,94314.0
2024-02-22,521.0351,523.3565,512.1985,519.9575,93297.0
2024-02-23,517.553,520.9918,512.1686,519.2724,57228.0
2024-02-24,517.553,520.9918,512.1686,519.2724,57228.0
2024-02-25,517.553,520.9918,512.1686,519.2724,57228.0
2024-02-26,516.8712,522.9807,512.5477,518.8966,108231.0
2024-02-27,519.6748,527.833,519.6748,527.833,68694.0
2024-02-28,525.8767,525.8767,510.6587,512.9235,65166.0
2024-02-29,521.6757,528.02,519.74,525.14,112242.0
2024-03-01,525.5667,528.7533,519.53,521.9067,60387.0
2024-03-02,525.5667,528.7533,519.53,521.9067,60387.0
2024-03-03,525.5667,528.7533,519.53,521.9067,60387.0
2024-03-04,521.25,521.25,511.5167,512.7633,58689.0
2024-03-05,507.49,517.88,504.6117,505.2333,65121.0
2024-03-06,509.9367,509.9367,493.4,495.1467,77910.0
2024-03-07,493.97,508.235,493.97,500.54,70302.0
2024-03-08,512.0,519.6033,505.3633,509.24,90657.0
2024-03-09,512.0,519.6033,505.3633,509.24,90657.0
2024-03-10,512.0,519.6033,505.3633,509.24,90657.0
2024-03-11,509.3167,525.43,503.08,517.6733,67488.0
2024-03-12,516.3333,525.9967,509.3867,525.1567,69012.0
2024-03-13,529.0333,540.3433,529.0333,535.49,104310.0
2024-03-14,541.6667,550.5867,540.0,547.6033,101967.0
2024-03-15,547.0,556.7767,547.0,555.4967,196206.0
2024-03-16,547.0,556.7767,547.0,555.4967,196206.0
2024-03-17,547.0,556.7767,547.0,555.4967,196206.0
2024-03-18,559.0133,569.1733,554.4067,556.7,93558.0
2024-03-19,565.29,569.3333,555.7083,562.0,77481.0
2024-03-20,562.0,565.11,553.3333,563.9333,77004.0
2024-03-21,566.6667,567.7433,561.1267,566.6533,74502.0
2024-03-22,568.4033,570.33,558.65,561.9567,82242.0
2024-03-23,568.4033,570.33,558.65,561.9567,82242.0
2024-03-24,568.4033,570.33,558.65,561.9567,82242.0
2024-03-25,569.3333,574.8533,567.29,574.8533,40680.0
2024-03-26,577.11,582.9367,557.9867,559.7267,117285.0
2024-03-27,565.0,581.78,559.98,576.33,75263.0
2024-03-28,576.5,579.39,569.99,578.51,105827.0
2024-03-29,576.5,579.39,569.99,578.51,105827.0
2024-03-30,576.5,579.39,569.99,578.51,105827.0
2024-03-31,576.5,579.39,569.99,578.51,105827.0
2024-04-01,580.84,581.21,566.88,571.09,66088.0
2024-04-02,574.65,586.91,566.4392,575.66,86092.0
2024-04-03,578.0,589.19,574.49,586.9,64616.0
2024-04-04,587.0,601.23,587.0,597.16,99693.0
2024-04-05,598.93,599.255,585.0,596.22,49364.0
2024-04-06,598.93,599.255,585.0,596.22,49364.0
2024-04-07,598.93,599.255,585.0,596.22,49364.0
2024-04-08,595.09,595.09,581.03,584.45,33384.0
