,NWE US Equity,NWE US Equity,NWE US Equity,NWE US Equity,NWE US Equity
2020-02-07,64.4581,64.6821,63.6866,63.7115,186861.0
2020-02-08,64.4581,64.6821,63.6866,63.7115,186861.0
2020-02-09,64.4581,64.6821,63.6866,63.7115,186861.0
2020-02-10,63.7447,64.0268,63.4792,63.9853,135088.0
2020-02-11,64.1595,64.3752,63.9396,64.1678,163813.0
2020-02-12,64.2093,64.4167,63.6057,64.259,196010.0
2020-02-13,65.3375,65.4785,64.1968,65.072,495126.0
2020-02-14,65.2048,65.7813,65.0969,65.4702,283662.0
2020-02-15,65.2048,65.7813,65.0969,65.4702,283662.0
2020-02-16,65.2048,65.7813,65.0969,65.4702,283662.0
2020-02-17,65.2048,65.7813,65.0969,65.4702,283662.0
2020-02-18,65.661,66.4408,65.43,66.1505,340708.0
2020-02-19,66.0343,66.7975,66.0011,66.5487,315938.0
2020-02-20,66.3496,66.5653,65.9016,66.2832,254496.0
2020-02-21,66.1256,66.3247,65.4619,65.5449,391453.0
2020-02-22,66.1256,66.3247,65.4619,65.5449,391453.0
2020-02-23,66.1256,66.3247,65.4619,65.5449,391453.0
2020-02-24,65.072,65.4204,64.7153,65.0803,349137.0
2020-02-25,65.014,65.1384,64.0682,64.2341,358831.0
2020-02-26,64.3586,65.1467,63.836,63.9853,360487.0
2020-02-27,63.7198,64.3918,61.7537,61.8035,469841.0
2020-02-28,60.7167,60.808,57.6473,58.3524,701032.0
2020-02-29,60.7167,60.808,57.6473,58.3524,701032.0
2020-03-01,60.7167,60.808,57.6473,58.3524,701032.0
2020-03-02,58.6179,61.6666,58.4603,61.6625,412488.0
2020-03-03,61.5463,63.1806,60.9573,61.1896,336495.0
2020-03-04,62.0607,64.7775,62.0607,64.6241,393651.0
2020-03-05,63.5705,64.259,62.8239,63.612,419570.0
2020-03-06,62.0524,63.9604,61.0983,63.8028,391746.0
2020-03-07,62.0524,63.9604,61.0983,63.8028,391746.0
2020-03-08,62.0524,63.9604,61.0983,63.8028,391746.0
2020-03-09,59.2401,62.1395,58.9663,60.808,512626.0
2020-03-10,61.8035,62.7907,59.1654,62.2183,495553.0
2020-03-11,60.8827,61.1813,57.5975,58.8668,502177.0
2020-03-12,55.2692,56.3568,51.5795,51.6297,612221.0
2020-03-13,53.9305,56.4907,51.4457,56.4907,513405.0
2020-03-14,53.9305,56.4907,51.4457,56.4907,513405.0
2020-03-15,53.9305,56.4907,51.4457,56.4907,513405.0
2020-03-16,51.019,52.3911,46.8608,47.6724,535186.0
2020-03-17,48.8939,54.7002,48.4421,53.9724,641313.0
2020-03-18,50.3329,51.5963,43.1461,44.7859,673654.0
2020-03-19,44.9282,49.1365,42.4015,47.9317,537687.0
2020-03-20,48.0823,48.3342,39.6071,40.3684,914229.0
2020-03-21,48.0823,48.3342,39.6071,40.3684,914229.0
2020-03-22,48.0823,48.3342,39.6071,40.3684,914229.0
2020-03-23,40.1174,42.3513,37.6995,40.9373,674478.0
2020-03-24,42.6357,44.1919,40.7491,44.0246,425597.0
2020-03-25,43.715,46.8399,42.276,44.627,620125.0
2020-03-26,44.627,49.8477,44.1122,49.4461,488415.0
2020-03-27,47.7644,53.7548,47.231,50.1907,786446.0
2020-03-28,47.7644,53.7548,47.231,50.1907,786446.0
2020-03-29,47.7644,53.7548,47.231,50.1907,786446.0
2020-03-30,51.1361,51.613,49.6343,51.5042,496255.0
2020-03-31,51.0273,51.5461,49.1742,50.0568,434060.0
2020-04-01,47.9234,48.4337,45.4971,46.6098,321481.0
2020-04-02,45.9656,48.4808,45.3716,46.9445,528344.0
2020-04-03,46.5094,47.1536,43.8991,44.2086,618165.0
2020-04-04,46.5094,47.1536,43.8991,44.2086,618165.0
2020-04-05,46.5094,47.1536,43.8991,44.2086,618165.0
2020-04-06,46.2417,50.2032,46.0179,49.3038,471327.0
2020-04-07,51.4038,52.617,47.6222,48.2748,536984.0
2020-04-08,48.919,51.6632,48.3835,51.2114,369120.0
2020-04-09,52.4245,54.3321,52.207,54.0476,335671.0
2020-04-10,52.4245,54.3321,52.207,54.0476,335671.0
2020-04-11,52.4245,54.3321,52.207,54.0476,335671.0
2020-04-12,52.4245,54.3321,52.207,54.0476,335671.0
2020-04-13,53.3198,53.6419,51.6046,52.96,341329.0
2020-04-14,54.466,54.7002,52.7257,53.872,365590.0
2020-04-15,52.1987,52.8512,51.0022,51.5712,493802.0
2020-04-16,51.5042,51.7218,49.6887,50.9771,492756.0
2020-04-17,51.6548,52.458,50.9269,52.4078,507857.0
2020-04-18,51.6548,52.458,50.9269,52.4078,507857.0
2020-04-19,51.6548,52.458,50.9269,52.4078,507857.0
2020-04-20,51.3536,51.6799,48.7182,48.7767,505953.0
2020-04-21,48.4756,49.8728,47.9987,49.4544,539108.0
2020-04-22,50.3078,50.3078,48.6345,49.5214,393678.0
2020-04-23,48.8604,49.1365,46.9696,48.0656,762830.0
2020-04-24,48.0154,49.103,47.3586,47.5218,692441.0
2020-04-25,48.0154,49.103,47.3586,47.5218,692441.0
2020-04-26,48.0154,49.103,47.3586,47.5218,692441.0
2020-04-27,48.007,49.103,48.007,48.9608,405656.0
2020-04-28,50.1991,51.362,50.0819,50.8265,625763.0
2020-04-29,52.2488,52.2488,49.7222,50.0234,839698.0
2020-04-30,49.354,49.354,47.4883,48.2664,463744.0
2020-05-01,47.5469,47.5469,46.3337,46.911,432277.0
2020-05-02,47.5469,47.5469,46.3337,46.911,432277.0
2020-05-03,47.5469,47.5469,46.3337,46.911,432277.0
2020-05-04,46.5011,47.2624,45.5473,47.0951,373209.0
2020-05-05,47.4632,48.4923,47.3377,47.823,402250.0
2020-05-06,48.0823,48.258,45.3046,45.3381,324073.0
2020-05-07,46.0911,47.6305,46.0409,46.7186,361320.0
2020-05-08,47.6305,48.7182,47.2791,48.5509,309840.0
2020-05-09,47.6305,48.7182,47.2791,48.5509,309840.0
2020-05-10,47.6305,48.7182,47.2791,48.5509,309840.0
2020-05-11,48.4756,48.4756,46.6349,48.074,538152.0
2020-05-12,47.9987,48.2078,46.7186,46.8525,395917.0
2020-05-13,46.4927,46.4927,45.4134,45.9823,344275.0
2020-05-14,45.1875,46.0493,43.5895,46.0074,521443.0
2020-05-15,45.8066,45.8066,44.1919,45.3883,1154349.0
2020-05-16,45.8066,45.8066,44.1919,45.3883,1154349.0
2020-05-17,45.8066,45.8066,44.1919,45.3883,1154349.0
2020-05-18,47.3293,48.6554,47.0783,48.2831,503678.0
2020-05-19,47.9234,48.4003,47.2791,47.3712,366042.0
2020-05-20,48.1325,48.76,47.6305,48.3584,298000.0
2020-05-21,48.3919,48.9441,48.0991,48.1576,343659.0
2020-05-22,48.6513,48.6513,47.7644,48.3919,163628.0
2020-05-23,48.6513,48.6513,47.7644,48.3919,163628.0
2020-05-24,48.6513,48.6513,47.7644,48.3919,163628.0
2020-05-25,48.6513,48.6513,47.7644,48.3919,163628.0
2020-05-26,49.8644,50.7345,49.2704,49.4628,304872.0
2020-05-27,50.45,51.0524,49.7724,50.2995,342302.0
2020-05-28,51.1612,51.3871,50.1154,50.266,437933.0
2020-05-29,49.7556,50.8349,49.2454,50.2995,413996.0
2020-05-30,49.7556,50.8349,49.2454,50.2995,413996.0
2020-05-31,49.7556,50.8349,49.2454,50.2995,413996.0
2020-06-01,50.2325,51.0273,50.1489,50.5755,446438.0
2020-06-02,50.9939,51.111,49.8895,50.3748,243367.0
2020-06-03,51.1361,52.299,51.1361,51.956,311750.0
2020-06-04,51.4457,51.7469,50.1572,50.8349,322834.0
2020-06-05,52.1568,53.6879,52.1568,52.55,334748.0
2020-06-06,52.1568,53.6879,52.1568,52.55,334748.0
2020-06-07,52.1568,53.6879,52.1568,52.55,334748.0
2020-06-08,52.4496,53.0437,52.2154,52.9098,310405.0
2020-06-09,52.3158,52.5166,51.5461,52.0564,347021.0
2020-06-10,51.9979,52.1987,50.5421,50.7847,294228.0
2020-06-11,49.6301,49.8058,47.1118,47.2791,417283.0
2020-06-12,48.7421,48.7421,45.7993,47.0001,391398.0
2020-06-13,48.7421,48.7421,45.7993,47.0001,391398.0
2020-06-14,48.7421,48.7421,45.7993,47.0001,391398.0
2020-06-15,45.7909,48.0318,45.4611,47.7612,431028.0
2020-06-16,49.0719,49.444,47.4821,48.0487,293802.0
2020-06-17,48.2347,48.2347,46.4082,47.2707,305922.0
2020-06-18,46.7972,47.2453,46.4589,47.11,252146.0
2020-06-19,47.5159,47.6851,45.9769,46.1376,854152.0
2020-06-20,47.5159,47.6851,45.9769,46.1376,854152.0
2020-06-21,47.5159,47.6851,45.9769,46.1376,854152.0
2020-06-22,45.7317,46.5857,45.3934,46.1714,329578.0
2020-06-23,46.7295,46.831,45.4272,45.7824,350795.0
2020-06-24,45.1313,45.2412,43.922,44.7,498161.0
2020-06-25,44.4463,44.4463,43.2286,44.1757,340567.0
2020-06-26,43.9727,44.4463,43.1271,44.0911,659908.0
2020-06-27,43.9727,44.4463,43.1271,44.0911,659908.0
2020-06-28,43.9727,44.4463,43.1271,44.0911,659908.0
2020-06-29,44.5309,45.8331,44.1672,45.7486,461177.0
2020-06-30,45.4103,46.5012,45.4103,46.1037,360238.0
2020-07-01,46.146,47.22,45.8331,46.8563,301890.0
2020-07-02,47.6597,47.74,46.5435,46.7718,216183.0
2020-07-03,47.6597,47.74,46.5435,46.7718,216183.0
2020-07-04,47.6597,47.74,46.5435,46.7718,216183.0
2020-07-05,47.6597,47.74,46.5435,46.7718,216183.0
2020-07-06,47.1016,47.4145,45.7739,46.3067,277234.0
2020-07-07,45.664,45.7655,45.0213,45.0721,430947.0
2020-07-08,44.7423,45.4357,44.4463,45.3004,520189.0
2020-07-09,44.9875,44.9875,43.0172,44.3279,423228.0
2020-07-10,44.5816,45.1735,44.3956,45.089,445914.0
2020-07-11,44.5816,45.1735,44.3956,45.089,445914.0
2020-07-12,44.5816,45.1735,44.3956,45.089,445914.0
2020-07-13,45.2497,45.8331,44.6577,44.9283,294507.0
2020-07-14,45.1651,45.6133,44.6154,45.2158,273692.0
2020-07-15,46.4251,46.8733,45.5625,45.8839,401320.0
2020-07-16,45.9853,46.3828,45.7739,46.1714,280383.0
2020-07-17,46.256,46.6703,45.8839,46.3828,253009.0
2020-07-18,46.256,46.6703,45.8839,46.3828,253009.0
2020-07-19,46.256,46.6703,45.8839,46.3828,253009.0
2020-07-20,46.146,46.146,44.8184,45.0044,260942.0
2020-07-21,45.1905,46.2644,45.1905,45.7232,325467.0
2020-07-22,45.3004,46.5012,44.996,46.4589,279004.0
2020-07-23,46.2982,46.9663,46.0784,46.3067,272102.0
2020-07-24,46.4927,47.1777,46.1798,46.3321,332965.0
2020-07-25,46.4927,47.1777,46.1798,46.3321,332965.0
2020-07-26,46.4927,47.1777,46.1798,46.3321,332965.0
2020-07-27,46.0023,46.2982,45.5203,45.6978,274313.0
2020-07-28,45.5541,47.6174,45.5541,47.2707,384404.0
2020-07-29,47.6428,48.4246,46.2179,47.702,584742.0
2020-07-30,47.3299,47.7696,46.7633,47.702,362750.0
2020-07-31,47.3976,47.8796,46.5857,47.5751,331939.0
2020-08-01,47.3976,47.8796,46.5857,47.5751,331939.0
2020-08-02,47.3976,47.8796,46.5857,47.5751,331939.0
2020-08-03,47.5751,47.5751,46.3574,47.1185,380502.0
2020-08-04,46.8394,48.1332,46.8394,47.8626,306250.0
2020-08-05,48.277,48.4884,47.499,47.981,380822.0
2020-08-06,48.0571,48.4673,47.5582,47.6682,289429.0
2020-08-07,47.2622,49.241,47.2622,48.9366,208213.0
2020-08-08,47.2622,49.241,47.2622,48.9366,208213.0
2020-08-09,47.2622,49.241,47.2622,48.9366,208213.0
2020-08-10,49.2664,49.4778,48.0064,48.1163,392047.0
2020-08-11,48.6068,49.0465,46.8394,47.0255,265653.0
2020-08-12,47.4737,47.6512,47.1523,47.2876,217173.0
2020-08-13,46.8733,47.1354,46.5266,46.9155,257935.0
2020-08-14,46.5096,47.1354,46.1206,46.9494,197207.0
2020-08-15,46.5096,47.1354,46.1206,46.9494,197207.0
2020-08-16,46.5096,47.1354,46.1206,46.9494,197207.0
2020-08-17,46.7464,47.11,46.4843,46.5519,259768.0
2020-08-18,46.3997,46.5604,45.7739,46.0276,247204.0
2020-08-19,46.2221,46.3921,45.6133,45.7063,167099.0
2020-08-20,45.3342,45.8162,45.1228,45.1735,177631.0
2020-08-21,45.1313,45.4019,44.5478,45.1905,159829.0
2020-08-22,45.1313,45.4019,44.5478,45.1905,159829.0
2020-08-23,45.1313,45.4019,44.5478,45.1905,159829.0
2020-08-24,45.3342,46.0023,44.9621,46.0023,146821.0
2020-08-25,45.96,45.9769,44.8099,45.3427,236708.0
2020-08-26,45.0044,45.089,43.6345,43.643,319366.0
2020-08-27,44.0658,44.6408,43.6514,44.1334,240529.0
2020-08-28,44.5055,44.5055,43.4738,44.1588,179461.0
2020-08-29,44.5055,44.5055,43.4738,44.1588,179461.0
2020-08-30,44.5055,44.5055,43.4738,44.1588,179461.0
2020-08-31,43.9812,44.3025,43.5838,43.6683,540136.0
2020-09-01,43.3808,43.626,42.7128,43.5499,286239.0
2020-09-02,43.5838,44.4378,43.4949,44.2011,215166.0
2020-09-03,44.514,45.2666,44.0658,44.3617,495393.0
2020-09-04,44.5562,44.6493,43.5077,43.829,243640.0
2020-09-05,44.5562,44.6493,43.5077,43.829,243640.0
2020-09-06,44.5562,44.6493,43.5077,43.829,243640.0
2020-09-07,44.5562,44.6493,43.5077,43.829,243640.0
2020-09-08,43.922,44.015,42.5098,43.0003,325310.0
2020-09-09,43.254,44.0023,42.5944,43.5668,372308.0
2020-09-10,43.5668,43.7021,42.9242,43.1102,395901.0
2020-09-11,43.1187,43.1187,42.2899,42.476,356059.0
2020-09-12,43.1187,43.1187,42.2899,42.476,356059.0
2020-09-13,43.1187,43.1187,42.2899,42.476,356059.0
2020-09-14,42.6728,43.3532,42.6557,42.8269,478491.0
2020-09-15,43.1435,43.8967,42.7156,42.8354,368742.0
2020-09-16,42.8354,43.3661,42.7413,43.1179,473696.0
2020-09-17,42.8354,43.0152,42.2706,42.767,309302.0
2020-09-18,42.9724,42.9724,41.4746,41.6715,845679.0
2020-09-19,42.9724,42.9724,41.4746,41.6715,845679.0
2020-09-20,42.9724,42.9724,41.4746,41.6715,845679.0
2020-09-21,41.894,42.1764,41.1409,41.8683,367339.0
2020-09-22,41.8598,42.5359,41.158,42.0138,338814.0
2020-09-23,41.9454,42.4888,41.0809,41.0895,543589.0
2020-09-24,41.0809,41.6372,40.5931,41.4062,269352.0
2020-09-25,41.0553,41.7442,40.8841,41.6715,206255.0
2020-09-26,41.0553,41.7442,40.8841,41.6715,206255.0
2020-09-27,41.0553,41.7442,40.8841,41.6715,206255.0
2020-09-28,41.8341,42.3647,41.8341,42.0652,292762.0
2020-09-29,42.2021,42.3134,41.1409,41.4318,266700.0
2020-09-30,41.7228,42.1251,41.2692,41.6287,275424.0
2020-10-01,41.4062,41.9967,41.389,41.9454,270653.0
2020-10-02,41.6372,43.0152,41.2992,42.8183,291953.0
2020-10-03,41.6372,43.0152,41.2992,42.8183,291953.0
2020-10-04,41.6372,43.0152,41.2992,42.8183,291953.0
2020-10-05,43.1264,43.6057,42.7841,43.5372,288352.0
2020-10-06,43.8796,44.9485,43.4133,43.9737,262623.0
2020-10-07,44.1706,44.6413,43.6913,44.2647,243139.0
2020-10-08,44.5557,44.7782,43.9138,44.5899,233594.0
2020-10-09,45.0093,45.2062,44.3932,44.6413,197779.0
2020-10-10,45.0093,45.2062,44.3932,44.6413,197779.0
2020-10-11,45.0093,45.2062,44.3932,44.6413,197779.0
2020-10-12,44.376,45.2318,44.085,45.0949,161055.0
2020-10-13,44.9836,44.9836,43.6571,44.0336,155014.0
2020-10-14,44.1278,44.3032,43.4345,43.6485,148283.0
2020-10-15,43.1692,44.7611,42.9809,44.6071,194242.0
2020-10-16,44.1877,44.9408,44.1877,44.3931,195237.0
2020-10-17,44.1877,44.9408,44.1877,44.3931,195237.0
2020-10-18,44.1877,44.9408,44.1877,44.3931,195237.0
2020-10-19,44.5471,44.7782,43.3917,43.4859,281770.0
2020-10-20,43.8881,43.9652,43.0922,43.5629,158038.0
2020-10-21,43.3062,45.189,43.3062,44.6242,368178.0
2020-10-22,45.0778,46.3444,44.1363,46.2161,376888.0
2020-10-23,46.5327,48.253,46.3701,48.2016,608736.0
2020-10-24,46.5327,48.253,46.3701,48.2016,608736.0
2020-10-25,46.5327,48.253,46.3701,48.2016,608736.0
2020-10-26,47.8593,48.3643,46.6269,48.2701,527671.0
2020-10-27,48.176,48.4841,47.2174,47.8507,488287.0
2020-10-28,46.9093,47.7823,44.6242,44.7868,726278.0
2020-10-29,44.5386,44.7697,43.4345,44.2562,311196.0
2020-10-30,44.2818,45.5399,44.0165,44.6156,257277.0
2020-10-31,44.2818,45.5399,44.0165,44.6156,257277.0
2020-11-01,44.2818,45.5399,44.0165,44.6156,257277.0
2020-11-02,45.2489,45.9764,44.6413,45.9165,326812.0
2020-11-03,46.4386,47.9791,46.3658,47.6368,258448.0
2020-11-04,47.012,47.9021,45.8138,46.0449,232102.0
2020-11-05,46.4899,47.3886,45.9593,46.0449,140699.0
2020-11-06,46.2845,46.4493,45.112,45.2917,130367.0
2020-11-07,46.2845,46.4493,45.112,45.2917,130367.0
2020-11-08,46.2845,46.4493,45.112,45.2917,130367.0
2020-11-09,47.4314,49.9305,46.4728,49.0746,373746.0
2020-11-10,49.7679,51.0944,48.8093,51.0174,277621.0
2020-11-11,50.9746,51.103,50.0417,50.7521,271558.0
2020-11-12,50.2985,50.3926,48.1161,48.8521,319837.0
2020-11-13,49.2971,50.23,48.8606,49.9133,171069.0
2020-11-14,49.2971,50.23,48.8606,49.9133,171069.0
2020-11-15,49.2971,50.23,48.8606,49.9133,171069.0
2020-11-16,51.1714,52.1129,50.23,52.1129,357097.0
2020-11-17,52.4895,52.5932,51.1115,51.6764,371210.0
2020-11-18,50.3498,51.3576,50.1615,50.1615,649739.0
2020-11-19,50.1958,50.6793,49.5111,50.0075,279035.0
2020-11-20,49.2115,50.4183,49.2115,50.2985,209336.0
2020-11-21,49.2115,50.4183,49.2115,50.2985,209336.0
2020-11-22,49.2115,50.4183,49.2115,50.2985,209336.0
2020-11-23,50.5124,51.8989,50.3327,51.7791,270873.0
2020-11-24,52.6007,53.7647,51.7449,52.866,488217.0
2020-11-25,52.7976,53.5678,52.3525,53.0886,441117.0
2020-11-26,52.7976,53.5678,52.3525,53.0886,441117.0
2020-11-27,52.8917,52.8917,51.7449,52.1728,81348.0
2020-11-28,52.8917,52.8917,51.7449,52.1728,81348.0
2020-11-29,52.8917,52.8917,51.7449,52.1728,81348.0
2020-11-30,51.5651,51.8005,49.417,49.6395,591443.0
2020-12-01,50.444,50.8462,49.3399,49.5325,401540.0
2020-12-02,49.5111,49.9989,48.3386,49.3699,634268.0
2020-12-03,49.3142,49.5624,48.467,48.6381,198295.0
2020-12-04,49.2458,49.6994,48.6552,49.0233,505004.0
2020-12-05,49.2458,49.6994,48.6552,49.0233,505004.0
2020-12-06,49.2458,49.6994,48.6552,49.0233,505004.0
2020-12-07,49.0233,49.1602,48.5697,48.8949,264840.0
2020-12-08,48.5183,48.9805,47.9706,48.6809,323485.0
2020-12-09,49.2201,49.2201,48.0561,48.5269,280843.0
2020-12-10,48.4584,48.4584,47.4228,47.6025,435965.0
2020-12-11,47.3372,47.9791,47.1618,47.9021,242384.0
2020-12-12,47.3372,47.9791,47.1618,47.9021,242384.0
2020-12-13,47.3372,47.9791,47.1618,47.9021,242384.0
2020-12-14,48.4817,49.0614,48.1703,48.1876,233564.0
2020-12-15,48.2741,49.814,48.1011,49.7535,256062.0
2020-12-16,49.5026,49.5026,48.2568,48.4817,501252.0
2020-12-17,48.4904,49.1392,48.3779,48.4558,401108.0
2020-12-18,48.7413,48.9575,48.1443,48.4558,839852.0
2020-12-19,48.7413,48.9575,48.1443,48.4558,839852.0
2020-12-20,48.7413,48.9575,48.1443,48.4558,839852.0
2020-12-21,47.7204,48.3606,46.1891,47.5387,546455.0
2020-12-22,47.5387,49.0813,47.037,48.8364,353946.0
2020-12-23,49.2949,49.6843,48.2871,48.4817,235470.0
2020-12-24,48.5942,49.0873,48.1573,48.9748,98646.0
2020-12-25,48.5942,49.0873,48.1573,48.9748,98646.0
2020-12-26,48.5942,49.0873,48.1573,48.9748,98646.0
2020-12-27,48.5942,49.0873,48.1573,48.9748,98646.0
2020-12-28,49.7102,50.0217,49.1998,49.6237,196340.0
2020-12-29,49.7794,50.0303,49.0095,49.1998,230734.0
2020-12-30,49.0181,49.9265,48.884,49.5718,166189.0
2020-12-31,49.5285,50.6705,49.3469,50.4456,206579.0
2021-01-01,49.5285,50.6705,49.3469,50.4456,206579.0
2021-01-02,49.5285,50.6705,49.3469,50.4456,206579.0
2021-01-03,49.5285,50.6705,49.3469,50.4456,206579.0
2021-01-04,50.4542,50.4542,49.0873,49.4507,363132.0
2021-01-05,49.4507,49.7448,48.2741,49.096,250240.0
2021-01-06,49.3815,51.5702,49.3815,51.1723,298850.0
2021-01-07,50.9214,51.1896,49.7102,49.7708,250558.0
2021-01-08,49.9265,49.9265,48.8624,49.243,222417.0
2021-01-09,49.9265,49.9265,48.8624,49.243,222417.0
2021-01-10,49.9265,49.9265,48.8624,49.243,222417.0
2021-01-11,48.6288,49.3968,48.1876,49.07,275577.0
2021-01-12,49.615,49.9438,48.7067,49.9005,317230.0
2021-01-13,49.7708,50.7397,49.5285,50.6964,265817.0
2021-01-14,50.956,50.956,50.0822,50.3504,269697.0
2021-01-15,50.1255,51.4361,49.8313,51.155,167355.0
2021-01-16,50.1255,51.4361,49.8313,51.155,167355.0
2021-01-17,50.1255,51.4361,49.8313,51.155,167355.0
2021-01-18,50.1255,51.4361,49.8313,51.155,167355.0
2021-01-19,51.1636,51.2545,49.3209,49.5891,490492.0
2021-01-20,49.3382,49.8322,48.499,48.724,339489.0
2021-01-21,48.6461,48.9921,47.9497,48.3693,257565.0
2021-01-22,47.9107,48.0146,47.2662,47.9497,425751.0
2021-01-23,47.9107,48.0146,47.2662,47.9497,425751.0
2021-01-24,47.9107,48.0146,47.2662,47.9497,425751.0
2021-01-25,47.5214,48.6547,47.5214,48.4471,391560.0
2021-01-26,48.8018,48.8018,47.3398,47.5128,390540.0
2021-01-27,46.8639,47.768,45.9902,47.2186,402731.0
2021-01-28,47.7031,48.153,46.9504,47.4955,262583.0
2021-01-29,47.4955,47.6079,46.44,47.1235,984690.0
2021-01-30,47.4955,47.6079,46.44,47.1235,984690.0
2021-01-31,47.4955,47.6079,46.44,47.1235,984690.0
2021-02-01,47.3138,47.781,46.466,47.5387,344208.0
2021-02-02,47.8761,48.2222,47.3917,47.9713,234399.0
2021-02-03,47.6858,47.7939,46.8812,47.409,262777.0
2021-02-04,47.409,47.9713,47.2273,47.928,170153.0
2021-02-05,48.3,48.871,47.7983,48.8278,185130.0
2021-02-06,48.3,48.871,47.7983,48.8278,185130.0
2021-02-07,48.3,48.871,47.7983,48.8278,185130.0
2021-02-08,48.9229,49.096,48.0578,48.6028,226186.0
2021-02-09,48.8018,49.442,48.1703,49.4074,233384.0
2021-02-10,49.4074,50.0822,49.1652,49.7794,209186.0
2021-02-11,49.9611,50.0563,49.1479,49.7189,311471.0
2021-02-12,49.243,49.6583,48.2741,48.8278,271316.0
2021-02-13,49.243,49.6583,48.2741,48.8278,271316.0
2021-02-14,49.243,49.6583,48.2741,48.8278,271316.0
2021-02-15,49.243,49.6583,48.2741,48.8278,271316.0
2021-02-16,49.2171,49.5348,48.724,49.2257,213244.0
2021-02-17,49.0614,49.8832,48.7759,49.7881,256286.0
2021-02-18,49.7448,50.3937,49.6886,50.3417,297679.0
2021-02-19,50.3677,50.8608,49.8919,50.7224,239041.0
2021-02-20,50.3677,50.8608,49.8919,50.7224,239041.0
2021-02-21,50.3677,50.8608,49.8919,50.7224,239041.0
2021-02-22,50.6532,50.8003,49.1911,49.5199,214210.0
2021-02-23,49.7535,51.6654,49.7448,51.4405,374762.0
2021-02-24,51.6135,52.3878,51.0814,52.1672,393086.0
2021-02-25,52.3142,52.8593,51.5875,51.674,311908.0
2021-02-26,51.674,52.4094,50.5926,50.5926,477956.0
2021-02-27,51.674,52.4094,50.5926,50.5926,477956.0
2021-02-28,51.674,52.4094,50.5926,50.5926,477956.0
2021-03-01,51.2804,51.8644,50.8781,51.7173,347175.0
2021-03-02,51.5529,51.9076,51.0641,51.501,327061.0
2021-03-03,51.3799,51.6924,50.2206,50.8522,493804.0
2021-03-04,50.9819,52.643,50.9127,51.2155,320096.0
2021-03-05,51.9163,53.1361,51.4924,52.6949,321463.0
2021-03-06,51.9163,53.1361,51.4924,52.6949,321463.0
2021-03-07,51.9163,53.1361,51.4924,52.6949,321463.0
2021-03-08,52.7555,53.6465,52.4829,53.3005,301449.0
2021-03-09,53.4216,53.4216,52.3575,52.4354,251218.0
2021-03-10,52.6603,54.3213,52.3402,53.8109,331294.0
2021-03-11,53.5687,54.2867,53.2745,53.6638,220226.0
2021-03-12,53.7687,55.4465,53.7687,55.1581,258384.0
2021-03-13,53.7687,55.4465,53.7687,55.1581,258384.0
2021-03-14,53.7687,55.4465,53.7687,55.1581,258384.0
