,THG US Equity,THG US Equity,THG US Equity,THG US Equity,THG US Equity
2020-08-05,94.0319,95.0735,93.5293,94.2329,135649.0
2020-08-06,93.8674,94.7263,93.7852,94.105,143377.0
2020-08-07,93.6573,97.1112,93.2735,97.0563,129402.0
2020-08-08,93.6573,97.1112,93.2735,97.0563,129402.0
2020-08-09,93.6573,97.1112,93.2735,97.0563,129402.0
2020-08-10,97.2208,98.9934,97.2208,98.098,148429.0
2020-08-11,100.0259,100.958,97.6457,97.8787,216802.0
2020-08-12,99.697,99.697,97.0015,97.0289,219566.0
2020-08-13,96.2248,97.2117,95.407,96.8644,171206.0
2020-08-14,96.1517,98.4635,96.0147,97.3213,160265.0
2020-08-15,96.1517,98.4635,96.0147,97.3213,160265.0
2020-08-16,96.1517,98.4635,96.0147,97.3213,160265.0
2020-08-17,97.3213,97.7051,95.5578,96.0421,194890.0
2020-08-18,95.9781,96.9741,95.174,96.5721,182870.0
2020-08-19,97.2939,97.3304,93.6847,93.904,406062.0
2020-08-20,92.8532,93.6207,92.6339,92.6978,171344.0
2020-08-21,92.6339,93.2004,91.8024,92.0308,181035.0
2020-08-22,92.6339,93.2004,91.8024,92.0308,181035.0
2020-08-23,92.6339,93.2004,91.8024,92.0308,181035.0
2020-08-24,92.5516,94.1964,92.1587,94.0867,133232.0
2020-08-25,95.0279,95.1284,93.374,94.0958,193394.0
2020-08-26,93.6755,93.6755,92.2136,93.109,181914.0
2020-08-27,93.2735,96.2431,93.2735,95.1009,158665.0
2020-08-28,96.17,96.17,94.708,95.8776,161496.0
2020-08-29,96.17,96.17,94.708,95.8776,161496.0
2020-08-30,96.17,96.17,94.708,95.8776,161496.0
2020-08-31,95.6492,95.7497,93.6207,93.6481,185531.0
2020-09-01,92.9263,93.6481,92.6613,93.1638,121994.0
2020-09-02,92.7253,94.4339,92.7253,93.6481,151616.0
2020-09-03,93.5659,96.1243,90.8887,91.4734,227425.0
2020-09-04,93.173,93.4745,90.2582,91.5283,228401.0
2020-09-05,93.173,93.4745,90.2582,91.5283,228401.0
2020-09-06,93.173,93.4745,90.2582,91.5283,228401.0
2020-09-07,93.173,93.4745,90.2582,91.5283,228401.0
2020-09-08,90.9069,90.9526,88.248,88.7962,186765.0
2020-09-09,89.8105,90.8612,89.0977,89.6643,224354.0
2020-09-10,89.9494,90.069,87.6959,87.7878,242045.0
2020-09-11,88.0546,88.2018,86.8496,87.6499,195489.0
2020-09-12,88.0546,88.2018,86.8496,87.6499,195489.0
2020-09-13,88.0546,88.2018,86.8496,87.6499,195489.0
2020-09-14,88.5053,90.2806,88.165,88.6065,410869.0
2020-09-15,88.9284,89.094,86.7668,86.9048,226585.0
2020-09-16,86.9048,89.0066,86.7668,88.211,276574.0
2020-09-17,87.1532,88.4501,86.6105,88.1098,308978.0
2020-09-18,88.027,88.5881,86.031,86.3253,545715.0
2020-09-19,88.027,88.5881,86.031,86.3253,545715.0
2020-09-20,88.027,88.5881,86.031,86.3253,545715.0
2020-09-21,84.2005,85.6538,83.1289,85.4883,336823.0
2020-09-22,85.5527,87.052,84.5409,84.5777,315942.0
2020-09-23,84.6144,85.7918,82.4253,82.4805,396473.0
2020-09-24,82.6736,83.6946,81.6342,81.9562,260985.0
2020-09-25,81.3307,83.3819,80.6776,83.3267,256302.0
2020-09-26,81.3307,83.3819,80.6776,83.3267,256302.0
2020-09-27,81.3307,83.3819,80.6776,83.3267,256302.0
2020-09-28,84.6236,86.5369,84.5547,85.3503,215702.0
2020-09-29,84.964,85.2031,83.667,84.6236,180484.0
2020-09-30,85.1479,86.2793,84.6236,85.709,250634.0
2020-10-01,85.9574,86.8588,85.2261,86.077,243660.0
2020-10-02,84.642,87.4659,84.642,86.1322,245298.0
2020-10-03,84.642,87.4659,84.642,86.1322,245298.0
2020-10-04,84.642,87.4659,84.642,86.1322,245298.0
2020-10-05,87.1991,88.8125,87.1991,88.1742,224758.0
2020-10-06,89.0204,89.1584,87.2635,87.5395,223803.0
2020-10-07,88.0086,89.2917,87.981,88.5053,188304.0
2020-10-08,89.232,89.8666,88.2845,88.7996,126785.0
2020-10-09,89.1492,89.186,88.1374,88.2477,119020.0
2020-10-10,89.1492,89.186,88.1374,88.2477,119020.0
2020-10-11,89.1492,89.186,88.1374,88.2477,119020.0
2020-10-12,88.2385,90.5105,88.1052,90.1334,162676.0
2020-10-13,90.1426,90.7267,88.1558,88.3029,260106.0
2020-10-14,87.6683,90.5381,87.6683,88.0086,205000.0
2020-10-15,86.9048,89.3607,86.9048,89.0112,139102.0
2020-10-16,89.1124,89.8528,88.3673,89.5907,118244.0
2020-10-17,89.1124,89.8528,88.3673,89.5907,118244.0
2020-10-18,89.1124,89.8528,88.3673,89.5907,118244.0
2020-10-19,89.9678,90.5197,88.6249,89.0204,157896.0
2020-10-20,90.1702,91.6143,90.0506,90.7589,249076.0
2020-10-21,90.6945,93.6379,90.3357,93.1964,243463.0
2020-10-22,93.1228,94.9257,92.5065,94.8521,288034.0
2020-10-23,95.6799,95.8179,93.0078,93.5735,178400.0
2020-10-24,95.6799,95.8179,93.0078,93.5735,178400.0
2020-10-25,95.6799,95.8179,93.0078,93.5735,178400.0
2020-10-26,92.2214,92.2214,90.5657,91.4395,207899.0
2020-10-27,91.3016,91.6143,88.7628,89.0388,295311.0
2020-10-28,88.0086,91.182,86.9876,87.3831,450782.0
2020-10-29,86.7116,89.6781,85.6998,88.3029,404292.0
2020-10-30,87.9074,89.1216,87.3463,87.9902,306671.0
2020-10-31,87.9074,89.1216,87.3463,87.9902,306671.0
2020-11-01,87.9074,89.1216,87.3463,87.9902,306671.0
2020-11-02,89.0388,90.9704,88.4225,90.7405,181602.0
2020-11-03,92.2766,93.3896,91.8534,92.1294,167273.0
2020-11-04,90.4461,92.203,89.4343,89.6919,214568.0
2020-11-05,90.1978,93.1136,89.7664,92.5341,173841.0
2020-11-06,93.0952,93.7667,91.9178,92.1938,206125.0
2020-11-07,93.0952,93.7667,91.9178,92.1938,206125.0
2020-11-08,93.0952,93.7667,91.9178,92.1938,206125.0
2020-11-09,99.0833,102.1739,98.0898,100.3342,307322.0
2020-11-10,101.1804,105.568,101.0241,103.7743,349664.0
2020-11-11,103.9951,104.5562,101.4104,102.2198,180876.0
2020-11-12,101.1437,101.8243,100.2238,101.5484,189998.0
2020-11-13,102.5142,104.5838,102.413,104.3354,129205.0
2020-11-14,102.5142,104.5838,102.413,104.3354,129205.0
2020-11-15,102.5142,104.5838,102.413,104.3354,129205.0
2020-11-16,106.7638,108.2723,106.1613,108.1343,265829.0
2020-11-17,106.5614,107.4076,104.662,106.589,212336.0
2020-11-18,106.8006,108.1895,105.8026,105.8899,146981.0
2020-11-19,105.1265,106.0371,103.7284,105.9083,127918.0
2020-11-20,105.798,106.4326,104.5102,105.9911,242548.0
2020-11-21,105.798,106.4326,104.5102,105.9911,242548.0
2020-11-22,105.798,106.4326,104.5102,105.9911,242548.0
2020-11-23,107.3984,107.3984,105.6968,106.727,212450.0
2020-11-24,108.2447,109.652,107.6514,108.8518,134620.0
2020-11-25,108.447,108.861,106.5936,107.8492,205419.0
2020-11-26,108.447,108.861,106.5936,107.8492,205419.0
2020-11-27,107.5732,108.0192,106.2487,106.7086,64022.0
2020-11-28,107.5732,108.0192,106.2487,106.7086,64022.0
2020-11-29,107.5732,108.0192,106.2487,106.7086,64022.0
2020-11-30,105.8255,106.6902,103.296,103.342,308783.0
2020-12-01,105.338,106.0969,104.6574,105.66,176002.0
2020-12-02,105.3748,106.819,104.6804,105.4392,160386.0
2020-12-03,105.5496,106.2119,104.2435,104.7678,243873.0
2020-12-04,105.7888,107.9963,105.7888,107.6376,164017.0
2020-12-05,105.7888,107.9963,105.7888,107.6376,164017.0
2020-12-06,105.7888,107.9963,105.7888,107.6376,164017.0
2020-12-07,106.9201,107.4904,105.1449,105.6324,126047.0
2020-12-08,104.5378,106.2947,104.5378,106.2119,142417.0
2020-12-09,106.9385,107.4352,105.8072,106.7546,127226.0
2020-12-10,105.8991,107.3433,105.4576,107.0305,161524.0
2020-12-11,106.0003,107.9319,106.0003,106.9201,128366.0
2020-12-12,106.0003,107.9319,106.0003,106.9201,128366.0
2020-12-13,106.0003,107.9319,106.0003,106.9201,128366.0
2020-12-14,108.0331,108.5298,106.1061,106.4602,130573.0
2020-12-15,107.5456,108.769,106.5062,108.723,139620.0
2020-12-16,109.1001,109.2197,107.8768,108.4654,171759.0
2020-12-17,108.7985,109.0299,107.6974,108.8078,222842.0
2020-12-18,109.2797,110.1032,107.1145,108.3266,510249.0
2020-12-19,109.2797,110.1032,107.1145,108.3266,510249.0
2020-12-20,109.2797,110.1032,107.1145,108.3266,510249.0
2020-12-21,108.2618,109.1501,105.4628,107.0867,194637.0
2020-12-22,107.2533,107.6604,105.6802,106.4852,125031.0
2020-12-23,107.355,108.1508,106.9294,107.5123,192583.0
2020-12-24,107.5401,107.6696,106.3557,107.4106,40047.0
2020-12-25,107.5401,107.6696,106.3557,107.4106,40047.0
2020-12-26,107.5401,107.6696,106.3557,107.4106,40047.0
2020-12-27,107.5401,107.6696,106.3557,107.4106,40047.0
2020-12-28,108.1693,108.9512,107.2995,107.5401,102923.0
2020-12-29,108.0953,108.1323,106.3002,107.0497,117295.0
2020-12-30,107.4661,108.669,107.2347,107.4568,94078.0
2020-12-31,107.6511,108.5394,106.7813,108.1878,143755.0
2021-01-01,107.6511,108.5394,106.7813,108.1878,143755.0
2021-01-02,107.6511,108.5394,106.7813,108.1878,143755.0
2021-01-03,107.6511,108.5394,106.7813,108.1878,143755.0
2021-01-04,108.5024,108.9836,105.2176,105.9948,166047.0
2021-01-05,105.9763,107.1422,105.1713,106.3557,122756.0
2021-01-06,108.1138,110.825,108.0583,110.3068,336973.0
2021-01-07,111.0378,111.0378,109.2704,110.8527,203396.0
2021-01-08,111.0378,111.0378,108.6505,110.8342,162748.0
2021-01-09,111.0378,111.0378,108.6505,110.8342,162748.0
2021-01-10,111.0378,111.0378,108.6505,110.8342,162748.0
2021-01-11,109.8441,111.0378,109.4,110.0384,138390.0
2021-01-12,110.6029,112.1297,110.1587,111.6115,211525.0
2021-01-13,112.0926,112.8607,109.9644,111.4172,131511.0
2021-01-14,112.0926,112.6478,110.5844,111.2506,145821.0
2021-01-15,110.2235,111.7271,109.9274,110.4826,166588.0
2021-01-16,110.2235,111.7271,109.9274,110.4826,166588.0
2021-01-17,110.2235,111.7271,109.9274,110.4826,166588.0
2021-01-18,110.2235,111.7271,109.9274,110.4826,166588.0
2021-01-19,111.5097,112.2407,110.5011,111.01,144601.0
2021-01-20,110.825,112.7219,110.7509,112.6478,125555.0
2021-01-21,112.7959,113.3002,110.1495,110.168,183981.0
2021-01-22,109.0299,109.9459,107.2347,108.2433,174863.0
2021-01-23,109.0299,109.9459,107.2347,108.2433,174863.0
2021-01-24,109.0299,109.9459,107.2347,108.2433,174863.0
2021-01-25,107.6326,108.9281,106.7813,107.901,237771.0
2021-01-26,108.5765,108.9188,106.6055,106.6518,169804.0
2021-01-27,105.162,106.5037,103.515,104.1442,253074.0
2021-01-28,105.125,106.4954,104.7271,105.3378,190053.0
2021-01-29,104.7086,105.7404,103.5983,104.0702,382181.0
2021-01-30,104.7086,105.7404,103.5983,104.0702,382181.0
2021-01-31,104.7086,105.7404,103.5983,104.0702,382181.0
2021-02-01,104.5328,105.162,103.441,104.94,214668.0
2021-02-02,105.9763,106.513,104.8104,105.2361,161725.0
2021-02-03,105.0417,106.6888,104.3107,105.893,272202.0
2021-02-04,106.7628,108.3359,102.7932,105.9671,366127.0
2021-02-05,106.5037,106.5037,104.6901,105.014,256564.0
2021-02-06,106.5037,106.5037,104.6901,105.014,256564.0
2021-02-07,106.5037,106.5037,104.6901,105.014,256564.0
2021-02-08,105.0603,105.671,104.3894,104.8197,227925.0
2021-02-09,104.6531,107.207,104.6531,107.0127,148737.0
2021-02-10,107.4106,108.2156,106.7304,107.2718,145099.0
2021-02-11,107.5123,108.5857,107.318,107.7714,158267.0
2021-02-12,107.4938,108.2156,106.092,106.6981,163885.0
2021-02-13,107.4938,108.2156,106.092,106.6981,163885.0
2021-02-14,107.4938,108.2156,106.092,106.6981,163885.0
2021-02-15,107.4938,108.2156,106.092,106.6981,163885.0
2021-02-16,107.1052,107.3226,105.6987,106.3279,147034.0
2021-02-17,105.7727,107.9657,105.6247,107.8455,206544.0
2021-02-18,107.3643,108.4654,106.2909,106.587,182880.0
2021-02-19,106.0781,106.7813,104.6624,104.8474,237399.0
2021-02-20,106.0781,106.7813,104.6624,104.8474,237399.0
2021-02-21,106.0781,106.7813,104.6624,104.8474,237399.0
2021-02-22,104.5236,107.4429,104.5236,107.1052,278165.0
2021-02-23,107.8362,108.7199,106.661,108.2711,184844.0
2021-02-24,108.4191,110.242,108.4191,110.0014,249550.0
2021-02-25,110.3808,111.2043,108.0305,108.1878,191627.0
2021-02-26,107.9472,108.2433,106.439,106.7351,384622.0
2021-02-27,107.9472,108.2433,106.439,106.7351,384622.0
2021-02-28,107.9472,108.2433,106.439,106.7351,384622.0
2021-03-01,108.9651,111.1026,108.6597,110.7324,373345.0
2021-03-02,110.2235,111.4264,109.8441,110.788,251195.0
2021-03-03,110.973,114.2764,110.8481,111.9816,236109.0
2021-03-04,111.9909,113.7675,110.7,111.1396,270152.0
2021-03-05,112.2685,113.786,111.2506,113.2123,342799.0
2021-03-06,112.2685,113.786,111.2506,113.2123,342799.0
2021-03-07,112.2685,113.786,111.2506,113.2123,342799.0
2021-03-08,113.9618,117.8389,113.8369,116.9598,190538.0
2021-03-09,116.0067,116.8673,113.7027,115.7291,212106.0
2021-03-10,115.6736,119.0603,115.4839,118.1812,208028.0
2021-03-11,117.7905,118.6372,117.2229,118.4418,208373.0
2021-03-12,119.549,120.5794,118.8418,119.9118,269626.0
2021-03-13,119.549,120.5794,118.8418,119.9118,269626.0
2021-03-14,119.549,120.5794,118.8418,119.9118,269626.0
2021-03-15,119.977,121.0376,118.9116,120.7492,245811.0
