,BBDC US Equity,BBDC US Equity,BBDC US Equity,BBDC US Equity,BBDC US Equity
2023-08-09,7.8222,7.8865,7.7854,7.8589,444007.0
2023-08-10,8.0244,8.3461,7.9141,8.2358,904406.0
2023-08-11,8.2909,8.4012,8.2542,8.392,681961.0
2023-08-12,8.2909,8.4012,8.2542,8.392,681961.0
2023-08-13,8.2909,8.4012,8.2542,8.392,681961.0
2023-08-14,8.4012,8.4886,8.3185,8.3369,719981.0
2023-08-15,8.2726,8.3415,8.245,8.3001,317516.0
2023-08-16,8.3001,8.5115,8.3001,8.4932,731289.0
2023-08-17,8.4656,8.5069,8.3737,8.3829,360304.0
2023-08-18,8.3553,8.4794,8.3461,8.4104,494258.0
2023-08-19,8.3553,8.4794,8.3461,8.4104,494258.0
2023-08-20,8.3553,8.4794,8.3461,8.4104,494258.0
2023-08-21,8.438,8.484,8.3737,8.3829,615186.0
2023-08-22,8.4012,8.4379,8.3185,8.3185,494266.0
2023-08-23,8.3737,8.4748,8.3645,8.3737,770073.0
2023-08-24,8.3737,8.4518,8.3737,8.3737,432511.0
2023-08-25,8.4104,8.4922,8.3737,8.4196,677038.0
2023-08-26,8.4104,8.4922,8.3737,8.4196,677038.0
2023-08-27,8.4104,8.4922,8.3737,8.4196,677038.0
2023-08-28,8.484,8.5122,8.4472,8.4748,980008.0
2023-08-29,8.5483,8.5575,8.4978,8.5299,729407.0
2023-08-30,8.5759,8.5943,8.5115,8.5391,1230630.0
2023-08-31,8.5943,8.5943,8.5299,8.5299,909455.0
2023-09-01,8.5943,8.6126,8.5437,8.5851,1099377.0
2023-09-02,8.5943,8.6126,8.5437,8.5851,1099377.0
2023-09-03,8.5943,8.6126,8.5437,8.5851,1099377.0
2023-09-04,8.5943,8.6126,8.5437,8.5851,1099377.0
2023-09-05,8.5662,8.5662,8.3865,8.4054,903545.0
2023-09-06,8.3865,8.4242,8.292,8.3109,546209.0
2023-09-07,8.2731,8.3156,8.2447,8.3014,474508.0
2023-09-08,8.3109,8.4243,8.2835,8.4149,343289.0
2023-09-09,8.3109,8.4243,8.2835,8.4149,343289.0
2023-09-10,8.3109,8.4243,8.2835,8.4149,343289.0
2023-09-11,8.4149,8.5094,8.396,8.4811,385833.0
2023-09-12,8.4811,8.5094,8.4338,8.4527,534477.0
2023-09-13,8.4905,8.5,8.396,8.4149,403060.0
2023-09-14,8.4716,8.5473,8.4527,8.4527,505152.0
2023-09-15,8.4527,8.4716,8.4102,8.4149,345682.0
2023-09-16,8.4527,8.4716,8.4102,8.4149,345682.0
2023-09-17,8.4527,8.4716,8.4102,8.4149,345682.0
2023-09-18,8.4432,8.4671,8.3971,8.4432,218602.0
2023-09-19,8.4432,8.4811,8.4243,8.4622,226040.0
2023-09-20,8.4622,8.5094,8.4149,8.4243,308442.0
2023-09-21,8.3487,8.3489,8.2447,8.2541,293699.0
2023-09-22,8.3014,8.3676,8.2731,8.3203,261278.0
2023-09-23,8.3014,8.3676,8.2731,8.3203,261278.0
2023-09-24,8.3014,8.3676,8.2731,8.3203,261278.0
2023-09-25,8.3203,8.3251,8.2352,8.2636,359050.0
2023-09-26,8.2258,8.2825,8.188,8.2069,319886.0
2023-09-27,8.2352,8.3109,8.2352,8.2825,284742.0
2023-09-28,8.3109,8.4716,8.3109,8.4243,521051.0
2023-09-29,8.5,8.5275,8.4243,8.4243,345231.0
2023-09-30,8.5,8.5275,8.4243,8.4243,345231.0
2023-10-01,8.5,8.5275,8.4243,8.4243,345231.0
2023-10-02,8.5,8.5,8.2636,8.2825,389029.0
2023-10-03,8.2258,8.2636,8.0792,8.1501,483342.0
2023-10-04,8.1691,8.4527,8.1691,8.4527,1206117.0
2023-10-05,8.4338,8.575,8.4243,8.5473,806826.0
2023-10-06,8.5567,8.5567,8.4338,8.4716,483142.0
2023-10-07,8.5567,8.5567,8.4338,8.4716,483142.0
2023-10-08,8.5567,8.5567,8.4338,8.4716,483142.0
2023-10-09,8.4622,8.5851,8.4622,8.5189,530111.0
2023-10-10,8.5662,8.5803,8.4669,8.4905,382313.0
2023-10-11,8.5189,8.5662,8.4905,8.5567,365999.0
2023-10-12,8.5662,8.5747,8.4243,8.5094,364443.0
2023-10-13,8.5094,8.5558,8.4527,8.4811,296485.0
2023-10-14,8.5094,8.5558,8.4527,8.4811,296485.0
2023-10-15,8.5094,8.5558,8.4527,8.4811,296485.0
2023-10-16,8.5,8.6702,8.5,8.6418,548523.0
2023-10-17,8.6323,8.6418,8.5,8.5756,595309.0
2023-10-18,8.5567,8.604,8.4905,8.4905,268637.0
2023-10-19,8.5094,8.5094,8.3865,8.4149,309294.0
2023-10-20,8.4054,8.4338,8.2778,8.3582,463239.0
2023-10-21,8.4054,8.4338,8.2778,8.3582,463239.0
2023-10-22,8.4054,8.4338,8.2778,8.3582,463239.0
2023-10-23,8.3582,8.4054,8.2731,8.3392,360919.0
2023-10-24,8.3487,8.4291,8.3298,8.3298,400608.0
2023-10-25,8.3203,8.3629,8.2211,8.2541,461744.0
2023-10-26,8.2069,8.3298,8.2069,8.2731,261238.0
2023-10-27,8.2731,8.3014,8.1312,8.188,268300.0
2023-10-28,8.2731,8.3014,8.1312,8.188,268300.0
2023-10-29,8.2731,8.3014,8.1312,8.188,268300.0
2023-10-30,8.2447,8.3582,8.2447,8.3109,264849.0
2023-10-31,8.3392,8.4622,8.3014,8.3582,299589.0
2023-11-01,8.3865,8.5094,8.3865,8.4811,348971.0
2023-11-02,8.5567,8.6702,8.5567,8.6702,346403.0
2023-11-03,8.7269,8.812,8.7174,8.7836,320444.0
2023-11-04,8.7269,8.812,8.7174,8.7836,320444.0
2023-11-05,8.7269,8.812,8.7174,8.7836,320444.0
2023-11-06,8.7836,8.7836,8.6513,8.7458,300651.0
2023-11-07,8.7269,8.7458,8.6323,8.7363,324826.0
2023-11-08,8.7269,8.7931,8.6985,8.7931,314679.0
2023-11-09,8.812,8.9538,8.7836,8.8782,501492.0
2023-11-10,8.8782,8.8782,8.4328,8.4527,786395.0
2023-11-11,8.8782,8.8782,8.4328,8.4527,786395.0
2023-11-12,8.8782,8.8782,8.4328,8.4527,786395.0
2023-11-13,8.3676,8.3771,8.0934,8.2636,1083920.0
2023-11-14,8.3865,8.4622,8.3014,8.4622,518404.0
2023-11-15,8.4811,8.5189,8.4054,8.4338,425425.0
2023-11-16,8.4527,8.5,8.3676,8.3676,376965.0
2023-11-17,8.4527,8.4811,8.3771,8.4527,329989.0
2023-11-18,8.4527,8.4811,8.3771,8.4527,329989.0
2023-11-19,8.4527,8.4811,8.3771,8.4527,329989.0
2023-11-20,8.4527,8.5,8.4243,8.4622,379363.0
2023-11-21,8.4432,8.5,8.4432,8.4622,340353.0
2023-11-22,8.5094,8.5189,8.4622,8.4811,281190.0
2023-11-23,8.5094,8.5189,8.4622,8.4811,281190.0
2023-11-24,8.5094,8.6134,8.5,8.5756,219830.0
2023-11-25,8.5094,8.6134,8.5,8.5756,219830.0
2023-11-26,8.5094,8.6134,8.5,8.5756,219830.0
2023-11-27,8.5945,8.604,8.5189,8.5189,531195.0
2023-11-28,8.5473,8.5662,8.4338,8.4432,600506.0
2023-11-29,8.5094,8.5378,8.4811,8.4905,404303.0
2023-11-30,8.5094,8.5567,8.4717,8.5283,318509.0
2023-12-01,8.5473,8.5851,8.4811,8.5662,755952.0
2023-12-02,8.5473,8.5851,8.4811,8.5662,755952.0
2023-12-03,8.5473,8.5851,8.4811,8.5662,755952.0
2023-12-04,8.5662,8.6323,8.5047,8.5378,1225984.0
2023-12-05,8.5378,8.6351,8.382,8.382,898605.0
2023-12-06,8.382,8.4403,8.3723,8.4015,587872.0
2023-12-07,8.3723,8.4648,8.3723,8.4307,555558.0
2023-12-08,8.4502,8.4989,8.4356,8.4891,461685.0
2023-12-09,8.4502,8.4989,8.4356,8.4891,461685.0
2023-12-10,8.4502,8.4989,8.4356,8.4891,461685.0
2023-12-11,8.5183,8.6157,8.4794,8.4989,722400.0
2023-12-12,8.4989,8.5962,8.4697,8.567,669892.0
2023-12-13,8.5573,8.6035,8.4989,8.5865,743539.0
2023-12-14,8.6157,8.6546,8.5475,8.567,970887.0
2023-12-15,8.6254,8.6254,8.4989,8.5573,1936907.0
2023-12-16,8.6254,8.6254,8.4989,8.5573,1936907.0
2023-12-17,8.6254,8.6254,8.4989,8.5573,1936907.0
2023-12-18,8.567,8.6059,8.5475,8.5865,579599.0
2023-12-19,8.6351,8.6741,8.5865,8.6546,395362.0
2023-12-20,8.6059,8.6059,8.4697,8.4794,551272.0
2023-12-21,8.5183,8.5378,8.4502,8.4794,341843.0
2023-12-22,8.5086,8.5865,8.4794,8.4794,500624.0
2023-12-23,8.5086,8.5865,8.4794,8.4794,500624.0
2023-12-24,8.5086,8.5865,8.4794,8.4794,500624.0
2023-12-25,8.5086,8.5865,8.4794,8.4794,500624.0
2023-12-26,8.5086,8.5281,8.4599,8.4599,431555.0
2023-12-27,8.5183,8.5183,8.382,8.4502,720197.0
2023-12-28,8.4502,8.4881,8.3236,8.382,580704.0
2023-12-29,8.382,8.4307,8.3431,8.3528,874652.0
2023-12-30,8.382,8.4307,8.3431,8.3528,874652.0
2023-12-31,8.382,8.4307,8.3431,8.3528,874652.0
2024-01-01,8.382,8.4307,8.3431,8.3528,874652.0
2024-01-02,8.3334,8.567,8.3236,8.5573,714303.0
2024-01-03,8.4989,8.5135,8.4064,8.4697,401141.0
2024-01-04,8.4697,8.7033,8.4697,8.7033,406604.0
2024-01-05,8.6838,8.7422,8.6546,8.713,333836.0
2024-01-06,8.6838,8.7422,8.6546,8.713,333836.0
2024-01-07,8.6838,8.7422,8.6546,8.713,333836.0
2024-01-08,8.752,8.7617,8.6936,8.7228,281753.0
2024-01-09,8.7228,8.7228,8.6351,8.6546,347589.0
2024-01-10,8.6546,8.6936,8.645,8.6838,310392.0
2024-01-11,8.6644,8.713,8.5767,8.6157,352046.0
2024-01-12,8.6741,8.6984,8.6351,8.6546,338888.0
2024-01-13,8.6741,8.6984,8.6351,8.6546,338888.0
2024-01-14,8.6741,8.6984,8.6351,8.6546,338888.0
2024-01-15,8.6741,8.6984,8.6351,8.6546,338888.0
2024-01-16,8.6644,8.6644,8.6059,8.6351,340965.0
2024-01-17,8.5865,8.6351,8.5767,8.6254,266026.0
2024-01-18,8.5865,8.6254,8.4862,8.5767,555847.0
2024-01-19,8.6059,8.6254,8.5573,8.6059,347538.0
2024-01-20,8.6059,8.6254,8.5573,8.6059,347538.0
2024-01-21,8.6059,8.6254,8.5573,8.6059,347538.0
2024-01-22,8.6254,8.679,8.6254,8.6546,365734.0
2024-01-23,8.6741,8.7812,8.6741,8.7714,306480.0
2024-01-24,8.7812,8.8104,8.7666,8.7714,411469.0
2024-01-25,8.7909,8.8396,8.7617,8.8396,223171.0
2024-01-26,8.8688,8.9759,8.8688,8.9759,444483.0
2024-01-27,8.8688,8.9759,8.8688,8.9759,444483.0
2024-01-28,8.8688,8.9759,8.8688,8.9759,444483.0
2024-01-29,8.9661,8.9856,8.8006,8.8493,396981.0
2024-01-30,8.8201,8.9077,8.7812,8.8883,278763.0
2024-01-31,8.8591,8.8931,8.7422,8.7422,341191.0
2024-02-01,8.713,8.7228,8.5281,8.6157,557596.0
2024-02-02,8.5865,8.6936,8.5767,8.6254,385715.0
2024-02-03,8.5865,8.6936,8.5767,8.6254,385715.0
2024-02-04,8.5865,8.6936,8.5767,8.6254,385715.0
2024-02-05,8.5865,8.6059,8.4404,8.5475,454657.0
2024-02-06,8.5475,8.5475,8.4599,8.5086,325561.0
2024-02-07,8.5573,8.6546,8.4989,8.5767,493035.0
2024-02-08,8.5281,8.6108,8.511,8.5475,366264.0
2024-02-09,8.5767,8.5962,8.5378,8.5962,286638.0
2024-02-10,8.5767,8.5962,8.5378,8.5962,286638.0
2024-02-11,8.5767,8.5962,8.5378,8.5962,286638.0
2024-02-12,8.6157,8.6936,8.5962,8.6741,240921.0
2024-02-13,8.6546,8.6546,8.5621,8.5962,321164.0
2024-02-14,8.6157,8.6546,8.5573,8.5962,341456.0
2024-02-15,8.6254,8.7617,8.6254,8.7422,351452.0
2024-02-16,8.7422,8.7812,8.6836,8.7617,179559.0
2024-02-17,8.7422,8.7812,8.6836,8.7617,179559.0
2024-02-18,8.7422,8.7812,8.6836,8.7617,179559.0
2024-02-19,8.7422,8.7812,8.6836,8.7617,179559.0
2024-02-20,8.7228,8.8688,8.7228,8.8688,404500.0
2024-02-21,8.8883,8.8883,8.8201,8.8591,321011.0
2024-02-22,8.8883,8.9661,8.8396,8.9369,348069.0
2024-02-23,8.8883,9.4626,8.8883,9.375,1374270.0
2024-02-24,8.8883,9.4626,8.8883,9.375,1374270.0
2024-02-25,8.8883,9.4626,8.8883,9.375,1374270.0
2024-02-26,9.5211,9.5357,9.3556,9.4918,934751.0
2024-02-27,9.4918,9.6184,9.4759,9.6184,668548.0
2024-02-28,9.6281,9.6281,9.4334,9.4432,515952.0
2024-02-29,9.4529,9.5454,9.3946,9.5405,544811.0
2024-03-01,9.5503,9.5795,9.4617,9.5697,516177.0
2024-03-02,9.5503,9.5795,9.4617,9.5697,516177.0
2024-03-03,9.5503,9.5795,9.4617,9.5697,516177.0
2024-03-04,9.5989,9.6087,9.5114,9.56,1264554.0
2024-03-05,9.54,9.65,9.4,9.4,821122.0
2024-03-06,9.57,9.6,9.48,9.54,810566.0
2024-03-07,9.55,9.635,9.545,9.59,540587.0
2024-03-08,9.62,9.7,9.5787,9.69,570221.0
2024-03-09,9.62,9.7,9.5787,9.69,570221.0
2024-03-10,9.62,9.7,9.5787,9.69,570221.0
2024-03-11,9.64,9.78,9.44,9.45,1832224.0
2024-03-12,9.5,9.56,9.43,9.56,622174.0
2024-03-13,9.54,9.56,9.4,9.4,590391.0
2024-03-14,9.39,9.4,9.095,9.14,946966.0
2024-03-15,9.12,9.3,9.12,9.23,834347.0
2024-03-16,9.12,9.3,9.12,9.23,834347.0
2024-03-17,9.12,9.3,9.12,9.23,834347.0
2024-03-18,9.26,9.27,9.12,9.17,703525.0
2024-03-19,9.1,9.22,9.1,9.11,451027.0
2024-03-20,9.08,9.1,8.96,9.06,1012503.0
2024-03-21,9.1,9.2074,9.1,9.15,611649.0
2024-03-22,9.17,9.17,8.99,9.03,665299.0
2024-03-23,9.17,9.17,8.99,9.03,665299.0
2024-03-24,9.17,9.17,8.99,9.03,665299.0
2024-03-25,9.02,9.108,8.99,9.03,619510.0
2024-03-26,9.1,9.1,9.0502,9.09,414137.0
2024-03-27,9.11,9.19,9.03,9.18,514478.0
2024-03-28,9.25,9.31,9.25,9.3,568888.0
2024-03-29,9.25,9.31,9.25,9.3,568888.0
2024-03-30,9.25,9.31,9.25,9.3,568888.0
2024-03-31,9.25,9.31,9.25,9.3,568888.0
2024-04-01,9.32,9.34,9.2,9.23,419965.0
2024-04-02,9.2,9.285,9.17,9.23,410884.0
2024-04-03,9.23,9.31,9.22,9.25,425990.0
2024-04-04,9.3,9.34,9.18,9.2,441441.0
2024-04-05,9.21,9.31,9.21,9.3,274336.0
2024-04-06,9.21,9.31,9.21,9.3,274336.0
2024-04-07,9.21,9.31,9.21,9.3,274336.0
2024-04-08,9.34,9.3899,9.24,9.26,394016.0
