,HII US Equity,HII US Equity,HII US Equity,HII US Equity,HII US Equity
2023-01-31,211.435,214.821,210.745,214.578,260584.0
2023-02-01,213.508,214.383,211.382,212.457,344327.0
2023-02-02,211.212,213.644,208.682,211.825,521452.0
2023-02-03,212.447,213.128,209.421,211.105,362368.0
2023-02-04,212.447,213.128,209.421,211.105,362368.0
2023-02-05,212.447,213.128,209.421,211.105,362368.0
2023-02-06,211.659,216.213,211.659,216.008,564448.0
2023-02-07,215.639,220.134,212.973,219.219,446465.0
2023-02-08,217.458,220.362,217.044,219.599,377729.0
2023-02-09,215.026,217.049,206.211,214.49,1109033.0
2023-02-10,215.259,217.117,213.916,215.347,492717.0
2023-02-11,215.259,217.117,213.916,215.347,492717.0
2023-02-12,215.259,217.117,213.916,215.347,492717.0
2023-02-13,215.93,217.653,211.338,213.021,509910.0
2023-02-14,213.089,213.644,210.209,210.346,450381.0
2023-02-15,209.275,213.401,208.565,212.506,541222.0
2023-02-16,211.202,216.193,211.202,213.002,302933.0
2023-02-17,213.274,219.769,213.274,218.47,1362004.0
2023-02-18,213.274,219.769,213.274,218.47,1362004.0
2023-02-19,213.274,219.769,213.274,218.47,1362004.0
2023-02-20,213.274,219.769,213.274,218.47,1362004.0
2023-02-21,219.988,220.659,215.035,216.018,406427.0
2023-02-22,216.397,217.701,213.712,214.782,338841.0
2023-02-23,214.557,215.996,210.859,212.63,343212.0
2023-02-24,212.131,216.294,211.488,215.996,578890.0
2023-02-25,212.131,216.294,211.488,215.996,578890.0
2023-02-26,212.131,216.294,211.488,215.996,578890.0
2023-02-27,216.289,217.522,212.639,212.698,425773.0
2023-02-28,213.099,214.137,210.497,210.565,375113.0
2023-03-01,209.606,211.24,208.902,211.084,242588.0
2023-03-02,210.232,212.962,209.303,212.835,203555.0
2023-03-03,213.677,214.083,211.911,213.794,263598.0
2023-03-04,213.677,214.083,211.911,213.794,263598.0
2023-03-05,213.677,214.083,211.911,213.794,263598.0
2023-03-06,213.667,214.924,211.142,212.16,311019.0
2023-03-07,212.718,213.383,209.391,209.391,259076.0
2023-03-08,210.262,210.859,205.927,207.777,322164.0
2023-03-09,209.391,211.152,205.428,205.487,333634.0
2023-03-10,204.968,206.182,202.473,203.481,266808.0
2023-03-11,204.968,206.182,202.473,203.481,266808.0
2023-03-12,204.968,206.182,202.473,203.481,266808.0
2023-03-13,201.319,205.399,198.961,204.655,814265.0
2023-03-14,206.221,207.043,202.317,203.863,359885.0
2023-03-15,201.808,202.542,198.383,201.006,339703.0
2023-03-16,199.988,203.559,198.745,200.839,332956.0
2023-03-17,200.34,200.34,194.479,195.076,753713.0
2023-03-18,200.34,200.34,194.479,195.076,753713.0
2023-03-19,200.34,200.34,194.479,195.076,753713.0
2023-03-20,196.73,200.585,196.73,198.951,376130.0
2023-03-21,200.898,202.126,199.528,201.103,374270.0
2023-03-22,200.976,201.661,194.89,195.115,524847.0
2023-03-23,194.401,195.184,191.534,192.493,412685.0
2023-03-24,192.19,196.554,191.779,195.722,275523.0
2023-03-25,192.19,196.554,191.779,195.722,275523.0
2023-03-26,192.19,196.554,191.779,195.722,275523.0
2023-03-27,197.757,200.516,196.598,200.467,548141.0
2023-03-28,200.164,203.99,200.164,202.366,449992.0
2023-03-29,203.276,204.323,202.16,204.283,395460.0
2023-03-30,204.401,205.477,202.004,202.512,504921.0
2023-03-31,203.667,204.236,201.739,202.561,573423.0
2023-04-01,203.667,204.236,201.739,202.561,573423.0
2023-04-02,203.667,204.236,201.739,202.561,573423.0
2023-04-03,202.943,207.62,202.943,204.499,562009.0
2023-04-04,204.234,205.174,202.737,203.843,554584.0
2023-04-05,202.982,205.418,202.799,203.188,321100.0
2023-04-06,204.254,205.193,201.573,201.69,381150.0
2023-04-07,204.254,205.193,201.573,201.69,381150.0
2023-04-08,204.254,205.193,201.573,201.69,381150.0
2023-04-09,204.254,205.193,201.573,201.69,381150.0
2023-04-10,201.788,206.553,201.788,205.164,373487.0
2023-04-11,206.368,206.651,204.029,204.665,224701.0
2023-04-12,205.017,207.806,204.929,205.996,217431.0
2023-04-13,205.458,207.845,204.137,206.896,255650.0
2023-04-14,205.976,206.906,204.068,205.428,197036.0
2023-04-15,205.976,206.906,204.068,205.428,197036.0
2023-04-16,205.976,206.906,204.068,205.428,197036.0
2023-04-17,205.917,207.551,205.497,206.827,240020.0
2023-04-18,206.896,209.391,206.319,207.463,222679.0
2023-04-19,207.688,207.688,206.162,206.485,187656.0
2023-04-20,206.524,207.15,205.369,207.141,149957.0
2023-04-21,208.119,208.119,203.271,204.215,197872.0
2023-04-22,208.119,208.119,203.271,204.215,197872.0
2023-04-23,208.119,208.119,203.271,204.215,197872.0
2023-04-24,204.195,205.252,203.148,204.802,219273.0
2023-04-25,204.097,204.46,201.563,201.935,190787.0
2023-04-26,200.604,201.015,195.458,195.556,352294.0
2023-04-27,195.477,197.845,195.135,197.043,260084.0
2023-04-28,196.945,198.109,196.779,197.317,229539.0
2023-04-29,196.945,198.109,196.779,197.317,229539.0
2023-04-30,196.945,198.109,196.779,197.317,229539.0
2023-05-01,197.689,200.644,197.62,197.806,348625.0
2023-05-02,197.101,197.101,191.789,192.493,404858.0
2023-05-03,193.422,194.65,191.965,192.601,333200.0
2023-05-04,196.828,196.828,184.45,188.579,601803.0
2023-05-05,188.501,194.303,188.393,193.256,444222.0
2023-05-06,188.501,194.303,188.393,193.256,444222.0
2023-05-07,188.501,194.303,188.393,193.256,444222.0
2023-05-08,193.657,195.996,189.92,190.047,338254.0
2023-05-09,190.282,191.857,189.21,190.291,456003.0
2023-05-10,190.81,194.293,190.311,194.068,360489.0
2023-05-11,192.64,194.029,190.918,192.522,329865.0
2023-05-12,193.863,193.863,189.988,191.064,266625.0
2023-05-13,193.863,193.863,189.988,191.064,266625.0
2023-05-14,193.863,193.863,189.988,191.064,266625.0
2023-05-15,191.377,193.256,190.693,193.168,237553.0
2023-05-16,192.473,193.315,191.7,192.239,223418.0
2023-05-17,193.305,196.642,193.305,196.358,410496.0
2023-05-18,195.536,197.258,193.119,196.798,391585.0
2023-05-19,198.325,199.411,195.507,196.319,1175111.0
2023-05-20,198.325,199.411,195.507,196.319,1175111.0
2023-05-21,198.325,199.411,195.507,196.319,1175111.0
2023-05-22,196.358,199.988,195.467,198.912,399077.0
2023-05-23,198.315,199.494,196.646,198.011,314767.0
2023-05-24,198.344,199.499,197.278,197.698,277319.0
2023-05-25,196.418,198.004,191.506,195.001,396872.0
2023-05-26,195.06,199.141,194.381,198.171,372909.0
2023-05-27,195.06,199.141,194.381,198.171,372909.0
2023-05-28,195.06,199.141,194.381,198.171,372909.0
2023-05-29,195.06,199.141,194.381,198.171,372909.0
2023-05-30,197.482,199.441,196.714,198.919,286388.0
2023-05-31,198.703,199.495,195.07,198.259,479682.0
2023-06-01,199.214,199.864,197.211,198.092,376331.0
2023-06-02,199.293,204.678,198.082,204.265,375678.0
2023-06-03,199.293,204.678,198.082,204.265,375678.0
2023-06-04,199.293,204.678,198.082,204.265,375678.0
2023-06-05,205.397,205.781,202.975,204.501,423284.0
2023-06-06,204.521,206.839,204.231,206.628,302207.0
2023-06-07,206.51,211.752,205.215,211.206,380025.0
2023-06-08,210.861,214.962,210.424,213.155,394707.0
2023-06-09,213.647,214.287,211.009,211.974,359877.0
2023-06-10,213.647,214.287,211.009,211.974,359877.0
2023-06-11,213.647,214.287,211.009,211.974,359877.0
2023-06-12,211.826,212.929,209.793,210.92,261507.0
2023-06-13,209.946,213.529,208.636,213.204,323001.0
2023-06-14,214.888,215.567,211.363,211.983,241443.0
2023-06-15,212.564,215.725,212.564,215.203,248634.0
2023-06-16,215.193,218.314,215.193,217.753,420035.0
2023-06-17,215.193,218.314,215.193,217.753,420035.0
2023-06-18,215.193,218.314,215.193,217.753,420035.0
2023-06-19,215.193,218.314,215.193,217.753,420035.0
2023-06-20,218.087,218.087,214.528,215.085,333227.0
2023-06-21,215.085,216.365,213.952,216.276,211360.0
2023-06-22,215.547,216.27,212.874,214.573,237601.0
2023-06-23,214.179,214.494,212.51,213.598,499412.0
2023-06-24,214.179,214.494,212.51,213.598,499412.0
2023-06-25,214.179,214.494,212.51,213.598,499412.0
2023-06-26,212.22,215.37,208.715,215.193,259795.0
2023-06-27,214.464,217.9,213.564,217.753,178889.0
2023-06-28,217.772,217.772,215.267,217.004,238405.0
2023-06-29,216.571,223.561,216.571,223.443,299331.0
2023-06-30,222.498,224.703,221.346,224.073,305126.0
2023-07-01,222.498,224.703,221.346,224.073,305126.0
2023-07-02,222.498,224.703,221.346,224.073,305126.0
2023-07-03,222.459,226.436,222.006,225.205,151612.0
2023-07-04,222.459,226.436,222.006,225.205,151612.0
2023-07-05,224.29,224.92,222.2,224.152,239669.0
2023-07-06,223.295,224.073,221.858,222.4,266094.0
2023-07-07,221.74,223.689,220.086,220.775,504087.0
2023-07-08,221.74,223.689,220.086,220.775,504087.0
2023-07-09,221.74,223.689,220.086,220.775,504087.0
2023-07-10,221.179,224.408,221.179,224.339,212170.0
2023-07-11,224.713,228.405,223.207,227.391,222469.0
2023-07-12,228.425,228.425,225.146,226.032,190032.0
2023-07-13,225.077,226.141,223.482,224.743,212590.0
2023-07-14,223.906,224.851,222.301,224.812,233865.0
2023-07-15,223.906,224.851,222.301,224.812,233865.0
2023-07-16,223.906,224.851,222.301,224.812,233865.0
2023-07-17,225.383,231.26,224.89,229.468,282104.0
2023-07-18,229.478,231.644,224.309,226.042,272400.0
2023-07-19,225.895,226.781,223.817,225.924,308601.0
2023-07-20,227.489,229.764,226.338,229.262,213230.0
2023-07-21,229.34,229.98,226.918,227.982,201962.0
2023-07-22,229.34,229.98,226.918,227.982,201962.0
2023-07-23,229.34,229.98,226.918,227.982,201962.0
2023-07-24,228.12,229.321,226.963,227.637,148865.0
2023-07-25,225.353,228.346,222.823,228.001,162975.0
2023-07-26,228.366,231.959,227.46,230.827,246414.0
2023-07-27,230.069,230.069,224.595,227.017,288112.0
2023-07-28,229.084,229.084,224.782,226.879,220590.0
2023-07-29,229.084,229.084,224.782,226.879,220590.0
2023-07-30,229.084,229.084,224.782,226.879,220590.0
2023-07-31,227.588,227.588,223.871,226.111,305449.0
2023-08-01,226.042,228.09,225.077,226.406,220896.0
2023-08-02,226.347,226.958,224.088,224.29,331410.0
2023-08-03,225.924,231.816,215.124,222.754,589490.0
2023-08-04,223.935,224.797,222.281,223.325,360069.0
2023-08-05,223.935,224.797,222.281,223.325,360069.0
2023-08-06,223.935,224.797,222.281,223.325,360069.0
2023-08-07,224.073,228.927,224.073,226.968,232302.0
2023-08-08,224.802,226.544,221.326,222.518,217324.0
2023-08-09,222.931,225.284,221.464,224.132,187667.0
2023-08-10,223.207,223.955,220.529,221.208,186026.0
2023-08-11,221.878,223.724,219.899,223.364,190898.0
2023-08-12,221.878,223.724,219.899,223.364,190898.0
2023-08-13,221.878,223.724,219.899,223.364,190898.0
2023-08-14,223.63,224.743,221.966,224.162,212764.0
2023-08-15,223.236,224.585,219.17,219.328,258932.0
2023-08-16,218.934,221.986,218.934,220.263,182196.0
2023-08-17,221.179,221.624,216.601,216.896,369915.0
2023-08-18,216.374,219.151,215.419,216.04,464205.0
2023-08-19,216.374,219.151,215.419,216.04,464205.0
2023-08-20,216.374,219.151,215.419,216.04,464205.0
2023-08-21,216.207,217.467,214.957,216.502,239618.0
2023-08-22,216.886,218.181,216.148,217.201,133155.0
2023-08-23,217.595,217.595,215.469,216.808,166259.0
2023-08-24,216.006,218.83,215.54,215.946,142551.0
2023-08-25,217.461,217.461,214.917,216.382,121051.0
2023-08-26,217.461,217.461,214.917,216.382,121051.0
2023-08-27,217.461,217.461,214.917,216.382,121051.0
2023-08-28,216.402,218.313,215.956,216.788,160474.0
2023-08-29,216.194,217.322,214.402,216.847,158885.0
2023-08-30,217.273,219.209,217.06,218.619,189499.0
2023-08-31,218.946,220.402,218.115,218.134,161013.0
2023-09-01,219.481,219.896,218.085,218.669,127767.0
2023-09-02,219.481,219.896,218.085,218.669,127767.0
2023-09-03,219.481,219.896,218.085,218.669,127767.0
2023-09-04,219.481,219.896,218.085,218.669,127767.0
2023-09-05,218.59,218.59,214.966,214.966,182826.0
2023-09-06,214.204,214.778,207.026,207.125,325992.0
2023-09-07,207.451,208.56,206.095,207.303,420602.0
2023-09-08,207.303,208.892,206.689,208.748,170319.0
2023-09-09,207.303,208.892,206.689,208.748,170319.0
2023-09-10,207.303,208.892,206.689,208.748,170319.0
2023-09-11,208.501,209.818,206.303,209.006,141592.0
2023-09-12,207.956,210.828,207.956,209.253,127907.0
2023-09-13,209.976,210.6,206.996,207.441,211505.0
2023-09-14,207.501,210.877,207.311,210.818,179320.0
2023-09-15,210.511,212.068,209.491,209.55,344624.0
2023-09-16,210.511,212.068,209.491,209.55,344624.0
2023-09-17,210.511,212.068,209.491,209.55,344624.0
2023-09-18,209.936,211.719,208.461,210.174,178312.0
2023-09-19,210.501,210.62,206.516,206.847,261277.0
2023-09-20,208.135,208.135,203.471,203.541,539192.0
2023-09-21,202.63,203.09,197.59,200.491,566536.0
2023-09-22,200.214,201.382,198.056,199.085,241117.0
2023-09-23,200.214,201.382,198.056,199.085,241117.0
2023-09-24,200.214,201.382,198.056,199.085,241117.0
2023-09-25,198.56,200.352,197.59,199.333,174396.0
2023-09-26,198.679,200.306,198.056,198.422,214353.0
2023-09-27,199.194,201.194,198.476,201.174,210611.0
2023-09-28,202.511,204.788,201.937,203.026,340823.0
2023-09-29,203.669,204.793,202.076,202.55,189411.0
2023-09-30,203.669,204.793,202.076,202.55,189411.0
2023-10-01,203.669,204.793,202.076,202.55,189411.0
2023-10-02,202.313,202.946,199.749,200.006,260397.0
2023-10-03,199.442,200.788,198.442,200.214,230737.0
2023-10-04,199.659,201.491,197.65,199.65,251108.0
2023-10-05,199.679,200.62,198.283,198.303,167163.0
2023-10-06,197.62,201.749,197.135,200.511,238765.0
2023-10-07,197.62,201.749,197.135,200.511,238765.0
2023-10-08,197.62,201.749,197.135,200.511,238765.0
2023-10-09,206.739,219.59,206.739,219.243,665239.0
2023-10-10,220.243,220.659,216.392,217.164,324353.0
2023-10-11,217.362,218.963,216.408,218.115,222678.0
2023-10-12,218.6,218.773,215.174,216.639,220776.0
2023-10-13,219.6,223.085,217.738,222.6,266034.0
2023-10-14,219.6,223.085,217.738,222.6,266034.0
2023-10-15,219.6,223.085,217.738,222.6,266034.0
2023-10-16,223.095,223.689,220.392,222.926,254298.0
2023-10-17,222.213,223.827,219.507,220.748,278070.0
2023-10-18,221.382,222.956,219.654,220.798,259877.0
2023-10-19,220.352,222.54,218.808,219.134,285843.0
2023-10-20,220.223,220.822,216.837,216.917,406616.0
2023-10-21,220.223,220.822,216.837,216.917,406616.0
2023-10-22,220.223,220.822,216.837,216.917,406616.0
2023-10-23,217.204,218.342,213.976,214.194,177754.0
2023-10-24,215.986,216.679,210.471,212.204,176256.0
2023-10-25,213.58,215.768,212.6,212.927,213453.0
2023-10-26,213.273,216.347,212.431,215.867,294936.0
2023-10-27,214.719,215.986,210.907,211.006,297775.0
2023-10-28,214.719,215.986,210.907,211.006,297775.0
2023-10-29,214.719,215.986,210.907,211.006,297775.0
2023-10-30,212.035,216.159,211.501,215.194,270770.0
2023-10-31,215.491,219.124,215.139,217.639,291283.0
2023-11-01,219.55,219.55,216.347,218.798,327573.0
2023-11-02,226.59,231.859,223.075,231.53,505383.0
2023-11-03,232.946,233.936,230.352,231.639,342501.0
2023-11-04,232.946,233.936,230.352,231.639,342501.0
2023-11-05,232.946,233.936,230.352,231.639,342501.0
2023-11-06,231.669,233.104,230.629,232.223,348415.0
2023-11-07,232.144,232.144,228.689,229.936,216618.0
2023-11-08,230.728,230.882,225.233,226.253,195111.0
2023-11-09,226.906,227.718,224.109,225.877,216247.0
2023-11-10,226.5,228.362,225.322,227.649,197438.0
2023-11-11,226.5,228.362,225.322,227.649,197438.0
2023-11-12,226.5,228.362,225.322,227.649,197438.0
2023-11-13,227.966,232.362,227.926,231.045,307402.0
2023-11-14,231.679,234.522,230.946,233.58,268308.0
2023-11-15,232.986,234.847,231.837,232.57,329131.0
2023-11-16,232.669,235.302,231.035,232.243,184621.0
2023-11-17,234.193,235.51,232.099,234.401,721499.0
2023-11-18,234.193,235.51,232.099,234.401,721499.0
2023-11-19,234.193,235.51,232.099,234.401,721499.0
2023-11-20,235.342,238.075,233.985,237.183,216196.0
2023-11-21,236.768,237.154,235.17,236.906,142378.0
2023-11-22,236.17,238.39,236.17,237.006,188279.0
2023-11-23,236.17,238.39,236.17,237.006,188279.0
2023-11-24,237.265,239.355,237.135,237.265,100100.0
2023-11-25,237.265,239.355,237.135,237.265,100100.0
2023-11-26,237.265,239.355,237.135,237.265,100100.0
2023-11-27,236.637,236.637,233.126,235.383,239932.0
2023-11-28,236.249,236.767,234.746,235.612,193997.0
2023-11-29,235.99,237.145,232.088,232.695,257585.0
2023-11-30,232.984,236.07,232.715,235.951,332128.0
2023-12-01,235.98,238.39,234.617,237.663,228358.0
2023-12-02,235.98,238.39,234.617,237.663,228358.0
2023-12-03,235.98,238.39,234.617,237.663,228358.0
2023-12-04,236.677,241.555,236.677,241.505,308461.0
2023-12-05,240.729,240.983,238.788,239.395,230964.0
2023-12-06,239.803,242.561,239.803,242.491,183630.0
2023-12-07,243.098,244.213,242.362,244.084,206917.0
2023-12-08,244.462,246.134,243.795,245.776,235978.0
2023-12-09,244.462,246.134,243.795,245.776,235978.0
2023-12-10,244.462,246.134,243.795,245.776,235978.0
2023-12-11,246.134,249.439,245.577,249.25,415564.0
2023-12-12,249.171,254.935,248.643,253.332,432908.0
2023-12-13,253.332,257.393,252.097,256.428,345064.0
2023-12-14,256.637,256.652,251.122,254.676,466389.0
2023-12-15,253.511,255.86,252.406,252.406,1256614.0
2023-12-16,253.511,255.86,252.406,252.406,1256614.0
2023-12-17,253.511,255.86,252.406,252.406,1256614.0
2023-12-18,252.535,254.158,252.296,253.869,261432.0
2023-12-19,254.546,255.97,253.302,255.85,203423.0
2023-12-20,254.875,255.98,251.231,251.291,206749.0
2023-12-21,252.844,253.498,251.152,252.874,108500.0
2023-12-22,254.258,255.741,253.715,254.935,133633.0
2023-12-23,254.258,255.741,253.715,254.935,133633.0
2023-12-24,254.258,255.741,253.715,254.935,133633.0
2023-12-25,254.258,255.741,253.715,254.935,133633.0
2023-12-26,255.014,256.945,254.691,256.667,79200.0
2023-12-27,255.93,257.548,255.661,257.145,108294.0
2023-12-28,256.647,258.16,256.557,257.304,117439.0
2023-12-29,257.304,258.827,256.736,258.469,168180.0
2023-12-30,257.304,258.827,256.736,258.469,168180.0
2023-12-31,257.304,258.827,256.736,258.469,168180.0
2024-01-01,257.304,258.827,256.736,258.469,168180.0
2024-01-02,257.911,260.24,257.831,258.936,173055.0
2024-01-03,258.827,258.827,255.094,255.144,275980.0
2024-01-04,256.368,257.891,254.815,255.163,223617.0
2024-01-05,253.75,253.75,247.523,251.361,637082.0
2024-01-06,253.75,253.75,247.523,251.361,637082.0
2024-01-07,253.75,253.75,247.523,251.361,637082.0
2024-01-08,249.708,254.277,248.872,254.208,265578.0
2024-01-09,253.063,253.063,251.381,252.097,128020.0
2024-01-10,251.978,253.839,251.231,251.679,155192.0
2024-01-11,251.142,251.142,247.658,249.499,190538.0
2024-01-12,252.127,253.63,250.604,253.531,204778.0
2024-01-13,252.127,253.63,250.604,253.531,204778.0
2024-01-14,252.127,253.63,250.604,253.531,204778.0
2024-01-15,252.127,253.63,250.604,253.531,204778.0
2024-01-16,252.824,254.974,251.142,254.029,214175.0
2024-01-17,252.525,257.214,252.525,253.66,205590.0
2024-01-18,254.506,259.126,253.225,259.016,307966.0
2024-01-19,259.972,259.972,254.208,255.074,287453.0
2024-01-20,259.972,259.972,254.208,255.074,287453.0
2024-01-21,259.972,259.972,254.208,255.074,287453.0
2024-01-22,255.95,258.15,254.775,255.611,234832.0
2024-01-23,255.83,256.959,253.392,254.656,175606.0
2024-01-24,254.845,256.736,251.849,252.496,280718.0
2024-01-25,253.013,253.491,250.624,253.252,261086.0
2024-01-26,254.317,255.552,252.944,254.497,387254.0
2024-01-27,254.317,255.552,252.944,254.497,387254.0
2024-01-28,254.317,255.552,252.944,254.497,387254.0
2024-01-29,255.173,257.423,254.566,257.423,374132.0
2024-01-30,257.423,259.439,256.298,259.145,306682.0
2024-01-31,260.031,261.813,256.811,257.752,443889.0
2024-02-01,262.809,267.298,253.043,266.602,778041.0
2024-02-02,264.879,268.11,262.172,267.289,324251.0
2024-02-03,264.879,268.11,262.172,267.289,324251.0
2024-02-04,264.879,268.11,262.172,267.289,324251.0
2024-02-05,265.069,266.566,261.823,264.73,247594.0
2024-02-06,264.581,266.323,263.829,265.019,392757.0
2024-02-07,265.417,274.605,265.093,273.5,472932.0
2024-02-08,273.321,274.147,268.946,270.902,260572.0
2024-02-09,271.489,273.082,269.787,272.664,196993.0
2024-02-10,271.489,273.082,269.787,272.664,196993.0
2024-02-11,271.489,273.082,269.787,272.664,196993.0
2024-02-12,272.744,275.486,272.744,274.496,160301.0
2024-02-13,273.182,275.86,272.156,273.869,312866.0
2024-02-14,275.68,279.443,275.242,279.045,264548.0
2024-02-15,280.091,283.834,280.081,283.704,300957.0
2024-02-16,283.356,286.034,282.062,283.804,263212.0
2024-02-17,283.356,286.034,282.062,283.804,263212.0
2024-02-18,283.356,286.034,282.062,283.804,263212.0
2024-02-19,283.356,286.034,282.062,283.804,263212.0
2024-02-20,284.222,286.701,283.281,283.515,255849.0
2024-02-21,284.59,287.377,283.898,286.83,234943.0
2024-02-22,287.45,287.74,284.49,287.29,199942.0
2024-02-23,287.88,289.5,287.335,288.14,181356.0
2024-02-24,287.88,289.5,287.335,288.14,181356.0
2024-02-25,287.88,289.5,287.335,288.14,181356.0
2024-02-26,288.74,289.88,286.955,288.33,218736.0
2024-02-27,287.79,289.68,285.79,289.49,201759.0
2024-02-28,290.0,292.82,289.85,291.85,257767.0
2024-02-29,292.3,292.86,290.06,291.62,314806.0
2024-03-01,290.75,292.9,287.69,292.46,184338.0
2024-03-02,290.75,292.9,287.69,292.46,184338.0
2024-03-03,290.75,292.9,287.69,292.46,184338.0
2024-03-04,292.59,298.19,292.59,296.43,226161.0
2024-03-05,297.54,299.5,289.06,291.33,395639.0
2024-03-06,291.91,295.74,290.4,293.99,268569.0
2024-03-07,293.25,294.4,291.44,291.85,273098.0
2024-03-08,291.27,293.387,290.95,293.32,207746.0
2024-03-09,291.27,293.387,290.95,293.32,207746.0
2024-03-10,291.27,293.387,290.95,293.32,207746.0
2024-03-11,292.35,292.35,287.24,288.53,225238.0
2024-03-12,287.8,290.69,285.845,290.16,202454.0
2024-03-13,290.39,291.42,288.115,289.9,231164.0
2024-03-14,288.6,290.0,285.43,286.87,243515.0
2024-03-15,284.78,289.58,284.7,289.02,692926.0
2024-03-16,284.78,289.58,284.7,289.02,692926.0
2024-03-17,284.78,289.58,284.7,289.02,692926.0
2024-03-18,289.42,292.08,288.78,290.59,228016.0
2024-03-19,291.58,293.0,289.266,290.69,289270.0
2024-03-20,290.69,294.32,290.69,292.2,216761.0
2024-03-21,292.78,294.81,291.87,293.93,229760.0
2024-03-22,294.79,294.79,291.09,292.55,216803.0
2024-03-23,294.79,294.79,291.09,292.55,216803.0
2024-03-24,294.79,294.79,291.09,292.55,216803.0
2024-03-25,294.09,294.09,290.53,290.8,193410.0
2024-03-26,290.82,294.24,289.57,289.87,401881.0
2024-03-27,291.6,292.86,288.86,289.75,754195.0
2024-03-28,289.81,293.17,289.58,291.47,435008.0
2024-03-29,289.81,293.17,289.58,291.47,435008.0
2024-03-30,289.81,293.17,289.58,291.47,435008.0
2024-03-31,289.81,293.17,289.58,291.47,435008.0
2024-04-01,291.97,291.97,287.29,287.6,310209.0
2024-04-02,287.74,289.07,286.59,287.47,284952.0
2024-04-03,287.27,288.84,284.81,286.39,251092.0
2024-04-04,288.59,289.26,284.235,286.21,331191.0
2024-04-05,285.33,287.89,284.956,286.08,199273.0
2024-04-06,285.33,287.89,284.956,286.08,199273.0
2024-04-07,285.33,287.89,284.956,286.08,199273.0
2024-04-08,286.99,287.56,285.16,285.68,358508.0
2024-04-09,283.57,284.96,273.52,275.5,542670.0
2024-04-10,273.12,277.245,273.12,275.15,417783.0
2024-04-11,274.96,277.46,273.035,276.31,300704.0
2024-04-12,275.35,279.56,275.35,275.72,402060.0
2024-04-13,275.35,279.56,275.35,275.72,402060.0
2024-04-14,275.35,279.56,275.35,275.72,402060.0
2024-04-15,279.51,280.69,274.89,275.0,340066.0
2024-04-16,276.09,276.09,272.71,274.0,245430.0
2024-04-17,276.17,276.19,270.74,271.22,285172.0
2024-04-18,271.87,273.57,268.56,268.84,274098.0
2024-04-19,270.15,272.62,269.8,271.66,346649.0
2024-04-20,270.15,272.62,269.8,271.66,346649.0
2024-04-21,270.15,272.62,269.8,271.66,346649.0
2024-04-22,272.86,275.55,271.2,274.49,308163.0
2024-04-23,276.24,277.85,273.985,274.47,243491.0
2024-04-24,274.74,276.43,272.79,275.84,518238.0
2024-04-25,274.7,277.05,273.21,275.98,336009.0
2024-04-26,274.97,278.94,273.15,276.97,259166.0
2024-04-27,274.97,278.94,273.15,276.97,259166.0
2024-04-28,274.97,278.94,273.15,276.97,259166.0
2024-04-29,278.31,280.66,277.67,278.55,318150.0
2024-04-30,277.8,279.5,275.78,276.93,356963.0
2024-05-01,278.3,279.205,276.38,277.06,583071.0
