,ZTS US Equity,ZTS US Equity,ZTS US Equity,ZTS US Equity,ZTS US Equity
2023-07-06,166.4852,168.5708,165.9389,167.3195,1564306.0
2023-07-07,167.0811,167.4883,164.8663,165.9985,1315479.0
2023-07-08,167.0811,167.4883,164.8663,165.9985,1315479.0
2023-07-09,167.0811,167.4883,164.8663,165.9985,1315479.0
2023-07-10,165.6509,169.3654,165.2636,169.0575,1280104.0
2023-07-11,169.3753,170.289,168.2977,168.978,1081266.0
2023-07-12,170.7757,171.9079,169.3455,170.6863,1471822.0
2023-07-13,171.2325,171.7887,169.7726,169.8322,1001507.0
2023-07-14,170.4877,172.186,169.9514,171.014,2455886.0
2023-07-15,170.4877,172.186,169.9514,171.014,2455886.0
2023-07-16,170.4877,172.186,169.9514,171.014,2455886.0
2023-07-17,171.3418,171.3418,168.5212,169.564,1639371.0
2023-07-18,169.2959,170.3139,167.9849,169.9116,1031976.0
2023-07-19,170.8253,171.888,169.4945,169.7229,1844184.0
2023-07-20,170.0862,171.5045,169.2202,170.8128,2910796.0
2023-07-21,171.7285,183.9913,171.7285,182.6575,4346740.0
2023-07-22,171.7285,183.9913,171.7285,182.6575,4346740.0
2023-07-23,171.7285,183.9913,171.7285,182.6575,4346740.0
2023-07-24,182.3489,185.3151,181.4481,184.7179,2950189.0
2023-07-25,183.6429,192.3771,183.4836,189.2666,3952834.0
2023-07-26,188.5102,191.9939,187.2958,191.108,2922467.0
2023-07-27,191.9043,194.0842,187.6044,187.8134,2173468.0
2023-07-28,189.615,190.3914,186.9823,189.0178,1899802.0
2023-07-29,189.615,190.3914,186.9823,189.0178,1899802.0
2023-07-30,189.615,190.3914,186.9823,189.0178,1899802.0
2023-07-31,188.3011,189.2069,185.5739,187.2162,1500811.0
2023-08-01,186.5891,187.8931,183.9315,184.6482,1535309.0
2023-08-02,183.3741,185.0065,180.8111,181.1545,2284777.0
2023-08-03,179.771,182.4086,178.9249,180.0397,1688031.0
2023-08-04,179.3031,181.6124,177.5115,177.8002,1827463.0
2023-08-05,179.3031,181.6124,177.5115,177.8002,1827463.0
2023-08-06,179.3031,181.6124,177.5115,177.8002,1827463.0
2023-08-07,179.3529,181.0351,179.1937,179.8506,1941699.0
2023-08-08,181.3038,189.6548,176.4266,188.4206,4117986.0
2023-08-09,189.0576,190.0629,186.0964,188.4704,2270030.0
2023-08-10,189.1173,190.9339,186.8579,188.2215,2348639.0
2023-08-11,187.6044,190.7099,187.3058,189.9435,1742931.0
2023-08-12,187.6044,190.7099,187.3058,189.9435,1742931.0
2023-08-13,187.6044,190.7099,187.3058,189.9435,1742931.0
2023-08-14,189.3264,191.6207,187.9428,188.769,1352418.0
2023-08-15,188.2713,189.8838,187.6442,188.2713,1001166.0
2023-08-16,187.1067,188.2205,184.9916,185.4047,1205376.0
2023-08-17,185.554,185.7431,181.0152,181.9209,2197249.0
2023-08-18,180.2089,181.5726,179.1937,180.7265,2027218.0
2023-08-19,180.2089,181.5726,179.1937,180.7265,2027218.0
2023-08-20,180.2089,181.5726,179.1937,180.7265,2027218.0
2023-08-21,181.0152,181.7816,179.129,179.97,860203.0
2023-08-22,178.8154,181.6522,178.3277,180.9753,1286450.0
2023-08-23,181.9607,183.8221,181.4631,183.394,1022887.0
2023-08-24,183.4438,184.3645,180.5075,180.7165,1210352.0
2023-08-25,182.2295,184.1505,180.5981,181.9707,879728.0
2023-08-26,182.2295,184.1505,180.5981,181.9707,879728.0
2023-08-27,182.2295,184.1505,180.5981,181.9707,879728.0
2023-08-28,183.6528,187.057,183.4438,186.1114,1546937.0
2023-08-29,186.4299,191.974,185.9919,191.8745,2423827.0
2023-08-30,191.8048,193.4624,190.9289,191.8048,1673530.0
2023-08-31,191.3668,192.3771,189.5852,189.625,1892964.0
2023-09-01,192.0735,192.4518,190.2919,191.6256,1174316.0
2023-09-02,192.0735,192.4518,190.2919,191.6256,1174316.0
2023-09-03,192.0735,192.4518,190.2919,191.6256,1174316.0
2023-09-04,192.0735,192.4518,190.2919,191.6256,1174316.0
2023-09-05,190.7696,191.4962,188.5201,189.5453,1672973.0
2023-09-06,188.5998,188.9541,185.4942,185.9919,1356850.0
2023-09-07,186.0716,187.3954,184.5586,186.9076,1159574.0
2023-09-08,186.3503,186.8778,183.8619,184.9169,1562240.0
2023-09-09,186.3503,186.8778,183.8619,184.9169,1562240.0
2023-09-10,186.3503,186.8778,183.8619,184.9169,1562240.0
2023-09-11,185.2952,186.3303,184.5984,185.2056,1069135.0
2023-09-12,184.3695,188.8785,184.1306,186.828,1675693.0
2023-09-13,185.5938,186.4,180.3299,181.1545,1935712.0
2023-09-14,182.5281,183.0606,179.7411,181.8911,2000716.0
2023-09-15,179.4524,182.5978,178.253,179.4126,3262647.0
2023-09-16,179.4524,182.5978,178.253,179.4126,3262647.0
2023-09-17,179.4524,182.5978,178.253,179.4126,3262647.0
2023-09-18,178.7457,180.612,177.2328,178.8154,1228215.0
2023-09-19,178.039,181.7517,178.0092,181.1346,1373619.0
2023-09-20,182.3589,183.5832,180.5772,180.6369,1485503.0
2023-09-21,178.4173,179.7212,175.6502,175.8094,1691794.0
2023-09-22,176.2375,177.2577,174.1572,175.8592,1281836.0
2023-09-23,176.2375,177.2577,174.1572,175.8592,1281836.0
2023-09-24,176.2375,177.2577,174.1572,175.8592,1281836.0
2023-09-25,174.9833,177.0935,174.3264,176.8944,1551220.0
2023-09-26,175.7597,177.621,175.4511,176.0483,1463237.0
2023-09-27,176.9043,177.3621,171.9874,173.8685,1450102.0
2023-09-28,173.6296,174.9136,172.9727,173.2016,1115891.0
2023-09-29,174.7743,174.7743,172.9826,173.1718,1498511.0
2023-09-30,174.7743,174.7743,172.9826,173.1718,1498511.0
2023-10-01,174.7743,174.7743,172.9826,173.1718,1498511.0
2023-10-02,172.3954,172.5539,169.7876,171.9276,1270162.0
2023-10-03,171.0218,172.1465,168.9017,169.5387,1671832.0
2023-10-04,170.325,170.7381,168.404,170.1956,1673449.0
2023-10-05,170.3947,171.7783,169.2202,171.201,2083436.0
2023-10-06,170.982,175.1127,169.4889,174.7643,1490631.0
2023-10-07,170.982,175.1127,169.4889,174.7643,1490631.0
2023-10-08,170.982,175.1127,169.4889,174.7643,1490631.0
2023-10-09,172.8035,174.5852,171.4498,173.7889,1215109.0
2023-10-10,173.4803,175.9687,172.7438,174.8141,1665292.0
2023-10-11,175.8393,176.5012,174.2069,176.128,1053562.0
2023-10-12,176.0085,176.7252,173.4007,173.5002,1306324.0
2023-10-13,172.6144,174.9136,172.1963,173.5699,1287393.0
2023-10-14,172.6144,174.9136,172.1963,173.5699,1287393.0
2023-10-15,172.6144,174.9136,172.1963,173.5699,1287393.0
2023-10-16,174.197,175.7199,172.8632,174.3662,1264384.0
2023-10-17,172.0669,173.6197,170.5848,173.4505,1716299.0
2023-10-18,172.1167,173.2514,168.6628,168.7524,1228588.0
2023-10-19,169.0709,170.3947,166.7965,167.2594,1602295.0
2023-10-20,166.8413,167.4783,164.3231,166.3138,1932045.0
2023-10-21,166.8413,167.4783,164.3231,166.3138,1932045.0
2023-10-22,166.8413,167.4783,164.3231,166.3138,1932045.0
2023-10-23,165.8061,167.7968,165.2388,165.7265,1075403.0
2023-10-24,165.8559,167.4584,165.4777,166.3436,1201472.0
2023-10-25,164.7909,165.2173,161.5958,162.9097,1273715.0
2023-10-26,161.5162,161.5361,157.1466,157.3357,2891315.0
2023-10-27,157.1963,157.1983,154.4392,155.3051,2407137.0
2023-10-28,157.1963,157.1983,154.4392,155.3051,2407137.0
2023-10-29,157.1963,157.1983,154.4392,155.3051,2407137.0
2023-10-30,156.4,157.6771,152.8068,156.2706,2756158.0
2023-10-31,157.1536,158.1712,155.7368,156.6447,3208868.0
2023-11-01,156.066,156.6447,150.6882,151.0973,7269965.0
2023-11-02,154.9585,161.4638,154.8687,160.5459,4137900.0
2023-11-03,163.8783,164.3472,159.0093,161.8629,1974804.0
2023-11-04,163.8783,164.3472,159.0093,161.8629,1974804.0
2023-11-05,163.8783,164.3472,159.0093,161.8629,1974804.0
2023-11-06,169.8947,170.5332,161.8529,162.8007,2112612.0
2023-11-07,162.7209,167.0711,162.701,166.7817,2938156.0
2023-11-08,168.4479,171.3314,167.5799,170.4833,3326312.0
2023-11-09,170.5831,173.1672,170.164,170.2439,3479316.0
2023-11-10,170.1241,170.1241,165.8588,168.9368,2108534.0
2023-11-11,170.1241,170.1241,165.8588,168.9368,2108534.0
2023-11-12,170.1241,170.1241,165.8588,168.9368,2108534.0
2023-11-13,168.2983,169.2262,167.1908,168.4479,1544904.0
2023-11-14,171.0221,174.8434,170.9622,172.2593,1421542.0
2023-11-15,172.0997,175.2525,172.0897,174.2248,1714105.0
2023-11-16,174.6339,176.4099,173.4067,176.1405,1566948.0
2023-11-17,177.0085,177.2979,173.3019,174.4044,2425121.0
2023-11-18,177.0085,177.2979,173.3019,174.4044,2425121.0
2023-11-19,177.0085,177.2979,173.3019,174.4044,2425121.0
2023-11-20,173.9255,176.5994,173.5065,175.6616,1056740.0
2023-11-21,176.2403,179.5029,175.3722,178.3255,1423784.0
2023-11-22,179.5927,180.5605,178.3704,178.9441,1501463.0
2023-11-23,179.5927,180.5605,178.3704,178.9441,1501463.0
2023-11-24,179.7623,180.9745,178.9741,179.8022,635174.0
2023-11-25,179.7623,180.9745,178.9741,179.8022,635174.0
2023-11-26,179.7623,180.9745,178.9741,179.8022,635174.0
2023-11-27,179.6226,180.3809,178.0661,178.3854,1442921.0
2023-11-28,177.7069,177.9564,175.7564,176.5695,1348892.0
2023-11-29,177.4675,177.6521,174.8434,175.3922,1524408.0
2023-11-30,174.6439,176.4598,173.2371,176.2702,2581913.0
2023-12-01,175.8511,179.0539,175.5818,178.7246,1367209.0
2023-12-02,175.8511,179.0539,175.5818,178.7246,1367209.0
2023-12-03,175.8511,179.0539,175.5818,178.7246,1367209.0
2023-12-04,178.4054,182.2466,178.4054,181.7079,1559537.0
2023-12-05,180.8797,181.628,178.4552,179.2435,1425860.0
2023-12-06,180.341,182.7655,180.2262,181.5881,1552897.0
2023-12-07,182.0471,182.1868,180.0978,181.4185,1088593.0
2023-12-08,181.668,184.4317,181.0593,184.1823,1474667.0
2023-12-09,181.668,184.4317,181.0593,184.1823,1474667.0
2023-12-10,181.668,184.4317,181.0593,184.1823,1474667.0
2023-12-11,184.751,189.7197,184.2621,189.0313,3199162.0
2023-12-12,189.6498,192.0644,188.4925,191.0367,1899728.0
2023-12-13,191.346,197.2227,190.5079,196.9633,2104749.0
2023-12-14,197.5519,201.4631,197.5519,199.6372,3044447.0
2023-12-15,198.9587,198.9587,193.531,195.8458,4058340.0
2023-12-16,198.9587,198.9587,193.531,195.8458,4058340.0
2023-12-17,198.9587,198.9587,193.531,195.8458,4058340.0
2023-12-18,197.3624,197.6916,195.1574,196.2748,1543118.0
2023-12-19,197.3324,198.5297,196.7926,197.6317,1600281.0
2023-12-20,197.5519,198.8889,194.1297,194.1896,1833160.0
2023-12-21,195.5565,196.5292,193.4612,194.2195,2118571.0
2023-12-22,194.878,195.4667,192.3038,194.5388,1548412.0
2023-12-23,194.878,195.4667,192.3038,194.5388,1548412.0
2023-12-24,194.878,195.4667,192.3038,194.5388,1548412.0
2023-12-25,194.878,195.4667,192.3038,194.5388,1548412.0
2023-12-26,194.439,195.8983,193.6508,195.0576,814641.0
2023-12-27,194.9678,196.5642,194.297,196.4544,766411.0
2023-12-28,197.1728,198.1506,196.0853,196.7138,880094.0
2023-12-29,196.2349,197.5619,195.8059,196.9234,1007235.0
2023-12-30,196.2349,197.5619,195.8059,196.9234,1007235.0
2023-12-31,196.2349,197.5619,195.8059,196.9234,1007235.0
2024-01-01,196.2349,197.5619,195.8059,196.9234,1007235.0
2024-01-02,195.3469,197.502,194.6036,196.1252,1642328.0
2024-01-03,195.4766,195.5066,192.3587,192.4934,1492974.0
2024-01-04,192.4136,194.4889,191.5755,193.6009,1852027.0
2024-01-05,192.6331,195.4966,192.6331,194.4091,1088179.0
2024-01-06,192.6331,195.4966,192.6331,194.4091,1088179.0
2024-01-07,192.6331,195.4966,192.6331,194.4091,1088179.0
2024-01-08,194.0898,195.8358,192.234,195.7061,1610635.0
2024-01-09,195.1075,199.3728,193.6059,195.4966,1983273.0
2024-01-10,196.1351,198.42,195.4667,198.3202,1325252.0
2024-01-11,197.7814,197.961,195.297,196.2648,1589616.0
2024-01-12,197.2327,199.1084,196.4195,198.4898,1726473.0
2024-01-13,197.2327,199.1084,196.4195,198.4898,1726473.0
2024-01-14,197.2327,199.1084,196.4195,198.4898,1726473.0
2024-01-15,197.2327,199.1084,196.4195,198.4898,1726473.0
2024-01-16,197.6617,198.4698,192.234,192.5533,2316170.0
2024-01-17,191.5555,192.5782,189.2807,190.468,1678033.0
2024-01-18,191.43,192.815,189.17,190.5,3832836.0
2024-01-19,190.57,190.92,187.16,188.38,2285062.0
2024-01-20,190.57,190.92,187.16,188.38,2285062.0
2024-01-21,190.57,190.92,187.16,188.38,2285062.0
2024-01-22,190.11,194.25,190.11,191.2,1890696.0
2024-01-23,191.55,191.94,187.79,188.1,1487976.0
2024-01-24,188.81,189.6964,185.93,186.07,1837659.0
2024-01-25,185.53,187.53,185.31,187.32,2530615.0
2024-01-26,189.21,192.88,188.97,191.52,1840245.0
2024-01-27,189.21,192.88,188.97,191.52,1840245.0
2024-01-28,189.21,192.88,188.97,191.52,1840245.0
2024-01-29,191.36,193.0,189.955,192.76,1669903.0
2024-01-30,192.87,193.51,190.44,191.43,1607479.0
2024-01-31,192.13,192.78,187.44,187.81,2150047.0
2024-02-01,188.3,189.64,185.38,189.14,1584165.0
2024-02-02,187.39,190.18,185.62,189.04,1177651.0
2024-02-03,187.39,190.18,185.62,189.04,1177651.0
2024-02-04,187.39,190.18,185.62,189.04,1177651.0
2024-02-05,188.44,190.87,187.44,190.17,2112457.0
2024-02-06,192.0,196.51,190.87,196.14,2459318.0
2024-02-07,196.14,197.94,195.21,197.09,2017831.0
2024-02-08,196.08,197.0,195.0,195.75,1520861.0
2024-02-09,195.59,198.22,195.59,197.32,2234328.0
2024-02-10,195.59,198.22,195.59,197.32,2234328.0
2024-02-11,195.59,198.22,195.59,197.32,2234328.0
2024-02-12,197.74,199.62,196.448,196.69,2469220.0
2024-02-13,186.6,190.61,182.07,183.49,4139994.0
2024-02-14,185.19,186.49,182.1,184.08,2726777.0
2024-02-15,183.86,190.34,183.86,189.65,2725559.0
2024-02-16,189.4,190.35,187.93,188.39,1953799.0
2024-02-17,189.4,190.35,187.93,188.39,1953799.0
2024-02-18,189.4,190.35,187.93,188.39,1953799.0
2024-02-19,189.4,190.35,187.93,188.39,1953799.0
2024-02-20,187.3,189.41,186.24,186.55,2502757.0
2024-02-21,186.66,188.86,186.66,188.38,3179308.0
2024-02-22,189.31,196.67,188.54,196.66,3339687.0
2024-02-23,197.35,198.21,194.815,197.21,2391200.0
2024-02-24,197.35,198.21,194.815,197.21,2391200.0
2024-02-25,197.35,198.21,194.815,197.21,2391200.0
2024-02-26,196.9,197.99,195.46,197.04,2098518.0
2024-02-27,197.65,199.25,194.04,199.0,1982530.0
2024-02-28,199.3,200.5,197.1,199.94,2003263.0
2024-02-29,200.5,200.5341,198.19,198.33,2849159.0
2024-03-01,196.0,196.23,188.49,190.82,3724388.0
2024-03-02,196.0,196.23,188.49,190.82,3724388.0
2024-03-03,196.0,196.23,188.49,190.82,3724388.0
2024-03-04,189.61,190.42,186.51,187.86,3757171.0
2024-03-05,187.44,187.73,184.42,185.23,2508455.0
2024-03-06,185.3,187.24,183.23,183.53,5028548.0
2024-03-07,184.91,185.11,181.39,181.51,3839356.0
2024-03-08,182.0,182.98,179.84,182.16,6517994.0
2024-03-09,182.0,182.98,179.84,182.16,6517994.0
2024-03-10,182.0,182.98,179.84,182.16,6517994.0
2024-03-11,182.62,183.99,180.42,183.49,3383571.0
2024-03-12,183.65,183.83,180.94,181.35,2598439.0
2024-03-13,181.6,182.97,175.99,176.23,5947487.0
2024-03-14,177.49,177.49,170.72,173.88,6432590.0
2024-03-15,173.78,175.51,171.6132,172.57,3399667.0
2024-03-16,173.78,175.51,171.6132,172.57,3399667.0
2024-03-17,173.78,175.51,171.6132,172.57,3399667.0
2024-03-18,173.74,174.28,170.41,170.69,4955023.0
2024-03-19,171.66,173.5,170.265,172.96,3623996.0
2024-03-20,172.65,173.105,169.34,170.99,3697427.0
2024-03-21,172.73,174.33,168.02,168.32,4400860.0
2024-03-22,168.77,171.36,168.16,168.9,2840485.0
2024-03-23,168.77,171.36,168.16,168.9,2840485.0
2024-03-24,168.77,171.36,168.16,168.9,2840485.0
2024-03-25,169.3,169.84,167.03,167.81,2762325.0
2024-03-26,169.21,169.23,164.11,165.67,4550016.0
2024-03-27,167.34,168.53,166.3416,168.51,2857848.0
2024-03-28,168.73,171.14,167.41,169.21,3395781.0
2024-03-29,168.73,171.14,167.41,169.21,3395781.0
2024-03-30,168.73,171.14,167.41,169.21,3395781.0
2024-03-31,168.73,171.14,167.41,169.21,3395781.0
2024-04-01,168.99,169.49,166.12,167.02,1896520.0
2024-04-02,165.67,166.17,163.64,165.01,2391644.0
2024-04-03,165.0,166.255,162.64,162.97,2481173.0
2024-04-04,165.21,168.793,164.45,165.52,4306074.0
2024-04-05,165.76,169.39,165.31,165.86,3663920.0
2024-04-06,165.76,169.39,165.31,165.86,3663920.0
2024-04-07,165.76,169.39,165.31,165.86,3663920.0
2024-04-08,165.88,166.89,164.04,165.07,1483828.0
