,UVE US Equity,UVE US Equity,UVE US Equity,UVE US Equity,UVE US Equity
2019-03-31,24.5655,24.7924,24.0413,24.2525,302362.0
2019-04-01,24.4638,25.1131,24.3151,25.0271,247679.0
2019-04-02,24.9958,25.1522,24.5498,24.9567,196982.0
2019-04-03,25.0897,25.0897,24.6281,24.8862,165953.0
2019-04-04,24.9175,25.1053,24.7141,24.8393,142624.0
2019-04-05,24.4247,24.6515,23.8066,24.2838,529475.0
2019-04-06,24.4247,24.6515,23.8066,24.2838,529475.0
2019-04-07,24.4247,24.6515,23.8066,24.2838,529475.0
2019-04-08,24.01,24.01,23.2355,23.8457,285966.0
2019-04-09,23.8301,23.9103,23.3568,23.5641,316014.0
2019-04-10,23.6267,24.1743,23.6267,24.143,219831.0
2019-04-11,24.19,24.276,23.7753,23.8927,273431.0
2019-04-12,24.01,24.1586,23.0164,23.0634,341295.0
2019-04-13,24.01,24.1586,23.0164,23.0634,341295.0
2019-04-14,24.01,24.1586,23.0164,23.0634,341295.0
2019-04-15,23.0634,23.1788,22.6253,22.8365,361611.0
2019-04-16,23.0164,23.4467,23.0164,23.1729,219627.0
2019-04-17,23.1807,23.3841,22.8991,23.2824,233868.0
2019-04-18,23.345,23.611,23.0399,23.2746,289168.0
2019-04-19,23.345,23.611,23.0399,23.2746,289168.0
2019-04-20,23.345,23.611,23.0399,23.2746,289168.0
2019-04-21,23.345,23.611,23.0399,23.2746,289168.0
2019-04-22,23.2746,23.3372,22.7348,22.8522,181044.0
2019-04-23,22.8835,23.5289,22.8835,23.4702,221661.0
2019-04-24,23.4702,23.7206,22.9539,23.392,430054.0
2019-04-25,25.3948,25.3948,23.4076,23.4702,554440.0
2019-04-26,23.3529,23.4859,22.9852,23.0869,250778.0
2019-04-27,23.3529,23.4859,22.9852,23.0869,250778.0
2019-04-28,23.3529,23.4859,22.9852,23.0869,250778.0
2019-04-29,23.0947,23.568,23.0947,23.2199,211663.0
2019-04-30,23.2824,23.5328,23.1182,23.3059,267098.0
2019-05-01,23.3059,23.658,23.2199,23.4389,463636.0
2019-05-02,23.4389,23.5819,23.026,23.1872,221550.0
2019-05-03,23.2423,23.6591,23.2423,23.3996,226936.0
2019-05-04,23.2423,23.6591,23.2423,23.3996,226936.0
2019-05-05,23.2423,23.6591,23.2423,23.3996,226936.0
2019-05-06,23.085,23.6198,22.9984,23.5176,193464.0
2019-05-07,23.6198,24.3592,23.5883,23.7221,246821.0
2019-05-08,23.7299,23.7299,23.376,23.4389,151057.0
2019-05-09,23.2895,23.4153,22.9984,23.022,171418.0
2019-05-10,23.0299,23.4546,22.8569,23.4153,176037.0
2019-05-11,23.0299,23.4546,22.8569,23.4153,176037.0
2019-05-12,23.0299,23.4546,22.8569,23.4153,176037.0
2019-05-13,23.085,23.2108,22.6524,22.8962,213902.0
2019-05-14,22.9591,23.1479,22.8411,22.8805,135825.0
2019-05-15,22.7232,23.1086,22.558,23.085,194464.0
2019-05-16,23.0928,23.2659,22.7861,22.7939,396986.0
2019-05-17,22.6366,22.8333,22.3456,22.3456,264697.0
2019-05-18,22.6366,22.8333,22.3456,22.3456,264697.0
2019-05-19,22.6366,22.8333,22.3456,22.3456,264697.0
2019-05-20,22.2434,22.554,22.1018,22.2827,186044.0
2019-05-21,22.3456,22.4793,22.3063,22.3849,182965.0
2019-05-22,22.3377,22.3377,22.0546,22.1096,135376.0
2019-05-23,22.0153,22.1372,21.6535,21.8816,274614.0
2019-05-24,21.9838,22.267,21.854,22.2276,248121.0
2019-05-25,21.9838,22.267,21.854,22.2276,248121.0
2019-05-26,21.9838,22.267,21.854,22.2276,248121.0
2019-05-27,21.9838,22.267,21.854,22.2276,248121.0
2019-05-28,22.1647,22.5658,22.1254,22.2984,154096.0
2019-05-29,22.4479,22.7546,22.2276,22.4793,315623.0
2019-05-30,22.4715,22.676,22.2355,22.2984,125775.0
2019-05-31,22.1254,22.8569,22.0231,22.8411,277986.0
2019-06-01,22.1254,22.8569,22.0231,22.8411,277986.0
2019-06-02,22.1254,22.8569,22.0231,22.8411,277986.0
2019-06-03,22.5973,23.1793,22.2119,22.4872,357011.0
2019-06-04,22.6209,22.8647,22.5187,22.849,233190.0
2019-06-05,22.8647,23.3052,22.6209,23.2344,165898.0
2019-06-06,23.3367,23.3524,22.7389,23.0063,154162.0
2019-06-07,23.0771,23.2895,22.7389,22.7467,119856.0
2019-06-08,23.0771,23.2895,22.7389,22.7467,119856.0
2019-06-09,23.0771,23.2895,22.7389,22.7467,119856.0
2019-06-10,22.7467,23.2265,22.6445,23.2029,168174.0
2019-06-11,23.2423,23.3838,22.5816,22.6445,126620.0
2019-06-12,22.7782,22.9984,22.6524,22.8175,70184.0
2019-06-13,22.8883,23.1951,22.7232,23.0456,195984.0
2019-06-14,23.0063,23.1164,22.6366,22.7703,142913.0
2019-06-15,23.0063,23.1164,22.6366,22.7703,142913.0
2019-06-16,23.0063,23.1164,22.6366,22.7703,142913.0
2019-06-17,22.8726,22.9591,22.4243,22.44,152120.0
2019-06-18,22.4164,22.6681,21.8737,21.9366,220154.0
2019-06-19,21.9051,22.1883,21.6613,21.8186,197362.0
2019-06-20,22.031,22.4282,21.8737,22.1883,138185.0
2019-06-21,22.0625,22.2512,21.9051,21.9209,317374.0
2019-06-22,22.0625,22.2512,21.9051,21.9209,317374.0
2019-06-23,22.0625,22.2512,21.9051,21.9209,317374.0
2019-06-24,21.9995,22.2198,21.8816,21.9445,150065.0
2019-06-25,21.913,22.322,21.913,22.031,152616.0
2019-06-26,22.0389,22.2512,21.5119,21.5197,142842.0
2019-06-27,21.7714,21.7714,21.4096,21.6141,233852.0
2019-06-28,21.6613,22.2512,21.6613,21.9445,950631.0
2019-06-29,21.6613,22.2512,21.6613,21.9445,950631.0
2019-06-30,21.6613,22.2512,21.6613,21.9445,950631.0
2019-07-01,22.0939,22.7703,22.0939,22.7389,219891.0
2019-07-02,22.9208,23.2134,22.5253,22.7942,213062.0
2019-07-03,22.7863,22.9208,22.4067,22.5965,115801.0
2019-07-04,22.7863,22.9208,22.4067,22.5965,115801.0
2019-07-05,22.5807,22.9129,22.4106,22.905,102261.0
2019-07-06,22.5807,22.9129,22.4106,22.905,102261.0
2019-07-07,22.5807,22.9129,22.4106,22.905,102261.0
2019-07-08,22.8812,23.1976,22.5332,22.7389,142716.0
2019-07-09,22.644,22.8338,22.5965,22.6361,132461.0
2019-07-10,22.6993,22.9485,22.5965,22.7389,190038.0
2019-07-11,22.7231,22.8338,22.2801,22.4146,145325.0
2019-07-12,22.7151,22.7151,22.0982,22.3592,234866.0
2019-07-13,22.7151,22.7151,22.0982,22.3592,234866.0
2019-07-14,22.7151,22.7151,22.0982,22.3592,234866.0
2019-07-15,22.383,22.5016,21.5288,21.7344,249076.0
2019-07-16,21.7186,21.9796,21.5288,21.679,233813.0
2019-07-17,21.5446,21.7898,21.1966,21.3073,242245.0
2019-07-18,21.3152,21.4062,20.9356,20.9989,196754.0
2019-07-19,20.9593,21.1415,20.2317,20.2475,393705.0
2019-07-20,20.9593,21.1415,20.2317,20.2475,393705.0
2019-07-21,20.9593,21.1415,20.2317,20.2475,393705.0
2019-07-22,20.2475,20.374,20.0023,20.1921,184055.0
2019-07-23,20.2,20.6825,20.2,20.461,240358.0
2019-07-24,20.4136,20.9079,20.4136,20.809,204053.0
2019-07-25,20.8011,20.8367,19.8995,20.0023,266295.0
2019-07-26,20.0656,20.2554,20.026,20.1684,159235.0
2019-07-27,20.0656,20.2554,20.026,20.1684,159235.0
2019-07-28,20.0656,20.2554,20.026,20.1684,159235.0
2019-07-29,20.0498,20.2554,19.7729,19.8362,151324.0
2019-07-30,19.7255,20.0656,19.6859,19.8837,162716.0
2019-07-31,19.8916,20.1526,19.6068,19.6227,250419.0
2019-08-01,19.7017,20.5797,19.7017,19.8125,275761.0
2019-08-02,19.765,21.1412,19.7492,20.9514,382938.0
2019-08-03,19.765,21.1412,19.7492,20.9514,382938.0
2019-08-04,19.765,21.1412,19.7492,20.9514,382938.0
2019-08-05,20.7616,21.3152,20.5718,20.9356,520070.0
2019-08-06,21.0463,21.3943,20.9593,21.1887,331162.0
2019-08-07,21.07,21.6553,20.6825,21.513,309804.0
2019-08-08,21.6553,22.3909,21.5935,22.1457,309750.0
2019-08-09,22.1457,22.7705,21.948,22.027,465858.0
2019-08-10,22.1457,22.7705,21.948,22.027,465858.0
2019-08-11,22.1457,22.7705,21.948,22.027,465858.0
2019-08-12,21.8847,21.9005,21.1966,21.4892,483718.0
2019-08-13,21.2757,22.1773,21.2757,21.7028,180079.0
2019-08-14,21.3943,21.5446,21.0898,21.2361,275281.0
2019-08-15,21.2678,21.6822,21.0068,21.3785,177972.0
2019-08-16,21.4259,22.0666,21.4259,22.0033,162719.0
2019-08-17,21.4259,22.0666,21.4259,22.0033,162719.0
2019-08-18,21.4259,22.0666,21.4259,22.0033,162719.0
2019-08-19,22.201,22.5135,21.9717,22.1061,226046.0
2019-08-20,22.0112,22.122,21.4813,21.4971,203410.0
2019-08-21,21.6632,21.7502,21.4378,21.7186,247590.0
2019-08-22,21.7898,21.9875,21.1491,21.1491,178929.0
2019-08-23,21.0859,21.3785,20.7062,20.7695,228927.0
2019-08-24,21.0859,21.3785,20.7062,20.7695,228927.0
2019-08-25,21.0859,21.3785,20.7062,20.7695,228927.0
2019-08-26,20.809,20.9672,20.6429,20.8565,199146.0
2019-08-27,20.983,20.983,20.1684,20.2949,267515.0
2019-08-28,20.2317,20.2317,18.9425,19.0453,517160.0
2019-08-29,19.1165,19.4249,18.9029,19.1402,654976.0
2019-08-30,19.1639,19.8481,18.6419,19.7729,622577.0
2019-08-31,19.1639,19.8481,18.6419,19.7729,622577.0
2019-09-01,19.1639,19.8481,18.6419,19.7729,622577.0
2019-09-02,19.1639,19.8481,18.6419,19.7729,622577.0
2019-09-03,20.0498,20.9672,20.0102,20.7932,604533.0
2019-09-04,20.9119,21.0384,20.7141,20.8011,244919.0
2019-09-05,20.9751,21.6158,20.9514,21.0147,228265.0
2019-09-06,20.9909,21.592,20.8802,21.331,189057.0
2019-09-07,20.9909,21.592,20.8802,21.331,189057.0
2019-09-08,20.9909,21.592,20.8802,21.331,189057.0
2019-09-09,21.4497,21.9413,21.3943,21.8926,294094.0
2019-09-10,21.9242,22.201,21.7028,22.1852,146548.0
2019-09-11,22.1457,23.0711,21.9717,22.9287,292595.0
2019-09-12,22.8021,22.9448,22.4937,22.7389,172230.0
2019-09-13,22.7784,23.0671,22.288,22.7705,197438.0
2019-09-14,22.7784,23.0671,22.288,22.7705,197438.0
2019-09-15,22.7784,23.0671,22.288,22.7705,197438.0
2019-09-16,22.6123,23.0315,22.5491,22.8654,268007.0
2019-09-17,22.8021,22.8733,22.4858,22.7784,130457.0
2019-09-18,22.7389,22.9445,22.3118,22.5332,223965.0
2019-09-19,22.4541,23.1027,22.2564,22.383,242453.0
2019-09-20,22.3276,22.6756,22.1536,22.4621,471423.0
2019-09-21,22.3276,22.6756,22.1536,22.4621,471423.0
2019-09-22,22.3276,22.6756,22.1536,22.4621,471423.0
2019-09-23,22.3039,22.8101,22.1931,22.6202,139724.0
2019-09-24,22.5807,23.7038,22.5807,23.601,454200.0
2019-09-25,23.5614,23.6801,22.7784,22.8812,193834.0
2019-09-26,22.8733,23.2253,22.6202,23.1976,206191.0
2019-09-27,23.1739,23.6484,23.0157,23.3953,244253.0
2019-09-28,23.1739,23.6484,23.0157,23.3953,244253.0
2019-09-29,23.1739,23.6484,23.0157,23.3953,244253.0
2019-09-30,23.5219,23.8382,23.4902,23.7196,282968.0
2019-10-01,23.8541,24.0122,22.9999,23.2609,316073.0
2019-10-02,23.1739,23.2292,22.375,22.7784,170564.0
2019-10-03,22.6598,22.9761,22.5728,22.7626,210339.0
2019-10-04,22.7151,23.0236,22.3513,22.9999,112976.0
2019-10-05,22.7151,23.0236,22.3513,22.9999,112976.0
2019-10-06,22.7151,23.0236,22.3513,22.9999,112976.0
2019-10-07,23.0315,23.1343,22.7863,22.9524,458385.0
2019-10-08,22.8101,22.8259,22.47,22.7942,161110.0
2019-10-09,22.9208,22.9366,22.4858,22.5491,144964.0
2019-10-10,22.6044,22.8021,22.47,22.4937,94994.0
2019-10-11,22.818,22.9287,22.47,22.5095,252607.0
2019-10-12,22.818,22.9287,22.47,22.5095,252607.0
2019-10-13,22.818,22.9287,22.47,22.5095,252607.0
2019-10-14,22.4225,22.5411,21.7977,22.3513,184999.0
2019-10-15,22.4304,22.5253,22.0745,22.4304,211715.0
2019-10-16,22.3276,22.5728,21.9875,22.5095,137093.0
2019-10-17,22.6361,22.7942,22.3592,22.7468,161252.0
2019-10-18,22.5807,22.9366,22.3236,22.8971,112954.0
2019-10-19,22.5807,22.9366,22.3236,22.8971,112954.0
2019-10-20,22.5807,22.9366,22.3236,22.8971,112954.0
2019-10-21,23.1264,23.3677,23.0157,23.0315,114336.0
2019-10-22,22.8812,22.9366,22.7072,22.8733,106803.0
2019-10-23,22.8496,22.8812,22.6005,22.8733,63194.0
2019-10-24,22.8733,22.8812,22.6163,22.7942,104252.0
2019-10-25,22.7072,23.0829,22.7072,22.8654,99158.0
2019-10-26,22.7072,23.0829,22.7072,22.8654,99158.0
2019-10-27,22.7072,23.0829,22.7072,22.8654,99158.0
2019-10-28,22.8259,23.1581,22.8259,22.9841,107234.0
2019-10-29,22.9999,23.1581,22.8021,23.1422,119585.0
2019-10-30,23.1264,23.4428,22.8575,23.4191,124590.0
2019-10-31,23.5614,23.6801,19.7729,21.4418,583970.0
2019-11-01,21.5446,22.2801,21.3113,22.0033,229163.0
2019-11-02,21.5446,22.2801,21.3113,22.0033,229163.0
2019-11-03,21.5446,22.2801,21.3113,22.0033,229163.0
2019-11-04,21.4734,21.9163,21.0463,21.7977,369478.0
2019-11-05,21.9875,22.5174,21.5842,21.8056,269619.0
2019-11-06,22.1378,23.1897,21.8689,23.1501,277739.0
2019-11-07,23.1739,23.601,23.1106,23.5931,263821.0
2019-11-08,23.4112,23.8978,23.2965,23.8541,242075.0
2019-11-09,23.4112,23.8978,23.2965,23.8541,242075.0
2019-11-10,23.4112,23.8978,23.2965,23.8541,242075.0
2019-11-11,23.6959,24.2653,23.6959,24.0439,168586.0
2019-11-12,24.1942,24.3523,23.8699,24.0913,286309.0
2019-11-13,23.9252,24.2574,23.7354,23.9964,145101.0
2019-11-14,23.8303,24.0874,23.7196,23.8066,157391.0
2019-11-15,23.8382,23.8699,23.0315,23.6563,261825.0
2019-11-16,23.8382,23.8699,23.0315,23.6563,261825.0
2019-11-17,23.8382,23.8699,23.0315,23.6563,261825.0
2019-11-18,23.4507,23.6801,23.2688,23.5298,172971.0
2019-11-19,23.514,23.7038,23.1185,23.2767,179158.0
2019-11-20,23.1422,23.4507,22.9841,23.0948,178504.0
2019-11-21,23.1581,23.1581,22.6044,22.9129,255222.0
2019-11-22,22.9208,23.2688,22.5886,23.0711,180239.0
2019-11-23,22.9208,23.2688,22.5886,23.0711,180239.0
2019-11-24,22.9208,23.2688,22.5886,23.0711,180239.0
2019-11-25,23.0711,23.4823,23.0711,23.2609,250350.0
2019-11-26,23.3321,23.4744,23.0869,23.1739,187643.0
2019-11-27,23.0948,23.4072,22.818,23.1818,223085.0
2019-11-28,23.0948,23.4072,22.818,23.1818,223085.0
2019-11-29,23.1027,23.1976,22.9603,23.0157,108375.0
2019-11-30,23.1027,23.1976,22.9603,23.0157,108375.0
2019-12-01,23.1027,23.1976,22.9603,23.0157,108375.0
2019-12-02,23.0631,23.1027,22.5688,22.7151,174955.0
2019-12-03,22.4779,22.7705,22.1615,22.3988,191050.0
2019-12-04,22.4304,22.8101,22.4067,22.557,238807.0
2019-12-05,22.6598,22.7072,22.2643,22.288,231654.0
2019-12-06,22.3592,22.9682,22.2485,22.8021,213601.0
2019-12-07,22.3592,22.9682,22.2485,22.8021,213601.0
2019-12-08,22.3592,22.9682,22.2485,22.8021,213601.0
2019-12-09,22.7389,22.905,22.6835,22.818,197547.0
2019-12-10,22.8417,23.0394,22.6914,22.8654,160329.0
2019-12-11,22.8654,22.9761,22.6835,22.9524,151603.0
2019-12-12,23.0323,23.28,22.6169,22.6648,306639.0
2019-12-13,22.6249,22.7128,22.0257,22.2574,388496.0
2019-12-14,22.6249,22.7128,22.0257,22.2574,388496.0
2019-12-15,22.6249,22.7128,22.0257,22.2574,388496.0
2019-12-16,22.505,23.1282,22.3293,22.8645,522973.0
2019-12-17,22.9125,23.7194,22.8326,23.5516,350642.0
2019-12-18,23.6315,23.6914,23.4717,23.5436,199120.0
2019-12-19,23.4477,23.5836,23.3279,23.4477,266082.0
2019-12-20,23.6075,23.8232,23.3758,23.4717,1027104.0
2019-12-21,23.6075,23.8232,23.3758,23.4717,1027104.0
2019-12-22,23.6075,23.8232,23.3758,23.4717,1027104.0
2019-12-23,23.5596,23.6954,23.3119,23.3838,203136.0
2019-12-24,23.4717,23.4717,22.9285,23.0243,91902.0
2019-12-25,23.4717,23.4717,22.9285,23.0243,91902.0
2019-12-26,23.0243,23.0483,22.6089,22.6648,131132.0
2019-12-27,22.6329,22.6968,22.3692,22.3932,134099.0
2019-12-28,22.6329,22.6968,22.3692,22.3932,134099.0
2019-12-29,22.6329,22.6968,22.3692,22.3932,134099.0
2019-12-30,22.4331,22.5769,22.2574,22.2734,121212.0
2019-12-31,22.2334,22.4651,22.2254,22.3612,170808.0
2020-01-01,22.2334,22.4651,22.2254,22.3612,170808.0
2020-01-02,22.4012,22.4571,21.8819,22.0257,236445.0
2020-01-03,21.8419,22.1296,21.6981,22.0337,202834.0
2020-01-04,21.8419,22.1296,21.6981,22.0337,202834.0
2020-01-05,21.8419,22.1296,21.6981,22.0337,202834.0
2020-01-06,21.77,21.8459,21.5384,21.7221,138960.0
2020-01-07,21.5384,21.5703,21.2028,21.2108,138332.0
2020-01-08,21.1948,21.2508,20.8513,20.8913,368097.0
2020-01-09,21.0191,21.3067,20.8913,21.043,461148.0
2020-01-10,20.9392,21.0335,20.356,20.4998,186832.0
2020-01-11,20.9392,21.0335,20.356,20.4998,186832.0
2020-01-12,20.9392,21.0335,20.356,20.4998,186832.0
2020-01-13,20.4998,20.5957,20.1643,20.5397,193048.0
2020-01-14,20.3959,20.5957,20.0924,20.4918,241963.0
2020-01-15,20.5797,21.055,20.5637,20.9951,176917.0
2020-01-16,21.1309,21.5224,21.1309,21.1709,174866.0
2020-01-17,21.1709,21.1948,20.6995,20.7794,247137.0
2020-01-18,21.1709,21.1948,20.6995,20.7794,247137.0
2020-01-19,21.1709,21.1948,20.6995,20.7794,247137.0
2020-01-20,21.1709,21.1948,20.6995,20.7794,247137.0
2020-01-21,20.7714,21.2508,20.7395,20.9791,311566.0
2020-01-22,20.9791,21.1229,20.7475,20.8273,203738.0
2020-01-23,20.6276,20.8833,20.324,20.8593,212865.0
2020-01-24,20.8353,20.8833,20.5877,20.6756,145186.0
2020-01-25,20.8353,20.8833,20.5877,20.6756,145186.0
2020-01-26,20.8353,20.8833,20.5877,20.6756,145186.0
2020-01-27,20.4519,20.6835,20.2362,20.2681,121653.0
2020-01-28,20.324,20.5078,20.1323,20.2521,185305.0
2020-01-29,20.1882,20.4678,19.6929,19.7808,145603.0
2020-01-30,19.5731,20.0604,19.5731,19.8846,152859.0
2020-01-31,19.7169,19.8048,19.4213,19.4452,126635.0
2020-02-01,19.7169,19.8048,19.4213,19.4452,126635.0
2020-02-02,19.7169,19.8048,19.4213,19.4452,126635.0
2020-02-03,19.5571,19.7568,19.1576,19.3973,225284.0
2020-02-04,19.5012,19.661,19.4532,19.5731,136443.0
2020-02-05,19.613,20.4918,19.613,20.372,168809.0
2020-02-06,20.372,20.6196,20.34,20.3959,133428.0
2020-02-07,20.372,20.5078,20.1722,20.2042,230552.0
2020-02-08,20.372,20.5078,20.1722,20.2042,230552.0
2020-02-09,20.372,20.5078,20.1722,20.2042,230552.0
2020-02-10,20.1802,20.1802,19.8447,19.9166,92551.0
2020-02-11,19.9166,20.1403,19.8527,19.9486,108236.0
2020-02-12,20.0205,20.1163,19.8846,19.9166,91384.0
2020-02-13,19.8287,19.9565,19.5411,19.7408,118702.0
2020-02-14,19.653,19.7728,19.4373,19.6849,113845.0
2020-02-15,19.653,19.7728,19.4373,19.6849,113845.0
2020-02-16,19.653,19.7728,19.4373,19.6849,113845.0
2020-02-17,19.653,19.7728,19.4373,19.6849,113845.0
2020-02-18,19.5571,19.9486,19.4293,19.4612,114994.0
2020-02-19,19.3973,19.4532,19.1576,19.2855,177453.0
2020-02-20,19.2695,19.3174,18.4147,18.8221,248795.0
2020-02-21,18.8061,18.8299,18.3508,18.6703,192125.0
2020-02-22,18.8061,18.8299,18.3508,18.6703,192125.0
2020-02-23,18.8061,18.8299,18.3508,18.6703,192125.0
2020-02-24,18.3188,18.8061,18.0711,18.6703,242151.0
2020-02-25,18.7182,18.7502,17.9513,18.199,210955.0
2020-02-26,18.3268,18.5864,18.0192,18.2789,145488.0
2020-02-27,17.9353,18.3987,17.5598,17.5678,300085.0
2020-02-28,17.1844,17.3841,16.4653,16.5293,361604.0
2020-02-29,17.1844,17.3841,16.4653,16.5293,361604.0
2020-03-01,17.1844,17.3841,16.4653,16.5293,361604.0
2020-03-02,16.4574,17.1684,16.1378,17.1684,296005.0
2020-03-03,16.4414,17.2962,15.8502,16.4174,447491.0
2020-03-04,16.7769,17.5359,16.737,17.3921,353552.0
2020-03-05,16.9687,17.464,16.8808,17.448,433567.0
2020-03-06,16.9127,17.9193,16.729,17.8954,396351.0
2020-03-07,16.9127,17.9193,16.729,17.8954,396351.0
2020-03-08,16.9127,17.9193,16.729,17.8954,396351.0
2020-03-09,16.8568,18.0871,16.7769,17.7596,378271.0
2020-03-10,18.1191,18.7262,17.3761,17.9353,323918.0
2020-03-11,17.5571,17.9514,16.9456,17.2916,320452.0
2020-03-12,15.8835,16.1973,14.1555,14.2984,508536.0
2020-03-13,14.9099,16.2375,14.6766,16.2215,339747.0
