,SNX US Equity,SNX US Equity,SNX US Equity,SNX US Equity,SNX US Equity
2019-02-11,46.6243,46.9134,46.1931,46.6338,235655.0
2019-02-12,46.9228,47.8682,46.7285,47.1408,262753.0
2019-02-13,47.3304,47.7616,47.2107,47.5436,257679.0
2019-02-14,47.3872,48.1975,47.3635,47.9796,319938.0
2019-02-15,48.2449,48.2449,47.8279,48.1454,356987.0
2019-02-16,48.2449,48.2449,47.8279,48.1454,356987.0
2019-02-17,48.2449,48.2449,47.8279,48.1454,356987.0
2019-02-18,48.2449,48.2449,47.8279,48.1454,356987.0
2019-02-19,47.899,48.5387,47.8421,48.0649,417610.0
2019-02-20,47.9559,48.5624,47.8658,48.2781,348453.0
2019-02-21,48.2449,48.2449,47.3493,47.5815,388171.0
2019-02-22,47.7663,48.1691,47.5489,48.1407,295901.0
2019-02-23,47.7663,48.1691,47.5489,48.1407,295901.0
2019-02-24,47.7663,48.1691,47.5489,48.1407,295901.0
2019-02-25,48.4724,48.9605,47.9132,47.9653,264537.0
2019-02-26,47.9227,48.2876,47.6763,48.027,309045.0
2019-02-27,47.9322,48.0933,46.9347,47.1408,344592.0
2019-02-28,46.9797,47.1076,46.3542,46.4963,279415.0
2019-03-01,46.9323,47.1835,46.5674,46.8849,271066.0
2019-03-02,46.9323,47.1835,46.5674,46.8849,271066.0
2019-03-03,46.9323,47.1835,46.5674,46.8849,271066.0
2019-03-04,46.9465,47.2948,45.994,46.52,363081.0
2019-03-05,46.52,46.6432,45.7263,45.7666,347692.0
2019-03-06,45.7761,45.7855,44.4966,44.6814,317687.0
2019-03-07,44.4776,44.6293,43.4636,43.6105,245667.0
2019-03-08,43.2788,43.8,43.056,43.7242,189354.0
2019-03-09,43.2788,43.8,43.056,43.7242,189354.0
2019-03-10,43.2788,43.8,43.056,43.7242,189354.0
2019-03-11,43.8474,44.8947,43.8474,44.7241,221468.0
2019-03-12,44.7288,45.2121,44.1649,44.8141,323818.0
2019-03-13,45.0226,45.3685,44.8994,45.1032,349201.0
2019-03-14,45.0368,45.2264,44.5487,44.6388,363260.0
2019-03-15,44.7478,45.8519,44.6103,45.0842,584095.0
2019-03-16,44.7478,45.8519,44.6103,45.0842,584095.0
2019-03-17,44.7478,45.8519,44.6103,45.0842,584095.0
2019-03-18,45.16,45.6878,44.9442,45.4112,295907.0
2019-03-19,45.6055,45.904,45.1174,45.5012,235363.0
2019-03-20,45.3448,45.6908,44.2691,44.9894,295935.0
2019-03-21,44.8378,46.013,44.8141,45.7145,303838.0
2019-03-22,45.3117,45.6386,43.2693,43.293,307304.0
2019-03-23,45.3117,45.6386,43.2693,43.293,307304.0
2019-03-24,45.3117,45.6386,43.2693,43.293,307304.0
2019-03-25,43.1366,43.5583,42.7054,43.0134,322416.0
2019-03-26,43.2645,44.0843,43.1413,43.6152,366229.0
2019-03-27,43.7716,44.2265,42.8665,42.9707,542408.0
2019-03-28,44.544,44.6625,43.1982,44.0322,726302.0
2019-03-29,44.4966,45.4775,44.3497,45.2027,408512.0
2019-03-30,44.4966,45.4775,44.3497,45.2027,408512.0
2019-03-31,44.4966,45.4775,44.3497,45.2027,408512.0
2019-04-01,45.7002,46.9276,45.6149,46.8754,404884.0
2019-04-02,47.0271,47.1361,46.4869,46.8565,225706.0
2019-04-03,47.3872,48.0838,47.3446,47.8753,280320.0
2019-04-04,48.117,48.7378,48.0412,48.5435,274289.0
2019-04-05,48.7378,49.2638,48.4961,49.1405,298958.0
2019-04-06,48.7378,49.2638,48.4961,49.1405,298958.0
2019-04-07,48.7378,49.2638,48.4961,49.1405,298958.0
2019-04-08,48.932,49.4391,48.643,49.3443,245198.0
2019-04-09,48.9036,49.3491,48.5198,48.6382,249717.0
2019-04-10,48.7994,49.5078,48.3966,49.4249,233351.0
2019-04-11,49.4843,49.9884,49.3178,49.7887,308204.0
2019-04-12,50.3213,51.1631,50.1406,51.0442,308225.0
2019-04-13,50.3213,51.1631,50.1406,51.0442,308225.0
2019-04-14,50.3213,51.1631,50.1406,51.0442,308225.0
2019-04-15,51.263,51.6006,51.1393,51.282,230997.0
2019-04-16,51.6054,51.6387,50.9776,51.0585,246435.0
2019-04-17,51.5721,51.6387,50.4913,51.1013,227908.0
2019-04-18,50.8254,51.3343,50.6209,51.0157,260420.0
2019-04-19,50.8254,51.3343,50.6209,51.0157,260420.0
2019-04-20,50.8254,51.3343,50.6209,51.0157,260420.0
2019-04-21,50.8254,51.3343,50.6209,51.0157,260420.0
2019-04-22,50.8017,50.854,49.9789,50.1358,163478.0
2019-04-23,50.1787,51.4057,49.9932,51.1964,181135.0
2019-04-24,51.1298,51.7338,50.9188,51.1916,168824.0
2019-04-25,51.0395,51.0395,49.8695,50.0027,172665.0
2019-04-26,49.9789,50.9396,49.7078,50.835,187197.0
2019-04-27,49.9789,50.9396,49.7078,50.835,187197.0
2019-04-28,49.9789,50.9396,49.7078,50.835,187197.0
2019-04-29,51.0395,51.5531,50.7589,51.2012,180944.0
2019-04-30,51.1869,51.6054,50.4465,51.3058,241601.0
2019-05-01,51.496,52.1,50.9919,51.4342,338266.0
2019-05-02,51.3961,51.3961,50.0598,50.5781,268969.0
2019-05-03,50.9015,51.8147,50.4212,51.7861,213330.0
2019-05-04,50.9015,51.8147,50.4212,51.7861,213330.0
2019-05-05,50.9015,51.8147,50.4212,51.7861,213330.0
2019-05-06,50.4973,52.1333,50.1787,51.6006,467030.0
2019-05-07,50.9015,51.3486,50.1834,50.7541,229015.0
2019-05-08,50.6352,50.873,50.0848,50.2975,176040.0
2019-05-09,49.665,49.822,48.7757,49.5176,246912.0
2019-05-10,49.1894,49.7268,48.0623,49.5509,369843.0
2019-05-11,49.1894,49.7268,48.0623,49.5509,369843.0
2019-05-12,49.1894,49.7268,48.0623,49.5509,369843.0
2019-05-13,48.2193,48.4095,46.5119,46.588,468404.0
2019-05-14,46.7687,47.7627,46.5928,47.4441,214550.0
2019-05-15,46.7735,47.6723,46.7735,47.5059,189867.0
2019-05-16,47.6723,48.0576,47.3894,47.6153,172160.0
2019-05-17,47.0208,47.7246,46.2789,46.2931,208576.0
2019-05-18,47.0208,47.7246,46.2789,46.2931,208576.0
2019-05-19,47.0208,47.7246,46.2789,46.2931,208576.0
2019-05-20,45.732,46.0839,45.1042,45.4038,269107.0
2019-05-21,45.8746,46.3169,45.6939,46.141,222282.0
2019-05-22,45.8271,46.2741,45.6083,46.003,296734.0
2019-05-23,45.3372,45.5084,44.1887,44.3433,241421.0
2019-05-24,44.7713,45.3467,44.4436,44.9187,211490.0
2019-05-25,44.7713,45.3467,44.4436,44.9187,211490.0
2019-05-26,44.7713,45.3467,44.4436,44.9187,211490.0
2019-05-27,44.7713,45.3467,44.4436,44.9187,211490.0
2019-05-28,44.9948,45.0773,43.8011,43.8344,274821.0
2019-05-29,43.4825,44.562,43.3683,43.9676,285047.0
2019-05-30,43.9723,44.6762,43.4896,43.939,221542.0
2019-05-31,43.2637,43.2637,41.095,41.2377,375711.0
2019-06-01,43.2637,43.2637,41.095,41.2377,375711.0
2019-06-02,43.2637,43.2637,41.095,41.2377,375711.0
2019-06-03,41.2425,42.3696,41.0427,41.6752,261842.0
2019-06-04,42.2079,43.278,41.718,43.2161,261410.0
2019-06-05,43.5157,43.7482,41.4422,42.265,250342.0
2019-06-06,42.3696,42.6264,41.466,42.5408,262905.0
2019-06-07,42.8024,43.0449,42.2911,42.4172,336083.0
2019-06-08,42.8024,43.0449,42.2911,42.4172,336083.0
2019-06-09,42.8024,43.0449,42.2911,42.4172,336083.0
2019-06-10,42.8119,44.1197,42.7045,43.5776,303982.0
2019-06-11,44.1245,44.4027,43.6156,44.329,288796.0
2019-06-12,44.3242,44.3242,42.8024,44.1721,334626.0
2019-06-13,44.6571,45.3491,44.3956,45.0709,317334.0
2019-06-14,44.7903,44.7903,43.492,43.9818,286525.0
2019-06-15,44.7903,44.7903,43.492,43.9818,286525.0
2019-06-16,44.7903,44.7903,43.492,43.9818,286525.0
2019-06-17,44.096,44.4075,43.6299,43.7535,350458.0
2019-06-18,44.2909,45.2992,44.0817,44.952,428521.0
2019-06-19,44.952,45.3895,44.4764,44.8997,285108.0
2019-06-20,45.5084,45.7201,44.9425,45.3325,296334.0
2019-06-21,44.776,45.1541,44.4574,44.6857,458435.0
2019-06-22,44.776,45.1541,44.4574,44.6857,458435.0
2019-06-23,44.776,45.1541,44.4574,44.6857,458435.0
2019-06-24,44.9044,45.0471,43.8962,43.9533,398565.0
2019-06-25,43.8772,44.1625,43.6965,43.7631,531299.0
2019-06-26,46.0268,49.2655,45.2992,47.2633,1314213.0
2019-06-27,47.4203,47.9006,45.8342,46.6308,728581.0
2019-06-28,46.7164,47.5534,46.2171,46.7973,5243291.0
2019-06-29,46.7164,47.5534,46.2171,46.7973,5243291.0
2019-06-30,46.7164,47.5534,46.2171,46.7973,5243291.0
2019-07-01,48.1099,48.4547,47.4869,47.9387,540519.0
2019-07-02,47.8435,47.972,46.8068,47.3822,390403.0
2019-07-03,47.6438,48.0576,47.3109,47.601,974500.0
2019-07-04,47.6438,48.0576,47.3109,47.601,974500.0
2019-07-05,47.2443,48.6283,47.1872,48.5189,402193.0
2019-07-06,47.2443,48.6283,47.1872,48.5189,402193.0
2019-07-07,47.2443,48.6283,47.1872,48.5189,402193.0
2019-07-08,48.2335,48.5569,46.7592,46.8448,408289.0
2019-07-09,46.3597,46.7021,45.6987,46.003,492360.0
2019-07-10,46.3074,46.6736,45.4514,45.6987,380523.0
2019-07-11,45.873,45.873,44.6268,44.7939,352451.0
2019-07-12,44.6268,46.1546,44.6268,45.8634,345687.0
2019-07-13,44.6268,46.1546,44.6268,45.8634,345687.0
2019-07-14,44.6268,46.1546,44.6268,45.8634,345687.0
2019-07-15,46.0592,46.0592,45.2738,45.8348,331818.0
2019-07-16,45.3621,45.7822,44.8083,45.5626,267296.0
2019-07-17,45.448,46.1021,45.0422,45.4862,409939.0
2019-07-18,45.7918,45.8873,45.2523,45.6151,286925.0
2019-07-19,45.8443,46.4363,45.5053,45.5387,239674.0
2019-07-20,45.8443,46.4363,45.5053,45.5387,239674.0
2019-07-21,45.8443,46.4363,45.5053,45.5387,239674.0
2019-07-22,45.8348,46.4936,45.7679,45.978,341160.0
2019-07-23,46.4268,46.9138,46.1737,46.8708,286729.0
2019-07-24,46.7562,47.9833,46.7562,47.9116,338141.0
2019-07-25,47.7827,47.8735,47.057,47.3769,235791.0
2019-07-26,47.3196,47.9928,47.3101,47.7207,322884.0
2019-07-27,47.3196,47.9928,47.3101,47.7207,322884.0
2019-07-28,47.3196,47.9928,47.3101,47.7207,322884.0
2019-07-29,47.8162,47.9546,46.9257,47.8591,377827.0
2019-07-30,47.4819,48.2339,46.9066,48.1551,219829.0
2019-07-31,48.1742,48.3891,47.014,47.0475,287006.0
2019-08-01,47.0284,48.0215,45.6318,45.8157,268754.0
2019-08-02,45.3955,45.3955,43.3425,43.3711,383603.0
2019-08-03,45.3955,45.3955,43.3425,43.3711,383603.0
2019-08-04,45.3955,45.3955,43.3425,43.3711,383603.0
2019-08-05,42.0438,42.1489,40.4683,40.8598,426299.0
2019-08-06,41.3229,41.9293,40.1245,40.5351,350048.0
2019-08-07,39.9956,40.855,39.585,40.5208,258806.0
2019-08-08,40.8455,41.3611,40.6473,41.2561,396440.0
2019-08-09,40.8216,41.0412,40.1388,40.5112,210161.0
2019-08-10,40.8216,41.0412,40.1388,40.5112,210161.0
2019-08-11,40.8216,41.0412,40.1388,40.5112,210161.0
2019-08-12,40.1006,40.1818,39.5802,39.6996,199431.0
2019-08-13,39.69,41.299,39.2508,40.6974,268164.0
2019-08-14,39.6709,39.8046,38.4391,38.5251,340830.0
2019-08-15,38.5537,38.7638,37.5026,37.8614,213899.0
2019-08-16,38.1527,39.8619,38.1527,39.5945,279637.0
2019-08-17,38.1527,39.8619,38.1527,39.5945,279637.0
2019-08-18,38.1527,39.8619,38.1527,39.5945,279637.0
2019-08-19,40.4874,41.0364,40.0386,40.6115,351031.0
2019-08-20,40.6306,40.8865,40.0195,40.1054,259912.0
2019-08-21,40.6402,40.7762,40.325,40.5733,188412.0
2019-08-22,40.8264,41.416,40.6306,41.2083,211398.0
2019-08-23,40.8359,41.3706,39.6089,39.7426,295736.0
2019-08-24,40.8359,41.3706,39.6089,39.7426,295736.0
2019-08-25,40.8359,41.3706,39.6089,39.7426,295736.0
2019-08-26,40.2964,40.4826,39.8094,40.0481,284675.0
2019-08-27,40.4014,40.4014,38.1479,38.1479,228161.0
2019-08-28,38.0619,38.8306,37.8423,38.5967,178570.0
2019-08-29,39.7951,40.6115,39.7647,40.1102,243974.0
2019-08-30,40.516,40.6258,39.7282,40.0147,220939.0
2019-08-31,40.516,40.6258,39.7282,40.0147,220939.0
2019-09-01,40.516,40.6258,39.7282,40.0147,220939.0
2019-09-02,40.516,40.6258,39.7282,40.0147,220939.0
2019-09-03,39.4847,39.8476,38.9643,39.3892,218097.0
2019-09-04,40.0529,40.8646,40.0529,40.8168,209931.0
2019-09-05,41.7669,42.7314,41.7669,41.8672,228047.0
2019-09-06,42.5643,43.6958,42.4831,43.2518,447941.0
2019-09-07,42.5643,43.6958,42.4831,43.2518,447941.0
2019-09-08,42.5643,43.6958,42.4831,43.2518,447941.0
2019-09-09,43.5191,43.839,42.9796,43.7722,262928.0
2019-09-10,43.7388,44.8321,42.9653,44.8226,233263.0
2019-09-11,45.1329,46.761,44.326,46.7276,312351.0
2019-09-12,46.909,47.1143,45.3,46.8422,291468.0
2019-09-13,46.7849,47.0785,46.2979,46.465,233374.0
2019-09-14,46.7849,47.0785,46.2979,46.465,233374.0
2019-09-15,46.7849,47.0785,46.2979,46.465,233374.0
2019-09-16,46.1499,46.8708,46.0066,46.3647,252672.0
2019-09-17,46.2597,46.2597,45.1329,45.8013,292501.0
2019-09-18,45.596,46.3074,45.386,46.274,284574.0
2019-09-19,46.3409,46.8374,46.1069,46.5462,303763.0
2019-09-20,46.5223,46.9854,45.7822,46.7562,952981.0
2019-09-21,46.5223,46.9854,45.7822,46.7562,952981.0
2019-09-22,46.5223,46.9854,45.7822,46.7562,952981.0
2019-09-23,46.4841,47.057,46.0974,46.7133,356131.0
2019-09-24,46.8756,47.2194,45.6486,45.7154,657318.0
2019-09-25,50.3944,54.8631,50.1461,53.7556,2001375.0
2019-09-26,53.8511,54.6471,53.106,54.2712,822473.0
2019-09-27,54.4288,54.8226,53.0442,53.7174,368572.0
2019-09-28,54.4288,54.8226,53.0442,53.7174,368572.0
2019-09-29,54.4288,54.8226,53.0442,53.7174,368572.0
2019-09-30,53.9848,54.4192,53.3975,53.9036,393015.0
2019-10-01,54.4192,55.1736,52.6384,52.6861,363235.0
2019-10-02,52.2278,52.9726,51.7312,52.7291,302407.0
2019-10-03,52.371,52.7362,51.7121,52.5715,386670.0
2019-10-04,52.6575,53.45,52.4522,53.3736,333308.0
2019-10-05,52.6575,53.45,52.4522,53.3736,333308.0
2019-10-06,52.6575,53.45,52.4522,53.3736,333308.0
2019-10-07,53.2399,55.1354,53.2399,53.9513,408018.0
2019-10-08,53.2447,53.9991,52.9296,52.9821,277044.0
2019-10-09,53.5551,54.2903,53.197,53.2829,178857.0
2019-10-10,53.3955,54.2913,53.2853,53.932,178219.0
2019-10-11,55.0434,55.4362,54.4494,54.5021,226362.0
2019-10-12,55.0434,55.4362,54.4494,54.5021,226362.0
2019-10-13,55.0434,55.4362,54.4494,54.5021,226362.0
2019-10-14,54.3488,54.756,53.9608,54.3536,314578.0
2019-10-15,54.4254,55.0985,54.1664,54.8183,315394.0
2019-10-16,55.5273,56.1979,54.9955,55.5081,444508.0
2019-10-17,55.8914,56.7057,55.7476,56.2698,397562.0
2019-10-18,56.083,56.5984,55.8937,55.9153,429272.0
2019-10-19,56.083,56.5984,55.8937,55.9153,429272.0
2019-10-20,56.083,56.5984,55.8937,55.9153,429272.0
2019-10-21,56.4279,56.8964,55.9345,56.3369,287767.0
2019-10-22,56.2315,56.5045,55.9009,56.2027,186497.0
2019-10-23,56.2027,56.8111,55.787,56.6004,275542.0
2019-10-24,57.0315,57.1129,55.8674,56.3273,202404.0
2019-10-25,55.9776,57.1608,55.9776,56.7872,187014.0
2019-10-26,55.9776,57.1608,55.9776,56.7872,187014.0
2019-10-27,55.9776,57.1608,55.9776,56.7872,187014.0
2019-10-28,57.0698,57.7118,56.9549,57.2327,204115.0
2019-10-29,57.0123,57.6255,56.9403,57.3333,190854.0
2019-10-30,57.3333,57.3333,56.4039,56.8159,191169.0
2019-10-31,56.7393,57.4028,55.9872,56.4039,243075.0
2019-11-01,56.8638,57.4243,56.6004,56.6962,231385.0
2019-11-02,56.8638,57.4243,56.6004,56.6962,231385.0
2019-11-03,56.8638,57.4243,56.6004,56.6962,231385.0
2019-11-04,57.2662,57.9657,57.0123,57.8076,252053.0
2019-11-05,58.0902,58.6507,57.7213,57.8842,303627.0
2019-11-06,57.8842,58.1429,56.6866,57.0028,285079.0
2019-11-07,57.5968,58.416,57.271,57.6351,188316.0
2019-11-08,57.295,57.6734,56.7632,57.1129,297148.0
2019-11-09,57.295,57.6734,56.7632,57.1129,297148.0
2019-11-10,57.295,57.6734,56.7632,57.1129,297148.0
2019-11-11,56.6339,57.2806,56.5285,56.7776,171331.0
2019-11-12,56.8399,56.8399,55.3261,56.059,385033.0
2019-11-13,55.7428,56.8351,55.58,56.5429,307202.0
2019-11-14,56.3896,56.9668,56.2003,56.3273,423758.0
2019-11-15,56.7584,58.1525,56.7513,58.0854,523794.0
2019-11-16,56.7584,58.1525,56.7513,58.0854,523794.0
2019-11-17,56.7584,58.1525,56.7513,58.0854,523794.0
2019-11-18,57.9657,58.1285,56.7656,57.0507,425350.0
2019-11-19,57.1944,57.8315,57.0459,57.1561,315217.0
2019-11-20,57.0171,57.8411,56.4039,56.9549,299280.0
2019-11-21,56.8111,57.8267,56.7345,57.7836,352052.0
2019-11-22,57.9465,58.2435,57.1489,57.913,424040.0
2019-11-23,57.9465,58.2435,57.1489,57.913,424040.0
2019-11-24,57.9465,58.2435,57.1489,57.913,424040.0
2019-11-25,58.0902,59.2879,58.0112,59.0723,381446.0
2019-11-26,59.1633,59.6471,58.4016,58.8663,382133.0
2019-11-27,59.1681,59.6807,59.01,59.2831,259590.0
2019-11-28,59.1681,59.6807,59.01,59.2831,259590.0
2019-11-29,59.1154,59.7477,58.7465,58.8327,122937.0
2019-11-30,59.1154,59.7477,58.7465,58.8327,122937.0
2019-12-01,59.1154,59.7477,58.7465,58.8327,122937.0
2019-12-02,58.8423,59.6184,58.7897,59.034,288518.0
2019-12-03,58.0567,58.4591,57.5345,58.1525,321823.0
2019-12-04,58.8519,60.05,58.7801,59.4028,321228.0
2019-12-05,59.7286,60.8352,59.6088,59.925,249071.0
2019-12-06,60.1981,60.7154,60.101,60.2508,266400.0
2019-12-07,60.1981,60.7154,60.101,60.2508,266400.0
2019-12-08,60.1981,60.7154,60.101,60.2508,266400.0
2019-12-09,59.8819,60.7825,59.6567,60.1789,228014.0
2019-12-10,59.9921,60.7729,59.834,60.2843,338732.0
2019-12-11,60.2412,61.0556,60.2412,60.8927,247577.0
2019-12-12,60.7921,62.2053,60.452,61.7933,399365.0
2019-12-13,61.4244,62.1047,60.5334,60.8927,260647.0
2019-12-14,61.4244,62.1047,60.5334,60.8927,260647.0
2019-12-15,61.4244,62.1047,60.5334,60.8927,260647.0
2019-12-16,60.9358,61.6448,60.634,61.4771,339873.0
2019-12-17,61.6448,61.8364,61.1849,61.7981,213925.0
2019-12-18,62.0712,62.0936,61.4915,61.7119,268638.0
2019-12-19,61.6879,62.3011,61.5753,61.87,372875.0
2019-12-20,62.1239,62.737,61.6256,61.9849,642023.0
2019-12-21,62.1239,62.737,61.6256,61.9849,642023.0
2019-12-22,62.1239,62.737,61.6256,61.9849,642023.0
2019-12-23,61.9801,62.2772,61.6161,61.7789,221955.0
2019-12-24,61.9322,62.1957,61.5825,62.0041,101808.0
2019-12-25,61.9322,62.1957,61.5825,62.0041,101808.0
2019-12-26,62.1909,62.4831,61.8987,62.0951,131203.0
2019-12-27,62.2676,62.2676,61.5538,61.7933,161211.0
2019-12-28,62.2676,62.2676,61.5538,61.7933,161211.0
2019-12-29,62.2676,62.2676,61.5538,61.7933,161211.0
2019-12-30,61.7741,62.1861,61.0604,61.7406,177374.0
2019-12-31,61.4628,62.0233,61.4628,61.7023,183829.0
2020-01-01,61.4628,62.0233,61.4628,61.7023,183829.0
2020-01-02,62.1382,62.4927,61.4196,62.4592,263763.0
2020-01-03,61.5634,62.2484,61.434,62.1095,222630.0
2020-01-04,61.5634,62.2484,61.434,62.1095,222630.0
2020-01-05,61.5634,62.2484,61.434,62.1095,222630.0
2020-01-06,61.3622,61.6448,60.5669,60.7154,440322.0
2020-01-07,60.7011,61.2866,60.3945,61.0124,285259.0
2020-01-08,60.955,61.331,60.5861,60.816,283333.0
2020-01-09,61.2089,61.8125,61.1897,61.7215,588967.0
2020-01-10,68.1887,71.202,67.4797,69.7313,2013128.0
2020-01-11,68.1887,71.202,67.4797,69.7313,2013128.0
2020-01-12,68.1887,71.202,67.4797,69.7313,2013128.0
2020-01-13,70.3253,72.275,70.0187,71.7816,861387.0
2020-01-14,71.8583,72.4522,70.5361,71.1013,508032.0
2020-01-15,71.0007,72.4786,71.0007,71.9205,399144.0
2020-01-16,72.3804,73.3289,71.2211,71.7433,432777.0
2020-01-17,71.7624,71.8583,69.8941,70.354,559648.0
2020-01-18,71.7624,71.8583,69.8941,70.354,559648.0
2020-01-19,71.7624,71.8583,69.8941,70.354,559648.0
2020-01-20,71.7624,71.8583,69.8941,70.354,559648.0
2020-01-21,69.8606,70.9289,69.463,70.2103,390152.0
2020-01-22,70.8954,70.9145,69.5827,70.1959,408686.0
2020-01-23,70.0999,70.1071,69.3265,69.461,451701.0
2020-01-24,69.8453,70.0636,68.1064,68.5867,332180.0
2020-01-25,69.8453,70.0636,68.1064,68.5867,332180.0
2020-01-26,69.8453,70.0636,68.1064,68.5867,332180.0
2020-01-27,67.0063,67.1965,66.5115,66.6941,308692.0
2020-01-28,67.3858,67.6836,66.8334,67.2369,205339.0
2020-01-29,67.7893,68.0295,66.0264,66.2041,265334.0
2020-01-30,65.6613,67.4098,65.3923,67.2945,403306.0
2020-01-31,67.16,67.5876,65.8486,66.1753,718708.0
2020-02-01,67.16,67.5876,65.8486,66.1753,718708.0
2020-02-02,67.16,67.5876,65.8486,66.1753,718708.0
2020-02-03,66.7037,67.8349,66.4827,67.5203,374756.0
2020-02-04,68.7693,68.7693,67.8998,67.9815,355813.0
2020-02-05,68.678,68.678,67.5059,68.0823,219218.0
2020-02-06,68.2264,68.995,67.8133,68.433,296059.0
2020-02-07,68.0823,68.0823,66.3194,66.4875,200212.0
2020-02-08,68.0823,68.0823,66.3194,66.4875,200212.0
2020-02-09,68.0823,68.0823,66.3194,66.4875,200212.0
2020-02-10,66.108,67.4795,65.9159,67.4675,349549.0
2020-02-11,67.8037,68.9182,67.8037,68.0295,248878.0
2020-02-12,68.5147,69.2833,67.8373,69.2496,315056.0
2020-02-13,68.702,69.5811,68.0919,69.168,306624.0
2020-02-14,69.1247,69.1343,68.0247,68.4138,339214.0
2020-02-15,69.1247,69.1343,68.0247,68.4138,339214.0
2020-02-16,69.1247,69.1343,68.0247,68.4138,339214.0
2020-02-17,69.1247,69.1343,68.0247,68.4138,339214.0
2020-02-18,68.2553,68.6492,67.5491,67.8181,213974.0
2020-02-19,68.116,69.2736,67.9238,68.9854,302024.0
2020-02-20,68.75,69.8261,68.4042,69.7588,212503.0
2020-02-21,69.2208,69.2496,67.7989,68.0919,234917.0
2020-02-22,69.2208,69.2496,67.7989,68.0919,234917.0
2020-02-23,69.2208,69.2496,67.7989,68.0919,234917.0
2020-02-24,65.7381,66.5452,65.1425,65.6421,355531.0
2020-02-25,66.1465,66.1465,63.7591,63.9656,604067.0
2020-02-26,64.4556,65.9591,64.1577,64.2826,313950.0
2020-02-27,62.5437,63.0193,60.7423,60.7808,518759.0
2020-02-28,58.2973,60.5214,58.1243,60.0602,518981.0
2020-02-29,58.2973,60.5214,58.1243,60.0602,518981.0
2020-03-01,58.2973,60.5214,58.1243,60.0602,518981.0
2020-03-02,60.776,62.4092,59.1859,62.3564,465435.0
2020-03-03,62.193,63.9031,60.9151,61.069,318395.0
2020-03-04,62.3323,63.3844,61.1939,63.3411,202419.0
2020-03-05,61.6839,61.9889,59.9497,60.7616,180012.0
2020-03-06,58.6335,60.1419,57.716,58.6575,351162.0
2020-03-07,58.6335,60.1419,57.716,58.6575,351162.0
2020-03-08,58.6335,60.1419,57.716,58.6575,351162.0
2020-03-09,54.7618,54.7618,51.1975,51.2311,291797.0
2020-03-10,53.0132,53.0132,49.5786,52.4608,329828.0
2020-03-11,50.8276,51.2407,47.6716,48.517,413275.0
2020-03-12,44.7702,45.4571,41.3355,41.3596,442865.0
2020-03-13,43.5885,44.4771,39.7023,44.3666,520961.0
2020-03-14,43.5885,44.4771,39.7023,44.3666,520961.0
