,AVNT US Equity,AVNT US Equity,AVNT US Equity,AVNT US Equity,AVNT US Equity
2023-08-12,38.0578,38.4696,37.9009,38.0186,387458.0
2023-08-13,38.0578,38.4696,37.9009,38.0186,387458.0
2023-08-14,37.6657,37.6657,37.1755,37.5676,270132.0
2023-08-15,37.0578,37.1167,36.5578,36.6069,251544.0
2023-08-16,36.4696,36.6951,35.8618,35.8716,326424.0
2023-08-17,36.0382,36.6853,36.0039,36.3422,366908.0
2023-08-18,36.0186,36.5824,35.8128,36.1265,368569.0
2023-08-19,36.0186,36.5824,35.8128,36.1265,368569.0
2023-08-20,36.0186,36.5824,35.8128,36.1265,368569.0
2023-08-21,36.1559,36.2147,35.651,35.999,321988.0
2023-08-22,36.2245,36.7637,36.0677,36.6657,334974.0
2023-08-23,36.7245,36.8323,36.4108,36.7049,254195.0
2023-08-24,36.4598,36.9941,36.2049,36.2343,308092.0
2023-08-25,36.6657,37.3617,36.4304,36.999,335915.0
2023-08-26,36.6657,37.3617,36.4304,36.999,335915.0
2023-08-27,36.6657,37.3617,36.4304,36.999,335915.0
2023-08-28,37.048,37.9892,37.048,37.8323,381408.0
2023-08-29,37.7245,38.9793,37.6264,38.9107,345034.0
2023-08-30,38.8323,39.6068,38.8323,39.2931,398083.0
2023-08-31,39.3421,39.9778,39.2833,39.3225,371564.0
2023-09-01,39.5087,40.1656,39.3911,39.6852,415025.0
2023-09-02,39.5087,40.1656,39.3911,39.6852,415025.0
2023-09-03,39.5087,40.1656,39.3911,39.6852,415025.0
2023-09-04,39.5087,40.1656,39.3911,39.6852,415025.0
2023-09-05,39.5382,39.6264,38.3519,38.4499,354541.0
2023-09-06,38.4598,38.9009,37.8323,38.3029,330796.0
2023-09-07,38.0676,38.3225,37.0186,37.3127,438170.0
2023-09-08,37.3519,37.5529,36.5971,36.8912,318780.0
2023-09-09,37.3519,37.5529,36.5971,36.8912,318780.0
2023-09-10,37.3519,37.5529,36.5971,36.8912,318780.0
2023-09-11,37.2245,37.4108,36.8127,37.1461,405367.0
2023-09-12,36.9598,37.2833,36.852,37.0088,279337.0
2023-09-13,37.097,37.1902,36.2539,36.2931,380424.0
2023-09-14,36.873,37.6478,36.5473,37.5343,415273.0
2023-09-15,37.3566,37.9587,37.3171,37.8106,1450502.0
2023-09-16,37.3566,37.9587,37.3171,37.8106,1450502.0
2023-09-17,37.3566,37.9587,37.3171,37.8106,1450502.0
2023-09-18,37.7415,37.7415,37.0013,37.0013,303554.0
2023-09-19,36.9421,37.4306,36.5473,36.6855,309779.0
2023-09-20,36.9816,37.2974,36.0933,36.1032,258532.0
2023-09-21,35.7676,35.8169,35.057,35.284,343764.0
2023-09-22,35.284,35.6097,34.9188,34.9682,298713.0
2023-09-23,35.284,35.6097,34.9188,34.9682,298713.0
2023-09-24,35.284,35.6097,34.9188,34.9682,298713.0
2023-09-25,34.751,35.4518,34.5832,35.2642,282646.0
2023-09-26,34.8892,35.1458,34.1391,34.1983,315083.0
2023-09-27,34.4056,34.8991,34.1095,34.6129,341350.0
2023-09-28,34.7412,35.284,34.6918,35.1063,323604.0
2023-09-29,35.432,35.5702,34.6129,34.8596,327975.0
2023-09-30,35.432,35.5702,34.6129,34.8596,327975.0
2023-10-01,35.432,35.5702,34.6129,34.8596,327975.0
2023-10-02,34.5734,34.6622,33.9022,34.3365,455827.0
2023-10-03,33.8233,34.5635,33.7591,34.0404,525031.0
2023-10-04,34.1885,34.4451,33.8331,34.1194,498830.0
2023-10-05,33.9812,34.149,33.0041,33.2804,407646.0
2023-10-06,33.1324,33.6703,32.6981,33.2015,767378.0
2023-10-07,33.1324,33.6703,32.6981,33.2015,767378.0
2023-10-08,33.1324,33.6703,32.6981,33.2015,767378.0
2023-10-09,32.7771,33.0633,32.3922,32.6192,319554.0
2023-10-10,32.8363,33.8035,32.8166,33.1225,535770.0
2023-10-11,33.0534,33.6555,32.9449,33.616,390270.0
2023-10-12,33.5568,33.5568,32.0961,32.1948,371932.0
2023-10-13,32.4021,32.935,32.2145,32.481,322512.0
2023-10-14,32.4021,32.935,32.2145,32.481,322512.0
2023-10-15,32.4021,32.935,32.2145,32.481,322512.0
2023-10-16,32.8659,33.1719,32.5304,32.6389,337364.0
2023-10-17,32.2639,33.4877,32.2639,33.2508,801651.0
2023-10-18,32.6883,32.9762,31.9382,31.9678,348770.0
2023-10-19,31.6618,32.4613,31.5434,31.7605,474122.0
2023-10-20,32.0566,32.1356,31.5138,31.6125,525225.0
2023-10-21,32.0566,32.1356,31.5138,31.6125,525225.0
2023-10-22,32.0566,32.1356,31.5138,31.6125,525225.0
2023-10-23,31.3657,31.8296,31.2276,31.3361,555139.0
2023-10-24,31.5927,31.8395,31.3164,31.5631,439251.0
2023-10-25,31.2374,31.4496,30.8032,30.892,383974.0
2023-10-26,31.2374,31.425,30.8821,31.1091,297069.0
2023-10-27,31.267,31.267,30.5959,30.7736,292978.0
2023-10-28,31.267,31.267,30.5959,30.7736,292978.0
2023-10-29,31.267,31.267,30.5959,30.7736,292978.0
2023-10-30,31.2473,31.3633,30.6847,31.119,277778.0
2023-10-31,31.2177,31.3411,30.9413,31.2078,254110.0
2023-11-01,31.0302,31.1338,30.4775,31.04,393910.0
2023-11-02,28.7996,31.5631,27.3734,31.4743,1022335.0
2023-11-03,32.3034,33.6604,31.8888,33.5272,646143.0
2023-11-04,32.3034,33.6604,31.8888,33.5272,646143.0
2023-11-05,32.3034,33.6604,31.8888,33.5272,646143.0
2023-11-06,31.5138,32.4218,31.5138,32.0171,542864.0
2023-11-07,31.8296,32.4218,31.4052,32.0862,675129.0
2023-11-08,32.0467,32.2787,31.7013,32.0862,318536.0
2023-11-09,32.481,32.481,31.3766,31.4644,373375.0
2023-11-10,31.5533,32.3354,31.3065,32.2244,346129.0
2023-11-11,31.5533,32.3354,31.3065,32.2244,346129.0
2023-11-12,31.5533,32.3354,31.3065,32.2244,346129.0
2023-11-13,31.4151,32.0171,31.04,31.8296,494439.0
2023-11-14,33.1324,33.9318,32.9153,33.4186,581796.0
2023-11-15,33.5568,34.3661,33.4482,33.9516,444235.0
2023-11-16,33.7641,33.9318,33.2015,33.6555,525227.0
2023-11-17,34.0305,34.297,33.7048,34.2674,497436.0
2023-11-18,34.0305,34.297,33.7048,34.2674,497436.0
2023-11-19,34.0305,34.297,33.7048,34.2674,497436.0
2023-11-20,35.9453,35.9453,34.4845,34.7313,445797.0
2023-11-21,34.5536,34.8053,33.9911,34.0108,465433.0
2023-11-22,34.2477,34.3661,33.6654,33.7739,366703.0
2023-11-23,34.2477,34.3661,33.6654,33.7739,366703.0
2023-11-24,33.6752,34.2575,33.5963,33.9713,828128.0
2023-11-25,33.6752,34.2575,33.5963,33.9713,828128.0
2023-11-26,33.6752,34.2575,33.5963,33.9713,828128.0
2023-11-27,33.7246,33.8529,33.3989,33.7147,374122.0
2023-11-28,33.5371,34.0108,33.426,33.7246,340211.0
2023-11-29,34.0602,34.4303,33.7246,33.9022,416242.0
2023-11-30,33.9911,34.2131,33.5371,33.9022,534802.0
2023-12-01,33.7937,35.3235,33.5469,35.0471,446775.0
2023-12-02,33.7937,35.3235,33.5469,35.0471,446775.0
2023-12-03,33.7937,35.3235,33.5469,35.0471,446775.0
2023-12-04,34.8596,35.3235,34.751,34.9188,336036.0
2023-12-05,34.6622,34.9583,34.1588,34.751,541114.0
2023-12-06,35.0669,35.8071,34.7412,35.0372,468016.0
2023-12-07,35.2741,35.7577,34.8695,35.7479,383825.0
2023-12-08,35.8071,36.3006,35.6936,35.9453,259051.0
2023-12-09,35.8071,36.3006,35.6936,35.9453,259051.0
2023-12-10,35.8071,36.3006,35.6936,35.9453,259051.0
2023-12-11,35.7676,36.2808,35.6689,36.0736,278198.0
2023-12-12,36.2216,36.3993,35.664,35.6985,368942.0
2023-12-13,35.511,37.5244,35.2544,37.4454,751039.0
2023-12-14,38.3373,39.803,38.3373,39.1124,596439.0
2023-12-15,39.2217,39.9173,38.6255,39.2714,1287464.0
2023-12-16,39.2217,39.9173,38.6255,39.2714,1287464.0
2023-12-17,39.2217,39.9173,38.6255,39.2714,1287464.0
2023-12-18,39.4999,39.5794,39.013,39.0726,547313.0
2023-12-19,39.5496,40.4936,39.3906,40.3545,479352.0
2023-12-20,40.1458,40.8613,39.3906,39.4801,431136.0
2023-12-21,40.2651,40.2651,39.4204,40.1558,393848.0
2023-12-22,40.3148,41.1396,40.2949,40.911,346608.0
2023-12-23,40.3148,41.1396,40.2949,40.911,346608.0
2023-12-24,40.3148,41.1396,40.2949,40.911,346608.0
2023-12-25,40.3148,41.1396,40.2949,40.911,346608.0
2023-12-26,40.9408,42.0736,40.8216,41.8053,598483.0
2023-12-27,41.6563,42.3618,41.6563,42.0836,671927.0
2023-12-28,41.6762,42.3022,41.6762,42.0438,589700.0
2023-12-29,41.7855,42.1531,41.2985,41.3085,614343.0
2023-12-30,41.7855,42.1531,41.2985,41.3085,614343.0
2023-12-31,41.7855,42.1531,41.2985,41.3085,614343.0
2024-01-01,41.7855,42.1531,41.2985,41.3085,614343.0
2024-01-02,40.9706,41.3979,40.6129,40.8613,530782.0
2024-01-03,40.3048,40.5334,39.1521,39.2018,599269.0
2024-01-04,39.0627,39.4105,38.5162,38.5261,444514.0
2024-01-05,38.1485,38.9931,37.8106,37.9199,686157.0
2024-01-06,38.1485,38.9931,37.8106,37.9199,686157.0
2024-01-07,38.1485,38.9931,37.8106,37.9199,686157.0
2024-01-08,37.8702,38.3721,37.5821,38.3075,571628.0
2024-01-09,37.5721,37.8255,37.0455,37.6019,656149.0
2024-01-10,37.3038,37.9199,37.2442,37.8702,335112.0
2024-01-11,37.5821,37.7411,36.9858,37.5821,317614.0
2024-01-12,38.1882,38.2975,37.0753,37.2144,259357.0
2024-01-13,38.1882,38.2975,37.0753,37.2144,259357.0
2024-01-14,38.1882,38.2975,37.0753,37.2144,259357.0
2024-01-15,38.1882,38.2975,37.0753,37.2144,259357.0
2024-01-16,36.6579,36.9057,36.4592,36.8269,385473.0
2024-01-17,36.012,36.5784,36.012,36.4989,280980.0
2024-01-18,36.7672,36.7672,35.2767,36.1809,1186305.0
2024-01-19,36.3896,36.4791,35.5847,36.4691,380399.0
2024-01-20,36.3896,36.4791,35.5847,36.4691,380399.0
2024-01-21,36.3896,36.4791,35.5847,36.4691,380399.0
2024-01-22,36.648,37.1548,36.5387,37.125,456216.0
2024-01-23,37.7411,37.7609,37.0008,37.1548,367240.0
2024-01-24,37.4231,37.4231,35.8928,35.9524,512705.0
2024-01-25,36.7175,36.956,35.9921,36.6182,579431.0
2024-01-26,36.9461,37.0455,36.4989,36.5784,272700.0
2024-01-27,36.9461,37.0455,36.4989,36.5784,272700.0
2024-01-28,36.9461,37.0455,36.4989,36.5784,272700.0
2024-01-29,36.5784,37.0852,36.1611,37.0753,515178.0
2024-01-30,36.7474,37.0554,36.3697,36.3896,628774.0
2024-01-31,36.5387,36.9163,35.853,35.9822,771503.0
2024-02-01,36.3499,36.6579,35.7686,36.6579,403403.0
2024-02-02,35.9425,36.5685,35.4655,36.4194,436953.0
2024-02-03,35.9425,36.5685,35.4655,36.4194,436953.0
2024-02-04,35.9425,36.5685,35.4655,36.4194,436953.0
2024-02-05,35.7238,35.853,35.3562,35.5748,491397.0
2024-02-06,35.6245,36.33,35.535,35.853,293122.0
2024-02-07,36.012,36.1611,35.5648,36.0418,281849.0
2024-02-08,35.9921,36.797,35.7835,36.7772,354993.0
2024-02-09,36.7474,36.8765,36.2207,36.6877,406514.0
2024-02-10,36.7474,36.8765,36.2207,36.6877,406514.0
2024-02-11,36.7474,36.8765,36.2207,36.6877,406514.0
2024-02-12,36.8666,37.7808,36.8666,37.4032,507546.0
2024-02-13,36.0915,36.5387,35.6344,35.853,717247.0
2024-02-14,38.6453,38.9832,37.0952,38.6255,768019.0
2024-02-15,38.854,39.4552,38.2578,39.2416,730632.0
2024-02-16,38.8441,39.3509,38.5857,38.6553,434684.0
2024-02-17,38.8441,39.3509,38.5857,38.6553,434684.0
2024-02-18,38.8441,39.3509,38.5857,38.6553,434684.0
2024-02-19,38.8441,39.3509,38.5857,38.6553,434684.0
2024-02-20,38.0988,38.5559,38.0988,38.4665,443826.0
2024-02-21,38.4665,38.695,38.1684,38.6851,311867.0
2024-02-22,38.695,39.0826,38.5062,39.023,359238.0
2024-02-23,39.0031,39.1521,38.6752,38.9236,293565.0
2024-02-24,39.0031,39.1521,38.6752,38.9236,293565.0
2024-02-25,39.0031,39.1521,38.6752,38.9236,293565.0
2024-02-26,38.7248,39.6291,38.6453,39.5496,326580.0
2024-02-27,39.957,40.0862,39.7384,39.8676,323027.0
2024-02-28,39.5099,40.1607,39.4304,39.5794,263964.0
2024-02-29,40.126,40.4738,39.7384,40.2253,455512.0
2024-03-01,40.3843,40.5731,40.0663,40.275,242391.0
2024-03-02,40.3843,40.5731,40.0663,40.275,242391.0
2024-03-03,40.3843,40.5731,40.0663,40.275,242391.0
2024-03-04,40.275,40.5135,40.1558,40.2154,193525.0
2024-03-05,39.8179,40.4638,39.5397,39.798,267840.0
2024-03-06,40.3545,40.4738,39.7633,40.0663,211686.0
2024-03-07,40.444,41.1594,40.444,40.9806,231572.0
2024-03-08,41.3979,41.6364,40.9607,41.0799,226595.0
2024-03-09,41.3979,41.6364,40.9607,41.0799,226595.0
2024-03-10,41.3979,41.6364,40.9607,41.0799,226595.0
2024-03-11,41.0998,41.608,40.9458,41.537,484949.0
2024-03-12,41.5271,41.5271,40.7918,41.0402,297794.0
2024-03-13,40.8017,41.6563,40.8017,41.378,311203.0
2024-03-14,41.0004,41.0799,40.0663,40.4539,333644.0
2024-03-15,40.2552,41.1197,40.2552,40.6725,908486.0
2024-03-16,40.2552,41.1197,40.2552,40.6725,908486.0
2024-03-17,40.2552,41.1197,40.2552,40.6725,908486.0
2024-03-18,40.7,41.05,40.22,40.25,467033.0
2024-03-19,40.23,40.545,39.825,40.23,436208.0
2024-03-20,40.06,41.6,40.0,41.45,623466.0
2024-03-21,41.77,42.37,41.665,41.91,477626.0
2024-03-22,41.96,42.095,41.22,41.36,375764.0
2024-03-23,41.96,42.095,41.22,41.36,375764.0
2024-03-24,41.96,42.095,41.22,41.36,375764.0
2024-03-25,41.48,42.08,41.41,41.87,236044.0
2024-03-26,42.26,42.28,41.71,41.79,296820.0
2024-03-27,42.2,42.99,42.2,42.96,305494.0
2024-03-28,43.05,43.72,42.96,43.4,384167.0
2024-03-29,43.05,43.72,42.96,43.4,384167.0
2024-03-30,43.05,43.72,42.96,43.4,384167.0
2024-03-31,43.05,43.72,42.96,43.4,384167.0
2024-04-01,43.48,43.73,42.64,42.98,403170.0
2024-04-02,42.32,42.82,42.15,42.69,348188.0
2024-04-03,42.29,43.475,42.15,43.29,356028.0
2024-04-04,43.88,43.97,42.315,42.41,438919.0
2024-04-05,42.28,42.79,42.18,42.57,377114.0
2024-04-06,42.28,42.79,42.18,42.57,377114.0
2024-04-07,42.28,42.79,42.18,42.57,377114.0
2024-04-08,42.85,43.25,42.67,42.69,247646.0
