,AMCX US Equity,AMCX US Equity,AMCX US Equity,AMCX US Equity,AMCX US Equity
2023-01-16,17.68,17.68,17.33,17.58,388216.0
2023-01-17,17.61,17.69,17.21,17.58,212620.0
2023-01-18,17.61,17.97,17.19,17.2,276566.0
2023-01-19,17.08,17.32,16.8765,17.09,222938.0
2023-01-20,17.22,17.39,16.96,17.11,243117.0
2023-01-21,17.22,17.39,16.96,17.11,243117.0
2023-01-22,17.22,17.39,16.96,17.11,243117.0
2023-01-23,17.14,17.86,17.14,17.64,272989.0
2023-01-24,17.49,17.77,17.38,17.54,242378.0
2023-01-25,17.45,17.73,17.335,17.54,300331.0
2023-01-26,17.72,17.94,17.465,17.71,492995.0
2023-01-27,17.61,18.37,17.61,18.26,311743.0
2023-01-28,17.61,18.37,17.61,18.26,311743.0
2023-01-29,17.61,18.37,17.61,18.26,311743.0
2023-01-30,18.12,18.13,17.43,17.68,374292.0
2023-01-31,17.64,18.53,17.62,18.51,334761.0
2023-02-01,18.41,19.61,18.11,19.06,611946.0
2023-02-02,19.65,20.22,19.555,19.69,418155.0
2023-02-03,19.3,19.58,18.92,19.07,354380.0
2023-02-04,19.3,19.58,18.92,19.07,354380.0
2023-02-05,19.3,19.58,18.92,19.07,354380.0
2023-02-06,18.85,18.91,18.34,18.43,271181.0
2023-02-07,18.4,18.56,17.97,18.18,437260.0
2023-02-08,18.13,18.42,17.92,18.04,273055.0
2023-02-09,18.4,18.46,17.66,17.8,365709.0
2023-02-10,17.69,18.165,17.6149,17.95,249524.0
2023-02-11,17.69,18.165,17.6149,17.95,249524.0
2023-02-12,17.69,18.165,17.6149,17.95,249524.0
2023-02-13,17.99,18.54,17.66,18.53,304938.0
2023-02-14,18.47,18.47,17.9383,18.4,199762.0
2023-02-15,18.41,20.34,18.41,20.28,601560.0
2023-02-16,19.83,20.97,19.58,20.5,909599.0
2023-02-17,23.6,27.46,23.44,27.13,2750246.0
2023-02-18,23.6,27.46,23.44,27.13,2750246.0
2023-02-19,23.6,27.46,23.44,27.13,2750246.0
2023-02-20,23.6,27.46,23.44,27.13,2750246.0
2023-02-21,26.73,27.07,23.81,23.93,1295838.0
2023-02-22,23.15,24.32,22.67,23.85,1004699.0
2023-02-23,23.9,24.65,23.73,24.61,578968.0
2023-02-24,23.96,24.78,23.47,23.67,653844.0
2023-02-25,23.96,24.78,23.47,23.67,653844.0
2023-02-26,23.96,24.78,23.47,23.67,653844.0
2023-02-27,23.91,24.89,22.745,22.77,566791.0
2023-02-28,22.71,23.4,22.34,22.36,708293.0
2023-03-01,22.31,23.33,22.08,22.89,398629.0
2023-03-02,22.51,22.79,22.205,22.65,303921.0
2023-03-03,22.91,23.09,22.66,22.67,290794.0
2023-03-04,22.91,23.09,22.66,22.67,290794.0
2023-03-05,22.91,23.09,22.66,22.67,290794.0
2023-03-06,22.62,23.025,21.22,21.34,426524.0
2023-03-07,21.4,21.8542,20.94,21.0,445124.0
2023-03-08,20.99,21.34,20.85,21.25,279966.0
2023-03-09,21.22,21.38,19.44,19.46,604511.0
2023-03-10,19.27,19.34,18.21,18.3,485830.0
2023-03-11,19.27,19.34,18.21,18.3,485830.0
2023-03-12,19.27,19.34,18.21,18.3,485830.0
2023-03-13,17.85,17.85,16.79,16.85,697008.0
2023-03-14,17.74,17.85,16.39,16.59,646497.0
2023-03-15,16.08,16.74,15.73,16.74,493790.0
2023-03-16,16.36,16.67,15.9,16.39,490438.0
2023-03-17,16.16,16.37,15.89,16.0,896356.0
2023-03-18,16.16,16.37,15.89,16.0,896356.0
2023-03-19,16.16,16.37,15.89,16.0,896356.0
2023-03-20,16.12,16.62,15.9,15.93,479683.0
2023-03-21,16.38,16.91,16.24,16.63,430673.0
2023-03-22,16.79,16.85,15.94,15.96,311466.0
2023-03-23,16.07,16.44,15.86,16.19,458218.0
2023-03-24,15.94,15.94,15.21,15.64,443186.0
2023-03-25,15.94,15.94,15.21,15.64,443186.0
2023-03-26,15.94,15.94,15.21,15.64,443186.0
2023-03-27,15.85,16.51,15.85,16.48,402580.0
2023-03-28,16.48,16.82,16.48,16.63,271425.0
2023-03-29,16.89,17.02,16.58,16.94,332242.0
2023-03-30,17.15,17.34,16.83,16.95,259992.0
2023-03-31,17.06,17.62,17.02,17.58,333078.0
2023-04-01,17.06,17.62,17.02,17.58,333078.0
2023-04-02,17.06,17.62,17.02,17.58,333078.0
2023-04-03,17.69,17.81,16.99,17.21,394364.0
2023-04-04,17.27,17.44,16.865,17.13,299098.0
2023-04-05,16.97,17.02,16.6,17.0,239044.0
2023-04-06,17.03,17.8,16.9916,17.59,249362.0
2023-04-07,17.03,17.8,16.9916,17.59,249362.0
2023-04-08,17.03,17.8,16.9916,17.59,249362.0
2023-04-09,17.03,17.8,16.9916,17.59,249362.0
2023-04-10,17.45,18.375,17.45,18.22,398981.0
2023-04-11,18.34,18.64,18.29,18.54,341287.0
2023-04-12,18.73,18.8999,17.75,17.77,499587.0
2023-04-13,17.88,18.55,17.86,18.41,361743.0
2023-04-14,18.45,18.78,17.51,17.88,230750.0
2023-04-15,18.45,18.78,17.51,17.88,230750.0
2023-04-16,18.45,18.78,17.51,17.88,230750.0
2023-04-17,17.98,18.45,17.71,18.43,152922.0
2023-04-18,18.65,18.65,18.08,18.37,220632.0
2023-04-19,18.17,18.76,18.02,18.53,286799.0
2023-04-20,18.26,18.51,18.09,18.2,197525.0
2023-04-21,18.2,18.37,17.91,18.36,361728.0
2023-04-22,18.2,18.37,17.91,18.36,361728.0
2023-04-23,18.2,18.37,17.91,18.36,361728.0
2023-04-24,18.16,18.59,18.12,18.52,193401.0
2023-04-25,18.29,18.3699,17.39,17.4,287119.0
2023-04-26,17.32,17.54,16.84,16.96,284378.0
2023-04-27,17.15,17.5,16.91,17.37,446961.0
2023-04-28,17.39,18.51,17.38,17.69,605052.0
2023-04-29,17.39,18.51,17.38,17.69,605052.0
2023-04-30,17.39,18.51,17.38,17.69,605052.0
2023-05-01,17.62,18.375,17.55,17.97,330992.0
2023-05-02,17.77,17.77,16.96,17.3,354997.0
2023-05-03,17.31,17.69,16.655,16.73,300949.0
2023-05-04,16.41,16.41,14.395,14.66,672505.0
2023-05-05,15.03,15.39,14.67,15.06,635677.0
2023-05-06,15.03,15.39,14.67,15.06,635677.0
2023-05-07,15.03,15.39,14.67,15.06,635677.0
2023-05-08,15.13,15.4,14.69,15.28,505617.0
2023-05-09,17.41,17.62,15.09,16.11,727486.0
2023-05-10,16.01,16.235,14.39,14.87,528795.0
2023-05-11,14.67,15.225,14.18,14.29,468308.0
2023-05-12,14.45,14.45,13.8,14.0,404016.0
2023-05-13,14.45,14.45,13.8,14.0,404016.0
2023-05-14,14.45,14.45,13.8,14.0,404016.0
2023-05-15,14.08,14.35,13.86,14.32,394680.0
2023-05-16,14.28,14.32,13.37,13.38,363769.0
2023-05-17,13.52,14.18,13.5,14.02,428232.0
2023-05-18,13.95,14.28,13.68,13.99,461365.0
2023-05-19,14.21,14.25,13.37,13.38,343803.0
2023-05-20,14.21,14.25,13.37,13.38,343803.0
2023-05-21,14.21,14.25,13.37,13.38,343803.0
2023-05-22,13.48,13.515,13.1,13.22,457468.0
2023-05-23,13.22,13.5856,12.89,12.9,349851.0
2023-05-24,12.81,12.87,12.31,12.65,545685.0
2023-05-25,12.56,12.63,11.76,11.96,669032.0
2023-05-26,11.96,12.275,11.72,12.1,547081.0
2023-05-27,11.96,12.275,11.72,12.1,547081.0
2023-05-28,11.96,12.275,11.72,12.1,547081.0
2023-05-29,11.96,12.275,11.72,12.1,547081.0
2023-05-30,12.18,12.37,11.595,11.78,573093.0
2023-05-31,11.8,11.8,11.27,11.31,929579.0
2023-06-01,11.35,11.68,11.16,11.41,505367.0
2023-06-02,11.68,11.99,11.515,11.64,340126.0
2023-06-03,11.68,11.99,11.515,11.64,340126.0
2023-06-04,11.68,11.99,11.515,11.64,340126.0
2023-06-05,11.56,11.72,11.18,11.44,473702.0
2023-06-06,10.71,11.72,10.66,11.53,770393.0
2023-06-07,11.54,12.78,11.54,12.62,772474.0
2023-06-08,12.62,12.72,12.1,12.425,468997.0
2023-06-09,12.35,12.59,11.83,11.97,302867.0
2023-06-10,12.35,12.59,11.83,11.97,302867.0
2023-06-11,12.35,12.59,11.83,11.97,302867.0
2023-06-12,12.03,12.33,11.69,11.83,254709.0
2023-06-13,11.91,12.35,11.76,12.05,380478.0
2023-06-14,12.16,12.55,11.86,11.91,383239.0
2023-06-15,11.81,11.92,11.42,11.81,490722.0
2023-06-16,11.83,11.8576,11.2809,11.49,904703.0
2023-06-17,11.83,11.8576,11.2809,11.49,904703.0
2023-06-18,11.83,11.8576,11.2809,11.49,904703.0
2023-06-19,11.83,11.8576,11.2809,11.49,904703.0
2023-06-20,11.44,11.48,10.53,10.71,1048696.0
2023-06-21,10.65,10.9,10.42,10.75,675550.0
2023-06-22,10.71,10.81,10.39,10.7,441084.0
2023-06-23,10.5,10.69,10.3,10.63,694285.0
2023-06-24,10.5,10.69,10.3,10.63,694285.0
2023-06-25,10.5,10.69,10.3,10.63,694285.0
2023-06-26,10.66,11.42,10.5683,11.27,420183.0
2023-06-27,11.28,11.7,10.97,11.55,536188.0
2023-06-28,11.55,11.65,11.13,11.61,385158.0
2023-06-29,11.6,12.31,11.6,12.24,599572.0
2023-06-30,12.32,12.43,11.84,11.95,450764.0
2023-07-01,12.32,12.43,11.84,11.95,450764.0
2023-07-02,12.32,12.43,11.84,11.95,450764.0
2023-07-03,11.95,12.29,11.7,11.95,171337.0
2023-07-04,11.95,12.29,11.7,11.95,171337.0
2023-07-05,11.82,12.25,11.41,12.11,580986.0
2023-07-06,11.91,12.05,11.54,12.03,729566.0
2023-07-07,12.05,13.14,12.05,12.73,1040282.0
2023-07-08,12.05,13.14,12.05,12.73,1040282.0
2023-07-09,12.05,13.14,12.05,12.73,1040282.0
2023-07-10,12.69,13.18,12.6,12.74,464006.0
2023-07-11,12.77,13.14,12.69,13.1,485097.0
2023-07-12,13.48,13.58,12.88,12.92,445279.0
2023-07-13,12.96,13.18,12.76,13.12,374116.0
2023-07-14,13.01,13.01,12.45,12.92,462478.0
2023-07-15,13.01,13.01,12.45,12.92,462478.0
2023-07-16,13.01,13.01,12.45,12.92,462478.0
2023-07-17,12.91,12.97,12.5,12.83,373656.0
2023-07-18,12.8,13.71,12.8,13.63,327264.0
2023-07-19,13.84,14.27,13.7,13.91,360776.0
2023-07-20,13.82,13.88,13.14,13.4,305624.0
2023-07-21,13.48,13.6,13.08,13.28,229403.0
2023-07-22,13.48,13.6,13.08,13.28,229403.0
2023-07-23,13.48,13.6,13.08,13.28,229403.0
2023-07-24,13.21,13.5667,13.09,13.11,203166.0
2023-07-25,13.11,13.11,12.85,12.89,302503.0
2023-07-26,12.98,13.4,12.98,13.37,237970.0
2023-07-27,13.54,13.67,12.92,12.94,259637.0
2023-07-28,13.1,13.35,13.1,13.23,201550.0
2023-07-29,13.1,13.35,13.1,13.23,201550.0
2023-07-30,13.1,13.35,13.1,13.23,201550.0
2023-07-31,12.83,12.98,12.45,12.62,455893.0
2023-08-01,12.56,12.74,12.23,12.58,257333.0
2023-08-02,12.45,12.45,12.04,12.1,297310.0
2023-08-03,12.05,12.44,11.75,12.28,443255.0
2023-08-04,13.29,15.59,12.97,13.92,1273889.0
2023-08-05,13.29,15.59,12.97,13.92,1273889.0
2023-08-06,13.29,15.59,12.97,13.92,1273889.0
2023-08-07,13.91,14.02,13.33,13.58,502021.0
2023-08-08,13.35,13.78,13.0391,13.62,336631.0
2023-08-09,13.64,13.64,12.66,12.87,366513.0
2023-08-10,12.87,13.07,12.54,12.58,299448.0
2023-08-11,12.6,12.87,12.52,12.55,366370.0
2023-08-12,12.6,12.87,12.52,12.55,366370.0
2023-08-13,12.6,12.87,12.52,12.55,366370.0
2023-08-14,12.47,12.5,11.845,12.26,420157.0
2023-08-15,12.15,12.32,11.88,12.19,277490.0
2023-08-16,12.17,12.33,11.84,11.84,238091.0
2023-08-17,11.86,12.13,11.73,12.0,239440.0
2023-08-18,11.63,11.78,11.32,11.37,429728.0
2023-08-19,11.63,11.78,11.32,11.37,429728.0
2023-08-20,11.63,11.78,11.32,11.37,429728.0
2023-08-21,11.52,11.52,11.1,11.39,417260.0
2023-08-22,11.41,11.52,11.21,11.23,256353.0
2023-08-23,11.24,11.675,11.13,11.66,328284.0
2023-08-24,11.56,11.62,11.4,11.5,268828.0
2023-08-25,11.55,11.7599,11.14,11.14,209264.0
2023-08-26,11.55,11.7599,11.14,11.14,209264.0
2023-08-27,11.55,11.7599,11.14,11.14,209264.0
2023-08-28,11.2,11.63,11.155,11.47,490599.0
2023-08-29,11.48,11.85,11.48,11.73,273463.0
2023-08-30,11.77,12.18,11.63,11.97,408971.0
2023-08-31,12.03,12.16,11.63,11.64,260041.0
2023-09-01,11.76,11.8,11.05,11.36,387167.0
2023-09-02,11.76,11.8,11.05,11.36,387167.0
2023-09-03,11.76,11.8,11.05,11.36,387167.0
2023-09-04,11.76,11.8,11.05,11.36,387167.0
2023-09-05,11.28,11.645,11.085,11.12,549916.0
2023-09-06,11.14,11.59,10.745,10.98,395376.0
2023-09-07,10.85,10.856,10.01,10.09,696907.0
2023-09-08,10.17,10.52,9.96,10.52,448989.0
2023-09-09,10.17,10.52,9.96,10.52,448989.0
2023-09-10,10.17,10.52,9.96,10.52,448989.0
2023-09-11,10.57,11.385,10.57,10.9,640721.0
2023-09-12,11.0,11.17,10.44,11.05,361084.0
2023-09-13,11.07,11.15,10.7,10.91,415340.0
2023-09-14,11.09,11.685,11.09,11.63,380542.0
2023-09-15,11.63,12.115,11.6,11.88,902156.0
2023-09-16,11.63,12.115,11.6,11.88,902156.0
2023-09-17,11.63,12.115,11.6,11.88,902156.0
2023-09-18,11.91,11.98,11.29,11.71,449836.0
2023-09-19,11.69,11.85,11.51,11.54,313870.0
2023-09-20,11.61,11.78,11.49,11.54,260062.0
2023-09-21,11.5,12.31,11.42,12.29,491650.0
2023-09-22,12.35,12.595,11.86,11.87,326854.0
2023-09-23,12.35,12.595,11.86,11.87,326854.0
2023-09-24,12.35,12.595,11.86,11.87,326854.0
2023-09-25,11.71,11.71,11.2307,11.39,294652.0
2023-09-26,11.22,11.57,10.74,10.77,266903.0
2023-09-27,10.85,11.19,10.85,11.11,432337.0
2023-09-28,11.11,11.36,10.94,11.3,429301.0
2023-09-29,11.47,11.97,11.47,11.78,381856.0
2023-09-30,11.47,11.97,11.47,11.78,381856.0
2023-10-01,11.47,11.97,11.47,11.78,381856.0
2023-10-02,11.77,11.77,11.2311,11.42,320378.0
2023-10-03,11.32,11.46,11.0,11.3,369926.0
2023-10-04,11.25,11.36,11.1,11.35,432936.0
2023-10-05,11.35,11.36,10.88,11.17,388066.0
2023-10-06,11.47,11.75,11.165,11.73,277216.0
2023-10-07,11.47,11.75,11.165,11.73,277216.0
2023-10-08,11.47,11.75,11.165,11.73,277216.0
2023-10-09,11.6,12.42,11.5,12.36,254252.0
2023-10-10,12.4,12.5908,12.31,12.33,264076.0
2023-10-11,12.39,12.57,12.1,12.15,305598.0
2023-10-12,12.15,12.15,11.601,11.76,212782.0
2023-10-13,11.72,11.85,11.4,11.57,205303.0
2023-10-14,11.72,11.85,11.4,11.57,205303.0
2023-10-15,11.72,11.85,11.4,11.57,205303.0
2023-10-16,11.74,12.76,11.61,12.72,356569.0
2023-10-17,12.59,13.4,12.4909,13.01,356595.0
2023-10-18,12.96,12.96,12.71,12.8,167273.0
2023-10-19,12.85,13.18,12.51,12.79,252366.0
2023-10-20,12.62,12.645,12.23,12.23,238309.0
2023-10-21,12.62,12.645,12.23,12.23,238309.0
2023-10-22,12.62,12.645,12.23,12.23,238309.0
2023-10-23,12.17,12.2281,11.7,11.7,269682.0
2023-10-24,11.75,12.2793,11.75,11.98,271708.0
2023-10-25,11.86,11.87,11.5,11.54,155315.0
2023-10-26,11.57,11.735,11.07,11.46,275177.0
2023-10-27,11.36,11.4,11.09,11.16,221283.0
2023-10-28,11.36,11.4,11.09,11.16,221283.0
2023-10-29,11.36,11.4,11.09,11.16,221283.0
2023-10-30,11.33,11.6,11.25,11.56,206993.0
2023-10-31,11.58,11.92,11.48,11.8,206221.0
2023-11-01,11.85,12.11,11.59,12.07,274752.0
2023-11-02,12.36,13.29,12.36,13.18,430891.0
2023-11-03,13.59,15.71,12.975,15.0,769227.0
2023-11-04,13.59,15.71,12.975,15.0,769227.0
2023-11-05,13.59,15.71,12.975,15.0,769227.0
2023-11-06,15.01,15.075,14.31,14.66,367001.0
2023-11-07,14.5,14.5,13.9,14.07,281539.0
2023-11-08,13.86,13.97,13.39,13.62,233460.0
2023-11-09,13.77,13.81,13.26,13.47,230929.0
2023-11-10,13.51,13.98,13.34,13.95,219644.0
2023-11-11,13.51,13.98,13.34,13.95,219644.0
2023-11-12,13.51,13.98,13.34,13.95,219644.0
2023-11-13,13.85,13.86,13.31,13.34,254061.0
2023-11-14,14.15,14.86,14.14,14.68,394976.0
2023-11-15,14.67,14.91,14.32,14.69,251776.0
2023-11-16,14.53,14.61,13.68,14.33,270929.0
2023-11-17,14.64,15.71,14.54,15.61,621936.0
2023-11-18,14.64,15.71,14.54,15.61,621936.0
2023-11-19,14.64,15.71,14.54,15.61,621936.0
2023-11-20,15.71,15.75,15.34,15.67,318866.0
2023-11-21,15.45,15.97,15.21,15.79,373378.0
2023-11-22,15.67,15.87,15.22,15.41,289399.0
2023-11-23,15.67,15.87,15.22,15.41,289399.0
2023-11-24,15.49,15.5285,15.275,15.31,98418.0
2023-11-25,15.49,15.5285,15.275,15.31,98418.0
2023-11-26,15.49,15.5285,15.275,15.31,98418.0
2023-11-27,15.21,15.5,14.95,15.25,395204.0
2023-11-28,15.16,15.285,14.59,15.26,260482.0
2023-11-29,15.55,15.665,14.99,15.48,360737.0
2023-11-30,15.5,15.795,15.085,15.24,336912.0
2023-12-01,15.24,16.25,15.06,16.16,333350.0
2023-12-02,15.24,16.25,15.06,16.16,333350.0
2023-12-03,15.24,16.25,15.06,16.16,333350.0
2023-12-04,16.16,16.8,16.065,16.74,441745.0
2023-12-05,16.56,17.21,16.07,16.25,455306.0
2023-12-06,16.4,17.13,16.14,16.77,355390.0
2023-12-07,16.81,17.77,16.51,17.39,380529.0
2023-12-08,17.32,18.62,17.32,17.92,330147.0
2023-12-09,17.32,18.62,17.32,17.92,330147.0
2023-12-10,17.32,18.62,17.32,17.92,330147.0
2023-12-11,17.82,18.19,17.43,17.75,368205.0
2023-12-12,16.89,17.6,16.58,17.12,524586.0
2023-12-13,17.13,18.38,16.655,18.34,744738.0
2023-12-14,19.02,19.99,18.7735,19.56,886699.0
2023-12-15,19.59,20.97,19.19,20.53,6836966.0
2023-12-16,19.59,20.97,19.19,20.53,6836966.0
2023-12-17,19.59,20.97,19.19,20.53,6836966.0
2023-12-18,20.53,20.88,19.211,19.37,741028.0
2023-12-19,19.6,20.93,19.415,20.62,415827.0
2023-12-20,20.47,20.47,18.7,18.77,620871.0
2023-12-21,19.03,19.46,18.8,19.25,340404.0
2023-12-22,19.24,19.31,17.92,18.28,380221.0
2023-12-23,19.24,19.31,17.92,18.28,380221.0
2023-12-24,19.24,19.31,17.92,18.28,380221.0
2023-12-25,19.24,19.31,17.92,18.28,380221.0
2023-12-26,18.1,18.43,17.85,18.33,226669.0
2023-12-27,18.31,18.64,18.06,18.51,197247.0
2023-12-28,18.32,18.97,18.32,18.77,192257.0
2023-12-29,18.67,18.96,18.36,18.79,347813.0
2023-12-30,18.67,18.96,18.36,18.79,347813.0
2023-12-31,18.67,18.96,18.36,18.79,347813.0
2024-01-01,18.67,18.96,18.36,18.79,347813.0
2024-01-02,18.71,19.55,18.35,19.19,281453.0
2024-01-03,18.66,18.895,17.97,18.41,332535.0
2024-01-04,18.56,18.71,18.1925,18.48,263177.0
2024-01-05,18.36,19.39,18.3,18.77,427013.0
2024-01-06,18.36,19.39,18.3,18.77,427013.0
2024-01-07,18.36,19.39,18.3,18.77,427013.0
2024-01-08,18.74,19.17,18.47,19.16,343660.0
2024-01-09,18.75,19.05,18.53,19.02,492077.0
2024-01-10,19.02,19.44,18.845,19.32,276401.0
2024-01-11,19.11,19.11,18.08,18.29,397167.0
2024-01-12,18.61,18.63,18.17,18.25,290073.0
2024-01-13,18.61,18.63,18.17,18.25,290073.0
2024-01-14,18.61,18.63,18.17,18.25,290073.0
2024-01-15,18.61,18.63,18.17,18.25,290073.0
2024-01-16,18.0,18.0,16.95,17.13,366624.0
2024-01-17,16.77,17.17,16.67,17.08,356885.0
2024-01-18,17.12,17.37,17.015,17.32,258741.0
2024-01-19,17.45,17.69,17.01,17.67,409688.0
2024-01-20,17.45,17.69,17.01,17.67,409688.0
2024-01-21,17.45,17.69,17.01,17.67,409688.0
2024-01-22,17.87,18.785,17.735,18.64,421741.0
2024-01-23,18.81,19.39,18.52,18.67,385239.0
2024-01-24,19.02,19.02,17.22,17.46,454864.0
2024-01-25,17.96,18.69,17.82,18.69,381665.0
2024-01-26,18.73,18.97,18.37,18.44,296860.0
2024-01-27,18.73,18.97,18.37,18.44,296860.0
2024-01-28,18.73,18.97,18.37,18.44,296860.0
2024-01-29,18.31,18.53,17.915,18.4,262611.0
2024-01-30,18.25,18.565,18.08,18.37,241851.0
2024-01-31,18.46,19.27,18.08,18.09,334460.0
2024-02-01,18.28,18.56,17.72,18.34,303189.0
2024-02-02,17.99,18.48,17.78,18.1,321742.0
2024-02-03,17.99,18.48,17.78,18.1,321742.0
2024-02-04,17.99,18.48,17.78,18.1,321742.0
2024-02-05,17.71,18.0,17.55,17.58,340359.0
2024-02-06,17.53,18.04,17.39,17.63,334712.0
2024-02-07,17.63,17.63,15.85,17.005,650960.0
2024-02-08,17.23,17.23,16.765,17.04,431285.0
2024-02-09,15.2,15.65,13.36,14.41,1719082.0
2024-02-10,15.2,15.65,13.36,14.41,1719082.0
2024-02-11,15.2,15.65,13.36,14.41,1719082.0
2024-02-12,13.98,14.89,13.98,14.71,757987.0
2024-02-13,13.93,14.1,13.34,13.4,671926.0
2024-02-14,13.47,14.19,13.42,13.94,781961.0
2024-02-15,14.1,14.705,13.97,14.3,655969.0
2024-02-16,14.09,14.115,13.32,13.32,638785.0
2024-02-17,14.09,14.115,13.32,13.32,638785.0
2024-02-18,14.09,14.115,13.32,13.32,638785.0
2024-02-19,14.09,14.115,13.32,13.32,638785.0
2024-02-20,13.02,13.505,13.02,13.28,640007.0
2024-02-21,13.22,13.45,12.86,13.23,488571.0
2024-02-22,13.17,13.2,12.685,12.8,462850.0
2024-02-23,12.8,12.8,12.39,12.43,494289.0
2024-02-24,12.8,12.8,12.39,12.43,494289.0
2024-02-25,12.8,12.8,12.39,12.43,494289.0
2024-02-26,12.38,12.59,12.12,12.26,801600.0
2024-02-27,12.43,12.89,12.43,12.73,633549.0
2024-02-28,12.57,13.09,12.485,12.82,597366.0
2024-02-29,13.13,13.54,12.77,12.94,614695.0
2024-03-01,13.17,13.215,12.76,13.15,464569.0
2024-03-02,13.17,13.215,12.76,13.15,464569.0
2024-03-03,13.17,13.215,12.76,13.15,464569.0
2024-03-04,13.16,13.57,12.48,12.67,558360.0
2024-03-05,12.54,12.74,12.32,12.36,532957.0
2024-03-06,12.63,12.87,12.435,12.45,478513.0
2024-03-07,12.6,12.78,11.92,12.05,564407.0
2024-03-08,12.33,12.63,11.7,11.85,597305.0
2024-03-09,12.33,12.63,11.7,11.85,597305.0
2024-03-10,12.33,12.63,11.7,11.85,597305.0
2024-03-11,11.76,12.65,11.72,12.28,775280.0
2024-03-12,12.4,12.7,12.25,12.59,709727.0
2024-03-13,12.51,13.15,12.295,12.67,721664.0
2024-03-14,12.68,12.7,12.1625,12.29,908367.0
2024-03-15,12.26,12.59,12.01,12.23,9041163.0
2024-03-16,12.26,12.59,12.01,12.23,9041163.0
2024-03-17,12.26,12.59,12.01,12.23,9041163.0
2024-03-18,12.43,13.11,11.835,12.9,758777.0
2024-03-19,12.74,13.2,12.33,13.05,607392.0
2024-03-20,12.9,13.29,12.43,13.14,499693.0
2024-03-21,13.09,13.13,12.36,12.37,543758.0
2024-03-22,12.34,12.405,11.61,11.63,494159.0
2024-03-23,12.34,12.405,11.61,11.63,494159.0
2024-03-24,12.34,12.405,11.61,11.63,494159.0
2024-03-25,11.65,12.23,11.54,12.22,569065.0
2024-03-26,12.25,12.375,11.86,11.91,453484.0
2024-03-27,11.88,12.4,11.865,12.29,637682.0
2024-03-28,12.36,12.42,11.99,12.13,539360.0
2024-03-29,12.36,12.42,11.99,12.13,539360.0
2024-03-30,12.36,12.42,11.99,12.13,539360.0
2024-03-31,12.36,12.42,11.99,12.13,539360.0
2024-04-01,12.22,12.22,11.67,11.84,461250.0
2024-04-02,11.65,11.7549,11.34,11.56,554554.0
2024-04-03,11.5,11.85,11.385,11.71,523196.0
2024-04-04,11.93,12.25,11.65,11.71,416435.0
2024-04-05,11.64,11.74,11.32,11.5,335125.0
2024-04-06,11.64,11.74,11.32,11.5,335125.0
2024-04-07,11.64,11.74,11.32,11.5,335125.0
2024-04-08,11.55,11.68,11.18,11.26,439805.0
2024-04-09,11.24,11.53,11.18,11.33,330547.0
2024-04-10,11.03,11.03,10.385,10.85,565158.0
2024-04-11,10.92,11.13,10.66,10.96,399695.0
2024-04-12,10.82,10.92,10.445,10.58,444270.0
2024-04-13,10.82,10.92,10.445,10.58,444270.0
2024-04-14,10.82,10.92,10.445,10.58,444270.0
2024-04-15,10.65,10.77,10.22,10.25,494876.0
2024-04-16,10.2,10.27,9.87,10.02,564093.0
2024-04-17,10.37,10.53,10.2,10.25,444218.0
2024-04-18,10.31,11.25,10.16,10.6,628220.0
2024-04-19,10.54,10.99,10.54,10.92,305953.0
2024-04-20,10.54,10.99,10.54,10.92,305953.0
2024-04-21,10.54,10.99,10.54,10.92,305953.0
2024-04-22,10.87,11.08,10.82,10.95,332643.0
2024-04-23,10.88,11.69,10.88,11.57,530137.0
2024-04-24,11.47,11.66,11.33,11.5,316798.0
2024-04-25,11.41,11.42,11.22,11.33,552491.0
2024-04-26,11.4,11.46,10.73,10.83,322467.0
2024-04-27,11.4,11.46,10.73,10.83,322467.0
2024-04-28,11.4,11.46,10.73,10.83,322467.0
2024-04-29,10.94,11.37,10.85,10.93,375099.0
2024-04-30,10.73,10.9,10.5,10.62,455880.0
2024-05-01,10.67,11.32,10.58,11.05,389080.0
