,RMAX US Equity,RMAX US Equity,RMAX US Equity,RMAX US Equity,RMAX US Equity
2020-05-25,22.4489,22.8147,21.9135,22.7522,65074.0
2020-05-26,23.582,24.1977,23.234,23.8854,157584.0
2020-05-27,24.5992,25.9018,23.6266,25.768,120999.0
2020-05-28,26.2677,26.7673,24.8758,24.9828,224143.0
2020-05-29,24.5724,25.1702,24.1977,24.9739,155966.0
2020-05-30,24.5724,25.1702,24.1977,24.9739,155966.0
2020-05-31,24.5724,25.1702,24.1977,24.9739,155966.0
2020-06-01,24.9828,26.339,24.9561,25.5271,124600.0
2020-06-02,25.768,26.4684,25.4557,25.8929,93699.0
2020-06-03,26.7227,27.5793,26.5407,26.6067,144809.0
2020-06-04,26.2141,28.0968,26.1071,28.0611,93748.0
2020-06-05,29.6136,31.4132,29.1255,29.5422,232297.0
2020-06-06,29.6136,31.4132,29.1255,29.5422,232297.0
2020-06-07,29.6136,31.4132,29.1255,29.5422,232297.0
2020-06-08,30.2471,31.4337,30.2069,31.3445,127243.0
2020-06-09,30.6397,31.3356,30.3095,30.6664,191791.0
2020-06-10,30.4255,30.6486,29.0068,29.569,137899.0
2020-06-11,27.954,28.7302,27.6149,27.8469,221183.0
2020-06-12,29.3459,29.3459,27.2937,28.418,126199.0
2020-06-13,29.3459,29.3459,27.2937,28.418,126199.0
2020-06-14,29.3459,29.3459,27.2937,28.418,126199.0
2020-06-15,27.2134,29.4619,27.2134,29.1674,94288.0
2020-06-16,30.6753,30.7735,29.4351,29.8456,156035.0
2020-06-17,30.0865,30.0865,29.2924,29.3727,66215.0
2020-06-18,28.8819,29.5422,28.8418,29.3281,110919.0
2020-06-19,29.6403,29.792,28.5518,28.7749,202826.0
2020-06-20,29.6403,29.792,28.5518,28.7749,202826.0
2020-06-21,29.6403,29.792,28.5518,28.7749,202826.0
2020-06-22,28.5518,28.8552,27.9986,28.8016,67374.0
2020-06-23,29.2656,29.3816,28.0611,28.1414,150225.0
2020-06-24,27.8915,27.8915,26.4729,27.0082,133099.0
2020-06-25,26.7227,27.4454,26.3212,27.2491,134391.0
2020-06-26,26.9815,27.6239,26.5398,27.5882,198861.0
2020-06-27,26.9815,27.6239,26.5398,27.5882,198861.0
2020-06-28,26.9815,27.6239,26.5398,27.5882,198861.0
2020-06-29,27.9272,28.3823,27.1242,27.4276,120951.0
2020-06-30,27.267,28.1681,27.267,28.0432,137647.0
2020-07-01,28.1235,28.6232,27.432,27.8291,76122.0
2020-07-02,28.5072,28.6767,27.7027,27.7934,52674.0
2020-07-03,28.5072,28.6767,27.7027,27.7934,52674.0
2020-07-04,28.5072,28.6767,27.7027,27.7934,52674.0
2020-07-05,28.5072,28.6767,27.7027,27.7934,52674.0
2020-07-06,28.4269,28.6321,27.8558,28.2395,81870.0
2020-07-07,28.0432,28.2574,27.4187,27.6952,99614.0
2020-07-08,27.5614,28.0878,27.0439,27.9808,62533.0
2020-07-09,27.8112,27.9183,27.0439,27.151,105597.0
2020-07-10,27.1688,27.7309,27.0171,27.3027,59410.0
2020-07-11,27.1688,27.7309,27.0171,27.3027,59410.0
2020-07-12,27.1688,27.7309,27.0171,27.3027,59410.0
2020-07-13,27.5436,27.5436,26.2766,26.3569,72739.0
2020-07-14,26.5264,27.0082,26.4461,26.8208,68628.0
2020-07-15,27.6417,28.4626,27.3651,28.1414,105607.0
2020-07-16,28.0968,28.0968,26.9904,27.4722,64167.0
2020-07-17,27.5257,28.293,27.383,28.2127,63845.0
2020-07-18,27.5257,28.293,27.383,28.2127,63845.0
2020-07-19,27.5257,28.293,27.383,28.2127,63845.0
2020-07-20,27.9986,28.6678,27.7755,28.5161,55662.0
2020-07-21,28.8016,29.2924,28.7169,28.9265,92669.0
2020-07-22,28.6946,30.5326,28.6946,30.4077,101526.0
2020-07-23,30.3363,30.4255,29.5333,30.372,113529.0
2020-07-24,30.1757,30.2738,28.9801,29.1139,83135.0
2020-07-25,30.1757,30.2738,28.9801,29.1139,83135.0
2020-07-26,30.1757,30.2738,28.9801,29.1139,83135.0
2020-07-27,29.0336,29.7563,28.9087,29.7474,56274.0
2020-07-28,29.453,29.7296,29.0604,29.105,57929.0
2020-07-29,29.221,30.1935,29.0425,30.14,84560.0
2020-07-30,29.5868,29.8545,29.1496,29.6314,61960.0
2020-07-31,29.4708,29.4708,28.409,28.8819,158217.0
2020-08-01,29.4708,29.4708,28.409,28.8819,158217.0
2020-08-02,29.4708,29.4708,28.409,28.8819,158217.0
2020-08-03,28.989,29.0604,28.1592,28.7659,60218.0
2020-08-04,28.7124,30.0954,28.7124,29.1942,97446.0
2020-08-05,29.5422,29.5422,28.6232,29.1496,78736.0
2020-08-06,29.1139,29.9259,28.8995,29.6225,61399.0
2020-08-07,28.5518,31.3267,28.1235,31.0322,168852.0
2020-08-08,28.5518,31.3267,28.1235,31.0322,168852.0
2020-08-09,28.5518,31.3267,28.1235,31.0322,168852.0
2020-08-10,31.4516,32.6695,31.2018,31.7282,103416.0
2020-08-11,32.2278,33.1558,32.1386,32.4152,83201.0
2020-08-12,32.9327,33.129,32.4866,32.5669,63092.0
2020-08-13,32.2635,32.7721,31.5587,31.8888,58728.0
2020-08-14,31.4516,31.9959,30.9519,31.7282,79927.0
2020-08-15,31.4516,31.9959,30.9519,31.7282,79927.0
2020-08-16,31.4516,31.9959,30.9519,31.7282,79927.0
2020-08-17,31.7817,32.558,31.5941,32.5044,54601.0
2020-08-18,32.6481,32.6481,31.8222,32.0466,44968.0
2020-08-19,32.271,32.5493,31.7773,32.1813,87144.0
2020-08-20,31.8222,33.6265,31.8222,33.3931,134972.0
2020-08-21,33.0251,33.5637,31.8222,32.1184,80213.0
2020-08-22,33.0251,33.5637,31.8222,32.1184,80213.0
2020-08-23,33.0251,33.5637,31.8222,32.1184,80213.0
2020-08-24,32.298,32.8096,31.7235,32.8007,57242.0
2020-08-25,32.9443,33.0071,32.2938,32.9982,44082.0
2020-08-26,32.9443,33.1238,31.9299,32.0736,110615.0
2020-08-27,32.289,32.9533,31.9434,32.0377,49065.0
2020-08-28,32.2531,32.4416,31.6517,32.1903,96325.0
2020-08-29,32.2531,32.4416,31.6517,32.1903,96325.0
2020-08-30,32.2531,32.4416,31.6517,32.1903,96325.0
2020-08-31,32.1992,32.1992,31.4215,31.5439,81753.0
2020-09-01,31.4183,32.1409,31.3016,31.8671,63057.0
2020-09-02,32.0825,32.1184,31.2746,31.9569,194162.0
2020-09-03,31.8671,32.0377,30.8348,31.2567,86526.0
2020-09-04,31.6876,31.7953,30.0807,31.0053,68530.0
2020-09-05,31.6876,31.7953,30.0807,31.0053,68530.0
2020-09-06,31.6876,31.7953,30.0807,31.0053,68530.0
2020-09-07,31.6876,31.7953,30.0807,31.0053,68530.0
2020-09-08,30.754,30.9425,30.2333,30.368,58390.0
2020-09-09,30.7899,31.3734,30.6014,31.2657,56334.0
2020-09-10,31.3285,31.6786,31.0772,31.1041,65717.0
2020-09-11,31.4183,31.4991,30.2693,30.7989,73437.0
2020-09-12,31.4183,31.4991,30.2693,30.7989,73437.0
2020-09-13,31.4183,31.4991,30.2693,30.7989,73437.0
2020-09-14,31.1759,32.2172,31.1759,31.7773,62276.0
2020-09-15,32.0915,32.2621,31.2118,31.3824,79579.0
2020-09-16,31.6337,31.6337,30.9066,30.9156,76760.0
2020-09-17,30.4578,30.5296,29.9102,30.0179,83391.0
2020-09-18,29.9371,30.0,29.1292,29.982,280913.0
2020-09-19,29.9371,30.0,29.1292,29.982,280913.0
2020-09-20,29.9371,30.0,29.1292,29.982,280913.0
2020-09-21,29.2908,29.2908,27.9533,28.5547,89020.0
2020-09-22,28.6983,29.201,28.3393,28.7522,103878.0
2020-09-23,28.5816,28.7253,27.9533,28.061,117195.0
2020-09-24,28.043,29.2594,27.8635,28.1867,76988.0
2020-09-25,28.052,28.7432,28.052,28.5637,65169.0
2020-09-26,28.052,28.7432,28.052,28.5637,65169.0
2020-09-27,28.052,28.7432,28.052,28.5637,65169.0
2020-09-28,28.7253,29.9551,28.7253,29.7396,82716.0
2020-09-29,29.8384,30.0089,29.0843,29.3088,42323.0
2020-09-30,29.3806,30.0,29.1292,29.3806,96085.0
2020-10-01,29.5421,30.4937,29.228,30.377,67268.0
2020-10-02,29.7486,31.2118,29.7486,30.9425,58960.0
2020-10-03,29.7486,31.2118,29.7486,30.9425,58960.0
2020-10-04,29.7486,31.2118,29.7486,30.9425,58960.0
2020-10-05,31.1849,31.3824,30.8438,31.2298,46679.0
2020-10-06,31.4721,32.657,31.1939,31.5619,78343.0
2020-10-07,32.1723,32.5224,31.4272,31.535,98189.0
2020-10-08,31.9658,32.9443,31.5888,32.4775,93242.0
2020-10-09,32.9263,33.052,32.0466,32.3608,77864.0
2020-10-10,32.9263,33.052,32.0466,32.3608,77864.0
2020-10-11,32.9263,33.052,32.0466,32.3608,77864.0
2020-10-12,32.3788,32.9622,32.0646,32.9353,75000.0
2020-10-13,32.5314,33.5906,32.4237,33.1956,105224.0
2020-10-14,33.3931,33.3931,32.3159,32.7737,76638.0
2020-10-15,32.3877,33.0071,32.3877,32.9174,55844.0
2020-10-16,32.8456,33.1508,32.271,32.3788,86940.0
2020-10-17,32.8456,33.1508,32.271,32.3788,86940.0
2020-10-18,32.8456,33.1508,32.271,32.3788,86940.0
2020-10-19,32.5044,32.675,31.8671,31.9569,54515.0
2020-10-20,32.2262,32.5493,31.6561,31.7145,46007.0
2020-10-21,31.7055,31.7055,30.9605,31.0233,43663.0
2020-10-22,31.0592,31.1975,30.5565,31.0233,48799.0
2020-10-23,31.3016,31.7863,31.1669,31.4901,36475.0
2020-10-24,31.3016,31.7863,31.1669,31.4901,36475.0
2020-10-25,31.3016,31.7863,31.1669,31.4901,36475.0
2020-10-26,31.1041,31.1041,30.4982,30.7181,40481.0
2020-10-27,30.5475,31.0053,30.2603,30.3321,42784.0
2020-10-28,29.6678,29.8114,29.0574,29.1741,75901.0
2020-10-29,28.9856,30.4219,28.824,30.2244,71174.0
2020-10-30,29.991,30.386,28.7612,29.0305,121936.0
2020-10-31,29.991,30.386,28.7612,29.0305,121936.0
2020-11-01,29.991,30.386,28.7612,29.0305,121936.0
2020-11-02,29.4614,29.7396,28.9587,29.3447,67463.0
2020-11-03,29.9102,30.368,29.3088,30.0538,73067.0
2020-11-04,29.3985,30.2962,29.3761,29.8563,49917.0
2020-11-05,29.9371,30.7989,29.9371,30.6373,63165.0
2020-11-06,31.0592,31.4517,28.5996,28.7342,98409.0
2020-11-07,31.0592,31.4517,28.5996,28.7342,98409.0
2020-11-08,31.0592,31.4517,28.5996,28.7342,98409.0
2020-11-09,31.2567,32.307,29.3177,29.3626,143418.0
2020-11-10,29.7845,30.1436,26.3913,28.3572,306790.0
2020-11-11,28.6445,28.6445,27.6481,28.2136,73643.0
2020-11-12,28.1418,28.2136,27.2441,27.4685,139531.0
2020-11-13,27.8545,28.2226,27.6122,27.9084,74278.0
2020-11-14,27.8545,28.2226,27.6122,27.9084,74278.0
2020-11-15,27.8545,28.2226,27.6122,27.9084,74278.0
2020-11-16,28.3662,29.7666,28.3393,29.1741,125008.0
2020-11-17,28.9753,28.9753,27.8998,28.0624,114144.0
2020-11-18,28.2613,28.3725,26.8604,27.1225,210273.0
2020-11-19,27.0321,27.4027,26.761,27.1135,303049.0
2020-11-20,26.6977,27.3394,26.6977,27.2039,233657.0
2020-11-21,26.6977,27.3394,26.6977,27.2039,233657.0
2020-11-22,26.6977,27.3394,26.6977,27.2039,233657.0
2020-11-23,27.4479,27.7371,27.2039,27.3575,145805.0
2020-11-24,27.6829,29.2012,27.6648,28.6138,370171.0
2020-11-25,28.5414,28.7493,28.0173,28.4963,59917.0
2020-11-26,28.5414,28.7493,28.0173,28.4963,59917.0
2020-11-27,28.4601,29.0295,27.8817,28.9843,51441.0
2020-11-28,28.4601,29.0295,27.8817,28.9843,51441.0
2020-11-29,28.4601,29.0295,27.8817,28.9843,51441.0
2020-11-30,28.8758,28.8758,28.0263,28.2884,138759.0
2020-12-01,28.677,29.1289,28.1167,28.6228,117389.0
2020-12-02,28.6138,28.677,27.9269,28.2974,90735.0
2020-12-03,28.3065,29.2554,28.2884,28.8216,83232.0
2020-12-04,28.8849,29.3187,28.8307,29.2916,53709.0
2020-12-05,28.8849,29.3187,28.8307,29.2916,53709.0
2020-12-06,28.8849,29.3187,28.8307,29.2916,53709.0
2020-12-07,29.1379,29.4,28.8758,29.3368,60253.0
2020-12-08,29.0656,29.6531,29.0656,29.5356,72059.0
2020-12-09,29.6893,30.5388,29.6893,30.3761,68688.0
2020-12-10,30.0146,30.5388,29.8971,30.2496,132850.0
2020-12-11,30.0508,30.5478,29.7525,29.9333,71715.0
2020-12-12,30.0508,30.5478,29.7525,29.9333,71715.0
2020-12-13,30.0508,30.5478,29.7525,29.9333,71715.0
2020-12-14,30.2496,31.2618,30.0146,30.9094,135123.0
2020-12-15,31.2709,32.7802,30.9907,32.7169,169730.0
2020-12-16,32.7169,34.05,32.7169,33.8195,173768.0
2020-12-17,33.9913,34.9583,33.7472,34.651,158347.0
2020-12-18,34.877,35.374,34.0364,34.1087,521486.0
2020-12-19,34.877,35.374,34.0364,34.1087,521486.0
2020-12-20,34.877,35.374,34.0364,34.1087,521486.0
2020-12-21,34.398,34.9312,33.9009,34.6872,84325.0
2020-12-22,34.7414,35.7536,34.3121,34.5064,78174.0
2020-12-23,34.642,35.3233,33.5123,33.6569,72782.0
2020-12-24,33.9551,33.9913,33.3315,33.9099,105424.0
2020-12-25,33.9551,33.9913,33.3315,33.9099,105424.0
2020-12-26,33.9551,33.9913,33.3315,33.9099,105424.0
2020-12-27,33.9551,33.9913,33.3315,33.9099,105424.0
2020-12-28,34.1539,34.8408,33.6569,33.702,79593.0
2020-12-29,33.8015,33.8015,32.613,33.1959,77742.0
2020-12-30,33.214,33.5665,32.6085,32.6265,77266.0
2020-12-31,32.8615,33.0513,32.4729,32.8344,127505.0
2021-01-01,32.8615,33.0513,32.4729,32.8344,127505.0
2021-01-02,32.8615,33.0513,32.4729,32.8344,127505.0
2021-01-03,32.8615,33.0513,32.4729,32.8344,127505.0
2021-01-04,33.0061,33.0061,31.3522,31.5691,128276.0
2021-01-05,31.9216,32.7169,31.9216,32.1656,98396.0
2021-01-06,32.6717,33.8692,32.5859,33.3315,133799.0
2021-01-07,33.6388,34.2443,32.7531,34.1359,78745.0
2021-01-08,34.2534,34.6239,33.5303,34.5335,75305.0
2021-01-09,34.2534,34.6239,33.5303,34.5335,75305.0
2021-01-10,34.2534,34.6239,33.5303,34.5335,75305.0
2021-01-11,34.0997,35.3108,34.0997,35.2204,83410.0
2021-01-12,35.3921,35.6904,35.2114,35.5548,67603.0
2021-01-13,35.8259,35.8259,34.2985,34.6781,58991.0
2021-01-14,34.8047,35.4109,34.398,34.9131,68447.0
2021-01-15,34.3889,35.0668,33.5303,34.6872,63060.0
2021-01-16,34.3889,35.0668,33.5303,34.6872,63060.0
2021-01-17,34.3889,35.0668,33.5303,34.6872,63060.0
2021-01-18,34.3889,35.0668,33.5303,34.6872,63060.0
2021-01-19,35.2475,35.7264,34.172,34.7504,62255.0
2021-01-20,34.7504,36.0157,34.7504,35.7717,78650.0
2021-01-21,35.7084,35.7084,34.895,35.365,146914.0
2021-01-22,34.9583,35.9886,34.8318,35.844,89090.0
2021-01-23,34.9583,35.9886,34.8318,35.844,89090.0
2021-01-24,34.9583,35.9886,34.8318,35.844,89090.0
2021-01-25,35.8079,36.3682,35.0848,35.8982,103244.0
2021-01-26,36.2959,36.6032,34.9764,35.3289,63488.0
2021-01-27,34.5245,34.5245,33.449,33.7744,89945.0
2021-01-28,34.1539,34.6419,33.6795,34.3528,97546.0
2021-01-29,34.2534,34.2985,32.6717,32.735,85463.0
2021-01-30,34.2534,34.2985,32.6717,32.735,85463.0
2021-01-31,34.2534,34.2985,32.6717,32.735,85463.0
2021-02-01,32.97,33.9009,32.473,33.702,113112.0
2021-02-02,34.1991,35.4283,33.7021,35.0668,70692.0
2021-02-03,35.0306,35.0306,33.928,34.4793,48581.0
2021-02-04,34.4793,35.0396,34.4793,34.8047,55856.0
2021-02-05,35.121,35.121,34.3347,34.5968,75261.0
2021-02-06,35.121,35.121,34.3347,34.5968,75261.0
2021-02-07,35.121,35.121,34.3347,34.5968,75261.0
2021-02-08,34.7504,35.6452,34.6601,35.5819,122951.0
2021-02-09,35.5548,36.0067,35.0396,35.4102,86329.0
2021-02-10,35.7175,36.1332,35.2837,35.365,59199.0
2021-02-11,35.6181,36.9195,35.6181,36.5038,71674.0
2021-02-12,36.2417,36.9557,35.591,35.7717,60464.0
2021-02-13,36.2417,36.9557,35.591,35.7717,60464.0
2021-02-14,36.2417,36.9557,35.591,35.7717,60464.0
2021-02-15,36.2417,36.9557,35.591,35.7717,60464.0
2021-02-16,36.1423,36.1423,34.7414,35.5548,85705.0
2021-02-17,35.3017,35.7159,34.6691,35.4012,59021.0
2021-02-18,35.5187,35.8711,34.7414,34.7956,73052.0
2021-02-19,34.895,36.5761,34.895,36.5038,155485.0
2021-02-20,34.895,36.5761,34.895,36.5038,155485.0
2021-02-21,34.895,36.5761,34.895,36.5038,155485.0
2021-02-22,36.1784,37.0551,36.1784,36.8924,87045.0
2021-02-23,36.6032,37.281,35.7491,35.9886,129143.0
2021-02-24,36.1874,37.7239,36.1874,37.2087,68606.0
2021-02-25,37.3172,37.3172,35.6633,36.8472,213114.0
2021-02-26,37.3895,38.7542,35.5819,37.7058,228261.0
2021-02-27,37.3895,38.7542,35.5819,37.7058,228261.0
2021-02-28,37.3895,38.7542,35.5819,37.7058,228261.0
2021-03-01,37.3262,39.6309,37.3262,39.0615,183834.0
2021-03-02,38.7616,38.8521,36.6375,36.6991,140561.0
2021-03-03,36.9262,37.3351,35.8995,36.6173,139061.0
2021-03-04,36.3447,36.5264,33.528,34.3912,140651.0
2021-03-05,34.8637,35.4668,33.4099,35.3907,117627.0
2021-03-06,34.8637,35.4668,33.4099,35.3907,117627.0
2021-03-07,34.8637,35.4668,33.4099,35.3907,117627.0
2021-03-08,35.3907,36.163,34.6638,35.7178,79565.0
2021-03-09,36.0267,36.4174,35.3543,35.7541,91243.0
2021-03-10,36.1903,37.6259,35.845,37.3351,74954.0
2021-03-11,37.8985,38.3346,37.2533,38.271,77136.0
2021-03-12,38.1529,38.9615,37.9712,38.9343,99884.0
2021-03-13,38.1529,38.9615,37.9712,38.9343,99884.0
2021-03-14,38.1529,38.9615,37.9712,38.9343,99884.0
