,BRK/B US Equity,BRK/B US Equity,BRK/B US Equity,BRK/B US Equity,BRK/B US Equity
2023-12-02,359.94,360.24,355.3,357.07,4706958.0
2023-12-03,359.94,360.24,355.3,357.07,4706958.0
2023-12-04,355.91,357.83,353.79,356.66,3054245.0
2023-12-05,355.23,356.6,352.29,355.03,3281046.0
2023-12-06,356.15,357.45,351.89,352.38,3040448.0
2023-12-07,352.0,353.02,350.85,352.7,2833348.0
2023-12-08,353.0,353.67,351.02,353.08,3289270.0
2023-12-09,353.0,353.67,351.02,353.08,3289270.0
2023-12-10,353.0,353.67,351.02,353.08,3289270.0
2023-12-11,355.0,357.49,354.21,357.06,3111595.0
2023-12-12,357.9,360.405,356.76,360.02,3193023.0
2023-12-13,360.19,362.15,359.0433,362.03,3161868.0
2023-12-14,364.05,364.05,356.38,358.12,5516384.0
2023-12-15,357.63,358.0,354.2,356.5,8579201.0
2023-12-16,357.63,358.0,354.2,356.5,8579201.0
2023-12-17,357.63,358.0,354.2,356.5,8579201.0
2023-12-18,357.42,361.14,357.0,359.65,4527792.0
2023-12-19,360.15,362.55,359.09,361.8,3085367.0
2023-12-20,361.52,361.66,355.12,355.35,3930397.0
2023-12-21,356.02,357.2,353.63,356.14,2852723.0
2023-12-22,356.5,358.26,355.4063,356.47,2333775.0
2023-12-23,356.5,358.26,355.4063,356.47,2333775.0
2023-12-24,356.5,358.26,355.4063,356.47,2333775.0
2023-12-25,356.5,358.26,355.4063,356.47,2333775.0
2023-12-26,356.9,357.77,356.08,356.83,1965105.0
2023-12-27,355.93,357.08,355.5,356.95,2478787.0
2023-12-28,357.48,358.68,356.725,357.57,2742792.0
2023-12-29,357.56,357.86,355.31,356.66,3270014.0
2023-12-30,357.56,357.86,355.31,356.66,3270014.0
2023-12-31,357.56,357.86,355.31,356.66,3270014.0
2024-01-01,357.56,357.86,355.31,356.66,3270014.0
2024-01-02,356.32,362.57,355.94,362.46,4740903.0
2024-01-03,362.08,367.85,361.071,366.75,4322822.0
2024-01-04,367.41,369.37,363.41,363.68,4144302.0
2024-01-05,364.83,366.3008,364.19,365.59,2965666.0
2024-01-06,364.83,366.3008,364.19,365.59,2965666.0
2024-01-07,364.83,366.3008,364.19,365.59,2965666.0
2024-01-08,366.01,368.3,364.2,368.18,3454065.0
2024-01-09,368.0,368.0,364.77,366.9,2999607.0
2024-01-10,366.26,368.83,365.75,367.92,2448737.0
2024-01-11,367.81,367.89,362.13,363.34,3579713.0
2024-01-12,366.51,366.85,362.5672,363.62,2623907.0
2024-01-13,366.51,366.85,362.5672,363.62,2623907.0
2024-01-14,366.51,366.85,362.5672,363.62,2623907.0
2024-01-15,366.51,366.85,362.5672,363.62,2623907.0
2024-01-16,362.94,363.6,359.89,361.1,3047780.0
2024-01-17,359.01,362.53,357.98,359.29,2551707.0
2024-01-18,359.25,362.64,358.3,362.38,3008442.0
2024-01-19,362.25,368.31,361.02,366.99,4092548.0
2024-01-20,362.25,368.31,361.02,366.99,4092548.0
2024-01-21,362.25,368.31,361.02,366.99,4092548.0
2024-01-22,368.05,369.27,366.53,368.06,3558313.0
2024-01-23,368.02,372.42,367.705,372.14,2900467.0
2024-01-24,372.53,377.79,372.03,376.59,4594038.0
2024-01-25,379.24,380.99,377.89,380.85,4059189.0
2024-01-26,381.05,385.73,380.0,385.4,3624361.0
2024-01-27,381.05,385.73,380.0,385.4,3624361.0
2024-01-28,381.05,385.73,380.0,385.4,3624361.0
2024-01-29,385.49,385.7,379.17,383.18,3799251.0
2024-01-30,383.24,387.64,380.08,387.15,3094226.0
2024-01-31,386.53,387.92,383.55,383.74,3857684.0
2024-02-01,384.0,386.55,381.475,386.44,2949959.0
2024-02-02,386.68,392.07,386.44,390.75,3808499.0
2024-02-03,386.68,392.07,386.44,390.75,3808499.0
2024-02-04,386.68,392.07,386.44,390.75,3808499.0
2024-02-05,389.95,393.37,389.285,390.76,3653265.0
2024-02-06,390.29,393.93,390.0,393.74,2574602.0
2024-02-07,394.6,399.15,394.36,397.66,3429024.0
2024-02-08,397.22,398.65,394.85,397.49,3359311.0
2024-02-09,397.31,398.36,395.82,398.36,2510146.0
2024-02-10,397.31,398.36,395.82,398.36,2510146.0
2024-02-11,397.31,398.36,395.82,398.36,2510146.0
2024-02-12,398.65,399.48,396.19,397.71,2820408.0
2024-02-13,397.18,399.705,392.1,394.8,3459672.0
2024-02-14,395.15,398.86,393.5477,398.68,2670953.0
2024-02-15,399.14,404.2699,398.3,403.45,3076698.0
2024-02-16,404.44,406.74,402.59,405.99,3533386.0
2024-02-17,404.44,406.74,402.59,405.99,3533386.0
2024-02-18,404.44,406.74,402.59,405.99,3533386.0
2024-02-19,404.44,406.74,402.59,405.99,3533386.0
2024-02-20,406.47,411.11,406.06,407.15,3534163.0
2024-02-21,408.26,409.48,406.7,409.25,2720475.0
2024-02-22,411.3,416.26,411.0,415.16,3697494.0
2024-02-23,417.68,420.56,416.52,417.22,4025164.0
2024-02-24,417.68,420.56,416.52,417.22,4025164.0
2024-02-25,417.68,420.56,416.52,417.22,4025164.0
2024-02-26,422.0,430.0,408.8468,409.14,7446190.0
2024-02-27,409.21,409.9625,401.71,408.91,4610892.0
2024-02-28,408.5,414.665,407.7126,412.14,4069203.0
2024-02-29,413.1,413.79,408.38,409.4,4849104.0
2024-03-01,409.48,410.39,405.45,407.11,3284244.0
2024-03-02,409.48,410.39,405.45,407.11,3284244.0
2024-03-03,409.48,410.39,405.45,407.11,3284244.0
2024-03-04,405.0,405.95,401.43,403.39,4183800.0
2024-03-05,402.55,403.3279,398.78,400.74,4714395.0
2024-03-06,402.18,407.44,401.695,403.96,3842562.0
2024-03-07,406.11,406.4,399.5699,402.39,4187608.0
2024-03-08,401.08,403.36,400.01,403.15,3417859.0
2024-03-09,401.08,403.36,400.01,403.15,3417859.0
2024-03-10,401.08,403.36,400.01,403.15,3417859.0
2024-03-11,403.3,405.01,402.7406,404.76,2438383.0
2024-03-12,406.78,407.2,404.1,404.98,2620804.0
2024-03-13,405.3,409.0,404.15,408.13,3586358.0
2024-03-14,409.08,409.08,403.34,406.73,3739644.0
2024-03-15,404.27,408.46,402.5,408.13,7557843.0
2024-03-16,404.27,408.46,402.5,408.13,7557843.0
2024-03-17,404.27,408.46,402.5,408.13,7557843.0
2024-03-18,408.7,410.5999,406.0,408.41,3778561.0
2024-03-19,409.08,412.19,408.09,411.76,2804025.0
2024-03-20,412.02,416.31,411.55,416.11,2935528.0
2024-03-21,416.7,417.825,413.51,413.78,3402874.0
2024-03-22,413.0,414.35,411.4,411.6,3000546.0
2024-03-23,413.0,414.35,411.4,411.6,3000546.0
2024-03-24,413.0,414.35,411.4,411.6,3000546.0
2024-03-25,410.67,411.065,408.9244,409.92,2808910.0
2024-03-26,410.0,412.66,408.6001,411.57,2936406.0
2024-03-27,413.65,417.21,413.4,416.93,2929158.0
2024-03-28,417.8,421.44,415.85,420.52,4378770.0
2024-03-29,417.8,421.44,415.85,420.52,4378770.0
2024-03-30,417.8,421.44,415.85,420.52,4378770.0
2024-03-31,417.8,421.44,415.85,420.52,4378770.0
2024-04-01,421.49,421.66,417.81,420.2,2718872.0
2024-04-02,419.75,421.01,418.085,418.92,3175139.0
2024-04-03,419.0,421.9099,418.52,420.24,2742174.0
2024-04-04,423.84,424.52,414.55,415.32,3802994.0
2024-04-05,416.56,419.27,415.41,418.62,2739587.0
2024-04-06,416.56,419.27,415.41,418.62,2739587.0
2024-04-07,416.56,419.27,415.41,418.62,2739587.0
2024-04-08,418.32,418.57,415.625,415.97,2486651.0
