,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity
2022-05-29,182.9112,187.4007,182.3525,187.012,360317.0
2022-05-30,182.9112,187.4007,182.3525,187.012,360317.0
2022-05-31,184.5729,186.5261,180.8803,184.4952,225672.0
2022-06-01,185.8653,185.8653,182.2019,183.4554,216916.0
2022-06-02,184.7284,186.5844,182.659,186.3609,161973.0
2022-06-03,184.709,188.5862,184.709,187.9546,203228.0
2022-06-04,184.709,188.5862,184.709,187.9546,203228.0
2022-06-05,184.709,188.5862,184.709,187.9546,203228.0
2022-06-06,189.4802,192.5509,188.2461,192.3663,331439.0
2022-06-07,190.7726,198.4202,190.1993,197.8761,351348.0
2022-06-08,197.5651,197.5651,193.4546,193.7948,330901.0
2022-06-09,192.6287,194.1057,192.1768,193.202,442533.0
2022-06-10,191.035,191.6764,189.0867,189.9564,515756.0
2022-06-11,191.035,191.6764,189.0867,189.9564,515756.0
2022-06-12,191.035,191.6764,189.0867,189.9564,515756.0
2022-06-13,184.5535,185.7293,177.4112,178.6744,421225.0
2022-06-14,178.4606,179.6462,175.0207,176.1868,318918.0
2022-06-15,177.1682,178.6161,173.8935,176.5366,298244.0
2022-06-16,173.2132,173.2132,166.479,168.1116,272600.0
2022-06-17,168.9376,168.9861,165.4004,166.4888,469902.0
2022-06-18,168.9376,168.9861,165.4004,166.4888,469902.0
2022-06-19,168.9376,168.9861,165.4004,166.4888,469902.0
2022-06-20,168.9376,168.9861,165.4004,166.4888,469902.0
2022-06-21,167.8103,169.7678,166.3916,169.1999,244449.0
2022-06-22,165.828,169.3846,165.828,168.3934,226107.0
2022-06-23,168.2379,169.472,166.6928,169.0833,188071.0
2022-06-24,170.0551,178.5578,169.987,178.14,453050.0
2022-06-25,170.0551,178.5578,169.987,178.14,453050.0
2022-06-26,170.0551,178.5578,169.987,178.14,453050.0
2022-06-27,178.8202,182.576,177.3431,180.8706,369775.0
2022-06-28,181.0066,182.9501,175.7786,175.7883,192240.0
2022-06-29,175.0304,175.9147,171.8139,174.4473,210197.0
2022-06-30,172.4164,175.0595,171.4349,173.5339,236995.0
2022-07-01,172.9509,176.6824,172.2123,176.42,217108.0
2022-07-02,172.9509,176.6824,172.2123,176.42,217108.0
2022-07-03,172.9509,176.6824,172.2123,176.42,217108.0
2022-07-04,172.9509,176.6824,172.2123,176.42,217108.0
2022-07-05,173.9809,177.2946,172.8245,177.1779,311010.0
2022-07-06,177.0808,178.9465,174.7534,177.8582,216523.0
2022-07-07,178.4995,181.5508,178.4995,181.1329,287078.0
2022-07-08,180.9872,181.4923,179.911,180.4041,246154.0
2022-07-09,180.9872,181.4923,179.911,180.4041,246154.0
2022-07-10,180.9872,181.4923,179.911,180.4041,246154.0
2022-07-11,179.102,181.4633,177.7513,179.7725,166524.0
2022-07-12,179.7142,182.5031,179.549,179.7919,237181.0
2022-07-13,177.3431,182.0075,176.177,180.3264,245639.0
2022-07-14,176.488,182.4739,176.488,181.8715,286051.0
2022-07-15,184.0482,185.5155,181.3467,184.4271,241949.0
2022-07-16,184.0482,185.5155,181.3467,184.4271,241949.0
2022-07-17,184.0482,185.5155,181.3467,184.4271,241949.0
2022-07-18,185.3406,185.5738,177.2022,177.829,259102.0
2022-07-19,179.0243,186.7982,179.0243,186.3123,253266.0
2022-07-20,186.8954,187.3035,183.3777,186.944,175301.0
2022-07-21,187.2744,189.6065,185.7196,189.5968,158253.0
2022-07-22,190.2576,190.7629,187.012,188.2169,198160.0
2022-07-23,190.2576,190.7629,187.012,188.2169,198160.0
2022-07-24,190.2576,190.7629,187.012,188.2169,198160.0
2022-07-25,188.9166,190.4568,187.1966,190.005,258269.0
2022-07-26,193.717,202.2489,192.9931,198.3134,517854.0
2022-07-27,199.0422,205.6792,198.1676,203.7843,367270.0
2022-07-28,207.1757,211.4999,205.9998,211.0238,418222.0
2022-07-29,210.1589,214.2402,210.1589,212.8312,278351.0
2022-07-30,210.1589,214.2402,210.1589,212.8312,278351.0
2022-07-31,210.1589,214.2402,210.1589,212.8312,278351.0
2022-08-01,211.393,212.4165,208.4681,208.7013,483718.0
2022-08-02,208.3903,209.9063,205.6743,206.4274,417574.0
2022-08-03,206.9619,208.8859,204.8532,208.128,227397.0
2022-08-04,208.9151,209.7799,206.8258,208.1182,208798.0
2022-08-05,206.476,208.5604,205.9513,207.4866,286514.0
2022-08-06,206.476,208.5604,205.9513,207.4866,286514.0
2022-08-07,206.476,208.5604,205.9513,207.4866,286514.0
2022-08-08,209.0123,210.5726,205.7375,208.0891,240530.0
2022-08-09,208.2057,209.0608,206.6315,207.4186,242956.0
2022-08-10,210.8391,212.9041,209.7362,211.9469,243543.0
2022-08-11,213.3754,216.1448,211.1501,213.1033,159137.0
2022-08-12,213.6766,216.2517,212.8992,216.1837,227016.0
2022-08-13,213.6766,216.2517,212.8992,216.1837,227016.0
2022-08-14,213.6766,216.2517,212.8992,216.1837,227016.0
2022-08-15,214.8816,216.1837,213.8127,214.6775,193589.0
2022-08-16,212.8215,215.727,212.734,214.5512,228678.0
2022-08-17,212.734,215.7076,211.4902,214.9399,195870.0
2022-08-18,216.3683,218.477,215.28,217.5733,244987.0
2022-08-19,216.6016,219.2253,216.4655,217.7482,299786.0
2022-08-20,216.6016,219.2253,216.4655,217.7482,299786.0
2022-08-21,216.6016,219.2253,216.4655,217.7482,299786.0
2022-08-22,214.969,216.3829,213.5114,214.2499,218193.0
2022-08-23,214.4054,215.727,211.9275,212.4036,485845.0
2022-08-24,212.8506,213.181,208.7887,211.257,773210.0
2022-08-25,213.3657,214.4346,210.9655,214.3957,340043.0
2022-08-26,214.5803,214.5803,204.2507,205.0087,250844.0
2022-08-27,214.5803,214.5803,204.2507,205.0087,250844.0
2022-08-28,214.5803,214.5803,204.2507,205.0087,250844.0
2022-08-29,203.6677,206.6801,202.3752,205.3779,169140.0
2022-08-30,205.1631,205.5,201.2567,202.0673,157039.0
2022-08-31,202.8388,204.1669,200.7391,201.4715,186699.0
2022-09-01,200.1727,203.5322,199.2351,203.3466,212202.0
2022-09-02,204.538,206.9991,200.6219,201.5106,210241.0
2022-09-03,204.538,206.9991,200.6219,201.5106,210241.0
2022-09-04,204.538,206.9991,200.6219,201.5106,210241.0
2022-09-05,204.538,206.9991,200.6219,201.5106,210241.0
2022-09-06,201.5985,203.6884,199.2742,203.415,337359.0
2022-09-07,202.8681,211.4084,202.8681,209.5382,352027.0
2022-09-08,207.5948,214.9681,207.1797,214.4603,408802.0
2022-09-09,216.2181,219.6753,214.6116,218.8159,490583.0
2022-09-10,216.2181,219.6753,214.6116,218.8159,490583.0
2022-09-11,216.2181,219.6753,214.6116,218.8159,490583.0
2022-09-12,219.1772,222.2535,218.8647,219.7729,279819.0
2022-09-13,214.9485,217.9076,213.8645,214.8314,269809.0
2022-09-14,215.1732,216.4427,212.468,213.9134,326021.0
2022-09-15,213.4934,217.2924,213.4934,214.9974,309008.0
2022-09-16,212.4387,215.0169,209.2452,213.9817,808067.0
2022-09-17,212.4387,215.0169,209.2452,213.9817,808067.0
2022-09-18,212.4387,215.0169,209.2452,213.9817,808067.0
2022-09-19,212.2922,221.7652,212.2922,221.6968,537862.0
2022-09-20,220.0561,221.5308,217.8612,218.6596,834695.0
2022-09-21,220.3491,227.029,220.2759,221.8238,933309.0
2022-09-22,222.2632,222.6636,214.9144,216.892,957909.0
2022-09-23,214.304,216.4916,211.716,214.8509,557474.0
2022-09-24,214.304,216.4916,211.716,214.8509,557474.0
2022-09-25,214.304,216.4916,211.716,214.8509,557474.0
2022-09-26,214.6946,217.5756,213.6106,214.7435,416034.0
2022-09-27,216.4525,217.39,209.5577,212.0383,791505.0
2022-09-28,213.1516,218.2983,211.1105,216.8041,612819.0
2022-09-29,216.4623,217.0971,211.5793,215.1732,568169.0
2022-09-30,215.974,221.0816,214.1575,217.7807,670001.0
2022-10-01,215.974,221.0816,214.1575,217.7807,670001.0
2022-10-02,215.974,221.0816,214.1575,217.7807,670001.0
2022-10-03,218.5034,223.1617,217.0775,221.7945,618634.0
2022-10-04,224.9782,230.6717,224.9782,230.5643,441566.0
2022-10-05,229.031,233.3476,227.8005,232.039,443292.0
2022-10-06,231.5214,232.4101,229.2166,229.4998,451674.0
2022-10-07,228.1619,228.1619,222.6441,223.7379,590236.0
2022-10-08,228.1619,228.1619,222.6441,223.7379,590236.0
2022-10-09,228.1619,228.1619,222.6441,223.7379,590236.0
2022-10-10,225.2321,225.696,220.5884,224.734,611816.0
2022-10-11,224.1774,226.9607,222.0582,223.4156,738661.0
2022-10-12,223.7867,224.6168,220.0464,220.144,463518.0
2022-10-13,216.0912,222.1656,215.1243,221.2085,874070.0
2022-10-14,222.2632,224.5778,211.9524,212.5657,524859.0
2022-10-15,222.2632,224.5778,211.9524,212.5657,524859.0
2022-10-16,222.2632,224.5778,211.9524,212.5657,524859.0
2022-10-17,215.8275,219.9585,215.8275,218.4936,488648.0
2022-10-18,222.3902,226.0329,221.6382,224.4118,537280.0
2022-10-19,217.7807,220.437,212.341,212.6145,973106.0
2022-10-20,212.1848,213.5715,205.5244,207.4776,917584.0
2022-10-21,207.9268,213.3176,205.0508,211.7648,943778.0
2022-10-22,207.9268,213.3176,205.0508,211.7648,943778.0
2022-10-23,207.9268,213.3176,205.0508,211.7648,943778.0
2022-10-24,214.6263,219.519,214.1624,217.9858,779172.0
2022-10-25,224.4899,232.2636,222.4488,231.7948,1250285.0
2022-10-26,234.8418,236.1602,229.8612,232.4882,718297.0
2022-10-27,234.1484,237.0538,231.3944,233.8164,481962.0
2022-10-28,234.2851,236.7754,230.7987,231.5214,570910.0
2022-10-29,234.2851,236.7754,230.7987,231.5214,570910.0
2022-10-30,234.2851,236.7754,230.7987,231.5214,570910.0
2022-10-31,230.701,234.793,230.701,231.9218,409514.0
2022-11-01,232.8788,234.3877,230.9598,233.7675,451952.0
2022-11-02,232.5761,236.1993,229.0701,229.8612,765914.0
2022-11-03,227.195,233.6601,226.5114,230.0662,534234.0
2022-11-04,233.7578,234.08,228.826,232.3026,765386.0
2022-11-05,233.7578,234.08,228.826,232.3026,765386.0
2022-11-06,233.7578,234.08,228.826,232.3026,765386.0
2022-11-07,232.2929,233.4404,229.6512,232.0878,323341.0
2022-11-08,233.2695,239.2804,231.4921,236.7364,383870.0
2022-11-09,235.1836,239.5167,233.3769,234.0507,537398.0
2022-11-10,243.9437,248.4751,241.1311,248.3676,726329.0
2022-11-11,248.8462,251.9517,241.5119,244.7445,655471.0
2022-11-12,248.8462,251.9517,241.5119,244.7445,655471.0
2022-11-13,248.8462,251.9517,241.5119,244.7445,655471.0
2022-11-14,244.1487,247.7328,242.469,243.5237,506327.0
2022-11-15,246.3558,249.2075,241.7512,243.7972,435059.0
2022-11-16,242.5081,244.9691,241.6389,242.0881,331894.0
2022-11-17,237.293,244.0999,237.1466,243.9534,477570.0
2022-11-18,247.2348,247.5571,244.2073,247.5571,413852.0
2022-11-19,247.2348,247.5571,244.2073,247.5571,413852.0
2022-11-20,247.2348,247.5571,244.2073,247.5571,413852.0
2022-11-21,247.5278,252.0787,246.8197,247.85,355334.0
2022-11-22,248.5727,253.1236,248.1577,253.1236,378985.0
2022-11-23,254.0026,255.4626,249.4077,250.0864,296493.0
2022-11-24,254.0026,255.4626,249.4077,250.0864,296493.0
2022-11-25,250.731,254.1442,250.0669,252.4693,171311.0
2022-11-26,250.731,254.1442,250.0669,252.4693,171311.0
2022-11-27,250.731,254.1442,250.0669,252.4693,171311.0
2022-11-28,249.4907,250.648,242.1565,243.6702,523879.0
2022-11-29,243.4839,246.3582,242.4538,244.818,571329.0
2022-11-30,244.8867,250.5863,242.6696,249.2325,3336907.0
2022-12-01,246.5838,249.2325,242.601,247.5354,432262.0
2022-12-02,245.0338,247.3882,243.6016,245.1319,692140.0
2022-12-03,245.0338,247.3882,243.6016,245.1319,692140.0
2022-12-04,245.0338,247.3882,243.6016,245.1319,692140.0
2022-12-05,242.7383,243.9695,240.5458,241.5807,319893.0
2022-12-06,241.9241,243.3367,238.157,240.7567,340392.0
2022-12-07,241.8064,243.788,240.4231,242.0908,383627.0
2022-12-08,242.2576,246.4269,242.2576,246.1522,364640.0
2022-12-09,246.7114,247.4716,245.0927,245.3478,303891.0
2022-12-10,246.7114,247.4716,245.0927,245.3478,303891.0
2022-12-11,246.7114,247.4716,245.0927,245.3478,303891.0
2022-12-12,244.7788,250.4882,244.5581,250.2528,380660.0
2022-12-13,256.8549,258.2969,249.8505,250.9296,462269.0
2022-12-14,249.8211,250.4882,243.7684,244.1313,543094.0
2022-12-15,240.8057,241.328,233.5758,236.558,464247.0
2022-12-16,234.2723,235.1748,225.8651,228.2588,1627796.0
2022-12-17,234.2723,235.1748,225.8651,228.2588,1627796.0
2022-12-18,234.2723,235.1748,225.8651,228.2588,1627796.0
2022-12-19,229.8087,233.9093,229.4064,232.2809,548664.0
2022-12-20,231.2901,234.4783,230.1913,231.4666,303126.0
2022-12-21,233.2717,236.5776,232.0356,234.9884,268226.0
2022-12-22,232.9283,234.5666,227.1012,230.2796,354775.0
2022-12-23,230.2404,233.0951,228.4648,231.241,173738.0
2022-12-24,230.2404,233.0951,228.4648,231.241,173738.0
2022-12-25,230.2404,233.0951,228.4648,231.241,173738.0
2022-12-26,230.2404,233.0951,228.4648,231.241,173738.0
2022-12-27,231.2704,234.6254,230.4464,232.428,129626.0
2022-12-28,232.9774,234.3311,229.2103,230.0442,192022.0
2022-12-29,232.2907,234.0761,230.4758,230.8682,245245.0
2022-12-30,230.3679,231.2508,228.2097,230.2208,249132.0
2022-12-31,230.3679,231.2508,228.2097,230.2208,249132.0
2023-01-01,230.3679,231.2508,228.2097,230.2208,249132.0
2023-01-02,230.3679,231.2508,228.2097,230.2208,249132.0
2023-01-03,233.0166,233.0166,227.6015,230.0344,472763.0
2023-01-04,224.8057,225.7768,217.2029,224.943,691542.0
2023-01-05,224.3152,225.0754,217.3697,220.1655,424465.0
2023-01-06,222.9418,226.5714,221.0975,224.5212,292505.0
2023-01-07,222.9418,226.5714,221.0975,224.5212,292505.0
2023-01-08,222.9418,226.5714,221.0975,224.5212,292505.0
2023-01-09,226.6303,231.3391,224.1582,226.9835,308195.0
2023-01-10,227.1502,231.4912,225.7965,230.2894,377515.0
2023-01-11,231.5353,234.7235,230.7799,232.2809,313496.0
2023-01-12,233.3796,233.7425,230.0246,230.1521,321660.0
2023-01-13,228.7689,232.325,227.268,231.9277,260605.0
2023-01-14,228.7689,232.325,227.268,231.9277,260605.0
2023-01-15,228.7689,232.325,227.268,231.9277,260605.0
2023-01-16,228.7689,232.325,227.268,231.9277,260605.0
2023-01-17,231.6138,232.428,225.3746,225.6101,412889.0
2023-01-18,225.8651,227.7732,222.4709,223.6383,565850.0
2023-01-19,223.1772,223.702,219.2238,219.3022,335873.0
2023-01-20,220.4108,221.8136,217.7621,220.4598,569517.0
2023-01-21,220.4108,221.8136,217.7621,220.4598,569517.0
2023-01-22,220.4108,221.8136,217.7621,220.4598,569517.0
2023-01-23,220.9798,222.5297,218.0171,220.3715,486436.0
2023-01-24,220.6658,226.9099,218.4978,225.0803,414687.0
2023-01-25,222.569,224.9234,221.3035,223.6677,469685.0
2023-01-26,225.3844,227.7585,224.3838,226.5028,485277.0
2023-01-27,226.493,228.2784,224.9299,226.6401,471501.0
2023-01-28,226.493,228.2784,224.9299,226.6401,471501.0
2023-01-29,226.493,228.2784,224.9299,226.6401,471501.0
2023-01-30,225.7866,230.2159,224.7958,225.5218,608739.0
2023-01-31,222.1177,227.7339,216.3887,224.5604,1370812.0
2023-02-01,227.3072,235.9498,224.1876,233.821,1333209.0
2023-02-02,233.3305,234.6107,225.2275,232.3986,890714.0
2023-02-03,231.8296,237.2643,231.8296,236.6463,479168.0
2023-02-04,231.8296,237.2643,231.8296,236.6463,479168.0
2023-02-05,231.8296,237.2643,231.8296,236.6463,479168.0
2023-02-06,235.2729,237.9805,235.1944,237.5979,407255.0
2023-02-07,237.2938,240.2564,234.3998,240.0013,622265.0
2023-02-08,237.902,240.2641,233.8161,234.5273,452618.0
2023-02-09,235.4397,238.9467,234.7579,236.0479,438678.0
2023-02-10,236.2049,238.314,234.8315,238.2061,318296.0
2023-02-11,236.2049,238.314,234.8315,238.2061,318296.0
2023-02-12,236.2049,238.314,234.8315,238.2061,318296.0
2023-02-13,238.157,242.0075,237.284,240.6978,311400.0
2023-02-14,239.4814,241.0314,237.3821,240.7567,236734.0
2023-02-15,240.0013,246.3582,238.9026,246.2405,527889.0
2023-02-16,243.5231,246.937,243.2878,245.4949,309233.0
2023-02-17,244.7788,248.1927,243.994,247.2705,303280.0
2023-02-18,244.7788,248.1927,243.994,247.2705,303280.0
2023-02-19,244.7788,248.1927,243.994,247.2705,303280.0
2023-02-20,244.7788,248.1927,243.994,247.2705,303280.0
2023-02-21,245.3183,246.4955,243.9744,244.0038,511292.0
2023-02-22,245.4066,247.712,242.2086,242.6893,441811.0
2023-02-23,243.2975,246.2503,240.2956,245.4459,328464.0
2023-02-24,243.6604,248.6439,242.8266,248.6439,423508.0
2023-02-25,243.6604,248.6439,242.8266,248.6439,423508.0
2023-02-26,243.6604,248.6439,242.8266,248.6439,423508.0
2023-02-27,250.2599,252.6691,245.3972,248.1414,636517.0
2023-02-28,247.0378,249.2943,243.9832,247.8557,720564.0
2023-03-01,247.5108,248.9248,245.1854,245.9835,354165.0
2023-03-02,245.2741,247.3334,243.0373,245.885,299380.0
2023-03-03,247.0378,250.6639,245.5943,249.3337,358637.0
2023-03-04,247.0378,250.6639,245.5943,249.3337,358637.0
2023-03-05,247.0378,250.6639,245.5943,249.3337,358637.0
2023-03-06,249.3436,253.7382,248.4173,249.0381,241508.0
2023-03-07,248.9593,249.4914,244.9587,246.1806,198909.0
2023-03-08,246.2101,248.5602,245.1065,247.3926,387279.0
2023-03-09,248.6735,250.7723,243.0274,243.2147,222427.0
2023-03-10,243.6778,243.6778,235.1249,235.7851,428224.0
2023-03-11,243.6778,243.6778,235.1249,235.7851,428224.0
2023-03-12,243.6778,243.6778,235.1249,235.7851,428224.0
2023-03-13,233.0064,235.9477,231.0948,233.5188,324580.0
2023-03-14,238.2386,244.2296,237.4701,242.3574,437122.0
2023-03-15,237.4208,237.8741,227.4441,230.9273,399651.0
2023-03-16,229.8631,238.6032,229.0157,238.1007,354482.0
2023-03-17,236.6029,236.6029,229.9715,231.5284,556131.0
2023-03-18,236.6029,236.6029,229.9715,231.5284,556131.0
2023-03-19,236.6029,236.6029,229.9715,231.5284,556131.0
2023-03-20,233.637,238.8446,233.5484,237.9824,405836.0
2023-03-21,241.1848,242.3771,236.9971,238.4751,244584.0
2023-03-22,238.3963,239.3151,232.4743,232.7995,207383.0
2023-03-23,232.3856,234.7899,226.7445,228.2472,348865.0
2023-03-24,225.6655,226.9169,222.2119,226.9071,358977.0
2023-03-25,225.6655,226.9169,222.2119,226.9071,358977.0
2023-03-26,225.6655,226.9169,222.2119,226.9071,358977.0
2023-03-27,228.8482,231.6269,226.4341,230.1489,527862.0
2023-03-28,230.6317,235.1643,230.6317,233.0458,266980.0
2023-03-29,235.7161,236.938,233.8735,236.4946,328290.0
2023-03-30,238.3963,238.5884,236.2778,236.6424,214335.0
2023-03-31,238.3372,240.6872,237.002,239.7462,338878.0
2023-04-01,238.3372,240.6872,237.002,239.7462,338878.0
2023-04-02,238.3372,240.6872,237.002,239.7462,338878.0
2023-04-03,240.0123,240.9681,237.9036,240.7611,282754.0
2023-04-04,240.8005,240.8005,225.7936,227.3209,602091.0
2023-04-05,225.6163,226.3306,217.6989,220.7289,434924.0
2023-04-06,221.2413,222.2562,217.5167,218.0389,345422.0
2023-04-07,221.2413,222.2562,217.5167,218.0389,345422.0
2023-04-08,221.2413,222.2562,217.5167,218.0389,345422.0
2023-04-09,221.2413,222.2562,217.5167,218.0389,345422.0
2023-04-10,217.024,221.2709,216.551,221.2314,419847.0
2023-04-11,222.1774,223.1923,220.7683,221.2413,446497.0
2023-04-12,223.0445,226.4144,222.542,223.4485,306980.0
2023-04-13,223.4583,223.8032,217.7926,223.2711,278924.0
2023-04-14,223.2021,227.183,223.143,224.3944,154322.0
2023-04-15,223.2021,227.183,223.143,224.3944,154322.0
2023-04-16,223.2021,227.183,223.143,224.3944,154322.0
2023-04-17,225.3108,228.3752,224.0594,228.1092,244381.0
2023-04-18,228.7694,230.9273,227.8185,230.0306,310220.0
2023-04-19,230.1982,232.8093,225.7345,228.73,334046.0
2023-04-20,227.5476,229.7252,226.5573,227.7249,244079.0
2023-04-21,228.3654,229.0207,226.4637,227.2519,242438.0
2023-04-22,228.3654,229.0207,226.4637,227.2519,242438.0
2023-04-23,228.3654,229.0207,226.4637,227.2519,242438.0
2023-04-24,227.1238,230.4938,227.1238,228.9862,394640.0
2023-04-25,248.2301,261.6112,247.9641,255.6104,1673785.0
2023-04-26,255.9898,259.8376,252.477,256.2115,653513.0
2023-04-27,258.5665,264.3751,257.6304,263.0794,471002.0
2023-04-28,262.4488,265.4245,255.8075,265.3753,614729.0
2023-04-29,262.4488,265.4245,255.8075,265.3753,614729.0
2023-04-30,262.4488,265.4245,255.8075,265.3753,614729.0
2023-05-01,266.0256,269.5926,263.1681,268.8634,441447.0
2023-05-02,268.3904,276.1156,265.7398,275.682,693262.0
2023-05-03,275.2978,278.0567,268.6023,269.2674,538869.0
2023-05-04,267.7894,268.1047,260.4583,265.5625,334520.0
2023-05-05,268.1835,269.898,266.7942,268.1047,321609.0
2023-05-06,268.1835,269.898,266.7942,268.1047,321609.0
2023-05-07,268.1835,269.898,266.7942,268.1047,321609.0
2023-05-08,268.4693,269.2329,265.799,266.5971,381205.0
2023-05-09,265.927,268.8634,264.4687,266.9518,377201.0
2023-05-10,268.7846,269.2526,263.4243,268.2032,306926.0
2023-05-11,266.538,269.6221,266.065,268.755,250063.0
2023-05-12,270.9228,273.5241,268.2132,269.5137,386385.0
2023-05-13,270.9228,273.5241,268.2132,269.5137,386385.0
2023-05-14,270.9228,273.5241,268.2132,269.5137,386385.0
2023-05-15,269.6615,270.7898,267.7105,269.5729,457268.0
2023-05-16,267.6514,268.7698,264.784,266.1143,318108.0
2023-05-17,267.2376,271.3662,266.1241,270.9819,352947.0
2023-05-18,271.1494,276.8842,269.2477,276.4605,313277.0
2023-05-19,278.9928,280.1013,274.5587,275.9087,408239.0
2023-05-20,278.9928,280.1013,274.5587,275.9087,408239.0
2023-05-21,278.9928,280.1013,274.5587,275.9087,408239.0
2023-05-22,277.5049,281.9784,276.7068,278.3523,333758.0
2023-05-23,276.1747,277.5197,271.2578,271.7505,248895.0
2023-05-24,270.9523,273.4946,269.1689,271.0016,419660.0
2023-05-25,272.9625,282.4908,272.9625,282.4021,455596.0
2023-05-26,283.3284,287.6294,282.5401,286.649,433997.0
2023-05-27,283.3284,287.6294,282.5401,286.649,433997.0
2023-05-28,283.3284,287.6294,282.5401,286.649,433997.0
2023-05-29,283.3284,287.6294,282.5401,286.649,433997.0
2023-05-30,286.9853,287.6481,283.4936,285.7489,443391.0
2023-05-31,284.1366,286.3523,277.9642,279.3985,538205.0
2023-06-01,279.8535,284.1662,278.4588,284.1366,385627.0
2023-06-02,286.4314,293.0687,286.4314,291.2981,318656.0
2023-06-03,286.4314,293.0687,286.4314,291.2981,318656.0
2023-06-04,286.4314,293.0687,286.4314,291.2981,318656.0
2023-06-05,290.3584,291.674,287.9053,291.0508,397996.0
2023-06-06,290.1408,294.2359,288.9637,292.9599,206829.0
2023-06-07,293.2171,302.169,293.2171,301.1996,413543.0
2023-06-08,299.9434,303.3016,299.1125,302.347,325057.0
2023-06-09,302.802,303.7121,299.0927,303.534,294245.0
2023-06-10,302.802,303.7121,299.0927,303.534,294245.0
2023-06-11,302.802,303.7121,299.0927,303.534,294245.0
2023-06-12,303.5439,308.3117,302.558,307.3324,378874.0
2023-06-13,306.2344,312.931,306.2344,312.1199,254929.0
2023-06-14,312.5749,313.1341,309.103,312.0309,281582.0
2023-06-15,311.0516,318.3319,309.9537,317.5405,472132.0
2023-06-16,318.5791,319.3903,313.5146,316.9075,828264.0
2023-06-17,318.5791,319.3903,313.5146,316.9075,828264.0
2023-06-18,318.5791,319.3903,313.5146,316.9075,828264.0
2023-06-19,318.5791,319.3903,313.5146,316.9075,828264.0
2023-06-20,315.8688,318.6484,312.298,317.5801,352096.0
2023-06-21,317.6691,323.0798,316.6404,319.2716,295673.0
2023-06-22,318.5297,320.3745,316.2942,317.9461,277468.0
2023-06-23,315.305,318.0846,312.3821,313.6333,1059850.0
2023-06-24,315.305,318.0846,312.3821,313.6333,1059850.0
2023-06-25,315.305,318.0846,312.3821,313.6333,1059850.0
2023-06-26,316.5613,320.9037,315.5127,315.9875,306372.0
2023-06-27,313.7817,321.7939,313.7817,319.8156,363166.0
2023-06-28,320.1915,322.2292,316.3634,318.3319,697247.0
2023-06-29,318.8561,324.0393,317.1646,323.6634,339207.0
2023-06-30,325.6912,329.1533,323.4161,327.9663,294008.0
2023-07-01,325.6912,329.1533,323.4161,327.9663,294008.0
2023-07-02,325.6912,329.1533,323.4161,327.9663,294008.0
2023-07-03,326.3935,327.897,324.1501,325.4241,119508.0
2023-07-04,326.3935,327.897,324.1501,325.4241,119508.0
2023-07-05,323.525,327.3827,322.9413,324.0987,379361.0
2023-07-06,322.2984,326.5815,321.9522,322.8325,367795.0
2023-07-07,321.3092,327.8179,320.33,324.247,384861.0
2023-07-08,321.3092,327.8179,320.33,324.247,384861.0
2023-07-09,321.3092,327.8179,320.33,324.247,384861.0
2023-07-10,324.7812,331.913,323.5645,331.7943,219689.0
2023-07-11,331.369,333.5748,329.1928,329.2621,357677.0
2023-07-12,331.5372,332.279,326.8288,327.996,336824.0
2023-07-13,328.6785,329.9891,324.9197,329.4599,233780.0
2023-07-14,329.9743,331.8834,323.6931,326.4232,532170.0
2023-07-15,329.9743,331.8834,323.6931,326.4232,532170.0
2023-07-16,329.9743,331.8834,323.6931,326.4232,532170.0
2023-07-17,325.988,330.1227,324.1283,328.362,290767.0
2023-07-18,328.0157,333.9309,328.0157,333.654,299458.0
2023-07-19,331.369,334.287,328.5994,333.6639,279906.0
2023-07-20,335.0289,335.8796,331.3443,334.1485,334488.0
2023-07-21,333.6243,336.3742,330.1029,330.1227,383350.0
2023-07-22,333.6243,336.3742,330.1029,330.1227,383350.0
2023-07-23,333.6243,336.3742,330.1029,330.1227,383350.0
2023-07-24,330.093,332.9714,328.4213,330.1622,542626.0
2023-07-25,326.4232,334.2969,309.6668,315.0676,1231317.0
2023-07-26,317.8768,318.3615,302.0107,306.64,1141395.0
2023-07-27,308.0347,308.0347,304.1819,305.1266,613855.0
2023-07-28,306.363,308.3611,303.6527,306.6202,429461.0
2023-07-29,306.363,308.3611,303.6527,306.6202,429461.0
2023-07-30,306.363,308.3611,303.6527,306.6202,429461.0
2023-07-31,308.5787,308.8359,304.8249,308.6183,408282.0
2023-08-01,307.827,316.9174,307.1346,312.2782,627444.0
2023-08-02,311.0318,311.8578,308.5144,309.7954,450024.0
2023-08-03,307.9753,307.9753,300.3786,303.257,565596.0
2023-08-04,305.3244,305.9772,299.9631,300.9325,329115.0
2023-08-05,305.3244,305.9772,299.9631,300.9325,329115.0
2023-08-06,305.3244,305.9772,299.9631,300.9325,329115.0
2023-08-07,300.9919,306.4421,299.8543,306.3729,368103.0
2023-08-08,305.3046,311.0318,302.2827,310.745,516665.0
2023-08-09,311.0516,311.0516,302.1245,302.4855,301911.0
2023-08-10,302.2184,304.3006,296.5505,299.0927,387710.0
2023-08-11,303.1779,306.4322,302.6833,303.6329,504131.0
2023-08-12,303.1779,306.4322,302.6833,303.6329,504131.0
2023-08-13,303.1779,306.4322,302.6833,303.6329,504131.0
