,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity,HUBB US Equity
2020-05-02,112.1322,112.7135,109.7331,112.6489,250200.0
2020-05-03,112.1322,112.7135,109.7331,112.6489,250200.0
2020-05-04,111.0249,111.0526,108.3213,110.7296,297943.0
2020-05-05,112.5382,114.273,112.1876,112.1876,269526.0
2020-05-06,112.4552,112.4552,109.9268,109.973,318959.0
2020-05-07,112.0953,113.221,109.8161,110.1114,261402.0
2020-05-08,112.4275,114.1069,112.1507,113.0088,258210.0
2020-05-09,112.4275,114.1069,112.1507,113.0088,258210.0
2020-05-10,112.4275,114.1069,112.1507,113.0088,258210.0
2020-05-11,111.6616,113.0273,110.6604,112.1045,382826.0
2020-05-12,112.3444,112.5982,105.3777,105.4792,242971.0
2020-05-13,105.2946,105.2946,100.1365,101.3176,337797.0
2020-05-14,99.2691,104.2612,97.2022,104.0305,543087.0
2020-05-15,102.9232,106.0513,102.2865,104.8148,381501.0
2020-05-16,102.9232,106.0513,102.2865,104.8148,381501.0
2020-05-17,102.9232,106.0513,102.2865,104.8148,381501.0
2020-05-18,109.4562,111.1172,108.6442,110.0468,235729.0
2020-05-19,109.7423,111.1264,108.6534,108.6534,285584.0
2020-05-20,110.6743,111.5739,109.4931,109.5485,262794.0
2020-05-21,109.1794,110.259,108.3582,108.6904,482513.0
2020-05-22,109.5762,109.5762,106.9648,107.8322,310448.0
2020-05-23,109.5762,109.5762,106.9648,107.8322,310448.0
2020-05-24,109.5762,109.5762,106.9648,107.8322,310448.0
2020-05-25,109.5762,109.5762,106.9648,107.8322,310448.0
2020-05-26,111.8277,113.4333,111.2371,111.5047,455613.0
2020-05-27,113.3964,116.2292,113.0642,115.6571,532444.0
2020-05-28,116.7074,116.7074,113.984,115.6199,479326.0
2020-05-29,114.6439,114.6439,112.8314,113.7888,425357.0
2020-05-30,114.6439,114.6439,112.8314,113.7888,425357.0
2020-05-31,114.6439,114.6439,112.8314,113.7888,425357.0
2020-06-01,113.6308,116.2426,112.9058,116.1776,322488.0
2020-06-02,117.042,119.784,116.8003,119.5888,557708.0
2020-06-03,121.4385,123.0187,121.3549,121.9312,265308.0
2020-06-04,120.8901,124.701,119.9142,124.1526,378913.0
2020-06-05,128.3075,129.7761,127.2572,128.0844,295554.0
2020-06-06,128.3075,129.7761,127.2572,128.0844,295554.0
2020-06-07,128.3075,129.7761,127.2572,128.0844,295554.0
2020-06-08,128.2982,130.0178,127.629,128.0472,261254.0
2020-06-09,125.8164,127.0713,124.7475,126.1046,270477.0
2020-06-10,125.7607,125.8257,121.5454,122.2844,365085.0
2020-06-11,117.8693,118.0366,114.3651,114.4859,461981.0
2020-06-12,117.8042,118.7337,112.1715,115.9638,272739.0
2020-06-13,117.8042,118.7337,112.1715,115.9638,272739.0
2020-06-14,117.8042,118.7337,112.1715,115.9638,272739.0
2020-06-15,112.5247,117.86,111.9856,116.5587,295919.0
2020-06-16,120.6763,121.2482,116.9258,118.5385,213982.0
2020-06-17,119.2449,120.0257,117.4463,119.6446,372289.0
2020-06-18,118.3154,120.1279,117.2186,117.8507,280536.0
2020-06-19,118.8638,120.0722,115.5929,117.3023,476867.0
2020-06-20,118.8638,120.0722,115.5929,117.3023,476867.0
2020-06-21,118.8638,120.0722,115.5929,117.3023,476867.0
2020-06-22,116.633,117.5439,114.142,116.9398,232821.0
2020-06-23,118.743,119.2449,116.2426,116.6144,310110.0
2020-06-24,115.5176,115.8058,110.517,110.5727,439628.0
2020-06-25,110.2939,111.6138,108.9089,111.4929,528127.0
2020-06-26,111.242,111.3535,108.974,110.4147,1086751.0
2020-06-27,111.242,111.3535,108.974,110.4147,1086751.0
2020-06-28,111.242,111.3535,108.974,110.4147,1086751.0
2020-06-29,111.4093,113.9003,111.0096,113.4913,395221.0
2020-06-30,114.1141,116.6795,113.7144,116.5215,398135.0
2020-07-01,117.3302,117.3302,113.6122,114.2907,225249.0
2020-07-02,115.9545,117.2372,114.8577,115.1365,129353.0
2020-07-03,115.9545,117.2372,114.8577,115.1365,129353.0
2020-07-04,115.9545,117.2372,114.8577,115.1365,129353.0
2020-07-05,115.9545,117.2372,114.8577,115.1365,129353.0
2020-07-06,117.358,117.5625,115.5176,116.9119,135224.0
2020-07-07,115.6292,116.6144,115.1923,116.1869,411525.0
2020-07-08,116.0289,117.1443,115.3178,116.6051,289019.0
2020-07-09,116.9398,116.9398,113.7144,115.9266,324470.0
2020-07-10,116.0475,116.1079,113.7795,115.8616,240585.0
2020-07-11,116.0475,116.1079,113.7795,115.8616,240585.0
2020-07-12,116.0475,116.1079,113.7795,115.8616,240585.0
2020-07-13,116.4471,117.5068,115.0808,115.2388,301235.0
2020-07-14,115.183,120.7228,114.6067,120.4626,375502.0
2020-07-15,122.461,123.3161,121.5408,122.619,326489.0
2020-07-16,122.0799,123.5578,121.5129,122.3308,240090.0
2020-07-17,123.2975,123.4788,122.1393,122.6097,155198.0
2020-07-18,123.2975,123.4788,122.1393,122.6097,155198.0
2020-07-19,123.2975,123.4788,122.1393,122.6097,155198.0
2020-07-20,121.9219,123.028,120.444,121.1504,165990.0
2020-07-21,121.9869,123.5113,121.9219,122.2844,178948.0
2020-07-22,121.9312,123.8179,121.9312,123.1674,171908.0
2020-07-23,122.5539,124.9334,122.5539,124.1619,193837.0
2020-07-24,124.3757,124.8777,123.1581,123.2417,148932.0
2020-07-25,124.3757,124.8777,123.1581,123.2417,148932.0
2020-07-26,124.3757,124.8777,123.1581,123.2417,148932.0
2020-07-27,123.1209,123.7437,122.4145,123.5764,246020.0
2020-07-28,122.8421,123.3347,121.4757,121.6709,245400.0
2020-07-29,122.6283,125.1983,121.7546,124.4966,272429.0
2020-07-30,122.2472,125.4168,121.9497,123.4276,436656.0
2020-07-31,123.9667,125.914,122.9722,125.4539,467736.0
2020-08-01,123.9667,125.914,122.9722,125.4539,467736.0
2020-08-02,123.9667,125.914,122.9722,125.4539,467736.0
2020-08-03,126.4392,127.6615,125.8815,126.9597,277471.0
2020-08-04,126.1511,127.7219,125.9094,127.4152,239554.0
2020-08-05,128.3261,129.8133,128.1216,129.4787,252843.0
2020-08-06,129.5065,130.5197,128.921,130.4732,287397.0
2020-08-07,130.5197,132.4252,130.1944,132.2021,188812.0
2020-08-08,130.5197,132.4252,130.1944,132.2021,188812.0
2020-08-09,130.5197,132.4252,130.1944,132.2021,188812.0
2020-08-10,132.4066,134.4979,132.1277,134.3864,280524.0
2020-08-11,135.5668,137.0076,133.9867,134.3492,259411.0
2020-08-12,135.604,137.0029,134.9627,136.6822,195996.0
2020-08-13,135.9572,136.9564,135.4925,136.2919,173724.0
2020-08-14,135.1765,137.0912,135.037,135.9851,182340.0
2020-08-15,135.1765,137.0912,135.037,135.9851,182340.0
2020-08-16,135.1765,137.0912,135.037,135.9851,182340.0
2020-08-17,136.5614,136.91,135.6691,136.3011,127077.0
2020-08-18,136.1617,136.4406,134.4236,134.5909,156460.0
2020-08-19,134.5351,135.8271,134.1354,134.721,135705.0
2020-08-20,133.4941,134.1331,132.9364,132.9643,177644.0
2020-08-21,132.7226,134.1726,132.7226,133.8752,138064.0
2020-08-22,132.7226,134.1726,132.7226,133.8752,138064.0
2020-08-23,132.7226,134.1726,132.7226,133.8752,138064.0
2020-08-24,134.7303,135.7806,133.8147,135.6691,176076.0
2020-08-25,136.1989,136.7101,134.484,135.5761,249624.0
2020-08-26,136.2733,137.4444,135.6877,136.7101,228411.0
2020-08-27,138.0021,138.5087,136.91,137.0262,196331.0
2020-08-28,137.5593,137.6715,135.6356,136.5679,106956.0
2020-08-29,137.5593,137.6715,135.6356,136.5679,106956.0
2020-08-30,137.5593,137.6715,135.6356,136.5679,106956.0
2020-08-31,136.1938,136.1938,134.6132,135.5391,188757.0
2020-09-01,135.193,137.3348,134.6693,136.8952,223407.0
2020-09-02,137.0636,139.4392,136.5679,139.3643,128769.0
2020-09-03,139.7572,140.2809,136.1844,136.9233,391018.0
2020-09-04,138.4197,138.4197,134.5945,135.0247,306337.0
2020-09-05,138.4197,138.4197,134.5945,135.0247,306337.0
2020-09-06,138.4197,138.4197,134.5945,135.0247,306337.0
2020-09-07,138.4197,138.4197,134.5945,135.0247,306337.0
2020-09-08,134.2858,134.2858,129.6563,129.7217,384984.0
2020-09-09,130.6851,132.9765,130.1239,132.2095,249238.0
2020-09-10,132.247,133.1074,130.2268,131.3772,265452.0
2020-09-11,132.3218,132.9391,130.7131,131.6484,197225.0
2020-09-12,132.3218,132.9391,130.7131,131.6484,197225.0
2020-09-13,132.3218,132.9391,130.7131,131.6484,197225.0
2020-09-14,133.098,133.9772,132.1581,133.6686,212123.0
2020-09-15,134.1175,135.6513,133.4722,134.2671,257474.0
2020-09-16,134.5664,135.2959,133.3599,133.9024,399178.0
2020-09-17,131.8261,134.2531,130.9376,133.8743,530786.0
2020-09-18,134.3887,134.4682,129.6095,130.0304,791308.0
2020-09-19,134.3887,134.4682,129.6095,130.0304,791308.0
2020-09-20,134.3887,134.4682,129.6095,130.0304,791308.0
2020-09-21,127.8138,128.4311,124.1943,125.644,534250.0
2020-09-22,126.3267,127.5145,125.6907,126.972,403102.0
2020-09-23,127.131,128.1879,123.3034,123.4741,277671.0
2020-09-24,123.3806,125.9152,122.6043,124.3533,255312.0
2020-09-25,123.4274,125.672,123.2965,125.1576,208505.0
2020-09-26,123.4274,125.672,123.2965,125.1576,208505.0
2020-09-27,123.4274,125.672,123.2965,125.1576,208505.0
2020-09-28,127.262,130.2922,127.262,128.0944,232144.0
2020-09-29,128.4217,130.0491,127.1217,127.9354,247685.0
2020-09-30,128.1224,129.9181,127.1684,127.9821,329386.0
2020-10-01,129.2822,130.2174,126.6166,127.3555,161095.0
2020-10-02,124.8677,130.5541,124.8677,128.6088,244215.0
2020-10-03,124.8677,130.5541,124.8677,128.6088,244215.0
2020-10-04,124.8677,130.5541,124.8677,128.6088,244215.0
2020-10-05,129.7872,131.7887,129.7872,131.1527,227121.0
2020-10-06,131.4052,132.5743,129.8153,130.2174,319128.0
2020-10-07,132.1441,133.3365,131.0638,132.1067,414984.0
2020-10-08,133.3225,134.5103,132.5042,133.8369,320967.0
2020-10-09,134.4168,135.8477,134.2204,134.7535,314380.0
2020-10-10,134.4168,135.8477,134.2204,134.7535,314380.0
2020-10-11,134.4168,135.8477,134.2204,134.7535,314380.0
2020-10-12,135.6139,137.2787,134.9873,137.0168,311027.0
2020-10-13,137.0168,137.5499,135.0621,135.2772,219954.0
2020-10-14,135.5204,136.8391,135.1697,135.193,154947.0
2020-10-15,133.3506,135.3988,133.0092,134.9873,203361.0
2020-10-16,136.0161,136.2686,134.688,135.2118,178413.0
2020-10-17,136.0161,136.2686,134.688,135.2118,178413.0
2020-10-18,136.0161,136.2686,134.688,135.2118,178413.0
2020-10-19,135.8384,137.9334,135.4923,136.6334,411612.0
2020-10-20,137.4938,139.2521,137.0262,137.9521,250380.0
2020-10-21,138.2327,139.2428,136.8952,137.7557,298311.0
2020-10-22,138.0082,140.655,138.0082,139.9723,293387.0
2020-10-23,140.4306,144.2277,140.4306,143.4608,467455.0
2020-10-24,140.4306,144.2277,140.4306,143.4608,467455.0
2020-10-25,140.4306,144.2277,140.4306,143.4608,467455.0
2020-10-26,142.0673,142.0673,136.9046,139.355,385160.0
2020-10-27,137.7463,141.4406,137.7463,138.7658,592444.0
2020-10-28,137.2413,138.242,133.2945,134.9031,417727.0
2020-10-29,134.8657,136.2593,133.1261,135.2772,263608.0
2020-10-30,134.8283,136.1844,133.6873,136.0909,251019.0
2020-10-31,134.8283,136.1844,133.6873,136.0909,251019.0
2020-11-01,134.8283,136.1844,133.6873,136.0909,251019.0
2020-11-02,137.8866,140.2996,136.6988,140.2341,253280.0
2020-11-03,142.1795,144.0687,141.0478,143.704,247302.0
2020-11-04,143.3766,143.3766,139.4485,139.9723,248663.0
2020-11-05,142.4881,144.5925,142.0205,143.3486,193983.0
2020-11-06,144.0407,145.0134,143.0493,143.5543,218719.0
2020-11-07,144.0407,145.0134,143.0493,143.5543,218719.0
2020-11-08,144.0407,145.0134,143.0493,143.5543,218719.0
2020-11-09,155.6006,155.6006,147.9033,148.3429,404670.0
2020-11-10,148.4552,150.8382,147.4732,149.7178,276742.0
2020-11-11,151.2236,152.0092,146.0609,147.0242,318390.0
2020-11-12,146.2012,146.6314,141.5903,142.7874,346530.0
2020-11-13,143.3112,146.6407,143.3112,145.4155,423321.0
2020-11-14,143.3112,146.6407,143.3112,145.4155,423321.0
2020-11-15,143.3112,146.6407,143.3112,145.4155,423321.0
2020-11-16,147.9875,151.0365,147.1551,148.8573,426769.0
2020-11-17,147.1271,147.9875,145.5558,145.6587,400905.0
2020-11-18,146.1076,147.2019,144.8076,145.2939,778054.0
2020-11-19,145.5465,147.6321,144.6018,147.5386,271397.0
2020-11-20,147.3048,148.0249,146.6407,147.2767,277845.0
2020-11-21,147.3048,148.0249,146.6407,147.2767,277845.0
2020-11-22,147.3048,148.0249,146.6407,147.2767,277845.0
2020-11-23,148.7357,150.9336,147.8285,149.9703,258131.0
2020-11-24,151.6631,154.9179,150.8915,153.515,295587.0
2020-11-25,152.5423,153.5991,150.6717,152.0372,244139.0
2020-11-26,152.5423,153.5991,150.6717,152.0372,244139.0
2020-11-27,152.6394,153.2368,151.3032,152.6488,108786.0
2020-11-28,152.6394,153.2368,151.3032,152.6488,108786.0
2020-11-29,152.6394,153.2368,151.3032,152.6488,108786.0
2020-11-30,152.8558,152.8558,150.6916,152.0466,352257.0
2020-12-01,153.1757,154.8788,151.5761,152.1407,205023.0
2020-12-02,151.0021,151.6137,146.7961,147.9158,237827.0
2020-12-03,148.7627,149.3037,146.5985,147.0219,166936.0
2020-12-04,147.0125,152.1595,147.0125,151.9619,309216.0
2020-12-05,147.0125,152.1595,147.0125,151.9619,309216.0
2020-12-06,147.0125,152.1595,147.0125,151.9619,309216.0
2020-12-07,151.4161,151.8866,148.264,149.5531,248366.0
2020-12-08,149.4402,152.4606,148.9273,151.5479,213492.0
2020-12-09,152.7617,153.3639,150.3529,152.0748,239256.0
2020-12-10,151.1715,151.1715,149.0732,150.5034,261608.0
2020-12-11,149.7507,151.5055,148.7533,150.9268,322166.0
2020-12-12,149.7507,151.5055,148.7533,150.9268,322166.0
2020-12-13,149.7507,151.5055,148.7533,150.9268,322166.0
2020-12-14,152.7052,153.091,147.9064,148.3957,314332.0
2020-12-15,150.0894,151.5102,148.6215,150.4187,318107.0
2020-12-16,150.0894,151.0492,146.8055,147.2384,261027.0
2020-12-17,148.2452,149.9012,147.5253,149.5813,259211.0
2020-12-18,150.6351,150.9551,146.0136,146.4386,881999.0
2020-12-19,150.6351,150.9551,146.0136,146.4386,881999.0
2020-12-20,150.6351,150.9551,146.0136,146.4386,881999.0
2020-12-21,143.7475,148.4804,143.6534,147.7276,353803.0
2020-12-22,148.3204,149.2896,147.276,148.5557,282141.0
2020-12-23,149.9012,151.275,149.1955,150.1459,331861.0
2020-12-24,150.9927,151.3409,149.6031,151.3314,67475.0
2020-12-25,150.9927,151.3409,149.6031,151.3314,67475.0
2020-12-26,150.9927,151.3409,149.6031,151.3314,67475.0
2020-12-27,150.9927,151.3409,149.6031,151.3314,67475.0
2020-12-28,152.9122,153.2792,148.3298,148.9415,225855.0
2020-12-29,149.1955,149.1955,146.2833,147.53,261816.0
2020-12-30,147.6712,149.3084,146.6738,147.0784,188060.0
2020-12-31,146.6456,148.1605,145.9399,147.53,180126.0
2021-01-01,146.6456,148.1605,145.9399,147.53,180126.0
2021-01-02,146.6456,148.1605,145.9399,147.53,180126.0
2021-01-03,146.6456,148.1605,145.9399,147.53,180126.0
2021-01-04,147.9441,149.5154,145.9869,146.8432,276873.0
2021-01-05,146.9467,150.1882,146.9467,149.0638,243608.0
2021-01-06,148.9603,158.2379,148.9603,158.1439,543601.0
2021-01-07,159.3388,159.48,156.8971,158.5485,277560.0
2021-01-08,159.4894,159.6964,156.3937,157.5511,282052.0
2021-01-09,159.4894,159.6964,156.3937,157.5511,282052.0
2021-01-10,159.4894,159.6964,156.3937,157.5511,282052.0
2021-01-11,156.3184,160.468,155.8291,159.3106,359489.0
2021-01-12,160.0728,162.0017,159.8611,161.7665,251692.0
2021-01-13,161.6536,161.6536,155.4622,155.8762,289127.0
2021-01-14,156.1208,158.5183,153.6215,154.7753,242897.0
2021-01-15,153.4392,153.7967,151.0115,152.9687,182324.0
2021-01-16,153.4392,153.7967,151.0115,152.9687,182324.0
2021-01-17,153.4392,153.7967,151.0115,152.9687,182324.0
2021-01-18,153.4392,153.7967,151.0115,152.9687,182324.0
2021-01-19,154.126,156.9583,153.011,155.7633,319610.0
2021-01-20,155.7068,157.3723,155.2834,156.7136,207330.0
2021-01-21,157.137,157.5039,154.9352,155.7727,239348.0
2021-01-22,154.7282,156.6948,153.8814,156.6007,224509.0
2021-01-23,154.7282,156.6948,153.8814,156.6007,224509.0
2021-01-24,154.7282,156.6948,153.8814,156.6007,224509.0
2021-01-25,156.1491,156.2996,153.6838,154.3989,202278.0
2021-01-26,154.9729,155.1516,152.6075,153.7497,266894.0
2021-01-27,151.8207,152.7052,148.4333,151.642,388160.0
2021-01-28,152.4606,153.1301,150.127,150.3999,267896.0
2021-01-29,149.7601,150.7292,144.5943,146.4103,684220.0
2021-01-30,149.7601,150.7292,144.5943,146.4103,684220.0
2021-01-31,149.7601,150.7292,144.5943,146.4103,684220.0
2021-02-01,148.5274,149.9106,147.3513,149.5719,244652.0
2021-02-02,146.9655,149.7318,140.266,149.092,797865.0
2021-02-03,149.8542,152.4624,148.8474,151.8866,687377.0
2021-02-04,153.0628,153.8391,149.2049,149.5437,348094.0
2021-02-05,150.6257,152.4323,147.3889,152.3477,301298.0
2021-02-06,150.6257,152.4323,147.3889,152.3477,301298.0
2021-02-07,150.6257,152.4323,147.3889,152.3477,301298.0
2021-02-08,153.1286,154.9823,151.8396,154.5306,212626.0
2021-02-09,154.7,155.2552,151.9854,152.9499,222047.0
2021-02-10,153.919,153.919,151.7266,152.3947,174727.0
2021-02-11,153.4392,155.4057,151.4773,154.653,347875.0
2021-02-12,154.3048,155.4716,153.1192,155.4528,148095.0
2021-02-13,154.3048,155.4716,153.1192,155.4528,148095.0
2021-02-14,154.3048,155.4716,153.1192,155.4528,148095.0
2021-02-15,154.3048,155.4716,153.1192,155.4528,148095.0
2021-02-16,156.262,159.1601,155.3587,156.7324,368545.0
2021-02-17,155.8856,159.5741,155.2552,158.4073,432742.0
2021-02-18,158.0027,158.9531,155.4998,157.9086,297461.0
2021-02-19,158.6049,161.0702,158.6049,160.4115,170457.0
2021-02-20,158.6049,161.0702,158.6049,160.4115,170457.0
2021-02-21,158.6049,161.0702,158.6049,160.4115,170457.0
2021-02-22,159.4141,168.0331,159.029,167.6662,568810.0
2021-02-23,167.8261,169.6139,166.1324,169.6045,544200.0
2021-02-24,169.501,169.6421,166.6405,167.478,446717.0
2021-02-25,167.1185,168.7269,163.7502,167.9416,495023.0
2021-02-26,168.9351,169.5501,166.74,167.9511,566950.0
2021-02-27,168.9351,169.5501,166.74,167.9511,566950.0
2021-02-28,168.9351,169.5501,166.74,167.9511,566950.0
2021-03-01,170.3732,173.7935,169.8528,172.3223,240259.0
2021-03-02,172.2277,172.4547,170.307,171.2342,288409.0
2021-03-03,170.3448,171.906,168.7175,169.7109,383075.0
2021-03-04,169.7393,169.9995,163.788,165.4627,258452.0
2021-03-05,166.9765,171.0166,163.9205,170.9787,241890.0
2021-03-06,166.9765,171.0166,163.9205,170.9787,241890.0
2021-03-07,166.9765,171.0166,163.9205,170.9787,241890.0
2021-03-08,172.5494,177.6018,172.0006,175.5297,322663.0
2021-03-09,176.7881,176.8652,173.4577,173.855,360564.0
2021-03-10,174.7633,177.9803,172.871,177.5261,368490.0
2021-03-11,178.2641,180.5159,173.9591,174.6403,363581.0
2021-03-12,173.7983,177.7532,173.7983,177.3842,186311.0
2021-03-13,173.7983,177.7532,173.7983,177.3842,186311.0
