,BAH US Equity,BAH US Equity,BAH US Equity,BAH US Equity,BAH US Equity
2021-05-18,78.8504,78.9642,77.9474,78.1106,463815.0
2021-05-19,77.4088,77.9115,76.5552,77.1432,808456.0
2021-05-20,77.4373,77.9778,76.9725,77.8261,1461798.0
2021-05-21,78.2149,79.5048,78.1334,79.3056,1524111.0
2021-05-22,78.2149,79.5048,78.1334,79.3056,1524111.0
2021-05-23,78.2149,79.5048,78.1334,79.3056,1524111.0
2021-05-24,79.8083,81.5628,79.5143,81.3162,1105594.0
2021-05-25,81.3162,81.5344,80.1592,80.6429,1412930.0
2021-05-26,80.842,81.449,80.5433,81.2688,1225991.0
2021-05-27,81.5913,81.7809,80.7567,81.0507,1137604.0
2021-05-28,81.3826,81.5533,80.5006,80.548,576292.0
2021-05-29,81.3826,81.5533,80.5006,80.548,576292.0
2021-05-30,81.3826,81.5533,80.5006,80.548,576292.0
2021-05-31,81.3826,81.5533,80.5006,80.548,576292.0
2021-06-01,80.7377,81.0033,79.8652,80.5765,619835.0
2021-06-02,80.8325,82.056,80.6523,81.6292,984112.0
2021-06-03,81.2309,81.7525,80.5765,80.8231,501199.0
2021-06-04,81.0033,81.4462,80.8297,81.1929,605294.0
2021-06-05,81.0033,81.4462,80.8297,81.1929,605294.0
2021-06-06,81.0033,81.4462,80.8297,81.1929,605294.0
2021-06-07,81.1929,81.9422,81.051,81.7146,705235.0
2021-06-08,81.8853,81.9517,81.2546,81.7999,643074.0
2021-06-09,82.5302,83.2984,81.8758,82.8811,957600.0
2021-06-10,83.0423,83.9623,82.5302,83.6588,783133.0
2021-06-11,83.7821,84.0856,82.9854,83.5829,592573.0
2021-06-12,83.7821,84.0856,82.9854,83.5829,592573.0
2021-06-13,83.7821,84.0856,82.9854,83.5829,592573.0
2021-06-14,83.7829,83.8686,82.621,83.3638,440050.0
2021-06-15,83.3638,83.5829,82.9543,83.5638,700088.0
2021-06-16,83.7638,84.1448,82.9543,83.5924,790276.0
2021-06-17,83.8115,83.8115,83.2114,83.4972,603902.0
2021-06-18,83.4305,83.7305,82.3733,82.44,1596043.0
2021-06-19,83.4305,83.7305,82.3733,82.44,1596043.0
2021-06-20,83.4305,83.7305,82.3733,82.44,1596043.0
2021-06-21,82.7162,84.0972,82.4019,84.04,564303.0
2021-06-22,84.1353,84.6877,83.5734,84.3924,630604.0
2021-06-23,84.1924,84.3353,82.9543,82.9924,614129.0
2021-06-24,83.44,83.44,81.7257,82.3543,608459.0
2021-06-25,82.1257,83.3734,82.1257,83.3162,1144717.0
2021-06-26,82.1257,83.3734,82.1257,83.3162,1144717.0
2021-06-27,82.1257,83.3734,82.1257,83.3162,1144717.0
2021-06-28,83.2876,83.2876,81.5066,81.7447,738446.0
2021-06-29,81.4686,82.2019,81.0304,81.059,543311.0
2021-06-30,80.9352,81.24,80.7257,81.1257,561795.0
2021-07-01,81.2971,82.2876,81.1543,82.0876,478916.0
2021-07-02,82.2495,83.0686,82.059,82.621,410571.0
2021-07-03,82.2495,83.0686,82.059,82.621,410571.0
2021-07-04,82.2495,83.0686,82.059,82.621,410571.0
2021-07-05,82.2495,83.0686,82.059,82.621,410571.0
2021-07-06,82.621,83.1257,81.5257,83.0019,820691.0
2021-07-07,83.3448,84.7543,83.221,84.7162,557534.0
2021-07-08,83.8686,84.6972,83.5353,84.0686,483662.0
2021-07-09,84.3924,84.9543,83.9829,84.5734,475874.0
2021-07-10,84.3924,84.9543,83.9829,84.5734,475874.0
2021-07-11,84.3924,84.9543,83.9829,84.5734,475874.0
2021-07-12,84.5258,85.0401,84.1781,84.6972,790248.0
2021-07-13,84.8591,85.121,84.4924,84.5924,628569.0
2021-07-14,84.7067,84.802,84.1258,84.621,363110.0
2021-07-15,84.6972,85.3067,84.4686,85.0972,600368.0
2021-07-16,85.0686,85.602,84.7353,85.1924,759097.0
2021-07-17,85.0686,85.602,84.7353,85.1924,759097.0
2021-07-18,85.0686,85.602,84.7353,85.1924,759097.0
2021-07-19,85.0686,85.0686,83.0305,83.7448,577413.0
2021-07-20,83.7448,85.4782,83.7162,84.9448,924389.0
2021-07-21,84.9448,85.3925,84.3924,84.5734,380022.0
2021-07-22,84.5734,84.6781,84.2781,84.5543,359682.0
2021-07-23,84.5924,85.4401,84.4115,85.421,663923.0
2021-07-24,84.5924,85.4401,84.4115,85.421,663923.0
2021-07-25,84.5924,85.4401,84.4115,85.421,663923.0
2021-07-26,85.1924,85.7067,85.0782,85.5163,596591.0
2021-07-27,85.5163,85.6591,84.9067,85.5067,833769.0
2021-07-28,85.5258,86.0019,84.7829,85.6401,368140.0
2021-07-29,86.0496,86.3353,85.3258,85.4401,436910.0
2021-07-30,83.4591,83.9638,81.0369,81.7257,1310703.0
2021-07-31,83.4591,83.9638,81.0369,81.7257,1310703.0
2021-08-01,83.4591,83.9638,81.0369,81.7257,1310703.0
2021-08-02,81.9162,83.0543,81.4019,81.6876,810390.0
2021-08-03,81.8019,81.8495,78.7447,78.8209,1367843.0
2021-08-04,78.5923,79.5066,78.0447,78.097,1165815.0
2021-08-05,77.9542,79.1161,77.7732,78.1066,883886.0
2021-08-06,77.9828,78.8304,77.7637,77.8875,696121.0
2021-08-07,77.9828,78.8304,77.7637,77.8875,696121.0
2021-08-08,77.9828,78.8304,77.7637,77.8875,696121.0
2021-08-09,77.7447,77.9066,77.0399,77.1161,1062602.0
2021-08-10,77.2875,77.8066,76.9351,77.3351,689706.0
2021-08-11,77.3351,77.878,77.3351,77.8399,453656.0
2021-08-12,77.7447,78.0018,77.3827,77.6589,535440.0
2021-08-13,77.7833,77.9747,76.951,77.0945,390198.0
2021-08-14,77.7833,77.9747,76.951,77.0945,390198.0
2021-08-15,77.7833,77.9747,76.951,77.0945,390198.0
2021-08-16,77.1806,78.1756,76.8744,77.946,586421.0
2021-08-17,77.7451,78.3478,77.1328,78.1373,874900.0
2021-08-18,77.8503,78.2043,76.4343,76.4822,878882.0
2021-08-19,76.1856,77.8073,76.109,77.7929,1178263.0
2021-08-20,77.9077,78.7018,77.6398,78.6923,820604.0
2021-08-21,77.9077,78.7018,77.6398,78.6923,820604.0
2021-08-22,77.9077,78.7018,77.6398,78.6923,820604.0
2021-08-23,78.7114,78.7879,77.4963,77.7929,719346.0
2021-08-24,77.7355,77.9556,77.2667,77.5537,935870.0
2021-08-25,77.6111,78.1326,76.884,77.8695,735780.0
2021-08-26,77.7451,77.9364,77.1949,77.6016,531708.0
2021-08-27,77.5346,78.367,77.3145,78.1469,527952.0
2021-08-28,77.5346,78.367,77.3145,78.1469,527952.0
2021-08-29,77.5346,78.367,77.3145,78.1469,527952.0
2021-08-30,78.2043,78.4626,78.0704,78.2234,471557.0
2021-08-31,78.166,78.7879,77.8025,78.367,875837.0
2021-09-01,78.6827,79.4385,78.1708,78.9123,624158.0
2021-09-02,79.0462,80.2613,78.9314,80.0126,468469.0
2021-09-03,80.1082,80.2804,79.4863,79.5246,471885.0
2021-09-04,80.1082,80.2804,79.4863,79.5246,471885.0
2021-09-05,80.1082,80.2804,79.4863,79.5246,471885.0
2021-09-06,80.1082,80.2804,79.4863,79.5246,471885.0
2021-09-07,79.6012,79.6107,78.2426,78.3574,935163.0
2021-09-08,78.3574,79.3859,78.2282,79.1706,885919.0
2021-09-09,79.1419,79.4481,78.52,78.7879,664908.0
2021-09-10,78.941,79.1228,77.9364,77.9651,616653.0
2021-09-11,78.941,79.1228,77.9364,77.9651,616653.0
2021-09-12,78.941,79.1228,77.9364,77.9651,616653.0
2021-09-13,78.1756,79.4002,77.826,78.6827,930557.0
2021-09-14,78.9601,78.9601,76.3865,76.5109,725049.0
2021-09-15,76.4056,77.5729,75.9942,77.0562,928763.0
2021-09-16,77.6494,77.9938,76.5491,76.6544,490433.0
2021-09-17,76.3961,77.1232,76.353,76.4726,1739128.0
2021-09-18,76.3961,77.1232,76.353,76.4726,1739128.0
2021-09-19,76.3961,77.1232,76.353,76.4726,1739128.0
2021-09-20,75.7072,76.463,75.5828,76.3769,883668.0
2021-09-21,76.7405,76.9204,74.4252,74.6931,1098752.0
2021-09-22,75.0088,75.6355,74.6357,74.9896,600460.0
2021-09-23,75.1619,75.6689,74.9609,75.0375,676897.0
2021-09-24,75.2001,76.0134,75.1475,75.7168,544978.0
2021-09-25,75.2001,76.0134,75.1475,75.7168,544978.0
2021-09-26,75.2001,76.0134,75.1475,75.7168,544978.0
2021-09-27,76.0134,76.597,75.7455,76.0325,499965.0
2021-09-28,75.6498,75.889,75.0279,75.0853,731116.0
2021-09-29,75.2097,76.5013,75.1332,76.0134,635800.0
2021-09-30,76.7501,76.9988,75.645,75.9177,854866.0
2021-10-01,76.2526,77.525,76.0038,77.3145,822353.0
2021-10-02,76.2526,77.525,76.0038,77.3145,822353.0
2021-10-03,76.2526,77.525,76.0038,77.3145,822353.0
2021-10-04,77.305,78.4531,77.2619,77.7355,1132643.0
2021-10-05,77.6972,78.1086,75.0566,76.3865,1871147.0
2021-10-06,76.3865,77.1997,76.1377,76.8075,1751205.0
2021-10-07,77.1232,78.3096,76.9605,77.4963,1037551.0
2021-10-08,77.6016,77.8599,76.664,77.3241,643565.0
2021-10-09,77.6016,77.8599,76.664,77.3241,643565.0
2021-10-10,77.6016,77.8599,76.664,77.3241,643565.0
2021-10-11,77.1423,77.6303,76.7883,76.8457,501814.0
2021-10-12,76.8075,77.2667,76.5204,76.7214,585638.0
2021-10-13,76.9414,77.4581,75.9847,76.8362,698504.0
2021-10-14,77.1615,77.4293,76.4152,77.171,1028751.0
2021-10-15,77.2189,77.4963,76.6927,77.4676,1018936.0
2021-10-16,77.2189,77.4963,76.6927,77.4676,1018936.0
2021-10-17,77.2189,77.4963,76.6927,77.4676,1018936.0
2021-10-18,77.3528,77.4963,76.3769,77.3432,650585.0
2021-10-19,77.6207,77.635,76.6831,77.4676,596541.0
2021-10-20,77.6207,78.3383,77.3624,77.6398,681092.0
2021-10-21,78.0512,79.6681,77.6111,79.5151,1074392.0
2021-10-22,79.7255,80.5101,79.362,79.362,706874.0
2021-10-23,79.7255,80.5101,79.362,79.362,706874.0
2021-10-24,79.7255,80.5101,79.362,79.362,706874.0
2021-10-25,79.2854,80.1274,78.9984,80.0413,797278.0
2021-10-26,80.1848,80.3474,79.0271,79.0654,445149.0
2021-10-27,79.0845,79.0845,76.2334,76.243,812825.0
2021-10-28,76.3291,77.0754,75.6785,77.0754,872929.0
2021-10-29,78.0608,83.2464,77.879,83.1028,1803777.0
2021-10-30,78.0608,83.2464,77.879,83.1028,1803777.0
2021-10-31,78.0608,83.2464,77.879,83.1028,1803777.0
2021-11-01,82.9402,84.3179,82.5288,83.8108,1103365.0
2021-11-02,83.8587,84.5858,83.1602,83.983,1188815.0
2021-11-03,83.9065,84.1935,82.1652,82.988,851622.0
2021-11-04,83.2177,84.2653,82.8637,83.6386,517264.0
2021-11-05,83.7534,84.7197,82.4857,83.0454,648849.0
2021-11-06,83.7534,84.7197,82.4857,83.0454,648849.0
2021-11-07,83.7534,84.7197,82.4857,83.0454,648849.0
2021-11-08,83.2464,84.0118,82.8828,83.9352,464749.0
2021-11-09,83.8204,84.4519,83.3707,84.0213,874837.0
2021-11-10,83.7726,84.7293,83.5238,84.4423,747665.0
2021-11-11,84.3753,85.0355,83.9687,84.9111,635446.0
2021-11-12,85.2666,87.0343,84.9111,86.3234,912890.0
2021-11-13,85.2666,87.0343,84.9111,86.3234,912890.0
2021-11-14,85.2666,87.0343,84.9111,86.3234,912890.0
2021-11-15,86.3618,86.554,85.4107,85.5356,676911.0
2021-11-16,85.1705,86.0832,85.0264,85.1321,488317.0
2021-11-17,84.6421,85.8911,84.2578,85.3338,1238121.0
2021-11-18,85.7854,85.8046,83.4027,83.4123,537340.0
2021-11-19,83.6813,84.4403,83.0568,83.9119,848973.0
2021-11-20,83.6813,84.4403,83.0568,83.9119,848973.0
2021-11-21,83.6813,84.4403,83.0568,83.9119,848973.0
2021-11-22,84.008,85.7277,83.566,84.9976,434296.0
2021-11-23,84.8342,85.2474,84.4115,84.5172,645502.0
2021-11-24,84.5172,85.1583,83.4027,83.5756,648701.0
2021-11-25,84.5172,85.1583,83.4027,83.5756,648701.0
2021-11-26,83.4315,83.4315,81.779,81.8559,746197.0
2021-11-27,83.4315,83.4315,81.779,81.8559,746197.0
2021-11-28,83.4315,83.4315,81.779,81.8559,746197.0
2021-11-29,82.2114,83.2586,81.976,82.7014,789891.0
2021-11-30,82.1441,82.1441,80.5493,80.6454,1244682.0
2021-12-01,81.6061,83.0568,80.6165,80.6165,720066.0
2021-12-02,80.8183,83.6621,80.8183,83.0184,940123.0
2021-12-03,83.2586,83.9023,82.2018,82.6149,748808.0
2021-12-04,83.2586,83.9023,82.2018,82.6149,748808.0
2021-12-05,83.2586,83.9023,82.2018,82.6149,748808.0
2021-12-06,83.6429,84.7093,82.7691,83.0857,542175.0
2021-12-07,83.2394,83.7005,82.5188,82.8551,525135.0
2021-12-08,82.5092,82.8455,81.5293,82.1345,501907.0
2021-12-09,82.0673,82.3027,79.8785,80.2611,751276.0
2021-12-10,80.386,80.6261,79.6462,80.1554,711232.0
2021-12-11,80.386,80.6261,79.6462,80.1554,711232.0
2021-12-12,80.386,80.6261,79.6462,80.1554,711232.0
2021-12-13,80.2995,81.8367,79.9632,81.414,789268.0
2021-12-14,81.2026,81.779,80.7895,80.8279,947903.0
2021-12-15,80.6069,81.0585,79.137,79.7807,816110.0
2021-12-16,79.7519,80.3571,78.9833,79.5021,728711.0
2021-12-17,78.9448,79.6846,77.8688,78.7239,1134264.0
2021-12-18,78.9448,79.6846,77.8688,78.7239,1134264.0
2021-12-19,78.9448,79.6846,77.8688,78.7239,1134264.0
2021-12-20,78.0321,78.4164,76.7063,78.0033,749250.0
2021-12-21,78.4068,79.8527,78.0513,79.0505,834206.0
2021-12-22,78.9929,80.1169,78.6758,79.1562,418432.0
2021-12-23,79.3483,80.0113,78.9112,79.7423,270968.0
2021-12-24,79.3483,80.0113,78.9112,79.7423,270968.0
2021-12-25,79.3483,80.0113,78.9112,79.7423,270968.0
2021-12-26,79.3483,80.0113,78.9112,79.7423,270968.0
2021-12-27,80.0017,80.8279,79.5885,80.703,240802.0
2021-12-28,80.5973,81.6061,80.5397,81.3563,345405.0
2021-12-29,81.6734,82.2306,81.4284,81.8271,345871.0
2021-12-30,82.2498,82.4996,81.6638,81.6638,325111.0
2021-12-31,81.5196,81.9039,81.2122,81.462,338425.0
2022-01-01,81.5196,81.9039,81.2122,81.462,338425.0
2022-01-02,81.5196,81.9039,81.2122,81.462,338425.0
2022-01-03,81.5581,84.8487,81.5581,84.7382,1023369.0
2022-01-04,85.305,87.4283,85.0552,86.7365,1179554.0
2022-01-05,86.4099,87.2457,85.0072,85.2281,546085.0
2022-01-06,85.1609,85.4875,83.3835,83.5853,523623.0
2022-01-07,83.9215,84.7189,83.4796,83.9792,536474.0
2022-01-08,83.9215,84.7189,83.4796,83.9792,536474.0
2022-01-09,83.9215,84.7189,83.4796,83.9792,536474.0
2022-01-10,83.9215,84.2386,82.6053,83.1241,1047524.0
2022-01-11,83.5756,83.5756,81.7598,82.9992,1069964.0
2022-01-12,82.6149,83.0665,81.6349,82.3651,649711.0
2022-01-13,82.711,83.3547,82.5284,82.8839,916698.0
2022-01-14,82.7878,85.7085,82.3363,85.4587,734873.0
2022-01-15,82.7878,85.7085,82.3363,85.4587,734873.0
2022-01-16,82.7878,85.7085,82.3363,85.4587,734873.0
2022-01-17,82.7878,85.7085,82.3363,85.4587,734873.0
2022-01-18,84.8342,84.8342,82.8599,84.5844,845400.0
2022-01-19,84.3154,84.8631,83.3739,83.6333,982026.0
2022-01-20,83.9792,84.3923,82.1922,82.3939,399035.0
2022-01-21,82.0769,83.47,81.9039,82.0192,792279.0
2022-01-22,82.0769,83.47,81.9039,82.0192,792279.0
2022-01-23,82.0769,83.47,81.9039,82.0192,792279.0
2022-01-24,82.538,83.4988,80.6261,83.2874,1453601.0
2022-01-25,82.1922,83.3162,79.5933,82.0577,1344142.0
2022-01-26,82.9704,83.5756,80.2515,80.9048,757050.0
2022-01-27,80.655,81.2458,78.2339,78.8199,1357212.0
2022-01-28,72.1619,74.8328,70.4422,72.2964,3330654.0
2022-01-29,72.1619,74.8328,70.4422,72.2964,3330654.0
2022-01-30,72.1619,74.8328,70.4422,72.2964,3330654.0
2022-01-31,70.9418,73.8529,70.9418,73.7184,1711376.0
2022-02-01,73.9201,74.5446,72.5991,73.6511,1637200.0
2022-02-02,73.4493,75.5534,73.2572,75.3132,1531645.0
2022-02-03,74.3813,74.8905,73.5646,73.5646,1027145.0
2022-02-04,73.4493,74.4773,72.8249,73.6415,754238.0
2022-02-05,73.4493,74.4773,72.8249,73.6415,754238.0
2022-02-06,73.4493,74.4773,72.8249,73.6415,754238.0
2022-02-07,73.4974,73.6799,72.2388,72.5655,1523899.0
2022-02-08,72.4213,72.8489,71.8833,72.0082,1653350.0
2022-02-09,72.4406,72.969,71.989,72.5847,1018956.0
2022-02-10,71.9953,73.0002,71.8697,72.3141,1183891.0
2022-02-11,72.2658,72.5944,71.1257,72.1402,1459652.0
2022-02-12,72.2658,72.5944,71.1257,72.1402,1459652.0
2022-02-13,72.2658,72.5944,71.1257,72.1402,1459652.0
2022-02-14,72.4494,72.4494,71.087,71.8214,827241.0
2022-02-15,71.9663,72.2079,71.0484,71.2223,1110232.0
2022-02-16,71.029,71.7102,70.1884,71.4735,2394066.0
2022-02-17,71.2706,71.8793,70.1884,71.3769,1125041.0
2022-02-18,71.5508,72.1692,70.43,70.5652,936878.0
2022-02-19,71.5508,72.1692,70.43,70.5652,936878.0
2022-02-20,71.5508,72.1692,70.43,70.5652,936878.0
2022-02-21,71.5508,72.1692,70.43,70.5652,936878.0
2022-02-22,70.43,70.5652,68.7004,68.9709,1351188.0
2022-02-23,68.9516,70.1594,68.1013,68.1013,1082491.0
2022-02-24,67.3283,72.9229,67.3283,72.604,1418520.0
2022-02-25,73.0582,74.5558,72.9519,73.8118,1448308.0
2022-02-26,73.0582,74.5558,72.9519,73.8118,1448308.0
2022-02-27,73.0582,74.5558,72.9519,73.8118,1448308.0
2022-02-28,74.1404,78.1503,74.0631,77.9667,1714454.0
2022-03-01,78.2373,80.4983,78.1008,79.6963,1988594.0
2022-03-02,79.5707,80.6046,78.4184,78.8557,1472853.0
2022-03-03,79.2518,79.9572,78.4595,79.8509,1211362.0
2022-03-04,79.9089,83.9961,79.9089,83.4164,1850769.0
2022-03-05,79.9089,83.9961,79.9089,83.4164,1850769.0
2022-03-06,79.9089,83.9961,79.9089,83.4164,1850769.0
2022-03-07,83.484,86.5567,82.5371,84.0058,2448828.0
2022-03-08,82.8463,84.4213,80.3533,80.5563,1481266.0
2022-03-09,79.4547,81.0394,78.9426,80.6819,1043998.0
2022-03-10,80.7978,81.5418,79.9475,80.9911,880662.0
2022-03-11,81.8704,82.3583,80.3002,80.5079,915311.0
2022-03-12,81.8704,82.3583,80.3002,80.5079,915311.0
2022-03-13,81.8704,82.3583,80.3002,80.5079,915311.0
2022-03-14,80.7398,81.0394,79.8509,80.6722,638684.0
2022-03-15,80.6915,82.2665,80.305,82.0829,688705.0
2022-03-16,81.9187,82.6723,79.3098,81.0104,871320.0
2022-03-17,81.1843,82.8559,80.9307,82.4211,707381.0
2022-03-18,83.2521,84.228,82.595,83.7545,2367943.0
2022-03-19,83.2521,84.228,82.595,83.7545,2367943.0
2022-03-20,83.2521,84.228,82.595,83.7545,2367943.0
2022-03-21,83.6386,85.3247,82.4501,82.5661,1055158.0
2022-03-22,82.9719,83.1361,82.0443,82.74,844776.0
2022-03-23,82.8753,83.6096,82.3342,83.0105,676113.0
2022-03-24,82.8366,84.7111,82.7303,84.199,605114.0
2022-03-25,84.7401,85.8803,84.4502,84.972,743916.0
2022-03-26,84.7401,85.8803,84.4502,84.972,743916.0
2022-03-27,84.7401,85.8803,84.4502,84.972,743916.0
2022-03-28,84.9044,87.0253,84.8174,85.687,1059073.0
2022-03-29,86.4407,86.5567,83.5033,83.7642,2008191.0
2022-03-30,83.8898,86.4407,83.6009,86.3924,916251.0
2022-03-31,86.0059,86.7306,84.8367,84.8754,1003241.0
2022-04-01,84.8271,86.8176,84.6725,86.2958,949761.0
2022-04-02,84.8271,86.8176,84.6725,86.2958,949761.0
2022-04-03,84.8271,86.8176,84.6725,86.2958,949761.0
2022-04-04,86.4117,86.8176,85.0397,85.2812,1164001.0
2022-04-05,85.3585,86.9335,84.7594,84.8271,975447.0
2022-04-06,84.6532,85.9189,84.5469,85.5228,614532.0
2022-04-07,85.3199,86.9625,85.2329,86.3441,618058.0
2022-04-08,86.3441,87.407,85.6484,85.8513,586726.0
2022-04-09,86.3441,87.407,85.6484,85.8513,586726.0
2022-04-10,86.3441,87.407,85.6484,85.8513,586726.0
2022-04-11,85.9479,86.8465,85.1266,85.4165,572073.0
2022-04-12,85.4648,85.7837,84.4986,84.6145,699024.0
2022-04-13,86.2861,86.6533,84.5855,85.0976,1160293.0
2022-04-14,85.5808,85.9962,84.6242,84.8174,878151.0
2022-04-15,85.5808,85.9962,84.6242,84.8174,878151.0
2022-04-16,85.5808,85.9962,84.6242,84.8174,878151.0
2022-04-17,85.5808,85.9962,84.6242,84.8174,878151.0
2022-04-18,84.7401,84.9817,83.8512,84.0734,624788.0
2022-04-19,84.0831,84.9334,83.8125,84.4309,1052298.0
2022-04-20,85.03,86.8272,84.9044,86.8176,992977.0
2022-04-21,86.9625,88.3732,86.7306,86.8659,1027531.0
2022-04-22,86.4117,87.0978,84.8851,85.0493,656227.0
2022-04-23,86.4117,87.0978,84.8851,85.0493,656227.0
2022-04-24,86.4117,87.0978,84.8851,85.0493,656227.0
2022-04-25,84.3343,84.5551,82.8849,84.4213,816491.0
2022-04-26,84.3536,84.8561,82.7786,82.8269,663283.0
2022-04-27,82.5854,83.6869,81.6288,81.9477,972884.0
2022-04-28,82.7496,82.7496,80.5997,80.6432,1061284.0
2022-04-29,80.4693,80.9428,78.532,78.875,1236409.0
2022-04-30,80.4693,80.9428,78.532,78.875,1236409.0
2022-05-01,80.4693,80.9428,78.532,78.875,1236409.0
2022-05-02,78.7204,80.6529,78.7204,79.6673,1049984.0
2022-05-03,79.59,81.107,79.3774,80.4306,956433.0
2022-05-04,80.7688,84.0299,80.6094,83.7449,1002076.0
2022-05-05,83.2328,83.513,81.3293,82.5371,1137511.0
2022-05-06,81.8897,82.8559,80.9234,81.4935,695110.0
2022-05-07,81.8897,82.8559,80.9234,81.4935,695110.0
2022-05-08,81.8897,82.8559,80.9234,81.4935,695110.0
2022-05-09,80.8558,80.9089,78.0343,78.6527,632332.0
2022-05-10,79.2905,79.8026,77.3,78.9233,1011712.0
2022-05-11,78.5465,79.5417,77.1164,77.2324,639981.0
2022-05-12,77.4739,77.9474,76.2854,76.9328,1435294.0
2022-05-13,77.3483,78.073,77.0778,77.8121,871222.0
2022-05-14,77.3483,78.073,77.0778,77.8121,871222.0
2022-05-15,77.3483,78.073,77.0778,77.8121,871222.0
2022-05-16,78.4692,79.9765,77.9474,79.4354,1287024.0
2022-05-17,79.9185,80.6529,79.2615,80.5659,901931.0
2022-05-18,79.9958,80.363,76.4207,77.0294,1574663.0
2022-05-19,76.1212,79.5997,76.0149,78.1116,1460795.0
2022-05-20,77.957,78.5068,74.0147,76.1791,1845075.0
2022-05-21,77.957,78.5068,74.0147,76.1791,1845075.0
2022-05-22,77.957,78.5068,74.0147,76.1791,1845075.0
2022-05-23,76.0922,78.4682,75.4158,78.3435,1201202.0
2022-05-24,77.8508,82.1119,77.8508,81.996,1595640.0
2022-05-25,82.1602,83.0299,80.7495,81.7737,1177847.0
2022-05-26,82.4501,84.8851,82.4501,83.5323,1471041.0
2022-05-27,83.8318,84.4116,83.2038,83.9285,1005718.0
2022-05-28,83.8318,84.4116,83.2038,83.9285,1005718.0
2022-05-29,83.8318,84.4116,83.2038,83.9285,1005718.0
2022-05-30,83.8318,84.4116,83.2038,83.9285,1005718.0
2022-05-31,83.484,83.484,82.0926,82.9622,1256744.0
2022-06-01,83.1748,83.3391,82.0491,82.4018,1029308.0
2022-06-02,82.6337,84.7498,81.9525,84.5179,1661287.0
2022-06-03,84.5469,84.5469,83.4164,84.2667,1015119.0
2022-06-04,84.5469,84.5469,83.4164,84.2667,1015119.0
2022-06-05,84.5469,84.5469,83.4164,84.2667,1015119.0
2022-06-06,84.0637,85.5035,84.0637,85.059,610297.0
2022-06-07,82.5467,85.9093,82.3515,85.7933,956192.0
2022-06-08,85.3295,85.3295,83.7062,83.9961,686459.0
2022-06-09,83.8898,84.4019,83.0299,83.2328,595599.0
2022-06-10,82.7786,83.0299,81.8704,82.0443,1049914.0
2022-06-11,82.7786,83.0299,81.8704,82.0443,1049914.0
2022-06-12,82.7786,83.0299,81.8704,82.0443,1049914.0
2022-06-13,80.1891,81.3776,79.9958,80.4886,1222537.0
2022-06-14,80.3429,80.9937,78.9346,79.663,987302.0
2022-06-15,80.3138,81.5084,79.8719,80.7994,722844.0
2022-06-16,79.8184,79.9544,77.8516,78.3615,889348.0
2022-06-17,78.8472,79.1288,77.5554,78.7986,2516877.0
2022-06-18,78.8472,79.1288,77.5554,78.7986,2516877.0
2022-06-19,78.8472,79.1288,77.5554,78.7986,2516877.0
2022-06-20,78.8472,79.1288,77.5554,78.7986,2516877.0
2022-06-21,79.6242,81.9455,79.4105,81.8387,1070115.0
2022-06-22,81.761,83.1644,81.3142,82.2272,955661.0
2022-06-23,82.5186,82.9459,81.1831,82.538,697921.0
2022-06-24,83.3927,87.0641,83.0819,86.9669,1262902.0
2022-06-25,83.3927,87.0641,83.0819,86.9669,1262902.0
2022-06-26,83.3927,87.0641,83.0819,86.9669,1262902.0
2022-06-27,86.7144,87.2195,85.5382,86.1608,800769.0
2022-06-28,86.0831,86.8018,84.7816,85.0633,809389.0
2022-06-29,85.3352,86.3356,84.5389,85.986,700349.0
2022-06-30,85.7043,88.0645,85.51,87.7634,1550974.0
2022-07-01,87.7634,90.7646,86.933,90.1721,1386748.0
2022-07-02,87.7634,90.7646,86.933,90.1721,1386748.0
2022-07-03,87.7634,90.7646,86.933,90.1721,1386748.0
2022-07-04,87.7634,90.7646,86.933,90.1721,1386748.0
2022-07-05,88.958,89.4,86.7824,87.5303,1626112.0
2022-07-06,88.0548,90.5995,87.3166,89.2688,1650660.0
2022-07-07,89.1037,90.0459,88.8221,89.735,680272.0
2022-07-08,89.3465,90.2304,89.0357,89.8807,1196129.0
2022-07-09,89.3465,90.2304,89.0357,89.8807,1196129.0
2022-07-10,89.3465,90.2304,89.0357,89.8807,1196129.0
2022-07-11,89.2883,89.9196,87.9576,89.2883,875926.0
2022-07-12,89.2786,90.5509,87.5594,87.8411,1045757.0
2022-07-13,87.2972,88.5987,86.8504,87.3846,856001.0
2022-07-14,86.9087,87.9188,86.763,87.6274,916647.0
2022-07-15,87.9188,88.7249,86.9864,87.7051,906385.0
2022-07-16,87.9188,88.7249,86.9864,87.7051,906385.0
2022-07-17,87.9188,88.7249,86.9864,87.7051,906385.0
2022-07-18,87.744,88.6958,87.4137,87.4526,596367.0
2022-07-19,87.8022,90.2401,87.676,90.007,1137966.0
2022-07-20,90.6675,90.8422,89.4922,90.3664,863606.0
2022-07-21,90.4246,90.6577,89.6671,90.5898,587744.0
2022-07-22,91.1531,91.8913,90.7055,91.561,1147233.0
2022-07-23,91.1531,91.8913,90.7055,91.561,1147233.0
2022-07-24,91.1531,91.8913,90.7055,91.561,1147233.0
2022-07-25,91.7164,92.6585,91.4153,92.3283,1422988.0
2022-07-26,91.9592,92.5808,91.493,92.4157,796688.0
2022-07-27,92.6197,92.6197,91.2696,91.5027,787671.0
