,BAH US Equity,BAH US Equity,BAH US Equity,BAH US Equity,BAH US Equity
2019-02-17,49.2679,49.7556,49.2679,49.5071,1095074.0
2019-02-18,49.2679,49.7556,49.2679,49.5071,1095074.0
2019-02-19,49.3875,49.7372,49.0562,49.7372,650768.0
2019-02-20,49.9672,50.0776,49.1942,49.4703,1142510.0
2019-02-21,49.5347,49.5807,48.9458,49.3783,683064.0
2019-02-22,49.5163,49.9856,49.4611,49.7924,1098885.0
2019-02-23,49.5163,49.9856,49.4611,49.7924,1098885.0
2019-02-24,49.5163,49.9856,49.4611,49.7924,1098885.0
2019-02-25,49.9396,50.1052,49.1574,49.1758,660476.0
2019-02-26,49.185,49.2126,48.5225,48.5685,1253679.0
2019-02-27,48.3937,48.6881,48.3845,48.5225,1416126.0
2019-02-28,48.3937,49.0378,48.3937,48.6421,1453422.0
2019-03-01,49.0286,49.2494,48.4029,49.2494,674181.0
2019-03-02,49.0286,49.2494,48.4029,49.2494,674181.0
2019-03-03,49.0286,49.2494,48.4029,49.2494,674181.0
2019-03-04,49.4427,49.5623,48.4581,48.9642,1428516.0
2019-03-05,48.9458,49.1022,48.7433,48.8906,1031818.0
2019-03-06,48.8814,48.9274,48.4121,48.5409,590387.0
2019-03-07,48.5501,48.7617,48.0256,48.5869,782420.0
2019-03-08,48.3476,49.093,48.32,49.0654,1010604.0
2019-03-09,48.3476,49.093,48.32,49.0654,1010604.0
2019-03-10,48.3476,49.093,48.32,49.0654,1010604.0
2019-03-11,49.3139,50.9702,49.231,50.8138,2262760.0
2019-03-12,50.9242,51.3107,50.7379,51.2463,1760809.0
2019-03-13,51.5224,51.78,51.3475,51.5592,2026511.0
2019-03-14,51.5316,51.8168,51.4027,51.78,1279066.0
2019-03-15,51.9641,52.1113,51.6236,52.0745,1769424.0
2019-03-16,51.9641,52.1113,51.6236,52.0745,1769424.0
2019-03-17,51.9641,52.1113,51.6236,52.0745,1769424.0
2019-03-18,52.2217,52.5622,51.9457,52.5346,1690154.0
2019-03-19,52.8843,52.9119,52.4242,52.6542,1473186.0
2019-03-20,52.6634,52.7616,51.7708,52.2585,1389303.0
2019-03-21,51.9825,53.1971,51.9825,52.8843,1060828.0
2019-03-22,52.7554,53.1051,52.5162,52.5622,1296941.0
2019-03-23,52.7554,53.1051,52.5162,52.5622,1296941.0
2019-03-24,52.7554,53.1051,52.5162,52.5622,1296941.0
2019-03-25,52.6266,52.6358,51.918,52.0193,917954.0
2019-03-26,52.4978,53.0131,52.2401,53.0039,827900.0
2019-03-27,52.9487,53.2355,52.3966,52.829,750665.0
2019-03-28,53.0407,53.2984,52.8014,53.2984,808057.0
2019-03-29,53.5836,53.7585,53.2523,53.5008,1066153.0
2019-03-30,53.5836,53.7585,53.2523,53.5008,1066153.0
2019-03-31,53.5836,53.7585,53.2523,53.5008,1066153.0
2019-04-01,53.7861,54.0805,53.1971,54.0437,764136.0
2019-04-02,53.9793,53.9793,53.0775,53.326,894510.0
2019-04-03,53.602,53.7769,53.3352,53.5652,770703.0
2019-04-04,53.7124,53.7124,53.2063,53.372,671511.0
2019-04-05,53.6848,54.0621,53.556,53.9241,1161350.0
2019-04-06,53.6848,54.0621,53.556,53.9241,1161350.0
2019-04-07,53.6848,54.0621,53.556,53.9241,1161350.0
2019-04-08,53.9885,54.0437,53.2247,53.6848,616209.0
2019-04-09,53.372,53.372,52.668,52.8014,906823.0
2019-04-10,52.9211,53.0683,52.783,52.9119,1143818.0
2019-04-11,53.0131,53.6848,52.9211,53.6296,999669.0
2019-04-12,53.8045,53.9241,53.3904,53.8965,642634.0
2019-04-13,53.8045,53.9241,53.3904,53.8965,642634.0
2019-04-14,53.8045,53.9241,53.3904,53.8965,642634.0
2019-04-15,53.8229,53.9747,53.4272,53.6756,872720.0
2019-04-16,53.7677,53.7677,52.8383,52.9395,894508.0
2019-04-17,53.0499,53.0729,52.1021,52.3413,880719.0
2019-04-18,52.4886,52.5622,52.1389,52.3966,758687.0
2019-04-19,52.4886,52.5622,52.1389,52.3966,758687.0
2019-04-20,52.4886,52.5622,52.1389,52.3966,758687.0
2019-04-21,52.4886,52.5622,52.1389,52.3966,758687.0
2019-04-22,52.1941,53.0315,52.1113,52.8935,827601.0
2019-04-23,53.28,54.0975,53.0085,53.9701,873168.0
2019-04-24,54.0621,54.2738,53.9701,54.0529,881816.0
2019-04-25,54.0713,54.4486,54.0161,54.0529,777438.0
2019-04-26,54.1449,54.3934,54.0069,54.283,765599.0
2019-04-27,54.1449,54.3934,54.0069,54.283,765599.0
2019-04-28,54.1449,54.3934,54.0069,54.283,765599.0
2019-04-29,54.2554,54.2554,53.7561,53.9057,449080.0
2019-04-30,54.1818,54.5682,54.0897,54.559,892862.0
2019-05-01,54.5222,54.6787,53.9609,53.9701,637145.0
2019-05-02,54.0897,54.8351,53.9793,54.6695,915327.0
2019-05-03,55.0007,55.4608,54.8627,55.1204,682312.0
2019-05-04,55.0007,55.4608,54.8627,55.1204,682312.0
2019-05-05,55.0007,55.4608,54.8627,55.1204,682312.0
2019-05-06,54.329,55.8197,53.9517,55.7645,680646.0
2019-05-07,55.3964,55.3964,54.3566,54.8075,740593.0
2019-05-08,54.7339,54.9823,54.4854,54.6603,684921.0
2019-05-09,54.6879,55.5529,54.6879,55.4516,1155327.0
2019-05-10,55.2216,56.6019,55.1848,56.3534,953836.0
2019-05-11,55.2216,56.6019,55.1848,56.3534,953836.0
2019-05-12,55.2216,56.6019,55.1848,56.3534,953836.0
2019-05-13,55.6081,55.6081,54.8719,55.0467,689892.0
2019-05-14,55.286,55.7645,55.0375,55.3136,606477.0
2019-05-15,55.0928,56.1694,55.0928,55.8381,782350.0
2019-05-16,56.0958,56.7491,56.0958,56.3626,691126.0
2019-05-17,55.9485,56.6709,55.8749,56.2982,791722.0
2019-05-18,55.9485,56.6709,55.8749,56.2982,791722.0
2019-05-19,55.9485,56.6709,55.8749,56.2982,791722.0
2019-05-20,55.8749,56.7491,55.8473,56.197,707186.0
2019-05-21,56.3902,57.0068,56.3304,56.8135,1231453.0
2019-05-22,56.6479,57.5865,56.5927,57.1632,900738.0
2019-05-23,56.6755,57.1356,56.3436,56.9792,1066015.0
2019-05-24,57.3013,57.6509,57.1126,57.3841,1108693.0
2019-05-25,57.3013,57.6509,57.1126,57.3841,1108693.0
2019-05-26,57.3013,57.6509,57.1126,57.3841,1108693.0
2019-05-27,57.3013,57.6509,57.1126,57.3841,1108693.0
2019-05-28,56.2338,58.0374,54.9455,57.8258,2901967.0
2019-05-29,57.789,58.5987,57.3381,58.1386,1421089.0
2019-05-30,58.3871,58.7184,57.4669,57.743,1029558.0
2019-05-31,57.5129,58.4239,57.154,58.1294,1280334.0
2019-06-01,57.5129,58.4239,57.154,58.1294,1280334.0
2019-06-02,57.5129,58.4239,57.154,58.1294,1280334.0
2019-06-03,58.5067,59.3533,57.7706,58.0098,1552157.0
2019-06-04,58.4147,59.2337,58.2767,59.1417,1007182.0
2019-06-05,59.3165,60.1079,59.3165,59.8042,829970.0
2019-06-06,60.0803,60.5663,59.7306,60.3287,690927.0
2019-06-07,60.66,61.1017,60.5496,60.7796,785166.0
2019-06-08,60.66,61.1017,60.5496,60.7796,785166.0
2019-06-09,60.66,61.1017,60.5496,60.7796,785166.0
2019-06-10,61.0097,61.1651,60.5496,60.6508,663661.0
2019-06-11,60.7244,60.8901,59.3399,59.7674,653963.0
2019-06-12,59.7214,60.2459,59.4269,60.1631,598545.0
2019-06-13,59.7291,60.4863,59.5998,59.8584,758573.0
2019-06-14,59.8953,60.4117,59.7139,60.1908,725455.0
2019-06-15,59.8953,60.4117,59.7139,60.1908,725455.0
2019-06-16,59.8953,60.4117,59.7139,60.1908,725455.0
2019-06-17,60.2462,60.4863,59.7383,60.2832,590315.0
2019-06-18,60.6064,60.7726,60.0708,60.2093,713050.0
2019-06-19,60.2,60.7633,60.1908,60.5048,809904.0
2019-06-20,61.1327,61.8715,60.6618,60.828,1120411.0
2019-06-21,60.6802,61.0496,60.1446,61.0404,1505950.0
2019-06-22,60.6802,61.0496,60.1446,61.0404,1505950.0
2019-06-23,60.6802,61.0496,60.1446,61.0404,1505950.0
2019-06-24,61.2712,61.3636,60.8465,61.0496,919608.0
2019-06-25,61.1235,61.5852,60.985,61.0589,809960.0
2019-06-26,61.1789,61.1789,60.2832,60.3386,1364547.0
2019-06-27,60.4124,61.3036,60.2462,61.1327,1740482.0
2019-06-28,61.2158,61.3867,60.6802,61.142,1698106.0
2019-06-29,61.2158,61.3867,60.6802,61.142,1698106.0
2019-06-30,61.2158,61.3867,60.6802,61.142,1698106.0
2019-07-01,61.6776,61.8623,61.2805,61.5668,1402838.0
2019-07-02,61.5668,61.7884,61.2251,61.6129,1305058.0
2019-07-03,61.8069,62.4533,61.5852,62.3425,465749.0
2019-07-04,61.8069,62.4533,61.5852,62.3425,465749.0
2019-07-05,62.1208,62.7765,61.8069,62.7765,570020.0
2019-07-06,62.1208,62.7765,61.8069,62.7765,570020.0
2019-07-07,62.1208,62.7765,61.8069,62.7765,570020.0
2019-07-08,62.5918,62.5918,61.7422,61.9915,720647.0
2019-07-09,61.7514,62.6749,61.539,62.6287,555700.0
2019-07-10,62.758,63.1366,62.6564,63.0535,476919.0
2019-07-11,63.2936,63.3675,62.6841,63.0258,670350.0
2019-07-12,63.1459,63.6352,62.818,63.5522,642679.0
2019-07-13,63.1459,63.6352,62.818,63.5522,642679.0
2019-07-14,63.1459,63.6352,62.818,63.5522,642679.0
2019-07-15,63.5614,63.7184,63.349,63.4691,514830.0
2019-07-16,63.386,63.5152,62.7211,63.2105,824868.0
2019-07-17,63.2013,63.4875,62.5918,62.6287,645554.0
2019-07-18,62.5271,62.6518,62.0377,62.2224,982926.0
2019-07-19,62.4625,62.7672,61.4929,61.539,862176.0
2019-07-20,62.4625,62.7672,61.4929,61.539,862176.0
2019-07-21,62.4625,62.7672,61.4929,61.539,862176.0
2019-07-22,61.7699,62.6287,61.5401,61.8807,908496.0
2019-07-23,62.167,62.4163,61.5206,62.3517,1007174.0
2019-07-24,62.5364,62.7303,61.9638,62.6103,594602.0
2019-07-25,62.7949,63.2659,62.444,63.1551,619726.0
2019-07-26,63.2844,63.9493,63.2567,63.9031,1157420.0
2019-07-27,63.2844,63.9493,63.2567,63.9031,1157420.0
2019-07-28,63.2844,63.9493,63.2567,63.9031,1157420.0
2019-07-29,65.2606,66.4149,64.4849,66.064,2868945.0
2019-07-30,64.9835,65.2883,63.82,64.3002,1343411.0
2019-07-31,64.2725,64.4664,62.8504,63.4875,1117105.0
2019-08-01,63.6445,64.8543,63.2936,63.6722,798425.0
2019-08-02,63.3583,63.8385,62.8134,63.5245,1134820.0
2019-08-03,63.3583,63.8385,62.8134,63.5245,1134820.0
2019-08-04,63.3583,63.8385,62.8134,63.5245,1134820.0
2019-08-05,62.1762,62.7488,61.6406,62.2039,2293416.0
2019-08-06,62.5456,63.7184,62.4533,63.5799,902973.0
2019-08-07,63.0628,65.1221,63.0055,65.0666,978845.0
2019-08-08,65.473,66.7566,65.1082,66.7196,1043796.0
2019-08-09,66.6088,67.2091,66.0363,66.8674,735318.0
2019-08-10,66.6088,67.2091,66.0363,66.8674,735318.0
2019-08-11,66.6088,67.2091,66.0363,66.8674,735318.0
2019-08-12,66.8304,67.717,66.6088,67.3568,761088.0
2019-08-13,67.5328,68.2415,66.2544,66.8843,1288721.0
2019-08-14,66.1618,66.6991,65.467,65.4855,552226.0
2019-08-15,65.8283,66.4026,65.3929,66.2451,609087.0
2019-08-16,66.6435,67.6069,66.618,67.5513,779123.0
2019-08-17,66.6435,67.6069,66.618,67.5513,779123.0
2019-08-18,66.6435,67.6069,66.618,67.5513,779123.0
2019-08-19,68.0794,68.4499,67.82,68.0886,883188.0
2019-08-20,68.1072,68.4403,67.6347,68.1627,826899.0
2019-08-21,68.9409,69.7191,68.5351,69.5338,845863.0
2019-08-22,69.5245,69.5755,68.8575,69.4504,736806.0
2019-08-23,69.2929,69.5616,67.8292,68.0608,830826.0
2019-08-24,69.2929,69.5616,67.8292,68.0608,830826.0
2019-08-25,69.2929,69.5616,67.8292,68.0608,830826.0
2019-08-26,68.4684,68.5796,67.8848,68.2739,857935.0
2019-08-27,68.3573,68.6074,67.9497,68.2461,1000163.0
2019-08-28,68.0886,69.2512,67.7551,69.0984,862125.0
2019-08-29,69.7005,70.2193,69.3392,69.6727,1037206.0
2019-08-30,69.7005,70.349,69.682,69.9507,887676.0
2019-08-31,69.7005,70.349,69.682,69.9507,887676.0
2019-09-01,69.7005,70.349,69.682,69.9507,887676.0
2019-09-02,69.7005,70.349,69.682,69.9507,887676.0
2019-09-03,69.5338,70.2288,69.4543,69.858,738876.0
2019-09-04,70.3119,71.0438,70.2193,70.9233,690566.0
2019-09-05,71.4143,72.2666,71.0994,71.4236,930469.0
2019-09-06,71.4236,71.7941,70.9233,70.9419,961683.0
2019-09-07,71.4236,71.7941,70.9233,70.9419,961683.0
2019-09-08,71.4236,71.7941,70.9233,70.9419,961683.0
2019-09-09,70.9419,71.1271,67.6347,68.2461,1344439.0
2019-09-10,67.6069,67.6162,62.8639,63.8366,3583636.0
2019-09-11,63.8829,64.9853,63.6513,64.4202,1652307.0
2019-09-12,64.9019,66.1247,64.8463,65.3558,967778.0
2019-09-13,65.4021,66.171,64.0867,64.3646,742409.0
2019-09-14,65.4021,66.171,64.0867,64.3646,742409.0
2019-09-15,65.4021,66.171,64.0867,64.3646,742409.0
2019-09-16,64.3646,65.5318,64.2349,65.1242,870778.0
2019-09-17,65.3466,67.5606,65.3466,67.4865,1293997.0
2019-09-18,67.5884,68.0886,65.9487,66.662,1439902.0
2019-09-19,66.7917,67.681,66.7361,67.1901,1100876.0
2019-09-20,67.2364,67.2364,65.0038,65.0131,1682564.0
2019-09-21,67.2364,67.2364,65.0038,65.0131,1682564.0
2019-09-22,67.2364,67.2364,65.0038,65.0131,1682564.0
2019-09-23,65.0223,65.3373,64.3739,64.7815,1639502.0
2019-09-24,65.2817,65.3744,64.5777,64.7537,1335041.0
2019-09-25,64.8371,65.8746,64.4943,65.7078,850119.0
2019-09-26,66.0506,67.1437,65.8375,67.0604,656454.0
2019-09-27,67.2549,67.4402,65.1706,65.6615,1137967.0
2019-09-28,67.2549,67.4402,65.1706,65.6615,1137967.0
2019-09-29,67.2549,67.4402,65.1706,65.6615,1137967.0
2019-09-30,65.6615,66.3007,65.4021,65.7912,672731.0
2019-10-01,66.0877,66.6342,64.8834,64.9575,862095.0
2019-10-02,64.4387,64.5962,63.2066,63.9292,1233020.0
2019-10-03,63.9199,64.7629,63.3919,64.7537,783807.0
2019-10-04,64.939,65.7264,64.485,65.6152,1135084.0
2019-10-05,64.939,65.7264,64.485,65.6152,1135084.0
2019-10-06,64.939,65.7264,64.485,65.6152,1135084.0
2019-10-07,65.2354,65.5411,64.9019,65.2076,904277.0
2019-10-08,64.8,65.3558,64.2349,64.5499,1198141.0
2019-10-09,64.8185,65.8005,64.8185,65.6337,621075.0
2019-10-10,65.3836,66.4304,65.2447,66.2544,1547020.0
2019-10-11,66.7639,67.292,66.1155,66.2174,655209.0
2019-10-12,66.7639,67.292,66.1155,66.2174,655209.0
2019-10-13,66.7639,67.292,66.1155,66.2174,655209.0
2019-10-14,66.0321,66.2544,65.0594,65.3744,569220.0
2019-10-15,65.6059,66.0228,65.4763,65.6986,572878.0
2019-10-16,65.3095,66.0228,64.6935,65.7634,888702.0
2019-10-17,66.0691,66.4582,65.4485,65.6152,637898.0
2019-10-18,65.3744,65.5411,64.096,64.7815,671748.0
2019-10-19,65.3744,65.5411,64.096,64.7815,671748.0
2019-10-20,65.3744,65.5411,64.096,64.7815,671748.0
2019-10-21,64.7815,65.0038,64.1237,64.8371,736645.0
2019-10-22,65.0223,65.0316,62.975,63.0769,648270.0
2019-10-23,62.9658,63.6606,62.4053,62.6508,909661.0
2019-10-24,62.8176,63.605,62.4377,63.429,874674.0
2019-10-25,63.3271,63.8199,62.9862,63.3456,950918.0
2019-10-26,63.3271,63.8199,62.9862,63.3456,950918.0
2019-10-27,63.3271,63.8199,62.9862,63.3456,950918.0
2019-10-28,63.5309,63.8736,63.0769,63.2066,1083392.0
2019-10-29,63.1233,65.3373,63.1233,64.7907,1028718.0
2019-10-30,64.7722,65.8746,64.485,65.7171,1327017.0
2019-10-31,65.9672,66.5786,65.1521,65.1891,1549134.0
2019-11-01,67.0418,69.4411,66.8962,68.8112,1711245.0
2019-11-02,67.0418,69.4411,66.8962,68.8112,1711245.0
2019-11-03,67.0418,69.4411,66.8962,68.8112,1711245.0
2019-11-04,69.0613,69.1262,67.7088,68.0053,1118010.0
2019-11-05,67.8292,67.8709,65.8839,65.9858,1242184.0
2019-11-06,66.2915,67.102,65.9024,66.5045,1267439.0
2019-11-07,66.7176,67.0604,66.0506,66.4119,1172744.0
2019-11-08,66.4397,66.7454,66.1525,66.5045,1361215.0
2019-11-09,66.4397,66.7454,66.1525,66.5045,1361215.0
2019-11-10,66.4397,66.7454,66.1525,66.5045,1361215.0
2019-11-11,65.8839,67.6347,65.5874,67.3012,1378864.0
2019-11-12,67.6254,67.9497,66.7361,66.9955,845364.0
2019-11-13,67.1071,68.0275,66.949,67.4697,634318.0
2019-11-14,67.2837,68.2229,67.0885,68.1206,594526.0
2019-11-15,68.632,68.7622,67.8743,68.5018,893501.0
2019-11-16,68.632,68.7622,67.8743,68.5018,893501.0
2019-11-17,68.632,68.7622,67.8743,68.5018,893501.0
2019-11-18,68.4367,69.255,68.3717,68.7529,693027.0
2019-11-19,68.8645,68.9668,68.5111,68.5111,1386952.0
2019-11-20,68.5483,69.0411,68.2136,68.8273,1143612.0
2019-11-21,68.7994,68.7994,66.9034,67.0234,1040181.0
2019-11-22,67.0234,67.4883,65.8983,66.3446,1637860.0
2019-11-23,67.0234,67.4883,65.8983,66.3446,1637860.0
2019-11-24,67.0234,67.4883,65.8983,66.3446,1637860.0
2019-11-25,66.4748,67.6092,66.4143,67.3767,2013427.0
2019-11-26,67.7022,68.4925,67.3488,68.2601,9223964.0
2019-11-27,68.6878,69.069,67.7301,68.2694,1034719.0
2019-11-28,68.6878,69.069,67.7301,68.2694,1034719.0
2019-11-29,68.1392,68.381,67.6371,67.6557,460891.0
2019-11-30,68.1392,68.381,67.6371,67.6557,460891.0
2019-12-01,68.1392,68.381,67.6371,67.6557,460891.0
2019-12-02,67.5534,68.4321,66.5213,68.2694,2016987.0
2019-12-03,67.2558,67.7487,66.2237,66.6235,1655091.0
2019-12-04,67.1443,67.6836,66.5585,67.2558,1445885.0
2019-12-05,67.4139,67.7022,67.0887,67.1629,546629.0
2019-12-06,67.1815,67.5534,66.9211,67.042,708600.0
2019-12-07,67.1815,67.5534,66.9211,67.042,708600.0
2019-12-08,67.1815,67.5534,66.9211,67.042,708600.0
2019-12-09,66.949,67.4139,65.6751,65.9634,1566072.0
2019-12-10,66.0005,66.7537,65.3497,65.6472,1651059.0
2019-12-11,65.2102,65.2148,63.834,64.9777,1989094.0
2019-12-12,65.0149,65.1172,64.0293,64.4849,1323722.0
2019-12-13,64.3826,65.8146,64.2362,65.61,1162596.0
2019-12-14,64.3826,65.8146,64.2362,65.61,1162596.0
2019-12-15,64.3826,65.8146,64.2362,65.61,1162596.0
2019-12-16,65.6658,65.718,64.6709,64.894,1462075.0
2019-12-17,65.2288,65.6844,64.8243,65.0893,1062245.0
2019-12-18,65.2009,65.4519,64.6616,64.8289,1155285.0
2019-12-19,64.7081,65.9541,64.6895,65.889,1223322.0
2019-12-20,66.1493,66.8467,65.6658,66.7723,1661759.0
2019-12-21,66.1493,66.8467,65.6658,66.7723,1661759.0
2019-12-22,66.1493,66.8467,65.6658,66.7723,1661759.0
2019-12-23,66.8374,67.2001,66.1307,66.5492,717400.0
2019-12-24,66.5678,66.6142,66.14,66.1679,199159.0
2019-12-25,66.5678,66.6142,66.14,66.1679,199159.0
2019-12-26,66.2237,66.6142,65.8518,66.0191,385561.0
2019-12-27,66.2516,66.2516,65.5356,65.9541,591263.0
2019-12-28,66.2516,66.2516,65.5356,65.9541,591263.0
2019-12-29,66.2516,66.2516,65.5356,65.9541,591263.0
2019-12-30,65.9727,66.1028,65.3357,66.0749,518063.0
2019-12-31,65.8611,66.5492,65.7495,66.14,554565.0
2020-01-01,65.8611,66.5492,65.7495,66.14,554565.0
2020-01-02,66.6979,66.856,66.1307,66.856,677651.0
2020-01-03,66.3818,67.9718,66.3027,67.572,1027269.0
2020-01-04,66.3818,67.9718,66.3027,67.572,1027269.0
2020-01-05,66.3818,67.9718,66.3027,67.572,1027269.0
2020-01-06,67.0885,68.6971,66.8839,68.6599,1036920.0
2020-01-07,68.4739,68.9761,68.0881,68.2601,845279.0
2020-01-08,68.2601,69.269,68.2043,68.8645,910637.0
2020-01-09,69.2364,70.7893,68.9854,70.78,1266151.0
2020-01-10,71.0496,71.4959,70.78,71.2821,1163427.0
2020-01-11,71.0496,71.4959,70.78,71.2821,1163427.0
2020-01-12,71.0496,71.4959,70.78,71.2821,1163427.0
2020-01-13,71.5982,72.9279,71.4579,72.9093,1288065.0
2020-01-14,72.9837,73.0674,72.4196,72.9651,915466.0
2020-01-15,73.0953,74.3645,73.0953,73.8299,917149.0
2020-01-16,73.9972,74.332,73.179,73.4486,936704.0
2020-01-17,73.5509,74.146,73.1325,73.8299,710537.0
2020-01-18,73.5509,74.146,73.1325,73.8299,710537.0
2020-01-19,73.5509,74.146,73.1325,73.8299,710537.0
2020-01-20,73.5509,74.146,73.1325,73.8299,710537.0
2020-01-21,73.4765,73.9321,72.7884,73.1232,1710494.0
2020-01-22,73.2905,73.4858,72.2119,72.2956,1121955.0
2020-01-23,72.5653,73.179,71.9702,72.8814,734710.0
2020-01-24,73.3277,73.3649,72.3235,72.4909,602517.0
2020-01-25,73.3277,73.3649,72.3235,72.4909,602517.0
2020-01-26,73.3277,73.3649,72.3235,72.4909,602517.0
2020-01-27,71.2728,72.3793,70.8543,72.1282,1149706.0
2020-01-28,72.3979,73.4254,72.1375,73.0395,929065.0
2020-01-29,73.3835,73.7183,72.7233,72.7419,813440.0
2020-01-30,72.3607,73.3649,72.1468,73.2255,1087559.0
2020-01-31,73.3184,76.2475,72.3979,72.5653,1915626.0
2020-02-01,73.3184,76.2475,72.3979,72.5653,1915626.0
2020-02-02,73.3184,76.2475,72.3979,72.5653,1915626.0
2020-02-03,73.1046,74.1181,72.8721,73.0395,1288762.0
2020-02-04,73.4486,73.709,72.8163,72.9465,1127401.0
2020-02-05,73.2162,73.4579,72.4444,72.6861,1244408.0
2020-02-06,72.8442,73.3928,72.6304,72.8628,674198.0
2020-02-07,72.7605,73.2069,71.8028,71.9981,800797.0
2020-02-08,72.7605,73.2069,71.8028,71.9981,800797.0
2020-02-09,72.7605,73.2069,71.8028,71.9981,800797.0
2020-02-10,71.9051,72.2677,71.0403,72.0539,942326.0
2020-02-11,72.3514,72.5374,71.8121,71.8586,1132734.0
2020-02-12,72.3793,72.8163,70.1012,70.7335,1256197.0
2020-02-13,70.5374,71.5271,70.5374,71.1629,757715.0
2020-02-14,71.2656,71.5737,70.7895,71.5644,713314.0
2020-02-15,71.2656,71.5737,70.7895,71.5644,713314.0
2020-02-16,71.2656,71.5737,70.7895,71.5644,713314.0
2020-02-17,71.2656,71.5737,70.7895,71.5644,713314.0
2020-02-18,71.5644,73.0489,71.3403,72.2366,1826575.0
2020-02-19,72.5447,72.7875,71.4244,71.4617,698152.0
2020-02-20,71.4337,71.4337,68.5826,69.5477,1297053.0
2020-02-21,69.3143,69.445,67.8858,68.2873,927916.0
2020-02-22,69.3143,69.445,67.8858,68.2873,927916.0
2020-02-23,69.3143,69.445,67.8858,68.2873,927916.0
2020-02-24,66.504,68.6592,66.0839,67.3816,982881.0
2020-02-25,67.4563,68.0819,65.7384,65.7944,1880919.0
2020-02-26,66.1119,67.7084,65.6917,67.1389,2491058.0
2020-02-27,65.9438,67.6524,65.1864,66.9242,2925741.0
2020-02-28,65.3183,67.2509,64.7954,66.5694,3540070.0
2020-02-29,65.3183,67.2509,64.7954,66.5694,3540070.0
2020-03-01,65.3183,67.2509,64.7954,66.5694,3540070.0
2020-03-02,66.7374,69.1462,66.4013,69.1369,2485901.0
2020-03-03,70.3507,70.9015,68.6654,69.6691,2526143.0
2020-03-04,70.7988,72.1339,70.0145,71.9192,1430610.0
2020-03-05,71.275,72.1339,69.8278,70.4814,1607830.0
2020-03-06,68.7728,71.3777,68.1052,71.2283,2046549.0
2020-03-07,68.7728,71.3777,68.1052,71.2283,2046549.0
