,GSBC US Equity,GSBC US Equity,GSBC US Equity,GSBC US Equity,GSBC US Equity
2020-02-03,50.6339,51.4206,50.4483,50.7046,22864.0
2020-02-04,51.235,51.5444,50.8814,50.8991,33400.0
2020-02-05,51.4295,51.8715,50.7488,51.73,36889.0
2020-02-06,51.951,52.2251,51.2262,51.2262,22521.0
2020-02-07,51.0052,51.3588,50.5632,50.6251,16762.0
2020-02-08,51.0052,51.3588,50.5632,50.6251,16762.0
2020-02-09,51.0052,51.3588,50.5632,50.6251,16762.0
2020-02-10,50.9521,51.1731,50.5544,51.0052,27323.0
2020-02-11,51.3764,51.677,51.0052,51.1908,17194.0
2020-02-12,51.4914,51.6328,50.8549,50.9345,14285.0
2020-02-13,50.7046,51.3322,50.7046,51.1024,18595.0
2020-02-14,51.1378,51.1378,50.5367,50.6869,13963.0
2020-02-15,51.1378,51.1378,50.5367,50.6869,13963.0
2020-02-16,51.1378,51.1378,50.5367,50.6869,13963.0
2020-02-17,51.1378,51.1378,50.5367,50.6869,13963.0
2020-02-18,50.5632,50.7135,50.0328,50.4041,18457.0
2020-02-19,50.5013,50.7046,50.2361,50.2538,24444.0
2020-02-20,50.2273,50.7046,50.2273,50.6516,16527.0
2020-02-21,50.6074,50.6074,49.9709,50.2538,23679.0
2020-02-22,50.6074,50.6074,49.9709,50.2538,23679.0
2020-02-23,50.6074,50.6074,49.9709,50.2538,23679.0
2020-02-24,49.2638,49.6615,49.0428,49.0958,29344.0
2020-02-25,49.0958,49.4759,48.443,48.5831,50115.0
2020-02-26,48.7687,49.5997,48.6715,48.6715,34404.0
2020-02-27,48.2295,48.645,46.8859,47.0361,49074.0
2020-02-28,45.6837,46.8068,43.8096,45.3566,82283.0
2020-02-29,45.6837,46.8068,43.8096,45.3566,82283.0
2020-03-01,45.6837,46.8068,43.8096,45.3566,82283.0
2020-03-02,45.3036,46.7621,44.6936,46.7533,56424.0
2020-03-03,46.4262,47.243,45.277,45.5688,42855.0
2020-03-04,45.9047,46.0549,45.1179,45.7986,41293.0
2020-03-05,45.003,45.1533,43.3942,44.1544,35147.0
2020-03-06,42.7754,44.2693,42.7754,43.845,51271.0
2020-03-07,42.7754,44.2693,42.7754,43.845,51271.0
2020-03-08,42.7754,44.2693,42.7754,43.845,51271.0
2020-03-09,41.5732,42.3953,39.1945,39.4605,51654.0
2020-03-10,40.6715,41.1224,38.0196,39.487,71646.0
2020-03-11,39.1865,41.529,37.0649,37.6572,79766.0
2020-03-12,35.8981,37.3832,34.3069,34.5987,86049.0
2020-03-13,36.1456,37.6395,34.4837,37.1091,81855.0
2020-03-14,36.1456,37.6395,34.4837,37.1091,81855.0
2020-03-15,36.1456,37.6395,34.4837,37.1091,81855.0
2020-03-16,33.6528,34.4395,32.4771,32.6009,72355.0
2020-03-17,33.5733,36.5956,32.818,35.4738,83686.0
2020-03-18,33.3611,34.9699,30.9567,31.5048,77529.0
2020-03-19,31.1512,32.707,30.055,32.1677,101801.0
2020-03-20,31.9025,33.3275,29.7722,29.9843,103591.0
2020-03-21,31.9025,33.3275,29.7722,29.9843,103591.0
2020-03-22,31.9025,33.3275,29.7722,29.9843,103591.0
2020-03-23,29.6926,30.7269,28.4904,30.1611,77067.0
2020-03-24,31.6374,32.5655,29.5777,32.4418,57515.0
2020-03-25,32.3711,33.4318,31.0363,31.5136,42155.0
2020-03-26,31.6108,34.3511,31.6108,33.9799,64758.0
2020-03-27,32.8115,33.8015,32.3076,32.5172,77770.0
2020-03-28,32.8115,33.8015,32.3076,32.5172,77770.0
2020-03-29,32.8115,33.8015,32.3076,32.5172,77770.0
2020-03-30,32.7759,35.2106,32.6778,34.9431,70650.0
2020-03-31,34.5596,36.0847,34.0869,36.0312,73685.0
2020-04-01,34.2207,34.9253,32.6243,32.981,55251.0
2020-04-02,32.7402,34.5507,32.6956,33.8283,46059.0
2020-04-03,33.6231,33.6231,31.5852,32.4816,50036.0
2020-04-04,33.6231,33.6231,31.5852,32.4816,50036.0
2020-04-05,33.6231,33.6231,31.5852,32.4816,50036.0
2020-04-06,33.8104,34.9788,33.8104,34.8271,61884.0
2020-04-07,35.6744,36.2541,33.1148,34.3366,60292.0
2020-04-08,34.7023,35.6477,34.6309,35.5228,56393.0
2020-04-09,36.1203,38.5908,35.67,38.1984,64946.0
2020-04-10,36.1203,38.5908,35.67,38.1984,64946.0
2020-04-11,36.1203,38.5908,35.67,38.1984,64946.0
2020-04-12,36.1203,38.5908,35.67,38.1984,64946.0
2020-04-13,37.7257,38.5819,35.9241,36.602,37140.0
2020-04-14,38.0022,40.7491,35.059,35.8082,49852.0
2020-04-15,34.2118,35.2682,33.2486,33.3199,37526.0
2020-04-16,33.2307,33.5652,30.9386,32.2051,55783.0
2020-04-17,33.1505,34.7736,33.1505,34.3188,32150.0
2020-04-18,33.1505,34.7736,33.1505,34.3188,32150.0
2020-04-19,33.1505,34.7736,33.1505,34.3188,32150.0
2020-04-20,33.3823,34.4347,32.5529,33.7212,33529.0
2020-04-21,33.8193,34.5278,32.1159,33.9353,49209.0
2020-04-22,35.0412,35.5763,33.204,34.0066,43035.0
2020-04-23,34.5685,35.1839,33.9977,34.5418,42158.0
2020-04-24,34.4615,34.9342,33.8907,34.6309,23461.0
2020-04-25,34.4615,34.9342,33.8907,34.6309,23461.0
2020-04-26,34.4615,34.9342,33.8907,34.6309,23461.0
2020-04-27,34.729,36.9498,34.729,36.3611,36866.0
2020-04-28,36.8338,37.5473,36.4236,37.0746,50387.0
2020-04-29,38.5551,40.9364,36.2163,39.6164,50100.0
2020-04-30,38.4303,39.5362,37.583,37.9665,42557.0
2020-05-01,36.816,37.2887,35.5674,36.7357,38883.0
2020-05-02,36.816,37.2887,35.5674,36.7357,38883.0
2020-05-03,36.816,37.2887,35.5674,36.7357,38883.0
2020-05-04,36.4236,37.1817,35.5585,36.2898,22715.0
2020-05-05,37.0122,37.3734,34.738,34.9253,29516.0
2020-05-06,34.9609,35.1928,33.7748,33.9353,37703.0
2020-05-07,34.5596,34.738,33.8193,34.185,31150.0
2020-05-08,35.068,35.9152,34.2831,35.6477,32258.0
2020-05-09,35.068,35.9152,34.2831,35.6477,32258.0
2020-05-10,35.068,35.9152,34.2831,35.6477,32258.0
2020-05-11,34.9877,35.1215,33.8818,34.2474,35089.0
2020-05-12,34.5953,34.5953,32.1426,32.2853,36860.0
2020-05-13,31.8216,31.8305,30.0156,31.2151,44695.0
2020-05-14,30.1806,31.2151,29.0925,30.9921,66175.0
2020-05-15,30.7959,31.6789,29.5992,31.2954,48172.0
2020-05-16,30.7959,31.6789,29.5992,31.2954,48172.0
2020-05-17,30.7959,31.6789,29.5992,31.2954,48172.0
2020-05-18,32.6956,34.4882,32.6956,34.1672,42458.0
2020-05-19,33.9888,34.1583,32.4548,32.4905,36909.0
2020-05-20,33.2842,34.8271,33.204,34.7469,29045.0
2020-05-21,34.7469,35.1125,34.3812,34.3812,22675.0
2020-05-22,34.5774,34.9119,33.9442,34.5239,22569.0
2020-05-23,34.5774,34.9119,33.9442,34.5239,22569.0
2020-05-24,34.5774,34.9119,33.9442,34.5239,22569.0
2020-05-25,34.5774,34.9119,33.9442,34.5239,22569.0
2020-05-26,35.7904,36.7402,35.7904,36.2363,22962.0
2020-05-27,37.4581,39.4202,36.9498,38.9119,32373.0
2020-05-28,39.1794,39.4648,37.0836,37.2619,33291.0
2020-05-29,36.8428,37.8506,35.6744,36.1739,38819.0
2020-05-30,36.8428,37.8506,35.6744,36.1739,38819.0
2020-05-31,36.8428,37.8506,35.6744,36.1739,38819.0
2020-06-01,36.4593,37.1192,35.6923,35.7101,33899.0
2020-06-02,35.9331,36.5527,35.282,35.7279,22315.0
2020-06-03,36.3879,38.8494,36.3879,38.0557,42943.0
2020-06-04,37.6722,38.4659,35.5941,37.7881,32625.0
2020-06-05,39.9464,41.1237,39.6967,40.2943,50087.0
2020-06-06,39.9464,41.1237,39.6967,40.2943,50087.0
2020-06-07,39.9464,41.1237,39.6967,40.2943,50087.0
2020-06-08,41.3377,41.3377,40.2452,41.1237,37112.0
2020-06-09,40.3745,40.9899,39.2062,40.4191,31041.0
2020-06-10,40.107,40.107,37.5206,37.7346,34206.0
2020-06-11,35.2463,36.1203,33.8372,34.0245,49783.0
2020-06-12,35.7279,35.826,34.0646,35.3623,39663.0
2020-06-13,35.7279,35.826,34.0646,35.3623,39663.0
2020-06-14,35.7279,35.826,34.0646,35.3623,39663.0
2020-06-15,33.9442,35.3533,33.2651,35.175,39492.0
2020-06-16,36.8071,37.3659,35.6298,36.5128,36706.0
2020-06-17,36.4236,36.4236,34.1939,34.5061,27398.0
2020-06-18,34.0156,35.2909,33.9472,34.738,26966.0
2020-06-19,35.2463,35.2463,33.8996,34.8628,59002.0
2020-06-20,35.2463,35.2463,33.8996,34.8628,59002.0
2020-06-21,35.2463,35.2463,33.8996,34.8628,59002.0
2020-06-22,34.4526,35.6387,34.3143,35.2374,31845.0
2020-06-23,35.8617,36.1293,34.7915,34.845,22791.0
2020-06-24,34.738,34.738,32.9988,33.5429,48947.0
2020-06-25,33.0969,34.7826,32.9988,34.7558,37391.0
2020-06-26,34.3779,34.7953,33.0014,34.135,111677.0
2020-06-27,34.3779,34.7953,33.0014,34.135,111677.0
2020-06-28,34.3779,34.7953,33.0014,34.135,111677.0
2020-06-29,34.5669,35.8085,34.5669,35.5925,29602.0
2020-06-30,35.1787,36.6272,35.1787,36.3123,37989.0
2020-07-01,36.3843,36.4383,34.207,34.3959,30079.0
2020-07-02,35.4486,36.1953,33.9551,34.216,28903.0
2020-07-03,35.4486,36.1953,33.9551,34.216,28903.0
2020-07-04,35.4486,36.1953,33.9551,34.216,28903.0
2020-07-05,35.4486,36.1953,33.9551,34.216,28903.0
2020-07-06,35.3586,35.7455,33.8831,34.6568,20550.0
2020-07-07,34.234,34.6568,33.2803,33.3433,40595.0
2020-07-08,33.1183,33.8201,32.3806,33.1453,35702.0
2020-07-09,32.8754,34.027,31.3819,31.7598,29569.0
2020-07-10,31.7688,33.4872,31.7688,33.4872,23571.0
2020-07-11,31.7688,33.4872,31.7688,33.4872,23571.0
2020-07-12,31.7688,33.4872,31.7688,33.4872,23571.0
2020-07-13,34.108,34.3959,33.2263,33.6222,32309.0
2020-07-14,33.8291,35.8984,33.0689,33.8111,44071.0
2020-07-15,34.5849,35.5026,34.252,35.0527,53324.0
2020-07-16,34.9088,35.5122,34.198,34.8458,27808.0
2020-07-17,34.6748,35.2057,33.8291,33.8291,21716.0
2020-07-18,34.6748,35.2057,33.8291,33.8291,21716.0
2020-07-19,34.6748,35.2057,33.8291,33.8291,21716.0
2020-07-20,33.7661,33.8651,33.0734,33.1363,18769.0
2020-07-21,34.9807,35.5026,33.1454,35.0437,31722.0
2020-07-22,34.8908,35.3676,34.189,34.5309,34353.0
2020-07-23,34.6568,35.1517,33.8759,35.0977,60484.0
2020-07-24,35.2507,35.2507,34.207,34.225,22549.0
2020-07-25,35.2507,35.2507,34.207,34.225,22549.0
2020-07-26,35.2507,35.2507,34.207,34.225,22549.0
2020-07-27,34.081,34.2295,32.8844,32.9744,33583.0
2020-07-28,33.0194,33.6672,33.0194,33.1813,31277.0
2020-07-29,33.1993,34.234,32.9924,33.9731,30052.0
2020-07-30,33.3883,33.3883,32.6415,33.0194,32487.0
2020-07-31,32.7045,33.2893,31.9487,32.4526,42843.0
2020-08-01,32.7045,33.2893,31.9487,32.4526,42843.0
2020-08-02,32.7045,33.2893,31.9487,32.4526,42843.0
2020-08-03,32.8394,33.0374,32.2096,32.8484,32359.0
2020-08-04,32.7225,32.9114,32.4481,32.9114,37211.0
2020-08-05,33.2893,33.8741,32.9924,33.6942,43733.0
2020-08-06,33.7571,34.126,33.2983,33.6582,26463.0
2020-08-07,33.4152,35.0797,33.4152,35.0347,23401.0
2020-08-08,33.4152,35.0797,33.4152,35.0347,23401.0
2020-08-09,33.4152,35.0797,33.4152,35.0347,23401.0
2020-08-10,35.0617,36.2763,35.0021,35.9074,45455.0
2020-08-11,36.6002,36.9961,36.3326,36.6272,25547.0
2020-08-12,37.266,37.266,35.6375,36.2043,22056.0
2020-08-13,35.8804,35.9209,34.7693,35.1427,37275.0
2020-08-14,34.7558,35.8804,34.2385,35.8265,31982.0
2020-08-15,34.7558,35.8804,34.2385,35.8265,31982.0
2020-08-16,34.7558,35.8804,34.2385,35.8265,31982.0
2020-08-17,35.5026,35.5026,34.6658,34.9088,22192.0
2020-08-18,34.8458,34.8458,33.8201,34.018,30110.0
2020-08-19,34.108,34.7468,33.9461,34.297,23441.0
2020-08-20,33.7481,34.4139,33.7481,34.054,37493.0
2020-08-21,34.072,34.09,33.1093,33.6042,42586.0
2020-08-22,34.072,34.09,33.1093,33.6042,42586.0
2020-08-23,34.072,34.09,33.1093,33.6042,42586.0
2020-08-24,33.8381,35.0527,33.5592,34.9537,28348.0
2020-08-25,35.2956,35.3766,34.5039,34.8368,21885.0
2020-08-26,34.3599,34.4139,33.4512,33.5142,25568.0
2020-08-27,33.5592,34.6883,33.5592,34.126,27288.0
2020-08-28,34.5129,34.8098,33.8561,34.5489,29467.0
2020-08-29,34.5129,34.8098,33.8561,34.5489,29467.0
2020-08-30,34.5129,34.8098,33.8561,34.5489,29467.0
2020-08-31,34.3689,35.4306,34.189,34.6748,69777.0
2020-09-01,34.252,35.0077,34.225,34.6748,42248.0
2020-09-02,34.6119,35.5386,34.4139,35.1607,47686.0
2020-09-03,35.2507,35.9884,35.1337,35.2237,36613.0
2020-09-04,35.9434,36.1369,35.1427,35.5656,46644.0
2020-09-05,35.9434,36.1369,35.1427,35.5656,46644.0
2020-09-06,35.9434,36.1369,35.1427,35.5656,46644.0
2020-09-07,35.9434,36.1369,35.1427,35.5656,46644.0
2020-09-08,35.4306,35.4306,34.207,34.5759,45103.0
2020-09-09,34.9268,34.9717,34.0136,34.225,40834.0
2020-09-10,34.5129,34.5129,33.7841,33.8201,47358.0
2020-09-11,33.8921,34.117,33.5142,33.7301,34738.0
2020-09-12,33.8921,34.117,33.5142,33.7301,34738.0
2020-09-13,33.8921,34.117,33.5142,33.7301,34738.0
2020-09-14,33.9911,34.6388,33.9911,34.3869,40706.0
2020-09-15,34.5489,34.5489,33.7841,33.9461,37168.0
2020-09-16,34.0001,34.6478,33.8381,34.3509,41398.0
2020-09-17,33.9371,34.3689,33.7931,34.198,30827.0
2020-09-18,34.4499,34.4499,33.8111,33.9641,103048.0
2020-09-19,34.4499,34.4499,33.8111,33.9641,103048.0
2020-09-20,34.4499,34.4499,33.8111,33.9641,103048.0
2020-09-21,33.3433,33.4332,31.8452,32.1017,58099.0
2020-09-22,32.3536,32.7045,31.3369,31.4359,42196.0
2020-09-23,31.5438,32.2816,30.8781,30.923,39675.0
2020-09-24,30.95,32.1556,30.9095,31.7598,65804.0
2020-09-25,31.6326,32.2413,31.3283,32.0596,45544.0
2020-09-26,31.6326,32.2413,31.3283,32.0596,45544.0
2020-09-27,31.6326,32.2413,31.3283,32.0596,45544.0
2020-09-28,32.4048,33.6721,31.8325,33.5131,52706.0
2020-09-29,33.3496,33.5495,32.1868,32.859,61925.0
2020-09-30,33.0316,33.4768,32.6501,32.9044,45776.0
2020-10-01,33.0771,33.1452,32.5956,33.0952,29375.0
2020-10-02,32.5138,33.9492,32.5138,33.7221,21033.0
2020-10-03,32.5138,33.9492,32.5138,33.7221,21033.0
2020-10-04,32.5138,33.9492,32.5138,33.7221,21033.0
2020-10-05,34.0309,34.9303,33.9401,34.7032,26295.0
2020-10-06,35.1574,35.8842,33.8674,34.6487,37419.0
2020-10-07,35.0302,35.8479,34.9667,35.4209,36799.0
2020-10-08,35.8479,35.8479,34.7486,35.5935,24705.0
2020-10-09,35.8206,36.3383,35.1211,35.4936,21836.0
2020-10-10,35.8206,36.3383,35.1211,35.4936,21836.0
2020-10-11,35.8206,36.3383,35.1211,35.4936,21836.0
2020-10-12,35.4572,36.7381,35.2301,36.4384,29923.0
2020-10-13,36.4474,39.082,34.9757,35.0575,33995.0
2020-10-14,35.4879,36.4474,34.9121,34.9121,23890.0
2020-10-15,34.8122,35.4391,34.7395,35.2483,36551.0
2020-10-16,36.8562,36.8562,34.8849,35.4845,20928.0
2020-10-17,36.8562,36.8562,34.8849,35.4845,20928.0
2020-10-18,36.8562,36.8562,34.8849,35.4845,20928.0
2020-10-19,35.4845,35.7479,35.0848,35.1756,14559.0
2020-10-20,35.1756,36.0205,35.1756,35.648,22636.0
2020-10-21,35.7661,36.2748,35.2301,35.6934,14631.0
2020-10-22,36.4293,37.1106,36.4293,36.829,28713.0
2020-10-23,37.0289,38.1917,37.0289,37.9191,31711.0
2020-10-24,37.0289,38.1917,37.0289,37.9191,31711.0
2020-10-25,37.0289,38.1917,37.0289,37.9191,31711.0
2020-10-26,37.6012,38.0463,37.365,37.9191,20923.0
2020-10-27,37.7375,37.8891,36.3475,37.0107,29837.0
2020-10-28,36.2476,36.9516,35.8922,36.2657,36789.0
2020-10-29,35.975,37.0834,35.7025,37.0379,34397.0
2020-10-30,36.4929,37.5921,36.4929,37.2015,44435.0
2020-10-31,36.4929,37.5921,36.4929,37.2015,44435.0
2020-11-01,36.4929,37.5921,36.4929,37.2015,44435.0
2020-11-02,37.583,37.8919,37.2832,37.8919,15797.0
2020-11-03,38.4642,39.0456,38.1372,38.9457,27544.0
2020-11-04,38.3825,38.4461,35.757,36.2839,32308.0
2020-11-05,36.2294,37.5739,35.2528,37.5739,22614.0
2020-11-06,37.901,37.901,36.3475,36.4293,33347.0
2020-11-07,37.901,37.901,36.3475,36.4293,33347.0
2020-11-08,37.901,37.901,36.3475,36.4293,33347.0
2020-11-09,38.5914,42.6795,37.5444,40.0268,58468.0
2020-11-10,40.6536,44.7217,37.4904,41.6983,49192.0
2020-11-11,41.9255,43.1246,40.4719,40.9897,40570.0
2020-11-12,40.3266,41.6303,40.0449,40.9171,33407.0
2020-11-13,40.5362,41.662,40.3385,41.235,28790.0
2020-11-14,40.5362,41.662,40.3385,41.235,28790.0
2020-11-15,40.5362,41.662,40.3385,41.235,28790.0
2020-11-16,42.3161,43.9059,41.4031,42.6886,29454.0
2020-11-17,42.0254,43.3154,41.6075,42.9339,34537.0
2020-11-18,43.1519,43.5244,42.2707,42.2707,31644.0
2020-11-19,42.3979,42.3979,41.0443,42.3888,44123.0
2020-11-20,41.8164,42.5069,40.9897,42.0799,49947.0
2020-11-21,41.8164,42.5069,40.9897,42.0799,49947.0
2020-11-22,41.8164,42.5069,40.9897,42.0799,49947.0
2020-11-23,42.2434,43.1973,41.6166,42.7158,59123.0
2020-11-24,43.1882,45.2413,42.5977,44.1875,43168.0
2020-11-25,43.4063,44.1058,43.0429,43.3881,21994.0
2020-11-26,43.4063,44.1058,43.0429,43.3881,21994.0
2020-11-27,43.5698,43.706,42.7612,43.3881,27839.0
2020-11-28,43.5698,43.706,42.7612,43.3881,27839.0
2020-11-29,43.5698,43.706,42.7612,43.3881,27839.0
2020-11-30,42.9702,43.2791,41.5802,41.6983,82388.0
2020-12-01,42.4978,43.1065,41.2305,42.6977,65141.0
2020-12-02,42.4342,43.8151,42.4342,43.3063,41554.0
2020-12-03,43.6425,43.8696,42.6422,43.2882,39180.0
2020-12-04,43.3972,44.5055,43.3972,44.242,26018.0
2020-12-05,43.3972,44.5055,43.3972,44.242,26018.0
2020-12-06,43.3972,44.5055,43.3972,44.242,26018.0
2020-12-07,43.915,44.0603,43.0065,43.7787,26214.0
2020-12-08,43.6061,44.2511,43.6061,44.0513,20964.0
2020-12-09,44.4782,44.6281,43.697,43.8787,25156.0
2020-12-10,43.5062,44.2284,43.2155,43.7333,31530.0
2020-12-11,43.4517,44.2057,42.9202,43.6515,28411.0
2020-12-12,43.4517,44.2057,42.9202,43.6515,28411.0
2020-12-13,43.4517,44.2057,42.9202,43.6515,28411.0
2020-12-14,43.8332,43.9332,43.4335,43.6788,41885.0
2020-12-15,43.5698,44.4964,43.5698,44.3965,29075.0
2020-12-16,44.5055,44.5055,43.915,44.2784,22636.0
2020-12-17,46.0499,46.0771,44.5146,45.4685,57299.0
2020-12-18,45.5866,45.5866,44.4237,44.9688,181362.0
2020-12-19,45.5866,45.5866,44.4237,44.9688,181362.0
2020-12-20,45.5866,45.5866,44.4237,44.9688,181362.0
2020-12-21,44.7599,44.8416,43.6061,44.2875,54733.0
2020-12-22,44.2602,44.3238,43.7424,43.7878,68565.0
2020-12-23,43.9241,45.5048,43.8151,45.4321,44006.0
2020-12-24,45.5602,45.9085,44.6638,45.734,23329.0
2020-12-25,45.5602,45.9085,44.6638,45.734,23329.0
2020-12-26,45.5602,45.9085,44.6638,45.734,23329.0
2020-12-27,45.5602,45.9085,44.6638,45.734,23329.0
2020-12-28,46.0267,46.356,45.5419,45.7523,30975.0
2020-12-29,45.8986,45.8986,44.2613,44.4077,28894.0
2020-12-30,44.3894,45.0754,44.3894,44.5815,19698.0
2020-12-31,44.8833,45.0264,44.4717,44.7278,32510.0
2021-01-01,44.8833,45.0264,44.4717,44.7278,32510.0
2021-01-02,44.8833,45.0264,44.4717,44.7278,32510.0
2021-01-03,44.8833,45.0264,44.4717,44.7278,32510.0
2021-01-04,44.9108,45.2492,44.0601,44.4809,33715.0
2021-01-05,44.2522,45.2766,44.2522,44.7461,27249.0
2021-01-06,45.734,47.7829,44.5998,47.2798,67586.0
2021-01-07,47.8103,47.8103,46.6761,47.2706,37838.0
2021-01-08,47.5999,47.5999,45.5053,46.3834,29634.0
2021-01-09,47.5999,47.5999,45.5053,46.3834,29634.0
2021-01-10,47.5999,47.5999,45.5053,46.3834,29634.0
2021-01-11,45.7706,46.6944,45.5053,46.5389,29483.0
2021-01-12,46.7859,47.8926,46.3887,47.3804,29932.0
2021-01-13,47.1792,47.1792,46.1181,46.7676,20129.0
2021-01-14,47.1975,47.4627,46.9048,47.4261,30072.0
2021-01-15,46.8316,47.6457,46.7538,47.0969,25190.0
2021-01-16,46.8316,47.6457,46.7538,47.0969,25190.0
2021-01-17,46.8316,47.6457,46.7538,47.0969,25190.0
2021-01-18,46.8316,47.6457,46.7538,47.0969,25190.0
2021-01-19,47.2981,47.5633,46.5206,47.2798,22928.0
2021-01-20,47.042,47.4902,46.3925,46.8773,26029.0
2021-01-21,46.7493,46.7584,45.1028,46.0541,29676.0
2021-01-22,45.4687,46.8773,44.9016,46.795,26398.0
2021-01-23,45.4687,46.8773,44.9016,46.795,26398.0
2021-01-24,45.4687,46.8773,44.9016,46.795,26398.0
2021-01-25,46.1456,47.0969,44.9931,46.1822,22694.0
2021-01-26,44.8193,46.0999,44.7278,45.9169,29637.0
2021-01-27,44.8925,45.4138,43.1912,44.1516,40654.0
2021-01-28,44.7095,45.8803,43.6348,45.4687,41931.0
2021-01-29,45.5327,45.5693,44.4443,44.9748,67001.0
2021-01-30,45.5327,45.5693,44.4443,44.9748,67001.0
2021-01-31,45.5327,45.5693,44.4443,44.9748,67001.0
2021-02-01,45.0846,45.7065,44.2842,45.359,36672.0
2021-02-02,45.6151,46.2005,45.1943,45.6608,51929.0
2021-02-03,45.6242,46.5663,45.2401,46.3468,36014.0
2021-02-04,46.42,47.417,46.4108,47.0603,17199.0
2021-02-05,46.7035,47.4078,46.6578,47.17,15903.0
2021-02-06,46.7035,47.4078,46.6578,47.17,15903.0
2021-02-07,46.7035,47.4078,46.6578,47.17,15903.0
2021-02-08,47.2798,48.2676,47.2798,48.0664,20892.0
2021-02-09,47.7188,48.7067,47.6182,48.4872,19469.0
2021-02-10,48.9811,48.9811,47.353,47.5085,32468.0
2021-02-11,47.9155,48.4323,46.7584,46.9688,28208.0
2021-02-12,47.0786,47.5542,46.2188,47.3255,33803.0
2021-02-13,47.0786,47.5542,46.2188,47.3255,33803.0
2021-02-14,47.0786,47.5542,46.2188,47.3255,33803.0
2021-02-15,47.0786,47.5542,46.2188,47.3255,33803.0
2021-02-16,47.545,47.9109,47.1517,47.1517,22964.0
2021-02-17,46.8956,47.4353,46.2188,47.1883,20268.0
2021-02-18,46.9505,47.17,46.2645,46.4291,30461.0
2021-02-19,46.4749,47.5085,46.1959,47.4993,37419.0
2021-02-20,46.4749,47.5085,46.1959,47.4993,37419.0
2021-02-21,46.4749,47.5085,46.1959,47.4993,37419.0
2021-02-22,47.5085,48.2539,47.4902,48.0115,50241.0
2021-02-23,47.5633,49.7403,47.5633,48.1121,34394.0
2021-02-24,48.7707,49.3766,48.3683,49.347,43558.0
2021-02-25,49.4293,49.4384,48.2036,48.6244,22019.0
2021-02-26,48.3957,49.0726,47.9109,48.2859,67247.0
2021-02-27,48.3957,49.0726,47.9109,48.2859,67247.0
2021-02-28,48.3957,49.0726,47.9109,48.2859,67247.0
2021-03-01,48.8439,50.0147,48.8439,49.5482,38017.0
2021-03-02,49.1823,49.8226,48.9354,49.2372,16359.0
2021-03-03,49.5299,52.2099,49.5299,50.5909,57851.0
2021-03-04,50.8745,51.8349,49.5299,49.9415,44945.0
2021-03-05,50.9294,51.9447,49.3305,51.8806,39079.0
2021-03-06,50.9294,51.9447,49.3305,51.8806,39079.0
2021-03-07,50.9294,51.9447,49.3305,51.8806,39079.0
2021-03-08,52.2099,54.8533,52.2099,54.6247,41141.0
2021-03-09,54.6064,54.6064,52.8227,53.2984,31903.0
2021-03-10,53.1337,54.6704,53.1337,54.5789,23520.0
2021-03-11,54.0941,54.5332,53.8152,54.4326,27744.0
2021-03-12,54.771,55.3793,54.021,54.9814,30104.0
2021-03-13,54.771,55.3793,54.021,54.9814,30104.0
