,LNT US Equity,LNT US Equity,LNT US Equity,LNT US Equity,LNT US Equity
2020-02-14,52.4774,52.751,52.3539,52.7157,1144462.0
2020-02-15,52.4774,52.751,52.3539,52.7157,1144462.0
2020-02-16,52.4774,52.751,52.3539,52.7157,1144462.0
2020-02-17,52.4774,52.751,52.3539,52.7157,1144462.0
2020-02-18,52.901,53.1922,52.7157,53.0907,959430.0
2020-02-19,53.0775,53.0775,52.4033,52.473,950339.0
2020-02-20,52.3892,52.6539,52.1598,52.5657,1315706.0
2020-02-21,52.6363,53.1834,52.0715,52.1862,2395193.0
2020-02-22,52.6363,53.1834,52.0715,52.1862,2395193.0
2020-02-23,52.6363,53.1834,52.0715,52.1862,2395193.0
2020-02-24,52.3804,52.7686,51.8245,51.9171,1655648.0
2020-02-25,51.9745,52.5127,51.1362,51.1891,1873828.0
2020-02-26,51.2332,51.8509,51.0038,51.0303,2267833.0
2020-02-27,51.0303,51.2068,48.4007,48.4889,2215449.0
2020-02-28,47.6506,47.6506,45.224,45.9917,3409341.0
2020-02-29,47.6506,47.6506,45.224,45.9917,3409341.0
2020-03-01,47.6506,47.6506,45.224,45.9917,3409341.0
2020-03-02,46.0711,48.9478,46.0005,48.8507,2205327.0
2020-03-03,48.7889,49.892,48.1448,48.3301,2248746.0
2020-03-04,48.9036,51.3126,48.5242,51.0567,1672613.0
2020-03-05,50.3155,51.1979,49.9272,50.642,1618072.0
2020-03-06,49.4331,50.9332,48.4977,50.7303,2469766.0
2020-03-07,49.4331,50.9332,48.4977,50.7303,2469766.0
2020-03-08,49.4331,50.9332,48.4977,50.7303,2469766.0
2020-03-09,48.1977,49.7772,46.9358,47.7918,3383786.0
2020-03-10,48.3301,49.4507,45.8505,47.6506,3358561.0
2020-03-11,46.6005,47.4741,44.9239,45.524,3135607.0
2020-03-12,43.0179,45.6475,40.0353,42.5149,3107641.0
2020-03-13,44.0503,45.0916,41.959,44.9151,2375895.0
2020-03-14,44.0503,45.0916,41.959,44.9151,2375895.0
2020-03-15,44.0503,45.0916,41.959,44.9151,2375895.0
2020-03-16,42.2414,44.3768,40.9707,41.9678,4456993.0
2020-03-17,42.8855,47.5977,42.8061,46.2123,4083080.0
2020-03-18,44.1827,45.4975,41.2531,43.212,2835848.0
2020-03-19,43.2738,43.5871,39.2765,39.7353,2256972.0
2020-03-20,39.7618,39.8324,35.4821,35.9144,3291083.0
2020-03-21,39.7618,39.8324,35.4821,35.9144,3291083.0
2020-03-22,39.7618,39.8324,35.4821,35.9144,3291083.0
2020-03-23,35.5438,35.9321,33.2319,35.2879,2854096.0
2020-03-24,36.1792,38.8441,34.7144,38.7029,4065687.0
2020-03-25,38.0058,40.4942,35.7468,38.9853,3493133.0
2020-03-26,39.0382,42.9032,38.9853,42.2679,2889345.0
2020-03-27,40.9178,43.5297,40.3008,42.1355,1759946.0
2020-03-28,40.9178,43.5297,40.3008,42.1355,1759946.0
2020-03-29,40.9178,43.5297,40.3008,42.1355,1759946.0
2020-03-30,42.6826,44.818,41.7825,44.6239,2166656.0
2020-03-31,43.8297,44.5533,42.3649,42.612,2879190.0
2020-04-01,40.9972,41.4031,38.7999,39.6824,1889280.0
2020-04-02,38.8529,41.7296,38.4823,41.4031,1662114.0
2020-04-03,40.9178,41.7825,39.4794,39.8412,1487065.0
2020-04-04,40.9178,41.7825,39.4794,39.8412,1487065.0
2020-04-05,40.9178,41.7825,39.4794,39.8412,1487065.0
2020-04-06,41.006,42.9561,40.6795,42.2061,1321627.0
2020-04-07,43.2738,43.3841,42.0825,42.3826,2453110.0
2020-04-08,42.462,45.5857,42.1708,45.2063,1969685.0
2020-04-09,45.4534,48.0477,45.4534,46.8917,1351235.0
2020-04-10,45.4534,48.0477,45.4534,46.8917,1351235.0
2020-04-11,45.4534,48.0477,45.4534,46.8917,1351235.0
2020-04-12,45.4534,48.0477,45.4534,46.8917,1351235.0
2020-04-13,46.3888,46.7505,44.7122,45.2504,725361.0
2020-04-14,46.2917,47.43,46.0358,47.3153,1503693.0
2020-04-15,46.6094,47.0329,45.1975,45.4446,1003219.0
2020-04-16,45.7005,46.2564,44.9151,45.5416,732284.0
2020-04-17,46.0887,46.9226,45.5416,46.6535,704029.0
2020-04-18,46.0887,46.9226,45.5416,46.6535,704029.0
2020-04-19,46.0887,46.9226,45.5416,46.6535,704029.0
2020-04-20,45.9475,46.3535,43.9886,44.1121,1145695.0
2020-04-21,43.212,43.9708,42.7179,43.8562,1047127.0
2020-04-22,44.518,45.5328,43.9709,45.0298,1100700.0
2020-04-23,45.0828,45.1445,43.7944,44.2004,1087658.0
2020-04-24,44.1651,44.4695,43.1414,44.1033,1363288.0
2020-04-25,44.1651,44.4695,43.1414,44.1033,1363288.0
2020-04-26,44.1651,44.4695,43.1414,44.1033,1363288.0
2020-04-27,44.3415,44.7739,44.1209,44.421,1512697.0
2020-04-28,44.9504,45.3298,44.1915,44.6945,1276274.0
2020-04-29,45.1479,45.2813,43.592,43.9299,2091930.0
2020-04-30,43.6543,43.8321,42.6229,43.1653,1377469.0
2020-05-01,42.8363,42.9963,41.6138,42.0094,1391466.0
2020-05-02,42.8363,42.9963,41.6138,42.0094,1391466.0
2020-05-03,42.8363,42.9963,41.6138,42.0094,1391466.0
2020-05-04,42.1517,42.4184,41.4315,42.2273,1296461.0
2020-05-05,42.3295,43.0617,42.2317,42.694,976707.0
2020-05-06,42.8719,43.0023,40.9692,41.0492,1716480.0
2020-05-07,41.6805,42.1517,41.0003,41.1115,1403383.0
2020-05-08,42.205,42.863,41.3871,42.6674,1311999.0
2020-05-09,42.205,42.863,41.3871,42.6674,1311999.0
2020-05-10,42.205,42.863,41.3871,42.6674,1311999.0
2020-05-11,42.534,42.534,41.2982,41.8583,1238299.0
2020-05-12,41.7605,41.8939,40.9514,41.2493,1317058.0
2020-05-13,40.8536,41.1203,40.3557,40.7736,1966147.0
2020-05-14,40.1512,41.0848,39.44,40.8447,1510806.0
2020-05-15,40.6491,40.9514,39.7778,40.8536,3747422.0
2020-05-16,40.6491,40.9514,39.7778,40.8536,3747422.0
2020-05-17,40.6491,40.9514,39.7778,40.8536,3747422.0
2020-05-18,42.0183,42.7474,41.8049,42.4451,1170362.0
2020-05-19,42.0983,42.3651,41.1737,41.1826,1075114.0
2020-05-20,41.4582,42.1606,41.2359,41.4849,881974.0
2020-05-21,41.2626,41.6894,40.8892,40.9247,983674.0
2020-05-22,40.987,41.2626,40.8625,41.2359,875009.0
2020-05-23,40.987,41.2626,40.8625,41.2359,875009.0
2020-05-24,40.987,41.2626,40.8625,41.2359,875009.0
2020-05-25,40.987,41.2626,40.8625,41.2359,875009.0
2020-05-26,41.9116,42.4095,41.556,41.7071,1071750.0
2020-05-27,42.4451,42.5785,41.5738,42.0806,1430892.0
2020-05-28,42.5962,43.6009,42.2673,43.4409,1276231.0
2020-05-29,43.103,44.2055,43.0319,43.8854,1858817.0
2020-05-30,43.103,44.2055,43.0319,43.8854,1858817.0
2020-05-31,43.103,44.2055,43.0319,43.8854,1858817.0
2020-06-01,43.8499,44.1788,43.3564,43.9743,989308.0
2020-06-02,44.0543,44.6322,43.7521,44.5967,1553123.0
2020-06-03,45.0057,45.7258,44.6945,45.3791,1361867.0
2020-06-04,44.9968,45.3524,44.1255,44.5433,1666398.0
2020-06-05,45.0323,45.957,44.7656,45.0234,1103065.0
2020-06-06,45.0323,45.957,44.7656,45.0234,1103065.0
2020-06-07,45.0323,45.957,44.7656,45.0234,1103065.0
2020-06-08,44.9612,46.6505,44.4989,46.5171,1378453.0
2020-06-09,46.0103,46.4638,44.8278,45.139,1083865.0
2020-06-10,44.9345,45.5124,44.8101,45.0946,1113809.0
2020-06-11,44.4278,44.7878,42.8807,43.2897,1609635.0
2020-06-12,44.0988,44.0988,42.7652,43.1653,1614688.0
2020-06-13,44.0988,44.0988,42.7652,43.1653,1614688.0
2020-06-14,44.0988,44.0988,42.7652,43.1653,1614688.0
2020-06-15,42.2139,43.8854,41.9828,43.4942,1062335.0
2020-06-16,44.2499,44.7567,43.3031,43.5653,1396174.0
2020-06-17,43.8143,43.9388,42.9166,43.4853,1170073.0
2020-06-18,43.2364,43.6543,43.0408,43.592,881007.0
2020-06-19,44.2499,44.2499,42.5516,42.6674,4681227.0
2020-06-20,44.2499,44.2499,42.5516,42.6674,4681227.0
2020-06-21,44.2499,44.2499,42.5516,42.6674,4681227.0
2020-06-22,42.6674,43.3075,42.2406,43.1075,1270440.0
2020-06-23,43.5298,44.161,42.3829,42.5785,1056725.0
2020-06-24,42.1428,42.3295,41.4049,41.8939,2309500.0
2020-06-25,41.8405,41.9472,41.0314,41.5827,1753467.0
2020-06-26,41.636,42.2851,41.2537,41.8316,3342608.0
2020-06-27,41.636,42.2851,41.2537,41.8316,3342608.0
2020-06-28,41.636,42.2851,41.2537,41.8316,3342608.0
2020-06-29,42.3295,42.3562,41.5338,42.1428,1321030.0
2020-06-30,42.1517,42.8007,42.045,42.534,1489060.0
2020-07-01,42.4718,43.5298,42.3917,43.352,959704.0
2020-07-02,43.8499,44.1299,43.6454,43.9388,1148088.0
2020-07-03,43.8499,44.1299,43.6454,43.9388,1148088.0
2020-07-04,43.8499,44.1299,43.6454,43.9388,1148088.0
2020-07-05,43.8499,44.1299,43.6454,43.9388,1148088.0
2020-07-06,44.2322,44.6234,43.352,43.5653,1532117.0
2020-07-07,43.1919,43.3253,42.7741,43.0941,1706139.0
2020-07-08,43.0497,43.3253,42.7207,43.1297,1344028.0
2020-07-09,43.0052,43.0986,42.2495,42.8985,1346600.0
2020-07-10,42.943,43.8321,42.943,43.6009,895118.0
2020-07-11,42.943,43.8321,42.943,43.6009,895118.0
2020-07-12,42.943,43.8321,42.943,43.6009,895118.0
2020-07-13,43.5031,43.8632,43.2631,43.5164,2216278.0
2020-07-14,43.8232,44.1521,43.4675,44.001,1860761.0
2020-07-15,44.49,44.9345,43.8676,43.8943,1283802.0
2020-07-16,43.841,44.4011,43.7876,44.2144,870624.0
2020-07-17,44.4544,45.1924,44.3388,45.139,1328196.0
2020-07-18,44.4544,45.1924,44.3388,45.139,1328196.0
2020-07-19,44.4544,45.1924,44.3388,45.139,1328196.0
2020-07-20,44.9434,45.2546,44.6767,44.8545,801552.0
2020-07-21,44.8012,45.7258,44.6856,45.1035,1159050.0
2020-07-22,44.7656,46.775,44.6945,46.7216,1449417.0
2020-07-23,46.855,47.5129,46.8283,47.344,1600244.0
2020-07-24,47.5218,48.0108,46.9528,47.2284,1418448.0
2020-07-25,47.5218,48.0108,46.9528,47.2284,1418448.0
2020-07-26,47.5218,48.0108,46.9528,47.2284,1418448.0
2020-07-27,47.1306,47.2373,46.5527,47.0061,1234564.0
2020-07-28,46.935,47.9574,46.7475,47.6729,1108571.0
2020-07-29,47.8241,48.1086,47.5662,48.0197,640643.0
2020-07-30,47.6526,48.3062,47.1243,48.145,1030929.0
2020-07-31,48.0197,48.2614,47.4645,48.2167,1198189.0
2020-08-01,48.0197,48.2614,47.4645,48.2167,1198189.0
2020-08-02,48.0197,48.2614,47.4645,48.2167,1198189.0
2020-08-03,48.1092,48.2077,47.3062,47.9122,785851.0
2020-08-04,47.9391,48.4674,47.8227,48.1719,1176004.0
2020-08-05,48.4584,48.5032,47.2317,47.3392,1709948.0
2020-08-06,47.2407,47.8585,46.8736,47.76,1278324.0
2020-08-07,47.0706,49.3538,46.7572,48.9957,1476025.0
2020-08-08,47.0706,49.3538,46.7572,48.9957,1476025.0
2020-08-09,47.0706,49.3538,46.7572,48.9957,1476025.0
2020-08-10,49.2732,49.7747,48.924,49.5598,1130605.0
2020-08-11,49.7836,49.7836,47.8943,48.0466,911397.0
2020-08-12,48.3062,48.745,47.9481,48.2883,884490.0
2020-08-13,48.4405,48.4674,47.8138,48.3331,1181681.0
2020-08-14,48.4226,48.7136,48.0376,48.145,688286.0
2020-08-15,48.4226,48.7136,48.0376,48.145,688286.0
2020-08-16,48.4226,48.7136,48.0376,48.145,688286.0
2020-08-17,48.3868,48.7718,48.0734,48.2614,1131154.0
2020-08-18,48.163,48.3599,47.7332,48.0376,799269.0
2020-08-19,48.1809,48.4047,47.872,48.1898,975874.0
2020-08-20,47.9033,48.4674,47.5899,48.0107,882873.0
2020-08-21,48.1809,48.5301,47.5989,48.4226,943750.0
2020-08-22,48.1809,48.5301,47.5989,48.4226,943750.0
2020-08-23,48.1809,48.5301,47.5989,48.4226,943750.0
2020-08-24,48.5927,48.9688,47.9928,48.933,838895.0
2020-08-25,49.3001,49.309,48.4763,48.5748,875681.0
2020-08-26,48.6375,48.6554,47.7421,48.3868,1402760.0
2020-08-27,48.7718,49.13,48.1674,48.351,907722.0
2020-08-28,48.3958,48.6644,47.9548,48.6375,836191.0
2020-08-29,48.3958,48.6644,47.9548,48.6375,836191.0
2020-08-30,48.3958,48.6644,47.9548,48.6375,836191.0
2020-08-31,48.4316,48.8882,48.3644,48.4853,1349312.0
2020-09-01,48.3599,48.4137,47.6794,47.8854,995998.0
2020-09-02,47.8764,49.1121,47.6436,48.9419,2170296.0
2020-09-03,49.1121,49.3807,47.966,48.3241,1611554.0
2020-09-04,48.5301,48.6957,47.1512,47.7153,1763447.0
2020-09-05,48.5301,48.6957,47.1512,47.7153,1763447.0
2020-09-06,48.5301,48.6957,47.1512,47.7153,1763447.0
2020-09-07,48.5301,48.6957,47.1512,47.7153,1763447.0
2020-09-08,47.7063,47.8138,46.8378,47.1422,1838963.0
2020-09-09,47.4198,48.7629,47.4198,48.154,2710318.0
2020-09-10,47.9122,48.248,46.5871,46.6318,1977901.0
2020-09-11,46.6587,46.793,46.1259,46.4349,2009747.0
2020-09-12,46.6587,46.793,46.1259,46.4349,2009747.0
2020-09-13,46.6587,46.793,46.1259,46.4349,2009747.0
2020-09-14,46.6677,47.0706,46.4169,46.8557,2245957.0
2020-09-15,47.2676,47.9525,47.093,47.2407,1518031.0
2020-09-16,47.2317,48.0555,46.9631,47.5093,1480903.0
2020-09-17,47.2497,47.2497,46.3677,46.7214,1167305.0
2020-09-18,46.5781,46.6587,45.5574,45.6469,2342514.0
2020-09-19,46.5781,46.6587,45.5574,45.6469,2342514.0
2020-09-20,46.5781,46.6587,45.5574,45.6469,2342514.0
2020-09-21,45.0713,45.4589,43.7755,44.6172,1805014.0
2020-09-22,44.474,45.1903,44.4493,44.7784,1322581.0
2020-09-23,44.9664,45.15,44.5814,44.6172,1196571.0
2020-09-24,44.5904,45.047,44.2474,44.7068,1253435.0
2020-09-25,44.3396,46.1304,44.1471,45.9782,2044104.0
2020-09-26,44.3396,46.1304,44.1471,45.9782,2044104.0
2020-09-27,44.3396,46.1304,44.1471,45.9782,2044104.0
2020-09-28,46.2558,46.5333,45.8797,46.1036,1492996.0
2020-09-29,46.2558,46.3543,45.6559,45.7364,968366.0
2020-09-30,46.1662,46.4438,45.8797,46.2468,1583797.0
2020-10-01,46.1752,47.0348,46.1752,46.8557,1596631.0
2020-10-02,46.6139,47.8764,46.5781,47.5362,1491664.0
2020-10-03,46.6139,47.8764,46.5781,47.5362,1491664.0
2020-10-04,46.6139,47.8764,46.5781,47.5362,1491664.0
2020-10-05,47.5899,47.9212,47.0348,47.7332,1463109.0
2020-10-06,47.9302,49.1299,47.5899,48.7002,1334873.0
2020-10-07,49.0046,49.1031,48.1182,48.4226,1063044.0
2020-10-08,48.548,49.4254,48.4226,49.4075,1405465.0
2020-10-09,49.4434,49.712,48.7808,49.0136,881312.0
2020-10-10,49.4434,49.712,48.7808,49.0136,881312.0
2020-10-11,49.4434,49.712,48.7808,49.0136,881312.0
2020-10-12,48.9151,49.4254,48.8748,48.9957,1271837.0
2020-10-13,48.6912,48.7986,48.0466,48.4226,898630.0
2020-10-14,48.6106,48.8255,48.1361,48.3958,697951.0
2020-10-15,48.0913,49.1389,48.0107,48.8434,874586.0
2020-10-16,48.7897,49.4523,48.539,49.1479,1339749.0
2020-10-17,48.7897,49.4523,48.539,49.1479,1339749.0
2020-10-18,48.7897,49.4523,48.539,49.1479,1339749.0
2020-10-19,49.2285,49.4434,48.8524,48.9957,1599775.0
2020-10-20,49.1479,49.5866,48.9061,49.3717,875572.0
2020-10-21,49.2464,50.2134,49.2285,49.8194,1526984.0
2020-10-22,49.6941,50.7238,49.5419,50.5536,1256016.0
2020-10-23,50.9028,50.9118,50.2582,50.7417,832248.0
2020-10-24,50.9028,50.9118,50.2582,50.7417,832248.0
2020-10-25,50.9028,50.9118,50.2582,50.7417,832248.0
2020-10-26,50.4014,51.0461,50.2313,50.8849,797791.0
2020-10-27,51.0819,51.5028,50.7059,51.1804,978564.0
2020-10-28,50.3119,51.0909,49.6314,49.712,1267466.0
2020-10-29,49.3874,50.7294,48.8149,50.0996,967497.0
2020-10-30,49.9644,50.2529,49.2612,49.8382,1348042.0
2020-10-31,49.9644,50.2529,49.2612,49.8382,1348042.0
2020-11-01,49.9644,50.2529,49.2612,49.8382,1348042.0
2020-11-02,50.5414,51.3257,49.9373,51.1094,1342450.0
2020-11-03,50.4152,51.8577,50.2258,50.884,1951507.0
2020-11-04,50.7578,51.8171,49.6939,49.8923,1552744.0
2020-11-05,50.3611,50.6361,49.2702,49.4775,1145890.0
2020-11-06,49.8111,50.298,48.7293,49.1981,1047756.0
2020-11-07,49.8111,50.298,48.7293,49.1981,1047756.0
2020-11-08,49.8111,50.298,48.7293,49.1981,1047756.0
2020-11-09,50.8569,52.3806,50.7578,51.0553,1550964.0
2020-11-10,50.8569,51.7314,50.8569,51.3528,1132863.0
2020-11-11,51.5421,52.0921,51.3708,51.7675,733919.0
2020-11-12,51.5421,51.7405,50.3611,50.6045,1282005.0
2020-11-13,50.9471,51.2085,50.3521,50.6676,977953.0
2020-11-14,50.9471,51.2085,50.3521,50.6676,977953.0
2020-11-15,50.9471,51.2085,50.3521,50.6676,977953.0
2020-11-16,51.3979,51.497,50.298,50.884,1032580.0
2020-11-17,50.6947,50.9832,49.2792,49.3423,1405579.0
2020-11-18,49.5677,49.6849,47.7916,47.8367,1501943.0
2020-11-19,48.3236,48.4265,47.0794,47.3048,1022624.0
2020-11-20,47.3499,47.9179,47.0253,47.6654,1667758.0
2020-11-21,47.3499,47.9179,47.0253,47.6654,1667758.0
2020-11-22,47.3499,47.9179,47.0253,47.6654,1667758.0
2020-11-23,47.9269,48.1432,47.422,47.5572,1048960.0
2020-11-24,47.8187,48.2334,47.3769,48.1162,1215335.0
2020-11-25,48.1613,48.567,47.5662,48.2424,1282522.0
2020-11-26,48.1613,48.567,47.5662,48.2424,1282522.0
2020-11-27,48.1342,48.4227,47.3859,47.5662,461181.0
2020-11-28,48.1342,48.4227,47.3859,47.5662,461181.0
2020-11-29,48.1342,48.4227,47.3859,47.5662,461181.0
2020-11-30,47.431,47.7375,46.9802,47.422,2093113.0
2020-12-01,47.7466,48.4137,47.6113,48.1162,1355851.0
2020-12-02,47.9179,48.5489,47.5031,48.5219,1412072.0
2020-12-03,48.4047,48.4047,47.6744,48.1072,1485143.0
2020-12-04,48.0891,48.4768,47.4761,47.6744,1270033.0
2020-12-05,48.0891,48.4768,47.4761,47.6744,1270033.0
2020-12-06,48.0891,48.4768,47.4761,47.6744,1270033.0
2020-12-07,47.8007,48.1162,47.5437,48.0846,1267010.0
2020-12-08,47.8728,48.0666,47.3769,47.5662,1177011.0
2020-12-09,47.6113,47.6474,46.8115,47.147,1161842.0
2020-12-10,46.872,47.2056,46.4213,46.7548,1016147.0
2020-12-11,46.5024,46.7278,46.3672,46.6151,810208.0
2020-12-12,46.5024,46.7278,46.3672,46.6151,810208.0
2020-12-13,46.5024,46.7278,46.3672,46.6151,810208.0
2020-12-14,47.0614,47.3048,46.268,46.286,677677.0
2020-12-15,46.4844,47.404,46.1688,47.2237,1108011.0
2020-12-16,47.404,47.6519,46.5385,46.5565,1378844.0
2020-12-17,46.7368,47.1605,46.5835,46.6376,1224116.0
2020-12-18,46.4934,46.785,45.682,46.0246,2601911.0
2020-12-19,46.4934,46.785,45.682,46.0246,2601911.0
2020-12-20,46.4934,46.785,45.682,46.0246,2601911.0
2020-12-21,45.5648,45.8082,44.5009,45.3845,1692348.0
2020-12-22,45.3574,45.3845,44.9968,45.2357,1059680.0
2020-12-23,45.5017,45.691,44.6632,44.6632,1005314.0
2020-12-24,44.6993,45.1411,42.9232,45.096,743155.0
2020-12-25,44.6993,45.1411,42.9232,45.096,743155.0
2020-12-26,44.6993,45.1411,42.9232,45.096,743155.0
2020-12-27,44.6993,45.1411,42.9232,45.096,743155.0
2020-12-28,45.3935,45.8172,45.1942,45.3574,743559.0
2020-12-29,45.6279,45.8984,45.3123,45.5107,1048642.0
2020-12-30,45.5468,45.9795,45.4025,45.7631,563774.0
2020-12-31,45.5197,46.5295,45.4566,46.4573,916234.0
2021-01-01,45.5197,46.5295,45.4566,46.4573,916234.0
2021-01-02,45.5197,46.5295,45.4566,46.4573,916234.0
2021-01-03,45.5197,46.5295,45.4566,46.4573,916234.0
2021-01-04,46.4573,46.4671,45.3214,45.5197,807677.0
2021-01-05,45.5287,45.7902,45.096,45.2988,968077.0
2021-01-06,45.6028,46.2319,45.2853,45.9795,969911.0
2021-01-07,45.9344,45.9344,44.2575,44.2756,1317579.0
2021-01-08,44.3567,44.6001,43.8699,44.4919,1183520.0
2021-01-09,44.3567,44.6001,43.8699,44.4919,1183520.0
2021-01-10,44.3567,44.6001,43.8699,44.4919,1183520.0
2021-01-11,44.4739,44.6799,43.4822,43.7707,1022948.0
2021-01-12,43.6354,43.7617,42.5626,43.3019,920730.0
2021-01-13,43.4461,44.1313,43.2548,43.9465,951486.0
2021-01-14,43.8879,43.9059,42.8781,43.356,936434.0
2021-01-15,43.2207,44.6903,43.0174,44.6001,1652467.0
2021-01-16,43.2207,44.6903,43.0174,44.6001,1652467.0
2021-01-17,43.2207,44.6903,43.0174,44.6001,1652467.0
2021-01-18,43.2207,44.6903,43.0174,44.6001,1652467.0
2021-01-19,44.9517,45.1861,44.2034,44.7444,1934223.0
2021-01-20,44.4559,45.2087,44.3747,45.0058,1867039.0
2021-01-21,44.8706,45.2222,44.6362,44.8526,920276.0
2021-01-22,44.9157,44.9157,43.9149,44.546,1283491.0
2021-01-23,44.9157,44.9157,43.9149,44.546,1283491.0
2021-01-24,44.9157,44.9157,43.9149,44.546,1283491.0
2021-01-25,44.546,45.691,44.2215,45.5287,2205332.0
2021-01-26,45.5287,45.5287,44.6722,44.9337,1077426.0
2021-01-27,44.6813,45.1771,43.7346,44.1584,1452442.0
2021-01-28,44.4697,45.3742,44.1516,44.5061,1236502.0
2021-01-29,44.397,44.6697,43.697,44.2243,1800401.0
2021-01-30,44.397,44.6697,43.697,44.2243,1800401.0
2021-01-31,44.397,44.6697,43.697,44.2243,1800401.0
2021-02-01,44.3061,44.9151,43.8607,44.497,1236804.0
2021-02-02,44.6606,45.3696,44.3334,44.5606,1065816.0
2021-02-03,44.906,45.3969,44.5788,44.6424,1229041.0
2021-02-04,44.4788,45.2242,44.2697,44.956,924776.0
2021-02-05,44.9515,45.3333,44.8242,45.1606,778480.0
2021-02-06,44.9515,45.3333,44.8242,45.1606,778480.0
2021-02-07,44.9515,45.3333,44.8242,45.1606,778480.0
2021-02-08,45.1515,45.4515,44.497,44.597,875817.0
2021-02-09,44.797,44.9424,43.8607,44.397,834663.0
2021-02-10,44.6697,45.0151,44.4106,44.6515,800374.0
2021-02-11,44.6606,44.906,44.0879,44.2788,912843.0
2021-02-12,44.2425,44.4061,43.7379,43.897,1269145.0
2021-02-13,44.2425,44.4061,43.7379,43.897,1269145.0
2021-02-14,44.2425,44.4061,43.7379,43.897,1269145.0
2021-02-15,44.2425,44.4061,43.7379,43.897,1269145.0
2021-02-16,44.1334,44.2425,43.3971,43.4698,1128303.0
2021-02-17,43.6243,43.9788,43.497,43.8379,999080.0
2021-02-18,43.5789,44.2606,43.5789,44.1879,1045750.0
2021-02-19,45.4424,45.4424,43.2153,43.2971,1901149.0
2021-02-20,45.4424,45.4424,43.2153,43.2971,1901149.0
2021-02-21,45.4424,45.4424,43.2153,43.2971,1901149.0
2021-02-22,43.1789,43.4239,42.2608,42.8425,1337810.0
2021-02-23,43.2153,44.2515,43.0516,43.8425,1880023.0
2021-02-24,44.0061,44.0061,42.988,43.2062,1495503.0
2021-02-25,43.0971,43.4152,42.8153,43.0607,1289747.0
2021-02-26,43.2153,43.6607,41.8063,41.9608,1700803.0
2021-02-27,43.2153,43.6607,41.8063,41.9608,1700803.0
2021-02-28,43.2153,43.6607,41.8063,41.9608,1700803.0
2021-03-01,42.3153,43.3062,42.3153,42.8062,1448563.0
2021-03-02,42.9837,43.0153,42.1517,42.8244,1092400.0
2021-03-03,42.8425,42.8516,41.8699,42.6426,1303608.0
