,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity
2019-06-30,92.4835,94.3111,92.4835,94.0032,1174310.0
2019-07-01,96.5659,98.1203,93.4768,94.6191,2030405.0
2019-07-02,94.5297,94.5297,91.7584,93.0894,1011308.0
2019-07-03,93.4967,93.9138,92.3643,93.0298,661660.0
2019-07-04,93.4967,93.9138,92.3643,93.0298,661660.0
2019-07-05,93.2483,93.2682,90.9042,92.1955,901719.0
2019-07-06,93.2483,93.2682,90.9042,92.1955,901719.0
2019-07-07,93.2483,93.2682,90.9042,92.1955,901719.0
2019-07-08,91.6988,93.0398,91.2221,91.2817,852186.0
2019-07-09,91.1327,91.1327,89.2852,89.464,1229642.0
2019-07-10,89.7024,89.8464,86.7226,86.8815,1659553.0
2019-07-11,87.1199,87.8847,86.3352,87.6463,1757218.0
2019-07-12,88.0635,89.8514,87.8117,88.5899,1284660.0
2019-07-13,88.0635,89.8514,87.8117,88.5899,1284660.0
2019-07-14,88.0635,89.8514,87.8117,88.5899,1284660.0
2019-07-15,89.1561,90.9638,88.9574,89.8712,1814990.0
2019-07-16,90.1493,92.2749,89.7818,91.8776,1041641.0
2019-07-17,87.5668,89.5335,87.5668,88.9673,2941522.0
2019-07-18,88.9177,89.1263,86.5736,87.2788,1618648.0
2019-07-19,87.7357,88.9971,87.2589,87.6562,1096500.0
2019-07-20,87.7357,88.9971,87.2589,87.6562,1096500.0
2019-07-21,87.7357,88.9971,87.2589,87.6562,1096500.0
2019-07-22,88.0535,88.8581,86.0273,86.0968,866432.0
2019-07-23,86.6034,88.0535,86.0173,87.4675,996849.0
2019-07-24,87.9045,89.6676,87.3384,88.6098,925489.0
2019-07-25,88.7588,90.3182,88.5402,88.7786,1068927.0
2019-07-26,88.9773,89.4441,87.4476,88.7091,938085.0
2019-07-27,88.9773,89.4441,87.4476,88.7091,938085.0
2019-07-28,88.9773,89.4441,87.4476,88.7091,938085.0
2019-07-29,88.3019,88.9177,87.0305,88.4806,971358.0
2019-07-30,88.3019,88.9276,86.4742,88.4806,1481771.0
2019-07-31,88.3714,88.9177,86.7226,88.3217,1417570.0
2019-08-01,87.8747,88.3217,80.2564,82.2429,1807429.0
2019-08-02,82.074,83.8321,79.9484,79.9584,2198170.0
2019-08-03,82.074,83.8321,79.9484,79.9584,2198170.0
2019-08-04,82.074,83.8321,79.9484,79.9584,2198170.0
2019-08-05,78.389,78.4486,75.0913,76.0846,2211087.0
2019-08-06,76.472,77.7434,75.6575,77.3361,1418350.0
2019-08-07,76.7799,77.6838,75.9058,77.3361,1385955.0
2019-08-08,77.8427,78.4883,77.2567,78.0513,1352559.0
2019-08-09,77.5348,77.6242,74.108,74.1577,1104045.0
2019-08-10,77.5348,77.6242,74.108,74.1577,1104045.0
2019-08-11,77.5348,77.6242,74.108,74.1577,1104045.0
2019-08-12,73.522,73.7504,70.9941,71.6149,1318630.0
2019-08-13,71.2474,76.6508,71.0189,74.1676,2115267.0
2019-08-14,71.5156,71.5156,68.1384,68.8933,1876474.0
2019-08-15,69.082,69.4992,66.9564,68.7245,2416161.0
2019-08-16,69.1218,70.9593,68.7344,70.2442,1361199.0
2019-08-17,69.1218,70.9593,68.7344,70.2442,1361199.0
2019-08-18,69.1218,70.9593,68.7344,70.2442,1361199.0
2019-08-19,71.7639,72.4592,71.4262,71.4758,1135525.0
2019-08-20,70.9196,71.5305,70.2938,71.3566,871843.0
2019-08-21,72.0917,72.2605,70.8501,71.5056,730021.0
2019-08-22,71.5156,72.8465,71.2573,72.2506,1322383.0
2019-08-23,71.0785,71.8831,68.2974,68.5457,2124334.0
2019-08-24,71.0785,71.8831,68.2974,68.5457,2124334.0
2019-08-25,71.0785,71.8831,68.2974,68.5457,2124334.0
2019-08-26,69.4098,70.3336,68.6549,70.0058,1136284.0
2019-08-27,70.6018,71.0189,69.1615,69.3403,1113394.0
2019-08-28,68.8437,71.4361,68.5357,71.0885,1451978.0
2019-08-29,77.0885,78.8674,72.9543,75.5282,3998247.0
2019-08-30,76.0251,78.1419,75.2599,75.3295,1878755.0
2019-08-31,76.0251,78.1419,75.2599,75.3295,1878755.0
2019-09-01,76.0251,78.1419,75.2599,75.3295,1878755.0
2019-09-02,76.0251,78.1419,75.2599,75.3295,1878755.0
2019-09-03,75.081,75.5382,73.6201,73.8388,2436880.0
2019-09-04,78.5692,81.2624,78.0624,80.5767,3311469.0
2019-09-05,82.0078,84.214,82.0078,84.0351,2163312.0
2019-09-06,84.4525,85.4165,83.4786,84.8599,1916256.0
2019-09-07,84.4525,85.4165,83.4786,84.8599,1916256.0
2019-09-08,84.4525,85.4165,83.4786,84.8599,1916256.0
2019-09-09,85.1978,88.7589,84.9693,88.6363,1972151.0
2019-09-10,88.2786,90.2165,88.0599,89.978,2017929.0
2019-09-11,89.809,90.455,86.9978,89.8388,1459587.0
2019-09-12,89.2326,90.3457,87.1655,89.8289,1405346.0
2019-09-13,90.4947,92.2239,89.8289,90.0475,1030520.0
2019-09-14,90.4947,92.2239,89.8289,90.0475,1030520.0
2019-09-15,90.4947,92.2239,89.8289,90.0475,1030520.0
2019-09-16,88.8053,90.7034,88.1991,90.0575,1221921.0
2019-09-17,89.7494,89.7494,86.8674,87.9009,1385967.0
2019-09-18,87.255,88.5668,86.7134,88.4674,977159.0
2019-09-19,88.6065,88.6065,85.5953,86.2016,1062524.0
2019-09-20,86.8177,88.1991,85.4761,85.5755,1431002.0
2019-09-21,86.8177,88.1991,85.4761,85.5755,1431002.0
2019-09-22,86.8177,88.1991,85.4761,85.5755,1431002.0
2019-09-23,84.7307,87.1755,83.9059,86.4599,1089540.0
2019-09-24,86.9867,86.9867,84.2438,85.2177,846200.0
2019-09-25,85.4264,87.1954,85.0686,86.7183,918095.0
2019-09-26,86.8276,87.0711,85.8736,86.2413,920221.0
2019-09-27,86.5593,88.5121,86.3407,87.1755,764549.0
2019-09-28,86.5593,88.5121,86.3407,87.1755,764549.0
2019-09-29,86.5593,88.5121,86.3407,87.1755,764549.0
2019-09-30,87.4736,88.1295,86.9171,87.6823,753168.0
2019-10-01,88.1494,89.1432,85.1283,85.1283,1581492.0
2019-10-02,84.0649,84.5618,82.127,82.3854,1213558.0
2019-10-03,82.3655,83.4984,80.6164,83.3494,1232563.0
2019-10-04,83.409,84.1543,82.2661,83.9556,1363774.0
2019-10-05,83.409,84.1543,82.2661,83.9556,1363774.0
2019-10-06,83.409,84.1543,82.2661,83.9556,1363774.0
2019-10-07,83.7469,84.2338,83.0015,83.1904,989486.0
2019-10-08,81.9481,82.2463,79.9307,80.3084,1074935.0
2019-10-09,81.4314,82.7332,81.1233,82.2463,914230.0
2019-10-10,82.4947,84.3332,82.0525,83.2798,1124846.0
2019-10-11,84.691,88.1593,84.691,87.1755,1197254.0
2019-10-12,84.691,88.1593,84.691,87.1755,1197254.0
2019-10-13,84.691,88.1593,84.691,87.1755,1197254.0
2019-10-14,86.3804,87.1755,84.7457,86.4003,827340.0
2019-10-15,86.6289,88.1196,86.0028,87.0165,588306.0
2019-10-16,86.8873,88.1991,86.8177,87.1059,637554.0
2019-10-17,87.9506,88.4376,86.1717,86.8376,951071.0
2019-10-18,85.5357,87.0264,84.9899,86.8475,797632.0
2019-10-19,85.5357,87.0264,84.9899,86.8475,797632.0
2019-10-20,85.5357,87.0264,84.9899,86.8475,797632.0
2019-10-21,87.9208,89.7693,87.9208,88.7954,891363.0
2019-10-22,88.9245,92.1643,88.4177,91.8165,1167307.0
2019-10-23,91.7171,91.896,90.1469,91.1805,889867.0
2019-10-24,91.5581,91.8463,89.0239,90.2761,659427.0
2019-10-25,88.4674,92.7904,88.4674,92.1941,798425.0
2019-10-26,88.4674,92.7904,88.4674,92.1941,798425.0
2019-10-27,88.4674,92.7904,88.4674,92.1941,798425.0
2019-10-28,90.3854,92.6412,89.0537,89.1134,1118507.0
2019-10-29,88.8649,89.0537,87.6823,87.8711,867158.0
2019-10-30,88.0401,88.5469,86.8972,87.8314,624573.0
2019-10-31,87.3544,87.7519,84.7009,86.619,905967.0
2019-11-01,87.5432,89.6301,87.5432,89.5308,665834.0
2019-11-02,87.5432,89.6301,87.5432,89.5308,665834.0
2019-11-03,87.5432,89.6301,87.5432,89.5308,665834.0
2019-11-04,90.4451,92.8699,90.3457,92.8003,891322.0
2019-11-05,93.0786,96.3283,92.8401,94.3606,1254410.0
2019-11-06,93.9929,94.1519,91.7767,92.6215,1022563.0
2019-11-07,96.3482,100.2935,96.1146,97.0538,1487068.0
2019-11-08,96.865,97.5109,94.8376,97.3519,891128.0
2019-11-09,96.865,97.5109,94.8376,97.3519,891128.0
2019-11-10,96.865,97.5109,94.8376,97.3519,891128.0
2019-11-11,96.6066,97.1482,95.6028,96.1196,602107.0
2019-11-12,96.4972,97.3519,95.4846,96.2786,591626.0
2019-11-13,95.5631,96.3432,94.8774,96.1295,609819.0
2019-11-14,96.5668,97.9879,96.2886,97.2327,596881.0
2019-11-15,97.9581,99.3296,97.1432,99.2997,745419.0
2019-11-16,97.9581,99.3296,97.1432,99.2997,745419.0
2019-11-17,97.9581,99.3296,97.1432,99.2997,745419.0
2019-11-18,98.9718,99.2997,97.2028,99.1904,790912.0
2019-11-19,98.9022,99.1308,97.1035,97.5904,865587.0
2019-11-20,97.5606,97.5805,95.6724,97.2028,1024460.0
2019-11-21,97.1631,98.1171,96.1792,96.5569,1675217.0
2019-11-22,97.8587,99.7122,96.7854,99.2004,1066840.0
2019-11-23,97.8587,99.7122,96.7854,99.2004,1066840.0
2019-11-24,97.8587,99.7122,96.7854,99.2004,1066840.0
2019-11-25,100.0948,100.3631,98.3855,99.9556,2025861.0
2019-11-26,101.4047,102.3988,98.8298,99.466,2388682.0
2019-11-27,98.9888,99.2771,96.0362,96.8812,1123776.0
2019-11-28,98.9888,99.2771,96.0362,96.8812,1123776.0
2019-11-29,96.3046,97.4877,95.3204,96.3941,559868.0
2019-11-30,96.3046,97.4877,95.3204,96.3941,559868.0
2019-12-01,96.3046,97.4877,95.3204,96.3941,559868.0
2019-12-02,96.573,97.3684,95.4645,96.1654,977123.0
2019-12-03,94.1771,94.4057,92.7455,93.5209,1225869.0
2019-12-04,93.6402,97.1993,92.9642,96.7818,1040251.0
2019-12-05,97.5672,100.1719,97.3128,100.1421,1262801.0
2019-12-06,100.6889,102.8362,100.6193,100.8181,955165.0
2019-12-07,100.6889,102.8362,100.6193,100.8181,955165.0
2019-12-08,100.6889,102.8362,100.6193,100.8181,955165.0
2019-12-09,100.7783,102.205,100.4105,101.6731,837514.0
2019-12-10,101.6433,103.1643,100.6889,100.7684,832069.0
2019-12-11,100.3707,102.0707,99.7146,101.9017,775875.0
2019-12-12,102.1702,104.755,101.0318,104.5164,799348.0
2019-12-13,105.2123,106.3655,103.6316,103.8006,883546.0
2019-12-14,105.2123,106.3655,103.6316,103.8006,883546.0
2019-12-15,105.2123,106.3655,103.6316,103.8006,883546.0
2019-12-16,104.8246,105.5801,103.5222,103.8901,647065.0
2019-12-17,103.8205,104.9041,102.9257,104.755,946452.0
2019-12-18,105.1527,106.6737,104.4667,106.286,753731.0
2019-12-19,105.8486,106.2363,103.9795,104.0491,847691.0
2019-12-20,104.6854,105.2819,104.0292,104.6158,966903.0
2019-12-21,104.6854,105.2819,104.0292,104.6158,966903.0
2019-12-22,104.6854,105.2819,104.0292,104.6158,966903.0
2019-12-23,104.6755,104.8047,103.4825,104.2877,674585.0
2019-12-24,104.4567,104.5064,103.3731,104.0591,190871.0
2019-12-25,104.4567,104.5064,103.3731,104.0591,190871.0
2019-12-26,104.3871,105.1029,103.731,104.2877,290934.0
2019-12-27,104.1983,105.1129,103.2488,103.4427,497858.0
2019-12-28,104.1983,105.1129,103.2488,103.4427,497858.0
2019-12-29,104.1983,105.1129,103.2488,103.4427,497858.0
2019-12-30,103.4725,104.4667,102.538,103.4029,356884.0
2019-12-31,103.4029,104.9836,102.9953,104.5363,383294.0
2020-01-01,103.4029,104.9836,102.9953,104.5363,383294.0
2020-01-02,105.3217,105.7839,103.9398,104.7351,835401.0
2020-01-03,102.9655,104.2281,102.2532,102.6871,641964.0
2020-01-04,102.9655,104.2281,102.2532,102.6871,641964.0
2020-01-05,102.9655,104.2281,102.2532,102.6871,641964.0
2020-01-06,101.7824,105.093,101.3748,105.0234,684092.0
2020-01-07,105.0234,106.1766,104.079,105.0334,552738.0
2020-01-08,106.0971,107.4293,104.9936,105.61,631881.0
2020-01-09,105.9182,106.7731,99.7444,102.6971,1921019.0
2020-01-10,102.6672,102.8263,99.8339,99.8935,930748.0
2020-01-11,102.6672,102.8263,99.8339,99.8935,930748.0
2020-01-12,102.6672,102.8263,99.8339,99.8935,930748.0
2020-01-13,100.0427,100.6541,99.1678,99.6649,657732.0
2020-01-14,99.4263,100.6789,99.2374,99.3169,792174.0
2020-01-15,98.6309,99.3567,97.6169,98.1637,741730.0
2020-01-16,98.9391,100.1928,98.4619,98.8099,603211.0
2020-01-17,99.3964,100.3906,98.8198,100.3608,716995.0
2020-01-18,99.3964,100.3906,98.8198,100.3608,716995.0
2020-01-19,99.3964,100.3906,98.8198,100.3608,716995.0
2020-01-20,99.3964,100.3906,98.8198,100.3608,716995.0
2020-01-21,99.8438,100.0288,98.1836,98.1935,840435.0
2020-01-22,98.5315,98.9093,97.4777,97.5075,471211.0
2020-01-23,96.2549,96.921,94.535,96.3245,569374.0
2020-01-24,96.583,96.8961,93.511,94.3958,556151.0
2020-01-25,96.583,96.8961,93.511,94.3958,556151.0
2020-01-26,96.583,96.8961,93.511,94.3958,556151.0
2020-01-27,91.9005,92.6958,90.7075,90.8864,997891.0
2020-01-28,91.7116,91.9303,89.5343,89.6735,895329.0
2020-01-29,90.27,91.2244,89.2262,89.3852,851393.0
2020-01-30,88.3215,91.0256,87.8642,90.8665,719487.0
2020-01-31,90.5285,90.6379,86.1641,86.6612,931664.0
2020-02-01,90.5285,90.6379,86.1641,86.6612,931664.0
2020-02-02,90.5285,90.6379,86.1641,86.6612,931664.0
2020-02-03,87.0887,88.1723,85.7565,85.9156,1042370.0
2020-02-04,87.9039,89.4648,86.522,86.6413,1177425.0
2020-02-05,88.3712,90.6627,88.232,89.4747,2265604.0
2020-02-06,90.101,90.4689,88.0928,88.3612,950960.0
2020-02-07,87.3571,88.3612,85.7764,85.9454,883882.0
2020-02-08,87.3571,88.3612,85.7764,85.9454,883882.0
2020-02-09,87.3571,88.3612,85.7764,85.9454,883882.0
2020-02-10,85.4285,86.2934,84.6033,84.8717,1145662.0
2020-02-11,85.4285,86.4823,84.6132,85.6571,753782.0
2020-02-12,88.1922,91.3934,87.7051,89.3653,1486561.0
2020-02-13,88.0928,89.1466,87.6156,88.7589,900975.0
2020-02-14,88.7291,89.2262,87.7548,88.8484,863377.0
2020-02-15,88.7291,89.2262,87.7548,88.8484,863377.0
2020-02-16,88.7291,89.2262,87.7548,88.8484,863377.0
2020-02-17,88.7291,89.2262,87.7548,88.8484,863377.0
2020-02-18,87.5361,88.575,85.2197,85.846,1154752.0
2020-02-19,85.9156,86.4226,85.3589,85.6273,947150.0
2020-02-20,85.508,87.5957,85.508,86.3729,812488.0
2020-02-21,85.3986,85.5806,83.5743,84.1758,798032.0
2020-02-22,85.3986,85.5806,83.5743,84.1758,798032.0
2020-02-23,85.3986,85.5806,83.5743,84.1758,798032.0
2020-02-24,79.9307,81.9191,79.0459,80.7559,1162582.0
2020-02-25,81.412,81.5512,76.0137,76.5108,1255610.0
2020-02-26,77.0079,77.8032,72.9219,73.6078,1389030.0
2020-02-27,71.6195,76.0734,69.6859,72.6336,1697806.0
2020-02-28,69.8897,74.3634,69.8897,73.6774,1834653.0
2020-02-29,69.8897,74.3634,69.8897,73.6774,1834653.0
2020-03-01,69.8897,74.3634,69.8897,73.6774,1834653.0
2020-03-02,74.3634,74.602,71.5102,74.1546,1294315.0
2020-03-03,73.7868,76.0535,70.2675,71.5102,1167309.0
2020-03-04,72.1663,73.4488,70.9037,73.3593,1045596.0
2020-03-05,70.8441,71.5599,68.5575,69.4324,1307562.0
