,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity,PVH US Equity
2021-05-12,110.7554,111.9498,104.943,105.4505,795527.0
2021-05-13,106.1373,109.1431,105.3709,107.1326,518644.0
2021-05-14,107.9487,113.2436,107.9487,112.8256,965174.0
2021-05-15,107.9487,113.2436,107.9487,112.8256,965174.0
2021-05-16,107.9487,113.2436,107.9487,112.8256,965174.0
2021-05-17,112.8455,116.339,111.263,115.9309,624696.0
2021-05-18,116.1698,117.4238,114.9157,116.12,1530782.0
2021-05-19,113.6119,113.6119,110.0687,112.1289,808936.0
2021-05-20,111.6711,112.4872,105.8387,109.5113,1240573.0
2021-05-21,110.0687,110.5962,108.0781,108.735,789920.0
2021-05-22,110.0687,110.5962,108.0781,108.735,789920.0
2021-05-23,110.0687,110.5962,108.0781,108.735,789920.0
2021-05-24,109.3222,110.427,107.5406,109.5909,570159.0
2021-05-25,110.5962,112.318,109.5063,109.7402,595456.0
2021-05-26,110.8251,114.1693,109.9045,113.8309,543467.0
2021-05-27,115.6025,116.4286,114.2588,116.0802,550904.0
2021-05-28,117.0058,117.0058,112.2384,114.2787,815844.0
2021-05-29,117.0058,117.0058,112.2384,114.2787,815844.0
2021-05-30,117.0058,117.0058,112.2384,114.2787,815844.0
2021-05-31,117.0058,117.0058,112.2384,114.2787,815844.0
2021-06-01,115.2044,115.9011,112.6763,113.5721,1339133.0
2021-06-02,113.6617,113.8209,108.1279,108.8942,2081570.0
2021-06-03,110.3374,111.6313,106.7942,110.0687,2079251.0
2021-06-04,110.6858,110.8151,106.1672,109.5213,973834.0
2021-06-05,110.6858,110.8151,106.1672,109.5213,973834.0
2021-06-06,110.6858,110.8151,106.1672,109.5213,973834.0
2021-06-07,111.054,112.6863,110.0388,110.1383,777439.0
2021-06-08,109.8995,112.9948,109.0734,112.3877,472877.0
2021-06-09,112.3379,112.5718,110.0587,110.3274,561555.0
2021-06-10,110.9644,111.7308,108.0134,108.2075,608923.0
2021-06-11,108.9639,112.5569,108.7499,112.5071,666855.0
2021-06-12,108.9639,112.5569,108.7499,112.5071,666855.0
2021-06-13,108.9639,112.5569,108.7499,112.5071,666855.0
2021-06-14,112.109,112.6863,107.9189,108.4663,947046.0
2021-06-15,108.521,108.954,106.2965,108.4663,490582.0
2021-06-16,107.8293,108.7151,105.6098,108.0681,451891.0
2021-06-17,108.0383,108.307,102.6936,104.7439,930783.0
2021-06-18,102.2855,104.4453,100.9419,101.2305,1656618.0
2021-06-19,102.2855,104.4453,100.9419,101.2305,1656618.0
2021-06-20,102.2855,104.4453,100.9419,101.2305,1656618.0
2021-06-21,102.6737,104.3259,101.8874,103.3903,945379.0
2021-06-22,102.6737,104.6941,101.141,104.2363,464597.0
2021-06-23,105.0126,109.2625,105.0027,107.262,1458278.0
2021-06-24,107.2222,109.1032,105.998,107.7994,867443.0
2021-06-25,107.9885,110.7156,107.9885,110.3872,1716252.0
2021-06-26,107.9885,110.7156,107.9885,110.3872,1716252.0
2021-06-27,107.9885,110.7156,107.9885,110.3872,1716252.0
2021-06-28,110.0289,110.1383,105.6297,105.769,1126415.0
2021-06-29,106.0079,107.1923,104.3358,104.505,740986.0
2021-06-30,104.5349,107.2371,103.8084,107.0828,677237.0
2021-07-01,108.307,110.1283,107.5805,109.3819,702601.0
2021-07-02,109.4815,109.4815,107.8293,108.8246,483389.0
2021-07-03,109.4815,109.4815,107.8293,108.8246,483389.0
2021-07-04,109.4815,109.4815,107.8293,108.8246,483389.0
2021-07-05,109.4815,109.4815,107.8293,108.8246,483389.0
2021-07-06,108.1975,108.2075,104.2761,106.2965,829525.0
2021-07-07,105.1719,106.625,101.7182,103.251,827103.0
2021-07-08,100.8623,102.5244,98.3641,102.4746,1390177.0
2021-07-09,105.1818,108.1577,104.4951,107.5406,863415.0
2021-07-10,105.1818,108.1577,104.4951,107.5406,863415.0
2021-07-11,105.1818,108.1577,104.4951,107.5406,863415.0
2021-07-12,105.5103,107.7198,104.2662,107.2222,549744.0
2021-07-13,106.3065,106.5653,103.2012,104.1766,734386.0
2021-07-14,105.8586,106.8838,102.6339,102.8628,733805.0
2021-07-15,101.3201,102.0765,98.6727,100.3746,1063076.0
2021-07-16,101.131,101.559,96.2541,97.538,2109659.0
2021-07-17,101.131,101.559,96.2541,97.538,2109659.0
2021-07-18,101.131,101.559,96.2541,97.538,2109659.0
2021-07-19,94.2635,95.6171,92.0291,93.3578,1569877.0
2021-07-20,93.2882,99.9168,92.3526,99.3295,1145704.0
2021-07-21,100.2253,103.9377,100.1556,101.3201,677940.0
2021-07-22,101.3102,101.4794,99.6281,100.8822,798604.0
2021-07-23,102.3054,103.1912,100.504,101.4196,588152.0
2021-07-24,102.3054,103.1912,100.504,101.4196,588152.0
2021-07-25,102.3054,103.1912,100.504,101.4196,588152.0
2021-07-26,101.559,103.5496,101.3002,103.3107,446538.0
2021-07-27,102.3851,103.1116,100.6732,101.768,442168.0
2021-07-28,102.5642,103.8581,99.5087,101.1609,443485.0
2021-07-29,102.9822,104.1766,102.4249,102.9623,491195.0
2021-07-30,102.9424,106.8937,102.4945,104.1268,1037915.0
2021-07-31,102.9424,106.8937,102.4945,104.1268,1037915.0
2021-08-01,102.9424,106.8937,102.4945,104.1268,1037915.0
2021-08-02,105.4207,109.0037,103.674,103.7984,692824.0
2021-08-03,105.5202,110.1284,103.6789,108.8445,1218573.0
2021-08-04,107.3316,109.0432,105.152,105.2813,740647.0
2021-08-05,105.9183,108.4563,105.4505,108.4165,627950.0
2021-08-06,110.2876,111.3227,109.2127,109.7203,574035.0
2021-08-07,110.2876,111.3227,109.2127,109.7203,574035.0
2021-08-08,110.2876,111.3227,109.2127,109.7203,574035.0
2021-08-09,108.5957,109.0933,107.0878,107.5506,550889.0
2021-08-10,107.0928,112.2981,107.0131,110.4568,643284.0
2021-08-11,110.3971,113.8309,109.4715,113.3133,626249.0
2021-08-12,113.7015,114.219,112.0493,113.7313,452461.0
2021-08-13,113.3531,116.1399,112.6465,116.0702,677105.0
2021-08-14,113.3531,116.1399,112.6465,116.0702,677105.0
2021-08-15,113.3531,116.1399,112.6465,116.0702,677105.0
2021-08-16,114.3584,114.5873,112.0891,112.2683,657942.0
2021-08-17,109.9592,110.3175,104.923,106.197,968056.0
2021-08-18,105.2913,107.9537,104.1069,105.6297,908787.0
2021-08-19,102.4945,106.5902,102.4647,104.8932,957464.0
2021-08-20,105.3311,106.4409,101.8675,104.0571,1926474.0
2021-08-21,105.3311,106.4409,101.8675,104.0571,1926474.0
2021-08-22,105.3311,106.4409,101.8675,104.0571,1926474.0
2021-08-23,106.1472,108.4265,103.8184,106.615,1737722.0
2021-08-24,107.043,111.7607,107.043,110.0985,1569969.0
2021-08-25,109.9393,110.7853,107.3416,109.9293,1713118.0
2021-08-26,110.5763,110.5763,103.9006,105.2813,1091213.0
2021-08-27,105.3908,109.0883,105.1022,108.3568,907737.0
2021-08-28,105.3908,109.0883,105.1022,108.3568,907737.0
2021-08-29,105.3908,109.0883,105.1022,108.3568,907737.0
2021-08-30,109.0535,109.2277,106.0278,106.197,1047594.0
2021-08-31,105.56,106.7387,103.1116,104.296,1344865.0
2021-09-01,118.2798,120.987,116.9063,120.0116,3713330.0
2021-09-02,120.7979,121.3652,117.812,119.1755,1999224.0
2021-09-03,118.7277,119.5537,113.8309,114.637,1158393.0
2021-09-04,118.7277,119.5537,113.8309,114.637,1158393.0
2021-09-05,118.7277,119.5537,113.8309,114.637,1158393.0
2021-09-06,118.7277,119.5537,113.8309,114.637,1158393.0
2021-09-07,114.3683,114.5076,111.2033,112.1687,957030.0
2021-09-08,111.0938,111.6412,106.7146,108.0582,1719807.0
2021-09-09,108.1876,111.0739,107.4135,110.2578,905760.0
2021-09-10,111.8303,113.4427,108.5757,108.6156,887690.0
2021-09-11,111.8303,113.4427,108.5757,108.6156,887690.0
2021-09-12,111.8303,113.4427,108.5757,108.6156,887690.0
2021-09-13,109.9791,111.8104,108.516,110.7156,844363.0
2021-09-14,111.1635,111.1635,106.8141,108.5757,784786.0
2021-09-15,108.1279,109.6905,106.6648,109.4516,600856.0
2021-09-16,109.4815,111.472,109.4815,109.6706,814845.0
2021-09-17,108.8743,111.273,108.2573,109.4616,1098887.0
2021-09-18,108.8743,111.273,108.2573,109.4616,1098887.0
2021-09-19,108.8743,111.273,108.2573,109.4616,1098887.0
2021-09-20,106.2368,107.3217,103.8332,105.9183,940588.0
2021-09-21,107.6601,108.2174,104.296,104.9927,745624.0
2021-09-22,106.6349,108.9141,106.1423,107.053,692170.0
2021-09-23,108.8544,113.1839,108.4762,111.1734,899506.0
2021-09-24,109.4815,111.1237,108.307,109.9592,795895.0
2021-09-25,109.4815,111.1237,108.307,109.9592,795895.0
2021-09-26,109.4815,111.1237,108.307,109.9592,795895.0
2021-09-27,110.5962,114.647,110.5962,112.8455,916773.0
2021-09-28,112.8356,113.9602,111.2332,111.4322,1043940.0
2021-09-29,112.4275,112.4275,107.7994,108.8644,721478.0
2021-09-30,108.307,109.0236,102.0964,102.3054,1674542.0
2021-10-01,104.1766,105.8884,102.1163,105.6795,1244676.0
2021-10-02,104.1766,105.8884,102.1163,105.6795,1244676.0
2021-10-03,104.1766,105.8884,102.1163,105.6795,1244676.0
2021-10-04,106.2269,110.5962,106.1373,106.9534,1125535.0
2021-10-05,108.4563,111.472,107.7397,107.899,1378921.0
2021-10-06,105.1221,106.9534,102.2781,103.868,1157339.0
2021-10-07,106.615,109.0933,105.6297,106.4956,799905.0
2021-10-08,105.9183,106.4956,103.4401,104.2562,762086.0
2021-10-09,105.9183,106.4956,103.4401,104.2562,762086.0
2021-10-10,105.9183,106.4956,103.4401,104.2562,762086.0
2021-10-11,104.087,106.1174,103.6292,103.659,745378.0
2021-10-12,103.5595,106.9733,103.5595,106.2567,652965.0
2021-10-13,106.6747,107.8392,105.3013,107.053,478870.0
2021-10-14,108.6554,110.7853,107.9388,109.79,799075.0
2021-10-15,110.6758,111.8602,109.1729,109.4914,804176.0
2021-10-16,110.6758,111.8602,109.1729,109.4914,804176.0
2021-10-17,110.6758,111.8602,109.1729,109.4914,804176.0
2021-10-18,108.4065,109.2127,107.0032,108.9838,541983.0
2021-10-19,109.7601,110.6957,108.0781,109.8298,893514.0
2021-10-20,108.8544,112.96,108.8544,110.6161,588851.0
2021-10-21,111.054,114.2389,111.054,112.1787,796750.0
2021-10-22,111.6711,112.5668,109.8995,111.4322,626853.0
2021-10-23,111.6711,112.5668,109.8995,111.4322,626853.0
2021-10-24,111.6711,112.5668,109.8995,111.4322,626853.0
2021-10-25,111.9199,113.0744,111.2133,111.681,558198.0
2021-10-26,112.5867,113.6019,111.1436,111.2232,571308.0
2021-10-27,110.7554,110.9445,108.5757,108.6056,541076.0
2021-10-28,109.1132,110.4469,108.526,109.1232,563632.0
2021-10-29,108.3866,110.2379,107.9587,108.8146,551598.0
2021-10-30,108.3866,110.2379,107.9587,108.8146,551598.0
2021-10-31,108.3866,110.2379,107.9587,108.8146,551598.0
2021-11-01,109.2924,113.3133,109.2924,112.9152,893715.0
2021-11-02,113.1939,113.9602,111.7607,112.1289,678421.0
2021-11-03,113.174,118.4888,112.8057,118.0608,1542379.0
2021-11-04,118.7277,121.3652,118.0608,118.9964,672013.0
2021-11-05,121.4149,124.8288,121.2358,122.3306,890648.0
2021-11-06,121.4149,124.8288,121.2358,122.3306,890648.0
2021-11-07,121.4149,124.8288,121.2358,122.3306,890648.0
2021-11-08,122.46,123.5648,121.5045,122.0221,528491.0
2021-11-09,121.6239,123.4155,120.7481,122.2211,521226.0
2021-11-10,121.4448,123.1368,119.7279,120.3102,541173.0
2021-11-11,120.778,122.8481,120.778,121.2656,616192.0
2021-11-12,121.7334,121.9922,119.6533,119.713,481953.0
2021-11-13,121.7334,121.9922,119.6533,119.713,481953.0
2021-11-14,121.7334,121.9922,119.6533,119.713,481953.0
2021-11-15,120.9272,121.3851,119.1407,120.0514,671017.0
2021-11-16,120.2704,123.0273,120.0713,122.6789,535792.0
2021-11-17,122.46,123.6344,120.4515,122.0619,418954.0
2021-11-18,123.1467,123.913,119.7528,120.7182,585771.0
2021-11-19,118.439,118.9267,116.2992,116.4385,743052.0
2021-11-20,118.439,118.9267,116.2992,116.4385,743052.0
2021-11-21,118.439,118.9267,116.2992,116.4385,743052.0
2021-11-22,117.0058,120.0813,116.1101,118.7277,598145.0
2021-11-23,118.3866,120.2086,116.485,119.0139,643850.0
2021-11-24,117.3114,118.3368,114.8423,117.7096,728731.0
2021-11-25,117.3114,118.3368,114.8423,117.7096,728731.0
2021-11-26,112.7515,112.7515,104.0201,109.6254,1519951.0
2021-11-27,112.7515,112.7515,104.0201,109.6254,1519951.0
2021-11-28,112.7515,112.7515,104.0201,109.6254,1519951.0
2021-11-29,111.2581,113.2693,108.0728,109.3665,1014690.0
2021-11-30,107.445,108.6795,104.05,106.31,1253354.0
2021-12-01,110.0833,113.1896,104.2491,104.6275,1891566.0
2021-12-02,103.5423,104.5379,98.176,100.3265,2248666.0
2021-12-03,100.7048,101.9493,96.5332,98.5842,1550017.0
2021-12-04,100.7048,101.9493,96.5332,98.5842,1550017.0
2021-12-05,100.7048,101.9493,96.5332,98.5842,1550017.0
2021-12-06,100.2667,105.9466,99.759,103.5223,1219913.0
2021-12-07,105.0257,106.5589,103.7115,103.9903,937690.0
2021-12-08,103.6119,105.2348,102.9947,104.2491,629892.0
2021-12-09,103.6916,105.5334,102.009,102.1882,873131.0
2021-12-10,103.3531,103.3531,100.6152,101.2424,1015163.0
2021-12-11,103.3531,103.3531,100.6152,101.2424,1015163.0
2021-12-12,103.3531,103.3531,100.6152,101.2424,1015163.0
2021-12-13,100.7546,101.4814,96.4237,97.9569,1205466.0
2021-12-14,96.8917,99.6495,96.2545,97.7678,879782.0
2021-12-15,97.2401,98.0565,94.4723,97.3895,1157160.0
2021-12-16,98.2656,99.4205,95.8065,95.8164,908969.0
2021-12-17,95.3087,98.9924,94.0642,97.3098,1530201.0
2021-12-18,95.3087,98.9924,94.0642,97.3098,1530201.0
2021-12-19,95.3087,98.9924,94.0642,97.3098,1530201.0
2021-12-20,95.2987,95.6472,91.5254,94.0741,1139570.0
2021-12-21,95.5675,98.3154,95.1892,98.1959,936735.0
2021-12-22,98.3154,99.5001,97.5189,98.1461,664932.0
2021-12-23,98.6041,99.9681,97.6483,99.8884,663814.0
2021-12-24,98.6041,99.9681,97.6483,99.8884,663814.0
2021-12-25,98.6041,99.9681,97.6483,99.8884,663814.0
2021-12-26,98.6041,99.9681,97.6483,99.8884,663814.0
2021-12-27,100.0676,102.7756,100.0676,102.3874,652453.0
2021-12-28,101.9393,105.175,101.78,103.592,859416.0
2021-12-29,103.592,105.8769,102.9449,105.1352,598413.0
2021-12-30,104.956,107.4848,104.956,105.6529,645869.0
2021-12-31,105.1153,106.6485,104.0401,106.1806,625012.0
2022-01-01,105.1153,106.6485,104.0401,106.1806,625012.0
2022-01-02,105.1153,106.6485,104.0401,106.1806,625012.0
2022-01-03,107.3156,109.9937,107.1563,107.6043,884639.0
2022-01-04,109.5557,112.3931,109.0778,111.0391,1054653.0
2022-01-05,111.9849,113.2792,108.8189,108.9782,1133917.0
2022-01-06,110.5015,110.9395,107.2558,109.6453,786223.0
2022-01-07,109.2968,110.382,106.3698,106.4892,1121375.0
2022-01-08,109.2968,110.382,106.3698,106.4892,1121375.0
2022-01-09,109.2968,110.382,106.3698,106.4892,1121375.0
2022-01-10,105.9416,106.1109,100.0577,101.8497,1189580.0
2022-01-11,101.5013,103.6916,100.2866,103.4427,950868.0
2022-01-12,103.4825,105.1875,101.7203,102.5467,794117.0
2022-01-13,103.1739,105.2845,102.6263,104.0898,1018717.0
2022-01-14,102.6761,102.9449,99.6992,102.248,1189612.0
2022-01-15,102.6761,102.9449,99.6992,102.248,1189612.0
2022-01-16,102.6761,102.9449,99.6992,102.248,1189612.0
2022-01-17,102.6761,102.9449,99.6992,102.248,1189612.0
2022-01-18,101.1229,101.79,99.5698,100.4161,916896.0
2022-01-19,101.571,103.3531,100.217,100.2568,548690.0
2022-01-20,99.9481,101.78,97.0509,97.3198,771151.0
2022-01-21,97.3596,98.6837,95.239,95.7766,674666.0
2022-01-22,97.3596,98.6837,95.239,95.7766,674666.0
2022-01-23,97.3596,98.6837,95.239,95.7766,674666.0
2022-01-24,93.4967,96.1947,91.8539,96.125,3916313.0
2022-01-25,94.104,95.0896,90.2411,93.6261,3231400.0
2022-01-26,95.5078,95.8861,91.0475,91.6448,2577215.0
2022-01-27,93.9049,96.0753,91.9435,92.4413,1262431.0
2022-01-28,91.7444,92.6604,89.1459,92.6305,911291.0
2022-01-29,91.7444,92.6604,89.1459,92.6305,911291.0
2022-01-30,91.7444,92.6604,89.1459,92.6305,911291.0
2022-01-31,91.0375,94.6516,90.6293,94.5918,1093595.0
2022-02-01,94.8109,96.7423,93.9945,96.6129,931992.0
2022-02-02,97.27,97.9669,93.3473,95.6372,990426.0
2022-02-03,97.2799,98.4647,95.2589,95.2987,1460936.0
2022-02-04,95.1095,96.6328,94.0841,95.9657,1329899.0
2022-02-05,95.1095,96.6328,94.0841,95.9657,1329899.0
2022-02-06,95.1095,96.6328,94.0841,95.9657,1329899.0
2022-02-07,96.5731,97.499,94.6068,95.9657,917382.0
2022-02-08,96.6826,98.6837,95.9807,98.1362,739812.0
2022-02-09,99.3607,103.1938,99.2114,102.6263,1691030.0
2022-02-10,100.2468,104.966,100.2468,101.7104,1140365.0
2022-02-11,101.3221,102.477,97.0211,97.6981,1152768.0
2022-02-12,101.3221,102.477,97.0211,97.6981,1152768.0
2022-02-13,101.3221,102.477,97.0211,97.6981,1152768.0
2022-02-14,97.9171,98.7534,96.1947,96.7921,1234820.0
2022-02-15,98.4946,100.7247,98.4946,100.4061,1069147.0
2022-02-16,99.7391,101.79,99.3807,100.8541,859158.0
2022-02-17,100.8243,102.4471,98.0167,98.0864,829586.0
2022-02-18,97.9968,101.0134,97.9968,99.6893,1126703.0
2022-02-19,97.9968,101.0134,97.9968,99.6893,1126703.0
2022-02-20,97.9968,101.0134,97.9968,99.6893,1126703.0
2022-02-21,97.9968,101.0134,97.9968,99.6893,1126703.0
2022-02-22,99.1417,100.8442,97.718,98.2357,1382533.0
2022-02-23,99.3309,99.759,96.4367,97.0111,769914.0
2022-02-24,93.5962,96.7821,93.2428,96.7324,1194643.0
2022-02-25,97.2202,100.2269,95.9707,99.759,786393.0
2022-02-26,97.2202,100.2269,95.9707,99.759,786393.0
2022-02-27,97.2202,100.2269,95.9707,99.759,786393.0
2022-02-28,97.6782,98.6041,96.2744,97.4591,1139669.0
2022-03-01,96.8917,97.2799,88.5087,89.0463,1983553.0
2022-03-02,89.6835,94.4524,89.0762,93.6858,1588334.0
2022-03-03,93.6161,93.6161,88.4092,89.126,1135902.0
2022-03-04,86.4578,86.9456,77.9852,78.8116,2208519.0
2022-03-05,86.4578,86.9456,77.9852,78.8116,2208519.0
2022-03-06,86.4578,86.9456,77.9852,78.8116,2208519.0
2022-03-07,77.5173,77.9653,65.8091,66.6951,3702392.0
2022-03-08,67.4418,71.9857,66.5458,69.0448,2856299.0
2022-03-09,73.3457,77.1589,73.1715,75.0283,2081448.0
2022-03-10,72.8643,76.6993,72.3663,73.97,1380682.0
2022-03-11,75.2151,75.4342,72.177,72.2368,1251664.0
2022-03-12,75.2151,75.4342,72.177,72.2368,1251664.0
2022-03-13,75.2151,75.4342,72.177,72.2368,1251664.0
2022-03-14,72.6751,74.5876,71.7387,72.1969,1252499.0
2022-03-15,73.3026,76.2012,73.0137,74.737,1735364.0
2022-03-16,76.2461,82.7456,76.2461,80.3749,1706106.0
2022-03-17,79.07,82.3671,78.6317,81.63,1348819.0
2022-03-18,80.6538,83.6919,79.9067,83.403,1768127.0
2022-03-19,80.6538,83.6919,79.9067,83.403,1768127.0
2022-03-20,80.6538,83.6919,79.9067,83.403,1768127.0
2022-03-21,83.0344,83.3333,80.3599,80.9327,1027523.0
2022-03-22,82.5165,83.6719,80.096,81.2216,1031250.0
2022-03-23,80.1757,81.1917,79.4884,79.8569,1438191.0
2022-03-24,80.5641,81.8491,79.7872,81.1718,1334723.0
2022-03-25,81.8491,83.5972,81.2514,83.393,1628757.0
2022-03-26,81.8491,83.5972,81.2514,83.393,1628757.0
2022-03-27,81.8491,83.5972,81.2514,83.393,1628757.0
2022-03-28,83.5723,84.0803,81.7196,83.9807,1727959.0
2022-03-29,86.7798,88.9513,85.8733,88.1345,1690833.0
2022-03-30,86.1522,87.8755,81.5901,82.3671,3226928.0
2022-03-31,79.7872,80.9725,76.1813,76.3108,4104833.0
2022-04-01,77.1874,78.1436,74.7768,76.8885,3092814.0
2022-04-02,77.1874,78.1436,74.7768,76.8885,3092814.0
2022-04-03,77.1874,78.1436,74.7768,76.8885,3092814.0
2022-04-04,76.4503,78.5719,75.1996,77.7551,1790714.0
2022-04-05,76.53,77.4563,73.2677,73.3126,1783239.0
2022-04-06,72.2368,72.426,69.4278,71.2307,1912121.0
2022-04-07,71.679,72.0077,68.875,71.3005,1989037.0
2022-04-08,71.2208,73.3972,70.0802,72.5555,1656833.0
2022-04-09,71.2208,73.3972,70.0802,72.5555,1656833.0
2022-04-10,71.2208,73.3972,70.0802,72.5555,1656833.0
2022-04-11,71.8583,75.9622,71.6092,74.7071,2198752.0
2022-04-12,75.7231,78.0938,75.7231,76.3008,1881927.0
2022-04-13,79.1098,81.7445,78.1934,80.3848,2612531.0
2022-04-14,81.112,83.0743,78.8608,79.0301,2437501.0
2022-04-15,81.112,83.0743,78.8608,79.0301,2437501.0
2022-04-16,81.112,83.0743,78.8608,79.0301,2437501.0
2022-04-17,81.112,83.0743,78.8608,79.0301,2437501.0
2022-04-18,79.6776,80.589,76.3208,76.7391,1787191.0
2022-04-19,76.52,80.4745,76.4801,79.7374,1429072.0
2022-04-20,80.5641,81.3012,78.7014,79.2094,1251158.0
2022-04-21,81.0124,81.2913,77.277,78.0141,1069450.0
2022-04-22,76.9483,77.9195,74.6673,74.996,936456.0
2022-04-23,76.9483,77.9195,74.6673,74.996,936456.0
2022-04-24,76.9483,77.9195,74.6673,74.996,936456.0
2022-04-25,73.7807,75.9423,73.2628,75.8925,934490.0
2022-04-26,74.4282,75.0757,72.177,72.2268,884428.0
2022-04-27,71.5495,73.6712,71.4798,72.3663,1062442.0
2022-04-28,73.9003,74.9462,72.3862,74.5178,896686.0
2022-04-29,74.4083,75.8128,72.3464,72.4958,844817.0
2022-04-30,74.4083,75.8128,72.3464,72.4958,844817.0
2022-05-01,74.4083,75.8128,72.3464,72.4958,844817.0
2022-05-02,72.7149,74.5079,71.7686,74.478,1283328.0
2022-05-03,74.2887,75.2818,71.8682,72.7249,1244948.0
2022-05-04,72.4161,72.8344,68.2823,72.177,3561623.0
2022-05-05,70.7526,71.4598,65.3936,66.5391,2405032.0
2022-05-06,65.9713,68.7803,64.3876,67.4655,2260749.0
2022-05-07,65.9713,68.7803,64.3876,67.4655,2260749.0
2022-05-08,65.9713,68.7803,64.3876,67.4655,2260749.0
2022-05-09,66.2602,68.2922,65.4633,66.7383,3011979.0
2022-05-10,67.7046,67.7245,64.791,65.7522,2617442.0
2022-05-11,65.9415,66.9276,64.1485,64.2282,3947319.0
2022-05-12,64.7163,67.9536,62.4751,64.2481,2227159.0
2022-05-13,64.776,68.1976,64.776,67.6846,1230538.0
2022-05-14,64.776,68.1976,64.776,67.6846,1230538.0
2022-05-15,64.776,68.1976,64.776,67.6846,1230538.0
2022-05-16,67.1268,68.3421,66.1506,66.7383,1172494.0
2022-05-17,69.0891,70.2944,67.072,68.9796,1221564.0
2022-05-18,66.7782,68.7305,65.04,65.2243,1588907.0
2022-05-19,64.1684,65.6725,63.4612,64.2381,1282496.0
2022-05-20,65.543,65.543,61.967,64.6167,1162337.0
2022-05-21,65.543,65.543,61.967,64.6167,1162337.0
2022-05-22,65.543,65.543,61.967,64.6167,1162337.0
2022-05-23,65.1147,65.7671,63.2719,63.9592,1068309.0
2022-05-24,62.734,62.734,60.1143,62.0368,1332970.0
2022-05-25,61.0706,66.0062,60.9909,65.4633,1139051.0
2022-05-26,66.9973,70.3243,66.9973,69.7067,1538403.0
2022-05-27,69.5274,70.5833,69.4079,70.4837,1345670.0
2022-05-28,69.5274,70.5833,69.4079,70.4837,1345670.0
2022-05-29,69.5274,70.5833,69.4079,70.4837,1345670.0
2022-05-30,69.5274,70.5833,69.4079,70.4837,1345670.0
2022-05-31,70.0852,71.4299,68.7604,70.5932,1707321.0
2022-06-01,72.0874,74.0796,69.7764,70.8323,1915558.0
2022-06-02,73.6612,74.0298,71.2407,72.187,3071781.0
2022-06-03,69.8063,71.8981,69.8063,71.679,1503472.0
2022-06-04,69.8063,71.8981,69.8063,71.679,1503472.0
2022-06-05,69.8063,71.8981,69.8063,71.679,1503472.0
2022-06-06,71.7288,72.3314,70.394,70.7924,1299590.0
2022-06-07,68.418,71.2883,68.418,70.6006,1275217.0
2022-06-08,69.6538,71.1787,68.9811,70.3814,1237587.0
2022-06-09,70.2418,70.2418,67.4214,67.4712,1241153.0
2022-06-10,65.4481,66.7437,64.7804,65.3983,1321377.0
2022-06-11,65.4481,66.7437,64.7804,65.3983,1321377.0
2022-06-12,65.4481,66.7437,64.7804,65.3983,1321377.0
2022-06-13,62.9964,63.6243,60.3354,60.8935,1796285.0
2022-06-14,61.3021,62.4383,60.8387,61.4317,1694861.0
2022-06-15,62.4682,64.1874,62.0097,63.1858,1751851.0
2022-06-16,61.2722,61.352,57.6246,58.6212,1842519.0
2022-06-17,58.7707,61.5204,58.402,61.352,2709709.0
2022-06-18,58.7707,61.5204,58.402,61.352,2709709.0
2022-06-19,58.7707,61.5204,58.402,61.352,2709709.0
2022-06-20,58.7707,61.5204,58.402,61.352,2709709.0
2022-06-21,62.7672,63.3452,60.2258,60.3255,1056965.0
2022-06-22,59.3886,60.8537,59.3637,59.5979,1783441.0
2022-06-23,60.1959,61.5912,59.8072,61.3619,1137476.0
2022-06-24,62.3586,63.8734,62.1543,63.1359,1364956.0
2022-06-25,62.3586,63.8734,62.1543,63.1359,1364956.0
2022-06-26,62.3586,63.8734,62.1543,63.1359,1364956.0
2022-06-27,63.2157,63.4399,61.641,61.7905,1198271.0
2022-06-28,62.7174,63.6143,60.455,60.6045,1149327.0
2022-06-29,60.4351,60.4351,57.1662,58.113,986077.0
2022-06-30,56.5682,57.6346,55.3523,56.7077,1037261.0
2022-07-01,56.2991,57.0067,54.5251,56.6081,1177398.0
2022-07-02,56.2991,57.0067,54.5251,56.6081,1177398.0
2022-07-03,56.2991,57.0067,54.5251,56.6081,1177398.0
2022-07-04,56.2991,57.0067,54.5251,56.6081,1177398.0
2022-07-05,55.2626,57.5,54.3856,57.2858,917252.0
2022-07-06,56.8971,57.8837,55.0733,55.8108,1018057.0
2022-07-07,56.8373,58.7807,56.1098,58.4817,1181612.0
2022-07-08,58.5814,58.681,56.7775,58.0831,977651.0
2022-07-09,58.5814,58.681,56.7775,58.0831,977651.0
2022-07-10,58.5814,58.681,56.7775,58.0831,977651.0
2022-07-11,57.1761,57.515,55.6413,56.2094,1026417.0
2022-07-12,55.8706,57.7641,55.8706,56.8871,910111.0
2022-07-13,55.731,57.3057,55.1929,56.9768,774816.0
2022-07-14,55.5317,56.4087,54.6946,54.9337,1632553.0
2022-07-15,55.9104,56.7974,54.8739,56.7775,1321170.0
2022-07-16,55.9104,56.7974,54.8739,56.7775,1321170.0
2022-07-17,55.9104,56.7974,54.8739,56.7775,1321170.0
2022-07-18,58.0332,59.0797,56.8074,56.9868,1377081.0
2022-07-19,58.4119,62.2689,57.6695,61.651,1302141.0
2022-07-20,61.4516,63.3153,61.1826,63.1858,1235304.0
