,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity
2023-08-04,197.0765,200.8651,195.9558,196.2434,721151.0
2023-08-05,197.0765,200.8651,195.9558,196.2434,721151.0
2023-08-06,197.0765,200.8651,195.9558,196.2434,721151.0
2023-08-07,199.3477,201.966,197.7956,201.1726,839439.0
2023-08-08,200.6271,201.3461,198.5146,201.0139,433809.0
2023-08-09,201.4304,201.609,199.2584,199.9328,489588.0
2023-08-10,200.2899,203.4388,199.8932,200.9941,588776.0
2023-08-11,200.6469,202.9974,200.6469,201.8073,463467.0
2023-08-12,200.6469,202.9974,200.6469,201.8073,463467.0
2023-08-13,200.6469,202.9974,200.6469,201.8073,463467.0
2023-08-14,202.3825,205.5513,202.0453,204.9215,514464.0
2023-08-15,204.4454,204.5744,202.8288,202.9974,523236.0
2023-08-16,202.9974,204.5545,199.7147,199.8833,426238.0
2023-08-17,200.8254,201.8668,198.6039,198.6733,339357.0
2023-08-18,194.7062,199.2684,194.7062,198.6535,350473.0
2023-08-19,194.7062,199.2684,194.7062,198.6535,350473.0
2023-08-20,194.7062,199.2684,194.7062,198.6535,350473.0
2023-08-21,199.0006,200.3216,198.1204,199.7642,350622.0
2023-08-22,200.4882,201.8767,200.3196,201.2122,592991.0
2023-08-23,201.3808,203.5826,200.7957,203.1462,473628.0
2023-08-24,204.101,204.6082,200.1324,200.202,360936.0
2023-08-25,201.8431,203.4843,200.0428,202.9074,300303.0
2023-08-26,201.8431,203.4843,200.0428,202.9074,300303.0
2023-08-27,201.8431,203.4843,200.0428,202.9074,300303.0
2023-08-28,203.5241,205.951,203.0307,205.7421,338128.0
2023-08-29,205.7421,207.6102,205.2001,206.4284,431315.0
2023-08-30,206.2693,207.4131,205.9809,206.9954,487798.0
2023-08-31,208.0796,211.2724,208.0796,210.0191,784574.0
2023-09-01,211.3619,213.1324,210.9342,212.0382,486522.0
2023-09-02,211.3619,213.1324,210.9342,212.0382,486522.0
2023-09-03,211.3619,213.1324,210.9342,212.0382,486522.0
2023-09-04,211.3619,213.1324,210.9342,212.0382,486522.0
2023-09-05,212.3267,213.7441,211.3718,211.5011,619006.0
2023-09-06,210.8646,212.3764,208.7758,212.1377,548078.0
2023-09-07,211.4912,213.4307,210.9441,211.7597,947637.0
2023-09-08,212.3764,214.5398,210.7999,211.531,475467.0
2023-09-09,212.3764,214.5398,210.7999,211.531,475467.0
2023-09-10,212.3764,214.5398,210.7999,211.531,475467.0
2023-09-11,212.3267,212.5753,208.4376,210.0887,415517.0
2023-09-12,208.8554,209.9246,207.1247,207.821,474804.0
2023-09-13,207.7314,208.4177,204.4143,207.2142,877769.0
2023-09-14,208.368,209.0941,205.8913,208.6664,653037.0
2023-09-15,208.746,208.8902,205.026,205.8913,1189703.0
2023-09-16,208.746,208.8902,205.026,205.8913,1189703.0
2023-09-17,208.746,208.8902,205.026,205.8913,1189703.0
2023-09-18,205.7919,208.8454,205.7919,207.5723,503525.0
2023-09-19,207.5723,207.8906,205.7819,207.5524,337483.0
2023-09-20,207.3734,208.552,206.6373,207.8806,610714.0
2023-09-21,206.4284,206.8363,202.4001,203.9418,437410.0
2023-09-22,203.8225,205.9212,203.8225,204.658,414027.0
2023-09-23,203.8225,205.9212,203.8225,204.658,414027.0
2023-09-24,203.8225,205.9212,203.8225,204.658,414027.0
2023-09-25,203.7429,205.6626,202.8379,203.9021,429408.0
2023-09-26,202.1515,202.3861,198.0138,199.1675,814834.0
2023-09-27,199.3068,199.8041,196.2234,197.6258,724839.0
2023-09-28,197.8745,202.619,197.8745,201.7934,763459.0
2023-09-29,201.9128,202.619,199.5455,200.6794,803398.0
2023-09-30,201.9128,202.619,199.5455,200.6794,803398.0
2023-10-01,201.9128,202.619,199.5455,200.6794,803398.0
2023-10-02,200.6794,201.4154,198.0237,199.9036,935443.0
2023-10-03,202.9074,207.6618,199.9931,200.6894,979381.0
2023-10-04,201.1966,204.8221,201.1173,204.3198,704667.0
2023-10-05,203.4246,204.9564,200.9181,201.9526,627747.0
2023-10-06,201.4851,205.5731,201.4851,204.5287,1065410.0
2023-10-07,201.4851,205.5731,201.4851,204.5287,1065410.0
2023-10-08,201.4851,205.5731,201.4851,204.5287,1065410.0
2023-10-09,203.9319,207.4579,203.8921,207.0053,401558.0
2023-10-10,207.1844,210.3971,207.0451,209.0245,548125.0
2023-10-11,210.0191,212.8041,210.0191,212.6748,521653.0
2023-10-12,214.1767,214.6542,209.6014,210.4468,649717.0
2023-10-13,210.0987,210.4468,204.5983,206.1499,937148.0
2023-10-14,210.0987,210.4468,204.5983,206.1499,937148.0
2023-10-15,210.0987,210.4468,204.5983,206.1499,937148.0
2023-10-16,206.4384,208.8902,206.1798,207.7016,520150.0
2023-10-17,206.6672,209.7406,205.982,207.7812,481679.0
2023-10-18,207.2341,207.2341,204.8917,205.0558,464778.0
2023-10-19,205.6228,206.0803,201.2662,201.7636,563576.0
2023-10-20,201.9028,201.9028,199.0979,199.3466,522126.0
2023-10-21,201.9028,201.9028,199.0979,199.3466,522126.0
2023-10-22,201.9028,201.9028,199.0979,199.3466,522126.0
2023-10-23,198.1928,200.2716,196.9246,198.4812,555510.0
2023-10-24,199.1178,200.7988,196.9246,198.8194,569524.0
2023-10-25,198.3519,201.4353,196.9694,197.6358,548598.0
2023-10-26,197.4369,199.1477,196.9992,197.3573,589797.0
2023-10-27,196.5914,198.7697,195.6366,197.8347,645913.0
2023-10-28,196.5914,198.7697,195.6366,197.8347,645913.0
2023-10-29,196.5914,198.7697,195.6366,197.8347,645913.0
2023-10-30,198.521,199.0731,193.7965,195.9946,1088753.0
2023-10-31,197.039,199.7146,195.9847,199.3267,791212.0
2023-11-01,184.5562,198.1331,184.049,198.0933,939363.0
2023-11-02,199.1377,205.951,199.0482,205.5631,801144.0
2023-11-03,207.2739,209.4522,207.2739,208.3382,586185.0
2023-11-04,207.2739,209.4522,207.2739,208.3382,586185.0
2023-11-05,207.2739,209.4522,207.2739,208.3382,586185.0
2023-11-06,208.7559,210.0688,207.5723,209.9097,513338.0
2023-11-07,210.0688,210.8347,205.5631,206.886,691834.0
2023-11-08,207.7513,208.4078,206.1698,208.1591,479167.0
2023-11-09,209.7506,209.8699,206.6522,207.3833,763453.0
2023-11-10,208.378,210.6159,206.6871,210.5363,546451.0
2023-11-11,208.378,210.6159,206.6871,210.5363,546451.0
2023-11-12,208.378,210.6159,206.6871,210.5363,546451.0
2023-11-13,210.1086,211.5807,209.0046,210.8347,485532.0
2023-11-14,213.5998,217.6878,213.5799,217.29,655075.0
2023-11-15,218.1255,218.5333,215.9174,217.7475,677529.0
2023-11-16,216.2356,218.0161,213.5551,214.3558,703294.0
2023-11-17,215.8079,216.8573,212.2968,214.1369,960011.0
2023-11-18,215.8079,216.8573,212.2968,214.1369,960011.0
2023-11-19,215.8079,216.8573,212.2968,214.1369,960011.0
2023-11-20,213.8584,216.2058,211.8791,216.0765,922879.0
2023-11-21,215.8079,216.8076,214.863,215.6786,708139.0
2023-11-22,216.3569,218.0127,215.2896,216.4766,654972.0
2023-11-23,216.3569,218.0127,215.2896,216.4766,654972.0
2023-11-24,217.2147,217.2147,214.3619,216.1474,246083.0
2023-11-25,217.2147,217.2147,214.3619,216.1474,246083.0
2023-11-26,217.2147,217.2147,214.3619,216.1474,246083.0
2023-11-27,215.7185,216.6162,214.2621,214.3619,787884.0
2023-11-28,213.2946,214.7808,212.0976,212.1474,585283.0
2023-11-29,213.923,215.0601,211.2746,211.5589,647628.0
2023-11-30,211.4592,212.0477,208.2622,210.352,2376979.0
2023-12-01,210.1824,212.2372,207.7784,212.0277,873711.0
2023-12-02,210.1824,212.2372,207.7784,212.0277,873711.0
2023-12-03,210.1824,212.2372,207.7784,212.0277,873711.0
2023-12-04,210.342,212.9055,210.0727,212.0676,601126.0
2023-12-05,211.4692,211.5789,208.4467,209.8831,481405.0
2023-12-06,211.0602,211.4492,208.337,209.0652,670478.0
2023-12-07,211.2796,212.7958,210.2123,212.0477,807083.0
2023-12-08,211.1001,213.0851,209.534,212.6562,497288.0
2023-12-09,211.1001,213.0851,209.534,212.6562,497288.0
2023-12-10,211.1001,213.0851,209.534,212.6562,497288.0
2023-12-11,214.6911,219.1499,214.6911,215.1798,1109197.0
2023-12-12,214.1125,218.7708,213.4841,217.0751,940699.0
2023-12-13,217.0751,219.499,216.4068,217.4741,962744.0
2023-12-14,219.2396,221.9429,217.6387,219.888,1622237.0
2023-12-15,219.908,222.8905,219.2795,222.671,9573973.0
2023-12-16,219.908,222.8905,219.2795,222.671,9573973.0
2023-12-17,219.908,222.8905,219.2795,222.671,9573973.0
2023-12-18,224.4366,226.0924,221.8431,223.1299,879389.0
2023-12-19,223.1399,223.8381,221.5289,223.3892,823456.0
2023-12-20,223.0501,226.0914,221.7434,221.8531,758023.0
2023-12-21,223.1798,224.7259,222.1972,224.5363,526700.0
2023-12-22,225.9727,226.282,224.6062,226.0625,524292.0
2023-12-23,225.9727,226.282,224.6062,226.0625,524292.0
2023-12-24,225.9727,226.282,224.6062,226.0625,524292.0
2023-12-25,225.9727,226.282,224.6062,226.0625,524292.0
2023-12-26,226.7308,228.257,225.5338,228.1573,468448.0
2023-12-27,228.6361,228.8455,227.3393,227.9777,564984.0
2023-12-28,228.5862,228.6261,227.0002,228.1273,381283.0
2023-12-29,227.9877,228.7358,226.0525,226.7508,564169.0
2023-12-30,227.9877,228.7358,226.0525,226.7508,564169.0
2023-12-31,227.9877,228.7358,226.0525,226.7508,564169.0
2024-01-01,227.9877,228.7358,226.0525,226.7508,564169.0
2024-01-02,225.6136,225.8331,219.2297,220.1174,999932.0
2024-01-03,219.5489,219.8754,216.7409,216.7559,795390.0
2024-01-04,216.0776,216.4435,214.4517,214.5414,911403.0
2024-01-05,213.9729,214.9105,212.6163,213.504,1079954.0
2024-01-06,213.9729,214.9105,212.6163,213.504,1079954.0
2024-01-07,213.9729,214.9105,212.6163,213.504,1079954.0
2024-01-08,213.514,218.0526,212.1873,217.6636,966112.0
2024-01-09,215.2596,217.7135,214.4916,217.6337,881901.0
2024-01-10,217.5838,220.4366,217.5838,219.7184,985226.0
2024-01-11,219.7184,220.8356,218.2521,220.6162,522798.0
2024-01-12,221.504,222.2621,218.0028,218.5913,779613.0
2024-01-13,221.504,222.2621,218.0028,218.5913,779613.0
2024-01-14,221.504,222.2621,218.0028,218.5913,779613.0
2024-01-15,221.504,222.2621,218.0028,218.5913,779613.0
2024-01-16,218.1324,220.5264,217.1349,220.1673,567634.0
2024-01-17,219.5888,219.893,218.1823,218.5214,526525.0
2024-01-18,219.6486,224.7059,219.2746,224.4665,731008.0
2024-01-19,225.1747,226.4416,224.2413,225.8929,615948.0
2024-01-20,225.1747,226.4416,224.2413,225.8929,615948.0
2024-01-21,225.1747,226.4416,224.2413,225.8929,615948.0
2024-01-22,226.9303,227.7084,226.0625,226.3418,563637.0
2024-01-23,227.3792,227.4291,223.9478,224.2471,586478.0
2024-01-24,224.9752,227.5089,224.0875,225.7633,575330.0
2024-01-25,227.4291,228.9453,227.0401,228.4166,696576.0
2024-01-26,228.4266,229.2146,227.459,229.1149,641470.0
2024-01-27,228.4266,229.2146,227.459,229.1149,641470.0
2024-01-28,228.4266,229.2146,227.459,229.1149,641470.0
2024-01-29,228.4964,228.7957,226.0534,228.5363,532856.0
2024-01-30,229.065,231.2246,228.5463,229.6435,625918.0
2024-01-31,228.9054,229.6884,225.4939,226.1523,1083140.0
2024-02-01,226.9902,229.6136,224.8107,229.5039,651204.0
2024-02-02,228.1174,232.8754,227.479,232.0774,697669.0
2024-02-03,228.1174,232.8754,227.479,232.0774,697669.0
2024-02-04,228.1174,232.8754,227.479,232.0774,697669.0
2024-02-05,230.6011,231.3542,228.6011,230.1523,599652.0
2024-02-06,230.272,231.2395,228.8156,229.9228,761149.0
2024-02-07,234.252,247.0099,233.1048,237.005,2023657.0
2024-02-08,237.005,244.1471,236.4714,243.3491,1089389.0
2024-02-09,243.6883,244.7955,240.8853,244.6159,884825.0
2024-02-10,243.6883,244.7955,240.8853,244.6159,884825.0
2024-02-11,243.6883,244.7955,240.8853,244.6159,884825.0
2024-02-12,244.3366,245.4239,241.1846,241.394,690215.0
2024-02-13,236.1572,238.1821,234.4515,236.8754,986389.0
2024-02-14,238.5811,240.1172,235.9876,238.8803,970192.0
2024-02-15,239.7482,242.9003,239.7182,242.1422,520668.0
2024-02-16,243.0,243.4987,239.9377,240.7656,859670.0
2024-02-17,243.0,243.4987,239.9377,240.7656,859670.0
2024-02-18,243.0,243.4987,239.9377,240.7656,859670.0
2024-02-19,243.0,243.4987,239.9377,240.7656,859670.0
2024-02-20,239.01,241.8629,237.7631,241.1846,641387.0
2024-02-21,240.5761,241.1097,238.217,240.7357,534266.0
2024-02-22,243.9077,247.4598,243.7082,246.9401,698617.0
2024-02-23,247.05,248.05,245.36,247.11,463433.0
2024-02-24,247.05,248.05,245.36,247.11,463433.0
2024-02-25,247.05,248.05,245.36,247.11,463433.0
2024-02-26,247.14,248.18,245.2725,246.23,449808.0
2024-02-27,246.49,246.49,243.58,244.27,407609.0
2024-02-28,243.7,245.91,243.48,244.91,399067.0
2024-02-29,246.64,247.47,243.99,246.21,809784.0
2024-03-01,247.11,248.86,246.25,247.32,691155.0
2024-03-02,247.11,248.86,246.25,247.32,691155.0
2024-03-03,247.11,248.86,246.25,247.32,691155.0
2024-03-04,247.68,248.6,245.6,246.67,742037.0
2024-03-05,245.33,246.41,243.73,244.97,688613.0
2024-03-06,246.76,248.88,245.61,247.19,553478.0
2024-03-07,248.25,249.5,247.2701,248.34,472703.0
2024-03-08,248.49,249.87,247.785,247.95,620159.0
2024-03-09,248.49,249.87,247.785,247.95,620159.0
2024-03-10,248.49,249.87,247.785,247.95,620159.0
2024-03-11,246.21,249.24,245.295,247.94,524989.0
2024-03-12,249.03,250.63,247.47,249.87,626173.0
2024-03-13,249.95,250.39,247.61,248.63,645056.0
2024-03-14,248.63,249.27,245.685,246.48,482412.0
2024-03-15,245.73,247.4,244.77,245.51,1531838.0
2024-03-16,245.73,247.4,244.77,245.51,1531838.0
2024-03-17,245.73,247.4,244.77,245.51,1531838.0
2024-03-18,246.83,248.38,244.84,245.02,676584.0
2024-03-19,245.17,248.34,244.84,248.0,815645.0
2024-03-20,247.36,251.08,246.96,250.8,611898.0
2024-03-21,253.04,255.12,252.55,254.81,688948.0
2024-03-22,255.4,256.41,254.4,255.67,516358.0
2024-03-23,255.4,256.41,254.4,255.67,516358.0
2024-03-24,255.4,256.41,254.4,255.67,516358.0
2024-03-25,254.53,254.69,252.915,253.85,422251.0
2024-03-26,253.96,257.07,253.9434,254.12,486924.0
2024-03-27,256.15,258.01,255.53,257.87,502920.0
2024-03-28,257.89,259.38,255.6,255.78,772263.0
2024-03-29,257.89,259.38,255.6,255.78,772263.0
2024-03-30,257.89,259.38,255.6,255.78,772263.0
2024-03-31,257.89,259.38,255.6,255.78,772263.0
2024-04-01,255.79,256.93,252.94,253.06,447779.0
2024-04-02,250.8,252.13,250.2578,251.63,477355.0
2024-04-03,250.7,256.57,250.7,255.76,479359.0
2024-04-04,261.36,263.37,252.325,252.54,658007.0
2024-04-05,253.78,256.44,252.53,255.19,984438.0
2024-04-06,253.78,256.44,252.53,255.19,984438.0
2024-04-07,253.78,256.44,252.53,255.19,984438.0
2024-04-08,255.51,257.33,254.65,255.035,342508.0
