,SIGI US Equity,SIGI US Equity,SIGI US Equity,SIGI US Equity,SIGI US Equity
2020-02-21,62.4597,62.7573,61.6851,62.5164,215922.0
2020-02-22,62.4597,62.7573,61.6851,62.5164,215922.0
2020-02-23,62.4597,62.7573,61.6851,62.5164,215922.0
2020-02-24,61.1655,62.233,60.9955,61.4773,245492.0
2020-02-25,61.3734,61.6284,59.5974,59.9092,241457.0
2020-02-26,60.1264,60.9483,59.3188,59.5219,150427.0
2020-02-27,58.7473,58.8606,56.244,56.2817,219743.0
2020-02-28,54.742,55.6677,51.7569,52.6921,778297.0
2020-02-29,54.742,55.6677,51.7569,52.6921,778297.0
2020-03-01,54.742,55.6677,51.7569,52.6921,778297.0
2020-03-02,52.9661,55.2615,52.7204,54.742,521785.0
2020-03-03,54.6664,55.3088,53.2778,53.7123,509207.0
2020-03-04,54.4114,56.1117,54.1185,55.8189,241121.0
2020-03-05,54.4491,54.9167,51.5019,52.6543,270436.0
2020-03-06,51.6436,53.3203,51.124,52.6354,368193.0
2020-03-07,51.6436,53.3203,51.124,52.6354,368193.0
2020-03-08,51.6436,53.3203,51.124,52.6354,368193.0
2020-03-09,51.3791,51.3791,46.9487,48.1389,428829.0
2020-03-10,49.5842,51.3979,48.3468,51.3035,465990.0
2020-03-11,49.7543,50.0849,47.9595,48.9324,633439.0
2020-03-12,46.3158,46.3158,42.5561,44.5965,694686.0
2020-03-13,46.9015,48.6018,44.332,48.6018,466021.0
2020-03-14,46.9015,48.6018,44.332,48.6018,466021.0
2020-03-15,46.9015,48.6018,44.332,48.6018,466021.0
2020-03-16,34.999,44.615,34.999,39.0231,840693.0
2020-03-17,39.845,44.8044,37.03,44.6721,769889.0
2020-03-18,41.8193,44.6815,39.3916,43.7747,631332.0
2020-03-19,43.019,47.1471,40.9549,45.4939,762135.0
2020-03-20,45.4184,46.8826,43.5858,43.8503,756769.0
2020-03-21,45.4184,46.8826,43.5858,43.8503,756769.0
2020-03-22,45.4184,46.8826,43.5858,43.8503,756769.0
2020-03-23,44.1337,44.1337,40.7424,43.189,554021.0
2020-03-24,45.2767,48.4223,42.3955,47.9311,703425.0
2020-03-25,47.2888,48.8569,44.2706,44.6627,500031.0
2020-03-26,44.776,47.2888,44.3982,46.0796,399602.0
2020-03-27,44.5021,47.8839,44.017,46.1552,475623.0
2020-03-28,44.5021,47.8839,44.017,46.1552,475623.0
2020-03-29,44.5021,47.8839,44.017,46.1552,475623.0
2020-03-30,46.7125,48.5168,44.8044,48.2712,300982.0
2020-03-31,47.7611,48.1295,46.3347,46.9487,524228.0
2020-04-01,45.0689,46.3441,44.6627,45.834,396295.0
2020-04-02,45.1066,47.5344,44.3982,45.7018,280454.0
2020-04-03,45.0027,45.8907,43.5858,44.3698,229857.0
2020-04-04,45.0027,45.8907,43.5858,44.3698,229857.0
2020-04-05,45.0027,45.8907,43.5858,44.3698,229857.0
2020-04-06,46.0135,46.9865,44.694,45.9096,365874.0
2020-04-07,47.2415,48.0634,44.4737,45.1822,355067.0
2020-04-08,45.9663,47.6288,44.776,46.6936,490374.0
2020-04-09,48.0539,49.9338,47.4116,49.8015,335529.0
2020-04-10,48.0539,49.9338,47.4116,49.8015,335529.0
2020-04-11,48.0539,49.9338,47.4116,49.8015,335529.0
2020-04-12,48.0539,49.9338,47.4116,49.8015,335529.0
2020-04-13,49.3953,50.1794,47.9689,48.9891,295122.0
2020-04-14,49.9484,50.8973,49.5087,50.4816,314245.0
2020-04-15,48.7718,48.9372,46.722,46.7409,292467.0
2020-04-16,46.5614,47.4021,45.4939,47.2132,368930.0
2020-04-17,48.9135,49.3859,47.251,48.2901,336823.0
2020-04-18,48.9135,49.3859,47.251,48.2901,336823.0
2020-04-19,48.9135,49.3859,47.251,48.2901,336823.0
2020-04-20,47.3171,48.1767,46.977,47.506,212993.0
2020-04-21,46.0985,46.9959,45.747,46.5425,234110.0
2020-04-22,47.5249,47.5249,45.9757,46.1268,191130.0
2020-04-23,46.3063,46.9487,45.4467,45.5223,269439.0
2020-04-24,45.5979,46.1363,44.7429,45.6451,251457.0
2020-04-25,45.5979,46.1363,44.7429,45.6451,251457.0
2020-04-26,45.5979,46.1363,44.7429,45.6451,251457.0
2020-04-27,46.1174,48.2995,45.8623,47.7705,328387.0
2020-04-28,48.7907,49.4048,47.5627,48.0728,386922.0
2020-04-29,49.5465,50.6186,48.2334,49.8015,366344.0
2020-04-30,48.7718,49.0458,47.0337,47.3549,492382.0
2020-05-01,46.0702,46.6086,44.5682,44.8516,306039.0
2020-05-02,46.0702,46.6086,44.5682,44.8516,306039.0
2020-05-03,46.0702,46.6086,44.5682,44.8516,306039.0
2020-05-04,44.3131,45.3334,43.5858,45.3334,296891.0
2020-05-05,46.2119,47.4305,45.4656,46.1646,315728.0
2020-05-06,44.2659,44.5493,42.5892,42.7167,630541.0
2020-05-07,43.3213,44.7099,42.8867,43.6141,388422.0
2020-05-08,44.6154,45.5128,44.0203,45.4845,329020.0
2020-05-09,44.6154,45.5128,44.0203,45.4845,329020.0
2020-05-10,44.6154,45.5128,44.0203,45.4845,329020.0
2020-05-11,44.9177,45.7773,44.2659,44.8799,449636.0
2020-05-12,45.0405,45.2294,42.7261,42.7639,343537.0
2020-05-13,42.131,42.2916,40.0008,40.5251,314546.0
2020-05-14,40.3834,41.9326,39.8072,41.7909,465683.0
2020-05-15,41.6295,44.2931,40.9506,44.1744,618090.0
2020-05-16,41.6295,44.2931,40.9506,44.1744,618090.0
2020-05-17,41.6295,44.2931,40.9506,44.1744,618090.0
2020-05-18,46.4154,48.5425,46.3774,48.3905,556766.0
2020-05-19,48.7229,48.8463,46.7098,46.7193,444411.0
2020-05-20,47.5264,48.476,47.0611,48.1246,270767.0
2020-05-21,48.1341,49.5015,48.1056,49.3781,421544.0
2020-05-22,49.7579,50.0618,48.8178,49.7484,327674.0
2020-05-23,49.7579,50.0618,48.8178,49.7484,327674.0
2020-05-24,49.7579,50.0618,48.8178,49.7484,327674.0
2020-05-25,49.7579,50.0618,48.8178,49.7484,327674.0
2020-05-26,51.6096,52.4025,50.0523,50.3039,344414.0
2020-05-27,51.7615,52.3408,51.1443,52.2078,309147.0
2020-05-28,52.958,52.958,49.9573,50.4511,325861.0
2020-05-29,49.7674,50.2992,49.2167,49.8054,343003.0
2020-05-30,49.7674,50.2992,49.2167,49.8054,343003.0
2020-05-31,49.7674,50.2992,49.2167,49.8054,343003.0
2020-06-01,50.2042,50.2042,49.0362,49.511,264058.0
2020-06-02,50.3277,51.5716,49.587,50.755,215361.0
2020-06-03,51.7805,53.5847,51.4672,52.1983,251752.0
2020-06-04,51.4861,51.8897,51.0873,51.7425,267527.0
2020-06-05,54.2969,55.5408,53.5038,54.5723,321114.0
2020-06-06,54.2969,55.5408,53.5038,54.5723,321114.0
2020-06-07,54.2969,55.5408,53.5038,54.5723,321114.0
2020-06-08,55.275,55.6073,54.4583,55.0376,242469.0
2020-06-09,53.9361,54.5628,53.3188,53.5752,238704.0
2020-06-10,53.2334,53.2334,51.8375,52.0084,249290.0
2020-06-11,49.7864,50.641,47.6783,47.7448,336475.0
2020-06-12,49.8339,49.8529,46.3489,47.7068,328386.0
2020-06-13,49.8339,49.8529,46.3489,47.7068,328386.0
2020-06-14,49.8339,49.8529,46.3489,47.7068,328386.0
2020-06-15,45.9501,49.7389,45.6462,49.3781,299057.0
2020-06-16,51.4292,51.5336,49.3259,49.8814,214598.0
2020-06-17,50.0998,50.0998,48.8273,49.1122,218765.0
2020-06-18,48.5519,50.2137,48.4285,49.4256,233187.0
2020-06-19,50.0048,50.0048,48.3905,48.7988,485504.0
2020-06-20,50.0048,50.0048,48.3905,48.7988,485504.0
2020-06-21,50.0048,50.0048,48.3905,48.7988,485504.0
2020-06-22,48.3525,49.1502,47.7828,48.6849,162132.0
2020-06-23,49.606,50.0428,48.6944,49.2261,268049.0
2020-06-24,48.8463,48.8463,47.194,47.9727,254501.0
2020-06-25,47.6498,49.0837,47.3745,49.0647,183987.0
2020-06-26,48.495,48.6279,47.3887,47.5264,830665.0
2020-06-27,48.495,48.6279,47.3887,47.5264,830665.0
2020-06-28,48.495,48.6279,47.3887,47.5264,830665.0
2020-06-29,48.381,50.0048,47.8113,49.7674,294279.0
2020-06-30,49.511,50.4891,49.4635,50.0808,229400.0
2020-07-01,50.0333,50.4701,48.9603,48.9888,226348.0
2020-07-02,50.1282,50.4701,48.6659,48.9603,188911.0
2020-07-03,50.1282,50.4701,48.6659,48.9603,188911.0
2020-07-04,50.1282,50.4701,48.6659,48.9603,188911.0
2020-07-05,50.1282,50.4701,48.6659,48.9603,188911.0
2020-07-06,50.1377,50.1567,48.7609,49.3116,193166.0
2020-07-07,48.7703,49.4018,48.5235,48.8368,309848.0
2020-07-08,48.8178,49.7579,48.7371,49.7294,232863.0
2020-07-09,49.4066,49.9098,48.5614,48.7419,377091.0
2020-07-10,48.9603,50.7455,48.8511,50.603,173651.0
2020-07-11,48.9603,50.7455,48.8511,50.603,173651.0
2020-07-12,48.9603,50.7455,48.8511,50.603,173651.0
2020-07-13,51.2203,51.5526,50.1757,50.641,199562.0
2020-07-14,50.5461,51.7045,50.114,51.5716,201545.0
2020-07-15,52.844,54.2906,52.844,53.2998,315703.0
2020-07-16,52.8725,55.142,51.866,54.145,370161.0
2020-07-17,54.0785,54.107,53.1669,53.4708,268379.0
2020-07-18,54.0785,54.107,53.1669,53.4708,268379.0
2020-07-19,54.0785,54.107,53.1669,53.4708,268379.0
2020-07-20,53.4138,53.6987,53.0125,53.2619,292260.0
2020-07-21,53.6797,54.7052,52.9485,53.2144,313548.0
2020-07-22,52.8345,53.8601,52.7396,53.7461,254833.0
2020-07-23,53.5562,55.0186,53.5562,54.6482,195880.0
2020-07-24,54.7907,54.9996,53.5277,54.8761,221612.0
2020-07-25,54.7907,54.9996,53.5277,54.8761,221612.0
2020-07-26,54.7907,54.9996,53.5277,54.8761,221612.0
2020-07-27,54.6482,55.0091,53.7366,54.6103,306723.0
2020-07-28,54.5533,54.7052,53.6892,53.993,169307.0
2020-07-29,54.2114,55.4744,53.5467,55.2655,278111.0
2020-07-30,53.993,54.2684,51.6143,52.5592,587408.0
2020-07-31,52.2078,52.5022,50.9116,51.6001,518211.0
2020-08-01,52.2078,52.5022,50.9116,51.6001,518211.0
2020-08-02,52.2078,52.5022,50.9116,51.6001,518211.0
2020-08-03,51.6856,52.6636,51.1728,52.2078,321099.0
2020-08-04,52.4072,52.4072,51.5051,52.0084,381781.0
2020-08-05,52.6256,52.8298,51.8755,52.0274,304740.0
2020-08-06,51.828,52.7111,51.7615,52.4357,203472.0
2020-08-07,52.0179,53.9645,51.923,53.9456,262833.0
2020-08-08,52.0179,53.9645,51.923,53.9456,262833.0
2020-08-09,52.0179,53.9645,51.923,53.9456,262833.0
2020-08-10,54.2114,54.4963,53.3853,53.5087,292970.0
2020-08-11,54.3729,54.8002,53.7461,54.164,241619.0
2020-08-12,54.9331,54.9331,53.2998,53.5847,169026.0
2020-08-13,53.3368,53.5649,52.8124,53.251,162845.0
2020-08-14,52.8029,53.1461,52.2308,52.7457,290686.0
2020-08-15,52.8029,53.1461,52.2308,52.7457,290686.0
2020-08-16,52.8029,53.1461,52.2308,52.7457,290686.0
2020-08-17,52.4787,53.7277,52.1069,52.412,218595.0
2020-08-18,52.6503,54.071,52.3595,54.0042,345373.0
2020-08-19,53.8898,54.2712,53.0222,53.2987,190603.0
2020-08-20,52.6885,53.4989,52.6885,53.1843,191402.0
2020-08-21,52.8982,54.1949,52.8982,54.1187,832875.0
2020-08-22,52.8982,54.1949,52.8982,54.1187,832875.0
2020-08-23,52.8982,54.1949,52.8982,54.1187,832875.0
2020-08-24,54.7098,54.7098,54.0328,54.6431,168012.0
2020-08-25,55.1865,55.6442,54.7479,55.4535,274129.0
2020-08-26,55.5298,55.854,54.9744,55.1675,190180.0
2020-08-27,55.3677,57.0267,55.3677,56.4165,183011.0
2020-08-28,56.9314,57.1316,56.0256,57.0744,213915.0
2020-08-29,56.9314,57.1316,56.0256,57.0744,213915.0
2020-08-30,56.9314,57.1316,56.0256,57.0744,213915.0
2020-08-31,56.8265,57.3795,56.4546,57.0267,312950.0
2020-09-01,56.6263,57.4606,55.997,57.3223,228276.0
2020-09-02,57.1602,58.5237,57.1602,58.0755,170638.0
2020-09-03,58.3234,59.2674,56.8742,57.37,200915.0
2020-09-04,58.3997,58.3997,56.3212,56.6644,205547.0
2020-09-05,58.3997,58.3997,56.3212,56.6644,205547.0
2020-09-06,58.3997,58.3997,56.3212,56.6644,205547.0
2020-09-07,58.3997,58.3997,56.3212,56.6644,205547.0
2020-09-08,56.2067,56.3402,54.5287,55.6251,281986.0
2020-09-09,56.0733,56.6549,55.4917,55.8921,288062.0
2020-09-10,56.2449,57.8553,53.4608,53.5943,318726.0
2020-09-11,53.7659,53.7659,52.0925,52.2975,310808.0
2020-09-12,53.7659,53.7659,52.0925,52.2975,310808.0
2020-09-13,53.7659,53.7659,52.0925,52.2975,310808.0
2020-09-14,52.5645,52.7457,51.5157,51.7827,282786.0
2020-09-15,51.9066,52.4406,50.486,50.5908,303990.0
2020-09-16,50.7434,51.6015,50.3683,51.1152,309574.0
2020-09-17,50.5908,50.6004,49.685,50.1141,300995.0
2020-09-18,50.6099,50.8101,48.2835,48.6362,893495.0
2020-09-19,50.6099,50.8101,48.2835,48.6362,893495.0
2020-09-20,50.6099,50.8101,48.2835,48.6362,893495.0
2020-09-21,47.5398,47.9497,45.8044,47.2442,346555.0
2020-09-22,47.4635,48.0546,46.9105,47.4921,327849.0
2020-09-23,47.2919,48.0546,46.367,46.3765,337760.0
2020-09-24,46.4623,47.8449,45.8903,47.3014,248590.0
2020-09-25,46.9295,47.1965,46.3956,46.9105,226815.0
2020-09-26,46.9295,47.1965,46.3956,46.9105,226815.0
2020-09-27,46.9295,47.1965,46.3956,46.9105,226815.0
2020-09-28,47.4539,48.2072,47.4539,47.6637,196974.0
2020-09-29,47.6637,48.3121,47.4063,48.1976,387320.0
2020-09-30,48.1976,49.2465,48.1976,49.0939,321216.0
2020-10-01,49.1416,49.6183,48.1404,49.5897,298867.0
2020-10-02,48.8555,49.9186,48.2549,49.8948,226437.0
2020-10-03,48.8555,49.9186,48.2549,49.8948,226437.0
2020-10-04,48.8555,49.9186,48.2549,49.8948,226437.0
2020-10-05,50.4383,51.0962,49.8281,51.0294,202450.0
2020-10-06,51.6873,51.9448,50.3906,50.4097,211455.0
2020-10-07,50.9341,51.3441,50.4097,51.1343,162561.0
2020-10-08,51.1152,51.9257,50.362,51.0485,178861.0
2020-10-09,51.3059,52.0782,50.6814,51.1915,148582.0
2020-10-10,51.3059,52.0782,50.6814,51.1915,148582.0
2020-10-11,51.3059,52.0782,50.6814,51.1915,148582.0
2020-10-12,51.1439,52.9554,51.039,52.8887,216680.0
2020-10-13,52.4596,52.4596,50.0092,50.3429,274977.0
2020-10-14,50.1809,52.0782,49.8519,49.933,149092.0
2020-10-15,49.3323,50.5479,48.9795,50.362,136224.0
2020-10-16,50.1999,50.5622,49.6278,50.0569,228717.0
2020-10-17,50.1999,50.5622,49.6278,50.0569,228717.0
2020-10-18,50.1999,50.5622,49.6278,50.0569,228717.0
2020-10-19,49.809,50.3143,48.4455,48.5504,159849.0
2020-10-20,48.6172,49.6731,48.3121,49.2369,211661.0
2020-10-21,49.3609,51.8971,49.2084,51.7064,248583.0
2020-10-22,52.002,53.6515,51.0771,53.3464,335532.0
2020-10-23,53.7659,54.2617,53.0889,53.7087,238483.0
2020-10-24,53.7659,54.2617,53.0889,53.7087,238483.0
2020-10-25,53.7659,54.2617,53.0889,53.7087,238483.0
2020-10-26,53.0031,53.108,52.2022,53.0794,242232.0
2020-10-27,52.9459,53.2701,51.3822,51.5252,186923.0
2020-10-28,50.6194,51.449,50.1713,50.3906,380543.0
2020-10-29,50.0188,52.5931,49.7804,51.4108,491923.0
2020-10-30,51.3536,52.0496,49.0653,49.6374,542899.0
2020-10-31,51.3536,52.0496,49.0653,49.6374,542899.0
2020-11-01,51.3536,52.0496,49.0653,49.6374,542899.0
2020-11-02,50.2667,51.5252,50.076,51.0962,457943.0
2020-11-03,52.2213,52.2746,51.1629,51.7922,769768.0
2020-11-04,50.8483,52.2403,50.4192,51.4394,208297.0
2020-11-05,51.4966,52.574,50.1141,52.4692,148407.0
2020-11-06,52.6503,53.1652,51.7735,52.698,226453.0
2020-11-07,52.6503,53.1652,51.7735,52.698,226453.0
2020-11-08,52.6503,53.1652,51.7735,52.698,226453.0
2020-11-09,56.9791,58.5237,55.5918,55.6919,291537.0
2020-11-10,57.0267,58.6381,56.4642,58.4093,239398.0
2020-11-11,58.5713,58.5713,57.3986,57.9421,172955.0
2020-11-12,57.1187,57.9038,55.1656,56.2475,198442.0
2020-11-13,56.6974,58.416,56.5155,58.0378,216805.0
2020-11-14,56.6974,58.416,56.5155,58.0378,216805.0
2020-11-15,56.6974,58.416,56.5155,58.0378,216805.0
2020-11-16,59.1771,60.8526,59.1101,60.8526,281074.0
2020-11-17,60.0292,60.9004,59.0239,60.4409,253418.0
2020-11-18,60.4983,61.0153,59.6367,59.7133,246807.0
2020-11-19,59.1484,59.1484,57.6644,58.7271,235218.0
2020-11-20,57.9612,59.3686,57.9612,59.2872,295602.0
2020-11-21,57.9612,59.3686,57.9612,59.2872,295602.0
2020-11-22,57.9612,59.3686,57.9612,59.2872,295602.0
2020-11-23,60.0579,61.427,58.8899,59.9047,243179.0
2020-11-24,60.6994,62.3174,60.0675,62.1355,292619.0
2020-11-25,61.8866,62.327,60.5653,61.7525,173054.0
2020-11-26,61.8866,62.327,60.5653,61.7525,173054.0
2020-11-27,61.6281,61.6281,60.6324,61.0632,103044.0
2020-11-28,61.6281,61.6281,60.6324,61.0632,103044.0
2020-11-29,61.6281,61.6281,60.6324,61.0632,103044.0
2020-11-30,60.393,60.7664,59.0527,59.1867,299365.0
2020-12-01,60.1249,60.7185,59.6941,60.4888,247874.0
2020-12-02,60.4696,61.6472,59.7228,61.4653,211712.0
2020-12-03,62.394,62.394,60.4313,61.0823,212157.0
2020-12-04,61.6376,62.5855,61.6376,62.5185,190960.0
2020-12-05,61.6376,62.5855,61.6376,62.5185,190960.0
2020-12-06,61.6376,62.5855,61.6376,62.5185,190960.0
2020-12-07,62.2408,62.9876,61.157,61.6376,131473.0
2020-12-08,61.0919,62.978,59.5984,62.8727,226590.0
2020-12-09,63.0067,63.4471,62.1355,63.0929,222967.0
2020-12-10,62.3748,63.4663,61.9344,63.2844,167683.0
2020-12-11,62.4706,63.6051,62.3174,62.9589,188877.0
2020-12-12,62.4706,63.6051,62.3174,62.9589,188877.0
2020-12-13,62.4706,63.6051,62.3174,62.9589,188877.0
2020-12-14,63.9737,64.1748,62.5855,63.3131,263813.0
2020-12-15,64.0694,65.2662,63.5907,65.2566,166514.0
2020-12-16,65.5056,66.0225,64.8832,65.5917,226822.0
2020-12-17,63.787,66.1087,63.787,65.5917,177891.0
2020-12-18,65.7736,66.3959,64.7396,65.1226,764145.0
2020-12-19,65.7736,66.3959,64.7396,65.1226,764145.0
2020-12-20,65.7736,66.3959,64.7396,65.1226,764145.0
2020-12-21,64.7109,65.113,62.3375,63.8588,286786.0
2020-12-22,63.7535,64.1556,62.9014,63.6195,190700.0
2020-12-23,64.0886,64.5817,62.9301,63.878,149161.0
2020-12-24,63.9163,64.3184,63.0546,64.0024,83553.0
2020-12-25,63.9163,64.3184,63.0546,64.0024,83553.0
2020-12-26,63.9163,64.3184,63.0546,64.0024,83553.0
2020-12-27,63.9163,64.3184,63.0546,64.0024,83553.0
2020-12-28,64.2226,64.6152,63.6482,64.2705,116796.0
2020-12-29,64.5769,64.5769,62.978,63.3418,107814.0
2020-12-30,63.5716,64.2896,63.2748,63.9929,96847.0
2020-12-31,63.8109,64.3854,63.6003,64.1269,153487.0
2021-01-01,63.8109,64.3854,63.6003,64.1269,153487.0
2021-01-02,63.8109,64.3854,63.6003,64.1269,153487.0
2021-01-03,63.8109,64.3854,63.6003,64.1269,153487.0
2021-01-04,64.1748,64.529,62.011,62.2504,252511.0
2021-01-05,62.2312,63.2078,62.1834,62.7291,205243.0
2021-01-06,63.7248,67.3821,63.7248,66.9225,308932.0
2021-01-07,67.0757,67.3821,66.4917,67.2863,304533.0
2021-01-08,67.3246,67.3629,65.3337,66.3193,176511.0
2021-01-09,67.3246,67.3629,65.3337,66.3193,176511.0
2021-01-10,67.3246,67.3629,65.3337,66.3193,176511.0
2021-01-11,65.496,66.6592,65.496,66.1279,82046.0
2021-01-12,66.4438,67.5831,65.5774,67.2767,112462.0
2021-01-13,66.9704,67.7267,65.7066,65.8215,171325.0
2021-01-14,66.2332,66.7789,64.9407,65.429,175891.0
2021-01-15,64.7492,65.4864,64.0599,65.0173,210579.0
2021-01-16,64.7492,65.4864,64.0599,65.0173,210579.0
2021-01-17,64.7492,65.4864,64.0599,65.0173,210579.0
2021-01-18,64.7492,65.4864,64.0599,65.0173,210579.0
2021-01-19,65.7258,65.8215,64.8354,65.5726,278302.0
2021-01-20,65.5917,66.4821,64.9072,66.0034,201622.0
2021-01-21,66.0608,66.9991,64.6056,64.6247,165216.0
2021-01-22,63.7822,64.2705,63.1025,64.0982,186536.0
2021-01-23,63.7822,64.2705,63.1025,64.0982,186536.0
2021-01-24,63.7822,64.2705,63.1025,64.0982,186536.0
2021-01-25,63.6482,65.3236,63.2365,65.2471,252545.0
2021-01-26,65.6779,65.6779,64.1556,64.8258,157149.0
2021-01-27,63.2365,64.3567,62.5376,64.0599,305917.0
2021-01-28,65.1896,65.1896,63.1982,64.3088,302864.0
2021-01-29,65.2662,65.2662,62.1738,62.2121,317246.0
2021-01-30,65.2662,65.2662,62.1738,62.2121,317246.0
2021-01-31,65.2662,65.2662,62.1738,62.2121,317246.0
2021-02-01,62.8823,63.2221,61.2068,62.1929,266273.0
2021-02-02,62.9493,63.0259,61.5802,62.0206,305661.0
2021-02-03,61.7334,62.4706,60.326,60.8909,256696.0
2021-02-04,61.2164,62.2791,60.1345,61.7525,253325.0
2021-02-05,61.9536,62.3748,61.1589,61.9632,307197.0
2021-02-06,61.9536,62.3748,61.1589,61.9632,307197.0
2021-02-07,61.9536,62.3748,61.1589,61.9632,307197.0
2021-02-08,61.9057,63.1408,61.6185,62.9876,328385.0
2021-02-09,62.528,64.0407,62.2312,63.2269,317429.0
2021-02-10,63.2269,63.9354,62.8631,63.5716,310828.0
2021-02-11,63.4274,66.1663,62.9469,66.0702,306287.0
2021-02-12,65.5609,66.1567,64.0809,65.0804,164328.0
2021-02-13,65.5609,66.1567,64.0809,65.0804,164328.0
2021-02-14,65.5609,66.1567,64.0809,65.0804,164328.0
2021-02-15,65.5609,66.1567,64.0809,65.0804,164328.0
2021-02-16,65.4264,65.4264,63.2448,63.4563,159934.0
2021-02-17,63.1007,64.9362,63.1007,64.6768,231985.0
2021-02-18,64.3308,64.9795,63.6389,64.4269,165871.0
2021-02-19,64.5999,65.2822,64.1194,64.5518,157705.0
2021-02-20,64.5999,65.2822,64.1194,64.5518,157705.0
2021-02-21,64.5999,65.2822,64.1194,64.5518,157705.0
2021-02-22,64.3885,65.8012,64.3596,65.7243,255759.0
2021-02-23,65.8204,67.1178,64.8786,65.4936,221671.0
2021-02-24,66.0606,67.012,65.0323,66.8295,246683.0
2021-02-25,67.0313,67.7136,64.475,65.3975,442509.0
2021-02-26,64.6335,66.2528,64.5999,65.1861,286702.0
2021-02-27,64.6335,66.2528,64.5999,65.1861,286702.0
2021-02-28,64.6335,66.2528,64.5999,65.1861,286702.0
2021-03-01,66.3105,67.8385,65.609,67.3965,183736.0
2021-03-02,67.0985,67.7328,65.8684,65.9645,200081.0
2021-03-03,65.8396,67.5598,65.6666,66.4643,149530.0
2021-03-04,66.6276,67.6752,65.311,65.7243,202334.0
2021-03-05,66.7237,68.5401,64.5326,68.4632,269260.0
2021-03-06,66.7237,68.5401,64.5326,68.4632,269260.0
2021-03-07,66.7237,68.5401,64.5326,68.4632,269260.0
2021-03-08,68.886,72.1727,68.3094,71.6346,326521.0
2021-03-09,71.4424,72.2977,69.5619,71.0964,439170.0
2021-03-10,71.0291,74.0035,70.76,72.7109,251384.0
2021-03-11,72.586,73.201,71.8075,73.0088,261728.0
2021-03-12,73.4701,74.1092,72.4226,73.0088,317421.0
