,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity,JNJ US Equity
2019-02-08,113.4622,113.9008,113.1097,113.8492,4436768.0
2019-02-09,113.4622,113.9008,113.1097,113.8492,4436768.0
2019-02-10,113.4622,113.9008,113.1097,113.8492,4436768.0
2019-02-11,113.7718,114.0813,112.8689,113.5052,4962617.0
2019-02-12,113.574,115.483,113.574,115.3626,6262320.0
2019-02-13,115.2852,116.0677,114.5457,115.6119,7902181.0
2019-02-14,115.483,115.9301,114.6661,115.4916,3910454.0
2019-02-15,116.2483,117.2973,116.0935,117.2715,6665038.0
2019-02-16,116.2483,117.2973,116.0935,117.2715,6665038.0
2019-02-17,116.2483,117.2973,116.0935,117.2715,6665038.0
2019-02-18,116.2483,117.2973,116.0935,117.2715,6665038.0
2019-02-19,117.0651,117.2715,116.6266,116.6782,5935948.0
2019-02-20,116.919,117.5725,116.7084,117.2457,6089752.0
2019-02-21,116.0677,116.762,115.4561,116.446,6665481.0
2019-02-22,116.3342,117.4951,115.9301,117.4607,5223858.0
2019-02-23,116.3342,117.4951,115.9301,117.4607,5223858.0
2019-02-24,116.3342,117.4951,115.9301,117.4607,5223858.0
2019-02-25,118.0234,119.0102,117.5992,117.8935,6846581.0
2019-02-26,118.1013,118.5514,117.7637,117.8156,5106878.0
2019-02-27,117.3049,117.9368,117.1924,117.6079,4378066.0
2019-02-28,117.6771,119.4126,117.4521,118.2744,10133160.0
2019-03-01,118.7764,119.9796,118.5947,119.7546,5641586.0
2019-03-02,118.7764,119.9796,118.5947,119.7546,5641586.0
2019-03-03,118.7764,119.9796,118.5947,119.7546,5641586.0
2019-03-04,120.1874,120.6721,119.0275,119.8671,8378067.0
2019-03-05,120.1527,120.4384,119.7632,120.1181,6568870.0
2019-03-06,120.724,120.8798,119.971,120.3951,6236946.0
2019-03-07,119.9104,120.4211,119.1919,119.6593,6100380.0
2019-03-08,119.5295,120.5769,118.084,119.5035,7046830.0
2019-03-09,119.5295,120.5769,118.084,119.5035,7046830.0
2019-03-10,119.5295,120.5769,118.084,119.5035,7046830.0
2019-03-11,119.5468,120.3432,119.0361,119.9363,6150442.0
2019-03-12,120.0142,121.1828,119.8844,120.473,5553235.0
2019-03-13,120.8279,121.0443,120.3345,120.6721,6446942.0
2019-03-14,119.7459,120.1441,119.3997,119.4689,8493603.0
2019-03-15,119.4516,119.6767,118.4389,119.1054,11922855.0
2019-03-16,119.4516,119.6767,118.4389,119.1054,11922855.0
2019-03-17,119.4516,119.6767,118.4389,119.1054,11922855.0
2019-03-18,119.1486,119.2612,118.3436,118.7332,7369629.0
2019-03-19,119.114,120.1614,118.9928,119.8325,5882503.0
2019-03-20,119.7372,119.8931,118.2831,118.837,5475863.0
2019-03-21,118.586,120.1268,118.5427,119.5382,5765119.0
2019-03-22,119.2352,119.7892,118.4648,118.5081,6528782.0
2019-03-23,119.2352,119.7892,118.4648,118.5081,6528782.0
2019-03-24,119.2352,119.7892,118.4648,118.5081,6528782.0
2019-03-25,118.5081,118.5947,117.4954,118.2484,4500368.0
2019-03-26,118.5254,120.5509,118.5254,119.945,4758846.0
2019-03-27,119.9623,120.7327,119.5122,120.0575,6764854.0
2019-03-28,120.3691,120.7154,120.0662,120.2133,4602073.0
2019-03-29,120.5596,121.0789,120.2133,121.001,7168449.0
2019-03-30,120.5596,121.0789,120.2133,121.001,7168449.0
2019-03-31,120.5596,121.0789,120.2133,121.001,7168449.0
2019-04-01,121.1741,121.4338,120.0878,120.2999,5885401.0
2019-04-02,120.3259,120.3259,118.5081,119.2006,5517817.0
2019-04-03,119.6247,119.6593,118.4735,118.7332,5947020.0
2019-04-04,118.4735,118.5903,116.9674,117.3482,5844786.0
2019-04-05,117.755,118.2225,117.4607,117.8762,4759699.0
2019-04-06,117.755,118.2225,117.4607,117.8762,4759699.0
2019-04-07,117.755,118.2225,117.4607,117.8762,4759699.0
2019-04-08,117.7637,118.1619,117.4607,117.8416,4330048.0
2019-04-09,117.7204,117.9455,116.474,117.3482,5210317.0
2019-04-10,117.6252,117.8329,117.1405,117.3569,4194170.0
2019-04-11,117.6858,117.8762,116.3528,117.0366,4485211.0
2019-04-12,117.0453,118.0234,116.6384,117.7031,5756816.0
2019-04-13,117.0453,118.0234,116.6384,117.7031,5756816.0
2019-04-14,117.0453,118.0234,116.6384,117.7031,5756816.0
2019-04-15,117.7204,118.4042,117.5473,118.1705,5380891.0
2019-04-16,119.7286,121.7887,119.0707,119.4689,10745724.0
2019-04-17,120.3172,121.309,119.166,119.9017,9543743.0
2019-04-18,120.6202,121.3905,117.504,119.0361,10485289.0
2019-04-19,120.6202,121.3905,117.504,119.0361,10485289.0
2019-04-20,120.6202,121.3905,117.504,119.0361,10485289.0
2019-04-21,120.6202,121.3905,117.504,119.0361,10485289.0
2019-04-22,118.5687,119.8757,118.1164,119.3045,4666537.0
2019-04-23,118.9496,121.9185,118.8024,121.0962,5790482.0
2019-04-24,120.8798,121.304,120.1966,120.4903,5676338.0
2019-04-25,119.9017,120.9837,119.417,120.8798,5218088.0
2019-04-26,121.0789,121.6364,120.5855,121.5204,4613583.0
2019-04-27,121.0789,121.6364,120.5855,121.5204,4613583.0
2019-04-28,121.0789,121.6364,120.5855,121.5204,4613583.0
2019-04-29,121.4857,121.555,120.8192,121.0443,4275158.0
2019-04-30,121.3472,122.4379,120.2825,122.2215,6003702.0
2019-05-01,122.0051,123.2169,120.9664,122.8707,6656335.0
2019-05-02,122.8361,123.0438,121.2867,122.2907,8835587.0
2019-05-03,122.2994,122.9919,122.1176,122.9226,5281630.0
2019-05-04,122.2994,122.9919,122.1176,122.9226,5281630.0
2019-05-05,122.2994,122.9919,122.1176,122.9226,5281630.0
2019-05-06,121.3992,123.1217,121.1222,122.9919,5818880.0
2019-05-07,121.8926,122.3773,120.3691,121.1568,6606664.0
2019-05-08,121.3559,121.9791,120.9231,121.001,4667257.0
2019-05-09,120.2739,120.5942,119.14,120.0835,5604201.0
2019-05-10,119.8238,120.5336,118.0753,120.3605,4771626.0
2019-05-11,119.8238,120.5336,118.0753,120.3605,4771626.0
2019-05-12,119.8238,120.5336,118.0753,120.3605,4771626.0
2019-05-13,119.3218,119.5035,118.1794,118.7591,5560421.0
2019-05-14,118.6206,119.3131,118.3523,118.4302,7179438.0
2019-05-15,118.4995,119.0102,117.1405,118.5081,6429352.0
2019-05-16,118.9236,120.4842,118.56,119.6334,6857180.0
2019-05-17,118.586,120.3432,118.4648,119.9796,6915286.0
2019-05-18,118.586,120.3432,118.4648,119.9796,6915286.0
2019-05-19,118.586,120.3432,118.4648,119.9796,6915286.0
2019-05-20,119.9796,120.2826,119.1746,119.8152,4771127.0
2019-05-21,120.4211,120.8106,119.5209,119.5555,4859048.0
2019-05-22,119.7546,120.2739,119.0058,120.1095,5456839.0
2019-05-23,119.8844,121.0529,119.166,121.001,6951797.0
2019-05-24,121.5762,121.5762,120.757,121.0097,5473499.0
2019-05-25,121.5762,121.5762,120.757,121.0097,5473499.0
2019-05-26,121.5762,121.5762,120.757,121.0097,5473499.0
2019-05-27,121.5762,121.5762,120.757,121.0097,5473499.0
2019-05-28,121.1405,122.439,119.3974,119.4584,11919579.0
2019-05-29,118.4301,118.4301,112.007,114.456,23247405.0
2019-05-30,114.5518,115.7545,114.3165,115.1357,7361016.0
2019-05-31,114.6215,115.0399,112.9569,114.2991,7810987.0
2019-06-01,114.6215,115.0399,112.9569,114.2991,7810987.0
2019-06-02,114.6215,115.0399,112.9569,114.2991,7810987.0
2019-06-03,114.6041,115.3885,114.2032,114.5518,8434761.0
2019-06-04,115.5628,117.0444,115.5453,116.5476,6649100.0
2019-06-05,117.393,117.7677,116.6609,117.1141,6860551.0
2019-06-06,117.5673,119.9726,117.2971,119.1186,9115846.0
2019-06-07,119.9116,121.6547,119.5195,120.7483,6533960.0
2019-06-08,119.9116,121.6547,119.5195,120.7483,6533960.0
2019-06-09,119.9116,121.6547,119.5195,120.7483,6533960.0
2019-06-10,120.7919,121.2712,119.9203,121.1579,4994790.0
2019-06-11,121.7331,122.5872,121.5762,121.8202,8230527.0
2019-06-12,122.2734,124.5481,122.2734,123.4761,9216636.0
2019-06-13,123.511,123.7114,122.195,122.6308,7500807.0
2019-06-14,123.0839,123.3062,122.0468,122.0904,6548166.0
2019-06-15,123.0839,123.3062,122.0468,122.0904,6548166.0
2019-06-16,123.0839,123.3062,122.0468,122.0904,6548166.0
2019-06-17,122.012,122.2211,121.3235,121.5239,5562791.0
2019-06-18,122.5,122.8225,121.829,122.2124,7122711.0
2019-06-19,122.0207,122.8573,121.9335,122.4042,6393620.0
2019-06-20,123.1014,124.1036,122.8835,123.938,7335833.0
2019-06-21,123.2844,124.1254,122.8922,123.8334,11272212.0
2019-06-22,123.2844,124.1254,122.8922,123.8334,11272212.0
2019-06-23,123.2844,124.1254,122.8922,123.8334,11272212.0
2019-06-24,124.121,125.2366,123.8334,124.6788,5894683.0
2019-06-25,124.8618,126.3521,124.7921,125.7072,7517135.0
2019-06-26,125.3673,125.3673,122.6743,123.6243,7674128.0
2019-06-27,123.9555,124.1908,122.5392,122.6133,5233481.0
2019-06-28,122.6569,122.9706,120.7091,121.3845,12792462.0
2019-06-29,122.6569,122.9706,120.7091,121.3845,12792462.0
2019-06-30,122.6569,122.9706,120.7091,121.3845,12792462.0
2019-07-01,122.1863,122.2386,120.8964,121.4542,5875080.0
2019-07-02,121.3322,122.0381,120.8703,122.0381,4501207.0
2019-07-03,122.8835,123.9119,122.7005,123.877,3436339.0
2019-07-04,122.8835,123.9119,122.7005,123.877,3436339.0
2019-07-05,123.5284,123.6362,122.3344,122.5087,4652419.0
2019-07-06,123.5284,123.6362,122.3344,122.5087,4652419.0
2019-07-07,123.5284,123.6362,122.3344,122.5087,4652419.0
2019-07-08,122.1166,122.9532,121.6939,122.8573,4078372.0
2019-07-09,123.2844,124.1646,122.8051,123.2408,4217453.0
2019-07-10,123.5633,123.7463,122.5959,123.0665,4874373.0
2019-07-11,122.8312,123.0665,121.1579,122.1078,5817412.0
2019-07-12,122.1166,122.1166,115.3188,117.0444,17780111.0
2019-07-13,122.1166,122.1166,115.3188,117.0444,17780111.0
2019-07-14,122.1166,122.1166,115.3188,117.0444,17780111.0
2019-07-15,117.9943,118.8397,117.1751,117.4017,10038224.0
2019-07-16,115.8504,116.6347,114.822,115.4756,10214538.0
2019-07-17,115.4669,116.4169,114.5257,114.9179,8862093.0
2019-07-18,115.1532,115.4843,114.3165,115.1009,6203739.0
2019-07-19,115.2577,115.3798,113.4624,113.567,8340239.0
2019-07-20,115.2577,115.3798,113.4624,113.567,8340239.0
2019-07-21,115.2577,115.3798,113.4624,113.567,8340239.0
2019-07-22,113.2968,113.4276,111.4144,112.1116,12625513.0
2019-07-23,112.0854,112.8175,111.6889,112.2859,5803625.0
2019-07-24,112.3207,113.1138,112.0506,113.1051,6838620.0
2019-07-25,113.3491,114.6303,113.0092,114.2729,8897902.0
2019-07-26,114.4298,114.4298,113.7239,113.933,4894714.0
2019-07-27,114.4298,114.4298,113.7239,113.933,4894714.0
2019-07-28,114.4298,114.4298,113.7239,113.933,4894714.0
2019-07-29,114.1684,116.1816,113.4799,115.9288,7831982.0
2019-07-30,115.4495,115.4669,114.4037,115.1096,5509621.0
2019-07-31,114.7261,115.0399,113.4537,113.4886,8559201.0
2019-08-01,113.5234,113.9418,112.4428,113.5496,7870738.0
2019-08-02,114.0463,114.578,113.0965,114.2294,6574944.0
2019-08-03,114.0463,114.578,113.0965,114.2294,6574944.0
2019-08-04,114.0463,114.578,113.0965,114.2294,6574944.0
2019-08-05,114.0899,114.5693,112.434,113.4363,9480016.0
2019-08-06,113.5932,114.3601,112.9395,113.9679,7880567.0
2019-08-07,112.7391,114.0856,111.7194,113.4799,6771743.0
2019-08-08,114.1509,114.9919,113.4973,114.761,5260533.0
2019-08-09,114.8656,115.7022,114.3688,115.0747,4677327.0
2019-08-10,114.8656,115.7022,114.3688,115.0747,4677327.0
2019-08-11,114.8656,115.7022,114.3688,115.0747,4677327.0
2019-08-12,114.6041,115.6499,114.4211,114.9789,6736369.0
2019-08-13,115.3013,116.87,115.0399,116.2774,5101835.0
2019-08-14,115.5018,115.5105,113.4101,113.5234,7736420.0
2019-08-15,113.445,114.2294,112.6432,113.7675,7251225.0
2019-08-16,114.578,114.7523,113.8154,114.4821,5858866.0
2019-08-17,114.578,114.7523,113.8154,114.4821,5858866.0
2019-08-18,114.578,114.7523,113.8154,114.4821,5858866.0
2019-08-19,115.4756,115.5366,114.883,115.2577,4958004.0
2019-08-20,115.005,115.6151,113.6977,113.8197,7302016.0
2019-08-21,114.7784,115.3972,114.0376,114.6303,6914009.0
2019-08-22,114.6913,115.1532,113.9947,114.4037,7213567.0
2019-08-23,114.2294,114.3949,110.7956,111.3185,15714753.0
2019-08-24,114.2294,114.3949,110.7956,111.3185,15714753.0
2019-08-25,114.2294,114.3949,110.7956,111.3185,15714753.0
2019-08-26,111.8805,112.46,111.1868,112.2142,8916621.0
2019-08-27,114.0405,116.2532,113.3556,113.8298,20186781.0
2019-08-28,112.2668,113.1537,111.5205,112.9868,9885221.0
2019-08-29,113.1273,113.4434,111.3625,112.6005,6750113.0
2019-08-30,112.6268,113.3556,112.0561,112.7059,7371134.0
2019-08-31,112.6268,113.3556,112.0561,112.7059,7371134.0
2019-09-01,112.6268,113.3556,112.0561,112.7059,7371134.0
2019-09-02,112.6268,113.3556,112.0561,112.7059,7371134.0
2019-09-03,112.381,113.2503,111.9595,113.0395,5710249.0
2019-09-04,113.6981,113.7859,112.46,113.1449,4821460.0
2019-09-05,114.0581,114.0581,112.662,112.899,4754074.0
2019-09-06,113.1624,113.4698,112.4512,112.5742,6758329.0
2019-09-07,113.1624,113.4698,112.4512,112.5742,6758329.0
2019-09-08,113.1624,113.4698,112.4512,112.5742,6758329.0
2019-09-09,112.3898,112.5303,111.1517,111.4678,7684665.0
2019-09-10,111.8103,113.7507,110.9322,113.7507,8239733.0
2019-09-11,114.0229,115.2698,113.3381,115.1732,6203628.0
2019-09-12,115.34,115.7,114.1985,114.5234,5250032.0
2019-09-13,115.3137,115.5244,114.1107,114.8307,5369774.0
2019-09-14,115.3137,115.5244,114.1107,114.8307,5369774.0
2019-09-15,115.3137,115.5244,114.1107,114.8307,5369774.0
2019-09-16,114.2424,114.8044,113.5576,113.742,5101689.0
2019-09-17,113.7946,114.5849,113.3644,113.8561,5002870.0
2019-09-18,114.0581,114.6376,113.0746,114.5059,4450707.0
2019-09-19,113.821,115.1907,113.5839,114.2424,4857275.0
2019-09-20,115.0239,115.9019,114.4005,115.5946,12335326.0
2019-09-21,115.0239,115.9019,114.4005,115.5946,12335326.0
2019-09-22,115.0239,115.9019,114.4005,115.5946,12335326.0
2019-09-23,115.0415,115.9458,114.5761,115.6737,5422371.0
2019-09-24,115.9898,116.5868,115.3224,115.5068,7131472.0
2019-09-25,115.4629,115.5288,114.3478,115.0151,4569635.0
2019-09-26,115.1029,115.2954,112.4161,113.1361,7706003.0
2019-09-27,112.9254,113.619,111.2483,112.9166,6006690.0
2019-09-28,112.9254,113.619,111.2483,112.9166,6006690.0
2019-09-29,112.9254,113.619,111.2483,112.9166,6006690.0
2019-09-30,113.3293,114.3917,113.2678,113.6015,6825489.0
2019-10-01,114.1634,114.8483,113.9439,114.1371,7706218.0
2019-10-02,116.5693,118.2727,115.2171,115.9019,12088624.0
2019-10-03,115.5859,116.2281,114.1546,115.1907,7413819.0
2019-10-04,115.3224,117.4122,115.2434,117.3595,7240361.0
2019-10-05,115.3224,117.4122,115.2434,117.3595,7240361.0
2019-10-06,115.3224,117.4122,115.2434,117.3595,7240361.0
2019-10-07,116.859,117.5044,116.0289,116.9205,5437161.0
2019-10-08,116.2971,117.0127,115.4541,115.7615,7926935.0
2019-10-09,115.1468,115.2434,112.8463,113.461,7854729.0
2019-10-10,113.2239,114.2494,112.9429,113.3205,5265916.0
2019-10-11,115.1468,116.4463,114.8659,115.3137,7187687.0
2019-10-12,115.1468,116.4463,114.8659,115.3137,7187687.0
2019-10-13,115.1468,116.4463,114.8659,115.3137,7187687.0
2019-10-14,115.34,115.34,114.5146,114.778,5851866.0
2019-10-15,116.78,117.8775,115.9898,116.6395,10048879.0
2019-10-16,118.4483,119.9322,117.4824,118.6853,12463867.0
2019-10-17,119.379,120.7224,119.1068,119.5634,8612673.0
2019-10-18,117.0522,117.9983,112.1264,112.1264,25879463.0
2019-10-19,117.0522,117.9983,112.1264,112.1264,25879463.0
2019-10-20,117.0522,117.9983,112.1264,112.1264,25879463.0
2019-10-21,112.9781,113.8561,111.5644,112.4073,14107414.0
2019-10-22,113.0571,114.62,112.4688,113.4434,7625647.0
2019-10-23,113.8473,114.5673,113.3293,114.0581,6722254.0
2019-10-24,114.5146,114.6551,110.7215,111.9507,12146358.0
2019-10-25,112.2405,113.3556,111.7839,112.6971,6947250.0
2019-10-26,112.2405,113.3556,111.7839,112.6971,6947250.0
2019-10-27,112.2405,113.3556,111.7839,112.6971,6947250.0
2019-10-28,112.9342,114.1459,112.8376,113.4259,7876303.0
2019-10-29,113.8824,114.1195,112.8815,113.377,4506298.0
2019-10-30,117.0434,117.2454,115.6649,116.6395,9627603.0
2019-10-31,116.2356,116.6395,114.9273,115.9371,7686682.0
2019-11-01,115.9458,116.78,115.1468,115.1995,5541792.0
2019-11-02,115.9458,116.78,115.1468,115.1995,5541792.0
2019-11-03,115.9458,116.78,115.1468,115.1995,5541792.0
2019-11-04,115.7263,115.858,114.2249,114.3478,6140323.0
2019-11-05,114.6112,115.4366,113.8649,114.5146,6257266.0
2019-11-06,114.5146,115.4454,113.8824,114.9888,5450031.0
2019-11-07,115.6649,116.2356,115.0327,115.4015,5874081.0
2019-11-08,115.2873,116.8151,114.9976,116.78,5003528.0
2019-11-09,115.2873,116.8151,114.9976,116.78,5003528.0
2019-11-10,115.2873,116.8151,114.9976,116.78,5003528.0
2019-11-11,116.139,116.3627,115.3137,115.8844,4371362.0
2019-11-12,115.9019,115.981,115.0415,115.3312,5229157.0
2019-11-13,115.059,115.4515,114.778,115.261,5921414.0
2019-11-14,115.0502,115.34,114.2688,114.9888,4217472.0
2019-11-15,115.2434,118.5097,114.8307,118.4834,10495624.0
2019-11-16,115.2434,118.5097,114.8307,118.4834,10495624.0
2019-11-17,115.2434,118.5097,114.8307,118.4834,10495624.0
2019-11-18,117.8512,119.1419,116.4815,118.3868,9293614.0
2019-11-19,118.5361,118.7029,117.8424,118.378,5192243.0
2019-11-20,118.6327,119.7127,117.7195,119.3614,7600882.0
2019-11-21,119.3614,120.1605,118.5361,119.8005,6424868.0
2019-11-22,119.9849,121.7234,119.8531,121.2317,9235894.0
2019-11-23,119.9849,121.7234,119.8531,121.2317,9235894.0
2019-11-24,119.9849,121.7234,119.8531,121.2317,9235894.0
2019-11-25,121.1787,121.7003,120.4537,121.2848,6111909.0
2019-11-26,120.657,121.4262,119.49,121.2759,10637413.0
2019-11-27,121.2671,122.2308,121.0372,121.7887,5522951.0
2019-11-28,121.2671,122.2308,121.0372,121.7887,5522951.0
2019-11-29,121.6561,122.2485,121.0726,121.5589,3278854.0
2019-11-30,121.6561,122.2485,121.0726,121.5589,3278854.0
2019-12-01,121.6561,122.2485,121.0726,121.5589,3278854.0
2019-12-02,121.7622,121.8771,120.993,121.4439,4717317.0
2019-12-03,121.0461,121.5235,120.383,121.2671,6419310.0
2019-12-04,122.4518,123.5481,122.0451,123.2299,7257393.0
2019-12-05,123.2033,123.5526,121.9656,123.389,5473037.0
2019-12-06,123.3006,125.1749,123.3006,124.114,6640534.0
2019-12-07,123.3006,125.1749,123.3006,124.114,6640534.0
2019-12-08,123.3006,125.1749,123.3006,124.114,6640534.0
2019-12-09,124.1228,124.4942,123.8312,124.2201,4260566.0
2019-12-10,124.4853,124.6622,123.6985,123.7692,5310783.0
2019-12-11,124.6003,125.5286,124.335,124.6445,6631591.0
2019-12-12,124.9451,125.5993,124.4234,124.9628,5012506.0
2019-12-13,124.7506,125.3695,124.0521,124.9981,4257231.0
2019-12-14,124.7506,125.3695,124.0521,124.9981,4257231.0
2019-12-15,124.7506,125.3695,124.0521,124.9981,4257231.0
2019-12-16,125.3076,126.2978,125.0954,125.3606,5353158.0
2019-12-17,126.4304,127.3587,126.006,126.9255,10724074.0
2019-12-18,127.067,127.2084,126.2005,126.5984,7849413.0
2019-12-19,127.2173,128.9767,126.9697,128.5081,9874889.0
2019-12-20,129.8608,130.7096,128.0218,129.1358,14532998.0
2019-12-21,129.8608,130.7096,128.0218,129.1358,14532998.0
2019-12-22,129.8608,130.7096,128.0218,129.1358,14532998.0
2019-12-23,128.8529,129.7547,128.4994,129.4718,6559466.0
2019-12-24,129.0828,129.0916,128.4285,129.0209,4238924.0
2019-12-25,129.0828,129.0916,128.4285,129.0209,4238924.0
2019-12-26,129.0563,129.2443,128.3401,128.9325,3020481.0
2019-12-27,129.2596,129.5691,128.6761,128.8618,3432686.0
2019-12-28,129.2596,129.5691,128.6761,128.8618,3432686.0
2019-12-29,129.2596,129.5691,128.6761,128.8618,3432686.0
2019-12-30,128.8883,129.2596,128.2252,128.4639,2923859.0
2019-12-31,128.2871,129.0916,128.0042,128.9679,4435105.0
2020-01-01,128.2871,129.0916,128.0042,128.9679,4435105.0
2020-01-02,128.9679,129.1005,128.2694,129.0563,5634469.0
2020-01-03,126.8725,128.5284,126.4304,127.5621,5753422.0
2020-01-04,126.8725,128.5284,126.4304,127.5621,5753422.0
2020-01-05,126.8725,128.5284,126.4304,127.5621,5753422.0
2020-01-06,127.3145,127.4914,126.2978,127.403,7731435.0
2020-01-07,127.3234,128.5965,124.9981,128.181,7389034.0
2020-01-08,128.0837,129.0651,127.0493,128.1633,6605775.0
2020-01-09,128.8706,129.1093,128.1898,128.5435,6112783.0
2020-01-10,128.8618,129.2419,128.1103,128.2517,5042668.0
2020-01-11,128.8618,129.2419,128.1103,128.2517,5042668.0
2020-01-12,128.8618,129.2419,128.1103,128.2517,5042668.0
2020-01-13,128.623,128.8971,127.9511,128.8176,4593819.0
2020-01-14,128.2429,129.6221,127.96,129.5425,7038779.0
2020-01-15,129.4364,130.3162,129.295,129.9758,4960460.0
2020-01-16,130.3383,131.5937,129.2596,131.0279,6476379.0
2020-01-17,131.2135,132.0977,130.7892,131.8855,9083838.0
2020-01-18,131.2135,132.0977,130.7892,131.8855,9083838.0
2020-01-19,131.2135,132.0977,130.7892,131.8855,9083838.0
2020-01-20,131.2135,132.0977,130.7892,131.8855,9083838.0
2020-01-21,131.3638,132.7696,131.2931,131.9739,9543905.0
2020-01-22,129.7017,131.8943,129.0828,131.0721,10305334.0
2020-01-23,130.8864,131.5318,129.7503,131.3196,8671988.0
2020-01-24,131.3638,131.6866,130.7892,131.134,9051933.0
2020-01-25,131.3638,131.6866,130.7892,131.134,9051933.0
2020-01-26,131.3638,131.6866,130.7892,131.134,9051933.0
2020-01-27,130.4267,132.1419,129.9669,131.5141,7587103.0
2020-01-28,131.2578,133.1233,130.9837,132.1772,7336636.0
2020-01-29,132.133,133.6714,131.8501,133.0967,6288760.0
2020-01-30,132.6458,133.0702,131.7794,132.9376,6470584.0
2020-01-31,132.3983,132.6193,131.4169,131.6202,8651930.0
2020-02-01,132.3983,132.6193,131.4169,131.6202,8651930.0
2020-02-02,132.3983,132.6193,131.4169,131.6202,8651930.0
2020-02-03,132.1065,133.0525,131.9474,132.7696,5765413.0
2020-02-04,133.9367,135.0507,133.6803,134.0339,6541584.0
2020-02-05,134.14,136.1735,133.7775,136.147,5980013.0
2020-02-06,136.3769,136.5979,135.0418,135.7403,6201257.0
2020-02-07,135.5723,135.674,133.9897,134.2903,5700295.0
2020-02-08,135.5723,135.674,133.9897,134.2903,5700295.0
2020-02-09,135.5723,135.674,133.9897,134.2903,5700295.0
2020-02-10,134.1046,134.308,133.4072,134.2638,4836002.0
2020-02-11,134.644,134.7235,133.9809,134.3787,3715389.0
2020-02-12,134.2726,134.5202,133.4327,133.583,5167069.0
2020-02-13,132.7608,133.5432,132.5132,132.6989,5480225.0
2020-02-14,133.1144,133.1852,131.8678,132.7342,5716549.0
2020-02-15,133.1144,133.1852,131.8678,132.7342,5716549.0
2020-02-16,133.1144,133.1852,131.8678,132.7342,5716549.0
2020-02-17,133.1144,133.1852,131.8678,132.7342,5716549.0
2020-02-18,133.0349,133.2736,131.7882,131.859,7231010.0
2020-02-19,131.9208,132.4071,131.3638,131.6821,6115220.0
2020-02-20,131.3904,132.0712,130.3244,131.1782,7465047.0
2020-02-21,130.9306,132.8315,130.4444,132.5574,7776835.0
2020-02-22,130.9306,132.8315,130.4444,132.5574,7776835.0
2020-02-23,130.9306,132.8315,130.4444,132.5574,7776835.0
2020-02-24,130.3508,132.5752,129.2386,129.8258,10589203.0
2020-02-25,129.897,130.5732,127.9751,128.7047,10529373.0
2020-02-26,129.3275,130.1016,127.7615,127.8416,10094401.0
2020-02-27,126.8451,128.8115,123.633,123.7843,12566706.0
2020-02-28,120.4388,122.156,116.3992,119.6558,19825528.0
