,WEC US Equity,WEC US Equity,WEC US Equity,WEC US Equity,WEC US Equity
2022-05-09,93.5592,95.8008,93.1389,95.2124,1812113.0
2022-05-10,95.1377,96.3239,93.0551,94.0169,1402743.0
2022-05-11,94.1663,96.45,94.1663,95.035,1731516.0
2022-05-12,95.1643,96.0204,93.7062,94.8445,1359120.0
2022-05-13,96.1521,96.7353,94.1143,96.0392,1582001.0
2022-05-14,96.1521,96.7353,94.1143,96.0392,1582001.0
2022-05-15,96.1521,96.7353,94.1143,96.0392,1582001.0
2022-05-16,96.2744,97.074,95.5406,96.6789,1306569.0
2022-05-17,97.0364,97.4691,94.9762,97.3186,1302026.0
2022-05-18,97.7607,97.8924,95.6676,95.9075,2095973.0
2022-05-19,95.7099,97.4127,94.6375,96.773,1909205.0
2022-05-20,96.9893,97.5632,95.8981,97.4127,1756726.0
2022-05-21,96.9893,97.5632,95.8981,97.4127,1756726.0
2022-05-22,96.9893,97.5632,95.8981,97.4127,1756726.0
2022-05-23,98.7767,99.3318,97.445,98.7955,1232714.0
2022-05-24,99.2189,101.9658,98.6638,101.8623,1347377.0
2022-05-25,101.5613,101.6836,99.0872,99.5387,2489853.0
2022-05-26,99.9903,100.3572,99.0213,99.153,1822834.0
2022-05-27,98.852,100.5641,98.5886,100.216,1202404.0
2022-05-28,98.852,100.5641,98.5886,100.216,1202404.0
2022-05-29,98.852,100.5641,98.5886,100.216,1202404.0
2022-05-30,98.852,100.5641,98.5886,100.216,1202404.0
2022-05-31,99.1906,99.6798,98.1558,98.8426,1899050.0
2022-06-01,99.2001,99.36,98.0335,98.4663,1553765.0
2022-06-02,98.9555,99.0213,96.6695,98.645,1084353.0
2022-06-03,98.4663,98.7767,97.8087,98.0053,834655.0
2022-06-04,98.4663,98.7767,97.8087,98.0053,834655.0
2022-06-05,98.4663,98.7767,97.8087,98.0053,834655.0
2022-06-06,98.3722,98.7579,97.9959,98.1276,777995.0
2022-06-07,98.043,99.4258,97.2433,99.3412,1234324.0
2022-06-08,98.9555,98.9555,96.773,96.8482,1097717.0
2022-06-09,96.5942,96.9658,93.5651,93.6215,1206396.0
2022-06-10,92.7843,94.2424,92.2104,93.424,1712798.0
2022-06-11,92.7843,94.2424,92.2104,93.424,1712798.0
2022-06-12,92.7843,94.2424,92.2104,93.424,1712798.0
2022-06-13,92.6149,92.7372,89.4917,89.915,1611833.0
2022-06-14,89.8022,90.2631,85.757,86.5943,1611294.0
2022-06-15,87.1775,87.7843,85.3525,86.4343,1720735.0
2022-06-16,85.3807,86.1333,84.1014,85.804,2024033.0
2022-06-17,86.218,86.2556,83.9226,85.0138,2633741.0
2022-06-18,86.218,86.2556,83.9226,85.0138,2633741.0
2022-06-19,86.218,86.2556,83.9226,85.0138,2633741.0
2022-06-20,86.218,86.2556,83.9226,85.0138,2633741.0
2022-06-21,85.0891,86.9894,84.8351,86.4532,1752303.0
2022-06-22,86.1803,88.7015,86.1474,87.836,2061408.0
2022-06-23,88.2405,89.8388,88.1465,89.6893,1248651.0
2022-06-24,89.7551,91.7683,89.7551,91.4014,1808344.0
2022-06-25,89.7551,91.7683,89.7551,91.4014,1808344.0
2022-06-26,89.7551,91.7683,89.7551,91.4014,1808344.0
2022-06-27,91.7589,93.424,91.138,93.3957,1833501.0
2022-06-28,93.4522,94.2142,93.1888,93.2452,1462477.0
2022-06-29,93.4428,93.772,92.8877,93.424,948128.0
2022-06-30,93.1794,95.7476,92.9818,94.6751,2106161.0
2022-07-01,95.0702,96.7353,94.5434,96.5002,1610479.0
2022-07-02,95.0702,96.7353,94.5434,96.5002,1610479.0
2022-07-03,95.0702,96.7353,94.5434,96.5002,1610479.0
2022-07-04,95.0702,96.7353,94.5434,96.5002,1610479.0
2022-07-05,96.5754,96.6695,91.7024,93.0006,1394734.0
2022-07-06,93.4992,95.804,93.3043,95.2584,1515038.0
2022-07-07,95.2396,95.4654,93.4334,93.8943,1462857.0
2022-07-08,93.9696,94.0919,93.2829,93.6121,919274.0
2022-07-09,93.9696,94.0919,93.2829,93.6121,919274.0
2022-07-10,93.9696,94.0919,93.2829,93.6121,919274.0
2022-07-11,93.2734,94.9762,93.1982,94.6093,893023.0
2022-07-12,94.1013,95.7099,93.8473,94.5058,1035960.0
2022-07-13,93.9884,95.0891,93.6074,94.1954,915266.0
2022-07-14,92.5491,94.3826,92.3609,94.1766,868212.0
2022-07-15,94.7222,94.9103,93.3675,94.7786,1174612.0
2022-07-16,94.7222,94.9103,93.3675,94.7786,1174612.0
2022-07-17,94.7222,94.9103,93.3675,94.7786,1174612.0
2022-07-18,94.3083,94.4588,92.8125,92.9536,948730.0
2022-07-19,93.471,93.9131,92.8689,93.1982,1382853.0
2022-07-20,92.6808,92.8689,90.2725,90.4324,2136285.0
2022-07-21,90.3101,90.6676,90.0373,90.5265,1302721.0
2022-07-22,91.0157,92.0975,90.9498,92.0599,917397.0
2022-07-23,91.0157,92.0975,90.9498,92.0599,917397.0
2022-07-24,91.0157,92.0975,90.9498,92.0599,917397.0
2022-07-25,91.7777,93.1323,91.6554,93.0947,879993.0
2022-07-26,92.7184,94.7692,92.7184,94.6845,1059659.0
2022-07-27,94.2518,94.7692,93.8379,94.5152,1051728.0
2022-07-28,95.4089,97.1775,95.1079,96.8953,1240821.0
2022-07-29,96.6977,98.1511,96.6977,97.6573,1269253.0
2022-07-30,96.6977,98.1511,96.6977,97.6573,1269253.0
2022-07-31,96.6977,98.1511,96.6977,97.6573,1269253.0
2022-08-01,97.3186,98.17,96.7824,97.7325,1311992.0
2022-08-02,98.1088,99.1201,97.3468,97.5067,1317136.0
2022-08-03,97.2245,98.2922,95.3431,97.9113,1240712.0
2022-08-04,98.0335,98.8144,97.281,97.6949,1336435.0
2022-08-05,97.5726,97.7607,95.7382,97.0082,1061931.0
2022-08-06,97.5726,97.7607,95.7382,97.0082,1061931.0
2022-08-07,97.5726,97.7607,95.7382,97.0082,1061931.0
2022-08-08,97.5726,98.137,97.1587,97.8078,1325358.0
2022-08-09,98.3346,99.2377,97.9677,98.9837,624930.0
2022-08-10,99.1624,99.36,98.0947,98.9366,982555.0
2022-08-11,98.9911,99.7963,98.1774,98.83,994045.0
2022-08-12,99.351,100.0994,99.029,100.071,1257401.0
2022-08-13,99.351,100.0994,99.029,100.071,1257401.0
2022-08-14,99.351,100.0994,99.029,100.071,1257401.0
2022-08-15,100.2131,100.8572,99.4079,100.6772,865176.0
2022-08-16,100.573,101.7003,100.573,101.3688,872068.0
2022-08-17,101.0656,102.2308,101.0656,101.3309,1000846.0
2022-08-18,101.4635,101.814,100.5636,101.7382,789496.0
2022-08-19,102.0224,102.496,101.473,102.0129,922792.0
2022-08-20,102.0224,102.496,101.473,102.0129,922792.0
2022-08-21,102.0224,102.496,101.473,102.0129,922792.0
2022-08-22,101.634,102.2497,100.8951,101.1509,1060689.0
2022-08-23,101.1793,101.1793,99.6731,100.3646,810355.0
2022-08-24,100.412,100.7435,99.6494,100.2889,688120.0
2022-08-25,100.4783,100.7009,99.6447,100.6204,930939.0
2022-08-26,100.3931,101.0467,99.2184,99.2658,961667.0
2022-08-27,100.3931,101.0467,99.2184,99.2658,961667.0
2022-08-28,100.3931,101.0467,99.2184,99.2658,961667.0
2022-08-29,99.029,100.2983,98.2759,99.6352,703733.0
2022-08-30,99.4837,99.9289,97.7596,98.0154,964315.0
2022-08-31,97.788,98.83,97.6649,97.7028,1694276.0
2022-09-01,97.9585,99.531,97.5133,99.1332,1629591.0
2022-09-02,99.3132,99.9952,97.1723,97.5796,847646.0
2022-09-03,99.3132,99.9952,97.1723,97.5796,847646.0
2022-09-04,99.3132,99.9952,97.1723,97.5796,847646.0
2022-09-05,99.3132,99.9952,97.1723,97.5796,847646.0
2022-09-06,97.9301,98.9721,97.267,97.627,1507312.0
2022-09-07,98.2711,100.8478,98.1954,100.6204,1397143.0
2022-09-08,100.4404,101.1888,100.0568,100.4215,1365147.0
2022-09-09,100.8193,101.1604,99.8342,100.8288,949916.0
2022-09-10,100.8193,101.1604,99.8342,100.8288,949916.0
2022-09-11,100.8193,101.1604,99.8342,100.8288,949916.0
2022-09-12,101.0088,101.9277,100.6867,101.5866,1020117.0
2022-09-13,100.8762,101.1225,97.9396,98.328,1523271.0
2022-09-14,98.2333,99.8721,98.1575,98.9342,971967.0
2022-09-15,98.1764,98.1764,95.4009,95.7324,1870533.0
2022-09-16,95.9882,96.6039,95.543,95.9503,2696309.0
2022-09-17,95.9882,96.6039,95.543,95.9503,2696309.0
2022-09-18,95.9882,96.6039,95.543,95.9503,2696309.0
2022-09-19,95.7987,96.8976,95.2304,96.8881,821467.0
2022-09-20,96.4145,96.4145,94.9557,95.6377,1180233.0
2022-09-21,96.3197,97.087,94.6241,94.662,1177535.0
2022-09-22,94.5388,95.363,93.8947,94.8704,880346.0
2022-09-23,94.1978,94.5673,93.0327,94.321,1068481.0
2022-09-24,94.1978,94.5673,93.0327,94.321,1068481.0
2022-09-25,94.1978,94.5673,93.0327,94.321,1068481.0
2022-09-26,93.9515,94.0473,91.3276,92.0854,1192005.0
2022-09-27,92.4643,92.5496,89.4709,89.774,1301142.0
2022-09-28,90.9865,91.2802,89.433,90.5982,1805842.0
2022-09-29,90.2666,90.2666,86.828,86.9701,1225477.0
2022-09-30,87.7089,87.9173,84.4692,84.7155,2216048.0
2022-10-01,87.7089,87.9173,84.4692,84.7155,2216048.0
2022-10-02,87.7089,87.9173,84.4692,84.7155,2216048.0
2022-10-03,86.4775,88.5236,85.5207,87.7184,2084637.0
2022-10-04,87.7184,88.7036,87.2069,88.1921,1612786.0
2022-10-05,87.2732,87.2732,84.8576,85.786,1441700.0
2022-10-06,85.2555,85.5112,81.7505,81.9589,2021015.0
2022-10-07,82.0158,82.3503,80.287,80.9738,2334928.0
2022-10-08,82.0158,82.3503,80.287,80.9738,2334928.0
2022-10-09,82.0158,82.3503,80.287,80.9738,2334928.0
2022-10-10,81.1727,82.3094,80.699,80.8032,1797532.0
2022-10-11,80.5191,81.6937,80.3628,80.6896,1401299.0
2022-10-12,80.7085,80.7085,77.8382,77.8951,1960445.0
2022-10-13,77.0141,80.5427,76.5594,80.2538,2145973.0
2022-10-14,80.9927,81.4285,78.5298,79.856,1954231.0
2022-10-15,80.9927,81.4285,78.5298,79.856,1954231.0
2022-10-16,80.9927,81.4285,78.5298,79.856,1954231.0
2022-10-17,80.6327,82.2431,80.6043,81.1348,1669921.0
2022-10-18,82.3473,83.4841,82.1673,83.162,1383083.0
2022-10-19,82.1389,82.6504,81.3053,82.1958,1060615.0
2022-10-20,81.9589,82.4231,80.6233,80.9359,1690639.0
2022-10-21,81.419,82.7262,80.7559,82.0821,1215817.0
2022-10-22,81.419,82.7262,80.7559,82.0821,1215817.0
2022-10-23,81.419,82.7262,80.7559,82.0821,1215817.0
2022-10-24,82.7641,83.4746,81.7695,82.1863,1140391.0
2022-10-25,82.1958,83.5139,82.0821,83.143,1580879.0
2022-10-26,83.7682,84.2798,82.9252,83.4367,1213152.0
2022-10-27,83.9103,85.0281,83.6925,84.043,1229678.0
2022-10-28,84.3082,87.0648,84.3082,86.7711,1721709.0
2022-10-29,84.3082,87.0648,84.3082,86.7711,1721709.0
2022-10-30,84.3082,87.0648,84.3082,86.7711,1721709.0
2022-10-31,86.809,87.3348,85.767,86.5154,2287434.0
2022-11-01,85.9944,87.3963,85.5302,87.1027,2341312.0
2022-11-02,86.6006,87.5668,85.3786,85.4923,2347150.0
2022-11-03,84.8387,86.3638,83.9198,85.6249,1452138.0
2022-11-04,85.6818,86.8469,85.3502,86.5722,1958615.0
2022-11-05,85.6818,86.8469,85.3502,86.5722,1958615.0
2022-11-06,85.6818,86.8469,85.3502,86.5722,1958615.0
2022-11-07,86.3449,86.4964,83.8156,85.3691,1452549.0
2022-11-08,85.6249,87.0079,85.4355,86.629,1550039.0
2022-11-09,86.5911,86.6953,85.3597,85.587,1652193.0
2022-11-10,87.5614,90.1208,86.6065,89.9107,1197648.0
2022-11-11,89.8534,89.8534,88.2395,88.9557,2113865.0
2022-11-12,89.8534,89.8534,88.2395,88.9557,2113865.0
2022-11-13,89.8534,89.8534,88.2395,88.9557,2113865.0
2022-11-14,89.3568,89.7292,88.3254,88.3636,1707849.0
2022-11-15,88.9939,89.7674,88.0389,89.0607,1237790.0
2022-11-16,89.2517,90.837,89.2517,90.159,1580420.0
2022-11-17,89.309,89.4379,88.4209,88.8315,1494493.0
2022-11-18,89.8534,91.5723,89.3854,91.3909,1679152.0
2022-11-19,89.8534,91.5723,89.3854,91.3909,1679152.0
2022-11-20,89.8534,91.5723,89.3854,91.3909,1679152.0
2022-11-21,91.5819,93.2053,91.4386,92.3745,1358119.0
2022-11-22,92.6228,93.7783,92.3649,92.7565,1025059.0
2022-11-23,92.6132,93.7306,92.5934,93.6542,802021.0
2022-11-24,92.6132,93.7306,92.5934,93.6542,802021.0
2022-11-25,93.9693,94.4086,93.6542,94.2176,466576.0
2022-11-26,93.9693,94.4086,93.6542,94.2176,466576.0
2022-11-27,93.9693,94.4086,93.6542,94.2176,466576.0
2022-11-28,93.7687,94.2558,92.766,93.148,979077.0
2022-11-29,92.5941,92.8233,91.8588,92.6132,1001791.0
2022-11-30,92.6037,94.8288,92.1166,94.676,2218611.0
2022-12-01,95.4877,96.5573,92.6992,92.9093,4037436.0
2022-12-02,92.088,92.6037,91.2763,91.7347,1987718.0
2022-12-03,92.088,92.6037,91.2763,91.7347,1987718.0
2022-12-04,92.088,92.6037,91.2763,91.7347,1987718.0
2022-12-05,90.9516,91.6487,89.5573,90.0062,1862424.0
2022-12-06,90.0348,91.1521,89.9298,91.1235,1476889.0
2022-12-07,90.9802,91.515,89.7197,90.3308,1141079.0
2022-12-08,90.0826,91.9018,89.9298,91.3527,955705.0
2022-12-09,90.9134,91.8684,90.9134,91.4195,1492273.0
2022-12-10,90.9134,91.8684,90.9134,91.4195,1492273.0
2022-12-11,90.9134,91.8684,90.9134,91.4195,1492273.0
2022-12-12,92.0402,93.6064,91.496,93.4632,1060954.0
2022-12-13,94.6473,95.5068,93.148,94.5232,1483650.0
2022-12-14,94.6664,95.5736,92.5846,93.3199,1973221.0
2022-12-15,93.0334,93.2626,91.8588,92.193,1564822.0
2022-12-16,91.7251,92.0212,89.6098,90.8465,3687741.0
2022-12-17,91.7251,92.0212,89.6098,90.8465,3687741.0
2022-12-18,91.7251,92.0212,89.6098,90.8465,3687741.0
2022-12-19,90.7319,90.9802,89.7292,89.9966,1009891.0
2022-12-20,89.9489,90.4158,89.4881,90.0826,989012.0
2022-12-21,89.9966,91.028,89.8534,90.6269,1250571.0
2022-12-22,90.3404,90.7797,88.927,90.3404,1243754.0
2022-12-23,89.8725,91.219,89.8725,91.1808,1120598.0
2022-12-24,89.8725,91.219,89.8725,91.1808,1120598.0
2022-12-25,89.8725,91.219,89.8725,91.1808,1120598.0
2022-12-26,89.8725,91.219,89.8725,91.1808,1120598.0
2022-12-27,91.2094,91.8875,90.5505,91.6869,905557.0
2022-12-28,91.8111,92.1453,90.7224,90.7892,936344.0
2022-12-29,91.3622,91.7872,90.9898,91.1139,944862.0
2022-12-30,91.1617,91.4883,88.8602,89.5382,1228179.0
2022-12-31,91.1617,91.4883,88.8602,89.5382,1228179.0
2023-01-01,91.1617,91.4883,88.8602,89.5382,1228179.0
2023-01-02,91.1617,91.4883,88.8602,89.5382,1228179.0
2023-01-03,89.395,90.2974,88.6453,89.9202,1434989.0
2023-01-04,90.2449,91.2619,89.7865,90.5123,1077663.0
2023-01-05,89.7865,90.1399,87.9434,88.249,1247941.0
2023-01-06,89.2517,90.8179,88.4114,90.5027,933603.0
2023-01-07,89.2517,90.8179,88.4114,90.5027,933603.0
2023-01-08,89.2517,90.8179,88.4114,90.5027,933603.0
2023-01-09,90.3213,92.7123,90.1972,92.2121,2114050.0
2023-01-10,92.193,92.4413,91.028,92.3649,1220462.0
2023-01-11,92.3267,93.826,91.9257,93.7783,1218515.0
2023-01-12,94.1603,94.1603,92.2694,92.4986,1133879.0
2023-01-13,92.0402,92.0402,91.219,91.4386,1037543.0
2023-01-14,92.0402,92.0402,91.219,91.4386,1037543.0
2023-01-15,92.0402,92.0402,91.219,91.4386,1037543.0
2023-01-16,92.0402,92.0402,91.219,91.4386,1037543.0
2023-01-17,91.601,92.0784,90.4359,90.7606,1368844.0
2023-01-18,90.9802,91.1879,88.0962,88.3636,1202203.0
2023-01-19,88.4209,88.4496,87.3609,87.6665,1114832.0
2023-01-20,87.4564,88.9748,86.534,88.8888,1071872.0
2023-01-21,87.4564,88.9748,86.534,88.8888,1071872.0
2023-01-22,87.4564,88.9748,86.534,88.8888,1071872.0
2023-01-23,88.7074,89.9107,88.1344,88.6501,1074397.0
2023-01-24,88.6119,88.9748,87.2272,88.6978,1135197.0
2023-01-25,88.0389,88.7742,87.2749,88.5641,1245886.0
2023-01-26,88.3827,88.8506,87.9339,88.6787,1152319.0
2023-01-27,88.3732,89.2135,87.8575,88.5928,907685.0
2023-01-28,88.3732,89.2135,87.8575,88.5928,907685.0
2023-01-29,88.3732,89.2135,87.8575,88.5928,907685.0
2023-01-30,88.4114,89.6719,88.1344,88.4496,1146387.0
2023-01-31,88.8124,89.8247,87.8097,89.7579,1348469.0
2023-02-01,89.0894,90.9134,89.0894,90.6269,1581018.0
2023-02-02,91.0184,92.2503,89.6624,90.646,1969832.0
2023-02-03,89.9775,90.2688,87.8479,89.3472,1686611.0
2023-02-04,89.9775,90.2688,87.8479,89.3472,1686611.0
2023-02-05,89.9775,90.2688,87.8479,89.3472,1686611.0
2023-02-06,88.8793,89.8343,88.6119,89.6051,1132954.0
2023-02-07,89.0798,89.2231,87.9434,88.9652,1174639.0
2023-02-08,88.5641,88.5641,86.9455,87.5328,1272760.0
2023-02-09,88.0103,88.335,86.7593,86.8261,1121549.0
2023-02-10,86.9884,89.0894,86.9455,89.0703,1354497.0
2023-02-11,86.9884,89.0894,86.9455,89.0703,1354497.0
2023-02-12,86.9884,89.0894,86.9455,89.0703,1354497.0
2023-02-13,89.2629,89.6818,88.6995,89.6192,981401.0
2023-02-14,89.4748,89.8792,88.271,88.3095,822279.0
2023-02-15,87.6354,88.8488,87.6354,88.7044,894386.0
2023-02-16,87.6354,88.5117,86.646,88.2228,1005917.0
2023-02-17,88.4829,89.7637,88.0447,89.4363,1120683.0
2023-02-18,88.4829,89.7637,88.0447,89.4363,1120683.0
2023-02-19,88.4829,89.7637,88.0447,89.4363,1120683.0
2023-02-20,88.4829,89.7637,88.0447,89.4363,1120683.0
2023-02-21,89.1859,89.1859,87.9436,88.1073,983206.0
2023-02-22,88.3769,88.8681,87.4813,87.7702,907424.0
2023-02-23,87.6161,88.4636,86.8794,87.7317,1217063.0
2023-02-24,87.0961,88.3143,86.4123,87.6547,1516797.0
2023-02-25,87.0961,88.3143,86.4123,87.6547,1516797.0
2023-02-26,87.0961,88.3143,86.4123,87.6547,1516797.0
2023-02-27,88.0206,88.8007,86.4798,86.7109,1013922.0
2023-02-28,86.2197,87.1731,85.3338,85.3819,1437817.0
2023-03-01,85.2471,85.2471,83.1766,83.3692,1676930.0
2023-03-02,82.9647,84.7656,82.9647,84.7656,1276858.0
2023-03-03,85.4012,86.3209,84.0626,86.2775,1708781.0
2023-03-04,85.4012,86.3209,84.0626,86.2775,1708781.0
2023-03-05,85.4012,86.3209,84.0626,86.2775,1708781.0
2023-03-06,86.1812,86.7927,85.9597,86.5183,1259388.0
2023-03-07,86.759,86.942,84.9582,85.5841,2091145.0
2023-03-08,85.613,86.3064,85.1219,85.9501,1017232.0
2023-03-09,86.2583,87.308,85.1604,85.5745,1009241.0
2023-03-10,85.9694,86.0753,83.8507,84.3322,1334135.0
2023-03-11,85.9694,86.0753,83.8507,84.3322,1334135.0
2023-03-12,85.9694,86.0753,83.8507,84.3322,1334135.0
2023-03-13,83.9374,88.9355,83.9374,87.7895,2162152.0
2023-03-14,88.3191,89.6866,87.9147,89.0125,1824426.0
2023-03-15,88.9162,91.8631,88.4058,91.189,2194314.0
2023-03-16,90.9964,92.7972,90.5919,91.3527,1650855.0
2023-03-17,91.0445,91.3142,89.8504,90.7652,3437285.0
2023-03-18,91.0445,91.3142,89.8504,90.7652,3437285.0
2023-03-19,91.0445,91.3142,89.8504,90.7652,3437285.0
2023-03-20,91.0252,91.5356,90.3078,91.0541,1467428.0
2023-03-21,90.8134,91.2852,86.7446,88.5117,2272342.0
2023-03-22,88.1939,88.8777,87.1442,87.2791,1817574.0
2023-03-23,87.0383,87.5969,86.1475,86.605,2003131.0
2023-03-24,87.202,89.7829,86.9613,89.7733,1151437.0
2023-03-25,87.202,89.7829,86.9613,89.7733,1151437.0
2023-03-26,87.202,89.7829,86.9613,89.7733,1151437.0
2023-03-27,89.8215,90.3126,88.6177,89.3688,1827190.0
2023-03-28,89.1859,90.6497,88.7814,89.7733,922913.0
2023-03-29,89.937,90.9289,89.937,90.8519,1059883.0
2023-03-30,91.1023,91.4586,90.4185,90.9578,1082093.0
2023-03-31,91.1312,91.535,90.6689,91.2853,1300380.0
2023-04-01,91.1312,91.535,90.6689,91.2853,1300380.0
2023-04-02,91.1312,91.535,90.6689,91.2853,1300380.0
2023-04-03,90.6978,91.4008,89.7829,90.7845,1538324.0
2023-04-04,90.7845,91.4586,90.5148,91.2853,990574.0
2023-04-05,91.8342,95.0218,91.8342,94.704,2234020.0
2023-04-06,95.2915,95.59,93.9432,94.9929,1250562.0
2023-04-07,95.2915,95.59,93.9432,94.9929,1250562.0
2023-04-08,95.2915,95.59,93.9432,94.9929,1250562.0
2023-04-09,95.2915,95.59,93.9432,94.9929,1250562.0
2023-04-10,94.3573,94.9014,93.1535,94.7136,778361.0
2023-04-11,94.6559,95.3203,94.3477,94.8581,785047.0
2023-04-12,94.887,95.4841,94.2129,94.521,1069746.0
2023-04-13,94.0588,94.7618,92.7587,94.3284,687623.0
2023-04-14,93.4135,93.8854,92.7876,93.2595,1192683.0
2023-04-15,93.4135,93.8854,92.7876,93.2595,1192683.0
2023-04-16,93.4135,93.8854,92.7876,93.2595,1192683.0
2023-04-17,93.4521,93.9143,91.8053,92.932,1706836.0
2023-04-18,92.6046,93.1343,91.6994,92.2001,1223952.0
2023-04-19,92.4794,93.2209,91.9402,93.1632,1029639.0
2023-04-20,93.3943,93.5965,92.5998,93.2691,652596.0
2023-04-21,94.0106,94.1936,93.115,93.4713,631793.0
2023-04-22,94.0106,94.1936,93.115,93.4713,631793.0
2023-04-23,94.0106,94.1936,93.115,93.4713,631793.0
2023-04-24,93.5099,94.3477,92.9224,94.1358,838226.0
2023-04-25,94.2225,95.147,94.1358,94.5788,994781.0
2023-04-26,93.7602,94.1647,91.8053,92.2483,1205413.0
2023-04-27,92.5565,93.3269,92.0942,92.9609,990415.0
2023-04-28,92.8454,93.375,91.9305,92.6142,1099538.0
2023-04-29,92.8454,93.375,91.9305,92.6142,1099538.0
2023-04-30,92.8454,93.375,91.9305,92.6142,1099538.0
2023-05-01,92.5468,93.7435,91.9786,92.3927,1574284.0
2023-05-02,92.4987,93.0187,91.5934,91.7283,1528547.0
2023-05-03,92.0461,92.3831,90.1007,90.7941,1720929.0
2023-05-04,91.0349,92.1231,90.3319,91.8246,1072978.0
2023-05-05,91.3816,92.6142,91.3816,92.4602,899845.0
2023-05-06,91.3816,92.6142,91.3816,92.4602,899845.0
2023-05-07,91.3816,92.6142,91.3816,92.4602,899845.0
2023-05-08,92.0749,92.4024,91.2371,91.5164,1350031.0
2023-05-09,91.3816,91.4779,90.7074,90.9289,1200232.0
2023-05-10,91.4875,92.1616,90.5823,91.9209,1200828.0
2023-05-11,92.1151,92.2025,90.6683,91.1053,1213954.0
2023-05-12,91.6005,92.183,90.746,91.1635,1115617.0
2023-05-13,91.6005,92.183,90.746,91.1635,1115617.0
2023-05-14,91.6005,92.183,90.746,91.1635,1115617.0
2023-05-15,91.2218,91.4548,88.7167,89.6294,1234463.0
2023-05-16,89.8139,89.8139,87.4447,87.4836,1159449.0
2023-05-17,87.5613,87.6389,86.4155,86.6777,1569503.0
2023-05-18,86.668,87.4642,86.2654,86.7457,2530006.0
2023-05-19,87.202,87.9545,87.0272,87.3088,1650209.0
2023-05-20,87.202,87.9545,87.0272,87.3088,1650209.0
2023-05-21,87.202,87.9545,87.0272,87.3088,1650209.0
2023-05-22,87.2797,88.0662,87.0515,87.27,1271956.0
2023-05-23,86.9593,87.8234,86.1825,86.2796,1265930.0
2023-05-24,86.3281,86.901,85.4057,85.5222,1459725.0
2023-05-25,85.1921,85.4591,84.0852,84.192,1384112.0
2023-05-26,84.1629,84.3765,83.3279,84.3765,1645672.0
2023-05-27,84.1629,84.3765,83.3279,84.3765,1645672.0
2023-05-28,84.1629,84.3765,83.3279,84.3765,1645672.0
2023-05-29,84.1629,84.3765,83.3279,84.3765,1645672.0
2023-05-30,84.493,84.8328,83.8813,83.9687,1500221.0
2023-05-31,84.1338,85.5222,83.6289,84.8134,2992314.0
2023-06-01,85.0076,85.2729,82.9332,83.6871,2598589.0
2023-06-02,82.988,85.3378,82.8424,84.5513,2320909.0
2023-06-03,82.988,85.3378,82.8424,84.5513,2320909.0
2023-06-04,82.988,85.3378,82.8424,84.5513,2320909.0
2023-06-05,84.5222,86.3573,84.4931,85.2018,1113236.0
2023-06-06,85.8135,86.3379,84.6095,84.9882,1277244.0
2023-06-07,84.862,86.9738,84.0997,86.8816,1633778.0
2023-06-08,86.7554,87.906,86.2699,87.7457,1375251.0
2023-06-09,87.8914,87.9885,87.202,87.3185,1690295.0
2023-06-10,87.8914,87.9885,87.202,87.3185,1690295.0
2023-06-11,87.8914,87.9885,87.202,87.3185,1690295.0
2023-06-12,87.6389,87.7263,86.7262,87.202,1273945.0
2023-06-13,86.5223,88.1924,86.3281,87.6584,1851403.0
2023-06-14,87.8817,89.2799,87.7846,87.9011,1456490.0
2023-06-15,88.2409,89.1245,87.9788,88.9206,1229719.0
2023-06-16,89.1925,89.8694,88.6584,88.775,1966929.0
2023-06-17,89.1925,89.8694,88.6584,88.775,1966929.0
2023-06-18,89.1925,89.8694,88.6584,88.775,1966929.0
2023-06-19,89.1925,89.8694,88.6584,88.775,1966929.0
2023-06-20,88.338,88.6293,87.3282,87.4059,1501103.0
2023-06-21,86.9593,88.105,85.9883,88.0565,1291747.0
2023-06-22,88.3574,88.3672,86.3621,86.6874,1238640.0
2023-06-23,87.1243,87.4156,85.1144,85.3475,1754773.0
2023-06-24,87.1243,87.4156,85.1144,85.3475,1754773.0
2023-06-25,87.1243,87.4156,85.1144,85.3475,1754773.0
2023-06-26,85.697,86.5126,85.0853,86.3379,1354024.0
2023-06-27,86.3864,87.0467,86.1242,86.1242,1274441.0
2023-06-28,85.8621,85.8621,84.5319,84.9008,1498557.0
2023-06-29,84.3474,85.3378,83.9978,84.7163,1045571.0
2023-06-30,84.8523,85.9203,84.6775,85.6776,1281595.0
2023-07-01,84.8523,85.9203,84.6775,85.6776,1281595.0
2023-07-02,84.8523,85.9203,84.6775,85.6776,1281595.0
2023-07-03,85.3766,86.7651,85.2698,86.7262,682852.0
2023-07-04,85.3766,86.7651,85.2698,86.7262,682852.0
2023-07-05,86.6097,88.2458,86.0611,87.7263,1626617.0
2023-07-06,87.27,87.571,86.3184,87.3671,1127401.0
2023-07-07,86.6583,87.134,86.2019,86.3961,955207.0
2023-07-08,86.6583,87.134,86.2019,86.3961,955207.0
2023-07-09,86.6583,87.134,86.2019,86.3961,955207.0
2023-07-10,86.0174,86.5709,85.1533,85.9398,1235636.0
2023-07-11,85.9786,86.9107,85.7844,86.8913,997335.0
2023-07-12,87.2117,88.3022,87.0078,88.173,1328690.0
2023-07-13,88.0662,88.8721,87.9594,88.8623,1080340.0
