,WEC US Equity,WEC US Equity,WEC US Equity,WEC US Equity,WEC US Equity
2020-03-02,81.8657,86.1225,81.7247,86.0961,2817603.0
2020-03-03,86.1137,88.2553,85.6378,85.9991,2509020.0
2020-03-04,87.0214,92.1419,87.0214,91.8423,1817180.0
2020-03-05,90.2206,92.7632,89.9562,91.7541,1842625.0
2020-03-06,89.6037,92.9175,88.6166,92.2917,2667841.0
2020-03-07,89.6037,92.9175,88.6166,92.2917,2667841.0
2020-03-08,89.6037,92.9175,88.6166,92.2917,2667841.0
2020-03-09,86.2018,91.904,86.2018,90.2206,3482667.0
2020-03-10,90.7142,93.0981,86.5808,89.9386,3115220.0
2020-03-11,88.1143,89.3217,84.9063,85.8845,2669287.0
2020-03-12,80.6319,86.475,69.5625,80.7641,3026031.0
2020-03-13,83.9545,87.7353,81.2885,87.6207,3546936.0
2020-03-14,83.9545,87.7353,81.2885,87.6207,3546936.0
2020-03-15,83.9545,87.7353,81.2885,87.6207,3546936.0
2020-03-16,80.6319,89.3393,79.3188,81.6807,4106583.0
2020-03-17,83.9456,96.5309,83.4609,90.3,5748724.0
2020-03-18,86.7835,94.6537,81.1078,92.1243,4332900.0
2020-03-19,91.4457,92.5297,79.3275,79.6801,2983634.0
2020-03-20,79.8211,79.8211,63.5255,65.2969,4700869.0
2020-03-21,79.8211,79.8211,63.5255,65.2969,4700869.0
2020-03-22,79.8211,79.8211,63.5255,65.2969,4700869.0
2020-03-23,64.5742,67.368,59.9385,62.4767,3849871.0
2020-03-24,63.6929,71.1048,61.9479,70.6906,3017437.0
2020-03-25,70.1883,74.0308,68.126,71.1577,2331029.0
2020-03-26,71.4221,77.7764,70.8229,76.4721,2138478.0
2020-03-27,74.3216,81.7247,73.3346,78.4991,1826733.0
2020-03-28,74.3216,81.7247,73.3346,78.4991,1826733.0
2020-03-29,74.3216,81.7247,73.3346,78.4991,1826733.0
2020-03-30,79.8563,81.6101,78.5784,80.9844,2111508.0
2020-03-31,79.636,80.3851,76.5954,77.6707,3971775.0
2020-04-01,74.8769,76.5866,70.9991,73.6078,2221486.0
2020-04-02,71.7658,78.1025,71.0167,77.5649,1885665.0
2020-04-03,76.0755,77.3534,74.9209,75.1325,2088003.0
2020-04-04,76.0755,77.3534,74.9209,75.1325,2088003.0
2020-04-05,76.0755,77.3534,74.9209,75.1325,2088003.0
2020-04-06,77.2741,81.4074,76.8158,80.4468,2117997.0
2020-04-07,82.0684,82.5003,76.8158,77.3446,1795734.0
2020-04-08,77.8734,81.8569,77.133,81.2576,1630220.0
2020-04-09,81.8745,87.0567,81.619,86.5632,2229597.0
2020-04-10,81.8745,87.0567,81.619,86.5632,2229597.0
2020-04-11,81.8745,87.0567,81.619,86.5632,2229597.0
2020-04-12,81.8745,87.0567,81.619,86.5632,2229597.0
2020-04-13,85.3117,86.3428,82.7647,83.7429,1133326.0
2020-04-14,85.6113,87.6207,84.2629,87.5414,1703711.0
2020-04-15,86.3869,87.0214,84.6066,85.391,1979424.0
2020-04-16,86.0256,87.7794,85.0914,87.2153,1531373.0
2020-04-17,88.3611,89.0132,85.6929,88.4316,1431993.0
2020-04-18,88.3611,89.0132,85.6929,88.4316,1431993.0
2020-04-19,88.3611,89.0132,85.6929,88.4316,1431993.0
2020-04-20,87.7794,88.2817,84.4304,84.5009,1476949.0
2020-04-21,82.9674,85.0142,82.5091,83.8487,1782799.0
2020-04-22,85.153,86.334,84.7653,84.9592,1444763.0
2020-04-23,84.6595,85.9639,82.9057,83.1877,1462664.0
2020-04-24,83.364,83.4697,81.3193,82.6413,1870548.0
2020-04-25,83.364,83.4697,81.3193,82.6413,1870548.0
2020-04-26,83.364,83.4697,81.3193,82.6413,1870548.0
2020-04-27,82.8792,83.5931,80.6143,80.6583,1456380.0
2020-04-28,81.663,83.5755,81.3017,83.4874,1873654.0
2020-04-29,84.2849,84.5538,81.0814,82.2359,1387454.0
2020-04-30,82.0861,82.4474,79.1336,79.8034,1583574.0
2020-05-01,79.2923,79.4509,77.512,77.9615,1601924.0
2020-05-02,79.2923,79.4509,77.512,77.9615,1601924.0
2020-05-03,79.2923,79.4509,77.512,77.9615,1601924.0
2020-05-04,77.6883,79.4068,77.5561,78.4021,1635534.0
2020-05-05,77.8205,79.2923,77.6795,78.9486,1443977.0
2020-05-06,79.1865,79.1953,74.8064,74.8592,1589652.0
2020-05-07,75.8023,76.7805,74.7843,75.0267,1985813.0
2020-05-08,75.9873,76.2253,74.7535,75.5114,1282488.0
2020-05-09,75.9873,76.2253,74.7535,75.5114,1282488.0
2020-05-10,75.9873,76.2253,74.7535,75.5114,1282488.0
2020-05-11,74.9209,75.5907,73.7223,75.1941,1210143.0
2020-05-12,75.485,76.1636,74.3965,74.9209,1652819.0
2020-05-13,74.6035,75.5891,74.0796,75.2605,2833121.0
2020-05-14,74.7988,75.8377,72.3837,75.2161,2138973.0
2020-05-15,74.8876,75.6424,72.357,75.2961,5130791.0
2020-05-16,74.8876,75.6424,72.357,75.2961,5130791.0
2020-05-17,74.8876,75.6424,72.357,75.2961,5130791.0
2020-05-18,77.214,78.2706,76.3616,77.8,1762672.0
2020-05-19,77.4182,77.9954,76.7079,76.9742,1328340.0
2020-05-20,77.2761,77.9776,76.5436,77.5159,1428781.0
2020-05-21,77.2495,77.9954,76.8499,76.9654,1324432.0
2020-05-22,77.1518,77.3028,76.033,76.4859,902597.0
2020-05-23,77.1518,77.3028,76.033,76.4859,902597.0
2020-05-24,77.1518,77.3028,76.033,76.4859,902597.0
2020-05-25,77.1518,77.3028,76.033,76.4859,902597.0
2020-05-26,77.0275,78.4622,75.8821,76.0863,1380188.0
2020-05-27,77.0098,77.1873,75.0474,76.2728,1430904.0
2020-05-28,77.7023,79.3184,77.1607,78.9987,1705288.0
2020-05-29,78.6169,81.6536,78.3328,81.4494,2355928.0
2020-05-30,78.6169,81.6536,78.3328,81.4494,2355928.0
2020-05-31,78.6169,81.6536,78.3328,81.4494,2355928.0
2020-06-01,81.3695,83.243,80.6946,82.6925,1667104.0
2020-06-02,83.1631,83.4827,82.0887,83.4383,1560804.0
2020-06-03,83.4383,84.273,82.8878,83.4295,1505423.0
2020-06-04,82.95,83.6157,80.9344,82.1952,1283581.0
2020-06-05,82.6658,83.7935,82.3018,82.4439,1704739.0
2020-06-06,82.6658,83.7935,82.3018,82.4439,1704739.0
2020-06-07,82.6658,83.7935,82.3018,82.4439,1704739.0
2020-06-08,82.1508,85.081,81.3783,84.6015,1608822.0
2020-06-09,84.1132,84.3795,81.9067,82.9677,1571728.0
2020-06-10,83.1542,84.4239,82.7458,83.2075,1007833.0
2020-06-11,82.3728,82.4527,80.2418,81.0942,1723576.0
2020-06-12,82.6214,82.6836,79.274,80.1885,2206746.0
2020-06-13,82.6214,82.6836,79.274,80.1885,2206746.0
2020-06-14,82.6214,82.6836,79.274,80.1885,2206746.0
2020-06-15,78.981,81.3961,78.2795,80.3306,1653412.0
2020-06-16,82.0265,82.577,80.2418,80.6414,1705617.0
2020-06-17,80.9433,80.961,79.3184,80.2862,1430753.0
2020-06-18,79.8955,80.1885,78.6746,79.789,1431596.0
2020-06-19,80.7834,80.7834,78.0397,78.1996,3827845.0
2020-06-20,80.7834,80.7834,78.0397,78.1996,3827845.0
2020-06-21,80.7834,80.7834,78.0397,78.1996,3827845.0
2020-06-22,77.9865,78.4304,77.2584,78.0042,2243301.0
2020-06-23,78.7945,78.7945,76.6723,77.3294,1611927.0
2020-06-24,76.7079,77.6357,76.3261,77.063,1812160.0
2020-06-25,76.8322,76.8943,74.5857,75.6601,1416451.0
2020-06-26,75.3937,76.6599,74.4437,75.9531,2535596.0
2020-06-27,75.3937,76.6599,74.4437,75.9531,2535596.0
2020-06-28,75.3937,76.6599,74.4437,75.9531,2535596.0
2020-06-29,76.3882,77.2317,75.4559,77.2229,1124747.0
2020-06-30,77.3205,78.2262,76.8943,77.8266,1742890.0
2020-07-01,77.7645,79.5759,77.6713,79.3184,1284973.0
2020-07-02,79.7534,80.6769,79.6203,80.0642,979909.0
2020-07-03,79.7534,80.6769,79.6203,80.0642,979909.0
2020-07-04,79.7534,80.6769,79.6203,80.0642,979909.0
2020-07-05,79.7534,80.6769,79.6203,80.0642,979909.0
2020-07-06,80.6858,81.3517,79.0431,79.86,1000180.0
2020-07-07,78.9721,79.5847,78.3772,78.759,1359746.0
2020-07-08,78.5814,79.1763,78.2795,78.7945,1230567.0
2020-07-09,78.4038,78.6355,76.4592,77.6668,1395956.0
2020-07-10,77.8622,78.5547,77.578,78.1818,1342010.0
2020-07-11,77.8622,78.5547,77.578,78.1818,1342010.0
2020-07-12,77.8622,78.5547,77.578,78.1818,1342010.0
2020-07-13,78.1641,78.8655,77.6047,77.8888,1678100.0
2020-07-14,78.0664,78.6791,77.3028,78.2262,2166787.0
2020-07-15,78.83,79.2384,77.3916,77.6579,1353440.0
2020-07-16,77.8622,78.4748,77.3294,77.9243,1343033.0
2020-07-17,78.3239,80.8101,78.2206,80.3839,1777701.0
2020-07-18,78.3239,80.8101,78.2206,80.3839,1777701.0
2020-07-19,78.3239,80.8101,78.2206,80.3839,1777701.0
2020-07-20,80.0021,80.8811,79.6203,80.0376,1382403.0
2020-07-21,80.2507,81.4494,80.0021,80.9255,1515394.0
2020-07-22,80.7479,83.2785,80.3572,82.9855,1173341.0
2020-07-23,82.8257,83.8024,82.7369,83.2785,1321451.0
2020-07-24,83.5271,84.2641,82.6614,83.1009,1232790.0
2020-07-25,83.5271,84.2641,82.6614,83.1009,1232790.0
2020-07-26,83.5271,84.2641,82.6614,83.1009,1232790.0
2020-07-27,82.9855,83.1276,82.1864,82.8789,1389178.0
2020-07-28,82.4616,84.5216,82.3817,83.98,1330919.0
2020-07-29,84.5305,84.7169,83.6958,84.3263,991532.0
2020-07-30,83.9267,84.8501,83.6692,84.5216,922468.0
2020-07-31,84.1664,85.0188,83.4295,84.5838,1042518.0
2020-08-01,84.1664,85.0188,83.4295,84.5838,1042518.0
2020-08-02,84.1664,85.0188,83.4295,84.5838,1042518.0
2020-08-03,84.3973,84.7969,82.2574,83.1453,991295.0
2020-08-04,83.0033,85.3563,81.7468,84.4506,1673515.0
2020-08-05,84.5749,84.5749,82.2308,82.8523,1295906.0
2020-08-06,82.6392,83.243,82.0887,82.5682,758343.0
2020-08-07,82.1686,84.344,82.1686,83.7935,1015640.0
2020-08-08,82.1686,84.344,82.1686,83.7935,1015640.0
2020-08-09,82.1686,84.344,82.1686,83.7935,1015640.0
2020-08-10,83.9888,83.9888,82.8523,83.2252,865197.0
2020-08-11,83.1364,83.3051,80.5259,80.7124,954987.0
2020-08-12,81.1297,82.8523,80.8456,81.9289,886003.0
2020-08-13,81.6182,82.0518,81.1354,81.7523,851307.0
2020-08-14,81.7702,82.3482,81.0371,81.5467,720678.0
2020-08-15,81.7702,82.3482,81.0371,81.5467,720678.0
2020-08-16,81.7702,82.3482,81.0371,81.5467,720678.0
2020-08-17,81.4841,82.9235,81.2159,82.3603,1093609.0
2020-08-18,82.2619,82.8073,81.8238,82.1814,784566.0
2020-08-19,82.3781,82.5391,81.7702,82.0026,642519.0
2020-08-20,81.6092,82.1591,81.1086,81.6182,675148.0
2020-08-21,81.797,82.3156,81.0549,82.244,1350585.0
2020-08-22,81.797,82.3156,81.0549,82.244,1350585.0
2020-08-23,81.797,82.3156,81.0549,82.244,1350585.0
2020-08-24,82.244,82.5301,81.2427,82.4675,1008920.0
2020-08-25,82.6374,82.8252,81.9579,82.5033,1230397.0
2020-08-26,82.0205,82.9682,81.6003,82.2887,1838844.0
2020-08-27,82.6374,83.1291,81.8685,82.5659,1123806.0
2020-08-28,82.5927,83.7997,81.9043,83.7013,1111924.0
2020-08-29,82.5927,83.7997,81.9043,83.7013,1111924.0
2020-08-30,82.5927,83.7997,81.9043,83.7013,1111924.0
2020-08-31,83.451,84.4121,83.451,84.1126,1404821.0
2020-09-01,83.7729,83.8176,82.8788,83.6745,1165444.0
2020-09-02,83.7907,87.4117,83.5225,87.0898,1690433.0
2020-09-03,87.358,87.8465,85.3822,86.151,1537986.0
2020-09-04,86.6785,87.5189,85.552,86.2673,1349779.0
2020-09-05,86.6785,87.5189,85.552,86.2673,1349779.0
2020-09-06,86.6785,87.5189,85.552,86.2673,1349779.0
2020-09-07,86.6785,87.5189,85.552,86.2673,1349779.0
2020-09-08,86.3746,86.464,84.6133,85.4626,1462364.0
2020-09-09,86.0974,88.5471,85.8024,87.4117,1169676.0
2020-09-10,86.9467,87.3223,85.704,85.8024,1234724.0
2020-09-11,85.9275,86.0974,84.8725,85.7934,1003794.0
2020-09-12,85.9275,86.0974,84.8725,85.7934,1003794.0
2020-09-13,85.9275,86.0974,84.8725,85.7934,1003794.0
2020-09-14,86.3209,87.4132,85.6772,86.8842,755013.0
2020-09-15,87.4295,88.7617,87.3938,88.6455,1094690.0
2020-09-16,88.6633,89.787,87.6978,88.3147,1656451.0
2020-09-17,87.7246,87.966,85.4626,85.9275,1431160.0
2020-09-18,85.5788,86.2673,84.1394,84.8189,2209328.0
2020-09-19,85.5788,86.2673,84.1394,84.8189,2209328.0
2020-09-20,85.5788,86.2673,84.1394,84.8189,2209328.0
2020-09-21,84.2109,85.4716,83.5762,84.81,1261167.0
2020-09-22,84.5686,86.0429,84.2735,85.2927,1284310.0
2020-09-23,85.1318,85.1855,83.0755,83.2007,1300219.0
2020-09-24,83.2007,84.6043,82.9324,84.0411,798864.0
2020-09-25,83.603,86.1868,83.4155,86.1063,990636.0
2020-09-26,83.603,86.1868,83.4155,86.1063,990636.0
2020-09-27,83.603,86.1868,83.4155,86.1063,990636.0
2020-09-28,86.151,87.1345,85.5788,86.2583,793178.0
2020-09-29,86.7143,87.206,85.9543,86.4193,879152.0
2020-09-30,86.7232,87.2686,86.1645,86.6338,1345917.0
2020-10-01,86.7143,87.8944,86.607,87.8408,996101.0
2020-10-02,87.3133,87.8989,86.5042,87.358,1218446.0
2020-10-03,87.3133,87.8989,86.5042,87.358,1218446.0
2020-10-04,87.3133,87.8989,86.5042,87.358,1218446.0
2020-10-05,87.5547,88.0241,86.5623,87.7425,1149599.0
2020-10-06,87.7514,89.0299,87.0183,88.0733,1486666.0
2020-10-07,88.3147,88.9405,87.1345,87.662,898733.0
2020-10-08,88.0017,88.5918,87.7603,88.5382,1020145.0
2020-10-09,88.8868,89.2981,88.1671,88.9047,840503.0
2020-10-10,88.8868,89.2981,88.1671,88.9047,840503.0
2020-10-11,88.8868,89.2981,88.1671,88.9047,840503.0
2020-10-12,89.0478,90.2995,88.8064,89.2534,679735.0
2020-10-13,88.6812,89.2713,87.3133,88.6007,949962.0
2020-10-14,88.6633,89.1908,88.0107,89.0388,862616.0
2020-10-15,88.6276,89.9508,88.1805,89.3696,975390.0
2020-10-16,89.5037,91.0862,89.3339,90.8001,1253554.0
2020-10-17,89.5037,91.0862,89.3339,90.8001,1253554.0
2020-10-18,89.5037,91.0862,89.3339,90.8001,1253554.0
2020-10-19,91.2919,91.2919,89.4143,89.763,1072694.0
2020-10-20,90.1832,90.6034,89.3607,89.9687,1445126.0
2020-10-21,90.1475,91.0415,89.7943,90.3799,935754.0
2020-10-22,90.1832,91.1756,89.8971,91.0147,741452.0
2020-10-23,91.426,91.6942,90.8359,91.3366,672378.0
2020-10-24,91.426,91.6942,90.8359,91.3366,672378.0
2020-10-25,91.426,91.6942,90.8359,91.3366,672378.0
2020-10-26,91.1488,91.5958,90.059,91.3813,616269.0
2020-10-27,91.4885,92.5435,90.9253,91.6137,754256.0
2020-10-28,90.5766,91.9356,89.0567,89.1908,1378326.0
2020-10-29,88.9763,90.9119,87.8587,89.7809,1025966.0
2020-10-30,89.3339,90.2995,88.5426,89.8971,1393574.0
2020-10-31,89.3339,90.2995,88.5426,89.8971,1393574.0
2020-11-01,89.3339,90.2995,88.5426,89.8971,1393574.0
2020-11-02,90.9074,92.5078,90.3495,92.2127,1219305.0
2020-11-03,93.0621,94.1886,92.4273,93.2051,1499745.0
2020-11-04,92.7849,94.4121,91.0147,91.0236,1483317.0
2020-11-05,91.8372,93.1068,90.4783,90.8359,1556394.0
2020-11-06,91.1577,92.1859,90.5587,91.5154,659449.0
2020-11-07,91.1577,92.1859,90.5587,91.5154,659449.0
2020-11-08,91.1577,92.1859,90.5587,91.5154,659449.0
2020-11-09,93.6075,95.5297,92.6508,92.8296,1314908.0
2020-11-10,92.8743,94.7697,92.7715,93.7416,1250992.0
2020-11-11,94.1528,94.7429,92.8564,93.3661,1005505.0
2020-11-12,93.1614,93.1704,91.4974,92.154,909432.0
2020-11-13,92.6307,93.1255,91.5693,91.8752,930137.0
2020-11-14,92.6307,93.1255,91.5693,91.8752,930137.0
2020-11-15,92.6307,93.1255,91.5693,91.8752,930137.0
2020-11-16,92.7567,93.6832,91.6818,93.5752,1587452.0
2020-11-17,92.5138,93.1345,89.9232,90.1121,1145724.0
2020-11-18,90.6698,90.6698,86.9639,87.0268,1526708.0
2020-11-19,86.6221,86.6715,84.895,85.9474,1254171.0
2020-11-20,86.1993,87.5081,86.0374,86.4422,1710005.0
2020-11-21,86.1993,87.5081,86.0374,86.4422,1710005.0
2020-11-22,86.1993,87.5081,86.0374,86.4422,1710005.0
2020-11-23,86.667,86.8155,85.6596,86.1723,1268647.0
2020-11-24,86.6311,86.8829,85.5876,86.5681,1360703.0
2020-11-25,86.8919,87.5845,85.2953,86.3522,1413057.0
2020-11-26,86.8919,87.5845,85.2953,86.3522,1413057.0
2020-11-27,86.3972,86.6625,85.3718,86.1183,840099.0
2020-11-28,86.3972,86.6625,85.3718,86.1183,840099.0
2020-11-29,86.3972,86.6625,85.3718,86.1183,840099.0
2020-11-30,85.6596,85.862,84.6701,85.4077,3320263.0
2020-12-01,86.1183,86.8469,85.5921,85.9924,1315683.0
2020-12-02,85.6686,86.1543,84.4902,86.1363,1050199.0
2020-12-03,85.6146,86.1543,84.6432,84.895,1267453.0
2020-12-04,84.6432,85.1289,83.4288,83.9146,925779.0
2020-12-05,84.6432,85.1289,83.4288,83.9146,925779.0
2020-12-06,84.6432,85.1289,83.4288,83.9146,925779.0
2020-12-07,83.5548,84.6342,83.5548,84.2384,843598.0
2020-12-08,83.9595,84.8141,83.3029,84.0405,1285773.0
2020-12-09,84.0405,84.3823,82.8262,83.4198,1013196.0
2020-12-10,83.5907,83.7976,82.2505,82.7362,1195887.0
2020-12-11,82.3854,83.042,81.9896,82.9701,1217472.0
2020-12-12,82.3854,83.042,81.9896,82.9701,1217472.0
2020-12-13,82.3854,83.042,81.9896,82.9701,1217472.0
2020-12-14,83.3389,84.2474,82.3539,82.3764,1131377.0
2020-12-15,82.7542,84.3283,82.0166,83.5818,1122618.0
2020-12-16,83.7437,84.6522,82.9071,82.9971,1167699.0
2020-12-17,83.4468,84.1754,82.8172,82.9521,1203824.0
2020-12-18,82.9611,83.3839,81.5039,82.1425,2501510.0
2020-12-19,82.9611,83.3839,81.5039,82.1425,2501510.0
2020-12-20,82.9611,83.3839,81.5039,82.1425,2501510.0
2020-12-21,81.297,81.5759,80.0197,81.0092,1278398.0
2020-12-22,80.9282,81.1351,80.2086,80.4785,1046594.0
2020-12-23,80.8293,80.9912,79.3991,79.7679,1331519.0
2020-12-24,79.8128,80.5144,79.462,80.4425,498878.0
2020-12-25,79.8128,80.5144,79.462,80.4425,498878.0
2020-12-26,79.8128,80.5144,79.462,80.4425,498878.0
2020-12-27,79.8128,80.5144,79.462,80.4425,498878.0
2020-12-28,81.1171,81.405,80.4695,81.387,955577.0
2020-12-29,81.4769,82.2055,81.0362,81.234,882552.0
2020-12-30,81.0721,81.8007,81.0721,81.4499,790373.0
2020-12-31,81.405,82.8262,81.1261,82.7812,1177058.0
2021-01-01,81.405,82.8262,81.1261,82.7812,1177058.0
2021-01-02,81.405,82.8262,81.1261,82.7812,1177058.0
2021-01-03,81.405,82.8262,81.1261,82.7812,1177058.0
2021-01-04,82.8442,82.8711,80.9462,81.297,1532905.0
2021-01-05,81.279,81.6298,80.0287,81.0362,1584195.0
2021-01-06,80.9462,82.5473,80.4155,82.0616,1624206.0
2021-01-07,82.1066,82.3365,79.2551,79.3901,1554984.0
2021-01-08,79.588,79.8758,78.2027,79.1112,1488552.0
2021-01-09,79.588,79.8758,78.2027,79.1112,1488552.0
2021-01-10,79.588,79.8758,78.2027,79.1112,1488552.0
2021-01-11,79.0033,79.2461,77.4112,78.2207,878378.0
2021-01-12,77.1413,77.7935,75.954,76.7006,1159279.0
2021-01-13,77.5551,79.3991,76.8715,79.0303,1310550.0
2021-01-14,79.1472,79.2641,77.4561,78.1308,1134217.0
2021-01-15,78.0948,80.0647,77.726,79.7769,1354055.0
2021-01-16,78.0948,80.0647,77.726,79.7769,1354055.0
2021-01-17,78.0948,80.0647,77.726,79.7769,1354055.0
2021-01-18,78.0948,80.0647,77.726,79.7769,1354055.0
2021-01-19,80.0647,80.2716,78.8863,79.0393,1133045.0
2021-01-20,78.8144,79.8578,78.4508,79.471,1232736.0
2021-01-21,78.8504,79.435,78.5445,79.0033,999795.0
2021-01-22,79.1112,79.1112,78.1038,78.5985,1189008.0
2021-01-23,79.1112,79.1112,78.1038,78.5985,1189008.0
2021-01-24,79.1112,79.1112,78.1038,78.5985,1189008.0
2021-01-25,78.4186,80.8653,78.0948,80.4515,1306556.0
2021-01-26,80.1816,80.6674,78.7874,80.3615,1170394.0
2021-01-27,79.9837,83.6987,79.6419,81.7108,3078054.0
2021-01-28,81.4589,83.0241,80.4875,80.5055,1622389.0
2021-01-29,80.1097,81.0792,79.3271,79.9658,1163492.0
2021-01-30,80.1097,81.0792,79.3271,79.9658,1163492.0
2021-01-31,80.1097,81.0792,79.3271,79.9658,1163492.0
2021-02-01,80.2716,80.6044,79.0752,79.6509,887406.0
2021-02-02,79.7229,80.4515,78.7514,78.9673,1261312.0
2021-02-03,78.8054,79.1112,78.0318,78.4546,1307916.0
2021-02-04,78.4186,79.3361,77.4022,78.0318,1578777.0
2021-02-05,78.4366,79.2461,77.8069,78.0948,1324062.0
2021-02-06,78.4366,79.2461,77.8069,78.0948,1324062.0
2021-02-07,78.4366,79.2461,77.8069,78.0948,1324062.0
2021-02-08,78.0228,78.0948,76.5027,76.6106,1012942.0
2021-02-09,76.8715,77.1863,75.7291,76.8715,1000974.0
2021-02-10,77.5281,78.1667,76.4667,77.2582,1160362.0
2021-02-11,77.1291,77.5642,75.9957,76.1136,1144351.0
2021-02-12,75.8869,76.2224,74.7355,75.2976,1262486.0
2021-02-13,75.8869,76.2224,74.7355,75.2976,1262486.0
2021-02-14,75.8869,76.2224,74.7355,75.2976,1262486.0
2021-02-15,75.8869,76.2224,74.7355,75.2976,1262486.0
2021-02-16,75.1797,75.1888,73.2667,73.6022,1497057.0
2021-02-17,73.8198,74.5995,73.72,74.3728,1142305.0
2021-02-18,74.5632,75.9912,74.1824,75.6875,1938470.0
2021-02-19,75.6875,76.0909,75.0256,75.4608,2412377.0
2021-02-20,75.6875,76.0909,75.0256,75.4608,2412377.0
2021-02-21,75.6875,76.0909,75.0256,75.4608,2412377.0
2021-02-22,75.352,75.6421,73.7654,74.3819,1818750.0
2021-02-23,74.9259,76.78,74.4544,76.1771,2056155.0
2021-02-24,75.8144,75.8869,74.2459,74.2822,1552230.0
2021-02-25,74.1462,74.5451,73.031,74.1462,1646788.0
2021-02-26,74.3547,75.9867,73.0944,73.1126,2261933.0
2021-02-27,74.3547,75.9867,73.0944,73.1126,2261933.0
2021-02-28,74.3547,75.9867,73.0944,73.1126,2261933.0
2021-03-01,73.6566,76.2768,73.5024,75.0619,2062497.0
2021-03-02,75.0619,75.5605,74.0736,75.2795,1530337.0
